#KMS11_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS11_H3K27ac_ROSE/KMS11_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS11_jia.bam
#Using cutoff of 16929.225 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuper
3_MACS_peak_17228_lociStitched	chr21	45194988	45210512	3	11550	32524.3324	303	1
3_MACS_peak_28927_lociStitched	chrX	48790025	48805465	3	15428	32508.92	304	1
1_MACS_peak_20177_lociStitched	chr4	57621662	57630163	1	8502	32478.0705	305	1
1_MACS_peak_9291_lociStitched	chr15	101736309	101747245	1	10937	32468.984	306	1
2_MACS_peak_14385_lociStitched	chr2	43444422	43459123	2	10900	32465.6884	307	1
3_MACS_peak_29339_lociStitched	chrX	118810803	118828098	3	12716	32431.584	308	1
2_MACS_peak_458_lociStitched	chr1	27018521	27031010	2	11988	32406.4572	309	1
2_MACS_peak_28399_lociStitched	chr9	134543729	134555937	2	9509	32401.2528	310	1
3_MACS_peak_1854_lociStitched	chr1	160641344	160660511	3	13076	32371.1463	311	1
1_MACS_peak_26618_lociStitched	chr8	80631488	80640620	1	9133	32351.9364	312	1
1_MACS_peak_24118_lociStitched	chr6	138186903	138196007	1	9105	32265.4864	313	1
3_MACS_peak_11254_lociStitched	chr17	42286866	42300080	3	7517	32133.8052	314	1
2_MACS_peak_26740_lociStitched	chr8	96098844	96115114	2	13117	32129.996	315	1
2_MACS_peak_5694_lociStitched	chr12	31243340	31255692	2	11984	32116.4352	316	1
2_MACS_peak_8996_lociStitched	chr15	78831923	78846780	2	8995	32068.8345	317	1
3_MACS_peak_12660_lociStitched	chr19	2081743	2098110	3	12094	32010.5786	318	1
6_MACS_peak_24929_lociStitched	chr7	55614082	55643317	6	18377	31860.303	319	1
5_MACS_peak_5383_lociStitched	chr12	4248364	4274563	5	19236	31708.6497	320	1
2_MACS_peak_22556_lociStitched	chr5	173160129	173174525	2	13427	31666.8812	321	1
2_MACS_peak_25182_lociStitched	chr7	81501409	81520277	2	13105	31554.8432	322	1
1_MACS_peak_20529_lociStitched	chr4	103745399	103751294	1	5896	31528.818	323	1
1_MACS_peak_26998_lociStitched	chr8	126441107	126448747	1	7641	31512.708	324	1
1_MACS_peak_23854_lociStitched	chr6	108878412	108888800	1	10389	31494.3384	325	1
3_MACS_peak_23147_lociStitched	chr6	31696709	31709037	3	9128	31427.7704	326	1
5_MACS_peak_13015_lociStitched	chr19	13260435	13283906	5	13956	31364.2973	327	1
2_MACS_peak_20354_lociStitched	chr4	79686561	79699012	2	7965	31249.5198	328	1
4_MACS_peak_654_lociStitched	chr1	36614116	36628536	4	10774	31197.67	329	1
3_MACS_peak_26245_lociStitched	chr8	29622020	29637693	3	9997	31179.8662	330	1
2_MACS_peak_9212_lociStitched	chr15	93422955	93432237	2	9246	31103.0538	331	1
2_MACS_peak_22701_lociStitched	chr6	381154	400785	2	13644	31087.6516	332	1
4_MACS_peak_16402_lociStitched	chr20	31252926	31270604	4	11584	31084.9952	333	1
1_MACS_peak_20650_lociStitched	chr4	121668344	121675490	1	7147	31046.5116	334	1
4_MACS_peak_21159_lociStitched	chr4	189895720	189916569	4	13612	30983.6989	335	1
4_MACS_peak_3425_lociStitched	chr10	74075512	74097182	4	16181	30903.587	336	1
2_MACS_peak_13397_lociStitched	chr19	39338073	39348893	2	7854	30900.838	337	1
3_MACS_peak_9374_lociStitched	chr16	2091387	2106509	3	12255	30844.3434	338	1
4_MACS_peak_8741_lociStitched	chr15	65169245	65189695	4	10840	30824.285	339	1
2_MACS_peak_21547_lociStitched	chr5	53813485	53831652	2	14580	30807.5986	340	1
1_MACS_peak_17206_lociStitched	chr21	44580576	44588248	1	7673	30717.9208	341	1
7_MACS_peak_23000_lociStitched	chr6	26330618	26366584	7	19910	30567.5034	342	1
3_MACS_peak_287_lociStitched	chr1	17215167	17233528	3	8781	30552.704	343	1
3_MACS_peak_17494_lociStitched	chr22	26878890	26901174	3	14122	30540.222	344	1
1_MACS_peak_20342_lociStitched	chr4	78735325	78743487	1	8163	30531.5934	345	1
5_MACS_peak_26178_lociStitched	chr8	26148292	26181283	5	17785	30440.7957	346	1
1_MACS_peak_10345_lociStitched	chr16	85477778	85484684	1	6907	30411.9522	347	1
1_MACS_peak_2121_lociStitched	chr1	183876716	183885922	1	9207	30368.7528	348	1
2_MACS_peak_11908_lociStitched	chr17	78873092	78886107	2	9327	30349.6785	349	1
1_MACS_peak_21089_lociStitched	chr4	185183928	185191964	1	8037	30233.8428	350	1
2_MACS_peak_23054_lociStitched	chr6	27856788	27871235	2	8552	30110.4374	351	1
3_MACS_peak_912_lociStitched	chr1	52417214	52433065	3	14632	30026.5493	352	1
1_MACS_peak_28208_lociStitched	chr9	127046504	127056575	1	10072	30015.6084	353	1
2_MACS_peak_778_lociStitched	chr1	42126344	42141152	2	14738	29987.6808	354	1
2_MACS_peak_7285_lociStitched	chr13	114560250	114568028	2	6828	29975.6342	355	1
4_MACS_peak_23605_lociStitched	chr6	74218016	74234293	4	12580	29939.9138	356	1
4_MACS_peak_13673_lociStitched	chr19	48824456	48837822	4	9376	29927.8106	357	1
3_MACS_peak_23372_lociStitched	chr6	42737870	42752435	3	8456	29916.51	358	1
1_MACS_peak_24648_lociStitched	chr7	26237689	26244038	1	6350	29757.1281	359	1
1_MACS_peak_24422_lociStitched	chr7	2748266	2756977	1	8712	29674.0215	360	1
3_MACS_peak_14616_lociStitched	chr2	65159029	65175483	3	11261	29597.4552	361	1
3_MACS_peak_27786_lociStitched	chr9	92039469	92058358	3	15589	29512.1736	362	1
2_MACS_peak_14845_lociStitched	chr2	86261260	86276116	2	11627	29454.9912	363	1
2_MACS_peak_26751_lociStitched	chr8	97621805	97635358	2	11663	29442.5372	364	1
2_MACS_peak_11839_lociStitched	chr17	76136640	76152930	2	12920	29388.789	365	1
3_MACS_peak_16013_lociStitched	chr2	232570543	232579614	3	8683	29355.5702	366	1
1_MACS_peak_19484_lociStitched	chr3	176911604	176920765	1	9162	29336.2703	367	1
3_MACS_peak_26630_lociStitched	chr8	81047050	81062062	3	14277	29277.9036	368	1
3_MACS_peak_11068_lociStitched	chr17	37351454	37366896	3	9351	29234.7944	369	1
1_MACS_peak_24647_lociStitched	chr7	26191103	26198818	1	7716	29185.845	370	1
3_MACS_peak_24639_lociStitched	chr7	25986402	25994312	3	6782	29134.112	371	1
1_MACS_peak_2230_lociStitched	chr1	197740002	197748805	1	8804	29123.8452	372	1
2_MACS_peak_8351_lociStitched	chr15	31615155	31622512	2	7306	29080.7496	373	1
2_MACS_peak_13026_lociStitched	chr19	13948801	13959343	2	9501	29028.4512	374	1
3_MACS_peak_12428_lociStitched	chr18	56292295	56308223	3	14242	28937.9904	375	1
3_MACS_peak_5176_lociStitched	chr11	120195407	120216735	3	17187	28920.768	376	1
3_MACS_peak_9708_lociStitched	chr16	22199374	22218987	3	15110	28889.949	377	1
2_MACS_peak_24849_lociStitched	chr7	45439434	45452031	2	12558	28800.5211	378	1
4_MACS_peak_3502_lociStitched	chr10	81001240	81021711	4	15942	28745.3782	379	1
3_MACS_peak_5059_lociStitched	chr11	111232146	111251242	3	14421	28729.932	380	1
1_MACS_peak_25449_lociStitched	chr7	104650840	104659079	1	8240	28716.2106	381	1
2_MACS_peak_1654_lociStitched	chr1	153308849	153320027	2	7892	28692.8082	382	1
6_MACS_peak_9259_lociStitched	chr15	99673625	99708669	6	18729	28644.9656	383	1
1_MACS_peak_1499_lociStitched	chr1	145434280	145440401	1	6122	28627.3049	384	1
2_MACS_peak_6455_lociStitched	chr12	108953540	108970488	2	15188	28601.4448	385	1
1_MACS_peak_27170_lociStitched	chr8	145007437	145018735	1	11299	28513.8924	386	1
3_MACS_peak_13710_lociStitched	chr19	49362095	49381151	3	9287	28418.2128	387	1
1_MACS_peak_20651_lociStitched	chr4	121683211	121695957	1	12747	28405.7356	388	1
4_MACS_peak_9816_lociStitched	chr16	29603541	29625720	4	15886	28404.6453	389	1
5_MACS_peak_23156_lociStitched	chr6	31783449	31805297	5	13576	28382.7368	390	1
1_MACS_peak_13423_lociStitched	chr19	40166180	40173627	1	7448	28335.835	391	1
1_MACS_peak_21327_lociStitched	chr5	14210700	14220070	1	9371	28333.943	392	1
2_MACS_peak_2110_lociStitched	chr1	183438816	183449136	2	6551	28332.528	393	1
5_MACS_peak_28187_lociStitched	chr9	126079842	126103673	5	15957	28306.4618	394	1
1_MACS_peak_23698_lociStitched	chr6	88624800	88637972	1	13173	28247.354	395	1
2_MACS_peak_8341_lociStitched	chr15	31367529	31379160	2	10602	28230.7632	396	1
4_MACS_peak_1917_lociStitched	chr1	162542932	162561692	4	11384	28222.544	397	1
2_MACS_peak_23820_lociStitched	chr6	106585212	106596073	2	9808	28160.4008	398	1
2_MACS_peak_8551_lociStitched	chr15	46994771	47009213	2	12997	28131.5718	399	1
3_MACS_peak_9844_lociStitched	chr16	30193278	30206277	3	7714	28094.7387	400	1
2_MACS_peak_10150_lociStitched	chr16	68786125	68802239	2	15226	27965.847	401	1
2_MACS_peak_11785_lociStitched	chr17	74775725	74789025	2	13078	27871.48	402	1
5_MACS_peak_24765_lociStitched	chr7	38383839	38408355	5	16726	27862.434	403	1
7_MACS_peak_23831_lociStitched	chr6	107421645	107451999	7	16275	27828.5472	404	1
2_MACS_peak_26732_lociStitched	chr8	95896563	95909698	2	12548	27726.6715	405	1
2_MACS_peak_18120_lociStitched	chr3	13365008	13380163	2	14099	27656.3595	406	1
2_MACS_peak_11607_lociStitched	chr17	62195157	62210222	2	12890	27600.5865	407	1
4_MACS_peak_27208_lociStitched	chr8	145732795	145755105	4	11377	27552.85	408	1
4_MACS_peak_11799_lociStitched	chr17	75131071	75144609	4	12293	27471.3096	409	1
4_MACS_peak_19287_lociStitched	chr3	151985118	152003300	4	14723	27454.82	410	1
2_MACS_peak_11776_lociStitched	chr17	74486276	74498744	2	10635	27434.5872	411	1
2_MACS_peak_12135_lociStitched	chr18	19314656	19329173	2	11171	27361.6416	412	1
2_MACS_peak_20433_lociStitched	chr4	87854879	87870222	2	10237	27359.6376	413	1
1_MACS_peak_15988_lociStitched	chr2	231728988	231739985	1	10998	27351.7384	414	1
3_MACS_peak_13882_lociStitched	chr19	56339680	56356392	3	11648	27337.4896	415	1
4_MACS_peak_24053_lociStitched	chr6	134556723	134578275	4	11272	27215.8656	416	1
3_MACS_peak_1950_lociStitched	chr1	167416081	167426345	3	9246	27207.8112	417	1
2_MACS_peak_18384_lociStitched	chr3	46245442	46257100	2	9698	27153.8136	418	1
1_MACS_peak_13630_lociStitched	chr19	47216360	47222939	1	6580	27152.8488	419	1
2_MACS_peak_11783_lociStitched	chr17	74721479	74735359	2	8792	27149.28	420	1
2_MACS_peak_29575_lociStitched	chrX	153569092	153581448	2	9086	27146.132	421	1
1_MACS_peak_14292_lociStitched	chr2	33716658	33725529	1	8872	27134.6148	422	1
3_MACS_peak_16912_lociStitched	chr20	61516288	61532428	3	11902	27115.2	423	1
4_MACS_peak_28216_lociStitched	chr9	127614849	127635725	4	9482	27111.6612	424	1
5_MACS_peak_11059_lociStitched	chr17	37022950	37038656	5	12332	26987.6198	425	1
1_MACS_peak_13642_lociStitched	chr19	47613859	47617876	1	4018	26965.7193	426	1
1_MACS_peak_27103_lociStitched	chr8	134579096	134586109	1	7014	26946.7512	427	1
2_MACS_peak_15775_lociStitched	chr2	204568208	204583802	2	11041	26926.1598	428	1
5_MACS_peak_22046_lociStitched	chr5	118663386	118689989	5	15864	26839.7667	429	1
2_MACS_peak_16594_lociStitched	chr20	42306889	42318678	2	8578	26784.608	430	1
5_MACS_peak_19099_lociStitched	chr3	130557425	130574887	5	13842	26690.667	431	1
1_MACS_peak_21380_lociStitched	chr5	26875850	26887153	1	11304	26668.2982	432	1
5_MACS_peak_3415_lociStitched	chr10	74004317	74024759	5	14345	26662.5006	433	1
1_MACS_peak_19496_lociStitched	chr3	178229688	178241133	1	11446	26626.7925	434	1
6_MACS_peak_16436_lociStitched	chr20	32357602	32378293	6	17824	26581.7277	435	1
1_MACS_peak_12388_lociStitched	chr18	52980277	52992088	1	11812	26571.2067	436	1
1_MACS_peak_1753_lociStitched	chr1	155529915	155534884	1	4970	26550.8577	437	1
1_MACS_peak_5421_lociStitched	chr12	6640586	6646210	1	5625	26498.0384	438	1
2_MACS_peak_2072_lociStitched	chr1	179963982	179975822	2	9684	26429.248	439	1
3_MACS_peak_12657_lociStitched	chr19	2049261	2062887	3	8792	26426.2644	440	1
2_MACS_peak_11193_lociStitched	chr17	40728391	40740023	2	8342	26381.376	441	1
3_MACS_peak_20910_lociStitched	chr4	156579301	156598064	3	8836	26348.8809	442	1
3_MACS_peak_13759_lociStitched	chr19	50369672	50382254	3	7518	26334.126	443	1
1_MACS_peak_21184_lociStitched	chr5	217232	225466	1	8235	26331.5086	444	1
3_MACS_peak_2137_lociStitched	chr1	184524590	184541869	3	13916	26281.359	445	1
4_MACS_peak_13566_lociStitched	chr19	45503937	45521938	4	9241	26276.0597	446	1
3_MACS_peak_8345_lociStitched	chr15	31519400	31530799	3	10016	26275.8349	447	1
3_MACS_peak_26271_lociStitched	chr8	33409491	33425239	3	12371	26269.2388	448	1
5_MACS_peak_9720_lociStitched	chr16	23344371	23365515	5	13232	26224.9032	449	1
2_MACS_peak_16903_lociStitched	chr20	61272835	61285120	2	10550	26222.3325	450	1
4_MACS_peak_22614_lociStitched	chr5	176717070	176740644	4	12540	26219.0028	451	1
3_MACS_peak_13734_lociStitched	chr19	49954071	49963474	3	7290	26119.6534	452	1
3_MACS_peak_8072_lociStitched	chr14	94474271	94493433	3	11792	26117.806	453	1
6_MACS_peak_3808_lociStitched	chr10	111640186	111670668	6	18208	26107.833	454	1
3_MACS_peak_24069_lociStitched	chr6	135187262	135204196	3	10790	26069.893	455	1
1_MACS_peak_26806_lociStitched	chr8	101961832	101966623	1	4792	26040.5223	456	1
4_MACS_peak_17413_lociStitched	chr22	23152662	23168500	4	10728	26039.2558	457	1
2_MACS_peak_10565_lociStitched	chr17	4842167	4855259	2	8358	25962.7452	458	1
3_MACS_peak_676_lociStitched	chr1	37933294	37946378	3	9099	25861.8344	459	1
4_MACS_peak_17775_lociStitched	chr22	39910714	39929590	4	10693	25854.4572	460	1
1_MACS_peak_12307_lociStitched	chr18	46472358	46480196	1	7839	25808.9664	461	1
6_MACS_peak_13832_lociStitched	chr19	55164872	55193120	6	18000	25801.7232	462	1
3_MACS_peak_10593_lociStitched	chr17	6915034	6927181	3	8898	25790.5104	463	1
2_MACS_peak_22976_lociStitched	chr6	26020976	26034752	2	10945	25770.7632	464	1
1_MACS_peak_15361_lociStitched	chr2	158294763	158302780	1	8018	25765.0346	465	1
3_MACS_peak_6083_lociStitched	chr12	58281623	58299411	3	9780	25701.8812	466	1
4_MACS_peak_11848_lociStitched	chr17	76267931	76277889	4	9452	25686.661	467	1
2_MACS_peak_26186_lociStitched	chr8	26428127	26437512	2	8258	25657.6515	468	1
7_MACS_peak_13451_lociStitched	chr19	40909468	40941957	7	12771	25653.3144	469	1
2_MACS_peak_21792_lociStitched	chr5	78523035	78535329	2	10053	25630.5312	470	1
1_MACS_peak_8814_lociStitched	chr15	69081398	69092302	1	10905	25611.3152	471	1
1_MACS_peak_14692_lociStitched	chr2	70312549	70317389	1	4841	25574.56	472	1
2_MACS_peak_16115_lociStitched	chr2	241517262	241527662	2	9466	25545.52	473	1
3_MACS_peak_10020_lociStitched	chr16	57567820	57584000	3	12281	25520.714	474	1
6_MACS_peak_1443_lociStitched	chr1	120658840	120686658	6	14985	25520.2332	475	1
1_MACS_peak_25693_lociStitched	chr7	129588253	129593539	1	5287	25437.2892	476	1
3_MACS_peak_1796_lociStitched	chr1	156689327	156699431	3	9120	25408.5288	477	1
1_MACS_peak_1339_lociStitched	chr1	111172765	111182457	1	9693	25392.0708	478	1
1_MACS_peak_28926_lociStitched	chrX	48767969	48779467	1	11499	25370.337	479	1
3_MACS_peak_14144_lociStitched	chr2	20615188	20630109	3	11257	25331.3817	480	1
3_MACS_peak_15735_lociStitched	chr2	202116438	202128947	3	11864	25320.7178	481	1
2_MACS_peak_19931_lociStitched	chr4	12694100	12705412	2	10339	25274.4016	482	1
1_MACS_peak_3029_lociStitched	chr10	17268658	17275646	1	6989	25207.8124	483	1
2_MACS_peak_23424_lociStitched	chr6	44223591	44234275	2	8788	25200.3508	484	1
1_MACS_peak_10350_lociStitched	chr16	85586188	85592664	1	6477	25161.2028	485	1
3_MACS_peak_16010_lociStitched	chr2	232534738	232552815	3	8337	25105.3376	486	1
2_MACS_peak_6737_lociStitched	chr12	125397851	125412569	2	9862	25082.4156	487	1
2_MACS_peak_20400_lociStitched	chr4	84130801	84143991	2	11735	25053.086	488	1
3_MACS_peak_23050_lociStitched	chr6	27790568	27808538	3	9465	25044.789	489	1
2_MACS_peak_28308_lociStitched	chr9	131445289	131453390	2	7055	25023.989	490	1
4_MACS_peak_5179_lociStitched	chr11	120364836	120383258	4	12203	24950.7568	491	1
4_MACS_peak_1054_lociStitched	chr1	67221752	67246094	4	15118	24943.2474	492	1
3_MACS_peak_23309_lociStitched	chr6	37271881	37286553	3	10835	24936.5312	493	1
3_MACS_peak_399_lociStitched	chr1	25345256	25361236	3	13487	24901.634	494	1
2_MACS_peak_7303_lociStitched	chr13	115039685	115048905	2	7800	24897.688	495	1
4_MACS_peak_28274_lociStitched	chr9	130660952	130680382	4	10350	24889.83	496	1
3_MACS_peak_15956_lociStitched	chr2	227646131	227666584	3	12397	24872.8933	497	1
2_MACS_peak_16512_lociStitched	chr20	35088874	35101934	2	11066	24872.77	498	1
3_MACS_peak_5234_lociStitched	chr11	126056033	126069134	3	9553	24793.6425	499	1
1_MACS_peak_5862_lociStitched	chr12	49759441	49765779	1	6339	24783.4814	500	1
4_MACS_peak_28459_lociStitched	chr9	137282106	137300051	4	10409	24767.689	501	1
3_MACS_peak_27827_lociStitched	chr9	93912635	93929737	3	10488	24756.8552	502	1
2_MACS_peak_17820_lociStitched	chr22	41834702	41844778	2	5676	24744.6408	503	1
3_MACS_peak_11195_lociStitched	chr17	40759593	40771918	3	6421	24702.9975	504	1
3_MACS_peak_21915_lociStitched	chr5	95258909	95277971	3	13329	24671.9466	505	1
3_MACS_peak_4535_lociStitched	chr11	62306082	62325886	3	14563	24661.9212	506	1
2_MACS_peak_20785_lociStitched	chr4	140215864	140224668	2	7898	24638.8744	507	1
4_MACS_peak_12640_lociStitched	chr19	1847395	1865507	4	10002	24612.3968	508	1
2_MACS_peak_24190_lociStitched	chr6	144383457	144400255	2	10834	24600.671	509	1
1_MACS_peak_19273_lociStitched	chr3	150314336	150323914	1	9579	24536.9204	510	1
2_MACS_peak_10273_lociStitched	chr16	80612776	80626483	2	10172	24509.4867	511	1
2_MACS_peak_25944_lociStitched	chr7	156802055	156811062	2	8517	24483.7281	512	1
2_MACS_peak_27395_lociStitched	chr9	21986088	21996810	2	9312	24439.7268	513	1
5_MACS_peak_21302_lociStitched	chr5	10590632	10609208	5	14927	24356.8512	514	1
2_MACS_peak_15560_lociStitched	chr2	182168406	182179963	2	11402	24345.9762	515	1
2_MACS_peak_10583_lociStitched	chr17	6063488	6074746	2	10621	24319.5316	516	1
1_MACS_peak_16701_lociStitched	chr20	46386275	46393103	1	6829	24317.922	517	1
2_MACS_peak_11225_lociStitched	chr17	41436768	41447597	2	6067	24307.8563	518	1
3_MACS_peak_4838_lociStitched	chr11	72851299	72870266	3	13312	24292.9336	519	1
2_MACS_peak_10071_lociStitched	chr16	66549602	66559956	2	9164	24251.1388	520	1
3_MACS_peak_23601_lociStitched	chr6	74159734	74172959	3	6914	24216.2975	521	1
1_MACS_peak_14369_lociStitched	chr2	42327928	42334777	1	6850	24148.8891	522	1
1_MACS_peak_1494_lociStitched	chr1	145208127	145213813	1	5687	24095.5622	523	1
4_MACS_peak_2190_lociStitched	chr1	192498869	192521132	4	14266	24068.5293	524	1
1_MACS_peak_8613_lociStitched	chr15	52753840	52760958	1	7119	24055.281	525	1
1_MACS_peak_25598_lociStitched	chr7	121976070	121985719	1	9650	24031.7994	526	1
1_MACS_peak_20546_lociStitched	chr4	106552020	106560490	1	8471	23998.051	527	1
4_MACS_peak_15779_lociStitched	chr2	204717417	204741136	4	13413	23968.0495	528	1
1_MACS_peak_18109_lociStitched	chr3	13050267	13062111	1	11845	23940.2772	529	1
2_MACS_peak_396_lociStitched	chr1	25249629	25257716	2	8007	23905.9807	530	1
3_MACS_peak_19325_lociStitched	chr3	156528575	156545487	3	11370	23905.112	531	1
1_MACS_peak_1755_lociStitched	chr1	155656478	155660002	1	3525	23899.0632	532	1
3_MACS_peak_11817_lociStitched	chr17	75429193	75442224	3	11548	23849.3362	533	1
3_MACS_peak_9873_lociStitched	chr16	30661260	30673092	3	7369	23841.48	534	1
7_MACS_peak_4612_lociStitched	chr11	64835535	64864847	7	16754	23818.9312	535	1
3_MACS_peak_15386_lociStitched	chr2	160745538	160761976	3	11879	23797.2926	536	1
1_MACS_peak_27941_lociStitched	chr9	100744590	100748075	1	3486	23788.61	537	1
1_MACS_peak_1801_lociStitched	chr1	156735622	156740330	1	4709	23781.5204	538	1
3_MACS_peak_14072_lociStitched	chr2	11636958	11648737	3	10767	23746.464	539	1
5_MACS_peak_21409_lociStitched	chr5	32277092	32302001	5	18399	23715.8589	540	1
1_MACS_peak_1857_lociStitched	chr1	160676389	160685264	1	8876	23707.7875	541	1
2_MACS_peak_27902_lociStitched	chr9	98267350	98279673	2	8424	23684.806	542	1
1_MACS_peak_13751_lociStitched	chr19	50178217	50184643	1	6427	23681.0952	543	1
1_MACS_peak_11251_lociStitched	chr17	42244359	42250256	1	5898	23658.764	544	1
2_MACS_peak_29264_lociStitched	chrX	106915808	106931201	2	11319	23648.2659	545	1
1_MACS_peak_21109_lociStitched	chr4	185454323	185460932	1	6610	23619.9051	546	1
3_MACS_peak_6032_lociStitched	chr12	57021997	57031469	3	8466	23604.224	547	1
3_MACS_peak_11440_lociStitched	chr17	48994636	49010082	3	13071	23578.319	548	1
1_MACS_peak_28500_lociStitched	chr9	139792081	139798878	1	6798	23562.4802	549	1
4_MACS_peak_23046_lociStitched	chr6	27759142	27784210	4	14502	23533.8384	550	1
2_MACS_peak_27817_lociStitched	chr9	93677372	93690151	2	7941	23521.0274	551	1
7_MACS_peak_29030_lociStitched	chrX	58123360	58159720	7	26211	23514.012	552	1
1_MACS_peak_15480_lociStitched	chr2	174826621	174831752	1	5132	23513.8337	553	1
4_MACS_peak_28336_lociStitched	chr9	132081298	132099741	4	8540	23470.5618	554	1
2_MACS_peak_11360_lociStitched	chr17	46124109	46135330	2	10512	23460.8668	555	1
1_MACS_peak_18133_lociStitched	chr3	14159362	14168124	1	8763	23440.9786	556	1
6_MACS_peak_19005_lociStitched	chr3	124488391	124512635	6	15008	23380.9136	557	1
2_MACS_peak_21219_lociStitched	chr5	1340246	1346256	2	5930	23380.102	558	1
2_MACS_peak_23117_lociStitched	chr6	30683980	30690764	2	6758	23376.9856	559	1
3_MACS_peak_21225_lociStitched	chr5	1511039	1524963	3	8990	23371.434	560	1
2_MACS_peak_16766_lociStitched	chr20	50015874	50032638	2	10833	23313.6948	561	1
2_MACS_peak_15341_lociStitched	chr2	153913868	153929386	2	10802	23312.6914	562	1
1_MACS_peak_11435_lociStitched	chr17	48940969	48946203	1	5235	23280.832	563	1
3_MACS_peak_18286_lociStitched	chr3	39247198	39263467	3	10160	23277.6852	564	1
1_MACS_peak_15878_lociStitched	chr2	217080367	217089719	1	9353	23273.3872	565	1
1_MACS_peak_20296_lociStitched	chr4	76519873	76526436	1	6564	23256.6468	566	1
4_MACS_peak_29589_lociStitched	chrX	153706444	153724674	4	7901	23250.542	567	1
1_MACS_peak_28115_lociStitched	chr9	117144821	117151810	1	6990	23236.3283	568	1
2_MACS_peak_10551_lociStitched	chr17	4268015	4281248	2	10913	23233.1781	569	1
3_MACS_peak_6038_lociStitched	chr12	57099794	57120011	3	15083	23211.1377	570	1
1_MACS_peak_1593_lociStitched	chr1	150335484	150339864	1	4381	23198.232	571	1
1_MACS_peak_23408_lociStitched	chr6	43737186	43744873	1	7688	23183.2233	572	1
4_MACS_peak_16694_lociStitched	chr20	46114628	46136875	4	11491	23168.0258	573	1
4_MACS_peak_5468_lociStitched	chr12	8462965	8476108	4	11492	23148.7659	574	1
1_MACS_peak_20389_lociStitched	chr4	83292206	83297243	1	5038	23122.8522	575	1
2_MACS_peak_22397_lociStitched	chr5	150459586	150476104	2	11709	23065.7352	576	1
1_MACS_peak_20530_lociStitched	chr4	103787565	103793784	1	6220	23025.8475	577	1
3_MACS_peak_17435_lociStitched	chr22	23477563	23488463	3	9557	23021.89	578	1
2_MACS_peak_28157_lociStitched	chr9	123687792	123699743	2	11839	23021.2113	579	1
2_MACS_peak_5484_lociStitched	chr12	9573431	9584441	2	8594	22980.072	580	1
3_MACS_peak_6519_lociStitched	chr12	111866744	111884670	3	15520	22956.0356	581	1
4_MACS_peak_11873_lociStitched	chr17	76763951	76780707	4	12713	22947.342	582	1
2_MACS_peak_10884_lociStitched	chr17	27046032	27056381	2	7271	22944.7679	583	1
6_MACS_peak_22439_lociStitched	chr5	156333798	156361223	6	14297	22891.6475	584	1
3_MACS_peak_436_lociStitched	chr1	26436753	26453851	3	9304	22890.8024	585	1
3_MACS_peak_1872_lociStitched	chr1	161122811	161137350	3	6158	22874.2087	586	1
3_MACS_peak_1990_lociStitched	chr1	171219164	171229224	3	9021	22835.194	587	1
2_MACS_peak_13707_lociStitched	chr19	49313004	49322650	2	9184	22793.498	588	1
3_MACS_peak_13329_lociStitched	chr19	35695265	35708410	3	10929	22701.415	589	1
2_MACS_peak_5944_lociStitched	chr12	53490965	53503084	2	10032	22649.1991	590	1
2_MACS_peak_17498_lociStitched	chr22	26922458	26933476	2	10882	22629.8702	591	1
2_MACS_peak_4270_lociStitched	chr11	19449502	19464889	2	11865	22625.0448	592	1
3_MACS_peak_12338_lociStitched	chr18	47832977	47848844	3	12914	22583.5011	593	1
3_MACS_peak_8843_lociStitched	chr15	70768852	70787532	3	11644	22567.308	594	1
1_MACS_peak_22319_lociStitched	chr5	142774173	142785829	1	11657	22563.6848	595	1
3_MACS_peak_16835_lociStitched	chr20	55963891	55975523	3	8810	22541.6528	596	1
1_MACS_peak_26737_lociStitched	chr8	95969946	95977461	1	7516	22539.7395	597	1
1_MACS_peak_20832_lociStitched	chr4	144273049	144283578	1	10530	22528.9013	598	1
4_MACS_peak_27089_lociStitched	chr8	134214663	134232772	4	9354	22522.1633	599	1
1_MACS_peak_12151_lociStitched	chr18	20711740	20719220	1	7481	22511.808	600	1
2_MACS_peak_27468_lociStitched	chr9	33445132	33459903	2	10613	22511.004	601	1
3_MACS_peak_25391_lociStitched	chr7	101944979	101955201	3	9235	22427.068	602	1
4_MACS_peak_27779_lociStitched	chr9	91924712	91939042	4	8017	22390.625	603	1
3_MACS_peak_13006_lociStitched	chr19	13043317	13057869	3	7647	22380.976	604	1
2_MACS_peak_25222_lociStitched	chr7	90352042	90367579	2	9651	22362.4041	605	1
2_MACS_peak_5798_lociStitched	chr12	46776131	46785312	2	7985	22321.7653	606	1
1_MACS_peak_28674_lociStitched	chrX	15865204	15875440	1	10237	22318.5744	607	1
1_MACS_peak_16858_lociStitched	chr20	57463272	57470910	1	7639	22288.4478	608	1
2_MACS_peak_11726_lociStitched	chr17	73283985	73295099	2	8479	22285.7928	609	1
4_MACS_peak_7596_lociStitched	chr14	52075661	52099697	4	12817	22276.5648	610	1
