#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
2_MACS_peak_9876_lociStitched	chr16	68789551	68795702	2	4339	11689.3604	1331.6915	2968	0
2_MACS_peak_639_lociStitched	chr1	42356208	42364742	2	4339	9740.7076	1715.334	2969	0
1_MACS_peak_25348_lociStitched	chr8	101962191	101966526	1	4336	13128.5475	455.175	2970	0
2_MACS_peak_3944_lociStitched	chr11	907111	911891	2	4336	3669.128	736.598	2971	0
2_MACS_peak_15784_lociStitched	chr20	45887404	45893128	2	4336	6879.1032	1021.1616	2972	0
2_MACS_peak_24858_lociStitched	chr8	30579562	30585956	2	4336	8287.2634	1193.1204	2973	0
1_MACS_peak_581_lociStitched	chr1	39972842	39977175	1	4334	21756.8596	854.4676	2974	0
2_MACS_peak_6183_lociStitched	chr12	80321383	80330063	2	4334	10887.324	1740.34	2975	0
2_MACS_peak_3701_lociStitched	chr10	106108703	106113810	2	4333	6524.1925	1176.6528	2976	0
2_MACS_peak_8717_lociStitched	chr15	70610864	70621333	2	4333	5428.1765	1831.0281	2977	0
1_MACS_peak_14659_lociStitched	chr2	185461680	185466011	1	4332	6201.1258	888.2881	2978	0
1_MACS_peak_3986_lociStitched	chr11	3966845	3971176	1	4332	6404.2497	985.7356	2979	0
1_MACS_peak_5936_lociStitched	chr12	54672257	54676587	1	4331	16522.847	1258.731	2980	0
3_MACS_peak_7918_lociStitched	chr14	91707805	91717574	3	4331	3853.8705	942.7085	2981	0
2_MACS_peak_14730_lociStitched	chr2	196909419	196917185	2	4330	20670.7622	1550.0936	2982	0
2_MACS_peak_19451_lociStitched	chr4	106472335	106480266	2	4330	13307.4249	1831.2679	2983	0
2_MACS_peak_19757_lociStitched	chr4	153472700	153478712	2	4328	8469.1044	1519.2324	2984	0
1_MACS_peak_9584_lociStitched	chr16	30074615	30078941	1	4327	17676.9012	872.9868	2985	0
2_MACS_peak_12864_lociStitched	chr19	49121035	49128351	2	4327	6142.5136	1196.166	2986	0
2_MACS_peak_16407_lociStitched	chr22	21211928	21222733	2	4326	8009.7465	1554.8395	2987	0
1_MACS_peak_18405_lociStitched	chr3	173111935	173116259	1	4325	11376.0116	1426.0552	2988	0
2_MACS_peak_15069_lociStitched	chr2	231308790	231314378	2	4321	9879.584	718.6168	2989	0
1_MACS_peak_20014_lociStitched	chr5	962673	966992	1	4320	8608.1989	632.3016	2990	0
1_MACS_peak_5869_lociStitched	chr12	50502783	50507102	1	4320	18649.8739	1106.5278	2991	0
2_MACS_peak_8732_lociStitched	chr15	72521822	72530368	2	4320	6540.2538	1306.6834	2992	0
2_MACS_peak_7106_lociStitched	chr13	74534310	74542863	2	4320	5607.3468	1389.8625	2993	0
2_MACS_peak_1833_lociStitched	chr1	167460493	167470600	2	4320	5073.714	2337.7491	2994	0
2_MACS_peak_1799_lociStitched	chr1	164628583	164637870	2	4319	8400.0915	2259.5271	2995	0
2_MACS_peak_25123_lociStitched	chr8	70377959	70382642	2	4318	4807.5678	862.1403	2996	0
2_MACS_peak_4196_lociStitched	chr11	27377833	27385617	2	4316	4257.0696	1218.9744	2997	0
1_MACS_peak_12228_lociStitched	chr19	9916914	9921227	1	4314	11016.2646	970.425	2998	0
2_MACS_peak_25503_lociStitched	chr8	124168204	124174401	2	4314	12840.184	1345.9884	2999	0
2_MACS_peak_9316_lociStitched	chr16	10830770	10838945	2	4313	8083.44	1254.8625	3000	0
2_MACS_peak_39_lociStitched	chr1	1821273	1829708	2	4313	4819.759	1145.473	3001	0
1_MACS_peak_12029_lociStitched	chr19	1130208	1134519	1	4312	7670.1312	1392.0219	3002	0
2_MACS_peak_2575_lociStitched	chr1	235146649	235152577	2	4311	9251.8296	1632.5712	3003	0
2_MACS_peak_7244_lociStitched	chr13	103424888	103433361	2	4311	7929.0334	1547.1698	3004	0
1_MACS_peak_27144_lociStitched	chrX	40942822	40947131	1	4310	14416.1904	559.3082	3005	0
1_MACS_peak_194_lociStitched	chr1	15849981	15854290	1	4310	5614.627	806.6448	3006	0
2_MACS_peak_16570_lociStitched	chr22	31624850	31635049	2	4310	3966.3911	1556.3674	3007	0
2_MACS_peak_23615_lociStitched	chr7	50723722	50730716	2	4309	5262.2856	1188.2806	3008	0
2_MACS_peak_20629_lociStitched	chr5	90567630	90577279	2	4309	15317.7875	1467.6129	3009	0
1_MACS_peak_6401_lociStitched	chr12	104679382	104683688	1	4307	13874.3626	1113.5316	3010	0
1_MACS_peak_2061_lociStitched	chr1	192776864	192781169	1	4306	15542.772	1907.5455	3011	0
2_MACS_peak_11125_lociStitched	chr17	62788361	62796691	2	4306	3119.585	1082.9	3012	0
2_MACS_peak_27311_lociStitched	chrX	58125112	58132840	2	4305	3303.72	622.104	3013	0
1_MACS_peak_3883_lociStitched	chr10	129878082	129882384	1	4303	6144.9768	702.9468	3014	0
1_MACS_peak_2091_lociStitched	chr1	198125031	198129333	1	4303	12844.4814	1636.0506	3015	0
2_MACS_peak_12802_lociStitched	chr19	46143973	46150090	2	4303	8669.0124	1524.9681	3016	0
2_MACS_peak_16805_lociStitched	chr22	42077762	42085849	2	4303	11654.9844	1340.8246	3017	0
1_MACS_peak_2589_lociStitched	chr1	235665361	235669662	1	4302	24507.9582	1640.8315	3018	0
1_MACS_peak_18815_lociStitched	chr4	9495367	9499667	1	4301	13911.79	878.06	3019	0
2_MACS_peak_15046_lociStitched	chr2	228274702	228280997	2	4301	18432.3895	1145.69	3020	0
2_MACS_peak_6027_lociStitched	chr12	58329078	58336338	2	4301	11140.47	1315.512	3021	0
1_MACS_peak_9979_lociStitched	chr16	79039801	79044100	1	4300	6753.729	457.8435	3022	0
1_MACS_peak_14002_lociStitched	chr2	102442675	102446973	1	4299	6187.8306	539.8288	3023	0
2_MACS_peak_3230_lociStitched	chr10	70090668	70100367	2	4298	16678.4004	1845.7197	3024	0
3_MACS_peak_15004_lociStitched	chr2	224809217	224823048	3	4298	5719.1185	1806.3286	3025	0
1_MACS_peak_24182_lociStitched	chr7	116138891	116143187	1	4297	6105.0456	1416.3912	3026	0
2_MACS_peak_8288_lociStitched	chr15	38477732	38484415	2	4297	6464.4659	1430.8303	3027	0
2_MACS_peak_2262_lociStitched	chr1	208040539	208047618	2	4297	7522.1454	1561.6274	3028	0
1_MACS_peak_23454_lociStitched	chr7	35062031	35066325	1	4295	16076.736	972.591	3029	0
2_MACS_peak_12657_lociStitched	chr19	39825532	39834011	2	4295	4489.6305	1085.312	3030	0
1_MACS_peak_22667_lociStitched	chr6	116951651	116955944	1	4294	11557.6146	1016.1531	3031	0
2_MACS_peak_17611_lociStitched	chr3	69369263	69377060	2	4294	7390.7763	1498.5834	3032	0
1_MACS_peak_15655_lociStitched	chr20	36617529	36621821	1	4293	9159.128	749.3832	3033	0
1_MACS_peak_12463_lociStitched	chr19	18629755	18634047	1	4293	11621.4484	843.378	3034	0
2_MACS_peak_3070_lociStitched	chr10	45490241	45497747	2	4293	7375.3956	1363.0896	3035	0
2_MACS_peak_13924_lociStitched	chr2	95678120	95683243	2	4291	3347.8805	555.3332	3036	0
1_MACS_peak_12459_lociStitched	chr19	18389762	18394051	1	4290	14711.27	748.4305	3037	0
1_MACS_peak_26414_lociStitched	chr9	102580814	102585102	1	4289	8036.1408	966.944	3038	0
1_MACS_peak_10957_lociStitched	chr17	48941740	48946028	1	4289	25613.0816	906.4832	3039	0
1_MACS_peak_10975_lociStitched	chr17	50222402	50226689	1	4288	11084.8959	808.0995	3040	0
1_MACS_peak_2647_lociStitched	chr1	245024836	245029122	1	4287	25247.1116	1336.3748	3041	0
2_MACS_peak_18230_lociStitched	chr3	152093042	152100445	2	4287	4632.7974	1529.4598	3042	0
1_MACS_peak_17099_lociStitched	chr3	16305310	16309595	1	4286	8435.0225	928.131	3043	0
2_MACS_peak_11788_lociStitched	chr18	47714831	47721807	2	4286	7074.3616	1037.3312	3044	0
3_MACS_peak_27337_lociStitched	chrX	65224916	65235971	3	4286	3735.4845	840.18	3045	0
1_MACS_peak_13648_lociStitched	chr2	64975456	64979740	1	4285	7431.0264	1008.882	3046	0
2_MACS_peak_10802_lociStitched	chr17	42142869	42149167	2	4285	7764.8042	1247.6338	3047	0
2_MACS_peak_14132_lociStitched	chr2	112655103	112664965	2	4285	4419.1622	1712.0432	3048	0
3_MACS_peak_4412_lociStitched	chr11	60523436	60533573	3	4285	3456.717	1761.8106	3049	0
1_MACS_peak_26937_lociStitched	chrX	10049950	10054233	1	4284	9152.3427	556.3617	3050	0
1_MACS_peak_16898_lociStitched	chr22	48491951	48496229	1	4279	24857.319	894.102	3051	0
2_MACS_peak_6768_lociStitched	chr13	20693105	20703022	2	4279	4462.65	756.6671	3052	0
2_MACS_peak_16106_lociStitched	chr21	30668281	30673708	2	4277	9175.4289	1198.8243	3053	0
1_MACS_peak_22883_lociStitched	chr6	139480332	139484607	1	4276	6746.805	1040.1075	3054	0
2_MACS_peak_10065_lociStitched	chr16	87899606	87905549	2	4275	5100.8769	736.3377	3055	0
2_MACS_peak_10073_lociStitched	chr16	88618172	88624202	2	4275	5545.188	527.022	3056	0
2_MACS_peak_16136_lociStitched	chr21	34442922	34452683	2	4273	13761.0578	2288.9545	3057	0
1_MACS_peak_20288_lociStitched	chr5	49961074	49965345	1	4272	19920.3711	660.7237	3058	0
1_MACS_peak_5249_lociStitched	chr11	128562411	128566682	1	4272	12587.9183	1017.7793	3059	0
1_MACS_peak_1667_lociStitched	chr1	156695070	156699341	1	4272	7583.1605	1496.9855	3060	0
2_MACS_peak_27368_lociStitched	chrX	70330312	70339206	2	4272	8938.47	896.5152	3061	0
1_MACS_peak_530_lociStitched	chr1	36849837	36854107	1	4271	22833.825	1260.504	3062	0
1_MACS_peak_26295_lociStitched	chr9	93923828	93928097	1	4270	16990.1931	1237.5831	3063	0
2_MACS_peak_6483_lociStitched	chr12	110329328	110339225	2	4269	4414.062	897.6579	3064	0
1_MACS_peak_16510_lociStitched	chr22	26896679	26900946	1	4268	16418.1359	1030.0538	3065	0
1_MACS_peak_15699_lociStitched	chr20	40720490	40724757	1	4268	23601.6304	981.41	3066	0
2_MACS_peak_9894_lociStitched	chr16	69787410	69797726	2	4268	7439.8992	1835.2164	3067	0
1_MACS_peak_15437_lociStitched	chr20	19758569	19762835	1	4267	17590.851	988.8588	3068	0
1_MACS_peak_19340_lociStitched	chr4	89018885	89023150	1	4266	11126.1055	752.7725	3069	0
2_MACS_peak_13424_lociStitched	chr2	43400476	43406988	2	4265	12243.8624	1347.984	3070	0
1_MACS_peak_12460_lociStitched	chr19	18413619	18417882	1	4264	12902.3958	813.8067	3071	0
2_MACS_peak_14281_lociStitched	chr2	134255388	134261989	2	4264	8987.2615	1104.3473	3072	0
2_MACS_peak_2477_lociStitched	chr1	226950931	226961376	2	4262	8992.1005	2274.921	3073	0
1_MACS_peak_6102_lociStitched	chr12	68874103	68878363	1	4261	18588.51	1075.65	3074	0
2_MACS_peak_17090_lociStitched	chr3	15419113	15428658	2	4261	7204.566	1773.461	3075	0
2_MACS_peak_18270_lociStitched	chr3	156534025	156544752	2	4261	14057.7335	2543.3717	3076	0
1_MACS_peak_1989_lociStitched	chr1	183773760	183778018	1	4259	8940.0968	1481.784	3077	0
2_MACS_peak_20547_lociStitched	chr5	79181333	79187140	2	4259	6459.1261	1141.0755	3078	0
2_MACS_peak_7246_lociStitched	chr13	103446986	103453492	2	4259	3327.1684	951.8278	3079	0
3_MACS_peak_12629_lociStitched	chr19	38418667	38429933	3	4259	3734.679	1359.8062	3080	0
2_MACS_peak_21936_lociStitched	chr6	31864423	31870907	2	4258	5260.4692	893.4952	3081	0
1_MACS_peak_4471_lociStitched	chr11	62571623	62575879	1	4257	11285.2096	1026.5472	3082	0
1_MACS_peak_25986_lociStitched	chr9	34123322	34127577	1	4256	6955.223	1052.2615	3083	0
1_MACS_peak_8491_lociStitched	chr15	52310647	52314901	1	4255	9513.6456	860.1588	3084	0
1_MACS_peak_484_lociStitched	chr1	33281512	33285766	1	4255	20132.055	845.2698	3085	0
2_MACS_peak_8482_lociStitched	chr15	51532310	51537828	2	4255	10824.6606	1041.7984	3086	0
2_MACS_peak_17901_lociStitched	chr3	119181377	119188670	2	4255	14728.9428	1350.6636	3087	0
2_MACS_peak_20770_lociStitched	chr5	112580792	112590231	2	4254	6718.6802	1503.6327	3088	0
2_MACS_peak_15582_lociStitched	chr20	33102481	33111411	2	4253	10148.052	1442.195	3089	0
2_MACS_peak_14532_lociStitched	chr2	172175289	172181984	2	4252	7110.7595	1312.22	3090	0
1_MACS_peak_12734_lociStitched	chr19	42771554	42775804	1	4251	16971.95	1143.25	3091	0
1_MACS_peak_7534_lociStitched	chr14	50436361	50440611	1	4251	21587.025	812.175	3092	0
1_MACS_peak_5600_lociStitched	chr12	25203696	25207946	1	4251	10778.85	1223.15	3093	0
2_MACS_peak_8189_lociStitched	chr15	30717114	30721970	2	4251	4647.192	632.2512	3094	0
2_MACS_peak_12415_lociStitched	chr19	16676483	16684448	2	4251	5416.2	1132.623	3095	0
1_MACS_peak_20679_lociStitched	chr5	96268857	96273106	1	4250	16616.9892	1018.0604	3096	0
1_MACS_peak_15969_lociStitched	chr20	60876406	60880655	1	4250	8549.8378	783.5156	3097	0
1_MACS_peak_5631_lociStitched	chr12	27315967	27320215	1	4249	6886.008	1003.8024	3098	0
1_MACS_peak_25775_lociStitched	chr9	2014229	2018475	1	4247	11021.7668	717.9986	3099	0
4_MACS_peak_24820_lociStitched	chr8	28479258	28489326	4	4247	2905.6248	1641.084	3100	0
1_MACS_peak_25523_lociStitched	chr8	125485068	125489313	1	4246	18765.8715	1143.1785	3101	0
2_MACS_peak_250_lociStitched	chr1	20984393	20988911	2	4246	4721.31	994.8636	3102	0
2_MACS_peak_12391_lociStitched	chr19	15573944	15578767	2	4246	6750.7531	898.5249	3103	0
2_MACS_peak_16938_lociStitched	chr22	51166994	51172904	2	4246	3700.251	1002.927	3104	0
2_MACS_peak_4519_lociStitched	chr11	64683356	64692712	2	4246	7766.4156	1861.844	3105	0
2_MACS_peak_5040_lociStitched	chr11	111740997	111751048	2	4246	11898.3738	1861.4452	3106	0
2_MACS_peak_22936_lociStitched	chr6	144664430	144672398	2	4245	5135.376	776.0832	3107	0
2_MACS_peak_27667_lociStitched	chrX	130961440	130965990	2	4244	7382.83	522.34	3108	0
2_MACS_peak_4779_lociStitched	chr11	77180959	77186121	2	4244	4057.8482	886.3154	3109	0
2_MACS_peak_12735_lociStitched	chr19	42783321	42789503	2	4243	4829.3784	915.5542	3110	0
1_MACS_peak_23596_lociStitched	chr7	47708280	47712521	1	4242	27217.4657	1089.5129	3111	0
1_MACS_peak_14866_lociStitched	chr2	206948028	206952269	1	4242	10828.9694	742.175	3112	0
1_MACS_peak_12152_lociStitched	chr19	5948379	5952620	1	4242	11216.1727	1021.6569	3113	0
2_MACS_peak_3405_lociStitched	chr10	81103977	81108957	2	4242	7628.862	868.014	3114	0
1_MACS_peak_27678_lociStitched	chrX	133506464	133510704	1	4241	4371.44	496.928	3115	0
1_MACS_peak_14223_lociStitched	chr2	128144070	128148309	1	4240	11541.1014	884.6793	3116	0
2_MACS_peak_27168_lociStitched	chrX	45612614	45619896	2	4238	6620.7944	724.559	3117	0
2_MACS_peak_21409_lociStitched	chr5	176777626	176786259	2	4238	14201.285	1484.876	3118	0
1_MACS_peak_4477_lociStitched	chr11	62647228	62651463	1	4236	17834.432	941.4405	3119	0
2_MACS_peak_12114_lociStitched	chr19	3617187	3627762	2	4236	15791.6475	2067.4125	3120	0
1_MACS_peak_12980_lociStitched	chr19	56328998	56333232	1	4235	24209.5886	985.6752	3121	0
1_MACS_peak_23988_lociStitched	chr7	99886894	99891125	1	4232	12516.1442	1092.4442	3122	0
1_MACS_peak_21291_lociStitched	chr5	162885573	162889803	1	4231	17865.405	991.089	3123	0
2_MACS_peak_760_lociStitched	chr1	49442371	49446732	2	4231	4860.3345	795.4464	3124	0
2_MACS_peak_20981_lociStitched	chr5	137666607	137675138	2	4231	16626.919	1757.386	3125	0
1_MACS_peak_8702_lociStitched	chr15	69958278	69962507	1	4230	19189.0875	1109.6896	3126	0
2_MACS_peak_25915_lociStitched	chr9	22101421	22106178	2	4230	5244.1168	432.4113	3127	0
2_MACS_peak_13707_lociStitched	chr2	69058466	69065836	2	4230	10417.495	1604.449	3128	0
2_MACS_peak_8223_lociStitched	chr15	32758308	32763226	2	4229	4865.8692	719.9952	3129	0
2_MACS_peak_4734_lociStitched	chr11	73489917	73500348	2	4229	16641.6174	1733.6322	3130	0
2_MACS_peak_4488_lociStitched	chr11	63633241	63640359	2	4228	4532.7424	1421.4646	3131	0
1_MACS_peak_12539_lociStitched	chr19	29092238	29096463	1	4226	8139.4625	951.8925	3132	0
1_MACS_peak_13681_lociStitched	chr2	67689647	67693871	1	4225	14125.9008	922.0992	3133	0
2_MACS_peak_10115_lociStitched	chr16	89827290	89832590	2	4225	6628.71	625.4	3134	0
2_MACS_peak_8306_lociStitched	chr15	40225395	40233029	2	4225	8021.8072	1265.7172	3135	0
1_MACS_peak_845_lociStitched	chr1	59247753	59251976	1	4224	14369.1798	1000.4287	3136	0
2_MACS_peak_3178_lociStitched	chr10	62331478	62337168	2	4224	4540.051	1049.236	3137	0
1_MACS_peak_22398_lociStitched	chr6	86350773	86354995	1	4223	20185.382	955.0164	3138	0
1_MACS_peak_11804_lociStitched	chr18	48677579	48681801	1	4223	25971.2108	1064.7884	3139	0
2_MACS_peak_23527_lociStitched	chr7	43110954	43116841	2	4222	7597.7622	990.1934	3140	0
2_MACS_peak_2676_lociStitched	chr1	249151413	249158187	2	4222	10243.6428	1816.7868	3141	0
1_MACS_peak_13828_lociStitched	chr2	85196187	85200407	1	4221	10458.004	797.158	3142	0
2_MACS_peak_2514_lociStitched	chr1	229690227	229695707	2	4221	6866.44	1240.124	3143	0
1_MACS_peak_17307_lociStitched	chr3	44168501	44172720	1	4220	12789.0547	855.1913	3144	0
1_MACS_peak_15483_lociStitched	chr20	24994921	24999140	1	4220	5742.059	760.6857	3145	0
1_MACS_peak_5118_lociStitched	chr11	118305724	118309943	1	4220	6830.1391	798.2348	3146	0
2_MACS_peak_19616_lociStitched	chr4	129578839	129585773	2	4219	10015.4696	1154.511	3147	0
2_MACS_peak_14230_lociStitched	chr2	128562669	128569864	2	4219	12951	1283.588	3148	0
1_MACS_peak_14120_lociStitched	chr2	112249469	112253686	1	4218	16824.9866	1157.5665	3149	0
1_MACS_peak_7320_lociStitched	chr13	114812413	114816630	1	4218	6112.9632	739.6618	3150	0
2_MACS_peak_5242_lociStitched	chr11	128337679	128341901	2	4218	6534.3894	908.9966	3151	0
2_MACS_peak_7038_lociStitched	chr13	51483404	51491675	2	4218	5845.1157	703.8621	3152	0
1_MACS_peak_24490_lociStitched	chr7	150017444	150021660	1	4217	13481.0816	1656.4664	3153	0
1_MACS_peak_18139_lociStitched	chr3	140472483	140476699	1	4217	5941.6088	1293.8904	3154	0
1_MACS_peak_16802_lociStitched	chr22	42014417	42018633	1	4217	13255.5256	950.2864	3155	0
1_MACS_peak_6611_lociStitched	chr12	121121763	121125978	1	4216	7573.9335	341.415	3156	0
2_MACS_peak_2294_lociStitched	chr1	210865524	210871347	2	4215	6750.0216	1881.4113	3157	0
2_MACS_peak_20049_lociStitched	chr5	5418377	5423697	2	4214	9514.82	937.916	3158	0
1_MACS_peak_21776_lociStitched	chr6	26053830	26058042	1	4213	17620.4808	1028.1492	3159	0
2_MACS_peak_21897_lociStitched	chr6	30703122	30712751	2	4213	3058.1704	1670.6315	3160	0
2_MACS_peak_5045_lociStitched	chr11	111886564	111897069	2	4211	11181.522	1612.5175	3161	0
1_MACS_peak_8419_lociStitched	chr15	45490071	45494280	1	4210	15436.9284	1004.2674	3162	0
1_MACS_peak_1513_lociStitched	chr1	150977860	150982069	1	4210	10924.8804	1737.4752	3163	0
1_MACS_peak_26291_lociStitched	chr9	93795343	93799551	1	4209	28247.0416	1308.688	3164	0
1_MACS_peak_23301_lociStitched	chr7	20368397	20372605	1	4209	19999.7824	922.8144	3165	0
1_MACS_peak_825_lociStitched	chr1	54871834	54876042	1	4209	5464.5088	658.9728	3166	0
2_MACS_peak_21312_lociStitched	chr5	168005259	168011925	2	4207	8161.1838	944.5722	3167	0
1_MACS_peak_6430_lociStitched	chr12	106640266	106644471	1	4206	11397.6525	692.5635	3168	0
2_MACS_peak_11040_lociStitched	chr17	56591221	56597284	2	4206	10729.0848	1288.9938	3169	0
2_MACS_peak_1714_lociStitched	chr1	160398317	160408988	2	4206	6048.3228	2459.6655	3170	0
1_MACS_peak_26771_lociStitched	chr9	134529323	134533523	1	4201	8106	875.7	3171	0
2_MACS_peak_1452_lociStitched	chr1	148240442	148248404	2	4201	11570.3784	2253.246	3172	0
2_MACS_peak_25037_lociStitched	chr8	58491152	58501685	2	4201	6242.9091	1465.1403	3173	0
1_MACS_peak_24518_lociStitched	chr7	151854538	151858737	1	4200	21506.8581	1129.1111	3174	0
3_MACS_peak_10342_lociStitched	chr17	12324668	12335514	3	4200	3299.3532	1172.4526	3175	0
3_MACS_peak_17424_lociStitched	chr3	49275354	49286717	3	4200	5099.7144	1698.7685	3176	0
1_MACS_peak_12634_lociStitched	chr19	38537039	38541237	1	4199	26707.2562	1003.322	3177	0
3_MACS_peak_27850_lociStitched	chrY	1651180	1661725	3	4199	3171.936	318.459	3178	0
2_MACS_peak_5196_lociStitched	chr11	124629523	124634733	2	4197	4802.578	972.707	3179	0
2_MACS_peak_13090_lociStitched	chr2	9562468	9571847	2	4197	8070.6295	1650.704	3180	0
1_MACS_peak_339_lociStitched	chr1	25886477	25890670	1	4194	7567.1071	822.6666	3181	0
1_MACS_peak_19911_lociStitched	chr4	184423804	184427996	1	4193	12096.016	703.4176	3182	0
2_MACS_peak_9618_lociStitched	chr16	30578839	30584302	2	4192	8498.7891	1207.323	3183	0
2_MACS_peak_18332_lociStitched	chr3	164325683	164331915	2	4192	5830.6592	1498.1728	3184	0
1_MACS_peak_24567_lociStitched	chr7	158841761	158845950	1	4190	4785.5136	907.7563	3185	0
1_MACS_peak_15873_lociStitched	chr20	52237128	52241317	1	4190	14017.2318	836.9622	3186	0
1_MACS_peak_3661_lociStitched	chr10	104554283	104558471	1	4189	19568.0112	1031.0856	3187	0
1_MACS_peak_3469_lociStitched	chr10	90029001	90033189	1	4189	16734.4104	864.4032	3188	0
1_MACS_peak_13290_lociStitched	chr2	28972575	28976762	1	4188	13583.4654	927.4205	3189	0
1_MACS_peak_12769_lociStitched	chr19	45223495	45227682	1	4188	5582.1084	762.034	3190	0
1_MACS_peak_5844_lociStitched	chr12	49523310	49527497	1	4188	14449.7557	901.0424	3191	0
2_MACS_peak_26498_lociStitched	chr9	113069974	113079664	2	4188	8413.827	1295.553	3192	0
1_MACS_peak_562_lociStitched	chr1	38492745	38496931	1	4187	10745.462	936.4082	3193	0
2_MACS_peak_11247_lociStitched	chr17	73451760	73457135	2	4187	5558.825	1139.5	3194	0
2_MACS_peak_11567_lociStitched	chr18	12860957	12868759	2	4187	4357.417	1150.0148	3195	0
2_MACS_peak_7123_lociStitched	chr13	77453233	77461460	2	4187	5219.2088	1302.3341	3196	0
2_MACS_peak_5512_lociStitched	chr12	13145114	13155001	2	4187	5898.5842	1827.1176	3197	0
2_MACS_peak_24060_lociStitched	chr7	102983720	102988954	2	4186	7640.0698	821.738	3198	0
1_MACS_peak_9495_lociStitched	chr16	23374597	23378780	1	4184	10673.3428	942.8482	3199	0
2_MACS_peak_17883_lociStitched	chr3	117318260	117323216	2	4184	6026.0004	917.3556	3200	0
2_MACS_peak_7429_lociStitched	chr14	24710741	24717053	2	4184	7929.7656	658.3416	3201	0
1_MACS_peak_9891_lociStitched	chr16	69597282	69601464	1	4183	8682.6684	662.0106	3202	0
1_MACS_peak_4345_lociStitched	chr11	47544705	47548887	1	4183	3675.5598	838.9092	3203	0
1_MACS_peak_22430_lociStitched	chr6	89323688	89327866	1	4179	11068.7754	869.024	3204	0
1_MACS_peak_1368_lociStitched	chr1	144338301	144342476	1	4176	12476.1525	748.995	3205	0
2_MACS_peak_24690_lociStitched	chr8	17779559	17786357	2	4175	12067.8096	1322.211	3206	0
2_MACS_peak_690_lociStitched	chr1	45178178	45188468	2	4175	6336.582	1958.187	3207	0
1_MACS_peak_18663_lociStitched	chr3	195822040	195826213	1	4174	24509.6982	1442.6061	3208	0
2_MACS_peak_7402_lociStitched	chr14	23475398	23480083	2	4174	5729.755	466.626	3209	0
1_MACS_peak_21781_lociStitched	chr6	26169978	26174150	1	4173	11221.8456	899.066	3210	0
2_MACS_peak_10936_lociStitched	chr17	47837810	47842595	2	4173	2922.678	960.3495	3211	0
2_MACS_peak_26126_lociStitched	chr9	70849714	70858118	2	4172	7306.4376	1681.6404	3212	0
2_MACS_peak_217_lociStitched	chr1	17065536	17075342	2	4171	31605.7186	3598.802	3213	0
1_MACS_peak_6929_lociStitched	chr13	41632648	41636817	1	4170	10026.445	468.1787	3214	0
1_MACS_peak_8756_lociStitched	chr15	74674553	74678721	1	4169	23738.4272	1220.8072	3215	0
1_MACS_peak_5289_lociStitched	chr11	130715715	130719883	1	4169	22718.1008	1202.0512	3216	0
2_MACS_peak_7581_lociStitched	chr14	54074484	54081386	2	4169	7383.7596	707.455	3217	0
1_MACS_peak_14017_lociStitched	chr2	106189588	106193755	1	4168	5073.3225	907.9893	3218	0
1_MACS_peak_389_lociStitched	chr1	27815218	27819385	1	4168	10806.6978	932.1579	3219	0
3_MACS_peak_8870_lociStitched	chr15	80444214	80453936	3	4168	6704.2912	1503.0212	3220	0
1_MACS_peak_14781_lociStitched	chr2	201270093	201274259	1	4167	6176.095	991.9246	3221	0
1_MACS_peak_4223_lociStitched	chr11	33560306	33564472	1	4167	13174.5584	835.6996	3222	0
1_MACS_peak_3450_lociStitched	chr10	88170097	88174263	1	4167	18353.313	994.0076	3223	0
2_MACS_peak_5541_lociStitched	chr12	14947550	14957633	2	4167	6835.2657	1510.4334	3224	0
1_MACS_peak_22601_lociStitched	chr6	109413372	109417537	1	4166	10970.1935	1214.9305	3225	0
1_MACS_peak_10851_lociStitched	chr17	44268768	44272933	1	4166	11522.889	895.0585	3226	0
1_MACS_peak_2296_lociStitched	chr1	211430937	211435102	1	4166	23166.9795	943.3725	3227	0
2_MACS_peak_26634_lociStitched	chr9	127904624	127909795	2	4166	3441.3005	838.2191	3228	0
1_MACS_peak_21072_lociStitched	chr5	142497059	142501223	1	4165	11288.604	1045.5804	3229	0
2_MACS_peak_10099_lociStitched	chr16	89381489	89387759	2	4165	4762.065	522.291	3230	0
1_MACS_peak_15686_lociStitched	chr20	39674741	39678903	1	4163	4540.3258	805.347	3231	0
3_MACS_peak_27754_lociStitched	chrX	149736938	149744710	3	4161	4294.03	558.8068	3232	0
2_MACS_peak_3520_lociStitched	chr10	94043646	94052689	2	4161	6179.9862	1284.106	3233	0
