#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_8886_lociStitched	chr15	81584894	81597234	1	12341	41926.384	3478.646	266	1
2_MACS_peak_22151_lociStitched	chr6	45386748	45402564	2	11450	44340.156	2799.432	267	1
1_MACS_peak_19687_lociStitched	chr4	144272527	144282339	1	9813	49001.128	2428.47	268	1
3_MACS_peak_20802_lociStitched	chr5	118657860	118679087	3	14359	31430.8189	3965.2036	269	1
4_MACS_peak_22811_lociStitched	chr6	135322837	135344275	4	13422	37023.426	4073.22	270	1
4_MACS_peak_3077_lociStitched	chr10	45913683	45932244	4	10811	46487.8806	3114.5358	271	1
1_MACS_peak_2983_lociStitched	chr10	30989081	30996956	1	7876	52360.0875	1823.85	272	1
4_MACS_peak_9574_lociStitched	chr16	29815369	29833783	4	13775	33552.1494	3176.415	273	1
3_MACS_peak_15171_lociStitched	chr2	238599882	238613587	3	13427	33717.041	1688.456	274	1
3_MACS_peak_21559_lociStitched	chr6	7134922	7148131	3	12181	40843.5489	3123.9285	275	1
1_MACS_peak_4379_lociStitched	chr11	58340030	58348100	1	8071	51874.767	2119.182	276	1
6_MACS_peak_8308_lociStitched	chr15	40329797	40358460	6	14263	31311.4612	4803.9188	277	1
4_MACS_peak_2053_lociStitched	chr1	192498608	192521080	4	12430	42258.596	6024.7432	278	1
3_MACS_peak_13223_lociStitched	chr2	25623998	25645881	3	10543	47543.0058	4387.5415	279	1
3_MACS_peak_6097_lociStitched	chr12	68752001	68770374	3	9880	48809.7118	3703.9968	280	1
2_MACS_peak_16497_lociStitched	chr22	24822626	24834396	2	11624	41578.702	2150.379	281	1
1_MACS_peak_21000_lociStitched	chr5	138719924	138730441	1	10518	45816.2588	2678.6799	282	1
3_MACS_peak_22047_lociStitched	chr6	37121838	37144354	3	13660	33560.098	3753.4172	283	1
2_MACS_peak_24873_lociStitched	chr8	33409882	33425417	2	10078	47378.643	3108.5535	284	1
2_MACS_peak_20182_lociStitched	chr5	32530364	32543955	2	12011	40506.6164	3006.3292	285	1
3_MACS_peak_18225_lociStitched	chr3	151985161	152002125	3	14420	27432.4844	3253.6952	286	1
6_MACS_peak_12251_lociStitched	chr19	10513413	10539606	6	14057	31004.6541	4945.2384	288	1
2_MACS_peak_3733_lociStitched	chr10	112216281	112226052	2	8364	50324.5584	2367.5133	289	1
2_MACS_peak_16515_lociStitched	chr22	26974839	26992317	2	12239	38998.6614	3397.7232	290	1
4_MACS_peak_17763_lociStitched	chr3	101487475	101513533	4	13397	34883.8446	5078.7042	291	1
2_MACS_peak_24169_lociStitched	chr7	114561640	114574071	2	10270	46350.2266	3637.3106	292	1
3_MACS_peak_13411_lociStitched	chr2	42323490	42334891	3	10564	44140.1116	2691.7761	293	1
4_MACS_peak_1993_lociStitched	chr1	183864924	183885957	4	11611	43058.7576	5355.0018	294	1
2_MACS_peak_3189_lociStitched	chr10	63803872	63814743	2	10636	43704.6813	2593.8206	295	1
3_MACS_peak_10268_lociStitched	chr17	7136778	7156726	3	12661	36135.802	3668.4372	297	1
1_MACS_peak_21477_lociStitched	chr6	389087	401871	1	12785	34649.7536	2809.9232	298	1
2_MACS_peak_1668_lociStitched	chr1	156709074	156722771	2	13332	32455.0415	3617.3777	299	1
4_MACS_peak_8149_lociStitched	chr15	23660131	23682987	4	12872	34939.9672	3572.3928	300	1
3_MACS_peak_27782_lociStitched	chrX	153232506	153252601	3	12689	34372.4975	2308.9155	301	1
2_MACS_peak_15579_lociStitched	chr20	32988923	33005783	2	12553	35500.416	3076.95	302	1
2_MACS_peak_22308_lociStitched	chr6	74220072	74234318	2	12163	37790.3642	3528.7342	303	1
1_MACS_peak_1400_lociStitched	chr1	145448787	145458014	1	9228	48119.7277	3707.4086	304	1
1_MACS_peak_21127_lociStitched	chr5	148204600	148215987	1	11388	40485.3398	3024.3872	305	1
4_MACS_peak_21771_lociStitched	chr6	26017336	26034923	4	11748	39046.6574	3478.7086	307	1
2_MACS_peak_12335_lociStitched	chr19	13043085	13058025	2	14004	25424.892	2656.332	308	1
1_MACS_peak_583_lociStitched	chr1	40029583	40042851	1	13269	30962.2048	3196.2612	309	1
4_MACS_peak_12034_lociStitched	chr19	1258143	1277569	4	11048	43018.877	4938.0892	310	1
2_MACS_peak_5219_lociStitched	chr11	126056673	126069198	2	7976	49557.6675	2830.65	312	1
5_MACS_peak_3678_lociStitched	chr10	105249780	105268240	5	12671	34771.256	4116.58	314	1
2_MACS_peak_6700_lociStitched	chr12	125397872	125413046	2	10781	40579.8282	1867.9194	315	1
1_MACS_peak_6384_lociStitched	chr12	102871076	102879497	1	8422	46927.7067	1685.0421	317	1
4_MACS_peak_24806_lociStitched	chr8	27934280	27951641	4	12984	31907.7819	3815.9478	318	1
2_MACS_peak_1720_lociStitched	chr1	160640820	160656074	2	11406	39735.1446	4355.017	320	1
3_MACS_peak_22140_lociStitched	chr6	44213267	44234527	3	12817	33101.82	4541.136	321	1
3_MACS_peak_18362_lociStitched	chr3	169656515	169668388	3	10213	43546.6021	3857.5377	323	1
3_MACS_peak_15717_lociStitched	chr20	42569151	42585567	3	11481	37870.0704	3002.4864	324	1
5_MACS_peak_17486_lociStitched	chr3	52285855	52313650	5	13760	26255.157	4330.461	325	1
2_MACS_peak_10226_lociStitched	chr17	4842088	4854473	2	11157	38409.6005	2275.1245	326	1
3_MACS_peak_12410_lociStitched	chr19	16544919	16561784	3	10924	40101.597	3170.62	327	1
3_MACS_peak_5406_lociStitched	chr12	7022757	7038303	3	13184	28486.4904	3095.2086	328	1
3_MACS_peak_18979_lociStitched	chr4	38307084	38322332	3	11902	35819.0768	3625.9744	329	1
4_MACS_peak_2762_lociStitched	chr10	7511642	7535783	4	12659	32409.2925	4224.675	330	1
3_MACS_peak_19007_lociStitched	chr4	40302560	40319913	3	11864	36061.2693	3798.5717	331	1
1_MACS_peak_27229_lociStitched	chrX	48767699	48779354	1	11656	34316.982	1749.4155	333	1
1_MACS_peak_13853_lociStitched	chr2	86220052	86228670	1	8619	45132.466	2289.8026	334	1
5_MACS_peak_4513_lociStitched	chr11	64611499	64634570	5	11485	36816.7018	3772.1085	335	1
2_MACS_peak_23610_lociStitched	chr7	50343618	50357981	2	12703	29368.0261	2756.2597	336	1
3_MACS_peak_24465_lociStitched	chr7	148394395	148413681	3	11721	36246.1084	4599.711	339	1
4_MACS_peak_23563_lociStitched	chr7	45024663	45047947	4	12538	31305.338	4025.8036	341	1
1_MACS_peak_12397_lociStitched	chr19	16221505	16232355	1	10851	37343.53	2384.83	343	1
2_MACS_peak_2277_lociStitched	chr1	209275598	209284154	2	8547	45335.6772	3039.0912	344	1
1_MACS_peak_17976_lociStitched	chr3	124501858	124512463	1	10606	38034.8325	2286.438	345	1
2_MACS_peak_18673_lociStitched	chr3	196357775	196371472	2	10155	41221.1215	4017.3301	346	1
3_MACS_peak_10013_lociStitched	chr16	81841516	81857678	3	11332	34305.4612	1721.253	347	1
5_MACS_peak_13627_lociStitched	chr2	64430371	64456392	5	11982	34443.9977	5061.0845	349	1
3_MACS_peak_3298_lociStitched	chr10	74006589	74024436	3	10273	40032.6057	3521.2131	350	1
3_MACS_peak_8762_lociStitched	chr15	74827307	74846217	3	11730	34070.147	3664.758	351	1
4_MACS_peak_418_lociStitched	chr1	28827205	28846327	4	12856	27577.7484	3682.8972	352	1
4_MACS_peak_12052_lociStitched	chr19	1846957	1865771	4	11377	35526.4762	3905.7864	354	1
3_MACS_peak_16294_lociStitched	chr21	45195045	45210558	3	11890	33478.6053	4419.6537	355	1
3_MACS_peak_17127_lociStitched	chr3	20080267	20098361	3	12526	28485.3842	3224.3508	357	1
3_MACS_peak_8766_lociStitched	chr15	74906506	74924117	3	12315	29299.4207	2786.0602	358	1
2_MACS_peak_18445_lociStitched	chr3	178230225	178241347	2	10655	37724.7118	3428.9126	359	1
4_MACS_peak_5138_lociStitched	chr11	118954831	118979776	4	12402	30295.7025	4669.704	360	1
2_MACS_peak_12704_lociStitched	chr19	41801101	41817135	2	10240	38787.8494	3006.375	361	1
2_MACS_peak_13909_lociStitched	chr2	89043137	89056182	2	8299	44304.7335	2632.481	363	1
3_MACS_peak_3721_lociStitched	chr10	111966789	111986813	3	11662	33760.464	4126.9464	364	1
3_MACS_peak_21343_lociStitched	chr5	171600983	171616074	3	11853	31375.6981	3083.0913	365	1
4_MACS_peak_12856_lociStitched	chr19	48880242	48902108	4	11484	33850.7546	3754.3922	366	1
5_MACS_peak_5480_lociStitched	chr12	11901726	11920213	5	12248	29521.8903	3547.6553	367	1
2_MACS_peak_9749_lociStitched	chr16	56943665	56952728	2	7762	44640.7128	2047.3317	368	1
1_MACS_peak_23588_lociStitched	chr7	47512599	47522766	1	10168	38311.2894	2770.5075	369	1
1_MACS_peak_21081_lociStitched	chr5	142774267	142786000	1	11734	31217.9931	2482.7028	370	1
2_MACS_peak_26743_lociStitched	chr9	132646053	132657856	2	8515	42938.1337	2391.2878	371	1
3_MACS_peak_27131_lociStitched	chrX	39953196	39969373	3	12462	25317.005	1156.6555	372	1
2_MACS_peak_1981_lociStitched	chr1	183438583	183451231	2	9796	40108.0728	3661.596	373	1
3_MACS_peak_12394_lociStitched	chr19	16180321	16198252	3	9971	39127.2351	3347.7177	374	1
1_MACS_peak_22546_lociStitched	chr6	106609684	106617576	1	7893	44016.0516	2310.7776	375	1
1_MACS_peak_2674_lociStitched	chr1	249111793	249121872	1	10080	38497.7484	3396.623	376	1
3_MACS_peak_409_lociStitched	chr1	28558553	28577464	3	11127	34342.376	3995.8943	379	1
5_MACS_peak_12974_lociStitched	chr19	56145571	56168906	5	11750	30484.844	3329.9045	380	1
1_MACS_peak_14412_lociStitched	chr2	158294386	158302423	1	8038	43089.5718	2215.8009	381	1
4_MACS_peak_13669_lociStitched	chr2	65601250	65623236	4	12027	29577.7658	4117.9778	382	1
2_MACS_peak_11171_lociStitched	chr17	66230234	66245214	2	8606	42033.88	2871.666	385	1
2_MACS_peak_10934_lociStitched	chr17	47816139	47828220	2	10714	34395.8151	2619.1608	386	1
5_MACS_peak_13726_lociStitched	chr2	70335014	70360915	5	10924	35424.7977	4581.8869	387	1
3_MACS_peak_23058_lociStitched	chr6	160389272	160405337	3	11923	27618.948	1971.1755	388	1
2_MACS_peak_19052_lociStitched	chr4	48193455	48206533	2	10391	35640.1656	2585.5206	389	1
3_MACS_peak_18368_lociStitched	chr3	169755065	169776665	3	12079	30814.56	6168.96	391	1
3_MACS_peak_909_lociStitched	chr1	66736821	66750402	3	10505	35660.9898	3187.4607	393	1
3_MACS_peak_2757_lociStitched	chr10	6954279	6972868	3	8225	43446.2108	3476.143	394	1
3_MACS_peak_13414_lociStitched	chr2	42344184	42360967	3	11593	30860.5804	3606.6667	395	1
2_MACS_peak_10207_lociStitched	chr17	4267956	4281206	2	9550	38560.15	2691.075	396	1
2_MACS_peak_11383_lociStitched	chr17	78873433	78887129	2	8414	42228.8768	2910.4	397	1
2_MACS_peak_10284_lociStitched	chr17	7474941	7488425	2	11739	29156.4532	3028.5064	399	1
3_MACS_peak_9123_lociStitched	chr15	101737818	101751266	3	9977	36555.6984	2376.2616	400	1
2_MACS_peak_18316_lociStitched	chr3	160116089	160130887	2	9786	38787.0378	3999.8994	402	1
3_MACS_peak_13940_lociStitched	chr2	96889880	96912727	3	11315	32001.7929	3769.755	403	1
2_MACS_peak_5183_lociStitched	chr11	122928048	122942082	2	11018	32652.9078	3063.6222	404	1
3_MACS_peak_12355_lociStitched	chr19	13944003	13959321	3	9882	36963.8658	2651.5458	405	1
4_MACS_peak_22917_lociStitched	chr6	143162877	143180017	4	11863	26890.946	1859.69	406	1
3_MACS_peak_22099_lociStitched	chr6	42737758	42752389	3	9793	37199.3175	2711.1243	407	1
3_MACS_peak_12048_lociStitched	chr19	1647761	1669905	3	10922	34024.256	4397.7984	409	1
6_MACS_peak_20066_lociStitched	chr5	6708405	6738344	6	12145	27340.2948	4921.9716	412	1
1_MACS_peak_14944_lociStitched	chr2	217079828	217089090	1	9263	38185.3736	2359.0314	413	1
2_MACS_peak_25648_lociStitched	chr8	137189318	137201525	2	11335	29531.1744	2460.9312	414	1
2_MACS_peak_10250_lociStitched	chr17	6063354	6071391	2	7908	41386.5315	1765.7289	415	1
2_MACS_peak_2123_lociStitched	chr1	200986225	200996925	2	9488	37994.63	3075.18	416	1
1_MACS_peak_2088_lociStitched	chr1	197740080	197748730	1	8651	40404.15	2953.11	417	1
4_MACS_peak_4646_lociStitched	chr11	67644531	67661794	4	10157	35943.2923	3697.7346	418	1
5_MACS_peak_4525_lociStitched	chr11	64839253	64864994	5	11643	29326.7213	4419.7297	420	1
3_MACS_peak_14712_lociStitched	chr2	192530970	192546496	3	9920	36287.3672	3223.1976	421	1
3_MACS_peak_9065_lociStitched	chr15	93346292	93364541	3	10565	33235.0788	2892.4665	423	1
3_MACS_peak_17095_lociStitched	chr3	15834944	15851761	3	10545	33644.0902	3291.0869	424	1
4_MACS_peak_26773_lociStitched	chr9	134595030	134615396	4	11439	29039.8794	3342.0606	425	1
4_MACS_peak_12241_lociStitched	chr19	10329461	10347885	4	10918	31372.3872	2990.2152	426	1
3_MACS_peak_12895_lociStitched	chr19	50166004	50182859	3	9939	35673.6075	3246.273	427	1
2_MACS_peak_19254_lociStitched	chr4	78735713	78749570	2	9997	34472.0589	2483.1744	428	1
3_MACS_peak_11432_lociStitched	chr17	80405745	80423974	3	8721	39947.0306	3521.8428	429	1
3_MACS_peak_16146_lociStitched	chr21	34695861	34712485	3	9333	39347.3456	5033.7472	431	1
2_MACS_peak_3654_lociStitched	chr10	104401063	104412955	2	10968	29372.0508	1959.8016	433	1
2_MACS_peak_21374_lociStitched	chr5	173696558	173709946	2	8978	38161.1552	2847.6276	435	1
1_MACS_peak_2493_lociStitched	chr1	228269019	228279590	1	10572	32296.5192	3277.01	436	1
3_MACS_peak_12852_lociStitched	chr19	48824158	48838056	3	10409	32290.6132	2780.9898	437	1
1_MACS_peak_15078_lociStitched	chr2	231729320	231739602	1	10283	31414.5946	1356.1958	438	1
2_MACS_peak_5892_lociStitched	chr12	51711944	51722111	2	9890	33662.937	2352.6438	439	1
3_MACS_peak_26482_lociStitched	chr9	112668865	112683236	3	9224	36877.4231	3127.1296	440	1
3_MACS_peak_17417_lociStitched	chr3	49054531	49067699	3	11000	28861.6224	2777.1312	441	1
2_MACS_peak_5778_lociStitched	chr12	46119298	46132553	2	10859	28997.9635	2305.0445	445	1
3_MACS_peak_5259_lociStitched	chr11	129233834	129249642	3	10496	31595.4496	3125.2416	446	1
1_MACS_peak_26542_lociStitched	chr9	117127662	117137531	1	9870	33125.2985	2089.2673	447	1
2_MACS_peak_19300_lociStitched	chr4	84132311	84144198	2	9131	36594.1295	2989.5805	448	1
1_MACS_peak_1603_lociStitched	chr1	154970829	154979763	1	8935	36375.6744	2314.7994	450	1
4_MACS_peak_6464_lociStitched	chr12	109161885	109181277	4	9993	33683.904	3756.2304	451	1
2_MACS_peak_17499_lociStitched	chr3	52729874	52745773	2	10457	30834.5206	3009.6807	452	1
4_MACS_peak_14061_lociStitched	chr2	109829388	109843199	4	9991	32741.7377	3001.1303	454	1
3_MACS_peak_11296_lociStitched	chr17	74721421	74735064	3	10288	30864.5589	2622.1846	455	1
4_MACS_peak_15774_lociStitched	chr20	45172596	45191879	4	10685	29391.1486	3266.5402	457	1
1_MACS_peak_20729_lociStitched	chr5	109023813	109034464	1	10652	28954.7435	2734.1117	460	1
2_MACS_peak_9838_lociStitched	chr16	67575889	67587606	2	10843	27566.5859	2376.2076	461	1
2_MACS_peak_10495_lociStitched	chr17	27046130	27056591	2	9763	32645.6427	2505.4095	464	1
3_MACS_peak_11336_lociStitched	chr17	76163905	76183539	3	10714	29270.3672	3593.022	465	1
3_MACS_peak_18818_lociStitched	chr4	9599010	9610862	3	9570	33248.4156	2349.0664	466	1
3_MACS_peak_19394_lociStitched	chr4	100765868	100783838	3	10595	30031.464	3771.903	467	1
2_MACS_peak_12755_lociStitched	chr19	44257619	44271830	2	8539	37151.8173	2658.8781	470	1
2_MACS_peak_12650_lociStitched	chr19	39338336	39349115	2	8620	36056.8329	1929.441	471	1
3_MACS_peak_17989_lociStitched	chr3	125548777	125560568	3	9502	33568.977	2657.6914	472	1
2_MACS_peak_1731_lociStitched	chr1	161007832	161019181	2	8307	38103.1326	3153.8871	473	1
1_MACS_peak_19438_lociStitched	chr4	105407416	105417375	1	9960	30814.1419	2042.5909	474	1
2_MACS_peak_24784_lociStitched	chr8	26428366	26437370	2	8013	37834.808	2194.2748	475	1
3_MACS_peak_19619_lociStitched	chr4	129724101	129741488	3	10403	29806.5341	3240.9368	476	1
2_MACS_peak_20698_lociStitched	chr5	100224390	100241655	2	11251	24944.472	3250.9995	477	1
1_MACS_peak_1053_lociStitched	chr1	87792708	87803125	1	10418	28298.8222	2141.7352	479	1
3_MACS_peak_16732_lociStitched	chr22	39459079	39474357	3	11018	25547.8716	2762.2624	480	1
3_MACS_peak_21969_lociStitched	chr6	33279429	33292608	3	10536	27903.8967	2440.7508	481	1
1_MACS_peak_1230_lociStitched	chr1	111172928	111181416	1	8489	34816.0784	1200.2032	482	1
3_MACS_peak_9593_lociStitched	chr16	30193738	30212290	3	10903	26429.1792	3881.0784	487	1
2_MACS_peak_7535_lociStitched	chr14	50465519	50476775	2	7952	36100.2432	1377.7344	490	1
3_MACS_peak_15530_lociStitched	chr20	31255014	31270308	3	9256	33357.7434	3051.153	491	1
3_MACS_peak_26285_lociStitched	chr9	93670867	93688839	3	9503	32773.7392	3547.6728	493	1
4_MACS_peak_9090_lociStitched	chr15	99393344	99419388	4	10462	28669.2352	3987.3364	494	1
1_MACS_peak_19154_lociStitched	chr4	69434588	69443376	1	8789	33680.01	1887.6624	495	1
3_MACS_peak_5224_lociStitched	chr11	126172906	126189653	3	10808	25507.3557	3351.0747	498	1
2_MACS_peak_2521_lociStitched	chr1	230238350	230249369	2	10007	29682.9822	3348.6741	500	1
3_MACS_peak_10175_lociStitched	chr17	2294297	2305852	3	9227	31663.011	2000.1705	502	1
1_MACS_peak_15786_lociStitched	chr20	45978427	45987251	1	8825	33167.6512	1998.636	503	1
1_MACS_peak_3185_lociStitched	chr10	63656401	63665361	1	8961	32663.68	1993.6	504	1
4_MACS_peak_15462_lociStitched	chr20	23329763	23347990	4	10527	26292.4475	2861.639	505	1
1_MACS_peak_23914_lociStitched	chr7	92437167	92445945	1	8779	33127.2942	2087.4084	507	1
3_MACS_peak_18692_lociStitched	chr3	197450352	197464832	3	8720	35234.184	4031.232	508	1
2_MACS_peak_16385_lociStitched	chr22	19405648	19421101	2	9321	31632.291	2744.4528	509	1
2_MACS_peak_15993_lociStitched	chr20	62357999	62371006	2	9798	29018.617	2302.239	510	1
4_MACS_peak_5516_lociStitched	chr12	13242271	13256005	4	10362	26181.1242	2540.79	513	1
2_MACS_peak_18056_lociStitched	chr3	130557394	130574064	2	10644	25236.713	3257.318	514	1
3_MACS_peak_11333_lociStitched	chr17	76137294	76152412	3	10151	27466.3824	2796.83	516	1
2_MACS_peak_12903_lociStitched	chr19	50369493	50382262	2	8246	35312.6695	2878.1326	517	1
1_MACS_peak_18215_lociStitched	chr3	150315238	150323888	1	8651	32656.345	2040.535	523	1
3_MACS_peak_23760_lociStitched	chr7	74057168	74076837	3	10512	24649.1908	2853.9719	527	1
2_MACS_peak_15875_lociStitched	chr20	52267746	52278930	2	10158	26016.2208	2235.6816	528	1
2_MACS_peak_21845_lociStitched	chr6	27857288	27871673	2	8723	32593.533	2685.6795	531	1
2_MACS_peak_16517_lociStitched	chr22	27004918	27014919	2	8695	32080.2077	2080.208	532	1
2_MACS_peak_26581_lociStitched	chr9	123630306	123641369	2	9083	30752.9274	2351.9938	533	1
2_MACS_peak_6129_lociStitched	chr12	72078857	72089150	2	10272	24923.4702	2316.9543	534	1
2_MACS_peak_6108_lociStitched	chr12	69195490	69208122	2	9212	30167.7424	2555.4536	535	1
1_MACS_peak_4257_lociStitched	chr11	35159770	35168748	1	8979	31141.0908	2569.5036	536	1
2_MACS_peak_20759_lociStitched	chr5	112256358	112267059	2	8320	33166.6794	2168.0226	537	1
4_MACS_peak_734_lociStitched	chr1	46790044	46814329	4	9804	28500.876	3705.891	538	1
3_MACS_peak_5133_lociStitched	chr11	118887790	118902130	3	9922	26673.834	2568.294	539	1
3_MACS_peak_16714_lociStitched	chr22	39095624	39106108	3	8720	31707.8096	2306.48	541	1
2_MACS_peak_5789_lociStitched	chr12	46776220	46785972	2	9543	27871.216	1989.408	544	1
3_MACS_peak_21920_lociStitched	chr6	31618942	31634901	3	9218	30336.4631	3021.0387	545	1
3_MACS_peak_22423_lociStitched	chr6	88625760	88637227	3	9819	26894.7018	2544.5273	547	1
3_MACS_peak_25698_lociStitched	chr8	145002042	145018638	3	10104	24928.8516	2366.5896	549	1
5_MACS_peak_16434_lociStitched	chr22	22549230	22565693	5	9218	29998.8786	3070.3495	550	1
3_MACS_peak_4417_lociStitched	chr11	60672200	60683991	3	8745	31571.5816	2707.2136	551	1
2_MACS_peak_2009_lociStitched	chr1	184711495	184725634	2	9787	28405.251	4195.0413	552	1
1_MACS_peak_22857_lociStitched	chr6	138186896	138196090	1	9195	28924.324	2108.1842	555	1
1_MACS_peak_12280_lociStitched	chr19	11199385	11208147	1	8763	30679.2668	2084.4798	556	1
2_MACS_peak_9267_lociStitched	chr16	4554148	4568831	2	9402	28578.9912	2792.7066	557	1
2_MACS_peak_17863_lociStitched	chr3	113455359	113468846	2	9199	29456.9567	2829.5726	558	1
2_MACS_peak_16139_lociStitched	chr21	34600830	34612793	2	9530	28066.3943	3011.0871	559	1
2_MACS_peak_19163_lociStitched	chr4	71542099	71555175	2	9087	29747.9	2753.8056	561	1
3_MACS_peak_524_lociStitched	chr1	36614153	36627427	3	8983	29930.2152	2581.793	562	1
3_MACS_peak_10433_lociStitched	chr17	19205925	19221479	3	8587	31716.1614	3003.4774	565	1
3_MACS_peak_17253_lociStitched	chr3	39248257	39263791	3	8409	32396.157	3268.3536	568	1
5_MACS_peak_25379_lociStitched	chr8	103815708	103828738	5	9850	23980.412	1342.09	569	1
1_MACS_peak_12961_lociStitched	chr19	55763977	55772366	1	8390	30612.2999	1747.4287	572	1
3_MACS_peak_263_lociStitched	chr1	22099591	22119306	3	8104	33119.2285	3355.493	573	1
2_MACS_peak_19424_lociStitched	chr4	103532393	103542754	2	9564	25761.5904	2193.4237	575	1
2_MACS_peak_24932_lociStitched	chr8	38811530	38823456	2	9514	26272.978	2454.3708	576	1
2_MACS_peak_10466_lociStitched	chr17	20936670	20948106	2	8747	29400.8124	2106.5112	578	1
3_MACS_peak_23996_lociStitched	chr7	100020403	100034934	3	7710	33428.5655	2493.5196	582	1
2_MACS_peak_20732_lociStitched	chr5	109187799	109202205	2	9760	24652.9878	2629.095	589	1
4_MACS_peak_25730_lociStitched	chr8	145732456	145754762	4	9803	24456.2984	2732.485	590	1
5_MACS_peak_3054_lociStitched	chr10	43931453	43951974	5	9802	24637.5126	2934.503	591	1
4_MACS_peak_16929_lociStitched	chr22	50962319	50979077	4	9415	26673.7086	2925.9468	592	1
2_MACS_peak_16467_lociStitched	chr22	23517151	23526353	2	9134	27363.9874	2261.8516	593	1
4_MACS_peak_12064_lociStitched	chr19	2040866	2062886	4	9335	28564.344	4518.504	597	1
2_MACS_peak_4472_lociStitched	chr11	62597962	62610687	2	7669	33414.5775	2779.14	598	1
2_MACS_peak_13104_lociStitched	chr2	10259699	10269582	2	9023	27591.3594	2308.6688	600	1
3_MACS_peak_18035_lociStitched	chr3	128899858	128915662	3	8923	28120.0572	2392.7256	601	1
2_MACS_peak_8519_lociStitched	chr15	52968158	52977244	2	8903	27745.9182	1951.6728	602	1
3_MACS_peak_6982_lociStitched	chr13	46269261	46280955	3	9455	24479.0502	1371.7062	606	1
2_MACS_peak_2260_lociStitched	chr1	207995014	208006345	2	7740	33568.0875	3528.4734	610	1
3_MACS_peak_22543_lociStitched	chr6	106585465	106595750	3	8252	30785.062	2630.903	612	1
3_MACS_peak_12326_lociStitched	chr19	12898872	12918291	3	9629	25388.4006	3536.1999	614	1
3_MACS_peak_9023_lociStitched	chr15	90721438	90736238	3	8600	29901.92	3143.52	615	1
2_MACS_peak_24811_lociStitched	chr8	28195108	28207307	2	8497	29417.8885	2333.6687	618	1
2_MACS_peak_18280_lociStitched	chr3	156871460	156879654	2	8091	31237.1668	2676.1604	620	1
2_MACS_peak_2444_lociStitched	chr1	226062571	226071732	2	8914	27622.2472	2474.3861	622	1
4_MACS_peak_17452_lociStitched	chr3	50353811	50376686	4	9358	26228.475	3257.4	624	1
2_MACS_peak_10271_lociStitched	chr17	7209419	7219664	2	8127	30214.554	2130.96	626	1
2_MACS_peak_26628_lociStitched	chr9	127622929	127636133	2	8713	28376.7164	2638.1592	628	1
3_MACS_peak_10891_lociStitched	chr17	46124248	46135081	3	9437	24446.8311	2312.8455	629	1
3_MACS_peak_26583_lociStitched	chr9	123653383	123667604	3	8180	30471.3367	2774.5171	630	1
3_MACS_peak_26257_lociStitched	chr9	91924575	91935299	3	8933	26565.4928	2021.474	631	1
2_MACS_peak_15098_lociStitched	chr2	232570539	232579540	2	8916	25479.1307	928.0031	633	1
4_MACS_peak_9013_lociStitched	chr15	90573871	90591663	4	9437	25200.5888	3428.5184	636	1
3_MACS_peak_20591_lociStitched	chr5	86408532	86420250	3	8913	26721.7272	2323.6794	637	1
1_MACS_peak_338_lociStitched	chr1	25869680	25878763	1	9084	25438.7581	1960.1114	639	1
3_MACS_peak_8943_lociStitched	chr15	85276927	85293303	3	8440	29203.3208	2903.4648	640	1
1_MACS_peak_1722_lociStitched	chr1	160676477	160685093	1	8617	28718.8512	3166.38	641	1
4_MACS_peak_24713_lociStitched	chr8	19519357	19540443	4	9355	25577.318	3586.7286	642	1
2_MACS_peak_5961_lociStitched	chr12	56509097	56523849	2	9285	25392.6176	3271.9936	646	1
1_MACS_peak_10700_lociStitched	chr17	38016423	38025045	1	8623	27343.8108	2101.1814	650	1
3_MACS_peak_21904_lociStitched	chr6	31157524	31173021	3	8107	30168.0099	2860.7462	651	1
2_MACS_peak_20892_lociStitched	chr5	130708815	130719093	2	8734	26897.526	2313.5778	653	1
2_MACS_peak_6370_lociStitched	chr12	102129353	102140374	2	7856	30001.3662	2030.0682	656	1
3_MACS_peak_15309_lociStitched	chr20	5092465	5109032	3	9182	25367.3904	3139.4465	658	1
2_MACS_peak_24355_lociStitched	chr7	134670484	134682628	2	8624	28441.248	3618.912	660	1
3_MACS_peak_16261_lociStitched	chr21	43639275	43655775	3	8251	30402.9	4169.55	664	1
1_MACS_peak_26682_lociStitched	chr9	130672453	130681144	1	8692	26103.4185	1765.1421	665	1
2_MACS_peak_9622_lociStitched	chr16	30661153	30673069	2	8053	29285.9532	2436.822	667	1
