#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
5_MACS_peak_5480_lociStitched	chr12	11901726	11920213	5	12248	29521.8903	3547.6553	260	1
2_MACS_peak_16515_lociStitched	chr22	26974839	26992317	2	12239	38998.6614	3397.7232	261	1
2_MACS_peak_3659_lociStitched	chr10	104531112	104543523	2	12230	50984.388	2924.0316	262	1
3_MACS_peak_21559_lociStitched	chr6	7134922	7148131	3	12181	40843.5489	3123.9285	263	1
2_MACS_peak_22308_lociStitched	chr6	74220072	74234318	2	12163	37790.3642	3528.7342	264	1
3_MACS_peak_9356_lociStitched	chr16	12052744	12071415	3	12151	57678.4532	4047.8728	265	1
6_MACS_peak_20066_lociStitched	chr5	6708405	6738344	6	12145	27340.2948	4921.9716	266	1
3_MACS_peak_18368_lociStitched	chr3	169755065	169776665	3	12079	30814.56	6168.96	267	1
5_MACS_peak_12174_lociStitched	chr19	6765374	6789616	5	12042	17342.7268	5221.7268	268	1
4_MACS_peak_13669_lociStitched	chr2	65601250	65623236	4	12027	29577.7658	4117.9778	269	1
1_MACS_peak_15737_lociStitched	chr20	43270232	43282244	1	12013	51297.246	3016.2132	270	1
2_MACS_peak_20182_lociStitched	chr5	32530364	32543955	2	12011	40506.6164	3006.3292	271	1
5_MACS_peak_13627_lociStitched	chr2	64430371	64456392	5	11982	34443.9977	5061.0845	272	1
2_MACS_peak_2442_lociStitched	chr1	226033882	226045972	2	11956	24802.635	3230.448	273	1
6_MACS_peak_9918_lociStitched	chr16	70826932	70850323	6	11952	22226.1282	4261.8402	274	1
4_MACS_peak_12663_lociStitched	chr19	39920931	39939874	4	11943	21091.1362	3703.3565	275	1
3_MACS_peak_23058_lociStitched	chr6	160389272	160405337	3	11923	27618.948	1971.1755	276	1
3_MACS_peak_18979_lociStitched	chr4	38307084	38322332	3	11902	35819.0768	3625.9744	277	1
3_MACS_peak_16294_lociStitched	chr21	45195045	45210558	3	11890	33478.6053	4419.6537	278	1
1_MACS_peak_19162_lociStitched	chr4	71523290	71535178	1	11889	20359.3888	2521.4448	279	1
1_MACS_peak_14640_lociStitched	chr2	182168284	182180172	1	11889	61195.8576	3338.1504	280	1
3_MACS_peak_4691_lociStitched	chr11	71413835	71426978	3	11889	53811.3849	3288.3786	281	1
3_MACS_peak_4832_lociStitched	chr11	82764903	82784546	3	11869	45155.3284	4303.7813	282	1
3_MACS_peak_19007_lociStitched	chr4	40302560	40319913	3	11864	36061.2693	3798.5717	283	1
4_MACS_peak_22917_lociStitched	chr6	143162877	143180017	4	11863	26890.946	1859.69	284	1
3_MACS_peak_21343_lociStitched	chr5	171600983	171616074	3	11853	31375.6981	3083.0913	285	1
5_MACS_peak_8393_lociStitched	chr15	44579319	44602921	5	11827	23996.1534	3943.8942	286	1
2_MACS_peak_8539_lociStitched	chr15	56648178	56666392	2	11801	55858.6952	3342.269	287	1
1_MACS_peak_7314_lociStitched	chr13	114556317	114568099	1	11783	60875.2376	2913.6886	288	1
5_MACS_peak_12974_lociStitched	chr19	56145571	56168906	5	11750	30484.844	3329.9045	289	1
4_MACS_peak_21771_lociStitched	chr6	26017336	26034923	4	11748	39046.6574	3478.7086	290	1
2_MACS_peak_10284_lociStitched	chr17	7474941	7488425	2	11739	29156.4532	3028.5064	291	1
1_MACS_peak_21081_lociStitched	chr5	142774267	142786000	1	11734	31217.9931	2482.7028	292	1
3_MACS_peak_8762_lociStitched	chr15	74827307	74846217	3	11730	34070.147	3664.758	293	1
3_MACS_peak_24465_lociStitched	chr7	148394395	148413681	3	11721	36246.1084	4599.711	294	1
4_MACS_peak_19955_lociStitched	chr4	186252387	186275269	4	11715	25783.4376	4185.1178	295	1
1_MACS_peak_11630_lociStitched	chr18	22929403	22941093	1	11691	21342.433	1455.405	296	1
3_MACS_peak_3721_lociStitched	chr10	111966789	111986813	3	11662	33760.464	4126.9464	297	1
1_MACS_peak_27229_lociStitched	chrX	48767699	48779354	1	11656	34316.982	1749.4155	298	1
5_MACS_peak_4525_lociStitched	chr11	64839253	64864994	5	11643	29326.7213	4419.7297	299	1
2_MACS_peak_16497_lociStitched	chr22	24822626	24834396	2	11624	41578.702	2150.379	300	1
4_MACS_peak_1993_lociStitched	chr1	183864924	183885957	4	11611	43058.7576	5355.0018	301	1
5_MACS_peak_4611_lociStitched	chr11	66861648	66889741	5	11603	22662.6231	4438.694	302	1
3_MACS_peak_13414_lociStitched	chr2	42344184	42360967	3	11593	30860.5804	3606.6667	303	1
2_MACS_peak_16534_lociStitched	chr22	29207026	29221417	2	11574	47274.435	2804.8059	304	1
4_MACS_peak_9710_lociStitched	chr16	50714111	50732788	4	11529	21103.1423	3182.5608	305	1
3_MACS_peak_6607_lociStitched	chr12	120966019	120978969	3	11527	16144.765	1617.455	306	1
5_MACS_peak_4499_lociStitched	chr11	63992823	64015281	5	11507	23270.9796	3586.5426	307	1
3_MACS_peak_13533_lociStitched	chr2	54777096	54799350	3	11502	24808.7592	3778.7292	308	1
5_MACS_peak_4513_lociStitched	chr11	64611499	64634570	5	11485	36816.7018	3772.1085	309	1
4_MACS_peak_12856_lociStitched	chr19	48880242	48902108	4	11484	33850.7546	3754.3922	310	1
3_MACS_peak_15717_lociStitched	chr20	42569151	42585567	3	11481	37870.0704	3002.4864	311	1
5_MACS_peak_3981_lociStitched	chr11	3874264	3893433	5	11459	24913.9493	3427.4172	312	1
2_MACS_peak_22151_lociStitched	chr6	45386748	45402564	2	11450	44340.156	2799.432	313	1
4_MACS_peak_26773_lociStitched	chr9	134595030	134615396	4	11439	29039.8794	3342.0606	314	1
3_MACS_peak_15668_lociStitched	chr20	37486941	37505999	3	11411	71778.1454	3245.5774	315	1
2_MACS_peak_21799_lociStitched	chr6	26355276	26367803	2	11409	46064.2844	2719.6117	316	1
2_MACS_peak_1720_lociStitched	chr1	160640820	160656074	2	11406	39735.1446	4355.017	317	1
6_MACS_peak_2900_lociStitched	chr10	22604514	22633951	6	11401	20352.7418	4024.0379	318	1
1_MACS_peak_21127_lociStitched	chr5	148204600	148215987	1	11388	40485.3398	3024.3872	319	1
4_MACS_peak_12052_lociStitched	chr19	1846957	1865771	4	11377	35526.4762	3905.7864	320	1
2_MACS_peak_25648_lociStitched	chr8	137189318	137201525	2	11335	29531.1744	2460.9312	321	1
3_MACS_peak_10013_lociStitched	chr16	81841516	81857678	3	11332	34305.4612	1721.253	322	1
3_MACS_peak_13940_lociStitched	chr2	96889880	96912727	3	11315	32001.7929	3769.755	323	1
5_MACS_peak_11719_lociStitched	chr18	42288734	42306893	5	11312	19600.8246	3404.8125	324	1
3_MACS_peak_1937_lociStitched	chr1	179048384	179061871	3	11293	47845.1325	3765.5704	325	1
5_MACS_peak_12941_lociStitched	chr19	54862275	54891074	5	11285	15056.1172	3522.1177	326	1
2_MACS_peak_9981_lociStitched	chr16	79629279	79640579	2	11256	19586.29	839.59	327	1
2_MACS_peak_20698_lociStitched	chr5	100224390	100241655	2	11251	24944.472	3250.9995	328	1
4_MACS_peak_6266_lociStitched	chr12	92931009	92951017	4	11218	24693.8736	3751.5	329	1
3_MACS_peak_1270_lociStitched	chr1	114470648	114490755	3	11209	19298.6986	1930.272	330	1
2_MACS_peak_15615_lociStitched	chr20	34677567	34690337	2	11205	23325.682	2413.53	331	1
2_MACS_peak_10226_lociStitched	chr17	4842088	4854473	2	11157	38409.6005	2275.1245	332	1
2_MACS_peak_3735_lociStitched	chr10	112256026	112273268	2	11138	47332.7384	4069.112	333	1
3_MACS_peak_409_lociStitched	chr1	28558553	28577464	3	11127	34342.376	3995.8943	334	1
3_MACS_peak_15507_lociStitched	chr20	30146799	30161996	3	11126	16120.9776	2887.43	335	1
2_MACS_peak_23889_lociStitched	chr7	90351969	90367808	2	11113	23821.856	2784.4962	336	1
4_MACS_peak_12084_lociStitched	chr19	2455212	2480000	4	11076	23092.5008	5289.7592	337	1
3_MACS_peak_23397_lociStitched	chr7	29706315	29726387	3	11071	19437.7248	2976.6776	338	1
4_MACS_peak_12034_lociStitched	chr19	1258143	1277569	4	11048	43018.877	4938.0892	339	1
2_MACS_peak_20062_lociStitched	chr5	6475489	6487333	2	11039	55627.7148	2197.062	340	1
2_MACS_peak_5183_lociStitched	chr11	122928048	122942082	2	11018	32652.9078	3063.6222	341	1
3_MACS_peak_16732_lociStitched	chr22	39459079	39474357	3	11018	25547.8716	2762.2624	342	1
3_MACS_peak_17417_lociStitched	chr3	49054531	49067699	3	11000	28861.6224	2777.1312	343	1
2_MACS_peak_6228_lociStitched	chr12	89738004	89749634	2	10990	48607.585	2878.425	344	1
4_MACS_peak_8634_lociStitched	chr15	65169260	65189824	4	10974	51255.77	3915.3856	345	1
2_MACS_peak_3654_lociStitched	chr10	104401063	104412955	2	10968	29372.0508	1959.8016	346	1
3_MACS_peak_365_lociStitched	chr1	27059903	27072896	3	10967	16037.2599	2345.2365	347	1
3_MACS_peak_12410_lociStitched	chr19	16544919	16561784	3	10924	40101.597	3170.62	348	1
5_MACS_peak_13726_lociStitched	chr2	70335014	70360915	5	10924	35424.7977	4581.8869	349	1
3_MACS_peak_12048_lociStitched	chr19	1647761	1669905	3	10922	34024.256	4397.7984	350	1
5_MACS_peak_5155_lociStitched	chr11	120195760	120216592	5	10919	16359.3696	3883.0848	351	1
4_MACS_peak_12241_lociStitched	chr19	10329461	10347885	4	10918	31372.3872	2990.2152	352	1
3_MACS_peak_17833_lociStitched	chr3	111838257	111854386	3	10916	14941.9056	3111.2841	353	1
3_MACS_peak_9593_lociStitched	chr16	30193738	30212290	3	10903	26429.1792	3881.0784	354	1
4_MACS_peak_10306_lociStitched	chr17	8088358	8104313	4	10898	23042.211	3122.3935	355	1
4_MACS_peak_26324_lociStitched	chr9	95514029	95529116	4	10861	20304.0846	2480.3028	356	1
2_MACS_peak_5778_lociStitched	chr12	46119298	46132553	2	10859	28997.9635	2305.0445	357	1
1_MACS_peak_12397_lociStitched	chr19	16221505	16232355	1	10851	37343.53	2384.83	358	1
2_MACS_peak_9838_lociStitched	chr16	67575889	67587606	2	10843	27566.5859	2376.2076	359	1
4_MACS_peak_3077_lociStitched	chr10	45913683	45932244	4	10811	46487.8806	3114.5358	360	1
3_MACS_peak_5224_lociStitched	chr11	126172906	126189653	3	10808	25507.3557	3351.0747	361	1
2_MACS_peak_1769_lociStitched	chr1	161768776	161780532	2	10800	18280.58	3078.8964	362	1
2_MACS_peak_6700_lociStitched	chr12	125397872	125413046	2	10781	40579.8282	1867.9194	363	1
3_MACS_peak_27085_lociStitched	chrX	30578607	30597257	3	10775	17031.18	1740.045	364	1
2_MACS_peak_1741_lociStitched	chr1	161144363	161157881	2	10768	53679.978	4613.6934	365	1
2_MACS_peak_9807_lociStitched	chr16	66549134	66560541	2	10751	76404.086	2977.227	366	1
3_MACS_peak_6022_lociStitched	chr12	58224686	58241273	3	10734	18418.2048	2682.1179	367	1
3_MACS_peak_14954_lociStitched	chr2	219080999	219096083	3	10723	18049.5144	2721.1536	368	1
5_MACS_peak_17361_lociStitched	chr3	46421352	46438798	5	10717	18480.5478	3461.2864	369	1
2_MACS_peak_10934_lociStitched	chr17	47816139	47828220	2	10714	34395.8151	2619.1608	370	1
3_MACS_peak_11336_lociStitched	chr17	76163905	76183539	3	10714	29270.3672	3593.022	371	1
4_MACS_peak_15774_lociStitched	chr20	45172596	45191879	4	10685	29391.1486	3266.5402	372	1
3_MACS_peak_542_lociStitched	chr1	37930721	37945959	3	10676	17647.1278	2762.6494	373	1
2_MACS_peak_18445_lociStitched	chr3	178230225	178241347	2	10655	37724.7118	3428.9126	374	1
1_MACS_peak_10834_lociStitched	chr17	43298332	43308985	1	10654	55272.0252	2201.9751	375	1
1_MACS_peak_20729_lociStitched	chr5	109023813	109034464	1	10652	28954.7435	2734.1117	376	1
2_MACS_peak_18056_lociStitched	chr3	130557394	130574064	2	10644	25236.713	3257.318	377	1
2_MACS_peak_3189_lociStitched	chr10	63803872	63814743	2	10636	43704.6813	2593.8206	378	1
4_MACS_peak_17590_lociStitched	chr3	66533134	66552268	4	10622	14210.8218	3107.3616	379	1
1_MACS_peak_17976_lociStitched	chr3	124501858	124512463	1	10606	38034.8325	2286.438	380	1
5_MACS_peak_369_lociStitched	chr1	27147025	27167498	5	10600	19586.5191	3021.8148	381	1
3_MACS_peak_19394_lociStitched	chr4	100765868	100783838	3	10595	30031.464	3771.903	382	1
1_MACS_peak_2493_lociStitched	chr1	228269019	228279590	1	10572	32296.5192	3277.01	383	1
3_MACS_peak_9065_lociStitched	chr15	93346292	93364541	3	10565	33235.0788	2892.4665	384	1
3_MACS_peak_13411_lociStitched	chr2	42323490	42334891	3	10564	44140.1116	2691.7761	385	1
4_MACS_peak_5819_lociStitched	chr12	48276472	48299244	4	10554	19353.9228	4032.9212	386	1
3_MACS_peak_17095_lociStitched	chr3	15834944	15851761	3	10545	33644.0902	3291.0869	387	1
3_MACS_peak_21058_lociStitched	chr5	141385813	141396959	3	10544	21179.6292	2399.7338	388	1
4_MACS_peak_8887_lociStitched	chr15	81608903	81624375	4	10544	14186.2768	2992.2848	389	1
3_MACS_peak_13223_lociStitched	chr2	25623998	25645881	3	10543	47543.0058	4387.5415	390	1
3_MACS_peak_21969_lociStitched	chr6	33279429	33292608	3	10536	27903.8967	2440.7508	391	1
4_MACS_peak_15462_lociStitched	chr20	23329763	23347990	4	10527	26292.4475	2861.639	392	1
1_MACS_peak_21000_lociStitched	chr5	138719924	138730441	1	10518	45816.2588	2678.6799	393	1
3_MACS_peak_23760_lociStitched	chr7	74057168	74076837	3	10512	24649.1908	2853.9719	394	1
3_MACS_peak_909_lociStitched	chr1	66736821	66750402	3	10505	35660.9898	3187.4607	395	1
3_MACS_peak_5259_lociStitched	chr11	129233834	129249642	3	10496	31595.4496	3125.2416	396	1
3_MACS_peak_21610_lociStitched	chr6	11714038	11733461	3	10483	22132.5085	3661.2355	397	1
2_MACS_peak_5882_lociStitched	chr12	51312010	51322799	2	10475	20452.7073	2162.1156	398	1
2_MACS_peak_18585_lociStitched	chr3	186779757	186792494	2	10474	70829.1833	4401.9072	399	1
3_MACS_peak_21178_lociStitched	chr5	151124424	151138986	3	10462	23390.9406	2478.4524	400	1
4_MACS_peak_9090_lociStitched	chr15	99393344	99419388	4	10462	28669.2352	3987.3364	401	1
2_MACS_peak_17499_lociStitched	chr3	52729874	52745773	2	10457	30834.5206	3009.6807	402	1
4_MACS_peak_19928_lociStitched	chr4	185366772	185381590	4	10455	24251.1388	3256.9964	403	1
2_MACS_peak_8209_lociStitched	chr15	31546411	31560842	2	10434	63093.7751	3424.4763	404	1
4_MACS_peak_20601_lociStitched	chr5	87954485	87976730	4	10432	51630.645	3788.3235	405	1
1_MACS_peak_1053_lociStitched	chr1	87792708	87803125	1	10418	28298.8222	2141.7352	406	1
2_MACS_peak_16464_lociStitched	chr22	23477494	23488752	2	10416	47968.0864	2557.8176	407	1
3_MACS_peak_12852_lociStitched	chr19	48824158	48838056	3	10409	32290.6132	2780.9898	408	1
3_MACS_peak_19619_lociStitched	chr4	129724101	129741488	3	10403	29806.5341	3240.9368	409	1
2_MACS_peak_19052_lociStitched	chr4	48193455	48206533	2	10391	35640.1656	2585.5206	410	1
5_MACS_peak_24583_lociStitched	chr8	2098065	2115448	5	10365	21634.8818	2944.6802	411	1
4_MACS_peak_5516_lociStitched	chr12	13242271	13256005	4	10362	26181.1242	2540.79	412	1
5_MACS_peak_3577_lociStitched	chr10	99159257	99187489	5	10358	20832.3928	4359.0208	413	1
3_MACS_peak_11296_lociStitched	chr17	74721421	74735064	3	10288	30864.5589	2622.1846	414	1
1_MACS_peak_15078_lociStitched	chr2	231729320	231739602	1	10283	31414.5946	1356.1958	415	1
3_MACS_peak_3298_lociStitched	chr10	74006589	74024436	3	10273	40032.6057	3521.2131	416	1
2_MACS_peak_6129_lociStitched	chr12	72078857	72089150	2	10272	24923.4702	2316.9543	417	1
2_MACS_peak_24169_lociStitched	chr7	114561640	114574071	2	10270	46350.2266	3637.3106	418	1
2_MACS_peak_12704_lociStitched	chr19	41801101	41817135	2	10240	38787.8494	3006.375	419	1
5_MACS_peak_12952_lociStitched	chr19	55460683	55486269	5	10229	21448.7438	3072.8786	420	1
3_MACS_peak_18362_lociStitched	chr3	169656515	169668388	3	10213	43546.6021	3857.5377	421	1
3_MACS_peak_10455_lociStitched	chr17	20204749	20221733	3	10208	21275.8568	2569.6792	422	1
3_MACS_peak_16449_lociStitched	chr22	23088002	23102007	3	10199	21728.7575	2555.9125	423	1
1_MACS_peak_23588_lociStitched	chr7	47512599	47522766	1	10168	38311.2894	2770.5075	424	1
3_MACS_peak_12890_lociStitched	chr19	49989925	50004914	3	10164	20292.1082	2898.8726	425	1
5_MACS_peak_6015_lociStitched	chr12	58134862	58151071	5	10164	16912.4706	3496.2813	426	1
2_MACS_peak_15875_lociStitched	chr20	52267746	52278930	2	10158	26016.2208	2235.6816	427	1
4_MACS_peak_4646_lociStitched	chr11	67644531	67661794	4	10157	35943.2923	3697.7346	428	1
2_MACS_peak_18673_lociStitched	chr3	196357775	196371472	2	10155	41221.1215	4017.3301	429	1
3_MACS_peak_11333_lociStitched	chr17	76137294	76152412	3	10151	27466.3824	2796.83	430	1
3_MACS_peak_2204_lociStitched	chr1	205197271	205217656	3	10138	17690.103	5114.5965	431	1
2_MACS_peak_15927_lociStitched	chr20	56047589	56058442	2	10110	58600.7735	2533.0902	432	1
3_MACS_peak_25698_lociStitched	chr8	145002042	145018638	3	10104	24928.8516	2366.5896	433	1
3_MACS_peak_16490_lociStitched	chr22	24536090	24553925	3	10100	14737.0605	2901.7545	434	1
1_MACS_peak_2674_lociStitched	chr1	249111793	249121872	1	10080	38497.7484	3396.623	435	1
2_MACS_peak_24873_lociStitched	chr8	33409882	33425417	2	10078	47378.643	3108.5535	436	1
4_MACS_peak_7380_lociStitched	chr14	23023837	23040230	4	10074	19186.3672	1734.3794	437	1
5_MACS_peak_25296_lociStitched	chr8	95987159	96010535	5	10049	12309.8016	2206.6944	438	1
4_MACS_peak_7971_lociStitched	chr14	94424905	94445896	4	10048	19989.7293	2380.3794	439	1
4_MACS_peak_3937_lociStitched	chr11	789057	811687	4	10017	21213.362	2898.903	440	1
1_MACS_peak_14127_lociStitched	chr2	112455712	112465724	1	10013	59120.86	2782.3348	441	1
2_MACS_peak_21040_lociStitched	chr5	140885986	140896321	2	10013	18250.5765	1693.9065	442	1
2_MACS_peak_2521_lociStitched	chr1	230238350	230249369	2	10007	29682.9822	3348.6741	443	1
1_MACS_peak_25294_lociStitched	chr8	95953070	95963067	1	9998	18912.3246	1235.6292	444	1
2_MACS_peak_19254_lociStitched	chr4	78735713	78749570	2	9997	34472.0589	2483.1744	445	1
4_MACS_peak_6464_lociStitched	chr12	109161885	109181277	4	9993	33683.904	3756.2304	446	1
4_MACS_peak_14061_lociStitched	chr2	109829388	109843199	4	9991	32741.7377	3001.1303	447	1
3_MACS_peak_7656_lociStitched	chr14	63936516	63952018	3	9985	12186.1222	1376.5776	448	1
3_MACS_peak_9123_lociStitched	chr15	101737818	101751266	3	9977	36555.6984	2376.2616	449	1
2_MACS_peak_18267_lociStitched	chr3	156390905	156405411	2	9972	25633.5526	4319.8868	450	1
3_MACS_peak_12394_lociStitched	chr19	16180321	16198252	3	9971	39127.2351	3347.7177	451	1
1_MACS_peak_19438_lociStitched	chr4	105407416	105417375	1	9960	30814.1419	2042.5909	452	1
3_MACS_peak_12895_lociStitched	chr19	50166004	50182859	3	9939	35673.6075	3246.273	453	1
2_MACS_peak_9337_lociStitched	chr16	11668765	11681871	2	9924	19180.631	2546.4958	454	1
3_MACS_peak_5133_lociStitched	chr11	118887790	118902130	3	9922	26673.834	2568.294	455	1
3_MACS_peak_14712_lociStitched	chr2	192530970	192546496	3	9920	36287.3672	3223.1976	456	1
3_MACS_peak_15748_lociStitched	chr20	43678054	43693068	3	9898	17913.2034	2447.282	457	1
3_MACS_peak_25973_lociStitched	chr9	33445055	33459456	3	9894	22667.174	2654.1043	458	1
2_MACS_peak_5892_lociStitched	chr12	51711944	51722111	2	9890	33662.937	2352.6438	459	1
3_MACS_peak_12474_lociStitched	chr19	19050213	19061451	3	9888	21536.5032	1928.4408	460	1
3_MACS_peak_12355_lociStitched	chr19	13944003	13959321	3	9882	36963.8658	2651.5458	461	1
3_MACS_peak_6097_lociStitched	chr12	68752001	68770374	3	9880	48809.7118	3703.9968	462	1
3_MACS_peak_26553_lociStitched	chr9	117369088	117380505	3	9878	23789.6029	2382.7279	463	1
1_MACS_peak_26542_lociStitched	chr9	117127662	117137531	1	9870	33125.2985	2089.2673	464	1
5_MACS_peak_25379_lociStitched	chr8	103815708	103828738	5	9850	23980.412	1342.09	465	1
3_MACS_peak_24030_lociStitched	chr7	101921643	101935888	3	9837	18317.6455	2296.294	466	1
1_MACS_peak_16740_lociStitched	chr22	39539746	39549564	1	9819	16987.1036	1638.6242	467	1
3_MACS_peak_22423_lociStitched	chr6	88625760	88637227	3	9819	26894.7018	2544.5273	468	1
1_MACS_peak_19687_lociStitched	chr4	144272527	144282339	1	9813	49001.128	2428.47	469	1
3_MACS_peak_8253_lociStitched	chr15	34619223	34635817	3	9804	21147.3936	2779.495	470	1
4_MACS_peak_734_lociStitched	chr1	46790044	46814329	4	9804	28500.876	3705.891	471	1
4_MACS_peak_25730_lociStitched	chr8	145732456	145754762	4	9803	24456.2984	2732.485	472	1
5_MACS_peak_3054_lociStitched	chr10	43931453	43951974	5	9802	24637.5126	2934.503	473	1
2_MACS_peak_15993_lociStitched	chr20	62357999	62371006	2	9798	29018.617	2302.239	474	1
3_MACS_peak_6426_lociStitched	chr12	106529280	106543988	3	9797	18217.3288	2826.8776	475	1
2_MACS_peak_1981_lociStitched	chr1	183438583	183451231	2	9796	40108.0728	3661.596	476	1
3_MACS_peak_22099_lociStitched	chr6	42737758	42752389	3	9793	37199.3175	2711.1243	477	1
1_MACS_peak_21383_lociStitched	chr5	175076544	175086331	1	9788	21419.8282	2122.8003	478	1
2_MACS_peak_2009_lociStitched	chr1	184711495	184725634	2	9787	28405.251	4195.0413	479	1
2_MACS_peak_18316_lociStitched	chr3	160116089	160130887	2	9786	38787.0378	3999.8994	480	1
1_MACS_peak_2169_lociStitched	chr1	203288258	203298025	1	9768	71899.7705	3674.3454	481	1
3_MACS_peak_3268_lociStitched	chr10	72249220	72260664	3	9765	23333.1716	2614.954	482	1
2_MACS_peak_10495_lociStitched	chr17	27046130	27056591	2	9763	32645.6427	2505.4095	483	1
3_MACS_peak_24067_lociStitched	chr7	104576246	104586810	3	9763	59749.984	2699.102	484	1
2_MACS_peak_20732_lociStitched	chr5	109187799	109202205	2	9760	24652.9878	2629.095	485	1
3_MACS_peak_4530_lociStitched	chr11	64877356	64890624	3	9718	17991.408	2742.4956	486	1
4_MACS_peak_18192_lociStitched	chr3	148707943	148728292	4	9701	17082.9855	3298.5729	487	1
3_MACS_peak_9492_lociStitched	chr16	23344222	23362830	3	9697	52128.4512	3671.3584	488	1
3_MACS_peak_8604_lociStitched	chr15	63765657	63780210	3	9656	23855.2776	3224.9448	489	1
2_MACS_peak_17348_lociStitched	chr3	46245667	46257184	2	9641	53901.8634	3283.4967	490	1
2_MACS_peak_27601_lociStitched	chrX	119434982	119445369	2	9636	21028.4815	1186.1954	491	1
3_MACS_peak_2524_lociStitched	chr1	230268210	230287377	3	9631	22900.7316	4019.3199	492	1
3_MACS_peak_12326_lociStitched	chr19	12898872	12918291	3	9629	25388.4006	3536.1999	493	1
2_MACS_peak_25999_lociStitched	chr9	35065937	35080682	2	9624	22980.0825	2800.0755	494	1
3_MACS_peak_1701_lociStitched	chr1	159879494	159896343	3	9615	21522.9126	4298.1799	495	1
3_MACS_peak_549_lociStitched	chr1	38140676	38158886	3	9604	19025.808	3310.578	496	1
4_MACS_peak_14934_lociStitched	chr2	216764800	216784524	4	9598	14299.9	3678.526	497	1
4_MACS_peak_25735_lociStitched	chr8	146010118	146031030	4	9593	14577.7552	3272.728	498	1
3_MACS_peak_18818_lociStitched	chr4	9599010	9610862	3	9570	33248.4156	2349.0664	499	1
2_MACS_peak_19424_lociStitched	chr4	103532393	103542754	2	9564	25761.5904	2193.4237	500	1
2_MACS_peak_423_lociStitched	chr1	28903111	28914571	2	9561	19225.296	2383.68	501	1
4_MACS_peak_25591_lociStitched	chr8	131075480	131094674	4	9555	13666.128	3072.9594	502	1
1_MACS_peak_15183_lociStitched	chr2	239167022	239176574	1	9553	12494.016	910.3056	503	1
2_MACS_peak_10207_lociStitched	chr17	4267956	4281206	2	9550	38560.15	2691.075	504	1
2_MACS_peak_5789_lociStitched	chr12	46776220	46785972	2	9543	27871.216	1989.408	505	1
3_MACS_peak_219_lociStitched	chr1	17221373	17241489	3	9542	63238.6692	6708.686	506	1
2_MACS_peak_16139_lociStitched	chr21	34600830	34612793	2	9530	28066.3943	3011.0871	507	1
3_MACS_peak_14980_lociStitched	chr2	220109365	220120376	3	9527	16966.8499	2184.5824	508	1
2_MACS_peak_8529_lociStitched	chr15	55568627	55583352	2	9521	19407.55	2360.4175	509	1
2_MACS_peak_10707_lociStitched	chr17	38251366	38261616	2	9518	21634.675	2824.9	510	1
2_MACS_peak_24932_lociStitched	chr8	38811530	38823456	2	9514	26272.978	2454.3708	511	1
5_MACS_peak_10872_lociStitched	chr17	45681627	45702807	5	9510	10113.45	3416.334	512	1
3_MACS_peak_26285_lociStitched	chr9	93670867	93688839	3	9503	32773.7392	3547.6728	513	1
3_MACS_peak_17989_lociStitched	chr3	125548777	125560568	3	9502	33568.977	2657.6914	514	1
2_MACS_peak_6841_lociStitched	chr13	30943741	30957825	2	9494	18430.3224	1567.5492	515	1
4_MACS_peak_10877_lociStitched	chr17	45718264	45741973	4	9493	19114.1958	3762.6183	516	1
2_MACS_peak_2123_lociStitched	chr1	200986225	200996925	2	9488	37994.63	3075.18	517	1
2_MACS_peak_15035_lociStitched	chr2	227655540	227666681	2	9464	18791.5247	2057.7427	518	1
3_MACS_peak_6982_lociStitched	chr13	46269261	46280955	3	9455	24479.0502	1371.7062	519	1
3_MACS_peak_10891_lociStitched	chr17	46124248	46135081	3	9437	24446.8311	2312.8455	520	1
4_MACS_peak_9013_lociStitched	chr15	90573871	90591663	4	9437	25200.5888	3428.5184	521	1
3_MACS_peak_6986_lociStitched	chr13	46747540	46759140	3	9424	13226.32	1241.2	522	1
2_MACS_peak_10838_lociStitched	chr17	43387607	43398908	2	9421	22550.0154	2444.4063	523	1
4_MACS_peak_16929_lociStitched	chr22	50962319	50979077	4	9415	26673.7086	2925.9468	524	1
1_MACS_peak_279_lociStitched	chr1	23849549	23858960	1	9412	53962.674	2397.9228	525	1
4_MACS_peak_10903_lociStitched	chr17	46544867	46562174	4	9410	11474.541	3116.9907	526	1
2_MACS_peak_4258_lociStitched	chr11	35183377	35196264	2	9407	22411.7817	2625.0819	527	1
