REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
3_MACS_peak_9492_lociStitched	chr16	23344222	23362830	3	9697	52128.4512	3671.3584	184	SCNN1B		SCNN1B	184	1
1_MACS_peak_27025_lociStitched	chrX	19470044	19470632	1	589	48533.9316	97.7844	185	MAP3K15		MAP3K15	185	1
1_MACS_peak_15737_lociStitched	chr20	43270232	43282244	1	12013	51297.246	3016.2132	186	ADA	LOC79015	ADA	186	1
2_MACS_peak_27230_lociStitched	chrX	48790457	48805986	2	13150	50154.0113	1900.7496	187	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	187	1
1_MACS_peak_6297_lociStitched	chr12	94596135	94603743	1	7609	50072.8128	1939.2792	188	PLXNC1		PLXNC1	188	1
2_MACS_peak_3659_lociStitched	chr10	104531112	104543523	2	12230	50984.388	2924.0316	189	C10orf26		C10orf26	189	1
3_MACS_peak_20333_lociStitched	chr5	55436897	55453773	3	16301	51907.2008	3889.918	190	ANKRD55		ANKRD55	190	1
2_MACS_peak_3733_lociStitched	chr10	112216281	112226052	2	8364	50324.5584	2367.5133	191		DUSP5	DUSP5	191	1
1_MACS_peak_10693_lociStitched	chr17	37909395	37916415	1	7021	49698.09	1843.452	192		GRB7,C17orf37	GRB7	192	1
4_MACS_peak_20601_lociStitched	chr5	87954485	87976730	4	10432	51630.645	3788.3235	193	LOC645323,MIR9-2		MIR9-2	193	1
3_MACS_peak_21447_lociStitched	chr5	180228190	180249398	3	15125	51346.6888	3772.9032	194	MGAT1	LOC729678,ZFP62	MGAT1	194	1
4_MACS_peak_8634_lociStitched	chr15	65169260	65189824	4	10974	51255.77	3915.3856	195		PLEKHO2,ANKDD1A	ANKDD1A	195	1
6_MACS_peak_21364_lociStitched	chr5	173310059	173357109	6	36959	55020.27	7805.595	196	CPEB4		CPEB4	196	1
2_MACS_peak_15974_lociStitched	chr20	61272970	61291029	2	13597	49785.0512	2979.735	197	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	197	1
2_MACS_peak_5219_lociStitched	chr11	126056673	126069198	2	7976	49557.6675	2830.65	198		FAM118B,RPUSD4	RPUSD4	198	1
3_MACS_peak_5358_lociStitched	chr12	4377761	4396843	3	15878	50481.431	3890.8198	199	CCND2	C12orf5	CCND2	199	1
1_MACS_peak_19687_lociStitched	chr4	144272527	144282339	1	9813	49001.128	2428.47	200	GAB1		GAB1	200	1
1_MACS_peak_364_lociStitched	chr1	27018264	27031186	1	12923	49181.132	2664.5164	201	ARID1A		ARID1A	201	1
2_MACS_peak_24845_lociStitched	chr8	29622219	29634321	2	6559	48785.5824	2468.808	202		C8orf75	C8orf75	202	1
2_MACS_peak_6228_lociStitched	chr12	89738004	89749634	2	10990	48607.585	2878.425	203	DUSP6		DUSP6	203	1
2_MACS_peak_16464_lociStitched	chr22	23477494	23488752	2	10416	47968.0864	2557.8176	204	RAB36,RTDR1	BCR	RTDR1	204	1
5_MACS_peak_5386_lociStitched	chr12	6552125	6580882	5	13741	50632.4499	5230.8983	205	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	205	1
4_MACS_peak_13484_lociStitched	chr2	47193631	47215488	4	15639	49687.5181	4305.829	206	TTC7A	MCFD2	MCFD2	206	1
1_MACS_peak_6384_lociStitched	chr12	102871076	102879497	1	8422	46927.7067	1685.0421	207	IGF1		IGF1	207	1
1_MACS_peak_2209_lociStitched	chr1	205251893	205258746	1	6854	47712.6419	2555.4837	208		NUAK2	NUAK2	208	1
3_MACS_peak_6097_lociStitched	chr12	68752001	68770374	3	9880	48809.7118	3703.9968	209		MDM1	MDM1	209	1
2_MACS_peak_26494_lociStitched	chr9	112903390	112925440	2	21697	50262.975	5201.595	210	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	210	1
1_MACS_peak_1637_lociStitched	chr1	155938098	155952279	1	14182	49032.2256	4030.2402	211	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	211	1
1_MACS_peak_1578_lociStitched	chr1	154296831	154303000	1	6170	46553.1247	1854.4014	212	AQP10,ATP8B2		ATP8B2	212	1
2_MACS_peak_16534_lociStitched	chr22	29207026	29221417	2	11574	47274.435	2804.8059	213		CCDC117,XBP1	XBP1	213	1
1_MACS_peak_1400_lociStitched	chr1	145448787	145458014	1	9228	48119.7277	3707.4086	214	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	214	1
2_MACS_peak_24873_lociStitched	chr8	33409882	33425417	2	10078	47378.643	3108.5535	215	RNF122	C8orf41,DUSP26	RNF122	215	1
1_MACS_peak_3922_lociStitched	chr11	267178	270853	1	3676	45373.3875	1109.115	216		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	216	1
3_MACS_peak_1937_lociStitched	chr1	179048384	179061871	3	11293	47845.1325	3765.5704	217	TOR3A		TOR3A	217	1
1_MACS_peak_14572_lociStitched	chr2	175457222	175464507	1	7286	45800.0665	1766.6125	218	WIPF1		WIPF1	218	1
1_MACS_peak_20904_lociStitched	chr5	131435231	131441748	1	6518	45806.6896	1953.1449	219		IL3,CSF2	CSF2	219	1
1_MACS_peak_13359_lociStitched	chr2	37600503	37606612	1	6110	45351.9942	1554.1296	220		QPCT	QPCT	220	1
3_MACS_peak_4619_lociStitched	chr11	67034067	67057803	3	13443	47415.0336	3693.3216	221	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	221	1
4_MACS_peak_3077_lociStitched	chr10	45913683	45932244	4	10811	46487.8806	3114.5358	222	ALOX5		ALOX5	222	1
2_MACS_peak_21799_lociStitched	chr6	26355276	26367803	2	11409	46064.2844	2719.6117	223	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	223	1
2_MACS_peak_3735_lociStitched	chr10	112256026	112273268	2	11138	47332.7384	4069.112	224	DUSP5		DUSP5	224	1
3_MACS_peak_13223_lociStitched	chr2	25623998	25645881	3	10543	47543.0058	4387.5415	225	DTNB		DNMT3A	225	1
1_MACS_peak_21000_lociStitched	chr5	138719924	138730441	1	10518	45816.2588	2678.6799	226	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	226	1
2_MACS_peak_1462_lociStitched	chr1	149213956	149225586	2	6229	47048.002	4025.143	227			LOC388692	227	1
5_MACS_peak_9475_lociStitched	chr16	22195012	22218998	5	17516	47969.6014	5075.4376	228	EEF2K		EEF2K	228	1
1_MACS_peak_13853_lociStitched	chr2	86220052	86228670	1	8619	45132.466	2289.8026	229		LOC90784	LOC90784	229	1
2_MACS_peak_24169_lociStitched	chr7	114561640	114574071	2	10270	46350.2266	3637.3106	230	MDFIC		MDFIC	230	1
1_MACS_peak_1991_lociStitched	chr1	183809076	183815788	1	6713	44970.4	2273.3544	231	RGL1		APOBEC4	231	1
2_MACS_peak_9749_lociStitched	chr16	56943665	56952728	2	7762	44640.7128	2047.3317	232	SLC12A3	HERPUD1,CETP	HERPUD1	232	1
1_MACS_peak_21015_lociStitched	chr5	139046431	139052098	1	5668	43981.0203	1407.1161	233	CXXC5		CXXC5	233	1
6_MACS_peak_14842_lociStitched	chr2	204548213	204585330	6	19689	51191.7664	8844.9811	234	CD28		CD28	234	1
2_MACS_peak_2277_lociStitched	chr1	209275598	209284154	2	8547	45335.6772	3039.0912	235			LOC642587	235	1
1_MACS_peak_5984_lociStitched	chr12	57076277	57083850	1	7574	43938.546	1816.0054	236	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	236	1
2_MACS_peak_3051_lociStitched	chr10	43890427	43905986	2	12858	44753.9076	2683.9275	237	HNRNPF	FXYD4,ZNF487P	HNRNPF	237	1
2_MACS_peak_10551_lociStitched	chr17	29636305	29651113	2	14284	45054.8208	3078.5832	238	NF1,EVI2B,EVI2A	OMG	EVI2B	238	1
2_MACS_peak_16455_lociStitched	chr22	23189756	23209787	2	16695	44605.0308	2684.154	239		MIR650,IGLL5	IGLL5	239	1
4_MACS_peak_21405_lociStitched	chr5	176717087	176740692	4	16820	46228.032	4383.4485	240	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	240	1
1_MACS_peak_22546_lociStitched	chr6	106609684	106617576	1	7893	44016.0516	2310.7776	241			PRDM1	241	1
5_MACS_peak_21821_lociStitched	chr6	27088243	27116143	5	14330	46687.86	5013.63	242	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2AG	242	1
2_MACS_peak_13909_lociStitched	chr2	89043137	89056182	2	8299	44304.7335	2632.481	243	RPIA	ANKRD36BP2	ANKRD36BP2	243	1
2_MACS_peak_22151_lociStitched	chr6	45386748	45402564	2	11450	44340.156	2799.432	244	RUNX2	SUPT3H	RUNX2	244	1
2_MACS_peak_1592_lociStitched	chr1	154755729	154766013	2	7631	45001.7556	3471.8784	245	KCNN3		KCNN3	245	1
2_MACS_peak_10261_lociStitched	chr17	6915011	6926166	2	7369	43726.4845	2271.158	246	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	246	1
3_MACS_peak_13411_lociStitched	chr2	42323490	42334891	3	10564	44140.1116	2691.7761	247		PKDCC	PKDCC	247	1
1_MACS_peak_11304_lociStitched	chr17	75078815	75093156	1	14342	44659.3081	3296.9959	248	C17orf86,SCARNA16	SEC14L1	SCARNA16	248	1
4_MACS_peak_4654_lociStitched	chr11	67760503	67778587	4	13949	44958.6324	3618.6084	249	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	249	1
2_MACS_peak_3189_lociStitched	chr10	63803872	63814743	2	10636	43704.6813	2593.8206	250	ARID5B		ARID5B	250	1
1_MACS_peak_16276_lociStitched	chr21	44581055	44587488	1	6434	43438.1892	2337.1089	251		CRYAA	CRYAA	251	1
3_MACS_peak_12075_lociStitched	chr19	2254619	2274529	3	15293	45874.631	4881.932	252	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	252	1
1_MACS_peak_14412_lociStitched	chr2	158294386	158302423	1	8038	43089.5718	2215.8009	253	CYTIP		CYTIP	253	1
3_MACS_peak_4832_lociStitched	chr11	82764903	82784546	3	11869	45155.3284	4303.7813	254	RAB30	SNORA70E	RAB30	254	1
3_MACS_peak_3400_lociStitched	chr10	81001258	81020429	3	14775	44380.865	3537.0495	255	ZMIZ1		PPIF	255	1
3_MACS_peak_13643_lociStitched	chr2	64862579	64883494	3	14920	45119.9295	4291.758	256	SERTAD2	LOC339807	SERTAD2	256	1
1_MACS_peak_18410_lociStitched	chr3	174866001	174870936	1	4936	42597.4395	1846.1835	257	NAALADL2		NAALADL2	257	1
2_MACS_peak_26743_lociStitched	chr9	132646053	132657856	2	8515	42938.1337	2391.2878	258	FNBP1	USP20,C9orf78	USP20	258	1
2_MACS_peak_17371_lociStitched	chr3	46578131	46589527	2	7318	42554.9432	2394.2996	259	LRRC2	RTP3,TDGF1	LRRC2	259	1
1_MACS_peak_8094_lociStitched	chr14	106323788	106329588	1	5801	40779.22	709.34	260			KIAA0125	260	1
3_MACS_peak_2757_lociStitched	chr10	6954279	6972868	3	8225	43446.2108	3476.143	261			LOC439949	261	1
3_MACS_peak_18362_lociStitched	chr3	169656515	169668388	3	10213	43546.6021	3857.5377	262	SAMD7,LOC100128164	SEC62	LOC100128164	262	1
2_MACS_peak_10250_lociStitched	chr17	6063354	6071391	2	7908	41386.5315	1765.7289	263			WSCD1	263	1
5_MACS_peak_26761_lociStitched	chr9	134127045	134152262	5	14872	43948.1876	4347.4108	264	FAM78A	PPAPDC3	FAM78A	264	1
2_MACS_peak_16497_lociStitched	chr22	24822626	24834396	2	11624	41578.702	2150.379	265	ADORA2A,C22orf45		ADORA2A	265	1
2_MACS_peak_11383_lociStitched	chr17	78873433	78887129	2	8414	42228.8768	2910.4	266	RPTOR		CHMP6	266	1
2_MACS_peak_11171_lociStitched	chr17	66230234	66245214	2	8606	42033.88	2871.666	267	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	267	1
6_MACS_peak_9117_lociStitched	chr15	101661358	101692308	6	15643	44806.315	5654.565	268			CHSY1	268	1
2_MACS_peak_6700_lociStitched	chr12	125397872	125413046	2	10781	40579.8282	1867.9194	269	UBC	SCARB1	UBC	269	1
1_MACS_peak_8886_lociStitched	chr15	81584894	81597234	1	12341	41926.384	3478.646	270	IL16	STARD5	IL16	270	1
1_MACS_peak_2523_lociStitched	chr1	230256516	230261611	1	5096	40128.7295	1846.9375	271	GALNT2		GALNT2	271	1
4_MACS_peak_11289_lociStitched	chr17	74476110	74498243	4	12459	41946.4616	3711.7041	272	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	272	1
4_MACS_peak_12034_lociStitched	chr19	1258143	1277569	4	11048	43018.877	4938.0892	273	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	273	1
3_MACS_peak_21559_lociStitched	chr6	7134922	7148131	3	12181	40843.5489	3123.9285	274	RREB1		RREB1	274	1
4_MACS_peak_1993_lociStitched	chr1	183864924	183885957	4	11611	43058.7576	5355.0018	275	RGL1		GLT25D2	275	1
4_MACS_peak_7827_lociStitched	chr14	77487761	77508134	4	15857	39843.4761	2230.8435	276	C14orf4		C14orf4	276	1
4_MACS_peak_8409_lociStitched	chr15	45001840	45029439	4	14120	43211.7543	5605.3569	277	B2M,TRIM69	SPG11,PATL2	B2M	277	1
4_MACS_peak_7862_lociStitched	chr14	81930661	81956300	4	18998	40212.2076	2620.3058	278	SEL1L		SEL1L	278	1
1_MACS_peak_11115_lociStitched	chr17	62195594	62210332	1	14739	40836.0504	3333.7356	279	ERN1	SNORD104,SNORA76	ERN1	279	1
2_MACS_peak_20182_lociStitched	chr5	32530364	32543955	2	12011	40506.6164	3006.3292	280		SUB1	SUB1	280	1
4_MACS_peak_8325_lociStitched	chr15	40834398	40862685	4	17345	43228.1934	5756.4045	281	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	281	1
1_MACS_peak_21127_lociStitched	chr5	148204600	148215987	1	11388	40485.3398	3024.3872	282	ADRB2		ADRB2	282	1
1_MACS_peak_2088_lociStitched	chr1	197740080	197748730	1	8651	40404.15	2953.11	283	DENND1B		DENND1B	283	1
3_MACS_peak_16759_lociStitched	chr22	39910258	39929617	3	15336	41623.7859	4197.0312	284	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	284	1
1_MACS_peak_13854_lociStitched	chr2	86261698	86267506	1	5809	38845.6464	1500.7872	285	POLR1A	LOC90784	LOC90784	285	1
3_MACS_peak_21763_lociStitched	chr6	25366043	25390238	3	17857	42188.8215	4914.0045	286	LRRC16A		LRRC16A	286	1
2_MACS_peak_18673_lociStitched	chr3	196357775	196371472	2	10155	41221.1215	4017.3301	287	LRRC33		LRRC33	287	1
1_MACS_peak_23642_lociStitched	chr7	55569039	55587076	1	18038	40536.3538	3367.5079	288	VOPP1		VOPP1	288	1
2_MACS_peak_8978_lociStitched	chr15	89163826	89184402	2	15404	41032.6592	3987.6288	289	AEN,ISG20	MIR1179,MIR7-2	ISG20	289	1
1_MACS_peak_18659_lociStitched	chr3	195630853	195637407	1	6555	38897.99	1899.3492	290	TNK2	TNK2	TNK2	290	1
3_MACS_peak_12410_lociStitched	chr19	16544919	16561784	3	10924	40101.597	3170.62	291	EPS15L1	C19orf44,CALR3	EPS15L1	291	1
7_MACS_peak_7989_lociStitched	chr14	95945680	95986143	7	24278	40600.5742	3730.6886	292		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	292	1
2_MACS_peak_2456_lociStitched	chr1	226308565	226317082	2	6485	39489.0705	2728.8468	293			ACBD3	293	1
1_MACS_peak_2646_lociStitched	chr1	244996223	245001956	1	5734	38348.037	1606.3866	294	FAM36A	NCRNA00201,HNRNPU	FAM36A	294	1
1_MACS_peak_26297_lociStitched	chr9	93952586	93957457	1	4872	38121.4202	1382.8769	295			LOC100129316	295	1
1_MACS_peak_8788_lociStitched	chr15	75334427	75341360	1	6934	38550.2532	1878.843	296	PPCDC	SCAMP5	PPCDC	296	1
2_MACS_peak_15314_lociStitched	chr20	5570535	5592570	2	20295	40535.586	4023.591	297	GPCPD1		GPCPD1	297	1
3_MACS_peak_3298_lociStitched	chr10	74006589	74024436	3	10273	40032.6057	3521.2131	298		ANAPC16,DDIT4,ASCC1	DDIT4	298	1
2_MACS_peak_1981_lociStitched	chr1	183438583	183451231	2	9796	40108.0728	3661.596	299	SMG7		SMG7	299	1
3_MACS_peak_11432_lociStitched	chr17	80405745	80423974	3	8721	39947.0306	3521.8428	300	NARF,C17orf62	HEXDC,C17orf101	NARF	300	1
1_MACS_peak_22754_lociStitched	chr6	130003634	130010841	1	7208	38491.8663	2078.4988	301	ARHGAP18		ARHGAP18	301	1
3_MACS_peak_3744_lociStitched	chr10	112611851	112633212	3	16184	41149.8304	4831.8582	302	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	302	1
1_MACS_peak_11311_lociStitched	chr17	75203208	75210582	1	7375	38299.0812	2019.0012	303	SEC14L1		SEC14L1	303	1
4_MACS_peak_2053_lociStitched	chr1	192498608	192521080	4	12430	42258.596	6024.7432	304		RGS1	RGS1	304	1
2_MACS_peak_10226_lociStitched	chr17	4842088	4854473	2	11157	38409.6005	2275.1245	305	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	305	1
3_MACS_peak_12021_lociStitched	chr19	1015166	1041700	3	17326	42541.9622	6426.5348	306	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	306	1
5_MACS_peak_13903_lociStitched	chr2	88898853	88928674	5	18805	41674.8475	5642.1332	307	EIF2AK3		EIF2AK3	307	1
2_MACS_peak_10207_lociStitched	chr17	4267956	4281206	2	9550	38560.15	2691.075	308	UBE2G1		UBE2G1	308	1
1_MACS_peak_25633_lociStitched	chr8	134578955	134586055	1	7101	37545.51	1701.87	309	ST3GAL1		ST3GAL1	309	1
1_MACS_peak_14944_lociStitched	chr2	217079828	217089090	1	9263	38185.3736	2359.0314	310			XRCC5	310	1
7_MACS_peak_25539_lociStitched	chr8	126285310	126316060	7	18379	42038.325	6254.55	311	NSMCE2		TRIB1	311	1
2_MACS_peak_12704_lociStitched	chr19	41801101	41817135	2	10240	38787.8494	3006.375	312	HNRNPUL1,CCDC97	TGFB1	CCDC97	312	1
3_MACS_peak_12394_lociStitched	chr19	16180321	16198252	3	9971	39127.2351	3347.7177	313	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	313	1
1_MACS_peak_17976_lociStitched	chr3	124501858	124512463	1	10606	38034.8325	2286.438	314	ITGB5		UMPS	314	1
2_MACS_peak_24784_lociStitched	chr8	26428366	26437370	2	8013	37834.808	2194.2748	315	DPYSL2		DPYSL2	315	1
2_MACS_peak_16515_lociStitched	chr22	26974839	26992317	2	12239	38998.6614	3397.7232	316	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	316	1
4_MACS_peak_21771_lociStitched	chr6	26017336	26034923	4	11748	39046.6574	3478.7086	317	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	317	1
1_MACS_peak_23588_lociStitched	chr7	47512599	47522766	1	10168	38311.2894	2770.5075	318	TNS3		TNS3	318	1
1_MACS_peak_13323_lociStitched	chr2	33699645	33705354	1	5710	37106.7873	1645.9047	319	RASGRP3	RASGRP3	RASGRP3	319	1
2_MACS_peak_1720_lociStitched	chr1	160640820	160656074	2	11406	39735.1446	4355.017	320	CD48	SLAMF1	SLAMF1	320	1
2_MACS_peak_21374_lociStitched	chr5	173696558	173709946	2	8978	38161.1552	2847.6276	321			HMP19	321	1
1_MACS_peak_23297_lociStitched	chr7	20254656	20261983	1	7328	37120.7801	1835.4135	322	MACC1		MACC1	322	1
1_MACS_peak_5545_lociStitched	chr12	15100877	15116322	1	15446	38850.353	3567.795	323	ARHGDIB	PDE6H,ERP27	ARHGDIB	323	1
1_MACS_peak_15970_lociStitched	chr20	60910988	60917011	1	6024	36845.1002	1641.2675	324	LAMA5	ADRM1,RPS21	LAMA5	324	1
7_MACS_peak_17350_lociStitched	chr3	46319649	46347304	7	18812	40592.009	5412.0835	325		CCR3,CCR2	CCR3	325	1
1_MACS_peak_2674_lociStitched	chr1	249111793	249121872	1	10080	38497.7484	3396.623	326	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	326	1
1_MACS_peak_15709_lociStitched	chr20	42307959	42312591	1	4633	36243.084	1169.1168	327	MYBL2	GTSF1L	MYBL2	327	1
1_MACS_peak_26612_lociStitched	chr9	126099804	126103775	1	3972	36210.3577	1190.1087	328		CRB2	CRB2	328	1
4_MACS_peak_15741_lociStitched	chr20	43583273	43609493	4	15785	40192.638	5181.072	329	STK4,TOMM34	PABPC1L	STK4	329	1
1_MACS_peak_12397_lociStitched	chr19	16221505	16232355	1	10851	37343.53	2384.83	330	RAB8A	TPM4,HSH2D	RAB8A	330	1
2_MACS_peak_1731_lociStitched	chr1	161007832	161019181	2	8307	38103.1326	3153.8871	331	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	331	1
2_MACS_peak_2123_lociStitched	chr1	200986225	200996925	2	9488	37994.63	3075.18	332	KIF21B		KIF21B	332	1
1_MACS_peak_18628_lociStitched	chr3	193817820	193823077	1	5258	37233.7539	2361.9701	333		HES1	HES1	333	1
3_MACS_peak_15717_lociStitched	chr20	42569151	42585567	3	11481	37870.0704	3002.4864	334	TOX2		TOX2	334	1
3_MACS_peak_18358_lociStitched	chr3	169481143	169492647	3	7168	37825.152	2963.4304	335	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	335	1
2_MACS_peak_22580_lociStitched	chr6	108982509	108999008	2	14347	37538.5248	2737.1841	336	FOXO3		NCRNA00222	336	1
2_MACS_peak_18316_lociStitched	chr3	160116089	160130887	2	9786	38787.0378	3999.8994	337	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	337	1
2_MACS_peak_7535_lociStitched	chr14	50465519	50476775	2	7952	36100.2432	1377.7344	338	C14orf182		C14orf182	338	1
2_MACS_peak_25815_lociStitched	chr9	5617219	5631032	2	7398	36938.7246	2406.2246	339	KIAA1432	KIAA1432	KIAA1432	339	1
2_MACS_peak_12755_lociStitched	chr19	44257619	44271830	2	8539	37151.8173	2658.8781	340	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	340	1
3_MACS_peak_22099_lociStitched	chr6	42737758	42752389	3	9793	37199.3175	2711.1243	341		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	341	1
1_MACS_peak_24168_lociStitched	chr7	113723577	113728529	1	4953	36170.3984	1721.3152	342	FOXP2		FOXP2	342	1
3_MACS_peak_16146_lociStitched	chr21	34695861	34712485	3	9333	39347.3456	5033.7472	343	IFNAR1		IFNAR1	343	1
3_MACS_peak_12355_lociStitched	chr19	13944003	13959321	3	9882	36963.8658	2651.5458	344	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	344	1
1_MACS_peak_26543_lociStitched	chr9	117145585	117151924	1	6340	35722.1667	1422.4716	345	AKNA		AKNA	345	1
2_MACS_peak_18445_lociStitched	chr3	178230225	178241347	2	10655	37724.7118	3428.9126	346		KCNMB2	KCNMB2	346	1
2_MACS_peak_22308_lociStitched	chr6	74220072	74234318	2	12163	37790.3642	3528.7342	347	EEF1A1	MTO1	EEF1A1	347	1
1_MACS_peak_10694_lociStitched	chr17	37924944	37938802	1	13859	37196.2578	2935.1244	348	IKZF3	GRB7,C17orf37	GRB7	348	1
1_MACS_peak_25632_lociStitched	chr8	134508230	134515722	1	7493	36159.3888	1966.65	349	ST3GAL1		ST3GAL1	349	1
3_MACS_peak_9123_lociStitched	chr15	101737818	101751266	3	9977	36555.6984	2376.2616	350	CHSY1		CHSY1	350	1
4_MACS_peak_3415_lociStitched	chr10	81946471	81966396	4	13961	37676.1825	3506.8	351	ANXA11		ANXA11	351	1
1_MACS_peak_11356_lociStitched	chr17	76884433	76889527	1	5095	35753.2578	1593.9126	352	TIMP2	USP36	TIMP2	352	1
2_MACS_peak_12650_lociStitched	chr19	39338336	39349115	2	8620	36056.8329	1929.441	353	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	353	1
3_MACS_peak_26690_lociStitched	chr9	130828675	130845746	3	14665	37470.845	3371.5225	354	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	354	1
1_MACS_peak_1603_lociStitched	chr1	154970829	154979763	1	8935	36375.6744	2314.7994	355	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	355	1
3_MACS_peak_11221_lociStitched	chr17	72733737	72757070	3	17745	38800.4457	4783.265	356	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	356	1
3_MACS_peak_12191_lociStitched	chr19	7400580	7410963	3	7020	36681.0624	2725.5375	357		ARHGEF18	ARHGEF18	357	1
3_MACS_peak_26482_lociStitched	chr9	112668865	112683236	3	9224	36877.4231	3127.1296	358	PALM2,PALM2-AKAP2		PALM2	358	1
2_MACS_peak_1931_lociStitched	chr1	178544487	178552145	2	7247	36406.132	2716.2926	359		C1orf220	C1orf220	359	1
1_MACS_peak_2181_lociStitched	chr1	203731991	203736433	1	4443	35240.1628	1600.4526	360	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	360	1
1_MACS_peak_1230_lociStitched	chr1	111172928	111181416	1	8489	34816.0784	1200.2032	361		KCNA2,KCNA3	KCNA2	361	1
2_MACS_peak_19300_lociStitched	chr4	84132311	84144198	2	9131	36594.1295	2989.5805	362			COQ2	362	1
1_MACS_peak_11014_lociStitched	chr17	55431179	55436779	1	5601	34876.24	1507.52	363	MSI2		MSI2	363	1
1_MACS_peak_2853_lociStitched	chr10	15826248	15832888	1	6641	34923.08	1580.32	364	FAM188A		ITGA8	364	1
2_MACS_peak_6394_lociStitched	chr12	104318624	104325971	2	6105	35339.07	2007.2004	365	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	365	1
1_MACS_peak_19207_lociStitched	chr4	76023116	76029921	1	6806	34996.0735	1695.1255	366			PARM1	366	1
3_MACS_peak_11202_lociStitched	chr17	70582382	70601745	3	13612	36913.6232	3768.0398	367	LOC100499467,FLJ26484		LOC100499467	367	1
5_MACS_peak_23022_lociStitched	chr6	157976506	158007197	5	15750	36120.2379	3041.4781	368	ZDHHC14	MIR3692	MIR3692	368	1
3_MACS_peak_14712_lociStitched	chr2	192530970	192546496	3	9920	36287.3672	3223.1976	369	OBFC2A		OBFC2A	369	1
2_MACS_peak_19052_lociStitched	chr4	48193455	48206533	2	10391	35640.1656	2585.5206	370	TEC		TXK	370	1
5_MACS_peak_4513_lociStitched	chr11	64611499	64634570	5	11485	36816.7018	3772.1085	371	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	371	1
