#18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_ROSE/18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam
#Using cutoff of 24858.251 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isSuperStretch
4_MACS_peak_19944_lociStitched	chr4	15767268	15787782	4	7390	8884.6134	3395.067	1055	0
1_MACS_peak_431_lociStitched	chr1	28570231	28577214	1	6984	17985.4148	1386.8238	1056	0
2_MACS_peak_10632_lociStitched	chr17	977597	985445	2	7117	15107.4	1199.9592	1057	0
4_MACS_peak_10177_lociStitched	chr16	53085943	53103384	4	7341	10185.544	2753.9339	1058	0
2_MACS_peak_16007_lociStitched	chr2	236402955	236412098	2	6862	19429.7893	887.7853	1059	0
2_MACS_peak_21547_lociStitched	chr5	58852869	58861838	2	5967	30178.8912	1352.5252	1060	0
4_MACS_peak_14902_lociStitched	chr2	112186418	112201385	4	7390	6949.1781	2065.446	1061	0
3_MACS_peak_15837_lociStitched	chr2	220109369	220120249	3	7130	15369.088	1851.776	1062	0
1_MACS_peak_17758_lociStitched	chr22	41839556	41845206	1	5651	32738.36	1404.59	1063	0
4_MACS_peak_2362_lociStitched	chr1	206989429	207007495	4	7311	12151.1916	4073.883	1064	0
3_MACS_peak_4614_lociStitched	chr11	58864736	58876381	3	7101	15873.2995	1999.4465	1065	0
2_MACS_peak_19410_lociStitched	chr3	169754910	169765278	2	7094	16099.4304	2089.152	1066	0
3_MACS_peak_1109_lociStitched	chr1	88052249	88061644	3	6979	17660.721	1387.6415	1067	0
2_MACS_peak_4681_lociStitched	chr11	62357949	62370152	2	6995	17845.6672	1909.7695	1068	0
1_MACS_peak_26918_lociStitched	chr8	120885161	120890719	1	5559	33326.3238	1427.2944	1069	0
1_MACS_peak_11948_lociStitched	chr17	76884483	76889519	1	5037	36702.8716	1329.504	1070	0
2_MACS_peak_8400_lociStitched	chr14	103270849	103279016	2	7209	11728.6287	725.2296	1071	0
3_MACS_peak_12779_lociStitched	chr19	5679261	5692475	3	7044	17686.939	2928.2224	1072	0
2_MACS_peak_2338_lociStitched	chr1	206132479	206139831	2	6979	18495.4264	2523.2064	1073	0
3_MACS_peak_829_lociStitched	chr1	52418127	52430582	3	7023	17471.874	2371.432	1074	0
2_MACS_peak_2602_lociStitched	chr1	226591510	226600108	2	6765	21743.4822	2282.769	1075	0
1_MACS_peak_4917_lociStitched	chr11	69060852	69067028	1	6177	27683.92	1281.52	1076	0
2_MACS_peak_12491_lociStitched	chr18	56751241	56762560	2	6676	22362.9483	1834.8099	1077	0
1_MACS_peak_13528_lociStitched	chr19	47216387	47222557	1	6171	27522.519	1139.599	1078	0
1_MACS_peak_19731_lociStitched	chr3	195631980	195637532	1	5553	33212.064	1533.4624	1079	0
2_MACS_peak_5638_lociStitched	chr12	6976015	6983526	2	7188	12408.9231	1520.9775	1080	0
1_MACS_peak_13589_lociStitched	chr19	49465077	49472185	1	7109	14197.5192	1301.4748	1081	0
1_MACS_peak_5529_lociStitched	chr11	132226134	132231565	1	5432	33651.0191	1114.9843	1082	0
2_MACS_peak_20431_lociStitched	chr4	87876786	87884299	2	6999	16256.6294	1057.0791	1083	0
2_MACS_peak_12650_lociStitched	chr19	1066314	1078207	2	6536	24632.7816	2397.6288	1084	0
1_MACS_peak_5186_lociStitched	chr11	102185909	102192113	1	6205	27383.8356	1446.1524	1085	0
1_MACS_peak_1936_lociStitched	chr1	167596265	167601901	1	5637	32502.812	1554.9724	1086	0
2_MACS_peak_20588_lociStitched	chr4	108950531	108958667	2	6428	25027.1496	1606.0464	1087	0
4_MACS_peak_958_lociStitched	chr1	66896761	66912694	4	7132	14318.9871	2499.8877	1088	0
2_MACS_peak_22389_lociStitched	chr5	150630174	150637910	2	7274	8811.304	1564.9928	1089	0
2_MACS_peak_19822_lociStitched	chr4	4029710	4037427	2	6434	24510.7354	1359.7354	1090	0
3_MACS_peak_9009_lociStitched	chr15	64381572	64389274	3	7049	15025.8318	1496.4986	1091	0
2_MACS_peak_11698_lociStitched	chr17	62980054	62986183	2	5652	31861.6065	1296.2835	1092	0
3_MACS_peak_18394_lociStitched	chr3	48506570	48521524	3	6974	17235.9804	2259.5494	1093	0
2_MACS_peak_22680_lociStitched	chr5	180610524	180620034	2	7232	9872.331	1612.896	1094	0
2_MACS_peak_13061_lociStitched	chr19	16476076	16484401	2	6297	26172.135	1576.755	1095	0
2_MACS_peak_15208_lociStitched	chr2	157188622	157200485	2	6628	22666.6341	2113.9866	1096	0
2_MACS_peak_1938_lociStitched	chr1	167682240	167692418	2	6981	17465.448	2933.2996	1097	0
1_MACS_peak_24954_lociStitched	chr7	47708171	47712437	1	4267	39886.6734	1082.2842	1098	0
3_MACS_peak_22732_lociStitched	chr6	3022987	3032692	3	6279	26041.4265	1478.0715	1099	0
1_MACS_peak_17681_lociStitched	chr22	39377072	39383350	1	6279	25876.6604	1365.465	1100	0
1_MACS_peak_3754_lociStitched	chr10	98028852	98034508	1	5657	31318.4032	1155.5208	1101	0
3_MACS_peak_22568_lociStitched	chr5	172191384	172205509	3	6936	17181.65	2154.0625	1102	0
2_MACS_peak_17031_lociStitched	chr21	32924583	32932808	2	7092	13555.6225	2080.925	1103	0
3_MACS_peak_4172_lociStitched	chr11	2792959	2801046	3	6654	20912.1733	1250.2502	1104	0
1_MACS_peak_2154_lociStitched	chr1	192543855	192550677	1	6823	19122.066	2119.5954	1105	0
1_MACS_peak_19550_lociStitched	chr3	182429979	182436041	1	6063	28398.6514	1912.561	1106	0
2_MACS_peak_11877_lociStitched	chr17	74488285	74498398	2	7152	10815.8535	1387.5036	1107	0
1_MACS_peak_26270_lociStitched	chr8	29203760	29210352	1	6593	21586.1632	1217.5424	1108	0
2_MACS_peak_13867_lociStitched	chr2	13681259	13691882	2	6467	23754.0903	1738.9851	1109	0
2_MACS_peak_16754_lociStitched	chr20	50788118	50798066	2	6029	28313.9976	1580.7372	1110	0
3_MACS_peak_10635_lociStitched	chr17	1010876	1024753	3	6995	15239.7214	1812.3362	1111	0
3_MACS_peak_20497_lociStitched	chr4	100729670	100743854	3	7031	15395.3136	2882.1888	1112	0
2_MACS_peak_12581_lociStitched	chr18	72162617	72170005	2	6868	17490.3512	1593.5916	1113	0
3_MACS_peak_24949_lociStitched	chr7	47610136	47622272	3	7123	11734.2984	1703.8944	1114	0
3_MACS_peak_6502_lociStitched	chr12	89855071	89869897	3	6991	15506.5134	2111.2224	1115	0
2_MACS_peak_4414_lociStitched	chr11	26126826	26135750	2	5993	28433.6488	1432.302	1116	0
3_MACS_peak_22237_lociStitched	chr5	139935621	139950104	3	7086	13538.7084	2508.4556	1117	0
1_MACS_peak_5692_lociStitched	chr12	9799509	9804805	1	5297	33765.7072	1282.6912	1118	0
3_MACS_peak_11846_lociStitched	chr17	73850596	73862328	3	6737	19581.8812	1803.2084	1119	0
3_MACS_peak_19226_lociStitched	chr3	148707952	148722419	3	7125	11630.0213	2321.9535	1120	0
1_MACS_peak_12977_lociStitched	chr19	12898795	12905531	1	6737	19016.4016	1286.576	1121	0
4_MACS_peak_6765_lociStitched	chr12	110431757	110449792	4	7174	8719.9225	1435.586	1122	0
3_MACS_peak_23176_lociStitched	chr6	31756273	31764567	3	6395	23640.3882	1249.0764	1123	0
3_MACS_peak_15818_lociStitched	chr2	219259987	219272287	3	6927	15579.18	1485.84	1124	0
2_MACS_peak_10970_lociStitched	chr17	20937054	20948108	2	6572	21690.1588	1661.4162	1125	0
2_MACS_peak_9817_lociStitched	chr16	15735384	15745841	2	6764	18705.4816	1661.6173	1126	0
2_MACS_peak_27435_lociStitched	chr9	33289031	33299120	2	6113	27243.3267	1839.2247	1127	0
2_MACS_peak_12482_lociStitched	chr18	56316341	56327455	2	6426	23976.2322	2114.9942	1128	0
2_MACS_peak_28663_lociStitched	chrX	39712473	39720878	2	5919	28028.1535	779.1435	1129	0
2_MACS_peak_5478_lociStitched	chr11	128274227	128286137	2	6526	22570.641	2112.834	1130	0
3_MACS_peak_19601_lociStitched	chr3	184660037	184671824	3	6775	19366.041	2747.5497	1131	0
3_MACS_peak_24672_lociStitched	chr7	22474413	22488272	3	7122	10751.8122	2362.9595	1132	0
2_MACS_peak_5518_lociStitched	chr11	130670642	130677948	2	6641	19630.4914	979.004	1133	0
2_MACS_peak_11744_lociStitched	chr17	66452576	66459664	2	6959	14145.5216	1355.9344	1134	0
3_MACS_peak_14510_lociStitched	chr2	71291295	71300471	3	6886	15963.4872	1618.6464	1135	0
2_MACS_peak_15792_lociStitched	chr2	216876774	216883298	2	6063	26877.5752	1272.18	1136	0
2_MACS_peak_19862_lociStitched	chr4	6987662	6995878	2	6613	20379.788	1420.5464	1137	0
2_MACS_peak_10701_lociStitched	chr17	3813542	3820652	2	6560	21002.229	1285.488	1138	0
1_MACS_peak_13585_lociStitched	chr19	49374910	49380667	1	5758	29630.1276	1209.5457	1139	0
3_MACS_peak_14840_lociStitched	chr2	109220842	109230513	3	7122	9389.5739	1522.2154	1140	0
1_MACS_peak_6739_lociStitched	chr12	109082735	109088007	1	5273	33395.484	1259.4808	1141	0
2_MACS_peak_23910_lociStitched	chr6	109775071	109782945	2	6900	14947.2142	1233.8558	1142	0
2_MACS_peak_17596_lociStitched	chr22	36648383	36656523	2	5900	28691.058	1680.096	1143	0
2_MACS_peak_11736_lociStitched	chr17	66230269	66236302	2	5959	27453.1665	1078.7004	1144	0
2_MACS_peak_5308_lociStitched	chr11	115125818	115136592	2	6467	22511.1956	1861.7472	1145	0
2_MACS_peak_23021_lociStitched	chr6	26215252	26225370	2	6550	21435.9948	1983.128	1146	0
4_MACS_peak_14669_lociStitched	chr2	87806447	87821526	4	7169	6191.4374	2008.5228	1147	0
1_MACS_peak_25764_lociStitched	chr7	134853075	134857299	1	4225	39321.6384	1396.8768	1148	0
3_MACS_peak_4759_lociStitched	chr11	64878593	64890815	3	6964	13552.9758	1948.1868	1149	0
3_MACS_peak_24079_lociStitched	chr6	130833790	130847623	3	6934	14438.8854	2159.3313	1150	0
1_MACS_peak_12726_lociStitched	chr19	2595003	2600431	1	5429	32023.0288	1395.5388	1151	0
1_MACS_peak_6307_lociStitched	chr12	62995198	62998338	1	3141	42594.414	555.466	1152	0
1_MACS_peak_25427_lociStitched	chr7	101929295	101935973	1	6679	18106.7292	1010.3814	1153	0
2_MACS_peak_3002_lociStitched	chr10	14993690	15003274	2	6359	23272.8272	1683.9088	1154	0
2_MACS_peak_4902_lociStitched	chr11	68032820	68041890	2	6703	18044.765	1530.109	1155	0
2_MACS_peak_10584_lociStitched	chr16	88846662	88857593	2	6853	14486.8543	838.4077	1156	0
1_MACS_peak_2987_lociStitched	chr10	14596011	14602912	1	6902	13948.9913	1392.6218	1157	0
3_MACS_peak_13614_lociStitched	chr19	50311727	50322728	3	6821	16015.2558	1823.9658	1158	0
2_MACS_peak_1786_lociStitched	chr1	158978362	158986563	2	6748	17751.8846	2287.2589	1159	0
2_MACS_peak_7337_lociStitched	chr13	50697347	50705607	2	6788	15356.992	702.926	1160	0
1_MACS_peak_16690_lociStitched	chr20	46386425	46392688	1	6264	23778.7321	1319.6141	1161	0
2_MACS_peak_9795_lociStitched	chr16	14491885	14501899	2	5596	30431.5446	1456.0356	1162	0
1_MACS_peak_12706_lociStitched	chr19	2234665	2241172	1	6508	20952.54	1736.0676	1163	0
2_MACS_peak_22160_lociStitched	chr5	133977751	133986177	2	6492	20960.5176	1544.4858	1164	0
2_MACS_peak_15633_lociStitched	chr2	201237388	201246819	2	6997	10904.1222	1588.1804	1165	0
2_MACS_peak_19017_lociStitched	chr3	126629140	126637016	2	6172	24547.9168	1231.0188	1166	0
2_MACS_peak_1574_lociStitched	chr1	150130952	150139085	2	6383	22686.1902	1924.2678	1167	0
1_MACS_peak_15076_lociStitched	chr2	133021627	133027379	1	5753	32713.9248	5238.3464	1168	0
1_MACS_peak_4986_lociStitched	chr11	74659129	74665999	1	6871	13866.408	1465.371	1169	0
1_MACS_peak_2866_lociStitched	chr10	3824064	3829012	1	4949	34348.5212	928.7396	1170	0
1_MACS_peak_27623_lociStitched	chr9	70644978	70651572	1	6595	18563.4288	1001.6286	1171	0
2_MACS_peak_18381_lociStitched	chr3	47820891	47831631	2	6487	20756.124	1580.928	1172	0
3_MACS_peak_13803_lociStitched	chr2	8653981	8666772	3	6859	14256.8486	1916.0918	1173	0
2_MACS_peak_5510_lociStitched	chr11	130045315	130053077	2	6455	20716.0018	1246.5772	1174	0
4_MACS_peak_2591_lociStitched	chr1	226335384	226349021	4	7095	5775.2695	2796.9487	1175	0
2_MACS_peak_12248_lociStitched	chr18	23760015	23771878	2	6636	18586.9484	1974.0032	1176	0
1_MACS_peak_14968_lociStitched	chr2	114643455	114649526	1	6072	25285.1079	1215.4142	1177	0
1_MACS_peak_17598_lociStitched	chr22	36725583	36731276	1	5694	28860.0942	1177.8817	1178	0
2_MACS_peak_18087_lociStitched	chr3	17780682	17790044	2	6531	19517.8976	1365.9158	1179	0
2_MACS_peak_3842_lociStitched	chr10	104153034	104159997	2	5997	26029.0866	1261.6956	1180	0
2_MACS_peak_1627_lociStitched	chr1	151891845	151900614	2	6788	15416.7789	1911.642	1181	0
2_MACS_peak_10690_lociStitched	chr17	3459504	3466874	2	5093	33420.002	1240.371	1182	0
4_MACS_peak_15945_lociStitched	chr2	232526450	232540590	4	6918	11536.826	1292.396	1183	0
1_MACS_peak_4392_lociStitched	chr11	21432144	21438082	1	5939	26352.2502	1087.2478	1184	0
2_MACS_peak_10421_lociStitched	chr16	71841371	71852893	2	6097	25274.6592	1674.1466	1185	0
3_MACS_peak_367_lociStitched	chr1	26601899	26615574	3	6994	9907.5375	2357.57	1186	0
2_MACS_peak_10052_lociStitched	chr16	30536978	30547346	2	6003	26236.224	1771.8912	1187	0
2_MACS_peak_12072_lociStitched	chr18	2635730	2643156	2	6605	17996.1684	1402.7714	1188	0
1_MACS_peak_18048_lociStitched	chr3	14727648	14733903	1	6256	22693.14	1197.8325	1189	0
1_MACS_peak_8089_lociStitched	chr14	69258061	69263644	1	5584	28860.7602	602.964	1190	0
1_MACS_peak_8747_lociStitched	chr15	42895093	42901667	1	6575	18299.3864	1357.531	1191	0
3_MACS_peak_1240_lociStitched	chr1	107900765	107909772	3	6900	10789.4853	766.4957	1192	0
3_MACS_peak_20629_lociStitched	chr4	113200081	113210618	3	6884	11999.5356	1566.8519	1193	0
1_MACS_peak_19079_lociStitched	chr3	130567416	130574048	1	6633	16939.4544	1093.6168	1194	0
2_MACS_peak_26368_lociStitched	chr8	38621959	38628826	2	6867	11980.8549	1273.1418	1195	0
2_MACS_peak_16680_lociStitched	chr20	46040289	46046777	2	6016	25364.1872	1317.7128	1196	0
2_MACS_peak_17529_lociStitched	chr22	31884159	31893816	2	6214	23306.2038	1509.3891	1197	0
2_MACS_peak_25445_lociStitched	chr7	102246940	102258180	2	6972	10694.86	3704.704	1198	0
3_MACS_peak_12826_lociStitched	chr19	7400582	7410990	3	6367	22095.1432	2324.1064	1199	0
2_MACS_peak_10775_lociStitched	chr17	7209562	7219692	2	6241	22906.969	1521.526	1200	0
2_MACS_peak_16772_lociStitched	chr20	52237038	52244734	2	5458	30339.9408	1258.296	1201	0
3_MACS_peak_5156_lociStitched	chr11	95940341	95950575	3	6837	12836.5062	1707.0312	1202	0
2_MACS_peak_3029_lociStitched	chr10	17268786	17275160	2	6278	21994.1244	1138.3964	1203	0
2_MACS_peak_8566_lociStitched	chr15	31368595	31376866	2	6085	24710.4396	1558.2564	1204	0
2_MACS_peak_14652_lociStitched	chr2	86843767	86851676	2	6790	13586.0802	1346.1118	1205	0
2_MACS_peak_4547_lociStitched	chr11	46137087	46144542	2	6777	13441.365	963.186	1206	0
1_MACS_peak_9358_lociStitched	chr15	86231517	86237368	1	5852	26747.8465	1269.0819	1207	0
3_MACS_peak_697_lociStitched	chr1	43389313	43402897	3	6858	12168.5472	1903.1184	1208	0
3_MACS_peak_4778_lociStitched	chr11	65236170	65246179	3	5855	27055.3279	1666.4985	1209	0
1_MACS_peak_26255_lociStitched	chr8	28346959	28353186	1	6228	22613.3505	1326.351	1210	0
3_MACS_peak_10074_lociStitched	chr16	30952669	30970110	3	6644	17350.3068	2351.0468	1211	0
3_MACS_peak_10935_lociStitched	chr17	19084243	19100643	3	6720	15616.08	2210.72	1212	0
3_MACS_peak_11131_lociStitched	chr17	33694340	33703627	3	6731	14685.5331	1545.3568	1213	0
2_MACS_peak_22590_lociStitched	chr5	173349913	173356903	2	6960	7462.524	1171.524	1214	0
2_MACS_peak_7369_lociStitched	chr13	53023212	53030811	2	6234	21805.3305	718.1055	1215	0
1_MACS_peak_27937_lociStitched	chr9	104187828	104192937	1	5110	32495.7945	1114.2729	1216	0
2_MACS_peak_27760_lociStitched	chr9	91924594	91935206	2	6525	18852.218	1951.5468	1217	0
1_MACS_peak_14886_lociStitched	chr2	111431843	111437668	1	5826	26702.3825	1167.9125	1218	0
2_MACS_peak_28204_lociStitched	chr9	130688802	130700967	2	6952	8182.179	1881.9255	1219	0
2_MACS_peak_17429_lociStitched	chr22	24536593	24544725	2	6883	10282.914	1331.2084	1220	0
2_MACS_peak_17522_lociStitched	chr22	31681957	31690377	2	6692	15381.656	1619.166	1221	0
2_MACS_peak_27993_lociStitched	chr9	112729767	112738070	2	6508	18703.3378	1648.1455	1222	0
1_MACS_peak_6212_lociStitched	chr12	56319950	56326455	1	6506	18240.6705	1198.8715	1223	0
1_MACS_peak_6573_lociStitched	chr12	94582365	94588550	1	6186	22914.188	1446.6715	1224	0
2_MACS_peak_15088_lociStitched	chr2	134707865	134713920	2	5741	27308.05	1126.23	1225	0
3_MACS_peak_5750_lociStitched	chr12	12845417	12858123	3	6075	24882.1598	2152.3964	1226	0
1_MACS_peak_9194_lociStitched	chr15	75491497	75497726	1	6230	22030.1043	1183.51	1227	0
3_MACS_peak_23621_lociStitched	chr6	76517115	76531274	3	6891	10018.9084	1995.0031	1228	0
1_MACS_peak_27070_lociStitched	chr8	134227621	134232129	1	4509	35843.5588	987.252	1229	0
2_MACS_peak_17066_lociStitched	chr21	34751684	34757201	2	5468	30259.6416	1827.2304	1230	0
2_MACS_peak_9419_lociStitched	chr15	90613492	90620417	2	6778	12550.1775	1267.275	1231	0
3_MACS_peak_4088_lociStitched	chr10	130825189	130835965	3	6726	13873.0224	1367.4744	1232	0
2_MACS_peak_19897_lociStitched	chr4	10096277	10107297	2	6344	20975.468	1843.646	1233	0
1_MACS_peak_20433_lociStitched	chr4	87925534	87931326	1	5793	26657.1008	1210.528	1234	0
1_MACS_peak_15379_lociStitched	chr2	174826697	174831721	1	5025	32359.0816	735.5136	1235	0
3_MACS_peak_15098_lociStitched	chr2	134935337	134942782	3	6809	11298.532	1370.6245	1236	0
1_MACS_peak_27218_lociStitched	chr9	624333	630199	1	5867	25715.9574	1115.7132	1237	0
2_MACS_peak_7032_lociStitched	chr12	131354925	131365731	2	6824	10317.5688	912.0264	1238	0
2_MACS_peak_26278_lociStitched	chr8	29466230	29474474	2	5689	27641.3076	1365.2064	1239	0
1_MACS_peak_25785_lociStitched	chr7	137707560	137714282	1	6723	13635.577	1575.6368	1240	0
1_MACS_peak_620_lociStitched	chr1	39973060	39977286	1	4227	37053.1454	923.8036	1241	0
1_MACS_peak_18919_lociStitched	chr3	119810692	119815653	1	4962	32832.8902	925.2265	1242	0
2_MACS_peak_18526_lociStitched	chr3	55687504	55696723	2	6756	12253.8948	1256.5497	1243	0
1_MACS_peak_19937_lociStitched	chr4	15002399	15008167	1	5769	26304.964	928.0712	1244	0
1_MACS_peak_21520_lociStitched	chr5	56109432	56115561	1	6130	22392.9144	915.0597	1245	0
2_MACS_peak_9083_lociStitched	chr15	68516426	68523194	2	6480	17778.8592	1238.544	1246	0
2_MACS_peak_4805_lociStitched	chr11	65654743	65662431	2	6801	11006.1408	1386.1464	1247	0
3_MACS_peak_24781_lociStitched	chr7	32766744	32778838	3	6770	12056.5086	1558.9166	1248	0
1_MACS_peak_12493_lociStitched	chr18	56806178	56812056	1	5879	25588.1096	1404.2542	1249	0
1_MACS_peak_23292_lociStitched	chr6	36559238	36565446	1	6209	21400.8384	1085.7792	1250	0
3_MACS_peak_6701_lociStitched	chr12	105618775	105630850	3	6856	9353.295	2068.4475	1251	0
2_MACS_peak_17118_lociStitched	chr21	37906373	37915906	2	5022	33264.4502	2014.3229	1252	0
2_MACS_peak_23168_lociStitched	chr6	31627288	31634927	2	6598	15499.531	1404.0482	1253	0
3_MACS_peak_12601_lociStitched	chr18	74766116	74778393	3	6801	10502.9735	1489.2001	1254	0
3_MACS_peak_23895_lociStitched	chr6	109186331	109197562	3	6555	16547.7554	1700.3734	1255	0
3_MACS_peak_8096_lociStitched	chr14	70076924	70083869	3	6874	6827.6295	640.329	1256	0
2_MACS_peak_20328_lociStitched	chr4	77221470	77229392	2	6250	21183.428	1632.7242	1257	0
3_MACS_peak_23212_lociStitched	chr6	33167082	33177093	3	6601	15394.9158	1584.7413	1258	0
3_MACS_peak_21769_lociStitched	chr5	86365272	86378595	3	6686	13854.5877	2102.3694	1259	0
4_MACS_peak_5755_lociStitched	chr12	12950053	12967211	4	6779	12026.0422	2841.3648	1260	0
1_MACS_peak_22855_lociStitched	chr6	12007871	12013884	1	6014	23204.7683	916.3812	1261	0
3_MACS_peak_9620_lociStitched	chr16	2556592	2571967	3	6654	14254.1625	1940.325	1262	0
4_MACS_peak_15460_lociStitched	chr2	181844196	181857448	4	6878	6518.6588	1900.3368	1263	0
2_MACS_peak_6607_lociStitched	chr12	96586846	96593772	2	6061	22607.8492	973.7956	1264	0
3_MACS_peak_25961_lociStitched	chr7	155532982	155547036	3	6859	8606.6696	3090.4746	1265	0
4_MACS_peak_1374_lociStitched	chr1	117046482	117060354	4	6858	6628.0416	1084.7904	1266	0
2_MACS_peak_1245_lociStitched	chr1	107992954	108003674	2	5973	23607.584	981.952	1267	0
1_MACS_peak_8904_lociStitched	chr15	53019764	53025380	1	5617	27382.4928	1182.168	1268	0
2_MACS_peak_15603_lociStitched	chr2	198072856	198082863	2	6230	21258.8708	1814.2691	1269	0
1_MACS_peak_19642_lociStitched	chr3	186499896	186505294	1	5399	29991.8278	1944.3596	1270	0
2_MACS_peak_26152_lociStitched	chr8	21770158	21778466	2	6698	12358.15	1427.3144	1271	0
1_MACS_peak_8041_lociStitched	chr14	64967970	64974219	1	6250	19736.8416	626.1498	1272	0
3_MACS_peak_10593_lociStitched	chr16	89180223	89194666	3	6582	14393.8938	837.694	1273	0
2_MACS_peak_17202_lociStitched	chr21	44843656	44851853	2	6656	13372.5858	1495.9525	1274	0
4_MACS_peak_10725_lociStitched	chr17	4692652	4711199	4	6786	10245.3628	2112.5033	1275	0
1_MACS_peak_8449_lociStitched	chr14	106206608	106212070	1	5463	27891.1568	443.5144	1276	0
2_MACS_peak_9378_lociStitched	chr15	89177391	89184501	2	6310	19359.819	1194.48	1277	0
4_MACS_peak_12916_lociStitched	chr19	10978121	10990621	4	6788	9572.5	1685	1278	0
1_MACS_peak_9182_lociStitched	chr15	75298645	75303265	1	4621	34224.036	889.812	1279	0
2_MACS_peak_21182_lociStitched	chr5	1791879	1802506	2	6458	17291.1917	1643.9969	1280	0
1_MACS_peak_1630_lociStitched	chr1	152006472	152012345	1	5874	25616.8514	2229.3908	1281	0
4_MACS_peak_25119_lociStitched	chr7	73252590	73266700	4	6753	10517.594	1942.947	1282	0
2_MACS_peak_8435_lociStitched	chr14	105947131	105958480	2	6251	19939.0581	1368.6894	1283	0
1_MACS_peak_8129_lociStitched	chr14	72942292	72948639	1	6348	17730.3445	681.6678	1284	0
4_MACS_peak_11961_lociStitched	chr17	78227933	78238576	4	6591	14033.8598	1526.2062	1285	0
1_MACS_peak_6368_lociStitched	chr12	68766560	68770396	1	3837	38190.4488	1141.21	1286	0
4_MACS_peak_12032_lociStitched	chr17	80447789	80458015	4	6812	6872.8946	1591.1656	1287	0
3_MACS_peak_25735_lociStitched	chr7	130903045	130917317	3	6616	14862.8608	3061.344	1288	0
3_MACS_peak_4523_lociStitched	chr11	44585960	44596583	3	6703	10989.4935	1569.0171	1289	0
2_MACS_peak_2814_lociStitched	chr1	247373086	247380667	2	6408	17875.2399	2052.9348	1290	0
2_MACS_peak_2084_lociStitched	chr1	183594681	183606090	2	6574	15104.3751	2505.4164	1291	0
2_MACS_peak_15638_lociStitched	chr2	201312619	201322095	2	6735	9805.7648	1607.1296	1292	0
1_MACS_peak_24511_lociStitched	chr7	5460405	5466739	1	6335	17660.4588	664.4366	1293	0
3_MACS_peak_28994_lociStitched	chrX	78393647	78409556	3	6818	5630.1951	1307.7198	1294	0
1_MACS_peak_26659_lociStitched	chr8	81011208	81017711	1	6504	15221.5721	1214.1101	1295	0
2_MACS_peak_9758_lociStitched	chr16	11712526	11719488	2	6555	13990.139	1177.9704	1296	0
2_MACS_peak_18913_lociStitched	chr3	119355767	119362685	2	5216	30233.7354	1384.2918	1297	0
1_MACS_peak_20185_lociStitched	chr4	56812387	56817151	1	4765	32886.3684	930.8856	1298	0
3_MACS_peak_24823_lociStitched	chr7	37244156	37253425	3	6773	7618.1911	1478.4055	1299	0
3_MACS_peak_4723_lociStitched	chr11	63948346	63959283	3	6633	12754.7294	1935.849	1300	0
1_MACS_peak_3872_lociStitched	chr10	105229834	105233214	1	3381	39482.456	763.542	1301	0
1_MACS_peak_20194_lociStitched	chr4	57622356	57626822	1	4467	34482.8792	830.676	1302	0
3_MACS_peak_1660_lociStitched	chr1	154153812	154167528	3	6622	13836.7008	3060.0396	1303	0
1_MACS_peak_28296_lociStitched	chr9	134550775	134555683	1	4909	32005.5588	1118.0424	1304	0
2_MACS_peak_11442_lociStitched	chr17	46124146	46134813	2	6133	21456.6705	1968.0615	1305	0
2_MACS_peak_2867_lociStitched	chr10	3846226	3854398	2	6014	22419.882	1435.8204	1306	0
2_MACS_peak_13757_lociStitched	chr19	59065256	59071870	2	5882	23833.549	1349.256	1307	0
1_MACS_peak_4160_lociStitched	chr11	1870985	1876978	1	5994	22035.0624	861.7934	1308	0
1_MACS_peak_5341_lociStitched	chr11	117877858	117883891	1	6034	21990.285	1331.4831	1309	0
3_MACS_peak_21514_lociStitched	chr5	55954207	55967219	3	6061	22223.1948	1936.1856	1310	0
1_MACS_peak_23024_lociStitched	chr6	26249026	26254100	1	5075	30820.4908	1228.4154	1311	0
3_MACS_peak_10659_lociStitched	chr17	1618281	1628870	3	5867	24204.3362	1668.8264	1312	0
3_MACS_peak_16279_lociStitched	chr20	17875344	17885653	3	6699	9381.19	1512.3303	1313	0
2_MACS_peak_14426_lociStitched	chr2	65657216	65664963	2	6391	16424.4147	1162.05	1314	0
1_MACS_peak_17653_lociStitched	chr22	38572334	38578557	1	6224	19358.5084	1423.8224	1315	0
3_MACS_peak_11311_lociStitched	chr17	40705838	40720372	3	6537	14605.2166	2293.4652	1316	0
1_MACS_peak_182_lociStitched	chr1	14361719	14367649	1	5931	22904.625	1189.558	1317	0
