REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
2_MACS_peak_23773_lociStitched	chr6	94125945	94130306	2	3638	2305.2246	761.4306
1_MACS_peak_27452_lociStitched	chr9	34123305	34127666	1	4362	7882.507500000001	869.1473
2_MACS_peak_16423_lociStitched	chr20	32139888	32144247	2	4028	11793.2745	835.6203
2_MACS_peak_21088_lociStitched	chr4	186040807	186045166	2	3063	3299.763	659.9526000000001
1_MACS_peak_3848_lociStitched	chr10	104260849	104265207	1	4359	5848.0002	1048.099
2_MACS_peak_23001_lociStitched	chr6	25960006	25964364	2	4347	8889.448400000001	900.7986
1_MACS_peak_13424_lociStitched	chr19	42771601	42775954	1	4354	18070.173600000002	1052.5554
2_MACS_peak_26128_lociStitched	chr8	19202041	19206394	2	3842	5667.606	816.6228
1_MACS_peak_18859_lociStitched	chr3	112676934	112681285	1	4352	9287.6446	815.8125
1_MACS_peak_21254_lociStitched	chr5	14211674	14216022	1	4349	18392.04	732.2031999999999
2_MACS_peak_6513_lociStitched	chr12	91967873	91972220	2	2607	2396.5011	526.8564
2_MACS_peak_24710_lociStitched	chr7	25002561	25006906	2	3116	3197.4855	890.7249999999999
1_MACS_peak_21340_lociStitched	chr5	32570683	32575027	1	4345	23196.96	893.5608
1_MACS_peak_10822_lociStitched	chr17	8149289	8153632	1	4344	20328.2801	838.6333
1_MACS_peak_24334_lociStitched	chr6	156714664	156719004	1	4341	26366.802000000003	477.4
2_MACS_peak_15332_lociStitched	chr2	170979125	170983463	2	2228	1684.0116	706.2264
2_MACS_peak_772_lociStitched	chr1	46527604	46531941	2	3408	4324.4227	759.4087000000001
1_MACS_peak_17453_lociStitched	chr22	26896860	26901197	1	4338	14306.0282	721.2431
1_MACS_peak_24108_lociStitched	chr6	133561304	133565641	1	4338	4364.3231	529.114
1_MACS_peak_21881_lociStitched	chr5	99278510	99282846	1	4337	25948.791999999998	972.1312
1_MACS_peak_27360_lociStitched	chr9	20353001	20357335	1	4335	4715.392000000001	495.3762
2_MACS_peak_13759_lociStitched	chr19	59083503	59087836	2	3886	9652.190799999998	862.7003
1_MACS_peak_23757_lociStitched	chr6	90992847	90997178	1	4332	30062.7703	984.8693999999999
2_MACS_peak_9746_lociStitched	chr16	11349077	11353407	2	3721	5710.4039999999995	763.379
1_MACS_peak_16845_lociStitched	chr20	57480133	57484462	1	4330	14333.319	852.3801
2_MACS_peak_3186_lociStitched	chr10	35378252	35382579	2	3583	7396.5738	773.2349
1_MACS_peak_12410_lociStitched	chr18	48677503	48681829	1	4327	42199.6974	1087.1238
2_MACS_peak_19273_lociStitched	chr3	152769386	152773712	2	2346	2878.5204	718.9812
1_MACS_peak_4199_lociStitched	chr11	3966877	3971201	1	4325	7060.6596	944.3616000000001
1_MACS_peak_771_lociStitched	chr1	46506213	46510536	1	4324	16583.028	743.5559999999999
1_MACS_peak_4131_lociStitched	chr11	533895	538218	1	4324	4447.502399999999	370.9134
1_MACS_peak_23254_lociStitched	chr6	34622878	34627201	1	4324	33401.6595	904.8039000000001
1_MACS_peak_25958_lociStitched	chr7	155087997	155092320	1	4324	15542.914200000001	1226.4351
2_MACS_peak_6251_lociStitched	chr12	57142414	57146732	2	3748	8554.3898	722.4014
1_MACS_peak_14898_lociStitched	chr2	111877003	111881321	1	4319	14083.157	541.909
1_MACS_peak_1456_lociStitched	chr1	144906299	144910616	1	4318	19563.7806	1407.7737
1_MACS_peak_1921_lociStitched	chr1	167188181	167192498	1	4318	23703.7836	1001.1123
1_MACS_peak_26795_lociStitched	chr8	101962234	101966551	1	4318	16116.224400000001	447.6729
2_MACS_peak_4268_lociStitched	chr11	9737859	9742175	2	2548	1461.8292	519.2148
1_MACS_peak_10878_lociStitched	chr17	16944773	16949089	1	4317	3872.3152	577.9123999999999
1_MACS_peak_25681_lociStitched	chr7	128145009	128149324	1	4316	20680.5005	1302.267
2_MACS_peak_16663_lociStitched	chr20	44746458	44750772	2	3612	2213.9447999999998	691.9656
2_MACS_peak_26770_lociStitched	chr8	99952954	99957265	2	2427	1420.4745	357.81300000000005
2_MACS_peak_7584_lociStitched	chr13	108867544	108871854	2	2932	4132.8589999999995	558.145
1_MACS_peak_11354_lociStitched	chr17	42245251	42249561	1	4311	14915.617	749.0780000000001
2_MACS_peak_29055_lociStitched	chrX	100669773	100674082	2	2725	2959.8520999999996	445.55060000000003
1_MACS_peak_21851_lociStitched	chr5	95156665	95160973	1	4309	19822.400400000002	987.8244
1_MACS_peak_4953_lociStitched	chr11	72523342	72527649	1	4308	32118.5911	1047.4624
1_MACS_peak_11382_lociStitched	chr17	43223927	43228234	1	4308	17309.4023	1109.0525
1_MACS_peak_13103_lociStitched	chr19	17514764	17519070	1	4307	20065.529400000003	768.1904000000001
1_MACS_peak_18297_lociStitched	chr3	44224738	44229044	1	4307	7935.958	900.8152
1_MACS_peak_4856_lociStitched	chr11	67053946	67058250	1	4305	21955.9952	648.6128
1_MACS_peak_10356_lociStitched	chr16	68415514	68419818	1	4305	13813.2576	945.1583999999999
1_MACS_peak_2496_lociStitched	chr1	218335936	218340238	1	4303	48373.839	1218.3264
2_MACS_peak_17557_lociStitched	chr22	34314829	34319131	2	4302	6522.6924	492.1488
1_MACS_peak_12655_lociStitched	chr19	1130260	1134556	1	4297	12028.3704	1095.9096
1_MACS_peak_15004_lociStitched	chr2	122287118	122291413	1	4296	16182.701	984.8435000000001
1_MACS_peak_28697_lociStitched	chrX	42800772	42805067	1	4296	23491.932	670.02
1_MACS_peak_10982_lociStitched	chr17	25543177	25547471	1	4295	19012.5438	748.4442
2_MACS_peak_26675_lociStitched	chr8	82065463	82069756	2	3230	3004.2414	798.9273
1_MACS_peak_14400_lociStitched	chr2	64975545	64979837	1	4293	11150.616	805.1791999999999
2_MACS_peak_18947_lociStitched	chr3	121809973	121814265	2	3260	2821.99	711.1844
1_MACS_peak_11772_lociStitched	chr17	70416099	70420389	1	4291	25897.014	910.338
2_MACS_peak_16184_lociStitched	chr20	5985859	5990149	2	2530	3536.676	626.3399999999999
1_MACS_peak_1599_lociStitched	chr1	150977806	150982095	1	4290	12241.2349	1412.3677
1_MACS_peak_16596_lociStitched	chr20	42308094	42312383	1	4290	34358.7501	1049.0894
2_MACS_peak_16907_lociStitched	chr20	62693567	62697855	2	2819	3195.4175999999998	614.0416
1_MACS_peak_24558_lociStitched	chr7	7605841	7610127	1	4287	10543.9886	737.6206
1_MACS_peak_22363_lociStitched	chr5	149789335	149793620	1	4286	11406.2415	1069.1075
2_MACS_peak_6897_lociStitched	chr12	121121794	121126078	2	3963	4457.5019999999995	457.95959999999997
1_MACS_peak_14668_lociStitched	chr2	87795128	87799410	1	4283	13155.1604	789.6008
1_MACS_peak_15635_lociStitched	chr2	201269955	201274237	1	4283	6724.0246	891.5124
2_MACS_peak_5480_lociStitched	chr11	128337734	128342015	2	4249	6166.3524	792.8412000000001
1_MACS_peak_16163_lociStitched	chr20	4874548	4878829	1	4282	6615.0012	795.4098
1_MACS_peak_19422_lociStitched	chr3	170072378	170076658	1	4281	25986.448	929.188
2_MACS_peak_22859_lociStitched	chr6	12116307	12120586	2	2958	4616.6131	622.1666
1_MACS_peak_12694_lociStitched	chr19	1939577	1943855	1	4279	15293.422199999999	844.0494
1_MACS_peak_1448_lociStitched	chr1	144518454	144522726	1	4273	17394.3024	910.3632
1_MACS_peak_19047_lociStitched	chr3	128821675	128825947	1	4273	19737.067199999998	861.6623999999999
2_MACS_peak_24338_lociStitched	chr6	156955591	156959863	2	3150	3050.6351999999997	287.5056
1_MACS_peak_9882_lociStitched	chr16	21528081	21532352	1	4272	13059.8638	1268.0599
1_MACS_peak_3480_lociStitched	chr10	74078401	74082671	1	4271	20813.688	760.06
1_MACS_peak_23193_lociStitched	chr6	32142984	32147250	1	4267	9871.524	863.0118
1_MACS_peak_24954_lociStitched	chr7	47708171	47712437	1	4267	39886.6734	1082.2841999999998
1_MACS_peak_19165_lociStitched	chr3	140561534	140565798	1	4265	8490.4768	808.4544
2_MACS_peak_24552_lociStitched	chr7	7240459	7244723	2	3245	3997.0736	622.1176
1_MACS_peak_9151_lociStitched	chr15	74674473	74678734	1	4262	16249.3235	1046.9277
2_MACS_peak_14812_lociStitched	chr2	106189505	106193766	2	4123	5474.5328	821.0947
1_MACS_peak_19397_lociStitched	chr3	167965929	167970190	1	4262	20518.8455	1531.8295
2_MACS_peak_22989_lociStitched	chr6	25298222	25302483	2	2688	2209.3284999999996	731.6137
1_MACS_peak_8642_lociStitched	chr15	37390381	37394641	1	4261	11304.336	698.2139999999999
1_MACS_peak_27793_lociStitched	chr9	93795326	93799585	1	4260	63014.8863	965.0894
2_MACS_peak_27118_lociStitched	chr8	142126639	142130894	2	4221	12802.8695	654.8445
2_MACS_peak_27407_lociStitched	chr9	30075010	30079265	2	3037	2670.0125	707.1809999999999
2_MACS_peak_2265_lociStitched	chr1	202776672	202780926	2	2927	2144.4414	889.086
1_MACS_peak_22512_lociStitched	chr5	162885399	162889653	1	4255	25448.2788	891.6384
1_MACS_peak_8874_lociStitched	chr15	52310692	52314944	1	4253	9609.9452	845.7228
2_MACS_peak_11066_lociStitched	chr17	29294883	29299135	2	3778	9031.248	770.8875999999999
1_MACS_peak_5010_lociStitched	chr11	76478475	76482726	1	4252	6184.3548	681.8603999999999
2_MACS_peak_5725_lociStitched	chr12	11881674	11885925	2	3681	7872.4269	658.905
1_MACS_peak_27366_lociStitched	chr9	20620913	20625164	1	4252	6573.3213	398.31870000000004
1_MACS_peak_14435_lociStitched	chr2	67689550	67693799	1	4250	17622.3026	822.1815
2_MACS_peak_22961_lociStitched	chr6	22954451	22958697	2	3203	4143.2468	903.5487999999999
2_MACS_peak_15650_lociStitched	chr2	201921305	201925549	2	2893	1684.4435999999998	746.0952000000001
1_MACS_peak_6685_lociStitched	chr12	104679380	104683622	1	4243	13521.799200000001	846.279
1_MACS_peak_1588_lociStitched	chr1	150583094	150587335	1	4242	10794.1932	1335.0668
2_MACS_peak_25039_lociStitched	chr7	65335556	65339797	2	3740	5418.7257	684.9215
2_MACS_peak_60_lociStitched	chr1	3565682	3569919	2	2787	2400.6842	450.3931
2_MACS_peak_23625_lociStitched	chr6	76633030	76637267	2	3173	2510.8462	608.4332
1_MACS_peak_19764_lociStitched	chr3	197460690	197464926	1	4237	15919.3116	1314.8544
1_MACS_peak_14387_lociStitched	chr2	64749472	64753706	1	4235	11703.1994	886.1762000000001
1_MACS_peak_23009_lociStitched	chr6	26053847	26058080	1	4234	26391.4851	861.8388
1_MACS_peak_1437_lociStitched	chr1	143741951	143746183	1	4233	34189.0584	1464.272
1_MACS_peak_6456_lociStitched	chr12	80544878	80549110	1	4233	4717.4104	815.5064000000001
1_MACS_peak_19886_lociStitched	chr4	9495642	9499873	1	4232	14275.394	732.8091999999999
2_MACS_peak_2975_lociStitched	chr10	13340944	13345173	2	3633	7201.1412	658.0323999999999
2_MACS_peak_11274_lociStitched	chr17	39831961	39836190	2	2954	4842.6279	589.0997
1_MACS_peak_15705_lociStitched	chr2	204581493	204585720	1	4228	6024.3204000000005	848.3589
2_MACS_peak_18977_lociStitched	chr3	124091662	124095889	2	3603	4326.7572	646.731
1_MACS_peak_26928_lociStitched	chr8	121820778	121825005	1	4228	4656.885899999999	661.9481999999999
1_MACS_peak_620_lociStitched	chr1	39973060	39977286	1	4227	37053.145399999994	923.8036
1_MACS_peak_28187_lociStitched	chr9	130210894	130215120	1	4227	10053.231399999999	789.4168
2_MACS_peak_20818_lociStitched	chr4	144296180	144300405	2	3759	2568.7999999999997	798.1025000000001
1_MACS_peak_25764_lociStitched	chr7	134853075	134857299	1	4225	39321.6384	1396.8768
1_MACS_peak_4037_lociStitched	chr10	125295249	125299472	1	4224	11121.692799999999	715.3761999999999
1_MACS_peak_15723_lociStitched	chr2	206948127	206952348	1	4222	18512.0397	627.2406000000001
2_MACS_peak_28469_lociStitched	chrX	10049897	10054118	2	4095	10821.7998	368.49330000000003
2_MACS_peak_19871_lociStitched	chr4	7829623	7833843	2	1947	1225.9099999999999	495.84999999999997
1_MACS_peak_762_lociStitched	chr1	46048806	46053025	1	4220	6018.825400000001	883.4586
1_MACS_peak_1583_lociStitched	chr1	150335257	150339476	1	4220	33671.839	1432.3505
1_MACS_peak_2195_lociStitched	chr1	198125006	198129225	1	4220	13233.737299999999	1336.5792000000001
2_MACS_peak_2355_lociStitched	chr1	206887443	206891661	2	3938	5389.3386	984.0594
1_MACS_peak_17507_lociStitched	chr22	30818589	30822807	1	4219	8388.758399999999	907.7136
1_MACS_peak_28477_lociStitched	chrX	11128565	11132783	1	4219	5334.926399999999	496.4586
1_MACS_peak_13124_lociStitched	chr19	18389751	18393968	1	4218	10878.173200000001	451.219
2_MACS_peak_17488_lociStitched	chr22	29781234	29785451	2	3591	3356.3103	805.0252999999999
2_MACS_peak_21382_lociStitched	chr5	37735081	37739297	2	3018	3106.3488	785.0192000000001
1_MACS_peak_21055_lociStitched	chr4	184423741	184427954	1	4214	13088.5271	701.8858
1_MACS_peak_21596_lociStitched	chr5	65220265	65224478	1	4214	21491.7769	850.6047
1_MACS_peak_24880_lociStitched	chr7	43149561	43153774	1	4214	12640.2639	590.6626
1_MACS_peak_25814_lociStitched	chr7	140770938	140775149	1	4212	4917.605799999999	915.4714
2_MACS_peak_11688_lociStitched	chr17	62769749	62773958	2	2752	1753.8903	616.6184999999999
2_MACS_peak_19306_lociStitched	chr3	156304747	156308955	2	2850	2321.5535999999997	886.2048000000001
2_MACS_peak_26863_lociStitched	chr8	107606996	107611204	2	2978	2297.9888	370.7248
2_MACS_peak_29254_lociStitched	chrX	133506455	133510663	2	4185	4228.619199999999	449.8352
1_MACS_peak_2730_lociStitched	chr1	235665437	235669644	1	4208	25635.7752	1170.3874
2_MACS_peak_969_lociStitched	chr1	67464187	67468391	2	2417	1881.29	556.1892
1_MACS_peak_13210_lociStitched	chr19	29092250	29096452	1	4203	10851.244799999999	681.1442
1_MACS_peak_21448_lociStitched	chr5	49961053	49965254	1	4202	16666.2072	746.0976
2_MACS_peak_24290_lociStitched	chr6	149968856	149973056	2	2558	1733.76	256.2
1_MACS_peak_569_lociStitched	chr1	36849987	36854186	1	4200	16023.384	974.5879
2_MACS_peak_15270_lociStitched	chr2	163588018	163592217	2	3763	8793.125900000001	707.9514
1_MACS_peak_2193_lociStitched	chr1	197775066	197779263	1	4198	30117.2523	1337.5838999999999
2_MACS_peak_25459_lociStitched	chr7	103413622	103417818	2	2498	1771.9708	549.2564
1_MACS_peak_8794_lociStitched	chr15	45489842	45494034	1	4193	13919.9552	1279.8176
1_MACS_peak_6527_lociStitched	chr12	92600907	92605097	1	4191	34130.901999999995	1011.0469999999999
1_MACS_peak_24655_lociStitched	chr7	20368400	20372590	1	4191	33293.320999999996	971.661
1_MACS_peak_18075_lociStitched	chr3	16305399	16309586	1	4188	6759.074100000001	787.5747
1_MACS_peak_764_lociStitched	chr1	46150809	46154994	1	4186	15787.0755	1110.699
2_MACS_peak_3155_lociStitched	chr10	31670415	31674600	2	4018	8184.6045	590.5035
1_MACS_peak_18674_lociStitched	chr3	79065526	79069710	1	4185	13768.2888	694.9624
1_MACS_peak_16926_lociStitched	chr21	11167976	11172158	1	4183	30644.8596	2708.2632
1_MACS_peak_17306_lociStitched	chr22	19417012	19421192	1	4181	12653.696	780.4060000000001
2_MACS_peak_27352_lociStitched	chr9	19229799	19233979	2	3665	4816.196	333.98199999999997
2_MACS_peak_6981_lociStitched	chr12	124872851	124877029	2	3874	5415.9414	404.8482
2_MACS_peak_5019_lociStitched	chr11	77167300	77171477	2	3329	6072.5226	771.0741999999999
1_MACS_peak_13422_lociStitched	chr19	42745605	42749782	1	4178	10475.4983	867.9806000000001
1_MACS_peak_16598_lociStitched	chr20	42378129	42382306	1	4178	29072.755400000002	1136.5617
1_MACS_peak_15742_lociStitched	chr2	208488233	208492409	1	4177	14501.5776	670.248
1_MACS_peak_14340_lociStitched	chr2	61762654	61766828	1	4175	24146.59	880.7139999999999
1_MACS_peak_21421_lociStitched	chr5	43007131	43011305	1	4175	14864.4488	969.6202000000001
1_MACS_peak_15023_lociStitched	chr2	128144074	128148247	1	4174	10100.746500000001	617.6039999999999
1_MACS_peak_20393_lociStitched	chr4	83292810	83296983	1	4174	18257.709600000002	810.3966
1_MACS_peak_854_lociStitched	chr1	53790485	53794657	1	4173	10321.1108	690.0487999999999
1_MACS_peak_26158_lociStitched	chr8	21995831	22000003	1	4173	5659.318	859.8492
1_MACS_peak_27247_lociStitched	chr9	3524099	3528269	1	4171	22248.201	798.972
1_MACS_peak_12357_lociStitched	chr18	43923076	43927245	1	4170	7255.7276	780.4368000000001
1_MACS_peak_27751_lociStitched	chr9	89560178	89564345	1	4168	5488.7724	540.8765999999999
1_MACS_peak_589_lociStitched	chr1	38154775	38158941	1	4167	10652.462	1103.1568
1_MACS_peak_13497_lociStitched	chr19	46009114	46013280	1	4167	7431.7274	742.3812
1_MACS_peak_15623_lociStitched	chr2	198868468	198872634	1	4167	22509.7312	860.279
2_MACS_peak_24099_lociStitched	chr6	132672932	132677098	2	3089	8606.956	693.639
1_MACS_peak_11403_lociStitched	chr17	44268753	44272917	1	4165	12355.8372	645.42
2_MACS_peak_13845_lociStitched	chr2	11269493	11273657	2	2437	1612.7171999999998	598.3668
2_MACS_peak_21390_lociStitched	chr5	37909290	37913454	2	2346	1780.9428	587.1239999999999
1_MACS_peak_10604_lociStitched	chr16	89554118	89558280	1	4163	2872.6124	296.3344
2_MACS_peak_6847_lociStitched	chr12	117144829	117148990	2	3644	3938.3865	388.2213
1_MACS_peak_20679_lociStitched	chr4	121638630	121642790	1	4161	6928.48	841.1519999999999
1_MACS_peak_23971_lociStitched	chr6	116951712	116955872	1	4161	7610.719999999999	1145.248
1_MACS_peak_25904_lociStitched	chr7	150017368	150021528	1	4161	14534.207999999999	1354.0800000000002
1_MACS_peak_2293_lociStitched	chr1	203732247	203736405	1	4159	46384.1532	1355.0922
1_MACS_peak_14385_lociStitched	chr2	64551939	64556097	1	4159	8948.016000000001	922.6601999999999
1_MACS_peak_7243_lociStitched	chr13	41632478	41636634	1	4157	12829.1564	419.75600000000003
1_MACS_peak_23413_lociStitched	chr6	44213118	44217274	1	4157	11866.2112	711.9228
2_MACS_peak_29006_lociStitched	chrX	81379563	81383719	2	3323	3228.3808000000004	332.0644
1_MACS_peak_24534_lociStitched	chr7	6474960	6479115	1	4156	5113.973999999999	713.4135
1_MACS_peak_8557_lociStitched	chr15	30916008	30920161	1	4154	24246.4599	816.0645000000001
1_MACS_peak_13662_lociStitched	chr19	54692268	54696420	1	4153	14021.303999999998	840.7800000000001
1_MACS_peak_2679_lociStitched	chr1	231555043	231559194	1	4152	13964.3791	980.8813
1_MACS_peak_13125_lociStitched	chr19	18413579	18417730	1	4152	17495.6348	672.8770999999999
1_MACS_peak_11397_lociStitched	chr17	43660547	43664697	1	4151	32523.965	727.0799999999999
2_MACS_peak_7156_lociStitched	chr13	31037548	31041694	2	4052	8819.371200000001	355.7268
1_MACS_peak_24059_lociStitched	chr6	129554154	129558298	1	4145	10129.5936	756.6944000000001
1_MACS_peak_23248_lociStitched	chr6	34282270	34286410	1	4141	4064.652	625.968
1_MACS_peak_26057_lociStitched	chr8	11055850	11059988	1	4139	12421.4484	756.4264
2_MACS_peak_11036_lociStitched	chr17	27915086	27919223	2	4058	4474.9929	662.3337
1_MACS_peak_889_lociStitched	chr1	59247728	59251862	1	4135	14286.6906	818.532
2_MACS_peak_9729_lociStitched	chr16	10670890	10675024	2	2197	1692.8729999999998	437.7906
1_MACS_peak_2366_lociStitched	chr1	207094085	207098218	1	4134	36766.3414	1664.3591
1_MACS_peak_3372_lociStitched	chr10	64412001	64416134	1	4134	5980.0377	929.9250000000001
1_MACS_peak_6371_lociStitched	chr12	68874160	68878293	1	4134	20368.6639	922.4856000000001
2_MACS_peak_7766_lociStitched	chr14	24681635	24685768	2	3578	6647.1039	513.3186000000001
1_MACS_peak_3166_lociStitched	chr10	32665496	32669628	1	4133	10959.3036	775.1632
1_MACS_peak_16303_lociStitched	chr20	19758534	19762665	1	4132	17864.9226	885.2733
2_MACS_peak_8743_lociStitched	chr15	42839593	42843723	2	3900	7449.281	715.729
2_MACS_peak_11641_lociStitched	chr17	59486425	59490554	2	2525	2208.6021	532.2280999999999
1_MACS_peak_24765_lociStitched	chr7	30359692	30363818	1	4127	14696.812	826.4378
1_MACS_peak_14441_lociStitched	chr2	68477001	68481126	1	4126	10258.875	744.15
1_MACS_peak_26371_lociStitched	chr8	38661618	38665743	1	4126	9375.7125	789.525
1_MACS_peak_12430_lociStitched	chr18	51734624	51738748	1	4125	13890.4568	759.6408
1_MACS_peak_15481_lociStitched	chr2	183579595	183583719	1	4125	9821.718400000002	677.5732
2_MACS_peak_20009_lociStitched	chr4	25860690	25864814	2	3841	3399.4132	860.2664
1_MACS_peak_26240_lociStitched	chr8	27900939	27905062	1	4124	10408.925799999999	747.4998999999999
2_MACS_peak_6842_lociStitched	chr12	116796227	116800349	2	3900	7648.7832	533.3868
1_MACS_peak_19959_lociStitched	chr4	17810084	17814205	1	4122	11533.0306	771.0391
2_MACS_peak_4023_lociStitched	chr10	123273131	123277251	2	3981	8791.668	681.0360000000001
2_MACS_peak_4582_lociStitched	chr11	47868881	47873001	2	3749	7506.64	710.6999999999999
2_MACS_peak_27074_lociStitched	chr8	134402832	134406952	2	3063	5394.316	843.3639999999999
1_MACS_peak_1458_lociStitched	chr1	144964509	144968625	1	4117	17108.154000000002	1513.8648
1_MACS_peak_5890_lociStitched	chr12	27372744	27376859	1	4116	21149.8655	718.479
1_MACS_peak_11013_lociStitched	chr17	27069282	27073397	1	4116	7733.731	594.6175
1_MACS_peak_8624_lociStitched	chr15	34657100	34661214	1	4115	13588.9534	776.3118000000001
2_MACS_peak_8514_lociStitched	chr15	24513441	24517554	2	3529	5618.7693	806.148
1_MACS_peak_17074_lociStitched	chr21	34913134	34917246	1	4113	31342.8976	1405.4816
1_MACS_peak_17403_lociStitched	chr22	23497906	23502018	1	4113	21305.094399999998	969.6096
2_MACS_peak_127_lociStitched	chr1	10310673	10314782	2	3922	4034.6271	738.3873
1_MACS_peak_21424_lociStitched	chr5	43064052	43068157	1	4106	20786.898999999998	761.4775
1_MACS_peak_2568_lociStitched	chr1	225613474	225617577	1	4104	22991.1605	1091.8083
1_MACS_peak_12213_lociStitched	chr18	20819683	20823786	1	4104	17627.7189	755.7726
1_MACS_peak_384_lociStitched	chr1	27112131	27116233	1	4103	27665.939000000002	847.8833999999999
1_MACS_peak_10401_lociStitched	chr16	70555550	70559652	1	4103	19313.8568	861.42
1_MACS_peak_26969_lociStitched	chr8	125485198	125489300	1	4103	14180.614	837.6283999999999
1_MACS_peak_7598_lociStitched	chr13	110437925	110442026	1	4102	7041.0069	567.1683
1_MACS_peak_6712_lociStitched	chr12	106640300	106644400	1	4101	8447.23	727.75
2_MACS_peak_12975_lociStitched	chr19	12885621	12889720	2	2977	2382.3388	648.4618
2_MACS_peak_14704_lociStitched	chr2	91957899	91961998	2	3342	2361.4339	614.4401
1_MACS_peak_7068_lociStitched	chr13	20531157	20535254	1	4098	13034.1958	419.5328
1_MACS_peak_8597_lociStitched	chr15	32905384	32909478	1	4095	24082.545599999998	821.2564
1_MACS_peak_20713_lociStitched	chr4	124317399	124321493	1	4095	6628.186	761.0746
1_MACS_peak_4734_lociStitched	chr11	64035871	64039964	1	4094	15047.914499999999	1010.5617000000001
1_MACS_peak_13836_lociStitched	chr2	10547363	10551456	1	4094	9051.260199999999	876.3113000000001
1_MACS_peak_29444_lociStitched	chrY	1603131	1607224	1	4094	11713.3474	257.0404
1_MACS_peak_10565_lociStitched	chr16	87899360	87903451	1	4092	4310.6867	424.2367
1_MACS_peak_13037_lociStitched	chr19	15441614	15445705	1	4092	6280.912300000001	680.3333
1_MACS_peak_25577_lociStitched	chr7	116138974	116143063	1	4090	7695.498	1270.8612
1_MACS_peak_1527_lociStitched	chr1	147929367	147933455	1	4089	17599.2488	883.4168
1_MACS_peak_13536_lociStitched	chr19	47613724	47617810	1	4087	42550.3782	958.5756
1_MACS_peak_15506_lociStitched	chr2	187914715	187918801	1	4087	21498.0804	590.0184
1_MACS_peak_7895_lociStitched	chr14	50436402	50440485	1	4084	25386.0525	490.3683
1_MACS_peak_18625_lociStitched	chr3	71029412	71033495	1	4084	13816.4637	707.5839000000001
1_MACS_peak_20119_lociStitched	chr4	42656730	42660813	1	4084	15766.9128	759.438
1_MACS_peak_19467_lociStitched	chr3	175052976	175057058	1	4083	16978.2626	998.049
1_MACS_peak_10821_lociStitched	chr17	8123908	8127989	1	4082	16080.364300000001	942.3029
2_MACS_peak_4505_lociStitched	chr11	41807368	41811448	2	2150	1160.3519999999999	448.392
1_MACS_peak_2728_lociStitched	chr1	235489531	235493610	1	4080	14275.2763	1183.3179
2_MACS_peak_6353_lociStitched	chr12	67842942	67847020	2	3237	3948.3196	849.0396
1_MACS_peak_17617_lociStitched	chr22	37254209	37258287	1	4079	11726.6968	968.525
1_MACS_peak_23016_lociStitched	chr6	26170043	26174121	1	4079	12521.091199999999	683.4728
1_MACS_peak_5966_lociStitched	chr12	32673514	32677590	1	4077	19191.0308	775.2552000000001
2_MACS_peak_24153_lociStitched	chr6	137081541	137085616	2	3477	2272.22	687.045
2_MACS_peak_26415_lociStitched	chr8	43014997	43019072	2	2198	1551.3525	622.2525
2_MACS_peak_18560_lociStitched	chr3	59371382	59375453	2	3628	4774.0617	618.792
1_MACS_peak_9099_lociStitched	chr15	69958366	69962436	1	4071	11891.726	860.805
1_MACS_peak_15821_lociStitched	chr2	219432069	219436139	1	4071	16047.603	942.205
2_MACS_peak_663_lociStitched	chr1	41173909	41177978	2	3033	3462.3121	670.9780999999999
1_MACS_peak_17226_lociStitched	chr21	45717305	45721374	1	4070	13091.1937	1064.4504
1_MACS_peak_26226_lociStitched	chr8	27181115	27185184	1	4070	6362.2884	894.3661999999999
1_MACS_peak_11530_lociStitched	chr17	50222386	50226454	1	4069	9906.8004	586.1988
1_MACS_peak_16139_lociStitched	chr20	3775698	3779766	1	4069	12885.39	851.4324
1_MACS_peak_17866_lociStitched	chr22	48491846	48495914	1	4069	32807.1996	991.7783999999999
1_MACS_peak_20398_lociStitched	chr4	83930872	83934940	1	4069	6520.5972	722.8836
1_MACS_peak_18452_lociStitched	chr3	50372610	50376676	1	4067	17075.980199999998	709.9236
1_MACS_peak_2421_lociStitched	chr1	211431059	211435123	1	4065	32438.0352	1035.1008
1_MACS_peak_20525_lociStitched	chr4	103421177	103425241	1	4065	10801.2992	756.7168
1_MACS_peak_27364_lociStitched	chr9	20439596	20443660	1	4065	10380.2688	386.08
1_MACS_peak_28418_lociStitched	chrX	1653126	1657186	1	4061	11885.244	287.042
2_MACS_peak_11721_lociStitched	chr17	65253497	65257556	2	2853	3299.9669999999996	642.9456
2_MACS_peak_26410_lociStitched	chr8	42875554	42879612	2	2954	3566.982	494.2644
1_MACS_peak_13275_lociStitched	chr19	36206421	36210478	1	4058	8264.920399999999	684.8216
1_MACS_peak_23727_lociStitched	chr6	89323822	89327879	1	4058	14907.8522	666.5651
1_MACS_peak_11451_lociStitched	chr17	46516432	46520488	1	4057	17303.3016	977.496
2_MACS_peak_5221_lociStitched	chr11	107435397	107439452	2	3048	7417.0005	831.6805
1_MACS_peak_20845_lociStitched	chr4	146856263	146860318	1	4056	9195.117999999999	483.356
1_MACS_peak_3085_lociStitched	chr10	24737548	24741602	1	4055	9419.0636	715.9364
