REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_3937_lociStitched	chr10	112215895	112226092	2	9092	89341.0155	2242.3203	188		DUSP5	DUSP5	188	1
2_MACS_peak_17665_lociStitched	chr22	38782130	38797186	2	15019	40816.816	2511.3408	189	LOC400927	KCNJ4	LOC400927	189	1
3_MACS_peak_3579_lociStitched	chr10	81001226	81020426	3	14733	45233.28	3129.6	190	ZMIZ1		PPIF	190	1
1_MACS_peak_2393_lociStitched	chr1	209275163	209283972	1	8810	90442.003	2800.3811	191			LOC642587	191	1
1_MACS_peak_14920_lociStitched	chr2	112455649	112465578	1	9930	83708.4203	2375.0168	192			ANAPC1	192	1
2_MACS_peak_17479_lociStitched	chr22	29206771	29221513	2	12070	70721.7966	2778.867	193		CCDC117,XBP1	XBP1	193	1
3_MACS_peak_23427_lociStitched	chr6	45382922	45402677	3	12919	63611.1	2846.6955	194	RUNX2	SUPT3H	RUNX2	194	1
4_MACS_peak_16631_lociStitched	chr20	43583380	43609282	4	14981	39891.6702	4545.801	195	STK4,TOMM34	PABPC1L	STK4	195	1
3_MACS_peak_14156_lociStitched	chr2	42323210	42334945	3	11502	74121.7805	2430.3185	196		PKDCC	PKDCC	196	1
2_MACS_peak_6952_lociStitched	chr12	123371202	123387432	2	15001	36173.424	1876.188	197	VPS37B		VPS37B	197	1
5_MACS_peak_21785_lociStitched	chr5	87954388	87976746	5	12220	69537.8516	3315.6914	198	LOC645323,MIR9-2		MIR9-2	198	1
3_MACS_peak_2712_lociStitched	chr1	234734117	234749976	3	12023	71414.6629	3831.5344	199	IRF2BP2	NCRNA00184	IRF2BP2	199	1
4_MACS_peak_2093_lociStitched	chr1	183865173	183885918	4	11633	75385.2555	5043.1095	200	RGL1		GLT25D2	200	1
2_MACS_peak_24906_lociStitched	chr7	44661656	44680197	2	14766	41025.6707	3439.3555	201	OGDH	DDX56,TMED4	OGDH	201	1
5_MACS_peak_9078_lociStitched	chr15	68478727	68503739	5	14626	43063.1604	3474.1668	202	PIAS1,CALML4,CLN6		CALML4	202	1
4_MACS_peak_5065_lociStitched	chr11	82764830	82790270	4	13618	56331.792	4454.544	203	RAB30	SNORA70E	RAB30	203	1
4_MACS_peak_653_lociStitched	chr1	40838995	40858497	4	14672	40571.9608	3566.9158	204	SMAP2	SMAP2	SMAP2	204	1
2_MACS_peak_20336_lociStitched	chr4	77608880	77624823	2	14670	38760.6216	3164.6855	206	SHROOM3		ANKRD56	206	1
3_MACS_peak_26661_lociStitched	chr8	81046253	81062204	3	14796	35853.0627	2695.719	207	TPD52		TPD52	207	1
4_MACS_peak_8787_lociStitched	chr15	45001774	45029343	4	14356	44885.0889	4766.6801	208	B2M,TRIM69	SPG11,PATL2	B2M	208	1
2_MACS_peak_11890_lociStitched	chr17	75078871	75093204	2	13973	47966.8178	2687.4375	209	C17orf86,SCARNA16	SEC14L1	SCARNA16	209	1
2_MACS_peak_1838_lociStitched	chr1	161144153	161157829	2	10974	76567.8212	4314.778	210	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	210	1
2_MACS_peak_20256_lociStitched	chr4	71541777	71555429	2	10394	78242.3424	2786.3732	211	UTP3	ENAM,RUFY3,IGJ	UTP3	211	1
2_MACS_peak_19504_lociStitched	chr3	178230235	178241494	2	11020	74440.0044	2862.0378	212		KCNMB2	KCNMB2	212	1
5_MACS_peak_15700_lociStitched	chr2	204548263	204573736	5	13569	54007.8546	4587.6873	213	CD28		CD28	213	1
1_MACS_peak_17663_lociStitched	chr22	38700384	38715157	1	14774	33335.2745	2558.6836	214	CSNK1E	TMEM184B	CSNK1E	214	1
1_MACS_peak_11233_lociStitched	chr17	37925024	37938840	1	13817	48624.0304	2912.4128	215	IKZF3	GRB7,C17orf37	GRB7	215	1
2_MACS_peak_28211_lociStitched	chr9	130828793	130845810	2	14326	40759.1184	2739.737	217	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	217	1
5_MACS_peak_2149_lociStitched	chr1	192498652	192521242	5	12956	59949.342	4933.656	218		RGS1	RGS1	218	1
5_MACS_peak_27155_lociStitched	chr8	145001993	145028002	5	14780	32472.2365	3105.4746	219	PLEC,MIR661	GRINA,PARP10	PLEC	219	1
3_MACS_peak_11777_lociStitched	chr17	70582327	70601757	3	13603	50632.637	3318.644	220	LOC100499467,FLJ26484		LOC100499467	220	1
2_MACS_peak_22289_lociStitched	chr5	142771291	142785926	2	13809	46166.1075	2151.345	221	NR3C1		NR3C1	221	1
5_MACS_peak_21489_lociStitched	chr5	55272622	55291990	5	14743	30260.5632	3083.3856	222	IL6ST		IL6ST	222	1
2_MACS_peak_18337_lociStitched	chr3	46245849	46257237	2	9780	79291.2276	2673.9024	223	CCR1	CCR3	CCR1	223	1
3_MACS_peak_20281_lociStitched	chr4	74453989	74475610	3	12324	62281.4526	3543.6819	224	RASSF6		RASSF6	224	1
3_MACS_peak_19060_lociStitched	chr3	129026586	129048480	3	14217	39514.2912	3776.715	225	C3orf47,H1FX	C3orf37	H1FX	225	1
2_MACS_peak_19651_lociStitched	chr3	186779669	186792556	2	9331	82244.834	3788.778	226	ST6GAL1		ST6GAL1	226	1
1_MACS_peak_21341_lociStitched	chr5	32580867	32593351	1	12485	59302.7452	2684.06	227	SUB1		SUB1	227	1
2_MACS_peak_14482_lociStitched	chr2	70310174	70323422	2	8851	82972.224	2735.712	228	PCBP1,LOC400960	LOC100133985	PCBP1	228	1
2_MACS_peak_17459_lociStitched	chr22	26974595	26992452	2	13566	46358.5577	2969.6191	229	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	229	1
3_MACS_peak_27801_lociStitched	chr9	94181243	94195819	3	13323	48908.3104	2559.5456	230	NFIL3		NFIL3	230	1
3_MACS_peak_11943_lociStitched	chr17	76763382	76779673	3	13953	39961.823	2570.7198	231	CYTH1		CYTH1	231	1
1_MACS_peak_11385_lociStitched	chr17	43298040	43308584	1	10545	72371.9072	2114.072	232	FMNL1	LOC100133991,C17orf46	FMNL1	232	1
2_MACS_peak_21338_lociStitched	chr5	32530451	32543952	2	12684	55719.9771	2921.6164	233		SUB1	SUB1	233	1
2_MACS_peak_23172_lociStitched	chr6	31694566	31709359	2	12178	60241.5339	2862.4455	234	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	234	1
2_MACS_peak_5306_lociStitched	chr11	115090780	115102479	2	8812	81324.4286	2046.1551	235	CADM1		CADM1	235	1
5_MACS_peak_14218_lociStitched	chr2	46785669	46804523	5	14059	37230.9938	3344.6996	236	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	236	1
1_MACS_peak_11679_lociStitched	chr17	62196772	62210570	1	13799	40349.4914	2541.5916	237	ERN1	SNORD104,SNORA76	ERN1	237	1
4_MACS_peak_20324_lociStitched	chr4	77117772	77136539	4	13595	43479.3856	3460.6348	238	SCARB2	FAM47E,NUP54	SCARB2	238	1
2_MACS_peak_22126_lociStitched	chr5	131822109	131837869	2	13304	47035.72	3134.664	239	IRF1	IL5	IRF1	239	1
1_MACS_peak_381_lociStitched	chr1	27018170	27031221	1	13052	49495.9175	2505.792	240	ARID1A		ARID1A	240	1
1_MACS_peak_22851_lociStitched	chr6	11827686	11836746	1	9061	78879.984	1832.838	241		C6orf105	C6orf105	241	1
4_MACS_peak_13073_lociStitched	chr19	16693819	16717003	4	12652	55024.9056	4101.2496	242	MED26	CHERP,SLC35E1	SLC35E1	242	1
2_MACS_peak_23032_lociStitched	chr6	26355335	26367576	2	11018	67479.7366	2642.8319	243	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	243	1
2_MACS_peak_16775_lociStitched	chr20	52267630	52279301	2	11116	65826.7742	2370.3801	244			ZNF217	244	1
2_MACS_peak_25563_lociStitched	chr7	114561734	114574202	2	10144	73308.0996	3478.572	245	MDFIC		MDFIC	245	1
4_MACS_peak_17717_lociStitched	chr22	39910342	39929620	4	13671	39583.5174	3527.874	246	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	246	1
1_MACS_peak_9286_lociStitched	chr15	81584811	81597118	1	12308	55699.0206	3125.978	247	IL16	STARD5	IL16	247	1
1_MACS_peak_287_lociStitched	chr1	23849067	23858980	1	9914	73283.8351	2458.424	248	E2F2	ASAP3,ID3	E2F2	248	1
3_MACS_peak_19261_lociStitched	chr3	151985489	152002103	3	14150	28885.1004	2988.8586	249	MBNL1,LOC401093	MBNL1	LOC401093	249	1
1_MACS_peak_20544_lociStitched	chr4	105407165	105417820	1	10656	68009.7995	2083.0525	250	CXXC4		CXXC4	250	1
1_MACS_peak_4958_lociStitched	chr11	72861810	72869856	1	8047	81928.395	1905.2928	251		FCHSD2	FCHSD2	251	1
3_MACS_peak_16827_lociStitched	chr20	55957954	55975506	3	13967	32097.3424	2789.0128	252	RBM38	RAE1,MTRNR2L3	RBM38	252	1
3_MACS_peak_19405_lociStitched	chr3	169656552	169668463	3	10338	70938.3427	3430.368	253	SAMD7,LOC100128164	SEC62	LOC100128164	253	1
6_MACS_peak_26241_lociStitched	chr8	27930117	27951569	6	13787	35563.1256	3646.84	254	ELP3,C8orf80		C8orf80	254	1
2_MACS_peak_24973_lociStitched	chr7	50343602	50357785	2	13349	41373.2293	2599.7439	255	IKZF1		IKZF1	255	1
5_MACS_peak_12707_lociStitched	chr19	2254458	2274538	5	13322	42149.928	4335.272	258	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	258	1
6_MACS_peak_14484_lociStitched	chr2	70334955	70360877	6	12474	52144.6952	4144.9278	259	LOC100133985	PCBP1,LOC400960	LOC100133985	259	1
4_MACS_peak_3596_lociStitched	chr10	81946258	81966431	4	13392	39637.9277	3689.6417	260	ANXA11		ANXA11	260	1
5_MACS_peak_16790_lociStitched	chr20	52539105	52566823	5	13399	40326.9182	4523.5776	261	BCAS1	SUMO1P1	SUMO1P1	261	1
4_MACS_peak_1724_lociStitched	chr1	155902468	155922622	4	13810	31486.5942	4329.0792	262	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	262	1
5_MACS_peak_29203_lociStitched	chrX	128902391	128921406	5	13514	33989.3125	2106.862	263	XPNPEP2,SASH3		SASH3	263	1
2_MACS_peak_6499_lociStitched	chr12	89738099	89749693	2	10819	63786.7098	2164.5998	264	DUSP6		DUSP6	264	1
2_MACS_peak_23884_lociStitched	chr6	108986047	108998749	2	12382	49375.2144	1937.055	265	FOXO3		NCRNA00222	265	1
1_MACS_peak_4608_lociStitched	chr11	58339994	58348192	1	8199	78631.117	1860.946	266	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	266	1
1_MACS_peak_2349_lociStitched	chr1	206727856	206738815	1	10960	63620.2827	3341.3991	267	RASSF5	LGTN	RASSF5	267	1
3_MACS_peak_27989_lociStitched	chr9	112668733	112683329	3	9539	72076.5076	2692.962	268	PALM2,PALM2-AKAP2		PALM2	268	1
1_MACS_peak_16627_lociStitched	chr20	43270166	43282238	1	12073	51764.736	2322.6528	269	ADA	LOC79015	ADA	269	1
3_MACS_peak_14692_lociStitched	chr2	89049551	89066679	3	10166	67626.4824	2761.0336	270	RPIA,ANKRD36BP2		ANKRD36BP2	270	1
2_MACS_peak_10730_lociStitched	chr17	4842004	4855271	2	12098	51112.4442	2468.9887	271	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	271	1
2_MACS_peak_17053_lociStitched	chr21	34600547	34613231	2	10367	66598.6104	3295.3032	272	IFNAR2	IL10RB	IFNAR2	272	1
1_MACS_peak_23208_lociStitched	chr6	32934599	32943182	1	8584	75698.6268	1941.4746	273	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	273	1
5_MACS_peak_5727_lociStitched	chr12	11901702	11920174	5	13021	39007.3224	3212.2808	274	ETV6		ETV6	274	1
2_MACS_peak_19494_lociStitched	chr3	177068486	177079833	2	8852	74746.0931	3242.9726	275			TBL1XR1	275	1
3_MACS_peak_23716_lociStitched	chr6	88625731	88640294	3	12532	43690.4563	2688.3298	276			SPACA1	276	1
2_MACS_peak_16457_lociStitched	chr20	32988797	33005896	2	12733	41422.3275	3209.4823	277	ITCH	MIR644	ITCH	277	1
1_MACS_peak_19488_lociStitched	chr3	176911594	176920923	1	9330	70444.2119	2332.25	278	TBL1XR1		TBL1XR1	278	1
3_MACS_peak_14159_lociStitched	chr2	42343736	42361151	3	12402	45395.6805	3047.625	279		EML4	EML4	279	1
5_MACS_peak_4891_lociStitched	chr11	67760596	67781622	5	13008	36766.0636	3191.7468	280	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	280	1
2_MACS_peak_226_lociStitched	chr1	17221334	17233130	2	7112	82576.7184	4086.1344	281		CROCC	CROCC	281	1
1_MACS_peak_1477_lociStitched	chr1	145448512	145458092	1	9581	69480.866	3268.696	282	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	282	1
2_MACS_peak_22704_lociStitched	chr6	389014	404077	2	13091	34042.38	2574.2667	283	IRF4		IRF4	283	1
2_MACS_peak_16831_lociStitched	chr20	56047490	56058326	2	10307	63091.5264	2087.0136	284		CTCFL	CTCFL	284	1
3_MACS_peak_17212_lociStitched	chr21	45194810	45210654	3	12442	44341.0184	3697.9896	285	RRP1,CSTB	LOC284837	CSTB	285	1
1_MACS_peak_2434_lociStitched	chr1	211743192	211756385	1	13194	30358.4123	3292.9728	286	SLC30A1		SLC30A1	286	1
3_MACS_peak_18361_lociStitched	chr3	46577996	46589420	3	9413	68049.3408	2226.5376	287	LRRC2	RTP3,TDGF1	LRRC2	287	1
4_MACS_peak_28194_lociStitched	chr9	130531943	130551438	4	12903	34586.0795	3080.21	290	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	290	1
4_MACS_peak_23899_lociStitched	chr6	109214133	109228540	4	12683	37152.7716	2607.667	291	ARMC2		ARMC2	291	1
3_MACS_peak_4933_lociStitched	chr11	71413756	71426840	3	11107	55206.6296	2873.2464	292			FAM86C	292	1
1_MACS_peak_14635_lociStitched	chr2	86220161	86228638	1	8478	71510.2766	1600.4576	293		LOC90784	LOC90784	293	1
2_MACS_peak_22597_lociStitched	chr5	173696467	173710008	2	9368	67195.8584	2318.2192	294			HMP19	294	1
1_MACS_peak_15218_lociStitched	chr2	158293432	158302713	1	9282	67047.8002	1911.886	295	CYTIP		CYTIP	295	1
1_MACS_peak_15926_lociStitched	chr2	231729277	231739866	1	10590	56476.4315	1019.7207	296	ITM2C		ITM2C	296	1
2_MACS_peak_24725_lociStitched	chr7	26002426	26011686	2	8597	70570.46	2077.944	297		MIR148A	MIR148A	297	1
3_MACS_peak_8285_lociStitched	chr14	91781701	91802261	3	12849	29906.576	1986.096	298	CCDC88C		GPR68	298	1
1_MACS_peak_23846_lociStitched	chr6	106609988	106617525	1	7538	74828.0897	1679.2436	299			PRDM1	299	1
2_MACS_peak_24945_lociStitched	chr7	47512883	47524398	2	10946	53975.411	2513.7245	300	TNS3		TNS3	300	1
3_MACS_peak_9468_lociStitched	chr15	93346255	93364555	3	10833	55346.52	2937.15	301		ASB9P1	ASB9P1	301	1
4_MACS_peak_24239_lociStitched	chr6	143162822	143180127	4	12210	39055.6545	1721.8475	302	HIVEP2		HIVEP2	302	1
1_MACS_peak_20245_lociStitched	chr4	69434283	69443531	1	9249	65635.8304	1868.096	303		UGT2B15,UGT2B17	UGT2B17	303	1
3_MACS_peak_1818_lociStitched	chr1	160695173	160715003	3	10895	55805.586	5068.548	304	SLAMF7	CD48	SLAMF7	304	1
2_MACS_peak_25908_lociStitched	chr7	150100575	150113796	2	8608	69825.3894	3625.1982	306	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	306	1
1_MACS_peak_6574_lociStitched	chr12	94595856	94603913	1	8058	70666.3356	1986.0505	309	PLXNC1		PLXNC1	309	1
4_MACS_peak_23004_lociStitched	chr6	26017414	26034918	4	12001	39840.8544	3026.4416	310	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	310	1
1_MACS_peak_22336_lociStitched	chr5	148204656	148215918	1	11263	47534.6496	2566.6098	312	ADRB2		ADRB2	312	1
1_MACS_peak_6666_lociStitched	chr12	102870738	102879574	1	8837	65227.352	1913.8776	314	IGF1		IGF1	314	1
2_MACS_peak_1763_lociStitched	chr1	156709394	156722741	2	12016	37649.2176	3088.4958	315	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	315	1
4_MACS_peak_24126_lociStitched	chr6	135322811	135344223	4	12035	36704.4504	3310.2952	317	HBS1L	MIR3662,HBS1L	MIR3662	317	1
4_MACS_peak_28472_lociStitched	chrX	10073943	10090999	4	11367	43591.7248	1848.8704	318	WWC3	CLCN4	CLCN4	318	1
3_MACS_peak_28669_lociStitched	chrX	39953154	39969494	3	12227	30341.746	1070.27	319	BCOR		BCOR	319	1
1_MACS_peak_16221_lociStitched	chr20	9489841	9499893	1	10053	55646.8668	1778.1988	320	C20orf103		C20orf103	320	1
2_MACS_peak_14100_lociStitched	chr2	37598514	37606495	2	7175	72461.0952	1770.9839	322	QPCT		QPCT	322	1
2_MACS_peak_3366_lociStitched	chr10	63803124	63814376	2	10563	51539.786	2486.692	323	ARID5B		ARID5B	323	1
5_MACS_peak_22436_lociStitched	chr5	156339529	156361493	5	11077	46572.4656	3094.7276	324	LOC100286948,TIMD4		LOC100286948	324	1
2_MACS_peak_17401_lociStitched	chr22	23477753	23488815	2	9708	57676.1618	2019.9212	325	RAB36,RTDR1	BCR	RTDR1	325	1
1_MACS_peak_3149_lociStitched	chr10	30989178	30996830	1	7653	68932.2768	1455.4104	327			LYZL2	327	1
3_MACS_peak_16877_lociStitched	chr20	61272928	61285141	3	11657	37363.2309	2051.784	328	SLCO4A1	LOC100127888	SLCO4A1	328	1
3_MACS_peak_21170_lociStitched	chr5	1329261	1346268	3	11890	34296.3162	3112.281	329	CLPTM1L	TERT	CLPTM1L	329	1
2_MACS_peak_3217_lociStitched	chr10	43890445	43906094	2	11723	36268.1224	2654.0704	330	HNRNPF	FXYD4,ZNF487P	HNRNPF	330	1
3_MACS_peak_22560_lociStitched	chr5	171601055	171616221	3	11297	41609.4376	2417.4604	331	STK10	EFCAB9	STK10	331	1
4_MACS_peak_10168_lociStitched	chr16	50714033	50732916	4	12080	29903.1188	2802.2372	332	NOD2,SNX20	CYLD	NOD2	332	1
1_MACS_peak_1307_lociStitched	chr1	111172683	111181468	1	8786	61539.8035	1141.1715	333		KCNA2,KCNA3	KCNA2	333	1
1_MACS_peak_6131_lociStitched	chr12	51312081	51323237	1	11157	42378.2972	2351.6848	334	METTL7A	HIGD1C	METTL7A	334	1
3_MACS_peak_23077_lociStitched	chr6	27790920	27808165	3	10322	51633.2545	3081.6815	335	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	335	1
2_MACS_peak_10210_lociStitched	chr16	56943655	56952703	2	8324	64409.0928	1892.8416	337	SLC12A3	HERPUD1,CETP	HERPUD1	337	1
1_MACS_peak_16678_lociStitched	chr20	45978464	45987247	1	8784	61345.7418	1825.9857	339	ZMYND8	LOC100131496	ZMYND8	339	1
3_MACS_peak_22797_lociStitched	chr6	7135109	7148100	3	11511	36799.6057	2398.1386	340	RREB1		RREB1	340	1
3_MACS_peak_581_lociStitched	chr1	37930835	37946621	3	11522	36727.7076	2756.2356	341	ZC3H12A	MEAF6	ZC3H12A	341	1
2_MACS_peak_6993_lociStitched	chr12	125397021	125412934	2	11187	39736.3523	1478.3177	343	UBC	SCARB1	UBC	343	1
1_MACS_peak_2192_lociStitched	chr1	197740032	197748947	1	8916	60881.4265	2594.265	344	DENND1B		DENND1B	344	1
1_MACS_peak_10477_lociStitched	chr16	79628837	79640629	1	11793	29909.2288	1086.0432	345	MAF		MAF	345	1
4_MACS_peak_12663_lociStitched	chr19	1258456	1277508	4	11345	39296.6552	3711.3296	346	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	346	1
2_MACS_peak_17382_lociStitched	chr22	23087841	23101810	2	11435	35898.9331	2288.1222	347			MIR650	347	1
3_MACS_peak_18106_lociStitched	chr3	20080208	20098233	3	11900	27904.5025	2779.455	348	KAT2B	C3orf48	KAT2B	348	1
3_MACS_peak_18771_lociStitched	chr3	101495513	101513301	3	11477	34747.0792	2931.4624	349	FAM55C	NFKBIZ	FAM55C	349	1
3_MACS_peak_17689_lociStitched	chr22	39459227	39474280	3	11216	37104.1397	2388.9111	351	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	351	1
2_MACS_peak_27095_lociStitched	chr8	137189217	137201515	2	10663	43956.7414	2516.1708	352			KHDRBS3	352	1
3_MACS_peak_16605_lociStitched	chr20	42569481	42585501	3	10969	40386.42	2776.266	353	TOX2		TOX2	353	1
1_MACS_peak_11232_lociStitched	chr17	37909222	37916316	1	7095	67681.7258	1628.073	354		GRB7,C17orf37	GRB7	354	1
3_MACS_peak_10510_lociStitched	chr16	81841571	81857829	3	11292	34569.3854	1590.0324	355	PLCG2		PLCG2	355	1
2_MACS_peak_2917_lociStitched	chr10	6961681	6972995	2	7408	66169.929	1979.95	356			LOC439949	356	1
4_MACS_peak_8899_lociStitched	chr15	52959391	52977217	4	11548	30332.7216	2994.768	357	KIAA1370		KIAA1370	357	1
1_MACS_peak_2590_lociStitched	chr1	226308504	226317207	1	8704	58539.8592	2122.6617	358			ACBD3	358	1
4_MACS_peak_12685_lociStitched	chr19	1847266	1865652	4	10940	39116.215	3151.3604	360	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	360	1
3_MACS_peak_950_lociStitched	chr1	66736632	66750321	3	10730	41391.4293	2915.757	361	PDE4B	PDE4B	PDE4B	361	1
3_MACS_peak_21072_lociStitched	chr4	185366639	185381468	3	11271	32914.4484	2728.536	362	IRF2		IRF2	362	1
3_MACS_peak_27785_lociStitched	chr9	93670925	93688641	3	8809	57470.704	2823.9304	363			SYK	363	1
1_MACS_peak_24175_lociStitched	chr6	138186828	138196164	1	9337	52384.296	2043.6504	365	TNFAIP3		TNFAIP3	365	1
1_MACS_peak_28768_lociStitched	chrX	48767986	48779200	1	11215	29964.9294	1390.536	367	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	367	1
1_MACS_peak_22209_lociStitched	chr5	138719827	138730516	1	10690	37891.4361	2353.7178	369	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	369	1
3_MACS_peak_23599_lociStitched	chr6	74220294	74234497	3	10747	37653.5733	2985.4706	370	EEF1A1	MTO1	EEF1A1	370	1
3_MACS_peak_12646_lociStitched	chr19	1015199	1029577	3	11175	31126.9322	2879.9134	371	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	371	1
3_MACS_peak_5372_lociStitched	chr11	118962820	118980135	3	11286	29418.185	3282.924	372	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	372	1
2_MACS_peak_10589_lociStitched	chr16	89033345	89046361	2	9829	45649.7152	1188.3608	373	CBFA2T3	CBFA2T3	CBFA2T3	373	1
4_MACS_peak_13699_lociStitched	chr19	56145720	56167901	4	11204	30470.0397	3158.5744	374	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	374	1
2_MACS_peak_13262_lociStitched	chr19	35695295	35706114	2	8159	59032.7916	2080.4937	375		FXYD5,LSR,FAM187B	FAM187B	375	1
3_MACS_peak_23980_lociStitched	chr6	117859023	117877347	3	11100	31788.4752	2832.8904	376	DCBLD1	GOPC	GOPC	376	1
1_MACS_peak_21936_lociStitched	chr5	109023777	109034398	1	10622	37361.4917	2184.7397	377	MAN2A1		MAN2A1	377	1
2_MACS_peak_7291_lociStitched	chr13	46269267	46280952	2	10198	41373.0795	1273.665	378	SPERT		SPERT	378	1
3_MACS_peak_14001_lociStitched	chr2	27374740	27389706	3	10261	42026.0246	2696.8732	379	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	379	1
1_MACS_peak_8935_lociStitched	chr15	58582329	58591489	1	9161	50987.308	1813.68	380			LIPC	380	1
2_MACS_peak_6140_lociStitched	chr12	51711778	51722120	2	9930	44537.823	2275.24	382	BIN2	SMAGP,CELA1	BIN2	382	1
1_MACS_peak_15800_lociStitched	chr2	217079306	217089009	1	9704	46587.0139	2154.066	383			XRCC5	383	1
2_MACS_peak_11487_lociStitched	chr17	47815986	47827802	2	9970	44000.4208	2574.7064	386	FAM117A	MYST2,SLC35B1	FAM117A	386	1
4_MACS_peak_9497_lociStitched	chr15	99393481	99419408	4	10669	36927.8261	3860.5303	388	IGF1R		PGPEP1L	388	1
2_MACS_peak_3850_lociStitched	chr10	104401023	104412906	2	10824	32560.6083	1800.2745	389	TRIM8		TRIM8	389	1
3_MACS_peak_1687_lociStitched	chr1	154941878	154958075	3	10603	38121.2592	4311.6414	390	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	390	1
2_MACS_peak_13048_lociStitched	chr19	16221537	16232444	2	10468	36756.59	1848.7365	391	RAB8A	TPM4,HSH2D	RAB8A	391	1
2_MACS_peak_25279_lociStitched	chr7	90351946	90367684	2	10898	31364.2602	2793.495	392	CDK14		CDK14	392	1
1_MACS_peak_20817_lociStitched	chr4	144272762	144282366	1	9605	45938.8132	1964.018	393	GAB1		GAB1	393	1
2_MACS_peak_10765_lociStitched	chr17	6914924	6926195	2	7516	60719.1312	1992.7128	394	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	394	1
3_MACS_peak_6533_lociStitched	chr12	92854384	92866226	3	9136	49954.2928	2125.639	395		CLLU1,CLLU1OS	CLLU1OS	395	1
2_MACS_peak_18492_lociStitched	chr3	52729632	52745848	2	10739	32636.3216	2661.0456	396	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	396	1
3_MACS_peak_13560_lociStitched	chr19	48823963	48838010	3	10671	32770.2463	2588.8621	398	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	398	1
2_MACS_peak_20402_lociStitched	chr4	84132662	84144213	2	8948	50310.3805	2190.0696	400			COQ2	400	1
4_MACS_peak_6930_lociStitched	chr12	122227262	122243869	4	9965	39851.8179	1205.6682	402	SETD1B,RHOF,LOC338799		RHOF	402	1
4_MACS_peak_5764_lociStitched	chr12	13242146	13256045	4	10598	32078.892	2601.8928	404	GSG1	KIAA1467	GSG1	404	1
