GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
2_MACS_peak_4131_lociStitched	chr1(.):228139973-228141999	0.1231
2_MACS_peak_4133_lociStitched	chr1(.):228158515-228162537	0.0812
5_MACS_peak_4135_lociStitched	chr1(.):228191931-228205716	0.1241
1_MACS_peak_4140_lociStitched	chr1(.):228208674-228209679	0.1013
1_MACS_peak_4141_lociStitched	chr1(.):228224434-228225355	0.1569
1_MACS_peak_4142_lociStitched	chr1(.):228226786-228227352	0.0588
1_MACS_peak_4143_lociStitched	chr1(.):228238030-228238616	0.1134
3_MACS_peak_4144_lociStitched	chr1(.):228247799-228251656	0.131
2_MACS_peak_4147_lociStitched	chr1(.):228253325-228255545	0.1247
1_MACS_peak_4149_lociStitched	chr1(.):228260954-228261413	0.113
3_MACS_peak_4150_lociStitched	chr1(.):228346720-228350629	0.1194
1_MACS_peak_4153_lociStitched	chr1(.):228398532-228398961	0.0907
1_MACS_peak_4154_lociStitched	chr1(.):228401694-228404824	0.0897
1_MACS_peak_4155_lociStitched	chr1(.):228407205-228408434	0.1
1_MACS_peak_4156_lociStitched	chr1(.):228459396-228460737	0.0499
3_MACS_peak_4157_lociStitched	chr1(.):228474385-228476644	0.097
2_MACS_peak_4160_lociStitched	chr1(.):228479061-228480395	0.1346
1_MACS_peak_4162_lociStitched	chr1(.):228544378-228544934	0.0471
3_MACS_peak_4163_lociStitched	chr1(.):228553813-228560594	0.1015
1_MACS_peak_4166_lociStitched	chr1(.):228564629-228565292	0.0822
1_MACS_peak_4167_lociStitched	chr1(.):228633183-228634372	0.1577
1_MACS_peak_4168_lociStitched	chr1(.):228645546-228647366	0.146
3_MACS_peak_4169_lociStitched	chr1(.):228743923-228771141	0.4697
1_MACS_peak_4172_lociStitched	chr1(.):228782854-228784564	0.1267
1_MACS_peak_4173_lociStitched	chr1(.):228871634-228872536	0.1615
2_MACS_peak_4174_lociStitched	chr1(.):229568821-229570373	0.1113
1_MACS_peak_4176_lociStitched	chr1(.):231003019-231003703	0.2568
1_MACS_peak_4177_lociStitched	chr1(.):232764200-232765838	0.1323
1_MACS_peak_4178_lociStitched	chr1(.):234349484-234351247	0.142
2_MACS_peak_4179_lociStitched	chr1(.):234912155-234920786	0.3556
1_MACS_peak_4181_lociStitched	chr1(.):234923484-234924319	0.1046
1_MACS_peak_4182_lociStitched	chr1(.):234927442-234927992	0.1724
1_MACS_peak_4183_lociStitched	chr1(.):234930133-234930791	0.1446
1_MACS_peak_4184_lociStitched	chr1(.):234936594-234937306	0.2132
8_MACS_peak_4185_lociStitched	chr1(.):234938935-234956011	0.1708
1_MACS_peak_4193_lociStitched	chr1(.):235063157-235063724	0.1495
1_MACS_peak_4194_lociStitched	chr1(.):235093354-235094281	0.0808
2_MACS_peak_4195_lociStitched	chr1(.):235095514-235098293	0.3065
1_MACS_peak_4197_lociStitched	chr1(.):235145338-235146389	0.2202
1_MACS_peak_4198_lociStitched	chr1(.):235811599-235813048	0.184
2_MACS_peak_4199_lociStitched	chr1(.):236282116-236285179	0.168
2_MACS_peak_4201_lociStitched	chr1(.):236304017-236306948	0.0708
2_MACS_peak_4203_lociStitched	chr1(.):236310463-236312489	0.1077
1_MACS_peak_4205_lociStitched	chr1(.):236318608-236320178	0.2011
1_MACS_peak_4206_lociStitched	chr1(.):236325618-236326893	0.1068
2_MACS_peak_4207_lociStitched	chr1(.):236328469-236331389	0.1748
1_MACS_peak_4209_lociStitched	chr1(.):236672486-236673544	0.1235
1_MACS_peak_4210_lociStitched	chr1(.):237280786-237281324	0.0742
5_MACS_peak_4211_lociStitched	chr1(.):237663659-237678129	0.1858
1_MACS_peak_4216_lociStitched	chr1(.):237679390-237679806	0.0278
1_MACS_peak_4217_lociStitched	chr1(.):240254972-240256067	0.0896
1_MACS_peak_4218_lociStitched	chr1(.):244892898-244893774	0.132
1_MACS_peak_4219_lociStitched	chr1(.):244895485-244895977	0.1226
1_MACS_peak_4220_lociStitched	chr1(.):245081993-245082727	0.1267
1_MACS_peak_4221_lociStitched	chr1(.):245316757-245319927	0.2304
2_MACS_peak_4222_lociStitched	chr10(.):128110-129312	0.0585
2_MACS_peak_4224_lociStitched	chr10(.):781606-783426	0.068
2_MACS_peak_4226_lociStitched	chr10(.):821551-822952	0.096
1_MACS_peak_4228_lociStitched	chr10(.):825178-825782	0.0532
3_MACS_peak_4229_lociStitched	chr10(.):829891-832016	0.0476
1_MACS_peak_4232_lociStitched	chr10(.):1218579-1219426	0.0833
3_MACS_peak_4233_lociStitched	chr10(.):1222622-1226329	0.0749
6_MACS_peak_4236_lociStitched	chr10(.):1228191-1237268	0.0885
2_MACS_peak_4242_lociStitched	chr10(.):1245635-1247897	0.07
1_MACS_peak_4244_lociStitched	chr10(.):1251021-1252989	0.0688
1_MACS_peak_4245_lociStitched	chr10(.):1284071-1284829	0.1009
1_MACS_peak_4246_lociStitched	chr10(.):1333423-1333839	0.0557
1_MACS_peak_4247_lociStitched	chr10(.):1386711-1387098	0.0557
1_MACS_peak_4248_lociStitched	chr10(.):1390070-1390810	0.0612
1_MACS_peak_4249_lociStitched	chr10(.):1393091-1393474	0.0594
1_MACS_peak_4250_lociStitched	chr10(.):1402252-1403105	0.0645
1_MACS_peak_4251_lociStitched	chr10(.):1409977-1410379	0.0257
1_MACS_peak_4252_lociStitched	chr10(.):1436473-1436962	0.0564
3_MACS_peak_4253_lociStitched	chr10(.):1442937-1446482	0.09
1_MACS_peak_4256_lociStitched	chr10(.):1450946-1452004	0.0934
2_MACS_peak_4257_lociStitched	chr10(.):1453169-1455926	0.0768
3_MACS_peak_4259_lociStitched	chr10(.):1507483-1509953	0.1341
1_MACS_peak_4262_lociStitched	chr10(.):1550501-1550945	0.0565
3_MACS_peak_4263_lociStitched	chr10(.):1572646-1575128	0.0624
1_MACS_peak_4266_lociStitched	chr10(.):1591717-1592177	0.1268
1_MACS_peak_4267_lociStitched	chr10(.):1594015-1597033	0.0729
1_MACS_peak_4268_lociStitched	chr10(.):1603680-1604210	0.0592
1_MACS_peak_4269_lociStitched	chr10(.):1981536-1982711	0.1212
2_MACS_peak_4270_lociStitched	chr10(.):2963821-2966343	0.1295
1_MACS_peak_4272_lociStitched	chr10(.):2967789-2968239	0.1263
1_MACS_peak_4273_lociStitched	chr10(.):3088202-3088587	0.0767
1_MACS_peak_4274_lociStitched	chr10(.):3120057-3120542	0.075
2_MACS_peak_4275_lociStitched	chr10(.):3149476-3151935	0.0762
1_MACS_peak_4277_lociStitched	chr10(.):3157458-3158231	0.0318
1_MACS_peak_4278_lociStitched	chr10(.):3159288-3160049	0.048
1_MACS_peak_4279_lociStitched	chr10(.):3165169-3165550	0.0234
2_MACS_peak_4280_lociStitched	chr10(.):3166586-3168464	0.0486
2_MACS_peak_4282_lociStitched	chr10(.):5540729-5542015	0.0687
1_MACS_peak_4284_lociStitched	chr10(.):5600105-5600771	0.0998
2_MACS_peak_4285_lociStitched	chr10(.):5605016-5606445	0.1145
3_MACS_peak_4287_lociStitched	chr10(.):6086585-6092716	0.1542
2_MACS_peak_4290_lociStitched	chr10(.):6094830-6097472	0.1295
1_MACS_peak_4292_lociStitched	chr10(.):6098773-6099587	0.1314
1_MACS_peak_4293_lociStitched	chr10(.):6180314-6180925	0.1248
1_MACS_peak_4294_lociStitched	chr10(.):6242806-6243366	0.0639
3_MACS_peak_4295_lociStitched	chr10(.):8087307-8091573	0.0882
2_MACS_peak_4298_lociStitched	chr10(.):11733109-11734724	0.0762
1_MACS_peak_4300_lociStitched	chr10(.):11736763-11737372	0.1061
5_MACS_peak_4301_lociStitched	chr10(.):11743675-11764349	0.1546
1_MACS_peak_4306_lociStitched	chr10(.):11865576-11866197	0.0497
4_MACS_peak_4307_lociStitched	chr10(.):11918670-11922195	0.0615
1_MACS_peak_4311_lociStitched	chr10(.):13569740-13570157	0.0599
1_MACS_peak_4312_lociStitched	chr10(.):14090589-14090969	0.0584
2_MACS_peak_4313_lociStitched	chr10(.):21785734-21789640	0.1164
1_MACS_peak_4315_lociStitched	chr10(.):21804547-21805383	0.1945
2_MACS_peak_4316_lociStitched	chr10(.):22610184-22612121	0.1089
2_MACS_peak_4318_lociStitched	chr10(.):22624034-22627782	0.091
1_MACS_peak_4320_lociStitched	chr10(.):27547514-27548296	0.0697
1_MACS_peak_4321_lociStitched	chr10(.):28032399-28034862	0.1269
1_MACS_peak_4322_lociStitched	chr10(.):28659381-28659961	0.1654
1_MACS_peak_4323_lociStitched	chr10(.):33623698-33625490	0.0783
1_MACS_peak_4324_lociStitched	chr10(.):33945710-33946142	0.0362
1_MACS_peak_4326_lociStitched	chr10(.):43261694-43262060	0.0589
1_MACS_peak_4327_lociStitched	chr10(.):43571923-43572371	0.0091
1_MACS_peak_4328_lociStitched	chr10(.):43600053-43600447	0.0364
1_MACS_peak_4329_lociStitched	chr10(.):43729139-43729705	0.031
1_MACS_peak_4330_lociStitched	chr10(.):43748369-43749084	0.0422
1_MACS_peak_4331_lociStitched	chr10(.):43818760-43819104	0.1112
1_MACS_peak_4332_lociStitched	chr10(.):43824432-43825153	0.1179
2_MACS_peak_4333_lociStitched	chr10(.):43833812-43835492	0.0823
1_MACS_peak_4335_lociStitched	chr10(.):44878872-44879419	0.0464
1_MACS_peak_4336_lociStitched	chr10(.):44880621-44881827	0.0878
1_MACS_peak_4337_lociStitched	chr10(.):45868609-45869407	0.1073
1_MACS_peak_4338_lociStitched	chr10(.):46801023-46801469	0.0599
1_MACS_peak_4339_lociStitched	chr10(.):46809052-46809998	0.0607
1_MACS_peak_4340_lociStitched	chr10(.):46817364-46817810	0.0194
1_MACS_peak_4341_lociStitched	chr10(.):46821184-46821643	0.0944
1_MACS_peak_4342_lociStitched	chr10(.):46965758-46966988	0.1573
2_MACS_peak_4343_lociStitched	chr10(.):46968113-46976237	0.1902
1_MACS_peak_4345_lociStitched	chr10(.):46993041-46994248	0.1853
2_MACS_peak_4346_lociStitched	chr10(.):46996770-47001759	0.2057
2_MACS_peak_4348_lociStitched	chr10(.):47281988-47283465	0.0658
1_MACS_peak_4350_lociStitched	chr10(.):47289487-47290716	0.1165
1_MACS_peak_4351_lociStitched	chr10(.):47293296-47293867	0.0796
1_MACS_peak_4352_lociStitched	chr10(.):47298904-47299514	0.0626
1_MACS_peak_4353_lociStitched	chr10(.):47300947-47301416	0.1683
1_MACS_peak_4354_lociStitched	chr10(.):48123546-48124075	0.0946
1_MACS_peak_4355_lociStitched	chr10(.):48126974-48127514	0.0867
1_MACS_peak_4356_lociStitched	chr10(.):48130736-48131198	0.0728
1_MACS_peak_4357_lociStitched	chr10(.):48135354-48135914	0.0315
2_MACS_peak_4358_lociStitched	chr10(.):48137340-48139826	0.0848
1_MACS_peak_4360_lociStitched	chr10(.):48146342-48146833	0.0413
2_MACS_peak_4361_lociStitched	chr10(.):48358060-48362459	0.1123
4_MACS_peak_4363_lociStitched	chr10(.):48370054-48375929	0.0792
4_MACS_peak_4367_lociStitched	chr10(.):48386285-48391114	0.0799
2_MACS_peak_4371_lociStitched	chr10(.):48999239-49000902	0.087
1_MACS_peak_4373_lociStitched	chr10(.):49002582-49002985	0.0338
1_MACS_peak_4374_lociStitched	chr10(.):49007088-49007458	0.0447
1_MACS_peak_4375_lociStitched	chr10(.):49008568-49009002	0.1076
1_MACS_peak_4376_lociStitched	chr10(.):50603163-50603895	0.056
3_MACS_peak_4377_lociStitched	chr10(.):50821042-50823636	0.0662
2_MACS_peak_4380_lociStitched	chr10(.):50827602-50828871	0.0777
1_MACS_peak_4382_lociStitched	chr10(.):50968962-50969419	0.0718
1_MACS_peak_4383_lociStitched	chr10(.):64287011-64288015	0.1946
1_MACS_peak_4384_lociStitched	chr10(.):64573493-64576115	0.1151
1_MACS_peak_4385_lociStitched	chr10(.):64578203-64578630	0.0575
3_MACS_peak_4386_lociStitched	chr10(.):71173670-71176980	0.1001
1_MACS_peak_4389_lociStitched	chr10(.):71181603-71182158	0.1032
1_MACS_peak_4390_lociStitched	chr10(.):71237071-71237584	0.0435
1_MACS_peak_4391_lociStitched	chr10(.):71246835-71247614	0.131
1_MACS_peak_4392_lociStitched	chr10(.):71249079-71249683	0.1387
1_MACS_peak_4393_lociStitched	chr10(.):71254252-71255192	0.1343
1_MACS_peak_4394_lociStitched	chr10(.):71263381-71263985	0.0923
1_MACS_peak_4395_lociStitched	chr10(.):71266391-71267066	0.0842
7_MACS_peak_4396_lociStitched	chr10(.):71326730-71339494	0.094
4_MACS_peak_4403_lociStitched	chr10(.):71401110-71405825	0.1543
6_MACS_peak_4407_lociStitched	chr10(.):71409561-71428388	0.1042
1_MACS_peak_4413_lociStitched	chr10(.):71436830-71437659	0.1252
1_MACS_peak_4414_lociStitched	chr10(.):71441117-71442311	0.1118
3_MACS_peak_4415_lociStitched	chr10(.):71444113-71448064	0.1167
1_MACS_peak_4418_lociStitched	chr10(.):71470805-71471258	0.1037
3_MACS_peak_4419_lociStitched	chr10(.):71472857-71476982	0.1247
1_MACS_peak_4422_lociStitched	chr10(.):71483731-71485061	0.129
1_MACS_peak_4423_lociStitched	chr10(.):71486331-71505011	0.112
2_MACS_peak_4424_lociStitched	chr10(.):71506371-71512745	0.1323
4_MACS_peak_4426_lociStitched	chr10(.):71527699-71531061	0.1048
2_MACS_peak_4430_lociStitched	chr10(.):71556376-71557882	0.1002
2_MACS_peak_4432_lociStitched	chr10(.):71559674-71566574	0.0789
1_MACS_peak_4434_lociStitched	chr10(.):71569183-71569602	0.0781
2_MACS_peak_4435_lociStitched	chr10(.):71570663-71572109	0.0833
1_MACS_peak_4437_lociStitched	chr10(.):71576873-71578415	0.1389
1_MACS_peak_4438_lociStitched	chr10(.):71585205-71585667	0.0524
1_MACS_peak_4439_lociStitched	chr10(.):71590354-71590905	0.0616
2_MACS_peak_4440_lociStitched	chr10(.):71592371-71594687	0.0991
3_MACS_peak_4442_lociStitched	chr10(.):71595777-71597997	0.0926
2_MACS_peak_4445_lociStitched	chr10(.):71599069-71602847	0.0805
3_MACS_peak_4447_lociStitched	chr10(.):71605719-71608031	0.0741
1_MACS_peak_4450_lociStitched	chr10(.):71609490-71610748	0.1199
2_MACS_peak_4451_lociStitched	chr10(.):71619800-71621105	0.0805
4_MACS_peak_4453_lociStitched	chr10(.):71624214-71629604	0.0772
1_MACS_peak_4457_lociStitched	chr10(.):71630914-71631605	0.061
2_MACS_peak_4458_lociStitched	chr10(.):71636522-71641377	0.1061
1_MACS_peak_4460_lociStitched	chr10(.):71647215-71647691	0.0172
2_MACS_peak_4461_lociStitched	chr10(.):71651023-71658626	0.0825
6_MACS_peak_4463_lociStitched	chr10(.):71670319-71678476	0.1241
3_MACS_peak_4469_lociStitched	chr10(.):71683228-71685699	0.0571
2_MACS_peak_4472_lociStitched	chr10(.):71689036-71690900	0.0999
1_MACS_peak_4474_lociStitched	chr10(.):71692981-71693471	0.0563
4_MACS_peak_4475_lociStitched	chr10(.):71701040-71709186	0.0889
1_MACS_peak_4479_lociStitched	chr10(.):72199336-72202094	0.1141
1_MACS_peak_4480_lociStitched	chr10(.):72432389-72433113	0.1035
5_MACS_peak_4481_lociStitched	chr10(.):72663074-72679856	0.1204
1_MACS_peak_4486_lociStitched	chr10(.):72683695-72684178	0.0519
1_MACS_peak_4487_lociStitched	chr10(.):72686104-72686669	0.0604
9_MACS_peak_4488_lociStitched	chr10(.):72688673-72703381	0.0939
1_MACS_peak_4497_lociStitched	chr10(.):72764146-72764779	0.0809
1_MACS_peak_4498_lociStitched	chr10(.):72767123-72767505	0.0634
2_MACS_peak_4499_lociStitched	chr10(.):72792745-72794175	0.0804
1_MACS_peak_4501_lociStitched	chr10(.):72801373-72801819	0.0538
1_MACS_peak_4502_lociStitched	chr10(.):72821169-72821881	0.111
8_MACS_peak_4503_lociStitched	chr10(.):72827141-72840316	0.0853
2_MACS_peak_4511_lociStitched	chr10(.):72969037-72978593	0.0975
1_MACS_peak_4513_lociStitched	chr10(.):72980225-72980742	0.1111
2_MACS_peak_4514_lociStitched	chr10(.):72991684-72997938	0.101
3_MACS_peak_4516_lociStitched	chr10(.):73002891-73005718	0.1131
2_MACS_peak_4519_lociStitched	chr10(.):73015533-73022866	0.0948
1_MACS_peak_4521_lociStitched	chr10(.):73025911-73026513	0.0771
1_MACS_peak_4522_lociStitched	chr10(.):73027579-73028505	0.1012
3_MACS_peak_4523_lociStitched	chr10(.):73043492-73063346	0.0904
2_MACS_peak_4526_lociStitched	chr10(.):73150919-73153482	0.0851
3_MACS_peak_4528_lociStitched	chr10(.):73154723-73160376	0.1046
1_MACS_peak_4531_lociStitched	chr10(.):73163714-73164548	0.0763
2_MACS_peak_4532_lociStitched	chr10(.):73193325-73195174	0.1461
1_MACS_peak_4534_lociStitched	chr10(.):73199317-73205151	0.0986
1_MACS_peak_4535_lociStitched	chr10(.):73207996-73208508	0.1325
1_MACS_peak_4536_lociStitched	chr10(.):73210885-73213530	0.092
1_MACS_peak_4537_lociStitched	chr10(.):73215067-73216077	0.1379
2_MACS_peak_4538_lociStitched	chr10(.):73218990-73222841	0.097
5_MACS_peak_4540_lociStitched	chr10(.):73235122-73245299	0.0902
1_MACS_peak_4545_lociStitched	chr10(.):73252118-73252528	0.1114
2_MACS_peak_4546_lociStitched	chr10(.):73257646-73259578	0.0975
1_MACS_peak_4548_lociStitched	chr10(.):73263192-73263824	0.2047
3_MACS_peak_4549_lociStitched	chr10(.):73269617-73274900	0.0941
12_MACS_peak_4552_lociStitched	chr10(.):73281149-73307962	0.1123
1_MACS_peak_4564_lociStitched	chr10(.):73310556-73311441	0.0471
1_MACS_peak_4565_lociStitched	chr10(.):73312558-73313447	0.051
2_MACS_peak_4566_lociStitched	chr10(.):73325365-73326748	0.0741
1_MACS_peak_4568_lociStitched	chr10(.):73327759-73328921	0.077
4_MACS_peak_4569_lociStitched	chr10(.):73330378-73342191	0.0991
1_MACS_peak_4573_lociStitched	chr10(.):73343372-73343754	0.0747
2_MACS_peak_4574_lociStitched	chr10(.):73369772-73372161	0.1107
2_MACS_peak_4576_lociStitched	chr10(.):73375414-73377583	0.0859
5_MACS_peak_4578_lociStitched	chr10(.):73383347-73389678	0.1187
2_MACS_peak_4583_lociStitched	chr10(.):73390724-73392584	0.14
7_MACS_peak_4585_lociStitched	chr10(.):73394191-73408760	0.1124
1_MACS_peak_4592_lociStitched	chr10(.):73414018-73414509	0.0651
4_MACS_peak_4593_lociStitched	chr10(.):73422054-73427085	0.0802
2_MACS_peak_4597_lociStitched	chr10(.):73437408-73439584	0.1119
3_MACS_peak_4599_lociStitched	chr10(.):73441033-73443730	0.0961
1_MACS_peak_4602_lociStitched	chr10(.):73446907-73447358	0.111
5_MACS_peak_4603_lociStitched	chr10(.):73460535-73472057	0.1171
3_MACS_peak_4608_lociStitched	chr10(.):73539338-73547038	0.0999
2_MACS_peak_4611_lociStitched	chr10(.):73548375-73551602	0.1167
2_MACS_peak_4613_lociStitched	chr10(.):73556482-73558316	0.081
1_MACS_peak_4615_lociStitched	chr10(.):73722156-73725476	0.077
1_MACS_peak_4616_lociStitched	chr10(.):73846593-73848604	0.0714
1_MACS_peak_4617_lociStitched	chr10(.):75669853-75672203	0.1179
1_MACS_peak_4618_lociStitched	chr10(.):79333348-79333614	0.028
2_MACS_peak_4619_lociStitched	chr10(.):79395811-79399189	0.0718
1_MACS_peak_4621_lociStitched	chr10(.):79686784-79687759	0.1309
1_MACS_peak_4622_lociStitched	chr10(.):80126657-80127058	0.0585
2_MACS_peak_4623_lociStitched	chr10(.):88122920-88127957	0.0701
1_MACS_peak_4625_lociStitched	chr10(.):88414545-88415047	0.0882
3_MACS_peak_4626_lociStitched	chr10(.):88416810-88422676	0.0938
3_MACS_peak_4629_lociStitched	chr10(.):88441064-88444216	0.0728
1_MACS_peak_4632_lociStitched	chr10(.):89419707-89420492	0.1605
1_MACS_peak_4633_lociStitched	chr10(.):90705217-90706241	0.0566
1_MACS_peak_4634_lociStitched	chr10(.):90924516-90925073	0.0849
2_MACS_peak_4635_lociStitched	chr10(.):91405573-91407350	0.1754
3_MACS_peak_4637_lociStitched	chr10(.):91408914-91411372	0.1322
2_MACS_peak_4640_lociStitched	chr10(.):91413539-91416633	0.1377
1_MACS_peak_4642_lociStitched	chr10(.):93646934-93647474	0.1722
1_MACS_peak_4643_lociStitched	chr10(.):94450232-94450954	0.043
1_MACS_peak_4644_lociStitched	chr10(.):94458990-94459909	0.0488
1_MACS_peak_4645_lociStitched	chr10(.):94486867-94488101	0.1815
1_MACS_peak_4646_lociStitched	chr10(.):94490398-94491678	0.0874
4_MACS_peak_4647_lociStitched	chr10(.):94822160-94829265	0.1088
1_MACS_peak_4651_lociStitched	chr10(.):97199832-97200486	0.1103
1_MACS_peak_4652_lociStitched	chr10(.):98271937-98273379	0.0777
1_MACS_peak_4653_lociStitched	chr10(.):98431893-98432420	0.1139
3_MACS_peak_4654_lociStitched	chr10(.):98822672-98827396	0.0844
1_MACS_peak_4657_lociStitched	chr10(.):98832202-98835167	0.1134
1_MACS_peak_4658_lociStitched	chr10(.):98839373-98839869	0.1051
1_MACS_peak_4659_lociStitched	chr10(.):98855982-98856378	0.059
1_MACS_peak_4660_lociStitched	chr10(.):98880617-98881060	0.1077
1_MACS_peak_4661_lociStitched	chr10(.):98944290-98947209	0.0974
1_MACS_peak_4662_lociStitched	chr10(.):99095182-99095879	0.0771
1_MACS_peak_4663_lociStitched	chr10(.):99258733-99260823	0.1275
1_MACS_peak_4664_lociStitched	chr10(.):99292109-99292516	0.9343
3_MACS_peak_4665_lociStitched	chr10(.):99471724-99474940	0.1077
5_MACS_peak_4668_lociStitched	chr10(.):99527036-99532800	0.0906
2_MACS_peak_4673_lociStitched	chr10(.):99539840-99541895	0.1366
2_MACS_peak_4675_lociStitched	chr10(.):99546221-99548326	0.08
2_MACS_peak_4677_lociStitched	chr10(.):99608480-99610617	0.0858
1_MACS_peak_4679_lociStitched	chr10(.):99623277-99624507	0.105
1_MACS_peak_4680_lociStitched	chr10(.):99640361-99640934	0.1217
1_MACS_peak_4681_lociStitched	chr10(.):99654794-99656952	0.0813
2_MACS_peak_4682_lociStitched	chr10(.):99659221-99667437	0.1021
1_MACS_peak_4684_lociStitched	chr10(.):99670615-99671216	0.0898
1_MACS_peak_4685_lociStitched	chr10(.):99672249-99672877	0.086
1_MACS_peak_4686_lociStitched	chr10(.):99674730-99675510	0.199
1_MACS_peak_4687_lociStitched	chr10(.):99684099-99684641	0.0536
1_MACS_peak_4688_lociStitched	chr10(.):99695701-99696144	0.0695
1_MACS_peak_4689_lociStitched	chr10(.):99734935-99735647	0.0251
1_MACS_peak_4690_lociStitched	chr10(.):99789240-99789981	0.0111
1_MACS_peak_4691_lociStitched	chr10(.):101279978-101280537	0.04
3_MACS_peak_4692_lociStitched	chr10(.):101290988-101297843	0.098
1_MACS_peak_4695_lociStitched	chr10(.):102326168-102328234	0.0684
2_MACS_peak_4696_lociStitched	chr10(.):102375551-102377796	0.124
3_MACS_peak_4698_lociStitched	chr10(.):102379307-102385116	0.1096
1_MACS_peak_4701_lociStitched	chr10(.):102399273-102399888	0.1106
1_MACS_peak_4702_lociStitched	chr10(.):102401376-102401903	0.0802
2_MACS_peak_4703_lociStitched	chr10(.):102403189-102405021	0.1058
4_MACS_peak_4705_lociStitched	chr10(.):102411764-102422932	0.0902
4_MACS_peak_4709_lociStitched	chr10(.):102426625-102433948	0.1061
1_MACS_peak_4713_lociStitched	chr10(.):102435536-102436881	0.0801
5_MACS_peak_4714_lociStitched	chr10(.):102438850-102450196	0.0984
2_MACS_peak_4719_lociStitched	chr10(.):102466078-102476388	0.0901
9_MACS_peak_4721_lociStitched	chr10(.):102482438-102521626	0.1049
1_MACS_peak_4730_lociStitched	chr10(.):102534423-102535989	0.0765
5_MACS_peak_4731_lociStitched	chr10(.):102538841-102543002	0.0815
6_MACS_peak_4736_lociStitched	chr10(.):102544070-102551847	0.1126
4_MACS_peak_4742_lociStitched	chr10(.):102561245-102577636	0.1004
1_MACS_peak_4746_lociStitched	chr10(.):102582971-102592802	0.0875
1_MACS_peak_4747_lociStitched	chr10(.):102614444-102615119	0.0607
2_MACS_peak_4748_lociStitched	chr10(.):102617059-102618941	0.1553
2_MACS_peak_4750_lociStitched	chr10(.):102620237-102629108	0.1117
1_MACS_peak_4752_lociStitched	chr10(.):102633321-102633866	0.015
1_MACS_peak_4753_lociStitched	chr10(.):102636453-102641366	0.1426
1_MACS_peak_4754_lociStitched	chr10(.):102643401-102644098	0.1141
1_MACS_peak_4755_lociStitched	chr10(.):102648328-102649073	0.1431
3_MACS_peak_4756_lociStitched	chr10(.):102661481-102665378	0.1446
1_MACS_peak_4759_lociStitched	chr10(.):102667611-102668488	0.0979
1_MACS_peak_4760_lociStitched	chr10(.):102729234-102730032	0.0961
1_MACS_peak_4761_lociStitched	chr10(.):102769677-102770174	0.0839
3_MACS_peak_4762_lociStitched	chr10(.):102774420-102779561	0.1273
1_MACS_peak_4765_lociStitched	chr10(.):102780750-102781299	0.0436
3_MACS_peak_4766_lociStitched	chr10(.):102786128-102792855	0.1421
2_MACS_peak_4769_lociStitched	chr10(.):102794320-102796510	0.0894
2_MACS_peak_4771_lociStitched	chr10(.):102806686-102810429	0.0961
3_MACS_peak_4773_lociStitched	chr10(.):102840756-102855397	0.0966
1_MACS_peak_4776_lociStitched	chr10(.):102861434-102862040	0.1718
1_MACS_peak_4777_lociStitched	chr10(.):102868063-102868496	0.0771
5_MACS_peak_4778_lociStitched	chr10(.):102880870-102897731	0.114
1_MACS_peak_4783_lociStitched	chr10(.):102899260-102901813	0.0686
1_MACS_peak_4784_lociStitched	chr10(.):102902822-102908051	0.1032
1_MACS_peak_4785_lociStitched	chr10(.):102909346-102910078	0.1441
5_MACS_peak_4786_lociStitched	chr10(.):102974277-102993961	0.101
1_MACS_peak_4791_lociStitched	chr10(.):102995779-102998580	0.092
2_MACS_peak_4792_lociStitched	chr10(.):103050227-103053396	0.1216
1_MACS_peak_4794_lociStitched	chr10(.):103070776-103071665	0.0524
1_MACS_peak_4795_lociStitched	chr10(.):103124388-103124784	0.3746
1_MACS_peak_4796_lociStitched	chr10(.):103328913-103329897	0.1087
6_MACS_peak_4797_lociStitched	chr10(.):103526047-103538484	0.0963
1_MACS_peak_4803_lociStitched	chr10(.):103590173-103590980	0.2823
2_MACS_peak_4804_lociStitched	chr10(.):103986003-103991945	0.1477
1_MACS_peak_4806_lociStitched	chr10(.):103999562-104001330	0.0977
2_MACS_peak_4807_lociStitched	chr10(.):104165309-104178311	0.1068
1_MACS_peak_4809_lociStitched	chr10(.):104194185-104194814	0.157
2_MACS_peak_4810_lociStitched	chr10(.):105036416-105038236	0.0667
1_MACS_peak_4812_lociStitched	chr10(.):105613675-105615238	0.089
3_MACS_peak_4813_lociStitched	chr10(.):106399220-106402882	0.0767
1_MACS_peak_4816_lociStitched	chr10(.):112402582-112403120	0.0708
1_MACS_peak_4817_lociStitched	chr10(.):114711619-114714270	0.1058
1_MACS_peak_4818_lociStitched	chr10(.):114717149-114717637	0.1109
2_MACS_peak_4819_lociStitched	chr10(.):114726436-114728173	0.0585
14_MACS_peak_4821_lociStitched	chr10(.):114729368-114757001	0.1138
1_MACS_peak_4835_lociStitched	chr10(.):114760314-114760843	0.0837
1_MACS_peak_4836_lociStitched	chr10(.):114766785-114767692	0.0581
1_MACS_peak_4837_lociStitched	chr10(.):114928833-114929524	0.0976
1_MACS_peak_4838_lociStitched	chr10(.):115999433-115999959	0.0773
1_MACS_peak_4839_lociStitched	chr10(.):118500566-118501916	0.0972
1_MACS_peak_4840_lociStitched	chr10(.):118893311-118893762	0.0169
