REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_16556_lociStitched	chr21	44581079	44586777	1	5699	13724.2028	1541.3090000000002
2_MACS_peak_854_lociStitched	chr1	59611875	59617572	2	2984	2985.228	712.125
2_MACS_peak_2967_lociStitched	chr10	22174460	22180157	2	5527	4390.677900000001	996.9749999999999
2_MACS_peak_23348_lociStitched	chr6	139452389	139458081	2	5456	6168.989600000001	1191.9048
2_MACS_peak_5402_lociStitched	chr11	130304134	130309825	2	4346	4770.7653	914.5437000000001
1_MACS_peak_1244_lociStitched	chr1	111413028	111418717	1	5690	12929.959200000001	631.479
2_MACS_peak_16785_lociStitched	chr22	26823796	26829485	2	5439	5888.683899999999	1175.3474
2_MACS_peak_22588_lociStitched	chr6	45978372	45984061	2	3900	4976.1683	1119.0263
2_MACS_peak_12822_lociStitched	chr19	36389407	36395095	2	4211	3966.2424	718.9632
2_MACS_peak_10539_lociStitched	chr17	18160014	18165701	2	5539	10560.759	1228.9606999999999
2_MACS_peak_10920_lociStitched	chr17	40807061	40812745	2	4630	6518.4112000000005	1252.1852
1_MACS_peak_7525_lociStitched	chr14	23066314	23071995	1	5682	6701.8757	872.6016
2_MACS_peak_11424_lociStitched	chr17	74137128	74142809	2	3383	4831.1224	896.4617999999999
1_MACS_peak_25342_lociStitched	chr8	29385212	29390888	1	5677	31290.085199999998	1355.4288000000001
2_MACS_peak_21798_lociStitched	chr5	173493957	173499628	2	3498	3164.9851000000003	876.1695
2_MACS_peak_27034_lociStitched	chr9	117686463	117692133	2	3385	3324.3210000000004	898.128
1_MACS_peak_27442_lociStitched	chrX	11351909	11357579	1	5671	7034.201999999999	523.908
2_MACS_peak_20229_lociStitched	chr4	164583347	164589015	2	5622	4451.6472	667.1236
1_MACS_peak_24516_lociStitched	chr7	101946487	101952155	1	5669	23916.126	1106.9604
2_MACS_peak_14964_lociStitched	chr2	187845177	187850843	2	5240	4162.2436	760.9438
1_MACS_peak_16591_lociStitched	chr21	45659665	45665330	1	5666	15026.412499999999	1589.0325000000003
1_MACS_peak_11857_lociStitched	chr18	35011494	35017156	1	5663	15146.982399999999	1091.0674000000001
2_MACS_peak_26588_lociStitched	chr9	71251266	71256928	2	4882	4996.715	1065.0221999999999
1_MACS_peak_24722_lociStitched	chr7	123611095	123616755	1	5661	10384.968	1737.62
2_MACS_peak_26773_lociStitched	chr9	95055258	95060916	2	3507	2838.0528000000004	1106.1390000000001
2_MACS_peak_5498_lociStitched	chr12	6468449	6474105	2	5631	16018.9232	1087.0832
1_MACS_peak_22409_lociStitched	chr6	34282059	34287714	1	5656	6111.3585	1150.7925
2_MACS_peak_26859_lociStitched	chr9	100475743	100481397	2	5332	4557.124000000001	977.0112
2_MACS_peak_27056_lociStitched	chr9	123472143	123477795	2	3988	3815.1000000000004	1020.7512
1_MACS_peak_1853_lociStitched	chr1	167596393	167602044	1	5652	20054.268799999998	1727.5107
2_MACS_peak_6643_lociStitched	chr12	109548577	109554225	2	4547	4006.6912	926.8367999999999
2_MACS_peak_13589_lociStitched	chr2	36579650	36585298	2	4142	3685.8848	1010.992
2_MACS_peak_5974_lociStitched	chr12	49207488	49213133	2	4297	6833.8369999999995	996.907
1_MACS_peak_3388_lociStitched	chr10	74078027	74083671	1	5645	17771.8272	1071.2312
1_MACS_peak_7922_lociStitched	chr14	74224519	74230158	1	5640	6863.790800000001	685.7024
2_MACS_peak_430_lociStitched	chr1	30369295	30374932	2	2953	1745.2151999999999	569.337
1_MACS_peak_16925_lociStitched	chr22	36846757	36852392	1	5636	9940.14	1176.0245
2_MACS_peak_22106_lociStitched	chr6	15658030	15663665	2	3798	5145.3185	991.1965
2_MACS_peak_27575_lociStitched	chrX	30729787	30735421	2	5456	6032.8872	622.557
2_MACS_peak_8475_lociStitched	chr15	41304936	41310568	2	3957	4203.7248	1058.2528
1_MACS_peak_22447_lociStitched	chr6	36482031	36487662	1	5632	7168.826099999999	1229.2473
2_MACS_peak_21058_lociStitched	chr5	88889908	88895538	2	4654	5846.192	787.0740000000001
2_MACS_peak_1700_lociStitched	chr1	157328862	157334491	2	3452	4376.5475	1419.6337999999998
1_MACS_peak_4306_lociStitched	chr11	22599072	22604700	1	5629	5185.0764	1072.134
2_MACS_peak_21750_lociStitched	chr5	169702463	169708089	2	5541	15646.4686	1080.7546
2_MACS_peak_19278_lociStitched	chr4	26858490	26864114	2	4682	6987.82	1055.6248
2_MACS_peak_25221_lociStitched	chr8	21027522	21033144	2	5418	3392.3148	534.6522
2_MACS_peak_27804_lociStitched	chrX	55477721	55483341	2	3885	3815.4179999999997	554.694
2_MACS_peak_15321_lociStitched	chr2	225833406	225839022	2	4433	5815.9296	946.296
2_MACS_peak_20109_lociStitched	chr4	145886839	145892453	2	4188	5343.4052	897.6786
1_MACS_peak_4563_lociStitched	chr11	60635382	60640987	1	5606	11093.9765	980.3145
1_MACS_peak_20761_lociStitched	chr5	55707365	55712970	1	5606	14190.739	1357.531
1_MACS_peak_4711_lociStitched	chr11	65623734	65629338	1	5605	14844.435599999999	1389.792
2_MACS_peak_11285_lociStitched	chr17	63555570	63561172	2	4479	4488.3224	589.8906000000001
2_MACS_peak_23127_lociStitched	chr6	119026612	119032214	2	3741	4228.9498	1178.6608
2_MACS_peak_9655_lociStitched	chr16	28371197	28376797	2	3736	4000.0800000000004	1062.32
2_MACS_peak_21318_lociStitched	chr5	126093499	126099098	2	3359	3038.0173999999997	712.1928
1_MACS_peak_27648_lociStitched	chrX	41189399	41194992	1	5594	16118.466699999999	746.6655000000001
1_MACS_peak_24050_lociStitched	chr7	44786872	44792464	1	5593	19879.56	1209.5496
1_MACS_peak_10120_lociStitched	chr16	79039169	79044760	1	5592	16484.504399999998	559.1
1_MACS_peak_1587_lociStitched	chr1	154296795	154302383	1	5589	23721.6188	2011.1212
2_MACS_peak_18873_lociStitched	chr3	184659871	184665458	2	5559	7444.6775	1645.9301999999998
2_MACS_peak_3759_lociStitched	chr10	104936592	104942177	2	3260	3124.2490000000003	834.9575
1_MACS_peak_19960_lociStitched	chr4	121839742	121845327	1	5586	11600.045	1001.3905
2_MACS_peak_23908_lociStitched	chr7	30470235	30475819	2	4446	5452.776	869.4288
1_MACS_peak_10294_lociStitched	chr17	1530298	1535879	1	5582	9455.888299999999	1094.9922000000001
1_MACS_peak_19515_lociStitched	chr4	71160490	71166071	1	5582	16428.2316	1004.0219000000001
2_MACS_peak_9886_lociStitched	chr16	57318216	57323796	2	1585	1117.116	449.74800000000005
1_MACS_peak_21274_lociStitched	chr5	121632242	121637819	1	5578	7232.811299999999	818.7036
1_MACS_peak_15097_lociStitched	chr2	201286866	201292440	1	5575	9447.93	999.9756
1_MACS_peak_19004_lociStitched	chr3	195632042	195637613	1	5572	18895.7178	1773.2493000000002
1_MACS_peak_5573_lociStitched	chr12	9799479	9805049	1	5571	31511.718	1479.9489999999998
2_MACS_peak_3341_lociStitched	chr10	71929257	71934821	2	3541	3874.7696	1018.212
2_MACS_peak_11266_lociStitched	chr17	62704075	62709637	2	3412	3628.0926	961.1136
2_MACS_peak_16546_lociStitched	chr21	43943601	43949162	2	5062	7010.196599999999	1291.8203
1_MACS_peak_22836_lociStitched	chr6	88407935	88413492	1	5558	12046.464600000001	1200.8677
1_MACS_peak_17972_lociStitched	chr3	79063854	79069410	1	5557	9635.7708	1168.4268
2_MACS_peak_26172_lociStitched	chr8	145633859	145639415	2	3185	3234.1476	961.1879999999999
1_MACS_peak_16298_lociStitched	chr21	16132510	16138059	1	5550	22557.2399	1082.6099
1_MACS_peak_20477_lociStitched	chr5	6448595	6454142	1	5548	10866.0183	945.7635
2_MACS_peak_13673_lociStitched	chr2	43613679	43619225	2	2320	2187.3424	645.5544
1_MACS_peak_17060_lociStitched	chr22	41839730	41845276	1	5547	24832.7696	1711.4956
2_MACS_peak_4605_lociStitched	chr11	62472808	62478351	2	4542	12123.0953	1344.1775
1_MACS_peak_8223_lociStitched	chr14	106206516	106212056	1	5541	27561.499999999996	573.39
1_MACS_peak_7997_lociStitched	chr14	81864248	81869787	1	5540	9995.1255	867.9613
1_MACS_peak_5610_lociStitched	chr12	11801012	11806547	1	5536	11333.466	963.0899999999999
1_MACS_peak_1101_lociStitched	chr1	92947768	92953302	1	5535	5771.9619999999995	1090.198
1_MACS_peak_2645_lociStitched	chr1	235096167	235101698	1	5532	11545.4094	1529.8746
2_MACS_peak_22885_lociStitched	chr6	90924147	90929678	2	4866	4887.1916	849.0085
1_MACS_peak_2503_lociStitched	chr1	225628814	225634344	1	5531	14674.408	1827.6650000000002
1_MACS_peak_20353_lociStitched	chr4	185566334	185571863	1	5530	8976.3315	1345.7586000000001
2_MACS_peak_17906_lociStitched	chr3	69412952	69418480	2	3508	2550.0664	826.4359999999999
1_MACS_peak_23012_lociStitched	chr6	108968916	108974443	1	5528	5449.0693	907.5334
2_MACS_peak_25424_lociStitched	chr8	38216720	38222247	2	4364	8411.5413	1028.022
1_MACS_peak_26327_lociStitched	chr9	18361838	18367364	1	5527	5090.5512	429.9228
2_MACS_peak_9286_lociStitched	chr16	1346140	1351665	2	3261	5656.495	808.86
1_MACS_peak_15890_lociStitched	chr20	34729977	34735501	1	5525	11499.8632	1399.7816
2_MACS_peak_25871_lociStitched	chr8	104361225	104366747	2	3313	2248.5584	481.5184
1_MACS_peak_8117_lociStitched	chr14	95927499	95933019	1	5521	18302.664	648.048
2_MACS_peak_24656_lociStitched	chr7	115801603	115807122	2	3689	2728.5936	1192.104
2_MACS_peak_10633_lociStitched	chr17	27134935	27140452	2	4194	4231.539	942.8552999999999
1_MACS_peak_11453_lociStitched	chr17	75101807	75107323	1	5517	15744.3188	1317.2208
2_MACS_peak_18958_lociStitched	chr3	191776818	191782334	2	4956	9021.9696	1495.9392
2_MACS_peak_22373_lociStitched	chr6	32908291	32913794	2	4918	8535.153	1255.2343
1_MACS_peak_23703_lociStitched	chr7	8151646	8157146	1	5501	9643.7	958.0999999999999
1_MACS_peak_20649_lociStitched	chr5	39072627	39078126	1	5500	17930.0394	1200.9816
2_MACS_peak_13292_lociStitched	chr2	437217	442713	2	4023	5954.915999999999	1135.4736
2_MACS_peak_9537_lociStitched	chr16	17372301	17377795	2	4463	4544.6368	817.5071999999999
1_MACS_peak_25235_lociStitched	chr8	22297244	22302738	1	5495	10899.5466	1117.4796
1_MACS_peak_24441_lociStitched	chr7	98475336	98480829	1	5494	12265.869	965.1201
1_MACS_peak_8641_lociStitched	chr15	52754266	52759756	1	5491	15688.224	1536.1019999999999
2_MACS_peak_6650_lociStitched	chr12	110312814	110318301	2	2818	2390.6859	560.7714
1_MACS_peak_19955_lociStitched	chr4	121638263	121643748	1	5486	13646.68	1105.2275
2_MACS_peak_22825_lociStitched	chr6	87861155	87866639	2	3967	7221.3312	1070.4768000000001
2_MACS_peak_22988_lociStitched	chr6	108033285	108038769	2	2856	2748.0324	1081.9932000000001
1_MACS_peak_1124_lociStitched	chr1	93715332	93720815	1	5484	9509.1669	485.7938
1_MACS_peak_16877_lociStitched	chr22	34235458	34240941	1	5484	20531.0935	935.9481
2_MACS_peak_11366_lociStitched	chr17	72458846	72464328	2	3857	4257.321199999999	868.897
1_MACS_peak_12953_lociStitched	chr19	42632879	42638360	1	5482	6845.769	1050.1596
1_MACS_peak_20547_lociStitched	chr5	17314336	17319814	1	5479	11519.6862	1239.6714
2_MACS_peak_18748_lociStitched	chr3	176960616	176966090	2	3111	4117.5428	1040.06
1_MACS_peak_18387_lociStitched	chr3	135912077	135917546	1	5470	15912.602400000002	1297.7937000000002
1_MACS_peak_4024_lociStitched	chr10	135087656	135093121	1	5466	15582.901	1179.8935000000001
1_MACS_peak_23195_lociStitched	chr6	129553750	129559213	1	5464	10059.0219	892.1079
1_MACS_peak_24648_lociStitched	chr7	114617998	114623461	1	5464	14267.7171	1448.7875999999999
2_MACS_peak_4746_lociStitched	chr11	66619016	66624478	2	2667	2953.3034	677.8342
1_MACS_peak_25506_lociStitched	chr8	52810029	52815490	1	5462	15966.325700000001	1393.6471999999999
2_MACS_peak_24123_lociStitched	chr7	52906642	52912102	2	5236	4884.516	661.206
2_MACS_peak_18815_lociStitched	chr3	181613701	181619159	2	4479	6311.085400000001	1265.7102
2_MACS_peak_24892_lociStitched	chr7	141015940	141021398	2	5068	4332.560399999999	1475.8431999999998
2_MACS_peak_10251_lociStitched	chr16	89827082	89832539	2	4336	6228.0741	565.3452
1_MACS_peak_26830_lociStitched	chr9	98222956	98228413	1	5458	22683.1119	1024.2789
1_MACS_peak_2782_lociStitched	chr10	3823817	3829273	1	5457	33888.8528	1187.7712000000001
2_MACS_peak_21540_lociStitched	chr5	143566762	143572214	2	4582	4634.2	1035.3348
1_MACS_peak_21589_lociStitched	chr5	149717884	149723336	1	5453	5822.1908	1311.7512000000002
1_MACS_peak_26059_lociStitched	chr8	133285982	133291431	1	5450	16330.108100000001	1007.5201000000001
2_MACS_peak_9745_lociStitched	chr16	30813392	30818838	2	4777	6569.5098	1064.1484
1_MACS_peak_17018_lociStitched	chr22	39711499	39716938	1	5440	9918.0165	1562.6247
1_MACS_peak_19103_lociStitched	chr4	3953308	3958747	1	5440	7232.238300000001	922.4544
2_MACS_peak_16025_lociStitched	chr20	44060588	44066024	2	2552	2788.1244	739.296
2_MACS_peak_21944_lociStitched	chr6	4017255	4022689	2	4173	8790.5818	1214.499
1_MACS_peak_27459_lociStitched	chrX	12991963	12997396	1	5434	8719.4217	541.6700999999999
1_MACS_peak_10598_lociStitched	chr17	21187191	21192623	1	5433	9405.508	1451.9735999999998
2_MACS_peak_24954_lociStitched	chr7	148680202	148685634	2	3223	3765.4624000000003	1611.6744
2_MACS_peak_6927_lociStitched	chr13	22242690	22248121	2	3255	1746.6096	594.6945
1_MACS_peak_5263_lociStitched	chr11	119107263	119112693	1	5431	5512.536000000001	1000.206
1_MACS_peak_20760_lociStitched	chr5	55621987	55627415	1	5429	13870.168399999999	1011.2364
1_MACS_peak_24382_lociStitched	chr7	90558674	90564102	1	5429	14840.152	1218.586
2_MACS_peak_1478_lociStitched	chr1	149679131	149684557	2	2898	2754.7802	1690.7415999999998
1_MACS_peak_18579_lociStitched	chr3	156781016	156786442	1	5427	8264.3406	1495.9482
1_MACS_peak_18209_lociStitched	chr3	121263693	121269117	1	5425	10504.6608	1178.6352
2_MACS_peak_27236_lociStitched	chr9	132768782	132774206	2	5011	5996.232	764.7839999999999
1_MACS_peak_23298_lociStitched	chr6	137037208	137042631	1	5424	8004.348	1118.7649000000001
1_MACS_peak_18333_lociStitched	chr3	129608098	129613518	1	5421	13495.800000000001	1016.25
2_MACS_peak_9111_lociStitched	chr15	89630371	89635790	2	4520	5810.7937	1096.8056
1_MACS_peak_13788_lociStitched	chr2	55236065	55241483	1	5419	6752.995199999999	922.1436
2_MACS_peak_15864_lociStitched	chr20	33459903	33465321	2	3789	3637.1034	1081.4328
2_MACS_peak_2979_lociStitched	chr10	22628815	22634232	2	4490	8156.9186	894.8884
1_MACS_peak_10342_lociStitched	chr17	3863773	3869189	1	5417	10557.9504	1059.9112
1_MACS_peak_912_lociStitched	chr1	67222290	67227704	1	5415	4856.358	1084.9656
1_MACS_peak_13659_lociStitched	chr2	42395516	42400930	1	5415	11647.679600000001	1172.131
1_MACS_peak_22492_lociStitched	chr6	40007666	40013079	1	5414	7795.8026	902.3471
2_MACS_peak_20070_lociStitched	chr4	140867991	140873403	2	3379	4637.5428	959.5476000000001
1_MACS_peak_23809_lociStitched	chr7	22600921	22606331	1	5411	7390.601000000001	866.682
2_MACS_peak_15510_lociStitched	chr2	243026542	243031950	2	5096	5271.1776	1146.4959999999999
1_MACS_peak_13056_lociStitched	chr19	47286848	47292255	1	5408	13425.581	1329.5813
1_MACS_peak_20112_lociStitched	chr4	146098777	146104184	1	5408	7352.4385999999995	1154.9352000000001
1_MACS_peak_20971_lociStitched	chr5	78119959	78125365	1	5407	5597.9130000000005	620.0681999999999
2_MACS_peak_4089_lociStitched	chr11	2919289	2924691	2	3695	4533.3584	865.4004000000001
1_MACS_peak_5719_lociStitched	chr12	25148937	25154338	1	5402	9378.8365	1145.012
2_MACS_peak_12279_lociStitched	chr19	2490569	2495965	2	3328	3326.0943999999995	771.6279999999999
1_MACS_peak_10007_lociStitched	chr16	68414917	68420309	1	5393	24829.0816	1180.3088
1_MACS_peak_10829_lociStitched	chr17	37973503	37978894	1	5392	16876.5255	1077.6608999999999
3_MACS_peak_9416_lociStitched	chr16	9053467	9058857	3	5185	5225.066	740.586
2_MACS_peak_10647_lociStitched	chr17	27502736	27508124	2	3770	4547.472	782.3376
2_MACS_peak_10662_lociStitched	chr17	28439315	28444699	2	3414	4161.832	1061.1864
1_MACS_peak_5991_lociStitched	chr12	49759622	49765005	1	5384	9547.8271	1081.9830000000002
1_MACS_peak_17856_lociStitched	chr3	61235320	61240702	1	5383	6271.1064	1281.4542000000001
2_MACS_peak_3682_lociStitched	chr10	100170331	100175710	2	4233	4595.2797	800.9331000000001
2_MACS_peak_4791_lociStitched	chr11	67722056	67727434	2	4045	4389.5236	923.4026
2_MACS_peak_5030_lociStitched	chr11	93470763	93476141	2	5185	8577.91	1289.1066
2_MACS_peak_15232_lociStitched	chr2	215543914	215549286	2	2940	2563.5184	701.046
2_MACS_peak_24275_lociStitched	chr7	75504110	75509482	2	5042	10454.4492	925.0584
2_MACS_peak_2346_lociStitched	chr1	210516233	210521604	2	3018	2002.8459	950.6669999999999
1_MACS_peak_3488_lociStitched	chr10	81103960	81109331	1	5372	7240.645100000001	1091.3872
1_MACS_peak_4787_lociStitched	chr11	67568911	67574282	1	5372	9964.279199999999	1170.878
2_MACS_peak_13624_lociStitched	chr2	38890219	38895590	2	5127	6034.8556	1179.4715999999999
1_MACS_peak_2337_lociStitched	chr1	209939132	209944499	1	5368	29897.4102	1767.3530999999998
2_MACS_peak_6124_lociStitched	chr12	56613673	56619036	2	4937	8330.884199999999	1352.0122999999999
2_MACS_peak_13076_lociStitched	chr19	48017083	48022445	2	4485	5316.9592	1027.8954
1_MACS_peak_27407_lociStitched	chrX	7531719	7537081	1	5363	3467.0692	379.6296
1_MACS_peak_13110_lociStitched	chr19	49136884	49142244	1	5361	7519.544	1136.856
1_MACS_peak_16989_lociStitched	chr22	39265615	39270975	1	5361	10344.264	902.0880000000001
2_MACS_peak_27699_lociStitched	chrX	47220830	47226190	2	2249	2579.768	577.272
1_MACS_peak_25345_lociStitched	chr8	29449699	29455058	1	5360	12282.2921	856.9041
1_MACS_peak_13117_lociStitched	chr19	49375143	49380501	1	5359	22762.927200000002	1346.4654
2_MACS_peak_7841_lociStitched	chr14	65434316	65439672	2	3016	2140.2576	424.19520000000006
2_MACS_peak_24170_lociStitched	chr7	65536796	65542152	2	2636	2754.0552	866.0652
2_MACS_peak_24742_lociStitched	chr7	126086490	126091846	2	4010	6167.434	1302.0436
2_MACS_peak_14811_lociStitched	chr2	172508205	172513559	2	4870	7529.3302	1004.9458000000001
1_MACS_peak_8104_lociStitched	chr14	94474203	94479555	1	5353	6206.7144	624.0432
1_MACS_peak_26758_lociStitched	chr9	93922947	93928298	1	5352	29171.5116	944.4514999999999
2_MACS_peak_10281_lociStitched	chr17	1278745	1284095	2	4935	4387.0	1002.055
2_MACS_peak_7052_lociStitched	chr13	38989160	38994509	2	2704	1916.5467	581.9712
2_MACS_peak_23588_lociStitched	chr7	852148	857497	2	4173	3848.0706	772.3956000000001
2_MACS_peak_16812_lociStitched	chr22	29597594	29602941	2	4849	5150.2303999999995	965.6682000000001
1_MACS_peak_5579_lociStitched	chr12	9891437	9896781	1	5345	11473.0336	1084.832
1_MACS_peak_16917_lociStitched	chr22	36725454	36730797	1	5344	22757.439899999998	1252.3992
2_MACS_peak_22645_lociStitched	chr6	53408566	53413908	2	3409	3793.3541999999998	1108.465
1_MACS_peak_419_lociStitched	chr1	28924291	28929632	1	5342	9264.498599999999	1124.2804999999998
2_MACS_peak_3410_lociStitched	chr10	75541193	75546533	2	3391	4535.796	1228.734
2_MACS_peak_4921_lociStitched	chr11	77180919	77186259	2	5014	5586.7080000000005	1136.3519999999999
2_MACS_peak_14186_lociStitched	chr2	91956946	91962286	2	5222	4118.208	681.918
2_MACS_peak_25529_lociStitched	chr8	54930541	54935881	2	4832	4916.538	1196.694
1_MACS_peak_16203_lociStitched	chr20	57463147	57468486	1	5340	5911.874699999999	369.4588
1_MACS_peak_3199_lociStitched	chr10	52380779	52386115	1	5337	12849.088	1393.7631999999999
1_MACS_peak_28045_lociStitched	chrX	106915938	106921273	1	5336	11428.103500000001	759.704
1_MACS_peak_5016_lociStitched	chr11	87066207	87071540	1	5334	5200.741599999999	909.8098
2_MACS_peak_14987_lociStitched	chr2	190521850	190527181	2	3229	4626.7749	1052.3394
2_MACS_peak_13631_lociStitched	chr2	38977158	38982484	2	3857	7457.9978	1201.5456
1_MACS_peak_13910_lociStitched	chr2	65279212	65284538	1	5327	6211.7137999999995	1144.0248
1_MACS_peak_17617_lociStitched	chr3	45592898	45598224	1	5327	14489.383	1060.9392
1_MACS_peak_23134_lociStitched	chr6	119667328	119672652	1	5325	9345.217200000001	1240.492
2_MACS_peak_12454_lociStitched	chr19	10675600	10680920	2	4386	5258.820000000001	1153.376
1_MACS_peak_13677_lociStitched	chr2	43649827	43655147	1	5321	13685.168	1106.56
1_MACS_peak_23769_lociStitched	chr7	18556130	18561449	1	5320	5892.388199999999	1057.9491
1_MACS_peak_4333_lociStitched	chr11	26247039	26252357	1	5319	15283.4002	1038.6054
1_MACS_peak_11760_lociStitched	chr18	20819241	20824559	1	5319	14535.1576	885.9788
3_MACS_peak_12063_lociStitched	chr18	60189184	60194502	3	4727	5479.6672	1004.5702000000001
2_MACS_peak_18423_lociStitched	chr3	140577845	140583162	2	3450	3936.1751	609.3281999999999
1_MACS_peak_24702_lociStitched	chr7	121182722	121188038	1	5317	18512.97	1461.3683999999998
1_MACS_peak_634_lociStitched	chr1	42084852	42090165	1	5314	5633.9052	911.7108000000001
2_MACS_peak_1965_lociStitched	chr1	180816987	180822300	2	5023	4815.7032	1423.3527000000001
1_MACS_peak_18275_lociStitched	chr3	125633549	125638861	1	5313	8184.1984	1249.9136
2_MACS_peak_21648_lociStitched	chr5	154782372	154787684	2	4096	3154.2656	755.8976
1_MACS_peak_25544_lociStitched	chr8	56900442	56905754	1	5313	7129.7664	1023.6224000000001
1_MACS_peak_6255_lociStitched	chr12	67842241	67847552	1	5312	6374.262199999999	1268.7979
1_MACS_peak_15066_lociStitched	chr2	198119078	198124388	1	5311	8040.933	1112.976
1_MACS_peak_731_lociStitched	chr1	46505767	46511076	1	5310	16362.8689	985.8813
1_MACS_peak_10909_lociStitched	chr17	40607659	40612967	1	5309	8543.7568	1049.9224
1_MACS_peak_13940_lociStitched	chr2	68588662	68593969	1	5308	9224.0967	1192.4829
1_MACS_peak_1403_lociStitched	chr1	145395171	145400475	1	5305	7059.624	1985.8176
2_MACS_peak_25334_lociStitched	chr8	29083253	29088557	2	4753	4546.0584	1159.9848
2_MACS_peak_16902_lociStitched	chr22	36231543	36236846	2	3369	3478.768	1005.4488
1_MACS_peak_14449_lociStitched	chr2	118977826	118983125	1	5300	9111.6305	1023.2369
2_MACS_peak_2194_lociStitched	chr1	203306766	203312064	2	4072	3058.0056000000004	1452.1818
2_MACS_peak_16437_lociStitched	chr21	35083965	35089263	2	4005	4102.7712	1233.9042
2_MACS_peak_238_lociStitched	chr1	20833821	20839117	2	2560	2015.6576	888.1392
2_MACS_peak_6852_lociStitched	chr12	125473123	125478419	2	2027	1227.6128	370.72
2_MACS_peak_3517_lociStitched	chr10	83352185	83357479	2	5236	7308.8964000000005	760.7478
1_MACS_peak_2118_lociStitched	chr1	198636618	198641910	1	5293	8039.0772	1235.1528
2_MACS_peak_21975_lociStitched	chr6	6542533	6547825	2	3551	3979.584	862.0668
1_MACS_peak_3626_lociStitched	chr10	94831519	94836810	1	5292	6933.3264	869.8403999999999
1_MACS_peak_10806_lociStitched	chr17	37023504	37028795	1	5292	12193.1095	1283.5966
2_MACS_peak_6352_lociStitched	chr12	79580700	79585987	2	2029	1305.3603	644.4852999999999
1_MACS_peak_19484_lociStitched	chr4	65169714	65174997	1	5284	10493.6229	1027.0152
2_MACS_peak_25613_lociStitched	chr8	67575370	67580653	2	4377	4392.8145	1058.7132
1_MACS_peak_18294_lociStitched	chr3	127452681	127457959	1	5279	12992.324799999999	785.8942000000001
1_MACS_peak_20722_lociStitched	chr5	53939043	53944321	1	5279	29422.211	1183.8554
1_MACS_peak_16530_lociStitched	chr21	43345193	43350470	1	5278	22826.191199999997	1415.8191
2_MACS_peak_9734_lociStitched	chr16	30578783	30584059	2	4244	9513.6832	967.6184000000001
1_MACS_peak_25931_lociStitched	chr8	118396961	118402236	1	5276	9135.245	861.4075
1_MACS_peak_18169_lociStitched	chr3	114008804	114014077	1	5274	17024.9351	1266.0473
2_MACS_peak_405_lociStitched	chr1	28494962	28500234	2	4705	3786.3504	1115.028
2_MACS_peak_6037_lociStitched	chr12	52426551	52431822	2	3135	2262.3132	803.8275
2_MACS_peak_7793_lociStitched	chr14	61111110	61116381	2	2614	1521.2106	423.2613
2_MACS_peak_5548_lociStitched	chr12	8391857	8397127	2	5236	7791.168	1234.761
1_MACS_peak_22119_lociStitched	chr6	16759014	16764284	1	5271	10563.715	948.073
1_MACS_peak_19206_lociStitched	chr4	15002435	15007703	1	5269	15757.6416	964.5708000000001
2_MACS_peak_11392_lociStitched	chr17	73451761	73457028	2	4471	6069.164100000001	875.9021
2_MACS_peak_19726_lociStitched	chr4	89299418	89304683	2	2840	7674.264	632.853
2_MACS_peak_13735_lociStitched	chr2	47262054	47267318	2	4498	2978.8976	735.3807999999999
2_MACS_peak_3543_lociStitched	chr10	88512076	88517339	2	3348	4073.0357000000004	891.5522
2_MACS_peak_6224_lociStitched	chr12	65058884	65064147	2	4299	6173.499	1044.1792
1_MACS_peak_10006_lociStitched	chr16	68400463	68405725	1	5263	24366.217200000003	924.5334
2_MACS_peak_543_lociStitched	chr1	36862402	36867663	2	3274	3439.1157	947.5061000000001
2_MACS_peak_2018_lociStitched	chr1	184459684	184464943	2	4894	9721.7874	1387.3241999999998
2_MACS_peak_13705_lociStitched	chr2	46060183	46065441	2	4298	5264.835400000001	1169.905
1_MACS_peak_17348_lociStitched	chr3	14780396	14785652	1	5257	17439.9336	980.7696
2_MACS_peak_14809_lociStitched	chr2	172366001	172371255	2	2405	1475.3232	733.9838
1_MACS_peak_16226_lociStitched	chr20	60911272	60916525	1	5254	17293.4013	1037.9928
1_MACS_peak_20397_lociStitched	chr4	187643979	187649232	1	5254	8825.5653	795.8294999999999
1_MACS_peak_3620_lociStitched	chr10	94500026	94505275	1	5250	11658.553899999999	936.9465
2_MACS_peak_19872_lociStitched	chr4	109276184	109281433	2	2772	2320.058	716.4885
1_MACS_peak_4673_lociStitched	chr11	64898397	64903643	1	5247	16209.6154	1406.9772
2_MACS_peak_8520_lociStitched	chr15	44080633	44085875	2	3900	5652.448600000001	1077.231
1_MACS_peak_26073_lociStitched	chr8	134244062	134249301	1	5240	31270.5432	1074.5189
2_MACS_peak_18452_lociStitched	chr3	142659161	142664399	2	2914	3319.8444	668.8926
1_MACS_peak_18719_lociStitched	chr3	174909584	174914821	1	5238	12479.247299999999	1106.0544
1_MACS_peak_26017_lociStitched	chr8	128746409	128751646	1	5238	4871.4574	1292.4916
1_MACS_peak_14726_lociStitched	chr2	164945938	164951174	1	5237	8764.0168	789.5888
