REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_13888_lociStitched	chr2	64862559	64896479	5	21521	53135.68	6227.712	165	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.144	165	1
5_MACS_peak_18580_lociStitched	chr3	156795009	156825232	5	20496	66127.924	8048.3849	166	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.5464	166	1
1_MACS_peak_26966_lociStitched	chr9	112903653	112925430	1	21778	47519.5917	4797.4731	167	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4426	167	1
3_MACS_peak_7968_lociStitched	chr14	77487774	77511205	3	21115	51325.6055	2207.2002	168	C14orf4		C14orf4	C14orf4	2.0874	168	1
2_MACS_peak_18664_lociStitched	chr3	169647377	169668584	2	16968	87873.3252	5399.3022	169	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	2.7791	169	1
4_MACS_peak_8417_lociStitched	chr15	38455194	38486451	4	21012	55071.7083	5101.1424	170			SPRED1	SPRED1	NONE	170	1
1_MACS_peak_14389_lociStitched	chr2	112455230	112468204	1	12975	103641.5016	3189.0092	171			ANAPC1	ANAPC1	NONE	171	1
4_MACS_peak_5527_lociStitched	chr12	7045495	7071991	4	20403	61060.032	5561.5104	172	ATN1,C12orf57,PTPN6	LRRC23,ENO2,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	2.0635	172	1
2_MACS_peak_12875_lociStitched	chr19	39880731	39904201	2	18704	74545.414	4632.978	173	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	4.3584000000000005	173	1
5_MACS_peak_9113_lociStitched	chr15	89646444	89675277	5	19831	65742.1233	5328.3384	174	ABHD2		ABHD2	ABHD2	0.5058	174	1
1_MACS_peak_18774_lociStitched	chr3	178228071	178242048	1	13978	99426.7872	3845.0727	175		KCNMB2	KCNMB2	KCNMB2	0.0862	175	1
3_MACS_peak_17370_lociStitched	chr3	15834449	15859482	3	20894	52967.3247	4132.9483	176	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2177	176	1
4_MACS_peak_11501_lociStitched	chr17	76753576	76780005	4	20677	55791.619	5121.9402	177	CYTH1		CYTH1	CYTH1	0.8825	177	1
2_MACS_peak_19548_lociStitched	chr4	74453638	74476029	2	19252	67146.1308	3790.7963	178	RASSF6		RASSF6	RASSF6	1.1761000000000001	178	1
6_MACS_peak_27594_lociStitched	chrX	37634564	37666358	6	21356	42772.4682	3029.9682	179	CYBB	DYNLT3	CYBB	CYBB	1.0753	179	1
2_MACS_peak_20533_lociStitched	chr5	15426148	15450666	2	19855	58723.0618	3697.3144	180		FBXL7	FBXL7	NONE	NONE	180	1
2_MACS_peak_6443_lociStitched	chr12	92851291	92867112	2	15160	90477.1348	3289.1859	181		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.4792	181	1
2_MACS_peak_23361_lociStitched	chr6	139631166	139650236	2	18341	71152.077	3310.552	182		TXLNB,CITED2	TXLNB	CITED2	1.9384	182	1
4_MACS_peak_14289_lociStitched	chr2	106325151	106353054	4	20886	46014.8373	4969.5243	183		NCK2	NCK2	NCK2	0.1708	183	1
1_MACS_peak_20336_lociStitched	chr4	185200460	185211453	1	10994	105449.2532	3117.6148	184			ENPP6	NONE	NONE	184	1
2_MACS_peak_8675_lociStitched	chr15	56644649	56667542	2	17377	77181.4602	4386.2988	185	TEX9		TEX9	TEX9	0.7203999999999999	185	1
2_MACS_peak_16807_lociStitched	chr22	29206549	29225890	2	19196	61806.0996	3719.2743	186		CCDC117,XBP1	XBP1	XBP1	2.7717	186	1
2_MACS_peak_8337_lociStitched	chr15	31546226	31562950	2	15062	88352.892	3344.8	187			KLF13	KLF13	1.5056	187	1
3_MACS_peak_25073_lociStitched	chr8	2027258	2050919	3	17859	72449.982	4741.6644	188	MYOM2		MYOM2	MYOM2	0.8674000000000001	188	1
1_MACS_peak_24324_lociStitched	chr7	78112826	78128666	1	15841	83985.264	3784.176	189	MAGI2		RPL13AP17	RPL13AP17	NONE	189	1
2_MACS_peak_7472_lociStitched	chr13	115023459	115048824	2	19571	56802.381	4527.6525	190	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	0.7868	190	1
1_MACS_peak_3839_lociStitched	chr10	112214378	112226925	1	12548	97413.6533	2796.7263	191		DUSP5	DUSP5	DUSP5	1.5568	191	1
3_MACS_peak_13569_lociStitched	chr2	33699402	33724865	3	17264	74851.0348	4797.2292	192	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5753	192	1
1_MACS_peak_21043_lociStitched	chr5	88170977	88187241	1	16265	80645.044	4309.96	193	MEF2C		MEF2C	MEF2C	0.6009	193	1
4_MACS_peak_1482_lociStitched	chr1	149802808	149834908	4	18057	71958.57	8577.12	194	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	2.9612	194	1
3_MACS_peak_6435_lociStitched	chr12	92753358	92770931	3	15338	84512.0716	3602.465	195		CLLU1	CLLU1	CLLU1	0.4792	195	1
2_MACS_peak_3836_lociStitched	chr10	112167348	112186719	2	19370	53779.7073	3178.7811	196			DUSP5	DUSP5	1.5568	196	1
1_MACS_peak_16534_lociStitched	chr21	43478832	43487352	1	8521	107802.708	3151.548	197	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	1.4536	197	1
1_MACS_peak_13654_lociStitched	chr2	42322848	42336763	1	13916	90390.4485	3620.683	198		PKDCC	PKDCC	PKDCC	0.002600000000000005	198	1
1_MACS_peak_14119_lociStitched	chr2	86218540	86230839	1	12300	95161.0527	2441.3515	199		LOC90784	LOC90784	LOC90784	0.0818	199	1
2_MACS_peak_17465_lociStitched	chr3	30682184	30703893	2	20157	41946.1298	4129.0518	200	TGFBR2		TGFBR2	TGFBR2	0.4739	200	1
1_MACS_peak_2325_lociStitched	chr1	209273505	209286207	1	12703	94114.1988	3625.1508	201			LOC642587	LOC642587	NONE	201	1
1_MACS_peak_12078_lociStitched	chr18	60821054	60832121	1	11068	99140.3994	2934.9684	202	BCL2		BCL2	BCL2	0.8023	202	1
3_MACS_peak_3483_lociStitched	chr10	81000978	81020816	3	19631	46863.3074	3870.3938	203	ZMIZ1		PPIF	PPIF	NONE	203	1
5_MACS_peak_23076_lociStitched	chr6	113946297	113974052	5	18348	60386.5535	4340.882	204			MARCKS	MARCKS	NONE	204	1
2_MACS_peak_21041_lociStitched	chr5	88110540	88130715	2	19699	44179.215	4646.3025	205	MEF2C		MEF2C	MEF2C	0.6009	205	1
2_MACS_peak_24848_lociStitched	chr7	136031548	136048441	2	15703	78386.8986	4520.5668	206			LUZP6	LUZP6	NONE	206	1
1_MACS_peak_12805_lociStitched	chr19	35693754	35708411	1	14658	82768.079	3461.9834	207		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6042	207	1
2_MACS_peak_26746_lociStitched	chr9	93670667	93690441	2	17761	62288.1	3460.45	208			SYK	SYK	NONE	208	1
2_MACS_peak_13516_lociStitched	chr2	27374308	27393620	2	18100	59291.7024	3669.28	209	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.3907	209	1
2_MACS_peak_15598_lociStitched	chr20	5570384	5592589	2	20093	35496.913	4554.2455	210	GPCPD1		GPCPD1	GPCPD1	0.3898999999999999	210	1
4_MACS_peak_5157_lociStitched	chr11	111230364	111251735	4	19149	48095.4355	4116.0546	211	POU2AF1		POU2AF1	POU2AF1	1.1860000000000002	211	1
3_MACS_peak_14177_lociStitched	chr2	89046764	89066975	3	16622	70281.7314	3823.9212	212	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	212	1
1_MACS_peak_19329_lociStitched	chr4	38306885	38322940	1	16056	73324.7905	3532.1	213			KLF3	KLF3	NONE	213	1
5_MACS_peak_14170_lociStitched	chr2	88898725	88928487	5	20050	33241.1778	5875.0188	214	EIF2AK3		EIF2AK3	EIF2AK3	0.3111	214	1
1_MACS_peak_22052_lociStitched	chr6	11826716	11838571	1	11856	91786.152	2583.2045	215		C6orf105	C6orf105	C6orf105	0.5745	215	1
4_MACS_peak_16454_lociStitched	chr21	36235580	36263123	4	16816	68675.7162	6469.8507	216	RUNX1		RUNX1	RUNX1	0.26970000000000005	216	1
6_MACS_peak_13979_lociStitched	chr2	70330993	70361172	6	18192	55094.7824	4904.0875	217	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.3624	217	1
4_MACS_peak_27246_lociStitched	chr9	134126937	134153591	4	18228	53713.1408	4893.6744	218	FAM78A	PPAPDC3	FAM78A	FAM78A	1.4976	218	1
5_MACS_peak_273_lociStitched	chr1	23936471	23964384	5	19109	42667.8118	4641.9319	219	MDS2		MDS2	MDS2	0.3777	219	1
2_MACS_peak_9610_lociStitched	chr16	23402354	23419525	2	15384	73696.2149	2936.241	220	COG7		COG7	COG7	1.0587	220	1
5_MACS_peak_22347_lociStitched	chr6	31773629	31805361	5	19604	34435.5664	5143.7572	221	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	1.1839000000000002	221	1
2_MACS_peak_6622_lociStitched	chr12	108953549	108972376	2	18738	46549.7575	4375.3948	222	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.3228	222	1
3_MACS_peak_18753_lociStitched	chr3	177056228	177081097	3	16033	71488.4274	6077.9836	223			TBL1XR1	TBL1XR1	0.45999999999999996	223	1
3_MACS_peak_18918_lociStitched	chr3	186703087	186720738	3	15366	75186.1996	5522.9979	224	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.8424999999999999	224	1
1_MACS_peak_20756_lociStitched	chr5	55436916	55454177	1	17262	58851.3795	3390.0604	225	ANKRD55		ANKRD55	ANKRD55	0.4683	225	1
3_MACS_peak_18817_lociStitched	chr3	181636169	181662128	3	17210	61442.3571	5713.5759	226			SOX2	SOX2	1.7912	226	1
3_MACS_peak_17660_lociStitched	chr3	46577259	46592049	3	13914	79607.175	2734.671	227	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.3801999999999999	227	1
2_MACS_peak_11498_lociStitched	chr17	76710969	76733775	2	18768	42854.7546	4645.5822	228	CYTH1		CYTH1	CYTH1	0.8825	228	1
4_MACS_peak_21656_lociStitched	chr5	156339066	156370109	4	18398	46971.1633	5056.9047	229	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.8673000000000001	229	1
1_MACS_peak_10686_lociStitched	chr17	29634737	29651238	1	16502	63009.0685	3362.9038	230	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	2.0941	230	1
2_MACS_peak_5612_lociStitched	chr12	11901439	11920369	2	18608	41799.333	3596.7	231	ETV6		ETV6	ETV6	0.2986	231	1
4_MACS_peak_21605_lociStitched	chr5	150512625	150538196	4	18467	43145.9483	5142.3281	232	ANXA6		ANXA6	ANXA6	0.5622	232	1
1_MACS_peak_21801_lociStitched	chr5	173696066	173710630	1	14565	73532.1796	3110.8704	233			HMP19	HMP19	NONE	233	1
1_MACS_peak_20343_lociStitched	chr4	185300298	185308960	1	8663	96262.5384	2584.7408	234	IRF2		IRF2	IRF2	2.1370999999999998	234	1
3_MACS_peak_1111_lociStitched	chr1	93408637	93428873	3	19078	28184.7008	2102.5204	235	FAM69A		FAM69A	FAM69A	0.32130000000000003	235	1
3_MACS_peak_8274_lociStitched	chr15	23658672	23682984	3	18761	34676.2056	3559.2768	236			MKRN3	MKRN3	NONE	236	1
3_MACS_peak_2835_lociStitched	chr10	6953826	6973695	3	12278	85011.5034	3922.1406	237			LOC439949	LOC439949	NONE	237	1
2_MACS_peak_16314_lociStitched	chr21	19151368	19168956	2	16027	62769.8132	3672.3744	238	C21orf91		C21orf91	C21orf91	1.1471	238	1
2_MACS_peak_25343_lociStitched	chr8	29404282	29420991	2	15636	65208.5434	3313.3947	239			C8orf75	C8orf75	0.7095	239	1
4_MACS_peak_27429_lociStitched	chrX	10064726	10091173	4	17758	45137.0949	2464.8604	240	WWC3	CLCN4	CLCN4	NONE	NONE	240	1
3_MACS_peak_13473_lociStitched	chr2	25622750	25646524	3	15838	63514.6184	4412.4544	241	DTNB		DNMT3A	DNMT3A	NONE	241	1
2_MACS_peak_6272_lociStitched	chr12	68751704	68771091	2	15351	65828.5585	3825.0551	242		MDM1	MDM1	NONE	NONE	242	1
3_MACS_peak_2290_lociStitched	chr1	207084744	207107251	3	13472	78436.895	5777.5469	243	FAIM3,PIGR	IL20,IL24,FCAMR	FAIM3	FAIM3	2.2607	243	1
1_MACS_peak_13380_lociStitched	chr2	11883394	11898587	1	15194	66048.5289	3672.1481	244	LPIN1		LPIN1	LPIN1	0.6769000000000001	244	1
3_MACS_peak_21261_lociStitched	chr5	118657763	118679055	3	16911	51897.1208	4518.1624	245	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.43379999999999996	245	1
2_MACS_peak_17896_lociStitched	chr3	69128319	69146189	2	17346	45959.853	3370.282	246	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.385	246	1
1_MACS_peak_7453_lociStitched	chr13	114556011	114568292	1	12282	80558.4476	3392.0122	247	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.5051	247	1
1_MACS_peak_13670_lociStitched	chr2	43443341	43457094	1	13754	72765.7477	3302.0953	248	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	4.8353	248	1
2_MACS_peak_2073_lociStitched	chr1	192560715	192579477	2	18181	33600.8658	4617.3282	249		RGS1,RGS13	RGS1	RGS1	2.0749999999999997	249	1
5_MACS_peak_15060_lociStitched	chr2	198055915	198083840	5	17203	46542.5975	4833.8175	250	ANKRD44		ANKRD44	ANKRD44	0.36260000000000003	250	1
4_MACS_peak_17880_lociStitched	chr3	66530496	66552534	4	18329	26796.0042	3437.928	251	LRIG1		LRIG1	LRIG1	0.15100000000000002	251	1
3_MACS_peak_11439_lociStitched	chr17	74475330	74498613	3	16547	51692.9166	4149.0306	252	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.2061	252	1
1_MACS_peak_15121_lociStitched	chr2	202115607	202129117	1	13511	71612.457	3173.499	253	CASP8		CASP8	CASP8	1.3112000000000001	253	1
3_MACS_peak_25211_lociStitched	chr8	19518356	19540892	3	16443	50663.1816	3826.6128	254	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.2388	254	1
5_MACS_peak_9591_lociStitched	chr16	22194961	22219424	5	17420	36648.0203	5330.4877	255	EEF2K		EEF2K	EEF2K	0.0398	255	1
2_MACS_peak_27737_lociStitched	chrX	48790335	48805149	2	14694	59958.1836	1633.9842	256	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.8188	256	1
2_MACS_peak_23396_lociStitched	chr6	143162506	143180464	2	17112	36273.3642	1840.695	257	HIVEP2		HIVEP2	HIVEP2	0.258	257	1
3_MACS_peak_21876_lociStitched	chr5	180228543	180249723	3	15522	54815.958	3888.648	258	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.1691	258	1
2_MACS_peak_8920_lociStitched	chr15	75352610	75371045	2	14396	62024.5575	3329.361	260		PPCDC	PPCDC	PPCDC	1.965	260	1
3_MACS_peak_16139_lociStitched	chr20	52224491	52244863	3	13936	64642.3932	3273.7804	261		ZNF217	ZNF217	ZNF217	1.0441	261	1
3_MACS_peak_13876_lociStitched	chr2	64486003	64512009	3	15810	51062.781	4384.6116	262			LOC150992	LOC150992	0.5723	262	1
5_MACS_peak_13948_lociStitched	chr2	68936286	68965648	5	17104	35980.1948	4730.2182	263	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.2895	263	1
3_MACS_peak_960_lociStitched	chr1	75595633	75612658	3	16728	38452.665	2601.42	264	LHX8		LHX8	LHX8	0.825	264	1
1_MACS_peak_4690_lociStitched	chr11	65263123	65278771	1	15649	51481.92	4059.0912	265	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	2.5616	265	1
2_MACS_peak_5196_lociStitched	chr11	115089239	115102814	2	13493	65992.1475	2933.5575	266	CADM1		CADM1	CADM1	0.3164	266	1
2_MACS_peak_18746_lociStitched	chr3	176908569	176921658	2	12840	70407.0399	3802.3545	267	TBL1XR1		TBL1XR1	TBL1XR1	0.45999999999999996	267	1
1_MACS_peak_20590_lociStitched	chr5	32529745	32544582	1	14838	56423.6273	3474.8254	268		SUB1	SUB1	SUB1	1.5559	268	1
3_MACS_peak_15636_lociStitched	chr20	9479357	9499962	3	16210	43703.205	3533.7575	269	C20orf103		C20orf103	C20orf103	1.3569	269	1
1_MACS_peak_16793_lociStitched	chr22	27003361	27016327	1	12967	67519.1484	2629.5048	270	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.4768999999999997	270	1
3_MACS_peak_12899_lociStitched	chr19	40645245	40672142	3	16459	40323.9824	3684.889	271		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.102	271	1
1_MACS_peak_9874_lociStitched	chr16	56942621	56954663	1	12043	72267.6546	2632.3812	272	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.3157	272	1
2_MACS_peak_4328_lociStitched	chr11	26097686	26113603	2	13810	62747.9974	3092.6731	273			ANO3	ANO3	NONE	273	1
2_MACS_peak_18716_lociStitched	chr3	174863596	174873836	2	10237	80290.816	3218.432	274	NAALADL2		NAALADL2	NAALADL2	0.18260000000000004	274	1
2_MACS_peak_5829_lociStitched	chr12	32608101	32625595	2	16084	43537.3178	3164.6646	275		FGD4	FGD4	FGD4	0.2727	275	1
3_MACS_peak_13930_lociStitched	chr2	67686522	67706500	3	15393	49891.0594	3056.634	276			ETAA1	ETAA1	NONE	276	1
4_MACS_peak_24856_lociStitched	chr7	137684160	137715824	4	16866	36077.9616	6791.928	277	CREB3L2	AKR1D1	CREB3L2	CREB3L2	0.08720000000000003	277	1
3_MACS_peak_11351_lociStitched	chr17	70581940	70602294	3	15857	45784.2876	3669.8262	278	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.3121	278	1
4_MACS_peak_8459_lociStitched	chr15	40833625	40862619	4	17171	28611.2792	4917.3824	279	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.5807	279	1
2_MACS_peak_15160_lociStitched	chr2	204661785	204683906	2	16314	40235.8869	3654.3892	280		CTLA4	CTLA4	CTLA4	0.11090000000000001	280	1
2_MACS_peak_10160_lociStitched	chr16	81841168	81858021	2	15882	43251.5392	1771.2503	281	PLCG2		PLCG2	PLCG2	0.2874	281	1
4_MACS_peak_9836_lociStitched	chr16	50713534	50733225	4	16152	41622.8358	3174.1892	282	NOD2,SNX20	CYLD	NOD2	NOD2	0.2167	282	1
3_MACS_peak_3265_lociStitched	chr10	63797977	63814946	3	16014	43286.2221	3722.9986	283	ARID5B		ARID5B	ARID5B	0.31000000000000005	283	1
3_MACS_peak_27064_lociStitched	chr9	123688632	123708104	3	16136	41508.4624	3450.4384	284	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	1.0586	284	1
2_MACS_peak_19407_lociStitched	chr4	48190866	48206795	2	15366	48916.3661	3048.8106	285	TEC		TXK	TXK	NONE	285	1
1_MACS_peak_20478_lociStitched	chr5	6475441	6488664	1	13224	64156.6737	2452.8665	286	UBE2QL1		UBE2QL1	UBE2QL1	1.2854999999999999	286	1
2_MACS_peak_17343_lociStitched	chr3	14725440	14742281	2	12733	67288.2155	2888.2315	287	C3orf20	C3orf19	C3orf20	C3orf20	0.8807	287	1
1_MACS_peak_21023_lociStitched	chr5	86407818	86421058	1	13241	64310.652	3164.36	288	MIR4280		MIR4280	MIR4280	1.6601	288	1
3_MACS_peak_13394_lociStitched	chr2	13680158	13702525	3	16283	37549.7196	3569.7732	289			MIR3125	MIR3125	NONE	289	1
3_MACS_peak_18357_lociStitched	chr3	132266604	132290118	3	16701	31071.3996	3374.259	290	ACAD11	CCRL1	CCRL1	NONE	NONE	290	1
2_MACS_peak_19361_lociStitched	chr4	40301511	40320037	2	13962	59777.8442	4034.9628	291		CHRNA9	CHRNA9	NONE	NONE	291	1
1_MACS_peak_9875_lociStitched	chr16	56961032	56975724	1	14693	53098.3572	3523.1416	292	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	2.3157	292	1
3_MACS_peak_15769_lociStitched	chr20	25261276	25282784	3	14874	51335.2944	3303.6288	293	PYGB,ABHD12		PYGB	PYGB	0.8288	293	1
3_MACS_peak_19605_lociStitched	chr4	77602405	77624453	3	16683	30421.8304	3768.0032	294	SHROOM3		ANKRD56	ANKRD56	NONE	294	1
3_MACS_peak_1767_lociStitched	chr1	161144602	161163798	3	14202	58229.1464	5192.518	295	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	1.2235	295	1
2_MACS_peak_26762_lociStitched	chr9	94180976	94196191	2	15197	48193.5125	3621.17	296	NFIL3		NFIL3	NFIL3	1.292	296	1
2_MACS_peak_3384_lociStitched	chr10	74006461	74025208	2	15306	47004.3531	3535.6842	297		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.7127	297	1
4_MACS_peak_1603_lociStitched	chr1	154821507	154850583	4	14450	56849.3952	5937.3192	298	KCNN3		KCNN3	KCNN3	0.6398999999999999	298	1
1_MACS_peak_2534_lociStitched	chr1	226838794	226852848	1	14055	58005.0742	4112.2004	299	ITPKB		ITPKB	ITPKB	0.7054	299	1
1_MACS_peak_20796_lociStitched	chr5	58851357	58866481	1	15125	47746.468	2673.9232	300	PDE4D		PDE4D	PDE4D	0.0886	300	1
3_MACS_peak_24643_lociStitched	chr7	114556707	114574611	3	13762	60259.4928	4490.3232	301	MDFIC		MDFIC	MDFIC	1.7462	301	1
2_MACS_peak_16512_lociStitched	chr21	41295569	41312112	2	13732	60398.493	4494.7331	302	PCP4		PCP4	PCP4	0.4347	302	1
3_MACS_peak_16042_lociStitched	chr20	45172164	45191773	3	16052	36864.92	3125.6746	303	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4891999999999999	303	1
2_MACS_peak_4829_lociStitched	chr11	71413692	71427528	2	13336	61007.0748	3254.2272	304			FAM86C	FAM86C	NONE	304	1
2_MACS_peak_27181_lociStitched	chr9	130828677	130846461	2	15900	38185.8048	3725.748	305	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	0.6685	305	1
3_MACS_peak_1917_lociStitched	chr1	174922509	174942472	3	15744	39780.2701	4597.4789	306	RABGAP1L	CACYBP	CACYBP	CACYBP	0.7737999999999999	306	1
3_MACS_peak_21019_lociStitched	chr5	86364929	86381230	3	16068	33560.4988	2733.6777	307		MIR4280	MIR4280	MIR4280	1.6601	307	1
2_MACS_peak_19509_lociStitched	chr4	69431886	69445039	2	12100	66170.1124	2497.7547	308	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.5058999999999999	308	1
1_MACS_peak_26096_lociStitched	chr8	137188303	137202007	1	13705	56560.5192	3065.5848	309			KHDRBS3	KHDRBS3	NONE	309	1
3_MACS_peak_12617_lociStitched	chr19	16693770	16711468	3	12599	64259.6682	3849.315	310	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.04369999999999999	310	1
1_MACS_peak_5667_lociStitched	chr12	15100683	15116554	1	15872	35560.5626	3605.8912	311	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.0704	311	1
2_MACS_peak_619_lociStitched	chr1	40838930	40858805	2	15226	43502.4	4088.2875	312	SMAP2	SMAP2	SMAP2	SMAP2	0.635	312	1
1_MACS_peak_16806_lociStitched	chr22	29185699	29200433	1	14735	47338.8686	3204.645	314	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.7717	314	1
3_MACS_peak_4793_lociStitched	chr11	67760464	67782183	3	15663	37999.5624	3950.6861	315	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.8999999999999999	315	1
1_MACS_peak_5741_lociStitched	chr12	26265481	26280765	1	15285	41647.3716	3707.8984	316	BHLHE41		BHLHE41	BHLHE41	2.0441	316	1
5_MACS_peak_9021_lociStitched	chr15	81607940	81626686	5	16275	26829.2752	3483.0068	317	STARD5,TMC3	IL16	STARD5	STARD5	0.9215	317	1
2_MACS_peak_19325_lociStitched	chr4	38123344	38137231	2	13734	53855.1747	2520.4905	318	TBC1D1		PTTG2	PTTG2	NONE	318	1
3_MACS_peak_15118_lociStitched	chr2	202082821	202102338	3	15695	35932.7487	4045.8741	319	CASP10,CASP8	CASP8	CASP8	CASP8	1.3112000000000001	319	1
4_MACS_peak_22200_lociStitched	chr6	26183494	26207398	4	15390	40318.8768	4637.376	320	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.7966000000000002	320	1
1_MACS_peak_11259_lociStitched	chr17	62195906	62211334	1	15429	38633.2548	3841.572	321	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.4005	321	1
1_MACS_peak_10826_lociStitched	chr17	37924153	37939183	1	15031	42483.798	3235.959	322	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.23729999999999998	322	1
3_MACS_peak_21653_lociStitched	chr5	156305107	156322173	3	16003	28384.1712	2928.5256	323		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.8673000000000001	323	1
2_MACS_peak_23221_lociStitched	chr6	130831724	130848635	2	14666	45020.4642	3192.7968	324			TMEM200A	TMEM200A	NONE	324	1
3_MACS_peak_2637_lociStitched	chr1	234734131	234750457	3	12280	64179.1386	4814.5374	325	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.8209999999999997	325	1
1_MACS_peak_25346_lociStitched	chr8	29463103	29478444	1	15342	36718.6835	2575.7539	326			C8orf75	C8orf75	0.7095	326	1
2_MACS_peak_25355_lociStitched	chr8	29621993	29635523	2	10488	70178.757	2423.223	327		C8orf75	C8orf75	C8orf75	0.7095	327	1
4_MACS_peak_4451_lociStitched	chr11	45088971	45105657	4	15281	36106.8354	2526.2604	328		PRDM11	PRDM11	PRDM11	0.0031000000000000055	328	1
4_MACS_peak_16008_lociStitched	chr20	43583222	43609512	4	15581	34061.324	5079.228	329	STK4,TOMM34	PABPC1L	STK4	STK4	0.8859999999999999	329	1
2_MACS_peak_13977_lociStitched	chr2	70309890	70323653	2	10140	71713.4878	2923.2612	330	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.3624	330	1
3_MACS_peak_9103_lociStitched	chr15	89164049	89185528	3	15818	28655.1339	3868.3679	331	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6856	331	1
