REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_16137_lociStitched	chr20	52192153	52216626	2	24282	73653.9408	4622.9497	167	ZNF217		ZNF217	ZNF217	1.0441	167	1
2_MACS_peak_13977_lociStitched	chr2	70309890	70323653	2	10140	71713.4878	2923.2612	168	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.3624	168	1
4_MACS_peak_8440_lociStitched	chr15	40329895	40358954	4	22916	73841.8249	5053.3601	169	SRP14	BMF	SRP14	BMF	3.448	169	1
2_MACS_peak_15277_lociStitched	chr2	219741146	219763474	2	19766	72905.3856	4186.5	170	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	2.9395	170	1
5_MACS_peak_22868_lociStitched	chr6	90056064	90086275	5	24306	74430.8407	5758.2166	171	UBE2J1,RRAGD	GABRR2	UBE2J1	UBE2J1	1.2649	171	1
1_MACS_peak_15121_lociStitched	chr2	202115607	202129117	1	13511	71612.457	3173.499	172	CASP8		CASP8	CASP8	1.3112000000000001	172	1
1_MACS_peak_10749_lociStitched	chr17	34408658	34432983	1	24326	73546.6375	5120.4125	173	CCL4,CCL3	CCL18	CCL3	CCL3	2.7065	173	1
2_MACS_peak_23361_lociStitched	chr6	139631166	139650236	2	18341	71152.077	3310.552	174		TXLNB,CITED2	TXLNB	CITED2	1.9384	174	1
2_MACS_peak_25355_lociStitched	chr8	29621993	29635523	2	10488	70178.757	2423.223	175		C8orf75	C8orf75	C8orf75	0.7095	175	1
3_MACS_peak_25073_lociStitched	chr8	2027258	2050919	3	17859	72449.982	4741.6644	176	MYOM2		MYOM2	MYOM2	0.8674000000000001	176	1
3_MACS_peak_1654_lociStitched	chr1	155938003	155962445	3	20280	73871.0566	6318.257	177	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	2.0114	177	1
2_MACS_peak_8824_lociStitched	chr15	68568484	68599553	2	29727	73155.0674	6459.2451	178	FEM1B,ITGA11	CLN6	FEM1B	FEM1B	1.7641	178	1
2_MACS_peak_18746_lociStitched	chr3	176908569	176921658	2	12840	70407.0399	3802.3545	179	TBL1XR1		TBL1XR1	TBL1XR1	0.45999999999999996	179	1
3_MACS_peak_18723_lociStitched	chr3	175049827	175074790	3	24219	72592.404	6083.4831	180	NAALADL2		NAALADL2	NAALADL2	0.18260000000000004	180	1
3_MACS_peak_14177_lociStitched	chr2	89046764	89066975	3	16622	70281.7314	3823.9212	181	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	181	1
2_MACS_peak_16014_lociStitched	chr20	43672478	43694812	2	22075	69894.253	4205.4922	182	STK4	KCNS1,WFDC5	KCNS1	KCNS1	0.1346	182	1
3_MACS_peak_18753_lociStitched	chr3	177056228	177081097	3	16033	71488.4274	6077.9836	183			TBL1XR1	TBL1XR1	0.45999999999999996	183	1
1_MACS_peak_2006_lociStitched	chr1	183808544	183817058	1	8515	67535.6022	2620.6092	184	RGL1		APOBEC4	APOBEC4	NONE	184	1
1_MACS_peak_16793_lociStitched	chr22	27003361	27016327	1	12967	67519.1484	2629.5048	185	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.4768999999999997	185	1
4_MACS_peak_15049_lociStitched	chr2	197074484	197108043	4	25999	69641.6368	5191.5773	186	HECW2	STK17B	STK17B	STK17B	0.8320000000000001	186	1
2_MACS_peak_17343_lociStitched	chr3	14725440	14742281	2	12733	67288.2155	2888.2315	187	C3orf20	C3orf19	C3orf20	C3orf20	0.8807	187	1
2_MACS_peak_19509_lociStitched	chr4	69431886	69445039	2	12100	66170.1124	2497.7547	188	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.5058999999999999	188	1
4_MACS_peak_1482_lociStitched	chr1	149802808	149834908	4	18057	71958.57	8577.12	189	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	2.9612	189	1
2_MACS_peak_19548_lociStitched	chr4	74453638	74476029	2	19252	67146.1308	3790.7963	190	RASSF6		RASSF6	RASSF6	1.1761000000000001	190	1
2_MACS_peak_5196_lociStitched	chr11	115089239	115102814	2	13493	65992.1475	2933.5575	191	CADM1		CADM1	CADM1	0.3164	191	1
2_MACS_peak_14678_lociStitched	chr2	158322570	158338085	2	11236	66430.5755	3507.9415	192		CYTIP	CYTIP	CYTIP	1.1501000000000001	192	1
3_MACS_peak_17253_lociStitched	chr3	5222078	5256623	3	26651	69311.088	6563.55	193	ARL8B,EDEM1		EDEM1	EDEM1	1.2881	193	1
1_MACS_peak_13380_lociStitched	chr2	11883394	11898587	1	15194	66048.5289	3672.1481	194	LPIN1		LPIN1	LPIN1	0.6769000000000001	194	1
4_MACS_peak_14154_lociStitched	chr2	87782243	87822000	4	30610	68533.1166	6194.1406	195	NCRNA00152		NCRNA00152	NCRNA00152	1.0986	195	1
4_MACS_peak_16454_lociStitched	chr21	36235580	36263123	4	16816	68675.7162	6469.8507	196	RUNX1		RUNX1	RUNX1	0.26970000000000005	196	1
2_MACS_peak_6272_lociStitched	chr12	68751704	68771091	2	15351	65828.5585	3825.0551	197		MDM1	MDM1	NONE	NONE	197	1
2_MACS_peak_25343_lociStitched	chr8	29404282	29420991	2	15636	65208.5434	3313.3947	198			C8orf75	C8orf75	0.7095	198	1
1_MACS_peak_20478_lociStitched	chr5	6475441	6488664	1	13224	64156.6737	2452.8665	199	UBE2QL1		UBE2QL1	UBE2QL1	1.2854999999999999	199	1
2_MACS_peak_2866_lociStitched	chr10	11281832	11313179	2	26015	67825.5039	6191.0325	200	CELF2		CELF2	CELF2	0.6293	200	1
2_MACS_peak_23276_lociStitched	chr6	135190114	135204386	2	10476	64329.6128	2731.6608	201			ALDH8A1	ALDH8A1	NONE	201	1
3_MACS_peak_16139_lociStitched	chr20	52224491	52244863	3	13936	64642.3932	3273.7804	202		ZNF217	ZNF217	ZNF217	1.0441	202	1
1_MACS_peak_20448_lociStitched	chr5	1311116	1320714	1	9599	63280.5738	2048.2132	203	CLPTM1L	TERT	TERT	NONE	NONE	203	1
1_MACS_peak_21023_lociStitched	chr5	86407818	86421058	1	13241	64310.652	3164.36	204	MIR4280		MIR4280	MIR4280	1.6601	204	1
1_MACS_peak_21468_lociStitched	chr5	139046487	139052974	1	6488	62712.4238	1726.8394	205	CXXC5		CXXC5	CXXC5	1.4828000000000001	205	1
5_MACS_peak_9113_lociStitched	chr15	89646444	89675277	5	19831	65742.1233	5328.3384	206	ABHD2		ABHD2	ABHD2	0.5058	206	1
3_MACS_peak_12617_lociStitched	chr19	16693770	16711468	3	12599	64259.6682	3849.315	207	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.04369999999999999	207	1
1_MACS_peak_3588_lociStitched	chr10	91803205	91814119	1	10915	62085.3804	2117.316	208			KIF20B	KIF20B	NONE	208	1
1_MACS_peak_25932_lociStitched	chr8	118449371	118458352	1	8982	61836.8793	2149.1533	209			MED30	MED30	NONE	209	1
2_MACS_peak_4328_lociStitched	chr11	26097686	26113603	2	13810	62747.9974	3092.6731	210			ANO3	ANO3	NONE	210	1
1_MACS_peak_10686_lociStitched	chr17	29634737	29651238	1	16502	63009.0685	3362.9038	211	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	2.0941	211	1
3_MACS_peak_2637_lociStitched	chr1	234734131	234750457	3	12280	64179.1386	4814.5374	212	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.8209999999999997	212	1
3_MACS_peak_13473_lociStitched	chr2	25622750	25646524	3	15838	63514.6184	4412.4544	213	DTNB		DNMT3A	DNMT3A	NONE	213	1
2_MACS_peak_16314_lociStitched	chr21	19151368	19168956	2	16027	62769.8132	3672.3744	214	C21orf91		C21orf91	C21orf91	1.1471	214	1
5_MACS_peak_7998_lociStitched	chr14	81930555	81956896	5	23129	61522.0396	2613.0272	215	SEL1L		SEL1L	SEL1L	0.8412	215	1
2_MACS_peak_26746_lociStitched	chr9	93670667	93690441	2	17761	62288.1	3460.45	216			SYK	SYK	NONE	216	1
4_MACS_peak_12597_lociStitched	chr19	16244035	16272803	4	22449	64164.1472	5422.768	217	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	1.7055	217	1
2_MACS_peak_8920_lociStitched	chr15	75352610	75371045	2	14396	62024.5575	3329.361	218		PPCDC	PPCDC	PPCDC	1.965	218	1
2_MACS_peak_27737_lociStitched	chrX	48790335	48805149	2	14694	59958.1836	1633.9842	219	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.8188	219	1
2_MACS_peak_21366_lociStitched	chr5	131434381	131444137	2	9419	60476.4684	2162.9052	220		IL3,CSF2	CSF2	IL3	0.1112	220	1
2_MACS_peak_16807_lociStitched	chr22	29206549	29225890	2	19196	61806.0996	3719.2743	221		CCDC117,XBP1	XBP1	XBP1	2.7717	221	1
5_MACS_peak_18580_lociStitched	chr3	156795009	156825232	5	20496	66127.924	8048.3849	222	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.5464	222	1
3_MACS_peak_22178_lociStitched	chr6	25365495	25390651	3	21376	63350.3548	5388.4152	223	LRRC16A		LRRC16A	LRRC16A	0.5475	223	1
2_MACS_peak_4829_lociStitched	chr11	71413692	71427528	2	13336	61007.0748	3254.2272	224			FAM86C	FAM86C	NONE	224	1
1_MACS_peak_1406_lociStitched	chr1	145448348	145458179	1	9832	61094.7495	3671.8785	225	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	3.6044	225	1
1_MACS_peak_3060_lociStitched	chr10	30988920	30997435	1	8516	59278.024	1932.905	226			LYZL2	LYZL2	NONE	226	1
1_MACS_peak_24141_lociStitched	chr7	55615629	55643922	1	28294	62895.339	5675.5758	227	VOPP1		VOPP1	VOPP1	1.7916	227	1
3_MACS_peak_5469_lociStitched	chr12	4216172	4230561	3	11009	59685.572	3004.4232	228			CCND2	CCND2	0.7427999999999999	228	1
1_MACS_peak_20834_lociStitched	chr5	61983627	61992602	1	8976	58175.0525	1894.6225	229			LRRC70	LRRC70	NONE	229	1
1_MACS_peak_1940_lociStitched	chr1	178544129	178553821	1	9693	59186.1364	3127.6084	230		C1orf220	C1orf220	C1orf220	0.3971	230	1
5_MACS_peak_23076_lociStitched	chr6	113946297	113974052	5	18348	60386.5535	4340.882	231			MARCKS	MARCKS	1.6641	231	1
2_MACS_peak_16512_lociStitched	chr21	41295569	41312112	2	13732	60398.493	4494.7331	232	PCP4		PCP4	PCP4	0.4347	232	1
3_MACS_peak_24643_lociStitched	chr7	114556707	114574611	3	13762	60259.4928	4490.3232	233	MDFIC		MDFIC	MDFIC	1.7462	233	1
2_MACS_peak_19361_lociStitched	chr4	40301511	40320037	2	13962	59777.8442	4034.9628	234		CHRNA9	CHRNA9	NONE	NONE	234	1
3_MACS_peak_18817_lociStitched	chr3	181636169	181662128	3	17210	61442.3571	5713.5759	235			SOX2	SOX2	1.7912	235	1
2_MACS_peak_13516_lociStitched	chr2	27374308	27393620	2	18100	59291.7024	3669.28	236	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.3907	236	1
4_MACS_peak_5527_lociStitched	chr12	7045495	7071991	4	20403	61060.032	5561.5104	237	ATN1,C12orf57,PTPN6	LRRC23,ENO2,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	2.0635	237	1
1_MACS_peak_3582_lociStitched	chr10	91645008	91652212	1	7205	57128.4404	1656.1996	238			KIF20B	KIF20B	NONE	238	1
1_MACS_peak_20756_lociStitched	chr5	55436916	55454177	1	17262	58851.3795	3390.0604	239	ANKRD55		ANKRD55	ANKRD55	0.4683	239	1
2_MACS_peak_20533_lociStitched	chr5	15426148	15450666	2	19855	58723.0618	3697.3144	240		FBXL7	FBXL7	NONE	NONE	240	1
1_MACS_peak_10825_lociStitched	chr17	37909098	37916602	1	7505	56800.7776	1805.4624	241		GRB7,C17orf37	GRB7	C17orf37	0.23729999999999998	241	1
1_MACS_peak_22375_lociStitched	chr6	32934495	32942153	1	7659	57021.468	2115.9054	242	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.4006	242	1
2_MACS_peak_1404_lociStitched	chr1	145426743	145442013	2	12168	58980.375	4246.587	243	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	3.6044	243	1
1_MACS_peak_24555_lociStitched	chr7	104651196	104658171	1	6976	56284.065	2092.5	244	MLL5,LOC100216545		MLL5	MLL5	0.4605	244	1
1_MACS_peak_2534_lociStitched	chr1	226838794	226852848	1	14055	58005.0742	4112.2004	245	ITPKB		ITPKB	ITPKB	0.7054	245	1
2_MACS_peak_15369_lociStitched	chr2	231725735	231739989	2	12510	55150.1514	1338.4506	246	ITM2C	GPR55	ITM2C	ITM2C	2.2283	246	1
1_MACS_peak_16193_lociStitched	chr20	56047005	56058708	1	11704	56121.7365	2482.2063	247		CTCFL	CTCFL	CTCFL	0.07310000000000001	247	1
1_MACS_peak_6562_lociStitched	chr12	102870142	102879511	1	9370	55776.4677	2199.8412	248	IGF1		IGF1	IGF1	0.5515	248	1
1_MACS_peak_26096_lociStitched	chr8	137188303	137202007	1	13705	56560.5192	3065.5848	249			KHDRBS3	KHDRBS3	NONE	249	1
3_MACS_peak_1767_lociStitched	chr1	161144602	161163798	3	14202	58229.1464	5192.518	250	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	1.2235	250	1
1_MACS_peak_20590_lociStitched	chr5	32529745	32544582	1	14838	56423.6273	3474.8254	251		SUB1	SUB1	SUB1	1.5559	251	1
2_MACS_peak_6402_lociStitched	chr12	89737798	89749887	2	11732	55878.9847	3083.9039	252	DUSP6		DUSP6	DUSP6	3.6472	252	1
2_MACS_peak_18923_lociStitched	chr3	186779268	186792528	2	10536	56793.906	4068.168	253	ST6GAL1		ST6GAL1	ST6GAL1	0.8424999999999999	253	1
2_MACS_peak_1679_lociStitched	chr1	156450303	156476403	2	21452	59575.86	6903.45	254	MEF2D		MEF2D	MEF2D	1.0633000000000001	254	1
2_MACS_peak_7472_lociStitched	chr13	115023459	115048824	2	19571	56802.381	4527.6525	255	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	0.7868	255	1
2_MACS_peak_15991_lociStitched	chr20	42694950	42710195	2	9589	54712.7805	2484.935	256	TOX2		JPH2	JPH2	NONE	256	1
1_MACS_peak_23779_lociStitched	chr7	20254355	20262913	1	8559	54517.8832	2350.8826	257	MACC1		MACC1	MACC1	0.6453	257	1
3_MACS_peak_21046_lociStitched	chr5	88563518	88580678	3	11535	54924.012	3032.172	258			MEF2C	MEF2C	0.6009	258	1
1_MACS_peak_19569_lociStitched	chr4	76022829	76030558	1	7730	53732.7809	1842.5936	259			PARM1	PARM1	NONE	259	1
2_MACS_peak_16152_lociStitched	chr20	52480826	52491353	2	9903	53826.6564	2187.5106	260	SUMO1P1		SUMO1P1	SUMO1P1	2.59	260	1
2_MACS_peak_19325_lociStitched	chr4	38123344	38137231	2	13734	53855.1747	2520.4905	261	TBC1D1		PTTG2	PTTG2	NONE	261	1
2_MACS_peak_14676_lociStitched	chr2	158293618	158311489	2	12638	54888.9894	3558.1161	262	CYTIP		CYTIP	CYTIP	1.1501000000000001	262	1
1_MACS_peak_16050_lociStitched	chr20	45978033	45987392	1	9360	53839.5193	2512.8915	263	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3161	263	1
4_MACS_peak_13872_lociStitched	chr2	64429801	64456547	4	21548	55776.1084	4453.209	264	LOC150992		LOC150992	LOC150992	0.5723	264	1
4_MACS_peak_8764_lociStitched	chr15	65183178	65205149	4	11179	55254.8679	4264.5711	265	ANKDD1A	PLEKHO2	ANKDD1A	ANKDD1A	0.1455	265	1
3_MACS_peak_21876_lociStitched	chr5	180228543	180249723	3	15522	54815.958	3888.648	266	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.1691	266	1
4_MACS_peak_1603_lociStitched	chr1	154821507	154850583	4	14450	56849.3952	5937.3192	267	KCNN3		KCNN3	KCNN3	0.6398999999999999	267	1
2_MACS_peak_214_lociStitched	chr1	17221253	17233545	2	7796	55388.9812	4525.9144	268		CROCC	CROCC	NONE	NONE	268	1
4_MACS_peak_11501_lociStitched	chr17	76753576	76780005	4	20677	55791.619	5121.9402	269	CYTH1		CYTH1	CYTH1	0.8825	269	1
2_MACS_peak_3836_lociStitched	chr10	112167348	112186719	2	19370	53779.7073	3178.7811	270			DUSP5	DUSP5	1.5568	270	1
2_MACS_peak_11531_lociStitched	chr17	78873015	78887846	2	10563	53258.121	2761.5322	271	RPTOR		CHMP6	CHMP6	NONE	271	1
5_MACS_peak_21791_lociStitched	chr5	173309435	173357033	5	36898	58174.2756	7858.4298	272	CPEB4		CPEB4	CPEB4	0.6131	272	1
6_MACS_peak_13979_lociStitched	chr2	70330993	70361172	6	18192	55094.7824	4904.0875	273	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.3624	273	1
1_MACS_peak_27513_lociStitched	chrX	19470022	19470631	1	610	50284.3383	127.3419	274	MAP3K15		MAP3K15	MAP3K15	0.2869	274	1
4_MACS_peak_8417_lociStitched	chr15	38455194	38486451	4	21012	55071.7083	5101.1424	275			SPRED1	SPRED1	NONE	275	1
5_MACS_peak_21185_lociStitched	chr5	109247639	109282937	5	24073	55852.0254	5901.8256	276		LOC100289673	LOC100289673	LOC100289673	0.0011000000000000038	276	1
1_MACS_peak_19828_lociStitched	chr4	105406832	105417812	1	10981	52215.39	2290.428	277	CXXC4		CXXC4	CXXC4	1.6965000000000001	277	1
1_MACS_peak_9875_lociStitched	chr16	56961032	56975724	1	14693	53098.3572	3523.1416	278	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	2.3157	278	1
3_MACS_peak_7968_lociStitched	chr14	77487774	77511205	3	21115	51325.6055	2207.2002	279	C14orf4		C14orf4	C14orf4	2.0874	279	1
1_MACS_peak_1237_lociStitched	chr1	111172514	111181655	1	9142	50296.5243	1229.4645	280		KCNA2,KCNA3	KCNA2	KCNA3	0.8845000000000001	280	1
1_MACS_peak_12754_lociStitched	chr19	29120270	29126851	1	6582	50717.1346	1786.0834	281			LOC148145	LOC148145	NONE	281	1
3_MACS_peak_17370_lociStitched	chr3	15834449	15859482	3	20894	52967.3247	4132.9483	282	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2177	282	1
4_MACS_peak_27246_lociStitched	chr9	134126937	134153591	4	18228	53713.1408	4893.6744	283	FAM78A	PPAPDC3	FAM78A	FAM78A	1.4976	283	1
4_MACS_peak_18254_lociStitched	chr3	124487137	124513160	4	22374	53034.874	4272.9766	284	ITGB5	UMPS	UMPS	UMPS	0.0012000000000000066	284	1
2_MACS_peak_24084_lociStitched	chr7	47513132	47524956	2	11614	51815.1328	3190.1152	285	TNS3		TNS3	TNS3	0.2032	285	1
4_MACS_peak_28143_lociStitched	chrX	128892640	128921848	4	22404	51531.6744	2920.8	286	XPNPEP2,SASH3		SASH3	SASH3	0.9498	286	1
4_MACS_peak_12551_lociStitched	chr19	13943794	13962152	4	12077	51314.2816	2996.0256	287	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.7162	287	1
1_MACS_peak_24805_lociStitched	chr7	130789973	130797482	1	7510	50437.953	2195.6316	288	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2701	288	1
4_MACS_peak_15983_lociStitched	chr20	42564432	42593920	4	22580	53379.1776	5139.7584	289	TOX2		TOX2	TOX2	0.6738	289	1
3_MACS_peak_15769_lociStitched	chr20	25261276	25282784	3	14874	51335.2944	3303.6288	290	PYGB,ABHD12		PYGB	PYGB	0.8288	290	1
1_MACS_peak_4330_lociStitched	chr11	26125714	26136583	1	10870	50147.3922	2203.1463	291			ANO3	ANO3	NONE	291	1
3_MACS_peak_6811_lociStitched	chr12	123354984	123387453	3	25863	51239.3289	3457.9485	292	VPS37B	HIP1R	VPS37B	VPS37B	1.0788	292	1
2_MACS_peak_14961_lociStitched	chr2	187809056	187821284	2	11408	50244.852	2492.0664	293			ZSWIM2	ZSWIM2	NONE	293	1
3_MACS_peak_11439_lociStitched	chr17	74475330	74498613	3	16547	51692.9166	4149.0306	294	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.2061	294	1
1_MACS_peak_4690_lociStitched	chr11	65263123	65278771	1	15649	51481.92	4059.0912	295	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	2.5616	295	1
3_MACS_peak_21261_lociStitched	chr5	118657763	118679055	3	16911	51897.1208	4518.1624	296	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.43379999999999996	296	1
2_MACS_peak_16744_lociStitched	chr22	23477727	23488750	2	10574	49525.2367	2361.1266	297	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5122	297	1
5_MACS_peak_13888_lociStitched	chr2	64862559	64896479	5	21521	53135.68	6227.712	298	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.144	298	1
3_MACS_peak_25211_lociStitched	chr8	19518356	19540892	3	16443	50663.1816	3826.6128	299	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.2388	299	1
3_MACS_peak_13930_lociStitched	chr2	67686522	67706500	3	15393	49891.0594	3056.634	300			ETAA1	ETAA1	NONE	300	1
1_MACS_peak_8916_lociStitched	chr15	75298415	75304965	1	6551	48056.04	1244.5	301	SCAMP5	PPCDC,RPP25	SCAMP5	PPCDC	1.965	301	1
3_MACS_peak_13876_lociStitched	chr2	64486003	64512009	3	15810	51062.781	4384.6116	302			LOC150992	LOC150992	0.5723	302	1
2_MACS_peak_2583_lociStitched	chr1	230255923	230271001	2	10230	50279.0988	3651.8916	303	GALNT2		GALNT2	GALNT2	0.4919	303	1
1_MACS_peak_10978_lociStitched	chr17	43297838	43308076	1	10239	49232.4944	2641.404	304	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.4628999999999999	304	1
2_MACS_peak_1757_lociStitched	chr1	161007547	161018503	2	7161	49522.2156	3347.058	305	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	2.7444	305	1
1_MACS_peak_11458_lociStitched	chr17	75203559	75212039	1	8481	48033.264	1951.248	306	SEC14L1		SEC14L1	SEC14L1	1.5036	306	1
2_MACS_peak_19407_lociStitched	chr4	48190866	48206795	2	15366	48916.3661	3048.8106	307	TEC		TXK	TXK	NONE	307	1
2_MACS_peak_26748_lociStitched	chr9	93698993	93708934	2	8284	47448.393	1892.7664	308			SYK	SYK	NONE	308	1
2_MACS_peak_7278_lociStitched	chr13	77898647	77915294	2	11948	48907.2213	3620.7225	309	MYCBP2		MYCBP2	MYCBP2	0.0615	309	1
2_MACS_peak_20339_lociStitched	chr4	185262992	185278099	2	11240	48286.5041	3136.2132	310			IRF2	IRF2	2.1370999999999998	310	1
1_MACS_peak_20796_lociStitched	chr5	58851357	58866481	1	15125	47746.468	2673.9232	311	PDE4D		PDE4D	PDE4D	0.0886	311	1
1_MACS_peak_4037_lociStitched	chr11	267233	271461	1	4229	46158.7672	1095.4748	312		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	PSMD13	0.1241	312	1
2_MACS_peak_7687_lociStitched	chr14	50465108	50476984	2	10183	46150.136	1257.6684	313	C14orf182		C14orf182	C14orf182	1.2801	313	1
2_MACS_peak_26762_lociStitched	chr9	94180976	94196191	2	15197	48193.5125	3621.17	314	NFIL3		NFIL3	NFIL3	1.292	314	1
2_MACS_peak_24024_lociStitched	chr7	43684443	43699496	2	11206	47129.4377	2575.5683	315	C7orf44		STK17A	STK17A	NONE	315	1
2_MACS_peak_24120_lociStitched	chr7	52772658	52788949	2	12428	46834.9959	2455.0537	316			POM121L12	POM121L12	NONE	316	1
1_MACS_peak_2269_lociStitched	chr1	206727537	206738641	1	11105	47930.416	3604.3584	317	RASSF5	LGTN	RASSF5	RASSF5	0.5252	317	1
2_MACS_peak_16791_lociStitched	chr22	26974441	26992805	2	13195	47896.9848	3665.4544	318	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.4768999999999997	318	1
5_MACS_peak_1394_lociStitched	chr1	145128025	145175093	5	29595	59983.4592	15828.9684	319		SEC22B,NOTCH2NL	SEC22B	NOTCH2NL	0.13200000000000006	319	1
1_MACS_peak_16806_lociStitched	chr22	29185699	29200433	1	14735	47338.8686	3204.645	320	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.7717	320	1
4_MACS_peak_5157_lociStitched	chr11	111230364	111251735	4	19149	48095.4355	4116.0546	321	POU2AF1		POU2AF1	POU2AF1	1.1860000000000002	321	1
2_MACS_peak_3155_lociStitched	chr10	45949158	45961407	2	10650	46418.8104	2491.4466	322	MARCH8		MARCH8	MARCH8	0.3049	322	1
1_MACS_peak_8226_lociStitched	chr14	106323771	106329607	1	5837	44299.9088	693.9004	323			KIAA0125	KIAA0125	NONE	323	1
3_MACS_peak_11369_lociStitched	chr17	72732711	72757664	3	22950	48061.9733	4578.8755	324	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.7253	324	1
2_MACS_peak_3384_lociStitched	chr10	74006461	74025208	2	15306	47004.3531	3535.6842	325		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.7127	325	1
2_MACS_peak_6266_lociStitched	chr12	68375693	68388497	2	10252	45790.9452	2490.378	326			IFNG	IFNG	NONE	326	1
1_MACS_peak_14851_lociStitched	chr2	175456139	175465919	1	9781	45282.378	2173.116	327	WIPF1		WIPF1	WIPF1	0.4537	327	1
2_MACS_peak_11075_lociStitched	chr17	47815624	47828599	2	12923	45887.385	2798.7075	328	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7427999999999999	328	1
2_MACS_peak_21212_lociStitched	chr5	112256387	112267826	2	10408	45603.8613	2566.9116	329	REEP5	DCP2	REEP5	REEP5	0.3196	329	1
3_MACS_peak_3483_lociStitched	chr10	81000978	81020816	3	19631	46863.3074	3870.3938	330	ZMIZ1		PPIF	PPIF	NONE	330	1
1_MACS_peak_26966_lociStitched	chr9	112903653	112925430	1	21778	47519.5917	4797.4731	331	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4426	331	1
4_MACS_peak_27429_lociStitched	chrX	10064726	10091173	4	17758	45137.0949	2464.8604	332	WWC3	CLCN4	CLCN4	NONE	NONE	332	1
1_MACS_peak_26754_lociStitched	chr9	93793725	93800440	1	6716	44038.9845	1370.5315	333		LOC100129316	LOC100129316	LOC100129316	0.01859999999999999	333	1
2_MACS_peak_17896_lociStitched	chr3	69128319	69146189	2	17346	45959.853	3370.282	334	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.385	334	1
2_MACS_peak_684_lociStitched	chr1	44288102	44306151	2	14259	46077.2921	3568.2873	335	ST3GAL3		ARTN	ARTN	NONE	335	1
