#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
2_MACS_peak_7038_lociStitched	chr13	36790891	36796915	2	3036	2099.9664	519.2688	6598	0
1_MACS_peak_25936_lociStitched	chr8	119519371	119522411	1	3041	1848.624	580.032	6599	0
2_MACS_peak_7804_lociStitched	chr14	63139431	63147193	2	3038	1965.3384	533.2494	6600	0
1_MACS_peak_15026_lociStitched	chr2	193190867	193193808	1	2942	4788.2421	540.8499	6601	0
1_MACS_peak_8951_lociStitched	chr15	76724710	76727709	1	3000	3311.4958	411.7627	6602	0
2_MACS_peak_23849_lociStitched	chr7	25126779	25134344	2	3043	2150.7295	1093.899	6603	0
2_MACS_peak_27376_lociStitched	chrX	1612227	1620631	2	3013	2718.694	242.8756	6604	0
1_MACS_peak_5337_lociStitched	chr11	125494656	125497453	1	2798	7102.4221	707.9207	6605	0
1_MACS_peak_21830_lociStitched	chr5	176559885	176562700	1	2816	6745.303	587.209	6606	0
1_MACS_peak_20919_lociStitched	chr5	73935338	73938353	1	3016	2890.179	573.453	6607	0
1_MACS_peak_3486_lociStitched	chr10	81044567	81047508	1	2942	4676.19	488.5001	6608	0
2_MACS_peak_350_lociStitched	chr1	26641457	26644798	2	3040	1570.27	496.4726	6609	0
1_MACS_peak_14325_lociStitched	chr2	109744209	109747171	1	2963	4260.5408	515.0918	6610	0
2_MACS_peak_15328_lociStitched	chr2	226328396	226332362	2	3016	2922.942	650.8206	6611	0
2_MACS_peak_24028_lociStitched	chr7	43768190	43775087	2	3005	3527.1258	884.8851	6612	0
1_MACS_peak_20314_lociStitched	chr4	181594777	181597778	1	3002	3210.4698	486.4621	6613	0
1_MACS_peak_20351_lociStitched	chr4	185426080	185429035	1	2956	4464.414	585.9765	6614	0
1_MACS_peak_26920_lociStitched	chr9	107889111	107892133	1	3023	2526.392	567.5316	6615	0
1_MACS_peak_16862_lociStitched	chr22	32339300	32342179	1	2880	5786.2142	563.7082	6616	0
1_MACS_peak_7301_lociStitched	chr13	79978534	79981447	1	2914	5260.0041	596.5824	6617	0
2_MACS_peak_14318_lociStitched	chr2	109277754	109281029	2	3036	1842.8425	615.3725	6618	0
1_MACS_peak_1000_lociStitched	chr1	82573716	82576718	1	3003	3359.238	708.1718	6619	0
1_MACS_peak_8680_lociStitched	chr15	57209597	57212496	1	2900	5442.8725	553.1292	6620	0
1_MACS_peak_19170_lociStitched	chr4	10116927	10119878	1	2952	4442.1403	516.1299	6621	0
2_MACS_peak_11918_lociStitched	chr18	46064889	46068194	2	3032	1987.2965	579.697	6622	0
1_MACS_peak_16509_lociStitched	chr21	41014403	41017310	1	2908	5324.4612	581.6907	6623	0
1_MACS_peak_19842_lociStitched	chr4	106472451	106475339	1	2889	5735.568	680.4128	6624	0
1_MACS_peak_24585_lociStitched	chr7	106343613	106346246	1	2634	8793.6934	746.4555	6625	0
1_MACS_peak_21463_lociStitched	chr5	138939860	138942738	1	2879	5700.4546	505.3768	6626	0
1_MACS_peak_23178_lociStitched	chr6	127723629	127726525	1	2897	5570.1664	669.2656	6627	0
2_MACS_peak_12440_lociStitched	chr19	10360123	10363785	2	3001	3344.1384	721.414	6628	0
3_MACS_peak_27349_lociStitched	chr9	140444046	140447275	3	3020	2333.2754	428.4883	6629	0
1_MACS_peak_5983_lociStitched	chr12	49452745	49455501	1	2757	7434.0344	659.2352	6630	0
1_MACS_peak_6028_lociStitched	chr12	51631310	51633929	1	2620	8745.6267	596.0844	6631	0
1_MACS_peak_25277_lociStitched	chr8	24243433	24245994	1	2562	9346.1134	702.2262	6632	0
1_MACS_peak_16429_lociStitched	chr21	34805429	34808438	1	3010	3142.9005	879.2298	6633	0
1_MACS_peak_1984_lociStitched	chr1	182359017	182361871	1	2855	6146.6598	627.88	6634	0
1_MACS_peak_368_lociStitched	chr1	27190312	27193158	1	2847	6258.9232	633.8042	6635	0
2_MACS_peak_26461_lociStitched	chr9	36135907	36140847	2	3028	2412.696	1005.29	6636	0
1_MACS_peak_11402_lociStitched	chr17	73683717	73686715	1	2999	3191.371	581.0124	6637	0
1_MACS_peak_5135_lociStitched	chr11	108723673	108726384	1	2712	7908.5292	662.5684	6638	0
2_MACS_peak_9367_lociStitched	chr16	3550572	3554663	2	2996	3391.8481	714.2886	6639	0
1_MACS_peak_27114_lociStitched	chr9	127495391	127498398	1	3008	3024.4406	801.3655	6640	0
1_MACS_peak_26161_lociStitched	chr8	145157686	145160630	1	2945	4407.7568	494.592	6641	0
1_MACS_peak_11528_lociStitched	chr17	78805348	78808112	1	2765	7170.3688	547.8248	6642	0
1_MACS_peak_19111_lociStitched	chr4	4345316	4348284	1	2969	3848.012	507.528	6643	0
1_MACS_peak_6902_lociStitched	chr13	20091959	20094961	1	3003	2666.9768	324.8164	6644	0
1_MACS_peak_19787_lociStitched	chr4	101082313	101085308	1	2996	3142.0545	572.644	6645	0
1_MACS_peak_942_lociStitched	chr1	69519456	69522422	1	2967	3772.4554	395.961	6646	0
1_MACS_peak_20603_lociStitched	chr5	34243902	34246859	1	2958	4180.9023	615.3517	6647	0
1_MACS_peak_16488_lociStitched	chr21	38444073	38446870	1	2798	7054.3137	860.6369	6648	0
2_MACS_peak_6213_lociStitched	chr12	64057512	64063358	2	3019	2433.1052	852.3468	6649	0
1_MACS_peak_17791_lociStitched	chr3	52753545	52756474	1	2930	4693.7225	543.0366	6650	0
2_MACS_peak_7841_lociStitched	chr14	65434316	65439672	2	3016	2140.2576	424.1952	6651	0
1_MACS_peak_13448_lociStitched	chr2	20875334	20878333	1	3000	3298.6001	930.8896	6652	0
1_MACS_peak_16690_lociStitched	chr22	21354931	21357785	1	2855	5948.3068	545.6848	6653	0
1_MACS_peak_24114_lociStitched	chr7	52120305	52123292	1	2988	3263.5962	534.0756	6654	0
1_MACS_peak_25826_lociStitched	chr8	101474443	101477244	1	2802	6432.2164	311.7513	6655	0
1_MACS_peak_5379_lociStitched	chr11	128699894	128702911	1	3018	2220.8137	682.4454	6656	0
1_MACS_peak_11209_lociStitched	chr17	57905065	57908073	1	3009	2420.2368	452.1024	6657	0
1_MACS_peak_2844_lociStitched	chr10	7565484	7568459	1	2976	3631.88	597.975	6658	0
2_MACS_peak_3137_lociStitched	chr10	45219719	45227692	2	3019	2471.63	1054.0306	6659	0
2_MACS_peak_20235_lociStitched	chr4	165856398	165865334	2	3006	3115.0896	1084.8304	6660	0
1_MACS_peak_16614_lociStitched	chr21	47787575	47790278	1	2704	7890.3273	666.0192	6661	0
1_MACS_peak_6694_lociStitched	chr12	112545709	112548614	1	2906	4842.3445	306.4775	6662	0
1_MACS_peak_15960_lociStitched	chr20	39784506	39787447	1	2942	4443.851	610.2575	6663	0
1_MACS_peak_8286_lociStitched	chr15	25682487	25685310	1	2824	6287.1033	497.6949	6664	0
1_MACS_peak_4189_lociStitched	chr11	9778865	9781626	1	2762	7137.4611	568.4899	6665	0
1_MACS_peak_23159_lociStitched	chr6	124089889	124092793	1	2905	5221.9728	692.604	6666	0
1_MACS_peak_8477_lociStitched	chr15	41407232	41409748	1	2517	9569.8576	678.062	6667	0
1_MACS_peak_23217_lociStitched	chr6	130523325	130526278	1	2954	4223.0853	702.2234	6668	0
1_MACS_peak_27846_lociStitched	chrX	64969805	64972785	1	2981	3165.058	355.216	6669	0
1_MACS_peak_5040_lociStitched	chr11	94799607	94802344	1	2738	7761.5846	937.1488	6670	0
1_MACS_peak_22352_lociStitched	chr6	31829569	31832562	1	2994	3173.1786	794.3422	6671	0
1_MACS_peak_1305_lociStitched	chr1	117280104	117283081	1	2978	3227.3657	343.5458	6672	0
1_MACS_peak_15581_lociStitched	chr20	4699526	4702169	1	2644	8188.8069	406.4934	6673	0
1_MACS_peak_14728_lociStitched	chr2	165000832	165003832	1	3001	2630.7	538.2	6674	0
1_MACS_peak_9288_lociStitched	chr16	1358109	1360809	1	2701	7571.07	356.13	6675	0
1_MACS_peak_26933_lociStitched	chr9	109243889	109246865	1	2977	3352.7616	463.6608	6676	0
1_MACS_peak_6141_lociStitched	chr12	57038165	57040994	1	2830	6553.0956	885.1941	6677	0
1_MACS_peak_17706_lociStitched	chr3	48954910	48957784	1	2875	5733.0552	737.7558	6678	0
1_MACS_peak_24928_lociStitched	chr7	143316783	143319715	1	2933	4994.9552	1050.8288	6679	0
1_MACS_peak_16674_lociStitched	chr22	20103171	20106141	1	2971	3598.452	554.499	6680	0
1_MACS_peak_22232_lociStitched	chr6	26672962	26675922	1	2961	4271.576	971.472	6681	0
1_MACS_peak_7907_lociStitched	chr14	72917100	72919922	1	2823	5953.5734	202.0552	6682	0
1_MACS_peak_11657_lociStitched	chr18	6413232	6416049	1	2818	6205.0059	397.197	6683	0
2_MACS_peak_27504_lociStitched	chrX	17609096	17613160	2	3005	2097.4304	267.0048	6684	0
1_MACS_peak_8558_lociStitched	chr15	46411450	46414398	1	2949	4078.8528	523.27	6685	0
1_MACS_peak_18196_lociStitched	chr3	119394491	119397349	1	2859	5925.2056	710.7846	6686	0
2_MACS_peak_2346_lociStitched	chr1	210516233	210521604	2	3018	2002.8459	950.667	6687	0
1_MACS_peak_6411_lociStitched	chr12	90256068	90258980	1	2913	4791.4048	501.1552	6688	0
2_MACS_peak_19136_lociStitched	chr4	6710698	6718749	2	3007	2861.3254	1184.3021	6689	0
1_MACS_peak_24881_lociStitched	chr7	140176888	140179870	1	2983	3639.8292	1038.6306	6690	0
1_MACS_peak_24390_lociStitched	chr7	91873805	91876741	1	2937	4557.5528	768.6448	6691	0
1_MACS_peak_8875_lociStitched	chr15	73074690	73077574	1	2885	5590.9224	817.9024	6692	0
1_MACS_peak_9236_lociStitched	chr15	101140873	101143863	1	2991	3210.363	890.422	6693	0
1_MACS_peak_25281_lociStitched	chr8	25314656	25317600	1	2945	4507.5584	907.3408	6694	0
1_MACS_peak_845_lociStitched	chr1	59368253	59371133	1	2881	5535.072	704.16	6695	0
1_MACS_peak_10334_lociStitched	chr17	3613128	3616003	1	2876	5563.125	660.1	6696	0
1_MACS_peak_19904_lociStitched	chr4	112188540	112191555	1	3016	1534.3335	528.5295	6697	0
1_MACS_peak_23097_lociStitched	chr6	116599666	116602428	1	2763	7127.8934	673.6518	6698	0
2_MACS_peak_10061_lociStitched	chr16	71656817	71660989	2	2997	2562.4424	546.9492	6699	0
2_MACS_peak_27464_lociStitched	chrX	13271761	13275736	2	3004	2121.06	435.2625	6700	0
2_MACS_peak_21946_lociStitched	chr6	4134063	4137235	2	2964	3819.088	743.1996	6701	0
1_MACS_peak_9171_lociStitched	chr15	92395103	92398057	1	2955	3685.7058	397.6084	6702	0
1_MACS_peak_7340_lociStitched	chr13	96108120	96110989	1	2870	5654.799	696.0194	6703	0
2_MACS_peak_7054_lociStitched	chr13	39610295	39613560	2	2978	3011.636	379.0665	6704	0
1_MACS_peak_14382_lociStitched	chr2	112353908	112356910	1	3003	2198.3646	538.5588	6705	0
1_MACS_peak_27697_lociStitched	chrX	47076452	47079334	1	2883	5209.7914	490.8046	6706	0
1_MACS_peak_674_lociStitched	chr1	43918358	43921212	1	2855	5777.6376	609.329	6707	0
1_MACS_peak_8215_lociStitched	chr14	106091629	106094512	1	2884	4814.8983	117.3381	6708	0
2_MACS_peak_23412_lociStitched	chr6	144470934	144478107	2	3005	2050.0434	570.9708	6709	0
1_MACS_peak_10919_lociStitched	chr17	40769170	40772074	1	2905	5003.8824	700.7352	6710	0
1_MACS_peak_21331_lociStitched	chr5	127295308	127298230	1	2923	4526.178	593.4582	6711	0
2_MACS_peak_6168_lociStitched	chr12	57852267	57856867	2	2997	2793.12	994.06	6712	0
2_MACS_peak_24563_lociStitched	chr7	104985871	104993701	2	3004	2659.851	1232.442	6713	0
1_MACS_peak_12869_lociStitched	chr19	39367623	39370348	1	2726	7324.8	512.0275	6714	0
1_MACS_peak_9568_lociStitched	chr16	19786896	19789785	1	2890	5059.5057	510.4863	6715	0
1_MACS_peak_15253_lociStitched	chr2	217362118	217364992	1	2875	5629.8786	826.5624	6716	0
2_MACS_peak_854_lociStitched	chr1	59611875	59617572	2	2984	2985.228	712.125	6717	0
1_MACS_peak_20866_lociStitched	chr5	67510396	67513315	1	2920	4441.2585	479.2998	6718	0
1_MACS_peak_26648_lociStitched	chr9	78285384	78288361	1	2978	2815.0512	337.2941	6719	0
1_MACS_peak_17281_lociStitched	chr3	9833176	9835692	1	2517	9278.0016	518.0444	6720	0
1_MACS_peak_22443_lociStitched	chr6	36162980	36165874	1	2895	4990.9924	561.436	6721	0
1_MACS_peak_19610_lociStitched	chr4	77869866	77872813	1	2948	3828.4477	520.7349	6722	0
1_MACS_peak_2790_lociStitched	chr10	4143295	4146205	1	2911	4489.548	369.57	6723	0
1_MACS_peak_8553_lociStitched	chr15	45878420	45881176	1	2757	7150.442	727.8596	6724	0
1_MACS_peak_20097_lociStitched	chr4	144104899	144107799	1	2901	5060.21	756.61	6725	0
1_MACS_peak_16757_lociStitched	chr22	24127984	24130586	1	2603	8489.5454	477.9874	6726	0
1_MACS_peak_3092_lociStitched	chr10	35437238	35440200	1	2963	3605.3464	752.0518	6727	0
2_MACS_peak_16106_lociStitched	chr20	49431364	49435776	2	3000	1942.1624	537.8228	6728	0
1_MACS_peak_18683_lociStitched	chr3	171176769	171179753	1	2985	3081.8752	990.3896	6729	0
1_MACS_peak_28261_lociStitched	chrX	148605946	148608680	1	2735	7024.1928	376.7452	6730	0
1_MACS_peak_5361_lociStitched	chr11	126942711	126945560	1	2850	5911.675	788.0334	6731	0
1_MACS_peak_4839_lociStitched	chr11	71822235	71824865	1	2631	8685.575	960.476	6732	0
1_MACS_peak_9650_lociStitched	chr16	28151553	28154461	1	2909	4744.1112	663.024	6733	0
1_MACS_peak_20998_lociStitched	chr5	81073646	81076328	1	2683	7768.6812	567.243	6734	0
1_MACS_peak_9516_lociStitched	chr16	15067831	15070479	1	2649	8655.5176	1111.8952	6735	0
1_MACS_peak_10595_lociStitched	chr17	21116284	21119049	1	2766	6854.1585	591.157	6736	0
1_MACS_peak_17350_lociStitched	chr3	14988058	14990945	1	2888	5040.702	579.7096	6737	0
1_MACS_peak_13653_lociStitched	chr2	42254643	42257601	1	2959	3454.3524	581.247	6738	0
1_MACS_peak_2917_lociStitched	chr10	14878918	14881738	1	2821	6142.806	626.322	6739	0
2_MACS_peak_22220_lociStitched	chr6	26439683	26446790	2	2993	2777.4156	1193.2653	6740	0
1_MACS_peak_26089_lociStitched	chr8	135723861	135726274	1	2414	9997.7829	526.7579	6741	0
1_MACS_peak_8447_lociStitched	chr15	40452114	40455060	1	2947	4046.331	892.9326	6742	0
1_MACS_peak_11724_lociStitched	chr18	12882633	12885272	1	2640	8040.7691	441.5047	6743	0
2_MACS_peak_21303_lociStitched	chr5	124256338	124259795	2	2979	2659.8158	506.4505	6744	0
1_MACS_peak_23754_lociStitched	chr7	16683925	16686829	1	2905	4766.916	683.892	6745	0
1_MACS_peak_13528_lociStitched	chr2	27650544	27653470	1	2927	4143.5086	525.5096	6746	0
1_MACS_peak_23688_lociStitched	chr7	7720389	7723360	1	2972	2969.2174	584.0986	6747	0
1_MACS_peak_27115_lociStitched	chr9	127531668	127534659	1	2992	2166.0822	629.3064	6748	0
1_MACS_peak_9860_lociStitched	chr16	55785882	55788801	1	2920	4332.0879	566.286	6749	0
1_MACS_peak_25233_lociStitched	chr8	22101736	22104651	1	2916	4570.4285	720.2965	6750	0
1_MACS_peak_3599_lociStitched	chr10	92921302	92924240	1	2939	3784.7316	461.8536	6751	0
1_MACS_peak_3640_lociStitched	chr10	97004461	97007444	1	2984	2514.669	629.7113	6752	0
1_MACS_peak_10394_lociStitched	chr17	6542401	6545218	1	2818	6180.498	669.3192	6753	0
1_MACS_peak_12159_lociStitched	chr18	74203534	74206503	1	2970	3080.6344	666.2436	6754	0
1_MACS_peak_1474_lociStitched	chr1	149512522	149515446	1	2925	4217.5776	586.5544	6755	0
1_MACS_peak_26986_lociStitched	chr9	115094623	115097545	1	2923	4219.368	554.3034	6756	0
1_MACS_peak_22642_lociStitched	chr6	53211737	53214719	1	2983	2617.0032	749.0784	6757	0
1_MACS_peak_14879_lociStitched	chr2	178075917	178078765	1	2849	5681.76	657.3184	6758	0
1_MACS_peak_19413_lociStitched	chr4	48780631	48783570	1	2940	3885.9458	636.8813	6759	0
1_MACS_peak_19033_lociStitched	chr3	197280889	197283743	1	2855	5864.97	938.966	6760	0
1_MACS_peak_16503_lociStitched	chr21	40553964	40556816	1	2853	5942.9976	988.218	6761	0
1_MACS_peak_2769_lociStitched	chr10	975782	978726	1	2945	3553.1136	443.6608	6762	0
1_MACS_peak_717_lociStitched	chr1	45954915	45957904	1	2990	2276.1235	794.7751	6763	0
1_MACS_peak_26022_lociStitched	chr8	129004026	129006957	1	2932	3960.3672	536.9592	6764	0
1_MACS_peak_19352_lociStitched	chr4	39638610	39641585	1	2976	2816.73	707.1575	6765	0
1_MACS_peak_25055_lociStitched	chr7	158496158	158498837	1	2680	7901.4426	753.8706	6766	0
1_MACS_peak_15994_lociStitched	chr20	42838155	42841048	1	2894	5077.5043	869.6358	6767	0
1_MACS_peak_19693_lociStitched	chr4	86527605	86530566	1	2962	3074.1102	510.7725	6768	0
1_MACS_peak_141_lociStitched	chr1	11843000	11845906	1	2907	4467.3938	524.2424	6769	0
1_MACS_peak_8034_lociStitched	chr14	90420285	90423260	1	2976	2352.9275	323.9775	6770	0
1_MACS_peak_26977_lociStitched	chr9	114658129	114660985	1	2857	5422.6872	585.48	6771	0
1_MACS_peak_28079_lociStitched	chrX	115125037	115127980	1	2944	3375.3267	326.9673	6772	0
1_MACS_peak_27531_lociStitched	chrX	20283400	20286359	1	2960	2835.0179	268.0854	6773	0
1_MACS_peak_20214_lociStitched	chr4	159746196	159749147	1	2952	3375.0587	571.3136	6774	0
1_MACS_peak_1939_lociStitched	chr1	178510734	178513427	1	2694	7883.4882	927.4692	6775	0
2_MACS_peak_7718_lociStitched	chr14	52326540	52329770	2	2984	1977.083	407.949	6776	0
1_MACS_peak_4368_lociStitched	chr11	32913318	32916242	1	2925	4003.2484	519.5948	6777	0
2_MACS_peak_10973_lociStitched	chr17	43209305	43213929	2	2954	3535.5104	843.4176	6778	0
2_MACS_peak_6020_lociStitched	chr12	51372670	51380098	2	2987	2382.1596	1074.8316	6779	0
1_MACS_peak_7414_lociStitched	chr13	110789077	110791957	1	2881	4993.632	636.768	6780	0
2_MACS_peak_22929_lociStitched	chr6	99539340	99542761	2	2984	2144.6249	704.0418	6781	0
2_MACS_peak_25240_lociStitched	chr8	22456842	22463134	2	2949	3656.9104	863.2624	6782	0
2_MACS_peak_9172_lociStitched	chr15	92638806	92646133	2	2971	3182.1161	1143.012	6783	0
1_MACS_peak_3739_lociStitched	chr10	104180059	104182962	1	2904	4663.9598	779.4555	6784	0
1_MACS_peak_25485_lociStitched	chr8	48871723	48874653	1	2931	3831.268	579.554	6785	0
1_MACS_peak_16166_lociStitched	chr20	52823736	52826047	1	2312	10573.2872	521.1305	6786	0
1_MACS_peak_2884_lociStitched	chr10	12406987	12409806	1	2820	5659.4244	335.461	6787	0
1_MACS_peak_24889_lociStitched	chr7	140875226	140878176	1	2951	3577.76	888.54	6788	0
1_MACS_peak_21132_lociStitched	chr5	98491623	98494595	1	2973	2357.9848	463.9292	6789	0
1_MACS_peak_28064_lociStitched	chrX	109559864	109562665	1	2802	5908.7095	334.9996	6790	0
1_MACS_peak_20948_lociStitched	chr5	75876729	75879677	1	2949	3413.784	688.9476	6791	0
1_MACS_peak_11797_lociStitched	chr18	23805422	23808306	1	2885	4862.7124	640.5364	6792	0
1_MACS_peak_25838_lociStitched	chr8	102120022	102122852	1	2831	5481.427	345.543	6793	0
1_MACS_peak_2140_lociStitched	chr1	200707010	200709742	1	2733	7222.8616	776.4344	6794	0
1_MACS_peak_3638_lociStitched	chr10	96304124	96307063	1	2940	3610.8554	658.336	6795	0
1_MACS_peak_4975_lociStitched	chr11	82827451	82830301	1	2851	5368.26	564.015	6796	0
1_MACS_peak_8639_lociStitched	chr15	52622912	52625891	1	2980	2129.0913	681.5952	6797	0
1_MACS_peak_7390_lociStitched	chr13	103497380	103500160	1	2781	6513.262	680.544	6798	0
1_MACS_peak_12803_lociStitched	chr19	35644467	35647265	1	2799	6226.1096	639.9026	6799	0
1_MACS_peak_20358_lociStitched	chr4	185653246	185656214	1	2969	2665.5608	701.3384	6800	0
2_MACS_peak_26821_lociStitched	chr9	97481635	97489822	2	2981	2587.092	1232.1435	6801	0
1_MACS_peak_21388_lociStitched	chr5	131963894	131966797	1	2904	4368.7247	612.2427	6802	0
1_MACS_peak_1770_lociStitched	chr1	161170793	161173322	1	2530	9363.8754	956.7207	6803	0
1_MACS_peak_18097_lociStitched	chr3	107807957	107810750	1	2794	6130.0764	521.1738	6804	0
1_MACS_peak_4988_lociStitched	chr11	84819741	84822708	1	2968	2460.8298	592.5099	6805	0
1_MACS_peak_3913_lociStitched	chr10	121409465	121412368	1	2904	4454.6535	722.5567	6806	0
1_MACS_peak_19014_lociStitched	chr3	196157696	196160612	1	2917	4478.1012	1047.4272	6807	0
3_MACS_peak_6827_lociStitched	chr12	123867773	123873670	3	2977	1916.525	547.8313	6808	0
1_MACS_peak_21063_lociStitched	chr5	89023627	89026584	1	2958	2684.956	446.507	6809	0
1_MACS_peak_14413_lociStitched	chr2	113402117	113405041	1	2925	3854.1244	626.9056	6810	0
2_MACS_peak_9499_lociStitched	chr16	14394561	14397562	2	2895	4318.439	410.5368	6811	0
1_MACS_peak_841_lociStitched	chr1	59280346	59283164	1	2819	5868.485	641.095	6812	0
1_MACS_peak_4805_lociStitched	chr11	68137049	68139957	1	2909	4213.4012	634.5256	6813	0
1_MACS_peak_21816_lociStitched	chr5	175814600	175817290	1	2691	7513.17	670.348	6814	0
1_MACS_peak_5506_lociStitched	chr12	6601610	6604427	1	2818	5872.8816	669.0375	6815	0
1_MACS_peak_4071_lociStitched	chr11	1329715	1332599	1	2885	4527.88	481.3396	6816	0
1_MACS_peak_11260_lociStitched	chr17	62222230	62224998	1	2769	6513.104	639.6848	6817	0
1_MACS_peak_26386_lociStitched	chr9	32550402	32553307	1	2906	4398.751	820.0815	6818	0
1_MACS_peak_13283_lociStitched	chr19	59054620	59057543	1	2924	3672.7495	532.2783	6819	0
1_MACS_peak_699_lociStitched	chr1	45195375	45198091	1	2717	7140.6356	638.26	6820	0
1_MACS_peak_7637_lociStitched	chr14	35884269	35887226	1	2958	2441.2992	404.5176	6821	0
1_MACS_peak_7145_lociStitched	chr13	49078716	49081642	1	2927	3325.9842	288.7962	6822	0
1_MACS_peak_227_lociStitched	chr1	19810601	19813519	1	2919	3790.1902	549.7512	6823	0
1_MACS_peak_16557_lociStitched	chr21	44596102	44598431	1	2330	10686.8494	858.4694	6824	0
1_MACS_peak_11582_lociStitched	chr17	80375813	80378690	1	2878	4591.692	470.9649	6825	0
1_MACS_peak_19066_lociStitched	chr4	1339432	1342301	1	2870	4708.8897	436.3749	6826	0
1_MACS_peak_14579_lociStitched	chr2	136287378	136290279	1	2902	4423.1547	807.6384	6827	0
2_MACS_peak_14232_lociStitched	chr2	98278916	98281884	2	2901	4352.8688	724.192	6828	0
1_MACS_peak_25408_lociStitched	chr8	37593364	37596136	1	2773	6508.3788	731.5308	6829	0
1_MACS_peak_18653_lociStitched	chr3	167741293	167744236	1	2944	3261.4326	804.9105	6830	0
1_MACS_peak_27710_lociStitched	chrX	47735844	47738583	1	2740	6578.5302	385.3773	6831	0
1_MACS_peak_12097_lociStitched	chr18	62046114	62048998	1	2885	4381.0844	433.4652	6832	0
2_MACS_peak_183_lociStitched	chr1	15502184	15506459	2	2967	2156.31	723.33	6833	0
1_MACS_peak_8066_lociStitched	chr14	91975083	91977824	1	2742	6585.2525	441.0269	6834	0
1_MACS_peak_11386_lociStitched	chr17	73265843	73268770	1	2928	3491.3256	604.1328	6835	0
1_MACS_peak_13225_lociStitched	chr19	55917807	55920621	1	2815	5738.8716	606.417	6836	0
1_MACS_peak_4008_lociStitched	chr10	131907826	131910615	1	2790	6324.3364	826.1018	6837	0
1_MACS_peak_23369_lociStitched	chr6	140084972	140087915	1	2944	2828.5173	459.6966	6838	0
1_MACS_peak_15355_lociStitched	chr2	230998167	231001104	1	2938	2848.89	290.763	6839	0
2_MACS_peak_7506_lociStitched	chr14	21571179	21577466	2	2786	6158.1165	610.4677	6840	0
1_MACS_peak_11419_lociStitched	chr17	73974389	73977003	1	2615	8277.4924	761.4582	6841	0
1_MACS_peak_3888_lociStitched	chr10	118607209	118610111	1	2903	4380.8592	894.9768	6842	0
1_MACS_peak_4994_lociStitched	chr11	85374154	85376949	1	2796	6158.2235	762.476	6843	0
2_MACS_peak_712_lociStitched	chr1	45786259	45793396	2	2958	2727.7614	962.0676	6844	0
1_MACS_peak_26811_lociStitched	chr9	96337456	96340342	1	2887	4113.4158	283.6938	6845	0
1_MACS_peak_21278_lociStitched	chr5	121807273	121810199	1	2927	3338.8586	479.2788	6846	0
2_MACS_peak_8258_lociStitched	chr15	22541281	22546149	2	2927	3715.7444	875.2664	6847	0
1_MACS_peak_14694_lociStitched	chr2	160746494	160749420	1	2927	3404.401	576.7146	6848	0
1_MACS_peak_20962_lociStitched	chr5	77655142	77657912	1	2771	6395.93	672.002	6849	0
2_MACS_peak_22481_lociStitched	chr6	38643672	38646932	2	2966	1674.988	463.898	6850	0
1_MACS_peak_22223_lociStitched	chr6	26473164	26476027	1	2864	4926.0778	688.8378	6851	0
1_MACS_peak_21434_lociStitched	chr5	137367036	137369888	1	2853	5087.6828	663.09	6852	0
1_MACS_peak_19360_lociStitched	chr4	40290658	40293606	1	2949	2608.0956	597.8544	6853	0
2_MACS_peak_8993_lociStitched	chr15	79230491	79237742	2	2949	2834.4159	858.5184	6854	0
1_MACS_peak_17177_lociStitched	chr22	50327940	50330866	1	2927	2902.592	172.3414	6855	0
1_MACS_peak_3912_lociStitched	chr10	121354925	121357761	1	2837	5298.7824	617.3972	6856	0
1_MACS_peak_769_lociStitched	chr1	52034259	52037195	1	2937	3004.1152	594.2464	6857	0
1_MACS_peak_19539_lociStitched	chr4	73870815	73873742	1	2928	3105.2543	413.8778	6858	0
1_MACS_peak_18901_lociStitched	chr3	185869512	185872261	1	2750	6929.4043	984.142	6859	0
1_MACS_peak_15239_lociStitched	chr2	216704263	216707195	1	2933	3022.892	502.5448	6860	0
1_MACS_peak_7852_lociStitched	chr14	65878058	65880989	1	2932	2787.6741	293.6862	6861	0
2_MACS_peak_10970_lociStitched	chr17	43127527	43130542	2	2878	4483.0035	618.3765	6862	0
1_MACS_peak_7517_lociStitched	chr14	22493419	22496201	1	2783	5818.2748	353.5922	6863	0
1_MACS_peak_18058_lociStitched	chr3	101291539	101294312	1	2774	6270.0303	684.6537	6864	0
1_MACS_peak_5124_lociStitched	chr11	107728505	107731438	1	2934	3219.2608	830.3323	6865	0
