#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
3_MACS_peak_16139_lociStitched	chr20	52224491	52244863	3	13936	64642.3932	3273.7804	261	1
3_MACS_peak_13876_lociStitched	chr2	64486003	64512009	3	15810	51062.781	4384.6116	262	1
5_MACS_peak_13948_lociStitched	chr2	68936286	68965648	5	17104	35980.1948	4730.2182	263	1
3_MACS_peak_960_lociStitched	chr1	75595633	75612658	3	16728	38452.665	2601.42	264	1
1_MACS_peak_4690_lociStitched	chr11	65263123	65278771	1	15649	51481.92	4059.0912	265	1
2_MACS_peak_5196_lociStitched	chr11	115089239	115102814	2	13493	65992.1475	2933.5575	266	1
2_MACS_peak_18746_lociStitched	chr3	176908569	176921658	2	12840	70407.0399	3802.3545	267	1
1_MACS_peak_20590_lociStitched	chr5	32529745	32544582	1	14838	56423.6273	3474.8254	268	1
3_MACS_peak_15636_lociStitched	chr20	9479357	9499962	3	16210	43703.205	3533.7575	269	1
1_MACS_peak_16793_lociStitched	chr22	27003361	27016327	1	12967	67519.1484	2629.5048	270	1
3_MACS_peak_12899_lociStitched	chr19	40645245	40672142	3	16459	40323.9824	3684.889	271	1
1_MACS_peak_9874_lociStitched	chr16	56942621	56954663	1	12043	72267.6546	2632.3812	272	1
2_MACS_peak_4328_lociStitched	chr11	26097686	26113603	2	13810	62747.9974	3092.6731	273	1
2_MACS_peak_18716_lociStitched	chr3	174863596	174873836	2	10237	80290.816	3218.432	274	1
2_MACS_peak_5829_lociStitched	chr12	32608101	32625595	2	16084	43537.3178	3164.6646	275	1
3_MACS_peak_13930_lociStitched	chr2	67686522	67706500	3	15393	49891.0594	3056.634	276	1
4_MACS_peak_24856_lociStitched	chr7	137684160	137715824	4	16866	36077.9616	6791.928	277	1
3_MACS_peak_11351_lociStitched	chr17	70581940	70602294	3	15857	45784.2876	3669.8262	278	1
4_MACS_peak_8459_lociStitched	chr15	40833625	40862619	4	17171	28611.2792	4917.3824	279	1
2_MACS_peak_15160_lociStitched	chr2	204661785	204683906	2	16314	40235.8869	3654.3892	280	1
2_MACS_peak_10160_lociStitched	chr16	81841168	81858021	2	15882	43251.5392	1771.2503	281	1
4_MACS_peak_9836_lociStitched	chr16	50713534	50733225	4	16152	41622.8358	3174.1892	282	1
3_MACS_peak_3265_lociStitched	chr10	63797977	63814946	3	16014	43286.2221	3722.9986	283	1
3_MACS_peak_27064_lociStitched	chr9	123688632	123708104	3	16136	41508.4624	3450.4384	284	1
2_MACS_peak_19407_lociStitched	chr4	48190866	48206795	2	15366	48916.3661	3048.8106	285	1
1_MACS_peak_20478_lociStitched	chr5	6475441	6488664	1	13224	64156.6737	2452.8665	286	1
2_MACS_peak_17343_lociStitched	chr3	14725440	14742281	2	12733	67288.2155	2888.2315	287	1
1_MACS_peak_21023_lociStitched	chr5	86407818	86421058	1	13241	64310.652	3164.36	288	1
3_MACS_peak_13394_lociStitched	chr2	13680158	13702525	3	16283	37549.7196	3569.7732	289	1
3_MACS_peak_18357_lociStitched	chr3	132266604	132290118	3	16701	31071.3996	3374.259	290	1
2_MACS_peak_19361_lociStitched	chr4	40301511	40320037	2	13962	59777.8442	4034.9628	291	1
1_MACS_peak_9875_lociStitched	chr16	56961032	56975724	1	14693	53098.3572	3523.1416	292	1
3_MACS_peak_15769_lociStitched	chr20	25261276	25282784	3	14874	51335.2944	3303.6288	293	1
3_MACS_peak_19605_lociStitched	chr4	77602405	77624453	3	16683	30421.8304	3768.0032	294	1
3_MACS_peak_1767_lociStitched	chr1	161144602	161163798	3	14202	58229.1464	5192.518	295	1
2_MACS_peak_26762_lociStitched	chr9	94180976	94196191	2	15197	48193.5125	3621.17	296	1
2_MACS_peak_3384_lociStitched	chr10	74006461	74025208	2	15306	47004.3531	3535.6842	297	1
4_MACS_peak_1603_lociStitched	chr1	154821507	154850583	4	14450	56849.3952	5937.3192	298	1
1_MACS_peak_2534_lociStitched	chr1	226838794	226852848	1	14055	58005.0742	4112.2004	299	1
1_MACS_peak_20796_lociStitched	chr5	58851357	58866481	1	15125	47746.468	2673.9232	300	1
3_MACS_peak_24643_lociStitched	chr7	114556707	114574611	3	13762	60259.4928	4490.3232	301	1
2_MACS_peak_16512_lociStitched	chr21	41295569	41312112	2	13732	60398.493	4494.7331	302	1
3_MACS_peak_16042_lociStitched	chr20	45172164	45191773	3	16052	36864.92	3125.6746	303	1
2_MACS_peak_4829_lociStitched	chr11	71413692	71427528	2	13336	61007.0748	3254.2272	304	1
2_MACS_peak_27181_lociStitched	chr9	130828677	130846461	2	15900	38185.8048	3725.748	305	1
3_MACS_peak_1917_lociStitched	chr1	174922509	174942472	3	15744	39780.2701	4597.4789	306	1
3_MACS_peak_21019_lociStitched	chr5	86364929	86381230	3	16068	33560.4988	2733.6777	307	1
2_MACS_peak_19509_lociStitched	chr4	69431886	69445039	2	12100	66170.1124	2497.7547	308	1
1_MACS_peak_26096_lociStitched	chr8	137188303	137202007	1	13705	56560.5192	3065.5848	309	1
3_MACS_peak_12617_lociStitched	chr19	16693770	16711468	3	12599	64259.6682	3849.315	310	1
1_MACS_peak_5667_lociStitched	chr12	15100683	15116554	1	15872	35560.5626	3605.8912	311	1
2_MACS_peak_619_lociStitched	chr1	40838930	40858805	2	15226	43502.4	4088.2875	312	1
1_MACS_peak_16806_lociStitched	chr22	29185699	29200433	1	14735	47338.8686	3204.645	314	1
3_MACS_peak_4793_lociStitched	chr11	67760464	67782183	3	15663	37999.5624	3950.6861	315	1
1_MACS_peak_5741_lociStitched	chr12	26265481	26280765	1	15285	41647.3716	3707.8984	316	1
5_MACS_peak_9021_lociStitched	chr15	81607940	81626686	5	16275	26829.2752	3483.0068	317	1
2_MACS_peak_19325_lociStitched	chr4	38123344	38137231	2	13734	53855.1747	2520.4905	318	1
3_MACS_peak_15118_lociStitched	chr2	202082821	202102338	3	15695	35932.7487	4045.8741	319	1
4_MACS_peak_22200_lociStitched	chr6	26183494	26207398	4	15390	40318.8768	4637.376	320	1
1_MACS_peak_11259_lociStitched	chr17	62195906	62211334	1	15429	38633.2548	3841.572	321	1
1_MACS_peak_10826_lociStitched	chr17	37924153	37939183	1	15031	42483.798	3235.959	322	1
3_MACS_peak_21653_lociStitched	chr5	156305107	156322173	3	16003	28384.1712	2928.5256	323	1
2_MACS_peak_23221_lociStitched	chr6	130831724	130848635	2	14666	45020.4642	3192.7968	324	1
3_MACS_peak_2637_lociStitched	chr1	234734131	234750457	3	12280	64179.1386	4814.5374	325	1
1_MACS_peak_25346_lociStitched	chr8	29463103	29478444	1	15342	36718.6835	2575.7539	326	1
2_MACS_peak_25355_lociStitched	chr8	29621993	29635523	2	10488	70178.757	2423.223	327	1
4_MACS_peak_4451_lociStitched	chr11	45088971	45105657	4	15281	36106.8354	2526.2604	328	1
4_MACS_peak_16008_lociStitched	chr20	43583222	43609512	4	15581	34061.324	5079.228	329	1
2_MACS_peak_13977_lociStitched	chr2	70309890	70323653	2	10140	71713.4878	2923.2612	330	1
3_MACS_peak_9103_lociStitched	chr15	89164049	89185528	3	15818	28655.1339	3868.3679	331	1
5_MACS_peak_5595_lociStitched	chr12	10280512	10306739	5	15759	28089.117	4075.6758	333	1
2_MACS_peak_14678_lociStitched	chr2	158322570	158338085	2	11236	66430.5755	3507.9415	334	1
2_MACS_peak_684_lociStitched	chr1	44288102	44306151	2	14259	46077.2921	3568.2873	335	1
3_MACS_peak_3142_lociStitched	chr10	45453748	45475937	3	15022	38451.3181	4306.8849	336	1
1_MACS_peak_11452_lociStitched	chr17	75078742	75093747	1	15006	37616.0345	3347.6155	337	1
5_MACS_peak_26148_lociStitched	chr8	145002120	145027909	5	15286	33484.4376	3280.3608	338	1
1_MACS_peak_16980_lociStitched	chr22	38782036	38797250	1	15215	33870.9282	2930.2164	339	1
2_MACS_peak_21182_lociStitched	chr5	109187996	109202331	2	14269	43718.883	2432.6495	340	1
4_MACS_peak_25312_lociStitched	chr8	27930183	27951563	4	15171	35219.274	4220.412	341	1
5_MACS_peak_27103_lociStitched	chr9	126961351	126982392	5	14900	37524.5194	3511.7429	342	1
3_MACS_peak_18570_lociStitched	chr3	156381117	156405815	3	15507	31200.9834	5959.6274	343	1
2_MACS_peak_3627_lociStitched	chr10	94867865	94886604	2	15181	32238.5756	3101.3045	344	1
2_MACS_peak_15369_lociStitched	chr2	231725735	231739989	2	12510	55150.1514	1338.4506	345	1
2_MACS_peak_24048_lociStitched	chr7	44661480	44680301	2	15008	33723.4678	3854.5408	346	1
2_MACS_peak_17541_lociStitched	chr3	39247276	39264685	2	14651	37074.2064	3185.847	347	1
4_MACS_peak_4971_lociStitched	chr11	82764276	82790059	4	14068	44831.4804	4687.3494	348	1
2_MACS_peak_1404_lociStitched	chr1	145426743	145442013	2	12168	58980.375	4246.587	349	1
2_MACS_peak_14676_lociStitched	chr2	158293618	158311489	2	12638	54888.9894	3558.1161	350	1
2_MACS_peak_8567_lociStitched	chr15	46994253	47009350	2	14694	35367.7419	2685.7563	351	1
5_MACS_peak_10983_lociStitched	chr17	43504769	43531718	5	15376	24165.1683	4171.7052	352	1
4_MACS_peak_1386_lociStitched	chr1	144962612	144985627	4	14421	41224.468	6985.0525	353	1
4_MACS_peak_20400_lociStitched	chr4	187748218	187775486	4	14250	39647.672	3923.8652	354	1
1_MACS_peak_3588_lociStitched	chr10	91803205	91814119	1	10915	62085.3804	2117.316	355	1
4_MACS_peak_22167_lociStitched	chr6	25162594	25187876	4	15040	28791.1416	4158.889	356	1
1_MACS_peak_5645_lociStitched	chr12	13241907	13256228	1	14322	37121.4641	2726.7184	357	1
2_MACS_peak_23276_lociStitched	chr6	135190114	135204386	2	10476	64329.6128	2731.6608	358	1
5_MACS_peak_11410_lociStitched	chr17	73850493	73875780	5	13884	41958.7191	3922.0137	359	1
2_MACS_peak_16791_lociStitched	chr22	26974441	26992805	2	13195	47896.9848	3665.4544	360	1
2_MACS_peak_15854_lociStitched	chr20	32988473	33005921	2	13819	40823.0856	3034.2072	362	1
1_MACS_peak_16193_lociStitched	chr20	56047005	56058708	1	11704	56121.7365	2482.2063	363	1
2_MACS_peak_16730_lociStitched	chr22	23087955	23101941	2	13759	39713.247	2144.0538	364	1
5_MACS_peak_13206_lociStitched	chr19	55460000	55486058	5	14406	32251.9866	3233.7978	366	1
2_MACS_peak_4404_lociStitched	chr11	35183164	35197272	2	13859	38472.516	2807.492	367	1
2_MACS_peak_6402_lociStitched	chr12	89737798	89749887	2	11732	55878.9847	3083.9039	368	1
2_MACS_peak_5162_lociStitched	chr11	111279838	111294364	2	14483	30673.1016	2937.1572	369	1
3_MACS_peak_5469_lociStitched	chr12	4216172	4230561	3	11009	59685.572	3004.4232	370	1
4_MACS_peak_21530_lociStitched	chr5	142952455	142976368	4	14261	33801.0255	3893.0364	371	1
4_MACS_peak_23938_lociStitched	chr7	34773328	34799636	4	14810	24745.3048	3562.1032	372	1
4_MACS_peak_14122_lociStitched	chr2	86290058	86308532	4	14791	24568.5726	3218.1708	373	1
3_MACS_peak_8076_lociStitched	chr14	93033177	93054405	3	14469	28575.0108	2018.7828	374	1
3_MACS_peak_1748_lociStitched	chr1	160694444	160714987	3	13601	42867.0781	5871.1894	375	1
2_MACS_peak_14660_lociStitched	chr2	153913607	153929211	2	13929	36411.934	2999.0888	376	1
2_MACS_peak_11075_lociStitched	chr17	47815624	47828599	2	12923	45887.385	2798.7075	377	1
4_MACS_peak_18065_lociStitched	chr3	101486821	101513843	4	14149	34517.9028	4661.295	379	1
2_MACS_peak_17003_lociStitched	chr22	39458577	39474796	2	13950	35195.23	3013.4902	380	1
3_MACS_peak_21046_lociStitched	chr5	88563518	88580678	3	11535	54924.012	3032.172	382	1
4_MACS_peak_12551_lociStitched	chr19	13943794	13962152	4	12077	51314.2816	2996.0256	383	1
1_MACS_peak_24108_lociStitched	chr7	50343642	50357476	1	13835	35982.234	3423.915	384	1
5_MACS_peak_9972_lociStitched	chr16	67562340	67587388	5	13898	35493.016	4115.3864	385	1
6_MACS_peak_12521_lociStitched	chr19	12885502	12918169	6	14500	27319.4121	5125.4523	387	1
1_MACS_peak_20448_lociStitched	chr5	1311116	1320714	1	9599	63280.5738	2048.2132	388	1
1_MACS_peak_16004_lociStitched	chr20	43269658	43282453	1	12796	44625.1215	2892.9495	389	1
2_MACS_peak_24120_lociStitched	chr7	52772658	52788949	2	12428	46834.9959	2455.0537	390	1
2_MACS_peak_1258_lociStitched	chr1	112134305	112148887	2	13549	35406.5542	1662.348	391	1
1_MACS_peak_2006_lociStitched	chr1	183808544	183817058	1	8515	67535.6022	2620.6092	392	1
3_MACS_peak_13435_lociStitched	chr2	20615017	20631127	3	14095	28952.892	2767.698	393	1
6_MACS_peak_4638_lociStitched	chr11	63992647	64020293	6	14417	24530.2958	4290.6592	394	1
3_MACS_peak_15465_lociStitched	chr2	238599574	238613842	3	14153	26331.594	1568.0532	395	1
2_MACS_peak_24084_lociStitched	chr7	47513132	47524956	2	11614	51815.1328	3190.1152	396	1
4_MACS_peak_19591_lociStitched	chr4	77117669	77136611	4	13841	31653.9762	3794.0826	397	1
3_MACS_peak_15016_lociStitched	chr2	192530123	192546614	3	12532	44581.7694	3098.6589	398	1
4_MACS_peak_13730_lociStitched	chr2	47193850	47215302	4	13474	35921.374	3824.8916	399	1
4_MACS_peak_8764_lociStitched	chr15	65183178	65205149	4	11179	55254.8679	4264.5711	400	1
6_MACS_peak_9690_lociStitched	chr16	29815543	29837200	6	13953	29369.0577	3978.3909	402	1
2_MACS_peak_25580_lociStitched	chr8	61811610	61831090	2	13542	33951.692	3440.168	404	1
2_MACS_peak_7278_lociStitched	chr13	77898647	77915294	2	11948	48907.2213	3620.7225	405	1
2_MACS_peak_6438_lociStitched	chr12	92784414	92803837	2	13493	34145.634	3274.7178	406	1
1_MACS_peak_1406_lociStitched	chr1	145448348	145458179	1	9832	61094.7495	3671.8785	407	1
3_MACS_peak_11048_lociStitched	chr17	46580540	46596092	3	14123	23677.92	2925.3312	409	1
3_MACS_peak_23116_lociStitched	chr6	117858742	117877317	3	13664	30808.495	2944.1375	410	1
2_MACS_peak_12688_lociStitched	chr19	19049630	19062878	2	13113	36488.9664	2261.4336	411	1
2_MACS_peak_3840_lociStitched	chr10	112255772	112273442	2	12885	39962.472	3530.466	412	1
2_MACS_peak_25438_lociStitched	chr8	38811161	38824513	2	12844	39345.6736	2661.0536	413	1
3_MACS_peak_16188_lociStitched	chr20	55958029	55976002	3	13797	27822.204	2956.5585	414	1
3_MACS_peak_5228_lociStitched	chr11	117871225	117884633	3	12939	37817.264	2546.1792	415	1
2_MACS_peak_14961_lociStitched	chr2	187809056	187821284	2	11408	50244.852	2492.0664	416	1
2_MACS_peak_18923_lociStitched	chr3	186779268	186792528	2	10536	56793.906	4068.168	417	1
2_MACS_peak_21366_lociStitched	chr5	131434381	131444137	2	9419	60476.4684	2162.9052	418	1
5_MACS_peak_12236_lociStitched	chr19	1647591	1672834	5	13418	33752.4153	4692.6737	421	1
2_MACS_peak_16573_lociStitched	chr21	45194786	45210452	2	12715	40542.0414	3800.5716	422	1
5_MACS_peak_6516_lociStitched	chr12	96878431	96901827	5	13900	25351.9056	3694.2284	423	1
1_MACS_peak_19828_lociStitched	chr4	105406832	105417812	1	10981	52215.39	2290.428	424	1
3_MACS_peak_4937_lociStitched	chr11	78161747	78178881	3	12374	42360.3882	2590.6608	425	1
1_MACS_peak_25932_lociStitched	chr8	118449371	118458352	1	8982	61836.8793	2149.1533	426	1
1_MACS_peak_1940_lociStitched	chr1	178544129	178553821	1	9693	59186.1364	3127.6084	428	1
3_MACS_peak_4592_lociStitched	chr11	62307845	62326033	3	13733	25521.4016	3399.3372	429	1
3_MACS_peak_8413_lociStitched	chr15	38401684	38424230	3	12909	35805.3026	3776.455	431	1
2_MACS_peak_16295_lociStitched	chr21	16046533	16061562	2	12081	42901.7834	2963.7188	432	1
2_MACS_peak_11531_lociStitched	chr17	78873015	78887846	2	10563	53258.121	2761.5322	433	1
4_MACS_peak_12275_lociStitched	chr19	2455333	2480609	4	13128	34698.8928	5492.4748	434	1
3_MACS_peak_4933_lociStitched	chr11	78127060	78141619	3	13566	25088.0688	2614.7964	436	1
1_MACS_peak_4330_lociStitched	chr11	26125714	26136583	1	10870	50147.3922	2203.1463	437	1
2_MACS_peak_22341_lociStitched	chr6	31694439	31709374	2	12032	42661.8275	3496.2835	438	1
4_MACS_peak_28293_lociStitched	chrX	153232196	153252730	4	13312	26885.1662	1946.6232	439	1
2_MACS_peak_20339_lociStitched	chr4	185262992	185278099	2	11240	48286.5041	3136.2132	440	1
3_MACS_peak_11998_lociStitched	chr18	52929744	52948131	3	12748	34738.5591	3201.1767	442	1
3_MACS_peak_12265_lociStitched	chr19	2254596	2271866	3	12683	36045.944	3868.48	443	1
3_MACS_peak_6633_lociStitched	chr12	109161588	109181236	3	13021	31259.968	3528.7808	444	1
2_MACS_peak_24024_lociStitched	chr7	43684443	43699496	2	11206	47129.4377	2575.5683	445	1
1_MACS_peak_1796_lociStitched	chr1	161767476	161780705	1	13230	27077.1172	3088.9715	447	1
3_MACS_peak_12437_lociStitched	chr19	10329270	10348297	3	12402	37361.4172	3244.1035	448	1
2_MACS_peak_14390_lociStitched	chr2	112481374	112494777	2	13388	23429.7843	2186.0293	449	1
3_MACS_peak_3833_lociStitched	chr10	112145525	112158561	3	13016	29080.7088	2257.8352	450	1
4_MACS_peak_3498_lociStitched	chr10	81946281	81966413	4	13413	24283.2184	3692.2088	451	1
1_MACS_peak_7122_lociStitched	chr13	46269233	46281490	1	12258	36496.4432	1234.2799	453	1
1_MACS_peak_20834_lociStitched	chr5	61983627	61992602	1	8976	58175.0525	1894.6225	454	1
1_MACS_peak_2269_lociStitched	chr1	206727537	206738641	1	11105	47930.416	3604.3584	455	1
2_MACS_peak_16152_lociStitched	chr20	52480826	52491353	2	9903	53826.6564	2187.5106	456	1
2_MACS_peak_15338_lociStitched	chr2	227768763	227782839	2	11959	39726.6948	2594.2068	458	1
1_MACS_peak_1599_lociStitched	chr1	154755459	154766836	1	11378	45353.2728	3443.8179	459	1
2_MACS_peak_16744_lociStitched	chr22	23477727	23488750	2	10574	49525.2367	2361.1266	460	1
4_MACS_peak_8365_lociStitched	chr15	33296357	33315391	4	11942	40038.019	3315.7228	461	1
1_MACS_peak_6562_lociStitched	chr12	102870142	102879511	1	9370	55776.4677	2199.8412	462	1
1_MACS_peak_3060_lociStitched	chr10	30988920	30997435	1	8516	59278.024	1932.905	463	1
2_MACS_peak_15991_lociStitched	chr20	42694950	42710195	2	9589	54712.7805	2484.935	464	1
1_MACS_peak_13668_lociStitched	chr2	43395054	43407526	1	12473	32412.2336	2228.7464	465	1
2_MACS_peak_19813_lociStitched	chr4	103532557	103547067	2	12792	28853.135	2726.429	466	1
1_MACS_peak_21568_lociStitched	chr5	148204614	148216269	1	11656	41353.1055	3407.922	467	1
2_MACS_peak_16977_lociStitched	chr22	38701119	38715052	2	12952	26248.3787	2867.4114	468	1
5_MACS_peak_21035_lociStitched	chr5	87954355	87976744	5	11694	41406.2166	3924.7917	469	1
2_MACS_peak_901_lociStitched	chr1	66736498	66750299	2	12965	25527.7097	2716.0368	470	1
2_MACS_peak_22521_lociStitched	chr6	42737875	42752716	2	11788	38856.7062	2466.5742	471	1
4_MACS_peak_13066_lociStitched	chr19	47728782	47748507	4	12450	32218.815	3090.9075	472	1
3_MACS_peak_21767_lociStitched	chr5	171601105	171616224	3	12125	35776.0897	3146.2639	473	1
4_MACS_peak_11487_lociStitched	chr17	76162134	76184144	4	12834	27171.345	3442.364	474	1
1_MACS_peak_4562_lociStitched	chr11	60601554	60613581	1	12028	35852.487	2590.6158	475	1
3_MACS_peak_12241_lociStitched	chr19	1847189	1865850	3	11916	37654.1658	3525.0629	476	1
1_MACS_peak_10978_lociStitched	chr17	43297838	43308076	1	10239	49232.4944	2641.404	478	1
2_MACS_peak_2583_lociStitched	chr1	230255923	230271001	2	10230	50279.0988	3651.8916	480	1
2_MACS_peak_3155_lociStitched	chr10	45949158	45961407	2	10650	46418.8104	2491.4466	481	1
1_MACS_peak_6019_lociStitched	chr12	51311753	51323474	1	11722	37803.7413	2378.1909	482	1
4_MACS_peak_5501_lociStitched	chr12	6551980	6572439	4	11109	44438.9939	3958.8165	483	1
1_MACS_peak_16050_lociStitched	chr20	45978033	45987392	1	9360	53839.5193	2512.8915	484	1
2_MACS_peak_22215_lociStitched	chr6	26355063	26367225	2	12097	33623.0652	2583.2088	486	1
3_MACS_peak_27630_lociStitched	chrX	39953205	39969534	3	12746	24010.1616	1371.636	487	1
2_MACS_peak_16768_lociStitched	chr22	24535666	24554089	2	12641	26976.7989	2862.9342	488	1
3_MACS_peak_16231_lociStitched	chr20	61273088	61291116	3	11785	36306.5892	2709.6084	489	1
3_MACS_peak_5345_lociStitched	chr11	126056217	126069232	3	11139	41481.408	2316.67	490	1
3_MACS_peak_6629_lociStitched	chr12	109071866	109088295	3	11362	40356.1956	3354.8018	492	1
3_MACS_peak_9180_lociStitched	chr15	93346059	93364842	3	11645	37872.1629	3454.1937	494	1
2_MACS_peak_7687_lociStitched	chr14	50465108	50476984	2	10183	46150.136	1257.6684	496	1
3_MACS_peak_27091_lociStitched	chr9	126082858	126104007	3	11600	37535.2452	3734.9134	497	1
1_MACS_peak_5921_lociStitched	chr12	46776023	46787612	1	11590	36086.9871	2285.3508	499	1
3_MACS_peak_2910_lociStitched	chr10	14686387	14704362	3	12031	32126.7175	3082.7125	501	1
1_MACS_peak_23704_lociStitched	chr7	8163789	8175649	1	11861	33211.558	2358.954	502	1
2_MACS_peak_18823_lociStitched	chr3	182097996	182113830	2	12650	23388.4014	3111.381	503	1
2_MACS_peak_21212_lociStitched	chr5	112256387	112267826	2	10408	45603.8613	2566.9116	504	1
3_MACS_peak_2240_lociStitched	chr1	205279631	205295144	3	12494	25511.1285	3754.146	506	1
2_MACS_peak_6266_lociStitched	chr12	68375693	68388497	2	10252	45790.9452	2490.378	507	1
3_MACS_peak_16055_lociStitched	chr20	46113524	46132532	3	12354	26516.16	3138.2208	508	1
3_MACS_peak_20057_lociStitched	chr4	140148058	140166210	3	12395	25369.2352	2659.268	509	1
2_MACS_peak_1652_lociStitched	chr1	155903050	155919346	2	12165	29499.0192	3774.1536	510	1
2_MACS_peak_6849_lociStitched	chr12	125397885	125413131	2	10897	40250.9646	1901.1762	511	1
1_MACS_peak_23779_lociStitched	chr7	20254355	20262913	1	8559	54517.8832	2350.8826	512	1
1_MACS_peak_23013_lociStitched	chr6	108986352	108997847	1	11496	34826.4015	1973.6915	513	1
2_MACS_peak_21179_lociStitched	chr5	109024007	109036880	2	11884	31569.7452	2829.4854	514	1
3_MACS_peak_6440_lociStitched	chr12	92825031	92841945	3	12435	23701.5882	2581.0764	515	1
4_MACS_peak_2791_lociStitched	chr10	4161772	4179761	4	12364	25033.4924	2824.273	516	1
3_MACS_peak_22609_lociStitched	chr6	52157110	52173900	3	11880	31486.287	2904.67	517	1
1_MACS_peak_1237_lociStitched	chr1	111172514	111181655	1	9142	50296.5243	1229.4645	518	1
3_MACS_peak_25347_lociStitched	chr8	29490591	29505939	3	12233	26350.9812	2719.6656	519	1
1_MACS_peak_26290_lociStitched	chr9	9604809	9615988	1	11180	37447.4142	2277.1623	520	1
1_MACS_peak_359_lociStitched	chr1	27018210	27030300	1	12091	28332.915	3055.143	522	1
2_MACS_peak_22049_lociStitched	chr6	11722145	11734241	2	11168	37231.488	2107.1232	523	1
2_MACS_peak_23316_lociStitched	chr6	137972981	137988219	2	12166	27018.4978	2994.267	524	1
1_MACS_peak_17270_lociStitched	chr3	8697818	8709455	1	11638	32511.4506	2147.0265	525	1
3_MACS_peak_27569_lociStitched	chrX	30578613	30597600	3	12314	23462.2359	1917.687	527	1
2_MACS_peak_7522_lociStitched	chr14	23023273	23039594	2	12193	24422.7444	1553.7592	529	1
2_MACS_peak_19342_lociStitched	chr4	38984961	39000026	2	11485	33635.6255	2200.9965	530	1
1_MACS_peak_20099_lociStitched	chr4	144272645	144283103	1	10459	42361.1748	2250.5616	531	1
2_MACS_peak_1240_lociStitched	chr1	111323015	111338164	2	10329	42758.0525	1723.9562	532	1
3_MACS_peak_5587_lociStitched	chr12	10186105	10206616	3	12294	24313.7394	3292.0155	533	1
4_MACS_peak_16422_lociStitched	chr21	34732898	34757415	4	12147	29516.0163	6320.4826	534	1
1_MACS_peak_21528_lociStitched	chr5	142774438	142786106	1	11669	31193.2312	2276.4268	536	1
3_MACS_peak_22236_lociStitched	chr6	27098261	27116277	3	12004	28074.3328	3673.4624	537	1
1_MACS_peak_1747_lociStitched	chr1	160674826	160685441	1	10616	42160.657	4121.8045	539	1
2_MACS_peak_4788_lociStitched	chr11	67644692	67655702	2	10077	44422.047	2540.007	541	1
3_MACS_peak_22133_lociStitched	chr6	20197279	20214300	3	12129	24695.7689	2753.9978	542	1
2_MACS_peak_23364_lociStitched	chr6	139682252	139698248	2	11737	30198.8484	3205.5984	544	1
4_MACS_peak_14203_lociStitched	chr2	96889916	96912951	4	11959	27798.638	4084.1055	546	1
4_MACS_peak_12220_lociStitched	chr19	1258433	1277385	4	10972	38305.7824	3943.9112	547	1
1_MACS_peak_14851_lociStitched	chr2	175456139	175465919	1	9781	45282.378	2173.116	548	1
2_MACS_peak_27032_lociStitched	chr9	117659628	117674004	2	11941	25796.2944	2629.3704	551	1
1_MACS_peak_27454_lociStitched	chrX	12883395	12895040	1	11646	28058.6275	1060.8595	552	1
1_MACS_peak_16747_lociStitched	chr22	23515652	23526744	1	11093	34181.1072	2279.406	553	1
1_MACS_peak_28115_lociStitched	chrX	119434344	119445727	1	11384	30514.4081	1648.2584	554	1
1_MACS_peak_21454_lociStitched	chr5	138719520	138730395	1	10876	36267.0375	2792.7	555	1
3_MACS_peak_17828_lociStitched	chr3	56948071	56958999	3	10439	39203.1072	2271.9312	556	1
2_MACS_peak_25214_lociStitched	chr8	19551521	19566831	2	10873	35456.429	2538.398	558	1
3_MACS_peak_1284_lociStitched	chr1	115236006	115251268	3	11745	24069.7002	1459.0472	560	1
4_MACS_peak_27258_lociStitched	chr9	134595245	134615393	4	11771	25378.4208	3231.7392	562	1
3_MACS_peak_19162_lociStitched	chr4	9598951	9611358	3	10485	38038.6213	2326.3125	563	1
3_MACS_peak_10125_lociStitched	chr16	79629118	79640902	3	11333	28763.5656	1318.6296	564	1
3_MACS_peak_21994_lociStitched	chr6	7135020	7148298	3	11652	26342.2242	3099.0852	565	1
2_MACS_peak_15772_lociStitched	chr20	25288842	25302944	2	10431	38442.052	2670.9188	566	1
4_MACS_peak_24311_lociStitched	chr7	76950076	76967841	4	11495	27136.0375	2893.9185	571	1
4_MACS_peak_27590_lociStitched	chrX	37604533	37623824	4	11618	24200.5595	1801.7794	572	1
1_MACS_peak_26029_lociStitched	chr8	129277359	129288744	1	11386	27734.9985	2365.803	573	1
