#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuper
2_MACS_peak_16152_lociStitched	chr20	52480826	52491353	2	9903	53826.6564	2187.5106	260	1
2_MACS_peak_19325_lociStitched	chr4	38123344	38137231	2	13734	53855.1747	2520.4905	261	1
2_MACS_peak_14676_lociStitched	chr2	158293618	158311489	2	12638	54888.9894	3558.1161	262	1
1_MACS_peak_16050_lociStitched	chr20	45978033	45987392	1	9360	53839.5193	2512.8915	263	1
4_MACS_peak_13872_lociStitched	chr2	64429801	64456547	4	21548	55776.1084	4453.209	264	1
4_MACS_peak_8764_lociStitched	chr15	65183178	65205149	4	11179	55254.8679	4264.5711	265	1
3_MACS_peak_21876_lociStitched	chr5	180228543	180249723	3	15522	54815.958	3888.648	266	1
4_MACS_peak_1603_lociStitched	chr1	154821507	154850583	4	14450	56849.3952	5937.3192	267	1
2_MACS_peak_214_lociStitched	chr1	17221253	17233545	2	7796	55388.9812	4525.9144	268	1
4_MACS_peak_11501_lociStitched	chr17	76753576	76780005	4	20677	55791.619	5121.9402	269	1
2_MACS_peak_3836_lociStitched	chr10	112167348	112186719	2	19370	53779.7073	3178.7811	270	1
2_MACS_peak_11531_lociStitched	chr17	78873015	78887846	2	10563	53258.121	2761.5322	271	1
5_MACS_peak_21791_lociStitched	chr5	173309435	173357033	5	36898	58174.2756	7858.4298	272	1
6_MACS_peak_13979_lociStitched	chr2	70330993	70361172	6	18192	55094.7824	4904.0875	273	1
1_MACS_peak_27513_lociStitched	chrX	19470022	19470631	1	610	50284.3383	127.3419	274	1
4_MACS_peak_8417_lociStitched	chr15	38455194	38486451	4	21012	55071.7083	5101.1424	275	1
5_MACS_peak_21185_lociStitched	chr5	109247639	109282937	5	24073	55852.0254	5901.8256	276	1
1_MACS_peak_19828_lociStitched	chr4	105406832	105417812	1	10981	52215.39	2290.428	277	1
1_MACS_peak_9875_lociStitched	chr16	56961032	56975724	1	14693	53098.3572	3523.1416	278	1
3_MACS_peak_7968_lociStitched	chr14	77487774	77511205	3	21115	51325.6055	2207.2002	279	1
1_MACS_peak_1237_lociStitched	chr1	111172514	111181655	1	9142	50296.5243	1229.4645	280	1
1_MACS_peak_12754_lociStitched	chr19	29120270	29126851	1	6582	50717.1346	1786.0834	281	1
3_MACS_peak_17370_lociStitched	chr3	15834449	15859482	3	20894	52967.3247	4132.9483	282	1
4_MACS_peak_27246_lociStitched	chr9	134126937	134153591	4	18228	53713.1408	4893.6744	283	1
4_MACS_peak_18254_lociStitched	chr3	124487137	124513160	4	22374	53034.874	4272.9766	284	1
2_MACS_peak_24084_lociStitched	chr7	47513132	47524956	2	11614	51815.1328	3190.1152	285	1
4_MACS_peak_28143_lociStitched	chrX	128892640	128921848	4	22404	51531.6744	2920.8	286	1
4_MACS_peak_12551_lociStitched	chr19	13943794	13962152	4	12077	51314.2816	2996.0256	287	1
1_MACS_peak_24805_lociStitched	chr7	130789973	130797482	1	7510	50437.953	2195.6316	288	1
4_MACS_peak_15983_lociStitched	chr20	42564432	42593920	4	22580	53379.1776	5139.7584	289	1
3_MACS_peak_15769_lociStitched	chr20	25261276	25282784	3	14874	51335.2944	3303.6288	290	1
1_MACS_peak_4330_lociStitched	chr11	26125714	26136583	1	10870	50147.3922	2203.1463	291	1
3_MACS_peak_6811_lociStitched	chr12	123354984	123387453	3	25863	51239.3289	3457.9485	292	1
2_MACS_peak_14961_lociStitched	chr2	187809056	187821284	2	11408	50244.852	2492.0664	293	1
3_MACS_peak_11439_lociStitched	chr17	74475330	74498613	3	16547	51692.9166	4149.0306	294	1
1_MACS_peak_4690_lociStitched	chr11	65263123	65278771	1	15649	51481.92	4059.0912	295	1
3_MACS_peak_21261_lociStitched	chr5	118657763	118679055	3	16911	51897.1208	4518.1624	296	1
2_MACS_peak_16744_lociStitched	chr22	23477727	23488750	2	10574	49525.2367	2361.1266	297	1
5_MACS_peak_13888_lociStitched	chr2	64862559	64896479	5	21521	53135.68	6227.712	298	1
3_MACS_peak_25211_lociStitched	chr8	19518356	19540892	3	16443	50663.1816	3826.6128	299	1
3_MACS_peak_13930_lociStitched	chr2	67686522	67706500	3	15393	49891.0594	3056.634	300	1
1_MACS_peak_8916_lociStitched	chr15	75298415	75304965	1	6551	48056.04	1244.5	301	1
3_MACS_peak_13876_lociStitched	chr2	64486003	64512009	3	15810	51062.781	4384.6116	302	1
2_MACS_peak_2583_lociStitched	chr1	230255923	230271001	2	10230	50279.0988	3651.8916	303	1
1_MACS_peak_10978_lociStitched	chr17	43297838	43308076	1	10239	49232.4944	2641.404	304	1
2_MACS_peak_1757_lociStitched	chr1	161007547	161018503	2	7161	49522.2156	3347.058	305	1
1_MACS_peak_11458_lociStitched	chr17	75203559	75212039	1	8481	48033.264	1951.248	306	1
2_MACS_peak_19407_lociStitched	chr4	48190866	48206795	2	15366	48916.3661	3048.8106	307	1
2_MACS_peak_26748_lociStitched	chr9	93698993	93708934	2	8284	47448.393	1892.7664	308	1
2_MACS_peak_7278_lociStitched	chr13	77898647	77915294	2	11948	48907.2213	3620.7225	309	1
2_MACS_peak_20339_lociStitched	chr4	185262992	185278099	2	11240	48286.5041	3136.2132	310	1
1_MACS_peak_20796_lociStitched	chr5	58851357	58866481	1	15125	47746.468	2673.9232	311	1
1_MACS_peak_4037_lociStitched	chr11	267233	271461	1	4229	46158.7672	1095.4748	312	1
2_MACS_peak_7687_lociStitched	chr14	50465108	50476984	2	10183	46150.136	1257.6684	313	1
2_MACS_peak_26762_lociStitched	chr9	94180976	94196191	2	15197	48193.5125	3621.17	314	1
2_MACS_peak_24024_lociStitched	chr7	43684443	43699496	2	11206	47129.4377	2575.5683	315	1
2_MACS_peak_24120_lociStitched	chr7	52772658	52788949	2	12428	46834.9959	2455.0537	316	1
1_MACS_peak_2269_lociStitched	chr1	206727537	206738641	1	11105	47930.416	3604.3584	317	1
2_MACS_peak_16791_lociStitched	chr22	26974441	26992805	2	13195	47896.9848	3665.4544	318	1
5_MACS_peak_1394_lociStitched	chr1	145128025	145175093	5	29595	59983.4592	15828.9684	319	1
1_MACS_peak_16806_lociStitched	chr22	29185699	29200433	1	14735	47338.8686	3204.645	320	1
4_MACS_peak_5157_lociStitched	chr11	111230364	111251735	4	19149	48095.4355	4116.0546	321	1
2_MACS_peak_3155_lociStitched	chr10	45949158	45961407	2	10650	46418.8104	2491.4466	322	1
1_MACS_peak_8226_lociStitched	chr14	106323771	106329607	1	5837	44299.9088	693.9004	323	1
3_MACS_peak_11369_lociStitched	chr17	72732711	72757664	3	22950	48061.9733	4578.8755	324	1
2_MACS_peak_3384_lociStitched	chr10	74006461	74025208	2	15306	47004.3531	3535.6842	325	1
2_MACS_peak_6266_lociStitched	chr12	68375693	68388497	2	10252	45790.9452	2490.378	326	1
1_MACS_peak_14851_lociStitched	chr2	175456139	175465919	1	9781	45282.378	2173.116	327	1
2_MACS_peak_11075_lociStitched	chr17	47815624	47828599	2	12923	45887.385	2798.7075	328	1
2_MACS_peak_21212_lociStitched	chr5	112256387	112267826	2	10408	45603.8613	2566.9116	329	1
3_MACS_peak_3483_lociStitched	chr10	81000978	81020816	3	19631	46863.3074	3870.3938	330	1
1_MACS_peak_26966_lociStitched	chr9	112903653	112925430	1	21778	47519.5917	4797.4731	331	1
4_MACS_peak_27429_lociStitched	chrX	10064726	10091173	4	17758	45137.0949	2464.8604	332	1
1_MACS_peak_26754_lociStitched	chr9	93793725	93800440	1	6716	44038.9845	1370.5315	333	1
2_MACS_peak_17896_lociStitched	chr3	69128319	69146189	2	17346	45959.853	3370.282	334	1
2_MACS_peak_684_lociStitched	chr1	44288102	44306151	2	14259	46077.2921	3568.2873	335	1
2_MACS_peak_24776_lociStitched	chr7	128572200	128582642	2	8360	45895.7226	3533.5728	336	1
2_MACS_peak_6622_lociStitched	chr12	108953549	108972376	2	18738	46549.7575	4375.3948	337	1
3_MACS_peak_11351_lociStitched	chr17	70581940	70602294	3	15857	45784.2876	3669.8262	338	1
1_MACS_peak_20335_lociStitched	chr4	185183994	185192140	1	8147	44104.0732	2176.6112	339	1
4_MACS_peak_21656_lociStitched	chr5	156339066	156370109	4	18398	46971.1633	5056.9047	340	1
1_MACS_peak_6483_lociStitched	chr12	94595928	94604558	1	8631	43969.85	2057.392	341	1
1_MACS_peak_1599_lociStitched	chr1	154755459	154766836	1	11378	45353.2728	3443.8179	342	1
2_MACS_peak_4788_lociStitched	chr11	67644692	67655702	2	10077	44422.047	2540.007	343	1
2_MACS_peak_23221_lociStitched	chr6	130831724	130848635	2	14666	45020.4642	3192.7968	344	1
1_MACS_peak_16004_lociStitched	chr20	43269658	43282453	1	12796	44625.1215	2892.9495	345	1
5_MACS_peak_15060_lociStitched	chr2	198055915	198083840	5	17203	46542.5975	4833.8175	346	1
3_MACS_peak_15016_lociStitched	chr2	192530123	192546614	3	12532	44581.7694	3098.6589	347	1
2_MACS_peak_10160_lociStitched	chr16	81841168	81858021	2	15882	43251.5392	1771.2503	348	1
2_MACS_peak_24983_lociStitched	chr7	150100490	150113936	2	8920	44732.1528	3253.932	349	1
1_MACS_peak_26078_lociStitched	chr8	134508066	134515595	1	7530	43505.5736	2101.3439	350	1
2_MACS_peak_21182_lociStitched	chr5	109187996	109202331	2	14269	43718.883	2432.6495	351	1
1_MACS_peak_11161_lociStitched	chr17	55430631	55438065	1	7435	42802.7418	1718.7408	352	1
4_MACS_peak_14289_lociStitched	chr2	106325151	106353054	4	20886	46014.8373	4969.5243	353	1
2_MACS_peak_1240_lociStitched	chr1	111323015	111338164	2	10329	42758.0525	1723.9562	354	1
1_MACS_peak_4524_lociStitched	chr11	58339998	58348045	1	8048	43039.3795	2091.4153	355	1
4_MACS_peak_5501_lociStitched	chr12	6551980	6572439	4	11109	44438.9939	3958.8165	356	1
2_MACS_peak_5829_lociStitched	chr12	32608101	32625595	2	16084	43537.3178	3164.6646	357	1
1_MACS_peak_23360_lociStitched	chr6	139609161	139615566	1	6406	41965.56	1614.7005	358	1
1_MACS_peak_26079_lociStitched	chr8	134576580	134585946	1	9367	42344.6226	2150.4336	359	1
3_MACS_peak_15636_lociStitched	chr20	9479357	9499962	3	16210	43703.205	3533.7575	360	1
4_MACS_peak_4971_lociStitched	chr11	82764276	82790059	4	14068	44831.4804	4687.3494	361	1
1_MACS_peak_20099_lociStitched	chr4	144272645	144283103	1	10459	42361.1748	2250.5616	362	1
2_MACS_peak_24985_lociStitched	chr7	150124584	150134471	2	9240	43137.9697	3117.3711	363	1
1_MACS_peak_15944_lociStitched	chr20	37518068	37523840	1	5773	41387.5488	1441.8456	364	1
2_MACS_peak_16295_lociStitched	chr21	16046533	16061562	2	12081	42901.7834	2963.7188	365	1
3_MACS_peak_4937_lociStitched	chr11	78161747	78178881	3	12374	42360.3882	2590.6608	366	1
6_MACS_peak_27594_lociStitched	chrX	37634564	37666358	6	21356	42772.4682	3029.9682	367	1
3_MACS_peak_3265_lociStitched	chr10	63797977	63814946	3	16014	43286.2221	3722.9986	368	1
2_MACS_peak_26751_lociStitched	chr9	93732008	93742618	2	8332	41468.124	1906.617	369	1
2_MACS_peak_21041_lociStitched	chr5	88110540	88130715	2	19699	44179.215	4646.3025	370	1
2_MACS_peak_13908_lociStitched	chr2	65254882	65268369	2	7896	41666.7378	2144.433	371	1
2_MACS_peak_619_lociStitched	chr1	40838930	40858805	2	15226	43502.4	4088.2875	372	1
1_MACS_peak_10826_lociStitched	chr17	37924153	37939183	1	15031	42483.798	3235.959	373	1
2_MACS_peak_22341_lociStitched	chr6	31694439	31709374	2	12032	42661.8275	3496.2835	374	1
3_MACS_peak_5345_lociStitched	chr11	126056217	126069232	3	11139	41481.408	2316.67	375	1
1_MACS_peak_25944_lociStitched	chr8	120885019	120890821	1	5803	40709.733	1598.451	376	1
1_MACS_peak_24793_lociStitched	chr7	129587768	129593597	1	5830	40756.368	1896.7566	377	1
1_MACS_peak_22969_lociStitched	chr6	106609412	106618157	1	8746	40825.158	2072.565	378	1
1_MACS_peak_16532_lociStitched	chr21	43449015	43454997	1	5983	40528.05	1939.9626	379	1
1_MACS_peak_23328_lociStitched	chr6	138186755	138196532	1	9778	41322.4905	2782.5342	380	1
4_MACS_peak_9836_lociStitched	chr16	50713534	50733225	4	16152	41622.8358	3174.1892	381	1
1_MACS_peak_18974_lociStitched	chr3	193815328	193823638	1	8311	41058.048	2672.496	382	1
2_MACS_peak_6849_lociStitched	chr12	125397885	125413131	2	10897	40250.9646	1901.1762	383	1
1_MACS_peak_21083_lociStitched	chr5	90674202	90681178	1	6977	40296.864	1962.3488	384	1
1_MACS_peak_11892_lociStitched	chr18	42680737	42688498	1	7762	40114.2807	1891.3557	385	1
2_MACS_peak_11498_lociStitched	chr17	76710969	76733775	2	18768	42854.7546	4645.5822	386	1
2_MACS_peak_5612_lociStitched	chr12	11901439	11920369	2	18608	41799.333	3596.7	387	1
2_MACS_peak_10227_lociStitched	chr16	89033197	89046401	2	9904	39445.6296	1356.0508	388	1
3_MACS_peak_27064_lociStitched	chr9	123688632	123708104	3	16136	41508.4624	3450.4384	389	1
1_MACS_peak_1747_lociStitched	chr1	160674826	160685441	1	10616	42160.657	4121.8045	390	1
5_MACS_peak_11410_lociStitched	chr17	73850493	73875780	5	13884	41958.7191	3922.0137	391	1
5_MACS_peak_273_lociStitched	chr1	23936471	23964384	5	19109	42667.8118	4641.9319	392	1
4_MACS_peak_21605_lociStitched	chr5	150512625	150538196	4	18467	43145.9483	5142.3281	393	1
1_MACS_peak_21568_lociStitched	chr5	148204614	148216269	1	11656	41353.1055	3407.922	394	1
1_MACS_peak_5741_lociStitched	chr12	26265481	26280765	1	15285	41647.3716	3707.8984	395	1
1_MACS_peak_26033_lociStitched	chr8	129664355	129673618	1	9264	39903.1514	2010.071	396	1
1_MACS_peak_7293_lociStitched	chr13	78688196	78697261	1	9066	39641.245	1803.935	397	1
2_MACS_peak_17465_lociStitched	chr3	30682184	30703893	2	20157	41946.1298	4129.0518	398	1
2_MACS_peak_15854_lociStitched	chr20	32988473	33005921	2	13819	40823.0856	3034.2072	399	1
2_MACS_peak_16730_lociStitched	chr22	23087955	23101941	2	13759	39713.247	2144.0538	400	1
5_MACS_peak_21035_lociStitched	chr5	87954355	87976744	5	11694	41406.2166	3924.7917	401	1
1_MACS_peak_11304_lociStitched	chr17	65641893	65650239	1	8347	38641.1454	1478.9112	402	1
2_MACS_peak_15338_lociStitched	chr2	227768763	227782839	2	11959	39726.6948	2594.2068	403	1
3_MACS_peak_6629_lociStitched	chr12	109071866	109088295	3	11362	40356.1956	3354.8018	404	1
3_MACS_peak_1748_lociStitched	chr1	160694444	160714987	3	13601	42867.0781	5871.1894	405	1
3_MACS_peak_17828_lociStitched	chr3	56948071	56958999	3	10439	39203.1072	2271.9312	406	1
2_MACS_peak_16573_lociStitched	chr21	45194786	45210452	2	12715	40542.0414	3800.5716	407	1
4_MACS_peak_8365_lociStitched	chr15	33296357	33315391	4	11942	40038.019	3315.7228	408	1
1_MACS_peak_2783_lociStitched	chr10	3845873	3854747	1	8875	38814.876	2116.449	409	1
2_MACS_peak_25438_lociStitched	chr8	38811161	38824513	2	12844	39345.6736	2661.0536	410	1
3_MACS_peak_12899_lociStitched	chr19	40645245	40672142	3	16459	40323.9824	3684.889	411	1
2_MACS_peak_15160_lociStitched	chr2	204661785	204683906	2	16314	40235.8869	3654.3892	412	1
1_MACS_peak_16197_lociStitched	chr20	56191737	56197979	1	6243	37930.1372	1405.6984	413	1
2_MACS_peak_3840_lociStitched	chr10	112255772	112273442	2	12885	39962.472	3530.466	414	1
2_MACS_peak_22521_lociStitched	chr6	42737875	42752716	2	11788	38856.7062	2466.5742	415	1
1_MACS_peak_7459_lociStitched	chr13	114788934	114794802	1	5869	37686.6432	1386.0216	416	1
1_MACS_peak_2933_lociStitched	chr10	15825708	15834171	1	8464	38184.2097	1913.4843	417	1
1_MACS_peak_21788_lociStitched	chr5	173168538	173174824	1	6287	37685.1986	1457.7234	418	1
1_MACS_peak_6434_lociStitched	chr12	92600132	92606107	1	5976	37292.365	1201.5725	419	1
2_MACS_peak_24093_lociStitched	chr7	47700452	47712921	2	7534	38264.8672	2245.6669	420	1
3_MACS_peak_960_lociStitched	chr1	75595633	75612658	3	16728	38452.665	2601.42	421	1
2_MACS_peak_15772_lociStitched	chr20	25288842	25302944	2	10431	38442.052	2670.9188	422	1
4_MACS_peak_20400_lociStitched	chr4	187748218	187775486	4	14250	39647.672	3923.8652	423	1
3_MACS_peak_19162_lociStitched	chr4	9598951	9611358	3	10485	38038.6213	2326.3125	424	1
4_MACS_peak_22200_lociStitched	chr6	26183494	26207398	4	15390	40318.8768	4637.376	425	1
2_MACS_peak_4404_lociStitched	chr11	35183164	35197272	2	13859	38472.516	2807.492	426	1
2_MACS_peak_1469_lociStitched	chr1	149214006	149225869	2	6314	40249.9727	4620.6385	427	1
2_MACS_peak_2206_lociStitched	chr1	203722014	203736230	2	8618	38802.572	3337.9168	428	1
1_MACS_peak_6019_lociStitched	chr12	51311753	51323474	1	11722	37803.7413	2378.1909	429	1
3_MACS_peak_5228_lociStitched	chr11	117871225	117884633	3	12939	37817.264	2546.1792	430	1
1_MACS_peak_7122_lociStitched	chr13	46269233	46281490	1	12258	36496.4432	1234.2799	431	1
3_MACS_peak_1917_lociStitched	chr1	174922509	174942472	3	15744	39780.2701	4597.4789	432	1
1_MACS_peak_26290_lociStitched	chr9	9604809	9615988	1	11180	37447.4142	2277.1623	433	1
2_MACS_peak_22049_lociStitched	chr6	11722145	11734241	2	11168	37231.488	2107.1232	434	1
1_MACS_peak_2109_lociStitched	chr1	197740098	197749726	1	9629	38072.9632	2978.9032	435	1
1_MACS_peak_23865_lociStitched	chr7	26047941	26053793	1	5853	36069.3872	1165.1332	436	1
1_MACS_peak_2510_lociStitched	chr1	226062458	226071896	1	9439	37496.2302	2646.4152	437	1
1_MACS_peak_11259_lociStitched	chr17	62195906	62211334	1	15429	38633.2548	3841.572	438	1
1_MACS_peak_267_lociStitched	chr1	23849182	23858947	1	9766	37049.3865	2499.84	439	1
1_MACS_peak_13393_lociStitched	chr2	13660759	13666989	1	6231	35940.247	1391.159	440	1
7_MACS_peak_8118_lociStitched	chr14	95945662	95986292	7	24190	37984.987	3469.802	441	1
1_MACS_peak_4086_lociStitched	chr11	2791932	2801799	1	9868	36531.5808	2032.602	442	1
2_MACS_peak_27181_lociStitched	chr9	130828677	130846461	2	15900	38185.8048	3725.748	443	1
2_MACS_peak_23396_lociStitched	chr6	143162506	143180464	2	17112	36273.3642	1840.695	444	1
3_MACS_peak_9180_lociStitched	chr15	93346059	93364842	3	11645	37872.1629	3454.1937	445	1
1_MACS_peak_5645_lociStitched	chr12	13241907	13256228	1	14322	37121.4641	2726.7184	446	1
4_MACS_peak_12220_lociStitched	chr19	1258433	1277385	4	10972	38305.7824	3943.9112	447	1
1_MACS_peak_11452_lociStitched	chr17	75078742	75093747	1	15006	37616.0345	3347.6155	448	1
4_MACS_peak_1386_lociStitched	chr1	144962612	144985627	4	14421	41224.468	6985.0525	449	1
2_MACS_peak_12688_lociStitched	chr19	19049630	19062878	2	13113	36488.9664	2261.4336	450	1
3_MACS_peak_3142_lociStitched	chr10	45453748	45475937	3	15022	38451.3181	4306.8849	451	1
1_MACS_peak_25346_lociStitched	chr8	29463103	29478444	1	15342	36718.6835	2575.7539	452	1
3_MACS_peak_12241_lociStitched	chr19	1847189	1865850	3	11916	37654.1658	3525.0629	453	1
3_MACS_peak_12437_lociStitched	chr19	10329270	10348297	3	12402	37361.4172	3244.1035	454	1
2_MACS_peak_9608_lociStitched	chr16	23372941	23386702	2	9240	35942.3559	1859.1111	455	1
3_MACS_peak_4793_lociStitched	chr11	67760464	67782183	3	15663	37999.5624	3950.6861	456	1
5_MACS_peak_27103_lociStitched	chr9	126961351	126982392	5	14900	37524.5194	3511.7429	457	1
3_MACS_peak_13394_lociStitched	chr2	13680158	13702525	3	16283	37549.7196	3569.7732	458	1
2_MACS_peak_11459_lociStitched	chr17	75229151	75244065	2	9689	36555.7054	2583.1048	459	1
1_MACS_peak_1497_lociStitched	chr1	150130687	150139507	1	8821	36378.09	2459.016	460	1
2_MACS_peak_17541_lociStitched	chr3	39247276	39264685	2	14651	37074.2064	3185.847	461	1
1_MACS_peak_5921_lociStitched	chr12	46776023	46787612	1	11590	36086.9871	2285.3508	462	1
3_MACS_peak_27091_lociStitched	chr9	126082858	126104007	3	11600	37535.2452	3734.9134	463	1
2_MACS_peak_1258_lociStitched	chr1	112134305	112148887	2	13549	35406.5542	1662.348	464	1
3_MACS_peak_16042_lociStitched	chr20	45172164	45191773	3	16052	36864.92	3125.6746	465	1
3_MACS_peak_16231_lociStitched	chr20	61273088	61291116	3	11785	36306.5892	2709.6084	466	1
4_MACS_peak_4451_lociStitched	chr11	45088971	45105657	4	15281	36106.8354	2526.2604	467	1
1_MACS_peak_16558_lociStitched	chr21	44724558	44734990	1	10433	36017.5232	2499.5072	468	1
1_MACS_peak_21454_lociStitched	chr5	138719520	138730395	1	10876	36267.0375	2792.7	469	1
4_MACS_peak_8243_lociStitched	chr15	20968851	20997392	4	22729	37656.9954	4215.5057	470	1
2_MACS_peak_14660_lociStitched	chr2	153913607	153929211	2	13929	36411.934	2999.0888	471	1
1_MACS_peak_7686_lociStitched	chr14	50436059	50441281	1	5223	34061.5394	678.86	472	1
1_MACS_peak_298_lociStitched	chr1	24644448	24650958	1	6511	34963.257	1646.379	473	1
3_MACS_peak_8386_lociStitched	chr15	34618951	34635821	3	10377	36275.561	2980.929	474	1
2_MACS_peak_14966_lociStitched	chr2	187909979	187921108	2	9385	35065.2532	1778.4142	475	1
1_MACS_peak_4562_lociStitched	chr11	60601554	60613581	1	12028	35852.487	2590.6158	476	1
2_MACS_peak_25214_lociStitched	chr8	19551521	19566831	2	10873	35456.429	2538.398	477	1
1_MACS_peak_2522_lociStitched	chr1	226308570	226317119	1	8550	35371.4875	2502.2923	478	1
1_MACS_peak_23013_lociStitched	chr6	108986352	108997847	1	11496	34826.4015	1973.6915	479	1
1_MACS_peak_18506_lociStitched	chr3	150314245	150324216	1	9972	34829.7001	1983.2319	480	1
2_MACS_peak_11468_lociStitched	chr17	75433968	75447638	2	10205	35163.341	2334.836	481	1
2_MACS_peak_10400_lociStitched	chr17	6914833	6926262	2	7266	34831.0204	2114.365	482	1
1_MACS_peak_2782_lociStitched	chr10	3823817	3829273	1	5457	33888.8528	1187.7712	483	1
2_MACS_peak_25316_lociStitched	chr8	28194956	28207488	2	9258	35379.0892	2683.1012	484	1
2_MACS_peak_8567_lociStitched	chr15	46994253	47009350	2	14694	35367.7419	2685.7563	485	1
3_MACS_peak_21767_lociStitched	chr5	171601105	171616224	3	12125	35776.0897	3146.2639	486	1
1_MACS_peak_1364_lociStitched	chr1	143741590	143746252	1	4663	34451.7138	1844.7534	487	1
1_MACS_peak_24108_lociStitched	chr7	50343642	50357476	1	13835	35982.234	3423.915	488	1
1_MACS_peak_9141_lociStitched	chr15	90637225	90646588	1	9364	34425.8784	1916.6061	489	1
2_MACS_peak_27659_lociStitched	chrX	42792159	42805844	2	9306	33682.8905	1217.965	490	1
1_MACS_peak_3999_lociStitched	chr10	130852346	130858835	1	6490	33658.443	1325.7027	491	1
1_MACS_peak_5477_lociStitched	chr12	4377484	4387486	1	10003	34380.8748	2057.4114	492	1
1_MACS_peak_10010_lociStitched	chr16	68501180	68507140	1	5961	33665.656	1360.072	493	1
2_MACS_peak_47_lociStitched	chr1	2476627	2489367	2	7892	34326.656	2117.388	494	1
2_MACS_peak_17003_lociStitched	chr22	39458577	39474796	2	13950	35195.23	3013.4902	495	1
3_MACS_peak_12265_lociStitched	chr19	2254596	2271866	3	12683	36045.944	3868.48	496	1
4_MACS_peak_13730_lociStitched	chr2	47193850	47215302	4	13474	35921.374	3824.8916	497	1
1_MACS_peak_26760_lociStitched	chr9	93952024	93957751	1	5728	33457.134	1368.753	498	1
1_MACS_peak_18828_lociStitched	chr3	182428364	182436494	1	8131	35017.536	2961.759	499	1
1_MACS_peak_26959_lociStitched	chr9	112728880	112739559	1	10680	34152.5099	2104.8309	500	1
3_MACS_peak_8413_lociStitched	chr15	38401684	38424230	3	12909	35805.3026	3776.455	501	1
4_MACS_peak_25997_lociStitched	chr8	126285095	126316510	4	22481	37556.6325	5541.606	502	1
1_MACS_peak_5667_lociStitched	chr12	15100683	15116554	1	15872	35560.5626	3605.8912	503	1
1_MACS_peak_2721_lociStitched	chr1	245132195	245136320	1	4126	33528	1579.875	504	1
1_MACS_peak_21000_lociStitched	chr5	81145341	81152672	1	7332	33578.1793	1651.6743	505	1
5_MACS_peak_8251_lociStitched	chr15	21975947	22004842	5	23433	36367.247	4458.4985	506	1
1_MACS_peak_16747_lociStitched	chr22	23515652	23526744	1	11093	34181.1072	2279.406	507	1
3_MACS_peak_15118_lociStitched	chr2	202082821	202102338	3	15695	35932.7487	4045.8741	508	1
1_MACS_peak_16987_lociStitched	chr22	39145816	39153420	1	7605	33555.6916	1815.8352	509	1
2_MACS_peak_18083_lociStitched	chr3	104237303	104247047	2	9568	33467.7168	1880.592	510	1
1_MACS_peak_20350_lociStitched	chr4	185391116	185397546	1	6431	32845.083	1279.57	511	1
3_MACS_peak_11998_lociStitched	chr18	52929744	52948131	3	12748	34738.5591	3201.1767	512	1
1_MACS_peak_10832_lociStitched	chr17	38015960	38025050	1	9091	33475.743	1997.982	513	1
2_MACS_peak_1551_lociStitched	chr1	152006342	152021853	2	9882	36075.4838	4630.0335	514	1
2_MACS_peak_19342_lociStitched	chr4	38984961	39000026	2	11485	33635.6255	2200.9965	515	1
1_MACS_peak_9243_lociStitched	chr15	101737439	101744527	1	7089	32887.6112	1475.0128	516	1
5_MACS_peak_9972_lociStitched	chr16	67562340	67587388	5	13898	35493.016	4115.3864	517	1
5_MACS_peak_9591_lociStitched	chr16	22194961	22219424	5	17420	36648.0203	5330.4877	518	1
5_MACS_peak_13948_lociStitched	chr2	68936286	68965648	5	17104	35980.1948	4730.2182	519	1
1_MACS_peak_23205_lociStitched	chr6	130002502	130010935	1	8434	33127.3539	1891.5219	520	1
2_MACS_peak_3357_lociStitched	chr10	72333603	72340798	2	7108	32833.663	1713.849	521	1
3_MACS_peak_8274_lociStitched	chr15	23658672	23682984	3	18761	34676.2056	3559.2768	522	1
2_MACS_peak_22215_lociStitched	chr6	26355063	26367225	2	12097	33623.0652	2583.2088	523	1
3_MACS_peak_21774_lociStitched	chr5	172191169	172205872	3	9237	33962.4597	2945.0109	524	1
2_MACS_peak_24832_lociStitched	chr7	134842565	134857964	2	9545	34632.351	3632.6241	525	1
4_MACS_peak_25312_lociStitched	chr8	27930183	27951563	4	15171	35219.274	4220.412	526	1
2_MACS_peak_17789_lociStitched	chr3	52730126	52746184	2	10863	33924.1308	2937.0082	527	1
