KB528_6Hr_RPMI8226	KB528_24Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
SP1	20.1358915691983	24.087906915201	0.258539685276271	0.0194381074896962
PRR13	216.751818151063	229.190457583612	0.080502883217067	0.0626613353226763
PCBP2	454.497014338996	351.213178516152	-0.371923837259079	0.0250941083562829
PCBP2-OT1	1.22660882736286	0.847613104620056	-0.533197440620624	0.221462297564289
MAP3K12	0.707644704613543	1.60244569866819	1.17917837317144	0.00352353490509234
TARBP2	40.6990409706379	24.6494838789659	-0.723437360149601	0.000786309975033264
NPFF	4.12989075454591	3.21540168706342	-0.361104640587618	0.161985741171717
ATF7	9.65658153295035	10.7581193704308	0.155841437099734	0.0406386567732976
ATP5G2	332.696243442573	374.06077099034	0.169067097068226	0.0430786256547556
CALCOCO1	14.409920783678	31.1313273896094	1.11130468776868	0.00168899682929039
SMUG1	21.1284859816925	25.8072204617391	0.288585375122608	0.000279922316478171
CBX5	16.075310264538	31.7685590837436	0.982753072855201	2.1340145813974e-05
HNRNPA1	32.7331551671305	35.4042167689401	0.113168529418134	0.0792282265339028
COPZ1	132.270367751688	126.55237530821	-0.0637553077441751	0.19244468274199
ZNF385A	9.85911592633724	13.8568127348598	0.491065265071779	0.0121853315243847
ITGA5	0.806301082599054	2.0217897921135	1.3262424420296	0.00204364313763425
GTSF1	155.190065906144	182.329787875672	0.232514068870101	0.00616056429390536
NCKAP1L	74.7033680160547	90.3189327545418	0.273855150066055	0.0161471867929683
PDE1B	6.33649775192184	6.55351801891609	0.0485839050794806	0.545241051033266
PPP1R1A	1.45761296850885	0.390433986688777	-1.90045715218867	0.00140246163123244
TESPA1	0.842835074232356	1.70477112147574	1.0162558017655	0.000566396176053393
METTL7B	2.0553593241173	6.17263611522916	1.5864961128999	0.00137424652951782
ITGA7	0.897648198700058	2.14550403730876	1.25709456807099	0.0179534024123822
BLOC1S1	34.2992110135673	47.9135523257544	0.482258388902112	0.0103864606424257
RDH5	1.09149470336933	0.923700200865788	-0.240808542524463	0.455258705829192
CD63	123.998897071272	175.821057602462	0.503780580050478	4.57928445362463e-05
GDF11	6.42372460697568	8.25564244827328	0.361970444958782	0.00336454651055562
SARNP	90.7996456735853	86.043580170788	-0.0776191128843702	0.0334664779743817
ORMDL2	77.6626565457204	76.2110441469929	-0.0272209757648016	0.481449251345928
DNAJC14	30.5463647532017	29.1233364932998	-0.0688250524303425	0.492899361785814
TMEM198B	8.50234723487459	11.3066763338355	0.411241817888744	0.0476250324457393
WIBG	58.881829601742	59.7458352381367	0.0210156490949787	0.651521698562276
DGKA	2.24202039001463	6.4546348677815	1.52553608726229	0.00520865279870835
PMEL	1.15220511592088	2.25365627820024	0.967869927516117	6.81929676156155e-05
CDK2	89.9963821875502	100.885723719077	0.164783121884637	0.00925144061256804
RAB5B	30.2123832251203	30.5299543428665	0.0150854402219873	0.730310109710955
SUOX	24.4453938209183	22.9180616035469	-0.0930776207432559	0.162248563128773
IKZF4	2.43971192678751	3.5319614832511	0.533758801065074	0.0106575030442275
RPS26	1261.26557504452	1225.24265335191	-0.0418045886475442	0.403261684350359
PA2G4	390.922207223799	363.022310276639	-0.106823327810949	0.0592522749403055
RPL41	2427.26504501451	2404.12092037226	-0.0138221907735836	0.70416050017987
ZC3H10	8.57588534054896	7.27669233507633	-0.237002803528459	0.128600159993891
ESYT1	98.2487235345521	101.542808796393	0.0475775035676909	0.397669684698528
MYL6B	68.5187350465022	95.3199898438428	0.476280280350613	0.00379842074582698
MYL6	853.375669128522	948.840433868628	0.152984512196083	0.00690214291707376
SMARCC2	59.5006248886242	86.7271757009479	0.543579308461572	0.000945178203616277
RNF41	16.714603430865	13.2281643301399	-0.337496253123665	0.00139363797482123
NABP2	100.811884446956	109.277114646947	0.116325571948371	0.078378100606025
ANKRD52	37.1511208911459	23.2187701520846	-0.678114181355505	0.00492664142157536
COQ10A	23.0486668121363	16.8236373989096	-0.454193643265471	0.00335022416061198
CS	207.805694265475	205.088331661813	-0.0189897741706741	0.736325981674611
CNPY2	152.84588296952	144.406946015489	-0.08193755462313	0.173292002116666
PAN2	32.2074985889051	42.7061270250357	0.40704644991803	0.000819483143678543
IL23A	2.42372757772433	3.3780260223634	0.47895289007164	0.0832872690209403
STAT2	19.6433287762565	37.5129841774111	0.933350603929686	9.92095012619196e-05
TIMELESS	68.6322865673434	81.950247840518	0.255860891839256	0.00844047895435625
SPRYD4	25.1186601823006	28.8424913888898	0.199436275086042	0.0599806141313532
GLS2	15.1759295294798	18.0943361478625	0.253753293897606	0.0415670407381593
RBMS2	0.545958417418603	1.24068459511519	1.18427342393991	0.000103251894574085
BAZ2A	38.2754267780189	51.7300562812798	0.434584297037551	0.00388314512826007
ATP5B	1327.03840210576	1264.49713556396	-0.069646351411936	0.1419580006562
SNORD59B	2.20108923199034	4.77385561496627	1.11693729967489	0.0400106946784344
SNORD59A	1.92001663792757	2.37341623165036	0.305846318888944	0.427802934296107
PTGES3	308.876925677496	291.928830806534	-0.0814154019715415	0.0516524017925396
NACA	336.756384723529	321.485575911802	-0.066951289054383	0.0535545174097396
PRIM1	48.8545240572359	78.1409721710023	0.677587038826572	5.26766176589207e-05
HSD17B6	2.95730065547043	2.54450196551089	-0.216897617506056	0.380847299376232
ZBTB39	7.8837554501571	5.67884099166474	-0.473286508786148	0.0483538328977856
NEMP1	27.5165383933696	35.9264960688872	0.384749246302311	0.0117486366847607
NAB2	7.19877708746983	7.16610836119237	-0.00656198628460956	0.957388030488967
STAT6	33.6496204746759	76.5302720149275	1.18544029436046	0.00088074954203003
LRP1	0.68346324292787	1.14239547202413	0.741126510247036	0.0239864437029893
NXPH4	42.5855372966783	40.4810203114888	-0.0731178990417454	0.266199723992272
SHMT2	255.166435291894	249.16268802533	-0.0343505270737178	0.458732094764722
NDUFA4L2	10.1763635584973	15.6204807821295	0.618216740756815	0.00235345915895304
STAC3	0.968032429578455	2.15280023226113	1.15308716730105	0.0486347462816792
R3HDM2	11.2080069435108	27.3357689481428	1.28626020409777	5.0842081638522e-05
INHBE	0.0717128538726917	1.12102826015011	3.96644710548071	0.00124701426188756
ARHGAP9	1.44069799568501	1.85358205214884	0.363548035802774	0.0509417721568372
MARS	181.598639542589	179.570192784922	-0.016205500510327	0.824089132385225
DDIT3	11.1961239374355	9.07879191123821	-0.30242712215941	0.0991231011515323
MIR616	4.77665658132682	3.49860422747959	-0.449221685839013	0.697886320876626
MBD6	20.895644234181	18.129525329544	-0.204861086437975	0.146392879780191
DCTN2	117.574367485232	133.190771187558	0.179920550323016	0.0311518126228078
PIP4K2C	31.3711910747885	21.8118434683286	-0.524328598069972	0.000980954005670512
DTX3	1.98329774015225	2.90832720484182	0.552288313867951	0.0742846085992996
ARHGEF25	0.403098083045403	1.73150551376854	2.10282415412506	0.00131354040919515
B4GALNT1	13.7178886877664	27.0066922480124	0.977258496611556	3.72473501287372e-05
OS9	197.72349326208	199.220042960158	0.0108784996392439	0.843753269510835
AGAP2	16.3799785637428	21.0546700932423	0.362206801073354	0.00326893714183944
TSPAN31	18.8812811650402	41.1593765673742	1.12426446995495	8.47291083914897e-06
CDK4	225.500070701134	219.035644201763	-0.0419622236143981	0.179012613167813
MARCH9	23.5279810171982	40.3105264189485	0.776779098256418	0.000322489476440353
CYP27B1	10.0910345904859	10.7565381817179	0.0921397491085586	0.254715182587996
METTL1	50.878177970332	32.9773904388232	-0.625569766112727	0.000783847430257067
METTL21B	9.33556229196282	12.046421401999	0.367795807155422	0.00224191860518207
TSFM	53.5157021076976	46.2381598634274	-0.210878272390778	0.0034634215924876
AVIL	0.624682980094063	0.756399233278977	0.276023677659618	0.460181806515932
CTDSP2	63.7595272322844	91.2590435043812	0.517326600832569	0.0015135958464872
LOC100506844	6.17336541612085	12.7483432667475	1.0461806757701	0.000234943283321811
XRCC6BP1	11.9388278162847	15.4300346705297	0.370080107397281	0.0298252208790647
LRIG3	10.7886520181871	10.7638431515603	-0.0033213458004475	0.951492151842655
SLC16A7	1.15021189000682	1.50280319139129	0.385756428449796	0.0404313337623573
USP15	12.5252777049218	12.1586416270985	-0.0428605317999208	0.452317902594457
MON2	9.84276038114351	10.258523324837	0.0596881972938765	0.374194989197556
MIRLET7I	7.09846884333574	1.95727646775819	-1.85866031256887	0.03385453317467
PPM1H	13.3448314495816	26.7369232801741	1.00255237476226	8.25832468939154e-05
AVPR1A	0.601082274765656	0.897186651734834	0.577845679045397	0.0547206367259972
TMEM5	17.0611683647712	15.2317965955829	-0.163630328913571	0.0242886699227339
C12orf66	4.47582320641991	6.22577498942819	0.476100384738081	0.00388223574632454
XPOT	118.823152230004	116.284421696216	-0.0311581311831341	0.522360967432763
TBK1	36.2312717231231	31.6966159891016	-0.192906622679922	0.0023401273480715
RASSF3	14.4743913599363	14.0134053089885	-0.0466951064015803	0.546042081398657
GNS	34.8077704557282	39.0666407538606	0.166527799004225	0.0119548179412506
TBC1D30	7.99032904612621	7.09099080917287	-0.172267689067117	0.136012180565457
LEMD3	33.503260125909	23.2205517672797	-0.528899233805348	0.000454990921484023
LLPH	52.9297081945606	42.2749891601046	-0.324273315600842	0.00161477673643473
LLPH-AS1	5.45242498452955	5.12259028745561	-0.0900245086694551	0.78925834019331
TMBIM4	20.7829619873851	29.7589135550105	0.517920575410229	0.00166275558810608
HELB	4.27531794453262	4.58905193206844	0.102164419567876	0.399476981370651
CAND1	70.4892568493891	65.5487980248869	-0.104834069668504	0.0756219363869823
DYRK2	7.67657571694015	11.7334563626595	0.612093237474237	0.000582928291310587
IFNG-AS1	4.0040253071744	8.84116076492162	1.14278470227984	0.00769773868725434
MDM1	5.0966369209887	5.20492415226536	0.030331559449186	0.731558324757477
RAP1B	85.8340853739156	76.7213019722646	-0.161923463458209	0.0166078353645132
LOC100507250	0.59343606465097	2.43766809614286	2.03833719639782	0.0143827410822195
NUP107	63.0570053292703	68.9080500025819	0.128015875926563	0.0341636288409973
SLC35E3	12.2899171652276	11.8971004878622	-0.0468651831905332	0.51501914216794
MDM2	13.7666583986325	13.8970493176835	0.0136001816759153	0.746715202237937
CPSF6	42.1663681420664	37.3815346768752	-0.17376696600208	0.00913257742913592
YEATS4	38.6902867748977	39.5288284064103	0.0309337736330171	0.526794160389661
FRS2	3.63174179559276	3.12882275019505	-0.21504170429771	0.0329249254490138
CCT2	352.445203476498	276.887713855881	-0.348097932072193	7.55491611589752e-05
BEST3	5.88336752566731	12.6986720045181	1.10996356413038	0.000189722458631201
RAB3IP	5.43627908277524	7.51040954129544	0.466272058009611	0.000112928741817299
LINC01481	6.1366778096295	8.48286092382392	0.467093068691998	0.00919120832415836
CNOT2	27.3341739946403	27.1380943615765	-0.0103863615224956	0.864745091073305
ZFC3H1	15.6451675036265	21.3998940355382	0.451886548194396	0.00774551249733933
THAP2	1.63468698048718	2.78200793713185	0.767112129521095	0.000100910116104829
TMEM19	17.2136014366187	26.9397639336534	0.646188238688235	5.57111288106944e-05
RAB21	61.8004371235372	42.3964392735097	-0.543673939519609	0.000231869494366137
TBC1D15	11.1533791544756	13.9114238202911	0.318789214174696	0.024331514960558
LOC101928137	0.492413640250766	1.45128025086803	1.55938350802752	0.00466124039602211
LOC100507377	6.87552356929816	7.46568924625396	0.118805880232865	0.391498621528989
ATXN7L3B	59.0312757212488	57.0131207066425	-0.0501855482048438	0.256081982595104
GLIPR1	1.49005615511568	1.79688090522875	0.27012809024312	0.103777855545904
KRR1	37.6026202953986	25.1441472912604	-0.580610569551809	0.00140554347257503
PHLDA1	1.43067043968084	0.907291647931661	-0.657053096904569	0.00516435479796394
NAP1L1	143.248428980653	160.209763997808	0.161442758705857	0.00316573676287315
BBS10	7.24676333745888	10.3096375756184	0.508584932063337	0.00152037376975998
OSBPL8	20.8109059786568	17.3606840474834	-0.261515978373061	0.0174572964665706
ZDHHC17	11.1792186951213	12.7589830044537	0.190693975932424	0.0490760005198436
CSRP2	2.55463473484025	2.97197479891768	0.218304855084776	0.128263309431728
E2F7	12.4016156179399	11.6698278593786	-0.0877447995247013	0.339898326280565
PAWR	22.0809491442536	32.5552886750497	0.560089743924549	0.0014175364585667
PPP1R12A	23.6245141670407	24.3998808059856	0.0465894392735666	0.501104639608375
LIN7A	0.592758298621536	1.20346619918221	1.02167976182457	0.103652685447274
ACSS3	4.05268436407283	8.20422487730846	1.01748921845453	0.000441329878173387
CCDC59	36.5548036954325	28.9154092057599	-0.338222485291718	0.00172765550843507
METTL25	3.29448753996222	2.54970575322374	-0.36972330676645	0.0436420583934856
TMTC2	1.75999492423094	4.02583983177237	1.19371850752852	0.00137321957816306
MKRN9P	3.44153405380083	4.91996755341896	0.515597015783701	0.000770836642614243
C12orf29	17.8167960548871	16.2872018112341	-0.129499158390987	0.0642193783639446
CEP290	4.74975390596296	6.36790007416334	0.422964930589985	0.00261655528333577
TMTC3	5.85070023031167	4.01370315650163	-0.543675378825351	0.00119868465737463
DUSP6	4.80169196400992	5.92048624369047	0.302172812428173	0.0540947296425038
POC1B	7.35559461125873	12.7076187092138	0.788779832067816	5.34642603473053e-05
ATP2B1	11.2172123186378	8.3777530917645	-0.421078913531707	0.0112385558303401
BTG1	7.71854449732286	8.28859145125029	0.102798132468	0.170944152032543
EEA1	6.91244208466756	6.65646871708227	-0.0544384630697957	0.533320513261599
UBE2N	91.202613264691	90.4408991345205	-0.0120998281222654	0.479020855789243
MRPL42	35.5171501308083	30.0940506529506	-0.239037519382846	0.00824740232722447
SOCS2	0.510162043807256	1.28332530449718	1.33085944806935	0.00749587406254801
CRADD	25.2616118026043	25.0851989605288	-0.0101103116626017	0.855554824877746
PLXNC1	6.48691138752601	17.2167308323737	1.4082075886477	0.000699676929315664
CEP83	16.1780859501069	15.5028051441324	-0.0615116442262816	0.553122612910312
CEP83-AS1	1.05798862274903	2.25586515791935	1.09235672138068	0.0014152790005472
TMCC3	1.34820383397549	1.4512808519401	0.106288103792379	0.25701583351245
NDUFA12	191.982097971369	184.342363759299	-0.0585841330387313	0.025038997361634
NR2C1	12.2046395115037	15.5620965389832	0.350606751671927	0.00170584988548344
FGD6	2.20022222913572	2.07612368417279	-0.0837568535048119	0.36240874569737
VEZT	22.2318187628541	26.2071943236548	0.237336931997781	0.00613296523787966
MIR3685	13.6136572140767	15.9621502765008	0.229600322605457	0.435920343675386
METAP2	93.6391806505549	85.6786051167911	-0.128177318215604	0.0151977077550927
SNRPF	190.120529817357	179.174897542151	-0.0855457976438982	0.104500974367405
AMDHD1	1.08492297140581	2.14803952432473	0.985427923219663	0.0682402181800855
LTA4H	66.4168017070334	80.6554964569228	0.280224600839506	0.000225233484166935
ELK3	12.6778902718507	10.6634156123637	-0.249645062894346	0.0131106456861881
CDK17	10.5806372430109	11.7848903005864	0.155511809684878	0.123420849029981
NEDD1	22.1080875433878	20.544201317277	-0.105842985508415	0.0703055764009073
TMPO-AS1	16.8942903579694	23.5333506006724	0.478170989743093	0.00197609744488174
TMPO	144.619925896771	131.284789516914	-0.139566564974227	0.0124861058233762
SLC25A3	665.700773321533	549.773340769078	-0.276036893815129	0.0054225335312277
SNORA53	1.28773920520136	1.55180576108947	0.269107540903849	0.706765751810273
IKBIP	10.621370067465	8.92539950040501	-0.250981223027161	0.0118445808953897
APAF1	3.53419755565438	6.42395673550063	0.862079490175995	0.00946129414713866
UHRF1BP1L	12.3829120115931	12.5196537240788	0.0158440359412315	0.770844301951162
GOLGA2P5	9.02096963159038	13.0449028647873	0.5321317845406	0.00442164739326303
ACTR6	21.8523241116878	27.9970057181823	0.357485812850947	0.00613266382484009
DEPDC4	1.34850355890562	2.70546886786938	1.0045193110941	0.0246798651539508
SCYL2	31.0024464908183	24.5163873697865	-0.338635661835495	0.00300564169645292
GAS2L3	1.22228478710356	1.56122198474455	0.353095217641622	0.1048516158817
UTP20	22.6993659885906	14.9673639342909	-0.600831847444976	0.000279379935808437
ARL1	25.5323842147481	24.9026434961175	-0.0360293657732178	0.297041207206825
CHPT1	18.4371705888875	29.5753426772577	0.681777611157593	0.00050831743040425
SYCP3	1.68890826396986	0.897870814365402	-0.911511177665318	0.0258816528168086
GNPTAB	53.5820565554483	60.4171560287561	0.173208319839895	0.0410792787941816
CCDC53	22.9461546473071	35.0617827307097	0.61164694759253	0.00801752550768737
NUP37	55.6885200014727	58.5729263527288	0.0728540229552735	0.353153139524495
PARPBP	15.39726134676	15.5788810630444	0.0169178500756005	0.726531826289774
NT5DC3	2.64785419659967	2.28084891719478	-0.215252796614249	0.126246157101303
HSP90B1	800.78867506147	433.856320999562	-0.884204222962766	4.44068461571225e-06
C12orf73	7.41586757871145	9.47408463117655	0.353371076707779	0.00421800955527933
TDG	31.7103664344455	22.2488493612048	-0.511223822372368	0.000319240663291392
HCFC2	3.71209564687937	2.72635518329527	-0.445260358436885	0.0269642197252423
NFYB	9.29034810899215	8.28114998083751	-0.165901530565463	0.0583788572200382
TXNRD1	106.732666888752	110.950689703357	0.0559168369008053	0.25611361271319
EID3	0.711910142950882	0.290449043015583	-1.293410079809	0.148135183280972
CHST11	4.42946262065528	7.29229088769434	0.719240428645167	0.00219336588072967
SLC41A2	5.39736248495022	4.57551349822878	-0.238320918978063	0.0914091824201772
C12orf45	47.822651918794	40.3315985363002	-0.245783546457201	0.00433600474983809
ALDH1L2	0.952616406129905	1.93321859209174	1.02103747420816	0.0012953288568835
KIAA1033	11.2485804907557	11.8372817384393	0.0735948721087298	0.373483316770962
APPL2	14.8368313887785	15.547976860944	0.0675438484116258	0.341148862169675
C12orf75	4.85817779041913	10.4302553766734	1.10228728847174	0.00217110461281751
NUAK1	2.57143344478466	2.74167173038556	0.0924830291394756	0.515912829932672
CKAP4	7.28135482920243	7.06141349078293	-0.0442499169608	0.351704206166351
TCP11L2	0.803814254466767	2.61012722182657	1.69918606098441	0.00109298502338975
POLR3B	13.7677996373168	9.68290096730542	-0.507786762750616	0.0017690651517876
RIC8B	7.96280626191522	6.26327660301427	-0.346359363117675	0.0865346628728547
TMEM263	9.19120591296106	12.0063697805987	0.385473942062702	0.00674898190154078
MTERF2	3.71352084835274	7.56923426065398	1.02735967990152	0.00128298161407787
CRY1	10.3023163054154	9.04926192725042	-0.187096706478736	0.113708317305243
PWP1	94.1121640229363	86.6202994513391	-0.119676043840445	0.0290027240506633
PRDM4	34.9828635502967	29.215149381153	-0.259931721046721	0.0312331021965666
LOC728739	0.662588869985938	1.63768198308447	1.30546935655502	0.0186459630073644
FICD	11.761171793818	8.11424976723036	-0.535502190127923	0.0386219500144806
SART3	62.1020081538088	50.6419427820972	-0.294307168640328	0.00996166815242535
ISCU	118.412265091537	108.104106082738	-0.131397200914029	0.0614388412773443
SELPLG	31.6336420699289	66.3261805668314	1.06811878285791	0.000485147380169993
MIR4496	2.36210690552086	5.8442383903685	1.30694076734072	0.111965652550862
CORO1C	70.7252759388818	85.7446600868741	0.277820927089673	0.00314423574939526
SSH1	8.94999467101986	8.29865006152822	-0.109010150518723	0.104111567880887
SVOP	1.23616570438755	1.50101127497058	0.280062668678144	0.0244620411351414
USP30	8.42301362087522	10.3520411756293	0.297506856624901	0.00435673525029862
USP30-AS1	7.63082156133644	14.7032353658255	0.946223350874862	0.00737089301652178
ALKBH2	43.1440274810297	41.0921254129661	-0.0702989047754699	0.563502144708251
UNG	90.4271586922997	65.5725156187478	-0.463664890189267	0.00040724958918825
ACACB	1.72767539821107	2.22702748729654	0.366287180540518	0.0369084750960287
KCTD10	36.6468555499697	31.5607588531832	-0.215557520321051	0.00578995509927027
UBE3B	21.7352772640342	21.6696769915972	-0.00436085057148345	0.959653628657751
MMAB	25.2633488269599	23.7857882194674	-0.0869460562557173	0.0207323621245247
MVK	35.254072005596	29.4354006066433	-0.260237642557312	0.0428097552011498
FAM222A	11.7251745547317	2.64071390236308	-2.15060948852263	0.00103181314312043
FAM222A-AS1	14.5681525169128	21.5014278838897	0.561614539263112	0.0261376345332019
GLTP	45.436240650849	44.4747107068253	-0.0308582513619535	0.736591616881186
TCHP	42.9460668593093	37.0466172213225	-0.213184196668875	0.0644580920927441
GIT2	17.9547871657586	22.81054689147	0.345332484680748	0.00215636137775932
ANKRD13A	53.0106533550454	56.2374749767074	0.0852494979638948	0.230116337843121
C12orf76	4.76898388698494	8.10930291079703	0.765895995008835	0.0016360819338812
IFT81	3.9233528870517	8.74273619252115	1.15599776224173	0.00256786407030142
ATP2A2	153.549009931358	101.739943687205	-0.593813009205168	0.00407357522275792
ANAPC7	50.8442708152863	58.8919688000755	0.211985685764278	0.0126204500226848
ARPC3	277.163471028927	343.398811658269	0.3091479179493	0.000257434187687145
GPN3	43.5285040070699	45.3564821979358	0.0593483124181552	0.000792097089928039
FAM216A	33.495664515718	44.3275543302931	0.404229393768733	0.01733543751618
VPS29	75.5172535079312	101.832635682493	0.431321794223808	0.00253252282978102
PPTC7	21.7238817134682	19.8390655763602	-0.130937836798854	0.128814314465236
TCTN1	24.1880375090802	38.65678476624	0.676427926700619	0.00169278321033248
PPP1CC	187.946268450439	165.293220191919	-0.185292720873837	0.00579553883325111
FAM109A	4.252292246165	3.26340474023457	-0.381862824782403	0.0619911795482275
SH2B3	2.35616284448425	3.47691524522615	0.561368646307997	0.00257977729852707
ATXN2	15.2826971926865	22.4910488157391	0.557451756961937	0.00353252310664724
BRAP	22.9458132405399	19.7868029203671	-0.213692413542007	0.000749706947529312
ACAD10	13.2274863581417	19.8556559290282	0.586011091037605	0.00172564318144342
MAPKAPK5-AS1	16.2286399219219	18.4838389590439	0.187722328538535	0.0254301019272284
MAPKAPK5	46.6762086397151	45.6779002318007	-0.0311910473137107	0.317804288969908
ADAM1A	2.26144924488085	3.65298063841405	0.691826490099075	0.0161824786666371
TMEM116	4.43769338234702	11.4487899081671	1.36731322458947	0.00129319798138351
ERP29	410.613499069121	365.322865951212	-0.168609000993082	0.00481204864210238
NAA25	17.5112017194978	17.19020679679	-0.0266911927856696	0.652568198046667
TRAFD1	45.5035206338692	45.8214474253391	0.0100448599785094	0.854994738265266
HECTD4	10.1438948468566	10.2558375164472	0.0158336151147831	0.86862396456439
RPL6	2168.89783503584	2164.55340719973	-0.00289269971859735	0.89815944638364
PTPN11	54.375319835416	53.3997205012139	-0.0261197910590582	0.500257421429915
OAS1	2.49060745437635	8.19923845509526	1.71899226274042	8.986351649226e-05
OAS2	0.655646502150743	1.95011958328622	1.57257250693796	2.27239202277363e-05
RASAL1	26.4985473341727	51.445699189115	0.95713720178528	6.27988508160078e-05
CCDC42B	1.2399950700224	1.28562366983862	0.0521340113262642	0.832203014874242
DDX54	149.720661347412	110.325636795373	-0.440505251530964	0.00431019636769629
MIR7106	3.53301338724299	1.51769255606638	-1.21901964696969	0.24100522452179
RITA1	46.2933039073396	50.241513588388	0.118076397852235	0.12888576769245
IQCD	0.35399399293121	1.26474866011663	1.83705392679835	0.0585763280055646
TPCN1	43.117692136366	43.748026599141	0.0209379805667528	0.780249720597538
SLC8B1	11.1930965686326	16.2907400825699	0.541442933560155	0.00189403352266155
PLBD2	28.664203568708	28.1854013058551	-0.0243020856676637	0.826191334335449
SDSL	21.7924713783612	39.6528246348104	0.863593823957563	0.00120771567420514
RBM19	27.9352749818695	23.2565506081422	-0.264450888208072	0.0131028222584581
TBX3	1.58242505214492	1.57733710762041	-0.00464614632799491	0.975840594981519
MED13L	15.8259753113752	15.5969197974016	-0.0210332692899843	0.789377884079511
LINC00173	0.148632522436138	1.09278812464845	2.87819197790164	3.70847628860448e-05
MAP1LC3B2	0.930849466914168	0.960743360740205	0.0456032214805422	0.867788684705225
C12orf49	26.0736691145411	19.5487575127285	-0.415516699651594	0.00717485932262062
RNFT2	6.53310782157107	8.94034175829477	0.452560531707504	0.0288259323055303
HRK	0.915656190652331	1.54938550905948	0.758818247826412	0.0394548441772772
FBXW8	8.41227810913694	10.7708545502781	0.35656426526347	0.0318435243774147
TESC	28.0717915960715	26.6472529980797	-0.0751343257285771	0.52177662794281
FBXO21	33.0234942148612	22.7773503444015	-0.535892849624889	0.0014662928434421
RFC5	61.6543650598201	56.062222750547	-0.137174094070491	0.0647911066569213
WSB2	1.04451707055597	5.11686242173796	2.29242337321319	0.00180288128953562
PEBP1	758.697958008377	730.596815159053	-0.0544501901259808	0.233918251650943
TAOK3	9.34443035977608	10.4299465623863	0.158553141763584	0.190615067020662
SUDS3	25.2232658065911	28.9660314009476	0.199606954251218	0.0146677441715364
HSPB8	1.06919969367454	1.02784807869514	-0.0569042869215663	0.67961644087151
PRKAB1	32.6590686491478	24.4063825171606	-0.420225173064587	0.00101603873665827
CIT	13.0687979559364	19.8353655446079	0.601948534265289	0.00135140522841266
CCDC64	8.27770866359951	3.54676699725397	-1.22272691698935	0.00569524765121484
RAB35	67.2255482891028	54.0133659948935	-0.315693160021358	0.00202008159388638
GCN1	107.231212707263	110.383082049025	0.0417941687309787	0.580893648034737
RPLP0	6417.28628891396	6209.17189460551	-0.0475624745882916	0.15003080003783
PXN-AS1	10.2711985054305	18.3803179918008	0.839557192589647	0.000603837537587568
PXN	6.88497327515356	10.9405058385411	0.668156483748124	0.00313704554129563
SIRT4	0.816988757473407	1.31558488588857	0.687316208171222	0.0897399567991689
COX6A1	871.74544184307	886.111300191327	0.0235810046674694	0.577455439191062
TRIAP1	107.347200343155	72.6163128814061	-0.563918981871153	0.000487804004040929
GATC	36.5580507038114	35.5510484250202	-0.0402970405742214	0.187490717424783
SRSF9	404.267972190294	450.281306012904	0.155514671882781	0.0531609829076643
DYNLL1	466.132563943359	321.556741582285	-0.535666966286264	4.77677396331836e-05
NRAV	11.7097271588924	9.02538123090509	-0.375647683239683	0.0280492418477222
COQ5	28.167035603165	43.2991161719815	0.6203298392901	0.0117173438717188
RNF10	167.687861244163	171.401524626928	0.0316016849299361	0.504374226831375
POP5	161.50728010749	205.280915243125	0.346000310443311	0.000891505916584201
MLEC	94.3192427857563	60.4416567892721	-0.642008928804265	0.00147729876191535
UNC119B	17.7990281825594	21.3448129613582	0.262087047744092	0.00186937010870922
ACADS	0.940436941189258	1.65541919665731	0.815793476931192	0.00853664183706743
SPPL3	18.9727163009271	18.2917658841815	-0.0527318830860288	0.507646991149629
C12orf43	21.175968601602	15.4541098439299	-0.454437403393549	0.00130289943231057
OASL	1.47221794297329	0.960798956231131	-0.615684770813443	0.0407735591829298
P2RX7	2.46933386913283	9.1692257918127	1.89267801336705	3.6731866013193e-05
P2RX4	18.654254681452	25.9758866466883	0.477668274763146	0.0014119701514747
CAMKK2	34.5486742257768	34.6051264402815	0.00235542651943174	0.965290173745193
ANAPC5	231.625819801793	218.313280273333	-0.0853961884806319	0.143316440663821
RNF34	66.409638428686	52.6483511371035	-0.335004294706082	0.00128874613540613
KDM2B	29.0898624000152	26.7554103993152	-0.120685813757598	0.145144276978986
ORAI1	38.1165939552531	44.4244940559575	0.220936137879616	0.048668038246328
TMEM120B	9.46692690824402	10.5221901421352	0.152466937170864	0.0370523121109028
RHOF	1.89049670157783	3.43980289532993	0.863560567005384	0.0407838042604902
LINC01089	19.3786131607901	34.9848279216707	0.852264068225102	0.000450142517837431
SETD1B	25.6432709879577	14.5040126038838	-0.822128216178821	0.00959950171947632
PSMD9	50.2493618060699	39.8753725934853	-0.333607273993975	0.00287419887485422
BCL7A	6.32405777132607	9.73923421422689	0.622957792151842	0.00748109340141744
MLXIP	25.7704938368995	25.1111235256775	-0.037393604322724	0.655926344541726
B3GNT4	0.773310373174174	1.19994563996599	0.633849579646617	0.0983586010122905
DIABLO	43.8211518326647	32.4544109591319	-0.433212834061992	0.00318281979677586
LOC101593348	0.756013294046074	1.05879053886143	0.485933699651848	0.10390334475126
VPS33A	40.0478524633982	38.1639103283629	-0.069515881752545	0.0181693329518227
CLIP1	18.726079415336	16.938052845366	-0.14478084570083	0.0796137832857056
