GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
2_MACS_peak_4169_lociStitched	chr10(.):121275663-121279467	1.4639
1_MACS_peak_4171_lociStitched	chr10(.):121301311-121303453	4.3912
1_MACS_peak_4172_lociStitched	chr10(.):121354993-121357280	3.385
1_MACS_peak_4173_lociStitched	chr10(.):121410182-121412177	4.528
3_MACS_peak_4174_lociStitched	chr10(.):121417185-121427638	0.6621
2_MACS_peak_4177_lociStitched	chr10(.):121463414-121466010	1.8059
1_MACS_peak_4179_lociStitched	chr10(.):121484390-121486541	2.2147
1_MACS_peak_4180_lociStitched	chr10(.):121631353-121633563	4.1354
1_MACS_peak_4181_lociStitched	chr10(.):121651524-121652928	1.6567
1_MACS_peak_4182_lociStitched	chr10(.):122216210-122217110	1.2615
1_MACS_peak_4183_lociStitched	chr10(.):122253055-122253766	0.5618
1_MACS_peak_4184_lociStitched	chr10(.):122366592-122367375	0.6623
1_MACS_peak_4185_lociStitched	chr10(.):122610409-122611342	1.7089
1_MACS_peak_4186_lociStitched	chr10(.):122670399-122670941	0.7023
1_MACS_peak_4187_lociStitched	chr10(.):122746468-122747850	1.2015
1_MACS_peak_4188_lociStitched	chr10(.):123127773-123128290	0.472
1_MACS_peak_4189_lociStitched	chr10(.):123218510-123220177	0.7473
1_MACS_peak_4190_lociStitched	chr10(.):123357416-123358385	0.8302
1_MACS_peak_4191_lociStitched	chr10(.):123678602-123680349	0.9885
1_MACS_peak_4192_lociStitched	chr10(.):123686306-123688786	5.9579
1_MACS_peak_4193_lociStitched	chr10(.):123733610-123735368	4.4014
1_MACS_peak_4194_lociStitched	chr10(.):123779016-123779480	0.4837
1_MACS_peak_4195_lociStitched	chr10(.):123872154-123873069	1.0616
1_MACS_peak_4196_lociStitched	chr10(.):124134003-124135125	1.5428
1_MACS_peak_4197_lociStitched	chr10(.):124712990-124714462	2.2233
1_MACS_peak_4198_lociStitched	chr10(.):124739391-124740525	4.177
1_MACS_peak_4199_lociStitched	chr10(.):124767379-124769028	2.4776
1_MACS_peak_4200_lociStitched	chr10(.):124913573-124915099	4.321
4_MACS_peak_4201_lociStitched	chr10(.):125151145-125163750	2.0643
1_MACS_peak_4205_lociStitched	chr10(.):125265976-125267655	0.7285
1_MACS_peak_4206_lociStitched	chr10(.):125296082-125298382	0.9099
1_MACS_peak_4207_lociStitched	chr10(.):125318056-125319216	0.7562
1_MACS_peak_4208_lociStitched	chr10(.):125352678-125352964	4.3328
1_MACS_peak_4209_lociStitched	chr10(.):125608719-125609617	0.8107
1_MACS_peak_4210_lociStitched	chr10(.):125618167-125618788	0.5122
1_MACS_peak_4211_lociStitched	chr10(.):125794211-125796912	1.3187
1_MACS_peak_4212_lociStitched	chr10(.):125802802-125803685	0.6346
5_MACS_peak_4213_lociStitched	chr10(.):125821859-125854771	2.3656
1_MACS_peak_4218_lociStitched	chr10(.):125863516-125867979	3.4983
3_MACS_peak_4219_lociStitched	chr10(.):125973346-125984967	1.7294
1_MACS_peak_4222_lociStitched	chr10(.):126043174-126044022	0.6307
1_MACS_peak_4223_lociStitched	chr10(.):126077089-126079098	1.048
2_MACS_peak_4224_lociStitched	chr10(.):126101734-126108785	1.2519
3_MACS_peak_4226_lociStitched	chr10(.):126122679-126130145	0.9752
1_MACS_peak_4229_lociStitched	chr10(.):126138300-126139001	0.5804
1_MACS_peak_4230_lociStitched	chr10(.):126149727-126151145	2.1014
1_MACS_peak_4231_lociStitched	chr10(.):126182638-126183628	0.6802
1_MACS_peak_4232_lociStitched	chr10(.):126195601-126198004	1.1778
1_MACS_peak_4233_lociStitched	chr10(.):126335814-126337693	1.3187
3_MACS_peak_4234_lociStitched	chr10(.):126377623-126386473	0.7626
1_MACS_peak_4237_lociStitched	chr10(.):126411325-126412701	0.7598
1_MACS_peak_4238_lociStitched	chr10(.):126431582-126433630	1.8696
1_MACS_peak_4239_lociStitched	chr10(.):126479536-126481701	3.1722
1_MACS_peak_4240_lociStitched	chr10(.):126489827-126491103	2.2492
1_MACS_peak_4241_lociStitched	chr10(.):126604586-126607130	4.5765
2_MACS_peak_4242_lociStitched	chr10(.):126648668-126650986	0.8907
1_MACS_peak_4244_lociStitched	chr10(.):126659117-126660162	0.8467
1_MACS_peak_4245_lociStitched	chr10(.):126744937-126745756	1.0785
1_MACS_peak_4246_lociStitched	chr10(.):126835519-126836037	0.4774
1_MACS_peak_4247_lociStitched	chr10(.):126847378-126848724	0.7284
1_MACS_peak_4248_lociStitched	chr10(.):127407116-127409686	3.0012
2_MACS_peak_4249_lociStitched	chr10(.):127471688-127477876	0.6989
1_MACS_peak_4251_lociStitched	chr10(.):127483355-127485481	0.9895
1_MACS_peak_4252_lociStitched	chr10(.):127510882-127513081	4.8623
1_MACS_peak_4253_lociStitched	chr10(.):127583602-127585830	5.7311
1_MACS_peak_4254_lociStitched	chr10(.):127633801-127634397	0.6431
1_MACS_peak_4255_lociStitched	chr10(.):128351579-128352071	0.4617
1_MACS_peak_4256_lociStitched	chr10(.):128867370-128869898	1.0958
1_MACS_peak_4257_lociStitched	chr10(.):128946844-128948319	0.7896
1_MACS_peak_4258_lociStitched	chr10(.):129536814-129537600	0.6391
3_MACS_peak_4259_lociStitched	chr10(.):129651918-129654059	0.6357
2_MACS_peak_4262_lociStitched	chr10(.):129676789-129679118	0.599
1_MACS_peak_4264_lociStitched	chr10(.):129704843-129706075	0.9439
2_MACS_peak_4265_lociStitched	chr10(.):129824379-129825846	0.4965
1_MACS_peak_4267_lociStitched	chr10(.):129845258-129847238	0.9511
2_MACS_peak_4268_lociStitched	chr10(.):129860446-129868921	0.8491
1_MACS_peak_4270_lociStitched	chr10(.):129923404-129925508	5.1461
1_MACS_peak_4271_lociStitched	chr10(.):129947783-129948848	0.8713
1_MACS_peak_4272_lociStitched	chr10(.):130008386-130009223	0.9652
1_MACS_peak_4273_lociStitched	chr10(.):130430265-130431217	0.7549
1_MACS_peak_4274_lociStitched	chr10(.):130521373-130522361	1.1067
1_MACS_peak_4275_lociStitched	chr10(.):130706035-130707568	0.9222
1_MACS_peak_4276_lociStitched	chr10(.):130825887-130826938	1.0885
1_MACS_peak_4277_lociStitched	chr10(.):130855236-130857632	1.8501
1_MACS_peak_4278_lociStitched	chr10(.):131012440-131013077	0.4059
2_MACS_peak_4279_lociStitched	chr10(.):131030638-131032542	0.565
1_MACS_peak_4281_lociStitched	chr10(.):131264482-131266322	2.3216
1_MACS_peak_4282_lociStitched	chr10(.):131536343-131536840	0.4156
1_MACS_peak_4283_lociStitched	chr10(.):131769522-131770083	0.6011
1_MACS_peak_4284_lociStitched	chr10(.):131818942-131819850	0.5722
1_MACS_peak_4285_lociStitched	chr10(.):131908159-131910466	5.2045
1_MACS_peak_4286_lociStitched	chr10(.):131933925-131935673	1.7942
1_MACS_peak_4287_lociStitched	chr10(.):131988498-131989217	0.7408
1_MACS_peak_4288_lociStitched	chr10(.):132098539-132100592	6.218
1_MACS_peak_4289_lociStitched	chr10(.):132157197-132157730	0.934
1_MACS_peak_4290_lociStitched	chr10(.):132316961-132317864	0.6069
2_MACS_peak_4291_lociStitched	chr10(.):133509081-133510329	0.6141
2_MACS_peak_4293_lociStitched	chr10(.):133741343-133745864	0.4669
1_MACS_peak_4295_lociStitched	chr10(.):133794788-133796471	2.6073
1_MACS_peak_4296_lociStitched	chr10(.):133841482-133843408	0.9042
1_MACS_peak_4297_lociStitched	chr10(.):133849514-133850811	1.55
1_MACS_peak_4298_lociStitched	chr10(.):133908154-133908919	0.6266
1_MACS_peak_4299_lociStitched	chr10(.):133955992-133956547	0.4656
2_MACS_peak_4300_lociStitched	chr10(.):133975066-133981223	0.8586
1_MACS_peak_4302_lociStitched	chr10(.):134061808-134062542	0.5797
1_MACS_peak_4303_lociStitched	chr10(.):134121411-134122618	1.1189
1_MACS_peak_4304_lociStitched	chr10(.):134143788-134146526	2.0324
1_MACS_peak_4305_lociStitched	chr10(.):134209165-134212590	4.636
1_MACS_peak_4306_lociStitched	chr10(.):134234383-134236138	3.4694
2_MACS_peak_4307_lociStitched	chr10(.):134259785-134266698	2.7067
1_MACS_peak_4309_lociStitched	chr10(.):134330504-134331547	0.7786
1_MACS_peak_4310_lociStitched	chr10(.):134350016-134352159	2.0726
1_MACS_peak_4311_lociStitched	chr10(.):134364373-134365645	1.1958
1_MACS_peak_4312_lociStitched	chr10(.):134383402-134387420	2.8372
1_MACS_peak_4313_lociStitched	chr10(.):134755671-134756499	0.6839
2_MACS_peak_4314_lociStitched	chr10(.):135071343-135075760	1.3011
2_MACS_peak_4316_lociStitched	chr10(.):135087616-135092903	0.9512
1_MACS_peak_4318_lociStitched	chr10(.):135121336-135123365	5.2544
1_MACS_peak_4319_lociStitched	chr10(.):135131921-135132576	0.621
1_MACS_peak_4320_lociStitched	chr10(.):135160579-135162823	1.0209
1_MACS_peak_4321_lociStitched	chr10(.):135170131-135171660	3.5438
3_MACS_peak_4322_lociStitched	chr10(.):135186284-135193533	1.2503
2_MACS_peak_4325_lociStitched	chr10(.):135201595-135209094	2.6328
1_MACS_peak_4327_lociStitched	chr10(.):135214108-135215692	1.077
1_MACS_peak_4328_lociStitched	chr10(.):135288888-135289818	0.998
1_MACS_peak_4329_lociStitched	chr10(.):135302643-135304023	1.6921
1_MACS_peak_4330_lociStitched	chr10(.):135333609-135334454	0.8613
1_MACS_peak_4331_lociStitched	chr10(.):135450794-135451788	0.943
1_MACS_peak_4332_lociStitched	chr10(.):135461878-135463020	1.0913
1_MACS_peak_4333_lociStitched	chr11(.):77601-78108	0.4658
2_MACS_peak_4334_lociStitched	chr11(.):186902-192909	1.3002
1_MACS_peak_4336_lociStitched	chr11(.):206258-209896	4.0597
1_MACS_peak_4337_lociStitched	chr11(.):225341-227044	2.723
1_MACS_peak_4338_lociStitched	chr11(.):235744-237757	2.3451
2_MACS_peak_4339_lociStitched	chr11(.):267348-272989	4.9755
1_MACS_peak_4341_lociStitched	chr11(.):288225-290005	2.3797
1_MACS_peak_4342_lociStitched	chr11(.):310691-311502	0.5959
1_MACS_peak_4343_lociStitched	chr11(.):318337-319144	0.6016
1_MACS_peak_4344_lociStitched	chr11(.):326352-327759	0.9659
1_MACS_peak_4345_lociStitched	chr11(.):386694-387994	0.7482
1_MACS_peak_4346_lociStitched	chr11(.):405882-407269	2.9299
2_MACS_peak_4347_lociStitched	chr11(.):447459-451784	2.2435
1_MACS_peak_4349_lociStitched	chr11(.):505583-508152	7.3661
1_MACS_peak_4350_lociStitched	chr11(.):534119-538343	4.0152
3_MACS_peak_4351_lociStitched	chr11(.):554527-561622	0.3178
1_MACS_peak_4354_lociStitched	chr11(.):567927-569557	3.4225
1_MACS_peak_4355_lociStitched	chr11(.):575294-577581	4.22
1_MACS_peak_4356_lociStitched	chr11(.):596504-597322	0.6477
1_MACS_peak_4357_lociStitched	chr11(.):614649-617390	2.0113
1_MACS_peak_4358_lociStitched	chr11(.):627930-630473	1.4043
1_MACS_peak_4359_lociStitched	chr11(.):645159-646224	0.5454
1_MACS_peak_4360_lociStitched	chr11(.):694028-697272	6.6995
1_MACS_peak_4361_lociStitched	chr11(.):720513-721157	0.5078
1_MACS_peak_4362_lociStitched	chr11(.):725842-726853	0.7918
1_MACS_peak_4363_lociStitched	chr11(.):746718-748460	2.519
1_MACS_peak_4364_lociStitched	chr11(.):776107-778730	4.0626
2_MACS_peak_4365_lociStitched	chr11(.):788751-798646	1.1621
2_MACS_peak_4367_lociStitched	chr11(.):804409-812093	2.8567
1_MACS_peak_4369_lociStitched	chr11(.):818997-821175	3.1045
1_MACS_peak_4370_lociStitched	chr11(.):832415-833688	1.1423
1_MACS_peak_4371_lociStitched	chr11(.):841625-843565	5.5796
1_MACS_peak_4372_lociStitched	chr11(.):909904-911916	2.6725
1_MACS_peak_4373_lociStitched	chr11(.):924960-926829	2.9244
1_MACS_peak_4374_lociStitched	chr11(.):1283086-1284749	1.3447
1_MACS_peak_4375_lociStitched	chr11(.):1329922-1332776	4.8812
1_MACS_peak_4376_lociStitched	chr11(.):1356195-1358242	4.7939
1_MACS_peak_4377_lociStitched	chr11(.):1403958-1405270	1.7436
1_MACS_peak_4378_lociStitched	chr11(.):1409964-1411045	1.1333
2_MACS_peak_4379_lociStitched	chr11(.):1592613-1594371	1.0949
1_MACS_peak_4381_lociStitched	chr11(.):1610543-1611820	0.8103
1_MACS_peak_4382_lociStitched	chr11(.):1626095-1626754	0.4565
1_MACS_peak_4383_lociStitched	chr11(.):1714669-1715465	0.8156
1_MACS_peak_4384_lociStitched	chr11(.):1783973-1786004	2.4713
1_MACS_peak_4385_lociStitched	chr11(.):1793888-1794480	0.4826
1_MACS_peak_4386_lociStitched	chr11(.):1858987-1861902	0.8644
1_MACS_peak_4387_lociStitched	chr11(.):1870542-1878165	5.0794
1_MACS_peak_4388_lociStitched	chr11(.):1967728-1970352	6.4749
1_MACS_peak_4389_lociStitched	chr11(.):2023371-2024265	0.607
1_MACS_peak_4390_lociStitched	chr11(.):2143078-2145139	1.5172
1_MACS_peak_4391_lociStitched	chr11(.):2290057-2291247	0.9474
2_MACS_peak_4392_lociStitched	chr11(.):2322952-2328266	0.3994
1_MACS_peak_4394_lociStitched	chr11(.):2398522-2399597	1.4502
1_MACS_peak_4395_lociStitched	chr11(.):2407032-2409650	1.1069
1_MACS_peak_4396_lociStitched	chr11(.):2420588-2422984	2.6582
1_MACS_peak_4397_lociStitched	chr11(.):2465698-2467236	1.3086
1_MACS_peak_4398_lociStitched	chr11(.):2480365-2481993	0.8362
1_MACS_peak_4399_lociStitched	chr11(.):2488076-2488621	0.5169
1_MACS_peak_4400_lociStitched	chr11(.):2547439-2548891	1.3743
1_MACS_peak_4401_lociStitched	chr11(.):2720201-2722635	2.4059
2_MACS_peak_4402_lociStitched	chr11(.):2793097-2801322	2.4913
2_MACS_peak_4404_lociStitched	chr11(.):2905510-2907913	0.7684
4_MACS_peak_4406_lociStitched	chr11(.):2912972-2924574	1.0045
2_MACS_peak_4410_lociStitched	chr11(.):2949618-2955677	1.6111
1_MACS_peak_4412_lociStitched	chr11(.):2972802-2973395	0.5154
2_MACS_peak_4413_lociStitched	chr11(.):3009561-3014608	2.8078
1_MACS_peak_4415_lociStitched	chr11(.):3031112-3032427	0.7487
1_MACS_peak_4416_lociStitched	chr11(.):3070186-3072247	1.8638
2_MACS_peak_4417_lociStitched	chr11(.):3077570-3080578	1.6183
1_MACS_peak_4419_lociStitched	chr11(.):3185764-3186892	2.4108
1_MACS_peak_4420_lociStitched	chr11(.):3399516-3400701	2.6897
1_MACS_peak_4421_lociStitched	chr11(.):3424537-3426814	1.884
1_MACS_peak_4422_lociStitched	chr11(.):3442847-3445009	2.0978
2_MACS_peak_4423_lociStitched	chr11(.):3528201-3534806	1.0739
1_MACS_peak_4425_lociStitched	chr11(.):3589728-3590132	0.5375
1_MACS_peak_4426_lociStitched	chr11(.):3601450-3602815	1.2198
1_MACS_peak_4427_lociStitched	chr11(.):3663380-3663962	0.7914
1_MACS_peak_4428_lociStitched	chr11(.):3806670-3807222	0.4773
1_MACS_peak_4429_lociStitched	chr11(.):3817805-3820109	3.6864
1_MACS_peak_4430_lociStitched	chr11(.):3829329-3830253	0.8664
1_MACS_peak_4431_lociStitched	chr11(.):3861535-3863413	4.0102
2_MACS_peak_4432_lociStitched	chr11(.):3874587-3881312	1.7863
1_MACS_peak_4434_lociStitched	chr11(.):3891940-3893800	0.9115
1_MACS_peak_4435_lociStitched	chr11(.):3940805-3941451	0.5369
1_MACS_peak_4436_lociStitched	chr11(.):3967578-3969284	1.0025
1_MACS_peak_4437_lociStitched	chr11(.):4115181-4117237	4.3976
1_MACS_peak_4438_lociStitched	chr11(.):4196963-4197544	0.5486
1_MACS_peak_4439_lociStitched	chr11(.):4208328-4209134	2.3013
1_MACS_peak_4440_lociStitched	chr11(.):4414137-4415019	1.9047
1_MACS_peak_4441_lociStitched	chr11(.):4427665-4428247	0.7045
1_MACS_peak_4442_lociStitched	chr11(.):4628866-4630055	1.7726
1_MACS_peak_4443_lociStitched	chr11(.):5255220-5255923	0.6043
3_MACS_peak_4444_lociStitched	chr11(.):5388286-5395092	0.2991
1_MACS_peak_4447_lociStitched	chr11(.):5705651-5706307	0.4217
1_MACS_peak_4448_lociStitched	chr11(.):6117925-6118883	0.6061
1_MACS_peak_4449_lociStitched	chr11(.):6164877-6165352	0.5487
1_MACS_peak_4450_lociStitched	chr11(.):6200208-6201117	1.2041
1_MACS_peak_4451_lociStitched	chr11(.):6206626-6207239	0.548
2_MACS_peak_4452_lociStitched	chr11(.):6255297-6256790	0.6099
1_MACS_peak_4454_lociStitched	chr11(.):6411075-6412383	1.3827
2_MACS_peak_4455_lociStitched	chr11(.):6435125-6441012	0.7308
1_MACS_peak_4457_lociStitched	chr11(.):6501992-6503754	2.361
1_MACS_peak_4458_lociStitched	chr11(.):6624203-6625775	1.4346
1_MACS_peak_4459_lociStitched	chr11(.):6632460-6634332	3.1497
1_MACS_peak_4460_lociStitched	chr11(.):6639840-6641054	0.8305
1_MACS_peak_4461_lociStitched	chr11(.):6703578-6705357	2.4578
1_MACS_peak_4462_lociStitched	chr11(.):6766633-6768293	0.9018
1_MACS_peak_4463_lociStitched	chr11(.):6792689-6794115	0.8223
1_MACS_peak_4464_lociStitched	chr11(.):6947353-6948684	2.2209
2_MACS_peak_4465_lociStitched	chr11(.):6983103-6984570	1.2175
1_MACS_peak_4467_lociStitched	chr11(.):7532966-7536031	3.2724
1_MACS_peak_4468_lociStitched	chr11(.):7540633-7542293	2.3634
2_MACS_peak_4469_lociStitched	chr11(.):7558845-7559888	0.495
1_MACS_peak_4471_lociStitched	chr11(.):8008710-8009570	1.9858
1_MACS_peak_4472_lociStitched	chr11(.):8190050-8190803	1.4013
1_MACS_peak_4473_lociStitched	chr11(.):8615013-8616742	1.8325
3_MACS_peak_4474_lociStitched	chr11(.):8703231-8711189	3.0492
1_MACS_peak_4477_lociStitched	chr11(.):8932090-8933623	1.2604
1_MACS_peak_4478_lociStitched	chr11(.):8985076-8987084	3.9671
1_MACS_peak_4479_lociStitched	chr11(.):9001007-9001327	0.5955
1_MACS_peak_4480_lociStitched	chr11(.):9335348-9337115	1.7956
1_MACS_peak_4481_lociStitched	chr11(.):9385198-9386777	2.8278
1_MACS_peak_4482_lociStitched	chr11(.):9405890-9407211	4.59
2_MACS_peak_4483_lociStitched	chr11(.):9480240-9483832	6.3106
1_MACS_peak_4485_lociStitched	chr11(.):9532586-9533190	0.7116
1_MACS_peak_4486_lociStitched	chr11(.):9586440-9588743	1.0257
1_MACS_peak_4487_lociStitched	chr11(.):9594029-9597193	5.3513
1_MACS_peak_4488_lociStitched	chr11(.):9622497-9623107	1.2807
1_MACS_peak_4489_lociStitched	chr11(.):9634740-9636238	1.3329
1_MACS_peak_4490_lociStitched	chr11(.):9685102-9686345	1.3037
1_MACS_peak_4491_lociStitched	chr11(.):9779279-9782376	7.8057
1_MACS_peak_4492_lociStitched	chr11(.):10194712-10195273	0.5059
1_MACS_peak_4493_lociStitched	chr11(.):10314944-10316361	2.6136
3_MACS_peak_4494_lociStitched	chr11(.):10323966-10332622	1.5966
1_MACS_peak_4497_lociStitched	chr11(.):10339013-10339502	0.519
1_MACS_peak_4498_lociStitched	chr11(.):10435232-10436939	0.9525
1_MACS_peak_4499_lociStitched	chr11(.):10476765-10478538	1.1751
1_MACS_peak_4500_lociStitched	chr11(.):10562003-10563211	1.8644
1_MACS_peak_4501_lociStitched	chr11(.):10678122-10680926	1.2905
1_MACS_peak_4502_lociStitched	chr11(.):10772017-10773524	2.0619
1_MACS_peak_4503_lociStitched	chr11(.):10829055-10831656	4.806
1_MACS_peak_4504_lociStitched	chr11(.):10878287-10880954	4.1922
1_MACS_peak_4505_lociStitched	chr11(.):10919811-10922730	1.7734
1_MACS_peak_4506_lociStitched	chr11(.):10952246-10953216	0.9339
1_MACS_peak_4507_lociStitched	chr11(.):11301582-11302452	0.7333
1_MACS_peak_4508_lociStitched	chr11(.):11641288-11643558	1.8056
1_MACS_peak_4509_lociStitched	chr11(.):11862746-11864602	5.4476
1_MACS_peak_4510_lociStitched	chr11(.):11906359-11907692	0.9564
1_MACS_peak_4511_lociStitched	chr11(.):12131497-12132733	1.3974
1_MACS_peak_4512_lociStitched	chr11(.):12195720-12197978	1.625
1_MACS_peak_4513_lociStitched	chr11(.):12245523-12246475	0.8645
1_MACS_peak_4514_lociStitched	chr11(.):12695123-12697272	3.8166
1_MACS_peak_4515_lociStitched	chr11(.):12727490-12729577	1.6678
1_MACS_peak_4516_lociStitched	chr11(.):12746062-12746808	0.5168
1_MACS_peak_4517_lociStitched	chr11(.):12829633-12830285	0.5839
1_MACS_peak_4518_lociStitched	chr11(.):12849340-12850322	0.6541
1_MACS_peak_4519_lociStitched	chr11(.):12860173-12860758	0.6388
1_MACS_peak_4520_lociStitched	chr11(.):13134587-13135486	0.824
2_MACS_peak_4521_lociStitched	chr11(.):13298525-13300612	2.4729
1_MACS_peak_4523_lociStitched	chr11(.):13484074-13485705	2.6622
1_MACS_peak_4524_lociStitched	chr11(.):13689304-13691442	3.2059
1_MACS_peak_4525_lociStitched	chr11(.):14309134-14309967	0.667
1_MACS_peak_4526_lociStitched	chr11(.):14379494-14380865	2.3408
1_MACS_peak_4527_lociStitched	chr11(.):14402550-14403183	0.6854
1_MACS_peak_4528_lociStitched	chr11(.):14520673-14522266	1.2902
1_MACS_peak_4529_lociStitched	chr11(.):14540965-14542844	3.2482
1_MACS_peak_4530_lociStitched	chr11(.):14576815-14577593	0.6855
1_MACS_peak_4531_lociStitched	chr11(.):14588251-14588868	0.5803
1_MACS_peak_4532_lociStitched	chr11(.):14598707-14601952	1.1936
1_MACS_peak_4533_lociStitched	chr11(.):14664477-14666918	5.7038
2_MACS_peak_4534_lociStitched	chr11(.):14780901-14786505	0.2553
1_MACS_peak_4536_lociStitched	chr11(.):14912248-14914111	2.2172
1_MACS_peak_4537_lociStitched	chr11(.):14926292-14927634	1.6685
1_MACS_peak_4538_lociStitched	chr11(.):15129059-15129827	0.6458
1_MACS_peak_4539_lociStitched	chr11(.):15134852-15135883	0.8186
1_MACS_peak_4540_lociStitched	chr11(.):15962375-15963345	0.6202
2_MACS_peak_4541_lociStitched	chr11(.):15989915-15993080	0.7121
1_MACS_peak_4543_lociStitched	chr11(.):16022912-16024096	0.6905
1_MACS_peak_4544_lociStitched	chr11(.):16626350-16627518	0.7816
1_MACS_peak_4545_lociStitched	chr11(.):16759198-16761186	3.6108
1_MACS_peak_4546_lociStitched	chr11(.):16902615-16903843	1.2228
4_MACS_peak_4547_lociStitched	chr11(.):16922360-16933422	1.0774
1_MACS_peak_4551_lociStitched	chr11(.):16946740-16947509	0.65
1_MACS_peak_4552_lociStitched	chr11(.):16967599-16968797	0.7383
2_MACS_peak_4553_lociStitched	chr11(.):16979275-16985560	1.8396
2_MACS_peak_4555_lociStitched	chr11(.):17003746-17008768	0.3182
1_MACS_peak_4557_lociStitched	chr11(.):17034866-17036644	1.5715
1_MACS_peak_4558_lociStitched	chr11(.):17097474-17100772	4.3278
1_MACS_peak_4559_lociStitched	chr11(.):17164721-17169042	1.9711
4_MACS_peak_4560_lociStitched	chr11(.):17183210-17191535	0.8639
1_MACS_peak_4564_lociStitched	chr11(.):17228729-17230257	3.8363
1_MACS_peak_4565_lociStitched	chr11(.):17297507-17299070	2.1262
1_MACS_peak_4566_lociStitched	chr11(.):17374915-17375703	1.0526
1_MACS_peak_4567_lociStitched	chr11(.):17410125-17411489	1.3072
1_MACS_peak_4568_lociStitched	chr11(.):18034007-18035464	1.8193
1_MACS_peak_4569_lociStitched	chr11(.):18126882-18127771	2.073
1_MACS_peak_4570_lociStitched	chr11(.):18343024-18344826	4.8919
1_MACS_peak_4571_lociStitched	chr11(.):18404057-18406887	3.7265
1_MACS_peak_4572_lociStitched	chr11(.):18413731-18418314	3.0064
1_MACS_peak_4573_lociStitched	chr11(.):18547587-18549320	4.6718
1_MACS_peak_4574_lociStitched	chr11(.):18609652-18610826	1.0345
1_MACS_peak_4575_lociStitched	chr11(.):18654945-18656953	2.5428
1_MACS_peak_4576_lociStitched	chr11(.):18720017-18720998	1.2184
1_MACS_peak_4577_lociStitched	chr11(.):18742691-18743742	0.782
2_MACS_peak_4578_lociStitched	chr11(.):18789178-18797395	1.2641
1_MACS_peak_4580_lociStitched	chr11(.):19138624-19139380	2.164
1_MACS_peak_4581_lociStitched	chr11(.):19261486-19264078	4.4505
1_MACS_peak_4582_lociStitched	chr11(.):19366583-19368643	1.1978
2_MACS_peak_4583_lociStitched	chr11(.):19452833-19457471	2.6352
1_MACS_peak_4585_lociStitched	chr11(.):19462820-19464732	1.7327
1_MACS_peak_4586_lociStitched	chr11(.):19572625-19574156	0.8147
1_MACS_peak_4587_lociStitched	chr11(.):19689829-19690779	0.7722
1_MACS_peak_4588_lociStitched	chr11(.):19733223-19735222	2.2719
1_MACS_peak_4589_lociStitched	chr11(.):19744793-19745505	0.6728
1_MACS_peak_4590_lociStitched	chr11(.):20384810-20386255	2.4741
1_MACS_peak_4591_lociStitched	chr11(.):20408098-20410507	4.3051
1_MACS_peak_4592_lociStitched	chr11(.):21695822-21696945	0.8109
1_MACS_peak_4593_lociStitched	chr11(.):22214263-22215388	0.9656
1_MACS_peak_4594_lociStitched	chr11(.):22646234-22647995	4.1457
1_MACS_peak_4595_lociStitched	chr11(.):22673921-22674509	0.4228
1_MACS_peak_4596_lociStitched	chr11(.):22689437-22690041	0.6006
2_MACS_peak_4597_lociStitched	chr11(.):22828947-22830974	0.7355
1_MACS_peak_4599_lociStitched	chr11(.):22850364-22851688	2.6106
1_MACS_peak_4600_lociStitched	chr11(.):23325009-23325785	0.6082
1_MACS_peak_4601_lociStitched	chr11(.):24349513-24350097	0.4872
2_MACS_peak_4602_lociStitched	chr11(.):24768451-24770310	1.9323
2_MACS_peak_4604_lociStitched	chr11(.):26099840-26101468	0.4689
2_MACS_peak_4606_lociStitched	chr11(.):26108085-26109812	0.742
1_MACS_peak_4608_lociStitched	chr11(.):26132658-26135877	0.9328
2_MACS_peak_4609_lociStitched	chr11(.):26935690-26937573	0.8964
1_MACS_peak_4611_lociStitched	chr11(.):26986552-26987395	0.7638
1_MACS_peak_4612_lociStitched	chr11(.):27240691-27242015	1.3122
1_MACS_peak_4613_lociStitched	chr11(.):27255126-27255848	0.5893
1_MACS_peak_4614_lociStitched	chr11(.):27340073-27341528	0.7193
1_MACS_peak_4615_lociStitched	chr11(.):27350751-27351506	0.5829
1_MACS_peak_4616_lociStitched	chr11(.):27383970-27385430	1.4001
1_MACS_peak_4617_lociStitched	chr11(.):27493297-27494477	1.9337
1_MACS_peak_4618_lociStitched	chr11(.):27527501-27529041	3.9794
1_MACS_peak_4619_lociStitched	chr11(.):27686896-27687470	0.8829
1_MACS_peak_4620_lociStitched	chr11(.):27721946-27722442	0.5965
1_MACS_peak_4621_lociStitched	chr11(.):27960496-27961374	1.0144
2_MACS_peak_4622_lociStitched	chr11(.):28128756-28132518	1.138
1_MACS_peak_4624_lociStitched	chr11(.):29301469-29302417	0.6222
1_MACS_peak_4625_lociStitched	chr11(.):29315727-29316188	0.4743
1_MACS_peak_4626_lociStitched	chr11(.):29735077-29735760	0.7409
2_MACS_peak_4627_lociStitched	chr11(.):29977155-29979166	0.9584
1_MACS_peak_4629_lociStitched	chr11(.):30344337-30345556	2.6113
1_MACS_peak_4630_lociStitched	chr11(.):30363509-30365628	1.1318
1_MACS_peak_4631_lociStitched	chr11(.):30414000-30414624	0.5435
1_MACS_peak_4632_lociStitched	chr11(.):30453356-30453922	0.6267
1_MACS_peak_4633_lociStitched	chr11(.):30600737-30601572	1.0166
