GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_6414_lociStitched	chr12(.):56751571-56755050	0.2917
1_MACS_peak_6415_lociStitched	chr12(.):56768164-56770734	0.2479
1_MACS_peak_6416_lociStitched	chr12(.):56842017-56843886	0.2394
1_MACS_peak_6417_lociStitched	chr12(.):56861265-56863573	0.2317
1_MACS_peak_6418_lociStitched	chr12(.):56881338-56882282	0.093
4_MACS_peak_6419_lociStitched	chr12(.):57021762-57040953	0.2095
1_MACS_peak_6423_lociStitched	chr12(.):57051016-57052405	0.1334
1_MACS_peak_6424_lociStitched	chr12(.):57076510-57083762	0.2258
3_MACS_peak_6425_lociStitched	chr12(.):57093663-57120252	0.1778
2_MACS_peak_6428_lociStitched	chr12(.):57142379-57146817	0.2014
3_MACS_peak_6430_lociStitched	chr12(.):57384523-57400652	0.1526
1_MACS_peak_6433_lociStitched	chr12(.):57457363-57459490	0.1476
2_MACS_peak_6434_lociStitched	chr12(.):57471134-57483382	0.157
1_MACS_peak_6436_lociStitched	chr12(.):57503839-57506618	0.3095
1_MACS_peak_6437_lociStitched	chr12(.):57622622-57625233	0.2814
2_MACS_peak_6438_lociStitched	chr12(.):57632960-57637456	0.2003
1_MACS_peak_6440_lociStitched	chr12(.):57673587-57674878	0.1426
1_MACS_peak_6441_lociStitched	chr12(.):57702903-57704023	0.2144
1_MACS_peak_6442_lociStitched	chr12(.):57773799-57775366	0.1888
1_MACS_peak_6443_lociStitched	chr12(.):57823457-57825686	0.1537
3_MACS_peak_6444_lociStitched	chr12(.):57848240-57856883	0.1787
1_MACS_peak_6447_lociStitched	chr12(.):57881229-57883352	0.2547
1_MACS_peak_6448_lociStitched	chr12(.):57912601-57917836	0.2252
1_MACS_peak_6449_lociStitched	chr12(.):57939757-57941335	0.2174
1_MACS_peak_6450_lociStitched	chr12(.):57984322-57985751	0.206
2_MACS_peak_6451_lociStitched	chr12(.):57998056-58005722	0.0989
1_MACS_peak_6453_lociStitched	chr12(.):58025744-58027345	0.189
1_MACS_peak_6454_lociStitched	chr12(.):58087507-58088957	0.304
4_MACS_peak_6455_lociStitched	chr12(.):58134742-58150943	0.2017
1_MACS_peak_6459_lociStitched	chr12(.):58164880-58166987	0.2083
1_MACS_peak_6460_lociStitched	chr12(.):58175441-58177628	0.1918
3_MACS_peak_6461_lociStitched	chr12(.):58224780-58241230	0.1678
1_MACS_peak_6464_lociStitched	chr12(.):58258467-58259736	0.1384
1_MACS_peak_6465_lociStitched	chr12(.):58282030-58282992	0.1954
2_MACS_peak_6466_lociStitched	chr12(.):58289854-58294389	0.2591
2_MACS_peak_6468_lociStitched	chr12(.):58329085-58336244	0.1498
1_MACS_peak_6470_lociStitched	chr12(.):58558075-58559604	0.3019
1_MACS_peak_6471_lociStitched	chr12(.):58818032-58820949	0.2663
1_MACS_peak_6472_lociStitched	chr12(.):59312849-59314960	0.2109
1_MACS_peak_6473_lociStitched	chr12(.):59382035-59383202	0.0624
1_MACS_peak_6474_lociStitched	chr12(.):59578627-59579977	0.2586
1_MACS_peak_6475_lociStitched	chr12(.):59893129-59894074	0.16
1_MACS_peak_6476_lociStitched	chr12(.):59989019-59990990	0.1158
1_MACS_peak_6477_lociStitched	chr12(.):60465110-60466499	0.1235
1_MACS_peak_6478_lociStitched	chr12(.):60604103-60605032	0.1493
1_MACS_peak_6479_lociStitched	chr12(.):60618766-60620871	0.1602
1_MACS_peak_6480_lociStitched	chr12(.):61405323-61406493	0.0991
1_MACS_peak_6481_lociStitched	chr12(.):62264417-62265692	0.1297
1_MACS_peak_6482_lociStitched	chr12(.):62652302-62655486	0.2136
1_MACS_peak_6483_lociStitched	chr12(.):62859517-62861893	0.2116
1_MACS_peak_6484_lociStitched	chr12(.):62968392-62969287	0.2129
1_MACS_peak_6485_lociStitched	chr12(.):62995201-62998251	0.1771
1_MACS_peak_6486_lociStitched	chr12(.):63080762-63081714	0.1605
1_MACS_peak_6487_lociStitched	chr12(.):63211126-63212319	0.1512
1_MACS_peak_6488_lociStitched	chr12(.):63327700-63329542	0.152
2_MACS_peak_6489_lociStitched	chr12(.):64057345-64062768	0.1315
1_MACS_peak_6491_lociStitched	chr12(.):64173183-64174754	0.1702
1_MACS_peak_6492_lociStitched	chr12(.):64207980-64209313	0.1468
1_MACS_peak_6493_lociStitched	chr12(.):64292659-64293281	0.2179
2_MACS_peak_6494_lociStitched	chr12(.):64612305-64616845	0.1944
1_MACS_peak_6496_lociStitched	chr12(.):64797228-64799867	0.1886
2_MACS_peak_6497_lociStitched	chr12(.):64844776-64854099	0.1405
1_MACS_peak_6499_lociStitched	chr12(.):65002031-65006354	0.2052
2_MACS_peak_6500_lociStitched	chr12(.):65058872-65064449	0.211
2_MACS_peak_6502_lociStitched	chr12(.):65123454-65132439	0.1485
2_MACS_peak_6504_lociStitched	chr12(.):65151303-65154130	0.2276
1_MACS_peak_6506_lociStitched	chr12(.):65173799-65176571	0.2047
2_MACS_peak_6507_lociStitched	chr12(.):65193905-65202786	0.1885
1_MACS_peak_6509_lociStitched	chr12(.):65217767-65219540	0.2004
1_MACS_peak_6510_lociStitched	chr12(.):65549680-65551088	0.2864
1_MACS_peak_6511_lociStitched	chr12(.):65562045-65565110	0.1836
1_MACS_peak_6512_lociStitched	chr12(.):65581952-65583425	0.2019
2_MACS_peak_6513_lociStitched	chr12(.):65598678-65604473	0.1498
1_MACS_peak_6515_lociStitched	chr12(.):65672249-65673444	0.1374
1_MACS_peak_6516_lociStitched	chr12(.):66311004-66312386	0.2229
1_MACS_peak_6517_lociStitched	chr12(.):66523673-66525871	0.2172
1_MACS_peak_6518_lociStitched	chr12(.):66562376-66564632	0.1871
2_MACS_peak_6519_lociStitched	chr12(.):66625539-66629979	0.1474
1_MACS_peak_6521_lociStitched	chr12(.):66695580-66698985	0.2431
1_MACS_peak_6522_lociStitched	chr12(.):66966789-66968317	0.2001
1_MACS_peak_6523_lociStitched	chr12(.):67010101-67011141	0.2333
2_MACS_peak_6524_lociStitched	chr12(.):67088254-67092029	0.159
1_MACS_peak_6526_lociStitched	chr12(.):67135356-67137392	0.1461
1_MACS_peak_6527_lociStitched	chr12(.):67281933-67283511	0.1407
1_MACS_peak_6528_lociStitched	chr12(.):67294775-67295801	0.2126
1_MACS_peak_6529_lociStitched	chr12(.):67462344-67463767	0.0585
1_MACS_peak_6530_lociStitched	chr12(.):67595649-67597160	0.1536
1_MACS_peak_6531_lociStitched	chr12(.):67661593-67664859	0.2289
2_MACS_peak_6532_lociStitched	chr12(.):67712709-67715554	0.1557
2_MACS_peak_6534_lociStitched	chr12(.):67842732-67847196	0.2262
1_MACS_peak_6536_lociStitched	chr12(.):67876747-67879262	0.1764
1_MACS_peak_6537_lociStitched	chr12(.):67908886-67910936	0.245
1_MACS_peak_6538_lociStitched	chr12(.):67934826-67935910	0.2297
1_MACS_peak_6539_lociStitched	chr12(.):67948745-67949781	0.1879
1_MACS_peak_6540_lociStitched	chr12(.):68041911-68043686	0.1436
1_MACS_peak_6541_lociStitched	chr12(.):68158100-68159264	0.1405
1_MACS_peak_6542_lociStitched	chr12(.):68178874-68180817	0.1888
1_MACS_peak_6543_lociStitched	chr12(.):68381038-68387094	0.2237
1_MACS_peak_6544_lociStitched	chr12(.):68449630-68450891	0.1333
2_MACS_peak_6545_lociStitched	chr12(.):68629961-68635733	0.1576
1_MACS_peak_6547_lociStitched	chr12(.):68725206-68727016	0.2252
3_MACS_peak_6548_lociStitched	chr12(.):68752121-68770340	0.2011
1_MACS_peak_6551_lociStitched	chr12(.):68844230-68846412	0.2384
1_MACS_peak_6552_lociStitched	chr12(.):68856069-68857307	0.2393
2_MACS_peak_6553_lociStitched	chr12(.):68874188-68882422	0.2248
1_MACS_peak_6555_lociStitched	chr12(.):69003430-69006951	0.1492
2_MACS_peak_6556_lociStitched	chr12(.):69021522-69024172	0.1481
1_MACS_peak_6558_lociStitched	chr12(.):69034470-69035899	0.2136
1_MACS_peak_6559_lociStitched	chr12(.):69079998-69081659	0.2052
1_MACS_peak_6560_lociStitched	chr12(.):69139076-69141120	0.2223
1_MACS_peak_6561_lociStitched	chr12(.):69166199-69167211	0.1824
1_MACS_peak_6562_lociStitched	chr12(.):69180823-69181984	0.145
4_MACS_peak_6563_lociStitched	chr12(.):69195329-69215758	0.1675
2_MACS_peak_6567_lociStitched	chr12(.):69632354-69637908	0.2067
1_MACS_peak_6569_lociStitched	chr12(.):69752736-69754833	0.2657
1_MACS_peak_6570_lociStitched	chr12(.):69824272-69825678	0.2032
1_MACS_peak_6571_lociStitched	chr12(.):69863562-69865174	0.2172
1_MACS_peak_6572_lociStitched	chr12(.):69927225-69929473	0.2476
1_MACS_peak_6573_lociStitched	chr12(.):69978686-69980301	0.2153
1_MACS_peak_6574_lociStitched	chr12(.):70080399-70081296	0.2163
1_MACS_peak_6575_lociStitched	chr12(.):70091502-70094067	0.203
1_MACS_peak_6576_lociStitched	chr12(.):70131820-70134119	0.2168
1_MACS_peak_6577_lociStitched	chr12(.):70291115-70292354	0.1894
1_MACS_peak_6578_lociStitched	chr12(.):70399174-70400766	0.1271
1_MACS_peak_6579_lociStitched	chr12(.):70441158-70444946	0.1838
1_MACS_peak_6580_lociStitched	chr12(.):70635762-70638763	0.2494
2_MACS_peak_6581_lociStitched	chr12(.):70758974-70761251	0.1575
1_MACS_peak_6583_lociStitched	chr12(.):70809176-70810544	0.1492
1_MACS_peak_6584_lociStitched	chr12(.):71224609-71226442	0.1844
2_MACS_peak_6585_lociStitched	chr12(.):71743062-71749348	0.1425
1_MACS_peak_6587_lociStitched	chr12(.):72035349-72036522	0.1261
1_MACS_peak_6588_lociStitched	chr12(.):72056311-72059956	0.1915
1_MACS_peak_6589_lociStitched	chr12(.):72078871-72088911	0.1753
1_MACS_peak_6590_lociStitched	chr12(.):72147783-72150241	0.2253
1_MACS_peak_6591_lociStitched	chr12(.):72232818-72234987	0.1414
2_MACS_peak_6592_lociStitched	chr12(.):73574033-73581124	0.1281
2_MACS_peak_6594_lociStitched	chr12(.):73839274-73847580	0.1282
1_MACS_peak_6596_lociStitched	chr12(.):74045222-74046218	0.1108
1_MACS_peak_6597_lociStitched	chr12(.):74930767-74934041	0.1924
1_MACS_peak_6598_lociStitched	chr12(.):75723362-75724552	0.1856
1_MACS_peak_6599_lociStitched	chr12(.):75754314-75755826	0.1167
1_MACS_peak_6600_lociStitched	chr12(.):75782692-75785809	0.2121
1_MACS_peak_6601_lociStitched	chr12(.):75873402-75875971	0.2363
1_MACS_peak_6602_lociStitched	chr12(.):75904352-75906016	0.2747
1_MACS_peak_6603_lociStitched	chr12(.):75920186-75921247	0.2376
1_MACS_peak_6604_lociStitched	chr12(.):76034323-76035823	0.1794
1_MACS_peak_6605_lociStitched	chr12(.):76167419-76168532	0.1538
1_MACS_peak_6606_lociStitched	chr12(.):76205566-76206968	0.093
1_MACS_peak_6607_lociStitched	chr12(.):76327434-76329311	0.174
1_MACS_peak_6608_lociStitched	chr12(.):76337125-76340012	0.2382
1_MACS_peak_6609_lociStitched	chr12(.):76351198-76355939	0.2178
1_MACS_peak_6610_lociStitched	chr12(.):76370850-76373143	0.244
1_MACS_peak_6611_lociStitched	chr12(.):76423374-76427317	0.2275
1_MACS_peak_6612_lociStitched	chr12(.):76477001-76479703	0.1714
1_MACS_peak_6613_lociStitched	chr12(.):76551984-76553383	0.339
1_MACS_peak_6614_lociStitched	chr12(.):76613104-76614243	0.2122
1_MACS_peak_6615_lociStitched	chr12(.):76740732-76743105	0.2121
1_MACS_peak_6616_lociStitched	chr12(.):76952068-76954454	0.2592
1_MACS_peak_6617_lociStitched	chr12(.):77011372-77012608	0.1921
1_MACS_peak_6618_lociStitched	chr12(.):77156743-77159249	0.1781
1_MACS_peak_6619_lociStitched	chr12(.):77170661-77173162	0.2585
1_MACS_peak_6620_lociStitched	chr12(.):77364420-77366007	0.2158
1_MACS_peak_6621_lociStitched	chr12(.):77453207-77460496	0.2289
1_MACS_peak_6622_lociStitched	chr12(.):77485358-77486748	0.1637
1_MACS_peak_6623_lociStitched	chr12(.):77947284-77948571	0.1759
1_MACS_peak_6624_lociStitched	chr12(.):78138897-78141291	0.1911
1_MACS_peak_6625_lociStitched	chr12(.):78481951-78482816	0.1455
1_MACS_peak_6626_lociStitched	chr12(.):78812066-78813536	0.1712
1_MACS_peak_6627_lociStitched	chr12(.):78851258-78852579	0.2411
1_MACS_peak_6628_lociStitched	chr12(.):79016105-79017761	0.1898
1_MACS_peak_6629_lociStitched	chr12(.):79256765-79259796	0.2336
1_MACS_peak_6630_lociStitched	chr12(.):79281894-79283424	0.1764
1_MACS_peak_6631_lociStitched	chr12(.):79412908-79414399	0.216
1_MACS_peak_6632_lociStitched	chr12(.):79451531-79452628	0.1212
2_MACS_peak_6633_lociStitched	chr12(.):79461820-79465875	0.151
1_MACS_peak_6635_lociStitched	chr12(.):79479941-79481447	0.1855
1_MACS_peak_6636_lociStitched	chr12(.):79549795-79551747	0.2229
1_MACS_peak_6637_lociStitched	chr12(.):79580522-79581576	0.1897
1_MACS_peak_6638_lociStitched	chr12(.):79626520-79628064	0.2453
1_MACS_peak_6639_lociStitched	chr12(.):79668016-79669350	0.1903
1_MACS_peak_6640_lociStitched	chr12(.):80082308-80085627	0.1896
1_MACS_peak_6641_lociStitched	chr12(.):80326948-80330105	0.18
1_MACS_peak_6642_lociStitched	chr12(.):80477175-80478464	0.1881
2_MACS_peak_6643_lociStitched	chr12(.):80544769-80556938	0.1413
1_MACS_peak_6645_lociStitched	chr12(.):80571242-80573674	0.1712
2_MACS_peak_6646_lociStitched	chr12(.):80580337-80586547	0.1551
1_MACS_peak_6648_lociStitched	chr12(.):80609967-80613171	0.181
3_MACS_peak_6649_lociStitched	chr12(.):80684642-80694757	0.1628
1_MACS_peak_6652_lociStitched	chr12(.):80878054-80880776	0.2123
2_MACS_peak_6653_lociStitched	chr12(.):80891373-80899148	0.1243
1_MACS_peak_6655_lociStitched	chr12(.):81095977-81097913	0.2143
1_MACS_peak_6656_lociStitched	chr12(.):81196437-81197366	0.1909
1_MACS_peak_6657_lociStitched	chr12(.):81206120-81206738	0.0762
1_MACS_peak_6658_lociStitched	chr12(.):81273307-81274193	0.122
1_MACS_peak_6659_lociStitched	chr12(.):81913789-81914937	0.1103
1_MACS_peak_6660_lociStitched	chr12(.):82434323-82435545	0.1583
1_MACS_peak_6661_lociStitched	chr12(.):82450439-82452296	0.1495
1_MACS_peak_6662_lociStitched	chr12(.):82751179-82753152	0.226
1_MACS_peak_6663_lociStitched	chr12(.):83041954-83042901	0.1788
1_MACS_peak_6664_lociStitched	chr12(.):83079367-83082183	0.1859
1_MACS_peak_6665_lociStitched	chr12(.):83403424-83404386	0.139
1_MACS_peak_6666_lociStitched	chr12(.):84404873-84406052	0.1731
1_MACS_peak_6667_lociStitched	chr12(.):85251000-85252479	0.229
1_MACS_peak_6668_lociStitched	chr12(.):85305761-85306726	0.1635
1_MACS_peak_6669_lociStitched	chr12(.):85429689-85430890	0.1021
1_MACS_peak_6670_lociStitched	chr12(.):85666920-85668049	0.1468
1_MACS_peak_6671_lociStitched	chr12(.):85817309-85819521	0.1263
1_MACS_peak_6672_lociStitched	chr12(.):85862304-85863720	0.1785
1_MACS_peak_6673_lociStitched	chr12(.):87544589-87545897	0.1804
1_MACS_peak_6674_lociStitched	chr12(.):87711827-87712991	0.1374
1_MACS_peak_6675_lociStitched	chr12(.):88242055-88243400	0.2216
1_MACS_peak_6676_lociStitched	chr12(.):88429020-88430293	0.1783
1_MACS_peak_6677_lociStitched	chr12(.):88534938-88537028	0.2956
1_MACS_peak_6678_lociStitched	chr12(.):88564968-88566006	0.1076
1_MACS_peak_6679_lociStitched	chr12(.):88692368-88694345	0.143
1_MACS_peak_6680_lociStitched	chr12(.):88727490-88729456	0.182
1_MACS_peak_6681_lociStitched	chr12(.):88776426-88777818	0.2074
2_MACS_peak_6682_lociStitched	chr12(.):89337752-89341128	0.1922
1_MACS_peak_6684_lociStitched	chr12(.):89409069-89410243	0.1374
1_MACS_peak_6685_lociStitched	chr12(.):89432291-89435550	0.1862
2_MACS_peak_6686_lociStitched	chr12(.):89555971-89561149	0.1474
1_MACS_peak_6688_lociStitched	chr12(.):89616087-89617009	0.1158
2_MACS_peak_6689_lociStitched	chr12(.):89632941-89639505	0.1701
1_MACS_peak_6691_lociStitched	chr12(.):89701212-89702476	0.2738
2_MACS_peak_6692_lociStitched	chr12(.):89737990-89749594	0.2487
1_MACS_peak_6694_lociStitched	chr12(.):89820815-89822483	0.2488
3_MACS_peak_6695_lociStitched	chr12(.):89855121-89869872	0.1516
2_MACS_peak_6698_lociStitched	chr12(.):89915149-89920598	0.1778
1_MACS_peak_6700_lociStitched	chr12(.):90101153-90104437	0.1426
1_MACS_peak_6701_lociStitched	chr12(.):90149822-90151345	0.3025
1_MACS_peak_6702_lociStitched	chr12(.):90256285-90258546	0.1749
1_MACS_peak_6703_lociStitched	chr12(.):90274114-90275228	0.1327
1_MACS_peak_6704_lociStitched	chr12(.):90320267-90321802	0.0983
1_MACS_peak_6705_lociStitched	chr12(.):90518034-90519210	0.2168
1_MACS_peak_6706_lociStitched	chr12(.):90646807-90648445	0.2323
1_MACS_peak_6707_lociStitched	chr12(.):90692421-90693778	0.2041
1_MACS_peak_6708_lociStitched	chr12(.):91082969-91084762	0.1797
1_MACS_peak_6709_lociStitched	chr12(.):91968012-91969328	0.1569
1_MACS_peak_6710_lociStitched	chr12(.):92011328-92012551	0.1928
2_MACS_peak_6711_lociStitched	chr12(.):92167715-92173707	0.1809
1_MACS_peak_6713_lociStitched	chr12(.):92427899-92429811	0.1953
1_MACS_peak_6714_lociStitched	chr12(.):92439960-92441196	0.1666
1_MACS_peak_6715_lociStitched	chr12(.):92451850-92454609	0.2441
1_MACS_peak_6716_lociStitched	chr12(.):92473409-92475052	0.3144
1_MACS_peak_6717_lociStitched	chr12(.):92487972-92488976	0.1414
1_MACS_peak_6718_lociStitched	chr12(.):92534692-92541243	0.2151
1_MACS_peak_6719_lociStitched	chr12(.):92565217-92567331	0.1974
2_MACS_peak_6720_lociStitched	chr12(.):92578104-92585980	0.1509
1_MACS_peak_6722_lociStitched	chr12(.):92601033-92604971	0.2259
1_MACS_peak_6723_lociStitched	chr12(.):92754896-92760384	0.2874
1_MACS_peak_6724_lociStitched	chr12(.):92768728-92769705	0.0983
1_MACS_peak_6725_lociStitched	chr12(.):92796318-92798897	0.2491
1_MACS_peak_6726_lociStitched	chr12(.):92825798-92827706	0.2342
1_MACS_peak_6727_lociStitched	chr12(.):92838686-92840548	0.1783
2_MACS_peak_6728_lociStitched	chr12(.):92854540-92862692	0.2156
1_MACS_peak_6730_lociStitched	chr12(.):92890100-92891241	0.2198
1_MACS_peak_6731_lociStitched	chr12(.):92898814-92899897	0.0993
4_MACS_peak_6732_lociStitched	chr12(.):92930870-92950964	0.2064
1_MACS_peak_6736_lociStitched	chr12(.):93095317-93097894	0.2176
1_MACS_peak_6737_lociStitched	chr12(.):93162838-93164036	0.1722
1_MACS_peak_6738_lociStitched	chr12(.):93320992-93324176	0.1869
1_MACS_peak_6739_lociStitched	chr12(.):93380895-93383010	0.2338
1_MACS_peak_6740_lociStitched	chr12(.):93488442-93489850	0.2243
1_MACS_peak_6741_lociStitched	chr12(.):93528716-93529496	0.0736
1_MACS_peak_6742_lociStitched	chr12(.):93560482-93561732	0.2071
1_MACS_peak_6743_lociStitched	chr12(.):93593553-93595215	0.2768
1_MACS_peak_6744_lociStitched	chr12(.):93611178-93612664	0.3001
2_MACS_peak_6745_lociStitched	chr12(.):93636896-93643988	0.2138
1_MACS_peak_6747_lociStitched	chr12(.):93771111-93775402	0.2032
2_MACS_peak_6748_lociStitched	chr12(.):93788265-93793654	0.1548
1_MACS_peak_6750_lociStitched	chr12(.):93808855-93811131	0.2171
2_MACS_peak_6751_lociStitched	chr12(.):93829379-93836688	0.1841
1_MACS_peak_6753_lociStitched	chr12(.):93860895-93862337	0.1783
1_MACS_peak_6754_lociStitched	chr12(.):93929929-93931136	0.2068
1_MACS_peak_6755_lociStitched	chr12(.):93963277-93966356	0.1806
1_MACS_peak_6756_lociStitched	chr12(.):93984859-93985831	0.1263
1_MACS_peak_6757_lociStitched	chr12(.):94034875-94035723	0.0719
1_MACS_peak_6758_lociStitched	chr12(.):94070360-94072681	0.2639
1_MACS_peak_6759_lociStitched	chr12(.):94135359-94137023	0.1104
2_MACS_peak_6760_lociStitched	chr12(.):94541087-94552858	0.1731
1_MACS_peak_6762_lociStitched	chr12(.):94563778-94569311	0.2489
1_MACS_peak_6763_lociStitched	chr12(.):94581569-94588567	0.2599
1_MACS_peak_6764_lociStitched	chr12(.):94596033-94603706	0.2317
1_MACS_peak_6765_lociStitched	chr12(.):94633422-94634792	0.173
1_MACS_peak_6766_lociStitched	chr12(.):94650768-94652996	0.1513
1_MACS_peak_6767_lociStitched	chr12(.):94701685-94703587	0.1388
1_MACS_peak_6768_lociStitched	chr12(.):94711155-94713005	0.2198
1_MACS_peak_6769_lociStitched	chr12(.):94765942-94766981	0.1864
1_MACS_peak_6770_lociStitched	chr12(.):94798567-94800594	0.2014
2_MACS_peak_6771_lociStitched	chr12(.):94852363-94860028	0.1958
1_MACS_peak_6773_lociStitched	chr12(.):94881517-94882805	0.2467
1_MACS_peak_6774_lociStitched	chr12(.):94953699-94957075	0.1895
1_MACS_peak_6775_lociStitched	chr12(.):95014757-95016467	0.2136
2_MACS_peak_6776_lociStitched	chr12(.):95031756-95035565	0.2282
1_MACS_peak_6778_lociStitched	chr12(.):95042931-95044695	0.1619
1_MACS_peak_6779_lociStitched	chr12(.):95210321-95213491	0.2333
1_MACS_peak_6780_lociStitched	chr12(.):95222929-95226453	0.2246
1_MACS_peak_6781_lociStitched	chr12(.):95266667-95267784	0.0988
1_MACS_peak_6782_lociStitched	chr12(.):95396367-95398305	0.1308
1_MACS_peak_6783_lociStitched	chr12(.):95453694-95454667	0.1434
1_MACS_peak_6784_lociStitched	chr12(.):95466269-95467784	0.206
1_MACS_peak_6785_lociStitched	chr12(.):95481679-95482434	0.1379
1_MACS_peak_6786_lociStitched	chr12(.):95509825-95511749	0.2489
1_MACS_peak_6787_lociStitched	chr12(.):95610418-95613253	0.2146
1_MACS_peak_6788_lociStitched	chr12(.):95866581-95868992	0.2591
1_MACS_peak_6789_lociStitched	chr12(.):96252349-96253684	0.3265
1_MACS_peak_6790_lociStitched	chr12(.):96335849-96337673	0.13
1_MACS_peak_6791_lociStitched	chr12(.):96366119-96367548	0.1958
1_MACS_peak_6792_lociStitched	chr12(.):96413645-96415107	0.1792
1_MACS_peak_6793_lociStitched	chr12(.):96428441-96430189	0.2682
1_MACS_peak_6794_lociStitched	chr12(.):96440501-96442234	0.2122
2_MACS_peak_6795_lociStitched	chr12(.):96587032-96593658	0.1487
2_MACS_peak_6797_lociStitched	chr12(.):96602234-96606507	0.1282
1_MACS_peak_6799_lociStitched	chr12(.):96709044-96710603	0.1761
2_MACS_peak_6800_lociStitched	chr12(.):96792116-96802816	0.1761
2_MACS_peak_6802_lociStitched	chr12(.):96810636-96815540	0.1512
1_MACS_peak_6804_lociStitched	chr12(.):96827383-96828714	0.2075
1_MACS_peak_6805_lociStitched	chr12(.):96838967-96840366	0.1881
2_MACS_peak_6806_lociStitched	chr12(.):96878570-96884171	0.1407
2_MACS_peak_6808_lociStitched	chr12(.):96893687-96901512	0.1876
1_MACS_peak_6810_lociStitched	chr12(.):96909846-96910767	0.1729
1_MACS_peak_6811_lociStitched	chr12(.):96943921-96945361	0.1925
1_MACS_peak_6812_lociStitched	chr12(.):96964580-96965573	0.2053
1_MACS_peak_6813_lociStitched	chr12(.):97113255-97115107	0.2602
1_MACS_peak_6814_lociStitched	chr12(.):97300096-97302351	0.2247
1_MACS_peak_6815_lociStitched	chr12(.):97845834-97847115	0.1524
1_MACS_peak_6816_lociStitched	chr12(.):98052798-98054080	0.1521
2_MACS_peak_6817_lociStitched	chr12(.):98147803-98152804	0.1973
1_MACS_peak_6819_lociStitched	chr12(.):98618068-98619433	0.1601
1_MACS_peak_6820_lociStitched	chr12(.):98667971-98669597	0.1994
1_MACS_peak_6821_lociStitched	chr12(.):98896293-98899011	0.2881
1_MACS_peak_6822_lociStitched	chr12(.):98907976-98913847	0.1465
1_MACS_peak_6823_lociStitched	chr12(.):98986323-98988992	0.2099
1_MACS_peak_6824_lociStitched	chr12(.):99037535-99039684	0.2193
1_MACS_peak_6825_lociStitched	chr12(.):99377088-99378992	0.1343
1_MACS_peak_6826_lociStitched	chr12(.):99993647-99994976	0.1648
1_MACS_peak_6827_lociStitched	chr12(.):100535092-100537359	0.1749
1_MACS_peak_6828_lociStitched	chr12(.):100592829-100595496	0.2098
1_MACS_peak_6829_lociStitched	chr12(.):100660021-100662383	0.2653
1_MACS_peak_6830_lociStitched	chr12(.):100722675-100724585	0.2064
2_MACS_peak_6831_lociStitched	chr12(.):100960893-100968307	0.1694
1_MACS_peak_6833_lociStitched	chr12(.):101188597-101190550	0.1987
1_MACS_peak_6834_lociStitched	chr12(.):101381630-101382651	0.3147
3_MACS_peak_6835_lociStitched	chr12(.):101625104-101639928	0.1506
2_MACS_peak_6838_lociStitched	chr12(.):101672867-101681925	0.1451
1_MACS_peak_6840_lociStitched	chr12(.):101738322-101740698	0.1901
1_MACS_peak_6841_lociStitched	chr12(.):101800190-101802702	0.2165
1_MACS_peak_6842_lociStitched	chr12(.):102090159-102092759	0.1713
2_MACS_peak_6843_lociStitched	chr12(.):102129065-102140282	0.1826
2_MACS_peak_6845_lociStitched	chr12(.):102164801-102172355	0.1919
2_MACS_peak_6847_lociStitched	chr12(.):102217199-102225399	0.1836
1_MACS_peak_6849_lociStitched	chr12(.):102270572-102272374	0.1727
2_MACS_peak_6850_lociStitched	chr12(.):102324674-102331140	0.2077
1_MACS_peak_6852_lociStitched	chr12(.):102437219-102438744	0.1563
1_MACS_peak_6853_lociStitched	chr12(.):102454415-102456249	0.1894
1_MACS_peak_6854_lociStitched	chr12(.):102489989-102491480	0.171
1_MACS_peak_6855_lociStitched	chr12(.):102512976-102515310	0.2091
1_MACS_peak_6856_lociStitched	chr12(.):102829348-102830824	0.0943
1_MACS_peak_6857_lociStitched	chr12(.):102870858-102879425	0.213
2_MACS_peak_6858_lociStitched	chr12(.):103122386-103129814	0.1201
1_MACS_peak_6860_lociStitched	chr12(.):103495836-103497160	0.1869
1_MACS_peak_6861_lociStitched	chr12(.):103507924-103509175	0.1355
1_MACS_peak_6862_lociStitched	chr12(.):103667271-103668189	0.1735
2_MACS_peak_6863_lociStitched	chr12(.):103827704-103836532	0.1298
1_MACS_peak_6865_lociStitched	chr12(.):103982329-103984209	0.213
1_MACS_peak_6866_lociStitched	chr12(.):104234361-104236145	0.1999
1_MACS_peak_6867_lociStitched	chr12(.):104273836-104275580	0.2397
1_MACS_peak_6868_lociStitched	chr12(.):104294737-104296703	0.2242
2_MACS_peak_6869_lociStitched	chr12(.):104318660-104326017	0.2068
1_MACS_peak_6871_lociStitched	chr12(.):104349660-104351946	0.202
1_MACS_peak_6872_lociStitched	chr12(.):104358615-104360707	0.2193
1_MACS_peak_6873_lociStitched	chr12(.):104424388-104424876	0.1019
1_MACS_peak_6874_lociStitched	chr12(.):104456924-104459477	0.2336
1_MACS_peak_6875_lociStitched	chr12(.):104530402-104532390	0.1273
1_MACS_peak_6876_lociStitched	chr12(.):104679395-104683786	0.2135
3_MACS_peak_6877_lociStitched	chr12(.):104849754-104861814	0.1514
1_MACS_peak_6880_lociStitched	chr12(.):104871293-104873272	0.2529
