REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_10322_lociStitched	chr18	9101777	9118084	1	16308	28070.8698	3261.4
4_MACS_peak_18114_lociStitched	chr5	32276117	32292412	4	8663	9032.3185	2794.5925
4_MACS_peak_6925_lociStitched	chr14	93229911	93246182	4	6574	8244.5157	1444.8648
3_MACS_peak_24102_lociStitched	chrX	39953209	39969471	3	11778	15611.519999999999	1180.6212
2_MACS_peak_16613_lociStitched	chr3	175052421	175068674	2	9403	11663.1528	2806.8931
3_MACS_peak_9235_lociStitched	chr17	19084326	19100549	3	6579	14102.6539	2370.1803
4_MACS_peak_4563_lociStitched	chr11	115795047	115811260	4	7840	8808.5229	2446.5417
4_MACS_peak_9226_lociStitched	chr17	18934856	18951063	4	6936	5628.6911	2304.6353999999997
2_MACS_peak_16841_lociStitched	chr3	195621242	195637443	2	8164	27729.6316	4097.2329
2_MACS_peak_20663_lociStitched	chr7	5461064	5477258	2	8528	9821.661	1797.534
3_MACS_peak_16020_lociStitched	chr3	98479778	98495968	3	12699	23695.684	2786.299
3_MACS_peak_2434_lociStitched	chr10	4162836	4178995	3	5616	6891.8135	2132.9880000000003
3_MACS_peak_8880_lociStitched	chr16	87799035	87815191	3	7542	10716.2748	1202.0064
3_MACS_peak_2152_lociStitched	chr1	223899453	223915594	3	7901	14941.723699999999	3977.1424
3_MACS_peak_2784_lociStitched	chr10	51488433	51504565	3	5493	6067.245199999999	2202.018
4_MACS_peak_18919_lociStitched	chr5	150459419	150475540	4	9640	17475.164	2659.965
3_MACS_peak_16298_lociStitched	chr3	130557935	130574031	3	7291	8250.809599999999	2575.36
2_MACS_peak_3336_lociStitched	chr10	112103978	112120037	2	10209	74586.0255	3420.567
3_MACS_peak_15460_lociStitched	chr3	15835622	15851680	3	8085	11226.1478	2533.9524
3_MACS_peak_13173_lociStitched	chr2	178475650	178491702	3	4781	7571.7284	2433.4832
4_MACS_peak_11939_lociStitched	chr2	20615036	20631057	4	10274	16248.4982	2633.8523999999998
3_MACS_peak_14140_lociStitched	chr20	42569475	42585482	3	11762	17753.363699999998	2962.8956999999996
3_MACS_peak_8080_lociStitched	chr16	2722230	2738234	3	6762	8850.212000000001	2411.8028
4_MACS_peak_4975_lociStitched	chr12	13317709	13333705	4	6110	6809.497200000001	2564.1588
3_MACS_peak_5286_lociStitched	chr12	52416572	52432496	3	7001	12570.4056	2449.1112
3_MACS_peak_6529_lociStitched	chr14	24700985	24716858	3	4807	6263.4858	1304.7605999999998
3_MACS_peak_10255_lociStitched	chr17	81140945	81156817	3	6253	17570.304	2074.4704
1_MACS_peak_5300_lociStitched	chr12	53588036	53603898	1	15863	79631.99859999999	3886.19
5_MACS_peak_17350_lociStitched	chr4	77608550	77624397	5	14113	12618.9661	2410.3287
3_MACS_peak_2293_lociStitched	chr1	234734079	234749915	3	11524	58247.9752	3963.7508000000003
2_MACS_peak_18475_lociStitched	chr5	88595747	88611578	2	7741	16788.7755	2741.9292
3_MACS_peak_7790_lociStitched	chr15	81608695	81624519	3	7755	9472.2464	2761.288
4_MACS_peak_13335_lociStitched	chr2	202083924	202099734	4	9298	10347.645	2619.7169999999996
2_MACS_peak_14147_lociStitched	chr20	42694951	42710741	2	9549	61250.989	2933.7819999999997
3_MACS_peak_18325_lociStitched	chr5	66502734	66518498	3	4408	4563.678	2564.8028000000004
3_MACS_peak_17226_lociStitched	chr4	54554170	54569930	3	4576	6081.784000000001	2124.448
3_MACS_peak_10323_lociStitched	chr18	9134802	9150554	3	13151	17497.3216	2825.9088
2_MACS_peak_14282_lociStitched	chr20	52225403	52241112	2	7802	9887.2446	2161.5584
3_MACS_peak_19590_lociStitched	chr6	31619125	31634823	3	7331	15916.2022	2516.3894
3_MACS_peak_22851_lociStitched	chr8	145049843	145065537	3	7159	7489.1768	2427.8618
3_MACS_peak_8356_lociStitched	chr16	27200527	27216188	3	5155	7915.069399999999	2214.4654
3_MACS_peak_13977_lociStitched	chr20	31254694	31270353	3	10165	13906.7579	2594.6962999999996
3_MACS_peak_10041_lociStitched	chr17	73891220	73906876	3	6110	9799.090400000001	2133.9128
2_MACS_peak_11665_lociStitched	chr19	50166491	50182136	2	7445	16676.0055	2970.9855000000002
3_MACS_peak_22582_lociStitched	chr8	103785962	103801598	3	3019	2756.6268	1293.0972
2_MACS_peak_8214_lociStitched	chr16	12056085	12071700	2	11571	50717.520000000004	3408.7545
2_MACS_peak_12732_lociStitched	chr2	110744781	110760380	2	8354	19980.7591	2165.1412
3_MACS_peak_8685_lociStitched	chr16	67866631	67882228	3	5992	9375.3567	2284.9604999999997
2_MACS_peak_22202_lociStitched	chr8	33409809	33425399	2	8802	27340.183	2658.0950000000003
2_MACS_peak_7550_lociStitched	chr15	65173776	65189347	2	9465	27965.516	2626.8277
2_MACS_peak_13029_lociStitched	chr2	158295254	158310822	2	8549	18239.4688	2437.9487999999997
3_MACS_peak_15426_lociStitched	chr3	13455177	13470739	3	8000	22457.5222	2424.5596
3_MACS_peak_18991_lociStitched	chr5	158758084	158773645	3	4166	5709.3309	2265.6816
3_MACS_peak_14678_lociStitched	chr21	45194990	45210529	3	10656	20739.9033	4211.069
3_MACS_peak_21424_lociStitched	chr7	101624308	101639833	3	8142	6958.304999999999	2265.0975
2_MACS_peak_2728_lociStitched	chr10	43890527	43906028	2	8587	26734.574699999997	2483.2602
3_MACS_peak_9254_lociStitched	chr17	19962412	19977908	3	5936	7374.5464	2152.3944
3_MACS_peak_6284_lociStitched	chr13	77899221	77914716	3	8159	14053.965	2767.407
3_MACS_peak_22168_lociStitched	chr8	29490702	29506197	3	7273	9168.3915	2301.0074999999997
3_MACS_peak_4010_lociStitched	chr11	62431854	62447346	3	5314	6342.4248	2567.0244
2_MACS_peak_18477_lociStitched	chr5	88635179	88650656	2	7854	14532.902999999998	2216.3064
2_MACS_peak_7632_lociStitched	chr15	70783067	70798507	2	7214	14166.199999999999	2194.024
3_MACS_peak_12912_lociStitched	chr2	132425645	132441075	3	6122	6937.328	2083.05
3_MACS_peak_9821_lociStitched	chr17	56581463	56596891	3	6258	8767.7324	2991.4892
2_MACS_peak_11460_lociStitched	chr19	41801678	41817081	2	8057	18013.8085	2982.0208
3_MACS_peak_24522_lociStitched	chrX	130936460	130951848	3	3955	3819.3016000000002	1141.7896
3_MACS_peak_17143_lociStitched	chr4	38307111	38322477	3	12406	19398.0384	2344.8516000000004
2_MACS_peak_1366_lociStitched	chr1	152006491	152021827	2	9172	22395.160799999998	4031.8344
3_MACS_peak_6711_lociStitched	chr14	63936600	63951913	3	7486	7115.9511	1068.8474
3_MACS_peak_19683_lociStitched	chr6	35264731	35280043	3	7870	13388.8128	2321.2992000000004
2_MACS_peak_12739_lociStitched	chr2	111126567	111141873	2	7222	18947.2974	2194.8804
4_MACS_peak_9707_lociStitched	chr17	46580909	46596208	4	11202	11688.436	2502.9164
3_MACS_peak_15102_lociStitched	chr22	39459073	39474362	3	11431	18525.6813	2363.6794
2_MACS_peak_9944_lociStitched	chr17	66230117	66245388	2	9070	32686.0484	2692.2773
3_MACS_peak_5394_lociStitched	chr12	57622692	57637937	3	7363	12956.7255	2519.9985
4_MACS_peak_21295_lociStitched	chr7	90352433	90367674	4	6930	5729.0919	2176.4148
3_MACS_peak_3193_lociStitched	chr10	99171994	99187221	3	4805	7037.9194	1891.1934
2_MACS_peak_4820_lociStitched	chr12	4216304	4231528	2	8853	57554.332	3303.608
2_MACS_peak_20341_lociStitched	chr6	134556673	134571891	2	6933	8403.3796	1769.8534
3_MACS_peak_9488_lociStitched	chr17	37351385	37366600	3	6555	17897.404499999997	2396.3625
3_MACS_peak_14650_lociStitched	chr21	43934019	43949211	3	6461	9435.7512	3311.8559999999998
3_MACS_peak_15588_lociStitched	chr3	39248170	39263326	3	7746	14755.8816	2723.5332
4_MACS_peak_13271_lociStitched	chr2	197033399	197048550	4	10963	18350.891200000002	2728.6951000000004
4_MACS_peak_18390_lociStitched	chr5	75585906	75601031	4	7474	6943.8875	2047.925
3_MACS_peak_3939_lociStitched	chr11	58766022	58781134	3	6144	6733.9072	2458.7224
3_MACS_peak_22242_lociStitched	chr8	38613888	38628961	3	8114	9973.8041	2233.8186
4_MACS_peak_16826_lociStitched	chr3	194867562	194882631	4	8134	11224.8981	3260.9316000000003
3_MACS_peak_2970_lociStitched	chr10	75531469	75546527	3	5528	7245.9096	2403.2567999999997
4_MACS_peak_2901_lociStitched	chr10	70974544	70989598	4	6321	10468.5516	1795.9422
3_MACS_peak_14447_lociStitched	chr21	19151720	19166771	3	10643	18008.5215	2289.2571000000003
3_MACS_peak_8021_lociStitched	chr16	685420	700469	3	6673	12242.3615	2152.0069999999996
3_MACS_peak_3427_lociStitched	chr10	124340933	124355976	3	6957	6463.9771	2045.8480000000002
2_MACS_peak_10572_lociStitched	chr18	48677260	48692301	2	6725	18011.5975	2362.9411
3_MACS_peak_19595_lociStitched	chr6	31694438	31709479	3	11743	28337.244	2929.9868
3_MACS_peak_4362_lociStitched	chr11	82704571	82719608	3	8005	13400.9744	2311.1869
2_MACS_peak_18892_lociStitched	chr5	148928594	148943614	2	6679	12130.152	2664.5480000000002
2_MACS_peak_12753_lociStitched	chr2	111806344	111821356	2	7506	14704.254	1906.5240000000001
1_MACS_peak_11899_lociStitched	chr2	11883353	11898353	1	15001	55822.5	3198.0
3_MACS_peak_11659_lociStitched	chr19	49989848	50004831	3	6249	10086.5556	2813.8074
2_MACS_peak_7678_lociStitched	chr15	74906327	74921308	2	6908	12751.8272	3033.6525
3_MACS_peak_19068_lociStitched	chr5	171601161	171616124	3	10313	16077.7435	2660.4214
3_MACS_peak_23374_lociStitched	chr9	95820577	95835539	3	6866	6879.527599999999	2108.1458
3_MACS_peak_4630_lociStitched	chr11	120368070	120383029	3	8824	15935.822699999999	1756.1866
3_MACS_peak_23571_lociStitched	chr9	116278709	116293643	3	5914	7710.4241999999995	2310.2898
2_MACS_peak_18161_lociStitched	chr5	37797899	37812815	2	6885	14056.8384	2135.9712
2_MACS_peak_13327_lociStitched	chr2	201979983	201994895	2	14868	39397.504	3118.0992
4_MACS_peak_6442_lociStitched	chr13	114987137	115002044	4	8190	14820.5394	2109.3405
3_MACS_peak_7597_lociStitched	chr15	68516558	68531465	3	6955	12269.951700000001	2113.8126
3_MACS_peak_21227_lociStitched	chr7	76008697	76023600	3	5798	8655.6624	2247.3723999999997
2_MACS_peak_10025_lociStitched	chr17	73628883	73643778	2	8207	19758.2175	2152.3275
4_MACS_peak_23904_lociStitched	chr9	140499802	140514696	4	5227	7068.6924	1742.5980000000002
3_MACS_peak_10085_lociStitched	chr17	75130877	75145766	3	13636	41640.0663	2964.3999
3_MACS_peak_17919_lociStitched	chr4	186225454	186240341	3	8287	12746.249399999999	2478.6855
3_MACS_peak_9141_lociStitched	chr17	9915641	9930527	3	6416	8453.759399999999	1735.7076
2_MACS_peak_18788_lociStitched	chr5	139014593	139029470	2	6691	14006.6955	2127.4109999999996
2_MACS_peak_10091_lociStitched	chr17	75229238	75244083	2	8169	17757.589	2505.8360000000002
2_MACS_peak_15615_lociStitched	chr3	42530156	42545001	2	6714	7985.125500000001	2231.2034999999996
3_MACS_peak_17405_lociStitched	chr4	84204860	84219701	3	4517	5651.4528	2143.0404
3_MACS_peak_23616_lociStitched	chr9	123652911	123667745	3	8413	15198.9164	2814.0098000000003
3_MACS_peak_360_lociStitched	chr1	27152491	27167309	3	6609	8776.7014	2364.9528
2_MACS_peak_20550_lociStitched	chr6	160389165	160403976	2	7469	9569.3871	1181.9178
4_MACS_peak_14019_lociStitched	chr20	32990783	33005589	4	10128	13756.2546	2234.2254000000003
3_MACS_peak_194_lociStitched	chr1	15897375	15912179	3	6207	9635.9236	2057.7560000000003
2_MACS_peak_86_lociStitched	chr1	6660189	6674992	2	7127	12772.028400000001	2254.4968999999996
3_MACS_peak_15727_lociStitched	chr3	48506553	48521351	3	6089	12144.7186	2253.7354
3_MACS_peak_20419_lociStitched	chr6	139633968	139648757	3	7098	8536.2108	1935.8800999999999
2_MACS_peak_18705_lociStitched	chr5	131823042	131837816	2	11666	15738.742199999999	2770.125
3_MACS_peak_5382_lociStitched	chr12	57093736	57108506	3	5108	6006.959	2011.6739999999998
2_MACS_peak_3749_lociStitched	chr11	19450910	19465674	2	12082	22320.2152	2785.9668
3_MACS_peak_4339_lociStitched	chr11	78163296	78178057	3	6246	9683.216	2218.5782999999997
2_MACS_peak_3079_lociStitched	chr10	88159416	88174176	2	6373	11301.732	1918.8
3_MACS_peak_5357_lociStitched	chr12	56509198	56523951	3	8060	11491.111700000001	3407.943
3_MACS_peak_10094_lociStitched	chr17	75314957	75329706	3	7517	14181.1635	2467.5077
3_MACS_peak_21686_lociStitched	chr7	130902724	130917471	3	7524	9119.5448	3273.834
3_MACS_peak_21534_lociStitched	chr7	111711508	111726245	3	7810	10251.0572	3116.8755
2_MACS_peak_10515_lociStitched	chr18	43912988	43927724	2	6840	10789.6992	1912.7328
3_MACS_peak_1455_lociStitched	chr1	155902997	155917732	3	9439	16367.638	3419.9935
2_MACS_peak_23583_lociStitched	chr9	117146523	117161254	2	6795	15178.8224	2675.1496
3_MACS_peak_8035_lociStitched	chr16	1346186	1360908	3	5676	19013.463	1734.2516
3_MACS_peak_15822_lociStitched	chr3	52730799	52745485	3	8105	13581.612799999999	2503.963
3_MACS_peak_6921_lociStitched	chr14	93034228	93048913	3	6639	7761.022499999999	1111.6545
4_MACS_peak_10233_lociStitched	chr17	80451192	80465867	4	8150	9929.105	2434.5825
3_MACS_peak_2051_lociStitched	chr1	211688197	211702860	3	8838	13929.849999999999	2863.6839
3_MACS_peak_23366_lociStitched	chr9	95514358	95529010	3	8341	11264.4576	2411.7192
2_MACS_peak_399_lociStitched	chr1	28831485	28846134	2	7379	16817.052	2469.8214
3_MACS_peak_20164_lociStitched	chr6	108929045	108943684	3	7721	9099.6024	1804.9887
2_MACS_peak_5047_lociStitched	chr12	26265719	26280342	2	14510	29645.207899999998	2570.7234000000003
2_MACS_peak_7177_lociStitched	chr15	31546609	31561229	2	10816	46715.286	2752.946
4_MACS_peak_12010_lociStitched	chr2	27374985	27389600	4	8537	8684.233	2192.25
1_MACS_peak_2202_lociStitched	chr1	226837999	226852608	1	14610	48709.3278	4211.7747
3_MACS_peak_21891_lociStitched	chr7	155532850	155547443	3	9074	15189.8537	3051.3963000000003
3_MACS_peak_22885_lociStitched	chr8	146010429	146025005	3	6902	9356.3344	2330.7023999999997
2_MACS_peak_13459_lociStitched	chr2	219081082	219095632	2	7027	8360.43	2278.5299999999997
4_MACS_peak_13610_lociStitched	chr2	235391391	235405941	4	6876	5814.18	1341.51
3_MACS_peak_14511_lociStitched	chr21	33983655	33998182	3	5877	12116.9707	3413.845
3_MACS_peak_1774_lociStitched	chr1	184711165	184725659	3	9718	17346.4192	3514.795
2_MACS_peak_6802_lociStitched	chr14	74224863	74239352	2	7078	9067.2162	1380.8017
4_MACS_peak_8111_lociStitched	chr16	3550649	3565136	4	5941	5680.3527	1700.7738000000002
2_MACS_peak_16018_lociStitched	chr3	98450241	98464718	2	6122	11800.2027	2278.6798000000003
2_MACS_peak_21789_lociStitched	chr7	142494103	142508574	2	6145	15214.809399999998	3496.1936
3_MACS_peak_19766_lociStitched	chr6	42737863	42752332	3	8047	28337.5365	1947.5274
2_MACS_peak_21714_lociStitched	chr7	134842887	134857318	2	8056	17592.8321	3203.6820000000002
2_MACS_peak_11489_lociStitched	chr19	42745686	42760099	2	6778	8708.3346	1911.1638
3_MACS_peak_4994_lociStitched	chr12	15101146	15115558	3	10584	9379.329600000001	2932.8419999999996
3_MACS_peak_19827_lociStitched	chr6	45695769	45710158	3	4873	5905.2456	2004.3877
4_MACS_peak_7525_lociStitched	chr15	63765722	63780106	4	7691	8411.7632	2006.5680000000002
3_MACS_peak_12190_lociStitched	chr2	46788742	46803124	3	9493	11643.6672	2521.1646
3_MACS_peak_20126_lociStitched	chr6	106038479	106052849	3	4711	6607.326	2037.6660000000002
4_MACS_peak_22763_lociStitched	chr8	133958686	133973046	4	8794	8196.688	2031.9399999999998
3_MACS_peak_20130_lociStitched	chr6	106227327	106241672	3	7443	6654.6455	2174.702
2_MACS_peak_22812_lociStitched	chr8	142126374	142140717	2	9193	19097.7045	2336.4746999999998
3_MACS_peak_4151_lociStitched	chr11	66622886	66637223	3	4154	4309.7022	1865.2437
3_MACS_peak_19076_lociStitched	chr5	172191212	172205549	3	6516	13038.067799999999	2464.5303
2_MACS_peak_5954_lociStitched	chr12	125398251	125412580	2	9369	17009.9559	1541.8004
3_MACS_peak_16371_lociStitched	chr3	140470808	140485132	3	7113	8133.1672	2161.4916000000003
3_MACS_peak_23081_lociStitched	chr9	35066300	35080609	3	5798	14211.6988	2363.8468000000003
3_MACS_peak_2021_lociStitched	chr1	209814392	209828695	3	5212	4860.1594	2565.9582
2_MACS_peak_3739_lociStitched	chr11	18404276	18418571	2	6017	14678.106	2488.7595
2_MACS_peak_1414_lociStitched	chr1	154821450	154835734	2	7028	22231.6176	3065.3464000000004
3_MACS_peak_7489_lociStitched	chr15	59266851	59281134	3	6110	6942.9663	2573.7966
3_MACS_peak_13903_lociStitched	chr20	23329940	23344206	3	7449	16825.3204	2426.6466
3_MACS_peak_15315_lociStitched	chr22	50906836	50921096	3	7160	11368.072	2042.032
3_MACS_peak_2074_lociStitched	chr1	212825140	212839389	3	6574	7825.5508	2931.0193
2_MACS_peak_7782_lociStitched	chr15	81280936	81295179	2	5945	21592.388	2354.3679
2_MACS_peak_12715_lociStitched	chr2	109828822	109843057	2	11982	20840.04	2579.382
3_MACS_peak_13509_lociStitched	chr2	224808847	224823074	3	4695	5907.0504	1872.2731999999999
3_MACS_peak_6436_lociStitched	chr13	114863417	114877638	3	8269	20475.3958	2010.8494
3_MACS_peak_18802_lociStitched	chr5	139935593	139949806	3	6321	9276.8251	2517.1223
3_MACS_peak_11081_lociStitched	chr19	13043475	13057680	3	7181	13560.093	2556.9
3_MACS_peak_7459_lociStitched	chr15	55568963	55583163	3	6792	10395.82	2051.8999999999996
3_MACS_peak_6489_lociStitched	chr14	23057135	23071334	3	5761	6300.0963	1327.6065
2_MACS_peak_14274_lociStitched	chr20	51830973	51845172	2	6005	7127.898	2168.1873
2_MACS_peak_9274_lociStitched	chr17	21178457	21192654	2	7039	10441.8935	2752.7983
3_MACS_peak_10081_lociStitched	chr17	75078880	75093069	3	13047	26302.149299999997	2982.5278
3_MACS_peak_18718_lociStitched	chr5	132386359	132400547	3	5801	10787.1364	2187.7896
3_MACS_peak_13783_lociStitched	chr20	5614086	5628272	3	5869	6373.7698	1768.9942
3_MACS_peak_24363_lociStitched	chrX	81333944	81348124	3	2874	2281.562	791.244
3_MACS_peak_23521_lociStitched	chr9	112669119	112683285	3	8012	20632.779	2432.3022
3_MACS_peak_11372_lociStitched	chr19	36618134	36632266	3	5639	8920.1184	2142.4112
3_MACS_peak_20786_lociStitched	chr7	22474432	22488562	3	8313	10453.374	2428.947
2_MACS_peak_19951_lociStitched	chr6	74220291	74234410	2	6857	15409.476599999998	2614.8388
3_MACS_peak_4073_lociStitched	chr11	64850518	64864624	3	6217	11913.9276	2433.285
2_MACS_peak_23344_lociStitched	chr9	93851218	93865320	2	5997	9689.4842	2230.9364
3_MACS_peak_7385_lociStitched	chr15	46994754	47008822	3	9284	13909.0316	2017.3512
2_MACS_peak_20065_lociStitched	chr6	90992715	91006775	2	7003	13919.4	2288.968
3_MACS_peak_5725_lociStitched	chr12	106529813	106543839	3	8808	11241.839	2468.576
2_MACS_peak_14639_lociStitched	chr21	43527181	43541160	2	7491	19467.1554	3321.4104
3_MACS_peak_4749_lociStitched	chr11	130634623	130648596	3	6347	11013.5186	2086.1688999999997
3_MACS_peak_8054_lociStitched	chr16	2009089	2023042	3	5810	8449.9368	1957.6059
2_MACS_peak_18182_lociStitched	chr5	43007173	43021093	2	7654	9954.192	2348.3039999999996
3_MACS_peak_17888_lociStitched	chr4	185239810	185253729	3	6582	7310.2588	1803.9024
2_MACS_peak_472_lociStitched	chr1	33445485	33459391	2	5643	7281.181599999999	2526.7202
2_MACS_peak_14614_lociStitched	chr21	41295790	41309690	2	9251	33397.53	3668.2100000000005
2_MACS_peak_7675_lociStitched	chr15	74832051	74845950	2	9078	15586.3386	2576.8746
3_MACS_peak_9392_lociStitched	chr17	32760525	32774424	3	5503	5510.9535000000005	2045.9328
3_MACS_peak_19657_lociStitched	chr6	33587593	33601492	3	6162	9242.835000000001	2382.2886
2_MACS_peak_13031_lociStitched	chr2	158323869	158337750	2	6983	16303.2345	2416.6821
2_MACS_peak_21428_lociStitched	chr7	101921972	101935830	2	11392	19575.8108	2368.3322
3_MACS_peak_19451_lociStitched	chr6	26020350	26034207	3	7902	10729.4751	2420.8179
2_MACS_peak_13859_lociStitched	chr20	17826482	17840326	2	10339	15484.514000000001	2221.962
3_MACS_peak_15787_lociStitched	chr3	50641867	50655703	3	5712	6036.6468	2498.7816000000003
3_MACS_peak_18947_lociStitched	chr5	153651846	153665677	3	8013	7103.601599999999	2071.8838
2_MACS_peak_18780_lociStitched	chr5	138739096	138752914	2	6373	12074.1684	2168.0442000000003
2_MACS_peak_3689_lociStitched	chr11	12726605	12740405	2	5723	11851.44	2208.0
3_MACS_peak_11511_lociStitched	chr19	44257838	44271621	3	7070	15155.786799999998	2489.2098
4_MACS_peak_11613_lociStitched	chr19	48824199	48837982	4	9859	14487.3113	2487.8315
3_MACS_peak_158_lociStitched	chr1	12220919	12234692	3	4455	5969.2182	1964.0298
3_MACS_peak_19523_lociStitched	chr6	28180026	28193794	3	3584	3125.3360000000002	1778.8256000000001
2_MACS_peak_21043_lociStitched	chr7	50343611	50357362	2	10497	10038.23	2073.6508
2_MACS_peak_19515_lociStitched	chr6	27857661	27871382	2	7501	9032.5343	2222.802
2_MACS_peak_20348_lociStitched	chr6	135190465	135204186	2	7470	22612.208	2538.3849999999998
3_MACS_peak_5120_lociStitched	chr12	32608642	32622355	3	6113	7066.3089	1864.968
2_MACS_peak_11016_lociStitched	chr19	11038254	11051964	2	5256	9189.813	2001.6599999999999
2_MACS_peak_4518_lociStitched	chr11	111237826	111251524	2	12054	22278.427200000002	2503.9944
2_MACS_peak_864_lociStitched	chr1	66736747	66750435	2	12440	31014.2704	2582.9256
3_MACS_peak_13919_lociStitched	chr20	24753552	24767239	3	6898	7620.9216	1968.1906000000001
3_MACS_peak_4602_lociStitched	chr11	118888234	118901919	3	7112	11771.837	2159.493
3_MACS_peak_22706_lociStitched	chr8	126342081	126355763	3	7779	7702.965999999999	1870.3293999999999
2_MACS_peak_15441_lociStitched	chr3	14727987	14741663	2	7856	8149.5284	2475.3559999999998
2_MACS_peak_19725_lociStitched	chr6	37273317	37286987	2	6568	13283.139	2173.53
3_MACS_peak_22542_lociStitched	chr8	101157478	101171142	3	3128	2537.4048000000003	1072.624
2_MACS_peak_2637_lociStitched	chr10	27528646	27542296	2	5256	7897.89	1897.3500000000001
2_MACS_peak_21527_lociStitched	chr7	110720529	110734174	2	8204	6392.682500000001	2524.325
2_MACS_peak_18703_lociStitched	chr5	131790581	131804218	2	11276	20910.9758	2994.6852
3_MACS_peak_20772_lociStitched	chr7	20476421	20490056	3	10845	19912.554	1992.0735000000002
2_MACS_peak_18256_lociStitched	chr5	55953775	55967400	2	5410	12492.7625	1906.1375
3_MACS_peak_16091_lociStitched	chr3	110451376	110464990	3	4729	4116.8736	1591.4766
3_MACS_peak_22519_lociStitched	chr8	95990274	96003881	3	3819	3694.3005000000003	1206.9409
2_MACS_peak_19132_lociStitched	chr5	176421032	176434637	2	5524	7813.351500000001	2189.0445
3_MACS_peak_19275_lociStitched	chr6	6798998	6812601	3	8569	13412.557999999999	2451.2606
2_MACS_peak_8125_lociStitched	chr16	4463524	4477121	2	6746	15984.6332	2141.5275
3_MACS_peak_16385_lociStitched	chr3	141205434	141219030	3	7552	11072.5824	2146.8084000000003
2_MACS_peak_8419_lociStitched	chr16	30074739	30088316	2	5711	13467.0263	2188.6124
2_MACS_peak_12346_lociStitched	chr2	65205125	65218702	2	6567	19083.8312	2056.9155
2_MACS_peak_11216_lociStitched	chr19	18390407	18403979	2	5273	9150.242400000001	1685.6424
3_MACS_peak_19105_lociStitched	chr5	173696452	173710022	3	11750	19972.326	2348.967
2_MACS_peak_17995_lociStitched	chr5	1511536	1525104	2	6553	13344.128	1668.864
2_MACS_peak_23313_lociStitched	chr9	92039722	92053287	2	6590	9119.7495	2243.651
3_MACS_peak_11342_lociStitched	chr19	35694512	35708073	3	11201	35730.5228	2748.8147
3_MACS_peak_20684_lociStitched	chr7	6475037	6488593	3	4748	4830.0028	2178.4492
3_MACS_peak_9117_lociStitched	chr17	8053766	8067315	3	6821	10211.881300000001	2456.4337
2_MACS_peak_10921_lociStitched	chr19	6727738	6741286	2	6571	11381.674799999999	2827.4676
2_MACS_peak_10172_lociStitched	chr17	78873568	78887096	2	8128	28602.2504	2206.4168
4_MACS_peak_23858_lociStitched	chr9	139432278	139445800	4	7321	10858.166000000001	1692.9544
3_MACS_peak_8002_lociStitched	chr16	122393	135908	3	5273	7129.162499999999	1912.3724999999997
3_MACS_peak_811_lociStitched	chr1	59473507	59487018	3	5479	6519.0575	2071.2363
2_MACS_peak_13634_lociStitched	chr2	238599836	238613345	2	12434	11724.4611	1310.373
4_MACS_peak_4116_lociStitched	chr11	65655126	65668634	4	7105	6894.4832	2324.7268
3_MACS_peak_12356_lociStitched	chr2	65609404	65622895	3	8313	9797.1642	2279.9790000000003
3_MACS_peak_11629_lociStitched	chr19	49136871	49150361	3	6116	6886.6449999999995	2080.158
2_MACS_peak_11712_lociStitched	chr19	54692461	54705927	2	5734	11588.839600000001	2181.492
2_MACS_peak_8197_lociStitched	chr16	11668591	11682055	2	7864	11168.388	2115.1944
2_MACS_peak_15458_lociStitched	chr3	15678350	15691801	2	5865	9048.4877	1928.8734
2_MACS_peak_16073_lociStitched	chr3	107808152	107821598	2	5887	10799.8272	2109.6774
4_MACS_peak_4971_lociStitched	chr12	13242416	13255861	4	9668	13423.488	2429.5115
2_MACS_peak_20415_lociStitched	chr6	139481118	139494559	2	5042	4786.3401	1927.4394
1_MACS_peak_4960_lociStitched	chr12	12866887	12880324	1	13438	46414.0854	2143.2015
3_MACS_peak_19262_lociStitched	chr6	5996451	6009884	3	6046	5684.845600000001	1941.0684999999999
3_MACS_peak_3095_lociStitched	chr10	89839805	89853236	3	5727	5898.8952	2061.6585
3_MACS_peak_8440_lociStitched	chr16	30406216	30419646	3	4912	6332.245	2061.505
2_MACS_peak_10198_lociStitched	chr17	79817307	79830716	2	6084	20195.2949	2378.7566
2_MACS_peak_10073_lociStitched	chr17	74721525	74734919	2	6248	17926.5296	2231.4404
3_MACS_peak_18121_lociStitched	chr5	32530719	32544093	3	10793	17886.3876	2666.7756
2_MACS_peak_16763_lociStitched	chr3	186489873	186503236	2	4988	16332.2586	2619.148
2_MACS_peak_22859_lociStitched	chr8	145191684	145205044	2	5206	5040.728	888.44
2_MACS_peak_10683_lociStitched	chr18	67860800	67874152	2	4942	8207.474400000001	1862.6040000000003
2_MACS_peak_19170_lociStitched	chr5	179221712	179235051	2	5535	9493.3663	1607.3495
3_MACS_peak_17007_lociStitched	chr4	10008407	10021738	3	4200	5441.7142	2239.608
2_MACS_peak_7538_lociStitched	chr15	64443016	64456324	2	5854	7745.255999999999	2127.9492
2_MACS_peak_3235_lociStitched	chr10	102746278	102759585	2	5402	5759.2696000000005	2248.8830000000003
