#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuperStretch
1_MACS_peak_18180_lociStitched	chr5	42949180	42953148	1	3969	8626.432	774.5536	2626	0
1_MACS_peak_20312_lociStitched	chr6	130580042	130583787	1	3746	10240.7025	876.7045	2627	0
2_MACS_peak_10169_lociStitched	chr17	78796154	78807974	2	4226	6870.966	1449.132	2628	0
3_MACS_peak_23833_lociStitched	chr9	136924313	136934359	3	4354	4697.5096	1141.2256	2629	0
2_MACS_peak_19101_lociStitched	chr5	173493980	173499843	2	4286	5341.7793	733.4613	2630	0
3_MACS_peak_11449_lociStitched	chr19	41110481	41120338	3	4414	3847.1871	1800.8739	2631	0
2_MACS_peak_18201_lociStitched	chr5	49735509	49742181	2	4114	7652.784	1095.5424	2632	0
2_MACS_peak_1829_lociStitched	chr1	193506028	193510933	2	4417	3174.0255	1277.7525	2633	0
1_MACS_peak_12873_lociStitched	chr2	128457509	128460613	1	3105	12953.6128	569.2736	2634	0
3_MACS_peak_4796_lociStitched	chr12	1905066	1922663	3	4371	5435.7133	2401.9905	2635	0
1_MACS_peak_17673_lociStitched	chr4	140475699	140479404	1	3706	10220.613	682.8315	2636	0
2_MACS_peak_564_lociStitched	chr1	40062597	40072629	2	4166	7383.552	1416.5184	2637	0
3_MACS_peak_18325_lociStitched	chr5	66502734	66518498	3	4408	4563.678	2564.8028	2638	0
2_MACS_peak_22580_lociStitched	chr8	103659273	103669595	2	4364	4198.9896	1066.2626	2639	0
1_MACS_peak_16340_lociStitched	chr3	134203078	134206865	1	3788	9867.4072	852.075	2640	0
2_MACS_peak_14204_lociStitched	chr20	46096125	46103452	2	4177	6991.4234	1167.1911	2641	0
2_MACS_peak_21218_lociStitched	chr7	75504159	75509369	2	4240	6148.842	1071.697	2642	0
3_MACS_peak_4981_lociStitched	chr12	14104000	14111824	3	4383	3588.0864	947.4864	2643	0
2_MACS_peak_7738_lociStitched	chr15	77701573	77714076	2	4374	4652.3663	1794.1805	2644	0
3_MACS_peak_12675_lociStitched	chr2	105944690	105954917	3	4159	7779.6789	1773.3618	2645	0
1_MACS_peak_4595_lociStitched	chr11	118689679	118693124	1	3446	11631.698	739.986	2646	0
2_MACS_peak_6739_lociStitched	chr14	65813141	65825253	2	4242	6059.6336	1018.6192	2647	0
2_MACS_peak_1056_lociStitched	chr1	107993174	108003463	2	4286	5224.7542	793.2819	2648	0
2_MACS_peak_6525_lociStitched	chr14	24657163	24666484	2	3741	10011.6861	724.2417	2649	0
2_MACS_peak_15844_lociStitched	chr3	53915133	53927010	2	4064	8790.1677	1875.3783	2650	0
2_MACS_peak_835_lociStitched	chr1	63265385	63277503	2	4363	4483.66	1437.1948	2651	0
1_MACS_peak_18638_lociStitched	chr5	123983988	123988255	1	4268	5447.6789	790.2484	2652	0
2_MACS_peak_379_lociStitched	chr1	27815448	27827179	2	3300	12951.024	1410.0662	2653	0
1_MACS_peak_16064_lociStitched	chr3	105084900	105089114	1	4215	6403.173	1085.9478	2654	0
2_MACS_peak_13890_lociStitched	chr20	20187294	20192417	2	4385	3251.0558	831.4629	2655	0
1_MACS_peak_22289_lociStitched	chr8	48871422	48874992	1	3571	10755.339	534.429	2656	0
1_MACS_peak_18111_lociStitched	chr5	32172165	32175793	1	3629	10635.8448	738.6608	2657	0
2_MACS_peak_4793_lociStitched	chr12	1701555	1711637	2	4311	5365.6404	1434.6686	2658	0
3_MACS_peak_11562_lociStitched	chr19	46141955	46149672	3	4364	4512.9016	1616.7115	2659	0
2_MACS_peak_14485_lociStitched	chr21	30389909	30398049	2	4315	5195.762	1346.356	2660	0
2_MACS_peak_9582_lociStitched	chr17	40807029	40812599	2	4307	5010.215	1027.108	2661	0
1_MACS_peak_4054_lociStitched	chr11	64071123	64074546	1	3424	11659.4226	722.9376	2662	0
1_MACS_peak_22930_lociStitched	chr9	3524875	3528007	1	3133	12809.88	620.136	2663	0
2_MACS_peak_15913_lociStitched	chr3	67040000	67050273	2	4273	6180.2368	1709.4272	2664	0
2_MACS_peak_4949_lociStitched	chr12	12176796	12186791	2	4284	5783.107	1506.2465	2665	0
2_MACS_peak_2298_lociStitched	chr1	235061057	235070036	2	4299	5757.3348	1720.3764	2666	0
3_MACS_peak_1679_lociStitched	chr1	174178091	174195525	3	4412	4497.972	3363.0186	2667	0
1_MACS_peak_11948_lociStitched	chr2	20774865	20779056	1	4192	6246.2664	763.1811	2668	0
1_MACS_peak_14766_lociStitched	chr22	19417258	19421049	1	3792	9718.2285	849.184	2669	0
2_MACS_peak_264_lociStitched	chr1	22345047	22353463	2	3839	9894.6912	1342.352	2670	0
2_MACS_peak_16290_lociStitched	chr3	129608461	129613398	2	4142	6854.5308	842.7459	2671	0
2_MACS_peak_17518_lociStitched	chr4	105894140	105899185	2	4394	2612.8055	802.155	2672	0
3_MACS_peak_21592_lociStitched	chr7	121073240	121081748	3	4389	3746.9232	1809.6516	2673	0
1_MACS_peak_19704_lociStitched	chr6	36559492	36563398	1	3907	8863.8858	826.119	2674	0
2_MACS_peak_19799_lociStitched	chr6	44040081	44049076	2	4369	4018.0665	1496.768	2675	0
1_MACS_peak_1490_lociStitched	chr1	156695213	156699542	1	4330	4792.6359	1419.0462	2676	0
1_MACS_peak_17393_lociStitched	chr4	83349696	83352993	1	3298	11977.6713	531.1467	2677	0
1_MACS_peak_20502_lociStitched	chr6	156714748	156718794	1	4047	7337.0164	481.8786	2678	0
2_MACS_peak_1486_lociStitched	chr1	156560259	156572212	2	4318	6711.6095	3259.5831	2679	0
1_MACS_peak_18561_lociStitched	chr5	109191573	109195668	1	4096	7138.404	787.059	2680	0
2_MACS_peak_12849_lociStitched	chr2	120980234	120991001	2	4314	4991.5812	1513.8402	2681	0
1_MACS_peak_22427_lociStitched	chr8	74204672	74208386	1	3715	9871.812	638.808	2682	0
2_MACS_peak_2996_lociStitched	chr10	76985350	76996258	2	4228	6435.72	1622.0196	2683	0
1_MACS_peak_22921_lociStitched	chr9	2014197	2018417	1	4221	5407.93	504.29	2684	0
2_MACS_peak_21505_lociStitched	chr7	106526556	106536732	2	4357	4915.008	2412.7296	2685	0
3_MACS_peak_12882_lociStitched	chr2	129074340	129080618	3	4305	4326.7976	711.2974	2686	0
2_MACS_peak_11794_lociStitched	chr19	58891385	58899487	2	4191	6462.9654	1193.4246	2687	0
1_MACS_peak_21763_lociStitched	chr7	140770852	140775095	1	4244	5775.9959	1203.3148	2688	0
2_MACS_peak_572_lociStitched	chr1	40253968	40266017	2	3948	9248.8124	1645.8934	2689	0
1_MACS_peak_2105_lociStitched	chr1	218336041	218339632	1	3592	10674.2475	740.1051	2690	0
2_MACS_peak_17540_lociStitched	chr4	108954513	108958794	2	4109	6950.2035	801.4032	2691	0
2_MACS_peak_12227_lociStitched	chr2	54751049	54758247	2	4324	4527.542	1343.8666	2692	0
2_MACS_peak_6418_lociStitched	chr13	114143931	114148728	2	4196	5895.513	729.6237	2693	0
1_MACS_peak_15638_lociStitched	chr3	44224887	44228952	1	4066	7317.4065	761.3745	2694	0
2_MACS_peak_23622_lociStitched	chr9	123833571	123838439	2	3981	8343.2652	1041.752	2695	0
2_MACS_peak_17027_lociStitched	chr4	13478370	13487089	2	2933	13892.8546	1101.2097	2696	0
2_MACS_peak_13738_lociStitched	chr20	3183441	3191016	2	4043	7884.06	1128.675	2697	0
1_MACS_peak_2167_lociStitched	chr1	224810070	224813977	1	3908	8929.0578	1056.4528	2698	0
2_MACS_peak_20280_lociStitched	chr6	126101280	126112822	2	4177	6996.7604	1636.6556	2699	0
2_MACS_peak_12926_lociStitched	chr2	134255237	134261968	2	4316	4288.3201	1021.0927	2700	0
2_MACS_peak_22066_lociStitched	chr8	21995247	22000155	2	4331	4001.0016	1055.7108	2701	0
2_MACS_peak_20986_lociStitched	chr7	44612577	44623006	2	4079	8285.8405	1894.9493	2702	0
1_MACS_peak_14077_lociStitched	chr20	35806114	35808813	1	2700	14012.6682	483.3909	2703	0
1_MACS_peak_8706_lociStitched	chr16	68401166	68405189	1	4024	7650.1368	764.7723	2704	0
1_MACS_peak_200_lociStitched	chr1	16160310	16163441	1	3132	12687.1251	675.3567	2705	0
3_MACS_peak_3959_lociStitched	chr11	59577157	59587095	3	4345	3899.6712	1461.8798	2706	0
1_MACS_peak_21556_lociStitched	chr7	115849743	115852459	1	2717	14298.6536	852.0092	2707	0
1_MACS_peak_24100_lociStitched	chrX	39871563	39874590	1	3028	12732.1674	340.2348	2708	0
2_MACS_peak_7377_lociStitched	chr15	45926441	45930836	2	4106	7011.783	978.327	2709	0
2_MACS_peak_7265_lociStitched	chr15	40225339	40232988	2	4215	5904.2631	1168.7672	2710	0
2_MACS_peak_278_lociStitched	chr1	23880270	23886572	2	4288	4964.0854	1380.138	2711	0
1_MACS_peak_13015_lociStitched	chr2	153573053	153576258	1	3206	12459.758	790.353	2712	0
2_MACS_peak_11192_lociStitched	chr19	17480663	17486354	2	4325	3400.3725	604.9533	2713	0
1_MACS_peak_12128_lociStitched	chr2	39717658	39721813	1	4156	6267.402	835.155	2714	0
1_MACS_peak_1626_lociStitched	chr1	167188465	167192426	1	3962	8383.0604	1083.3335	2715	0
2_MACS_peak_23635_lociStitched	chr9	125666261	125676375	2	4120	7560.215	1754.779	2716	0
2_MACS_peak_14745_lociStitched	chr22	18110604	18122703	2	3947	9053.6817	1643.0442	2717	0
2_MACS_peak_22385_lociStitched	chr8	67835780	67841287	2	4035	7656.9328	1007.781	2718	0
2_MACS_peak_14406_lociStitched	chr20	62582372	62589399	2	4189	6105.7603	1123.6173	2719	0
2_MACS_peak_14751_lociStitched	chr22	18478996	18485334	2	3964	8302.1462	1039.432	2720	0
1_MACS_peak_14842_lociStitched	chr22	23498026	23501787	1	3762	9793.644	1046.6863	2721	0
2_MACS_peak_9478_lociStitched	chr17	36904828	36909889	2	4208	5998.8033	1272.3354	2722	0
2_MACS_peak_14978_lociStitched	chr22	34314736	34319162	2	4259	4602.1548	647.0812	2723	0
1_MACS_peak_16219_lociStitched	chr3	124552566	124556000	1	3435	11259.7426	670.3168	2724	0
1_MACS_peak_14010_lociStitched	chr20	32580103	32583293	1	3191	12425.688	735.933	2725	0
2_MACS_peak_19822_lociStitched	chr6	45644407	45650934	2	4267	5019.9157	1232.2976	2726	0
2_MACS_peak_23100_lociStitched	chr9	35748019	35758075	2	4195	6443.8848	1596.8928	2727	0
1_MACS_peak_14668_lociStitched	chr21	44817410	44820986	1	3577	10595.688	772.0584	2728	0
2_MACS_peak_3147_lociStitched	chr10	94515372	94521109	2	4291	4256.854	957.5053	2729	0
2_MACS_peak_8421_lociStitched	chr16	30102457	30108429	2	4242	5130.5452	1022.4064	2730	0
2_MACS_peak_20709_lociStitched	chr7	7855091	7861179	2	4328	3393.4512	1017.3048	2731	0
1_MACS_peak_2666_lociStitched	chr10	30816955	30820910	1	3956	7953.9005	703.5945	2732	0
2_MACS_peak_22673_lociStitched	chr8	124755504	124760884	2	4257	4612.812	759.656	2733	0
2_MACS_peak_14875_lociStitched	chr22	24999212	25004969	2	4173	6021.2463	965.4489	2734	0
1_MACS_peak_11949_lociStitched	chr2	20793654	20797372	1	3719	9808.8276	861.4606	2735	0
1_MACS_peak_23653_lociStitched	chr9	126978116	126982104	1	3989	7733.5296	789.2252	2736	0
2_MACS_peak_16505_lociStitched	chr3	158069784	158075273	2	4329	3243.4501	1021.5029	2737	0
2_MACS_peak_24115_lociStitched	chrX	41190508	41194688	2	3834	8607.874	458.128	2738	0
1_MACS_peak_12591_lociStitched	chr2	91726245	91730485	1	4241	5458.152	1424.64	2739	0
2_MACS_peak_23225_lociStitched	chr9	71783334	71791114	2	3900	8863.754	1212.124	2740	0
2_MACS_peak_22952_lociStitched	chr9	5762885	5768912	2	4314	3543.2733	973.9632	2741	0
1_MACS_peak_14975_lociStitched	chr22	33962703	33966557	1	3855	8710.4254	729.1768	2742	0
1_MACS_peak_15860_lociStitched	chr3	56949416	56953382	1	3967	7931.2068	847.1376	2743	0
2_MACS_peak_19830_lociStitched	chr6	45775486	45782721	2	4274	4369.94	970.937	2744	0
3_MACS_peak_4120_lociStitched	chr11	65685454	65696648	3	4236	5539.9106	1483.205	2745	0
2_MACS_peak_11018_lociStitched	chr19	11070341	11075140	2	4185	5583.6365	798.0737	2746	0
1_MACS_peak_16374_lociStitched	chr3	140561500	140565791	1	4292	3680.3907	692.9965	2747	0
1_MACS_peak_18260_lociStitched	chr5	56109673	56113689	1	4017	7222.776	612.0384	2748	0
2_MACS_peak_14236_lociStitched	chr20	48418253	48430643	2	4153	6717.858	1545.033	2749	0
2_MACS_peak_7883_lociStitched	chr15	90433149	90438133	2	4165	6077.988	1056.608	2750	0
2_MACS_peak_23388_lociStitched	chr9	96328626	96340445	2	4203	5597.4784	1154.7163	2751	0
2_MACS_peak_10839_lociStitched	chr19	2697903	2703626	2	4264	4418.156	975.1992	2752	0
2_MACS_peak_3737_lociStitched	chr11	18342734	18354901	2	3918	9126.4667	1713.1136	2753	0
1_MACS_peak_1832_lociStitched	chr1	194797718	194801882	1	4165	6133.9884	1193.4024	2754	0
2_MACS_peak_36_lociStitched	chr1	1606331	1610871	2	4122	6266.108	836.722	2755	0
1_MACS_peak_75_lociStitched	chr1	6051246	6055192	1	3947	7779.1444	642.8034	2756	0
1_MACS_peak_16876_lociStitched	chr3	197475415	197479319	1	3905	8673.9072	1194.624	2757	0
1_MACS_peak_3281_lociStitched	chr10	104554380	104558398	1	4019	7241.2396	761.8128	2758	0
1_MACS_peak_4742_lociStitched	chr11	130029029	130033239	1	4211	4924.437	694.65	2759	0
1_MACS_peak_20422_lociStitched	chr6	139693618	139697649	1	4032	7107.0561	755.0063	2760	0
2_MACS_peak_1873_lociStitched	chr1	201474917	201482388	2	4114	7181.8723	1691.4344	2761	0
1_MACS_peak_19923_lociStitched	chr6	64281272	64284642	1	3371	11254.115	538.526	2762	0
2_MACS_peak_1446_lociStitched	chr1	155435329	155442913	2	4298	4254.624	1697.2992	2763	0
1_MACS_peak_16348_lociStitched	chr3	135913202	135916718	1	3517	10696.7268	722.8896	2764	0
2_MACS_peak_4915_lociStitched	chr12	9891704	9896066	2	4307	3175.9722	884.6136	2765	0
1_MACS_peak_9105_lociStitched	chr17	7588670	7592430	1	3761	9493.248	990.008	2766	0
2_MACS_peak_10105_lociStitched	chr17	75653681	75664237	2	4205	5907.1376	1621.4016	2767	0
2_MACS_peak_10675_lociStitched	chr18	63254144	63260178	2	4298	3170.2636	715.6324	2768	0
2_MACS_peak_11004_lociStitched	chr19	10675658	10680722	2	4217	4873.5936	812.772	2769	0
1_MACS_peak_416_lociStitched	chr1	29506579	29509684	1	3106	12447.6345	598.644	2770	0
2_MACS_peak_2165_lociStitched	chr1	224685025	224692384	2	4182	6076.3263	1504.1796	2771	0
2_MACS_peak_13569_lociStitched	chr2	232468533	232479745	2	4166	5687.8476	900.3236	2772	0
2_MACS_peak_8670_lociStitched	chr16	67514009	67523967	2	4232	5524.6984	1726.7172	2773	0
2_MACS_peak_14959_lociStitched	chr22	32144929	32151247	2	4082	6982.0218	1225.692	2774	0
2_MACS_peak_8099_lociStitched	chr16	3199618	3209893	2	4179	6321.18	1747.7775	2775	0
2_MACS_peak_8372_lociStitched	chr16	28370947	28376927	2	4117	6494.878	1142.778	2776	0
2_MACS_peak_24304_lociStitched	chrX	70330352	70339159	2	4077	6548.0045	763.5669	2777	0
2_MACS_peak_736_lociStitched	chr1	52033976	52042549	2	4214	5403.5619	1402.5428	2778	0
1_MACS_peak_5748_lociStitched	chr12	109057294	109061579	1	4286	3432.7135	849.287	2779	0
2_MACS_peak_8302_lociStitched	chr16	21512090	21519369	2	4267	4689.1318	1682.9048	2780	0
2_MACS_peak_3136_lociStitched	chr10	93851087	93862546	2	4168	6107.647	1461.0225	2781	0
2_MACS_peak_19774_lociStitched	chr6	42980557	42990544	2	4223	5218.2075	1418.154	2782	0
2_MACS_peak_3228_lociStitched	chr10	102098103	102108172	2	4217	5684.9574	1802.351	2783	0
2_MACS_peak_4043_lociStitched	chr11	63948542	63955022	2	4230	4970.16	1310.256	2784	0
1_MACS_peak_4717_lociStitched	chr11	128562391	128566551	1	4161	5338.528	631.072	2785	0
1_MACS_peak_16153_lociStitched	chr3	119011074	119014727	1	3654	9783.4646	703.9331	2786	0
2_MACS_peak_15547_lociStitched	chr3	32464404	32475784	2	4268	4895.676	2034.744	2787	0
2_MACS_peak_7166_lociStitched	chr15	31295658	31307293	2	4192	5946.6485	1730.1245	2788	0
1_MACS_peak_2243_lociStitched	chr1	230201332	230205318	1	3987	7315.9044	740.5988	2789	0
1_MACS_peak_23399_lociStitched	chr9	97621359	97625285	1	3927	7846.111	788.3408	2790	0
1_MACS_peak_20198_lociStitched	chr6	111194182	111198177	1	3996	7376.368	942.82	2791	0
2_MACS_peak_109_lociStitched	chr1	9485070	9489858	2	4241	4189.5	936.5328	2792	0
2_MACS_peak_2004_lociStitched	chr1	208040457	208047507	2	4123	6577.65	1524.21	2793	0
2_MACS_peak_12390_lociStitched	chr2	69058263	69065519	2	4164	5742.3984	1231.3432	2794	0
2_MACS_peak_2588_lociStitched	chr10	22174272	22179386	2	4287	2926.7422	832.0478	2795	0
1_MACS_peak_17476_lociStitched	chr4	100766417	100770544	1	4128	5709.2918	737.9076	2796	0
1_MACS_peak_11479_lociStitched	chr19	42447828	42451735	1	3908	7906.9866	722.4043	2797	0
3_MACS_peak_5098_lociStitched	chr12	31332314	31342163	3	4291	2968.4886	1029.2205	2798	0
2_MACS_peak_15028_lociStitched	chr22	37249053	37258103	2	4187	5939.515	1812.715	2799	0
3_MACS_peak_7103_lociStitched	chr15	23075269	23087454	3	4238	4638.8295	1415.897	2800	0
1_MACS_peak_19384_lociStitched	chr6	16127772	16132024	1	4253	3624.4048	728.3676	2801	0
1_MACS_peak_12755_lociStitched	chr2	111856458	111860315	1	3858	8404.0173	846.6115	2802	0
2_MACS_peak_9315_lociStitched	chr17	27502913	27508137	2	4247	3845.3864	836.8848	2803	0
2_MACS_peak_11330_lociStitched	chr19	34849185	34857424	2	4191	5322.394	1305.0576	2804	0
2_MACS_peak_8376_lociStitched	chr16	28502374	28506594	2	3782	8927.41	829.23	2805	0
2_MACS_peak_3593_lociStitched	chr11	3440287	3445130	2	4246	3783.8359	825.7315	2806	0
1_MACS_peak_1227_lociStitched	chr1	144964445	144968578	1	4134	6153.6237	1371.3294	2807	0
2_MACS_peak_6280_lociStitched	chr13	77453105	77461423	2	4227	4628.1352	1322.562	2808	0
2_MACS_peak_8960_lociStitched	chr17	1296361	1304459	2	4003	7561.1026	1331.3112	2809	0
3_MACS_peak_150_lociStitched	chr1	11984401	11995452	3	4280	3444.5967	1495.2003	2810	0
1_MACS_peak_4784_lociStitched	chr12	859791	863928	1	4138	5578.3308	894.4194	2811	0
3_MACS_peak_861_lociStitched	chr1	66708685	66720102	3	4278	3597.4967	1645.1897	2812	0
1_MACS_peak_3806_lociStitched	chr11	33560841	33564860	1	4020	6816.6259	782.4993	2813	0
1_MACS_peak_2150_lociStitched	chr1	223420269	223424313	1	4045	7104.9036	1334.52	2814	0
2_MACS_peak_11251_lociStitched	chr19	19773505	19780431	2	4046	6817.2618	1061.7558	2815	0
1_MACS_peak_38_lociStitched	chr1	1622792	1625698	1	2907	12947.3924	548.0716	2816	0
2_MACS_peak_13505_lociStitched	chr2	224700910	224707211	2	4225	4020.038	804.6377	2817	0
2_MACS_peak_10652_lociStitched	chr18	60707055	60719043	2	4206	5068.5264	1508.0904	2818	0
1_MACS_peak_17978_lociStitched	chr5	891674	895143	1	3470	10654.6866	722.9396	2819	0
2_MACS_peak_4284_lociStitched	chr11	73489869	73500217	2	3782	9705.3892	1703.2808	2820	0
1_MACS_peak_19168_lociStitched	chr5	179124558	179127362	1	2805	13361.3404	633.704	2821	0
1_MACS_peak_2205_lociStitched	chr1	226924696	226928505	1	3810	8846.7834	1057.3784	2822	0
1_MACS_peak_12299_lociStitched	chr2	62531009	62535254	1	4246	3486.843	832.02	2823	0
2_MACS_peak_24168_lociStitched	chrX	48325707	48335463	2	4141	5241.8988	729.7488	2824	0
1_MACS_peak_17926_lociStitched	chr4	186316039	186319805	1	3767	8733.7306	646.9988	2825	0
1_MACS_peak_21385_lociStitched	chr7	99887033	99891000	1	3968	7327.4457	874.7235	2826	0
2_MACS_peak_22743_lociStitched	chr8	131053473	131058945	2	4050	6482.6784	867.312	2827	0
2_MACS_peak_18710_lociStitched	chr5	131963882	131976453	2	4201	5220.7363	1688.2853	2828	0
2_MACS_peak_18394_lociStitched	chr5	75620892	75628635	2	4233	3808.7817	932.2572	2829	0
2_MACS_peak_7572_lociStitched	chr15	66678411	66683178	2	4219	3972.3411	816.5871	2830	0
2_MACS_peak_16516_lociStitched	chr3	158745983	158757202	2	4259	4030.9867	1844.4036	2831	0
2_MACS_peak_14911_lociStitched	chr22	29597572	29602658	2	4196	4427.363	850.3792	2832	0
2_MACS_peak_23999_lociStitched	chrX	13751779	13761368	2	4125	5519.4284	851.5032	2833	0
1_MACS_peak_16555_lociStitched	chr3	167966013	167970155	1	4143	5684.895	1289.4046	2834	0
1_MACS_peak_13323_lociStitched	chr2	201726644	201730212	1	3569	10199.8416	887.3616	2835	0
2_MACS_peak_10659_lociStitched	chr18	60853240	60860926	2	4218	4266.4986	1144.4454	2836	0
2_MACS_peak_7924_lociStitched	chr15	92395471	92401409	2	4166	4974.2626	931.6722	2837	0
2_MACS_peak_14624_lociStitched	chr21	42791365	42799121	2	4033	7472.1304	1738.1196	2838	0
3_MACS_peak_16110_lociStitched	chr3	112011941	112023603	3	4241	4193.6552	1630.3476	2839	0
2_MACS_peak_5700_lociStitched	chr12	104349875	104360663	2	4109	6498.6912	1673.2188	2840	0
1_MACS_peak_22738_lociStitched	chr8	130763652	130767233	1	3582	10187.5869	972.2415	2841	0
2_MACS_peak_7278_lociStitched	chr15	40615857	40622252	2	4236	3587.595	1023.8395	2842	0
3_MACS_peak_17188_lociStitched	chr4	42640702	42648817	3	4260	3041.502	1195.3395	2843	0
2_MACS_peak_8175_lociStitched	chr16	10830781	10838878	2	4140	5709.1947	1378.1094	2844	0
2_MACS_peak_23076_lociStitched	chr9	34636515	34647844	2	4080	7155.3964	2034.6884	2845	0
1_MACS_peak_12734_lociStitched	chr2	110781312	110785505	1	4194	4135.9752	717.8416	2846	0
2_MACS_peak_10559_lociStitched	chr18	47806845	47815061	2	3976	7976.0928	1750.008	2847	0
1_MACS_peak_1639_lociStitched	chr1	167903941	167907473	1	3533	10773.3064	1336.1556	2848	0
3_MACS_peak_6291_lociStitched	chr13	78593463	78606735	3	4191	4984.9632	1580.6952	2849	0
2_MACS_peak_15065_lociStitched	chr22	38594719	38600005	2	4199	4092.4212	860.0322	2850	0
3_MACS_peak_17007_lociStitched	chr4	10008407	10021738	3	4200	5441.7142	2239.608	2851	0
2_MACS_peak_16228_lociStitched	chr3	125480731	125486821	2	4110	5654.565	1014.594	2852	0
2_MACS_peak_23319_lociStitched	chr9	92167493	92171741	2	4190	4078.08	706.4424	2853	0
1_MACS_peak_10496_lociStitched	chr18	42338008	42341981	1	3974	6867.3305	694.8777	2854	0
2_MACS_peak_4711_lociStitched	chr11	128337283	128341672	2	4213	3809.2131	953.2908	2855	0
2_MACS_peak_5363_lociStitched	chr12	56613776	56619033	2	4148	5091.9302	1062.9654	2856	0
2_MACS_peak_9842_lociStitched	chr17	57922121	57931197	2	4046	6556.5024	1177.1572	2857	0
1_MACS_peak_1783_lociStitched	chr1	185284529	185287737	1	3209	12084.8568	1066.66	2858	0
2_MACS_peak_11487_lociStitched	chr19	42720431	42725334	2	4105	5746.8063	1101.2138	2859	0
1_MACS_peak_13375_lociStitched	chr2	204662803	204666883	1	4081	5765.04	816	2860	0
3_MACS_peak_10644_lociStitched	chr18	60189212	60194626	3	4187	4048.5892	713.5652	2861	0
1_MACS_peak_3632_lociStitched	chr11	7532062	7535961	1	3900	7615.9167	831.6567	2862	0
1_MACS_peak_2191_lociStitched	chr1	226248804	226252386	1	3583	9876.2904	814.905	2863	0
1_MACS_peak_10754_lociStitched	chr19	923726	927410	1	3685	9063.7452	652.4364	2864	0
2_MACS_peak_15930_lociStitched	chr3	69369358	69376956	2	4195	3993.5088	915.559	2865	0
2_MACS_peak_17063_lociStitched	chr4	18205752	18217383	2	4160	5221.1559	1491.0942	2866	0
2_MACS_peak_19954_lociStitched	chr6	74288982	74296680	2	4220	3784.3368	1284.0264	2867	0
1_MACS_peak_4128_lociStitched	chr11	65818626	65822469	1	3844	7962.3117	724.7898	2868	0
2_MACS_peak_7293_lociStitched	chr15	41046264	41057231	2	4063	6724.9644	1663.6939	2869	0
1_MACS_peak_19943_lociStitched	chr6	73329469	73333566	1	4098	5556.7611	954.601	2870	0
1_MACS_peak_5349_lociStitched	chr12	56320073	56324211	1	4139	4862.5638	876.4284	2871	0
1_MACS_peak_23255_lociStitched	chr9	77701000	77704608	1	3609	9346.524	492.8528	2872	0
2_MACS_peak_15197_lociStitched	chr22	42465801	42476786	2	3802	9283.4235	1761.994	2873	0
2_MACS_peak_10181_lociStitched	chr17	79258586	79270394	2	3873	8720.208	1773.5616	2874	0
1_MACS_peak_541_lociStitched	chr1	38493172	38497273	1	4102	5173.0014	654.9297	2875	0
1_MACS_peak_21596_lociStitched	chr7	121183645	121187838	1	4194	4067.6293	1104.8555	2876	0
1_MACS_peak_18185_lociStitched	chr5	43064192	43068045	1	3854	7926.7769	837.2569	2877	0
1_MACS_peak_14238_lociStitched	chr20	48531070	48534318	1	3249	11425.8144	670.0624	2878	0
2_MACS_peak_15725_lociStitched	chr3	48480661	48489185	2	4126	5365.858	1224.0464	2879	0
2_MACS_peak_23363_lociStitched	chr9	95478634	95485044	2	4207	3754.978	1138.416	2880	0
3_MACS_peak_18991_lociStitched	chr5	158758084	158773645	3	4166	5709.3309	2265.6816	2881	0
1_MACS_peak_20018_lociStitched	chr6	87185766	87189523	1	3758	8553.5619	750.6486	2882	0
2_MACS_peak_17644_lociStitched	chr4	129473412	129481533	2	4064	6076.9443	1137.7521	2883	0
2_MACS_peak_2173_lociStitched	chr1	225628936	225633926	2	4081	6213.548	1497.499	2884	0
2_MACS_peak_5177_lociStitched	chr12	45608754	45618711	2	4134	5365.8273	1421.8596	2885	0
2_MACS_peak_2069_lociStitched	chr1	212731381	212741154	2	3864	9064.4575	2110.968	2886	0
2_MACS_peak_3248_lociStitched	chr10	103574611	103579294	2	4096	5421.0408	925.8291	2887	0
2_MACS_peak_5832_lociStitched	chr12	116970927	116977624	2	4123	4607.536	526.3842	2888	0
1_MACS_peak_18217_lociStitched	chr5	53940116	53944050	1	3935	7006.0606	711.2672	2889	0
1_MACS_peak_3535_lociStitched	chr11	534294	538457	1	4164	3996.0637	696.4699	2890	0
1_MACS_peak_15928_lociStitched	chr3	69289376	69293531	1	4156	4251.8115	811.887	2891	0
