#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuperStretch
3_MACS_peak_19824_lociStitched	chr6	45672529	45683903	3	11294	22575.1152	2223.617	284	1
4_MACS_peak_18692_lociStitched	chr5	131418420	131441804	4	10381	30525.4736	3872.3904	285	1
4_MACS_peak_1919_lociStitched	chr1	203706628	203735898	4	11128	27472.822	5921.321	286	1
4_MACS_peak_2752_lociStitched	chr10	45913653	45931582	4	10632	27555.0801	2723.4151	288	1
3_MACS_peak_14140_lociStitched	chr20	42569475	42585482	3	11762	17753.3637	2962.8957	289	1
3_MACS_peak_24102_lociStitched	chrX	39953209	39969471	3	11778	15611.52	1180.6212	290	1
6_MACS_peak_4046_lociStitched	chr11	63992814	64019947	6	11717	19701.2713	4628.8898	291	1
2_MACS_peak_14157_lociStitched	chr20	43270360	43282290	2	11151	23034.444	2479.054	292	1
4_MACS_peak_20350_lociStitched	chr6	135322985	135343829	4	11428	20249.946	2755.5768	294	1
2_MACS_peak_20836_lociStitched	chr7	26001699	26011710	2	9578	32283.4728	2392.629	295	1
2_MACS_peak_21428_lociStitched	chr7	101921972	101935830	2	11392	19575.8108	2368.3322	296	1
1_MACS_peak_18471_lociStitched	chr5	88175222	88186705	1	11484	18150.0298	2076.1264	297	1
2_MACS_peak_13196_lociStitched	chr2	182168517	182179939	2	11381	19039.3318	1909.7584	298	1
5_MACS_peak_19601_lociStitched	chr6	31773851	31804728	5	11589	19619.2458	4934.1446	299	1
2_MACS_peak_18703_lociStitched	chr5	131790581	131804218	2	11276	20910.9758	2994.6852	300	1
4_MACS_peak_1759_lociStitched	chr1	183865321	183885659	4	11568	19056.706	4427.5826	301	1
3_MACS_peak_15102_lociStitched	chr22	39459073	39474362	3	11431	18525.6813	2363.6794	302	1
3_MACS_peak_4100_lociStitched	chr11	65336334	65356974	3	11343	20326.272	3702.816	307	1
4_MACS_peak_10065_lociStitched	chr17	74476181	74498446	4	10842	24660.714	3671.4985	308	1
3_MACS_peak_9620_lociStitched	chr17	42275443	42299854	3	11472	18012.8769	3764.1762	309	1
2_MACS_peak_17886_lociStitched	chr4	185201025	185210873	2	8740	34006.1288	1846.5	310	1
2_MACS_peak_1974_lociStitched	chr1	206727996	206739430	2	11296	19325.7468	3632.5818	311	1
2_MACS_peak_14614_lociStitched	chr21	41295790	41309690	2	9251	33397.53	3668.21	312	1
5_MACS_peak_8408_lociStitched	chr16	29815576	29833568	5	11094	21117.2104	3494.0464	313	1
2_MACS_peak_276_lociStitched	chr1	23850312	23867218	2	10065	28305.7158	3012.6492	314	1
4_MACS_peak_6841_lociStitched	chr14	77487844	77507615	4	11274	17434.0678	1779.39	315	1
1_MACS_peak_20052_lociStitched	chr6	90059362	90069969	1	10608	23758.6193	2187.1634	316	1
2_MACS_peak_13339_lociStitched	chr2	202116240	202128083	2	10475	24605.0168	2144.7673	317	1
2_MACS_peak_21549_lociStitched	chr7	114561342	114573953	2	9645	29952.3861	2596.6049	318	1
2_MACS_peak_23351_lociStitched	chr9	94181280	94192606	2	11238	17300.465	1845.0054	319	1
4_MACS_peak_7887_lociStitched	chr15	90574096	90591839	4	11315	17421.8517	2932.9179	320	1
2_MACS_peak_9944_lociStitched	chr17	66230117	66245388	2	9070	32686.0484	2692.2773	321	1
2_MACS_peak_3436_lociStitched	chr10	125151241	125163834	2	10589	22881.481	1989.694	322	1
4_MACS_peak_4366_lociStitched	chr11	82764680	82790348	4	10701	24130.4868	4525.2684	324	1
2_MACS_peak_1948_lociStitched	chr1	205242459	205258909	2	10358	26762.505	4648.77	325	1
3_MACS_peak_20772_lociStitched	chr7	20476421	20490056	3	10845	19912.554	1992.0735	329	1
2_MACS_peak_6447_lociStitched	chr13	115039365	115048765	2	9003	31067	1514.34	330	1
2_MACS_peak_15077_lociStitched	chr22	38782560	38795649	2	11191	16047.114	1959.4233	332	1
1_MACS_peak_19631_lociStitched	chr6	32934883	32941784	1	6902	38611.095	1627.2558	333	1
2_MACS_peak_18778_lociStitched	chr5	138719864	138730546	2	9835	27257.2594	2529.4976	334	1
4_MACS_peak_13271_lociStitched	chr2	197033399	197048550	4	10963	18350.8912	2728.6951	335	1
5_MACS_peak_10803_lociStitched	chr19	2031641	2062720	5	10781	23629.3637	6340.116	336	1
2_MACS_peak_14329_lociStitched	chr20	56047418	56058001	2	9800	26488.1907	2070.0348	338	1
3_MACS_peak_21183_lociStitched	chr7	74057169	74076765	3	10866	18751.4124	2688.5712	340	1
1_MACS_peak_9500_lociStitched	chr17	37909279	37916458	1	7180	37231.7298	1651.17	341	1
1_MACS_peak_12534_lociStitched	chr2	86219525	86229126	1	9602	27250.5183	2091.0978	343	1
2_MACS_peak_17990_lociStitched	chr5	1335287	1346358	2	8737	31798.1262	2231.9136	344	1
2_MACS_peak_7550_lociStitched	chr15	65173776	65189347	2	9465	27965.516	2626.8277	347	1
3_MACS_peak_18121_lociStitched	chr5	32530719	32544093	3	10793	17886.3876	2666.7756	348	1
3_MACS_peak_14678_lociStitched	chr21	45194990	45210529	3	10656	20739.9033	4211.069	349	1
2_MACS_peak_15672_lociStitched	chr3	46245838	46257303	2	10034	24286.3095	2654.1475	350	1
1_MACS_peak_3936_lociStitched	chr11	58340120	58347956	1	7837	33793.5336	1481.7876	353	1
3_MACS_peak_14447_lociStitched	chr21	19151720	19166771	3	10643	18008.5215	2289.2571	354	1
2_MACS_peak_16641_lociStitched	chr3	178230343	178241193	2	10532	19143.74	2713.585	355	1
4_MACS_peak_5188_lociStitched	chr12	46764510	46785436	4	10640	18331.176	3113.7888	356	1
3_MACS_peak_19299_lociStitched	chr6	7959750	7978181	3	10274	21061.1037	2753.5914	358	1
1_MACS_peak_13557_lociStitched	chr2	231729289	231739706	1	10418	17937.0323	1050.0336	359	1
1_MACS_peak_3967_lociStitched	chr11	60602310	60612968	1	10659	16482.597	2216.864	361	1
3_MACS_peak_1293_lociStitched	chr1	149203734	149225536	3	7813	37534.3232	6165.6056	364	1
2_MACS_peak_21928_lociStitched	chr8	1990820	2000106	2	7541	33886.4712	1746.6966	366	1
3_MACS_peak_13021_lociStitched	chr2	157188112	157207822	3	8772	29117.583	2400.678	370	1
3_MACS_peak_11753_lociStitched	chr19	56329013	56351158	3	9924	22561.326	3171.164	371	1
5_MACS_peak_11746_lociStitched	chr19	56145818	56167788	5	10284	19575.27	3299.894	372	1
2_MACS_peak_1458_lociStitched	chr1	155939639	155952093	2	9946	22667.5254	3560.5986	373	1
2_MACS_peak_22793_lociStitched	chr8	137189365	137201300	2	10435	16623.068	2221.1035	374	1
2_MACS_peak_12584_lociStitched	chr2	89049534	89066032	2	9251	26373.7028	2893.7492	376	1
4_MACS_peak_11233_lociStitched	chr19	19050260	19061773	4	10052	19456.97	1852.4417	378	1
3_MACS_peak_19705_lociStitched	chr6	36633965	36652015	3	10055	20141.995	2888	380	1
2_MACS_peak_16855_lociStitched	chr3	196358102	196371056	2	9713	23002.4178	3242.3862	383	1
2_MACS_peak_1410_lociStitched	chr1	154755459	154765930	2	9611	23485.4059	3019.8364	384	1
5_MACS_peak_4848_lociStitched	chr12	6552073	6580881	5	10243	19606.7248	4701.4656	385	1
1_MACS_peak_7894_lociStitched	chr15	90637292	90646631	1	9340	24107.6946	1959.3222	386	1
1_MACS_peak_19819_lociStitched	chr6	45386606	45395592	1	8987	25547.198	1346.1028	388	1
3_MACS_peak_10813_lociStitched	chr19	2254727	2271936	3	9796	22564.4408	3920.2102	389	1
2_MACS_peak_14890_lociStitched	chr22	26974927	26992414	2	10152	18114.7833	2976.2874	393	1
2_MACS_peak_22202_lociStitched	chr8	33409809	33425399	2	8802	27340.183	2658.095	398	1
4_MACS_peak_9259_lociStitched	chr17	20204821	20221701	4	10159	17045.424	2337.88	399	1
3_MACS_peak_5475_lociStitched	chr12	68751982	68770291	3	9994	19427.6799	3185.766	400	1
4_MACS_peak_18464_lociStitched	chr5	87954687	87976874	4	9434	23400.6289	3470.0468	403	1
4_MACS_peak_9082_lociStitched	chr17	7136719	7156659	4	9859	19453.464	3060.79	404	1
4_MACS_peak_10771_lociStitched	chr19	1258577	1277309	4	9513	23396.268	4169.7432	405	1
4_MACS_peak_12315_lociStitched	chr2	64430679	64456338	4	9973	18864.4968	3992.5404	408	1
3_MACS_peak_4199_lociStitched	chr11	67760492	67778652	3	9819	19427.568	3326.912	411	1
2_MACS_peak_22117_lociStitched	chr8	26428318	26437451	2	9052	23500.1223	1769.9754	413	1
3_MACS_peak_1865_lociStitched	chr1	200850717	200863738	3	8500	28044.6298	3173.2177	414	1
4_MACS_peak_9240_lociStitched	chr17	19204458	19221496	4	9994	16595.012	2601.7026	415	1
2_MACS_peak_2728_lociStitched	chr10	43890527	43906028	2	8587	26734.5747	2483.2602	416	1
3_MACS_peak_14257_lociStitched	chr20	50015694	50032796	3	9853	17556.9132	2437.035	417	1
2_MACS_peak_16773_lociStitched	chr3	186780474	186792458	2	8130	30039.0944	3594.0016	418	1
3_MACS_peak_3272_lociStitched	chr10	104401258	104421929	3	9741	19374.9283	3266.018	419	1
3_MACS_peak_16563_lociStitched	chr3	169656776	169668117	3	9898	16988.818	2431.5104	420	1
2_MACS_peak_10172_lociStitched	chr17	78873568	78887096	2	8128	28602.2504	2206.4168	421	1
3_MACS_peak_4689_lociStitched	chr11	126173106	126189657	3	9913	17158.4217	3010.6269	424	1
2_MACS_peak_4558_lociStitched	chr11	115125572	115137344	2	9037	23038.9812	1810.5336	426	1
3_MACS_peak_6428_lociStitched	chr13	114581687	114594855	3	9443	20785.688	2446.6144	427	1
3_MACS_peak_19766_lociStitched	chr6	42737863	42752332	3	8047	28337.5365	1947.5274	430	1
3_MACS_peak_10987_lociStitched	chr19	10329576	10347981	3	9684	18570.645	3025.782	433	1
1_MACS_peak_7623_lociStitched	chr15	70387110	70396876	1	9767	16066.0466	1611.39	434	1
2_MACS_peak_21843_lociStitched	chr7	150100720	150113895	2	7481	31680.605	3301.655	435	1
3_MACS_peak_19721_lociStitched	chr6	37121702	37140496	3	9601	18156.8834	2625.5218	441	1
3_MACS_peak_14839_lociStitched	chr22	23477837	23488756	3	9353	19813.6174	2344.3093	443	1
4_MACS_peak_18919_lociStitched	chr5	150459419	150475540	4	9640	17475.164	2659.965	444	1
3_MACS_peak_16231_lociStitched	chr3	125548617	125560883	3	9244	20502.619	2665.4018	450	1
1_MACS_peak_2671_lociStitched	chr10	30989336	30996986	1	7651	28588.05	1608.795	451	1
2_MACS_peak_1366_lociStitched	chr1	152006491	152021827	2	9172	22395.1608	4031.8344	452	1
2_MACS_peak_23777_lociStitched	chr9	132646226	132657745	2	8103	26816.232	2029.6478	453	1
2_MACS_peak_9025_lociStitched	chr17	4268258	4281180	2	9357	18689.0886	2121.7924	454	1
2_MACS_peak_8909_lociStitched	chr16	89033345	89046106	2	8863	21124.5594	1134.4529	457	1
2_MACS_peak_12956_lociStitched	chr2	137132867	137142820	2	8162	26084.8224	2058.2804	458	1
3_MACS_peak_10114_lociStitched	chr17	76139310	76152500	3	8934	21647.428	2254.171	460	1
2_MACS_peak_20137_lociStitched	chr6	106585373	106595808	2	9028	20778.172	2171.5235	461	1
3_MACS_peak_7935_lociStitched	chr15	93346275	93364509	3	8996	21541.6476	2986.7292	463	1
2_MACS_peak_5954_lociStitched	chr12	125398251	125412580	2	9369	17009.9559	1541.8004	464	1
2_MACS_peak_16841_lociStitched	chr3	195621242	195637443	2	8164	27729.6316	4097.2329	465	1
4_MACS_peak_19653_lociStitched	chr6	33537809	33559071	4	9335	19061.383	3497.599	467	1
2_MACS_peak_22812_lociStitched	chr8	142126374	142140717	2	9193	19097.7045	2336.4747	468	1
4_MACS_peak_4063_lociStitched	chr11	64611160	64634273	4	9426	18081.2999	3698.08	470	1
2_MACS_peak_16634_lociStitched	chr3	177068667	177080333	2	9248	18382.1162	3199.9838	475	1
1_MACS_peak_2847_lociStitched	chr10	63802950	63812185	1	9236	17038.575	1928.268	477	1
1_MACS_peak_20139_lociStitched	chr6	106610172	106617495	1	7324	28349.5299	1762.6461	481	1
2_MACS_peak_15084_lociStitched	chr22	39095390	39103869	2	7448	27581.3391	1588.9646	482	1
4_MACS_peak_11159_lociStitched	chr19	16544729	16561491	4	9217	17476.0612	2608.1672	484	1
4_MACS_peak_15135_lociStitched	chr22	39910944	39929242	4	8873	21225.68	3707.1748	488	1
2_MACS_peak_17139_lociStitched	chr4	38124208	38136218	2	8835	19984.64	2331.141	490	1
1_MACS_peak_7700_lociStitched	chr15	75334548	75341877	1	7330	27952.806	1836.6474	491	1
3_MACS_peak_4192_lociStitched	chr11	67644799	67654505	3	8345	22410.1834	1730.5798	494	1
4_MACS_peak_15320_lociStitched	chr22	50962528	50983193	4	8863	19689.612	3093.5505	500	1
3_MACS_peak_9300_lociStitched	chr17	27037508	27056533	3	8753	20257.82	3333.18	507	1
1_MACS_peak_22630_lociStitched	chr8	118449721	118457622	1	7902	23620.8296	1386.6255	510	1
2_MACS_peak_23338_lociStitched	chr9	93698909	93708644	2	8187	22188.012	1795.134	514	1
1_MACS_peak_3345_lociStitched	chr10	112255883	112264770	1	8888	17135.9134	1930.2564	516	1
1_MACS_peak_3579_lociStitched	chr11	2792720	2801563	1	8844	17120.048	1585.5499	518	1
3_MACS_peak_3969_lociStitched	chr11	60672643	60683997	3	8794	17990.413	2461.5472	521	1
3_MACS_peak_15304_lociStitched	chr22	50623437	50640728	3	8912	16569.9653	2249.5591	523	1
1_MACS_peak_9507_lociStitched	chr17	38016649	38025126	1	8478	19603.9102	1788.647	524	1
3_MACS_peak_14870_lociStitched	chr22	24819695	24831776	3	8374	20534.0757	2051.3538	526	1
3_MACS_peak_4630_lociStitched	chr11	120368070	120383029	3	8824	15935.8227	1756.1866	530	1
3_MACS_peak_6436_lociStitched	chr13	114863417	114877638	3	8269	20475.3958	2010.8494	532	1
2_MACS_peak_12732_lociStitched	chr2	110744781	110760380	2	8354	19980.7591	2165.1412	534	1
3_MACS_peak_15426_lociStitched	chr3	13455177	13470739	3	8000	22457.5222	2424.5596	539	1
2_MACS_peak_6619_lociStitched	chr14	50465373	50476583	2	7866	21832.596	1153.509	540	1
3_MACS_peak_10230_lociStitched	chr17	80405894	80424007	3	8032	23157.4705	3579.1288	542	1
2_MACS_peak_13029_lociStitched	chr2	158295254	158310822	2	8549	18239.4688	2437.9488	543	1
3_MACS_peak_24614_lociStitched	chrX	153235599	153252404	3	8178	19873.593	1341.039	544	1
2_MACS_peak_9043_lociStitched	chr17	4842244	4854556	2	7581	24186.924	2261.7144	548	1
2_MACS_peak_2553_lociStitched	chr10	15826039	15834600	2	7573	23286.7761	1344.9331	550	1
4_MACS_peak_9199_lociStitched	chr17	17725465	17744790	4	8648	17494.9225	2894.885	552	1
1_MACS_peak_13450_lociStitched	chr2	217080536	217088869	1	8334	18788.4151	1757.4297	555	1
2_MACS_peak_10025_lociStitched	chr17	73628883	73643778	2	8207	19758.2175	2152.3275	559	1
2_MACS_peak_18852_lociStitched	chr5	142774753	142785741	2	8221	18881.7792	1450.416	560	1
1_MACS_peak_1099_lociStitched	chr1	111172967	111181275	1	8309	17200.8832	1099.9792	568	1
3_MACS_peak_23521_lociStitched	chr9	112669119	112683285	3	8012	20632.779	2432.3022	569	1
3_MACS_peak_509_lociStitched	chr1	36614146	36627395	3	8401	17459.5322	2186.085	570	1
3_MACS_peak_8851_lociStitched	chr16	84132624	84151795	3	8427	15821.8263	1320.8819	576	1
2_MACS_peak_14584_lociStitched	chr21	37906294	37916973	2	7519	23001.4981	2573.639	582	1
2_MACS_peak_1993_lociStitched	chr1	207092525	207105328	2	8086	20262.0278	3605.3248	585	1
1_MACS_peak_20766_lociStitched	chr7	20254542	20262405	1	7864	19875.3051	1744.0134	586	1
2_MACS_peak_24185_lociStitched	chrX	48793558	48804591	2	7589	21044.3442	1298.5841	587	1
2_MACS_peak_11141_lociStitched	chr19	16180424	16191690	2	7593	21308.5124	1750.7364	588	1
4_MACS_peak_22879_lociStitched	chr8	145732865	145754828	4	8339	17153.103	3033.0903	591	1
2_MACS_peak_20348_lociStitched	chr6	135190465	135204186	2	7470	22612.208	2538.385	594	1
2_MACS_peak_10091_lociStitched	chr17	75229238	75244083	2	8169	17757.589	2505.836	597	1
1_MACS_peak_8951_lociStitched	chr17	977250	985456	1	8207	15675.9218	1402.4054	602	1
2_MACS_peak_10099_lociStitched	chr17	75434847	75443006	2	7317	21591.9776	1383.7664	606	1
2_MACS_peak_325_lociStitched	chr1	25869584	25879094	2	7628	19971	1708.947	608	1
1_MACS_peak_5686_lociStitched	chr12	102870885	102879083	1	8199	15601.6138	1687.1484	609	1
2_MACS_peak_11460_lociStitched	chr19	41801678	41817081	2	8057	18013.8085	2982.0208	615	1
3_MACS_peak_11672_lociStitched	chr19	50369468	50381995	3	7610	20749.7228	2547.9918	617	1
2_MACS_peak_21714_lociStitched	chr7	134842887	134857318	2	8056	17592.8321	3203.682	625	1
1_MACS_peak_9475_lociStitched	chr17	36856431	36863516	1	7086	21732.529	1344.0245	635	1
2_MACS_peak_14530_lociStitched	chr21	34745740	34757310	2	7945	17376.983	2653.001	637	1
3_MACS_peak_14527_lociStitched	chr21	34696150	34712591	3	7947	18527.3629	3875.1437	639	1
1_MACS_peak_868_lociStitched	chr1	66795801	66803529	1	7729	18085.0656	1768.9392	640	1
2_MACS_peak_2220_lociStitched	chr1	228268945	228279346	2	7897	17635.9356	2662.656	641	1
1_MACS_peak_21684_lociStitched	chr7	130789961	130797133	1	7173	21226.2512	1742.796	646	1
1_MACS_peak_15433_lociStitched	chr3	14161152	14168460	1	7309	20288.4696	1666.224	648	1
1_MACS_peak_20305_lociStitched	chr6	130003212	130010784	1	7573	18203.088	1437.9228	651	1
2_MACS_peak_8994_lociStitched	chr17	2294583	2306218	2	7307	20468.292	1993.0755	652	1
3_MACS_peak_9211_lociStitched	chr17	18217109	18236105	3	7537	20055.9768	3278.7096	656	1
1_MACS_peak_16529_lociStitched	chr3	160116156	160123537	1	7382	19182.4809	1468.0809	658	1
1_MACS_peak_14199_lociStitched	chr20	45979904	45987342	1	7439	18851.611	1556.7734	660	1
2_MACS_peak_254_lociStitched	chr1	21615534	21622626	2	6907	21661.8048	1350.3168	662	1
3_MACS_peak_10219_lociStitched	chr17	80249775	80259980	3	6979	21977.488	2052.2255	663	1
1_MACS_peak_22235_lociStitched	chr8	38237438	38245065	1	7628	17207.2747	1345.4028	665	1
2_MACS_peak_317_lociStitched	chr1	25346966	25359227	2	7236	20073.7092	1666.2699	666	1
2_MACS_peak_12774_lociStitched	chr2	112482416	112494752	2	7828	15764.1744	1789.9536	668	1
2_MACS_peak_1414_lociStitched	chr1	154821450	154835734	2	7028	22231.6176	3065.3464	671	1
2_MACS_peak_11143_lociStitched	chr19	16221423	16231839	2	6902	21831.936	2041.536	674	1
2_MACS_peak_11405_lociStitched	chr19	39338761	39348828	2	7442	18552.4743	2033.534	676	1
2_MACS_peak_14639_lociStitched	chr21	43527181	43541160	2	7491	19467.1554	3321.4104	679	1
3_MACS_peak_23662_lociStitched	chr9	127622924	127635908	3	7703	16689.6336	2195.5944	680	1
2_MACS_peak_18475_lociStitched	chr5	88595747	88611578	2	7741	16788.7755	2741.9292	684	1
2_MACS_peak_9017_lociStitched	chr17	3813351	3821194	2	7506	16665.5907	1544.2867	700	1
1_MACS_peak_1208_lociStitched	chr1	143461391	143468705	1	7315	19851.6588	3607.2648	706	1
2_MACS_peak_12739_lociStitched	chr2	111126567	111141873	2	7222	18947.2974	2194.8804	708	1
1_MACS_peak_22778_lociStitched	chr8	134508347	134515349	1	7003	19350.7272	1564.2468	717	1
1_MACS_peak_5381_lociStitched	chr12	57076642	57083864	1	7223	17339.2998	1266.7388	728	1
3_MACS_peak_13903_lociStitched	chr20	23329940	23344206	3	7449	16825.3204	2426.6466	730	1
2_MACS_peak_399_lociStitched	chr1	28831485	28846134	2	7379	16817.052	2469.8214	739	1
2_MACS_peak_21653_lociStitched	chr7	128572287	128582224	2	7251	18035.655	2800.2466	740	1
2_MACS_peak_20834_lociStitched	chr7	25979919	25992244	2	7139	17856.46	1867.2375	742	1
1_MACS_peak_1758_lociStitched	chr1	183808944	183815760	1	6817	19707.1008	1806.9216	746	1
1_MACS_peak_4584_lociStitched	chr11	117877675	117884621	1	6947	18402.0378	1442.6842	750	1
2_MACS_peak_16161_lociStitched	chr3	119354554	119362801	2	6877	18705.0207	1552.9101	764	1
2_MACS_peak_16295_lociStitched	chr3	129892873	129900527	2	7037	17620.2734	1531.5654	765	1
2_MACS_peak_16940_lociStitched	chr4	4029594	4037237	2	6850	18343.2	1485.0349	772	1
2_MACS_peak_23234_lociStitched	chr9	73026478	73036517	2	6911	16333.453	1689.5637	823	1
1_MACS_peak_17698_lociStitched	chr4	144274708	144281633	1	6926	15589.56	1294.2825	827	1
1_MACS_peak_22779_lociStitched	chr8	134579263	134586090	1	6828	16408.6945	1637.7973	834	1
1_MACS_peak_23459_lociStitched	chr9	102580710	102587620	1	6911	15456.979	1320.501	836	1
