REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_1932_lociStitched	chr1	204474577	204492246	4	11750	30904.8479	4410.1824	188	MDM4	PIK3C2B	MDM4	188	1
2_MACS_peak_16773_lociStitched	chr3	186780474	186792458	2	8130	30039.0944	3594.0016	189	ST6GAL1		ST6GAL1	189	1
2_MACS_peak_10172_lociStitched	chr17	78873568	78887096	2	8128	28602.2504	2206.4168	190	RPTOR		CHMP6	190	1
3_MACS_peak_19766_lociStitched	chr6	42737863	42752332	3	8047	28337.5365	1947.5274	191		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	191	1
4_MACS_peak_11618_lociStitched	chr19	48879849	48902448	4	11056	29360.6208	3132.2214	192	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	192	1
6_MACS_peak_11470_lociStitched	chr19	42027358	42062362	6	22121	32329.6944	6195.708	193		CEACAM21	CEACAM21	193	1
1_MACS_peak_7700_lociStitched	chr15	75334548	75341877	1	7330	27952.806	1836.6474	194	PPCDC	SCAMP5	PPCDC	194	1
2_MACS_peak_16817_lociStitched	chr3	194022224	194034287	2	6759	28860.7275	2749.1577	195	LOC100131551	CPN2	LOC100131551	195	1
4_MACS_peak_17947_lociStitched	chr4	187749029	187776132	4	12384	30030.124	3948.9071	196			FAT1	196	1
4_MACS_peak_20989_lociStitched	chr7	44661805	44680287	4	14252	29373.4426	3319.3672	197	OGDH	DDX56,TMED4	OGDH	197	1
1_MACS_peak_16283_lociStitched	chr3	129026473	129037632	1	11160	28124.0277	2113.5146	198	C3orf47,H1FX	C3orf37	C3orf47	198	1
2_MACS_peak_15084_lociStitched	chr22	39095390	39103869	2	7448	27581.3391	1588.9646	199	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	199	1
1_MACS_peak_4738_lociStitched	chr11	129871030	129874416	1	3387	26629.5356	863.43	200	NCRNA00167,PRDM10		PRDM10	200	1
6_MACS_peak_5916_lociStitched	chr12	123355281	123387110	6	21279	28295.981	2711.8308	201	VPS37B	HIP1R	VPS37B	201	1
2_MACS_peak_16813_lociStitched	chr3	193847595	193860505	2	12570	28563.375	3013.194	202	HES1		HES1	202	1
1_MACS_peak_16579_lociStitched	chr3	170072278	170076809	1	4532	26356.3739	870.4051	203	SKIL	SKIL	SKIL	203	1
3_MACS_peak_19595_lociStitched	chr6	31694438	31709479	3	11743	28337.244	2929.9868	204	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	204	1
1_MACS_peak_11459_lociStitched	chr19	41767759	41772357	1	4599	26402.6356	1022.5952	205	HNRNPUL1	AXL,CCDC97	HNRNPUL1	205	1
2_MACS_peak_7550_lociStitched	chr15	65173776	65189347	2	9465	27965.516	2626.8277	206		PLEKHO2,ANKDD1A	ANKDD1A	206	1
2_MACS_peak_276_lociStitched	chr1	23850312	23867218	2	10065	28305.7158	3012.6492	207	E2F2	ASAP3,ID3	E2F2	207	1
1_MACS_peak_21430_lociStitched	chr7	101946184	101952372	1	6189	26477.8332	1185.6208	208	SH2B2	MIR4285,SPDYE6	MIR4285	208	1
7_MACS_peak_13367_lociStitched	chr2	204537835	204583586	7	16929	32254.455	7013.6283	209	CD28		CD28	209	1
4_MACS_peak_10793_lociStitched	chr19	1847158	1865641	4	10702	28844.5698	3618.9714	210	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	210	1
1_MACS_peak_12534_lociStitched	chr2	86219525	86229126	1	9602	27250.5183	2091.0978	211		LOC90784	LOC90784	211	1
2_MACS_peak_54_lociStitched	chr1	2220882	2234004	2	6150	27020.8224	1901.3778	212	SKI		LOC100129534	212	1
1_MACS_peak_12536_lociStitched	chr2	86261575	86267417	1	5843	26406.4242	1451.737	213	POLR1A	LOC90784	LOC90784	213	1
3_MACS_peak_1865_lociStitched	chr1	200850717	200863738	3	8500	28044.6298	3173.2177	214	C1orf106	GPR25,C1orf106	C1orf106	214	1
7_MACS_peak_22699_lociStitched	chr8	126285335	126322748	7	21004	30143.6541	5301.4221	215	NSMCE2		TRIB1	215	1
4_MACS_peak_2752_lociStitched	chr10	45913653	45931582	4	10632	27555.0801	2723.4151	216	ALOX5		ALOX5	216	1
1_MACS_peak_10322_lociStitched	chr18	9101777	9118084	1	16308	28070.8698	3261.4	217	NDUFV2	ANKRD12	NDUFV2	217	1
2_MACS_peak_23777_lociStitched	chr9	132646226	132657745	2	8103	26816.232	2029.6478	218	FNBP1	USP20,C9orf78	USP20	218	1
2_MACS_peak_18778_lociStitched	chr5	138719864	138730546	2	9835	27257.2594	2529.4976	219	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	219	1
2_MACS_peak_1710_lociStitched	chr1	179049134	179058487	2	6198	27510.9142	2790.9352	220	TOR3A		TOR3A	220	1
2_MACS_peak_22202_lociStitched	chr8	33409809	33425399	2	8802	27340.183	2658.095	221	RNF122	C8orf41,DUSP26	RNF122	221	1
1_MACS_peak_14184_lociStitched	chr20	44599156	44601744	1	2589	25132.8444	532.0928	222	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	222	1
2_MACS_peak_9006_lociStitched	chr17	3459528	3466999	2	5195	25955.7482	1422.4784	223	TRPV3	TRPV1	TRPV3	223	1
3_MACS_peak_17291_lociStitched	chr4	71526803	71555202	3	18247	28887.4628	4373.446	224	UTP3,IGJ	ENAM,RUFY3	IGJ	224	1
6_MACS_peak_3351_lociStitched	chr10	112600148	112633051	6	20054	30152.3092	5675.7675	225	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	225	1
2_MACS_peak_14329_lociStitched	chr20	56047418	56058001	2	9800	26488.1907	2070.0348	226		CTCFL	CTCFL	226	1
7_MACS_peak_15778_lociStitched	chr3	50357822	50403559	7	12781	32185.1269	7857.6166	227	CYB561D2,HYAL2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115,CACNA2D2	C3orf45,IFRD2,NAT6,HYAL3,HYAL1	RASSF1	227	1
2_MACS_peak_2728_lociStitched	chr10	43890527	43906028	2	8587	26734.5747	2483.2602	228	HNRNPF	FXYD4,ZNF487P	HNRNPF	228	1
1_MACS_peak_19819_lociStitched	chr6	45386606	45395592	1	8987	25547.198	1346.1028	229	RUNX2	SUPT3H	RUNX2	229	1
2_MACS_peak_12956_lociStitched	chr2	137132867	137142820	2	8162	26084.8224	2058.2804	230			CXCR4	230	1
3_MACS_peak_21069_lociStitched	chr7	55569337	55585859	3	14324	26815.206	2790.5658	231	VOPP1		VOPP1	231	1
5_MACS_peak_15360_lociStitched	chr3	5222680	5256326	5	22583	29732.9702	5834.2164	232	EDEM1		EDEM1	232	1
5_MACS_peak_20036_lociStitched	chr6	88613480	88640475	5	17629	28212.4745	4383.988	233			SPACA1	233	1
1_MACS_peak_2306_lociStitched	chr1	235242069	235248062	1	5994	25496.6192	1791.907	234		SNORA14B,TOMM20	SNORA14B	234	1
11_MACS_peak_9696_lociStitched	chr17	46506659	46571187	11	24225	34328.896	10627.7616	235	SKAP1	HOXB1	SKAP1	235	1
2_MACS_peak_16841_lociStitched	chr3	195621242	195637443	2	8164	27729.6316	4097.2329	236	TNK2		TNK2	236	1
3_MACS_peak_16769_lociStitched	chr3	186703189	186719908	3	12479	27618.1161	4097.8269	237	ST6GAL1	ST6GAL1	ST6GAL1	237	1
6_MACS_peak_17894_lociStitched	chr4	185317513	185349878	6	17944	28769.2485	5262.549	238	IRF2		IRF2	238	1
2_MACS_peak_12584_lociStitched	chr2	89049534	89066032	2	9251	26373.7028	2893.7492	239	RPIA,ANKRD36BP2		ANKRD36BP2	239	1
4_MACS_peak_14324_lociStitched	chr20	55958121	55975626	4	11324	26432.55	2977.6005	240	RBM38	RAE1,MTRNR2L3	RBM38	240	1
4_MACS_peak_3661_lociStitched	chr11	10314497	10341066	4	16609	27990.4415	4591.1232	241	ADM,SBF2		ADM	241	1
1_MACS_peak_21981_lociStitched	chr8	10821236	10827191	1	5956	24483.387	1106.439	242	XKR6		MIR598	242	1
1_MACS_peak_15080_lociStitched	chr22	38900362	38903714	1	3353	24019.7616	654.6456	243	DDX17	KDELR3,KCNJ4,DDX17	DDX17	243	1
3_MACS_peak_10081_lociStitched	chr17	75078880	75093069	3	13047	26302.1493	2982.5278	244	C17orf86,SCARNA16	SEC14L1	SCARNA16	244	1
2_MACS_peak_19475_lociStitched	chr6	26354644	26367270	2	12531	25423.7136	2106.0168	245	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	245	1
5_MACS_peak_13477_lociStitched	chr2	219741201	219763461	5	16970	26996.928	3855.432	246	WNT10A	WNT6,PRKAG3	WNT10A	246	1
3_MACS_peak_7273_lociStitched	chr15	40387407	40409099	3	15443	27236.4752	4195.2328	247	BMF	BUB1B	BMF	247	1
5_MACS_peak_10821_lociStitched	chr19	2445654	2480671	5	14743	30065.5962	7038.417	248	GADD45B,LMNB2	TIMM13	LMNB2	248	1
1_MACS_peak_12151_lociStitched	chr2	43444298	43456073	1	11776	24983.0175	2143.05	249	LOC100129726,ZFP36L2		ZFP36L2	249	1
3_MACS_peak_23335_lociStitched	chr9	93670958	93690368	3	13590	25927.878	3245.352	250			SYK	250	1
6_MACS_peak_10133_lociStitched	chr17	76743199	76779780	6	17109	27940.5678	5271.3221	251	CYTH1		CYTH1	251	1
2_MACS_peak_10852_lociStitched	chr19	3499760	3507523	2	4140	24518.6592	1857.6859	252	FZR1,DOHH	FZR1,C19orf71,C19orf77	FZR1	252	1
4_MACS_peak_5752_lociStitched	chr12	109161793	109181012	4	11654	26003.307	3372.9345	253	SSH1	CORO1C,SSH1	CORO1C	253	1
1_MACS_peak_23133_lociStitched	chr9	37526905	37533196	1	6292	24173.7966	1580.9283	254	FBXO10	POLR1E	POLR1E	254	1
1_MACS_peak_17960_lociStitched	chr5	9858	12061	1	2204	27402.8967	4883.6104	255			PLEKHG4B	255	1
1_MACS_peak_14915_lociStitched	chr22	29662648	29666309	1	3662	23214.0349	735.4949	256	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	256	1
3_MACS_peak_15037_lociStitched	chr22	37611215	37628371	3	13198	25924.4316	3455.2184	257	RAC2	C1QTNF6,SSTR3	SSTR3	257	1
2_MACS_peak_13339_lociStitched	chr2	202116240	202128083	2	10475	24605.0168	2144.7673	258	CASP8		CASP8	258	1
6_MACS_peak_15116_lociStitched	chr22	39631483	39663869	6	16799	26702.257	4287.9064	259	PDGFB	SNORD83B,SNORD83A,RNU86	PDGFB	259	1
2_MACS_peak_16902_lociStitched	chr4	1712621	1724766	2	6718	24126.0425	1788.9585	260	TACC3,SLBP,TMEM129	FAM53A	TMEM129	260	1
1_MACS_peak_11581_lociStitched	chr19	47103161	47105600	1	2440	22694.895	420.2397	261	CALM3	PTGIR,GNG8	CALM3	261	1
1_MACS_peak_22630_lociStitched	chr8	118449721	118457622	1	7902	23620.8296	1386.6255	262			MED30	262	1
2_MACS_peak_7470_lociStitched	chr15	56648212	56666128	2	11416	24944.4468	2785.938	263	TEX9		TEX9	263	1
1_MACS_peak_7894_lociStitched	chr15	90637292	90646631	1	9340	24107.6946	1959.3222	264	IDH2		IDH2	264	1
2_MACS_peak_1948_lociStitched	chr1	205242459	205258909	2	10358	26762.505	4648.77	265	TMCC2	NUAK2	NUAK2	265	1
1_MACS_peak_1251_lociStitched	chr1	145967964	145970587	1	2624	23030.4646	920.1484	266		PDZK1P1	PDZK1P1	266	1
2_MACS_peak_11392_lociStitched	chr19	38537049	38549918	2	5571	24003.2588	1944.5059	267	SIPA1L3		SIPA1L3	267	1
2_MACS_peak_2553_lociStitched	chr10	15826039	15834600	2	7573	23286.7761	1344.9331	268	FAM188A		ITGA8	268	1
2_MACS_peak_9043_lociStitched	chr17	4842244	4854556	2	7581	24186.924	2261.7144	269	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	269	1
1_MACS_peak_12031_lociStitched	chr2	28612242	28617314	1	5073	22798.64	896.2224	270	FOSL2		FOSL2	270	1
5_MACS_peak_16591_lociStitched	chr3	171802188	171826998	5	18078	27544.062	5805.54	271	FNDC3B		FNDC3B	271	1
1_MACS_peak_23644_lociStitched	chr9	126098622	126103827	1	5206	22939.476	1203.396	272		CRB2	CRB2	272	1
2_MACS_peak_22117_lociStitched	chr8	26428318	26437451	2	9052	23500.1223	1769.9754	273	DPYSL2		DPYSL2	273	1
1_MACS_peak_1268_lociStitched	chr1	147509577	147512438	1	2862	22661.981	955.0018	274			GPR89C	274	1
1_MACS_peak_3985_lociStitched	chr11	61558976	61561786	1	2811	22477.471	803.379	275	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	275	1
2_MACS_peak_15672_lociStitched	chr3	46245838	46257303	2	10034	24286.3095	2654.1475	276	CCR1	CCR3	CCR1	276	1
1_MACS_peak_20052_lociStitched	chr6	90059362	90069969	1	10608	23758.6193	2187.1634	277	UBE2J1	GABRR2	UBE2J1	277	1
1_MACS_peak_5433_lociStitched	chr12	62995278	62998191	1	2914	22165.017	608.2344	278	MIRLET7I,C12orf61		C12orf61	278	1
4_MACS_peak_1919_lociStitched	chr1	203706628	203735898	4	11128	27472.822	5921.321	279	ATP2B4,LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	279	1
1_MACS_peak_9186_lociStitched	chr17	17139327	17141827	1	2501	21920	430.75	280	FLCN	PLD6,COPS3	FLCN	280	1
1_MACS_peak_17928_lociStitched	chr4	186345582	186348023	1	2442	22016.5995	562.6505	281	UFSP2	ANKRD37,C4orf47,LRP2BP,CCDC110	UFSP2	281	1
5_MACS_peak_8314_lociStitched	chr16	22185790	22219142	5	13295	26794.9968	5439.7112	282	EEF2K		EEF2K	282	1
1_MACS_peak_1703_lociStitched	chr1	178546155	178552437	1	6283	23020.389	1730.0628	283		C1orf220	C1orf220	283	1
7_MACS_peak_8672_lociStitched	chr16	67554773	67601471	7	17336	28471.7706	7186.8222	284	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	284	1
1_MACS_peak_20770_lociStitched	chr7	20368232	20372796	1	4565	22114.862	866.7036	285	ITGB8		ITGB8	285	1
2_MACS_peak_4558_lociStitched	chr11	115125572	115137344	2	9037	23038.9812	1810.5336	286	CADM1		CADM1	286	1
2_MACS_peak_1814_lociStitched	chr1	192498542	192515841	2	13384	24722.0009	3681.2272	287		RGS1	RGS1	287	1
4_MACS_peak_10065_lociStitched	chr17	74476181	74498446	4	10842	24660.714	3671.4985	288	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	288	1
3_MACS_peak_16020_lociStitched	chr3	98479778	98495968	3	12699	23695.684	2786.299	289	ST3GAL6		ST3GAL6	289	1
2_MACS_peak_3436_lociStitched	chr10	125151241	125163834	2	10589	22881.481	1989.694	290			BUB3	290	1
5_MACS_peak_12565_lociStitched	chr2	87783269	87821917	5	14838	26106.724	5271.5872	291	NCRNA00152		NCRNA00152	291	1
1_MACS_peak_2364_lociStitched	chr1	245132435	245135744	1	3310	21718.2906	924.5346	292	EFCAB2		EFCAB2	292	1
3_MACS_peak_4192_lociStitched	chr11	67644799	67654505	3	8345	22410.1834	1730.5798	293			LOC645332	293	1
2_MACS_peak_6619_lociStitched	chr14	50465373	50476583	2	7866	21832.596	1153.509	294	C14orf182		C14orf182	294	1
1_MACS_peak_10374_lociStitched	chr18	13609913	13615479	1	5567	21807.588	1128.7848	295	C18orf1	C18orf1	C18orf1	295	1
2_MACS_peak_14892_lociStitched	chr22	27003207	27015078	2	11483	23010.7464	2339.7741	296	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	296	1
1_MACS_peak_13723_lociStitched	chr20	2081607	2084865	1	3259	21339.9	682.551	297	STK35		STK35	297	1
2_MACS_peak_5698_lociStitched	chr12	104318535	104325875	2	6243	22338.556	1691.87	298	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	298	1
2_MACS_peak_14157_lociStitched	chr20	43270360	43282290	2	11151	23034.444	2479.054	299	ADA	LOC79015	ADA	299	1
4_MACS_peak_11975_lociStitched	chr2	25623783	25655695	4	12853	25724.2632	5208.0384	300	DTNB		DNMT3A	300	1
1_MACS_peak_4225_lociStitched	chr11	69060873	69067269	1	6397	21874.9596	1369.3836	301	MYEOV		MYEOV	301	1
2_MACS_peak_1410_lociStitched	chr1	154755459	154765930	2	9611	23485.4059	3019.8364	302	KCNN3		KCNN3	302	1
2_MACS_peak_14584_lociStitched	chr21	37906294	37916973	2	7519	23001.4981	2573.639	303	CLDN14		CLDN14	303	1
2_MACS_peak_23338_lociStitched	chr9	93698909	93708644	2	8187	22188.012	1795.134	304			SYK	304	1
1_MACS_peak_9475_lociStitched	chr17	36856431	36863516	1	7086	21732.529	1344.0245	305	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	305	1
3_MACS_peak_19824_lociStitched	chr6	45672529	45683903	3	11294	22575.1152	2223.617	306			RUNX2	306	1
2_MACS_peak_254_lociStitched	chr1	21615534	21622626	2	6907	21661.8048	1350.3168	307	ECE1	ECE1	ECE1	307	1
4_MACS_peak_5210_lociStitched	chr12	48200430	48218787	4	14057	23730.0939	3440.1018	308	HDAC7	SLC48A1,RAPGEF3	HDAC7	308	1
2_MACS_peak_10099_lociStitched	chr17	75434847	75443006	2	7317	21591.9776	1383.7664	309	SEPT9	SEPT9,MIR4316	SEPT9	309	1
1_MACS_peak_18768_lociStitched	chr5	137909834	137912289	1	2456	20755.7975	556.303	310	HSPA9	ETF1,SNORD63	HSPA9	310	1
5_MACS_peak_22846_lociStitched	chr8	145001842	145027991	5	14501	23761.5963	3592.8726	311	PLEC,MIR661	GRINA,PARP10	PLEC	311	1
1_MACS_peak_22164_lociStitched	chr8	29410094	29416798	1	6705	21717.608	1588.1776	312			C8orf75	312	1
2_MACS_peak_20348_lociStitched	chr6	135190465	135204186	2	7470	22612.208	2538.385	313			ALDH8A1	313	1
1_MACS_peak_2682_lociStitched	chr10	32634768	32637115	1	2348	20362.572	308.6305	314	EPC1		EPC1	314	1
3_MACS_peak_15426_lociStitched	chr3	13455177	13470739	3	8000	22457.5222	2424.5596	315	NUP210		NUP210	315	1
3_MACS_peak_1465_lociStitched	chr1	156065250	156086231	3	11990	24579.2415	4554.9751	316	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	316	1
5_MACS_peak_7682_lociStitched	chr15	75065700	75092960	5	18186	24915.64	4895.896	317	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	317	1
2_MACS_peak_8909_lociStitched	chr16	89033345	89046106	2	8863	21124.5594	1134.4529	318	CBFA2T3	CBFA2T3	CBFA2T3	318	1
1_MACS_peak_22773_lociStitched	chr8	134244643	134248868	1	4226	20965.295	975.975	319		WISP1	WISP1	319	1
4_MACS_peak_19136_lociStitched	chr5	176717348	176740665	4	12724	24189.0558	4201.7234	320	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	320	1
1_MACS_peak_1450_lociStitched	chr1	155657028	155659795	1	2768	20925.7142	943.547	321	DAP3,YY1AP1	YY1AP1	YY1AP1	321	1
4_MACS_peak_18464_lociStitched	chr5	87954687	87976874	4	9434	23400.6289	3470.0468	322	LOC645323,MIR9-2		MIR9-2	322	1
3_MACS_peak_10219_lociStitched	chr17	80249775	80259980	3	6979	21977.488	2052.2255	323		CSNK1D,CD7,SECTM1	CD7	323	1
1_MACS_peak_14134_lociStitched	chr20	42308546	42312359	1	3814	20817.8361	910.1631	324	MYBL2	GTSF1L	MYBL2	324	1
2_MACS_peak_11143_lociStitched	chr19	16221423	16231839	2	6902	21831.936	2041.536	325	RAB8A	TPM4,HSH2D	RAB8A	325	1
2_MACS_peak_4518_lociStitched	chr11	111237826	111251524	2	12054	22278.4272	2503.9944	326	POU2AF1		POU2AF1	326	1
2_MACS_peak_16855_lociStitched	chr3	196358102	196371056	2	9713	23002.4178	3242.3862	327	LRRC33		LRRC33	327	1
2_MACS_peak_24185_lociStitched	chrX	48793558	48804591	2	7589	21044.3442	1298.5841	328	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	328	1
1_MACS_peak_20188_lociStitched	chr6	109702221	109704901	1	2681	20343.344	632.748	329	CD164		CD164	329	1
1_MACS_peak_1211_lociStitched	chr1	143742132	143746352	1	4221	21044.718	1361.794	330	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	330	1
4_MACS_peak_4366_lociStitched	chr11	82764680	82790348	4	10701	24130.4868	4525.2684	331	RAB30	SNORA70E	RAB30	331	1
1_MACS_peak_9838_lociStitched	chr17	57695424	57698713	1	3290	20226.0344	621.2921	332	CLTC		CLTC	332	1
3_MACS_peak_10230_lociStitched	chr17	80405894	80424007	3	8032	23157.4705	3579.1288	333	NARF,C17orf62	HEXDC,C17orf101	NARF	333	1
2_MACS_peak_11141_lociStitched	chr19	16180424	16191690	2	7593	21308.5124	1750.7364	334	TPM4	FLJ25328,RAB8A	TPM4	334	1
2_MACS_peak_3749_lociStitched	chr11	19450910	19465674	2	12082	22320.2152	2785.9668	335	NAV2		NAV2	335	1
4_MACS_peak_18242_lociStitched	chr5	55436906	55453690	4	15320	22394.8912	2910.3456	336	ANKRD55		ANKRD55	336	1
1_MACS_peak_21684_lociStitched	chr7	130789961	130797133	1	7173	21226.2512	1742.796	337	MKLN1,FLJ43663		FLJ43663	337	1
1_MACS_peak_14694_lociStitched	chr21	45659558	45665104	1	5547	21125.8232	1687.6478	338	ICOSLG	AIRE,DNMT3L	ICOSLG	338	1
1_MACS_peak_10636_lociStitched	chr18	56806185	56811910	1	5726	20718.2025	1282.4	339	SEC11C		SEC11C	339	1
2_MACS_peak_10033_lociStitched	chr17	73774314	73782443	2	5758	21191.4901	1763.1801	340	UNK,H3F3B	GALK1	UNK	340	1
5_MACS_peak_9575_lociStitched	chr17	40705862	40739567	5	11407	25248.4155	5841.0765	341	HSD17B1,COASY,MLX,PSMC3IP,FAM134C	NAGLU,TUBG1	MLX	341	1
3_MACS_peak_10114_lociStitched	chr17	76139310	76152500	3	8934	21647.428	2254.171	342	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	342	1
3_MACS_peak_11753_lociStitched	chr19	56329013	56351158	3	9924	22561.326	3171.164	343	NLRP4,NLRP11		NLRP4	343	1
1_MACS_peak_23343_lociStitched	chr9	93795242	93799558	1	4317	20540.2756	1168.3412	344		LOC100129316	LOC100129316	344	1
2_MACS_peak_1238_lociStitched	chr1	145434268	145457737	2	15137	25283.1537	5911.8411	345	TXNIP,POLR3GL	HFE2,ANKRD34A,LIX1L,RBM8A	TXNIP	345	1
5_MACS_peak_15675_lociStitched	chr3	46318266	46347211	5	19238	23743.5835	4408.3235	346		CCR3,CCR2	CCR3	346	1
6_MACS_peak_4718_lociStitched	chr11	128586007	128609730	6	18459	24069.3558	4754.0892	347	FLI1		FLI1	347	1
10_MACS_peak_20393_lociStitched	chr6	138246563	138297409	10	21872	27050.072	7759.0996	348			TNFAIP3	348	1
1_MACS_peak_1651_lociStitched	chr1	169861763	169864385	1	2623	20201.4612	910.8828	349	SCYL3		SCYL3	349	1
2_MACS_peak_7782_lociStitched	chr15	81280936	81295179	2	5945	21592.388	2354.3679	350	MESDC1,MESDC2		MESDC1	350	1
4_MACS_peak_10771_lociStitched	chr19	1258577	1277309	4	9513	23396.268	4169.7432	351	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	351	1
8_MACS_peak_20175_lociStitched	chr6	109186644	109228383	8	22204	25222.8777	6018.7638	352	ARMC2		ARMC2	352	1
3_MACS_peak_6296_lociStitched	chr13	78689103	78712596	3	11743	22515.6912	3317.2116	353			EDNRB	353	1
1_MACS_peak_2469_lociStitched	chr10	6967086	6972637	1	5552	20075.7466	886.4947	354			LOC439949	354	1
2_MACS_peak_1414_lociStitched	chr1	154821450	154835734	2	7028	22231.6176	3065.3464	355	KCNN3		KCNN3	355	1
2_MACS_peak_1458_lociStitched	chr1	155939639	155952093	2	9946	22667.5254	3560.5986	356	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	356	1
1_MACS_peak_18494_lociStitched	chr5	90675057	90680993	1	5937	20361.0736	1260.8064	357	LOC100129716,ARRDC3		ARRDC3	357	1
5_MACS_peak_22124_lociStitched	chr8	27208534	27239002	5	18320	24636.4248	5648.7672	358	PTK2B	TRIM35	PTK2B	358	1
2_MACS_peak_355_lociStitched	chr1	27018275	27031307	2	12483	21109.2336	2132.0352	359	ARID1A		ARID1A	359	1
1_MACS_peak_2428_lociStitched	chr10	3824144	3828921	1	4778	19680.7623	726.5817	360	KLF6		KLF6	360	1
3_MACS_peak_10130_lociStitched	chr17	76711315	76733692	3	16818	22891.671	3992.0568	361	CYTH1		CYTH1	361	1
3_MACS_peak_14827_lociStitched	chr22	23189934	23210010	3	13285	20891.0856	2015.6304	362		MIR650,IGLL5	IGLL5	362	1
4_MACS_peak_2472_lociStitched	chr10	7510832	7535652	4	14908	22434.798	3571.598	363			SFMBT2	363	1
2_MACS_peak_17933_lociStitched	chr4	186507090	186514927	2	6408	20288.4256	1438.0895	364	SORBS2		PDLIM3	364	1
1_MACS_peak_19560_lociStitched	chr6	30582115	30586930	1	4816	19996.2135	1179.1935	365	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	365	1
1_MACS_peak_1399_lociStitched	chr1	154296951	154302259	1	5309	20633.7884	1845.5916	366	AQP10,ATP8B2		ATP8B2	366	1
1_MACS_peak_12198_lociStitched	chr2	47208731	47215176	1	6446	20214.098	1428.8565	367	TTC7A	MCFD2	MCFD2	367	1
7_MACS_peak_1983_lociStitched	chr1	206938703	206978863	7	19774	27533.696	8774.96	368	IL19,IL10	IL19	IL10	368	1
2_MACS_peak_16874_lociStitched	chr3	197456210	197464948	2	6443	20806.0518	2084.8868	369	KIAA0226	FYTTD1	KIAA0226	369	1
3_MACS_peak_10813_lociStitched	chr19	2254727	2271936	3	9796	22564.4408	3920.2102	370	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	370	1
1_MACS_peak_15433_lociStitched	chr3	14161152	14168460	1	7309	20288.4696	1666.224	371	TMEM43,CHCHD4		CHCHD4	371	1
2_MACS_peak_18762_lociStitched	chr5	137666662	137675137	2	3580	20182.365	1560.2475	372	FAM53C,CDC25C	KDM3B	FAM53C	372	1
1_MACS_peak_9127_lociStitched	chr17	8149512	8153765	1	4254	19582.5132	971.8105	373	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	373	1
2_MACS_peak_20137_lociStitched	chr6	106585373	106595808	2	9028	20778.172	2171.5235	374		PRDM1	PRDM1	374	1
4_MACS_peak_10757_lociStitched	chr19	1015194	1041407	4	13589	24302.0723	5706.5701	375	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	375	1
1_MACS_peak_21884_lociStitched	chr7	154793494	154796622	1	3129	19224.3752	667.5152	376	LOC202781,PAXIP1		LOC202781	376	1
