#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
2_MACS_peak_21428_lociStitched	chr7	101921972	101935830	2	11392	19575.8108	2368.3322	260	1
2_MACS_peak_13196_lociStitched	chr2	182168517	182179939	2	11381	19039.3318	1909.7584	261	1
3_MACS_peak_4100_lociStitched	chr11	65336334	65356974	3	11343	20326.272	3702.816	262	1
3_MACS_peak_12138_lociStitched	chr2	42344435	42361020	3	11334	15641.3135	2744.8175	263	1
4_MACS_peak_14324_lociStitched	chr20	55958121	55975626	4	11324	26432.55	2977.6005	264	1
4_MACS_peak_7887_lociStitched	chr15	90574096	90591839	4	11315	17421.8517	2932.9179	265	1
5_MACS_peak_589_lociStitched	chr1	40839324	40858441	5	11310	14240.2533	3274.7421	266	1
2_MACS_peak_1974_lociStitched	chr1	206727996	206739430	2	11296	19325.7468	3632.5818	267	1
3_MACS_peak_19824_lociStitched	chr6	45672529	45683903	3	11294	22575.1152	2223.617	268	1
4_MACS_peak_22224_lociStitched	chr8	37737442	37762574	4	11279	16931.4284	3920.592	269	1
2_MACS_peak_18703_lociStitched	chr5	131790581	131804218	2	11276	20910.9758	2994.6852	270	1
4_MACS_peak_6841_lociStitched	chr14	77487844	77507615	4	11274	17434.0678	1779.39	271	1
4_MACS_peak_14284_lociStitched	chr20	52258477	52278746	4	11267	12341.7941	2596.4589	272	1
4_MACS_peak_9905_lociStitched	chr17	62961024	62986541	4	11243	38334.1891	4212.8567	273	1
2_MACS_peak_23351_lociStitched	chr9	94181280	94192606	2	11238	17300.465	1845.0054	274	1
1_MACS_peak_12773_lociStitched	chr2	112455336	112466557	1	11222	62068.9615	2532.5797	275	1
4_MACS_peak_12579_lociStitched	chr2	88905334	88928422	4	11214	14180.6496	4144.296	276	1
6_MACS_peak_5130_lociStitched	chr12	33037908	33060579	6	11210	11909.0763	3260.0898	277	1
4_MACS_peak_9707_lociStitched	chr17	46580909	46596208	4	11202	11688.436	2502.9164	278	1
3_MACS_peak_11342_lociStitched	chr19	35694512	35708073	3	11201	35730.5228	2748.8147	279	1
2_MACS_peak_15077_lociStitched	chr22	38782560	38795649	2	11191	16047.114	1959.4233	280	1
1_MACS_peak_16283_lociStitched	chr3	129026473	129037632	1	11160	28124.0277	2113.5146	281	1
2_MACS_peak_14157_lociStitched	chr20	43270360	43282290	2	11151	23034.444	2479.054	282	1
5_MACS_peak_8228_lociStitched	chr16	14486560	14504481	5	11135	33793.6297	2899.6178	283	1
4_MACS_peak_1919_lociStitched	chr1	203706628	203735898	4	11128	27472.822	5921.321	284	1
3_MACS_peak_7701_lociStitched	chr15	75352851	75370971	3	11124	15668.364	3107.58	285	1
1_MACS_peak_12137_lociStitched	chr2	42323428	42334548	1	11121	35750.8	2317.408	286	1
4_MACS_peak_20160_lociStitched	chr6	108908193	108920534	4	11094	10351.6308	1662.3327	287	1
5_MACS_peak_8408_lociStitched	chr16	29815576	29833568	5	11094	21117.2104	3494.0464	288	1
4_MACS_peak_11618_lociStitched	chr19	48879849	48902448	4	11056	29360.6208	3132.2214	289	1
3_MACS_peak_14163_lociStitched	chr20	43587653	43608940	3	11042	11748.2953	3533.642	290	1
3_MACS_peak_4243_lociStitched	chr11	71413784	71427015	3	11028	36180.1695	2804.972	291	1
2_MACS_peak_14661_lociStitched	chr21	44580728	44598385	2	10992	32720.1867	4391.2959	292	1
1_MACS_peak_9066_lociStitched	chr17	6061945	6072914	1	10970	32902.6124	2127.986	293	1
5_MACS_peak_18927_lociStitched	chr5	150590483	150618752	5	10966	12172.6314	4458.0213	294	1
4_MACS_peak_13271_lociStitched	chr2	197033399	197048550	4	10963	18350.8912	2728.6951	295	1
3_MACS_peak_17168_lociStitched	chr4	40302597	40319753	3	10931	13735.0936	2961.1256	296	1
5_MACS_peak_21933_lociStitched	chr8	2098063	2124404	5	10870	14880.0309	3400.6231	297	1
3_MACS_peak_21183_lociStitched	chr7	74057169	74076765	3	10866	18751.4124	2688.5712	298	1
3_MACS_peak_20772_lociStitched	chr7	20476421	20490056	3	10845	19912.554	1992.0735	299	1
4_MACS_peak_10065_lociStitched	chr17	74476181	74498446	4	10842	24660.714	3671.4985	300	1
2_MACS_peak_7177_lociStitched	chr15	31546609	31561229	2	10816	46715.286	2752.946	301	1
3_MACS_peak_18121_lociStitched	chr5	32530719	32544093	3	10793	17886.3876	2666.7756	302	1
4_MACS_peak_10531_lociStitched	chr18	46308278	46333871	4	10791	13070.3451	3501.1224	303	1
3_MACS_peak_2950_lociStitched	chr10	74078099	74097222	3	10786	35224.566	3275.7699	304	1
5_MACS_peak_10803_lociStitched	chr19	2031641	2062720	5	10781	23629.3637	6340.116	305	1
4_MACS_peak_14297_lociStitched	chr20	52545819	52567038	4	10780	11717.1318	3558.4263	306	1
3_MACS_peak_8329_lociStitched	chr16	23344085	23363557	3	10745	49990.4656	3545.8512	307	1
4_MACS_peak_10793_lociStitched	chr19	1847158	1865641	4	10702	28844.5698	3618.9714	308	1
4_MACS_peak_4366_lociStitched	chr11	82764680	82790348	4	10701	24130.4868	4525.2684	309	1
4_MACS_peak_1733_lociStitched	chr1	181095459	181106492	4	10684	15238.7796	2736.184	310	1
2_MACS_peak_1816_lociStitched	chr1	192538521	192551566	2	10674	16053.177	3035.5715	311	1
1_MACS_peak_10658_lociStitched	chr18	60821029	60831697	1	10669	57085.5348	2033.3208	312	1
2_MACS_peak_18886_lociStitched	chr5	148204876	148215605	2	10669	12824.3737	2567.4497	313	1
4_MACS_peak_17922_lociStitched	chr4	186252486	186284811	4	10661	17164.575	4318.62	314	1
1_MACS_peak_3967_lociStitched	chr11	60602310	60612968	1	10659	16482.597	2216.864	315	1
3_MACS_peak_14678_lociStitched	chr21	45194990	45210529	3	10656	20739.9033	4211.069	316	1
3_MACS_peak_14447_lociStitched	chr21	19151720	19166771	3	10643	18008.5215	2289.2571	317	1
4_MACS_peak_5188_lociStitched	chr12	46764510	46785436	4	10640	18331.176	3113.7888	318	1
4_MACS_peak_1230_lociStitched	chr1	145138584	145161747	4	10634	18965.8644	7615.9944	319	1
4_MACS_peak_2752_lociStitched	chr10	45913653	45931582	4	10632	27555.0801	2723.4151	320	1
1_MACS_peak_20052_lociStitched	chr6	90059362	90069969	1	10608	23758.6193	2187.1634	321	1
3_MACS_peak_4164_lociStitched	chr11	67033112	67057901	3	10596	30698.6976	3842.295	322	1
2_MACS_peak_3436_lociStitched	chr10	125151241	125163834	2	10589	22881.481	1989.694	323	1
3_MACS_peak_4994_lociStitched	chr12	15101146	15115558	3	10584	9379.3296	2932.842	324	1
2_MACS_peak_9890_lociStitched	chr17	62197203	62209996	2	10576	12255.694	2577.7895	325	1
4_MACS_peak_13779_lociStitched	chr20	5573686	5592531	4	10540	11708.3985	3203.65	326	1
2_MACS_peak_16641_lociStitched	chr3	178230343	178241193	2	10532	19143.74	2713.585	327	1
5_MACS_peak_20934_lociStitched	chr7	38388102	38408263	5	10523	10024.0492	3461.6437	328	1
4_MACS_peak_4335_lociStitched	chr11	78127194	78139941	4	10503	13191.8703	2151.6936	329	1
2_MACS_peak_21043_lociStitched	chr7	50343611	50357362	2	10497	10038.23	2073.6508	330	1
1_MACS_peak_9643_lociStitched	chr17	43298033	43308509	1	10477	62333.2476	2384.3376	331	1
2_MACS_peak_13339_lociStitched	chr2	202116240	202128083	2	10475	24605.0168	2144.7673	332	1
4_MACS_peak_23724_lociStitched	chr9	130828821	130845558	4	10463	13274.1147	3164.9667	333	1
4_MACS_peak_9074_lociStitched	chr17	6915048	6940140	4	10457	32009.8644	3708.5976	334	1
4_MACS_peak_1139_lociStitched	chr1	115236678	115260075	4	10447	13921.215	1481.0301	335	1
2_MACS_peak_22793_lociStitched	chr8	137189365	137201300	2	10435	16623.068	2221.1035	336	1
4_MACS_peak_19282_lociStitched	chr6	7135369	7157401	4	10420	16438.0752	3216.672	337	1
1_MACS_peak_13557_lociStitched	chr2	231729289	231739706	1	10418	17937.0323	1050.0336	338	1
2_MACS_peak_14054_lociStitched	chr20	34677632	34690188	2	10408	14178.2352	1990.126	339	1
4_MACS_peak_18692_lociStitched	chr5	131418420	131441804	4	10381	30525.4736	3872.3904	340	1
2_MACS_peak_1948_lociStitched	chr1	205242459	205258909	2	10358	26762.505	4648.77	341	1
2_MACS_peak_13859_lociStitched	chr20	17826482	17840326	2	10339	15484.514	2221.962	342	1
4_MACS_peak_9348_lociStitched	chr17	29636576	29649046	4	10313	7187.708	1992.706	343	1
3_MACS_peak_19068_lociStitched	chr5	171601161	171616124	3	10313	16077.7435	2660.4214	344	1
2_MACS_peak_15696_lociStitched	chr3	46577806	46589620	2	10308	52689.2586	2147.7852	345	1
1_MACS_peak_2017_lociStitched	chr1	209274414	209284699	1	10286	33965.184	2666.9005	346	1
5_MACS_peak_11746_lociStitched	chr19	56145818	56167788	5	10284	19575.27	3299.894	347	1
4_MACS_peak_11939_lociStitched	chr2	20615036	20631057	4	10274	16248.4982	2633.8524	348	1
3_MACS_peak_19299_lociStitched	chr6	7959750	7978181	3	10274	21061.1037	2753.5914	349	1
5_MACS_peak_4848_lociStitched	chr12	6552073	6580881	5	10243	19606.7248	4701.4656	350	1
6_MACS_peak_5409_lociStitched	chr12	58135150	58167086	6	10217	15009.92	5317.344	351	1
2_MACS_peak_3336_lociStitched	chr10	112103978	112120037	2	10209	74586.0255	3420.567	352	1
4_MACS_peak_8553_lociStitched	chr16	50714347	50732744	4	10188	11003.2457	2950.8788	353	1
5_MACS_peak_22514_lociStitched	chr8	95953512	95976433	5	10178	10339.6631	2188.9555	354	1
4_MACS_peak_8397_lociStitched	chr16	29464335	29487898	4	10170	13716.0223	4931.7359	355	1
1_MACS_peak_20159_lociStitched	chr6	108878252	108888419	1	10168	12984.2757	1813.7928	356	1
3_MACS_peak_13977_lociStitched	chr20	31254694	31270353	3	10165	13906.7579	2594.6963	357	1
5_MACS_peak_18562_lociStitched	chr5	109252020	109281922	5	10164	13560.557	4742.4572	358	1
6_MACS_peak_4156_lociStitched	chr11	66861876	66889163	6	10161	10901.1565	3640.0858	359	1
4_MACS_peak_9259_lociStitched	chr17	20204821	20221701	4	10159	17045.424	2337.88	360	1
2_MACS_peak_14890_lociStitched	chr22	26974927	26992414	2	10152	18114.7833	2976.2874	361	1
1_MACS_peak_8592_lociStitched	chr16	56943207	56953337	1	10131	53119.694	1862.907	362	1
4_MACS_peak_14019_lociStitched	chr20	32990783	33005589	4	10128	13756.2546	2234.2254	363	1
3_MACS_peak_4520_lociStitched	chr11	111282454	111294266	3	10110	10031.9316	2036.3888	364	1
4_MACS_peak_19715_lociStitched	chr6	37015738	37040917	4	10104	14712.0897	3512.4705	365	1
2_MACS_peak_4556_lociStitched	chr11	115089635	115102503	2	10093	44899.0256	2250.6132	366	1
3_MACS_peak_2025_lociStitched	chr1	209924076	209944018	3	10092	16003.455	4825.964	367	1
2_MACS_peak_276_lociStitched	chr1	23850312	23867218	2	10065	28305.7158	3012.6492	368	1
3_MACS_peak_19705_lociStitched	chr6	36633965	36652015	3	10055	20141.995	2888	369	1
4_MACS_peak_11233_lociStitched	chr19	19050260	19061773	4	10052	19456.97	1852.4417	370	1
5_MACS_peak_18032_lociStitched	chr5	6711588	6738499	5	10045	15683.7308	3544.1787	371	1
2_MACS_peak_15672_lociStitched	chr3	46245838	46257303	2	10034	24286.3095	2654.1475	372	1
2_MACS_peak_965_lociStitched	chr1	87792936	87803237	2	10021	9617.0136	1724.3874	373	1
3_MACS_peak_2192_lociStitched	chr1	226297088	226316871	3	10007	34147.4363	4593.6126	374	1
4_MACS_peak_9240_lociStitched	chr17	19204458	19221496	4	9994	16595.012	2601.7026	375	1
3_MACS_peak_5475_lociStitched	chr12	68751982	68770291	3	9994	19427.6799	3185.766	376	1
4_MACS_peak_15487_lociStitched	chr3	20080504	20097595	4	9983	12093.5916	2662.7778	377	1
4_MACS_peak_5600_lociStitched	chr12	92931106	92950934	4	9973	13284.76	2853.2492	378	1
4_MACS_peak_12315_lociStitched	chr2	64430679	64456338	4	9973	18864.4968	3992.5404	379	1
1_MACS_peak_4826_lociStitched	chr12	4377360	4387331	1	9972	34951.3463	1811.7307	380	1
3_MACS_peak_8588_lociStitched	chr16	56893174	56905913	3	9968	9215.3926	2267.542	381	1
3_MACS_peak_11102_lociStitched	chr19	13949146	13962147	3	9957	31065.8895	1856.5428	382	1
2_MACS_peak_1458_lociStitched	chr1	155939639	155952093	2	9946	22667.5254	3560.5986	383	1
3_MACS_peak_11753_lociStitched	chr19	56329013	56351158	3	9924	22561.326	3171.164	384	1
1_MACS_peak_1911_lociStitched	chr1	203288213	203298125	1	9913	34751.472	3800.2608	385	1
3_MACS_peak_4689_lociStitched	chr11	126173106	126189657	3	9913	17158.4217	3010.6269	386	1
6_MACS_peak_3519_lociStitched	chr10	135186523	135215595	6	9913	14006.8896	3660.1648	387	1
3_MACS_peak_16563_lociStitched	chr3	169656776	169668117	3	9898	16988.818	2431.5104	388	1
4_MACS_peak_11613_lociStitched	chr19	48824199	48837982	4	9859	14487.3113	2487.8315	389	1
4_MACS_peak_9082_lociStitched	chr17	7136719	7156659	4	9859	19453.464	3060.79	390	1
2_MACS_peak_3343_lociStitched	chr10	112214971	112225906	2	9855	36390.5865	2311.659	391	1
3_MACS_peak_14257_lociStitched	chr20	50015694	50032796	3	9853	17556.9132	2437.035	392	1
2_MACS_peak_18778_lociStitched	chr5	138719864	138730546	2	9835	27257.2594	2529.4976	393	1
3_MACS_peak_21729_lociStitched	chr7	137424606	137440918	3	9824	11517.9032	3007.9328	394	1
3_MACS_peak_4199_lociStitched	chr11	67760492	67778652	3	9819	19427.568	3326.912	395	1
5_MACS_peak_8754_lociStitched	chr16	70827113	70850526	5	9809	12710.9177	3767.1517	396	1
2_MACS_peak_14329_lociStitched	chr20	56047418	56058001	2	9800	26488.1907	2070.0348	397	1
3_MACS_peak_10813_lociStitched	chr19	2254727	2271936	3	9796	22564.4408	3920.2102	398	1
1_MACS_peak_7623_lociStitched	chr15	70387110	70396876	1	9767	16066.0466	1611.39	399	1
1_MACS_peak_17989_lociStitched	chr5	1310880	1320645	1	9766	116800.1415	2365.083	400	1
2_MACS_peak_19113_lociStitched	chr5	175076672	175086476	2	9766	10553.0256	1611.7776	401	1
4_MACS_peak_8609_lociStitched	chr16	57634224	57658162	4	9750	13817.0136	3825.2924	402	1
3_MACS_peak_3272_lociStitched	chr10	104401258	104421929	3	9741	19374.9283	3266.018	403	1
3_MACS_peak_1774_lociStitched	chr1	184711165	184725659	3	9718	17346.4192	3514.795	404	1
2_MACS_peak_16855_lociStitched	chr3	196358102	196371056	2	9713	23002.4178	3242.3862	405	1
4_MACS_peak_22138_lociStitched	chr8	27934604	27951478	4	9698	10411.258	3066.0058	406	1
2_MACS_peak_9501_lociStitched	chr17	37925048	37935523	2	9684	11276.3375	2060.4325	407	1
3_MACS_peak_10987_lociStitched	chr19	10329576	10347981	3	9684	18570.645	3025.782	408	1
4_MACS_peak_4971_lociStitched	chr12	13242416	13255861	4	9668	13423.488	2429.5115	409	1
3_MACS_peak_561_lociStitched	chr1	40030507	40048067	3	9660	12550.132	3037.88	410	1
2_MACS_peak_21549_lociStitched	chr7	114561342	114573953	2	9645	29952.3861	2596.6049	411	1
4_MACS_peak_18919_lociStitched	chr5	150459419	150475540	4	9640	17475.164	2659.965	412	1
4_MACS_peak_12537_lociStitched	chr2	86290394	86308646	4	9614	11562.642	2757.8772	413	1
2_MACS_peak_1410_lociStitched	chr1	154755459	154765930	2	9611	23485.4059	3019.8364	414	1
4_MACS_peak_6938_lociStitched	chr14	94424567	94445906	4	9610	11399.2938	1982.3931	415	1
1_MACS_peak_12534_lociStitched	chr2	86219525	86229126	1	9602	27250.5183	2091.0978	416	1
3_MACS_peak_19721_lociStitched	chr6	37121702	37140496	3	9601	18156.8834	2625.5218	417	1
4_MACS_peak_19562_lociStitched	chr6	30639923	30659402	4	9599	12306.8322	3198.4518	418	1
4_MACS_peak_22049_lociStitched	chr8	19519563	19540308	4	9597	12214.656	3277.71	419	1
2_MACS_peak_20836_lociStitched	chr7	26001699	26011710	2	9578	32283.4728	2392.629	420	1
4_MACS_peak_46_lociStitched	chr1	1821031	1851692	4	9572	11246.4548	3820.3606	421	1
2_MACS_peak_14147_lociStitched	chr20	42694951	42710741	2	9549	61250.989	2933.782	422	1
2_MACS_peak_18557_lociStitched	chr5	109024087	109034256	2	9526	10532.0333	1926.0086	423	1
4_MACS_peak_5842_lociStitched	chr12	117535748	117558125	4	9514	14086.3215	1926.6597	424	1
4_MACS_peak_10771_lociStitched	chr19	1258577	1277309	4	9513	23396.268	4169.7432	425	1
3_MACS_peak_11906_lociStitched	chr2	13681490	13701462	3	9510	10543.2188	2582.3796	426	1
3_MACS_peak_12190_lociStitched	chr2	46788742	46803124	3	9493	11643.6672	2521.1646	427	1
4_MACS_peak_5215_lociStitched	chr12	48276244	48299237	4	9477	11825.2999	3570.8129	428	1
2_MACS_peak_7550_lociStitched	chr15	65173776	65189347	2	9465	27965.516	2626.8277	429	1
3_MACS_peak_6428_lociStitched	chr13	114581687	114594855	3	9443	20785.688	2446.6144	430	1
3_MACS_peak_1455_lociStitched	chr1	155902997	155917732	3	9439	16367.638	3419.9935	431	1
3_MACS_peak_16672_lociStitched	chr3	181636532	181661798	3	9438	13739.6508	5020.3542	432	1
4_MACS_peak_18464_lociStitched	chr5	87954687	87976874	4	9434	23400.6289	3470.0468	433	1
4_MACS_peak_4063_lociStitched	chr11	64611160	64634273	4	9426	18081.2999	3698.08	434	1
3_MACS_peak_1316_lociStitched	chr1	150121182	150139254	3	9423	16982.2584	4037.2848	435	1
2_MACS_peak_16613_lociStitched	chr3	175052421	175068674	2	9403	11663.1528	2806.8931	436	1
5_MACS_peak_13378_lociStitched	chr2	204716883	204739755	5	9389	9613.1016	2957.3496	437	1
4_MACS_peak_12885_lociStitched	chr2	129127799	129147116	4	9384	15078.8502	2520.8685	438	1
2_MACS_peak_17513_lociStitched	chr4	105407654	105417167	2	9370	12395.439	1351.7973	439	1
2_MACS_peak_5954_lociStitched	chr12	125398251	125412580	2	9369	17009.9559	1541.8004	440	1
4_MACS_peak_14630_lociStitched	chr21	43283593	43306464	4	9363	18207.6031	4398.0933	441	1
2_MACS_peak_9025_lociStitched	chr17	4268258	4281180	2	9357	18689.0886	2121.7924	442	1
3_MACS_peak_14839_lociStitched	chr22	23477837	23488756	3	9353	19813.6174	2344.3093	443	1
5_MACS_peak_9563_lociStitched	chr17	40329910	40347045	5	9352	11535.282	2714.184	444	1
3_MACS_peak_14670_lociStitched	chr21	44844366	44860693	3	9349	14784.0985	3090.7011	445	1
1_MACS_peak_7894_lociStitched	chr15	90637292	90646631	1	9340	24107.6946	1959.3222	446	1
4_MACS_peak_4607_lociStitched	chr11	118954875	118979802	4	9337	17927.4984	4626.4512	447	1
4_MACS_peak_19653_lociStitched	chr6	33537809	33559071	4	9335	19061.383	3497.599	448	1
3_MACS_peak_12328_lociStitched	chr2	64862835	64882305	3	9318	16892.172	3017.85	449	1
2_MACS_peak_525_lociStitched	chr1	37933273	37946075	2	9306	10158.387	2404.2156	450	1
4_MACS_peak_1389_lociStitched	chr1	153929434	153951081	4	9305	17408.5174	5251.5622	451	1
4_MACS_peak_13335_lociStitched	chr2	202083924	202099734	4	9298	10347.645	2619.717	452	1
3_MACS_peak_7385_lociStitched	chr15	46994754	47008822	3	9284	13909.0316	2017.3512	453	1
4_MACS_peak_8952_lociStitched	chr17	1000689	1025051	4	9275	15189.707	3498.3832	454	1
2_MACS_peak_3839_lociStitched	chr11	35183472	35196248	2	9251	9433.7984	2246.0208	455	1
2_MACS_peak_14614_lociStitched	chr21	41295790	41309690	2	9251	33397.53	3668.21	456	1
2_MACS_peak_12584_lociStitched	chr2	89049534	89066032	2	9251	26373.7028	2893.7492	457	1
2_MACS_peak_16634_lociStitched	chr3	177068667	177080333	2	9248	18382.1162	3199.9838	458	1
3_MACS_peak_16231_lociStitched	chr3	125548617	125560883	3	9244	20502.619	2665.4018	459	1
3_MACS_peak_8606_lociStitched	chr16	57569134	57579453	3	9239	9611.1166	1883.2175	460	1
1_MACS_peak_2847_lociStitched	chr10	63802950	63812185	1	9236	17038.575	1928.268	461	1
3_MACS_peak_23710_lociStitched	chr9	130532354	130549623	3	9230	14678.65	2562.7196	462	1
2_MACS_peak_1491_lociStitched	chr1	156709763	156722691	2	9219	17161.92	3500.9024	463	1
4_MACS_peak_11159_lociStitched	chr19	16544729	16561491	4	9217	17476.0612	2608.1672	464	1
2_MACS_peak_22812_lociStitched	chr8	142126374	142140717	2	9193	19097.7045	2336.4747	465	1
2_MACS_peak_1366_lociStitched	chr1	152006491	152021827	2	9172	22395.1608	4031.8344	466	1
2_MACS_peak_15015_lociStitched	chr22	36772439	36785153	2	9156	15289.8564	2390.232	467	1
3_MACS_peak_23595_lociStitched	chr9	117660042	117673171	3	9142	7701.4714	2260.8138	468	1
3_MACS_peak_23214_lociStitched	chr9	71251199	71269305	3	9139	9270.272	2835.3996	469	1
5_MACS_peak_12779_lociStitched	chr2	112687574	112711923	5	9120	10061.0068	3421.0345	470	1
5_MACS_peak_4277_lociStitched	chr11	73069961	73089145	5	9106	10988.5952	3134.6656	471	1
5_MACS_peak_2936_lociStitched	chr10	73609979	73634464	5	9088	10129.4445	3574.81	472	1
4_MACS_peak_15692_lociStitched	chr3	46529585	46547815	4	9084	12301.604	2628.766	473	1
2_MACS_peak_1868_lociStitched	chr1	200986594	200997123	2	9083	12924.3475	2747.0161	474	1
4_MACS_peak_13330_lociStitched	chr2	202040211	202059992	4	9083	8594.8445	3430.0254	475	1
2_MACS_peak_7675_lociStitched	chr15	74832051	74845950	2	9078	15586.3386	2576.8746	476	1
2_MACS_peak_5067_lociStitched	chr12	27330019	27340318	2	9075	12442.2219	1751.8599	477	1
3_MACS_peak_21891_lociStitched	chr7	155532850	155547443	3	9074	15189.8537	3051.3963	478	1
2_MACS_peak_9944_lociStitched	chr17	66230117	66245388	2	9070	32686.0484	2692.2773	479	1
2_MACS_peak_22117_lociStitched	chr8	26428318	26437451	2	9052	23500.1223	1769.9754	480	1
3_MACS_peak_20997_lociStitched	chr7	45025167	45042121	3	9050	14287.1358	2902.5248	481	1
4_MACS_peak_9120_lociStitched	chr17	8076351	8094400	4	9047	14807.3996	3169.4044	482	1
2_MACS_peak_4558_lociStitched	chr11	115125572	115137344	2	9037	23038.9812	1810.5336	483	1
2_MACS_peak_20137_lociStitched	chr6	106585373	106595808	2	9028	20778.172	2171.5235	484	1
4_MACS_peak_13439_lociStitched	chr2	216764644	216784753	4	9012	9803.1375	3012.3282	485	1
2_MACS_peak_6447_lociStitched	chr13	115039365	115048765	2	9003	31067	1514.34	486	1
3_MACS_peak_7935_lociStitched	chr15	93346275	93364509	3	8996	21541.6476	2986.7292	487	1
1_MACS_peak_16812_lociStitched	chr3	193814302	193823294	1	8993	50917.2	2691.3056	488	1
1_MACS_peak_19819_lociStitched	chr6	45386606	45395592	1	8987	25547.198	1346.1028	489	1
5_MACS_peak_10201_lociStitched	chr17	79868421	79896030	5	8980	11352.8208	3500.8212	490	1
2_MACS_peak_14843_lociStitched	chr22	23517272	23526263	2	8973	13161.0258	2040.957	491	1
3_MACS_peak_12319_lociStitched	chr2	64486787	64511617	3	8971	16693.209	3945.487	492	1
3_MACS_peak_219_lociStitched	chr1	17221233	17241655	3	8952	79635.589	5552.7418	493	1
2_MACS_peak_1501_lociStitched	chr1	157142191	157152975	2	8937	13685.9744	2677.6672	494	1
3_MACS_peak_10114_lociStitched	chr17	76139310	76152500	3	8934	21647.428	2254.171	495	1
3_MACS_peak_15304_lociStitched	chr22	50623437	50640728	3	8912	16569.9653	2249.5591	496	1
3_MACS_peak_22012_lociStitched	chr8	12441615	12459521	3	8911	16604.2338	4628.701	497	1
3_MACS_peak_4822_lociStitched	chr12	4251044	4263469	3	8892	10774.96	2124.675	498	1
1_MACS_peak_3345_lociStitched	chr10	112255883	112264770	1	8888	17135.9134	1930.2564	499	1
2_MACS_peak_5573_lociStitched	chr12	89738207	89749477	2	8879	14295.995	2380.224	500	1
4_MACS_peak_11360_lociStitched	chr19	36230828	36249878	4	8874	10807.065	3074.67	501	1
1_MACS_peak_3838_lociStitched	chr11	35159708	35168580	1	8873	14762.1208	2089.356	502	1
4_MACS_peak_15135_lociStitched	chr22	39910944	39929242	4	8873	21225.68	3707.1748	503	1
4_MACS_peak_4900_lociStitched	chr12	9435833	9462655	4	8872	10361.3386	3253.5086	504	1
2_MACS_peak_8909_lociStitched	chr16	89033345	89046106	2	8863	21124.5594	1134.4529	505	1
4_MACS_peak_15320_lociStitched	chr22	50962528	50983193	4	8863	19689.612	3093.5505	506	1
3_MACS_peak_14289_lociStitched	chr20	52337028	52358166	3	8860	10258.2714	2936.0682	507	1
2_MACS_peak_4820_lociStitched	chr12	4216304	4231528	2	8853	57554.332	3303.608	508	1
4_MACS_peak_14863_lociStitched	chr22	24536568	24553965	4	8849	7599.0096	2943.5724	509	1
1_MACS_peak_3579_lociStitched	chr11	2792720	2801563	1	8844	17120.048	1585.5499	510	1
3_MACS_peak_2051_lociStitched	chr1	211688197	211702860	3	8838	13929.85	2863.6839	511	1
2_MACS_peak_17139_lociStitched	chr4	38124208	38136218	2	8835	19984.64	2331.141	512	1
3_MACS_peak_14399_lociStitched	chr20	62358109	62370966	3	8825	13917.7025	2279.5461	513	1
3_MACS_peak_4630_lociStitched	chr11	120368070	120383029	3	8824	15935.8227	1756.1866	514	1
4_MACS_peak_9797_lociStitched	chr17	55553568	55565787	4	8820	8154.9606	1904.9421	515	1
3_MACS_peak_5279_lociStitched	chr12	51712185	51721967	3	8819	13334.8224	1909.4464	516	1
3_MACS_peak_5725_lociStitched	chr12	106529813	106543839	3	8808	11241.839	2468.576	517	1
2_MACS_peak_22202_lociStitched	chr8	33409809	33425399	2	8802	27340.183	2658.095	518	1
3_MACS_peak_3969_lociStitched	chr11	60672643	60683997	3	8794	17990.413	2461.5472	519	1
4_MACS_peak_22763_lociStitched	chr8	133958686	133973046	4	8794	8196.688	2031.94	520	1
2_MACS_peak_22166_lociStitched	chr8	29465194	29474910	2	8784	14411.7428	1446.7124	521	1
4_MACS_peak_12004_lociStitched	chr2	27293375	27310739	4	8784	13582.1208	3125.52	522	1
3_MACS_peak_13021_lociStitched	chr2	157188112	157207822	3	8772	29117.583	2400.678	523	1
3_MACS_peak_9300_lociStitched	chr17	27037508	27056533	3	8753	20257.82	3333.18	524	1
3_MACS_peak_12229_lociStitched	chr2	54777593	54798710	3	8747	10387.4523	3233.0127	525	1
2_MACS_peak_17886_lociStitched	chr4	185201025	185210873	2	8740	34006.1288	1846.5	526	1
3_MACS_peak_13463_lociStitched	chr2	219148545	219160904	3	8739	12833.5856	2335.851	527	1
2_MACS_peak_17990_lociStitched	chr5	1335287	1346358	2	8737	31798.1262	2231.9136	528	1
