REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_12621_lociStitched	chr2	97190500	97212770	4	13956	59999.834	4200.122	157	ARID5A	NEURL3	ARID5A	ARID5A	1.2845	157	1
4_MACS_peak_15667_lociStitched	chr3	46129772	46153200	4	13837	17374.2048	3689.91	158			XCR1	XCR1	NONE	158	1
6_MACS_peak_19508_lociStitched	chr6	27774772	27807802	6	13770	22675.095	5585.373	159	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4J	HIST1H1B	0.17090000000000002	159	1
3_MACS_peak_12204_lociStitched	chr2	47526896	47550969	3	13666	43844.1549	4670.162	160		EPCAM	EPCAM	NONE	NONE	160	1
4_MACS_peak_15684_lociStitched	chr3	46421239	46439448	4	13646	12400.329	3148.3361	161		CCR2,CCR5,CCRL2	CCRL2	CCR2	0.48960000000000004	161	1
3_MACS_peak_10085_lociStitched	chr17	75130877	75145766	3	13636	41640.0663	2964.3999	162	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.5655	162	1
6_MACS_peak_11069_lociStitched	chr19	12885562	12918175	6	13612	18758.9976	4944.1308	163	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	C19orf43	0.7223	163	1
3_MACS_peak_23335_lociStitched	chr9	93670958	93690368	3	13590	25927.878	3245.352	164			SYK	SYK	NONE	164	1
4_MACS_peak_10757_lociStitched	chr19	1015194	1041407	4	13589	24302.0723	5706.5701	165	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	0.6023000000000001	165	1
1_MACS_peak_4960_lociStitched	chr12	12866887	12880324	1	13438	46414.0854	2143.2015	166	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	2.9644	166	1
3_MACS_peak_9972_lociStitched	chr17	70582791	70602008	3	13412	21703.6798	3434.0779	167	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.11449999999999999	167	1
2_MACS_peak_19334_lociStitched	chr6	11827060	11848647	2	13390	50204.8859	3477.6657	168		C6orf105	C6orf105	C6orf105	0.2629	168	1
2_MACS_peak_1814_lociStitched	chr1	192498542	192515841	2	13384	24722.0009	3681.2272	169		RGS1	RGS1	RGS1	0.8792	169	1
4_MACS_peak_24625_lociStitched	chrX	153596692	153628157	4	13370	19942.517	2318.9705	170	EMD,RPL10,FLNA	SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,DNASE1L1	EMD	SNORA70	0.6006	170	1
5_MACS_peak_8314_lociStitched	chr16	22185790	22219142	5	13295	26794.9968	5439.7112	171	EEF2K		EEF2K	EEF2K	0.032200000000000006	171	1
7_MACS_peak_8658_lociStitched	chr16	67184198	67227240	7	13292	22446.403	6499.342	172	FBXL8,HSF4,NOL3,E2F4,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,ELMO3,TMEM208,MIR328,LRRC29	NOL3	NOL3	0.2683	172	1
2_MACS_peak_7788_lociStitched	chr15	81576250	81595943	2	13285	20106.553	3940.5693	173	IL16	STARD5	IL16	STARD5	0.2862	173	1
3_MACS_peak_14827_lociStitched	chr22	23189934	23210010	3	13285	20891.0856	2015.6304	174		MIR650,IGLL5	IGLL5	IGLL5	5.388599999999999	174	1
4_MACS_peak_15128_lociStitched	chr22	39823366	39846017	4	13284	33971.9698	4074.9149	175	TAB1	MGAT3	MGAT3	MGAT3	0.11320000000000002	175	1
4_MACS_peak_14188_lociStitched	chr20	45172394	45191723	4	13228	17384.5026	3318.7893	176	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	0.6152	176	1
3_MACS_peak_15037_lociStitched	chr22	37611215	37628371	3	13198	25924.4316	3455.2184	177	RAC2	C1QTNF6,SSTR3	SSTR3	SSTR3	0.20930000000000004	177	1
4_MACS_peak_393_lociStitched	chr1	28558578	28587338	4	13158	19737.988	4595.848	178	ATPIF1,SESN2,DNAJC8	PTAFR	ATPIF1	ATPIF1	0.3211	178	1
1_MACS_peak_21252_lociStitched	chr7	78115046	78128197	1	13152	19042.648	2304.0552	179	MAGI2		RPL13AP17	RPL13AP17	NONE	179	1
3_MACS_peak_10323_lociStitched	chr18	9134802	9150554	3	13151	17497.3216	2825.9088	180	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.8395999999999999	180	1
3_MACS_peak_10081_lociStitched	chr17	75078880	75093069	3	13047	26302.1493	2982.5278	181	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.5655	181	1
6_MACS_peak_7078_lociStitched	chr15	20960448	20995849	6	12953	22058.3631	4503.0072	182	BCL8		BCL8	NONE	NONE	182	1
4_MACS_peak_2945_lociStitched	chr10	74006958	74034948	4	12897	21904.974	4201.299	183	DDIT4	ANAPC16,ASCC1	DDIT4	DDIT4	0.2426	183	1
2_MACS_peak_19205_lociStitched	chr6	381450	400870	2	12895	16355.524	3334.414	184	IRF4		IRF4	IRF4	0.41000000000000003	184	1
4_MACS_peak_11975_lociStitched	chr2	25623783	25655695	4	12853	25724.2632	5208.0384	185	DTNB		DNMT3A	DNMT3A	NONE	185	1
3_MACS_peak_23346_lociStitched	chr9	93909312	93938219	3	12842	17850.0725	4214.6406	186			LOC100129316	LOC100129316	NONE	186	1
2_MACS_peak_14123_lociStitched	chr20	40709878	40727455	2	12782	42378.147	2575.0305	187	PTPRT		CHD6	CHD6	NONE	187	1
7_MACS_peak_15778_lociStitched	chr3	50357822	50403559	7	12781	32185.1269	7857.6166	188	CYB561D2,HYAL2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115,CACNA2D2	C3orf45,IFRD2,NAT6,HYAL3,HYAL1	RASSF1	NAT6	0.40449999999999997	188	1
4_MACS_peak_23715_lociStitched	chr9	130672566	130700724	4	12752	22106.8458	4882.5972	189	ST6GALNAC4,PIP5KL1,DPM2	AK1,ST6GALNAC6,FAM102A	PIP5KL1	PIP5KL1	0.334	189	1
4_MACS_peak_19136_lociStitched	chr5	176717348	176740665	4	12724	24189.0558	4201.7234	190	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.0998	190	1
3_MACS_peak_16020_lociStitched	chr3	98479778	98495968	3	12699	23695.684	2786.299	191	ST3GAL6		ST3GAL6	ST3GAL6	0.4282	191	1
1_MACS_peak_19447_lociStitched	chr6	25403104	25415723	1	12620	57451.7832	2525.0619	192	LRRC16A		LRRC16A	LRRC16A	0.22069999999999998	192	1
4_MACS_peak_9738_lociStitched	chr17	48225421	48249607	4	12617	12371.139	3775.4346	193	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.18059999999999998	193	1
3_MACS_peak_14375_lociStitched	chr20	61272936	61291069	3	12590	35359.35	2915.7864	194	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8180999999999999	194	1
2_MACS_peak_16813_lociStitched	chr3	193847595	193860505	2	12570	28563.375	3013.194	195	HES1		HES1	HES1	1.9113999999999998	195	1
2_MACS_peak_19475_lociStitched	chr6	26354644	26367270	2	12531	25423.7136	2106.0168	196	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.6778	196	1
2_MACS_peak_3279_lociStitched	chr10	104531033	104543677	2	12521	42587.5208	2622.3656	197	C10orf26		C10orf26	C10orf26	0.6314	197	1
2_MACS_peak_355_lociStitched	chr1	27018275	27031307	2	12483	21109.2336	2132.0352	198	ARID1A		ARID1A	ARID1A	0.2251	198	1
3_MACS_peak_16769_lociStitched	chr3	186703189	186719908	3	12479	27618.1161	4097.8269	199	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.3211	199	1
3_MACS_peak_12096_lociStitched	chr2	37601628	37622510	3	12443	30794.6854	3861.0818	200		QPCT	QPCT	QPCT	1.3016	200	1
2_MACS_peak_864_lociStitched	chr1	66736747	66750435	2	12440	31014.2704	2582.9256	201	PDE4B	PDE4B	PDE4B	PDE4B	0.08760000000000001	201	1
3_MACS_peak_18613_lociStitched	chr5	118658033	118678629	3	12440	15873.3372	3828.7964	202	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.1192	202	1
2_MACS_peak_13634_lociStitched	chr2	238599836	238613345	2	12434	11724.4611	1310.373	203	LRRFIP1		LRRFIP1	LRRFIP1	0.06639999999999999	203	1
3_MACS_peak_17143_lociStitched	chr4	38307111	38322477	3	12406	19398.0384	2344.8516	204			KLF3	KLF3	0.2265	204	1
4_MACS_peak_17947_lociStitched	chr4	187749029	187776132	4	12384	30030.124	3948.9071	205			FAT1	FAT1	NONE	205	1
3_MACS_peak_14643_lociStitched	chr21	43638575	43658036	3	12334	40031.277	4279.4739	206	ABCG1		ABCG1	ABCG1	0.39350000000000007	206	1
4_MACS_peak_3051_lociStitched	chr10	81946414	81966293	4	12291	19459.5531	3510.6314	207	ANXA11		ANXA11	ANXA11	0.24820000000000003	207	1
4_MACS_peak_3999_lociStitched	chr11	62308101	62325832	4	12269	16500.4686	3333.428	208	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.39499999999999996	208	1
6_MACS_peak_17046_lociStitched	chr4	15755290	15788090	6	12254	14953.52	4952.8	209	CD38		CD38	CD38	0.063	209	1
4_MACS_peak_15092_lociStitched	chr22	39362178	39385759	4	12165	21331.3726	3164.5702	210	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.7113	210	1
5_MACS_peak_10036_lociStitched	chr17	73850473	73875718	5	12141	31384.584	3804.4215	211	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.3024	211	1
5_MACS_peak_12408_lociStitched	chr2	70334992	70371235	5	12130	38678.5296	5218.992	212	LOC100133985	PCBP1,LOC400960,C2orf42	LOC100133985	PCBP1	4.334	212	1
5_MACS_peak_23963_lociStitched	chrX	10065343	10091103	5	12100	17024.784	2251.424	213	WWC3	CLCN4	CLCN4	NONE	NONE	213	1
4_MACS_peak_11592_lociStitched	chr19	47728490	47748472	4	12084	21286.8246	3460.8824	214	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.6352	214	1
2_MACS_peak_3749_lociStitched	chr11	19450910	19465674	2	12082	22320.2152	2785.9668	215	NAV2		NAV2	NAV2	0.0189	215	1
2_MACS_peak_4518_lociStitched	chr11	111237826	111251524	2	12054	22278.4272	2503.9944	216	POU2AF1		POU2AF1	POU2AF1	0.5576000000000001	216	1
4_MACS_peak_17401_lociStitched	chr4	84132767	84162999	4	12054	17694.7896	4580.148	217		COQ2	COQ2	COQ2	0.0629	217	1
4_MACS_peak_20438_lociStitched	chr6	143162958	143179778	4	11991	16184.204	1354.01	218	HIVEP2		HIVEP2	HIVEP2	0.1383	218	1
3_MACS_peak_1465_lociStitched	chr1	156065250	156086231	3	11990	24579.2415	4554.9751	219	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	1.8893999999999997	219	1
2_MACS_peak_12715_lociStitched	chr2	109828822	109843057	2	11982	20840.04	2579.382	220	SH3RF3		MIR4265	MIR4265	NONE	220	1
5_MACS_peak_7267_lociStitched	chr15	40330151	40358629	5	11969	20210.8366	4590.6536	221	SRP14	BMF	SRP14	BMF	0.7744	221	1
2_MACS_peak_8642_lociStitched	chr16	66549281	66561714	2	11959	40536.5532	2477.8969	222	TK2	CKLF,CMTM1	TK2	TK2	0.9316000000000001	222	1
5_MACS_peak_4905_lociStitched	chr12	9573465	9601755	5	11942	20309.391	4936.605	223	DDX12		DDX12	DDX12	0.3846	223	1
5_MACS_peak_4934_lociStitched	chr12	11901821	11920401	5	11939	16237.062	3288.66	224	ETV6		ETV6	ETV6	0.11729999999999999	224	1
5_MACS_peak_14894_lociStitched	chr22	27037718	27071126	5	11929	20559.2832	5572.4544	225	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	0.8587	225	1
1_MACS_peak_6427_lociStitched	chr13	114556448	114568366	1	11919	54557.0286	3279.8336	226	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.9634	226	1
3_MACS_peak_16568_lociStitched	chr3	169755002	169776683	3	11843	21561.7545	4858.7121	227	GPR160		GPR160	GPR160	0.265	227	1
3_MACS_peak_15656_lociStitched	chr3	45593920	45617867	3	11807	14641.1958	3795.5995	228		LIMD1	LIMD1	LIMD1	0.15620000000000003	228	1
3_MACS_peak_24102_lociStitched	chrX	39953209	39969471	3	11778	15611.52	1180.6212	229	BCOR		BCOR	BCOR	0.2268	229	1
1_MACS_peak_12151_lociStitched	chr2	43444298	43456073	1	11776	24983.0175	2143.05	230	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.6125	230	1
4_MACS_peak_23486_lociStitched	chr9	108004658	108027198	4	11767	21816.466	3313.38	231	SLC44A1		SLC44A1	SLC44A1	0.1244	231	1
3_MACS_peak_14140_lociStitched	chr20	42569475	42585482	3	11762	17753.3637	2962.8957	232	TOX2		TOX2	TOX2	0.5166	232	1
3_MACS_peak_19105_lociStitched	chr5	173696452	173710022	3	11750	19972.326	2348.967	233			HMP19	HMP19	NONE	233	1
4_MACS_peak_1932_lociStitched	chr1	204474577	204492246	4	11750	30904.8479	4410.1824	234	MDM4	PIK3C2B	MDM4	MDM4	0.44739999999999996	234	1
4_MACS_peak_19329_lociStitched	chr6	11714049	11735591	4	11748	19366.258	3278.6924	235	C6orf105		C6orf105	C6orf105	0.2629	235	1
3_MACS_peak_19595_lociStitched	chr6	31694438	31709479	3	11743	28337.244	2929.9868	236	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.5927	236	1
3_MACS_peak_6296_lociStitched	chr13	78689103	78712596	3	11743	22515.6912	3317.2116	237			EDNRB	EDNRB	NONE	237	1
4_MACS_peak_18923_lociStitched	chr5	150520148	150538035	4	11721	15522.3386	3171.3651	238	ANXA6		ANXA6	ANXA6	0.1835	238	1
6_MACS_peak_4046_lociStitched	chr11	63992814	64019947	6	11717	19701.2713	4628.8898	239	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.7785	239	1
4_MACS_peak_19461_lociStitched	chr6	26183623	26207035	4	11707	16971.3588	4265.6664	240	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	0.5753999999999999	240	1
2_MACS_peak_18705_lociStitched	chr5	131823042	131837816	2	11666	15738.7422	2770.125	241	IRF1	IL5	IRF1	IRF1	0.24350000000000002	241	1
4_MACS_peak_5752_lociStitched	chr12	109161793	109181012	4	11654	26003.307	3372.9345	242	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.2809	242	1
2_MACS_peak_10417_lociStitched	chr18	22929433	22941103	2	11650	8591.454	1422.573	243	ZNF521		ZNF521	NONE	NONE	243	1
5_MACS_peak_7989_lociStitched	chr15	101790294	101818132	5	11608	21554.9634	4017.0234	244	CHSY1,SELS	SNRPA1	CHSY1	SNRPA1	0.3416	244	1
5_MACS_peak_19601_lociStitched	chr6	31773851	31804728	5	11589	19619.2458	4934.1446	245	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	SNORD52	0.7664	245	1
6_MACS_peak_10786_lociStitched	chr19	1647728	1672875	6	11574	32914.9083	4403.2397	246	TCF3	UQCR11	TCF3	TCF3	0.5076999999999999	246	1
2_MACS_peak_8214_lociStitched	chr16	12056085	12071700	2	11571	50717.52	3408.7545	247	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	3.515	247	1
4_MACS_peak_1759_lociStitched	chr1	183865321	183885659	4	11568	19056.706	4427.5826	248	RGL1		GLT25D2	GLT25D2	NONE	248	1
3_MACS_peak_2293_lociStitched	chr1	234734079	234749915	3	11524	58247.9752	3963.7508	249	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.5075	249	1
5_MACS_peak_10975_lociStitched	chr19	9917480	9946952	5	11487	14682.9504	4105.4496	250	UBL5,PIN1,FBXL12	ZNF846	FBXL12	FBXL12	0.31489999999999996	250	1
1_MACS_peak_18471_lociStitched	chr5	88175222	88186705	1	11484	18150.0298	2076.1264	251	MEF2C		MEF2C	MEF2C	0.13770000000000002	251	1
2_MACS_peak_14892_lociStitched	chr22	27003207	27015078	2	11483	23010.7464	2339.7741	252	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.8587	252	1
6_MACS_peak_15905_lociStitched	chr3	66530607	66551682	6	11479	10170.795	3068.52	253	LRIG1		LRIG1	LRIG1	0.05120000000000001	253	1
3_MACS_peak_9620_lociStitched	chr17	42275443	42299854	3	11472	18012.8769	3764.1762	254	ATXN7L3,UBTF	ASB16,TMUB2,C17orf65,SLC4A1	UBTF	UBTF	0.5238	254	1
3_MACS_peak_15102_lociStitched	chr22	39459073	39474362	3	11431	18525.6813	2363.6794	255	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3G	0.5211999999999999	255	1
4_MACS_peak_20350_lociStitched	chr6	135322985	135343829	4	11428	20249.946	2755.5768	256	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1729	256	1
2_MACS_peak_7470_lociStitched	chr15	56648212	56666128	2	11416	24944.4468	2785.938	257	TEX9		TEX9	TEX9	0.21420000000000003	257	1
5_MACS_peak_9575_lociStitched	chr17	40705862	40739567	5	11407	25248.4155	5841.0765	258	HSD17B1,COASY,MLX,PSMC3IP,FAM134C	NAGLU,TUBG1	MLX	TUBG1	0.6187	258	1
4_MACS_peak_19806_lociStitched	chr6	44204737	44234449	4	11396	17221.0752	4887.624	259	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	HSP90AB1	HSP90AB1	0.3296	259	1
2_MACS_peak_21428_lociStitched	chr7	101921972	101935830	2	11392	19575.8108	2368.3322	260	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.8846999999999999	260	1
2_MACS_peak_13196_lociStitched	chr2	182168517	182179939	2	11381	19039.3318	1909.7584	261			ITGA4	ITGA4	NONE	261	1
3_MACS_peak_4100_lociStitched	chr11	65336334	65356974	3	11343	20326.272	3702.816	262	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	EHBP1L1	0.5136	262	1
3_MACS_peak_12138_lociStitched	chr2	42344435	42361020	3	11334	15641.3135	2744.8175	263		EML4	EML4	NONE	NONE	263	1
4_MACS_peak_14324_lociStitched	chr20	55958121	55975626	4	11324	26432.55	2977.6005	264	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8156000000000001	264	1
4_MACS_peak_7887_lociStitched	chr15	90574096	90591839	4	11315	17421.8517	2932.9179	265	ZNF710		ZNF710	ZNF710	0.33890000000000003	265	1
5_MACS_peak_589_lociStitched	chr1	40839324	40858441	5	11310	14240.2533	3274.7421	266	SMAP2	SMAP2	SMAP2	SMAP2	0.15839999999999999	266	1
2_MACS_peak_1974_lociStitched	chr1	206727996	206739430	2	11296	19325.7468	3632.5818	267	RASSF5	LGTN	RASSF5	RASSF5	0.20310000000000003	267	1
3_MACS_peak_19824_lociStitched	chr6	45672529	45683903	3	11294	22575.1152	2223.617	268			RUNX2	RUNX2	0.1124	268	1
4_MACS_peak_22224_lociStitched	chr8	37737442	37762574	4	11279	16931.4284	3920.592	269	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.2477	269	1
2_MACS_peak_18703_lociStitched	chr5	131790581	131804218	2	11276	20910.9758	2994.6852	270	C5orf56	IRF1	IRF1	IRF1	0.24350000000000002	270	1
4_MACS_peak_6841_lociStitched	chr14	77487844	77507615	4	11274	17434.0678	1779.39	271	C14orf4		C14orf4	C14orf4	0.8807	271	1
4_MACS_peak_14284_lociStitched	chr20	52258477	52278746	4	11267	12341.7941	2596.4589	272			ZNF217	ZNF217	0.21800000000000003	272	1
4_MACS_peak_9905_lociStitched	chr17	62961024	62986541	4	11243	38334.1891	4212.8567	273	AMZ2P1	LRRC37A3	AMZ2P1	AMZ2P1	0.609	273	1
2_MACS_peak_23351_lociStitched	chr9	94181280	94192606	2	11238	17300.465	1845.0054	274	NFIL3		NFIL3	NFIL3	0.5239	274	1
1_MACS_peak_12773_lociStitched	chr2	112455336	112466557	1	11222	62068.9615	2532.5797	275			ANAPC1	NONE	NONE	275	1
4_MACS_peak_12579_lociStitched	chr2	88905334	88928422	4	11214	14180.6496	4144.296	276	EIF2AK3		EIF2AK3	EIF2AK3	0.1189	276	1
6_MACS_peak_5130_lociStitched	chr12	33037908	33060579	6	11210	11909.0763	3260.0898	277	PKP2		PKP2	PKP2	0.044700000000000004	277	1
4_MACS_peak_9707_lociStitched	chr17	46580909	46596208	4	11202	11688.436	2502.9164	278		HOXB1,HOXB2	HOXB1	HOXB1	0.0267	278	1
3_MACS_peak_11342_lociStitched	chr19	35694512	35708073	3	11201	35730.5228	2748.8147	279		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6469	279	1
2_MACS_peak_15077_lociStitched	chr22	38782560	38795649	2	11191	16047.114	1959.4233	280	LOC400927	KCNJ4	LOC400927	LOC400927	0.2425	280	1
1_MACS_peak_16283_lociStitched	chr3	129026473	129037632	1	11160	28124.0277	2113.5146	281	C3orf47,H1FX	C3orf37	C3orf47	C3orf47	0.8328999999999999	281	1
2_MACS_peak_14157_lociStitched	chr20	43270360	43282290	2	11151	23034.444	2479.054	282	ADA	LOC79015	ADA	ADA	0.46490000000000004	282	1
5_MACS_peak_8228_lociStitched	chr16	14486560	14504481	5	11135	33793.6297	2899.6178	283			MIR365-1	MIR365-1	NONE	283	1
4_MACS_peak_1919_lociStitched	chr1	203706628	203735898	4	11128	27472.822	5921.321	284	ATP2B4,LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	0.5829000000000001	284	1
3_MACS_peak_7701_lociStitched	chr15	75352851	75370971	3	11124	15668.364	3107.58	285		PPCDC	PPCDC	PPCDC	1.0188	285	1
1_MACS_peak_12137_lociStitched	chr2	42323428	42334548	1	11121	35750.8	2317.408	286		PKDCC	PKDCC	PKDCC	0.007199999999999998	286	1
4_MACS_peak_20160_lociStitched	chr6	108908193	108920534	4	11094	10351.6308	1662.3327	287	FOXO3		FOXO3	FOXO3	0.30579999999999996	287	1
5_MACS_peak_8408_lociStitched	chr16	29815576	29833568	5	11094	21117.2104	3494.0464	288	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	0.6578999999999999	288	1
4_MACS_peak_11618_lociStitched	chr19	48879849	48902448	4	11056	29360.6208	3132.2214	289	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.2812000000000001	289	1
3_MACS_peak_14163_lociStitched	chr20	43587653	43608940	3	11042	11748.2953	3533.642	290	STK4,TOMM34	PABPC1L	STK4	STK4	0.0938	290	1
3_MACS_peak_4243_lociStitched	chr11	71413784	71427015	3	11028	36180.1695	2804.972	291			FAM86C	FAM86C	NONE	291	1
2_MACS_peak_14661_lociStitched	chr21	44580728	44598385	2	10992	32720.1867	4391.2959	292	CRYAA		CRYAA	CRYAA	1.4863000000000002	292	1
1_MACS_peak_9066_lociStitched	chr17	6061945	6072914	1	10970	32902.6124	2127.986	293			WSCD1	WSCD1	NONE	293	1
5_MACS_peak_18927_lociStitched	chr5	150590483	150618752	5	10966	12172.6314	4458.0213	294	CCDC69	GM2A	CCDC69	CCDC69	0.1023	294	1
4_MACS_peak_13271_lociStitched	chr2	197033399	197048550	4	10963	18350.8912	2728.6951	295	STK17B		STK17B	STK17B	0.19599999999999998	295	1
3_MACS_peak_17168_lociStitched	chr4	40302597	40319753	3	10931	13735.0936	2961.1256	296		CHRNA9	CHRNA9	NONE	NONE	296	1
5_MACS_peak_21933_lociStitched	chr8	2098063	2124404	5	10870	14880.0309	3400.6231	297			MYOM2	MYOM2	1.2162	297	1
3_MACS_peak_21183_lociStitched	chr7	74057169	74076765	3	10866	18751.4124	2688.5712	298	GTF2I		GTF2I	GTF2I	0.074	298	1
3_MACS_peak_20772_lociStitched	chr7	20476421	20490056	3	10845	19912.554	1992.0735	299			ITGB8	ITGB8	NONE	299	1
4_MACS_peak_10065_lociStitched	chr17	74476181	74498446	4	10842	24660.714	3671.4985	300	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	0.5203	300	1
2_MACS_peak_7177_lociStitched	chr15	31546609	31561229	2	10816	46715.286	2752.946	301			KLF13	KLF13	0.6295999999999999	301	1
3_MACS_peak_18121_lociStitched	chr5	32530719	32544093	3	10793	17886.3876	2666.7756	302		SUB1	SUB1	SUB1	0.8034	302	1
4_MACS_peak_10531_lociStitched	chr18	46308278	46333871	4	10791	13070.3451	3501.1224	303	KIAA0427		SMAD7	SMAD7	0.9995999999999999	303	1
3_MACS_peak_2950_lociStitched	chr10	74078099	74097222	3	10786	35224.566	3275.7699	304	DNAJB12	DDIT4	DNAJB12	DNAJB12	0.41579999999999995	304	1
5_MACS_peak_10803_lociStitched	chr19	2031641	2062720	5	10781	23629.3637	6340.116	305	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.7554	305	1
4_MACS_peak_14297_lociStitched	chr20	52545819	52567038	4	10780	11717.1318	3558.4263	306	BCAS1		SUMO1P1	SUMO1P1	NONE	306	1
3_MACS_peak_8329_lociStitched	chr16	23344085	23363557	3	10745	49990.4656	3545.8512	307	SCNN1B		SCNN1B	SCNN1B	0.6894	307	1
4_MACS_peak_10793_lociStitched	chr19	1847158	1865641	4	10702	28844.5698	3618.9714	308	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.1819	308	1
4_MACS_peak_4366_lociStitched	chr11	82764680	82790348	4	10701	24130.4868	4525.2684	309	RAB30	SNORA70E	RAB30	RAB30	0.3179	309	1
4_MACS_peak_1733_lociStitched	chr1	181095459	181106492	4	10684	15238.7796	2736.184	310		IER5	IER5	IER5	0.239	310	1
2_MACS_peak_1816_lociStitched	chr1	192538521	192551566	2	10674	16053.177	3035.5715	311	RGS1		RGS1	RGS1	0.8792	311	1
1_MACS_peak_10658_lociStitched	chr18	60821029	60831697	1	10669	57085.5348	2033.3208	312	BCL2		BCL2	BCL2	0.41079999999999994	312	1
2_MACS_peak_18886_lociStitched	chr5	148204876	148215605	2	10669	12824.3737	2567.4497	313	ADRB2		ADRB2	ADRB2	0.4823	313	1
