REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_11762_lociStitched	chr17	76763375	76779717	3	14048	36040.6468	2828.8002	189	CYTH1		CYTH1	189	1
6_MACS_peak_26436_lociStitched	chr8	126285348	126308192	6	14312	32712.608	3575.086	190	NSMCE2		TRIB1	190	1
3_MACS_peak_16651_lociStitched	chr21	19152048	19169149	3	14171	33488.8883	3370.6071	191	C21orf91		C21orf91	191	1
1_MACS_peak_22771_lociStitched	chr6	32934602	32943083	1	8482	73230.8907	1920.0984	192	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	192	1
2_MACS_peak_21855_lociStitched	chr5	142771405	142785947	2	13539	40240.6224	2063.5098	193	NR3C1		NR3C1	193	1
2_MACS_peak_20812_lociStitched	chr5	6475818	6487252	2	10113	65841.5456	2125.5806	194	UBE2QL1		UBE2QL1	194	1
4_MACS_peak_641_lociStitched	chr1	40839074	40858340	4	13975	35351.1834	3390.816	195	SMAP2	SMAP2	SMAP2	195	1
3_MACS_peak_27620_lociStitched	chr9	130828809	130845824	3	14019	34188.2395	2982.7295	196	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	196	1
2_MACS_peak_8432_lociStitched	chr15	31546713	31560816	2	9688	68234.5449	2652.7743	197			KLF13	197	1
4_MACS_peak_18974_lociStitched	chr3	156804659	156824320	4	11321	61159.4727	5068.6058	198	LOC100498859,LOC339894		LOC100498859	198	1
3_MACS_peak_4865_lociStitched	chr11	71413596	71426786	3	11146	59629.352	2421.684	199			FAM86C	199	1
2_MACS_peak_18037_lociStitched	chr3	46578207	46589673	2	7518	76197.303	2262.2418	200	LRRC2	RTP3,TDGF1	LRRC2	200	1
2_MACS_peak_17170_lociStitched	chr22	29207080	29221510	2	11464	57405.426	2578.641	201		CCDC117,XBP1	XBP1	201	1
1_MACS_peak_11058_lociStitched	chr17	37924906	37938211	1	13306	40698.6645	2498.679	203	IKZF3	GRB7,C17orf37	GRB7	203	1
2_MACS_peak_14990_lociStitched	chr2	158291969	158302399	2	10336	63102.543	2202.816	204	CYTIP		CYTIP	204	1
1_MACS_peak_17351_lociStitched	chr22	38700753	38714954	1	14202	27263.0798	2469.5539	205	CSNK1E	TMEM184B	CSNK1E	205	1
2_MACS_peak_16159_lociStitched	chr20	32461957	32473616	2	8380	72170.3759	2384.2655	206			CHMP4B	206	1
5_MACS_peak_27696_lociStitched	chr9	134127149	134152448	5	13352	40435.3917	4088.3184	207	FAM78A	PPAPDC3	FAM78A	207	1
1_MACS_peak_383_lociStitched	chr1	27018296	27030975	1	12680	45872.622	2666.3937	208	ARID1A		ARID1A	208	1
3_MACS_peak_6874_lociStitched	chr12	123371248	123387151	3	13780	30436.7517	1709.5725	209	VPS37B		VPS37B	209	1
6_MACS_peak_4667_lociStitched	chr11	63992553	64020071	6	13962	29669.9076	4017.628	210	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	210	1
1_MACS_peak_2309_lociStitched	chr1	206727947	206738612	1	10666	60135.669	3263.49	211	RASSF5	LGTN	RASSF5	211	1
1_MACS_peak_15225_lociStitched	chr2	182168515	182180119	1	11605	52683.3204	2274.384	212			ITGA4	212	1
5_MACS_peak_25717_lociStitched	chr8	27930207	27951651	5	13730	30845.0496	3997.1616	213	ELP3,C8orf80		C8orf80	213	1
3_MACS_peak_19712_lociStitched	chr4	38307399	38322270	3	11606	52139.2131	2641.0896	214			KLF3	214	1
3_MACS_peak_11600_lociStitched	chr17	70582418	70601677	3	13048	38756.8116	3310.6221	216	LOC100499467,FLJ26484		LOC100499467	216	1
4_MACS_peak_23874_lociStitched	chr6	157976656	157999836	4	13440	32143.706	1914.668	217	ZDHHC14	MIR3692	MIR3692	217	1
2_MACS_peak_16085_lociStitched	chr20	25288911	25303029	2	9875	61938.4896	2251.821	218	ABHD12		PYGB	218	1
4_MACS_peak_5004_lociStitched	chr11	82764999	82790115	4	12479	44633.6436	4397.8116	219	RAB30	SNORA70E	RAB30	219	1
5_MACS_peak_21365_lociStitched	chr5	87954602	87976636	5	10971	55972.9702	3391.0326	220	LOC645323,MIR9-2		MIR9-2	220	1
6_MACS_peak_14166_lociStitched	chr2	64430374	64456306	6	12309	46161.5532	4385.1012	221	LOC150992		LOC150992	221	1
1_MACS_peak_293_lociStitched	chr1	23849895	23858930	1	9036	65279.682	1973.244	222	E2F2	ASAP3,ID3	E2F2	222	1
4_MACS_peak_6181_lociStitched	chr12	57021917	57040923	4	13604	28408.2682	3422.9806	223	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	223	1
5_MACS_peak_28574_lociStitched	chrX	128902477	128921372	5	13136	33480.0505	1897.058	226	XPNPEP2,SASH3		SASH3	226	1
3_MACS_peak_949_lociStitched	chr1	66736663	66750304	3	10928	54831.3636	2722.7436	227	PDE4B	PDE4B	PDE4B	227	1
3_MACS_peak_27211_lociStitched	chr9	94181101	94195815	3	13161	34277.7344	3200.295	228	NFIL3		NFIL3	228	1
2_MACS_peak_5243_lociStitched	chr11	115090834	115102354	2	8236	68160.384	2324.736	229	CADM1		CADM1	229	1
1_MACS_peak_11506_lociStitched	chr17	62197018	62210312	1	13295	30336.908	2685.388	230	ERN1	SNORD104,SNORA76	ERN1	230	1
3_MACS_peak_12877_lociStitched	chr19	16693935	16711643	3	11657	48725.3328	3091.8168	231	MED26	CHERP,SLC35E1	SLC35E1	231	1
2_MACS_peak_22588_lociStitched	chr6	26355635	26367662	2	10518	56024.1714	2399.3865	233	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	233	1
1_MACS_peak_20178_lociStitched	chr4	105407068	105417600	1	10533	55140.286	1703.0244	234	CXXC4		CXXC4	234	1
1_MACS_peak_4893_lociStitched	chr11	72862319	72869887	1	7569	69403.8576	1931.3536	235		FCHSD2	FCHSD2	235	1
4_MACS_peak_2871_lociStitched	chr10	7511624	7535594	4	11902	46175.808	3696.174	236			SFMBT2	236	1
3_MACS_peak_19963_lociStitched	chr4	77117646	77136379	3	12277	42254.1548	3718.5005	237	SCARB2	FAM47E,NUP54	SCARB2	237	1
2_MACS_peak_3870_lociStitched	chr10	112216460	112226020	2	7863	67270.852	1952.152	238		DUSP5	DUSP5	238	1
2_MACS_peak_10541_lociStitched	chr17	4842027	4854721	2	11540	46074.1424	2006.9214	239	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	239	1
6_MACS_peak_8533_lociStitched	chr15	40329663	40358190	6	13206	28718.1309	4455.9174	240	SRP14	BMF	SRP14	240	1
1_MACS_peak_20934_lociStitched	chr5	32581093	32592910	1	11818	42709.0014	2582.0145	241	SUB1		SUB1	241	1
1_MACS_peak_2355_lociStitched	chr1	209275307	209284060	1	8754	62885.9285	2656.5355	243			LOC642587	243	1
4_MACS_peak_18916_lociStitched	chr3	151985386	152002015	4	12842	29296.9722	2925.0411	244	MBNL1,LOC401093	MBNL1	LOC401093	244	1
2_MACS_peak_24471_lociStitched	chr7	50343663	50357761	2	11896	39943.8634	2716.6846	245	IKZF1		IKZF1	245	1
4_MACS_peak_17407_lociStitched	chr22	39910553	39929634	4	12443	34214.1411	3570.0551	246	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	246	1
2_MACS_peak_22260_lociStitched	chr6	388990	404034	2	12791	27856.9748	2667.3012	248	IRF4		IRF4	248	1
2_MACS_peak_19886_lociStitched	chr4	69431913	69443289	2	9833	54769.752	1830.3984	249	UGT2B15,UGT2B17		UGT2B17	249	1
1_MACS_peak_19144_lociStitched	chr3	176911606	176920709	1	9104	59377.0484	2420.4877	250	TBL1XR1		TBL1XR1	250	1
4_MACS_peak_12509_lociStitched	chr19	2254739	2274470	4	12480	33791.3106	4293.4656	251	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	251	1
3_MACS_peak_14184_lociStitched	chr2	64862704	64883404	3	12153	36305.73	3129.84	252	SERTAD2	LOC339807	SERTAD2	252	1
3_MACS_peak_27604_lociStitched	chr9	130532000	130551719	3	12642	28746.3582	2981.5128	253	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	253	1
1_MACS_peak_11031_lociStitched	chr17	36856189	36863738	1	7550	64131.7746	1326.3593	254	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	254	1
2_MACS_peak_17150_lociStitched	chr22	26974752	26992124	2	11989	36514.2068	2916.7588	255	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	255	1
2_MACS_peak_3155_lociStitched	chr10	43890545	43905874	2	11977	35160.1273	2527.7521	257	HNRNPF	FXYD4,ZNF487P	HNRNPF	257	1
1_MACS_peak_23382_lociStitched	chr6	106610071	106617346	1	7276	64828.98	1623.78	258			PRDM1	258	1
1_MACS_peak_21901_lociStitched	chr5	148204701	148215882	1	11182	43312.9578	2682.3219	259	ADRB2		ADRB2	259	1
4_MACS_peak_19921_lociStitched	chr4	74454177	74475378	4	11202	42656.412	2957.5395	260	RASSF6		RASSF6	260	1
2_MACS_peak_22980_lociStitched	chr6	45386603	45402334	2	11357	40176.974	2271.5564	261	RUNX2	SUPT3H	RUNX2	261	1
2_MACS_peak_21694_lociStitched	chr5	131822908	131837596	2	11926	33275.664	2799.5328	263	IRF1	IL5	IRF1	263	1
2_MACS_peak_16332_lociStitched	chr20	43270464	43282256	2	11622	36447.8928	2416.1808	264	ADA	LOC79015	ADA	264	1
1_MACS_peak_9132_lociStitched	chr15	81585047	81595989	1	10943	43278.8926	2697.203	266	IL16	STARD5	IL16	266	1
1_MACS_peak_15665_lociStitched	chr2	231729300	231739615	1	10316	46275.153	1086.1695	267	ITM2C		ITM2C	267	1
5_MACS_peak_5666_lociStitched	chr12	11901844	11920122	5	11789	34289.528	3057.9094	268	ETV6		ETV6	268	1
3_MACS_peak_23141_lociStitched	chr6	74220372	74234463	3	11465	37597.6062	2757.6087	270	EEF1A1	MTO1	EEF1A1	270	1
2_MACS_peak_16478_lociStitched	chr20	52267843	52279092	2	10543	45258.1017	2031.5694	271			ZNF217	271	1
1_MACS_peak_12055_lociStitched	chr18	22929066	22941224	1	12159	27485.5906	1703.3358	272	ZNF521		ZNF521	272	1
2_MACS_peak_5397_lociStitched	chr11	126056793	126068922	2	7225	63414.0507	2129.8524	274		FAM118B,RPUSD4	RPUSD4	274	1
3_MACS_peak_6315_lociStitched	chr12	69195512	69215582	3	11437	37480.725	2968.353	275	MDM2		MDM2	275	1
1_MACS_peak_16379_lociStitched	chr20	45978343	45987190	1	8848	55429.1091	1810.9809	276	ZMYND8	LOC100131496	ZMYND8	276	1
2_MACS_peak_1734_lociStitched	chr1	156709110	156722939	2	11302	38245.4824	3749.0419	279	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	279	1
4_MACS_peak_4822_lociStitched	chr11	67760541	67778334	4	11650	32326.3224	2583.5436	282	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	282	1
1_MACS_peak_23423_lociStitched	chr6	108986146	108997292	1	11147	37309.0058	1866.955	283	FOXO3		NCRNA00222	283	1
3_MACS_peak_9314_lociStitched	chr15	93346328	93364362	3	10316	45461.9106	2836.7482	284		ASB9P1	ASB9P1	284	1
3_MACS_peak_14460_lociStitched	chr2	89049829	89066768	3	9402	51577.5611	2669.5864	285	RPIA,ANKRD36BP2		ANKRD36BP2	285	1
3_MACS_peak_13941_lociStitched	chr2	42323576	42334651	3	9524	50025.775	2156.3025	286		PKDCC	PKDCC	286	1
2_MACS_peak_5357_lociStitched	chr11	122927607	122941774	2	10915	38996.0842	2727.1475	288	HSPA8	LOC341056	HSPA8	288	1
3_MACS_peak_1662_lociStitched	chr1	154942250	154957907	3	10103	47162.0154	4012.8891	289	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	289	1
3_MACS_peak_16912_lociStitched	chr21	45195034	45210799	3	11143	37525.4295	3692.163	290	RRP1,CSTB	LOC284837	RRP1	290	1
2_MACS_peak_1811_lociStitched	chr1	161144471	161157476	2	9894	48431.9205	3771.45	291	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	291	1
3_MACS_peak_17790_lociStitched	chr3	20080309	20098180	3	11671	29533.6146	2637.7596	294	KAT2B	C3orf48	KAT2B	294	1
4_MACS_peak_8757_lociStitched	chr15	52959369	52977118	4	11762	28648.6609	3153.9973	295	KIAA1370		KIAA1370	295	1
2_MACS_peak_16751_lociStitched	chr21	34600645	34613048	2	9814	47620.0782	3001.526	296	IFNAR2	IL10RB	IFNAR2	296	1
3_MACS_peak_20930_lociStitched	chr5	32530487	32543819	3	11241	34088.5908	2423.7576	298		SUB1	SUB1	298	1
3_MACS_peak_22350_lociStitched	chr6	7134974	7148016	3	11468	31461.2166	2588.837	299	RREB1		RREB1	299	1
1_MACS_peak_5537_lociStitched	chr12	4377696	4388545	1	10850	37577.6813	1921.3579	300	CCND2	C12orf5	CCND2	300	1
1_MACS_peak_3090_lociStitched	chr10	30989215	30996886	1	7672	57840.8742	1575.6234	301			LYZL2	301	1
1_MACS_peak_24947_lociStitched	chr7	104651611	104658858	1	7248	59544.2508	1513.8983	302	MLL5,LOC100216545		MLL5	302	1
3_MACS_peak_22969_lociStitched	chr6	44213378	44233739	3	11543	29993.7891	3379.926	303	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	303	1
4_MACS_peak_11746_lociStitched	chr17	76163822	76183571	4	11679	27964.584	3402.7527	304	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	304	1
3_MACS_peak_17378_lociStitched	chr22	39459256	39474329	3	11114	32999.3189	2455.3917	306	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	306	1
1_MACS_peak_21773_lociStitched	chr5	138720130	138730518	1	10389	39982.3732	2178.3636	307	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	307	1
2_MACS_peak_14014_lociStitched	chr2	47204124	47214991	2	9109	49445.9367	2177.7468	309	TTC7A	MCFD2	MCFD2	309	1
1_MACS_peak_19896_lociStitched	chr4	71523572	71535088	1	11517	26715.9684	2145.4308	310	IGJ	ENAM,UTP3,RUFY3	IGJ	310	1
1_MACS_peak_20438_lociStitched	chr4	144272729	144282293	1	9565	45206.1588	2012.2656	311	GAB1		GAB1	311	1
2_MACS_peak_26544_lociStitched	chr8	137189388	137201520	2	10202	39949.4628	2252.9124	314			KHDRBS3	314	1
4_MACS_peak_22559_lociStitched	chr6	26017371	26034841	4	10974	32896.01	3058.997	315	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	315	1
1_MACS_peak_15539_lociStitched	chr2	217079345	217088991	1	9647	44120.804	2193.5004	316			XRCC5	316	1
2_MACS_peak_12529_lociStitched	chr19	2618248	2628955	2	7703	55941.9336	2938.0008	318	GNG7		GNG7	318	1
1_MACS_peak_24448_lociStitched	chr7	47512882	47522619	1	9738	42820.4049	2343.6959	319	TNS3		TNS3	319	1
3_MACS_peak_22636_lociStitched	chr6	27790948	27807981	3	9353	46060.6386	2790.0054	320	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	320	1
3_MACS_peak_9862_lociStitched	chr16	30193793	30212336	3	10962	32077.5357	3690.057	321	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	321	1
2_MACS_peak_6437_lociStitched	chr12	89738358	89749586	2	10230	38323.4096	2408.406	322	DUSP6		DUSP6	322	1
4_MACS_peak_13496_lociStitched	chr19	56145595	56168006	4	11084	28836.2337	3077.0303	323	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	323	1
1_MACS_peak_1444_lociStitched	chr1	145448941	145457988	1	9048	47691.2605	3397.1485	324	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	324	1
3_MACS_peak_22112_lociStitched	chr5	171601079	171616233	3	10897	30064.0206	2547.3874	325	STK10	EFCAB9	STK10	325	1
2_MACS_peak_10576_lociStitched	chr17	6914917	6926137	2	7363	55054.296	1677.39	326	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	326	1
2_MACS_peak_19708_lociStitched	chr4	38124124	38136270	2	9302	44043.8252	2223.9326	328	TBC1D1		PTTG2	328	1
3_MACS_peak_18444_lociStitched	chr3	101495584	101513223	3	10795	30473.1364	2801.0732	329	FAM55C	NFKBIZ	FAM55C	329	1
3_MACS_peak_19062_lociStitched	chr3	169656776	169668287	3	9222	45074.7738	2983.6512	330	SAMD7,LOC100128164	SEC62	LOC100128164	330	1
2_MACS_peak_17078_lociStitched	chr22	23087999	23102105	2	11019	26334.4914	2286.5826	333			MIR650	333	1
2_MACS_peak_6069_lociStitched	chr12	51312113	51323059	2	10632	31393.128	2393.8902	335	METTL7A	HIGD1C	METTL7A	335	1
3_MACS_peak_22922_lociStitched	chr6	42737827	42752492	3	9219	43411.333	2092.6955	339		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	339	1
4_MACS_peak_16578_lociStitched	chr20	61272999	61290820	4	10706	29584.6421	2343.4615	340	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	340	1
4_MACS_peak_20676_lociStitched	chr4	185366715	185381494	4	10318	33638.4819	2664.6537	341	IRF2		IRF2	341	1
2_MACS_peak_16530_lociStitched	chr20	56047755	56058217	2	9341	41469.2756	1771.2166	342		CTCFL	CTCFL	342	1
3_MACS_peak_27397_lociStitched	chr9	112668774	112683193	3	8008	50620.7833	2693.4692	344	PALM2,PALM2-AKAP2		PALM2	344	1
3_MACS_peak_13359_lociStitched	chr19	48824023	48837990	3	10408	31322.3942	2794.7967	345	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	345	1
1_MACS_peak_19014_lociStitched	chr3	160116091	160123725	1	7635	51114.9738	1970.3354	346	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	346	1
3_MACS_peak_7205_lociStitched	chr13	46269354	46280959	3	9533	37787.0405	1326.4515	348	SPERT		SPERT	348	1
2_MACS_peak_6916_lociStitched	chr12	125398059	125412972	2	10089	32416.3881	1321.2918	349	UBC	SCARB1	UBC	349	1
4_MACS_peak_23658_lociStitched	chr6	135322857	135344073	4	10420	30915.9552	3655.5168	350	HBS1L	MIR3662,HBS1L	MIR3662	350	1
1_MACS_peak_21505_lociStitched	chr5	109023851	109034318	1	10468	28712.0277	2089.2132	352	MAN2A1		MAN2A1	352	1
3_MACS_peak_5306_lociStitched	chr11	118963222	118979858	3	10496	28974.9212	2901.3184	353	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	353	1
2_MACS_peak_5967_lociStitched	chr12	46119375	46132532	2	10056	33272.7373	2090.6473	354	ARID2,LOC400027		ARID2	354	1
3_MACS_peak_24623_lociStitched	chr7	74057186	74076866	3	10618	27178.08	2778.816	355	GTF2I		GTF2I	355	1
2_MACS_peak_10035_lociStitched	chr16	56943802	56952764	2	7170	52234.1208	2055.8828	358	SLC12A3	HERPUD1,CETP	HERPUD1	358	1
2_MACS_peak_22152_lociStitched	chr5	173696494	173709907	2	9089	40760.7657	2286.9165	360			HMP19	360	1
1_MACS_peak_6587_lociStitched	chr12	102870812	102879424	1	8613	43461.3192	1739.624	361	IGF1		IGF1	361	1
2_MACS_peak_6079_lociStitched	chr12	51711990	51721955	2	9249	39126.576	2140.482	363	BIN2	SMAGP,CELA1	BIN2	363	1
4_MACS_peak_13407_lociStitched	chr19	50166225	50184263	4	10347	28813.9012	3171.0804	364	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	364	1
1_MACS_peak_23706_lociStitched	chr6	138186976	138196220	1	9245	38528.0676	1784.092	365	TNFAIP3		TNFAIP3	365	1
4_MACS_peak_11742_lociStitched	chr17	76137419	76152189	4	9961	32272.45	2289.35	367	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	367	1
1_MACS_peak_1275_lociStitched	chr1	111172875	111181422	1	8548	42790.5555	1199.9988	369		KCNA2,KCNA3	KCNA2	369	1
2_MACS_peak_19150_lociStitched	chr3	177068693	177079552	2	7937	48401.8207	3119.7907	372			TBL1XR1	372	1
3_MACS_peak_16311_lociStitched	chr20	42569401	42585500	3	9902	32668.0908	2608.038	373	TOX2		TOX2	373	1
2_MACS_peak_28541_lociStitched	chrX	119435001	119445529	2	9749	32629.4304	1093.8592	374	FAM70A		FAM70A	374	1
1_MACS_peak_15947_lociStitched	chr20	9489971	9499799	1	9829	31671.7128	1861.4232	376	C20orf103		C20orf103	376	1
4_MACS_peak_4814_lociStitched	chr11	67647351	67661855	4	8886	40454.5568	2497.5888	378			LOC645332	378	1
1_MACS_peak_14407_lociStitched	chr2	86220158	86228693	1	8536	42339.5745	1882.821	379		LOC90784	LOC90784	379	1
3_MACS_peak_6633_lociStitched	chr12	106528835	106544047	3	10239	27363.3456	2934.3948	380	NUAK1		NUAK1	380	1
2_MACS_peak_24989_lociStitched	chr7	106504144	106513586	2	8323	44513.3648	2836.3768	382	PIK3CG		PIK3CG	382	1
1_MACS_peak_2161_lociStitched	chr1	197740212	197748772	1	8561	42356.592	2332.6	383	DENND1B		DENND1B	383	1
3_MACS_peak_8480_lociStitched	chr15	34619325	34635791	3	9775	32205.8494	2604.9212	384	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	384	1
2_MACS_peak_20774_lociStitched	chr5	1335401	1346212	2	9907	29898.9016	1829.2212	386	CLPTM1L	TERT	CLPTM1L	386	1
2_MACS_peak_6599_lociStitched	chr12	104318488	104326961	2	7384	48375.7462	1746.2853	387	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	387	1
2_MACS_peak_14022_lociStitched	chr2	47526986	47539535	2	7188	49748.0007	2266.3494	389			EPCAM	389	1
2_MACS_peak_12852_lociStitched	chr19	16221446	16231777	2	9818	30039.4487	1962.89	391	RAB8A	TPM4,HSH2D	RAB8A	391	1
4_MACS_peak_3785_lociStitched	chr10	104531391	104543026	4	9592	32476.7755	2047.76	392	C10orf26		C10orf26	392	1
3_MACS_peak_20364_lociStitched	chr4	129724115	129741415	3	9917	28913.49	2586.35	393	PHF17		PHF17	393	1
3_MACS_peak_2551_lociStitched	chr1	226308599	226317159	3	7973	44797.904	2264.12	394			ACBD3	394	1
2_MACS_peak_17093_lociStitched	chr22	23477916	23488595	2	9240	34888.293	2003.3804	395	RAB36,RTDR1	BCR	RTDR1	395	1
2_MACS_peak_14974_lociStitched	chr2	153914528	153928919	2	9444	32751.0378	1867.9518	396			ARL6IP6	396	1
2_MACS_peak_19397_lociStitched	chr3	196357962	196371273	2	8783	38852.1468	3081.4965	400	LRRC33		LRRC33	400	1
3_MACS_peak_12849_lociStitched	chr19	16180437	16198005	3	8849	37050.912	2972.5056	405	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	405	1
3_MACS_peak_5434_lociStitched	chr11	129233735	129248926	3	9477	30568.8493	2546.0116	406	BARX2		BARX2	406	1
2_MACS_peak_27461_lociStitched	chr9	117127657	117137217	2	9365	30554.716	1431.132	407	AKNA	ORM1,ORM2	AKNA	407	1
2_MACS_peak_10399_lociStitched	chr16	89033399	89046054	2	8921	33882.497	1071.8785	410	CBFA2T3	CBFA2T3	CBFA2T3	410	1
3_MACS_peak_13363_lociStitched	chr19	48880295	48895448	3	9051	33777.5523	2338.1079	411	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	411	1
1_MACS_peak_11064_lociStitched	chr17	38016326	38024970	1	8645	36214.9024	1536.0388	412	ZPBP2,IKZF3	GSDMB	IKZF3	412	1
2_MACS_peak_13062_lociStitched	chr19	35695484	35706000	2	7666	43725.528	2358.7388	414		FXYD5,LSR,FAM187B	FAM187B	414	1
1_MACS_peak_24156_lociStitched	chr7	20254596	20262200	1	7605	43394.5072	1906.3228	417	MACC1		MACC1	417	1
3_MACS_peak_24940_lociStitched	chr7	104576372	104586735	3	7827	41988.8034	1928.5543	418		LOC723809	LOC723809	418	1
2_MACS_peak_19740_lociStitched	chr4	40302530	40312602	2	9404	28815.992	2029.508	420		CHRNA9	CHRNA9	420	1
2_MACS_peak_7558_lociStitched	chr13	115039572	115048836	2	8387	37571.0784	1565.616	421	UPF3A	CDC16,ZNF828	UPF3A	421	1
2_MACS_peak_1791_lociStitched	chr1	160703177	160715461	2	8499	38579.1304	3515.6808	422	SLAMF7	CD48	SLAMF7	422	1
3_MACS_peak_8792_lociStitched	chr15	58582525	58591230	3	8524	36366.8785	1512.929	423			LIPC	423	1
3_MACS_peak_16759_lociStitched	chr21	34695973	34712524	3	8661	37729.6596	4021.893	424	IFNAR1		IFNAR1	424	1
2_MACS_peak_19897_lociStitched	chr4	71542204	71555345	2	8791	34952.4318	2374.5787	425	UTP3	ENAM,RUFY3,IGJ	UTP3	425	1
1_MACS_peak_3306_lociStitched	chr10	63803952	63812368	1	8417	37551.3504	2105.6832	427	ARID5B		ARID5B	427	1
1_MACS_peak_3872_lociStitched	chr10	112255958	112264955	1	8998	31744.1151	1636.5543	431	DUSP5		DUSP5	431	1
2_MACS_peak_22700_lociStitched	chr6	30649097	30659488	2	9064	31547.076	2100.0211	432	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	432	1
2_MACS_peak_13481_lociStitched	chr19	55762912	55772313	2	9219	29427.0102	1603.8106	433	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	433	1
1_MACS_peak_23377_lociStitched	chr6	106439201	106446737	1	7537	42227.2224	1437.8688	435			PRDM1	435	1
2_MACS_peak_6852_lociStitched	chr12	122231646	122243398	2	8281	36506.4128	1030.6504	440	SETD1B,LOC338799	RHOF	LOC338799	440	1
3_MACS_peak_23379_lociStitched	chr6	106585450	106595538	3	8118	38654.1896	2060.9784	441		PRDM1	PRDM1	441	1
3_MACS_peak_16007_lociStitched	chr20	17939429	17952872	3	8569	35352.4014	2433.183	442	C20orf72,SNX5,SNORD17		SNORD17	442	1
2_MACS_peak_26528_lociStitched	chr8	134576914	134586068	2	8160	37698.0028	1691.6592	446	ST3GAL1		ST3GAL1	446	1
4_MACS_peak_6667_lociStitched	chr12	109161970	109181160	4	8957	32179.711	3064.643	447	SSH1	CORO1C,SSH1	CORO1C	447	1
