REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
2_MACS_peak_10035_lociStitched	chr16	56943802	56952764	2	7170	52234.1208	2055.8828	190	SLC12A3	HERPUD1,CETP	HERPUD1	190	1
4_MACS_peak_22572_lociStitched	chr6	26183667	26207460	4	13724	54022.0065	3897.2934	191	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	191	1
4_MACS_peak_25703_lociStitched	chr8	27216231	27244085	4	18803	54811.1012	5072.2134	192	PTK2B	TRIM35	PTK2B	192	1
5_MACS_peak_22140_lociStitched	chr5	173310170	173344100	5	27976	55424.655	5690.061	193	CPEB4		CPEB4	193	1
2_MACS_peak_1638_lociStitched	chr1	154296849	154308053	2	6908	52220.7236	2667.6724	194	AQP10,ATP8B2		ATP8B2	194	1
1_MACS_peak_25387_lociStitched	chr7	150100884	150105251	1	4368	50879.917	1346.7828	195	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	195	1
3_MACS_peak_19712_lociStitched	chr4	38307399	38322270	3	11606	52139.2131	2641.0896	196			KLF3	196	1
8_MACS_peak_13197_lociStitched	chr19	42027274	42070271	8	22953	56609.8502	7176.1993	197		CEACAM21	CEACAM21	197	1
1_MACS_peak_19014_lociStitched	chr3	160116091	160123725	1	7635	51114.9738	1970.3354	198	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	198	1
3_MACS_peak_14460_lociStitched	chr2	89049829	89066768	3	9402	51577.5611	2669.5864	199	RPIA,ANKRD36BP2		ANKRD36BP2	199	1
2_MACS_peak_17083_lociStitched	chr22	23189699	23210041	2	16469	50946.539	2351.5352	200		MIR650,IGLL5	IGLL5	200	1
1_MACS_peak_2068_lociStitched	chr1	183809805	183815756	1	5952	50153.2427	1566.8983	201	RGL1		APOBEC4	201	1
3_MACS_peak_3883_lociStitched	chr10	112611886	112633201	3	15841	52652.313	4194.792	202	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	202	1
1_MACS_peak_1516_lociStitched	chr1	149222035	149225597	1	3563	50589.6612	2416.4608	203			LOC388692	203	1
1_MACS_peak_8316_lociStitched	chr14	106323794	106329582	1	5789	48702.5472	639.574	204			KIAA0125	204	1
4_MACS_peak_8095_lociStitched	chr14	81930631	81956040	4	18597	50482.6012	2421.4777	205	SEL1L		SEL1L	205	1
3_MACS_peak_27397_lociStitched	chr9	112668774	112683193	3	8008	50620.7833	2693.4692	206	PALM2,PALM2-AKAP2		PALM2	206	1
3_MACS_peak_13941_lociStitched	chr2	42323576	42334651	3	9524	50025.775	2156.3025	207		PKDCC	PKDCC	207	1
2_MACS_peak_14022_lociStitched	chr2	47526986	47539535	2	7188	49748.0007	2266.3494	208			EPCAM	208	1
2_MACS_peak_18279_lociStitched	chr3	69128200	69146001	2	17010	50752.4311	3305.6457	209	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	209	1
2_MACS_peak_14014_lociStitched	chr2	47204124	47214991	2	9109	49445.9367	2177.7468	210	TTC7A	MCFD2	MCFD2	210	1
4_MACS_peak_22613_lociStitched	chr6	27094271	27116322	4	13670	50426.2268	3552.4161	211	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	211	1
2_MACS_peak_6599_lociStitched	chr12	104318488	104326961	2	7384	48375.7462	1746.2853	212	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	212	1
5_MACS_peak_15441_lociStitched	chr2	204548337	204573718	5	13037	51015.81	4497.5132	213	CD28		CD28	213	1
2_MACS_peak_1017_lociStitched	chr1	75595950	75612812	2	16485	48967.248	2532.6724	214	LHX8		LHX8	214	1
4_MACS_peak_22183_lociStitched	chr5	176717014	176740710	4	14897	50259.216	4296.0848	215	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	215	1
1_MACS_peak_9037_lociStitched	chr15	75334410	75341239	1	6830	47682.8096	1846.5616	216	PPCDC	SCAMP5	PPCDC	216	1
3_MACS_peak_12877_lociStitched	chr19	16693935	16711643	3	11657	48725.3328	3091.8168	217	MED26	CHERP,SLC35E1	SLC35E1	217	1
4_MACS_peak_22547_lociStitched	chr6	25365986	25390541	4	17724	49723.875	4306.947	218	LRRC16A		LRRC16A	218	1
1_MACS_peak_2754_lociStitched	chr1	245132382	245136187	1	3806	46301.9035	921.9515	219	EFCAB2		EFCAB2	219	1
2_MACS_peak_10566_lociStitched	chr17	6063526	6071124	2	6643	46889.5374	1581.1438	220			WSCD1	220	1
2_MACS_peak_19150_lociStitched	chr3	177068693	177079552	2	7937	48401.8207	3119.7907	221			TBL1XR1	221	1
1_MACS_peak_15665_lociStitched	chr2	231729300	231739615	1	10316	46275.153	1086.1695	222	ITM2C		ITM2C	222	1
5_MACS_peak_24348_lociStitched	chr7	38383556	38408446	5	20216	50479.409	5318.993	223			TARP	223	1
1_MACS_peak_2958_lociStitched	chr10	15826343	15832845	1	6503	46229.22	1280.894	224	FAM188A		ITGA8	224	1
1_MACS_peak_21408_lociStitched	chr5	90674339	90681127	1	6789	45920.82	1254.4224	225	LOC100129716,ARRDC3		ARRDC3	225	1
2_MACS_peak_1811_lociStitched	chr1	161144471	161157476	2	9894	48431.9205	3771.45	226	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	226	1
2_MACS_peak_16751_lociStitched	chr21	34600645	34613048	2	9814	47620.0782	3001.526	227	IFNAR2	IL10RB	IFNAR2	227	1
1_MACS_peak_15690_lociStitched	chr2	232687027	232714810	1	27784	47592.279	3128.3658	228		COPS7B,PDE6D,MIR1471	COPS7B	228	1
1_MACS_peak_2751_lociStitched	chr1	244996151	245001609	1	5459	45845.5626	1426.7212	229	FAM36A	NCRNA00201,HNRNPU	FAM36A	229	1
1_MACS_peak_1444_lociStitched	chr1	145448941	145457988	1	9048	47691.2605	3397.1485	230	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	230	1
4_MACS_peak_10970_lociStitched	chr17	34409087	34432702	4	17165	48309.2055	4163.3245	231	CCL4,CCL3	CCL18	CCL3	231	1
1_MACS_peak_14408_lociStitched	chr2	86261938	86266878	1	4941	45278.558	1145.586	232	POLR1A	LOC90784	LOC90784	232	1
2_MACS_peak_10541_lociStitched	chr17	4842027	4854721	2	11540	46074.1424	2006.9214	233	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	233	1
1_MACS_peak_2254_lociStitched	chr1	203732394	203736207	1	3814	45202.7337	1310.9094	234	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	234	1
1_MACS_peak_23657_lociStitched	chr6	135190518	135196011	1	5494	45205.1928	1316.1228	235			ALDH8A1	235	1
1_MACS_peak_15160_lociStitched	chr2	175457507	175464377	1	6871	44512.791	1207.059	236	WIPF1		WIPF1	236	1
3_MACS_peak_22636_lociStitched	chr6	27790948	27807981	3	9353	46060.6386	2790.0054	237	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	237	1
2_MACS_peak_16478_lociStitched	chr20	52267843	52279092	2	10543	45258.1017	2031.5694	238			ZNF217	238	1
1_MACS_peak_20662_lociStitched	chr4	185184901	185191500	1	6600	44848.7837	1625.9936	239		ENPP6	ENPP6	239	1
1_MACS_peak_383_lociStitched	chr1	27018296	27030975	1	12680	45872.622	2666.3937	240	ARID1A		ARID1A	240	1
1_MACS_peak_20438_lociStitched	chr4	144272729	144282293	1	9565	45206.1588	2012.2656	241	GAB1		GAB1	241	1
3_MACS_peak_1662_lociStitched	chr1	154942250	154957907	3	10103	47162.0154	4012.8891	242	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	242	1
3_MACS_peak_11707_lociStitched	chr17	75079007	75093108	3	13570	45777.4864	2801.8687	243	C17orf86,SCARNA16	SEC14L1	SCARNA16	243	1
6_MACS_peak_9842_lociStitched	chr16	29815304	29837377	6	14756	46388.6168	3445.5953	244	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	244	1
2_MACS_peak_6116_lociStitched	chr12	53845171	53874889	2	29482	47976.7392	5072.8626	245	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	245	1
1_MACS_peak_13661_lociStitched	chr2	13661732	13666028	1	4297	43552.848	706.2624	246			MIR3125	246	1
4_MACS_peak_21690_lociStitched	chr5	131790328	131814809	4	14001	47187.1275	4379.6509	247	C5orf56	IRF1	IRF1	247	1
3_MACS_peak_9314_lociStitched	chr15	93346328	93364362	3	10316	45461.9106	2836.7482	248		ASB9P1	ASB9P1	248	1
3_MACS_peak_2551_lociStitched	chr1	226308599	226317159	3	7973	44797.904	2264.12	249			ACBD3	249	1
4_MACS_peak_2871_lociStitched	chr10	7511624	7535594	4	11902	46175.808	3696.174	250			SFMBT2	250	1
1_MACS_peak_25322_lociStitched	chr7	142504677	142508853	1	4177	43455.8736	1183.896	251		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	251	1
3_MACS_peak_21583_lociStitched	chr5	118657816	118678709	3	14336	46115.0296	3844.312	252	TNFAIP8	TNFAIP8	TNFAIP8	252	1
1_MACS_peak_5728_lociStitched	chr12	15100765	15116304	1	15540	45305.5084	3121.7851	253	ARHGDIB	PDE6H,ERP27	ARHGDIB	253	1
3_MACS_peak_19062_lociStitched	chr3	169656776	169668287	3	9222	45074.7738	2983.6512	254	SAMD7,LOC100128164	SEC62	LOC100128164	254	1
1_MACS_peak_15539_lociStitched	chr2	217079345	217088991	1	9647	44120.804	2193.5004	255			XRCC5	255	1
2_MACS_peak_19708_lociStitched	chr4	38124124	38136270	2	9302	44043.8252	2223.9326	256	TBC1D1		PTTG2	256	1
6_MACS_peak_14166_lociStitched	chr2	64430374	64456306	6	12309	46161.5532	4385.1012	257	LOC150992		LOC150992	257	1
1_MACS_peak_6587_lociStitched	chr12	102870812	102879424	1	8613	43461.3192	1739.624	258	IGF1		IGF1	258	1
2_MACS_peak_24989_lociStitched	chr7	106504144	106513586	2	8323	44513.3648	2836.3768	259	PIK3CG		PIK3CG	259	1
4_MACS_peak_3537_lociStitched	chr10	81946453	81966456	4	13848	45126.768	3492.5238	260	ANXA11		ANXA11	260	1
1_MACS_peak_1275_lociStitched	chr1	111172875	111181422	1	8548	42790.5555	1199.9988	261		KCNA2,KCNA3	KCNA2	261	1
2_MACS_peak_2867_lociStitched	chr10	6961739	6972659	2	6599	43519.476	1987.44	262			LOC439949	262	1
1_MACS_peak_24156_lociStitched	chr7	20254596	20262200	1	7605	43394.5072	1906.3228	263	MACC1		MACC1	263	1
2_MACS_peak_13062_lociStitched	chr19	35695484	35706000	2	7666	43725.528	2358.7388	264		FXYD5,LSR,FAM187B	FAM187B	264	1
3_MACS_peak_22922_lociStitched	chr6	42737827	42752492	3	9219	43411.333	2092.6955	265		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	265	1
2_MACS_peak_1801_lociStitched	chr1	161007793	161018757	2	6953	43675.094	2777.1812	266	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	266	1
1_MACS_peak_23377_lociStitched	chr6	106439201	106446737	1	7537	42227.2224	1437.8688	267			PRDM1	267	1
1_MACS_peak_21901_lociStitched	chr5	148204701	148215882	1	11182	43312.9578	2682.3219	268	ADRB2		ADRB2	268	1
1_MACS_peak_9132_lociStitched	chr15	81585047	81595989	1	10943	43278.8926	2697.203	269	IL16	STARD5	IL16	269	1
1_MACS_peak_4892_lociStitched	chr11	72850822	72855973	1	5152	41660.2578	1079.6496	270	FCHSD2		FCHSD2	270	1
1_MACS_peak_24448_lociStitched	chr7	47512882	47522619	1	9738	42820.4049	2343.6959	271	TNS3		TNS3	271	1
1_MACS_peak_14407_lociStitched	chr2	86220158	86228693	1	8536	42339.5745	1882.821	272		LOC90784	LOC90784	272	1
1_MACS_peak_6247_lociStitched	chr12	62995158	62998278	1	3121	41018.64	578.136	273	MIRLET7I,C12orf61		C12orf61	273	1
4_MACS_peak_5004_lociStitched	chr11	82764999	82790115	4	12479	44633.6436	4397.8116	274	RAB30	SNORA70E	RAB30	274	1
5_MACS_peak_10134_lociStitched	chr16	67578041	67601626	5	14827	44238.3845	4023.601	275	FAM65A,CTCF		CTCF	275	1
1_MACS_peak_14993_lociStitched	chr2	158323985	158328543	1	4559	41376.1566	1175.964	276		CYTIP	CYTIP	276	1
1_MACS_peak_20934_lociStitched	chr5	32581093	32592910	1	11818	42709.0014	2582.0145	277	SUB1		SUB1	277	1
3_MACS_peak_24940_lociStitched	chr7	104576372	104586735	3	7827	41988.8034	1928.5543	278		LOC723809	LOC723809	278	1
1_MACS_peak_2161_lociStitched	chr1	197740212	197748772	1	8561	42356.592	2332.6	279	DENND1B		DENND1B	279	1
1_MACS_peak_3187_lociStitched	chr10	45913858	45918222	1	4365	40803.4	1087.0724	280	ALOX5		ALOX5	280	1
1_MACS_peak_13335_lociStitched	chr19	47613867	47617841	1	3975	40651.6356	947.4016	281	ZC3H4	SAE1	ZC3H4	281	1
4_MACS_peak_19921_lociStitched	chr4	74454177	74475378	4	11202	42656.412	2957.5395	282	RASSF6		RASSF6	282	1
2_MACS_peak_16530_lociStitched	chr20	56047755	56058217	2	9341	41469.2756	1771.2166	283		CTCFL	CTCFL	283	1
1_MACS_peak_1533_lociStitched	chr1	149855612	149861295	1	5684	41651.2753	1982.7987	284	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	284	1
1_MACS_peak_22136_lociStitched	chr5	173168781	173174439	1	5659	40908.4716	1324.5378	285			BOD1	285	1
5_MACS_peak_9738_lociStitched	chr16	22194979	22219146	5	16766	44092.6915	4516.8123	286	EEF2K		EEF2K	286	1
1_MACS_peak_9760_lociStitched	chr16	23413472	23419335	1	5864	40783.6143	1319.175	287	COG7		COG7	287	1
1_MACS_peak_27777_lociStitched	chr9	139792256	139798289	1	6034	40261.8288	1048.5354	288	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	288	1
1_MACS_peak_11554_lociStitched	chr17	65642620	65648730	1	6111	40047.995	1191.45	289	PITPNC1		NOL11	289	1
4_MACS_peak_15324_lociStitched	chr2	197024098	197048658	4	19969	42935.792	4096.608	290	STK17B		STK17B	290	1
2_MACS_peak_7785_lociStitched	chr14	50465555	50476594	2	7537	39716.1142	1042.0816	291	C14orf182		C14orf182	291	1
3_MACS_peak_19963_lociStitched	chr4	77117646	77136379	3	12277	42254.1548	3718.5005	292	SCARB2	FAM47E,NUP54	SCARB2	292	1
2_MACS_peak_22152_lociStitched	chr5	173696494	173709907	2	9089	40760.7657	2286.9165	293			HMP19	293	1
1_MACS_peak_11058_lociStitched	chr17	37924906	37938211	1	13306	40698.6645	2498.679	294	IKZF3	GRB7,C17orf37	GRB7	294	1
5_MACS_peak_8060_lociStitched	chr14	77487923	77507936	5	14809	39903.9207	1717.1154	295	C14orf4		C14orf4	295	1
2_MACS_peak_21855_lociStitched	chr5	142771405	142785947	2	13539	40240.6224	2063.5098	296	NR3C1		NR3C1	296	1
2_MACS_peak_10501_lociStitched	chr17	3459509	3466863	2	4935	39442.4436	1342.8404	297	TRPV3	TRPV1	TRPV3	297	1
4_MACS_peak_3520_lociStitched	chr10	81001191	81020393	4	13876	41224.7738	3168.33	298	ZMIZ1		PPIF	298	1
4_MACS_peak_4814_lociStitched	chr11	67647351	67661855	4	8886	40454.5568	2497.5888	299			LOC645332	299	1
2_MACS_peak_22980_lociStitched	chr6	45386603	45402334	2	11357	40176.974	2271.5564	300	RUNX2	SUPT3H	RUNX2	300	1
1_MACS_peak_25038_lociStitched	chr7	113723713	113728616	1	4904	39179.873	1342.9317	301	FOXP2		FOXP2	301	1
1_MACS_peak_21773_lociStitched	chr5	138720130	138730518	1	10389	39982.3732	2178.3636	302	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	302	1
2_MACS_peak_26544_lociStitched	chr8	137189388	137201520	2	10202	39949.4628	2252.9124	303			KHDRBS3	303	1
1_MACS_peak_14196_lociStitched	chr2	65139947	65147041	1	7095	39397.9478	1782.7222	304	LOC400958		LOC400958	304	1
1_MACS_peak_6465_lociStitched	chr12	92754887	92760221	1	5335	38825.1192	1224.6864	305			CLLU1	305	1
1_MACS_peak_25748_lociStitched	chr8	29410228	29416006	1	5779	38669.8428	1290.8052	306			C8orf75	306	1
2_MACS_peak_24471_lociStitched	chr7	50343663	50357761	2	11896	39943.8634	2716.6846	307	IKZF1		IKZF1	307	1
1_MACS_peak_6299_lociStitched	chr12	68381079	68387206	1	6128	38488.5886	1334.4606	308			IFNG	308	1
2_MACS_peak_6173_lociStitched	chr12	56726361	56734356	2	7712	38715.7875	1672.554	309	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	309	1
2_MACS_peak_6079_lociStitched	chr12	51711990	51721955	2	9249	39126.576	2140.482	310	BIN2	SMAGP,CELA1	BIN2	310	1
2_MACS_peak_24412_lociStitched	chr7	44661690	44680143	2	14690	40314.2691	3354.7554	311	OGDH	DDX56,TMED4	OGDH	311	1
1_MACS_peak_23989_lociStitched	chr7	2393022	2396073	1	3052	37542.555	587.6226	312	EIF3B	CHST12,SNX8	EIF3B	312	1
1_MACS_peak_13013_lociStitched	chr19	29120663	29126264	1	5602	38058.795	1297.1916	313			LOC148145	313	1
1_MACS_peak_23706_lociStitched	chr6	138186976	138196220	1	9245	38528.0676	1784.092	314	TNFAIP3		TNFAIP3	314	1
3_MACS_peak_23379_lociStitched	chr6	106585450	106595538	3	8118	38654.1896	2060.9784	315		PRDM1	PRDM1	315	1
1_MACS_peak_17723_lociStitched	chr3	14160979	14168415	1	7437	38049.2684	1582.3808	316	TMEM43,CHCHD4		CHCHD4	316	1
3_MACS_peak_7205_lociStitched	chr13	46269354	46280959	3	9533	37787.0405	1326.4515	317	SPERT		SPERT	317	1
6_MACS_peak_10279_lociStitched	chr16	78763219	78804925	6	35373	40329.702	3882.8286	318	WWOX		WWOX	318	1
5_MACS_peak_27696_lociStitched	chr9	134127149	134152448	5	13352	40435.3917	4088.3184	319	FAM78A	PPAPDC3	FAM78A	319	1
2_MACS_peak_5357_lociStitched	chr11	122927607	122941774	2	10915	38996.0842	2727.1475	320	HSPA8	LOC341056	HSPA8	320	1
1_MACS_peak_11564_lociStitched	chr17	66230205	66236372	1	6168	37549.6296	1286.4362	321		LOC440461,AMZ2,ARSG	AMZ2	321	1
2_MACS_peak_2011_lociStitched	chr1	179846304	179853842	2	4820	38290.7786	2101.5944	322	TOR1AIP1,TOR1AIP2		TOR1AIP1	322	1
6_MACS_peak_18016_lociStitched	chr3	46319841	46347265	6	15307	40760.2912	4579.808	323		CCR3,CCR2	CCR3	323	1
1_MACS_peak_13846_lociStitched	chr2	33699657	33705350	1	5694	37396.7477	1293.4496	324	RASGRP3	RASGRP3	RASGRP3	324	1
1_MACS_peak_16307_lociStitched	chr20	42308152	42312290	1	4139	37157.5848	1085.8112	325	MYBL2	GTSF1L	MYBL2	325	1
2_MACS_peak_26528_lociStitched	chr8	134576914	134586068	2	8160	37698.0028	1691.6592	326	ST3GAL1		ST3GAL1	326	1
2_MACS_peak_7558_lociStitched	chr13	115039572	115048836	2	8387	37571.0784	1565.616	327	UPF3A	CDC16,ZNF828	UPF3A	327	1
1_MACS_peak_5444_lociStitched	chr11	129871010	129874592	1	3583	36630.9648	706.0122	328	NCRNA00167,PRDM10		PRDM10	328	1
2_MACS_peak_6437_lociStitched	chr12	89738358	89749586	2	10230	38323.4096	2408.406	329	DUSP6		DUSP6	329	1
2_MACS_peak_19397_lociStitched	chr3	196357962	196371273	2	8783	38852.1468	3081.4965	330	LRRC33		LRRC33	330	1
3_MACS_peak_18717_lociStitched	chr3	129026552	129048476	3	14037	39623.2452	3856.4316	331	C3orf47,H1FX	C3orf37	H1FX	331	1
3_MACS_peak_13416_lociStitched	chr19	50369549	50382171	3	7887	38239.6112	2574.888	332	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	332	1
1_MACS_peak_5537_lociStitched	chr12	4377696	4388545	1	10850	37577.6813	1921.3579	333	CCND2	C12orf5	CCND2	333	1
2_MACS_peak_17353_lociStitched	chr22	38782157	38797112	2	14873	38120.295	2513.9355	334	LOC400927	KCNJ4	LOC400927	334	1
1_MACS_peak_4062_lociStitched	chr11	267483	270744	1	3262	36434.5008	893.1879	335		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	335	1
2_MACS_peak_6852_lociStitched	chr12	122231646	122243398	2	8281	36506.4128	1030.6504	336	SETD1B,LOC338799	RHOF	LOC338799	336	1
3_MACS_peak_11600_lociStitched	chr17	70582418	70601677	3	13048	38756.8116	3310.6221	337	LOC100499467,FLJ26484		LOC100499467	337	1
1_MACS_peak_3306_lociStitched	chr10	63803952	63812368	1	8417	37551.3504	2105.6832	338	ARID5B		ARID5B	338	1
1_MACS_peak_23423_lociStitched	chr6	108986146	108997292	1	11147	37309.0058	1866.955	339	FOXO3		NCRNA00222	339	1
4_MACS_peak_16337_lociStitched	chr20	43583391	43609245	4	14890	39988.3818	4922.6016	340	STK4,TOMM34	PABPC1L	STK4	340	1
2_MACS_peak_1791_lociStitched	chr1	160703177	160715461	2	8499	38579.1304	3515.6808	341	SLAMF7	CD48	SLAMF7	341	1
2_MACS_peak_15903_lociStitched	chr20	5570558	5592389	2	19267	38822.0673	3916.4814	342	GPCPD1		GPCPD1	342	1
3_MACS_peak_8792_lociStitched	chr15	58582525	58591230	3	8524	36366.8785	1512.929	343			LIPC	343	1
3_MACS_peak_23141_lociStitched	chr6	74220372	74234463	3	11465	37597.6062	2757.6087	344	EEF1A1	MTO1	EEF1A1	344	1
2_MACS_peak_1995_lociStitched	chr1	178544458	178551911	2	6730	36946.0116	2127.0862	345		C1orf220	C1orf220	345	1
1_MACS_peak_2284_lociStitched	chr1	205252184	205258564	1	6381	36903.196	2183.874	346		NUAK2	NUAK2	346	1
1_MACS_peak_11064_lociStitched	chr17	38016326	38024970	1	8645	36214.9024	1536.0388	347	ZPBP2,IKZF3	GSDMB	IKZF3	347	1
3_MACS_peak_6315_lociStitched	chr12	69195512	69215582	3	11437	37480.725	2968.353	348	MDM2		MDM2	348	1
2_MACS_peak_1734_lociStitched	chr1	156709110	156722939	2	11302	38245.4824	3749.0419	349	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	349	1
1_MACS_peak_24752_lociStitched	chr7	90337240	90345387	1	8148	36076.5454	1638.3617	350	CDK14		CDK14	350	1
1_MACS_peak_22580_lociStitched	chr6	26269630	26275783	1	6154	35763.6972	1507.485	351	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	351	1
2_MACS_peak_26478_lociStitched	chr8	129664923	129673255	2	6897	35799.2712	1549.752	352			MIR1208	352	1
1_MACS_peak_14203_lociStitched	chr2	65256435	65261220	1	4786	35318.5635	1134.5235	353		SLC1A4,CEP68	CEP68	353	1
6_MACS_peak_22741_lociStitched	chr6	31781523	31805628	6	16932	38153.394	4001.43	354	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	354	1
1_MACS_peak_21380_lociStitched	chr5	88565611	88569883	1	4273	34953.504	863.7984	355			MEF2C	355	1
3_MACS_peak_12849_lociStitched	chr19	16180437	16198005	3	8849	37050.912	2972.5056	356	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	356	1
2_MACS_peak_16332_lociStitched	chr20	43270464	43282256	2	11622	36447.8928	2416.1808	357	ADA	LOC79015	ADA	357	1
6_MACS_peak_23710_lociStitched	chr6	138247146	138279668	6	15703	38655.6492	4787.2384	358			TNFAIP3	358	1
3_MACS_peak_16912_lociStitched	chr21	45195034	45210799	3	11143	37525.4295	3692.163	359	RRP1,CSTB	LOC284837	RRP1	359	1
1_MACS_peak_21384_lociStitched	chr5	88635180	88641003	1	5824	34932.177	1126.7505	360			MEF2C	360	1
3_MACS_peak_16759_lociStitched	chr21	34695973	34712524	3	8661	37729.6596	4021.893	361	IFNAR1		IFNAR1	361	1
2_MACS_peak_8372_lociStitched	chr15	23659937	23669475	2	7842	35421.2706	1738.7774	362			MKRN3	362	1
2_MACS_peak_17150_lociStitched	chr22	26974752	26992124	2	11989	36514.2068	2916.7588	363	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	363	1
2_MACS_peak_26355_lociStitched	chr8	118450499	118457549	2	6789	35042.73	1524.915	364			MED30	364	1
1_MACS_peak_27203_lociStitched	chr9	93795396	93799385	1	3990	34392.3602	915.0766	365		LOC100129316	LOC100129316	365	1
1_MACS_peak_19354_lociStitched	chr3	193817898	193823111	1	5214	35447.8787	2020.0375	366		HES1	HES1	366	1
1_MACS_peak_16534_lociStitched	chr20	56192407	56197144	1	4738	34554.5202	1142.0907	367	ZBP1		ZBP1	367	1
1_MACS_peak_22696_lociStitched	chr6	30582010	30587046	1	5037	34639.1188	1266.554	368	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	368	1
1_MACS_peak_11718_lociStitched	chr17	75203533	75210181	1	6649	34808.928	1462.56	369	SEC14L1		SEC14L1	369	1
1_MACS_peak_27198_lociStitched	chr9	93683984	93688454	1	4471	34266.573	1000.386	370			SYK	370	1
1_MACS_peak_1975_lociStitched	chr1	174966938	174970890	1	3953	34532.576	1291.5136	371	CACYBP	MRPS14	CACYBP	371	1
3_MACS_peak_11762_lociStitched	chr17	76763375	76779717	3	14048	36040.6468	2828.8002	372	CYTH1		CYTH1	372	1
1_MACS_peak_16854_lociStitched	chr21	41383113	41389985	1	6873	35255.4216	2059.5384	373	DSCAM		PCP4	373	1
3_MACS_peak_14184_lociStitched	chr2	64862704	64883404	3	12153	36305.73	3129.84	374	SERTAD2	LOC339807	SERTAD2	374	1
1_MACS_peak_16852_lociStitched	chr21	41303084	41309012	1	5929	34973.4216	2036.8608	375			PCP4	375	1
3_MACS_peak_16007_lociStitched	chr20	17939429	17952872	3	8569	35352.4014	2433.183	376	C20orf72,SNX5,SNORD17		SNORD17	376	1
2_MACS_peak_17093_lociStitched	chr22	23477916	23488595	2	9240	34888.293	2003.3804	377	RAB36,RTDR1	BCR	RTDR1	377	1
2_MACS_peak_10399_lociStitched	chr16	89033399	89046054	2	8921	33882.497	1071.8785	378	CBFA2T3	CBFA2T3	CBFA2T3	378	1
1_MACS_peak_21679_lociStitched	chr5	131435461	131441335	1	5875	33959.9436	1197.1212	379		IL3,CSF2	CSF2	379	1
