#16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_ROSE/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam
#Using cutoff of 23887.9584 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
2_MACS_peak_18940_lociStitched	chr3	153180031	153182918	2	2742	2315.6627	384.2597	6084	0
2_MACS_peak_24017_lociStitched	chr7	5270687	5275577	2	2742	2706.615	577.998	6085	0
1_MACS_peak_24917_lociStitched	chr7	102133463	102136202	1	2740	2982.4971	682.8327	6086	0
1_MACS_peak_22809_lociStitched	chr6	34358656	34361395	1	2740	4184.3703	427.284	6087	0
1_MACS_peak_22687_lociStitched	chr6	30292967	30295706	1	2740	7294.5048	617.3706	6088	0
1_MACS_peak_19401_lociStitched	chr3	196466056	196468795	1	2740	7275.3318	741.7212	6089	0
1_MACS_peak_18660_lociStitched	chr3	125497127	125499866	1	2740	7468.9791	581.7636	6090	0
1_MACS_peak_16983_lociStitched	chr22	18120194	18122933	1	2740	10154.0208	805.5399	6091	0
1_MACS_peak_3934_lociStitched	chr10	120878473	120881212	1	2740	8767.8129	576.5595	6092	0
2_MACS_peak_4882_lociStitched	chr11	72141616	72146093	2	2740	3271.3439	920.4712	6093	0
1_MACS_peak_22219_lociStitched	chr5	179221731	179224469	1	2739	6307.2568	330.7504	6094	0
1_MACS_peak_11257_lociStitched	chr17	45607658	45610396	1	2739	5777.4538	460.5316	6095	0
1_MACS_peak_2270_lociStitched	chr1	204512820	204515558	1	2739	2584.3982	745.2836	6096	0
2_MACS_peak_18291_lociStitched	chr3	70703455	70709097	2	2739	2974.4624	711.4562	6097	0
1_MACS_peak_25736_lociStitched	chr8	28746584	28749321	1	2738	8560.5149	740.9059	6098	0
1_MACS_peak_16199_lociStitched	chr20	34286139	34288876	1	2738	5536.951	561.085	6099	0
1_MACS_peak_9724_lociStitched	chr16	21609681	21612418	1	2738	7377.8572	561.9061	6100	0
1_MACS_peak_7967_lociStitched	chr14	69618002	69620739	1	2738	2532.2724	262.4783	6101	0
1_MACS_peak_6556_lociStitched	chr12	98986228	98988965	1	2738	6049.5911	499.5025	6102	0
1_MACS_peak_6099_lociStitched	chr12	53573148	53575885	1	2738	9559.5199	359.0944	6103	0
1_MACS_peak_938_lociStitched	chr1	65531974	65534711	1	2738	3736.005	397.1387	6104	0
2_MACS_peak_14596_lociStitched	chr2	107455860	107458674	2	2738	1769.1618	259.1694	6105	0
1_MACS_peak_25449_lociStitched	chr7	156684390	156687126	1	2737	7639.1856	571.824	6106	0
1_MACS_peak_21237_lociStitched	chr5	72111122	72113858	1	2737	7727.0112	589.608	6107	0
1_MACS_peak_10769_lociStitched	chr17	19911810	19914546	1	2737	4481.8416	581.6736	6108	0
1_MACS_peak_4313_lociStitched	chr11	19261385	19264121	1	2737	6838.9056	468.1296	6109	0
1_MACS_peak_1585_lociStitched	chr1	151511456	151514192	1	2737	12774.384	946.656	6110	0
2_MACS_peak_7640_lociStitched	chr14	23789390	23792134	2	2737	3748.0296	288.9432	6111	0
2_MACS_peak_25506_lociStitched	chr8	8084964	8089399	2	2737	2460.9815	358.7915	6112	0
1_MACS_peak_28317_lociStitched	chrX	70916227	70918962	1	2736	4167.046	312.0635	6113	0
1_MACS_peak_27944_lociStitched	chrX	16887239	16889974	1	2736	4818.523	172.305	6114	0
1_MACS_peak_26418_lociStitched	chr8	125383246	125385981	1	2736	4144.619	365.1225	6115	0
1_MACS_peak_18616_lociStitched	chr3	122133543	122136278	1	2736	11427.377	757.595	6116	0
1_MACS_peak_14666_lociStitched	chr2	111806845	111809580	1	2736	7535.1985	674.1775	6117	0
1_MACS_peak_11009_lociStitched	chr17	35848246	35850981	1	2736	3576.833	578.9995	6118	0
1_MACS_peak_5408_lociStitched	chr11	126569568	126572303	1	2736	9062.4225	583.102	6119	0
1_MACS_peak_2190_lociStitched	chr1	200706926	200709661	1	2736	6892.2	639.1695	6120	0
2_MACS_peak_19599_lociStitched	chr4	15767494	15773809	2	2736	2157.8355	1014.189	6121	0
1_MACS_peak_26383_lociStitched	chr8	122736342	122739076	1	2735	2408.654	511.8048	6122	0
1_MACS_peak_16885_lociStitched	chr21	44297984	44300718	1	2735	8459.5428	942.4098	6123	0
1_MACS_peak_16065_lociStitched	chr20	24127607	24130341	1	2735	7324.1126	627.453	6124	0
1_MACS_peak_511_lociStitched	chr1	33445770	33448504	1	2735	8573.5506	635.3816	6125	0
1_MACS_peak_344_lociStitched	chr1	25592489	25595223	1	2735	7903.7206	642.7634	6126	0
2_MACS_peak_2608_lociStitched	chr1	228939971	228947779	2	2735	2995.1488	1408.5632	6127	0
1_MACS_peak_24297_lociStitched	chr7	33147236	33149969	1	2734	2263.7439	564.0912	6128	0
1_MACS_peak_18566_lociStitched	chr3	119040679	119043412	1	2734	17599.1535	508.6113	6129	0
1_MACS_peak_6554_lociStitched	chr12	98896306	98899039	1	2734	13486.5351	570.6504	6130	0
1_MACS_peak_5489_lociStitched	chr12	496873	499606	1	2734	5876.2233	617.9313	6131	0
1_MACS_peak_3915_lociStitched	chr10	118031622	118034355	1	2734	2319.7704	371.9613	6132	0
1_MACS_peak_19911_lociStitched	chr4	73432634	73435366	1	2733	3568.2652	357.6188	6133	0
1_MACS_peak_16953_lociStitched	chr21	47877047	47879779	1	2733	10107.8536	512.7964	6134	0
1_MACS_peak_10936_lociStitched	chr17	33306675	33309407	1	2733	8937.4648	568.5292	6135	0
2_MACS_peak_26525_lociStitched	chr8	134402912	134406947	2	2733	4028.544	641.565	6136	0
1_MACS_peak_7403_lociStitched	chr13	91998884	92001615	1	2732	3697.2278	162.2214	6137	0
1_MACS_peak_1722_lociStitched	chr1	156389274	156392005	1	2732	2860.1763	769.3227	6138	0
2_MACS_peak_11593_lociStitched	chr17	70384774	70389306	2	2732	3075.4152	721.0412	6139	0
2_MACS_peak_23538_lociStitched	chr6	119818473	119823857	2	2732	2470.7176	626.6976	6140	0
1_MACS_peak_8152_lociStitched	chr14	91799108	91801838	1	2731	4439.526	373.737	6141	0
1_MACS_peak_7765_lociStitched	chr14	45720886	45723616	1	2731	6233.682	256.347	6142	0
2_MACS_peak_25020_lociStitched	chr7	111696008	111701271	2	2731	2203.0918	968.392	6143	0
1_MACS_peak_25455_lociStitched	chr7	156930421	156933150	1	2730	10141.5098	676.5191	6144	0
1_MACS_peak_25366_lociStitched	chr7	148891956	148894685	1	2730	6505.6631	600.6529	6145	0
1_MACS_peak_20283_lociStitched	chr4	119680292	119683021	1	2730	3489.8452	578.8209	6146	0
1_MACS_peak_12517_lociStitched	chr19	2426095	2428824	1	2730	12365.6448	616.4811	6147	0
1_MACS_peak_4507_lociStitched	chr11	47446710	47449439	1	2730	10437.3334	642.9524	6148	0
1_MACS_peak_728_lociStitched	chr1	45195299	45198028	1	2730	14495.9022	460.1094	6149	0
2_MACS_peak_6300_lociStitched	chr12	68630024	68635641	2	2730	3219.1027	1004.3196	6150	0
2_MACS_peak_6384_lociStitched	chr12	79549845	79556705	2	2730	3226.944	915.124	6151	0
1_MACS_peak_18969_lociStitched	chr3	156534044	156536772	1	2729	18281.692	779.3896	6152	0
2_MACS_peak_18239_lociStitched	chr3	60385739	60390443	2	2729	2061.7632	543.7824	6153	0
1_MACS_peak_28309_lociStitched	chrX	70584957	70587684	1	2728	4932.8703	305.6967	6154	0
1_MACS_peak_27628_lociStitched	chr9	131083872	131086599	1	2728	12007.2537	499.041	6155	0
1_MACS_peak_26219_lociStitched	chr8	98655296	98658023	1	2728	4799.52	233.4312	6156	0
1_MACS_peak_10357_lociStitched	chr16	85602906	85605633	1	2728	3529.5561	221.1597	6157	0
2_MACS_peak_24733_lociStitched	chr7	86945600	86949528	2	2728	4342.404	574.2736	6158	0
2_MACS_peak_24985_lociStitched	chr7	106371125	106378234	2	2728	4429.6179	2053.0792	6159	0
1_MACS_peak_22322_lociStitched	chr6	5259924	5262650	1	2727	9892.1088	528.2988	6160	0
1_MACS_peak_16740_lociStitched	chr21	33983369	33986095	1	2727	11817.4826	605.172	6161	0
1_MACS_peak_11327_lociStitched	chr17	48131810	48134536	1	2727	3824.3054	494.769	6162	0
1_MACS_peak_10799_lociStitched	chr17	25620235	25622961	1	2727	7920.9382	561.8286	6163	0
1_MACS_peak_10077_lociStitched	chr16	58662304	58665030	1	2727	10965.8802	754.8294	6164	0
1_MACS_peak_338_lociStitched	chr1	25347942	25350668	1	2727	19783.6724	493.9512	6165	0
2_MACS_peak_17905_lociStitched	chr3	38034993	38040861	2	2727	3915.7164	1026.9	6166	0
2_MACS_peak_26819_lociStitched	chr9	22446747	22453426	2	2727	2294.9044	632.5013	6167	0
1_MACS_peak_25249_lociStitched	chr7	135193289	135196013	1	2725	6047.28	865.4148	6168	0
1_MACS_peak_14890_lociStitched	chr2	136498827	136501551	1	2725	12333.1824	502.8504	6169	0
1_MACS_peak_9381_lociStitched	chr15	101833858	101836582	1	2725	6939.39	610.7208	6170	0
1_MACS_peak_8242_lociStitched	chr14	100703901	100706625	1	2725	3179.9976	162.3504	6171	0
1_MACS_peak_13621_lociStitched	chr2	9982809	9985532	1	2724	7146.5135	540.2432	6172	0
1_MACS_peak_674_lociStitched	chr1	42356323	42359045	1	2723	8992.6714	668.7954	6173	0
2_MACS_peak_1387_lociStitched	chr1	120797576	120801744	2	2723	3015.548	1006.9888	6174	0
2_MACS_peak_12039_lociStitched	chr18	21594113	21600470	2	2723	2169.6441	997.4133	6175	0
1_MACS_peak_26235_lociStitched	chr8	101269671	101272392	1	2722	3949.8036	281.8956	6176	0
1_MACS_peak_16515_lociStitched	chr20	54965937	54968658	1	2722	12239.3301	565.4238	6177	0
1_MACS_peak_9436_lociStitched	chr16	1754788	1757509	1	2722	5854.2315	493.8615	6178	0
1_MACS_peak_27998_lociStitched	chrX	24071213	24073933	1	2721	9104.384	152.048	6179	0
1_MACS_peak_26656_lociStitched	chr9	446258	448978	1	2721	9421.808	599.216	6180	0
1_MACS_peak_4875_lociStitched	chr11	71789874	71792594	1	2721	5280.336	597.04	6181	0
1_MACS_peak_4755_lociStitched	chr11	66034582	66037302	1	2721	4612.576	552.432	6182	0
1_MACS_peak_2231_lociStitched	chr1	202975328	202978048	1	2721	8539.712	816	6183	0
1_MACS_peak_18409_lociStitched	chr3	98462492	98465211	1	2720	3546.9355	388.2732	6184	0
1_MACS_peak_15826_lociStitched	chr20	1142319	1145038	1	2720	3213.858	492.6828	6185	0
1_MACS_peak_12826_lociStitched	chr19	14528388	14531107	1	2720	7432.3865	548.1504	6186	0
1_MACS_peak_11026_lociStitched	chr17	36583356	36586075	1	2720	3519.4736	440.2061	6187	0
1_MACS_peak_7669_lociStitched	chr14	24834729	24837448	1	2720	3627.6898	239.272	6188	0
1_MACS_peak_697_lociStitched	chr1	43832181	43834900	1	2720	6128.0822	349.9353	6189	0
2_MACS_peak_22467_lociStitched	chr6	15900922	15908402	2	2720	3533.552	916.3	6190	0
2_MACS_peak_15957_lociStitched	chr20	10426864	10434350	2	2720	2998.143	852.6554	6191	0
1_MACS_peak_27786_lociStitched	chr9	140082092	140084810	1	2719	7017.6042	460.4292	6192	0
1_MACS_peak_20940_lociStitched	chr5	34007016	34009734	1	2719	12853.422	472.1166	6193	0
2_MACS_peak_24581_lociStitched	chr7	71333290	71336787	2	2719	2378.6594	313.6809	6194	0
2_MACS_peak_4513_lociStitched	chr11	47632517	47640044	2	2719	2205.411	1220.1267	6195	0
1_MACS_peak_24397_lociStitched	chr7	43907129	43909846	1	2718	3692.9464	390.7046	6196	0
1_MACS_peak_18732_lociStitched	chr3	130464803	130467520	1	2718	3998.8806	522.4791	6197	0
1_MACS_peak_1071_lociStitched	chr1	85665525	85668242	1	2718	4217.5991	327.1268	6198	0
2_MACS_peak_17270_lociStitched	chr22	36231795	36236713	2	2718	2473.754	802.6176	6199	0
1_MACS_peak_19016_lociStitched	chr3	160165829	160168545	1	2717	10381.6384	963.6368	6200	0
1_MACS_peak_12007_lociStitched	chr18	19178928	19181644	1	2717	8144.4692	581.7672	6201	0
1_MACS_peak_9252_lociStitched	chr15	90323240	90325956	1	2717	15505.1008	683.074	6202	0
1_MACS_peak_6073_lociStitched	chr12	51441036	51443752	1	2717	9789.5504	821.8616	6203	0
1_MACS_peak_23155_lociStitched	chr6	75993016	75995731	1	2716	5206.827	706.986	6204	0
1_MACS_peak_3755_lociStitched	chr10	103452971	103455686	1	2716	12042.654	488.9715	6205	0
1_MACS_peak_1960_lociStitched	chr1	173792221	173794936	1	2716	17197.6245	887.805	6206	0
2_MACS_peak_9178_lociStitched	chr15	84836106	84842727	2	2716	2876.1624	824.9766	6207	0
2_MACS_peak_25397_lociStitched	chr7	150704963	150711709	2	2716	3088.9934	1173.1294	6208	0
1_MACS_peak_19659_lociStitched	chr4	25843705	25846419	1	2715	3591.1648	559.084	6209	0
1_MACS_peak_18737_lociStitched	chr3	130611327	130614041	1	2715	6772.2442	494.4908	6210	0
1_MACS_peak_16743_lociStitched	chr21	34098737	34101451	1	2715	6553.7672	709.711	6211	0
3_MACS_peak_9333_lociStitched	chr15	96869475	96874395	3	2715	2044.752	496.428	6212	0
2_MACS_peak_18091_lociStitched	chr3	49202838	49209353	2	2715	1925.834	901.0245	6213	0
1_MACS_peak_19018_lociStitched	chr3	160281756	160284469	1	2714	7748.328	675.2657	6214	0
1_MACS_peak_11557_lociStitched	chr17	65820781	65823494	1	2714	3118.5935	437.3356	6215	0
1_MACS_peak_9796_lociStitched	chr16	27412740	27415453	1	2714	4773.2522	646.7792	6216	0
1_MACS_peak_3929_lociStitched	chr10	120513056	120515769	1	2714	3767.8144	608.2546	6217	0
2_MACS_peak_11856_lociStitched	chr17	80476329	80479225	2	2714	6123.8816	316.8224	6218	0
2_MACS_peak_11631_lociStitched	chr17	73061128	73064606	2	2714	2055.498	511.9616	6219	0
2_MACS_peak_8188_lociStitched	chr14	93835109	93842562	2	2714	3309.132	438.2364	6220	0
1_MACS_peak_6573_lociStitched	chr12	102090171	102092883	1	2713	6473.544	424.428	6221	0
1_MACS_peak_3526_lociStitched	chr10	81106169	81108881	1	2713	5677.3008	502.5336	6222	0
1_MACS_peak_2905_lociStitched	chr10	12236516	12239228	1	2713	7833.0696	520.4328	6223	0
1_MACS_peak_2485_lociStitched	chr1	221949648	221952360	1	2713	3185.244	1091.3088	6224	0
1_MACS_peak_377_lociStitched	chr1	26797848	26800560	1	2713	10038.1968	474.0576	6225	0
2_MACS_peak_10186_lociStitched	chr16	69292328	69295486	2	2713	2129.7552	450.9624	6226	0
1_MACS_peak_24771_lociStitched	chr7	92156173	92158884	1	2712	5924.6194	662.2973	6227	0
1_MACS_peak_21653_lociStitched	chr5	128795949	128798660	1	2712	3102.7395	512.6501	6228	0
2_MACS_peak_14843_lociStitched	chr2	132284805	132287556	2	2712	3410.4147	503.433	6229	0
1_MACS_peak_23403_lociStitched	chr6	108277509	108280219	1	2711	6612.129	571.81	6230	0
1_MACS_peak_16960_lociStitched	chr22	17022674	17025384	1	2711	2996.718	464.494	6231	0
1_MACS_peak_14360_lociStitched	chr2	80181112	80183822	1	2711	3380.454	455.009	6232	0
1_MACS_peak_9261_lociStitched	chr15	90588914	90591624	1	2711	8453.303	494.846	6233	0
1_MACS_peak_3714_lociStitched	chr10	100098899	100101609	1	2711	5096.968	586.173	6234	0
1_MACS_peak_2895_lociStitched	chr10	11310640	11313350	1	2711	3323.544	450.673	6235	0
1_MACS_peak_28650_lociStitched	chrX	135746492	135749201	1	2710	5535.8415	389.5542	6236	0
1_MACS_peak_104_lociStitched	chr1	8876134	8878843	1	2710	5340.2517	402.5574	6237	0
1_MACS_peak_11954_lociStitched	chr18	9474519	9477227	1	2709	4310.0528	587.3652	6238	0
1_MACS_peak_9462_lociStitched	chr16	2478179	2480887	1	2709	6062.3996	541.6	6239	0
1_MACS_peak_25851_lociStitched	chr8	41479006	41481713	1	2708	4463.5723	485.6358	6240	0
1_MACS_peak_15629_lociStitched	chr2	227636620	227639327	1	2708	4241.5983	557.3713	6241	0
1_MACS_peak_13362_lociStitched	chr19	48866082	48868789	1	2708	14148.6769	748.7562	6242	0
1_MACS_peak_7419_lociStitched	chr13	96328037	96330744	1	2708	6869.2832	594.7279	6243	0
2_MACS_peak_28659_lociStitched	chrX	135990850	135994271	2	2708	2268.4651	287.364	6244	0
1_MACS_peak_14483_lociStitched	chr2	96656342	96659048	1	2707	12671.3862	476.5266	6245	0
1_MACS_peak_13558_lociStitched	chr2	191377	194083	1	2707	2053.0422	365.0394	6246	0
1_MACS_peak_13466_lociStitched	chr19	54898309	54901015	1	2707	3890.9574	535.788	6247	0
1_MACS_peak_5182_lociStitched	chr11	109825923	109828629	1	2707	8522.0058	528.4818	6248	0
2_MACS_peak_12784_lociStitched	chr19	13024299	13030876	2	2706	2563.0569	1035.8775	6249	0
1_MACS_peak_25237_lociStitched	chr7	134330261	134332965	1	2705	5613.7744	882.5856	6250	0
1_MACS_peak_15013_lociStitched	chr2	160746590	160749294	1	2705	6718.088	527.0096	6251	0
1_MACS_peak_12921_lociStitched	chr19	18262356	18265060	1	2705	5894.1792	728.4576	6252	0
1_MACS_peak_9515_lociStitched	chr16	3929022	3931726	1	2705	2606.9264	214.6976	6253	0
2_MACS_peak_18640_lociStitched	chr3	124091758	124095593	2	2705	2251.145	689.9165	6254	0
1_MACS_peak_5303_lociStitched	chr11	118926376	118929079	1	2704	6357.9966	497.6223	6255	0
2_MACS_peak_13036_lociStitched	chr19	33568534	33573076	2	2704	2908.6968	615.441	6256	0
2_MACS_peak_21895_lociStitched	chr5	147408314	147416145	2	2704	1759.6257	1036.0413	6257	0
1_MACS_peak_20657_lociStitched	chr4	184364463	184367165	1	2703	11705.3342	446.1002	6258	0
1_MACS_peak_3627_lociStitched	chr10	93168679	93171381	1	2703	14074.4478	480.956	6259	0
2_MACS_peak_11549_lociStitched	chr17	65253718	65257624	2	2703	3094.3332	635.5062	6260	0
1_MACS_peak_24090_lociStitched	chr7	8215235	8217936	1	2702	5331.5039	565.5894	6261	0
1_MACS_peak_23556_lociStitched	chr6	124090079	124092780	1	2702	8056.2727	508.5983	6262	0
1_MACS_peak_18252_lociStitched	chr3	63848343	63851044	1	2702	4772.667	317.3675	6263	0
1_MACS_peak_12179_lociStitched	chr18	46310310	46313011	1	2702	5872.7843	556.6761	6264	0
1_MACS_peak_5508_lociStitched	chr12	1662190	1664891	1	2702	7012.6063	664.7161	6265	0
2_MACS_peak_8124_lociStitched	chr14	89882258	89885103	2	2702	3708.4575	322.054	6266	0
1_MACS_peak_25007_lociStitched	chr7	108165232	108167932	1	2701	9130.05	818.64	6267	0
1_MACS_peak_23905_lociStitched	chr6	160146984	160149684	1	2701	6416.82	292.68	6268	0
1_MACS_peak_21148_lociStitched	chr5	61600977	61603677	1	2701	4185.81	521.64	6269	0
2_MACS_peak_4043_lociStitched	chr10	134116767	134122134	2	2701	3664.5876	465.8556	6270	0
1_MACS_peak_21070_lociStitched	chr5	54602308	54605007	1	2700	6576.1135	553.295	6271	0
1_MACS_peak_15816_lociStitched	chr20	387389	390088	1	2700	5432.2773	524.1458	6272	0
1_MACS_peak_14501_lociStitched	chr2	97000335	97003034	1	2700	10180.628	514.4294	6273	0
1_MACS_peak_10237_lociStitched	chr16	71756363	71759062	1	2700	4684.6543	449.9233	6274	0
1_MACS_peak_1778_lociStitched	chr1	160311596	160314295	1	2700	9204.3997	763.0073	6275	0
2_MACS_peak_15390_lociStitched	chr2	201921348	201925348	2	2700	1910	594.4	6276	0
2_MACS_peak_24538_lociStitched	chr7	65536792	65541944	2	2700	2453.8976	713.0368	6277	0
1_MACS_peak_24071_lociStitched	chr7	7678808	7681506	1	2699	6136.0614	574.1344	6278	0
1_MACS_peak_15344_lociStitched	chr2	198103339	198106037	1	2699	6013.0326	351.5494	6279	0
1_MACS_peak_7058_lociStitched	chr13	28711426	28714124	1	2699	4464.9202	170.7834	6280	0
1_MACS_peak_155_lociStitched	chr1	11842998	11845696	1	2699	4790.5688	401.7322	6281	0
2_MACS_peak_6712_lociStitched	chr12	111051312	111058478	2	2699	1693.3258	480.122	6282	0
1_MACS_peak_24975_lociStitched	chr7	105816985	105819682	1	2698	7630.8918	998.6991	6283	0
1_MACS_peak_21396_lociStitched	chr5	89823926	89826623	1	2698	6365.7291	507.036	6284	0
1_MACS_peak_12117_lociStitched	chr18	34407643	34410340	1	2698	5810.1471	577.4277	6285	0
1_MACS_peak_10794_lociStitched	chr17	21116210	21118907	1	2698	11834.436	550.9971	6286	0
2_MACS_peak_14396_lociStitched	chr2	85864256	85870714	2	2698	1871.5284	960.9504	6287	0
1_MACS_peak_19121_lociStitched	chr3	174910661	174913357	1	2697	8525.5608	556.1848	6288	0
1_MACS_peak_18961_lociStitched	chr3	156271054	156273750	1	2697	8619.6512	1029.6024	6289	0
1_MACS_peak_9243_lociStitched	chr15	89876859	89879555	1	2697	6118.8416	611.1832	6290	0
1_MACS_peak_3587_lociStitched	chr10	89576630	89579326	1	2697	7338.2424	519.2496	6291	0
2_MACS_peak_14465_lociStitched	chr2	90116197	90119194	2	2697	2167.4304	401.2983	6292	0
2_MACS_peak_1042_lociStitched	chr1	80174032	80177639	2	2697	3217.0833	613.5507	6293	0
2_MACS_peak_16165_lociStitched	chr20	32609466	32613309	2	2697	3080.1645	790.1208	6294	0
2_MACS_peak_22544_lociStitched	chr6	25298215	25302510	2	2697	1926.737	679.469	6295	0
2_MACS_peak_9152_lociStitched	chr15	83001244	83007818	2	2696	1644.8148	838.185	6296	0
2_MACS_peak_10701_lociStitched	chr17	17526096	17532765	2	2696	3351.8394	981.0099	6297	0
1_MACS_peak_9273_lociStitched	chr15	90807610	90810304	1	2695	10493.13	582.9816	6298	0
1_MACS_peak_24619_lociStitched	chr7	73623492	73626185	1	2694	2203.4126	358.169	6299	0
1_MACS_peak_5338_lociStitched	chr11	120572815	120575508	1	2694	3748.656	456.7328	6300	0
2_MACS_peak_26757_lociStitched	chr9	9789706	9792971	2	2694	2018.7495	436.857	6301	0
2_MACS_peak_2558_lociStitched	chr1	226413725	226421749	2	2694	2483.428	1480.428	6302	0
1_MACS_peak_6027_lociStitched	chr12	49244813	49247505	1	2693	6327.0076	831.2896	6303	0
2_MACS_peak_18168_lociStitched	chr3	52566963	52571850	2	2693	3446.3124	940.2588	6304	0
1_MACS_peak_17693_lociStitched	chr3	11683278	11685969	1	2692	3809.9178	518.5557	6305	0
2_MACS_peak_15742_lociStitched	chr2	236518665	236523562	2	2692	1956.3515	372.172	6306	0
1_MACS_peak_25862_lociStitched	chr8	42248374	42251064	1	2691	10744.398	457.838	6307	0
1_MACS_peak_17704_lociStitched	chr3	12881320	12884010	1	2691	6631.388	505.451	6308	0
1_MACS_peak_14308_lociStitched	chr2	73402359	73405049	1	2691	1815.75	404.845	6309	0
1_MACS_peak_27342_lociStitched	chr9	104159744	104162433	1	2690	5591.5066	511.9856	6310	0
1_MACS_peak_15051_lociStitched	chr2	165498242	165500931	1	2690	5751.2332	598.3025	6311	0
1_MACS_peak_9852_lociStitched	chr16	30005899	30008588	1	2690	14599.1188	694.5687	6312	0
1_MACS_peak_5900_lociStitched	chr12	32907082	32909771	1	2690	8234.2558	777.6588	6313	0
2_MACS_peak_2758_lociStitched	chr1	246375964	246379226	2	2690	3068.5634	712.0946	6314	0
1_MACS_peak_16899_lociStitched	chr21	44780399	44783087	1	2689	20327.1936	958.272	6315	0
1_MACS_peak_3767_lociStitched	chr10	103891850	103894538	1	2689	4523.3664	574.9632	6316	0
1_MACS_peak_3294_lociStitched	chr10	62537440	62540128	1	2689	6610.8672	414.2208	6317	0
1_MACS_peak_480_lociStitched	chr1	32402154	32404842	1	2689	2349.312	417.984	6318	0
2_MACS_peak_4861_lociStitched	chr11	71345926	71351205	2	2689	2676.9809	677.2957	6319	0
1_MACS_peak_16449_lociStitched	chr20	50157224	50159911	1	2688	6416.556	452.4908	6320	0
1_MACS_peak_5271_lociStitched	chr11	117014044	117016731	1	2688	4210.7977	531.7573	6321	0
1_MACS_peak_27084_lociStitched	chr9	74524678	74527364	1	2687	4967.2198	446.1446	6322	0
1_MACS_peak_19300_lociStitched	chr3	186522806	186525492	1	2687	15745.332	1006.7128	6323	0
1_MACS_peak_4287_lociStitched	chr11	17097940	17100626	1	2687	8356.9518	515.9806	6324	0
1_MACS_peak_359_lociStitched	chr1	26145569	26148255	1	2687	5797.4624	501.2076	6325	0
2_MACS_peak_15298_lociStitched	chr2	192489282	192494537	2	2687	2292.7565	850.7845	6326	0
2_MACS_peak_22656_lociStitched	chr6	28317059	28324392	2	2687	2925.1337	1064.7516	6327	0
1_MACS_peak_22597_lociStitched	chr6	26473166	26475851	1	2686	7676.415	703.7385	6328	0
1_MACS_peak_11494_lociStitched	chr17	61903367	61906052	1	2686	12791.877	641.715	6329	0
1_MACS_peak_4263_lociStitched	chr11	14540324	14543009	1	2686	15343.164	585.5985	6330	0
2_MACS_peak_25215_lociStitched	chr7	131206676	131213023	2	2686	3844.3779	1209.7382	6331	0
2_MACS_peak_9076_lociStitched	chr15	77473500	77481095	2	2686	3137.4945	1269.1245	6332	0
1_MACS_peak_26163_lociStitched	chr8	90994625	90997309	1	2685	6754.8228	217.1356	6333	0
1_MACS_peak_6359_lociStitched	chr12	76337152	76339836	1	2685	8349.1188	583.2332	6334	0
2_MACS_peak_17869_lociStitched	chr3	32923969	32931106	2	2685	2447.2773	1186.8831	6335	0
1_MACS_peak_18898_lociStitched	chr3	149529760	149532443	1	2684	6390.906	640.1638	6336	0
1_MACS_peak_15358_lociStitched	chr2	198711329	198714012	1	2684	5806.8169	573.3571	6337	0
1_MACS_peak_13332_lociStitched	chr19	47457033	47459716	1	2684	5809.7682	664.3108	6338	0
2_MACS_peak_22389_lociStitched	chr6	10425998	10430733	2	2684	3815.9365	781.7485	6339	0
1_MACS_peak_22604_lociStitched	chr6	26595499	26598181	1	2683	6482.394	577.971	6340	0
1_MACS_peak_19270_lociStitched	chr3	185098197	185100879	1	2683	3649.9338	589.2354	6341	0
1_MACS_peak_15543_lociStitched	chr2	218474053	218476735	1	2683	9975.1626	744.7914	6342	0
1_MACS_peak_25521_lociStitched	chr8	9910781	9913462	1	2682	5748.8683	438.0754	6343	0
1_MACS_peak_21553_lociStitched	chr5	112655173	112657854	1	2682	2341.0492	550.6774	6344	0
1_MACS_peak_19735_lociStitched	chr4	39977552	39980233	1	2682	5917.5032	411.2654	6345	0
1_MACS_peak_12941_lociStitched	chr19	19028789	19031470	1	2682	7821.8175	564.0824	6346	0
2_MACS_peak_14600_lociStitched	chr2	108975371	108980755	2	2682	2666.6952	853.364	6347	0
1_MACS_peak_16738_lociStitched	chr21	33764316	33766996	1	2681	6313.812	779.88	6348	0
1_MACS_peak_11992_lociStitched	chr18	12990125	12992805	1	2681	10130.936	693.584	6349	0
1_MACS_peak_10221_lociStitched	chr16	70670801	70673481	1	2681	3736.724	479.452	6350	0
1_MACS_peak_27285_lociStitched	chr9	99928594	99931273	1	2680	1785.0177	492.6681	6351	0
