#16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_ROSE/16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam
#Using cutoff of 23887.9584 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuperStretch
2_MACS_peak_1734_lociStitched	chr1	156709110	156722939	2	11302	38245.4824	3749.0419	279	1
4_MACS_peak_4822_lociStitched	chr11	67760541	67778334	4	11650	32326.3224	2583.5436	282	1
1_MACS_peak_23423_lociStitched	chr6	108986146	108997292	1	11147	37309.0058	1866.955	283	1
3_MACS_peak_9314_lociStitched	chr15	93346328	93364362	3	10316	45461.9106	2836.7482	284	1
3_MACS_peak_14460_lociStitched	chr2	89049829	89066768	3	9402	51577.5611	2669.5864	285	1
3_MACS_peak_13941_lociStitched	chr2	42323576	42334651	3	9524	50025.775	2156.3025	286	1
2_MACS_peak_5357_lociStitched	chr11	122927607	122941774	2	10915	38996.0842	2727.1475	288	1
3_MACS_peak_1662_lociStitched	chr1	154942250	154957907	3	10103	47162.0154	4012.8891	289	1
3_MACS_peak_16912_lociStitched	chr21	45195034	45210799	3	11143	37525.4295	3692.163	290	1
2_MACS_peak_1811_lociStitched	chr1	161144471	161157476	2	9894	48431.9205	3771.45	291	1
3_MACS_peak_17790_lociStitched	chr3	20080309	20098180	3	11671	29533.6146	2637.7596	294	1
4_MACS_peak_8757_lociStitched	chr15	52959369	52977118	4	11762	28648.6609	3153.9973	295	1
2_MACS_peak_16751_lociStitched	chr21	34600645	34613048	2	9814	47620.0782	3001.526	296	1
3_MACS_peak_20930_lociStitched	chr5	32530487	32543819	3	11241	34088.5908	2423.7576	298	1
3_MACS_peak_22350_lociStitched	chr6	7134974	7148016	3	11468	31461.2166	2588.837	299	1
1_MACS_peak_5537_lociStitched	chr12	4377696	4388545	1	10850	37577.6813	1921.3579	300	1
1_MACS_peak_3090_lociStitched	chr10	30989215	30996886	1	7672	57840.8742	1575.6234	301	1
1_MACS_peak_24947_lociStitched	chr7	104651611	104658858	1	7248	59544.2508	1513.8983	302	1
3_MACS_peak_22969_lociStitched	chr6	44213378	44233739	3	11543	29993.7891	3379.926	303	1
4_MACS_peak_11746_lociStitched	chr17	76163822	76183571	4	11679	27964.584	3402.7527	304	1
3_MACS_peak_17378_lociStitched	chr22	39459256	39474329	3	11114	32999.3189	2455.3917	306	1
1_MACS_peak_21773_lociStitched	chr5	138720130	138730518	1	10389	39982.3732	2178.3636	307	1
2_MACS_peak_14014_lociStitched	chr2	47204124	47214991	2	9109	49445.9367	2177.7468	309	1
1_MACS_peak_19896_lociStitched	chr4	71523572	71535088	1	11517	26715.9684	2145.4308	310	1
1_MACS_peak_20438_lociStitched	chr4	144272729	144282293	1	9565	45206.1588	2012.2656	311	1
2_MACS_peak_26544_lociStitched	chr8	137189388	137201520	2	10202	39949.4628	2252.9124	314	1
4_MACS_peak_22559_lociStitched	chr6	26017371	26034841	4	10974	32896.01	3058.997	315	1
1_MACS_peak_15539_lociStitched	chr2	217079345	217088991	1	9647	44120.804	2193.5004	316	1
2_MACS_peak_12529_lociStitched	chr19	2618248	2628955	2	7703	55941.9336	2938.0008	318	1
1_MACS_peak_24448_lociStitched	chr7	47512882	47522619	1	9738	42820.4049	2343.6959	319	1
3_MACS_peak_22636_lociStitched	chr6	27790948	27807981	3	9353	46060.6386	2790.0054	320	1
3_MACS_peak_9862_lociStitched	chr16	30193793	30212336	3	10962	32077.5357	3690.057	321	1
2_MACS_peak_6437_lociStitched	chr12	89738358	89749586	2	10230	38323.4096	2408.406	322	1
4_MACS_peak_13496_lociStitched	chr19	56145595	56168006	4	11084	28836.2337	3077.0303	323	1
1_MACS_peak_1444_lociStitched	chr1	145448941	145457988	1	9048	47691.2605	3397.1485	324	1
3_MACS_peak_22112_lociStitched	chr5	171601079	171616233	3	10897	30064.0206	2547.3874	325	1
2_MACS_peak_10576_lociStitched	chr17	6914917	6926137	2	7363	55054.296	1677.39	326	1
2_MACS_peak_19708_lociStitched	chr4	38124124	38136270	2	9302	44043.8252	2223.9326	328	1
3_MACS_peak_18444_lociStitched	chr3	101495584	101513223	3	10795	30473.1364	2801.0732	329	1
3_MACS_peak_19062_lociStitched	chr3	169656776	169668287	3	9222	45074.7738	2983.6512	330	1
2_MACS_peak_17078_lociStitched	chr22	23087999	23102105	2	11019	26334.4914	2286.5826	333	1
2_MACS_peak_6069_lociStitched	chr12	51312113	51323059	2	10632	31393.128	2393.8902	335	1
3_MACS_peak_22922_lociStitched	chr6	42737827	42752492	3	9219	43411.333	2092.6955	339	1
4_MACS_peak_16578_lociStitched	chr20	61272999	61290820	4	10706	29584.6421	2343.4615	340	1
4_MACS_peak_20676_lociStitched	chr4	185366715	185381494	4	10318	33638.4819	2664.6537	341	1
2_MACS_peak_16530_lociStitched	chr20	56047755	56058217	2	9341	41469.2756	1771.2166	342	1
3_MACS_peak_27397_lociStitched	chr9	112668774	112683193	3	8008	50620.7833	2693.4692	344	1
3_MACS_peak_13359_lociStitched	chr19	48824023	48837990	3	10408	31322.3942	2794.7967	345	1
1_MACS_peak_19014_lociStitched	chr3	160116091	160123725	1	7635	51114.9738	1970.3354	346	1
3_MACS_peak_7205_lociStitched	chr13	46269354	46280959	3	9533	37787.0405	1326.4515	348	1
2_MACS_peak_6916_lociStitched	chr12	125398059	125412972	2	10089	32416.3881	1321.2918	349	1
4_MACS_peak_23658_lociStitched	chr6	135322857	135344073	4	10420	30915.9552	3655.5168	350	1
1_MACS_peak_21505_lociStitched	chr5	109023851	109034318	1	10468	28712.0277	2089.2132	352	1
3_MACS_peak_5306_lociStitched	chr11	118963222	118979858	3	10496	28974.9212	2901.3184	353	1
2_MACS_peak_5967_lociStitched	chr12	46119375	46132532	2	10056	33272.7373	2090.6473	354	1
3_MACS_peak_24623_lociStitched	chr7	74057186	74076866	3	10618	27178.08	2778.816	355	1
2_MACS_peak_10035_lociStitched	chr16	56943802	56952764	2	7170	52234.1208	2055.8828	358	1
2_MACS_peak_22152_lociStitched	chr5	173696494	173709907	2	9089	40760.7657	2286.9165	360	1
1_MACS_peak_6587_lociStitched	chr12	102870812	102879424	1	8613	43461.3192	1739.624	361	1
2_MACS_peak_6079_lociStitched	chr12	51711990	51721955	2	9249	39126.576	2140.482	363	1
4_MACS_peak_13407_lociStitched	chr19	50166225	50184263	4	10347	28813.9012	3171.0804	364	1
1_MACS_peak_23706_lociStitched	chr6	138186976	138196220	1	9245	38528.0676	1784.092	365	1
4_MACS_peak_11742_lociStitched	chr17	76137419	76152189	4	9961	32272.45	2289.35	367	1
1_MACS_peak_1275_lociStitched	chr1	111172875	111181422	1	8548	42790.5555	1199.9988	369	1
2_MACS_peak_19150_lociStitched	chr3	177068693	177079552	2	7937	48401.8207	3119.7907	372	1
3_MACS_peak_16311_lociStitched	chr20	42569401	42585500	3	9902	32668.0908	2608.038	373	1
2_MACS_peak_28541_lociStitched	chrX	119435001	119445529	2	9749	32629.4304	1093.8592	374	1
1_MACS_peak_15947_lociStitched	chr20	9489971	9499799	1	9829	31671.7128	1861.4232	376	1
4_MACS_peak_4814_lociStitched	chr11	67647351	67661855	4	8886	40454.5568	2497.5888	378	1
1_MACS_peak_14407_lociStitched	chr2	86220158	86228693	1	8536	42339.5745	1882.821	379	1
3_MACS_peak_6633_lociStitched	chr12	106528835	106544047	3	10239	27363.3456	2934.3948	380	1
2_MACS_peak_24989_lociStitched	chr7	106504144	106513586	2	8323	44513.3648	2836.3768	382	1
1_MACS_peak_2161_lociStitched	chr1	197740212	197748772	1	8561	42356.592	2332.6	383	1
3_MACS_peak_8480_lociStitched	chr15	34619325	34635791	3	9775	32205.8494	2604.9212	384	1
2_MACS_peak_20774_lociStitched	chr5	1335401	1346212	2	9907	29898.9016	1829.2212	386	1
2_MACS_peak_6599_lociStitched	chr12	104318488	104326961	2	7384	48375.7462	1746.2853	387	1
2_MACS_peak_14022_lociStitched	chr2	47526986	47539535	2	7188	49748.0007	2266.3494	389	1
2_MACS_peak_12852_lociStitched	chr19	16221446	16231777	2	9818	30039.4487	1962.89	391	1
4_MACS_peak_3785_lociStitched	chr10	104531391	104543026	4	9592	32476.7755	2047.76	392	1
3_MACS_peak_20364_lociStitched	chr4	129724115	129741415	3	9917	28913.49	2586.35	393	1
3_MACS_peak_2551_lociStitched	chr1	226308599	226317159	3	7973	44797.904	2264.12	394	1
2_MACS_peak_17093_lociStitched	chr22	23477916	23488595	2	9240	34888.293	2003.3804	395	1
2_MACS_peak_14974_lociStitched	chr2	153914528	153928919	2	9444	32751.0378	1867.9518	396	1
2_MACS_peak_19397_lociStitched	chr3	196357962	196371273	2	8783	38852.1468	3081.4965	400	1
3_MACS_peak_12849_lociStitched	chr19	16180437	16198005	3	8849	37050.912	2972.5056	405	1
3_MACS_peak_5434_lociStitched	chr11	129233735	129248926	3	9477	30568.8493	2546.0116	406	1
2_MACS_peak_27461_lociStitched	chr9	117127657	117137217	2	9365	30554.716	1431.132	407	1
2_MACS_peak_10399_lociStitched	chr16	89033399	89046054	2	8921	33882.497	1071.8785	410	1
3_MACS_peak_13363_lociStitched	chr19	48880295	48895448	3	9051	33777.5523	2338.1079	411	1
1_MACS_peak_11064_lociStitched	chr17	38016326	38024970	1	8645	36214.9024	1536.0388	412	1
2_MACS_peak_13062_lociStitched	chr19	35695484	35706000	2	7666	43725.528	2358.7388	414	1
1_MACS_peak_24156_lociStitched	chr7	20254596	20262200	1	7605	43394.5072	1906.3228	417	1
3_MACS_peak_24940_lociStitched	chr7	104576372	104586735	3	7827	41988.8034	1928.5543	418	1
2_MACS_peak_19740_lociStitched	chr4	40302530	40312602	2	9404	28815.992	2029.508	420	1
2_MACS_peak_7558_lociStitched	chr13	115039572	115048836	2	8387	37571.0784	1565.616	421	1
2_MACS_peak_1791_lociStitched	chr1	160703177	160715461	2	8499	38579.1304	3515.6808	422	1
3_MACS_peak_8792_lociStitched	chr15	58582525	58591230	3	8524	36366.8785	1512.929	423	1
3_MACS_peak_16759_lociStitched	chr21	34695973	34712524	3	8661	37729.6596	4021.893	424	1
2_MACS_peak_19897_lociStitched	chr4	71542204	71555345	2	8791	34952.4318	2374.5787	425	1
1_MACS_peak_3306_lociStitched	chr10	63803952	63812368	1	8417	37551.3504	2105.6832	427	1
1_MACS_peak_3872_lociStitched	chr10	112255958	112264955	1	8998	31744.1151	1636.5543	431	1
2_MACS_peak_22700_lociStitched	chr6	30649097	30659488	2	9064	31547.076	2100.0211	432	1
2_MACS_peak_13481_lociStitched	chr19	55762912	55772313	2	9219	29427.0102	1603.8106	433	1
1_MACS_peak_23377_lociStitched	chr6	106439201	106446737	1	7537	42227.2224	1437.8688	435	1
2_MACS_peak_6852_lociStitched	chr12	122231646	122243398	2	8281	36506.4128	1030.6504	440	1
3_MACS_peak_23379_lociStitched	chr6	106585450	106595538	3	8118	38654.1896	2060.9784	441	1
3_MACS_peak_16007_lociStitched	chr20	17939429	17952872	3	8569	35352.4014	2433.183	442	1
2_MACS_peak_26528_lociStitched	chr8	134576914	134586068	2	8160	37698.0028	1691.6592	446	1
4_MACS_peak_6667_lociStitched	chr12	109161970	109181160	4	8957	32179.711	3064.643	447	1
2_MACS_peak_10828_lociStitched	chr17	27045981	27056727	2	8990	30608.9064	1951.4736	448	1
1_MACS_peak_4425_lociStitched	chr11	35159818	35168910	1	9093	29419.8936	1873.8612	449	1
3_MACS_peak_3419_lociStitched	chr10	74006966	74024315	3	9158	29845.4847	3063.8334	450	1
1_MACS_peak_1789_lociStitched	chr1	160676459	160685136	1	8678	34327.0797	2912.8689	451	1
2_MACS_peak_19990_lociStitched	chr4	78735889	78749332	2	9251	27610.5777	2265.1455	453	1
1_MACS_peak_14219_lociStitched	chr2	66659659	66668485	1	8827	30358.7922	1215.3402	463	1
1_MACS_peak_9265_lociStitched	chr15	90637919	90646629	1	8711	31815.017	1664.481	465	1
1_MACS_peak_24752_lociStitched	chr7	90337240	90345387	1	8148	36076.5454	1638.3617	468	1
2_MACS_peak_7785_lociStitched	chr14	50465555	50476594	2	7537	39716.1142	1042.0816	469	1
3_MACS_peak_11847_lociStitched	chr17	80405832	80423913	3	8441	34541.9424	2675.988	470	1
3_MACS_peak_22783_lociStitched	chr6	33279396	33292546	3	8879	30130.595	2526.115	474	1
2_MACS_peak_5976_lociStitched	chr12	46776291	46785799	2	9030	27492.382	1787.504	476	1
2_MACS_peak_6173_lociStitched	chr12	56726361	56734356	2	7712	38715.7875	1672.554	477	1
3_MACS_peak_13416_lociStitched	chr19	50369549	50382171	3	7887	38239.6112	2574.888	480	1
2_MACS_peak_11740_lociStitched	chr17	76116541	76129513	2	8897	28830.27	2037.9012	481	1
4_MACS_peak_22793_lociStitched	chr6	33537748	33558575	4	9048	28241.412	3298.9968	484	1
3_MACS_peak_2055_lociStitched	chr1	183438744	183451149	3	8606	32782.6935	3436.185	486	1
2_MACS_peak_2538_lociStitched	chr1	226062599	226071668	2	8850	28212.7521	2511.2061	494	1
3_MACS_peak_27508_lociStitched	chr9	123630447	123641415	3	8568	30476.7816	1875.528	495	1
3_MACS_peak_19548_lociStitched	chr4	9599188	9610827	3	8485	31232.0926	1908.796	496	1
2_MACS_peak_3780_lociStitched	chr10	104401155	104412958	2	8793	27915.2753	2113.9173	499	1
2_MACS_peak_11700_lociStitched	chr17	74721306	74735095	2	8567	30352.3468	2505.4613	501	1
3_MACS_peak_8673_lociStitched	chr15	46994727	47008737	3	8862	27043.503	2408.319	502	1
3_MACS_peak_1625_lociStitched	chr1	153928960	153941466	3	8546	31102.422	3379.1212	505	1
2_MACS_peak_8372_lociStitched	chr15	23659937	23669475	2	7842	35421.2706	1738.7774	507	1
1_MACS_peak_17723_lociStitched	chr3	14160979	14168415	1	7437	38049.2684	1582.3808	510	1
3_MACS_peak_22406_lociStitched	chr6	11722211	11733531	3	8736	27156.68	1868.932	513	1
2_MACS_peak_1293_lociStitched	chr1	112134576	112148127	2	8654	27000.3675	1409.304	516	1
2_MACS_peak_18646_lociStitched	chr3	124501862	124511895	2	8603	27906.7895	1797.9136	517	1
1_MACS_peak_18905_lociStitched	chr3	150315339	150323895	1	8557	27892.56	1689.81	521	1
2_MACS_peak_8002_lociStitched	chr14	72980417	72989810	2	8330	29375.6682	1014.444	523	1
1_MACS_peak_14196_lociStitched	chr2	65139947	65147041	1	7095	39397.9478	1782.7222	527	1
1_MACS_peak_24782_lociStitched	chr7	92437202	92445734	1	8533	27439.7652	1497.366	529	1
3_MACS_peak_19159_lociStitched	chr3	178230439	178241039	3	8238	31019.84	2766.6	534	1
2_MACS_peak_21538_lociStitched	chr5	112256335	112266785	2	7817	33369.985	1730.52	538	1
3_MACS_peak_14623_lociStitched	chr2	109829452	109843103	3	8209	30692.9084	2541.8162	539	1
2_MACS_peak_6574_lociStitched	chr12	102129076	102140356	2	7767	33437.304	1760.808	540	1
3_MACS_peak_14245_lociStitched	chr2	68988902	69003907	3	8260	29690.3935	2690.3965	542	1
2_MACS_peak_27678_lociStitched	chr9	132646111	132657721	2	7739	33138.423	1952.802	550	1
3_MACS_peak_5332_lociStitched	chr11	120367995	120382503	3	8192	28273.1904	1957.1292	558	1
2_MACS_peak_20040_lociStitched	chr4	84132726	84144073	2	8309	26662.0459	2424.8539	560	1
2_MACS_peak_12809_lociStitched	chr19	13949058	13959274	2	8048	28140.9936	1633.5384	564	1
2_MACS_peak_25691_lociStitched	chr8	26428329	26437466	2	7777	30759.7105	1937.044	565	1
4_MACS_peak_28346_lociStitched	chrX	75362551	75372227	4	8180	25613.3396	880.516	567	1
3_MACS_peak_16481_lociStitched	chr20	52345632	52358493	3	8174	26613.2673	2062.9044	570	1
3_MACS_peak_9268_lociStitched	chr15	90721510	90736312	3	7596	31877.5872	2312.0724	577	1
1_MACS_peak_6186_lociStitched	chr12	57076557	57083841	1	7285	32943.3468	1365.0216	586	1
1_MACS_peak_25101_lociStitched	chr7	121944297	121951905	1	7609	30730.9944	1761.252	587	1
1_MACS_peak_1443_lociStitched	chr1	145434034	145441367	1	7334	33040.2981	2192.567	593	1
3_MACS_peak_1808_lociStitched	chr1	161122692	161137506	3	7325	34495.8804	3601.2834	594	1
2_MACS_peak_9038_lociStitched	chr15	75352881	75363152	2	7833	28314.0657	1838.509	595	1
2_MACS_peak_9890_lociStitched	chr16	30661239	30673100	2	7607	30366.5322	1928.5986	596	1
1_MACS_peak_15303_lociStitched	chr2	192539159	192546440	1	7282	32216.9688	1474.4025	599	1
1_MACS_peak_270_lociStitched	chr1	21615664	21622743	1	7080	33327.2241	1538.2667	602	1
3_MACS_peak_6111_lociStitched	chr12	53763792	53776392	3	7866	26981.64	2349.9	609	1
2_MACS_peak_15684_lociStitched	chr2	232570517	232578882	2	7898	25100.8555	896.728	610	1
1_MACS_peak_953_lociStitched	chr1	66795973	66803397	1	7425	30197.12	1795.8656	614	1
3_MACS_peak_17372_lociStitched	chr22	39409051	39421943	3	7696	27212.4336	2149.0964	627	1
1_MACS_peak_2130_lociStitched	chr1	192543889	192551563	1	7675	27326.3466	2470.2606	631	1
3_MACS_peak_26870_lociStitched	chr9	33286813	33298870	3	7426	29167.0887	2012.3133	633	1
2_MACS_peak_13127_lociStitched	chr19	39338864	39349048	2	7577	27500.8736	1750.6296	634	1
2_MACS_peak_19446_lociStitched	chr4	1712487	1724926	2	7376	29196.8208	1624.5334	635	1
2_MACS_peak_4179_lociStitched	chr11	8703013	8711462	2	7699	25852.2502	1755.7022	640	1
1_MACS_peak_13626_lociStitched	chr2	10259654	10266867	1	7214	29838.0171	1402.9285	643	1
1_MACS_peak_21471_lociStitched	chr5	100234477	100241657	1	7181	30250.058	1618.372	644	1
2_MACS_peak_4641_lociStitched	chr11	62597971	62610564	2	7224	29805.1124	2222.6645	656	1
3_MACS_peak_13891_lociStitched	chr2	37615073	37624994	3	7366	27208.3425	2031.8208	674	1
1_MACS_peak_26527_lociStitched	chr8	134508434	134515771	1	7338	26672.1961	1405.7692	676	1
3_MACS_peak_4054_lociStitched	chr10	135201270	135215611	3	7244	28002.2366	1989.0967	677	1
2_MACS_peak_5821_lociStitched	chr12	27329990	27340307	2	7221	27320.4477	2040.7026	695	1
2_MACS_peak_28726_lociStitched	chrX	153189155	153200541	2	7095	26933.583	1116.9666	697	1
2_MACS_peak_17127_lociStitched	chr22	24822596	24831871	2	7230	25948.6675	1777.09	711	1
