REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_383_lociStitched	chr1	27018296	27030975	1	12680	45872.622	2666.3937	184	ARID1A		ARID1A	184	1
3_MACS_peak_27604_lociStitched	chr9	130532000	130551719	3	12642	28746.3582	2981.5128	185	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	185	1
4_MACS_peak_12509_lociStitched	chr19	2254739	2274470	4	12480	33791.3106	4293.4656	186	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	186	1
4_MACS_peak_5004_lociStitched	chr11	82764999	82790115	4	12479	44633.6436	4397.8116	187	RAB30	SNORA70E	RAB30	187	1
4_MACS_peak_17407_lociStitched	chr22	39910553	39929634	4	12443	34214.1411	3570.0551	188	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	188	1
6_MACS_peak_10116_lociStitched	chr16	67191562	67218780	6	12438	25492.3788	3973.828	189	FBXL8,HSF4,NOL3,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	189	1
4_MACS_peak_15753_lociStitched	chr2	238599723	238613273	4	12421	20455.08	1287.25	190	LRRFIP1		LRRFIP1	190	1
4_MACS_peak_10606_lociStitched	chr17	7736832	7762382	4	12416	25521.895	4136.545	191	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	191	1
1_MACS_peak_615_lociStitched	chr1	40030488	40042859	1	12372	22418.7262	2359.1497	192	PABPC4,SNORA55	PPIEL	SNORA55	192	1
6_MACS_peak_14166_lociStitched	chr2	64430374	64456306	6	12309	46161.5532	4385.1012	193	LOC150992		LOC150992	193	1
1_MACS_peak_22551_lociStitched	chr6	25403052	25415351	1	12300	119577.0275	3339.1785	194	LRRC16A		LRRC16A	194	1
3_MACS_peak_19963_lociStitched	chr4	77117646	77136379	3	12277	42254.1548	3718.5005	195	SCARB2	FAM47E,NUP54	SCARB2	195	1
2_MACS_peak_22735_lociStitched	chr6	31694438	31709317	2	12265	57650.1734	3115.6626	196	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	196	1
3_MACS_peak_2267_lociStitched	chr1	204474606	204492075	3	12253	69814.8585	4681.692	197	MDM4	PIK3C2B	MDM4	197	1
3_MACS_peak_28162_lociStitched	chrX	48790358	48805536	3	12189	61026.1846	1611.9036	198	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	198	1
1_MACS_peak_12055_lociStitched	chr18	22929066	22941224	1	12159	27485.5906	1703.3358	199	ZNF521		ZNF521	199	1
3_MACS_peak_14184_lociStitched	chr2	64862704	64883404	3	12153	36305.73	3129.84	200	SERTAD2	LOC339807	SERTAD2	200	1
3_MACS_peak_28061_lociStitched	chrX	39953280	39969553	3	12148	23906.6643	1026.8263	201	BCOR		BCOR	201	1
4_MACS_peak_16525_lociStitched	chr20	55957945	55975345	4	12136	24159.9	2911.02	202	RBM38	RAE1,MTRNR2L3	RBM38	202	1
2_MACS_peak_2674_lociStitched	chr1	234733896	234749856	2	12134	70247.94	4229.4	203	IRF2BP2	NCRNA00184	IRF2BP2	203	1
2_MACS_peak_2570_lociStitched	chr1	226840009	226852504	2	12104	67040.673	3888.444	204	ITPKB		ITPKB	204	1
2_MACS_peak_17150_lociStitched	chr22	26974752	26992124	2	11989	36514.2068	2916.7588	205	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	205	1
2_MACS_peak_3155_lociStitched	chr10	43890545	43905874	2	11977	35160.1273	2527.7521	206	HNRNPF	FXYD4,ZNF487P	HNRNPF	206	1
2_MACS_peak_21694_lociStitched	chr5	131822908	131837596	2	11926	33275.664	2799.5328	207	IRF1	IL5	IRF1	207	1
4_MACS_peak_2871_lociStitched	chr10	7511624	7535594	4	11902	46175.808	3696.174	208			SFMBT2	208	1
2_MACS_peak_24471_lociStitched	chr7	50343663	50357761	2	11896	39943.8634	2716.6846	209	IKZF1		IKZF1	209	1
1_MACS_peak_10288_lociStitched	chr16	79628903	79640766	1	11864	24268.1391	871.9305	210	MAF		MAF	210	1
1_MACS_peak_20934_lociStitched	chr5	32581093	32592910	1	11818	42709.0014	2582.0145	211	SUB1		SUB1	211	1
5_MACS_peak_5666_lociStitched	chr12	11901844	11920122	5	11789	34289.528	3057.9094	212	ETV6		ETV6	212	1
4_MACS_peak_12786_lociStitched	chr19	13043296	13057929	4	11769	21072.9833	2784.6599	213	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	213	1
4_MACS_peak_8757_lociStitched	chr15	52959369	52977118	4	11762	28648.6609	3153.9973	214	KIAA1370		KIAA1370	214	1
4_MACS_peak_11746_lociStitched	chr17	76163822	76183571	4	11679	27964.584	3402.7527	215	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	215	1
3_MACS_peak_17790_lociStitched	chr3	20080309	20098180	3	11671	29533.6146	2637.7596	216	KAT2B	C3orf48	KAT2B	216	1
2_MACS_peak_17109_lociStitched	chr22	24178240	24192156	2	11657	97658.3132	2819.3816	217	DERL3	SMARCB1,SLC2A11,MIF	DERL3	217	1
3_MACS_peak_12877_lociStitched	chr19	16693935	16711643	3	11657	48725.3328	3091.8168	218	MED26	CHERP,SLC35E1	SLC35E1	218	1
4_MACS_peak_4822_lociStitched	chr11	67760541	67778334	4	11650	32326.3224	2583.5436	219	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	219	1
1_MACS_peak_7541_lociStitched	chr13	114556465	114568090	1	11626	69601.2	2517.975	220	GAS6	FLJ44054,GAS6	GAS6	220	1
2_MACS_peak_16332_lociStitched	chr20	43270464	43282256	2	11622	36447.8928	2416.1808	221	ADA	LOC79015	ADA	221	1
4_MACS_peak_16207_lociStitched	chr20	34674632	34690230	4	11615	16813.0842	2494.1202	222		EPB41L1,LOC647979	EPB41L1	222	1
3_MACS_peak_19712_lociStitched	chr4	38307399	38322270	3	11606	52139.2131	2641.0896	223			KLF3	223	1
1_MACS_peak_15225_lociStitched	chr2	182168515	182180119	1	11605	52683.3204	2274.384	224			ITGA4	224	1
3_MACS_peak_22969_lociStitched	chr6	44213378	44233739	3	11543	29993.7891	3379.926	225	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	225	1
2_MACS_peak_10541_lociStitched	chr17	4842027	4854721	2	11540	46074.1424	2006.9214	226	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	226	1
1_MACS_peak_19896_lociStitched	chr4	71523572	71535088	1	11517	26715.9684	2145.4308	227	IGJ	ENAM,UTP3,RUFY3	IGJ	227	1
4_MACS_peak_14004_lociStitched	chr2	46788600	46804287	4	11471	26321.2173	2864.4462	228	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	228	1
3_MACS_peak_22350_lociStitched	chr6	7134974	7148016	3	11468	31461.2166	2588.837	229	RREB1		RREB1	229	1
3_MACS_peak_23141_lociStitched	chr6	74220372	74234463	3	11465	37597.6062	2757.6087	230	EEF1A1	MTO1	EEF1A1	230	1
2_MACS_peak_17170_lociStitched	chr22	29207080	29221510	2	11464	57405.426	2578.641	231		CCDC117,XBP1	XBP1	231	1
3_MACS_peak_6315_lociStitched	chr12	69195512	69215582	3	11437	37480.725	2968.353	232	MDM2		MDM2	232	1
5_MACS_peak_13777_lociStitched	chr2	27293284	27310838	5	11403	19720.1636	2583.9488	233	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	233	1
3_MACS_peak_572_lociStitched	chr1	37930713	37946361	3	11378	26238.5664	2638.2528	234	ZC3H12A	MEAF6	ZC3H12A	234	1
2_MACS_peak_22980_lociStitched	chr6	45386603	45402334	2	11357	40176.974	2271.5564	235	RUNX2	SUPT3H	RUNX2	235	1
4_MACS_peak_20816_lociStitched	chr5	6711543	6738259	4	11323	22847.5232	3764.2844	236	PAPD7	PAPD7	PAPD7	236	1
4_MACS_peak_18974_lociStitched	chr3	156804659	156824320	4	11321	61159.4727	5068.6058	237	LOC100498859,LOC339894		LOC100498859	237	1
2_MACS_peak_1734_lociStitched	chr1	156709110	156722939	2	11302	38245.4824	3749.0419	238	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	238	1
3_MACS_peak_20930_lociStitched	chr5	32530487	32543819	3	11241	34088.5908	2423.7576	239		SUB1	SUB1	239	1
4_MACS_peak_19921_lociStitched	chr4	74454177	74475378	4	11202	42656.412	2957.5395	240	RASSF6		RASSF6	240	1
1_MACS_peak_21901_lociStitched	chr5	148204701	148215882	1	11182	43312.9578	2682.3219	241	ADRB2		ADRB2	241	1
5_MACS_peak_12618_lociStitched	chr19	6765437	6789402	5	11182	19366.1165	4912.825	242	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	242	1
3_MACS_peak_5585_lociStitched	chr12	7022716	7038297	3	11154	24167.6891	2577.0974	243	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	243	1
4_MACS_peak_13944_lociStitched	chr2	42343930	42360973	4	11151	25262.8389	3035.3583	244		EML4	EML4	244	1
1_MACS_peak_23423_lociStitched	chr6	108986146	108997292	1	11147	37309.0058	1866.955	245	FOXO3		NCRNA00222	245	1
3_MACS_peak_4865_lociStitched	chr11	71413596	71426786	3	11146	59629.352	2421.684	246			FAM86C	246	1
3_MACS_peak_16912_lociStitched	chr21	45195034	45210799	3	11143	37525.4295	3692.163	247	RRP1,CSTB	LOC284837	RRP1	247	1
3_MACS_peak_17378_lociStitched	chr22	39459256	39474329	3	11114	32999.3189	2455.3917	248	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	248	1
2_MACS_peak_15407_lociStitched	chr2	202116135	202129119	2	11108	68080.3056	2847.3912	249	CASP8		CASP8	249	1
4_MACS_peak_13496_lociStitched	chr19	56145595	56168006	4	11084	28836.2337	3077.0303	250	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	250	1
3_MACS_peak_1698_lociStitched	chr1	155902687	155919079	3	11047	27161.544	4040.628	251	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	251	1
2_MACS_peak_17078_lociStitched	chr22	23087999	23102105	2	11019	26334.4914	2286.5826	252			MIR650	252	1
3_MACS_peak_6816_lociStitched	chr12	120966137	120978708	3	11007	14807.3809	1371.4961	253	RNF10,COQ5	DYNLL1,POP5	RNF10	253	1
4_MACS_peak_23765_lociStitched	chr6	143162904	143179882	4	11007	23146.1074	1665.5418	254	HIVEP2		HIVEP2	254	1
4_MACS_peak_22559_lociStitched	chr6	26017371	26034841	4	10974	32896.01	3058.997	255	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	255	1
5_MACS_peak_21365_lociStitched	chr5	87954602	87976636	5	10971	55972.9702	3391.0326	256	LOC645323,MIR9-2		MIR9-2	256	1
3_MACS_peak_9862_lociStitched	chr16	30193793	30212336	3	10962	32077.5357	3690.057	257	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	257	1
3_MACS_peak_12451_lociStitched	chr19	1015215	1029472	3	10950	23702.2625	3336.138	258	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	258	1
1_MACS_peak_9132_lociStitched	chr15	81585047	81595989	1	10943	43278.8926	2697.203	259	IL16	STARD5	IL16	259	1
3_MACS_peak_949_lociStitched	chr1	66736663	66750304	3	10928	54831.3636	2722.7436	260	PDE4B	PDE4B	PDE4B	260	1
2_MACS_peak_5357_lociStitched	chr11	122927607	122941774	2	10915	38996.0842	2727.1475	261	HSPA8	LOC341056	HSPA8	261	1
3_MACS_peak_22112_lociStitched	chr5	171601079	171616233	3	10897	30064.0206	2547.3874	262	STK10	EFCAB9	STK10	262	1
4_MACS_peak_4616_lociStitched	chr11	62307956	62326130	4	10885	19124.5002	3131.3802	263	AHNAK	EEF1G,TUT1,MTA2	AHNAK	263	1
4_MACS_peak_22499_lociStitched	chr6	20197481	20214212	4	10853	22914.7776	2593.305	264	MBOAT1		MBOAT1	264	1
1_MACS_peak_5537_lociStitched	chr12	4377696	4388545	1	10850	37577.6813	1921.3579	265	CCND2	C12orf5	CCND2	265	1
4_MACS_peak_15397_lociStitched	chr2	202040281	202059898	4	10828	20570.3862	3405.5112	266	CASP10	CASP8	CASP10	266	1
3_MACS_peak_18444_lociStitched	chr3	101495584	101513223	3	10795	30473.1364	2801.0732	267	FAM55C	NFKBIZ	FAM55C	267	1
3_MACS_peak_24255_lociStitched	chr7	29706316	29726301	3	10709	19419.4245	2957.78	268	DPY19L2P3,LOC646762,LOC100271874		LOC646762	268	1
4_MACS_peak_16578_lociStitched	chr20	61272999	61290820	4	10706	29584.6421	2343.4615	269	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	269	1
2_MACS_peak_25040_lociStitched	chr7	114561541	114574053	2	10670	68834.768	3373.2352	270	MDFIC		MDFIC	270	1
1_MACS_peak_2309_lociStitched	chr1	206727947	206738612	1	10666	60135.669	3263.49	271	RASSF5	LGTN	RASSF5	271	1
2_MACS_peak_6069_lociStitched	chr12	51312113	51323059	2	10632	31393.128	2393.8902	272	METTL7A	HIGD1C	METTL7A	272	1
1_MACS_peak_28161_lociStitched	chrX	48768119	48778746	1	10628	23034.0225	1133.9009	273	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	273	1
1_MACS_peak_11213_lociStitched	chr17	43297977	43308599	1	10623	79607.6412	2203.0028	274	FMNL1	LOC100133991,C17orf46	FMNL1	274	1
3_MACS_peak_24623_lociStitched	chr7	74057186	74076866	3	10618	27178.08	2778.816	275	GTF2I		GTF2I	275	1
4_MACS_peak_10625_lociStitched	chr17	8088465	8104323	4	10613	19651.2336	3038.3928	276	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	276	1
5_MACS_peak_4777_lociStitched	chr11	66861680	66889752	5	10576	18156.9696	3565.144	277	KDM2A	RHOD	KDM2A	277	1
4_MACS_peak_8645_lociStitched	chr15	45011181	45029359	4	10568	24376.698	3061.1752	278	TRIM69	B2M,PATL2	TRIM69	278	1
2_MACS_peak_16478_lociStitched	chr20	52267843	52279092	2	10543	45258.1017	2031.5694	279			ZNF217	279	1
1_MACS_peak_20178_lociStitched	chr4	105407068	105417600	1	10533	55140.286	1703.0244	280	CXXC4		CXXC4	280	1
2_MACS_peak_22588_lociStitched	chr6	26355635	26367662	2	10518	56024.1714	2399.3865	281	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	281	1
2_MACS_peak_16173_lociStitched	chr20	32990429	33005693	2	10512	22018.32	2310.9696	282	ITCH	MIR644	ITCH	282	1
3_MACS_peak_5306_lociStitched	chr11	118963222	118979858	3	10496	28974.9212	2901.3184	283	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	283	1
1_MACS_peak_21505_lociStitched	chr5	109023851	109034318	1	10468	28712.0277	2089.2132	284	MAN2A1		MAN2A1	284	1
5_MACS_peak_20921_lociStitched	chr5	32276063	32296165	5	10467	15788.1108	2894.688	285	MTMR12		MTMR12	285	1
3_MACS_peak_10325_lociStitched	chr16	81841702	81857617	3	10466	25451.268	1655.16	286	PLCG2		PLCG2	286	1
4_MACS_peak_23658_lociStitched	chr6	135322857	135344073	4	10420	30915.9552	3655.5168	287	HBS1L	MIR3662,HBS1L	MIR3662	287	1
4_MACS_peak_26113_lociStitched	chr8	81067976	81084548	4	10419	18404.8632	2815.5828	288	TPD52		TPD52	288	1
3_MACS_peak_13359_lociStitched	chr19	48824023	48837990	3	10408	31322.3942	2794.7967	289	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	289	1
1_MACS_peak_21773_lociStitched	chr5	138720130	138730518	1	10389	39982.3732	2178.3636	290	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	290	1
1_MACS_peak_8783_lociStitched	chr15	56656101	56666471	1	10371	74542.671	2302.14	291	TEX9		TEX9	291	1
4_MACS_peak_13407_lociStitched	chr19	50166225	50184263	4	10347	28813.9012	3171.0804	292	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	292	1
1_MACS_peak_1099_lociStitched	chr1	87792697	87803033	1	10337	23388.3008	1776.7584	293	LMO4		LMO4	293	1
2_MACS_peak_14990_lociStitched	chr2	158291969	158302399	2	10336	63102.543	2202.816	294	CYTIP		CYTIP	294	1
4_MACS_peak_20676_lociStitched	chr4	185366715	185381494	4	10318	33638.4819	2664.6537	295	IRF2		IRF2	295	1
1_MACS_peak_15665_lociStitched	chr2	231729300	231739615	1	10316	46275.153	1086.1695	296	ITM2C		ITM2C	296	1
3_MACS_peak_9314_lociStitched	chr15	93346328	93364362	3	10316	45461.9106	2836.7482	297		ASB9P1	ASB9P1	297	1
4_MACS_peak_388_lociStitched	chr1	27147012	27167254	4	10264	19511.2638	3186.0908	298	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	298	1
2_MACS_peak_2301_lociStitched	chr1	206282081	206295645	2	10256	93283.6972	3804.702	299	C1orf186	CTSE	C1orf186	299	1
3_MACS_peak_6633_lociStitched	chr12	106528835	106544047	3	10239	27363.3456	2934.3948	300	NUAK1		NUAK1	300	1
2_MACS_peak_6437_lociStitched	chr12	89738358	89749586	2	10230	38323.4096	2408.406	301	DUSP6		DUSP6	301	1
2_MACS_peak_26544_lociStitched	chr8	137189388	137201520	2	10202	39949.4628	2252.9124	302			KHDRBS3	302	1
4_MACS_peak_21957_lociStitched	chr5	151124583	151139032	4	10191	22946.4569	2291.6114	303	ATOX1	G3BP1	ATOX1	303	1
4_MACS_peak_23514_lociStitched	chr6	117858985	117877374	4	10131	24639.4211	2727.0887	304	DCBLD1	GOPC	GOPC	304	1
2_MACS_peak_20812_lociStitched	chr5	6475818	6487252	2	10113	65841.5456	2125.5806	305	UBE2QL1		UBE2QL1	305	1
3_MACS_peak_1662_lociStitched	chr1	154942250	154957907	3	10103	47162.0154	4012.8891	306	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	306	1
1_MACS_peak_26196_lociStitched	chr8	95952982	95963077	1	10096	21077.3505	920.664	307	TP53INP1	CCNE2	TP53INP1	307	1
2_MACS_peak_10099_lociStitched	chr16	66549282	66560420	2	10093	77916.9928	2528.326	308	TK2	CKLF,CMTM1	TK2	308	1
2_MACS_peak_6916_lociStitched	chr12	125398059	125412972	2	10089	32416.3881	1321.2918	309	UBC	SCARB1	UBC	309	1
4_MACS_peak_6225_lociStitched	chr12	58224895	58241229	4	10078	16837.0872	2677.1426	310	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	310	1
2_MACS_peak_5967_lociStitched	chr12	46119375	46132532	2	10056	33272.7373	2090.6473	311	ARID2,LOC400027		ARID2	311	1
4_MACS_peak_4000_lociStitched	chr10	126407221	126424234	4	9979	20109.366	2645.5215	312	FAM53B		FAM53B	312	1
4_MACS_peak_11742_lociStitched	chr17	76137419	76152189	4	9961	32272.45	2289.35	313	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	313	1
4_MACS_peak_9133_lociStitched	chr15	81608818	81624368	4	9951	15756.815	2587.52	314	STARD5	IL16,TMC3	STARD5	314	1
1_MACS_peak_2244_lociStitched	chr1	203288296	203298234	1	9939	106124.9206	3032.0838	315		BTG2,LOC730227,FMOD	BTG2	315	1
4_MACS_peak_23909_lociStitched	chr6	160389156	160404780	4	9939	15630.2496	1337.4144	316	IGF2R		IGF2R	316	1
2_MACS_peak_19308_lociStitched	chr3	186779581	186792519	2	9920	70255.9276	3538.543	317	ST6GAL1		ST6GAL1	317	1
3_MACS_peak_20364_lociStitched	chr4	129724115	129741415	3	9917	28913.49	2586.35	318	PHF17		PHF17	318	1
5_MACS_peak_1969_lociStitched	chr1	174923363	174941985	5	9913	14299.8338	3923.6554	319	RABGAP1L	CACYBP	CACYBP	319	1
2_MACS_peak_20774_lociStitched	chr5	1335401	1346212	2	9907	29898.9016	1829.2212	320	CLPTM1L	TERT	CLPTM1L	320	1
3_MACS_peak_16311_lociStitched	chr20	42569401	42585500	3	9902	32668.0908	2608.038	321	TOX2		TOX2	321	1
2_MACS_peak_1811_lociStitched	chr1	161144471	161157476	2	9894	48431.9205	3771.45	322	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	322	1
2_MACS_peak_16085_lociStitched	chr20	25288911	25303029	2	9875	61938.4896	2251.821	323	ABHD12		PYGB	323	1
3_MACS_peak_15897_lociStitched	chr20	5092549	5109136	3	9868	25940.4093	3211.2432	324	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	324	1
3_MACS_peak_23033_lociStitched	chr6	52430666	52442943	3	9856	23374.1803	2430.846	325	TRAM2		TRAM2	325	1
4_MACS_peak_18264_lociStitched	chr3	66533213	66551650	4	9844	12172.1074	2719.4575	326	LRIG1		LRIG1	326	1
2_MACS_peak_19886_lociStitched	chr4	69431913	69443289	2	9833	54769.752	1830.3984	327	UGT2B15,UGT2B17		UGT2B17	327	1
1_MACS_peak_15947_lociStitched	chr20	9489971	9499799	1	9829	31671.7128	1861.4232	328	C20orf103		C20orf103	328	1
2_MACS_peak_14688_lociStitched	chr2	112455687	112465544	2	9826	81573.5749	2275.9813	329			ANAPC1	329	1
2_MACS_peak_12852_lociStitched	chr19	16221446	16231777	2	9818	30039.4487	1962.89	330	RAB8A	TPM4,HSH2D	RAB8A	330	1
2_MACS_peak_16751_lociStitched	chr21	34600645	34613048	2	9814	47620.0782	3001.526	331	IFNAR2	IL10RB	IFNAR2	331	1
2_MACS_peak_6338_lociStitched	chr12	72078993	72088968	2	9776	24233.265	1768.5675	332	TMEM19	THAP2,ZFC3H1	TMEM19	332	1
3_MACS_peak_8480_lociStitched	chr15	34619325	34635791	3	9775	32205.8494	2604.9212	333	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	333	1
2_MACS_peak_28541_lociStitched	chrX	119435001	119445529	2	9749	32629.4304	1093.8592	334	FAM70A		FAM70A	334	1
1_MACS_peak_24448_lociStitched	chr7	47512882	47522619	1	9738	42820.4049	2343.6959	335	TNS3		TNS3	335	1
2_MACS_peak_8432_lociStitched	chr15	31546713	31560816	2	9688	68234.5449	2652.7743	336			KLF13	336	1
4_MACS_peak_4081_lociStitched	chr11	789145	811109	4	9659	21522.5236	2886.0696	337	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	337	1
3_MACS_peak_21831_lociStitched	chr5	141385806	141396893	3	9655	21191.6918	2113.1822	338	GNPDA1	RNF14,PCDH12	GNPDA1	338	1
1_MACS_peak_15539_lociStitched	chr2	217079345	217088991	1	9647	44120.804	2193.5004	339			XRCC5	339	1
2_MACS_peak_17386_lociStitched	chr22	39539810	39549706	2	9627	17994.8864	1776.332	340	CBX7	APOBEC3H	CBX7	340	1
3_MACS_peak_2535_lociStitched	chr1	226034740	226045968	3	9616	20804.3612	2910.2976	341	TMEM63A	EPHX1,LEFTY1	EPHX1	341	1
2_MACS_peak_6162_lociStitched	chr12	56508933	56523891	2	9613	26439.7608	2650.5576	342	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	342	1
3_MACS_peak_18085_lociStitched	chr3	49054549	49067598	3	9600	26137.147	2391.8817	343	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	343	1
4_MACS_peak_16054_lociStitched	chr20	23329762	23348104	4	9594	22940.3394	2820.9996	344	NXT1,GZF1		GZF1	344	1
4_MACS_peak_3785_lociStitched	chr10	104531391	104543026	4	9592	32476.7755	2047.76	345	C10orf26		C10orf26	345	1
4_MACS_peak_5704_lociStitched	chr12	13242386	13256044	4	9589	25231.7892	2641.4572	346	GSG1	KIAA1467	GSG1	346	1
2_MACS_peak_435_lociStitched	chr1	28831433	28846216	2	9587	26724.7074	3033.4716	347	RCC1,SNHG3	TRNAU1AP	RCC1	347	1
5_MACS_peak_3804_lociStitched	chr10	105249895	105267917	5	9586	18676.1986	3294.4216	348	NEURL	CALHM2,CALHM1,CALHM3	NEURL	348	1
1_MACS_peak_20438_lociStitched	chr4	144272729	144282293	1	9565	45206.1588	2012.2656	349	GAB1		GAB1	349	1
2_MACS_peak_9598_lociStitched	chr16	11668891	11681888	2	9565	15158.4011	2170.499	350	LITAF		LITAF	350	1
3_MACS_peak_7903_lociStitched	chr14	63936704	63951987	3	9540	10114.2894	1196.6589	351	PPP2R5E		PPP2R5E	351	1
3_MACS_peak_7205_lociStitched	chr13	46269354	46280959	3	9533	37787.0405	1326.4515	352	SPERT		SPERT	352	1
3_MACS_peak_5402_lociStitched	chr11	126172951	126189566	3	9525	25733.312	2869.4105	353	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	353	1
3_MACS_peak_13941_lociStitched	chr2	42323576	42334651	3	9524	50025.775	2156.3025	354		PKDCC	PKDCC	354	1
4_MACS_peak_4693_lociStitched	chr11	64845494	64865122	4	9522	25759.7872	2924.572	355	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	355	1
4_MACS_peak_16102_lociStitched	chr20	30147145	30162030	4	9515	16549.143	2744.794	356	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	356	1
1_MACS_peak_22158_lociStitched	chr5	175077001	175086502	1	9502	13369.8072	1958.1561	357	HRH2	HRH2	HRH2	357	1
3_MACS_peak_17760_lociStitched	chr3	15835116	15851565	3	9499	20592.5031	2699.2809	358	ANKRD28	ANKRD28	ANKRD28	358	1
2_MACS_peak_11217_lociStitched	chr17	43387757	43399044	2	9485	17867.321	2194.1928	359	MAP3K14	LOC100133991,C17orf46	MAP3K14	359	1
4_MACS_peak_1837_lociStitched	chr1	161768651	161780493	4	9482	14808.421	2478.5306	360	ATF6	DUSP12	ATF6	360	1
2_MACS_peak_8770_lociStitched	chr15	55568447	55583277	2	9477	18773.297	2411.358	361	RAB27A	PIGB,RAB27A	RAB27A	361	1
3_MACS_peak_5434_lociStitched	chr11	129233735	129248926	3	9477	30568.8493	2546.0116	362	BARX2		BARX2	362	1
