#RPMI8226_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226_H3K27ac_ROSE/RPMI8226_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226_jia.bam
#Using cutoff of 19240.8204 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper
1_MACS_peak_15445_lociStitched	chr3	23847005	23855441	1	8437	26409.7416	303	1
15_MACS_peak_6967_lociStitched	chr15	21003541	21033809	15	22771	26408.83	304	1
1_MACS_peak_1322_lociStitched	chr1	143911427	143919216	1	7790	26396.1421	305	1
8_MACS_peak_1269_lociStitched	chr1	118186611	118209437	8	17918	26380.0082	306	1
4_MACS_peak_4647_lociStitched	chr12	4377542	4390042	4	10115	26376.25	307	1
3_MACS_peak_11105_lociStitched	chr19	13949269	13961807	3	8541	26278.3942	308	1
7_MACS_peak_10438_lociStitched	chr18	46439307	46462829	7	16752	26215.269	309	1
2_MACS_peak_4001_lociStitched	chr11	65147461	65157478	2	9907	26211.4839	310	1
3_MACS_peak_10320_lociStitched	chr18	20803577	20823752	3	16193	26150.835	311	1
1_MACS_peak_18754_lociStitched	chr5	176852199	176859914	1	7716	26139.1915	312	1
2_MACS_peak_8604_lociStitched	chr16	70461341	70473801	2	8822	26103.7	313	1
4_MACS_peak_20208_lociStitched	chr6	158243950	158272336	4	17091	26001.576	314	1
1_MACS_peak_13609_lociStitched	chr2	232570515	232577020	1	6506	25961.455	315	1
4_MACS_peak_4750_lociStitched	chr12	11900780	11920673	4	19465	25958.3757	316	1
3_MACS_peak_12123_lociStitched	chr2	11883481	11895179	3	10788	25920.4284	317	1
2_MACS_peak_21705_lociStitched	chr8	26428177	26438026	2	9824	25887.1116	318	1
15_MACS_peak_6998_lociStitched	chr15	22009749	22041464	15	25609	25835.039	319	1
2_MACS_peak_5314_lociStitched	chr12	89738278	89749002	2	9735	25815.8852	320	1
10_MACS_peak_3388_lociStitched	chr10	135477887	135495711	10	14221	25769.9392	321	1
1_MACS_peak_22865_lociStitched	chr9	93921596	93929714	1	8119	25724.3184	322	1
4_MACS_peak_8080_lociStitched	chr16	11821546	11843133	4	14478	25712.2757	323	1
3_MACS_peak_2363_lociStitched	chr1	235090291	235108018	3	9964	25665.1506	324	1
2_MACS_peak_9213_lociStitched	chr17	27046088	27056679	2	8526	25643.9883	325	1
1_MACS_peak_18200_lociStitched	chr5	109023721	109034285	1	10565	25530.0188	326	1
3_MACS_peak_472_lociStitched	chr1	26436563	26454145	3	9608	25377.8588	327	1
2_MACS_peak_1352_lociStitched	chr1	145469566	145478553	2	6807	25366.7062	328	1
2_MACS_peak_12022_lociStitched	chr19	58891194	58899829	2	6348	25302.277	329	1
1_MACS_peak_31_lociStitched	chr1	1139540	1145000	1	5461	25302.186	330	1
2_MACS_peak_10068_lociStitched	chr17	77809564	77818934	2	7308	25301.811	331	1
3_MACS_peak_728_lociStitched	chr1	40839170	40856330	3	13595	25292.124	332	1
1_MACS_peak_15228_lociStitched	chr22	48490912	48498035	1	7124	25288.7869	333	1
2_MACS_peak_19259_lociStitched	chr6	30649367	30659211	2	8140	25285.2984	334	1
1_MACS_peak_16369_lociStitched	chr3	160116204	160122471	1	6268	25282.3314	335	1
2_MACS_peak_21084_lociStitched	chr7	100025590	100034966	2	5337	25264.5696	336	1
2_MACS_peak_18967_lociStitched	chr6	11824829	11838236	2	13091	25175.6646	337	1
1_MACS_peak_12072_lociStitched	chr2	8817950	8826477	1	8528	25088.1394	338	1
2_MACS_peak_15051_lociStitched	chr22	39832742	39846032	2	11170	25013.109	339	1
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	3	9017	24929.8867	340	1
2_MACS_peak_11632_lociStitched	chr19	45221695	45230057	2	8141	24914.579	341	1
5_MACS_peak_5619_lociStitched	chr12	121565931	121583876	5	12880	24830.4965	342	1
2_MACS_peak_12706_lociStitched	chr2	86219650	86228975	2	9224	24816.6225	343	1
2_MACS_peak_9015_lociStitched	chr17	7737081	7748805	2	10299	24690.744	344	1
3_MACS_peak_3989_lociStitched	chr11	64879157	64890872	3	7624	24676.476	345	1
1_MACS_peak_5160_lociStitched	chr12	57074578	57084499	1	9922	24674.5191	346	1
1_MACS_peak_13197_lociStitched	chr2	174826687	174831989	1	5303	24671.7966	347	1
4_MACS_peak_24277_lociStitched	chrX	153596357	153608846	4	10354	24594.5877	348	1
2_MACS_peak_7921_lociStitched	chr16	3012822	3021255	2	7239	24571.2321	349	1
1_MACS_peak_9098_lociStitched	chr17	17584052	17587586	1	3535	24557.766	350	1
3_MACS_peak_20515_lociStitched	chr7	29710878	29726172	3	14908	24542.2818	351	1
2_MACS_peak_19010_lociStitched	chr6	15244786	15257731	2	8785	24524.3025	352	1
1_MACS_peak_18355_lociStitched	chr5	133859012	133864124	1	5113	24518.6856	353	1
1_MACS_peak_17952_lociStitched	chr5	65220208	65225042	1	4835	24496.7784	354	1
3_MACS_peak_18589_lociStitched	chr5	154133014	154141146	3	5324	24361.8456	355	1
5_MACS_peak_10045_lociStitched	chr17	76767507	76780541	5	10545	24344.9052	356	1
1_MACS_peak_17839_lociStitched	chr5	43482026	43486725	1	4700	24336.5909	357	1
1_MACS_peak_7385_lociStitched	chr15	65182947	65190218	1	7272	24283.6858	358	1
1_MACS_peak_1268_lociStitched	chr1	118168370	118181758	1	13389	24232.28	359	1
3_MACS_peak_17541_lociStitched	chr4	185391484	185403395	3	8161	24188.8588	360	1
4_MACS_peak_7733_lociStitched	chr15	93346531	93364473	4	11122	24185.816	361	1
4_MACS_peak_11744_lociStitched	chr19	48823482	48837806	4	10716	24178.912	362	1
2_MACS_peak_16535_lociStitched	chr3	185538524	185544181	2	5439	24168.9668	363	1
2_MACS_peak_8089_lociStitched	chr16	12056512	12071780	2	10972	24153.976	364	1
3_MACS_peak_16585_lociStitched	chr3	193848451	193860851	3	7951	24153.96	365	1
5_MACS_peak_19819_lociStitched	chr6	106531251	106555558	5	21279	24151.4352	366	1
2_MACS_peak_2411_lociStitched	chr1	245024889	245030371	2	5282	24135.6014	367	1
2_MACS_peak_2287_lociStitched	chr1	228643220	228654266	2	10245	24131.0916	368	1
1_MACS_peak_17632_lociStitched	chr5	1311460	1318002	1	6543	24056.8966	369	1
1_MACS_peak_20884_lociStitched	chr7	74070730	74077221	1	6492	24038.7694	370	1
1_MACS_peak_8247_lociStitched	chr16	28833325	28837382	1	4058	24038.1307	371	1
1_MACS_peak_1351_lociStitched	chr1	145448253	145457812	1	9560	24035.1496	372	1
12_MACS_peak_18931_lociStitched	chr6	9375266	9408785	12	26709	24013.0116	373	1
1_MACS_peak_16357_lociStitched	chr3	156875705	156880993	1	5289	24005.9336	374	1
1_MACS_peak_1738_lociStitched	chr1	167187868	167193784	1	5917	23967.4908	375	1
3_MACS_peak_9333_lociStitched	chr17	36101153	36112031	3	7731	23962.0584	376	1
1_MACS_peak_19693_lociStitched	chr6	74361725	74365774	1	4050	23958.3379	377	1
1_MACS_peak_12346_lociStitched	chr2	43357169	43364148	1	6980	23952.6259	378	1
1_MACS_peak_1300_lociStitched	chr1	120832886	120840443	1	7558	23919.4164	379	1
3_MACS_peak_2255_lociStitched	chr1	226838618	226851866	3	10546	23908.6656	380	1
2_MACS_peak_14483_lociStitched	chr21	38737607	38742163	2	4378	23886.6524	381	1
3_MACS_peak_8036_lociStitched	chr16	10961777	10976550	3	10983	23846.5766	382	1
4_MACS_peak_10153_lociStitched	chr17	80245427	80257224	4	8637	23829.94	383	1
2_MACS_peak_19527_lociStitched	chr6	43593683	43604654	2	7663	23827.9149	384	1
1_MACS_peak_19686_lociStitched	chr6	74158776	74162727	1	3952	23810.7015	385	1
4_MACS_peak_8360_lociStitched	chr16	31880026	31892404	4	8882	23763.2844	386	1
1_MACS_peak_8591_lociStitched	chr16	69596852	69601823	1	4972	23724.0975	387	1
1_MACS_peak_16333_lociStitched	chr3	152877282	152882325	1	5044	23667.8076	388	1
1_MACS_peak_17832_lociStitched	chr5	43063708	43068269	1	4562	23649.6972	389	1
1_MACS_peak_22122_lociStitched	chr8	101962061	101966621	1	4561	23644.056	390	1
3_MACS_peak_5179_lociStitched	chr12	57846052	57856662	3	10410	23621.043	391	1
2_MACS_peak_13508_lociStitched	chr2	219260376	219272371	2	7694	23584.569	392	1
1_MACS_peak_295_lociStitched	chr1	16172710	16177760	1	5051	23578.45	393	1
1_MACS_peak_17841_lociStitched	chr5	43554805	43557869	1	3065	23508.2336	394	1
1_MACS_peak_8673_lociStitched	chr16	79872762	79884096	1	11335	23504.4492	395	1
2_MACS_peak_13106_lociStitched	chr2	157188845	157200376	2	8725	23486.3408	396	1
1_MACS_peak_674_lociStitched	chr1	37939197	37946140	1	6944	23456.2312	397	1
2_MACS_peak_20490_lociStitched	chr7	26238026	26244360	2	6256	23449.7348	398	1
3_MACS_peak_20652_lociStitched	chr7	44787276	44794380	3	6733	23395.6032	399	1
2_MACS_peak_21461_lociStitched	chr7	150096615	150105676	2	6753	23354.7275	400	1
1_MACS_peak_2245_lociStitched	chr1	226248647	226252243	1	3597	23335.5228	401	1
2_MACS_peak_16223_lociStitched	chr3	136466891	136474523	2	7529	23327.208	402	1
1_MACS_peak_1745_lociStitched	chr1	167531365	167537307	1	5943	23222.5244	403	1
2_MACS_peak_19308_lociStitched	chr6	31756098	31764575	2	8136	23164.2502	404	1
3_MACS_peak_13657_lociStitched	chr2	238599795	238614054	3	13944	23152.3383	405	1
1_MACS_peak_1752_lociStitched	chr1	167902911	167908243	1	5333	23089.1596	406	1
3_MACS_peak_1853_lociStitched	chr1	183438921	183450878	3	8037	23073.4229	407	1
2_MACS_peak_9675_lociStitched	chr17	48942038	48950924	2	6064	23065.3902	408	1
2_MACS_peak_1848_lociStitched	chr1	182583147	182596208	2	9272	22995.1966	409	1
4_MACS_peak_12065_lociStitched	chr2	8651678	8666810	4	12223	22993.074	410	1
2_MACS_peak_2025_lociStitched	chr1	205446220	205454893	2	7291	22987.7865	411	1
5_MACS_peak_3325_lociStitched	chr10	125838908	125855224	5	9670	22977.8228	412	1
3_MACS_peak_17618_lociStitched	chr5	996625	1011380	3	9510	22958.78	413	1
1_MACS_peak_2115_lociStitched	chr1	211430426	211435063	1	4638	22927.1828	414	1
4_MACS_peak_8405_lociStitched	chr16	50298820	50318816	4	11587	22925.414	415	1
3_MACS_peak_1945_lociStitched	chr1	200856430	200866503	3	9489	22916.075	416	1
1_MACS_peak_21005_lociStitched	chr7	92459896	92467026	1	7131	22888.013	417	1
1_MACS_peak_1574_lociStitched	chr1	155530078	155534904	1	4827	22880.5486	418	1
4_MACS_peak_1606_lociStitched	chr1	156181992	156198890	4	10564	22874.8226	419	1
1_MACS_peak_8731_lociStitched	chr16	85586485	85593251	1	6767	22837.9564	420	1
4_MACS_peak_22395_lociStitched	chr8	144594640	144611243	4	13009	22809.2014	421	1
1_MACS_peak_14137_lociStitched	chr20	45979769	45990150	1	10382	22804.9808	422	1
1_MACS_peak_14916_lociStitched	chr22	36778824	36785061	1	6238	22803.7194	423	1
9_MACS_peak_2875_lociStitched	chr10	73619716	73651003	9	16056	22783.1934	424	1
1_MACS_peak_3922_lociStitched	chr11	62646759	62652105	1	5347	22756.8528	425	1
1_MACS_peak_3143_lociStitched	chr10	104153093	104159851	1	6759	22714.3138	426	1
1_MACS_peak_4466_lociStitched	chr11	118794351	118801522	1	7172	22686.8927	427	1
1_MACS_peak_10845_lociStitched	chr19	5716932	5721156	1	4225	22679.5008	428	1
3_MACS_peak_8795_lociStitched	chr16	88846236	88858062	3	7318	22594.7556	429	1
5_MACS_peak_1600_lociStitched	chr1	156115779	156136509	5	16013	22585.335	430	1
3_MACS_peak_1813_lociStitched	chr1	179049029	179061596	3	6780	22521.3207	431	1
3_MACS_peak_22421_lociStitched	chr8	145044716	145053937	3	8734	22519.5262	432	1
2_MACS_peak_23473_lociStitched	chr9	140115546	140122320	2	6291	22489.0026	433	1
1_MACS_peak_1426_lociStitched	chr1	150335275	150340219	1	4945	22467.5136	434	1
3_MACS_peak_18601_lociStitched	chr5	156306757	156322069	3	12805	22416.768	435	1
1_MACS_peak_11709_lociStitched	chr19	47216627	47222579	1	5953	22352.1408	436	1
1_MACS_peak_17835_lociStitched	chr5	43119909	43123255	1	3347	22298.0786	437	1
3_MACS_peak_8801_lociStitched	chr16	89033868	89046182	3	8285	22293.2656	438	1
1_MACS_peak_4019_lociStitched	chr11	65352969	65359562	1	6594	22225.003	439	1
3_MACS_peak_9303_lociStitched	chr17	33405311	33417305	3	11698	22208.0904	440	1
1_MACS_peak_3151_lociStitched	chr10	104401190	104407708	1	6519	22198.3526	441	1
1_MACS_peak_1422_lociStitched	chr1	150205604	150210016	1	4413	22142.0632	442	1
1_MACS_peak_12035_lociStitched	chr19	59064859	59071945	1	7087	22135.9554	443	1
1_MACS_peak_2276_lociStitched	chr1	228268675	228273079	1	4405	22133.1828	444	1
1_MACS_peak_2415_lociStitched	chr1	245132281	245136093	1	3813	22123.7044	445	1
3_MACS_peak_23496_lociStitched	chr9	140499129	140514804	3	7056	22093.9125	446	1
1_MACS_peak_2019_lociStitched	chr1	205252584	205258667	1	6084	22067.9074	447	1
2_MACS_peak_14911_lociStitched	chr22	36645322	36656069	2	10623	22041.0223	448	1
4_MACS_peak_847_lociStitched	chr1	46786301	46807311	4	11579	22035.288	449	1
2_MACS_peak_1467_lociStitched	chr1	152001045	152012135	2	7705	21923.821	450	1
1_MACS_peak_15665_lociStitched	chr3	49054893	49060742	1	5850	21831.9774	451	1
3_MACS_peak_22766_lociStitched	chr9	73025702	73036506	3	8347	21826.2408	452	1
6_MACS_peak_6615_lociStitched	chr14	74224102	74241641	6	10855	21825.5316	453	1
1_MACS_peak_6557_lociStitched	chr14	69257099	69264123	1	7025	21819.3536	454	1
1_MACS_peak_1835_lociStitched	chr1	181056294	181060858	1	4565	21803.1408	455	1
1_MACS_peak_16839_lociStitched	chr4	15002698	15007866	1	5169	21798.1072	456	1
1_MACS_peak_16118_lociStitched	chr3	126626800	126634658	1	7859	21775.3038	457	1
7_MACS_peak_7116_lociStitched	chr15	40389717	40409179	7	13673	21760.4622	458	1
3_MACS_peak_19370_lociStitched	chr6	33279760	33292224	3	7963	21749.68	459	1
1_MACS_peak_14520_lociStitched	chr21	43480754	43487064	1	6311	21714.603	460	1
2_MACS_peak_17911_lociStitched	chr5	56467302	56475964	2	8413	21632.4788	461	1
2_MACS_peak_10740_lociStitched	chr19	2469066	2480249	2	6868	21627.922	462	1
3_MACS_peak_8973_lociStitched	chr17	6915040	6926245	3	8051	21626.7705	463	1
2_MACS_peak_17877_lociStitched	chr5	55284609	55292366	2	7301	21582.3011	464	1
1_MACS_peak_2417_lociStitched	chr1	246375649	246384324	1	8676	21564.315	465	1
1_MACS_peak_1800_lociStitched	chr1	174966814	174973430	1	6617	21508.616	466	1
6_MACS_peak_14939_lociStitched	chr22	37607540	37627712	6	13332	21505.3692	467	1
2_MACS_peak_4381_lociStitched	chr11	111240868	111251859	2	10708	21496.1978	468	1
2_MACS_peak_4139_lociStitched	chr11	68032342	68042075	2	7483	21483.6509	469	1
1_MACS_peak_1576_lociStitched	chr1	155656233	155660436	1	4204	21452.112	470	1
6_MACS_peak_13461_lociStitched	chr2	216686319	216707279	6	14928	21446.272	471	1
2_MACS_peak_20736_lociStitched	chr7	55594981	55605972	2	9324	21411.5671	472	1
2_MACS_peak_62_lociStitched	chr1	1544808	1552212	2	5717	21410.8872	473	1
1_MACS_peak_77_lociStitched	chr1	1837259	1842938	1	5680	21401.3115	474	1
2_MACS_peak_1541_lociStitched	chr1	155016979	155026212	2	5023	21387.3212	475	1
1_MACS_peak_9099_lociStitched	chr17	17592619	17599166	1	6548	21380.5379	476	1
1_MACS_peak_16455_lociStitched	chr3	178864497	178868640	1	4144	21374.1513	477	1
3_MACS_peak_10652_lociStitched	chr19	1018921	1031306	3	8545	21350.5015	478	1
2_MACS_peak_23261_lociStitched	chr9	131782684	131790818	2	6948	21343.616	479	1
1_MACS_peak_15093_lociStitched	chr22	41839952	41844779	1	4828	21342.0978	480	1
3_MACS_peak_22454_lociStitched	chr8	145741957	145754923	3	6415	21334.2564	481	1
1_MACS_peak_10539_lociStitched	chr18	60382473	60392046	1	9574	21304.7115	482	1
1_MACS_peak_4612_lociStitched	chr12	1638821	1645591	1	6771	21282.172	483	1
1_MACS_peak_22948_lociStitched	chr9	100744467	100748832	1	4366	21273.264	484	1
1_MACS_peak_21679_lociStitched	chr8	23074916	23085904	1	10989	21236.5076	485	1
2_MACS_peak_75_lociStitched	chr1	1820721	1829561	2	5971	21202.74	486	1
6_MACS_peak_3229_lociStitched	chr10	112617080	112634895	6	13148	21160.657	487	1
3_MACS_peak_595_lociStitched	chr1	32468906	32481996	3	7184	21137.732	488	1
1_MACS_peak_10807_lociStitched	chr19	4063803	4068649	1	4847	21134.3752	489	1
1_MACS_peak_16310_lociStitched	chr3	150262378	150266538	1	4161	21129.888	490	1
3_MACS_peak_1877_lociStitched	chr1	184711500	184726074	3	10070	21098.7798	491	1
1_MACS_peak_5558_lociStitched	chr12	116970466	116979352	1	8887	21080.2578	492	1
1_MACS_peak_3955_lociStitched	chr11	64050803	64054454	1	3652	21067.7304	493	1
1_MACS_peak_9756_lociStitched	chr17	57913758	57926995	1	13238	21061.3907	494	1
3_MACS_peak_6924_lociStitched	chr14	105529388	105543400	3	9552	21057.2336	495	1
4_MACS_peak_20672_lociStitched	chr7	45438184	45451231	4	11695	21033.0687	496	1
3_MACS_peak_15104_lociStitched	chr22	42221575	42231096	3	8128	21000.4697	497	1
1_MACS_peak_18483_lociStitched	chr5	142430135	142439356	1	9222	20975.0087	498	1
1_MACS_peak_18158_lociStitched	chr5	96266854	96273192	1	6339	20957.2308	499	1
2_MACS_peak_2366_lociStitched	chr1	235113032	235121508	2	7207	20944.196	500	1
1_MACS_peak_13220_lociStitched	chr2	178127330	178131749	1	4420	20939.8734	501	1
1_MACS_peak_5634_lociStitched	chr12	121971255	121977093	1	5839	20909.9646	502	1
3_MACS_peak_2992_lociStitched	chr10	89620008	89629469	3	8166	20898.4029	503	1
1_MACS_peak_2463_lociStitched	chr10	3823561	3829143	1	5583	20896.217	504	1
2_MACS_peak_20061_lociStitched	chr6	138186163	138196458	2	10275	20891.6435	505	1
1_MACS_peak_1386_lociStitched	chr1	147928908	147933341	1	4434	20845.7392	506	1
3_MACS_peak_19054_lociStitched	chr6	20400917	20410781	3	6200	20827.836	507	1
4_MACS_peak_6987_lociStitched	chr15	21914299	21933577	4	14155	20814.4566	508	1
2_MACS_peak_4938_lociStitched	chr12	46659470	46664438	2	4894	20763.756	509	1
2_MACS_peak_9121_lociStitched	chr17	18159908	18165994	2	5788	20760.5632	510	1
3_MACS_peak_15608_lociStitched	chr3	46453689	46466482	3	11406	20760.4804	511	1
4_MACS_peak_16606_lociStitched	chr3	195265724	195279232	4	12202	20736.1308	512	1
3_MACS_peak_1441_lociStitched	chr1	150945595	150955941	3	6934	20729.2456	513	1
2_MACS_peak_10020_lociStitched	chr17	76246837	76255718	2	6793	20727.3659	514	1
1_MACS_peak_2351_lociStitched	chr1	234858704	234863899	1	5196	20723.3745	515	1
1_MACS_peak_10243_lociStitched	chr18	9134833	9142929	1	8097	20704.7104	516	1
1_MACS_peak_10493_lociStitched	chr18	52979421	52992201	1	12781	20697.21	517	1
3_MACS_peak_5701_lociStitched	chr12	125398249	125412860	3	10097	20681.8705	518	1
1_MACS_peak_21340_lociStitched	chr7	130790328	130796910	1	6583	20679.3276	519	1
1_MACS_peak_23281_lociStitched	chr9	132340756	132346900	1	6145	20667.1872	520	1
3_MACS_peak_2893_lociStitched	chr10	74030345	74046177	3	8277	20641.7616	521	1
2_MACS_peak_1792_lociStitched	chr1	174127250	174136955	2	6951	20589.1575	522	1
1_MACS_peak_294_lociStitched	chr1	16159314	16163676	1	4363	20574.2454	523	1
3_MACS_peak_1837_lociStitched	chr1	181095590	181105456	3	9562	20527.1996	524	1
3_MACS_peak_23127_lociStitched	chr9	124100513	124114585	3	13435	20504.3112	525	1
2_MACS_peak_9647_lociStitched	chr17	47814779	47827527	2	11105	20488.5856	526	1
1_MACS_peak_7457_lociStitched	chr15	69108984	69114793	1	5810	20458.7171	527	1
1_MACS_peak_1444_lociStitched	chr1	150975417	150982278	1	6862	20399.1252	528	1
3_MACS_peak_18570_lociStitched	chr5	151122772	151138926	3	10511	20375.0402	529	1
1_MACS_peak_13828_lociStitched	chr20	10649704	10656066	1	6363	20362.2172	530	1
2_MACS_peak_2378_lociStitched	chr1	235664026	235669418	2	5381	20356.4176	531	1
1_MACS_peak_12678_lociStitched	chr2	85195902	85200622	1	4721	20327.624	532	1
6_MACS_peak_2340_lociStitched	chr1	234622927	234646073	6	12425	20322.188	533	1
1_MACS_peak_374_lociStitched	chr1	21615912	21622548	1	6637	20296.206	534	1
1_MACS_peak_16711_lociStitched	chr4	1871007	1875461	1	4455	20291.0878	535	1
1_MACS_peak_8283_lociStitched	chr16	30074614	30078873	1	4260	20269.4328	536	1
2_MACS_peak_7402_lociStitched	chr15	66079547	66090771	2	10174	20269.4216	537	1
1_MACS_peak_10656_lociStitched	chr19	1066547	1070272	1	3726	20251.335	538	1
1_MACS_peak_18812_lociStitched	chr5	180667910	180675723	1	7814	20240.3578	539	1
1_MACS_peak_11786_lociStitched	chr19	49465144	49472152	1	7009	20236.3008	540	1
3_MACS_peak_3442_lociStitched	chr11	841529	849328	3	5465	20215.008	541	1
2_MACS_peak_10170_lociStitched	chr17	80406025	80417707	2	7322	20207.5236	542	1
1_MACS_peak_16408_lociStitched	chr3	170072986	170076759	1	3774	20191.9641	543	1
1_MACS_peak_17523_lociStitched	chr4	185201460	185210826	1	9367	20135.0268	544	1
2_MACS_peak_1206_lociStitched	chr1	111735792	111748245	2	8853	20112.8403	545	1
3_MACS_peak_3945_lociStitched	chr11	63948332	63955607	3	6537	20087.73	546	1
3_MACS_peak_13378_lociStitched	chr2	202117499	202128324	3	9898	20082.54	547	1
1_MACS_peak_18131_lociStitched	chr5	90673423	90680889	1	7467	20073.0876	548	1
1_MACS_peak_68_lociStitched	chr1	1622282	1625572	1	3291	20056.169	549	1
5_MACS_peak_10063_lociStitched	chr17	77769699	77787969	5	10464	20051.325	550	1
3_MACS_peak_15004_lociStitched	chr22	39095191	39103750	3	6347	20020.3569	551	1
1_MACS_peak_2410_lociStitched	chr1	244995944	245001413	1	5470	20018.7276	552	1
1_MACS_peak_1655_lociStitched	chr1	159890194	159896273	1	6080	19974.3782	553	1
1_MACS_peak_1919_lociStitched	chr1	197741566	197748359	1	6794	19949.6824	554	1
1_MACS_peak_1494_lociStitched	chr1	153916378	153919853	1	3476	19929.4725	555	1
2_MACS_peak_8077_lociStitched	chr16	11770800	11784576	2	12048	19913.208	556	1
4_MACS_peak_11344_lociStitched	chr19	29068072	29083190	4	13528	19907.3824	557	1
6_MACS_peak_8261_lociStitched	chr16	29605148	29625679	6	11662	19888.3797	558	1
1_MACS_peak_7604_lociStitched	chr15	81291646	81295222	1	3577	19887.2088	559	1
3_MACS_peak_572_lociStitched	chr1	31943808	31957937	3	10491	19786.2516	560	1
3_MACS_peak_22134_lociStitched	chr8	103538561	103550810	3	11303	19767.4362	561	1
2_MACS_peak_11610_lociStitched	chr19	44281049	44289809	2	6999	19749.42	562	1
5_MACS_peak_9393_lociStitched	chr17	38253847	38270746	5	11778	19717.7532	563	1
2_MACS_peak_1432_lociStitched	chr1	150547928	150554221	2	6210	19708.4174	564	1
2_MACS_peak_23453_lociStitched	chr9	139837529	139845632	2	4509	19691.1003	565	1
1_MACS_peak_10140_lociStitched	chr17	80053338	80058117	1	4780	19675.143	566	1
2_MACS_peak_13854_lociStitched	chr20	17945290	17954794	2	8703	19625.76	567	1
3_MACS_peak_17533_lociStitched	chr4	185324199	185345112	3	15908	19616.394	568	1
2_MACS_peak_17080_lociStitched	chr4	79686284	79700784	2	10172	19605.45	569	1
3_MACS_peak_19752_lociStitched	chr6	90057536	90069844	3	11410	19569.72	570	1
3_MACS_peak_13408_lociStitched	chr2	204568194	204583229	3	10009	19568.0525	571	1
3_MACS_peak_10679_lociStitched	chr19	1400426	1409683	3	6449	19547.0812	572	1
3_MACS_peak_23475_lociStitched	chr9	140130859	140137250	3	4960	19536.0088	573	1
1_MACS_peak_4053_lociStitched	chr11	65835329	65839508	1	4180	19514.6763	574	1
2_MACS_peak_4146_lociStitched	chr11	68605397	68612141	2	6330	19505.6712	575	1
3_MACS_peak_14769_lociStitched	chr22	24819693	24831254	3	7547	19483.7533	576	1
4_MACS_peak_15469_lociStitched	chr3	32461036	32481483	4	11203	19477.8122	577	1
1_MACS_peak_8411_lociStitched	chr16	50713203	50721390	1	8188	19472.7795	578	1
1_MACS_peak_7293_lociStitched	chr15	55692879	55701628	1	8750	19471.7744	579	1
2_MACS_peak_1749_lociStitched	chr1	167682853	167692951	2	6612	19467.9342	580	1
3_MACS_peak_20696_lociStitched	chr7	47514412	47522608	3	7662	19455.6648	581	1
2_MACS_peak_15235_lociStitched	chr22	50324723	50331615	2	5875	19446.4672	582	1
2_MACS_peak_2088_lociStitched	chr1	209274972	209283713	2	8560	19409.3905	583	1
3_MACS_peak_16910_lociStitched	chr4	38664424	38677424	3	10244	19403.8	584	1
5_MACS_peak_11521_lociStitched	chr19	40916045	40932559	5	6914	19392.3902	585	1
1_MACS_peak_10230_lociStitched	chr18	7566340	7576956	1	10617	19365.7072	586	1
1_MACS_peak_9976_lociStitched	chr17	74730203	74737318	1	7116	19343.5505	587	1
3_MACS_peak_19363_lociStitched	chr6	33166820	33176974	3	7052	19317.985	588	1
4_MACS_peak_13308_lociStitched	chr2	197030747	197048638	4	11869	19306.1781	589	1
1_MACS_peak_1331_lociStitched	chr1	144517788	144522404	1	4617	19289.3408	590	1
1_MACS_peak_3910_lociStitched	chr11	62492117	62497662	1	5546	19279.4105	591	1
2_MACS_peak_8798_lociStitched	chr16	88868031	88879705	2	7334	19264.4348	592	1
