#RPMI8226_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226_H3K27ac_ROSE/RPMI8226_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226_jia.bam
#Using cutoff of 19240.8204 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper
1_MACS_peak_7597_lociStitched	chr15	80351330	80353712	1	2383	6517.8666	3595	0
6_MACS_peak_23786_lociStitched	chrX	45617298	45631686	6	6963	6513.4476	3596	0
1_MACS_peak_20666_lociStitched	chr7	45038210	45041596	1	3387	6512.6324	3597	0
1_MACS_peak_19116_lociStitched	chr6	26233265	26236301	1	3037	6511.0056	3598	0
2_MACS_peak_19918_lociStitched	chr6	114175672	114180805	2	4610	6510.6972	3599	0
1_MACS_peak_270_lociStitched	chr1	14075065	14076901	1	1837	6510.6396	3600	0
1_MACS_peak_1683_lociStitched	chr1	161135033	161137351	1	2319	6508.7122	3601	0
1_MACS_peak_12377_lociStitched	chr2	44587826	44590405	1	2580	6508.3644	3602	0
1_MACS_peak_20279_lociStitched	chr6	170122625	170125541	1	2917	6508.2204	3603	0
1_MACS_peak_5138_lociStitched	chr12	56582233	56584713	1	2481	6505.04	3604	0
5_MACS_peak_6765_lociStitched	chr14	93221984	93236490	5	4880	6503.0398	3605	0
2_MACS_peak_11977_lociStitched	chr19	56646455	56653175	2	4659	6502.944	3606	0
1_MACS_peak_23345_lociStitched	chr9	135905123	135907207	1	2085	6499.7876	3607	0
3_MACS_peak_11127_lociStitched	chr19	14485909	14495629	3	4767	6498.792	3608	0
3_MACS_peak_22912_lociStitched	chr9	96927776	96930708	3	2765	6497.6052	3609	0
1_MACS_peak_22261_lociStitched	chr8	124285499	124287873	1	2375	6497.1632	3610	0
1_MACS_peak_21201_lociStitched	chr7	105985588	105989171	1	3584	6497.0539	3611	0
2_MACS_peak_1570_lociStitched	chr1	155435106	155443220	2	5697	6496.8798	3612	0
1_MACS_peak_18735_lociStitched	chr5	175874019	175876372	1	2354	6496.3977	3613	0
1_MACS_peak_14732_lociStitched	chr22	23096319	23101492	1	5174	6491.0804	3614	0
1_MACS_peak_2958_lociStitched	chr10	81106588	81109198	1	2611	6489.765	3615	0
1_MACS_peak_15401_lociStitched	chr3	15687762	15691098	1	3337	6487.5192	3616	0
1_MACS_peak_9611_lociStitched	chr17	46505141	46507986	1	2846	6486.8845	3617	0
1_MACS_peak_12820_lociStitched	chr2	99060691	99063801	1	3111	6486.216	3618	0
1_MACS_peak_3070_lociStitched	chr10	98029113	98034190	1	5078	6485.3598	3619	0
2_MACS_peak_5742_lociStitched	chr12	132407688	132415136	2	4298	6479.0152	3620	0
4_MACS_peak_19545_lociStitched	chr6	43877398	43884424	4	6783	6476.5668	3621	0
1_MACS_peak_15986_lociStitched	chr3	108306847	108309688	1	2842	6474.0708	3622	0
1_MACS_peak_22305_lociStitched	chr8	130949383	130953008	1	3626	6473.525	3623	0
1_MACS_peak_4841_lociStitched	chr12	26306511	26312418	1	5908	6473.4813	3624	0
2_MACS_peak_1933_lociStitched	chr1	200378101	200385693	2	3182	6472.9392	3625	0
5_MACS_peak_4642_lociStitched	chr12	4251402	4263393	5	6302	6471.5427	3626	0
1_MACS_peak_23016_lociStitched	chr9	110511243	110515636	1	4394	6466.496	3627	0
1_MACS_peak_8995_lociStitched	chr17	7254055	7256089	1	2035	6465.6792	3628	0
1_MACS_peak_8421_lociStitched	chr16	53536116	53538676	1	2561	6465.024	3629	0
1_MACS_peak_4661_lociStitched	chr12	6560134	6562466	1	2333	6463.3712	3630	0
1_MACS_peak_9964_lociStitched	chr17	74378793	74382117	1	3325	6463.1856	3631	0
1_MACS_peak_17513_lociStitched	chr4	184364625	184366795	1	2171	6462.911	3632	0
2_MACS_peak_7096_lociStitched	chr15	38360866	38366255	2	3215	6461.9499	3633	0
2_MACS_peak_4624_lociStitched	chr12	2485531	2490256	2	4661	6461.91	3634	0
2_MACS_peak_21381_lociStitched	chr7	137684170	137687708	2	3390	6461.0956	3635	0
2_MACS_peak_2831_lociStitched	chr10	70845715	70851611	2	5804	6459.6576	3636	0
1_MACS_peak_1233_lociStitched	chr1	113497620	113501379	1	3760	6456.0825	3637	0
2_MACS_peak_18699_lociStitched	chr5	172460577	172464696	2	4042	6455.7087	3638	0
1_MACS_peak_24202_lociStitched	chrX	134653802	134656608	1	2807	6449.8716	3639	0
1_MACS_peak_2817_lociStitched	chr10	70090825	70093180	1	2356	6448.461	3640	0
2_MACS_peak_11110_lociStitched	chr19	13991068	13996837	2	4250	6446.8575	3641	0
1_MACS_peak_4252_lociStitched	chr11	77530391	77532906	1	2516	6446.6995	3642	0
3_MACS_peak_889_lociStitched	chr1	53307697	53311314	3	3477	6445.8557	3643	0
2_MACS_peak_1858_lociStitched	chr1	183602770	183605891	2	2904	6443.6166	3644	0
2_MACS_peak_18918_lociStitched	chr6	7960289	7964829	2	4464	6442.714	3645	0
3_MACS_peak_13919_lociStitched	chr20	30293118	30300240	3	5663	6440.4246	3646	0
2_MACS_peak_13174_lociStitched	chr2	170680585	170685283	2	2684	6440.0184	3647	0
2_MACS_peak_14157_lociStitched	chr20	47892775	47896633	2	3842	6439.3878	3648	0
1_MACS_peak_5257_lociStitched	chr12	69632612	69634708	1	2097	6438.4928	3649	0
1_MACS_peak_1559_lociStitched	chr1	155195256	155198201	1	2946	6437.181	3650	0
2_MACS_peak_20966_lociStitched	chr7	89801956	89810437	2	4549	6437.079	3651	0
2_MACS_peak_23173_lociStitched	chr9	127904765	127910373	2	4310	6436.8624	3652	0
1_MACS_peak_9193_lociStitched	chr17	25543433	25547561	1	4129	6436.7904	3653	0
1_MACS_peak_10123_lociStitched	chr17	79789399	79792143	1	2745	6436.6008	3654	0
1_MACS_peak_13029_lociStitched	chr2	131849876	131851998	1	2123	6435.3894	3655	0
1_MACS_peak_22696_lociStitched	chr9	37902659	37904986	1	2328	6433.4569	3656	0
2_MACS_peak_1451_lociStitched	chr1	151168393	151172691	2	3124	6432.8166	3657	0
2_MACS_peak_21606_lociStitched	chr8	11731795	11736794	2	4197	6432.2133	3658	0
1_MACS_peak_13184_lociStitched	chr2	172288888	172291851	1	2964	6429.1174	3659	0
1_MACS_peak_15882_lociStitched	chr3	72211526	72215022	1	3497	6423.2008	3660	0
1_MACS_peak_12917_lociStitched	chr2	112208221	112212302	1	4082	6423.0859	3661	0
1_MACS_peak_11119_lociStitched	chr19	14182371	14186213	1	3843	6421.1346	3662	0
1_MACS_peak_22384_lociStitched	chr8	144424912	144428646	1	3735	6419.8662	3663	0
3_MACS_peak_13504_lociStitched	chr2	219148839	219157443	3	5143	6416.8632	3664	0
1_MACS_peak_21027_lociStitched	chr7	97500310	97502604	1	2295	6416.318	3665	0
1_MACS_peak_19429_lociStitched	chr6	35995309	35997531	1	2223	6416.025	3666	0
1_MACS_peak_2639_lociStitched	chr10	27148062	27150189	1	2128	6415.6701	3667	0
1_MACS_peak_11361_lociStitched	chr19	32895685	32897387	1	1703	6412.1148	3668	0
1_MACS_peak_19685_lociStitched	chr6	74098052	74100300	1	2249	6410.172	3669	0
2_MACS_peak_10091_lociStitched	chr17	78882565	78888493	2	3380	6407.5752	3670	0
1_MACS_peak_5884_lociStitched	chr13	37572475	37576113	1	3639	6406.1542	3671	0
1_MACS_peak_24342_lociStitched	chrY	1603182	1607001	1	3820	6405.9906	3672	0
1_MACS_peak_18901_lociStitched	chr6	7107393	7110300	1	2908	6404.4117	3673	0
1_MACS_peak_22233_lociStitched	chr8	120944349	120947626	1	3278	6401.9472	3674	0
1_MACS_peak_5417_lociStitched	chr12	105062470	105066825	1	4356	6400.979	3675	0
3_MACS_peak_17949_lociStitched	chr5	65017235	65023975	3	4540	6400.304	3676	0
1_MACS_peak_1165_lociStitched	chr1	109756028	109759059	1	3032	6399.9565	3677	0
2_MACS_peak_11528_lociStitched	chr19	40967626	40972378	2	4223	6398.568	3678	0
1_MACS_peak_18986_lociStitched	chr6	13327233	13329816	1	2584	6397.5744	3679	0
1_MACS_peak_18039_lociStitched	chr5	76786784	76788575	1	1792	6396.0192	3680	0
1_MACS_peak_9963_lociStitched	chr17	74348792	74350842	1	2051	6395.795	3681	0
1_MACS_peak_22797_lociStitched	chr9	80910956	80913379	1	2424	6394.7816	3682	0
2_MACS_peak_1314_lociStitched	chr1	143463639	143468380	2	3422	6392.7644	3683	0
3_MACS_peak_23068_lociStitched	chr9	116168784	116178963	3	3850	6391.3941	3684	0
1_MACS_peak_16483_lociStitched	chr3	182696767	182698920	1	2154	6389.6734	3685	0
1_MACS_peak_23156_lociStitched	chr9	126898683	126902006	1	3324	6389.1321	3686	0
1_MACS_peak_3827_lociStitched	chr11	58909686	58913265	1	3580	6388.8729	3687	0
1_MACS_peak_14419_lociStitched	chr21	34851036	34853129	1	2094	6387.4174	3688	0
1_MACS_peak_9785_lociStitched	chr17	61626489	61629433	1	2945	6387.008	3689	0
1_MACS_peak_20263_lociStitched	chr6	167411309	167413817	1	2509	6385.6188	3690	0
3_MACS_peak_17811_lociStitched	chr5	40484275	40492736	3	7016	6382.9784	3691	0
1_MACS_peak_4398_lociStitched	chr11	111894640	111896899	1	2260	6379.8678	3692	0
1_MACS_peak_11873_lociStitched	chr19	52692190	52694728	1	2539	6379.0092	3693	0
2_MACS_peak_4852_lociStitched	chr12	27089962	27095023	2	3667	6378.3783	3694	0
2_MACS_peak_2917_lociStitched	chr10	75540925	75546518	2	3688	6375.4607	3695	0
3_MACS_peak_20543_lociStitched	chr7	32529455	32536128	3	3531	6374.7169	3696	0
1_MACS_peak_10693_lociStitched	chr19	1604225	1606908	1	2684	6374.0031	3697	0
2_MACS_peak_10315_lociStitched	chr18	20512569	20515630	2	2922	6373.002	3698	0
3_MACS_peak_1194_lociStitched	chr1	111173394	111180871	3	6302	6371.8994	3699	0
1_MACS_peak_14558_lociStitched	chr21	44817353	44820251	1	2899	6369.804	3700	0
1_MACS_peak_14547_lociStitched	chr21	44494554	44496952	1	2399	6367.889	3701	0
1_MACS_peak_23813_lociStitched	chrX	47003125	47006465	1	3341	6366.374	3702	0
2_MACS_peak_11778_lociStitched	chr19	49313511	49320452	2	4718	6365.5911	3703	0
2_MACS_peak_18894_lociStitched	chr6	6798383	6804778	2	4644	6365.583	3704	0
2_MACS_peak_6781_lociStitched	chr14	93796042	93800512	2	3144	6365.28	3705	0
1_MACS_peak_4079_lociStitched	chr11	66444406	66446358	1	1953	6363.7152	3706	0
1_MACS_peak_8828_lociStitched	chr16	89938803	89941117	1	2315	6360.029	3707	0
1_MACS_peak_14119_lociStitched	chr20	44562176	44564580	1	2405	6360.0224	3708	0
2_MACS_peak_6887_lociStitched	chr14	103848915	103853390	2	3029	6359.87	3709	0
1_MACS_peak_21805_lociStitched	chr8	38124581	38127294	1	2714	6359.8146	3710	0
1_MACS_peak_10627_lociStitched	chr19	70063	71596	1	1534	6354.8982	3711	0
1_MACS_peak_4870_lociStitched	chr12	31225719	31229692	1	3974	6353.2243	3712	0
1_MACS_peak_12960_lociStitched	chr2	114512956	114515394	1	2439	6352.9404	3713	0
2_MACS_peak_13556_lociStitched	chr2	225448724	225451901	2	3126	6352.7292	3714	0
1_MACS_peak_6847_lociStitched	chr14	100840062	100843711	1	3650	6352.1792	3715	0
1_MACS_peak_8994_lociStitched	chr17	7231934	7234556	1	2623	6352.0572	3716	0
2_MACS_peak_6291_lociStitched	chr14	24710820	24716668	2	3340	6351.5128	3717	0
1_MACS_peak_12559_lociStitched	chr2	68514100	68519301	1	5202	6351.4612	3718	0
2_MACS_peak_19616_lociStitched	chr6	52416564	52424260	2	4757	6350.7392	3719	0
1_MACS_peak_10823_lociStitched	chr19	4470094	4473552	1	3459	6349.2338	3720	0
1_MACS_peak_4860_lociStitched	chr12	27484299	27487438	1	3140	6348.9414	3721	0
1_MACS_peak_548_lociStitched	chr1	28924961	28929603	1	4643	6341.9004	3722	0
1_MACS_peak_15735_lociStitched	chr3	52187235	52189620	1	2386	6340.9995	3723	0
2_MACS_peak_17485_lociStitched	chr4	178228338	178234812	2	5567	6338.6934	3724	0
2_MACS_peak_8185_lociStitched	chr16	22303134	22310090	2	3120	6336.2204	3725	0
2_MACS_peak_14146_lociStitched	chr20	46129358	46136199	2	3634	6336.1342	3726	0
1_MACS_peak_9468_lociStitched	chr17	40769227	40772073	1	2847	6334.9114	3727	0
1_MACS_peak_23240_lociStitched	chr9	131037232	131039256	1	2025	6333.7032	3728	0
1_MACS_peak_9246_lociStitched	chr17	29057606	29059907	1	2302	6333.2724	3729	0
1_MACS_peak_8552_lociStitched	chr16	68055685	68058111	1	2427	6331.1322	3730	0
1_MACS_peak_545_lociStitched	chr1	28878738	28880912	1	2175	6330.4706	3731	0
1_MACS_peak_4490_lociStitched	chr11	119541510	119545804	1	4295	6330.2148	3732	0
1_MACS_peak_658_lociStitched	chr1	36688351	36691167	1	2817	6329.5232	3733	0
2_MACS_peak_20271_lociStitched	chr6	168579367	168585067	2	4670	6321.87	3734	0
1_MACS_peak_14306_lociStitched	chr20	62586559	62589662	1	3104	6321.4316	3735	0
1_MACS_peak_5684_lociStitched	chr12	124085823	124087759	1	1937	6321.4272	3736	0
1_MACS_peak_4204_lociStitched	chr11	73470677	73473100	1	2424	6321.3647	3737	0
1_MACS_peak_16610_lociStitched	chr3	195361044	195363057	1	2014	6320.2161	3738	0
1_MACS_peak_14491_lociStitched	chr21	40176546	40178909	1	2364	6319.8435	3739	0
1_MACS_peak_14631_lociStitched	chr21	47877166	47879763	1	2598	6319.7995	3740	0
1_MACS_peak_8249_lociStitched	chr16	28873267	28875791	1	2525	6318.834	3741	0
1_MACS_peak_14261_lociStitched	chr20	60940780	60944100	1	3321	6317.96	3742	0
1_MACS_peak_7730_lociStitched	chr15	93197185	93200310	1	3126	6317.5	3743	0
1_MACS_peak_13973_lociStitched	chr20	32698632	32700876	1	2245	6315.9624	3744	0
2_MACS_peak_11774_lociStitched	chr19	49255031	49260233	2	5033	6315.7482	3745	0
1_MACS_peak_15952_lociStitched	chr3	101394260	101396689	1	2430	6314.4284	3746	0
1_MACS_peak_21825_lociStitched	chr8	41908044	41910682	1	2639	6314.3168	3747	0
2_MACS_peak_20217_lociStitched	chr6	158704235	158712861	2	5089	6312.5068	3748	0
1_MACS_peak_17027_lociStitched	chr4	74122986	74125864	1	2879	6311.1662	3749	0
1_MACS_peak_5372_lociStitched	chr12	96587603	96590374	1	2772	6309.567	3750	0
2_MACS_peak_12786_lociStitched	chr2	96906489	96912847	2	5714	6309.0434	3751	0
1_MACS_peak_11979_lociStitched	chr19	56825034	56827229	1	2196	6308.869	3752	0
1_MACS_peak_1824_lociStitched	chr1	179970771	179975112	1	4342	6304.4343	3753	0
2_MACS_peak_5729_lociStitched	chr12	131585384	131589424	2	3985	6303.208	3754	0
2_MACS_peak_10762_lociStitched	chr19	2781936	2786611	2	3966	6302.835	3755	0
2_MACS_peak_21819_lociStitched	chr8	38853159	38856883	2	3303	6302.4976	3756	0
2_MACS_peak_15516_lociStitched	chr3	40493899	40499771	2	3220	6302.4176	3757	0
1_MACS_peak_15644_lociStitched	chr3	48228172	48230766	1	2595	6301.3448	3758	0
2_MACS_peak_16476_lociStitched	chr3	182430910	182436017	2	5080	6299.4845	3759	0
1_MACS_peak_15744_lociStitched	chr3	52320900	52322748	1	1849	6298.5384	3760	0
1_MACS_peak_15951_lociStitched	chr3	101291888	101294238	1	2351	6298	3761	0
1_MACS_peak_18067_lociStitched	chr5	78906729	78909832	1	3104	6296.9179	3762	0
1_MACS_peak_3995_lociStitched	chr11	65028642	65030769	1	2128	6296.1327	3763	0
1_MACS_peak_7279_lociStitched	chr15	52820088	52822173	1	2086	6295.6575	3764	0
2_MACS_peak_23700_lociStitched	chrX	23798625	23803188	2	4429	6295.5711	3765	0
1_MACS_peak_12476_lociStitched	chr2	61403277	61405336	1	2060	6295.1866	3766	0
1_MACS_peak_16413_lociStitched	chr3	171176758	171179538	1	2781	6295.032	3767	0
1_MACS_peak_10810_lociStitched	chr19	4122740	4125126	1	2387	6291.882	3768	0
1_MACS_peak_22306_lociStitched	chr8	130982976	130986836	1	3861	6291.414	3769	0
1_MACS_peak_9832_lociStitched	chr17	65240369	65242333	1	1965	6290.4956	3770	0
1_MACS_peak_5019_lociStitched	chr12	51441231	51443611	1	2381	6288.198	3771	0
2_MACS_peak_4134_lociStitched	chr11	67908846	67915225	2	4188	6284.5908	3772	0
2_MACS_peak_15138_lociStitched	chr22	43581348	43584357	2	2649	6283.6947	3773	0
1_MACS_peak_10686_lociStitched	chr19	1478308	1480319	1	2012	6283.5706	3774	0
1_MACS_peak_12213_lociStitched	chr2	27008155	27010278	1	2124	6282.1693	3775	0
1_MACS_peak_6314_lociStitched	chr14	31494206	31497025	1	2820	6282.1415	3776	0
2_MACS_peak_23917_lociStitched	chrX	53739450	53744640	2	5013	6281.976	3777	0
1_MACS_peak_3942_lociStitched	chr11	63741829	63743847	1	2019	6281.4286	3778	0
2_MACS_peak_16144_lociStitched	chr3	128393149	128400582	2	3133	6278.6551	3779	0
2_MACS_peak_13592_lociStitched	chr2	231531381	231536407	2	3897	6277.9766	3780	0
1_MACS_peak_16617_lociStitched	chr3	195680242	195682343	1	2102	6275.687	3781	0
1_MACS_peak_3286_lociStitched	chr10	121354692	121357569	1	2878	6275.6001	3782	0
1_MACS_peak_1964_lociStitched	chr1	202112041	202114491	1	2451	6275.43	3783	0
1_MACS_peak_18665_lociStitched	chr5	168005029	168007650	1	2622	6273.6256	3784	0
2_MACS_peak_18520_lociStitched	chr5	148724221	148726870	2	2602	6272.5671	3785	0
3_MACS_peak_20260_lociStitched	chr6	167363011	167371159	3	4727	6272.3304	3786	0
2_MACS_peak_12622_lociStitched	chr2	73333575	73340849	2	5581	6271.6428	3787	0
1_MACS_peak_9831_lociStitched	chr17	64940312	64945157	1	4846	6270.399	3788	0
1_MACS_peak_5152_lociStitched	chr12	56860980	56864164	1	3185	6268.6592	3789	0
2_MACS_peak_8468_lociStitched	chr16	57843381	57850994	2	3306	6268.5442	3790	0
1_MACS_peak_465_lociStitched	chr1	26145753	26147721	1	1969	6268.08	3791	0
1_MACS_peak_13181_lociStitched	chr2	171784973	171787153	1	2181	6267.718	3792	0
2_MACS_peak_8727_lociStitched	chr16	85478229	85483845	2	4562	6267.456	3793	0
1_MACS_peak_10942_lociStitched	chr19	8508875	8511118	1	2244	6267.1663	3794	0
1_MACS_peak_8176_lociStitched	chr16	21963385	21965736	1	2352	6266.8256	3795	0
2_MACS_peak_12443_lociStitched	chr2	54982582	54988389	2	5150	6264.0109	3796	0
1_MACS_peak_16058_lociStitched	chr3	121310312	121313542	1	3231	6263.939	3797	0
2_MACS_peak_5056_lociStitched	chr12	53300732	53308670	2	5055	6263.082	3798	0
1_MACS_peak_2808_lociStitched	chr10	65279335	65282370	1	3036	6261.205	3799	0
3_MACS_peak_18048_lociStitched	chr5	78016106	78025157	3	4718	6256.0512	3800	0
1_MACS_peak_9634_lociStitched	chr17	47268738	47270861	1	2124	6251.1735	3801	0
2_MACS_peak_5835_lociStitched	chr13	28023342	28030111	2	3870	6250.4946	3802	0
2_MACS_peak_15612_lociStitched	chr3	46542654	46548352	2	5369	6249.5664	3803	0
1_MACS_peak_12098_lociStitched	chr2	10441945	10444873	1	2929	6248.6448	3804	0
2_MACS_peak_3902_lociStitched	chr11	62419663	62422324	2	2567	6248.028	3805	0
2_MACS_peak_8312_lociStitched	chr16	30577983	30584376	2	4530	6245.961	3806	0
1_MACS_peak_16576_lociStitched	chr3	192634168	192636430	1	2263	6243.5724	3807	0
2_MACS_peak_10918_lociStitched	chr19	7930276	7937181	2	4509	6242.12	3808	0
1_MACS_peak_13581_lociStitched	chr2	230931783	230934082	1	2300	6241.3252	3809	0
1_MACS_peak_10513_lociStitched	chr18	55710825	55713709	1	2885	6240.6876	3810	0
1_MACS_peak_20943_lociStitched	chr7	77426892	77429497	1	2606	6238.454	3811	0
2_MACS_peak_21483_lociStitched	chr7	150923423	150930836	2	3543	6236.5569	3812	0
2_MACS_peak_19142_lociStitched	chr6	26400686	26404518	2	3643	6234.2808	3813	0
1_MACS_peak_8329_lociStitched	chr16	30932670	30935745	1	3076	6234.255	3814	0
2_MACS_peak_10179_lociStitched	chr17	80604519	80607424	2	2899	6232.968	3815	0
2_MACS_peak_6805_lociStitched	chr14	95779773	95787261	2	4430	6231.5136	3816	0
3_MACS_peak_11489_lociStitched	chr19	39825932	39833860	3	3503	6231.408	3817	0
1_MACS_peak_11748_lociStitched	chr19	48866308	48868493	1	2186	6231.183	3818	0
2_MACS_peak_6253_lociStitched	chr14	23354559	23358679	2	3832	6230.676	3819	0
2_MACS_peak_17819_lociStitched	chr5	40833830	40841914	2	4022	6230.3388	3820	0
2_MACS_peak_2148_lociStitched	chr1	212964432	212968543	2	2708	6230.2205	3821	0
1_MACS_peak_17679_lociStitched	chr5	10563213	10565662	1	2450	6229.5213	3822	0
2_MACS_peak_4774_lociStitched	chr12	12712824	12716299	2	3448	6227.895	3823	0
1_MACS_peak_21321_lociStitched	chr7	128863932	128866810	1	2879	6225.9774	3824	0
1_MACS_peak_15553_lociStitched	chr3	44379147	44381189	1	2043	6221.3614	3825	0
3_MACS_peak_11052_lociStitched	chr19	12844328	12849044	3	3687	6220.8756	3826	0
3_MACS_peak_21961_lociStitched	chr8	72268300	72275862	3	7368	6219.745	3827	0
1_MACS_peak_1389_lociStitched	chr1	148175987	148177672	1	1686	6217.4815	3828	0
1_MACS_peak_8211_lociStitched	chr16	24740054	24742071	1	2018	6214.9821	3829	0
1_MACS_peak_5990_lociStitched	chr13	49104542	49107854	1	3313	6214.968	3830	0
1_MACS_peak_192_lociStitched	chr1	9969113	9971910	1	2798	6214.934	3831	0
1_MACS_peak_2491_lociStitched	chr10	5726064	5728244	1	2181	6212.346	3832	0
1_MACS_peak_18365_lociStitched	chr5	134180972	134183107	1	2136	6211.569	3833	0
1_MACS_peak_7229_lociStitched	chr15	45693728	45696024	1	2297	6211.1392	3834	0
1_MACS_peak_5268_lociStitched	chr12	72079074	72082554	1	3481	6210.756	3835	0
1_MACS_peak_20875_lociStitched	chr7	73667487	73670077	1	2591	6209.007	3836	0
1_MACS_peak_23310_lociStitched	chr9	133587675	133589473	1	1799	6206.3364	3837	0
1_MACS_peak_20955_lociStitched	chr7	86781027	86783692	1	2666	6205.719	3838	0
2_MACS_peak_12693_lociStitched	chr2	85838383	85844191	2	2936	6205.2672	3839	0
1_MACS_peak_2397_lociStitched	chr1	241801442	241804583	1	3142	6204.7314	3840	0
2_MACS_peak_9671_lociStitched	chr17	48796112	48799213	2	3034	6203.2404	3841	0
1_MACS_peak_4409_lociStitched	chr11	114270182	114272709	1	2528	6203.0269	3842	0
1_MACS_peak_15475_lociStitched	chr3	32611018	32613142	1	2125	6202.7172	3843	0
1_MACS_peak_20990_lociStitched	chr7	92076508	92078489	1	1982	6202.1148	3844	0
2_MACS_peak_8824_lociStitched	chr16	89876860	89883793	2	3110	6201.5685	3845	0
2_MACS_peak_6259_lociStitched	chr14	23475158	23480097	2	4751	6193.506	3846	0
2_MACS_peak_23051_lociStitched	chr9	115140643	115147519	2	3688	6191.838	3847	0
1_MACS_peak_11930_lociStitched	chr19	55171899	55176189	1	4291	6190.47	3848	0
1_MACS_peak_14254_lociStitched	chr20	60696028	60698433	1	2406	6187.3435	3849	0
2_MACS_peak_17141_lociStitched	chr4	89202807	89206509	2	3583	6186.042	3850	0
2_MACS_peak_18780_lociStitched	chr5	178971807	178978855	2	2583	6185.3248	3851	0
1_MACS_peak_23736_lociStitched	chrX	39872096	39874650	1	2555	6183.7448	3852	0
3_MACS_peak_22355_lociStitched	chr8	142244726	142256186	3	4522	6182.67	3853	0
1_MACS_peak_1978_lociStitched	chr1	202975237	202977675	1	2439	6180.33	3854	0
1_MACS_peak_17063_lociStitched	chr4	77996000	77998480	1	2481	6179.912	3855	0
1_MACS_peak_4142_lociStitched	chr11	68137049	68140155	1	3107	6177.2128	3856	0
1_MACS_peak_16244_lociStitched	chr3	139107595	139109585	1	1991	6173.776	3857	0
2_MACS_peak_18201_lociStitched	chr5	109075118	109080312	2	4632	6173.5884	3858	0
2_MACS_peak_3042_lociStitched	chr10	94350712	94355216	2	4023	6168.6784	3859	0
1_MACS_peak_19238_lociStitched	chr6	29931933	29934835	1	2903	6167.9108	3860	0
1_MACS_peak_21316_lociStitched	chr7	128693678	128695889	1	2212	6167.5845	3861	0
1_MACS_peak_13412_lociStitched	chr2	204661922	204666183	1	4262	6166.9453	3862	0
1_MACS_peak_1489_lociStitched	chr1	153776640	153779900	1	3261	6166.616	3863	0
2_MACS_peak_5705_lociStitched	chr12	125473028	125480212	2	3848	6165.3088	3864	0
1_MACS_peak_14924_lociStitched	chr22	36876574	36878651	1	2078	6164.536	3865	0
2_MACS_peak_10861_lociStitched	chr19	6423356	6426256	2	2801	6163.08	3866	0
3_MACS_peak_19033_lociStitched	chr6	16697901	16707920	3	5596	6162.6869	3867	0
1_MACS_peak_8819_lociStitched	chr16	89752707	89755021	1	2315	6162.182	3868	0
1_MACS_peak_10739_lociStitched	chr19	2455112	2457557	1	2446	6162.1335	3869	0
1_MACS_peak_18475_lociStitched	chr5	141735901	141737543	1	1643	6161.7692	3870	0
1_MACS_peak_16186_lociStitched	chr3	130611565	130613910	1	2346	6161.722	3871	0
1_MACS_peak_3816_lociStitched	chr11	57281558	57284039	1	2482	6161.5635	3872	0
1_MACS_peak_1594_lociStitched	chr1	156073356	156077506	1	4151	6160.26	3873	0
1_MACS_peak_16649_lociStitched	chr3	197353790	197355522	1	1733	6160.2044	3874	0
3_MACS_peak_10458_lociStitched	chr18	47833315	47840970	3	5312	6156.9165	3875	0
1_MACS_peak_7085_lociStitched	chr15	34657727	34660770	1	3044	6154.7718	3876	0
1_MACS_peak_13002_lociStitched	chr2	128282974	128285525	1	2552	6154.2875	3877	0
4_MACS_peak_3366_lociStitched	chr10	134257173	134266745	4	4643	6153.8388	3878	0
1_MACS_peak_20316_lociStitched	chr7	1780586	1783406	1	2821	6152.958	3879	0
1_MACS_peak_12265_lociStitched	chr2	32287442	32289893	1	2452	6148.5786	3880	0
1_MACS_peak_8300_lociStitched	chr16	30388340	30390899	1	2560	6148.5093	3881	0
1_MACS_peak_794_lociStitched	chr1	44114994	44118008	1	3015	6147.3544	3882	0
1_MACS_peak_23259_lociStitched	chr9	131643061	131645791	1	2731	6147.141	3883	0
2_MACS_peak_22309_lociStitched	chr8	131053216	131059074	2	3898	6145.6278	3884	0
4_MACS_peak_16126_lociStitched	chr3	126938948	126951542	4	4926	6143.3532	3885	0
2_MACS_peak_10358_lociStitched	chr18	29521969	29524916	2	2936	6140.0745	3886	0
1_MACS_peak_14863_lociStitched	chr22	31741571	31744250	1	2680	6138.1248	3887	0
2_MACS_peak_14127_lociStitched	chr20	45028925	45036762	2	4074	6136.371	3888	0
1_MACS_peak_22459_lociStitched	chr8	145908868	145912250	1	3383	6132.2424	3889	0
1_MACS_peak_2963_lociStitched	chr10	81584987	81587423	1	2437	6131.8992	3890	0
1_MACS_peak_22262_lociStitched	chr8	124407253	124409534	1	2282	6131.5561	3891	0
1_MACS_peak_12943_lociStitched	chr2	113298570	113301285	1	2716	6131.013	3892	0
1_MACS_peak_8632_lociStitched	chr16	74639472	74641724	1	2253	6129.7188	3893	0
1_MACS_peak_15637_lociStitched	chr3	47553908	47555731	1	1824	6129.1083	3894	0
2_MACS_peak_3871_lociStitched	chr11	61657644	61662094	2	3944	6127.65	3895	0
