REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_12564_lociStitched	chr2	68636259	68656982	4	19680	32332.0246	179	1		PLEK,APLF,FBXO48	FBXO48	179	1
4_MACS_peak_16322_lociStitched	chr3	151984239	152001779	4	13056	32317.45	180	1	MBNL1,LOC401093	MBNL1	LOC401093	180	1
4_MACS_peak_19311_lociStitched	chr6	31783405	31805233	4	16819	32311.9884	181	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	181	1
1_MACS_peak_23305_lociStitched	chr9	133319631	133327636	1	8006	32264.1525	182	1	ASS1		ASS1	182	1
3_MACS_peak_18798_lociStitched	chr5	180228843	180247866	3	12365	32261.1057	183	1	MGAT1	LOC729678,ZFP62	MGAT1	183	1
2_MACS_peak_20188_lociStitched	chr6	157097480	157105109	2	7577	32023.4904	184	1	ARID1B		ARID1B	184	1
2_MACS_peak_8319_lociStitched	chr16	30661302	30673063	2	7348	31913.4735	185	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	185	1
5_MACS_peak_6791_lociStitched	chr14	94418639	94445805	5	17785	31860.2848	186	1	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	186	1
1_MACS_peak_21178_lociStitched	chr7	104650873	104658716	1	7844	31835.5213	187	1	MLL5,LOC100216545		MLL5	187	1
1_MACS_peak_15178_lociStitched	chr22	46464377	46469873	1	5497	31808.1	188	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	188	1
5_MACS_peak_21131_lociStitched	chr7	101916580	101935833	5	11739	31798.2548	189	1	CUX1,SH2B2	MIR4285	SH2B2	189	1
12_MACS_peak_10566_lociStitched	chr18	67272886	67315858	12	34948	31717.6332	190	1	DOK6		DOK6	190	1
4_MACS_peak_4125_lociStitched	chr11	67761481	67778616	4	9313	31701.4635	191	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	191	1
2_MACS_peak_19051_lociStitched	chr6	20200354	20214240	2	13744	31598.9816	192	1	MBOAT1		MBOAT1	192	1
1_MACS_peak_17917_lociStitched	chr5	58330303	58338929	1	8627	31572.0226	193	1	PDE4D	PDE4D	PDE4D	193	1
2_MACS_peak_12590_lociStitched	chr2	70309727	70323266	2	9171	31520.1459	194	1	PCBP1,LOC400960	LOC100133985	PCBP1	194	1
2_MACS_peak_8444_lociStitched	chr16	56963414	56973129	2	9129	31437.74	195	1	HERPUD1	CETP	HERPUD1	195	1
1_MACS_peak_40_lociStitched	chr1	1239496	1245981	1	6486	31422.419	196	1	PUSL1,ACAP3	SCNN1D,GLTPD1,TAS1R3,UBE2J2,CPSF3L,DVL1,MXRA8	ACAP3	196	1
7_MACS_peak_17151_lociStitched	chr4	90205515	90229988	7	23528	31401.3063	197	1	GPRIN3		GPRIN3	197	1
2_MACS_peak_11944_lociStitched	chr19	55762902	55772264	2	8984	31215.7166	198	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	198	1
2_MACS_peak_9945_lociStitched	chr17	73868421	73875696	2	6104	31195.2	199	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	199	1
1_MACS_peak_15360_lociStitched	chr3	13052043	13062042	1	10000	31090.8906	200	1	IQSEC1	IQSEC1	IQSEC1	200	1
1_MACS_peak_10445_lociStitched	chr18	46473058	46480189	1	7132	30999.1701	201	1	SMAD7	SMAD7	SMAD7	201	1
1_MACS_peak_160_lociStitched	chr1	8932903	8941837	1	8935	30959.8836	202	1	ENO1		ENO1	202	1
7_MACS_peak_20975_lociStitched	chr7	90337792	90367597	7	24465	30949.512	203	1	CDK14		CDK14	203	1
1_MACS_peak_24266_lociStitched	chrX	153230922	153240757	1	9836	30825.8405	204	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	204	1
4_MACS_peak_18105_lociStitched	chr5	87954905	87972786	4	10562	30805.3868	205	1	LOC645323,MIR9-2		MIR9-2	205	1
3_MACS_peak_7827_lociStitched	chr16	685049	700251	3	8637	30670.035	206	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	206	1
3_MACS_peak_13895_lociStitched	chr20	25261619	25282492	3	12785	30553.8974	207	1	PYGB,ABHD12		PYGB	207	1
5_MACS_peak_9081_lociStitched	chr17	16870180	16895287	5	16293	30522.5799	208	1	TNFRSF13B		TNFRSF13B	208	1
3_MACS_peak_23121_lociStitched	chr9	123686410	123699309	3	11628	30497.1057	209	1	TRAF1	PHF19,TRAF1	TRAF1	209	1
4_MACS_peak_15058_lociStitched	chr22	39914801	39929443	4	10812	30443.6464	210	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	210	1
2_MACS_peak_22432_lociStitched	chr8	145149395	145160780	2	9420	30280.6845	211	1	CYC1,MAF1,SHARPIN	EXOSC4,GPAA1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	211	1
2_MACS_peak_10109_lociStitched	chr17	79476674	79487377	2	8108	30218.8502	212	1	ACTG1	FSCN2,C17orf70	ACTG1	212	1
3_MACS_peak_15239_lociStitched	chr22	50352820	50364832	3	7707	30144.114	213	1	PIM3	CRELD2,ALG12	PIM3	213	1
3_MACS_peak_14205_lociStitched	chr20	52195057	52215569	3	20246	30091.104	214	1	ZNF217		ZNF217	214	1
2_MACS_peak_9808_lociStitched	chr17	62195191	62210170	2	14830	30052.3677	215	1	ERN1	SNORD104,SNORA76	ERN1	215	1
1_MACS_peak_11721_lociStitched	chr19	47728546	47735276	1	6731	29968.017	216	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	216	1
1_MACS_peak_1350_lociStitched	chr1	145434017	145442606	1	8590	29912.9103	217	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	217	1
1_MACS_peak_72_lociStitched	chr1	1706777	1713836	1	7060	29851.8051	218	1	NADK	SLC35E2,NADK	NADK	218	1
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	1	8394	29773.3282	219	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	219	1
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	2	8261	29672.1348	220	1	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	220	1
1_MACS_peak_9375_lociStitched	chr17	37909195	37915114	1	5920	29612.1651	221	1		GRB7,C17orf37	GRB7	221	1
4_MACS_peak_19504_lociStitched	chr6	42737690	42752154	4	10274	29525.3632	222	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	222	1
3_MACS_peak_18320_lociStitched	chr5	131823193	131837578	3	11589	29447.5335	223	1	IRF1	IL5	IRF1	223	1
2_MACS_peak_18177_lociStitched	chr5	100232493	100243184	2	10098	29410.941	224	1	ST8SIA4		ST8SIA4	224	1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	2	8003	29409.4912	225	1	NFIC		NFIC	225	1
7_MACS_peak_10750_lociStitched	chr19	2607173	2632347	7	14758	29355.4014	226	1	GNG7		GNG7	226	1
7_MACS_peak_8162_lociStitched	chr16	21511942	21532415	7	11625	29284.5792	227	1	LOC100271836,SLC7A5P2		LOC100271836	227	1
1_MACS_peak_8536_lociStitched	chr16	67594217	67601121	1	6905	29243.9632	228	1	CTCF	FAM65A	CTCF	228	1
12_MACS_peak_13467_lociStitched	chr2	216744974	216785108	12	25135	29205.5118	229	1		LOC646324	LOC646324	229	1
1_MACS_peak_18973_lociStitched	chr6	12008161	12014521	1	6361	29173.956	230	1	HIVEP1		HIVEP1	230	1
4_MACS_peak_18059_lociStitched	chr5	78523382	78537944	4	10092	29170.5984	231	1	JMY		JMY	231	1
2_MACS_peak_23447_lociStitched	chr9	139735270	139744689	2	6630	29106.5938	232	1	C9orf86,C9orf172,PHPT1	TMEM141,KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	232	1
1_MACS_peak_18823_lociStitched	chr6	218141	230195	1	12055	29067.0156	233	1			DUSP22	233	1
2_MACS_peak_445_lociStitched	chr1	25251163	25259020	2	7079	28964.8305	234	1	RUNX3		RUNX3	234	1
7_MACS_peak_2886_lociStitched	chr10	74003458	74024919	7	17197	28837.1457	235	1		ANAPC16,DDIT4,ASCC1	DDIT4	235	1
1_MACS_peak_9119_lociStitched	chr17	18084714	18092211	1	7498	28825.965	236	1	ALKBH5	LLGL1	ALKBH5	236	1
1_MACS_peak_1289_lociStitched	chr1	120608811	120613759	1	4949	28808.7404	237	1	NOTCH2		NOTCH2	237	1
1_MACS_peak_5069_lociStitched	chr12	53590607	53605683	1	15077	28801.1904	238	1	ITGB7,RARG	ZNF740,MFSD5,CSAD	ITGB7	238	1
4_MACS_peak_18497_lociStitched	chr5	142774207	142785757	4	10526	28790.685	239	1	NR3C1		NR3C1	239	1
1_MACS_peak_10318_lociStitched	chr18	20712593	20719099	1	6507	28731.7972	240	1	CABLES1	CABLES1	CABLES1	240	1
7_MACS_peak_19595_lociStitched	chr6	52147862	52173805	7	18243	28698.1466	241	1	MCM3	IL17F	MCM3	241	1
2_MACS_peak_14815_lociStitched	chr22	29187031	29199813	2	10836	28647.0184	242	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	242	1
1_MACS_peak_10557_lociStitched	chr18	60977473	60988402	1	10930	28642.7232	243	1	BCL2	KDSR	BCL2	243	1
3_MACS_peak_7527_lociStitched	chr15	75068871	75083731	3	11620	28630.762	244	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	244	1
1_MACS_peak_1399_lociStitched	chr1	149221547	149225627	1	4081	28572.648	245	1			LOC388692	245	1
1_MACS_peak_16696_lociStitched	chr4	1239707	1244903	1	5197	28522.4028	246	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	246	1
2_MACS_peak_18755_lociStitched	chr5	176870540	176883630	2	8972	28496.93	247	1	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	247	1
1_MACS_peak_19306_lociStitched	chr6	31701298	31709069	1	7772	28354.0477	248	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	248	1
1_MACS_peak_4932_lociStitched	chr12	46118652	46127322	1	8671	28311.885	249	1	ARID2,LOC400027		ARID2	249	1
4_MACS_peak_2970_lociStitched	chr10	81946684	81966194	4	17002	28287.549	250	1	ANXA11		ANXA11	250	1
2_MACS_peak_817_lociStitched	chr1	45265068	45278889	2	9997	28269.4734	251	1	PLK3,BTBD19,TCTEX1D4	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	TCTEX1D4	251	1
1_MACS_peak_16438_lociStitched	chr3	176858787	176871107	1	12321	28241.136	252	1	TBL1XR1		TBL1XR1	252	1
3_MACS_peak_13691_lociStitched	chr2	241498727	241509499	3	8779	28230.1804	253	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	253	1
4_MACS_peak_653_lociStitched	chr1	36614105	36628181	4	9078	28175.9292	254	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	254	1
3_MACS_peak_1988_lociStitched	chr1	203266238	203278467	3	9873	28147.4893	255	1	BTG2,LOC730227	FMOD	LOC730227	255	1
1_MACS_peak_23413_lociStitched	chr9	139008171	139011916	1	3746	28143.675	256	1	C9orf69	NACC2	C9orf69	256	1
2_MACS_peak_24264_lociStitched	chrX	153189300	153201528	2	8237	28134.1824	257	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	257	1
2_MACS_peak_9655_lociStitched	chr17	48224291	48233563	2	9272	28128.4664	258	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	258	1
1_MACS_peak_14584_lociStitched	chr21	45590105	45597625	1	7521	28124.8	259	1		C21orf33	C21orf33	259	1
3_MACS_peak_11189_lociStitched	chr19	16694141	16706613	3	11180	28121.8656	260	1	MED26	CHERP,SLC35E1	SLC35E1	260	1
3_MACS_peak_18736_lociStitched	chr5	175960226	175971421	3	8730	28112.884	261	1	CDHR2,RNF44	CDHR2	RNF44	261	1
4_MACS_peak_19192_lociStitched	chr6	27791058	27808320	4	12926	28093.905	262	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	262	1
2_MACS_peak_5662_lociStitched	chr12	123370554	123387012	2	14823	28019.745	263	1	VPS37B		VPS37B	263	1
1_MACS_peak_6186_lociStitched	chr13	114828930	114835644	1	6715	28008.1224	264	1	RASA3		RASA3	264	1
4_MACS_peak_4014_lociStitched	chr11	65306962	65326880	4	10781	28004.708	265	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	265	1
1_MACS_peak_5454_lociStitched	chr12	109024192	109031787	1	7596	27806.814	266	1	SELPLG	TMEM119	SELPLG	266	1
2_MACS_peak_8461_lociStitched	chr16	57568812	57580360	2	9530	27753.3084	267	1	GPR114,CCDC102A	DOK4	GPR114	267	1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	3	9195	27732.7395	268	1	NOTCH1		NOTCH1	268	1
1_MACS_peak_10547_lociStitched	chr18	60822103	60831284	1	9182	27721.1114	269	1	BCL2		BCL2	269	1
4_MACS_peak_10981_lociStitched	chr19	10521832	10536536	4	12744	27689.1024	270	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	270	1
1_MACS_peak_18789_lociStitched	chr5	179230182	179236717	1	6536	27669.8435	271	1	SQSTM1,MGAT4B	LTC4S,SQSTM1,MIR1229,MGAT4B,C5orf45	SQSTM1	271	1
4_MACS_peak_13729_lociStitched	chr20	379899	391300	4	10483	27656.5458	272	1	RBCK1	TRIB3	RBCK1	272	1
2_MACS_peak_9219_lociStitched	chr17	27218230	27230649	2	9592	27520.504	273	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	273	1
2_MACS_peak_12548_lociStitched	chr2	65657223	65665208	2	6727	27509.1235	274	1	SPRED2		SPRED2	274	1
2_MACS_peak_14591_lociStitched	chr21	45659045	45667803	2	6400	27492.2378	275	1	ICOSLG,DNMT3L	AIRE	ICOSLG	275	1
3_MACS_peak_8308_lociStitched	chr16	30536969	30547850	3	6891	27472.3488	276	1	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	276	1
4_MACS_peak_15292_lociStitched	chr3	5017641	5029244	4	11067	27471.2628	277	1	BHLHE40		BHLHE40	277	1
2_MACS_peak_11480_lociStitched	chr19	39338104	39348771	2	7748	27460.0581	278	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	278	1
2_MACS_peak_19570_lociStitched	chr6	44223437	44233900	2	6949	27446.5416	279	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	279	1
1_MACS_peak_1321_lociStitched	chr1	143741364	143745834	1	4471	27418.533	280	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	280	1
1_MACS_peak_10973_lociStitched	chr19	10380038	10386956	1	6919	27409.116	281	1	ICAM1	MIR4322,MRPL4,ICAM4,ICAM5,S1PR2,ZGLP1,FDX1L	ICAM1	281	1
1_MACS_peak_2235_lociStitched	chr1	226066523	226072440	1	5918	27283.8787	282	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	282	1
1_MACS_peak_4033_lociStitched	chr11	65623909	65630139	1	6231	27268.087	283	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	283	1
2_MACS_peak_15176_lociStitched	chr22	46446639	46455125	2	8033	27242.6058	284	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	284	1
2_MACS_peak_2248_lociStitched	chr1	226308755	226316734	2	6054	27217.1669	285	1			ACBD3	285	1
3_MACS_peak_8666_lociStitched	chr16	79629074	79644617	3	14751	27209.5758	286	1	MAF		MAF	286	1
1_MACS_peak_17842_lociStitched	chr5	43599664	43605024	1	5361	27206.288	287	1	NNT	PAIP1	NNT	287	1
1_MACS_peak_5451_lociStitched	chr12	108953435	108965506	1	12072	27165.7855	288	1	ISCU,SART3	FICD,TMEM119	ISCU	288	1
3_MACS_peak_22146_lociStitched	chr8	103816293	103827142	3	9471	27162.6413	289	1		AZIN1	AZIN1	289	1
4_MACS_peak_4006_lociStitched	chr11	65236364	65247894	4	9419	27157.762	290	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	290	1
2_MACS_peak_10237_lociStitched	chr18	9060245	9074386	2	11419	27070.1163	291	1		NDUFV2	NDUFV2	291	1
4_MACS_peak_2591_lociStitched	chr10	21805487	21824580	4	10109	27052.8717	292	1	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	292	1
1_MACS_peak_16616_lociStitched	chr3	195629965	195637402	1	7438	26908.5534	293	1	TNK2	TNK2	TNK2	293	1
2_MACS_peak_8544_lociStitched	chr16	67875378	67882189	2	6227	26852.3675	294	1	THAP11,NUTF2,CENPT	TSNAXIP1,EDC4,NRN1L,PSKH1,RANBP10	NUTF2	294	1
1_MACS_peak_2038_lociStitched	chr1	206132349	206139865	1	7517	26805.814	295	1	FAM72A		FAM72A	295	1
2_MACS_peak_5155_lociStitched	chr12	57022099	57031424	2	9301	26693.745	296	1	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	296	1
2_MACS_peak_16220_lociStitched	chr3	135910910	135917837	2	6773	26668.2573	297	1	MSL2		MSL2	297	1
7_MACS_peak_17929_lociStitched	chr5	60556887	60577849	7	16577	26651.0868	298	1			ZSWIM6	298	1
2_MACS_peak_15367_lociStitched	chr3	13454950	13464083	2	8764	26608.9955	299	1	NUP210		NUP210	299	1
1_MACS_peak_16354_lociStitched	chr3	156803946	156811963	1	8018	26583.5703	300	1	LOC100498859,LOC339894		LOC100498859	300	1
2_MACS_peak_18790_lociStitched	chr5	179244441	179249955	2	5379	26553.2184	301	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	301	1
3_MACS_peak_3879_lociStitched	chr11	61730274	61742859	3	10594	26414.6565	302	1	BEST1,FTH1	RAB3IL1	FTH1	302	1
1_MACS_peak_15445_lociStitched	chr3	23847005	23855441	1	8437	26409.7416	303	1	UBE2E1		UBE2E1	303	1
15_MACS_peak_6967_lociStitched	chr15	21003541	21033809	15	22771	26408.83	304	1		BCL8,POTEB	POTEB	304	1
1_MACS_peak_1322_lociStitched	chr1	143911427	143919216	1	7790	26396.1421	305	1	SRGAP2P2,FAM72D		SRGAP2P2	305	1
8_MACS_peak_1269_lociStitched	chr1	118186611	118209437	8	17918	26380.0082	306	1		FAM46C	FAM46C	306	1
4_MACS_peak_4647_lociStitched	chr12	4377542	4390042	4	10115	26376.25	307	1	CCND2	C12orf5	CCND2	307	1
3_MACS_peak_11105_lociStitched	chr19	13949269	13961807	3	8541	26278.3942	308	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	308	1
7_MACS_peak_10438_lociStitched	chr18	46439307	46462829	7	16752	26215.269	309	1	SMAD7		SMAD7	309	1
2_MACS_peak_4001_lociStitched	chr11	65147461	65157478	2	9907	26211.4839	310	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	310	1
3_MACS_peak_10320_lociStitched	chr18	20803577	20823752	3	16193	26150.835	311	1	CABLES1		CABLES1	311	1
1_MACS_peak_18754_lociStitched	chr5	176852199	176859914	1	7716	26139.1915	312	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	312	1
2_MACS_peak_8604_lociStitched	chr16	70461341	70473801	2	8822	26103.7	313	1	ST3GAL2	FUK	ST3GAL2	313	1
4_MACS_peak_20208_lociStitched	chr6	158243950	158272336	4	17091	26001.576	314	1	SNX9		SNX9	314	1
1_MACS_peak_13609_lociStitched	chr2	232570515	232577020	1	6506	25961.455	315	1	PTMA	MIR1244-1	PTMA	315	1
4_MACS_peak_4750_lociStitched	chr12	11900780	11920673	4	19465	25958.3757	316	1	ETV6		ETV6	316	1
3_MACS_peak_12123_lociStitched	chr2	11883481	11895179	3	10788	25920.4284	317	1	LPIN1		LPIN1	317	1
2_MACS_peak_21705_lociStitched	chr8	26428177	26438026	2	9824	25887.1116	318	1	DPYSL2		DPYSL2	318	1
15_MACS_peak_6998_lociStitched	chr15	22009749	22041464	15	25609	25835.039	319	1	CXADRP2		CXADRP2	319	1
2_MACS_peak_5314_lociStitched	chr12	89738278	89749002	2	9735	25815.8852	320	1	DUSP6		DUSP6	320	1
10_MACS_peak_3388_lociStitched	chr10	135477887	135495711	10	14221	25769.9392	321	1	DUX4L6,DUX4,DUX4L2,DUX2	DUX4L7,FRG2B	DUX4L7	321	1
1_MACS_peak_22865_lociStitched	chr9	93921596	93929714	1	8119	25724.3184	322	1			LOC100129316	322	1
4_MACS_peak_8080_lociStitched	chr16	11821546	11843133	4	14478	25712.2757	323	1	TXNDC11	ZC3H7A	TXNDC11	323	1
3_MACS_peak_2363_lociStitched	chr1	235090291	235108018	3	9964	25665.1506	324	1			SNORA14B	324	1
2_MACS_peak_9213_lociStitched	chr17	27046088	27056679	2	8526	25643.9883	325	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	325	1
1_MACS_peak_18200_lociStitched	chr5	109023721	109034285	1	10565	25530.0188	326	1	MAN2A1		MAN2A1	326	1
3_MACS_peak_472_lociStitched	chr1	26436563	26454145	3	9608	25377.8588	327	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	327	1
2_MACS_peak_1352_lociStitched	chr1	145469566	145478553	2	6807	25366.7062	328	1	ANKRD34A,LIX1L,POLR3GL	TXNIP,RBM8A,PEX11B,ITGA10,GNRHR2	LIX1L	328	1
2_MACS_peak_12022_lociStitched	chr19	58891194	58899829	2	6348	25302.277	329	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497	ZNF837	329	1
1_MACS_peak_31_lociStitched	chr1	1139540	1145000	1	5461	25302.186	330	1	TNFRSF18	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,TNFRSF4,SDF4,FAM132A	TNFRSF18	330	1
2_MACS_peak_10068_lociStitched	chr17	77809564	77818934	2	7308	25301.811	331	1	CBX4	CBX8	CBX4	331	1
3_MACS_peak_728_lociStitched	chr1	40839170	40856330	3	13595	25292.124	332	1	SMAP2	SMAP2	SMAP2	332	1
1_MACS_peak_15228_lociStitched	chr22	48490912	48498035	1	7124	25288.7869	333	1			MIR3201	333	1
2_MACS_peak_19259_lociStitched	chr6	30649367	30659211	2	8140	25285.2984	334	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	334	1
1_MACS_peak_16369_lociStitched	chr3	160116204	160122471	1	6268	25282.3314	335	1	SMC4,MIR15B,IFT80	MIR16-2,IFT80,TRIM59	SMC4	335	1
2_MACS_peak_21084_lociStitched	chr7	100025590	100034966	2	5337	25264.5696	336	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	336	1
2_MACS_peak_18967_lociStitched	chr6	11824829	11838236	2	13091	25175.6646	337	1		C6orf105	C6orf105	337	1
1_MACS_peak_12072_lociStitched	chr2	8817950	8826477	1	8528	25088.1394	338	1	ID2		ID2	338	1
2_MACS_peak_15051_lociStitched	chr22	39832742	39846032	2	11170	25013.109	339	1	TAB1	TAB1,MGAT3	MGAT3	339	1
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	3	9017	24929.8867	340	1	FOXO3		FOXO3	340	1
2_MACS_peak_11632_lociStitched	chr19	45221695	45230057	2	8141	24914.579	341	1		CEACAM19,CEACAM16,BCL3	CEACAM16	341	1
5_MACS_peak_5619_lociStitched	chr12	121565931	121583876	5	12880	24830.4965	342	1	P2RX7		P2RX7	342	1
2_MACS_peak_12706_lociStitched	chr2	86219650	86228975	2	9224	24816.6225	343	1		LOC90784	LOC90784	343	1
2_MACS_peak_9015_lociStitched	chr17	7737081	7748805	2	10299	24690.744	344	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	344	1
3_MACS_peak_3989_lociStitched	chr11	64879157	64890872	3	7624	24676.476	345	1	TM7SF2,C11orf2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	345	1
1_MACS_peak_5160_lociStitched	chr12	57074578	57084499	1	9922	24674.5191	346	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	346	1
1_MACS_peak_13197_lociStitched	chr2	174826687	174831989	1	5303	24671.7966	347	1	SP3		SP3	347	1
4_MACS_peak_24277_lociStitched	chrX	153596357	153608846	4	10354	24594.5877	348	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	348	1
2_MACS_peak_7921_lociStitched	chr16	3012822	3021255	2	7239	24571.2321	349	1	KREMEN2,PAQR4	LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	PAQR4	349	1
1_MACS_peak_9098_lociStitched	chr17	17584052	17587586	1	3535	24557.766	350	1	RAI1		RAI1	350	1
3_MACS_peak_20515_lociStitched	chr7	29710878	29726172	3	14908	24542.2818	351	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	351	1
2_MACS_peak_19010_lociStitched	chr6	15244786	15257731	2	8785	24524.3025	352	1	JARID2		JARID2	352	1
1_MACS_peak_18355_lociStitched	chr5	133859012	133864124	1	5113	24518.6856	353	1	PHF15		PHF15	353	1
1_MACS_peak_17952_lociStitched	chr5	65220208	65225042	1	4835	24496.7784	354	1	ERBB2IP	LOC100303749	ERBB2IP	354	1
3_MACS_peak_18589_lociStitched	chr5	154133014	154141146	3	5324	24361.8456	355	1	LARP1		LARP1	355	1
5_MACS_peak_10045_lociStitched	chr17	76767507	76780541	5	10545	24344.9052	356	1	CYTH1		CYTH1	356	1
1_MACS_peak_17839_lociStitched	chr5	43482026	43486725	1	4700	24336.5909	357	1	C5orf28	C5orf34	C5orf28	357	1
1_MACS_peak_7385_lociStitched	chr15	65182947	65190218	1	7272	24283.6858	358	1		PLEKHO2,ANKDD1A	ANKDD1A	358	1
1_MACS_peak_1268_lociStitched	chr1	118168370	118181758	1	13389	24232.28	359	1	FAM46C		FAM46C	359	1
3_MACS_peak_17541_lociStitched	chr4	185391484	185403395	3	8161	24188.8588	360	1	IRF2		IRF2	360	1
4_MACS_peak_7733_lociStitched	chr15	93346531	93364473	4	11122	24185.816	361	1		ASB9P1	ASB9P1	361	1
4_MACS_peak_11744_lociStitched	chr19	48823482	48837806	4	10716	24178.912	362	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	362	1
2_MACS_peak_16535_lociStitched	chr3	185538524	185544181	2	5439	24168.9668	363	1	IGF2BP2		IGF2BP2	363	1
