#RPMI8226_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226_H3K27ac_ROSE/RPMI8226_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226_jia.bam
#Using cutoff of 19240.8204 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isStretch
1_MACS_peak_4018_lociStitched	chr11	65335473	65345785	1	10313	46896.9136	303	1
3_MACS_peak_22115_lociStitched	chr8	101503401	101515882	3	10308	15923.2598	304	1
2_MACS_peak_18714_lociStitched	chr5	173311437	173323989	2	10300	14630.6112	305	1
2_MACS_peak_9015_lociStitched	chr17	7737081	7748805	2	10299	24690.744	306	1
2_MACS_peak_8500_lociStitched	chr16	66549324	66560253	2	10291	38052.5922	307	1
7_MACS_peak_14441_lociStitched	chr21	36589240	36607952	7	10277	15985.6616	308	1
2_MACS_peak_20061_lociStitched	chr6	138186163	138196458	2	10275	20891.6435	309	1
4_MACS_peak_19504_lociStitched	chr6	42737690	42752154	4	10274	29525.3632	310	1
2_MACS_peak_24064_lociStitched	chrX	106916263	106930954	2	10265	13855.0821	311	1
2_MACS_peak_5324_lociStitched	chr12	92854700	92864957	2	10252	15440.8878	312	1
2_MACS_peak_2287_lociStitched	chr1	228643220	228654266	2	10245	24131.0916	313	1
3_MACS_peak_16910_lociStitched	chr4	38664424	38677424	3	10244	19403.8	314	1
1_MACS_peak_23469_lociStitched	chr9	140060422	140070654	1	10233	94217.2792	315	1
1_MACS_peak_18830_lociStitched	chr6	390705	400900	1	10196	34311.2725	316	1
2_MACS_peak_7402_lociStitched	chr15	66079547	66090771	2	10174	20269.4216	317	1
2_MACS_peak_17080_lociStitched	chr4	79686284	79700784	2	10172	19605.45	318	1
2_MACS_peak_399_lociStitched	chr1	23850554	23861150	2	10169	33886.008	319	1
3_MACS_peak_13898_lociStitched	chr20	25288837	25300596	3	10148	16005.1749	320	1
4_MACS_peak_4647_lociStitched	chr12	4377542	4390042	4	10115	26376.25	321	1
5_MACS_peak_21998_lociStitched	chr8	81046595	81060774	5	10115	7971.4338	322	1
4_MACS_peak_2591_lociStitched	chr10	21805487	21824580	4	10109	27052.8717	323	1
2_MACS_peak_21314_lociStitched	chr7	128572260	128582380	2	10098	35073.896	324	1
2_MACS_peak_18177_lociStitched	chr5	100232493	100243184	2	10098	29410.941	325	1
3_MACS_peak_5701_lociStitched	chr12	125398249	125412860	3	10097	20681.8705	326	1
4_MACS_peak_18059_lociStitched	chr5	78523382	78537944	4	10092	29170.5984	327	1
3_MACS_peak_17746_lociStitched	chr5	26875595	26886138	3	10076	7816.5802	328	1
3_MACS_peak_1877_lociStitched	chr1	184711500	184726074	3	10070	21098.7798	329	1
6_MACS_peak_19082_lociStitched	chr6	25366288	25379090	6	10044	9999.6422	330	1
4_MACS_peak_16895_lociStitched	chr4	38307352	38322231	4	10042	11749.9463	331	1
4_MACS_peak_10038_lociStitched	chr17	76711097	76722172	4	10012	15043.1725	332	1
3_MACS_peak_13408_lociStitched	chr2	204568194	204583229	3	10009	19568.0525	333	1
1_MACS_peak_15360_lociStitched	chr3	13052043	13062042	1	10000	31090.8906	334	1
2_MACS_peak_817_lociStitched	chr1	45265068	45278889	2	9997	28269.4734	335	1
3_MACS_peak_2363_lociStitched	chr1	235090291	235108018	3	9964	25665.1506	336	1
6_MACS_peak_14963_lociStitched	chr22	38019800	38037235	6	9935	16697.4995	337	1
1_MACS_peak_5160_lociStitched	chr12	57074578	57084499	1	9922	24674.5191	338	1
2_MACS_peak_4001_lociStitched	chr11	65147461	65157478	2	9907	26211.4839	339	1
3_MACS_peak_13378_lociStitched	chr2	202117499	202128324	3	9898	20082.54	340	1
1_MACS_peak_15035_lociStitched	chr22	39539605	39549493	1	9889	33236.5344	341	1
4_MACS_peak_3557_lociStitched	chr11	10323865	10339769	4	9889	17627.9936	342	1
3_MACS_peak_1988_lociStitched	chr1	203266238	203278467	3	9873	28147.4893	343	1
2_MACS_peak_16286_lociStitched	chr3	143558611	143570961	2	9843	14666.86	344	1
3_MACS_peak_10326_lociStitched	chr18	21067539	21084992	3	9841	15550.623	345	1
4_MACS_peak_10124_lociStitched	chr17	79816622	79831235	4	9838	34615.2744	346	1
1_MACS_peak_24266_lociStitched	chrX	153230922	153240757	1	9836	30825.8405	347	1
2_MACS_peak_12927_lociStitched	chr2	112455434	112465729	2	9836	18940.741	348	1
2_MACS_peak_21705_lociStitched	chr8	26428177	26438026	2	9824	25887.1116	349	1
1_MACS_peak_1431_lociStitched	chr1	150532083	150541898	1	9816	53927.536	350	1
6_MACS_peak_22199_lociStitched	chr8	116825137	116835886	6	9797	7275.9981	351	1
2_MACS_peak_5314_lociStitched	chr12	89738278	89749002	2	9735	25815.8852	352	1
5_MACS_peak_22180_lociStitched	chr8	115505865	115516822	5	9722	8282.3963	353	1
5_MACS_peak_7214_lociStitched	chr15	45011328	45023200	5	9711	12483.408	354	1
5_MACS_peak_3325_lociStitched	chr10	125838908	125855224	5	9670	22977.8228	355	1
5_MACS_peak_18556_lociStitched	chr5	150519522	150537880	5	9653	17377.6828	356	1
4_MACS_peak_494_lociStitched	chr1	27152560	27167749	4	9652	19022.7036	357	1
2_MACS_peak_5433_lociStitched	chr12	106530099	106540272	2	9640	18855.6555	358	1
3_MACS_peak_472_lociStitched	chr1	26436563	26454145	3	9608	25377.8588	359	1
4_MACS_peak_3853_lociStitched	chr11	60925626	60936284	4	9603	15772.7742	360	1
3_MACS_peak_19565_lociStitched	chr6	44183657	44193620	3	9600	17738.1252	361	1
6_MACS_peak_23598_lociStitched	chrX	12965014	12980681	6	9596	14752.0472	362	1
2_MACS_peak_9219_lociStitched	chr17	27218230	27230649	2	9592	27520.504	363	1
1_MACS_peak_10539_lociStitched	chr18	60382473	60392046	1	9574	21304.7115	364	1
3_MACS_peak_1837_lociStitched	chr1	181095590	181105456	3	9562	20527.1996	365	1
1_MACS_peak_1351_lociStitched	chr1	145448253	145457812	1	9560	24035.1496	366	1
3_MACS_peak_6924_lociStitched	chr14	105529388	105543400	3	9552	21057.2336	367	1
2_MACS_peak_8461_lociStitched	chr16	57568812	57580360	2	9530	27753.3084	368	1
2_MACS_peak_1948_lociStitched	chr1	200985734	200996574	2	9519	40923.168	369	1
3_MACS_peak_17618_lociStitched	chr5	996625	1011380	3	9510	22958.78	370	1
4_MACS_peak_13429_lociStitched	chr2	207997067	208014782	4	9510	14255.2605	371	1
2_MACS_peak_7742_lociStitched	chr15	93442887	93452414	2	9501	15414.686	372	1
3_MACS_peak_1945_lociStitched	chr1	200856430	200866503	3	9489	22916.075	373	1
4_MACS_peak_4473_lociStitched	chr11	118963980	118979317	4	9488	18685.0671	374	1
4_MACS_peak_15614_lociStitched	chr3	46577869	46591835	4	9485	14894.739	375	1
1_MACS_peak_1991_lociStitched	chr1	203288734	203298216	1	9483	33910.4766	376	1
4_MACS_peak_7869_lociStitched	chr16	2009039	2023220	4	9472	17468.1558	377	1
3_MACS_peak_22146_lociStitched	chr8	103816293	103827142	3	9471	27162.6413	378	1
3_MACS_peak_8569_lociStitched	chr16	68789330	68800285	3	9470	13060.551	379	1
2_MACS_peak_19689_lociStitched	chr6	74224957	74234531	2	9467	45469.7982	380	1
4_MACS_peak_21671_lociStitched	chr8	22921243	22933362	4	9447	15403.249	381	1
2_MACS_peak_22432_lociStitched	chr8	145149395	145160780	2	9420	30280.6845	382	1
4_MACS_peak_4006_lociStitched	chr11	65236364	65247894	4	9419	27157.762	383	1
4_MACS_peak_15154_lociStitched	chr22	45630113	45646486	4	9410	14979.6577	384	1
1_MACS_peak_17214_lociStitched	chr4	105407799	105417198	1	9400	13065.5499	385	1
3_MACS_peak_5603_lociStitched	chr12	120966200	120978928	3	9387	16906.6024	386	1
1_MACS_peak_17523_lociStitched	chr4	185201460	185210826	1	9367	20135.0268	387	1
2_MACS_peak_23604_lociStitched	chrX	12991278	13004911	2	9358	15296.226	388	1
5_MACS_peak_20863_lociStitched	chr7	73255552	73270442	5	9350	11626.112	389	1
4_MACS_peak_22142_lociStitched	chr8	103793998	103810408	4	9342	15558.321	390	1
2_MACS_peak_20736_lociStitched	chr7	55594981	55605972	2	9324	21411.5671	391	1
4_MACS_peak_4125_lociStitched	chr11	67761481	67778616	4	9313	31701.4635	392	1
2_MACS_peak_20831_lociStitched	chr7	71864716	71877237	2	9311	17205.1061	393	1
2_MACS_peak_5155_lociStitched	chr12	57022099	57031424	2	9301	26693.745	394	1
4_MACS_peak_5971_lociStitched	chr13	46951216	46964887	4	9295	11500.0452	395	1
2_MACS_peak_4913_lociStitched	chr12	40007566	40016859	2	9286	14063.0969	396	1
2_MACS_peak_9655_lociStitched	chr17	48224291	48233563	2	9272	28128.4664	397	1
2_MACS_peak_1848_lociStitched	chr1	182583147	182596208	2	9272	22995.1966	398	1
2_MACS_peak_12706_lociStitched	chr2	86219650	86228975	2	9224	24816.6225	399	1
1_MACS_peak_18483_lociStitched	chr5	142430135	142439356	1	9222	20975.0087	400	1
5_MACS_peak_20018_lociStitched	chr6	134556718	134572142	5	9199	9004.5312	401	1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	3	9195	27732.7395	402	1
1_MACS_peak_10547_lociStitched	chr18	60822103	60831284	1	9182	27721.1114	403	1
2_MACS_peak_3218_lociStitched	chr10	112255460	112264659	2	9179	18904.8649	404	1
2_MACS_peak_12590_lociStitched	chr2	70309727	70323266	2	9171	31520.1459	405	1
3_MACS_peak_22580_lociStitched	chr9	21986080	21996689	3	9132	15020.2222	406	1
2_MACS_peak_8444_lociStitched	chr16	56963414	56973129	2	9129	31437.74	407	1
1_MACS_peak_20534_lociStitched	chr7	30384069	30393194	1	9126	11514.8375	408	1
3_MACS_peak_6984_lociStitched	chr15	21896256	21905966	3	9121	11306.324	409	1
4_MACS_peak_18845_lociStitched	chr6	2853547	2867634	4	9102	12306.4032	410	1
4_MACS_peak_24161_lociStitched	chrX	129296071	129311309	4	9082	16382.3738	411	1
4_MACS_peak_653_lociStitched	chr1	36614105	36628181	4	9078	28175.9292	412	1
2_MACS_peak_7544_lociStitched	chr15	75353335	75363045	2	9069	14831.054	413	1
3_MACS_peak_22065_lociStitched	chr8	95953466	95963105	3	9065	19200.888	414	1
3_MACS_peak_1495_lociStitched	chr1	153929016	153941257	3	9060	35605.3967	415	1
1_MACS_peak_11006_lociStitched	chr19	11198677	11207705	1	9029	17870.926	416	1
4_MACS_peak_11178_lociStitched	chr19	16474863	16485229	4	9022	16219.6802	417	1
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	3	9017	24929.8867	418	1
1_MACS_peak_16154_lociStitched	chr3	128900051	128909060	1	9010	17071.1541	419	1
2_MACS_peak_11944_lociStitched	chr19	55762902	55772264	2	8984	31215.7166	420	1
2_MACS_peak_18755_lociStitched	chr5	176870540	176883630	2	8972	28496.93	421	1
6_MACS_peak_14091_lociStitched	chr20	43270435	43282013	6	8941	13621.517	422	1
1_MACS_peak_160_lociStitched	chr1	8932903	8941837	1	8935	30959.8836	423	1
3_MACS_peak_12723_lociStitched	chr2	87062636	87072670	3	8905	15787.4956	424	1
1_MACS_peak_5558_lociStitched	chr12	116970466	116979352	1	8887	21080.2578	425	1
1_MACS_peak_17816_lociStitched	chr5	40676599	40685483	1	8885	15500.8032	426	1
4_MACS_peak_8360_lociStitched	chr16	31880026	31892404	4	8882	23763.2844	427	1
2_MACS_peak_22191_lociStitched	chr8	115597702	115606731	2	8872	11279.0268	428	1
4_MACS_peak_7124_lociStitched	chr15	40615206	40627092	4	8854	10851.918	429	1
2_MACS_peak_1206_lociStitched	chr1	111735792	111748245	2	8853	20112.8403	430	1
3_MACS_peak_1684_lociStitched	chr1	161145232	161157502	3	8846	19022.181	431	1
2_MACS_peak_23092_lociStitched	chr9	117257981	117268243	2	8828	15454.572	432	1
3_MACS_peak_16183_lociStitched	chr3	130567145	130577138	3	8822	13373.6319	433	1
2_MACS_peak_8604_lociStitched	chr16	70461341	70473801	2	8822	26103.7	434	1
2_MACS_peak_21455_lociStitched	chr7	150009582	150021819	2	8815	13677.2949	435	1
5_MACS_peak_3843_lociStitched	chr11	60672605	60684654	5	8793	15832.386	436	1
5_MACS_peak_4262_lociStitched	chr11	81661852	81672012	5	8786	9645.904	437	1
2_MACS_peak_19010_lociStitched	chr6	15244786	15257731	2	8785	24524.3025	438	1
3_MACS_peak_13691_lociStitched	chr2	241498727	241509499	3	8779	28230.1804	439	1
2_MACS_peak_9542_lociStitched	chr17	43384862	43395639	2	8779	18799.3988	440	1
8_MACS_peak_7751_lociStitched	chr15	98184584	98198240	8	8773	7097.0232	441	1
2_MACS_peak_15367_lociStitched	chr3	13454950	13464083	2	8764	26608.9955	442	1
2_MACS_peak_7049_lociStitched	chr15	31276217	31285123	2	8753	13358.1094	443	1
1_MACS_peak_7293_lociStitched	chr15	55692879	55701628	1	8750	19471.7744	444	1
3_MACS_peak_22421_lociStitched	chr8	145044716	145053937	3	8734	22519.5262	445	1
3_MACS_peak_18736_lociStitched	chr5	175960226	175971421	3	8730	28112.884	446	1
2_MACS_peak_8290_lociStitched	chr16	30193937	30206406	2	8727	40015.5148	447	1
2_MACS_peak_13106_lociStitched	chr2	157188845	157200376	2	8725	23486.3408	448	1
1_MACS_peak_19191_lociStitched	chr6	27774736	27783449	1	8714	14869.6058	449	1
2_MACS_peak_13854_lociStitched	chr20	17945290	17954794	2	8703	19625.76	450	1
3_MACS_peak_23117_lociStitched	chr9	123651685	123660716	3	8701	17167.931	451	1
4_MACS_peak_1529_lociStitched	chr1	154830508	154844422	4	8700	18872.9496	452	1
4_MACS_peak_13836_lociStitched	chr20	15959584	15969293	4	8699	10955.6356	453	1
2_MACS_peak_9349_lociStitched	chr17	36852111	36863611	2	8699	41396.55	454	1
1_MACS_peak_12865_lociStitched	chr2	107135868	107144561	1	8694	15596.1113	455	1
3_MACS_peak_9298_lociStitched	chr17	33371114	33380423	3	8693	8755.1145	456	1
1_MACS_peak_3825_lociStitched	chr11	58340062	58348750	1	8689	34231.5888	457	1
1_MACS_peak_2417_lociStitched	chr1	246375649	246384324	1	8676	21564.315	458	1
2_MACS_peak_1797_lociStitched	chr1	174932261	174941704	2	8675	15597.9474	459	1
1_MACS_peak_4932_lociStitched	chr12	46118652	46127322	1	8671	28311.885	460	1
4_MACS_peak_6695_lociStitched	chr14	81930904	81945904	4	8647	9900	461	1
11_MACS_peak_2685_lociStitched	chr10	37438996	37455376	11	8642	6640.452	462	1
2_MACS_peak_20711_lociStitched	chr7	50343490	50352552	2	8638	10716.7212	463	1
4_MACS_peak_10153_lociStitched	chr17	80245427	80257224	4	8637	23829.94	464	1
3_MACS_peak_7827_lociStitched	chr16	685049	700251	3	8637	30670.035	465	1
2_MACS_peak_2011_lociStitched	chr1	205196531	205208072	2	8629	14749.398	466	1
1_MACS_peak_17917_lociStitched	chr5	58330303	58338929	1	8627	31572.0226	467	1
3_MACS_peak_3340_lociStitched	chr10	126424878	126433779	3	8623	11776.9131	468	1
4_MACS_peak_4669_lociStitched	chr12	6712132	6723875	4	8616	14185.544	469	1
2_MACS_peak_20779_lociStitched	chr7	64015196	64023913	2	8612	12405.1627	470	1
4_MACS_peak_2004_lociStitched	chr1	204474746	204491596	4	8603	18363.13	471	1
2_MACS_peak_18300_lociStitched	chr5	130708856	130718695	2	8592	9784.8855	472	1
3_MACS_peak_8507_lociStitched	chr16	66906444	66915464	3	8591	15376.394	473	1
1_MACS_peak_1350_lociStitched	chr1	145434017	145442606	1	8590	29912.9103	474	1
4_MACS_peak_6120_lociStitched	chr13	104658975	104668996	4	8580	6722.0868	475	1
3_MACS_peak_13530_lociStitched	chr2	220109664	220119887	3	8569	16179.9421	476	1
2_MACS_peak_2088_lociStitched	chr1	209274972	209283713	2	8560	19409.3905	477	1
4_MACS_peak_5026_lociStitched	chr12	51712561	51723082	4	8551	14890.3713	478	1
3_MACS_peak_2464_lociStitched	chr10	3845077	3854781	3	8545	11412.8744	479	1
3_MACS_peak_10652_lociStitched	chr19	1018921	1031306	3	8545	21350.5015	480	1
3_MACS_peak_11105_lociStitched	chr19	13949269	13961807	3	8541	26278.3942	481	1
4_MACS_peak_783_lociStitched	chr1	43396795	43410764	4	8540	11278.5706	482	1
3_MACS_peak_23327_lociStitched	chr9	134543385	134555229	3	8539	16901.388	483	1
1_MACS_peak_12072_lociStitched	chr2	8817950	8826477	1	8528	25088.1394	484	1
2_MACS_peak_9213_lociStitched	chr17	27046088	27056679	2	8526	25643.9883	485	1
3_MACS_peak_19197_lociStitched	chr6	27857839	27871562	3	8512	17864.6014	486	1
1_MACS_peak_17906_lociStitched	chr5	56107235	56115737	1	8503	35131.1142	487	1
3_MACS_peak_13324_lociStitched	chr2	198072140	198082761	3	8489	10401.1453	488	1
1_MACS_peak_6072_lociStitched	chr13	91993657	92002137	1	8481	14984.16	489	1
2_MACS_peak_9992_lociStitched	chr17	75131580	75143489	2	8473	19216.3624	490	1
2_MACS_peak_2795_lociStitched	chr10	63656828	63665532	2	8459	10766.848	491	1
4_MACS_peak_10003_lociStitched	chr17	75859884	75880060	4	8449	11724.2736	492	1
2_MACS_peak_19150_lociStitched	chr6	26532128	26540769	2	8439	15466.5259	493	1
1_MACS_peak_15445_lociStitched	chr3	23847005	23855441	1	8437	26409.7416	494	1
2_MACS_peak_19094_lociStitched	chr6	26025469	26034483	2	8424	13314.5794	495	1
2_MACS_peak_17911_lociStitched	chr5	56467302	56475964	2	8413	21632.4788	496	1
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	1	8394	29773.3282	497	1
4_MACS_peak_24140_lociStitched	chrX	128902220	128915967	4	8387	11320.6545	498	1
4_MACS_peak_6994_lociStitched	chr15	21994444	22003812	4	8385	12701.1344	499	1
7_MACS_peak_3654_lociStitched	chr11	22688159	22703857	7	8376	8070.3418	500	1
2_MACS_peak_15373_lociStitched	chr3	14159831	14168184	2	8351	16802.0595	501	1
3_MACS_peak_22766_lociStitched	chr9	73025702	73036506	3	8347	21826.2408	502	1
3_MACS_peak_14552_lociStitched	chr21	44726037	44735880	3	8340	16367.9247	503	1
4_MACS_peak_4417_lociStitched	chr11	115789859	115802716	4	8325	8117.9098	504	1
3_MACS_peak_6558_lociStitched	chr14	69279943	69291804	3	8322	15805.9686	505	1
4_MACS_peak_5539_lociStitched	chr12	113640056	113649128	4	8312	11603.9952	506	1
3_MACS_peak_11662_lociStitched	chr19	45921456	45932510	3	8310	18203.7272	507	1
3_MACS_peak_5496_lociStitched	chr12	111105153	111115958	3	8305	16315.55	508	1
2_MACS_peak_11972_lociStitched	chr19	56339636	56351739	2	8301	18492.1737	509	1
2_MACS_peak_16574_lociStitched	chr3	192606592	192618010	2	8292	10695.2406	510	1
3_MACS_peak_8801_lociStitched	chr16	89033868	89046182	3	8285	22293.2656	511	1
2_MACS_peak_19356_lociStitched	chr6	32934307	32942675	2	8283	41395.6592	512	1
2_MACS_peak_18401_lociStitched	chr5	138722538	138730828	2	8278	35233.329	513	1
2_MACS_peak_15053_lociStitched	chr22	39857178	39869858	2	8278	10676.56	514	1
3_MACS_peak_2893_lociStitched	chr10	74030345	74046177	3	8277	20641.7616	515	1
7_MACS_peak_2481_lociStitched	chr10	5622678	5632809	7	8271	7117.0275	516	1
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	2	8261	29672.1348	517	1
4_MACS_peak_10307_lociStitched	chr18	19315056	19329030	4	8254	15349.0416	518	1
2_MACS_peak_2060_lociStitched	chr1	206939381	206948342	2	8240	10083.8133	519	1
3_MACS_peak_23620_lociStitched	chrX	13703131	13711652	3	8238	11831.4085	520	1
5_MACS_peak_19037_lociStitched	chr6	16725831	16737982	5	8238	7907.8708	521	1
2_MACS_peak_24264_lociStitched	chrX	153189300	153201528	2	8237	28134.1824	522	1
4_MACS_peak_8919_lociStitched	chr17	4268017	4280856	4	8237	16210.5214	523	1
2_MACS_peak_14914_lociStitched	chr22	36749118	36757438	2	8220	12418.432	524	1
2_MACS_peak_943_lociStitched	chr1	61541466	61549818	2	8214	14711.2128	525	1
4_MACS_peak_10997_lociStitched	chr19	10978525	10990854	4	8208	16131.2636	526	1
5_MACS_peak_13373_lociStitched	chr2	202084756	202101848	5	8198	10291.0932	527	1
2_MACS_peak_23451_lociStitched	chr9	139791730	139799986	2	8197	19167.9552	528	1
4_MACS_peak_24157_lociStitched	chrX	129242484	129255582	4	8192	13614.0612	529	1
1_MACS_peak_8411_lociStitched	chr16	50713203	50721390	1	8188	19472.7795	530	1
2_MACS_peak_4274_lociStitched	chr11	82771753	82784358	2	8183	13183.5695	531	1
2_MACS_peak_18485_lociStitched	chr5	142493753	142502013	2	8182	9029.006	532	1
2_MACS_peak_9471_lociStitched	chr17	40825725	40834044	2	8169	37059.4812	533	1
3_MACS_peak_2992_lociStitched	chr10	89620008	89629469	3	8166	20898.4029	534	1
3_MACS_peak_17541_lociStitched	chr4	185391484	185403395	3	8161	24188.8588	535	1
1_MACS_peak_7543_lociStitched	chr15	75334423	75342563	1	8141	19120.046	536	1
2_MACS_peak_11632_lociStitched	chr19	45221695	45230057	2	8141	24914.579	537	1
2_MACS_peak_19259_lociStitched	chr6	30649367	30659211	2	8140	25285.2984	538	1
2_MACS_peak_19308_lociStitched	chr6	31756098	31764575	2	8136	23164.2502	539	1
3_MACS_peak_15104_lociStitched	chr22	42221575	42231096	3	8128	21000.4697	540	1
2_MACS_peak_13694_lociStitched	chr2	241517610	241527720	2	8125	15174.099	541	1
1_MACS_peak_22865_lociStitched	chr9	93921596	93929714	1	8119	25724.3184	542	1
2_MACS_peak_10109_lociStitched	chr17	79476674	79487377	2	8108	30218.8502	543	1
3_MACS_peak_9177_lociStitched	chr17	20936271	20947930	3	8102	18393.2384	544	1
1_MACS_peak_10243_lociStitched	chr18	9134833	9142929	1	8097	20704.7104	545	1
3_MACS_peak_8837_lociStitched	chr17	180300	190063	3	8096	6827.2659	546	1
3_MACS_peak_14754_lociStitched	chr22	24179545	24192197	3	8092	18361.8476	547	1
2_MACS_peak_4338_lociStitched	chr11	102183768	102191985	2	8091	10491.4656	548	1
1_MACS_peak_20485_lociStitched	chr7	26001473	26009555	1	8083	18981.3852	549	1
2_MACS_peak_13206_lociStitched	chr2	175469630	175481420	2	8082	12789.792	550	1
2_MACS_peak_15790_lociStitched	chr3	56947525	56956758	2	8073	16272.2392	551	1
3_MACS_peak_984_lociStitched	chr1	67389543	67400720	3	8072	11351.3612	552	1
2_MACS_peak_10241_lociStitched	chr18	9101661	9110380	2	8065	10604.0478	553	1
4_MACS_peak_5278_lociStitched	chr12	76371024	76381023	4	8054	8757.1242	554	1
3_MACS_peak_8973_lociStitched	chr17	6915040	6926245	3	8051	21626.7705	555	1
4_MACS_peak_14740_lociStitched	chr22	23477692	23488446	4	8047	16320.2704	556	1
5_MACS_peak_6748_lociStitched	chr14	91829507	91840712	5	8040	8656.983	557	1
3_MACS_peak_1853_lociStitched	chr1	183438921	183450878	3	8037	23073.4229	558	1
2_MACS_peak_15176_lociStitched	chr22	46446639	46455125	2	8033	27242.6058	559	1
1_MACS_peak_16354_lociStitched	chr3	156803946	156811963	1	8018	26583.5703	560	1
2_MACS_peak_15783_lociStitched	chr3	55687734	55697782	2	8018	12354.016	561	1
1_MACS_peak_23305_lociStitched	chr9	133319631	133327636	1	8006	32264.1525	562	1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	2	8003	29409.4912	563	1
2_MACS_peak_7494_lociStitched	chr15	72518856	72530548	2	8003	15049.9424	564	1
5_MACS_peak_10548_lociStitched	chr18	60847564	60861160	5	7972	9212.6496	565	1
1_MACS_peak_23716_lociStitched	chrX	30589245	30597209	1	7965	10202.6804	566	1
2_MACS_peak_16938_lociStitched	chr4	40622637	40633669	2	7965	11950.9656	567	1
3_MACS_peak_19370_lociStitched	chr6	33279760	33292224	3	7963	21749.68	568	1
1_MACS_peak_23251_lociStitched	chr9	131445283	131453241	1	7959	36847.1316	569	1
4_MACS_peak_12511_lociStitched	chr2	64499205	64511543	4	7958	10498.4042	570	1
1_MACS_peak_2186_lociStitched	chr1	221947272	221955223	1	7952	16010.1336	571	1
3_MACS_peak_16585_lociStitched	chr3	193848451	193860851	3	7951	24153.96	572	1
3_MACS_peak_19533_lociStitched	chr6	43671533	43684554	3	7949	13875.1776	573	1
3_MACS_peak_6964_lociStitched	chr15	20987816	20997086	3	7939	12542.31	574	1
4_MACS_peak_8983_lociStitched	chr17	7136451	7146677	4	7932	15342.0678	575	1
3_MACS_peak_17334_lociStitched	chr4	140126992	140136724	3	7931	9114.018	576	1
5_MACS_peak_18818_lociStitched	chr6	180575	195067	5	7930	9892.2392	577	1
2_MACS_peak_20322_lociStitched	chr7	2438794	2447572	2	7917	16807.2366	578	1
1_MACS_peak_14383_lociStitched	chr21	30603957	30611865	1	7909	12807.006	579	1
1_MACS_peak_797_lociStitched	chr1	44295675	44303582	1	7908	17528.2376	580	1
3_MACS_peak_9036_lociStitched	chr17	8088886	8100230	3	7904	12402.3952	581	1
2_MACS_peak_14138_lociStitched	chr20	46038535	46046567	2	7897	7951.68	582	1
4_MACS_peak_591_lociStitched	chr1	32441867	32452344	4	7894	11900.8243	583	1
3_MACS_peak_1292_lociStitched	chr1	120655445	120667203	3	7886	13860.3304	584	1
2_MACS_peak_4441_lociStitched	chr11	117876061	117884194	2	7882	12815.1681	585	1
5_MACS_peak_17040_lociStitched	chr4	76932359	76950177	5	7875	8620.3484	586	1
1_MACS_peak_2739_lociStitched	chr10	45453645	45461514	1	7870	14196.4629	587	1
1_MACS_peak_16118_lociStitched	chr3	126626800	126634658	1	7859	21775.3038	588	1
2_MACS_peak_12883_lociStitched	chr2	109826688	109835862	2	7851	12826.1694	589	1
4_MACS_peak_3589_lociStitched	chr11	12695234	12703515	4	7850	9731.0031	590	1
5_MACS_peak_4882_lociStitched	chr12	32038547	32051631	5	7845	12275.4088	591	1
1_MACS_peak_21178_lociStitched	chr7	104650873	104658716	1	7844	31835.5213	592	1
4_MACS_peak_19138_lociStitched	chr6	26382195	26390357	4	7836	11647.9902	593	1
1_MACS_peak_15570_lociStitched	chr3	45634334	45642168	1	7835	16941.025	594	1
3_MACS_peak_13679_lociStitched	chr2	240178852	240190648	3	7832	13249.2672	595	1
1_MACS_peak_18812_lociStitched	chr5	180667910	180675723	1	7814	20240.3578	596	1
4_MACS_peak_5521_lociStitched	chr12	112443023	112453708	4	7813	18800.2575	597	1
3_MACS_peak_17373_lociStitched	chr4	144274979	144282980	3	7812	7398.5247	598	1
2_MACS_peak_15591_lociStitched	chr3	46245858	46256682	2	7804	15733.7664	599	1
2_MACS_peak_23159_lociStitched	chr9	126977720	126986343	2	7791	18350.6063	600	1
1_MACS_peak_1322_lociStitched	chr1	143911427	143919216	1	7790	26396.1421	601	1
3_MACS_peak_18472_lociStitched	chr5	141695255	141705376	3	7783	14001.3914	602	1
2_MACS_peak_10130_lociStitched	chr17	79875198	79886694	2	7783	33369.4392	603	1
4_MACS_peak_11323_lociStitched	chr19	23940268	23950567	4	7781	10821.1593	604	1
3_MACS_peak_14609_lociStitched	chr21	46522655	46533094	3	7779	13474.6612	605	1
1_MACS_peak_19306_lociStitched	chr6	31701298	31709069	1	7772	28354.0477	606	1
3_MACS_peak_8766_lociStitched	chr16	87807483	87815773	3	7764	12592.51	607	1
5_MACS_peak_21182_lociStitched	chr7	104938310	104950833	5	7759	8203.8173	608	1
2_MACS_peak_6520_lociStitched	chr14	65671091	65678994	2	7756	9328.7012	609	1
