REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_17829_lociStitched	chr5	43007218	43021862	2	10543	50865.934	199	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	199	1
2_MACS_peak_22300_lociStitched	chr8	128800642	128816656	2	11666	37564.0398	202	1	PVT1,MIR1204		MIR1204	202	1
1_MACS_peak_18823_lociStitched	chr6	218141	230195	1	12055	29067.0156	204	1			DUSP22	204	1
2_MACS_peak_20466_lociStitched	chr7	23506320	23518533	2	11351	39531.0384	205	1	IGF2BP3	RPS2P32	IGF2BP3	205	1
6_MACS_peak_2340_lociStitched	chr1	234622927	234646073	6	12425	20322.188	207	1		TARBP1	TARBP1	207	1
1_MACS_peak_5451_lociStitched	chr12	108953435	108965506	1	12072	27165.7855	208	1	ISCU,SART3	FICD,TMEM119	ISCU	208	1
1_MACS_peak_1431_lociStitched	chr1	150532083	150541898	1	9816	53927.536	209	1	ADAMTSL4	MIR4257,MCL1	MIR4257	209	1
3_MACS_peak_7060_lociStitched	chr15	31545572	31560575	3	11598	34488.8964	210	1			KLF13	210	1
4_MACS_peak_12065_lociStitched	chr2	8651678	8666810	4	12223	22993.074	211	1			ID2	211	1
5_MACS_peak_21131_lociStitched	chr7	101916580	101935833	5	11739	31798.2548	212	1	CUX1,SH2B2	MIR4285	SH2B2	212	1
5_MACS_peak_10713_lociStitched	chr19	2049051	2062885	5	11082	40151.8016	213	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	213	1
4_MACS_peak_16606_lociStitched	chr3	195265724	195279232	4	12202	20736.1308	215	1	PPP1R2	APOD	PPP1R2	215	1
2_MACS_peak_10016_lociStitched	chr17	76163926	76177580	2	11541	33546.5126	216	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	216	1
3_MACS_peak_23121_lociStitched	chr9	123686410	123699309	3	11628	30497.1057	219	1	TRAF1	PHF19,TRAF1	TRAF1	219	1
1_MACS_peak_4018_lociStitched	chr11	65335473	65345785	1	10313	46896.9136	220	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	220	1
7_MACS_peak_8162_lociStitched	chr16	21511942	21532415	7	11625	29284.5792	223	1	LOC100271836,SLC7A5P2		LOC100271836	223	1
2_MACS_peak_8077_lociStitched	chr16	11770800	11784576	2	12048	19913.208	224	1	SNN,TXNDC11		SNN	224	1
3_MACS_peak_18320_lociStitched	chr5	131823193	131837578	3	11589	29447.5335	225	1	IRF1	IL5	IRF1	225	1
1_MACS_peak_21524_lociStitched	chr7	156799719	156810770	1	11052	37465.1002	226	1	MNX1		MNX1	226	1
1_MACS_peak_4941_lociStitched	chr12	46776019	46787259	1	11241	34758.576	227	1		SLC38A2	SLC38A2	227	1
3_MACS_peak_7527_lociStitched	chr15	75068871	75083731	3	11620	28630.762	228	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	228	1
4_MACS_peak_1549_lociStitched	chr1	155096106	155113453	4	11344	32340.0121	229	1	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	229	1
3_MACS_peak_23114_lociStitched	chr9	123630349	123646227	3	10842	37892.847	231	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	231	1
4_MACS_peak_13308_lociStitched	chr2	197030747	197048638	4	11869	19306.1781	233	1	STK17B		STK17B	233	1
3_MACS_peak_9303_lociStitched	chr17	33405311	33417305	3	11698	22208.0904	234	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	234	1
5_MACS_peak_9393_lociStitched	chr17	38253847	38270746	5	11778	19717.7532	235	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	235	1
2_MACS_peak_10237_lociStitched	chr18	9060245	9074386	2	11419	27070.1163	236	1		NDUFV2	NDUFV2	236	1
4_MACS_peak_20672_lociStitched	chr7	45438184	45451231	4	11695	21033.0687	237	1			ADCY1	237	1
4_MACS_peak_8405_lociStitched	chr16	50298820	50318816	4	11587	22925.414	238	1		ADCY7	ADCY7	238	1
4_MACS_peak_847_lociStitched	chr1	46786301	46807311	4	11579	22035.288	239	1	NSUN4	UQCRH,LRRC41	NSUN4	239	1
6_MACS_peak_8261_lociStitched	chr16	29605148	29625679	6	11662	19888.3797	240	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	240	1
3_MACS_peak_11189_lociStitched	chr19	16694141	16706613	3	11180	28121.8656	241	1	MED26	CHERP,SLC35E1	SLC35E1	241	1
1_MACS_peak_1533_lociStitched	chr1	154907661	154918112	1	10452	38007.1517	242	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	242	1
2_MACS_peak_11608_lociStitched	chr19	44256795	44271966	2	10821	32890.728	243	1	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	243	1
1_MACS_peak_8673_lociStitched	chr16	79872762	79884096	1	11335	23504.4492	244	1			MAF	244	1
3_MACS_peak_1536_lociStitched	chr1	154942344	154957635	3	10731	33257.925	246	1	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	246	1
3_MACS_peak_15608_lociStitched	chr3	46453689	46466482	3	11406	20760.4804	247	1		CCR5,CCRL2,LTF	CCRL2	247	1
4_MACS_peak_15292_lociStitched	chr3	5017641	5029244	4	11067	27471.2628	248	1	BHLHE40		BHLHE40	248	1
2_MACS_peak_15051_lociStitched	chr22	39832742	39846032	2	11170	25013.109	249	1	TAB1	TAB1,MGAT3	MGAT3	249	1
3_MACS_peak_19752_lociStitched	chr6	90057536	90069844	3	11410	19569.72	250	1	UBE2J1	GABRR2	UBE2J1	250	1
2_MACS_peak_8500_lociStitched	chr16	66549324	66560253	2	10291	38052.5922	251	1	TK2	CKLF,CMTM1	TK2	251	1
1_MACS_peak_10557_lociStitched	chr18	60977473	60988402	1	10930	28642.7232	252	1	BCL2	KDSR	BCL2	252	1
4_MACS_peak_15058_lociStitched	chr22	39914801	39929443	4	10812	30443.6464	253	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	253	1
4_MACS_peak_7733_lociStitched	chr15	93346531	93364473	4	11122	24185.816	254	1		ASB9P1	ASB9P1	254	1
3_MACS_peak_22134_lociStitched	chr8	103538561	103550810	3	11303	19767.4362	256	1		ODF1	ODF1	256	1
2_MACS_peak_19689_lociStitched	chr6	74224957	74234531	2	9467	45469.7982	257	1	EEF1A1		EEF1A1	257	1
2_MACS_peak_14815_lociStitched	chr22	29187031	29199813	2	10836	28647.0184	258	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	258	1
4_MACS_peak_15469_lociStitched	chr3	32461036	32481483	4	11203	19477.8122	260	1	CMTM7		CMTM7	260	1
4_MACS_peak_4014_lociStitched	chr11	65306962	65326880	4	10781	28004.708	261	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	261	1
2_MACS_peak_8089_lociStitched	chr16	12056512	12071780	2	10972	24153.976	264	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	264	1
3_MACS_peak_8036_lociStitched	chr16	10961777	10976550	3	10983	23846.5766	265	1	CIITA	FAM18A	CIITA	265	1
4_MACS_peak_18105_lociStitched	chr5	87954905	87972786	4	10562	30805.3868	266	1	LOC645323,MIR9-2		MIR9-2	266	1
2_MACS_peak_9647_lociStitched	chr17	47814779	47827527	2	11105	20488.5856	268	1	FAM117A	MYST2,SLC35B1	FAM117A	268	1
3_MACS_peak_12123_lociStitched	chr2	11883481	11895179	3	10788	25920.4284	270	1	LPIN1		LPIN1	270	1
1_MACS_peak_21679_lociStitched	chr8	23074916	23085904	1	10989	21236.5076	271	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	271	1
1_MACS_peak_18830_lociStitched	chr6	390705	400900	1	10196	34311.2725	272	1	IRF4		IRF4	272	1
2_MACS_peak_21314_lociStitched	chr7	128572260	128582380	2	10098	35073.896	273	1	IRF5	KCP	IRF5	273	1
4_MACS_peak_18497_lociStitched	chr5	142774207	142785757	4	10526	28790.685	274	1	NR3C1		NR3C1	274	1
2_MACS_peak_399_lociStitched	chr1	23850554	23861150	2	10169	33886.008	276	1	E2F2	ASAP3,ID3	E2F2	276	1
6_MACS_peak_6615_lociStitched	chr14	74224102	74241641	6	10855	21825.5316	277	1	C14orf43	PNMA1	C14orf43	277	1
2_MACS_peak_1948_lociStitched	chr1	200985734	200996574	2	9519	40923.168	278	1	KIF21B		KIF21B	278	1
4_MACS_peak_11744_lociStitched	chr19	48823482	48837806	4	10716	24178.912	279	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	279	1
3_MACS_peak_3879_lociStitched	chr11	61730274	61742859	3	10594	26414.6565	280	1	BEST1,FTH1	RAB3IL1	FTH1	280	1
4_MACS_peak_13729_lociStitched	chr20	379899	391300	4	10483	27656.5458	282	1	RBCK1	TRIB3	RBCK1	282	1
1_MACS_peak_18200_lociStitched	chr5	109023721	109034285	1	10565	25530.0188	283	1	MAN2A1		MAN2A1	283	1
4_MACS_peak_19504_lociStitched	chr6	42737690	42752154	4	10274	29525.3632	284	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	284	1
2_MACS_peak_4381_lociStitched	chr11	111240868	111251859	2	10708	21496.1978	285	1	POU2AF1		POU2AF1	285	1
5_MACS_peak_10045_lociStitched	chr17	76767507	76780541	5	10545	24344.9052	286	1	CYTH1		CYTH1	286	1
3_MACS_peak_2255_lociStitched	chr1	226838618	226851866	3	10546	23908.6656	287	1	ITPKB		ITPKB	287	1
4_MACS_peak_10124_lociStitched	chr17	79816622	79831235	4	9838	34615.2744	288	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	288	1
2_MACS_peak_14911_lociStitched	chr22	36645322	36656069	2	10623	22041.0223	289	1	APOL1	APOL4,APOL2	APOL1	289	1
4_MACS_peak_1606_lociStitched	chr1	156181992	156198890	4	10564	22874.8226	291	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	291	1
1_MACS_peak_15035_lociStitched	chr22	39539605	39549493	1	9889	33236.5344	292	1	CBX7	APOBEC3H	CBX7	292	1
1_MACS_peak_15360_lociStitched	chr3	13052043	13062042	1	10000	31090.8906	294	1	IQSEC1	IQSEC1	IQSEC1	294	1
2_MACS_peak_18177_lociStitched	chr5	100232493	100243184	2	10098	29410.941	296	1	ST8SIA4		ST8SIA4	296	1
1_MACS_peak_10230_lociStitched	chr18	7566340	7576956	1	10617	19365.7072	298	1	PTPRM		PTPRM	298	1
4_MACS_peak_18059_lociStitched	chr5	78523382	78537944	4	10092	29170.5984	299	1	JMY		JMY	299	1
3_MACS_peak_5179_lociStitched	chr12	57846052	57856662	3	10410	23621.043	300	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	300	1
4_MACS_peak_24277_lociStitched	chrX	153596357	153608846	4	10354	24594.5877	301	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	301	1
3_MACS_peak_18570_lociStitched	chr5	151122772	151138926	3	10511	20375.0402	304	1	ATOX1	G3BP1	ATOX1	304	1
2_MACS_peak_9015_lociStitched	chr17	7737081	7748805	2	10299	24690.744	306	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	306	1
1_MACS_peak_14137_lociStitched	chr20	45979769	45990150	1	10382	22804.9808	308	1	ZMYND8	LOC100131496	ZMYND8	308	1
3_MACS_peak_572_lociStitched	chr1	31943808	31957937	3	10491	19786.2516	309	1		LOC149086,LOC284551	LOC149086	309	1
4_MACS_peak_2591_lociStitched	chr10	21805487	21824580	4	10109	27052.8717	310	1	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	310	1
5_MACS_peak_10063_lociStitched	chr17	77769699	77787969	5	10464	20051.325	311	1	CBX8	CBX2,CBX4	CBX8	311	1
1_MACS_peak_24266_lociStitched	chrX	153230922	153240757	1	9836	30825.8405	313	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	313	1
2_MACS_peak_2287_lociStitched	chr1	228643220	228654266	2	10245	24131.0916	314	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	314	1
4_MACS_peak_4647_lociStitched	chr12	4377542	4390042	4	10115	26376.25	315	1	CCND2	C12orf5	CCND2	315	1
2_MACS_peak_817_lociStitched	chr1	45265068	45278889	2	9997	28269.4734	316	1	PLK3,BTBD19,TCTEX1D4	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	TCTEX1D4	316	1
1_MACS_peak_1991_lociStitched	chr1	203288734	203298216	1	9483	33910.4766	321	1		BTG2,LOC730227,FMOD	BTG2	321	1
2_MACS_peak_20061_lociStitched	chr6	138186163	138196458	2	10275	20891.6435	322	1	TNFAIP3		TNFAIP3	322	1
3_MACS_peak_1988_lociStitched	chr1	203266238	203278467	3	9873	28147.4893	323	1	BTG2,LOC730227	FMOD	LOC730227	323	1
2_MACS_peak_9349_lociStitched	chr17	36852111	36863611	2	8699	41396.55	324	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	324	1
3_MACS_peak_2363_lociStitched	chr1	235090291	235108018	3	9964	25665.1506	325	1			SNORA14B	325	1
2_MACS_peak_4001_lociStitched	chr11	65147461	65157478	2	9907	26211.4839	327	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	327	1
3_MACS_peak_16910_lociStitched	chr4	38664424	38677424	3	10244	19403.8	328	1	KLF3,FLJ13197		FLJ13197	328	1
2_MACS_peak_7402_lociStitched	chr15	66079547	66090771	2	10174	20269.4216	329	1	DENND4A		DENND4A	329	1
2_MACS_peak_8290_lociStitched	chr16	30193937	30206406	2	8727	40015.5148	331	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,BOLA2B		CORO1A	331	1
1_MACS_peak_5160_lociStitched	chr12	57074578	57084499	1	9922	24674.5191	332	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	332	1
2_MACS_peak_17080_lociStitched	chr4	79686284	79700784	2	10172	19605.45	333	1	BMP2K		BMP2K	333	1
2_MACS_peak_21705_lociStitched	chr8	26428177	26438026	2	9824	25887.1116	335	1	DPYSL2		DPYSL2	335	1
3_MACS_peak_5701_lociStitched	chr12	125398249	125412860	3	10097	20681.8705	336	1	UBC	SCARB1	UBC	336	1
3_MACS_peak_1877_lociStitched	chr1	184711500	184726074	3	10070	21098.7798	337	1	EDEM3		EDEM3	337	1
3_MACS_peak_1495_lociStitched	chr1	153929016	153941257	3	9060	35605.3967	341	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	341	1
2_MACS_peak_5314_lociStitched	chr12	89738278	89749002	2	9735	25815.8852	343	1	DUSP6		DUSP6	343	1
2_MACS_peak_22432_lociStitched	chr8	145149395	145160780	2	9420	30280.6845	345	1	CYC1,MAF1,SHARPIN	EXOSC4,GPAA1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	345	1
4_MACS_peak_4125_lociStitched	chr11	67761481	67778616	4	9313	31701.4635	346	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	346	1
2_MACS_peak_9219_lociStitched	chr17	27218230	27230649	2	9592	27520.504	347	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	347	1
1_MACS_peak_17806_lociStitched	chr5	39072621	39079258	1	6638	53636.2518	348	1	RICTOR		RICTOR	348	1
3_MACS_peak_13408_lociStitched	chr2	204568194	204583229	3	10009	19568.0525	349	1	CD28		CD28	349	1
2_MACS_peak_8461_lociStitched	chr16	57568812	57580360	2	9530	27753.3084	351	1	GPR114,CCDC102A	DOK4	GPR114	351	1
2_MACS_peak_19356_lociStitched	chr6	32934307	32942675	2	8283	41395.6592	352	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	352	1
3_MACS_peak_13378_lociStitched	chr2	202117499	202128324	3	9898	20082.54	353	1	CASP8		CASP8	353	1
3_MACS_peak_472_lociStitched	chr1	26436563	26454145	3	9608	25377.8588	354	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	354	1
2_MACS_peak_12590_lociStitched	chr2	70309727	70323266	2	9171	31520.1459	355	1	PCBP1,LOC400960	LOC100133985	PCBP1	355	1
3_MACS_peak_22146_lociStitched	chr8	103816293	103827142	3	9471	27162.6413	356	1		AZIN1	AZIN1	356	1
2_MACS_peak_8444_lociStitched	chr16	56963414	56973129	2	9129	31437.74	357	1	HERPUD1	CETP	HERPUD1	357	1
5_MACS_peak_3325_lociStitched	chr10	125838908	125855224	5	9670	22977.8228	358	1	CHST15		CHST15	358	1
4_MACS_peak_4006_lociStitched	chr11	65236364	65247894	4	9419	27157.762	359	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	359	1
1_MACS_peak_1351_lociStitched	chr1	145448253	145457812	1	9560	24035.1496	364	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	364	1
2_MACS_peak_9655_lociStitched	chr17	48224291	48233563	2	9272	28128.4664	366	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	366	1
2_MACS_peak_11944_lociStitched	chr19	55762902	55772264	2	8984	31215.7166	370	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	370	1
2_MACS_peak_5155_lociStitched	chr12	57022099	57031424	2	9301	26693.745	371	1	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	371	1
3_MACS_peak_17618_lociStitched	chr5	996625	1011380	3	9510	22958.78	372	1	NKD2		NKD2	372	1
1_MACS_peak_3825_lociStitched	chr11	58340062	58348750	1	8689	34231.5888	374	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	374	1
1_MACS_peak_10539_lociStitched	chr18	60382473	60392046	1	9574	21304.7115	375	1	PHLPP1		PHLPP1	375	1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	3	9195	27732.7395	376	1	NOTCH1		NOTCH1	376	1
3_MACS_peak_1945_lociStitched	chr1	200856430	200866503	3	9489	22916.075	377	1	C1orf106	GPR25	C1orf106	377	1
1_MACS_peak_10547_lociStitched	chr18	60822103	60831284	1	9182	27721.1114	379	1	BCL2		BCL2	379	1
1_MACS_peak_160_lociStitched	chr1	8932903	8941837	1	8935	30959.8836	380	1	ENO1		ENO1	380	1
3_MACS_peak_6924_lociStitched	chr14	105529388	105543400	3	9552	21057.2336	382	1	GPR132	CDCA4	GPR132	382	1
3_MACS_peak_1837_lociStitched	chr1	181095590	181105456	3	9562	20527.1996	384	1		IER5	IER5	384	1
4_MACS_peak_653_lociStitched	chr1	36614105	36628181	4	9078	28175.9292	385	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	385	1
1_MACS_peak_17906_lociStitched	chr5	56107235	56115737	1	8503	35131.1142	386	1	MAP3K1		MAP3K1	386	1
2_MACS_peak_12706_lociStitched	chr2	86219650	86228975	2	9224	24816.6225	389	1		LOC90784	LOC90784	389	1
2_MACS_peak_18755_lociStitched	chr5	176870540	176883630	2	8972	28496.93	390	1	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	390	1
2_MACS_peak_1848_lociStitched	chr1	182583147	182596208	2	9272	22995.1966	392	1	LOC284648	RNASEL,RGS16,RGS8	LOC284648	392	1
2_MACS_peak_9471_lociStitched	chr17	40825725	40834044	2	8169	37059.4812	395	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	395	1
2_MACS_peak_20736_lociStitched	chr7	55594981	55605972	2	9324	21411.5671	396	1	VOPP1		VOPP1	396	1
1_MACS_peak_17917_lociStitched	chr5	58330303	58338929	1	8627	31572.0226	399	1	PDE4D	PDE4D	PDE4D	399	1
1_MACS_peak_17523_lociStitched	chr4	185201460	185210826	1	9367	20135.0268	400	1			ENPP6	400	1
2_MACS_peak_18401_lociStitched	chr5	138722538	138730828	2	8278	35233.329	402	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	402	1
3_MACS_peak_7827_lociStitched	chr16	685049	700251	3	8637	30670.035	404	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	404	1
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	3	9017	24929.8867	406	1	FOXO3		FOXO3	406	1
3_MACS_peak_13691_lociStitched	chr2	241498727	241509499	3	8779	28230.1804	407	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	407	1
1_MACS_peak_18483_lociStitched	chr5	142430135	142439356	1	9222	20975.0087	410	1	ARHGAP26		ARHGAP26	410	1
3_MACS_peak_18736_lociStitched	chr5	175960226	175971421	3	8730	28112.884	413	1	CDHR2,RNF44	CDHR2	RNF44	413	1
1_MACS_peak_1350_lociStitched	chr1	145434017	145442606	1	8590	29912.9103	414	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	414	1
1_MACS_peak_23251_lociStitched	chr9	131445283	131453241	1	7959	36847.1316	415	1	SET	PKN3,WDR34,ZDHHC12	SET	415	1
1_MACS_peak_4932_lociStitched	chr12	46118652	46127322	1	8671	28311.885	419	1	ARID2,LOC400027		ARID2	419	1
2_MACS_peak_8604_lociStitched	chr16	70461341	70473801	2	8822	26103.7	420	1	ST3GAL2	FUK	ST3GAL2	420	1
2_MACS_peak_15367_lociStitched	chr3	13454950	13464083	2	8764	26608.9955	422	1	NUP210		NUP210	422	1
4_MACS_peak_8360_lociStitched	chr16	31880026	31892404	4	8882	23763.2844	426	1	ZNF267		ZNF267	426	1
2_MACS_peak_19010_lociStitched	chr6	15244786	15257731	2	8785	24524.3025	427	1	JARID2		JARID2	427	1
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	1	8394	29773.3282	431	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	431	1
1_MACS_peak_5558_lociStitched	chr12	116970466	116979352	1	8887	21080.2578	433	1	NCRNA00173	MAP1LC3B2	NCRNA00173	433	1
2_MACS_peak_13106_lociStitched	chr2	157188845	157200376	2	8725	23486.3408	435	1	NR4A2		NR4A2	435	1
3_MACS_peak_11105_lociStitched	chr19	13949269	13961807	3	8541	26278.3942	437	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	437	1
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	2	8261	29672.1348	439	1	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	439	1
3_MACS_peak_22421_lociStitched	chr8	145044716	145053937	3	8734	22519.5262	441	1	PLEC,PARP10	GRINA,SPATC1,PLEC,MIR661	PLEC	441	1
1_MACS_peak_23305_lociStitched	chr9	133319631	133327636	1	8006	32264.1525	442	1	ASS1		ASS1	442	1
2_MACS_peak_9213_lociStitched	chr17	27046088	27056679	2	8526	25643.9883	443	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	443	1
2_MACS_peak_1206_lociStitched	chr1	111735792	111748245	2	8853	20112.8403	444	1	DENND2D	CHI3L2	DENND2D	444	1
4_MACS_peak_10153_lociStitched	chr17	80245427	80257224	4	8637	23829.94	445	1		CSNK1D,CD7,SECTM1	CSNK1D	445	1
1_MACS_peak_2289_lociStitched	chr1	228673416	228680206	1	6791	42602.497	448	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	448	1
1_MACS_peak_12072_lociStitched	chr2	8817950	8826477	1	8528	25088.1394	449	1	ID2		ID2	449	1
1_MACS_peak_15445_lociStitched	chr3	23847005	23855441	1	8437	26409.7416	450	1	UBE2E1		UBE2E1	450	1
1_MACS_peak_337_lociStitched	chr1	17763556	17770495	1	6940	41434.8507	451	1	RCC2		RCC2	451	1
1_MACS_peak_17831_lociStitched	chr5	43036707	43043757	1	7051	40413.42	452	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	452	1
2_MACS_peak_10109_lociStitched	chr17	79476674	79487377	2	8108	30218.8502	455	1	ACTG1	FSCN2,C17orf70	ACTG1	455	1
1_MACS_peak_2417_lociStitched	chr1	246375649	246384324	1	8676	21564.315	459	1	SMYD3		SMYD3	459	1
2_MACS_peak_24264_lociStitched	chrX	153189300	153201528	2	8237	28134.1824	460	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	460	1
2_MACS_peak_10130_lociStitched	chr17	79875198	79886694	2	7783	33369.4392	461	1	LOC92659,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,ARHGDIA,THOC4,PCYT2,PYCR1,MYADML2,NOTUM	MAFG	461	1
1_MACS_peak_7293_lociStitched	chr15	55692879	55701628	1	8750	19471.7744	462	1	FLJ27352,CCPG1	MIR628	CCPG1	462	1
2_MACS_peak_13854_lociStitched	chr20	17945290	17954794	2	8703	19625.76	465	1	C20orf72,SNX5	SNORD17	C20orf72	465	1
1_MACS_peak_21178_lociStitched	chr7	104650873	104658716	1	7844	31835.5213	466	1	MLL5,LOC100216545		MLL5	466	1
1_MACS_peak_11711_lociStitched	chr19	47285559	47292482	1	6924	39849.4803	469	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	469	1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	2	8003	29409.4912	471	1	NFIC		NFIC	471	1
3_MACS_peak_10652_lociStitched	chr19	1018921	1031306	3	8545	21350.5015	473	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	473	1
1_MACS_peak_22331_lociStitched	chr8	134578630	134586173	1	7544	33840.9152	475	1	ST3GAL1		ST3GAL1	475	1
1_MACS_peak_16315_lociStitched	chr3	150477517	150485131	1	7615	32677.7652	477	1	SIAH2		SIAH2	477	1
2_MACS_peak_2088_lociStitched	chr1	209274972	209283713	2	8560	19409.3905	480	1			LOC642587	480	1
2_MACS_peak_17911_lociStitched	chr5	56467302	56475964	2	8413	21632.4788	483	1	GPBP1	GPBP1	GPBP1	483	1
2_MACS_peak_15176_lociStitched	chr22	46446639	46455125	2	8033	27242.6058	484	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	484	1
1_MACS_peak_16309_lociStitched	chr3	150124365	150131476	1	7112	36748.2258	487	1	TSC22D2		TSC22D2	487	1
1_MACS_peak_22865_lociStitched	chr9	93921596	93929714	1	8119	25724.3184	489	1			LOC100129316	489	1
2_MACS_peak_19259_lociStitched	chr6	30649367	30659211	2	8140	25285.2984	491	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	491	1
2_MACS_peak_20188_lociStitched	chr6	157097480	157105109	2	7577	32023.4904	493	1	ARID1B		ARID1B	493	1
3_MACS_peak_22766_lociStitched	chr9	73025702	73036506	3	8347	21826.2408	494	1	KLF9		KLF9	494	1
2_MACS_peak_11632_lociStitched	chr19	45221695	45230057	2	8141	24914.579	495	1		CEACAM19,CEACAM16,BCL3	CEACAM16	495	1
