REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_19192_lociStitched	chr6	27791058	27808320	4	12926	28093.905	165	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.4595	165	1
5_MACS_peak_5619_lociStitched	chr12	121565931	121583876	5	12880	24830.4965	166	1	P2RX7		P2RX7	P2RX7	0.4574	166	1
3_MACS_peak_12887_lociStitched	chr2	110086076	110100590	3	12864	15892.83	167	1	SH3RF3		MIR4266	MIR4266	NONE	167	1
2_MACS_peak_11348_lociStitched	chr19	29091584	29106326	2	12856	33888.9096	168	1			LOC148145	LOC148145	NONE	168	1
8_MACS_peak_4759_lociStitched	chr12	11974287	11990770	8	12837	14167.1385	169	1	ETV6		ETV6	ETV6	0.3121	169	1
3_MACS_peak_8939_lociStitched	chr17	4837593	4856637	3	12836	37191.0276	170	1	GP1BA,RNF167,ENO3,SLC25A11,PFN1	C17orf107,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	RNF167	RNF167	1.874	170	1
5_MACS_peak_17770_lociStitched	chr5	32530164	32543479	5	12829	16485.3015	171	1		SUB1	SUB1	SUB1	0.4578	171	1
1_MACS_peak_9597_lociStitched	chr17	46123831	46136641	1	12811	49869.33	172	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	2.2359	172	1
3_MACS_peak_18601_lociStitched	chr5	156306757	156322069	3	12805	22416.768	173	1		PPP1R2P3,LOC100286948	LOC100286948	LOC100286948	0.9938	173	1
3_MACS_peak_13895_lociStitched	chr20	25261619	25282492	3	12785	30553.8974	174	1	PYGB,ABHD12		PYGB	PYGB	0.6721	174	1
1_MACS_peak_10493_lociStitched	chr18	52979421	52992201	1	12781	20697.21	175	1	TCF4		TCF4	TCF4	0.1769	175	1
3_MACS_peak_5197_lociStitched	chr12	58227276	58241321	3	12762	34113.9005	176	1	CTDSP2	AVIL,MIR26A2	CTDSP2	CTDSP2	0.9943	176	1
4_MACS_peak_10981_lociStitched	chr19	10521832	10536536	4	12744	27689.1024	177	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	PDE4A	0.4684	177	1
4_MACS_peak_11339_lociStitched	chr19	29018036	29034712	4	12740	13495.8868	178	1			LOC148145	LOC148145	NONE	178	1
3_MACS_peak_10701_lociStitched	chr19	1847348	1865605	3	12695	43148.5938	179	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	2.0539	179	1
2_MACS_peak_18249_lociStitched	chr5	118663585	118678724	2	12688	18914.6666	180	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2732	180	1
3_MACS_peak_18552_lociStitched	chr5	150459327	150475739	3	12667	33244.1472	181	1	TNIP1	ANXA6	TNIP1	TNIP1	0.5321	181	1
2_MACS_peak_16439_lociStitched	chr3	176908510	176921446	2	12607	59848.404	182	1	TBL1XR1		TBL1XR1	TBL1XR1	0.6271	182	1
3_MACS_peak_9426_lociStitched	chr17	39821046	39836172	3	12592	36612.483	183	1		EIF1,GAST,KRT17,KRT42P	EIF1	EIF1	0.9413	183	1
3_MACS_peak_1419_lociStitched	chr1	150120629	150138989	3	12576	37518.66	184	1	PLEKHO1		PLEKHO1	PLEKHO1	1.8206	184	1
5_MACS_peak_15584_lociStitched	chr3	46132387	46153715	5	12510	18118.136	185	1			XCR1	XCR1	NONE	185	1
12_MACS_peak_10583_lociStitched	chr18	68988208	69006563	12	12447	8371.7155	186	1				NONE	NONE	186	1
9_MACS_peak_6111_lociStitched	chr13	104546854	104564969	9	12443	9430.669	187	1			SLC10A2	SLC10A2	NONE	187	1
6_MACS_peak_2340_lociStitched	chr1	234622927	234646073	6	12425	20322.188	188	1		TARBP1	TARBP1	TARBP1	0.241	188	1
5_MACS_peak_19856_lociStitched	chr6	108908188	108921289	5	12377	10575.1272	189	1	FOXO3		FOXO3	FOXO3	0.4538	189	1
3_MACS_peak_18798_lociStitched	chr5	180228843	180247866	3	12365	32261.1057	190	1	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	0.8003	190	1
2_MACS_peak_1266_lociStitched	chr1	118147839	118160180	2	12330	17411.9169	191	1	FAM46C		FAM46C	FAM46C	1.033	191	1
1_MACS_peak_16438_lociStitched	chr3	176858787	176871107	1	12321	28241.136	192	1	TBL1XR1		TBL1XR1	TBL1XR1	0.6271	192	1
3_MACS_peak_8674_lociStitched	chr16	79902394	79915665	3	12263	32455.5576	193	1			MAF	MAF	1.4012	193	1
3_MACS_peak_22296_lociStitched	chr8	128740131	128754776	3	12258	36211.227	194	1	MYC		MYC	MYC	2.2641	194	1
5_MACS_peak_10644_lociStitched	chr19	908741	927779	5	12230	43507.5414	195	1	KISS1R,ARID3A,C19orf22	CFD,MED16	KISS1R	KISS1R	2.4942	195	1
4_MACS_peak_12065_lociStitched	chr2	8651678	8666810	4	12223	22993.074	196	1			ID2	ID2	2.0418	196	1
4_MACS_peak_15028_lociStitched	chr22	39459351	39474822	4	12219	16258.4739	197	1	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3G	0.6576	197	1
2_MACS_peak_1582_lociStitched	chr1	155903012	155918935	2	12205	34404.8261	198	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	2.3979	198	1
4_MACS_peak_16606_lociStitched	chr3	195265724	195279232	4	12202	20736.1308	199	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.4731	199	1
5_MACS_peak_23615_lociStitched	chrX	13670528	13688753	5	12104	14432.3775	200	1	TCEANC	RAB9A	TCEANC	TCEANC	0.6537	200	1
1_MACS_peak_5451_lociStitched	chr12	108953435	108965506	1	12072	27165.7855	201	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.6566	201	1
6_MACS_peak_16383_lociStitched	chr3	166783871	166802889	6	12064	13169.965	202	1			ZBBX	ZBBX	NONE	202	1
1_MACS_peak_18823_lociStitched	chr6	218141	230195	1	12055	29067.0156	203	1			DUSP22	DUSP22	2.5724	203	1
2_MACS_peak_8077_lociStitched	chr16	11770800	11784576	2	12048	19913.208	204	1	SNN,TXNDC11		SNN	SNN	0.9844	204	1
4_MACS_peak_24_lociStitched	chr1	1071300	1085997	4	12014	44501.0463	205	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	MIR429	0.294	205	1
2_MACS_peak_16312_lociStitched	chr3	150314272	150329455	2	11995	34611.1668	206	1	SELT	EIF2A,SERP1	SELT	SERP1	1.5593	206	1
3_MACS_peak_23218_lociStitched	chr9	130531826	130549740	3	11909	56006.3296	207	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.5533	207	1
4_MACS_peak_13308_lociStitched	chr2	197030747	197048638	4	11869	19306.1781	208	1	STK17B		STK17B	STK17B	0.3769	208	1
3_MACS_peak_20356_lociStitched	chr7	5458840	5476171	3	11789	41103.9327	209	1	TNRC18		TNRC18	TNRC18	0.4615	209	1
5_MACS_peak_9393_lociStitched	chr17	38253847	38270746	5	11778	19717.7532	210	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	MSL1	1.1005	210	1
5_MACS_peak_21131_lociStitched	chr7	101916580	101935833	5	11739	31798.2548	211	1	CUX1,SH2B2	MIR4285	SH2B2	MIR4285	1.5144	211	1
3_MACS_peak_9303_lociStitched	chr17	33405311	33417305	3	11698	22208.0904	212	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	RFFL	0.4933	212	1
4_MACS_peak_20672_lociStitched	chr7	45438184	45451231	4	11695	21033.0687	213	1			ADCY1	ADCY1	NONE	213	1
2_MACS_peak_22300_lociStitched	chr8	128800642	128816656	2	11666	37564.0398	214	1	PVT1,MIR1204		MIR1204	MIR1204	3.1175	214	1
6_MACS_peak_8261_lociStitched	chr16	29605148	29625679	6	11662	19888.3797	215	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	0.9246	215	1
3_MACS_peak_23121_lociStitched	chr9	123686410	123699309	3	11628	30497.1057	216	1	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.234	216	1
7_MACS_peak_8162_lociStitched	chr16	21511942	21532415	7	11625	29284.5792	217	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.2852	217	1
3_MACS_peak_7527_lociStitched	chr15	75068871	75083731	3	11620	28630.762	218	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	0.9865	218	1
3_MACS_peak_7060_lociStitched	chr15	31545572	31560575	3	11598	34488.8964	219	1			KLF13	KLF13	1.0072	219	1
3_MACS_peak_18320_lociStitched	chr5	131823193	131837578	3	11589	29447.5335	220	1	IRF1	IL5	IRF1	IRF1	1.1165	220	1
4_MACS_peak_8405_lociStitched	chr16	50298820	50318816	4	11587	22925.414	221	1		ADCY7	ADCY7	ADCY7	0.1888	221	1
4_MACS_peak_847_lociStitched	chr1	46786301	46807311	4	11579	22035.288	222	1	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.7098	222	1
3_MACS_peak_11909_lociStitched	chr19	54703796	54715575	3	11549	18018.3363	223	1	RPS9	TSEN34,LENG1,TMC4,MBOAT7,LILRB3,LILRA6,LILRB5	RPS9	TSEN34	1.1737	223	1
2_MACS_peak_10016_lociStitched	chr17	76163926	76177580	2	11541	33546.5126	224	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.6236	224	1
3_MACS_peak_23606_lociStitched	chrX	13015031	13027675	3	11499	13956.4472	225	1		TMSB4X,FAM9C	TMSB4X	TMSB4X	1.1116	225	1
2_MACS_peak_16632_lociStitched	chr3	196358035	196371276	2	11474	43637.0396	226	1	LRRC33		LRRC33	LRRC33	0.9683	226	1
4_MACS_peak_17525_lociStitched	chr4	185264162	185276845	4	11449	11207.9671	227	1			IRF2	IRF2	0.6713	227	1
5_MACS_peak_6492_lociStitched	chr14	63934191	63947879	5	11420	12283.6112	228	1	PPP2R5E		PPP2R5E	PPP2R5E	0.1556	228	1
2_MACS_peak_10237_lociStitched	chr18	9060245	9074386	2	11419	27070.1163	229	1		NDUFV2	NDUFV2	NDUFV2	0.7423	229	1
3_MACS_peak_19752_lociStitched	chr6	90057536	90069844	3	11410	19569.72	230	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.5438	230	1
3_MACS_peak_15608_lociStitched	chr3	46453689	46466482	3	11406	20760.4804	231	1		CCR5,CCRL2,LTF	CCRL2	CCR5	0.5116	231	1
6_MACS_peak_20547_lociStitched	chr7	32766788	32780872	6	11406	15881.1184	232	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	1.2871	232	1
4_MACS_peak_12988_lociStitched	chr2	122572591	122587688	4	11395	11632.2385	233	1			TSN	TSN	NONE	233	1
3_MACS_peak_5640_lociStitched	chr12	122231613	122250603	3	11353	53027.676	234	1	SETD1B,LOC338799	RHOF,HPD	LOC338799	LOC338799	2.8418	234	1
2_MACS_peak_20466_lociStitched	chr7	23506320	23518533	2	11351	39531.0384	235	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.2994	235	1
4_MACS_peak_1549_lociStitched	chr1	155096106	155113453	4	11344	32340.0121	236	1	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	SLC50A1	1.5116	236	1
1_MACS_peak_8673_lociStitched	chr16	79872762	79884096	1	11335	23504.4492	237	1			MAF	MAF	1.4012	237	1
3_MACS_peak_22134_lociStitched	chr8	103538561	103550810	3	11303	19767.4362	238	1		ODF1	ODF1	ODF1	0.0857	238	1
2_MACS_peak_6179_lociStitched	chr13	114556684	114568593	2	11287	57196.5452	239	1	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.2043	239	1
6_MACS_peak_11164_lociStitched	chr19	16251858	16272666	6	11265	15990.948	240	1	HSH2D,CIB3	RAB8A,FAM32A,AP1M1	HSH2D	HSH2D	0.5066	240	1
1_MACS_peak_4941_lociStitched	chr12	46776019	46787259	1	11241	34758.576	241	1		SLC38A2	SLC38A2	SLC38A2	0.794	241	1
4_MACS_peak_15469_lociStitched	chr3	32461036	32481483	4	11203	19477.8122	242	1	CMTM7		CMTM7	CMTM7	0.4265	242	1
3_MACS_peak_11189_lociStitched	chr19	16694141	16706613	3	11180	28121.8656	243	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2043	243	1
2_MACS_peak_15051_lociStitched	chr22	39832742	39846032	2	11170	25013.109	244	1	TAB1	TAB1,MGAT3	MGAT3	MGAT3	0.3481	244	1
4_MACS_peak_13127_lociStitched	chr2	160746304	160761859	4	11122	13000.869	245	1	LY75-CD302,LY75		LY75-CD302	LY75-CD302	0.1444	245	1
4_MACS_peak_7733_lociStitched	chr15	93346531	93364473	4	11122	24185.816	246	1		ASB9P1	ASB9P1	ASB9P1	0.12	246	1
2_MACS_peak_9647_lociStitched	chr17	47814779	47827527	2	11105	20488.5856	247	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.5131	247	1
5_MACS_peak_10713_lociStitched	chr19	2049051	2062885	5	11082	40151.8016	248	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MKNK2	1.303	248	1
4_MACS_peak_15292_lociStitched	chr3	5017641	5029244	4	11067	27471.2628	249	1	BHLHE40		BHLHE40	BHLHE40	1.775	249	1
7_MACS_peak_18604_lociStitched	chr5	156339924	156360685	7	11067	17460.001	250	1	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.9938	250	1
1_MACS_peak_21524_lociStitched	chr7	156799719	156810770	1	11052	37465.1002	251	1	MNX1		MNX1	MNX1	1.9588	251	1
2_MACS_peak_1624_lociStitched	chr1	156709660	156723304	2	11040	53005.5756	252	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	HDGF	HDGF	2.752	252	1
1_MACS_peak_21679_lociStitched	chr8	23074916	23085904	1	10989	21236.5076	253	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.5333	253	1
3_MACS_peak_8036_lociStitched	chr16	10961777	10976550	3	10983	23846.5766	254	1	CIITA	FAM18A	CIITA	CIITA	0.435	254	1
2_MACS_peak_8089_lociStitched	chr16	12056512	12071780	2	10972	24153.976	255	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	1.5993	255	1
1_MACS_peak_10557_lociStitched	chr18	60977473	60988402	1	10930	28642.7232	256	1	BCL2	KDSR	BCL2	BCL2	0.4514	256	1
4_MACS_peak_12436_lociStitched	chr2	54795633	54809625	4	10916	12338.1456	257	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2997	257	1
7_MACS_peak_2768_lociStitched	chr10	52256375	52273512	7	10880	11231.5898	258	1	SGMS1		SGMS1	SGMS1	0.1292	258	1
6_MACS_peak_6615_lociStitched	chr14	74224102	74241641	6	10855	21825.5316	259	1	C14orf43	PNMA1	C14orf43	C14orf43	0.4831	259	1
4_MACS_peak_12505_lociStitched	chr2	64429146	64443397	4	10845	16133.5571	260	1	LOC150992		LOC150992	LOC150992	0.4086	260	1
3_MACS_peak_23114_lociStitched	chr9	123630349	123646227	3	10842	37892.847	261	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.234	261	1
2_MACS_peak_14815_lociStitched	chr22	29187031	29199813	2	10836	28647.0184	262	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	1.8239	262	1
2_MACS_peak_11608_lociStitched	chr19	44256795	44271966	2	10821	32890.728	263	1	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.6799	263	1
4_MACS_peak_15058_lociStitched	chr22	39914801	39929443	4	10812	30443.6464	264	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	ATF4	1.5277	264	1
3_MACS_peak_12123_lociStitched	chr2	11883481	11895179	3	10788	25920.4284	265	1	LPIN1		LPIN1	LPIN1	0.3635	265	1
4_MACS_peak_4014_lociStitched	chr11	65306962	65326880	4	10781	28004.708	266	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	FAM89B	3.9894	266	1
3_MACS_peak_1536_lociStitched	chr1	154942344	154957635	3	10731	33257.925	267	1	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	ZBTB7B	3.7115	267	1
4_MACS_peak_22229_lociStitched	chr8	120918702	120935412	4	10722	15309.702	268	1	DEPDC6		DEPDC6	DEPDC6	0.3103	268	1
4_MACS_peak_11744_lociStitched	chr19	48823482	48837806	4	10716	24178.912	269	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.5966	269	1
4_MACS_peak_14295_lociStitched	chr20	62358017	62372972	4	10710	17421.0795	270	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	0.9437	270	1
2_MACS_peak_4381_lociStitched	chr11	111240868	111251859	2	10708	21496.1978	271	1	POU2AF1		POU2AF1	POU2AF1	0.6903	271	1
8_MACS_peak_11142_lociStitched	chr19	15392755	15413353	8	10703	10731.558	272	1		EPHX3,BRD4	BRD4	BRD4	0.1003	272	1
2_MACS_peak_19089_lociStitched	chr6	25403255	25414226	2	10688	16494.8985	273	1	LRRC16A		LRRC16A	LRRC16A	0.1674	273	1
4_MACS_peak_15544_lociStitched	chr3	43662704	43674041	4	10687	15604.2468	274	1	ANO10		ANO10	ANO10	0.0931	274	1
2_MACS_peak_14911_lociStitched	chr22	36645322	36656069	2	10623	22041.0223	275	1	APOL1	APOL4,APOL2	APOL1	APOL1	0.959	275	1
1_MACS_peak_10230_lociStitched	chr18	7566340	7576956	1	10617	19365.7072	276	1	PTPRM		PTPRM	PTPRM	0.086	276	1
5_MACS_peak_23031_lociStitched	chr9	112904475	112921044	5	10614	11962.818	277	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.173	277	1
3_MACS_peak_3879_lociStitched	chr11	61730274	61742859	3	10594	26414.6565	278	1	BEST1,FTH1	RAB3IL1	FTH1	FTH1	1.5503	278	1
1_MACS_peak_1539_lociStitched	chr1	154969609	154980183	1	10575	80728.2604	279	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	ZBTB7B	3.7115	279	1
1_MACS_peak_18200_lociStitched	chr5	109023721	109034285	1	10565	25530.0188	280	1	MAN2A1		MAN2A1	MAN2A1	0.2481	280	1
4_MACS_peak_1606_lociStitched	chr1	156181992	156198890	4	10564	22874.8226	281	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	PMF1	0.716	281	1
4_MACS_peak_15716_lociStitched	chr3	50637544	50655919	4	10563	19126.5375	282	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	0.755	282	1
4_MACS_peak_18105_lociStitched	chr5	87954905	87972786	4	10562	30805.3868	283	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.5299	283	1
4_MACS_peak_17253_lociStitched	chr4	113200800	113212657	4	10551	17659.8158	284	1	TIFA	AP1AR,ALPK1	TIFA	TIFA	0.8933	284	1
3_MACS_peak_2255_lociStitched	chr1	226838618	226851866	3	10546	23908.6656	285	1	ITPKB		ITPKB	ITPKB	0.4208	285	1
5_MACS_peak_10045_lociStitched	chr17	76767507	76780541	5	10545	24344.9052	286	1	CYTH1		CYTH1	CYTH1	0.5062	286	1
2_MACS_peak_17829_lociStitched	chr5	43007218	43021862	2	10543	50865.934	287	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	3.6685	287	1
4_MACS_peak_18497_lociStitched	chr5	142774207	142785757	4	10526	28790.685	288	1	NR3C1		NR3C1	NR3C1	0.2972	288	1
4_MACS_peak_19121_lociStitched	chr6	26295400	26314637	4	10526	11832.6787	289	1		HIST1H2BH,HIST1H2BI,HIST1H4G,HIST1H3F,HIST1H3G,HIST1H4H	HIST1H4H	HIST1H2BI	0.9169	289	1
3_MACS_peak_18570_lociStitched	chr5	151122772	151138926	3	10511	20375.0402	290	1	ATOX1	G3BP1	ATOX1	ATOX1	0.8297	290	1
3_MACS_peak_572_lociStitched	chr1	31943808	31957937	3	10491	19786.2516	291	1		LOC149086,LOC284551	LOC149086	LOC149086	0.4734	291	1
4_MACS_peak_13729_lociStitched	chr20	379899	391300	4	10483	27656.5458	292	1	RBCK1	TRIB3	RBCK1	TRIB3	0.9821	292	1
1_MACS_peak_9540_lociStitched	chr17	43298158	43308629	1	10472	54583.2288	293	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.8104	293	1
5_MACS_peak_10063_lociStitched	chr17	77769699	77787969	5	10464	20051.325	294	1	CBX8	CBX2,CBX4	CBX8	CBX4	1.5789	294	1
2_MACS_peak_12560_lociStitched	chr2	68589086	68599684	2	10456	17177.2384	295	1	PLEK	CNRIP1	PLEK	PLEK	0.5973	295	1
1_MACS_peak_1533_lociStitched	chr1	154907661	154918112	1	10452	38007.1517	296	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	MIR4258	2.5307	296	1
7_MACS_peak_12221_lociStitched	chr2	27375338	27389184	7	10434	12608.1676	297	1	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.8316	297	1
3_MACS_peak_1340_lociStitched	chr1	145152552	145164878	3	10412	19148.441	298	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.7462	298	1
3_MACS_peak_5179_lociStitched	chr12	57846052	57856662	3	10410	23621.043	299	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	1.89	299	1
1_MACS_peak_14137_lociStitched	chr20	45979769	45990150	1	10382	22804.9808	300	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2084	300	1
4_MACS_peak_24277_lociStitched	chrX	153596357	153608846	4	10354	24594.5877	301	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	1.2203	301	1
6_MACS_peak_23434_lociStitched	chr9	139580364	139598238	6	10326	14495.814	302	1	AGPAT2	EGFL7,MIR126,FAM69B,LOC100128593,SNORA43,SNORA17,SNHG7,LCN10,LCN6	AGPAT2	SNORA43	0.7973	302	1
1_MACS_peak_4018_lociStitched	chr11	65335473	65345785	1	10313	46896.9136	303	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	3.9894	303	1
3_MACS_peak_22115_lociStitched	chr8	101503401	101515882	3	10308	15923.2598	304	1			ANKRD46	ANKRD46	NONE	304	1
2_MACS_peak_18714_lociStitched	chr5	173311437	173323989	2	10300	14630.6112	305	1	CPEB4		CPEB4	CPEB4	0.3069	305	1
2_MACS_peak_9015_lociStitched	chr17	7737081	7748805	2	10299	24690.744	306	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.168	306	1
2_MACS_peak_8500_lociStitched	chr16	66549324	66560253	2	10291	38052.5922	307	1	TK2	CKLF,CMTM1	TK2	TK2	1.1909	307	1
7_MACS_peak_14441_lociStitched	chr21	36589240	36607952	7	10277	15985.6616	308	1			RUNX1	RUNX1	NONE	308	1
2_MACS_peak_20061_lociStitched	chr6	138186163	138196458	2	10275	20891.6435	309	1	TNFAIP3		TNFAIP3	TNFAIP3	0.8768	309	1
4_MACS_peak_19504_lociStitched	chr6	42737690	42752154	4	10274	29525.3632	310	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.1719	310	1
2_MACS_peak_24064_lociStitched	chrX	106916263	106930954	2	10265	13855.0821	311	1		PRPS1,TSC22D3	TSC22D3	TSC22D3	0.7511	311	1
2_MACS_peak_5324_lociStitched	chr12	92854700	92864957	2	10252	15440.8878	312	1		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.0676	312	1
2_MACS_peak_2287_lociStitched	chr1	228643220	228654266	2	10245	24131.0916	313	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	RNF187	2.3922	313	1
3_MACS_peak_16910_lociStitched	chr4	38664424	38677424	3	10244	19403.8	314	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.3364	314	1
1_MACS_peak_23469_lociStitched	chr9	140060422	140070654	1	10233	94217.2792	315	1	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,TPRN,TMEM203,RNF208	LRRC26	LRRC26	8.2505	315	1
1_MACS_peak_18830_lociStitched	chr6	390705	400900	1	10196	34311.2725	316	1	IRF4		IRF4	IRF4	1.2766	316	1
2_MACS_peak_7402_lociStitched	chr15	66079547	66090771	2	10174	20269.4216	317	1	DENND4A		DENND4A	DENND4A	0.2058	317	1
2_MACS_peak_17080_lociStitched	chr4	79686284	79700784	2	10172	19605.45	318	1	BMP2K		BMP2K	BMP2K	0.1619	318	1
2_MACS_peak_399_lociStitched	chr1	23850554	23861150	2	10169	33886.008	319	1	E2F2	ASAP3,ID3	E2F2	E2F2	1.0709	319	1
3_MACS_peak_13898_lociStitched	chr20	25288837	25300596	3	10148	16005.1749	320	1	ABHD12		PYGB	PYGB	0.6721	320	1
4_MACS_peak_4647_lociStitched	chr12	4377542	4390042	4	10115	26376.25	321	1	CCND2	C12orf5	CCND2	CCND2	0.6885	321	1
5_MACS_peak_21998_lociStitched	chr8	81046595	81060774	5	10115	7971.4338	322	1	TPD52		TPD52	TPD52	0.2477	322	1
4_MACS_peak_2591_lociStitched	chr10	21805487	21824580	4	10109	27052.8717	323	1	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	C10orf140	0.8298	323	1
2_MACS_peak_21314_lociStitched	chr7	128572260	128582380	2	10098	35073.896	324	1	IRF5	KCP	IRF5	IRF5	1.6164	324	1
2_MACS_peak_18177_lociStitched	chr5	100232493	100243184	2	10098	29410.941	325	1	ST8SIA4		ST8SIA4	ST8SIA4	0.4244	325	1
3_MACS_peak_5701_lociStitched	chr12	125398249	125412860	3	10097	20681.8705	326	1	UBC	SCARB1	UBC	UBC	1.2287	326	1
4_MACS_peak_18059_lociStitched	chr5	78523382	78537944	4	10092	29170.5984	327	1	JMY		JMY	JMY	0.3191	327	1
3_MACS_peak_17746_lociStitched	chr5	26875595	26886138	3	10076	7816.5802	328	1	CDH9		CDH9	CDH9	0.0776	328	1
3_MACS_peak_1877_lociStitched	chr1	184711500	184726074	3	10070	21098.7798	329	1	EDEM3		EDEM3	EDEM3	0.3589	329	1
6_MACS_peak_19082_lociStitched	chr6	25366288	25379090	6	10044	9999.6422	330	1	LRRC16A		LRRC16A	LRRC16A	0.1674	330	1
4_MACS_peak_16895_lociStitched	chr4	38307352	38322231	4	10042	11749.9463	331	1			KLF3	KLF3	0.4549	331	1
4_MACS_peak_10038_lociStitched	chr17	76711097	76722172	4	10012	15043.1725	332	1	CYTH1		CYTH1	CYTH1	0.5062	332	1
