#RPMI8226_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226_H3K27ac_ROSE/RPMI8226_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226_jia.bam
#Using cutoff of 19240.8204 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226_jia.bam	enhancerRank	isStretch
1_MACS_peak_13334_lociStitched	chr2	198317021	198319557	1	2537	6546.1768	5349	0
1_MACS_peak_8855_lociStitched	chr17	1131076	1133612	1	2537	2979.5464	5350	0
1_MACS_peak_8820_lociStitched	chr16	89766617	89769153	1	2537	4362.6808	5351	0
1_MACS_peak_7651_lociStitched	chr15	85258287	85260823	1	2537	8519.692	5352	0
1_MACS_peak_4943_lociStitched	chr12	46910091	46912627	1	2537	2055.1744	5353	0
2_MACS_peak_5531_lociStitched	chr12	113344282	113346906	2	2537	2945.9648	5354	0
1_MACS_peak_19569_lociStitched	chr6	44213570	44216105	1	2536	5860.413	5355	0
1_MACS_peak_18512_lociStitched	chr5	147092044	147094579	1	2536	2089.854	5356	0
1_MACS_peak_5478_lociStitched	chr12	110485577	110488112	1	2536	3399.6885	5357	0
2_MACS_peak_9504_lociStitched	chr17	42172555	42175850	2	2536	2611.2875	5358	0
1_MACS_peak_19244_lociStitched	chr6	30180293	30182827	1	2535	10137.267	5359	0
1_MACS_peak_2067_lociStitched	chr1	207094574	207097107	1	2534	4015.5649	5360	0
1_MACS_peak_23954_lociStitched	chrX	64886927	64889459	1	2533	4110.1956	5361	0
1_MACS_peak_23341_lociStitched	chr9	135544564	135547096	1	2533	8874.9132	5362	0
1_MACS_peak_15657_lociStitched	chr3	48699648	48702180	1	2533	7595.4936	5363	0
1_MACS_peak_2271_lociStitched	chr1	227921623	227924155	1	2533	6714.3576	5364	0
2_MACS_peak_3097_lociStitched	chr10	101189250	101191795	2	2533	4855.86	5365	0
1_MACS_peak_16134_lociStitched	chr3	127316074	127318605	1	2532	4625.9087	5366	0
1_MACS_peak_15361_lociStitched	chr3	13080136	13082667	1	2532	3269.7989	5367	0
1_MACS_peak_13399_lociStitched	chr2	203775482	203778013	1	2532	5685.8915	5368	0
1_MACS_peak_12544_lociStitched	chr2	65583853	65586384	1	2532	2438.6185	5369	0
2_MACS_peak_12662_lociStitched	chr2	76026814	76029379	2	2532	1563.8805	5370	0
1_MACS_peak_23376_lociStitched	chr9	137207370	137209900	1	2531	3023.097	5371	0
1_MACS_peak_20453_lociStitched	chr7	22860718	22863248	1	2531	2925.439	5372	0
1_MACS_peak_17281_lociStitched	chr4	121669493	121672023	1	2531	2626.393	5373	0
1_MACS_peak_6028_lociStitched	chr13	52157254	52159784	1	2531	3866.599	5374	0
1_MACS_peak_5210_lociStitched	chr12	62652744	62655274	1	2531	5588.011	5375	0
2_MACS_peak_18958_lociStitched	chr6	11381688	11387324	2	2531	3709.6152	5376	0
1_MACS_peak_18964_lociStitched	chr6	11769900	11772429	1	2530	3781.6137	5377	0
1_MACS_peak_16981_lociStitched	chr4	56261244	56263773	1	2530	5733.7488	5378	0
1_MACS_peak_9522_lociStitched	chr17	42579201	42581730	1	2530	4961.3922	5379	0
1_MACS_peak_269_lociStitched	chr1	14056599	14059128	1	2530	2695.1553	5380	0
2_MACS_peak_7645_lociStitched	chr15	85141099	85144772	2	2530	2979.9049	5381	0
1_MACS_peak_7057_lociStitched	chr15	31506876	31509404	1	2529	7126.9376	5382	0
1_MACS_peak_1891_lociStitched	chr1	186343305	186345833	1	2529	6724.2272	5383	0
2_MACS_peak_6815_lociStitched	chr14	95999616	96002183	2	2529	3955.747	5384	0
2_MACS_peak_22244_lociStitched	chr8	121869697	121874871	2	2529	2829.6606	5385	0
1_MACS_peak_8895_lociStitched	chr17	2496093	2498620	1	2528	7916.0802	5386	0
1_MACS_peak_4409_lociStitched	chr11	114270182	114272709	1	2528	6203.0269	5387	0
1_MACS_peak_200_lociStitched	chr1	10458194	10460721	1	2528	6966.6863	5388	0
1_MACS_peak_24283_lociStitched	chrX	153639068	153641594	1	2527	7822.5168	5389	0
1_MACS_peak_2566_lociStitched	chr10	14919768	14922294	1	2527	6028.299	5390	0
3_MACS_peak_22779_lociStitched	chr9	75746889	75749438	3	2527	1724.3985	5391	0
1_MACS_peak_8602_lociStitched	chr16	70413641	70416166	1	2526	11195.345	5392	0
2_MACS_peak_19496_lociStitched	chr6	42015923	42019421	2	2526	3816.318	5393	0
2_MACS_peak_4186_lociStitched	chr11	72430362	72434181	2	2526	3109.0479	5394	0
1_MACS_peak_18043_lociStitched	chr5	77655229	77657753	1	2525	7726.9736	5395	0
1_MACS_peak_14482_lociStitched	chr21	38638650	38641174	1	2525	7661.8544	5396	0
1_MACS_peak_8249_lociStitched	chr16	28873267	28875791	1	2525	6318.834	5397	0
1_MACS_peak_20418_lociStitched	chr7	16684194	16686717	1	2524	4443.7599	5398	0
1_MACS_peak_11270_lociStitched	chr19	19028828	19031351	1	2524	4135.9539	5399	0
1_MACS_peak_1469_lociStitched	chr1	152019264	152021787	1	2524	8821.4172	5400	0
1_MACS_peak_14557_lociStitched	chr21	44780572	44783094	1	2523	4084.8834	5401	0
2_MACS_peak_3289_lociStitched	chr10	121418990	121424292	2	2523	2005.7466	5402	0
1_MACS_peak_16743_lociStitched	chr4	2963669	2966190	1	2522	4854.1855	5403	0
1_MACS_peak_12390_lociStitched	chr2	46795470	46797991	1	2522	2797.0495	5404	0
1_MACS_peak_10118_lociStitched	chr17	79650025	79652546	1	2522	5276.453	5405	0
1_MACS_peak_17320_lociStitched	chr4	135247980	135250500	1	2521	4067.784	5406	0
1_MACS_peak_14528_lociStitched	chr21	43638624	43641144	1	2521	6540.912	5407	0
1_MACS_peak_7838_lociStitched	chr16	776647	779167	1	2521	5557.608	5408	0
2_MACS_peak_17187_lociStitched	chr4	99849242	99851804	2	2521	5610.78	5409	0
1_MACS_peak_8938_lociStitched	chr17	4735800	4738319	1	2520	3930.3957	5410	0
1_MACS_peak_4929_lociStitched	chr12	45608751	45611270	1	2520	8549.486	5411	0
1_MACS_peak_1613_lociStitched	chr1	156425964	156428483	1	2520	10589.1203	5412	0
1_MACS_peak_20991_lociStitched	chr7	92156275	92158792	1	2518	3883.4793	5413	0
1_MACS_peak_5277_lociStitched	chr12	76352252	76354769	1	2518	2585.9658	5414	0
2_MACS_peak_11275_lociStitched	chr19	19173920	19176513	2	2518	2303.6212	5415	0
1_MACS_peak_21008_lociStitched	chr7	92775816	92778332	1	2517	2562.7976	5416	0
1_MACS_peak_2253_lociStitched	chr1	226821570	226824086	1	2517	1986.6336	5417	0
1_MACS_peak_7252_lociStitched	chr15	51056058	51058573	1	2516	5178.6365	5418	0
1_MACS_peak_4252_lociStitched	chr11	77530391	77532906	1	2516	6446.6995	5419	0
2_MACS_peak_14332_lociStitched	chr21	15035598	15038627	2	2516	1915.5396	5420	0
2_MACS_peak_13331_lociStitched	chr2	198189234	198193155	2	2516	2031.8622	5421	0
1_MACS_peak_16634_lociStitched	chr3	196437686	196440200	1	2515	9934.071	5422	0
1_MACS_peak_15510_lociStitched	chr3	39296596	39299110	1	2515	2137.1514	5423	0
1_MACS_peak_2339_lociStitched	chr1	234613077	234615591	1	2515	14292.09	5424	0
2_MACS_peak_9073_lociStitched	chr17	16117999	16120904	2	2515	3750.355	5425	0
1_MACS_peak_18464_lociStitched	chr5	141348166	141350679	1	2514	5767.5863	5426	0
1_MACS_peak_21579_lociStitched	chr8	10871696	10874208	1	2513	3576.8368	5427	0
1_MACS_peak_20087_lociStitched	chr6	139656166	139658677	1	2512	2567.2464	5428	0
1_MACS_peak_13886_lociStitched	chr20	24441929	24444440	1	2512	2287.0188	5429	0
1_MACS_peak_2997_lociStitched	chr10	89850514	89853025	1	2512	2124.306	5430	0
1_MACS_peak_16119_lociStitched	chr3	126700654	126703164	1	2511	5586.507	5431	0
1_MACS_peak_11565_lociStitched	chr19	42386590	42389100	1	2511	7103.3	5432	0
1_MACS_peak_2536_lociStitched	chr10	12390411	12392921	1	2511	6998.131	5433	0
1_MACS_peak_23194_lociStitched	chr9	129566674	129569183	1	2510	6570.8201	5434	0
1_MACS_peak_15560_lociStitched	chr3	45016151	45018660	1	2510	4635.3775	5435	0
1_MACS_peak_14989_lociStitched	chr22	38597486	38599995	1	2510	3709.5565	5436	0
1_MACS_peak_6552_lociStitched	chr14	68758307	68760816	1	2510	1870.9613	5437	0
1_MACS_peak_20263_lociStitched	chr6	167411309	167413817	1	2509	6385.6188	5438	0
1_MACS_peak_18777_lociStitched	chr5	178052095	178054603	1	2509	4459.7256	5439	0
1_MACS_peak_18379_lociStitched	chr5	137367111	137369619	1	2509	6802.1976	5440	0
1_MACS_peak_12808_lociStitched	chr2	97522162	97524670	1	2509	6863.142	5441	0
2_MACS_peak_7917_lociStitched	chr16	2953774	2956683	2	2509	6062.6469	5442	0
1_MACS_peak_12074_lociStitched	chr2	9345890	9348397	1	2508	3599.2999	5443	0
1_MACS_peak_9915_lociStitched	chr17	73256515	73259022	1	2508	8459.1194	5444	0
1_MACS_peak_7406_lociStitched	chr15	66161264	66163771	1	2508	5936.576	5445	0
1_MACS_peak_4949_lociStitched	chr12	48133379	48135886	1	2508	5334.3946	5446	0
1_MACS_peak_20348_lociStitched	chr7	5257540	5260046	1	2507	3079.874	5447	0
1_MACS_peak_10221_lociStitched	chr18	3585143	3587649	1	2507	2521.2866	5448	0
1_MACS_peak_9541_lociStitched	chr17	43324167	43326673	1	2507	5815.9248	5449	0
1_MACS_peak_10658_lociStitched	chr19	1093930	1096435	1	2506	4704.891	5450	0
1_MACS_peak_5511_lociStitched	chr12	111882007	111884512	1	2506	2350.692	5451	0
1_MACS_peak_23113_lociStitched	chr9	123604025	123606529	1	2505	6855.2008	5452	0
1_MACS_peak_22413_lociStitched	chr8	144910287	144912791	1	2505	6736.0104	5453	0
1_MACS_peak_7807_lociStitched	chr16	101966	104470	1	2505	4918.8576	5454	0
1_MACS_peak_5178_lociStitched	chr12	57823167	57825671	1	2505	5235.864	5455	0
1_MACS_peak_2084_lociStitched	chr1	208416329	208418833	1	2505	3208.3752	5456	0
2_MACS_peak_9531_lociStitched	chr17	43127365	43130022	2	2505	4598.2042	5457	0
1_MACS_peak_16681_lociStitched	chr4	924507	927010	1	2504	5288.839	5458	0
1_MACS_peak_10187_lociStitched	chr17	80743598	80746101	1	2504	3964.752	5459	0
2_MACS_peak_17508_lociStitched	chr4	183837699	183840392	2	2504	5014.6353	5460	0
1_MACS_peak_22508_lociStitched	chr9	4984222	4986724	1	2503	6606.531	5461	0
1_MACS_peak_7912_lociStitched	chr16	2826048	2828550	1	2503	10668.7782	5462	0
1_MACS_peak_18114_lociStitched	chr5	88566313	88568814	1	2502	1911.0141	5463	0
1_MACS_peak_16635_lociStitched	chr3	196466413	196468914	1	2502	8891.3051	5464	0
1_MACS_peak_15531_lociStitched	chr3	42622125	42624626	1	2502	6009.1527	5465	0
2_MACS_peak_7138_lociStitched	chr15	40856577	40862321	2	2502	3153.456	5466	0
1_MACS_peak_5862_lociStitched	chr13	33111384	33113884	1	2501	4978	5467	0
2_MACS_peak_8638_lociStitched	chr16	75032314	75034957	2	2501	5348.6391	5468	0
1_MACS_peak_4873_lociStitched	chr12	31514771	31517270	1	2500	5013.4938	5469	0
2_MACS_peak_10873_lociStitched	chr19	6554672	6557464	2	2500	2445.5128	5470	0
2_MACS_peak_3858_lociStitched	chr11	61099559	61103915	2	2500	5824.4076	5471	0
1_MACS_peak_11518_lociStitched	chr19	40789803	40792301	1	2499	8271.3776	5472	0
1_MACS_peak_10200_lociStitched	chr18	811234	813732	1	2499	10207.0778	5473	0
1_MACS_peak_1288_lociStitched	chr1	120254368	120256866	1	2499	7257.939	5474	0
1_MACS_peak_708_lociStitched	chr1	40062907	40065405	1	2499	2699.3388	5475	0
1_MACS_peak_19974_lociStitched	chr6	127587320	127589817	1	2498	5120.3482	5476	0
1_MACS_peak_8138_lociStitched	chr16	18799877	18802374	1	2498	2903.2619	5477	0
1_MACS_peak_5423_lociStitched	chr12	105391227	105393724	1	2498	2637.5811	5478	0
2_MACS_peak_10920_lociStitched	chr19	7967449	7969967	2	2498	7140.0408	5479	0
2_MACS_peak_14236_lociStitched	chr20	56881954	56885799	2	2498	3265.5585	5480	0
2_MACS_peak_14960_lociStitched	chr22	37984574	37988745	2	2498	1942.0176	5481	0
1_MACS_peak_13007_lociStitched	chr2	128567029	128569525	1	2497	4149.6	5482	0
1_MACS_peak_10640_lociStitched	chr19	679398	681894	1	2497	7330.0032	5483	0
1_MACS_peak_16872_lociStitched	chr4	25235015	25237510	1	2496	4778.6735	5484	0
1_MACS_peak_14495_lociStitched	chr21	40355875	40358370	1	2496	2623.243	5485	0
1_MACS_peak_13888_lociStitched	chr20	24822242	24824737	1	2496	3750.484	5486	0
1_MACS_peak_4497_lociStitched	chr11	119621759	119624254	1	2496	3500.984	5487	0
1_MACS_peak_2728_lociStitched	chr10	44933285	44935780	1	2496	2159.4225	5488	0
1_MACS_peak_1733_lociStitched	chr1	166807784	166810279	1	2496	8264.1885	5489	0
2_MACS_peak_7952_lociStitched	chr16	3413988	3416515	2	2496	3979.5196	5490	0
2_MACS_peak_15673_lociStitched	chr3	49281965	49286589	2	2496	1905.088	5491	0
1_MACS_peak_22988_lociStitched	chr9	106855059	106857553	1	2495	4398.6678	5492	0
1_MACS_peak_1705_lociStitched	chr1	161695318	161697812	1	2495	9303.1188	5493	0
3_MACS_peak_24146_lociStitched	chrX	129086414	129096060	3	2495	2510.8538	5494	0
1_MACS_peak_23775_lociStitched	chrX	41780981	41783474	1	2494	2944.233	5495	0
1_MACS_peak_12233_lociStitched	chr2	27578382	27580875	1	2494	7461.2997	5496	0
1_MACS_peak_10847_lociStitched	chr19	5803617	5806110	1	2494	3709.0854	5497	0
1_MACS_peak_3084_lociStitched	chr10	99204138	99206631	1	2494	3233.421	5498	0
1_MACS_peak_1392_lociStitched	chr1	148555297	148557790	1	2494	12070.8567	5499	0
2_MACS_peak_18816_lociStitched	chr6	155818	158485	2	2494	1485.7857	5500	0
2_MACS_peak_7647_lociStitched	chr15	85173726	85177235	2	2494	2538.7615	5501	0
1_MACS_peak_17035_lociStitched	chr4	76597002	76599494	1	2493	4946.62	5502	0
2_MACS_peak_10203_lociStitched	chr18	2636210	2641834	2	2493	3093.2	5503	0
1_MACS_peak_24191_lociStitched	chrX	131613577	131616068	1	2492	2482.7797	5504	0
1_MACS_peak_21562_lociStitched	chr8	8190113	8192604	1	2492	2992.1892	5505	0
1_MACS_peak_11642_lociStitched	chr19	45347650	45350141	1	2492	3196.4512	5506	0
1_MACS_peak_7899_lociStitched	chr16	2523546	2526037	1	2492	6886.8677	5507	0
1_MACS_peak_5316_lociStitched	chr12	89917948	89920439	1	2492	7048.2845	5508	0
1_MACS_peak_1787_lociStitched	chr1	173792234	173794725	1	2492	9671.0584	5509	0
1_MACS_peak_5602_lociStitched	chr12	120932764	120935254	1	2491	4537.527	5510	0
3_MACS_peak_5035_lociStitched	chr12	52426427	52431805	3	2491	2250.693	5511	0
2_MACS_peak_21689_lociStitched	chr8	25314772	25317479	2	2490	5278.65	5512	0
1_MACS_peak_20810_lociStitched	chr7	66118173	66120661	1	2489	6112.2696	5513	0
1_MACS_peak_8641_lociStitched	chr16	75057984	75060472	1	2489	1871.7224	5514	0
1_MACS_peak_2209_lociStitched	chr1	224369642	224372130	1	2489	7110.2064	5515	0
2_MACS_peak_5168_lociStitched	chr12	57471424	57473914	2	2489	4618.203	5516	0
3_MACS_peak_6899_lociStitched	chr14	105143779	105148415	3	2489	2337.4712	5517	0
1_MACS_peak_17964_lociStitched	chr5	68462068	68464555	1	2488	4448.7456	5518	0
1_MACS_peak_21974_lociStitched	chr8	74902952	74905438	1	2487	4327.8774	5519	0
1_MACS_peak_8479_lociStitched	chr16	58548219	58550705	1	2487	5593.2514	5520	0
1_MACS_peak_7778_lociStitched	chr15	100709684	100712170	1	2487	3471.9476	5521	0
1_MACS_peak_4327_lociStitched	chr11	95989819	95992305	1	2487	2296.8154	5522	0
1_MACS_peak_17092_lociStitched	chr4	83810923	83813408	1	2486	5133.2645	5523	0
1_MACS_peak_7098_lociStitched	chr15	38376712	38379197	1	2486	2671.6235	5524	0
2_MACS_peak_13974_lociStitched	chr20	32888917	32891689	2	2486	4584.0564	5525	0
1_MACS_peak_1398_lociStitched	chr1	149213852	149216336	1	2485	5693.8248	5526	0
2_MACS_peak_9595_lociStitched	chr17	46100744	46103367	2	2485	2700.9031	5527	0
2_MACS_peak_7102_lociStitched	chr15	38478091	38484012	2	2485	2604.6479	5528	0
1_MACS_peak_20122_lociStitched	chr6	144471008	144473491	1	2484	2884.2528	5529	0
1_MACS_peak_16372_lociStitched	chr3	160471872	160474355	1	2484	9237.7532	5530	0
1_MACS_peak_6836_lociStitched	chr14	100138662	100141145	1	2484	2000.0565	5531	0
1_MACS_peak_6583_lociStitched	chr14	71130885	71133368	1	2484	2345.1935	5532	0
3_MACS_peak_6610_lociStitched	chr14	73921553	73925953	3	2484	4633.2	5533	0
1_MACS_peak_21219_lociStitched	chr7	107382910	107385392	1	2483	8272.2578	5534	0
1_MACS_peak_16648_lociStitched	chr3	197280972	197283454	1	2483	7890.278	5535	0
1_MACS_peak_974_lociStitched	chr1	66277224	66279706	1	2483	2460.903	5536	0
2_MACS_peak_19541_lociStitched	chr6	43800618	43806687	2	2483	2796.5952	5537	0
2_MACS_peak_19553_lociStitched	chr6	43939936	43946272	2	2483	2116.224	5538	0
2_MACS_peak_12259_lociStitched	chr2	31541253	31547743	2	2483	2089.78	5539	0
1_MACS_peak_22248_lociStitched	chr8	123485401	123487882	1	2482	1819.8135	5540	0
1_MACS_peak_3816_lociStitched	chr11	57281558	57284039	1	2482	6161.5635	5541	0
2_MACS_peak_9483_lociStitched	chr17	41149305	41151824	2	2482	3220.0377	5542	0
2_MACS_peak_20880_lociStitched	chr7	73891552	73894097	2	2482	2402.48	5543	0
1_MACS_peak_18040_lociStitched	chr5	77070241	77072721	1	2481	6769.904	5544	0
1_MACS_peak_17211_lociStitched	chr4	103996191	103998671	1	2481	4870.968	5545	0
1_MACS_peak_17063_lociStitched	chr4	77996000	77998480	1	2481	6179.912	5546	0
1_MACS_peak_5138_lociStitched	chr12	56582233	56584713	1	2481	6505.04	5547	0
1_MACS_peak_1242_lociStitched	chr1	115052729	115055209	1	2481	5666.056	5548	0
2_MACS_peak_21951_lociStitched	chr8	71060246	71065987	2	2481	1869.8437	5549	0
3_MACS_peak_2850_lociStitched	chr10	72091187	72098052	3	2481	2051.262	5550	0
1_MACS_peak_16316_lociStitched	chr3	150887459	150889938	1	2480	2116.5702	5551	0
1_MACS_peak_16063_lociStitched	chr3	121713337	121715816	1	2480	3274.759	5552	0
1_MACS_peak_15231_lociStitched	chr22	50153382	50155861	1	2480	4229.174	5553	0
1_MACS_peak_12499_lociStitched	chr2	64067396	64069875	1	2480	6601.3291	5554	0
1_MACS_peak_10249_lociStitched	chr18	10525523	10528002	1	2480	4470.3807	5555	0
1_MACS_peak_6342_lociStitched	chr14	35590090	35592569	1	2480	5221.7656	5556	0
2_MACS_peak_21742_lociStitched	chr8	29083609	29088890	2	2480	2992.7427	5557	0
1_MACS_peak_23126_lociStitched	chr9	123962530	123965008	1	2479	8275.5288	5558	0
1_MACS_peak_16075_lociStitched	chr3	122133750	122136228	1	2479	4501.287	5559	0
1_MACS_peak_1907_lociStitched	chr1	193090369	193092847	1	2479	5466.2202	5560	0
2_MACS_peak_3745_lociStitched	chr11	45938603	45944268	2	2479	3997.7905	5561	0
1_MACS_peak_16433_lociStitched	chr3	174157780	174160256	1	2477	8724.186	5562	0
1_MACS_peak_11895_lociStitched	chr19	54371808	54374284	1	2477	3498.588	5563	0
1_MACS_peak_7585_lociStitched	chr15	78832142	78834618	1	2477	5323.8952	5564	0
1_MACS_peak_3652_lociStitched	chr11	20408243	20410719	1	2477	5592.5412	5565	0
1_MACS_peak_23401_lociStitched	chr9	138391389	138393864	1	2476	7158.69	5566	0
1_MACS_peak_19632_lociStitched	chr6	53211990	53214465	1	2476	4090.185	5567	0
1_MACS_peak_12141_lociStitched	chr2	20100114	20102589	1	2476	6019.4475	5568	0
2_MACS_peak_2944_lociStitched	chr10	76993433	76995938	2	2476	3247.2315	5569	0
1_MACS_peak_9820_lociStitched	chr17	62970094	62972568	1	2475	3990.3146	5570	0
1_MACS_peak_8193_lociStitched	chr16	23334199	23336673	1	2475	1889.8886	5571	0
1_MACS_peak_6854_lociStitched	chr14	102275549	102278023	1	2475	2698.1444	5572	0
1_MACS_peak_1356_lociStitched	chr1	145514688	145517162	1	2475	9589.9662	5573	0
1_MACS_peak_22742_lociStitched	chr9	68725433	68727906	1	2474	4756.5682	5574	0
1_MACS_peak_22619_lociStitched	chr9	33263061	33265534	1	2474	3593.0217	5575	0
1_MACS_peak_6468_lociStitched	chr14	60715013	60717486	1	2474	6846.9951	5576	0
1_MACS_peak_5487_lociStitched	chr12	110905349	110907822	1	2474	7029.9971	5577	0
2_MACS_peak_19340_lociStitched	chr6	32589931	32592432	2	2474	2499.2493	5578	0
2_MACS_peak_2454_lociStitched	chr10	3509468	3511983	2	2474	1584.45	5579	0
1_MACS_peak_22951_lociStitched	chr9	100818133	100820604	1	2472	4046.5096	5580	0
1_MACS_peak_21788_lociStitched	chr8	37552473	37554944	1	2472	3760.1207	5581	0
1_MACS_peak_17202_lociStitched	chr4	103264362	103266833	1	2472	5206.6441	5582	0
1_MACS_peak_195_lociStitched	chr1	10269668	10272139	1	2472	5628.938	5583	0
3_MACS_peak_23764_lociStitched	chrX	41039529	41044539	3	2472	2163.318	5584	0
1_MACS_peak_15233_lociStitched	chr22	50246166	50248636	1	2471	8689.954	5585	0
1_MACS_peak_13336_lociStitched	chr2	198379163	198381633	1	2471	6868.082	5586	0
1_MACS_peak_11953_lociStitched	chr19	55917929	55920399	1	2471	9704.136	5587	0
1_MACS_peak_684_lociStitched	chr1	38272827	38275297	1	2471	7121.998	5588	0
2_MACS_peak_7340_lociStitched	chr15	59835564	59841858	2	2471	2145.6246	5589	0
1_MACS_peak_13212_lociStitched	chr2	176031431	176033900	1	2470	5959.6722	5590	0
1_MACS_peak_551_lociStitched	chr1	28994282	28996751	1	2470	12891.8835	5591	0
2_MACS_peak_7833_lociStitched	chr16	739654	746149	2	2470	3743.718	5592	0
1_MACS_peak_17887_lociStitched	chr5	55375626	55378094	1	2469	1948.9796	5593	0
1_MACS_peak_21920_lociStitched	chr8	66752800	66755267	1	2468	8153.1883	5594	0
1_MACS_peak_20344_lociStitched	chr7	4813707	4816174	1	2468	7677.0573	5595	0
1_MACS_peak_15761_lociStitched	chr3	53078921	53081388	1	2468	9646.4634	5596	0
1_MACS_peak_12110_lociStitched	chr2	10951236	10953703	1	2468	8668.5446	5597	0
1_MACS_peak_8076_lociStitched	chr16	11761801	11764268	1	2468	2904.6458	5598	0
2_MACS_peak_17315_lociStitched	chr4	130013569	130017737	2	2468	3414.4256	5599	0
1_MACS_peak_22312_lociStitched	chr8	131259223	131261689	1	2467	2392.7598	5600	0
1_MACS_peak_10116_lociStitched	chr17	79622067	79624533	1	2467	1962.6894	5601	0
2_MACS_peak_14125_lociStitched	chr20	44992075	44997877	2	2467	3408.675	5602	0
3_MACS_peak_8397_lociStitched	chr16	49918074	49924726	3	2467	2247.7108	5603	0
1_MACS_peak_17581_lociStitched	chr4	190641816	190644281	1	2466	3320.355	5604	0
1_MACS_peak_17370_lociStitched	chr4	144104988	144107453	1	2466	4398.546	5605	0
1_MACS_peak_16085_lociStitched	chr3	123303077	123305542	1	2466	5328.5905	5606	0
1_MACS_peak_13603_lociStitched	chr2	232327957	232330422	1	2466	7267.806	5607	0
1_MACS_peak_5171_lociStitched	chr12	57504021	57506486	1	2466	8010.0175	5608	0
1_MACS_peak_4851_lociStitched	chr12	26984838	26987303	1	2466	4247.9345	5609	0
1_MACS_peak_46_lociStitched	chr1	1341373	1343838	1	2466	8151.755	5610	0
3_MACS_peak_18311_lociStitched	chr5	131721281	131724374	3	2466	1715.6871	5611	0
1_MACS_peak_21441_lociStitched	chr7	148843330	148845794	1	2465	7212.6208	5612	0
1_MACS_peak_16683_lociStitched	chr4	985571	988035	1	2465	6539.7024	5613	0
1_MACS_peak_5809_lociStitched	chr13	24670299	24672763	1	2465	3744.048	5614	0
3_MACS_peak_8831_lociStitched	chr16	90014231	90020637	3	2465	2072.9816	5615	0
1_MACS_peak_9123_lociStitched	chr17	18216946	18219409	1	2464	6839.751	5616	0
2_MACS_peak_11130_lociStitched	chr19	14528414	14530878	2	2464	4921.1008	5617	0
1_MACS_peak_21491_lociStitched	chr7	151328271	151330733	1	2463	6782.3176	5618	0
2_MACS_peak_3773_lociStitched	chr11	47414442	47417189	2	2463	2521.4713	5619	0
1_MACS_peak_16776_lociStitched	chr4	6641613	6644074	1	2462	4066.0642	5620	0
1_MACS_peak_5985_lociStitched	chr13	48877103	48879564	1	2462	6007.7932	5621	0
1_MACS_peak_17960_lociStitched	chr5	66915111	66917571	1	2461	2530.356	5622	0
1_MACS_peak_14056_lociStitched	chr20	39656602	39659062	1	2461	6015.192	5623	0
1_MACS_peak_11115_lociStitched	chr19	14115912	14118372	1	2461	5505.972	5624	0
1_MACS_peak_7203_lociStitched	chr15	44579571	44582031	1	2461	4013.736	5625	0
1_MACS_peak_6077_lociStitched	chr13	96328002	96330462	1	2461	5325.162	5626	0
1_MACS_peak_20460_lociStitched	chr7	23220895	23223354	1	2460	4151.5297	5627	0
1_MACS_peak_20180_lociStitched	chr6	155634751	155637209	1	2459	3847.0158	5628	0
1_MACS_peak_9889_lociStitched	chr17	72684078	72686536	1	2459	2704.5374	5629	0
1_MACS_peak_18319_lociStitched	chr5	131812756	131815213	1	2458	3070.5129	5630	0
1_MACS_peak_16956_lociStitched	chr4	48342235	48344692	1	2458	4630.4622	5631	0
1_MACS_peak_3772_lociStitched	chr11	47398284	47400741	1	2458	2672.9703	5632	0
1_MACS_peak_3707_lociStitched	chr11	34670549	34673006	1	2458	2705.6484	5633	0
1_MACS_peak_120_lociStitched	chr1	6258338	6260795	1	2458	6098.274	5634	0
2_MACS_peak_8147_lociStitched	chr16	19532310	19536123	2	2458	4373.511	5635	0
2_MACS_peak_5224_lociStitched	chr12	65059405	65063663	2	2458	2971.6582	5636	0
2_MACS_peak_20300_lociStitched	chr7	1063612	1069163	2	2458	4930.9533	5637	0
1_MACS_peak_9874_lociStitched	chr17	71187544	71190000	1	2457	6629.4808	5638	0
1_MACS_peak_641_lociStitched	chr1	35657168	35659624	1	2457	9649.1328	5639	0
1_MACS_peak_327_lociStitched	chr1	17221544	17224000	1	2457	9047.6584	5640	0
2_MACS_peak_10_lociStitched	chr1	893773	896690	2	2457	3798.8091	5641	0
1_MACS_peak_15984_lociStitched	chr3	108011025	108013480	1	2456	2598.1265	5642	0
1_MACS_peak_15883_lociStitched	chr3	72224946	72227401	1	2456	2748.127	5643	0
1_MACS_peak_11564_lociStitched	chr19	42363157	42365612	1	2456	7717.538	5644	0
1_MACS_peak_3153_lociStitched	chr10	104472957	104475412	1	2456	3780.209	5645	0
1_MACS_peak_2118_lociStitched	chr1	211508708	211511163	1	2456	2832.579	5646	0
1_MACS_peak_777_lociStitched	chr1	43122852	43125307	1	2456	3427.4255	5647	0
1_MACS_peak_5489_lociStitched	chr12	111019355	111021809	1	2455	8696.4852	5648	0
1_MACS_peak_16332_lociStitched	chr3	152855361	152857814	1	2454	2872.2177	5649	0
