GENE_ID	locusLine	bin_1_H929_jia.bam
NM_017844	chr2(.):241413838-241502405	0.2091
NM_001195381	chr2(.):241539824-241575676	0.2608
NM_005301	chr2(.):241559661-241575676	0.5023
NM_014808	chr2(.):242290663-242439256	0.0899
NM_003108	chr2(.):5827798-5846517	1.3723
NR_026832	chr2(.):6067818-6125350	0.4865
NM_198256	chr2(.):11579500-11611297	0.2036
NM_033090	chr2(.):11677850-11737272	0.0936
NM_014668	chr2(.):11669241-11787912	0.0702
NM_148903	chr2(.):11675079-11733355	0.0954
NM_002997	chr2(.):20395557-20429927	4.8967
NM_001006946	chr2(.):20395557-20430194	4.8599
NM_007046	chr2(.):27296434-27314265	0.7602
NM_001166239	chr2(.):27318461-27346773	0.071
NM_001166240	chr2(.):27317220-27346995	0.0721
NM_013388	chr2(.):27348624-27362542	0.4846
NM_006488	chr2(.):27304610-27328619	0.3772
NM_001035507	chr2(.):27269490-27287403	0.4947
NM_021831	chr2(.):27269490-27298490	0.5881
NM_001166241	chr2(.):27317220-27338970	0.0708
NM_032604	chr2(.):27341656-27358680	0.4244
NM_001134693	chr2(.):27288341-27299567	0.7621
NM_005253	chr2(.):28610778-28642516	0.7033
NM_001031684	chr2(.):38965740-38983636	0.8542
NM_006887	chr2(.):43444540-43458745	3.281
NR_027251	chr2(.):43449349-43460994	2.4343
NM_080653	chr2(.):46733985-46752096	0.0482
NM_173074	chr2(.):46803412-46849251	0.1856
NM_014171	chr2(.):46839324-46857881	0.2547
NM_001171508	chr2(.):47124008-47173994	0.4667
NM_002354	chr2(.):47591286-47619167	0.0468
NM_022055	chr2(.):47742914-47802470	0.5552
NR_002229	chr2(.):54751358-54761978	0.1814
NM_006196	chr2(.):70309584-70321334	3.0959
NR_024444	chr2(.):70346167-70357448	0.6457
NM_006636	chr2(.):74420689-74447424	0.8522
NM_212552	chr2(.):74357527-74380039	0.1199
NM_018221	chr2(.):74378210-74410995	0.2518
NM_003761	chr2(.):85799613-85814156	0.3122
NM_005911	chr2(.):85761287-85777403	1.2949
NM_000821	chr2(.):85771192-85793657	0.2206
NM_006634	chr2(.):85806530-85825511	0.4305
NM_015425	chr2(.):86248450-86338278	0.534
NR_026984	chr2(.):86242338-86255991	0.0736
NM_001198951	chr2(.):86825515-86856000	0.7513
NM_001198952	chr2(.):86838539-86856000	1.271
NM_017623	chr2(.):97476990-97506121	0.2375
NM_144994	chr2(.):97498650-97514758	0.065
NM_017789	chr2(.):97520472-97540735	1.2041
NM_001172667	chr2(.):97536618-97565899	0.0518
NM_016490	chr2(.):97536618-97568870	0.0501
NM_001004720	chr2(.):106463203-106515730	0.0584
NM_172003	chr2(.):114190267-114258781	0.1863
NM_002101	chr2(.):127408683-127459246	0.7195
NM_004288	chr2(.):158266130-158305604	0.8596
NM_006922	chr2(.):165939029-166065577	0.3695
NM_002610	chr2(.):173415778-173468862	1.2378
NM_001172712	chr2(.):174766186-174835430	0.4003
NM_001017371	chr2(.):174766186-174833947	0.408
NM_003387	chr2(.):175419301-175504307	0.643
NR_036075	chr2(.):178115672-178125738	0.0741
NM_194247	chr2(.):178072421-178093685	0.6715
NM_000885	chr2(.):182316618-182407468	0.4407
NM_002491	chr2(.):201931461-201955473	0.4468
NM_001127183	chr2(.):201978386-202033841	1.5062
NM_032974	chr2(.):202042620-202099110	1.2798
NM_001230	chr2(.):202042620-202091383	1.1821
NM_033356	chr2(.):202120222-202157434	0.9054
NM_001080125	chr2(.):202117753-202157434	0.9015
NM_006139	chr2(.):204566197-204607557	0.5561
NM_001142310	chr2(.):216941588-216972506	0.297
NM_152862	chr2(.):219076873-219124071	0.9625
NM_000634	chr2(.):219022567-219036716	0.0279
NM_001077194	chr2(.):219120737-219133582	0.2116
NM_005731	chr2(.):219077119-219124071	0.9671
NM_001087	chr2(.):219123851-219139893	0.3934
NM_182642	chr2(.):219259813-219274148	1.4989
NM_198559	chr2(.):219216578-219237817	0.1628
NM_021198	chr2(.):219259477-219275664	1.3367
NM_000578	chr2(.):219241751-219266617	0.5691
NR_029500	chr2(.):219262368-219272445	1.7202
NM_007127	chr2(.):219278837-219319248	0.0669
NM_005544	chr2(.):227591032-227668506	0.8963
NM_001099285	chr2(.):232568234-232583250	2.7102
NR_036052	chr2(.):232573023-232583105	2.1824
NM_023083	chr2(.):241521132-241543526	0.854
NM_001033575	chr2(.):241494470-241508431	3.2363
NM_018226	chr2(.):241503103-241523143	2.0428
NM_203346	chr2(.):242161678-242217301	0.2383
NM_001008492	chr2(.):242250280-242298441	0.5436
NM_001008491	chr2(.):242249722-242298441	0.5482
NM_014674	chr3(.):5224358-5266650	1.0684
NM_001195099	chr3(.):15703743-15803058	0.0655
NM_001195098	chr3(.):15703743-15844691	0.3282
NM_015199	chr3(.):15703743-15906053	0.3475
NM_002841	chr3(.):61542242-62285573	0.1413
NM_002941	chr3(.):78641387-79822059	0.1038
NM_182909	chr3(.):99546987-99838349	0.2044
NM_001042459	chr3(.):99561771-99838349	0.2121
NM_032359	chr3(.):99531677-99902476	0.1815
NM_181780	chr3(.):112177812-112223408	0.9455
NM_016128	chr3(.):128963452-129001616	0.7033
NM_003571	chr3(.):133113789-133199056	0.681
NM_207294	chr3(.):152012193-152188569	0.3955
NM_021038	chr3(.):151980828-152188568	0.5224
NM_024947	chr3(.):169800367-169904537	0.3974
NM_001135095	chr3(.):171753343-172123492	0.3754
NM_022763	chr3(.):171752417-172123492	0.3753
NM_181361	chr3(.):178249223-178567217	0.1431
NM_001134382	chr3(.):12933718-13119617	0.1958
NM_024923	chr3(.):13352736-13466809	0.4207
NM_014869	chr3(.):12933718-13013960	0.0453
NM_182666	chr3(.):23842438-23937807	0.2487
NM_006254	chr3(.):53190222-53231733	0.4538
NM_181042	chr3(.):52574367-52718739	0.0432
NM_018313	chr3(.):52574367-52724866	0.1032
NM_178504	chr3(.):57322726-57535071	0.0318
NM_017771	chr3(.):58313616-58415878	0.2878
NM_001167924	chr3(.):99828773-99902476	0.0614
NM_024548	chr3(.):101438493-101491181	0.5367
NM_001004196	chr3(.):112046915-112086658	0.0767
NM_183061	chr3(.):111854751-112018074	0.3579
NM_001023571	chr3(.):121483609-121558926	0.7918
NM_002213	chr3(.):124476794-124611144	0.4251
NM_024628	chr3(.):124796479-124936609	0.2784
NM_001195483	chr3(.):124796481-124935243	0.2808
NM_032343	chr3(.):126418117-126684244	0.1547
NM_001134422	chr3(.):133287433-133314118	1.2547
NM_001134423	chr3(.):133288300-133314118	1.2954
NM_006506	chr3(.):141200925-141336197	0.1959
NM_001080412	chr3(.):141038054-141173632	2.2337
NM_016275	chr3(.):150316065-150353234	0.8116
NM_005067	chr3(.):150453909-150486263	0.7153
NM_001190242	chr3(.):159969773-160106554	0.0416
NM_001190241	chr3(.):159969773-160122320	0.1604
NM_002740	chr3(.):169935219-170028770	0.1875
NM_024665	chr3(.):176733541-176920048	0.1795
NM_005832	chr3(.):178271617-178567217	0.1442
NM_130446	chr3(.):183200318-183278499	0.4655
NM_001647	chr3(.):195290572-195316076	0.0815
NM_004087	chr3(.):196764430-197030447	0.1297
NM_003670	chr3(.):5016096-5031865	1.1867
NM_181472	chr3(.):32428162-32501333	0.4125
NM_014240	chr3(.):45631322-45727755	0.4913
NM_001295	chr3(.):46238199-46254832	1.2129
NM_001837	chr3(.):46278871-46313197	0.0599
NM_001010983	chr3(.):52723503-52745048	1.5837
NM_206825	chr3(.):52714935-52733510	0.8658
NR_003687	chr3(.):52719753-52729846	0.8142
NM_014041	chr3(.):52734856-52747197	2.2962
NR_003057	chr3(.):52721751-52731828	0.7013
NM_152932	chr3(.):52723503-52742622	1.4269
NR_003047	chr3(.):52718255-52728331	1.0438
NM_001193533	chr3(.):52739795-52809965	0.4979
NM_052859	chr3(.):53117500-53169470	0.551
NM_177966	chr3(.):57536980-57552768	0.3703
NM_001660	chr3(.):57552089-57588215	0.5541
NM_001173468	chr3(.):58408356-58424579	0.5349
NR_033384	chr3(.):58408356-58424566	0.5353
NM_006100	chr3(.):98446571-98518236	3.1691
NM_014415	chr3(.):101363282-101400988	0.204
NR_002941	chr3(.):101426277-101437260	0.1426
NM_000986	chr3(.):101394933-101410563	0.9048
NR_024407	chr3(.):101390273-101403057	0.6057
NM_145037	chr3(.):101493028-101552075	0.522
NM_001134456	chr3(.):101493285-101552075	0.5241
NM_001005474	chr3(.):101541833-101584869	0.3602
NM_001042575	chr3(.):111753464-111805116	0.0952
NM_001190259	chr3(.):111834687-111857152	0.2324
NM_024616	chr3(.):111800181-111842044	0.6055
NR_030292	chr3(.):111826647-111836745	0.153
NM_001171747	chr3(.):111800181-111842073	0.6054
NM_004487	chr3(.):121377047-121473602	0.1985
NM_018456	chr3(.):121549033-121610373	0.3052
NM_020187	chr3(.):128992683-129029135	0.662
NM_001006109	chr3(.):128992816-129029135	0.6639
NM_006026	chr3(.):129028613-129040120	1.7197
NR_026991	chr3(.):129030113-129048412	1.2383
NM_001145417	chr3(.):135862759-135918310	0.5434
NM_018133	chr3(.):135862759-135919688	0.5314
NR_027037	chr3(.):151975404-151992415	1.2122
NM_001123228	chr3(.):152052486-152063779	0.7494
NR_027954	chr3(.):156385959-156398502	1.1805
NM_001184718	chr3(.):156389452-156429557	0.4727
NM_001184717	chr3(.):156387714-156429557	0.4591
NM_015508	chr3(.):156387204-156429557	0.4551
NM_173084	chr3(.):160148290-160172626	0.1456
NR_029663	chr3(.):160117375-160127473	1.7233
NM_005496	chr3(.):160113346-160157741	0.5051
NM_001002800	chr3(.):160112429-160157741	0.4962
NR_029525	chr3(.):160117532-160127613	1.6585
NM_014373	chr3(.):169750734-169808183	0.5302
NM_004593	chr3(.):185627357-185660924	0.5878
NR_033752	chr3(.):185681266-185702578	0.0596
NM_006241	chr3(.):195236220-195275224	0.674
NM_001145248	chr3(.):197874236-197912728	0.3389
NM_020859	chr4(.):77351252-77709405	0.1483
NM_198281	chr4(.):90160428-90234161	1.4515
NM_001039127	chr4(.):48276-161490	0.258
NM_001042424	chr4(.):1868122-1988934	0.3625
NM_006527	chr4(.):1689526-1719030	0.4059
NM_001017405	chr4(.):1278671-1338925	0.0877
NM_133330	chr4(.):1889508-1988930	0.3654
NM_133335	chr4(.):1889508-1988934	0.3654
NM_012318	chr4(.):1808205-1862974	0.1047
NR_033182	chr4(.):1160639-1207634	0.0549
NM_001199021	chr4(.):1155720-1207750	0.0547
NM_014189	chr4(.):2840583-2936789	0.1628
NM_024309	chr4(.):2738386-2763103	0.2034
NM_020972	chr4(.):2266323-2425370	0.2411
NM_001172657	chr4(.):2326979-2425370	0.346
NM_001172660	chr4(.):2325305-2371604	0.0492
NM_001161527	chr4(.):2738386-2762752	0.1988
NM_001172658	chr4(.):2325305-2425370	0.3408
NM_005112	chr4(.):10070962-10123573	1.0434
NM_001098634	chr4(.):40420271-40636883	0.2591
NM_004310	chr4(.):40193526-40251281	0.8911
NM_001166693	chr4(.):87851153-88067206	0.2827
NM_002039	chr4(.):144252982-144400718	0.3875
NM_033632	chr4(.):153237409-153461172	0.1951
NM_002199	chr4(.):185303875-185400726	0.9866
NM_152775	chr4(.):186361337-186397913	0.1686
NM_182524	chr4(.):48226-93099	0.5492
NR_033339	chr4(.):1238227-1251795	1.374
NM_001012614	chr4(.):1200227-1247908	0.4103
NM_001013622	chr4(.):1636607-1690718	0.0389
NM_001174070	chr4(.):1636607-1690988	0.0389
NM_001127266	chr4(.):1712678-1728084	1.216
NM_006342	chr4(.):1718265-1751897	0.2997
NM_007331	chr4(.):1889508-1949302	0.5415
NM_133334	chr4(.):1897352-1955545	0.5624
NR_003004	chr4(.):1971362-1981487	0.0767
NM_001193282	chr4(.):2415700-2469690	0.2004
NM_001145856	chr4(.):2814911-2847823	0.3394
NM_001145855	chr4(.):2808945-2847823	0.4361
NM_001122681	chr4(.):2789749-2847823	1.0677
NM_003023	chr4(.):2815540-2847823	0.3419
NR_036090	chr4(.):10075234-10085316	0.0558
NM_182485	chr4(.):14999297-15076777	0.377
NM_031889	chr4(.):71489460-71517536	0.3046
NM_144646	chr4(.):71516257-71537348	3.9781
NM_020368	chr4(.):71549195-71561268	0.9989
NM_014961	chr4(.):71582695-71664274	0.158
NM_001130709	chr4(.):71565653-71660614	0.2808
NM_144645	chr4(.):87792357-87818575	0.0756
NR_033797	chr4(.):153452415-153465415	1.5604
NR_036092	chr4(.):153405478-153415568	0.161
NM_152680	chr4(.):153542265-153606317	0.6594
NR_028085	chr4(.):186315693-186352139	0.2489
NM_001114357	chr4(.):186345544-186375821	0.1631
NM_001005217	chr4(.):190940522-190953412	0.646
NM_001127388	chr4(.):191006865-191018476	1.1173
NM_001127389	chr4(.):191003565-191015176	1.6241
NM_001127389	chr4(.):191000272-191011883	1.8284
NM_001127388	chr4(.):190987092-190998703	1.8037
NM_001127389	chr4(.):190993678-191005289	1.8393
NM_001127389	chr4(.):190990385-191001996	1.7829
NM_033178	chr4(.):191000266-191011883	1.829
NM_033178	chr4(.):191006859-191018476	1.1171
NM_001177376	chr4(.):190996978-191008583	1.8193
NM_012147	chr4(.):191006936-191018476	1.1179
NM_012147	chr4(.):191003636-191015176	1.614
NM_012147	chr4(.):191000343-191011883	1.8314
NM_012147	chr4(.):190993749-191005289	1.8427
NM_012147	chr4(.):190990456-191001996	1.7736
NM_012147	chr4(.):190983866-190995406	1.359
NM_002372	chr5(.):109020155-109208429	0.3269
NM_001131005	chr5(.):88009057-88204922	0.7378
NM_002397	chr5(.):88009057-88184283	0.7619
NM_001193349	chr5(.):88009057-88124744	0.5237
NM_005509	chr5(.):118402083-118589822	0.241
NM_015315	chr5(.):154087461-154202163	0.2901
NM_001044	chr5(.):1387904-1450543	0.0383
NM_024091	chr5(.):7854271-7874150	0.9713
NM_016279	chr5(.):26875708-27043689	0.4443
NM_001040446	chr5(.):32222110-32318114	0.4454
NM_152756	chr5(.):38933021-39079501	0.2834
NM_182977	chr5(.):43598228-43710668	0.219
NM_012343	chr5(.):43597790-43710668	0.2185
NM_001992	chr5(.):76006867-76036595	1.4199
NR_015436	chr5(.):87831596-87985620	0.1819
NR_027435	chr5(.):90671163-90721532	0.5609
NM_012081	chr5(.):95215801-95302775	0.7074
NM_005575	chr5(.):96266345-96370115	0.2796
NM_175920	chr5(.):96289155-96370115	0.0688
NM_173666	chr5(.):118167568-118329240	0.0627
NM_001077654	chr5(.):118599417-118735294	0.8277
NM_003060	chr5(.):131700400-131736306	0.2218
NM_001033503	chr5(.):133931838-133973533	0.134
NM_001945	chr5(.):139707427-139731188	0.8806
NM_001020825	chr5(.):142652495-142788254	0.38
NM_001018076	chr5(.):142652495-142789045	0.3782
NM_001018075	chr5(.):142652495-142820077	0.3183
NM_138379	chr5(.):156341292-156395266	0.3646
NM_025153	chr5(.):159985126-160284219	0.1504
NM_005990	chr5(.):171464073-171620346	0.4358
NM_001031711	chr5(.):172256222-172384688	0.2681
NM_001167579	chr5(.):176806431-176822514	0.0791
NM_022455	chr5(.):176555832-176732214	0.1851
NM_172349	chr5(.):176555079-176732214	0.1855
NM_002406	chr5(.):180212540-180235048	1.1022
NM_001114619	chr5(.):180212540-180235902	1.1244
NM_001114618	chr5(.):180212540-180241817	1.3253
NM_001114617	chr5(.):180212540-180242137	1.3116
NM_145265	chr5(.):199874-223297	0.7777
NM_001080478	chr5(.):186625-200468	1.1959
NM_004168	chr5(.):213355-261814	0.4615
NM_013232	chr5(.):266735-320089	0.1232
NM_001193376	chr5(.):1248286-1300162	0.0591
NM_030782	chr5(.):1312999-1350002	1.9568
NM_024830	chr5(.):1456541-1529076	0.5205
NM_032479	chr5(.):1793498-1804956	1.2284
NM_004553	chr5(.):1796495-1821167	0.4814
NM_001145161	chr5(.):6443735-6501834	0.8285
NM_001171805	chr5(.):6709717-6762161	0.9914
NM_001171806	chr5(.):6741100-6762161	0.0766
NM_001089584	chr5(.):7826510-7856264	0.0388
NM_024010	chr5(.):7864216-7906235	0.5618
NM_022130	chr5(.):32119823-32179425	0.759
NM_006713	chr5(.):32580604-32609185	2.3433
NR_034127	chr5(.):43060288-43072073	0.902
NM_001014279	chr5(.):43034181-43045447	1.9531
NR_034085	chr5(.):43011149-43023913	0.9103
NR_015447	chr5(.):43037235-43050370	1.6903
NM_006451	chr5(.):43521369-43562195	0.2471
NM_183323	chr5(.):43521369-43562521	0.2457
NM_001102575	chr5(.):53808592-53847416	1.0814
NM_001145427	chr5(.):53808588-53847416	1.0813
NM_052870	chr5(.):53808592-53821834	2.6767
NR_028375	chr5(.):76002762-76013686	1.8985
NR_024384	chr5(.):87955262-87974146	1.0973
NR_024383	chr5(.):87955262-87979262	0.9235
NR_030741	chr5(.):87957670-87967757	0.3032
NM_020801	chr5(.):90659540-90684149	1.0965
NM_005668	chr5(.):100137638-100243987	0.7837
NM_175052	chr5(.):100216014-100243970	1.9448
NR_036052	chr5(.):118305280-118315362	0.0689
NM_014350	chr5(.):118686595-118735294	0.4063
NM_000588	chr5(.):131391346-131403896	0.1993
NM_000758	chr5(.):131404484-131416859	0.641
NR_037500	chr5(.):131696181-131706291	0.3351
NM_002198	chr5(.):131812300-131831465	1.5064
NM_001013717	chr5(.):131741672-131803059	2.7825
NM_005732	chr5(.):131887615-131985313	0.0971
NM_000879	chr5(.):131872135-131884214	0.0504
NM_021982	chr5(.):133979478-134068601	0.2121
NM_004730	chr5(.):137836783-137883932	0.36
NM_004134	chr5(.):137885570-137916318	0.9427
NR_002913	chr5(.):137891731-137901799	0.9141
NM_016480	chr5(.):138672518-138710409	0.1853
NM_194296	chr5(.):138727455-138744776	1.1954
NM_152686	chr5(.):138740891-138780214	0.2636
NM_152685	chr5(.):138697884-138724039	0.2398
NM_001033112	chr5(.):138673133-138710409	0.1879
NM_001161546	chr5(.):138722634-138735885	3.2475
NM_016459	chr5(.):138718256-138730605	3.6088
NM_016463	chr5(.):139023300-139067680	1.0153
NM_002622	chr5(.):139619634-139687689	0.1425
NM_031467	chr5(.):139734786-139759722	0.081
NR_028472	chr5(.):156346099-156357013	0.3338
NM_001171183	chr5(.):171616175-171635458	0.0414
NM_030627	chr5(.):173310330-173392313	1.0092
NM_015980	chr5(.):173467723-173541182	0.6051
NM_017675	chr5(.):175971342-176027769	0.1656
NM_014901	chr5(.):175948699-175969421	0.8677
NM_001171976	chr5(.):175964511-176027769	0.3583
NM_001031677	chr5(.):176723198-176735744	1.0839
NM_006480	chr5(.):176779843-176804599	0.6596
NM_006816	chr5(.):176753562-176783885	0.252
NM_031300	chr5(.):176729205-176744292	1.2728
NM_001142935	chr5(.):176727500-176744292	1.2945
NM_013237	chr5(.):176725834-176738950	1.3866
NM_002082	chr5(.):176848686-176874850	3.4237
NM_203352	chr5(.):176905394-176929602	0.1706
NM_030567	chr5(.):176868795-176888287	1.3593
NM_000505	chr5(.):176824138-176841577	1.4288
NM_080881	chr5(.):176878613-176904871	0.3682
NM_004395	chr5(.):176878613-176905694	0.3678
NM_001004105	chr5(.):176848686-176873354	3.3427
NM_001174102	chr5(.):176870325-176888283	1.4381
NM_001029886	chr5(.):176822107-176832637	1.6965
NR_027183	chr5(.):180251958-180267726	1.0047
NM_152283	chr5(.):180269610-180293286	0.2988
NM_006098	chr5(.):180658927-180675906	1.5751
NM_033342	chr5(.):180625119-180637177	0.3655
NR_002591	chr5(.):180665313-180675376	2.5303
NR_002592	chr5(.):180663817-180673889	2.2227
NM_032765	chr5(.):180678385-180693119	0.8676
NM_203297	chr5(.):180615923-180632930	0.7317
NM_203296	chr5(.):180615923-180636340	0.7559
NM_033549	chr5(.):180645305-180667808	0.5981
NR_027908	chr6(.):33548882-33566115	0.234
NR_028361	chr6(.):33546475-33561803	0.7876
NM_181356	chr6(.):44791469-45350670	0.1622
NM_003599	chr6(.):44792449-45350575	0.1624
NM_012288	chr6(.):52357199-52446862	0.5929
NM_017934	chr6(.):79639135-79793011	0.5097
NM_005907	chr6(.):119494266-119675926	0.23
NM_020732	chr6(.):157094063-157536913	0.1855
NM_000876	chr6(.):160385130-160532583	0.1865
NM_001195286	chr6(.):386738-416443	2.0095
NM_001718	chr6(.):7722010-7886961	0.1496
NR_037616	chr6(.):7876482-8069647	1.7676
NM_004973	chr6(.):15241526-15527253	0.1831
NM_000332	chr6(.):16294342-16766721	0.1948
NM_001949	chr6(.):20397136-20498945	0.3243
NM_001173977	chr6(.):25274655-25625758	0.1491
NM_014641	chr6(.):30662583-30690458	0.9778
NM_001090	chr6(.):30534169-30564309	0.1844
NM_172166	chr6(.):31702724-31735455	1.0266
NM_152735	chr6(.):33417355-33430320	0.2722
NM_177435	chr6(.):35305334-35398173	0.078
NM_003427	chr6(.):35222509-35268760	0.4595
NM_015695	chr6(.):36159549-36205567	0.2537
NM_003017	chr6(.):36557089-36577244	1.2807
NR_036610	chr6(.):36557089-36577243	1.2808
NM_020750	chr6(.):43485067-43548812	0.2036
NM_004348	chr6(.):45384913-45523819	1.6141
NM_001024630	chr6(.):45291053-45523819	1.0923
NM_001122769	chr6(.):80189707-80252147	0.1685
NM_153816	chr6(.):86210214-86308629	0.1023
NM_016021	chr6(.):90031343-90067619	2.7238
NM_002042	chr6(.):89882222-89932496	0.1169
NM_001455	chr6(.):108877068-109010971	0.4651
NM_201559	chr6(.):108876025-109010971	0.4623
NM_032131	chr6(.):109164618-109300352	1.2227
NM_015278	chr6(.):148658728-148878184	0.1797
NM_020185	chr6(.):287100-356355	2.5563
NR_027712	chr6(.):7981334-7995577	1.0448
NM_001145549	chr6(.):7876482-7915310	6.1727
NM_030810	chr6(.):7876482-7916047	6.3064
NR_033910	chr6(.):10407550-10421402	1.0906
NM_001032280	chr6(.):10391915-10417607	0.8619
NM_001042425	chr6(.):10391915-10424797	0.6815
NR_027793	chr6(.):10423017-10440055	0.2047
NM_003220	chr6(.):10391915-10420470	0.779
NM_003107	chr6(.):21588971-21603849	1.0882
NM_005319	chr6(.):26050967-26061699	1.3239
NM_003537	chr6(.):26026816-26037288	1.8707
NM_003544	chr6(.):26022123-26032480	1.4389
NM_021062	chr6(.):26038454-26048885	0.9243
NM_003531	chr6(.):26040638-26051097	0.9321
NM_005325	chr6(.):26012259-26023040	0.9504
NM_003538	chr6(.):26016906-26027278	1.5073
NM_003513	chr6(.):26028319-26038796	1.5298
NM_003529	chr6(.):26015717-26026186	1.1049
NM_003526	chr6(.):26118694-26129132	1.7053
NM_021065	chr6(.):26194011-26204471	2.411
NM_003530	chr6(.):26192011-26204464	2.0426
NM_138720	chr6(.):26153348-26176576	1.2639
NM_003523	chr6(.):26179023-26189458	0.4447
NM_003539	chr6(.):26183937-26194304	0.5615
NM_003545	chr6(.):26199872-26210249	1.3335
NM_021063	chr6(.):26153348-26163871	1.8088
NM_005321	chr6(.):26151558-26162343	1.7361
NM_003512	chr6(.):26119372-26129918	1.6908
NM_005323	chr6(.):26102639-26113364	0.3736
NM_003522	chr6(.):26194786-26205216	2.5337
NM_003518	chr6(.):26211427-26221872	1.3949
NM_021052	chr6(.):26212147-26222711	1.3871
NM_003543	chr6(.):26280353-26290727	0.9579
NM_003532	chr6(.):26220382-26230844	0.5227
NM_003524	chr6(.):26246878-26257303	1.2428
NM_003534	chr6(.):26266145-26276612	1.8879
NM_003547	chr6(.):26241838-26252205	0.9378
NM_003540	chr6(.):26235653-26246021	0.1433
NM_021018	chr6(.):26245369-26255835	1.2337
NM_005320	chr6(.):26229439-26240216	1.0737
NM_003525	chr6(.):26268203-26278640	1.8977
NM_001145008	chr6(.):26397464-26420444	0.3451
NM_001197240	chr6(.):26378328-26400100	0.6835
NM_001197247	chr6(.):26360397-26383540	1.6863
NM_001197238	chr6(.):26378323-26400100	0.6834
NM_007047	chr6(.):26360397-26383548	1.6873
NM_001197237	chr6(.):26378438-26400100	0.6858
NM_001197248	chr6(.):26360469-26383540	1.684
NM_001197246	chr6(.):26363405-26383540	1.1763
NM_021064	chr6(.):27095816-27106314	2.487
NM_080593	chr6(.):27101071-27119637	1.8728
NM_080596	chr6(.):27109907-27120346	1.6866
NR_036096	chr6(.):27110404-27120467	1.6233
NM_021058	chr6(.):27095094-27105575	2.6811
NM_003495	chr6(.):27102087-27112457	1.757
NM_021066	chr6(.):27777079-27787518	1.0808
NM_003536	chr6(.):27772841-27783314	1.41
NM_003509	chr6(.):27770976-27781445	1.1108
NM_003519	chr6(.):27770256-27780709	1.0759
NM_003521	chr6(.):27777821-27788267	0.9811
NM_003535	chr6(.):27853092-27863570	2.1041
NM_003527	chr6(.):27856202-27866669	2.2493
NM_003520	chr6(.):27801439-27811888	2.0473
NM_003511	chr6(.):27828106-27838576	0.4554
NM_003533	chr6(.):27834622-27845099	0.1995
NM_003510	chr6(.):27800657-27811117	2.0544
NM_003541	chr6(.):27793951-27804305	1.01
NM_005322	chr6(.):27829569-27840359	0.4414
NM_033057	chr6(.):27873962-27885174	0.0437
NM_021968	chr6(.):27786902-27797258	0.6357
NM_003514	chr6(.):27855476-27865963	2.2425
NM_003546	chr6(.):27835925-27846289	0.0663
NM_005516	chr6(.):30452182-30466982	0.7372
NM_005275	chr6(.):30504154-30530371	0.3926
NM_025263	chr6(.):30519485-30537473	0.5348
NM_003587	chr6(.):30615895-30645830	0.1231
NM_001031722	chr6(.):30589662-30619598	0.3149
NR_033823	chr6(.):30589612-30619598	0.3148
NM_001161376	chr6(.):30609815-30625987	0.4449
NM_002714	chr6(.):30563181-30590020	0.8886
NM_014046	chr6(.):30580485-30599174	1.2974
NM_133471	chr6(.):30639165-30660672	2.0828
NM_001134870	chr6(.):30639165-30660093	2.135
NM_007243	chr6(.):30650825-30663769	2.4181
NR_030615	chr6(.):30547108-30557194	0.0534
NM_005803	chr6(.):30690510-30715453	0.854
NM_003897	chr6(.):30705975-30717327	1.2401
NM_178014	chr6(.):30683156-30698195	1.8223
NM_004847	chr6(.):31577993-31589798	0.6894
NM_001623	chr6(.):31578032-31589798	0.6917
NM_032955	chr6(.):31578788-31589798	0.7365
NM_080702	chr6(.):31601804-31625477	0.4431
NM_001098534	chr6(.):31601804-31625170	0.4463
NM_021246	chr6(.):31678132-31690581	0.0729
NM_138275	chr6(.):31686160-31697851	0.3005
NR_033488	chr6(.):31649725-31675850	0.2853
NM_001320	chr6(.):31628656-31642843	1.1439
NM_013974	chr6(.):31689816-31703039	0.8135
NM_025262	chr6(.):31639460-31653150	0.1071
NM_001288	chr6(.):31693357-31709341	2.5316
NM_019101	chr6(.):31618670-31630987	1.315
NM_021184	chr6(.):31621074-31633549	1.4109
NM_001003693	chr6(.):31669683-31683372	0.4938
NM_021221	chr6(.):31633727-31645227	0.3166
NM_021160	chr6(.):31649725-31676137	0.2827
NR_002971	chr6(.):31585855-31595987	0.8605
NR_024541	chr6(.):31674752-31686842	0.0746
NM_080686	chr6(.):31583449-31610554	0.3604
NM_025261	chr6(.):31681424-31694510	0.0625
NM_033177	chr6(.):31624005-31638179	1.4453
NM_001199240	chr6(.):31624005-31638407	1.4246
NM_001199238	chr6(.):31624005-31638639	1.4035
NM_001199237	chr6(.):31624005-31639060	1.3663
NM_001039651	chr6(.):31725772-31737624	0.1317
NM_025258	chr6(.):31728370-31750108	0.5612
NR_002742	chr6(.):31799852-31809916	1.2178
NM_000434	chr6(.):31821828-31835709	0.3467
NM_021177	chr6(.):31760173-31779743	1.3568
NR_002745	chr6(.):31798039-31808103	1.4555
NM_001178045	chr6(.):31825969-31850448	0.2265
NM_001040438	chr6(.):31797692-31812541	1.0284
NM_005345	chr6(.):31778290-31790719	0.7482
NM_005527	chr6(.):31772395-31787835	0.5111
NM_001178044	chr6(.):31825969-31851823	0.2182
NM_006295	chr6(.):31740296-31768712	1.5205
NM_005346	chr6(.):31790511-31803031	1.5052
NM_002800	chr6(.):32816937-32832628	0.9348
NM_000544	chr6(.):32788186-32811547	0.3652
