GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_001099285	chr2(.):232568234-232583250	1.2485
NM_002601	chr2(.):232592146-232650974	0.0817
NR_036052	chr2(.):232573023-232583105	0.4302
NR_031717	chr2(.):232751951-232762008	0.0374
NM_004735	chr2(.):238595806-238679558	0.191
NM_022817	chr2(.):239147678-239202207	0.2151
NR_026923	chr2(.):239135326-239147985	0.0871
NM_001142853	chr2(.):239141907-239153681	0.1775
NR_026926	chr2(.):239128753-239145318	0.0656
NM_023083	chr2(.):241521132-241543526	0.3742
NM_001033575	chr2(.):241494470-241508431	1.0024
NM_018226	chr2(.):241503103-241523143	0.5274
NM_015303	chr3(.):184524930-184775402	0.1542
NM_014674	chr3(.):5224358-5266650	0.8618
NM_001195099	chr3(.):15703743-15803058	0.0812
NM_001195098	chr3(.):15703743-15844691	0.1436
NM_015199	chr3(.):15703743-15906053	0.1546
NM_015576	chr3(.):55537335-56507391	0.0791
NM_002841	chr3(.):61542242-62285573	0.1073
NM_016128	chr3(.):128963452-129001616	0.4467
NM_003571	chr3(.):133113789-133199056	0.7568
NM_207294	chr3(.):152012193-152188569	0.1224
NM_021038	chr3(.):151980828-152188568	0.206
NM_207015	chr3(.):174572110-175528428	0.2359
NM_001135095	chr3(.):171753343-172123492	0.3442
NM_022763	chr3(.):171752417-172123492	0.3447
NM_181361	chr3(.):178249223-178567217	0.1459
NM_001570	chr3(.):10201562-10290427	0.2362
NM_001134382	chr3(.):12933718-13119617	0.4246
NM_024923	chr3(.):13352736-13466809	0.4082
NM_014869	chr3(.):12933718-13013960	0.0741
NM_144636	chr3(.):14148576-14171371	1.2393
NM_001184958	chr3(.):14711605-14819543	0.1817
NM_001134381	chr3(.):17193653-17746512	0.0692
NM_014744	chr3(.):17193653-17787399	0.0868
NM_001134380	chr3(.):17193653-17789240	0.0877
NM_003884	chr3(.):20076523-20200896	0.2195
NM_182666	chr3(.):23842438-23937807	0.2751
NM_001145293	chr3(.):25755434-25829989	0.1282
NM_001145294	chr3(.):25755434-25836530	0.1547
NM_001024847	chr3(.):30642993-30740633	0.2747
NM_001171172	chr3(.):39299984-39326930	0.2545
NM_001171171	chr3(.):39299984-39327764	0.2514
NM_001171174	chr3(.):39299984-39328226	0.2499
NM_001123396	chr3(.):46390234-46405868	0.7165
NR_024046	chr3(.):47048031-47059957	0.0756
NM_001195442	chr3(.):46648924-46673033	0.0994
NM_001123041	chr3(.):46390234-46407413	0.6627
NM_025222	chr3(.):52283437-52317659	0.3931
NM_181042	chr3(.):52574367-52718739	0.0651
NM_018313	chr3(.):52574367-52724866	0.0954
NM_001128615	chr3(.):56756445-57118336	0.1414
NM_015541	chr3(.):66424220-66555845	0.1505
NM_007114	chr3(.):69063977-69106484	0.1572
NM_000097	chr3(.):98293289-98317455	0.1876
NM_001185106	chr3(.):111388522-111570294	0.1219
NM_001134437	chr3(.):111446326-111700364	0.0939
NM_001009899	chr3(.):113362232-113420493	0.1248
NM_001690	chr3(.):113460865-113535905	0.2593
NM_002213	chr3(.):124476794-124611144	0.3762
NM_032343	chr3(.):126418117-126684244	0.1391
NM_015268	chr3(.):132131552-132262876	0.1693
NM_001134422	chr3(.):133287433-133314118	0.6003
NM_001134423	chr3(.):133288300-133314118	0.6148
NM_006506	chr3(.):141200925-141336197	0.1495
NM_001080412	chr3(.):141038054-141173632	2.2005
NM_016275	chr3(.):150316065-150353234	0.4832
NM_005067	chr3(.):150453909-150486263	0.488
NM_001193283	chr3(.):156539147-156648045	0.1232
NM_001004316	chr3(.):156539095-156768918	0.1385
NM_001190242	chr3(.):159969773-160106554	0.0961
NM_001190241	chr3(.):159969773-160122320	0.2964
NM_024665	chr3(.):176733541-176920048	0.4382
NM_005832	chr3(.):178271617-178567217	0.132
NM_130446	chr3(.):183200318-183278499	1.2911
NM_173216	chr3(.):186643314-186801341	0.738
NM_003032	chr3(.):186734664-186801341	0.8295
NR_034062	chr3(.):187415153-187455203	0.1006
NM_174908	chr3(.):191041873-191121459	0.2413
NM_005524	chr3(.):193848933-193861396	1.3502
NM_152531	chr3(.):194784012-194996895	0.1819
NM_003670	chr3(.):5016096-5031865	0.7562
NM_018184	chr3(.):5158929-5227601	0.1984
NM_015931	chr3(.):8656319-8698737	0.1401
NM_014760	chr3(.):10285176-10327906	0.1396
NM_024334	chr3(.):14161439-14190180	0.9927
NM_016474	chr3(.):14688252-14719166	0.1953
NR_027694	chr3(.):20016452-20058765	0.0545
NR_034055	chr3(.):25895022-25920186	0.1199
NR_026937	chr3(.):25826562-25841025	0.2339
NM_181472	chr3(.):32428162-32501333	0.3077
NM_194293	chr3(.):39219706-39239077	0.2145
NM_001337	chr3(.):39299984-39326527	0.255
NM_001198621	chr3(.):39219705-39239085	0.2147
NM_014240	chr3(.):45631322-45727755	0.342
NM_001295	chr3(.):46238199-46254832	2.5081
NM_001837	chr3(.):46278871-46313197	0.1273
NM_003965	chr3(.):46443720-46456014	0.2674
NM_001100168	chr3(.):46406632-46422697	0.3944
NM_001130910	chr3(.):46444048-46456014	0.2719
NM_003212	chr3(.):46614075-46628952	0.0715
NM_001174136	chr3(.):46611044-46628952	0.0674
NM_024512	chr3(.):46551877-46613011	1.0366
NM_031440	chr3(.):46534484-46547439	0.4697
NM_015175	chr3(.):47016172-47056193	0.3213
NM_144716	chr3(.):46958219-47023270	0.1976
NM_199074	chr3(.):49052907-49065926	1.0609
NM_199073	chr3(.):49053617-49065926	1.1164
NM_017730	chr3(.):49062141-49136504	0.1595
NM_177939	chr3(.):49022340-49049581	0.434
NM_018031	chr3(.):49039636-49058386	0.6415
NM_000884	chr3(.):49056761-49071875	0.9155
NM_018114	chr3(.):49047434-49063467	0.8635
NM_199070	chr3(.):49054073-49065926	1.1559
NM_001009996	chr3(.):49047434-49061017	0.9843
NR_029690	chr3(.):49053050-49063142	1.3101
NR_029948	chr3(.):49052580-49062667	1.3063
NM_001174100	chr3(.):51986469-52006482	0.1819
NM_005485	chr3(.):51971360-51987883	0.385
NM_004704	chr3(.):51962445-51980922	0.3451
NM_001146314	chr3(.):51997525-52013646	0.4387
NM_015407	chr3(.):52004041-52020216	0.4758
NM_000992	chr3(.):52022643-52034958	0.3237
NM_033010	chr3(.):51986469-52001908	0.1941
NM_000666	chr3(.):52012299-52028218	0.2246
NM_080865	chr3(.):51984329-51996520	0.0974
NM_020418	chr3(.):51986469-52006450	0.1808
NR_037192	chr3(.):52004041-52028218	0.3406
NM_017442	chr3(.):52250097-52265179	0.1479
NM_199166	chr3(.):52227115-52253343	0.1562
NM_007284	chr3(.):52257625-52278183	0.3472
NM_144641	chr3(.):52275224-52289615	0.3435
NM_000688	chr3(.):52227143-52253343	0.1561
NR_026699	chr3(.):52316835-52334272	0.6096
NR_029677	chr3(.):52323234-52333324	0.074
NR_029660	chr3(.):52297293-52307377	0.1866
NM_001010983	chr3(.):52723503-52745048	0.7491
NM_206825	chr3(.):52714935-52733510	0.4026
NR_003687	chr3(.):52719753-52729846	0.402
NM_014041	chr3(.):52734856-52747197	1.1875
NR_003057	chr3(.):52721751-52731828	0.1965
NM_152932	chr3(.):52723503-52742622	0.7448
NR_003047	chr3(.):52718255-52728331	0.5457
NM_001193533	chr3(.):52739795-52809965	0.28
NR_024615	chr3(.):55686242-55698497	0.6844
NM_198195	chr3(.):69098880-69134524	0.4895
NM_006407	chr3(.):69129089-69160239	1.0777
NM_198271	chr3(.):69151038-69176746	0.2356
NR_036087	chr3(.):69093108-69103186	0.4552
NM_001040199	chr3(.):98229316-98246910	0.388
NM_005290	chr3(.):98245877-98256960	0.0986
NM_006100	chr3(.):98446571-98518236	0.9328
NM_145037	chr3(.):101493028-101552075	0.5085
NM_001134456	chr3(.):101493285-101552075	0.5101
NM_001005474	chr3(.):101541833-101584869	0.3958
NM_001190259	chr3(.):111834687-111857152	0.4126
NM_024616	chr3(.):111800181-111842044	0.2898
NR_030292	chr3(.):111826647-111836745	0.1348
NM_025146	chr3(.):113432840-113470096	0.4603
NM_022135	chr3(.):119355907-119384404	0.9031
NM_005694	chr3(.):119383371-119401243	0.4567
NM_015900	chr3(.):119311721-119353658	0.1175
NR_031687	chr3(.):125504246-125514395	0.1195
NM_020187	chr3(.):128992683-129029135	0.5157
NM_001006109	chr3(.):128992816-129029135	0.5168
NM_006026	chr3(.):129028613-129040120	2.0193
NR_026991	chr3(.):129030113-129048412	0.949
NR_027898	chr3(.):129926662-129997649	0.0661
NM_016557	chr3(.):132311093-132326382	0.0923
NM_178445	chr3(.):132313980-132326382	0.0923
NM_032169	chr3(.):132271981-132383975	0.2375
NR_027037	chr3(.):151975404-151992415	0.9017
NR_003284	chr3(.):156522059-156534810	0.3487
NR_034008	chr3(.):156802669-156823924	1.9311
NR_034007	chr3(.):156794455-156845791	0.9216
NM_020307	chr3(.):156860585-156883482	0.8893
NM_000882	chr3(.):159701628-159718806	0.3054
NM_173084	chr3(.):160148290-160172626	0.3734
NR_029663	chr3(.):160117375-160127473	2.7016
NM_005496	chr3(.):160113346-160157741	0.8546
NM_001002800	chr3(.):160112429-160157741	0.8392
NR_029525	chr3(.):160117532-160127613	2.4378
NM_018657	chr3(.):169485852-169512504	0.5445
NM_032487	chr3(.):169479710-169492683	1.6258
NM_001172780	chr3(.):169508428-169535574	0.2174
NM_001080460	chr3(.):169534709-169560560	0.1348
NR_001566	chr3(.):169477397-169487848	0.9502
NM_001185119	chr3(.):169487052-169512504	0.5661
NR_027622	chr3(.):169656771-169689522	1.3316
NM_182610	chr3(.):169624481-169661948	0.5146
NM_003262	chr3(.):169679579-169721161	0.3312
NM_014373	chr3(.):169750734-169808183	0.4018
NM_004454	chr3(.):185759105-185831901	0.1616
NM_001004312	chr3(.):187411046-187425345	0.0956
NM_001706	chr3(.):187434164-187468513	0.4182
NM_001134738	chr3(.):187434164-187457695	0.1475
NM_001130845	chr3(.):187434164-187459285	0.1845
NM_198152	chr3(.):190979943-191053325	0.3066
NR_024480	chr3(.):194013988-194035593	1.4265
NM_001080513	chr3(.):194055493-194077057	0.0945
NM_005781	chr3(.):195585235-195640880	0.543
NM_001010938	chr3(.):195585235-195627432	0.2033
NM_198565	chr3(.):196361655-196393874	0.5284
NM_014687	chr3(.):197393258-197468773	0.4213
NM_001145642	chr3(.):197393313-197481568	0.4469
NR_027840	chr3(.):197472260-197516317	0.2308
NM_032288	chr3(.):197471623-197516317	0.2295
NR_030627	chr3(.):197396366-197406447	0.0852
NM_001011537	chr3(.):197471423-197516317	0.2297
NM_003215	chr4(.):48132799-48276814	0.2835
NM_201431	chr4(.):74433861-74491340	0.671
NM_177532	chr4(.):74433861-74491134	0.6734
NM_020859	chr4(.):77351252-77709405	0.1887
NM_144571	chr4(.):78629540-78745544	0.2125
NM_198281	chr4(.):90160428-90234161	1.7204
NM_032518	chr4(.):109740038-110228799	0.0959
NM_198721	chr4(.):109729971-110228799	0.0951
NM_001034845	chr4(.):172729574-173966558	0.0816
NM_021069	chr4(.):186501597-186882870	0.139
NM_001145670	chr4(.):186501597-186738410	0.1704
NM_001145671	chr4(.):186501597-186737225	0.17
NM_001145672	chr4(.):186501597-186737048	0.17
NM_003603	chr4(.):186501597-186738392	0.1704
NM_001145673	chr4(.):186501597-186702066	0.1882
NM_006527	chr4(.):1689526-1719030	0.6409
NM_144720	chr4(.):6050481-6207318	0.2762
NM_147127	chr4(.):5559145-5715294	0.1707
NM_001166136	chr4(.):5559145-5716275	0.1709
NM_001099433	chr4(.):6022925-6207318	0.256
NM_153717	chr4(.):5707923-5821031	0.2071
NM_001113361	chr4(.):6906170-7039845	0.2096
NM_020773	chr4(.):6906494-7039845	0.21
NM_016531	chr4(.):38660789-38708129	0.4192
NM_015173	chr4(.):37887719-38145794	0.3767
NR_026804	chr4(.):38609321-38671249	0.2866
NM_001007075	chr4(.):39041450-39132853	0.1167
NM_001098634	chr4(.):40420271-40636883	0.1957
NM_004310	chr4(.):40193526-40251281	1.2425
NM_001136570	chr4(.):77167852-77209929	0.093
NM_005935	chr4(.):87923152-88067191	0.1884
NM_001166693	chr4(.):87851153-88067206	0.2526
NM_005327	chr4(.):108905869-108961331	0.444
NM_024900	chr4(.):129725778-129790787	0.3665
NM_199320	chr4(.):129725778-129801379	0.3268
NM_002039	chr4(.):144252982-144400718	0.3783
NM_153343	chr4(.):185004858-185144114	0.0664
NM_002199	chr4(.):185303875-185400726	1.4834
NM_001145674	chr4(.):186501597-186583123	0.3078
NM_020827	chr4(.):186075818-186130182	0.1564
NM_031953	chr4(.):186126283-186290120	0.3458
NM_001013622	chr4(.):1636607-1690718	0.0689
NM_001174070	chr4(.):1636607-1690988	0.0689
NM_001127266	chr4(.):1712678-1728084	1.5862
NM_006342	chr4(.):1718265-1751897	0.2619
NM_153376	chr4(.):7037575-7049728	0.2483
NM_001113363	chr4(.):6983888-7039845	0.2806
NM_152293	chr4(.):7040155-7064677	0.1792
NR_031688	chr4(.):9552788-9562937	0.1223
NM_001775	chr4(.):15774930-15855706	0.1767
NM_024943	chr4(.):38963440-39039041	0.317
NM_017581	chr4(.):40332468-40361973	0.0698
NM_001076	chr4(.):69398132-69439240	0.4072
NM_001077	chr4(.):69397902-69439245	0.4056
NM_001076	chr4(.):69507314-69541374	0.1318
NM_031889	chr4(.):71489460-71517536	0.0919
NM_144646	chr4(.):71516257-71537348	0.7972
NM_020368	chr4(.):71549195-71561268	0.4564
NM_014961	chr4(.):71582695-71664274	0.0775
NM_001130709	chr4(.):71565653-71660614	0.122
NM_003943	chr4(.):77222676-77237283	0.7797
NM_020236	chr4(.):78778804-78878944	0.1326
NM_144645	chr4(.):87792357-87818575	0.0861
NM_014395	chr4(.):100732980-100796346	0.4217
NM_021970	chr4(.):100794494-100820703	0.2284
NM_003998	chr4(.):103417485-103543459	0.2747
NM_025212	chr4(.):105388342-105417467	1.1287
NM_152680	chr4(.):153542265-153606317	0.3062
NM_018409	chr4(.):186280031-186305152	0.2154
NM_181726	chr4(.):186312839-186326390	0.6318
NM_001104631	chr5(.):58259865-59194621	0.1136
NM_006203	chr5(.):58259865-58887324	0.1077
NM_001165899	chr5(.):58259865-59788925	0.0922
NM_001197218	chr5(.):58259865-59069438	0.1188
NM_002372	chr5(.):109020155-109208429	0.3191
NM_014979	chr5(.):75374304-75626416	0.1548
NM_001131005	chr5(.):88009057-88204922	0.5428
NM_002397	chr5(.):88009057-88184283	0.5344
NM_001193349	chr5(.):88009057-88124744	0.4136
NM_001131055	chr5(.):175080039-175118245	0.2677
NM_001040446	chr5(.):32222110-32318114	0.2219
NM_024669	chr5(.):55390506-55534186	0.4071
NR_015436	chr5(.):87831596-87985620	0.278
NR_027435	chr5(.):90671163-90721532	0.5947
NM_152624	chr5(.):112307432-112361667	0.167
NM_001077654	chr5(.):118599417-118735294	0.3902
NM_005460	chr5(.):121642819-121804794	0.1356
NM_001038702	chr5(.):130594701-130735382	0.2376
NM_003060	chr5(.):131700400-131736306	0.1573
NM_018924	chr5(.):140744961-140897546	0.1344
NM_018922	chr5(.):140724827-140897546	0.1263
NM_018915	chr5(.):140713353-140897546	0.1224
NM_018916	chr5(.):140718600-140897546	0.1245
NM_018912	chr5(.):140705251-140897546	0.1211
NM_003736	chr5(.):140762451-140897546	0.1386
NM_018923	chr5(.):140734702-140897546	0.1312
NM_001079812	chr5(.):140889587-141003622	0.211
NM_018920	chr5(.):140757466-140897546	0.1389
NM_018918	chr5(.):140738897-140897546	0.1329
NM_018917	chr5(.):140729767-140897546	0.1288
NM_018919	chr5(.):140748650-140897546	0.1368
NM_001020825	chr5(.):142652495-142788254	0.2893
NM_001018076	chr5(.):142652495-142789045	0.2882
NM_001018075	chr5(.):142652495-142820077	0.2561
NM_001172699	chr5(.):149146502-149239585	0.2495
NM_001172698	chr5(.):149104814-149239585	0.2424
NM_015621	chr5(.):150555612-150608654	0.2667
NM_004045	chr5(.):151117382-151143210	0.575
NM_198321	chr5(.):153565294-153805543	0.185
NM_138379	chr5(.):156341292-156395266	0.4145
NM_005990	chr5(.):171464073-171620346	0.2107
NM_001167579	chr5(.):176806431-176822514	0.0948
NM_022455	chr5(.):176555832-176732214	0.2299
NM_172349	chr5(.):176555079-176732214	0.2294
NM_002406	chr5(.):180212540-180235048	0.6523
NM_001114619	chr5(.):180212540-180235902	0.6518
NM_001114618	chr5(.):180212540-180241817	0.9922
NM_001114617	chr5(.):180212540-180242137	0.9829
NM_145265	chr5(.):199874-223297	0.3971
NM_001080478	chr5(.):186625-200468	0.9051
NM_004168	chr5(.):213355-261814	0.2482
NM_013232	chr5(.):266735-320089	0.1358
NM_001193376	chr5(.):1248286-1300162	0.0813
NM_030782	chr5(.):1312999-1350002	2.1932
NM_001145161	chr5(.):6443735-6501834	1.0868
NM_001171805	chr5(.):6709717-6762161	0.3393
NM_001171806	chr5(.):6741100-6762161	0.0717
NM_006713	chr5(.):32580604-32609185	1.1146
NM_001190469	chr5(.):37807778-37840929	0.406
NM_199231	chr5(.):37807778-37840593	0.3936
NM_000514	chr5(.):37807778-37844782	0.3802
NR_034127	chr5(.):43060288-43072073	1.1901
NM_001014279	chr5(.):43034181-43045447	1.3526
NR_034085	chr5(.):43011149-43023913	0.6207
NR_015447	chr5(.):43037235-43050370	1.1637
NR_034086	chr5(.):43009830-43023913	0.7033
NR_036243	chr5(.):86405695-86415771	0.5042
NR_024384	chr5(.):87955262-87974146	1.7881
NR_024383	chr5(.):87955262-87979262	1.4429
NR_030741	chr5(.):87957670-87967757	0.4062
NM_020801	chr5(.):90659540-90684149	1.1531
NM_005668	chr5(.):100137638-100243987	0.3556
NM_175052	chr5(.):100216014-100243970	0.8756
NR_033175	chr5(.):109213882-109226200	0.086
NM_005669	chr5(.):112207080-112263031	0.2651
NR_036052	chr5(.):118305280-118315362	0.0793
NM_014350	chr5(.):118686595-118735294	0.1722
NM_000588	chr5(.):131391346-131403896	0.1496
NM_000758	chr5(.):131404484-131416859	0.1598
NR_037500	chr5(.):131696181-131706291	0.2986
NM_002198	chr5(.):131812300-131831465	0.561
NM_001013717	chr5(.):131741672-131803059	1.4948
NM_000879	chr5(.):131872135-131884214	0.0811
NM_016480	chr5(.):138672518-138710409	0.1274
NM_194296	chr5(.):138727455-138744776	0.7166
NM_152686	chr5(.):138740891-138780214	0.4578
NM_152685	chr5(.):138697884-138724039	0.2447
NM_001033112	chr5(.):138673133-138710409	0.1271
NM_001161546	chr5(.):138722634-138735885	2.2961
NM_016459	chr5(.):138718256-138730605	2.6521
NM_016463	chr5(.):139023300-139067680	0.5418
NM_001035235	chr5(.):139924652-139942678	0.2717
NM_133173	chr5(.):139932852-139949189	0.5888
NM_080670	chr5(.):139939419-139953683	0.4735
NM_003732	chr5(.):139922250-139934163	0.0831
NM_032088	chr5(.):140766482-140897546	0.1399
NM_032406	chr5(.):140859740-140872356	0.0545
NM_032407	chr5(.):140863807-140876444	0.0567
NM_018925	chr5(.):140772694-140897546	0.1432
NM_032092	chr5(.):140795536-140897546	0.1607
NM_003735	chr5(.):140805157-140897546	0.1671
NM_018921	chr5(.):140777519-140897546	0.1465
NM_018929	chr5(.):140863807-140897546	0.3348
NM_018913	chr5(.):140787742-140897546	0.1555
NM_002588	chr5(.):140850568-140897546	0.2745
NM_018926	chr5(.):140782769-140897546	0.1512
NM_018928	chr5(.):140859740-140897546	0.3043
NM_018927	chr5(.):140792281-140897546	0.1595
NM_183401	chr5(.):141343732-141373754	0.3287
NM_005471	chr5(.):141375233-141397620	0.6726
NM_183400	chr5(.):141343621-141373754	0.3275
NM_016580	chr5(.):141319529-141343627	0.2246
NM_183399	chr5(.):141341436-141373754	0.3092
NM_000024	chr5(.):148201155-148213197	1.2449
NM_006058	chr5(.):150404505-150465997	0.2955
NM_001155	chr5(.):150475266-150542443	0.4379
NM_001193544	chr5(.):150475266-150526216	0.3497
NM_000405	chr5(.):150627612-150654953	0.2902
NM_181774	chr5(.):150650925-150688334	0.0636
NM_005754	chr5(.):151146475-151189915	0.3561
NR_002168	chr5(.):156272548-156284539	0.077
NR_028472	chr5(.):156346099-156357013	0.5938
NM_002187	chr5(.):158736790-158762481	0.2335
NM_001171183	chr5(.):171616175-171635458	0.0723
NM_004417	chr5(.):172190092-172203203	1.0071
NM_030627	chr5(.):173310330-173392313	0.5211
NM_022304	chr5(.):175103463-175116558	0.0608
NM_017675	chr5(.):175971342-176027769	0.1784
NM_014901	chr5(.):175948699-175969421	0.2585
NM_001171976	chr5(.):175964511-176027769	0.2481
NM_001031677	chr5(.):176723198-176735744	1.6879
NM_006480	chr5(.):176779843-176804599	0.3233
NM_006816	chr5(.):176753562-176783885	0.288
NM_031300	chr5(.):176729205-176744292	1.4769
NM_001142935	chr5(.):176727500-176744292	1.7098
NM_013237	chr5(.):176725834-176738950	1.7092
NM_002082	chr5(.):176848686-176874850	0.6884
NM_030567	chr5(.):176868795-176888287	0.3519
NM_000505	chr5(.):176824138-176841577	0.5721
NM_080881	chr5(.):176878613-176904871	0.1857
NM_004395	chr5(.):176878613-176905694	0.1834
NM_001004105	chr5(.):176848686-176873354	0.6643
NM_001174102	chr5(.):176870325-176888283	0.3755
NM_001029886	chr5(.):176822107-176832637	0.327
NR_027183	chr5(.):180251958-180267726	1.2036
NM_152283	chr5(.):180269610-180293286	0.3496
NM_206880	chr5(.):180576942-180587890	0.1792
NM_033342	chr5(.):180625119-180637177	0.1773
NR_002592	chr5(.):180663817-180673889	0.9854
NM_203297	chr5(.):180615923-180632930	0.3467
NM_203296	chr5(.):180615923-180636340	0.3562
NM_033549	chr5(.):180645305-180667808	0.4937
NR_027908	chr6(.):33548882-33566115	0.4804
NR_028361	chr6(.):33546475-33561803	0.8458
NM_181356	chr6(.):44791469-45350670	0.0856
NM_003599	chr6(.):44792449-45350575	0.0855
NM_012288	chr6(.):52357199-52446862	1.0735
NM_033515	chr6(.):129893239-130036370	0.3167
NM_000876	chr6(.):160385130-160532583	0.1234
NM_001195286	chr6(.):386738-416443	0.6435
NM_000904	chr6(.):2995066-3024994	0.2915
NM_001168344	chr6(.):7102829-7257213	0.2913
NM_001003699	chr6(.):7103085-7257213	0.2916
NR_037616	chr6(.):7876482-8069647	0.9236
NM_002114	chr6(.):12007723-12170232	0.2983
NM_004973	chr6(.):15241526-15527253	0.1337
NM_001949	chr6(.):20397136-20498945	0.1972
NM_001080480	chr6(.):20095934-20217670	0.1927
NM_001173977	chr6(.):25274655-25625758	0.4644
NM_014641	chr6(.):30662583-30690458	0.8759
NM_172166	chr6(.):31702724-31735455	0.9023
NM_152735	chr6(.):33417355-33430320	0.205
NM_177435	chr6(.):35305334-35398173	0.0893
NM_003427	chr6(.):35222509-35268760	0.3806
NM_004348	chr6(.):45384913-45523819	0.2853
NM_001024630	chr6(.):45291053-45523819	0.2263
NM_001123226	chr6(.):74166453-74216179	0.2574
NM_016021	chr6(.):90031343-90067619	0.8417
NM_001455	chr6(.):108877068-109010971	0.9783
NM_201559	chr6(.):108876025-109010971	0.9721
NM_032131	chr6(.):109164618-109300352	0.3453
NM_173674	chr6(.):117798819-117896020	0.3833
NM_001079823	chr6(.):129199285-129842710	0.0985
NM_001130173	chr6(.):135497452-135545311	0.2287
NM_153235	chr6(.):139556198-139618208	0.2366
NM_006734	chr6(.):143067603-143271338	0.1979
NM_024630	chr6(.):157797556-158099977	0.1499
NM_020185	chr6(.):287100-356355	2.2283
NR_026855	chr6(.):2983200-2996405	1.092
NM_003804	chr6(.):3072057-3120421	0.0938
NR_033884	chr6(.):3015389-3030005	1.0916
NM_001012983	chr6(.):3040617-3051034	0.0466
NM_016588	chr6(.):5993232-6012633	0.4583
NM_001145549	chr6(.):7876482-7915310	3.005
NM_030810	chr6(.):7876482-7916047	2.9764
NR_033910	chr6(.):10407550-10421402	0.9691
NM_001032280	chr6(.):10391915-10417607	0.6494
NM_001042425	chr6(.):10391915-10424797	0.566
NR_027793	chr6(.):10423017-10440055	0.3458
NM_003220	chr6(.):10391915-10420470	0.6402
NM_032744	chr6(.):11708887-11784280	0.5637
NM_005319	chr6(.):26050967-26061699	1.156
NM_003537	chr6(.):26026816-26037288	1.1007
NM_003544	chr6(.):26022123-26032480	0.8324
NM_021062	chr6(.):26038454-26048885	1.0717
NM_003531	chr6(.):26040638-26051097	1.0671
NM_005325	chr6(.):26012259-26023040	0.6337
NM_003538	chr6(.):26016906-26027278	0.9397
NM_003513	chr6(.):26028319-26038796	0.8481
NM_003529	chr6(.):26015717-26026186	0.711
NM_021065	chr6(.):26194011-26204471	1.6335
NM_003530	chr6(.):26192011-26204464	1.3917
NM_138720	chr6(.):26153348-26176576	0.7115
NM_003523	chr6(.):26179023-26189458	0.5267
NM_003539	chr6(.):26183937-26194304	0.6019
NM_003545	chr6(.):26199872-26210249	1.0583
NM_005321	chr6(.):26151558-26162343	0.8187
NM_003522	chr6(.):26194786-26205216	1.9158
NM_003518	chr6(.):26211427-26221872	0.5137
NM_021052	chr6(.):26212147-26222711	0.5162
NM_003532	chr6(.):26220382-26230844	0.4711
NM_003524	chr6(.):26246878-26257303	1.422
NM_003547	chr6(.):26241838-26252205	1.3213
NM_003540	chr6(.):26235653-26246021	0.1616
NM_021018	chr6(.):26245369-26255835	1.4175
NM_005320	chr6(.):26229439-26240216	0.7442
NM_001145008	chr6(.):26397464-26420444	0.2558
NM_001197240	chr6(.):26378328-26400100	0.3963
NM_001197247	chr6(.):26360397-26383540	1.3067
NM_001197238	chr6(.):26378323-26400100	0.3963
NM_007047	chr6(.):26360397-26383548	1.3075
NM_001197237	chr6(.):26378438-26400100	0.3952
NM_001197248	chr6(.):26360469-26383540	1.2938
NM_001197246	chr6(.):26363405-26383540	0.6169
NM_021064	chr6(.):27095816-27106314	1.2059
NM_080593	chr6(.):27101071-27119637	0.9785
NM_080596	chr6(.):27109907-27120346	0.8656
NR_036096	chr6(.):27110404-27120467	0.8932
NM_021058	chr6(.):27095094-27105575	1.2169
NM_003495	chr6(.):27102087-27112457	0.6365
NM_021066	chr6(.):27777079-27787518	0.7351
NM_003536	chr6(.):27772841-27783314	1.1405
NM_003509	chr6(.):27770976-27781445	0.8595
NM_003519	chr6(.):27770256-27780709	0.8464
NM_003521	chr6(.):27777821-27788267	0.7052
NM_003535	chr6(.):27853092-27863570	1.7345
NM_003527	chr6(.):27856202-27866669	1.7662
NM_003520	chr6(.):27801439-27811888	1.6671
NM_003511	chr6(.):27828106-27838576	0.6515
NM_003533	chr6(.):27834622-27845099	0.2855
NM_003510	chr6(.):27800657-27811117	1.6653
NM_003541	chr6(.):27793951-27804305	0.503
NM_005322	chr6(.):27829569-27840359	0.6805
NM_033057	chr6(.):27873962-27885174	0.0516
NM_021968	chr6(.):27786902-27797258	0.5352
NM_003514	chr6(.):27855476-27865963	1.7665
NM_003546	chr6(.):27835925-27846289	0.1564
NM_003587	chr6(.):30615895-30645830	0.1056
NM_001161376	chr6(.):30609815-30625987	0.3782
NM_133471	chr6(.):30639165-30660672	1.086
NM_001134870	chr6(.):30639165-30660093	1.1136
NM_007243	chr6(.):30650825-30663769	1.2296
NM_005803	chr6(.):30690510-30715453	0.2747
NM_003897	chr6(.):30705975-30717327	0.3934
NM_178014	chr6(.):30683156-30698195	1.5966
NM_004847	chr6(.):31577993-31589798	0.7176
NM_001623	chr6(.):31578032-31589798	0.72
NM_032955	chr6(.):31578788-31589798	0.7664
NM_080702	chr6(.):31601804-31625477	0.4184
NM_001098534	chr6(.):31601804-31625170	0.4239
NM_021246	chr6(.):31678132-31690581	0.1061
NM_138275	chr6(.):31686160-31697851	0.6844
NR_033488	chr6(.):31649725-31675850	0.2527
NM_001320	chr6(.):31628656-31642843	0.6341
NM_013974	chr6(.):31689816-31703039	0.9472
