GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
2_MACS_peak_7744_lociStitched	chr11(.):66799167-66800169	0.1019
1_MACS_peak_7746_lociStitched	chr11(.):66800748-66801272	0.2047
1_MACS_peak_7747_lociStitched	chr11(.):66801981-66802390	0.0315
1_MACS_peak_7748_lociStitched	chr11(.):66807016-66808257	0.1501
3_MACS_peak_7749_lociStitched	chr11(.):66809226-66813539	0.1071
3_MACS_peak_7752_lociStitched	chr11(.):67142936-67145326	0.0922
1_MACS_peak_7755_lociStitched	chr11(.):67152475-67152924	0.0808
2_MACS_peak_7756_lociStitched	chr11(.):67182482-67183823	0.1099
3_MACS_peak_7758_lociStitched	chr11(.):67242829-67244583	0.065
2_MACS_peak_7761_lociStitched	chr11(.):67245216-67246451	0.0797
1_MACS_peak_7763_lociStitched	chr11(.):67262547-67263266	0.06
5_MACS_peak_7764_lociStitched	chr11(.):67264170-67273315	0.086
2_MACS_peak_7769_lociStitched	chr11(.):67278514-67280009	0.1548
2_MACS_peak_7771_lociStitched	chr11(.):67282114-67284049	0.1162
1_MACS_peak_7773_lociStitched	chr11(.):67286073-67286763	0.1283
3_MACS_peak_7774_lociStitched	chr11(.):67288195-67293323	0.086
1_MACS_peak_7777_lociStitched	chr11(.):67297882-67298409	0.063
1_MACS_peak_7778_lociStitched	chr11(.):67299061-67299431	0.0702
4_MACS_peak_7779_lociStitched	chr11(.):67325703-67331821	0.1129
1_MACS_peak_7783_lociStitched	chr11(.):67333438-67333880	0.0313
1_MACS_peak_7784_lociStitched	chr11(.):67339092-67339440	0.0845
2_MACS_peak_7785_lociStitched	chr11(.):67343691-67346333	0.1422
1_MACS_peak_7787_lociStitched	chr11(.):67347503-67347987	0.1088
2_MACS_peak_7788_lociStitched	chr11(.):67407462-67409539	0.1097
2_MACS_peak_7790_lociStitched	chr11(.):67430082-67433986	0.121
1_MACS_peak_7792_lociStitched	chr11(.):68223428-68223717	0.1272
1_MACS_peak_7793_lociStitched	chr11(.):68409499-68409798	0.082
1_MACS_peak_7794_lociStitched	chr11(.):68415265-68415523	0.0701
1_MACS_peak_7795_lociStitched	chr11(.):68416995-68417812	0.0846
1_MACS_peak_7796_lociStitched	chr11(.):68418706-68419147	0.0701
2_MACS_peak_7797_lociStitched	chr11(.):68420597-68421918	0.1406
2_MACS_peak_7799_lociStitched	chr11(.):68422567-68429511	0.1176
2_MACS_peak_7801_lociStitched	chr11(.):68431613-68432783	0.1323
2_MACS_peak_7803_lociStitched	chr11(.):68433478-68434455	0.03
1_MACS_peak_7805_lociStitched	chr11(.):68441359-68442338	0.0878
1_MACS_peak_7806_lociStitched	chr11(.):68448041-68448511	0.1521
3_MACS_peak_7807_lociStitched	chr11(.):68449788-68457775	0.104
1_MACS_peak_7810_lociStitched	chr11(.):68622300-68622767	0.0548
1_MACS_peak_7811_lociStitched	chr11(.):68631473-68631957	0.0968
1_MACS_peak_7812_lociStitched	chr11(.):68636866-68637143	0.153
1_MACS_peak_7813_lociStitched	chr11(.):68721630-68721919	0.0
1_MACS_peak_7814_lociStitched	chr11(.):68722494-68722857	0.0807
4_MACS_peak_7815_lociStitched	chr11(.):68724490-68730711	0.0822
2_MACS_peak_7819_lociStitched	chr11(.):68732993-68736875	0.1149
1_MACS_peak_7821_lociStitched	chr11(.):68738699-68739105	0.0658
1_MACS_peak_7822_lociStitched	chr11(.):68739941-68740465	0.1297
3_MACS_peak_7823_lociStitched	chr11(.):68745607-68748723	0.1322
8_MACS_peak_7826_lociStitched	chr11(.):68758735-68783899	0.1002
2_MACS_peak_7834_lociStitched	chr11(.):68785140-68787392	0.097
1_MACS_peak_7836_lociStitched	chr11(.):68796858-68797137	0.0417
4_MACS_peak_7837_lociStitched	chr11(.):68800128-68803710	0.0717
1_MACS_peak_7841_lociStitched	chr11(.):68807427-68807745	0.0247
3_MACS_peak_7842_lociStitched	chr11(.):68866617-68874749	0.1276
1_MACS_peak_7845_lociStitched	chr11(.):68875313-68875647	0.0901
4_MACS_peak_7846_lociStitched	chr11(.):68878814-68885519	0.1069
1_MACS_peak_7850_lociStitched	chr11(.):68886457-68886954	0.0618
2_MACS_peak_7851_lociStitched	chr11(.):68887641-68891875	0.1018
1_MACS_peak_7853_lociStitched	chr11(.):68896959-68897264	0.0344
1_MACS_peak_7854_lociStitched	chr11(.):68920265-68920608	0.087
2_MACS_peak_7855_lociStitched	chr11(.):68921577-68926790	0.1146
1_MACS_peak_7857_lociStitched	chr11(.):68946585-68947156	0.0712
1_MACS_peak_7858_lociStitched	chr11(.):68948441-68948978	0.061
1_MACS_peak_7859_lociStitched	chr11(.):68958236-68958897	0.0778
2_MACS_peak_7860_lociStitched	chr11(.):68963630-68966036	0.0647
6_MACS_peak_7862_lociStitched	chr11(.):68967473-68975289	0.0863
1_MACS_peak_7868_lociStitched	chr11(.):68975924-68976359	0.1308
1_MACS_peak_7869_lociStitched	chr11(.):68977999-68978634	0.0595
1_MACS_peak_7870_lociStitched	chr11(.):68984192-68984464	0.0516
2_MACS_peak_7871_lociStitched	chr11(.):68987860-68988857	0.0515
1_MACS_peak_7873_lociStitched	chr11(.):69001126-69001372	0.0234
1_MACS_peak_7874_lociStitched	chr11(.):69032156-69032600	0.0717
3_MACS_peak_7875_lociStitched	chr11(.):69205869-69207504	0.1127
3_MACS_peak_7878_lociStitched	chr11(.):69208329-69209453	0.0534
2_MACS_peak_7881_lociStitched	chr11(.):69230169-69231417	0.066
1_MACS_peak_7883_lociStitched	chr11(.):69231939-69232338	0.1296
3_MACS_peak_7884_lociStitched	chr11(.):69233729-69235479	0.0473
4_MACS_peak_7887_lociStitched	chr11(.):69241350-69245781	0.088
1_MACS_peak_7891_lociStitched	chr11(.):69246910-69247760	0.0814
3_MACS_peak_7892_lociStitched	chr11(.):69248573-69255972	0.0749
1_MACS_peak_7895_lociStitched	chr11(.):69258309-69258733	0.2263
2_MACS_peak_7896_lociStitched	chr11(.):69263190-69264707	0.0775
4_MACS_peak_7898_lociStitched	chr11(.):69276816-69280888	0.0962
1_MACS_peak_7902_lociStitched	chr11(.):69283008-69283254	0.2105
4_MACS_peak_7903_lociStitched	chr11(.):69283954-69288830	0.0962
1_MACS_peak_7907_lociStitched	chr11(.):69289910-69293263	0.1231
2_MACS_peak_7908_lociStitched	chr11(.):69294032-69295457	0.0634
1_MACS_peak_7910_lociStitched	chr11(.):69296179-69296663	0.0967
5_MACS_peak_7911_lociStitched	chr11(.):69298444-69309487	0.0845
1_MACS_peak_7916_lociStitched	chr11(.):69309996-69311691	0.1093
1_MACS_peak_7917_lociStitched	chr11(.):69316713-69317014	0.0569
2_MACS_peak_7918_lociStitched	chr11(.):69324162-69328134	0.0903
1_MACS_peak_7920_lociStitched	chr11(.):69329087-69329396	0.0765
1_MACS_peak_7921_lociStitched	chr11(.):69339771-69340145	0.1323
1_MACS_peak_7922_lociStitched	chr11(.):69345304-69345820	0.1139
2_MACS_peak_7923_lociStitched	chr11(.):69351949-69352928	0.0926
1_MACS_peak_7925_lociStitched	chr11(.):69353875-69354245	0.0809
1_MACS_peak_7926_lociStitched	chr11(.):69354921-69355189	0.1325
1_MACS_peak_7927_lociStitched	chr11(.):69356028-69356313	0.1276
2_MACS_peak_7928_lociStitched	chr11(.):69359675-69360675	0.0879
4_MACS_peak_7930_lociStitched	chr11(.):69450671-69457711	0.0976
1_MACS_peak_7934_lociStitched	chr11(.):69471706-69472697	0.077
1_MACS_peak_7935_lociStitched	chr11(.):69491739-69492282	0.0573
1_MACS_peak_7936_lociStitched	chr11(.):69499537-69500875	0.1043
3_MACS_peak_7937_lociStitched	chr11(.):69506844-69512889	0.0962
1_MACS_peak_7940_lociStitched	chr11(.):69513648-69514413	0.1184
2_MACS_peak_7941_lociStitched	chr11(.):69515525-69521638	0.075
1_MACS_peak_7943_lociStitched	chr11(.):69523442-69524773	0.1305
4_MACS_peak_7944_lociStitched	chr11(.):69525507-69528712	0.0917
2_MACS_peak_7948_lociStitched	chr11(.):69530223-69531149	0.0656
8_MACS_peak_7950_lociStitched	chr11(.):69532371-69546004	0.1065
2_MACS_peak_7958_lociStitched	chr11(.):69548816-69549410	0.0937
3_MACS_peak_7960_lociStitched	chr11(.):69551411-69553082	0.0961
2_MACS_peak_7963_lociStitched	chr11(.):69554372-69556420	0.1005
1_MACS_peak_7965_lociStitched	chr11(.):69557019-69558204	0.0869
8_MACS_peak_7966_lociStitched	chr11(.):69558989-69564894	0.0909
2_MACS_peak_7974_lociStitched	chr11(.):69565445-69567508	0.0833
3_MACS_peak_7976_lociStitched	chr11(.):69568800-69570914	0.0777
1_MACS_peak_7979_lociStitched	chr11(.):69571735-69572261	0.1017
1_MACS_peak_7980_lociStitched	chr11(.):69573601-69573898	0.0593
2_MACS_peak_7981_lociStitched	chr11(.):69576516-69577444	0.0429
1_MACS_peak_7983_lociStitched	chr11(.):69582430-69582883	0.0749
1_MACS_peak_7984_lociStitched	chr11(.):69583717-69584548	0.0858
1_MACS_peak_7985_lociStitched	chr11(.):69585173-69585750	0.0595
3_MACS_peak_7986_lociStitched	chr11(.):69587181-69592270	0.0613
2_MACS_peak_7989_lociStitched	chr11(.):69592950-69594042	0.0503
1_MACS_peak_7991_lociStitched	chr11(.):69594678-69595527	0.1093
1_MACS_peak_7992_lociStitched	chr11(.):69596192-69596529	0.0057
1_MACS_peak_7993_lociStitched	chr11(.):69597586-69598035	0.0606
1_MACS_peak_7994_lociStitched	chr11(.):69599629-69599998	0.0497
3_MACS_peak_7995_lociStitched	chr11(.):69601257-69607014	0.0934
2_MACS_peak_7998_lociStitched	chr11(.):69607760-69608808	0.0523
3_MACS_peak_8000_lociStitched	chr11(.):69610866-69613634	0.0728
2_MACS_peak_8003_lociStitched	chr11(.):69619331-69620211	0.028
1_MACS_peak_8005_lociStitched	chr11(.):69621076-69621627	0.0946
3_MACS_peak_8006_lociStitched	chr11(.):69622161-69625718	0.0682
2_MACS_peak_8009_lociStitched	chr11(.):69626778-69627666	0.0634
1_MACS_peak_8011_lociStitched	chr11(.):69630582-69633660	0.0571
6_MACS_peak_8012_lociStitched	chr11(.):69634322-69640760	0.0718
1_MACS_peak_8018_lociStitched	chr11(.):69641482-69641869	0.0734
1_MACS_peak_8019_lociStitched	chr11(.):69642777-69643032	0.0063
1_MACS_peak_8020_lociStitched	chr11(.):69644537-69644943	0.097
1_MACS_peak_8021_lociStitched	chr11(.):69645879-69646769	0.1062
2_MACS_peak_8022_lociStitched	chr11(.):69647514-69651534	0.0669
1_MACS_peak_8024_lociStitched	chr11(.):69652637-69652920	0.1135
1_MACS_peak_8025_lociStitched	chr11(.):69654832-69655153	0.0735
1_MACS_peak_8026_lociStitched	chr11(.):69656489-69656886	0.1516
5_MACS_peak_8027_lociStitched	chr11(.):69675428-69684577	0.0753
8_MACS_peak_8032_lociStitched	chr11(.):69688278-69700468	0.0869
3_MACS_peak_8040_lociStitched	chr11(.):69701213-69703185	0.0949
1_MACS_peak_8043_lociStitched	chr11(.):69703871-69709486	0.0855
1_MACS_peak_8044_lociStitched	chr11(.):69710157-69710559	0.1013
1_MACS_peak_8045_lociStitched	chr11(.):69712927-69713219	0.0366
1_MACS_peak_8046_lociStitched	chr11(.):69715496-69716011	0.1254
1_MACS_peak_8047_lociStitched	chr11(.):69717390-69718341	0.0951
1_MACS_peak_8048_lociStitched	chr11(.):69719145-69719525	0.0759
5_MACS_peak_8049_lociStitched	chr11(.):69720764-69723737	0.0858
2_MACS_peak_8054_lociStitched	chr11(.):69776286-69777259	0.095
1_MACS_peak_8056_lociStitched	chr11(.):69778057-69778570	0.0888
3_MACS_peak_8057_lociStitched	chr11(.):69784194-69786717	0.0881
1_MACS_peak_8060_lociStitched	chr11(.):69787413-69789727	0.0772
1_MACS_peak_8061_lociStitched	chr11(.):69793879-69794177	0.0501
4_MACS_peak_8062_lociStitched	chr11(.):69797807-69800025	0.0636
2_MACS_peak_8066_lociStitched	chr11(.):69800803-69803710	0.0933
2_MACS_peak_8068_lociStitched	chr11(.):69804380-69804993	0.0948
2_MACS_peak_8070_lociStitched	chr11(.):69806346-69807315	0.0938
1_MACS_peak_8072_lociStitched	chr11(.):69809869-69810140	0.0584
2_MACS_peak_8073_lociStitched	chr11(.):69810796-69812207	0.1223
1_MACS_peak_8075_lociStitched	chr11(.):69812752-69817285	0.1005
1_MACS_peak_8076_lociStitched	chr11(.):69818176-69818694	0.1341
3_MACS_peak_8077_lociStitched	chr11(.):69820781-69822206	0.0825
1_MACS_peak_8080_lociStitched	chr11(.):69823139-69824072	0.1118
1_MACS_peak_8081_lociStitched	chr11(.):69825704-69826246	0.0807
7_MACS_peak_8082_lociStitched	chr11(.):69827556-69834771	0.0839
1_MACS_peak_8089_lociStitched	chr11(.):69861075-69861630	0.0897
1_MACS_peak_8090_lociStitched	chr11(.):69865928-69866225	0.0539
1_MACS_peak_8091_lociStitched	chr11(.):69869381-69869707	0.064
5_MACS_peak_8092_lociStitched	chr11(.):69875170-69878354	0.1018
1_MACS_peak_8097_lociStitched	chr11(.):69878948-69879680	0.0664
2_MACS_peak_8098_lociStitched	chr11(.):69883157-69883823	0.0771
1_MACS_peak_8100_lociStitched	chr11(.):69910419-69910809	0.0454
1_MACS_peak_8101_lociStitched	chr11(.):69911424-69912301	0.0475
3_MACS_peak_8102_lociStitched	chr11(.):69913374-69915120	0.0987
1_MACS_peak_8105_lociStitched	chr11(.):69916338-69916594	0.0479
1_MACS_peak_8106_lociStitched	chr11(.):69918434-69919878	0.0622
1_MACS_peak_8107_lociStitched	chr11(.):69920960-69921249	0.0486
2_MACS_peak_8108_lociStitched	chr11(.):69923424-69924440	0.054
3_MACS_peak_8110_lociStitched	chr11(.):69924948-69927233	0.0907
1_MACS_peak_8113_lociStitched	chr11(.):69927756-69928362	0.0782
2_MACS_peak_8114_lociStitched	chr11(.):69930082-69931206	0.0703
1_MACS_peak_8116_lociStitched	chr11(.):69931988-69932973	0.0906
1_MACS_peak_8117_lociStitched	chr11(.):69933556-69934081	0.0513
1_MACS_peak_8118_lociStitched	chr11(.):69935116-69936296	0.065
1_MACS_peak_8119_lociStitched	chr11(.):69936955-69937624	0.0959
2_MACS_peak_8120_lociStitched	chr11(.):69938394-69940435	0.0736
13_MACS_peak_8122_lociStitched	chr11(.):69942230-69963139	0.0866
1_MACS_peak_8135_lociStitched	chr11(.):69967139-69967460	0.055
2_MACS_peak_8136_lociStitched	chr11(.):69968778-69971149	0.0685
6_MACS_peak_8138_lociStitched	chr11(.):69972233-69991063	0.0929
4_MACS_peak_8144_lociStitched	chr11(.):69992546-69999496	0.0925
1_MACS_peak_8148_lociStitched	chr11(.):70000773-70001952	0.0787
1_MACS_peak_8149_lociStitched	chr11(.):70002565-70003431	0.0873
2_MACS_peak_8150_lociStitched	chr11(.):70004290-70006297	0.1049
7_MACS_peak_8152_lociStitched	chr11(.):70007263-70019548	0.0912
2_MACS_peak_8159_lociStitched	chr11(.):70020819-70021672	0.0579
5_MACS_peak_8161_lociStitched	chr11(.):70022931-70034977	0.0873
2_MACS_peak_8166_lociStitched	chr11(.):70039375-70040410	0.0733
1_MACS_peak_8168_lociStitched	chr11(.):70042349-70042690	0.5021
1_MACS_peak_8169_lociStitched	chr11(.):70048206-70048587	0.1042
7_MACS_peak_8170_lociStitched	chr11(.):70071393-70078768	0.0892
4_MACS_peak_8177_lociStitched	chr11(.):70086173-70087950	0.0819
1_MACS_peak_8181_lociStitched	chr11(.):70090740-70091228	0.0161
1_MACS_peak_8182_lociStitched	chr11(.):70094178-70094505	0.0895
4_MACS_peak_8183_lociStitched	chr11(.):70095936-70098404	0.0755
1_MACS_peak_8187_lociStitched	chr11(.):70098991-70099901	0.0785
1_MACS_peak_8188_lociStitched	chr11(.):70101089-70101729	0.1382
1_MACS_peak_8189_lociStitched	chr11(.):70113870-70114140	0.0892
2_MACS_peak_8190_lociStitched	chr11(.):70242250-70243673	0.0813
2_MACS_peak_8192_lociStitched	chr11(.):70244806-70245982	0.0579
2_MACS_peak_8194_lociStitched	chr11(.):70246487-70248357	0.1345
1_MACS_peak_8196_lociStitched	chr11(.):70251718-70252222	0.0527
1_MACS_peak_8197_lociStitched	chr11(.):70259051-70259324	0.047
3_MACS_peak_8198_lociStitched	chr11(.):70276688-70278871	0.0966
1_MACS_peak_8201_lociStitched	chr11(.):70281826-70282267	0.0747
2_MACS_peak_8202_lociStitched	chr11(.):70283055-70284192	0.1084
1_MACS_peak_8204_lociStitched	chr11(.):70309052-70309638	0.1048
3_MACS_peak_8205_lociStitched	chr11(.):70310867-70313754	0.1024
1_MACS_peak_8208_lociStitched	chr11(.):70317804-70321307	0.097
3_MACS_peak_8209_lociStitched	chr11(.):70323005-70326241	0.0621
1_MACS_peak_8212_lociStitched	chr11(.):70327857-70329196	0.0738
2_MACS_peak_8213_lociStitched	chr11(.):70330574-70334934	0.0981
2_MACS_peak_8215_lociStitched	chr11(.):70341167-70343063	0.0455
4_MACS_peak_8217_lociStitched	chr11(.):70344420-70353246	0.0593
1_MACS_peak_8221_lociStitched	chr11(.):70355751-70356025	0.0047
2_MACS_peak_8222_lociStitched	chr11(.):70364396-70365101	0.0794
2_MACS_peak_8224_lociStitched	chr11(.):70367833-70371306	0.1659
1_MACS_peak_8226_lociStitched	chr11(.):70380735-70381076	0.1182
1_MACS_peak_8227_lociStitched	chr11(.):70382259-70382504	0.0836
1_MACS_peak_8228_lociStitched	chr11(.):70383595-70383963	0.0303
7_MACS_peak_8229_lociStitched	chr11(.):70384734-70389397	0.0414
2_MACS_peak_8236_lociStitched	chr11(.):70390304-70391742	0.0618
3_MACS_peak_8238_lociStitched	chr11(.):70394169-70398633	0.0856
1_MACS_peak_8241_lociStitched	chr11(.):70399489-70400115	0.1027
1_MACS_peak_8242_lociStitched	chr11(.):70404422-70404682	0.0061
3_MACS_peak_8243_lociStitched	chr11(.):70413574-70415544	0.085
1_MACS_peak_8246_lociStitched	chr11(.):70416507-70416818	0.0028
2_MACS_peak_8247_lociStitched	chr11(.):70417424-70418171	0.0335
1_MACS_peak_8249_lociStitched	chr11(.):70422118-70422448	0.0226
1_MACS_peak_8250_lociStitched	chr11(.):70422998-70423400	0.0481
1_MACS_peak_8251_lociStitched	chr11(.):70426407-70426935	0.0293
1_MACS_peak_8252_lociStitched	chr11(.):70427837-70428366	0.0461
3_MACS_peak_8253_lociStitched	chr11(.):70429163-70431003	0.0742
3_MACS_peak_8256_lociStitched	chr11(.):70441174-70442970	0.0306
1_MACS_peak_8259_lociStitched	chr11(.):70446401-70446667	0.0168
3_MACS_peak_8260_lociStitched	chr11(.):70447775-70449236	0.067
1_MACS_peak_8263_lociStitched	chr11(.):70451479-70451768	0.0268
2_MACS_peak_8264_lociStitched	chr11(.):70452926-70454030	0.0825
1_MACS_peak_8266_lociStitched	chr11(.):70454685-70455527	0.1072
1_MACS_peak_8267_lociStitched	chr11(.):70464949-70465667	0.023
1_MACS_peak_8268_lociStitched	chr11(.):70467191-70467754	0.0818
3_MACS_peak_8269_lociStitched	chr11(.):70468480-70469967	0.1261
1_MACS_peak_8272_lociStitched	chr11(.):70472978-70473278	0.0174
4_MACS_peak_8273_lociStitched	chr11(.):70474252-70476359	0.0635
1_MACS_peak_8277_lociStitched	chr11(.):70483605-70484321	0.0219
1_MACS_peak_8278_lociStitched	chr11(.):70486453-70486727	0.0813
2_MACS_peak_8279_lociStitched	chr11(.):70487456-70488892	0.0596
1_MACS_peak_8281_lociStitched	chr11(.):70490850-70491298	0.0753
1_MACS_peak_8282_lociStitched	chr11(.):70501813-70502166	0.1063
1_MACS_peak_8283_lociStitched	chr11(.):70505884-70506138	0.0778
1_MACS_peak_8284_lociStitched	chr11(.):70507068-70510262	0.0883
1_MACS_peak_8285_lociStitched	chr11(.):70514377-70514735	0.0797
2_MACS_peak_8286_lociStitched	chr11(.):70515470-70517903	0.0644
1_MACS_peak_8288_lociStitched	chr11(.):70525117-70525692	0.062
2_MACS_peak_8289_lociStitched	chr11(.):70526463-70528375	0.0591
1_MACS_peak_8291_lociStitched	chr11(.):70554829-70555132	0.0241
3_MACS_peak_8292_lociStitched	chr11(.):70556056-70560241	0.0739
4_MACS_peak_8295_lociStitched	chr11(.):70561578-70565710	0.0783
1_MACS_peak_8299_lociStitched	chr11(.):70574075-70574504	0.0486
1_MACS_peak_8300_lociStitched	chr11(.):70575366-70575673	0.1017
1_MACS_peak_8301_lociStitched	chr11(.):70577999-70578365	0.0414
6_MACS_peak_8302_lociStitched	chr11(.):70578942-70586084	0.0826
1_MACS_peak_8308_lociStitched	chr11(.):70588959-70589568	0.0346
2_MACS_peak_8309_lociStitched	chr11(.):70590935-70592062	0.1076
4_MACS_peak_8311_lociStitched	chr11(.):70601609-70606323	0.1079
1_MACS_peak_8315_lociStitched	chr11(.):70613158-70613486	0.2019
1_MACS_peak_8316_lociStitched	chr11(.):70628819-70629364	0.131
1_MACS_peak_8317_lociStitched	chr11(.):70644427-70645279	0.096
1_MACS_peak_8318_lociStitched	chr11(.):70650937-70651200	0.0585
1_MACS_peak_8319_lociStitched	chr11(.):70652052-70652485	0.0857
4_MACS_peak_8320_lociStitched	chr11(.):70653143-70656791	0.1005
4_MACS_peak_8324_lociStitched	chr11(.):70659065-70661095	0.0728
1_MACS_peak_8328_lociStitched	chr11(.):70664501-70667255	0.0731
1_MACS_peak_8329_lociStitched	chr11(.):70667789-70668343	0.0771
1_MACS_peak_8330_lociStitched	chr11(.):70670937-70671210	0.0525
1_MACS_peak_8331_lociStitched	chr11(.):70671836-70673090	0.0449
9_MACS_peak_8332_lociStitched	chr11(.):70673916-70681667	0.0816
1_MACS_peak_8341_lociStitched	chr11(.):70685450-70685730	0.0
1_MACS_peak_8342_lociStitched	chr11(.):70686490-70686818	0.0557
1_MACS_peak_8343_lociStitched	chr11(.):70689827-70690250	0.0925
3_MACS_peak_8344_lociStitched	chr11(.):70690854-70694213	0.0907
1_MACS_peak_8347_lociStitched	chr11(.):70696171-70696697	0.0615
1_MACS_peak_8348_lociStitched	chr11(.):70698762-70699040	0.094
1_MACS_peak_8349_lociStitched	chr11(.):70706428-70706683	0.037
1_MACS_peak_8350_lociStitched	chr11(.):70710952-70711305	0.0565
1_MACS_peak_8351_lociStitched	chr11(.):70712103-70712615	0.024
1_MACS_peak_8352_lociStitched	chr11(.):70713483-70713892	0.1045
1_MACS_peak_8353_lociStitched	chr11(.):70714580-70714969	0.1195
3_MACS_peak_8354_lociStitched	chr11(.):70715598-70717100	0.0522
2_MACS_peak_8357_lociStitched	chr11(.):70721736-70723263	0.0705
1_MACS_peak_8359_lociStitched	chr11(.):70723877-70724354	0.1005
2_MACS_peak_8360_lociStitched	chr11(.):70724938-70726636	0.0941
2_MACS_peak_8362_lociStitched	chr11(.):70728615-70729765	0.0794
1_MACS_peak_8364_lociStitched	chr11(.):70731166-70731605	0.0454
1_MACS_peak_8365_lociStitched	chr11(.):70747927-70748226	0.0674
2_MACS_peak_8366_lociStitched	chr11(.):70751322-70752454	0.0546
1_MACS_peak_8368_lociStitched	chr11(.):70762505-70762775	0.0357
1_MACS_peak_8369_lociStitched	chr11(.):70781774-70782152	0.1031
1_MACS_peak_8370_lociStitched	chr11(.):70801479-70801840	0.088
1_MACS_peak_8371_lociStitched	chr11(.):70802663-70803355	0.1201
2_MACS_peak_8372_lociStitched	chr11(.):70805836-70806603	0.0823
1_MACS_peak_8374_lociStitched	chr11(.):70810118-70810485	0.0695
2_MACS_peak_8375_lociStitched	chr11(.):70811093-70812069	0.106
2_MACS_peak_8377_lociStitched	chr11(.):70812607-70814022	0.1107
1_MACS_peak_8379_lociStitched	chr11(.):70815333-70815701	0.1054
4_MACS_peak_8380_lociStitched	chr11(.):70818018-70822300	0.0945
2_MACS_peak_8384_lociStitched	chr11(.):70822891-70823971	0.1125
1_MACS_peak_8386_lociStitched	chr11(.):70827968-70828315	0.1145
2_MACS_peak_8387_lociStitched	chr11(.):70840886-70841708	0.0503
2_MACS_peak_8389_lociStitched	chr11(.):70842957-70843801	0.0848
1_MACS_peak_8391_lociStitched	chr11(.):70848890-70849348	0.0273
1_MACS_peak_8392_lociStitched	chr11(.):70850712-70851866	0.1044
2_MACS_peak_8393_lociStitched	chr11(.):70857174-70859024	0.0756
1_MACS_peak_8395_lociStitched	chr11(.):70862294-70864097	0.0888
1_MACS_peak_8396_lociStitched	chr11(.):70864675-70865032	0.1417
1_MACS_peak_8397_lociStitched	chr11(.):70875300-70875608	0.0299
1_MACS_peak_8398_lociStitched	chr11(.):70876597-70877530	0.1109
1_MACS_peak_8399_lociStitched	chr11(.):70879393-70879738	0.07
1_MACS_peak_8400_lociStitched	chr11(.):70891199-70891463	0.0579
1_MACS_peak_8401_lociStitched	chr11(.):70892329-70892799	0.102
1_MACS_peak_8402_lociStitched	chr11(.):70897157-70897541	0.0479
4_MACS_peak_8403_lociStitched	chr11(.):70898977-70902003	0.057
1_MACS_peak_8407_lociStitched	chr11(.):70902660-70902970	0.0595
1_MACS_peak_8408_lociStitched	chr11(.):70906004-70906305	0.0109
1_MACS_peak_8409_lociStitched	chr11(.):70908135-70908410	0.0186
1_MACS_peak_8410_lociStitched	chr11(.):70909357-70910210	0.0408
2_MACS_peak_8411_lociStitched	chr11(.):70914708-70915818	0.0616
1_MACS_peak_8413_lociStitched	chr11(.):70916597-70917056	0.0472
1_MACS_peak_8414_lociStitched	chr11(.):70920707-70921099	0.0452
1_MACS_peak_8415_lociStitched	chr11(.):70924795-70925639	0.0986
2_MACS_peak_8416_lociStitched	chr11(.):70926219-70927482	0.0786
2_MACS_peak_8418_lociStitched	chr11(.):70928125-70928889	0.073
1_MACS_peak_8420_lociStitched	chr11(.):70929647-70930049	0.09
2_MACS_peak_8421_lociStitched	chr11(.):70933983-70934985	0.0426
1_MACS_peak_8423_lociStitched	chr11(.):70945866-70946208	0.1041
1_MACS_peak_8424_lociStitched	chr11(.):70946710-70947279	0.128
3_MACS_peak_8425_lociStitched	chr11(.):70948046-70950032	0.0988
2_MACS_peak_8428_lociStitched	chr11(.):70951139-70951745	0.1625
1_MACS_peak_8430_lociStitched	chr11(.):70955527-70956230	0.0884
1_MACS_peak_8431_lociStitched	chr11(.):70956858-70957576	0.0569
4_MACS_peak_8432_lociStitched	chr11(.):70958746-70965530	0.0698
2_MACS_peak_8436_lociStitched	chr11(.):70966451-70967707	0.083
2_MACS_peak_8438_lociStitched	chr11(.):70971893-70972812	0.1003
1_MACS_peak_8440_lociStitched	chr11(.):70976840-70977368	0.0518
1_MACS_peak_8441_lociStitched	chr11(.):70979287-70979671	0.0467
1_MACS_peak_8442_lociStitched	chr11(.):70980742-70981349	0.0828
1_MACS_peak_8443_lociStitched	chr11(.):70983332-70983600	0.0229
3_MACS_peak_8444_lociStitched	chr11(.):70993550-70996195	0.0487
3_MACS_peak_8447_lociStitched	chr11(.):71010051-71013628	0.0777
1_MACS_peak_8450_lociStitched	chr11(.):71014154-71014536	0.1068
1_MACS_peak_8451_lociStitched	chr11(.):71016403-71016852	0.0743
2_MACS_peak_8452_lociStitched	chr11(.):71018105-71019670	0.0453
3_MACS_peak_8454_lociStitched	chr11(.):71023018-71024366	0.1198
4_MACS_peak_8457_lociStitched	chr11(.):71032585-71037906	0.0866
1_MACS_peak_8461_lociStitched	chr11(.):71038635-71039246	0.1245
1_MACS_peak_8462_lociStitched	chr11(.):71041445-71041786	0.101
1_MACS_peak_8463_lociStitched	chr11(.):71048238-71048829	0.0486
2_MACS_peak_8464_lociStitched	chr11(.):71049686-71050905	0.0396
2_MACS_peak_8466_lociStitched	chr11(.):71052139-71053137	0.0864
4_MACS_peak_8468_lociStitched	chr11(.):71053819-71057187	0.1033
