GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_021968	chr6(.):27786902-27797258	0.2913
NM_003546	chr6(.):27835925-27846289	0.1156
NM_003587	chr6(.):30615895-30645830	0.1146
NM_001031722	chr6(.):30589662-30619598	0.2202
NR_033823	chr6(.):30589612-30619598	0.2202
NM_001161376	chr6(.):30609815-30625987	0.3266
NM_002714	chr6(.):30563181-30590020	0.8223
NM_014046	chr6(.):30580485-30599174	1.1543
NM_133471	chr6(.):30639165-30660672	0.5843
NM_001134870	chr6(.):30639165-30660093	0.5994
NM_007243	chr6(.):30650825-30663769	0.6067
NR_030615	chr6(.):30547108-30557194	0.0752
NM_005803	chr6(.):30690510-30715453	0.2234
NM_003897	chr6(.):30705975-30717327	0.3166
NM_178014	chr6(.):30683156-30698195	1.1237
NM_021246	chr6(.):31678132-31690581	0.1259
NM_138275	chr6(.):31686160-31697851	0.5101
NR_033488	chr6(.):31649725-31675850	0.2691
NM_013974	chr6(.):31689816-31703039	0.7282
NM_025262	chr6(.):31639460-31653150	0.1572
NM_001288	chr6(.):31693357-31709341	1.7828
NM_001003693	chr6(.):31669683-31683372	0.4779
NM_021160	chr6(.):31649725-31676137	0.2666
NR_024541	chr6(.):31674752-31686842	0.1118
NM_025261	chr6(.):31681424-31694510	0.1042
NM_001039651	chr6(.):31725772-31737624	0.1143
NM_025258	chr6(.):31728370-31750108	0.3912
NR_002742	chr6(.):31799852-31809916	0.9043
NM_000434	chr6(.):31821828-31835709	0.2981
NM_021177	chr6(.):31760173-31779743	0.7138
NR_002745	chr6(.):31798039-31808103	0.9144
NM_001178045	chr6(.):31825969-31850448	0.2152
NM_001040438	chr6(.):31797692-31812541	0.66
NM_005345	chr6(.):31778290-31790719	0.395
NM_005527	chr6(.):31772395-31787835	0.2731
NM_001178044	chr6(.):31825969-31851823	0.2079
NM_006295	chr6(.):31740296-31768712	0.8108
NM_005346	chr6(.):31790511-31803031	0.8832
NM_006120	chr6(.):32911390-32925899	0.2477
NM_002119	chr6(.):32966959-32982389	0.084
NM_002118	chr6(.):32897405-32913847	0.216
NM_005104	chr6(.):32931436-32954282	1.7732
NM_001113182	chr6(.):32933664-32954282	1.9544
NM_001199455	chr6(.):32934371-32954282	2.0219
NM_001199456	chr6(.):32935860-32954282	2.1381
NM_001188	chr6(.):33535322-33553070	0.8508
NM_002224	chr6(.):33584155-33669348	0.1731
NR_037152	chr6(.):36639236-36660116	0.9236
NM_078467	chr6(.):36639266-36660116	0.9248
NR_037150	chr6(.):36639313-36660116	0.9267
NM_000389	chr6(.):36641455-36660116	1.0092
NR_037151	chr6(.):36641486-36660116	1.0106
NR_037491	chr6(.):36585212-36595289	0.1706
NM_002648	chr6(.):37132921-37148204	0.7449
NM_000322	chr6(.):42659332-42695358	0.1189
NM_003192	chr6(.):42707233-42718884	0.5555
NR_037141	chr6(.):42690313-42700932	0.1778
NM_015349	chr6(.):42783793-42841296	0.0605
NM_002043	chr6(.):89962238-90029967	0.2682
NM_182907	chr6(.):106541814-106562811	1.9374
NM_001198	chr6(.):106529194-106562814	1.8882
NM_001142403	chr6(.):109682716-109708762	0.8707
NM_001145207	chr6(.):135351994-135381036	0.1865
NM_006620	chr6(.):135276516-135381036	0.2905
NR_037435	chr6(.):135295475-135305570	0.0639
NR_037463	chr6(.):157945163-157955232	0.0822
NM_030796	chr7(.):55533305-55645200	1.0531
NM_012301	chr7(.):77641373-79087890	0.0811
NM_001913	chr7(.):101454291-101932250	0.1332
NM_181500	chr7(.):101454302-101932250	0.1332
NM_001145354	chr7(.):130789854-131186398	0.1984
NM_001164458	chr7(.):149939300-150025758	0.2305
NM_001100390	chr7(.):2593631-2659368	0.3314
NM_182762	chr7(.):20169278-20262013	0.3444
NM_002214	chr7(.):20365724-20460382	0.391
NM_002541	chr7(.):44641120-44753669	0.3804
NM_001003941	chr7(.):44641120-44721195	0.5078
NM_017984	chr7(.):99993494-100031302	0.5075
NM_017621	chr7(.):102091666-102110321	0.4548
NM_182931	chr7(.):104649636-104759532	0.4817
NM_001098627	chr7(.):128575771-128595088	0.9081
NM_001098630	chr7(.):128572993-128595088	0.9185
NM_032643	chr7(.):128573270-128595088	0.8874
NR_015431	chr7(.):130623918-130798562	0.2668
NR_024153	chr7(.):130623918-130796789	0.2675
NM_014149	chr7(.):134863589-134901316	0.1693
NM_016019	chr7(.):139039633-139113200	0.2968
NM_152998	chr7(.):148499474-148586414	0.2831
NM_173680	chr7(.):150071405-150100719	1.4074
NR_028090	chr7(.):154790142-154802413	1.6284
NM_013321	chr7(.):2286404-2359099	0.0883
NM_003751	chr7(.):2389473-2425377	1.1521
NM_018641	chr7(.):2438258-2479216	0.4164
NM_002304	chr7(.):2552496-2573063	0.1057
NM_152743	chr7(.):2572443-2600392	0.6741
NM_001166355	chr7(.):2547162-2573063	0.1251
NM_001040168	chr7(.):2554478-2573810	0.1081
NR_029597	chr7(.):25984538-25994606	1.695
NM_019082	chr7(.):44600402-44619137	0.2048
NM_182547	chr7(.):44613761-44626827	0.4972
NM_001163636	chr7(.):74067029-74180022	0.1838
NM_173564	chr7(.):100076549-100097422	0.1418
NM_030935	chr7(.):100059141-100081902	0.1573
NM_145030	chr7(.):100027911-100039094	0.4439
NM_019606	chr7(.):100022253-100036749	1.2418
NM_001194992	chr7(.):100021412-100036749	1.1776
NM_001004323	chr7(.):100049237-100066894	0.0779
NM_020979	chr7(.):101923404-101967178	1.0169
NR_036245	chr7(.):101931368-101941453	0.7902
NM_032831	chr7(.):102068995-102102268	1.3812
NM_024653	chr7(.):102031803-102072129	0.9436
NM_001146210	chr7(.):101981191-102001889	0.1425
NM_006234	chr7(.):102108547-102124381	0.2249
NM_152892	chr7(.):102100389-102118612	0.3021
NR_027374	chr7(.):104530074-104572092	0.3482
NR_024586	chr7(.):104645988-104659588	3.2825
NM_001166346	chr7(.):114557208-114568720	1.1335
NM_199072	chr7(.):114557208-114664970	0.4435
NM_199349	chr7(.):128525000-128555773	0.1824
NM_018295	chr7(.):134827765-134855967	0.7752
NR_024185	chr7(.):134845531-134860532	1.0407
NM_197964	chr7(.):139020896-139035541	0.8501
NM_013400	chr7(.):150060878-150076133	3.0427
NM_014374	chr7(.):150063257-150076133	3.5206
NM_001142928	chr7(.):150015295-150040245	0.4984
NM_002889	chr7(.):150030406-150043763	0.1169
NM_138434	chr7(.):150021937-150034811	0.0931
NR_027237	chr7(.):150097839-150114558	1.9387
NM_175571	chr7(.):150142961-150181483	0.1313
NR_034033	chr7(.):150125741-150150228	0.7283
NM_007349	chr7(.):154730399-154799682	0.3587
NM_198337	chr7(.):155084485-155106945	0.8412
NM_080838	chr8(.):134198311-134245053	0.5206
NM_003882	chr8(.):134198311-134246571	0.5748
NM_004103	chr8(.):27163998-27321903	0.3746
NM_173176	chr8(.):27178053-27321903	0.3722
NM_172366	chr8(.):28280928-28352784	0.3408
NM_173175	chr8(.):27178080-27321903	0.3723
NM_021623	chr8(.):38753752-38836430	0.5392
NM_001024678	chr8(.):145742760-145757416	0.5285
NM_001001795	chr8(.):145746602-145759458	0.4204
NM_173683	chr8(.):10748656-11063875	0.2658
NM_001386	chr8(.):26430420-26520693	0.2782
NM_001197293	chr8(.):26366708-26520693	0.2423
NM_024787	chr8(.):33400272-33429643	1.0027
NM_023034	chr8(.):38127560-38244790	0.2773
NM_022783	chr8(.):120880899-121068157	0.3344
NM_173685	chr8(.):126099082-126384367	0.2867
NM_003033	chr8(.):134462090-134589183	0.405
NM_003970	chr8(.):1988157-2098380	1.3495
NM_177924	chr8(.):17908924-17946879	0.4731
NM_004315	chr8(.):17908924-17947507	0.4658
NM_171982	chr8(.):27137403-27173834	0.1978
NM_017412	chr8(.):28346772-28426961	0.2807
NR_036250	chr8(.):28357632-28367699	0.0684
NR_026765	chr8(.):29573775-29610625	0.4044
NM_025115	chr8(.):33351235-33375656	0.3776
NM_001102401	chr8(.):33351235-33375703	0.377
NM_024025	chr8(.):33443853-33462439	0.1497
NM_144652	chr8(.):38239019-38271061	0.5735
NM_017778	chr8(.):38168934-38244790	0.3844
NM_153692	chr8(.):38826667-38851181	0.073
NM_014957	chr8(.):142133719-142210900	0.2058
NM_201378	chr8(.):144984320-145052697	0.4481
NM_032789	chr8(.):145046319-145065635	0.4417
NM_000445	chr8(.):144984320-145055913	0.4411
NM_201381	chr8(.):144984320-145023905	0.5514
NM_201382	chr8(.):144984320-145023110	0.5532
NM_201383	chr8(.):144984320-145021692	0.5596
NM_201379	chr8(.):144984320-145033088	0.5201
NM_001009184	chr8(.):145059225-145072583	0.2976
NM_201384	chr8(.):144984320-145018758	0.5975
NR_030383	chr8(.):145014358-145024447	0.8132
NM_201380	chr8(.):144984320-145030044	0.5485
NM_001129888	chr8(.):145684199-145696031	0.2861
NM_032687	chr8(.):145684199-145695849	0.2901
NM_003923	chr8(.):145694114-145706718	0.3033
NM_032902	chr8(.):145717108-145732504	0.065
NM_138496	chr8(.):145670314-145695418	0.1823
NM_005309	chr8(.):145724464-145737555	0.6944
NM_145754	chr8(.):145686737-145704499	0.3556
NM_138431	chr8(.):145729551-145741589	0.759
NM_004260	chr8(.):145731666-145748210	0.888
NM_014665	chr8(.):145738362-145755559	0.4887
NM_025251	chr8(.):145749562-145843888	0.0644
NM_147133	chr9(.):33285417-33370168	0.2858
NM_002504	chr9(.):33285417-33376155	0.2752
NM_147134	chr9(.):33285417-33353721	0.3384
NM_022490	chr9(.):37480944-37508693	0.1682
NM_001206	chr9(.):72994512-73034573	0.2661
NM_080546	chr9(.):108001928-108158682	0.2412
NM_053016	chr9(.):112537576-112718756	0.2085
NM_001037293	chr9(.):112398067-112718756	0.1488
NM_007203	chr9(.):112537576-112939791	0.221
NM_015404	chr9(.):117159359-117272736	0.4037
NM_001083885	chr9(.):117159359-117270495	0.4088
NM_175039	chr9(.):130665164-130684305	0.8564
NM_013355	chr9(.):131459801-131488199	0.2076
NM_015033	chr9(.):132644465-132810473	0.3126
NM_001172415	chr9(.):33247469-33269759	0.3124
NM_001195536	chr9(.):33259876-33287067	0.2351
NM_014471	chr9(.):33235195-33253565	0.1367
NM_012166	chr9(.):37505888-37581250	0.4386
NR_033912	chr9(.):93820575-93842414	0.1555
NM_005384	chr9(.):94166326-94191144	0.6484
NM_006401	chr9(.):100740488-100783224	0.478
NM_197978	chr9(.):100684072-100705526	0.5138
NM_018437	chr9(.):100684072-100712134	0.4148
NM_033087	chr9(.):101973706-101989246	1.1192
NM_006808	chr9(.):101979569-101997901	0.983
NM_173200	chr9(.):102584008-102634173	0.2112
NM_006981	chr9(.):102579136-102634173	0.4032
NM_173199	chr9(.):102579136-102601341	0.7658
NM_173689	chr9(.):126113447-126146032	0.1221
NM_001045476	chr9(.):127610754-127625160	0.6124
NM_030978	chr9(.):127626483-127644696	0.5556
NM_007209	chr9(.):127615157-127629240	0.6262
NM_013443	chr9(.):130642600-130666871	0.1134
NM_000476	chr9(.):130623758-130645022	0.1071
NM_001035254	chr9(.):130697860-130747812	0.4648
NM_003863	chr9(.):130692373-130705763	0.262
NM_203305	chr9(.):130697860-130717993	0.1949
NM_001135219	chr9(.):130678807-130698076	0.4923
NM_173492	chr9(.):130678807-130694770	0.5726
NM_001122821	chr9(.):131440933-131463675	0.4008
NM_052844	chr9(.):131390939-131424129	0.5459
NM_003011	chr9(.):131446508-131463675	0.4052
NM_016520	chr9(.):132584563-132602572	0.3
NM_006676	chr9(.):132592695-132649107	0.2959
NM_001008563	chr9(.):132592756-132649107	0.2961
NM_032728	chr9(.):134160080-134189649	0.1098
NM_033387	chr9(.):134128464-134156906	0.6167
NM_178536	chr9(.):139841767-139854949	0.2079
NM_153200	chr9(.):139752232-139765738	0.2024
NM_000606	chr9(.):139834697-139846426	0.4634
NM_021138	chr9(.):139775964-139826067	0.5985
NM_018998	chr9(.):139829886-139844173	0.2778
NM_206920	chr9(.):139741818-139760251	0.2471
NM_014172	chr9(.):139738255-139750490	0.326
NM_015691	chrX(.):9978794-10117518	0.2141
NM_001001671	chrX(.):19373175-19538379	0.5597
NM_001123384	chrX(.):39905498-40041582	0.2864
NM_144495	chrX(.):48750194-48765420	0.2735
NM_001167990	chrX(.):48750212-48765420	0.2737
NM_001032384	chrX(.):48750538-48765420	0.2791
NM_001167992	chrX(.):48750774-48765420	0.2836
NM_005334	chrX(.):153208007-153241819	0.5977
NM_001830	chrX(.):10119984-10210699	0.0452
NM_017745	chrX(.):39905498-39961719	0.1967
NM_001167947	chrX(.):48745729-48760426	0.3242
NM_001042498	chrX(.):48755888-48774235	0.2416
NM_001136158	chrX(.):48774302-48819893	0.708
NM_001136159	chrX(.):48774302-48820648	0.6968
NM_006875	chrX(.):48765458-48781413	0.5617
NM_004979	chrX(.):48813638-48833251	0.2016
NM_005660	chrX(.):48755458-48773917	0.247
NM_001032289	chrX(.):48755889-48773933	0.2266
NM_003399	chrX(.):128867945-128908525	0.2621
NM_018990	chrX(.):128908891-128934176	0.3892
NM_003491	chrX(.):153190376-153205468	0.8809
NM_001666	chrX(.):153167829-153196714	0.4767
NM_002910	chrX(.):153195721-153215232	0.1623
NM_001025243	chrX(.):153270956-153290342	0.4204
NM_003492	chrX(.):153232990-153253646	1.0159
NR_031757	chrX(.):153280370-153290440	0.5787
NR_036175	chrX(.):153241548-153251627	0.2963
NR_036174	chrX(.):153241547-153251628	0.2964
NM_001110556	chrX(.):153571899-153608006	0.2317
NM_000117	chrX(.):153602596-153614883	0.3846
NM_006730	chrX(.):153624578-153642575	0.5344
NM_001183	chrX(.):153651977-153669862	0.1803
NM_001009934	chrX(.):153624578-153645427	0.467
NR_000011	chrX(.):153623621-153633756	0.6744
NM_000116	chrX(.):153634876-153655063	0.1652
NR_026898	chrX(.):153621570-153635680	0.4988
NM_004699	chrX(.):153667484-153684002	0.1507
NM_001493	chrX(.):153660258-153676814	0.2409
NM_015892	chr10(.):125762181-125856930	0.5515
NM_014863	chr10(.):125774168-125856930	0.6166
NM_001083591	chr10(.):11201992-11383672	0.8221
NM_001025077	chr10(.):11042258-11383672	0.4885
NM_006561	chr10(.):11054892-11383672	0.5051
NM_080599	chr10(.):11957021-12090023	0.193
NM_015542	chr10(.):11957020-12089808	0.193
NM_024948	chr10(.):15815174-15907519	0.374
NM_000698	chr10(.):45864628-45946563	0.4483
NM_032199	chr10(.):63656012-63861707	0.2536
NM_001198798	chr10(.):73851273-73980751	0.1053
NM_001198799	chr10(.):73851273-73981183	0.1054
NM_020338	chr10(.):80823791-81081285	0.2739
NM_145868	chr10(.):81909879-81970328	0.3829
NM_007373	chr10(.):112674300-112778425	0.1076
NR_027653	chr10(.):3813187-3832473	1.1018
NM_018706	chr10(.):12105933-12170224	0.1016
NM_004412	chr10(.):17179981-17249070	0.1719
NM_003380	chr10(.):17265257-17284592	0.9135
NM_025209	chr10(.):32552858-32641113	0.306
NM_001098207	chr10(.):43876064-43897794	0.5753
NM_004966	chr10(.):43876064-43909656	0.8427
NM_173160	chr10(.):43862091-43876783	0.0981
NM_001098204	chr10(.):43876064-43909696	0.8418
NM_001098208	chr10(.):43876064-43897279	0.5842
NM_001098205	chr10(.):43876064-43909332	0.8503
NM_001098206	chr10(.):43876064-43908299	0.8756
NR_026693	chr10(.):43927573-43983007	0.2214
NM_173473	chr10(.):73970805-74000618	0.1613
NM_019058	chr10(.):74028676-74040797	0.3861
NM_017626	chr10(.):74087587-74119907	0.5426
NM_024326	chr10(.):104174570-104187893	0.4087
NM_002779	chr10(.):104157375-104183901	0.3055
NM_024040	chr10(.):104178001-104197423	0.4565
NM_002502	chr10(.):104150431-104167281	1.227
NM_001077494	chr10(.):104149338-104167281	1.1545
NM_001077493	chr10(.):104149228-104167281	1.1478
NR_030169	chr10(.):104191268-104201341	0.359
NM_030912	chr10(.):104399251-104423076	0.821
NM_001083913	chr10(.):104498726-104581021	0.7711
NM_017787	chr10(.):104530887-104581021	1.0929
NR_024552	chr10(.):105201542-105217162	0.2502
NM_001129742	chr10(.):105227560-105243997	0.7409
NM_001001412	chr10(.):105208143-105223648	0.3263
NM_004210	chr10(.):105248734-105357309	0.3454
NM_005871	chr10(.):112047797-112069707	0.1911
NM_004419	chr10(.):112252624-112276302	0.8288
NM_145341	chr10(.):112626595-112664764	0.1766
NM_001195307	chr10(.):112653487-112684124	0.2158
NM_001195306	chr10(.):112653487-112683694	0.2179
NR_026932	chr10(.):112623647-112635662	0.684
NR_024469	chr11(.):67080309-67164158	0.2688
NM_016952	chr11(.):125821712-125938187	0.2771
NM_001111018	chr11(.):19367270-20148147	0.1325
NM_006819	chr11(.):63948586-63977020	0.3633
NM_001098517	chr11(.):115039344-115380241	0.3368
NM_021008	chr11(.):639224-700740	0.3324
NM_181798	chr11(.):2477683-2875340	0.1986
NM_000218	chr11(.):2461220-2875340	0.1975
NM_030962	chr11(.):9795213-10320754	0.0735
NM_001143830	chr11(.):22683159-22839547	0.3156
NM_177553	chr11(.):22684653-22839547	0.3156
NM_005256	chr11(.):22691318-22839547	0.1851
NM_004811	chr11(.):58289343-58348390	0.6704
NM_001143995	chr11(.):58289343-58350639	0.6491
NM_206893	chr11(.):60547820-60573778	0.0888
NM_024092	chr11(.):60676370-60695915	0.7112
NM_004265	chr11(.):61590712-61639825	0.1293
NM_001012662	chr11(.):62618483-62661355	0.5738
NM_001013251	chr11(.):62643343-62661355	0.9201
NM_001012661	chr11(.):62618517-62661353	0.5742
NR_037193	chr11(.):62644170-62661355	0.9613
NM_003273	chr11(.):64874340-64888707	0.3702
NM_001077241	chr11(.):65137662-65155142	0.5536
NR_002819	chr11(.):65260232-65278939	2.3821
NM_030930	chr11(.):67753574-67776593	0.6615
NM_006645	chr11(.):72460773-72509750	0.1784
NM_014824	chr11(.):72542789-72858143	0.1409
NM_176796	chr11(.):72970569-73013850	1.1732
NM_176798	chr11(.):72975938-73013850	1.3181
NM_004154	chr11(.):72978246-73014664	1.352
NM_014488	chr11(.):82687477-82787884	0.4554
NM_024556	chr11(.):126076618-126137879	0.104
NR_033839	chr11(.):126206611-126230482	0.1511
NM_002017	chr11(.):128558812-128688162	0.3712
NM_001167681	chr11(.):128557388-128688162	0.3681
NM_012239	chr11(.):210029-241362	0.2031
NM_002817	chr11(.):231807-257984	0.2322
NM_138329	chr11(.):273569-290304	0.138
NM_006435	chr11(.):303106-314410	0.1565
NM_025092	chr11(.):284137-300688	0.1506
NM_003641	chr11(.):308990-320272	0.176
NM_001025295	chr11(.):293202-304526	0.1035
NM_021034	chr11(.):314672-325914	0.1088
NM_182612	chr11(.):762222-782487	0.2871
NM_022772	chr11(.):701119-732727	0.1554
NM_006755	chr11(.):742431-770024	0.2822
NM_001042463	chr11(.):690615-709129	0.8932
NR_002585	chr11(.):806680-816814	0.7506
NM_001025239	chr11(.):837823-872116	0.4459
NM_001025234	chr11(.):839080-872116	0.4599
NM_145886	chr11(.):794178-810250	0.8074
NM_016564	chr11(.):782109-795126	0.1671
NM_021128	chr11(.):834720-847529	1.0252
NM_139029	chr11(.):827951-843835	0.942
NM_173584	chr11(.):822584-836991	0.2705
NM_024698	chr11(.):785474-801263	0.3388
NM_001004	chr11(.):804935-817876	0.7266
NM_001025237	chr11(.):839445-872116	0.4649
NM_020376	chr11(.):813900-830571	0.2489
NM_001191060	chr11(.):785474-802995	0.3114
NM_001191061	chr11(.):785474-803269	0.3091
NM_001025235	chr11(.):837940-872116	0.447
NM_014555	chr11(.):2420745-2449275	0.2585
NM_001124	chr11(.):10321641-10333923	1.5292
NM_022725	chr11(.):22639078-22652387	0.5179
NM_000614	chr11(.):58385145-58398205	0.1287
NR_024091	chr11(.):58341586-58398205	0.6418
NM_053023	chr11(.):58341586-58394023	0.6834
NM_004778	chr11(.):60613397-60628444	0.1199
NM_207341	chr11(.):60630014-60648164	0.7209
NM_024098	chr11(.):60604428-60623561	0.8529
NM_014502	chr11(.):60653019-60679061	0.4077
NM_016582	chr11(.):60699554-60724257	0.1695
NM_178031	chr11(.):60686912-60709631	0.1254
NM_001127392	chr11(.):61515120-61560989	0.5769
NM_013402	chr11(.):61562096-61589529	0.2491
NM_013279	chr11(.):61517860-61560989	0.6049
NM_014206	chr11(.):61551601-61565085	1.7416
NM_004111	chr11(.):61555149-61569710	1.6238
NR_031729	chr11(.):61577632-61587712	0.5323
NR_026882	chr11(.):61516500-61530136	0.1202
NR_030342	chr11(.):61554966-61565033	2.305
NR_002565	chr11(.):62618036-62628103	0.679
NM_003164	chr11(.):62569368-62604560	0.2596
NM_018093	chr11(.):62595382-62612628	0.94
NR_003098	chr11(.):62614459-62628360	0.5264
NR_002561	chr11(.):62616134-62626204	0.6912
NR_002560	chr11(.):62615797-62625865	0.6923
NR_002559	chr11(.):62616375-62626440	0.6881
NR_000008	chr11(.):62615381-62625507	0.6835
NR_002564	chr11(.):62617763-62627838	0.683
NR_002563	chr11(.):62617483-62627555	0.6837
NR_002562	chr11(.):62617092-62627167	0.6844
NM_000738	chr11(.):62671150-62694012	0.1071
NM_004470	chr11(.):64003412-64016607	0.9435
NM_000932	chr11(.):64013994-64041924	0.2983
NM_005528	chr11(.):63992752-64006753	0.4835
NM_001160390	chr11(.):63986270-63998726	0.4401
NM_032344	chr11(.):63988737-64002488	0.4356
NM_004322	chr11(.):64032299-64057176	0.4732
NM_178443	chr11(.):63969151-63996363	0.2919
NM_057092	chr11(.):64004587-64016607	1.0181
NM_033310	chr11(.):64053792-64072503	0.5791
NM_003377	chr11(.):63997265-64011259	0.8025
NM_020155	chr11(.):64048581-64061972	0.5216
NM_001135208	chr11(.):64003603-64016607	0.9519
NM_001039496	chr11(.):64062862-64077239	0.8945
NM_001170726	chr11(.):64046810-64061972	0.4679
NM_001160393	chr11(.):63986270-63998341	0.4248
NM_001170881	chr11(.):64047284-64061972	0.4819
NM_001177358	chr11(.):64047282-64061972	0.4819
NM_138689	chr11(.):64006950-64019413	1.0083
NM_000244	chr11(.):64565985-64583188	0.1979
NM_130803	chr11(.):64565985-64583766	0.1941
NM_004579	chr11(.):64551608-64575713	0.1209
NM_017525	chr11(.):64586661-64617041	0.1333
NM_130800	chr11(.):64565985-64583035	0.1985
NM_130802	chr11(.):64565985-64583213	0.1977
NR_029829	chr11(.):64653826-64663911	0.1462
NM_006795	chr11(.):64615207-64651191	0.5999
NR_029578	chr11(.):64653608-64663718	0.1444
NM_080668	chr11(.):64839926-64856615	0.3963
NM_006782	chr11(.):64846693-64860874	0.7135
NM_013265	chr11(.):64858682-64884180	0.1985
NR_037567	chr11(.):64884654-64899841	0.4022
NM_172230	chr11(.):64889750-64907003	1.1319
NM_001997	chr11(.):64883098-64894672	0.5895
NM_004927	chr11(.):64884715-64899841	0.3786
NM_014205	chr11(.):64878874-64890170	0.6714
NM_001008778	chr11(.):64932706-64945688	0.087
NM_001198868	chr11(.):64943685-64984477	0.1299
NM_001198869	chr11(.):64944149-64984477	0.1314
NM_001198870	chr11(.):64944303-64984477	0.1319
NR_028272	chr11(.):65185268-65199003	5.7543
NR_030343	chr11(.):65206928-65217028	0.4011
NM_031904	chr11(.):65149040-65185995	0.5182
NM_032223	chr11(.):65378782-65409910	0.3272
NM_001098785	chr11(.):65334819-65346669	0.8894
NM_021070	chr11(.):65301029-65330699	0.3118
NM_033455	chr11(.):65355325-65368467	0.6079
NM_001099409	chr11(.):65338508-65365116	0.6636
NM_002419	chr11(.):65360225-65386720	0.3159
NM_001048218	chr11(.):65287547-65311182	0.2829
NM_006396	chr11(.):65332942-65344239	0.8331
NM_006747	chr11(.):65400577-65423391	0.2538
NM_207354	chr11(.):67051761-67074955	0.6405
NM_017857	chr11(.):67065918-67085078	0.1158
NR_030767	chr11(.):67051815-67074955	0.6419
NM_001619	chr11(.):67028904-67059029	1.0544
NM_001161473	chr11(.):67771047-67801743	0.6388
NM_006053	chr11(.):67805446-67823366	0.3328
NM_006019	chr11(.):67801482-67823366	0.2838
NM_002496	chr11(.):67793083-67809114	0.642
NM_000694	chr11(.):67772789-67801743	0.6263
NM_138768	chr11(.):69056621-69069754	1.7781
NM_033388	chr11(.):72520450-72545680	1.3431
NM_002564	chr11(.):72924343-72952395	0.2395
NM_176071	chr11(.):72924501-72952395	0.2379
NM_014786	chr11(.):73014662-73085425	0.2108
NR_033347	chr11(.):82747505-82757640	0.1155
NM_006235	chr11(.):111217980-111255157	0.7113
NR_026691	chr11(.):117852105-117877199	0.7017
NR_027288	chr11(.):122883273-122895319	0.0763
NM_006597	chr11(.):122923199-122937844	1.1765
NM_032795	chr11(.):126066988-126086587	0.419
NM_017547	chr11(.):126134054-126153027	0.3548
NM_014026	chr11(.):126168646-126220644	0.3839
NM_148910	chr11(.):126147981-126168071	0.264
NM_001177842	chr11(.):126127813-126143877	0.3379
NM_006278	chr11(.):126221095-126289533	0.1245
NR_024233	chr11(.):129867518-129880381	2.1404
NM_199437	chr11(.):129764600-129877730	0.3118
NM_014325	chr12(.):109033886-109130295	0.2994
NM_020375	chr12(.):4425358-4474190	0.0978
NM_007273	chr12(.):7069516-7084891	0.6528
NR_015382	chr12(.):6543166-6565683	0.5387
NM_001144831	chr12(.):7069514-7084916	0.6521
NM_006143	chr12(.):12808994-12854121	0.2297
NM_001128914	chr12(.):53840885-53879946	0.5535
NM_000966	chr12(.):53599352-53631036	0.7294
NM_001042728	chr12(.):53599352-53619150	1.0194
NM_013449	chr12(.):56984379-57035163	0.1997
NM_005761	chr12(.):94537498-94704225	0.3989
NM_003299	chr12(.):104319188-104346703	0.8782
NM_014706	chr12(.):108910990-108960165	0.5209
NM_018984	chr12(.):109171465-109256359	0.4053
NM_003959	chr12(.):123315038-123352507	0.0774
NM_001082959	chr12(.):125257173-125353519	0.0619
NM_001759	chr12(.):4377901-4419522	0.9294
NM_014231	chr12(.):6566403-6584843	0.4652
NM_001242	chr12(.):6549050-6565884	0.6846
NM_014865	chr12(.):6598297-6646132	0.3903
NM_016497	chr12(.):6596315-6607471	0.4366
NR_004387	chr12(.):6614387-6624717	0.0653
NM_018009	chr12(.):6556176-6576488	0.7572
NR_027483	chr12(.):6972277-6985110	0.5522
NM_001975	chr12(.):7018613-7037859	0.6579
NM_002831	chr12(.):7055433-7075479	1.4476
NM_001159287	chr12(.):6971583-6985110	0.5254
NR_029779	chr12(.):7067861-7077929	1.4903
NM_080548	chr12(.):7050739-7075479	1.4524
NM_001146316	chr12(.):6975099-6987449	0.5689
NM_000365	chr12(.):6971692-6985110	0.5295
NM_001007026	chr12(.):7028625-7056484	0.8008
NM_006992	chr12(.):7008896-7028406	0.2956
NM_001940	chr12(.):7032479-7056484	0.7126
NM_032641	chr12(.):6975099-6987521	0.567
NR_003010	chr12(.):7071499-7081769	0.6255
NR_033796	chr12(.):6988845-6999902	0.077
NR_002803	chr12(.):6988144-6998768	0.0569
NM_138425	chr12(.):7048202-7060165	0.8627
NR_029682	chr12(.):7068259-7078354	1.219
NM_005768	chr12(.):7080346-7130842	0.1323
NM_006331	chr12(.):7074943-7090165	0.4682
NR_036052	chr12(.):9387065-9397147	0.0826
NR_033399	chr12(.):9565286-9605768	0.5372
NR_036052	chr12(.):12259885-12269967	0.065
NM_004064	chr12(.):12865301-12880305	3.1254
NR_030344	chr12(.):12912582-12922677	0.0721
NM_001130415	chr12(.):12873850-12949399	0.431
NM_030762	chr12(.):26267958-26283003	1.5724
NM_018976	chr12(.):46746970-46771645	0.3724
NM_001098532	chr12(.):48123452-48157181	0.2831
NM_017842	chr12(.):48161966-48181536	0.248
NM_006105	chr12(.):48123452-48157244	0.2829
NM_001098531	chr12(.):48123452-48157889	0.2792
NM_001098416	chr12(.):48171506-48218763	0.581
NM_001004304	chr12(.):53569534-53589654	0.3491
