REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_76_lociStitched	chr1	6083631	6087622	1	3992	6397.573	750.7071
1_MACS_peak_4344_lociStitched	chr10	122584631	122588622	1	3992	4203.321199999999	620.6005
1_MACS_peak_4574_lociStitched	chr11	5386837	5390828	1	3992	4365.754900000001	629.3807
1_MACS_peak_29682_lociStitched	chr9	87668765	87672756	1	3992	6194.8302	702.8151
1_MACS_peak_18826_lociStitched	chr22	37677709	37681699	1	3991	5161.464	753.312
1_MACS_peak_28794_lociStitched	chr8	118397331	118401321	1	3991	3423.819	824.733
1_MACS_peak_30151_lociStitched	chr9	127046859	127050849	1	3991	11421.375	829.1220000000001
2_MACS_peak_25249_lociStitched	chr6	74098098	74102086	2	3689	3090.7000000000003	621.7292
1_MACS_peak_1056_lociStitched	chr1	68027130	68031116	1	3987	4300.4954	593.1167999999999
1_MACS_peak_22423_lociStitched	chr4	159729598	159733584	1	3987	4978.912600000001	914.787
1_MACS_peak_23063_lociStitched	chr5	56325042	56329028	1	3987	3746.4413999999997	870.1437999999999
1_MACS_peak_31120_lociStitched	chrX	103354264	103358250	1	3987	3708.5744	395.8098
1_MACS_peak_12236_lociStitched	chr17	47752285	47756270	1	3986	12930.528	1139.3115
1_MACS_peak_5366_lociStitched	chr11	71933249	71937232	1	3984	6197.548	711.3638000000001
1_MACS_peak_6034_lociStitched	chr11	134506910	134510892	1	3983	4448.6903999999995	538.3664
1_MACS_peak_22324_lociStitched	chr4	146692718	146696700	1	3983	12151.8694	974.3954
2_MACS_peak_24850_lociStitched	chr6	33040568	33044550	2	3146	2774.6576	889.977
1_MACS_peak_14882_lociStitched	chr2	20874976	20878957	1	3982	5541.153899999999	963.4019999999999
1_MACS_peak_20265_lociStitched	chr3	120066765	120070745	1	3981	6596.849999999999	814.308
1_MACS_peak_18230_lociStitched	chr21	34912793	34916772	1	3980	16229.9431	1328.5881
1_MACS_peak_10076_lociStitched	chr15	89942134	89946112	1	3979	3566.6748	735.5322
1_MACS_peak_22748_lociStitched	chr5	6826718	6830696	1	3979	5458.2138	683.8181999999999
1_MACS_peak_25355_lociStitched	chr6	86350878	86354854	1	3977	12040.9184	924.4200000000001
2_MACS_peak_18798_lociStitched	chr22	36812442	36816417	2	3821	3736.8975	922.2
1_MACS_peak_27673_lociStitched	chr7	143531022	143534997	1	3976	8994.63	1213.17
1_MACS_peak_538_lociStitched	chr1	33281537	33285511	1	3975	11788.871	1008.6012000000001
1_MACS_peak_24106_lociStitched	chr5	162885751	162889725	1	3975	9262.5992	990.7182
1_MACS_peak_13994_lociStitched	chr19	17515117	17519088	1	3972	7064.8061	822.3941
2_MACS_peak_28799_lociStitched	chr8	119291158	119295129	2	3420	1982.7203000000002	702.4699
1_MACS_peak_14745_lociStitched	chr2	8682185	8686154	1	3970	8042.781600000001	571.536
1_MACS_peak_23360_lociStitched	chr5	88730177	88734145	1	3969	4381.4656	683.6864
1_MACS_peak_27642_lociStitched	chr7	141851281	141855247	1	3967	3856.1418000000003	1034.3328
1_MACS_peak_2182_lociStitched	chr1	181056800	181060765	1	3966	6828.9195	1354.0475000000001
1_MACS_peak_2753_lociStitched	chr1	225613672	225617637	1	3966	8192.879500000001	1394.4905
2_MACS_peak_5581_lociStitched	chr11	94883337	94887302	2	3742	4621.2074999999995	751.3675000000001
1_MACS_peak_5709_lociStitched	chr11	111046037	111049999	1	3963	5068.1903999999995	820.5302
2_MACS_peak_17409_lociStitched	chr20	19915458	19919419	2	2737	2165.8747999999996	670.2012
2_MACS_peak_25610_lociStitched	chr6	112243372	112247333	2	2338	1709.1715	528.3974
1_MACS_peak_19944_lociStitched	chr3	71058472	71062432	1	3961	8679.528	864.468
1_MACS_peak_3626_lociStitched	chr10	64466175	64470134	1	3960	4315.31	686.8865
1_MACS_peak_14391_lociStitched	chr19	45594405	45598364	1	3960	8258.8699	882.4611
1_MACS_peak_18250_lociStitched	chr21	36215751	36219709	1	3959	4444.0424	1057.5776
1_MACS_peak_25186_lociStitched	chr6	56817740	56821698	1	3959	8235.8064	733.4173999999999
1_MACS_peak_553_lociStitched	chr1	33924901	33928858	1	3958	4795.4883	852.3378
1_MACS_peak_18021_lociStitched	chr20	61424536	61428493	1	3958	6905.3607	585.636
1_MACS_peak_26043_lociStitched	chr6	157097992	157101949	1	3958	4052.7594	284.5083
1_MACS_peak_29528_lociStitched	chr9	69014085	69018041	1	3957	2228.0192	851.3312
2_MACS_peak_4615_lociStitched	chr11	8932509	8936464	2	2473	2156.266	731.2795
1_MACS_peak_25908_lociStitched	chr6	139610937	139614889	1	3953	10694.112	1031.0768
2_MACS_peak_5792_lociStitched	chr11	117048551	117052502	2	3562	3259.9701	801.2628000000001
1_MACS_peak_16245_lociStitched	chr2	151950461	151954412	1	3952	4319.2332	674.8308000000001
1_MACS_peak_1215_lociStitched	chr1	90157691	90161641	1	3951	5747.645	771.8299999999999
1_MACS_peak_2993_lociStitched	chr1	245132265	245136213	1	3949	18503.486399999998	1078.9884
1_MACS_peak_11544_lociStitched	chr17	8123913	8127860	1	3948	11395.7784	1081.478
1_MACS_peak_14392_lociStitched	chr19	45619443	45623390	1	3948	5323.3189	871.1029
1_MACS_peak_14773_lociStitched	chr2	10441773	10445718	1	3946	4593.1635	578.337
1_MACS_peak_15287_lociStitched	chr2	55236218	55240163	1	3946	3854.265	744.0269999999999
1_MACS_peak_28321_lociStitched	chr8	53625215	53629160	1	3946	7576.3725	906.561
1_MACS_peak_6865_lociStitched	chr12	58817491	58821434	1	3944	9198.2304	946.3199999999999
1_MACS_peak_7126_lociStitched	chr12	92601062	92605005	1	3944	8381.2408	882.8376999999999
1_MACS_peak_28924_lociStitched	chr8	129251249	129255191	1	3943	3076.3368	707.9832
1_MACS_peak_3781_lociStitched	chr10	75923787	75927728	1	3942	2311.0024000000003	696.7688
2_MACS_peak_3331_lociStitched	chr10	27146501	27150441	2	3466	4755.974	782.09
1_MACS_peak_7969_lociStitched	chr13	53440603	53444542	1	3940	4044.1713	378.53790000000004
1_MACS_peak_10645_lociStitched	chr16	24549731	24553670	1	3940	7361.5971	788.1939
1_MACS_peak_21650_lociStitched	chr4	57300407	57304346	1	3940	7501.037700000001	1030.0485
1_MACS_peak_12876_lociStitched	chr18	3524906	3528842	1	3937	10479.6	878.1216
1_MACS_peak_19308_lociStitched	chr3	15386315	15390251	1	3937	2913.8208	600.6336
1_MACS_peak_13684_lociStitched	chr19	6629769	6633703	1	3935	3420.6130000000003	812.7644
1_MACS_peak_23697_lociStitched	chr5	131974283	131978217	1	3935	2890.7032	660.5186
1_MACS_peak_7837_lociStitched	chr13	41632688	41636621	1	3934	5294.604600000001	465.66720000000004
1_MACS_peak_9418_lociStitched	chr15	45490174	45494107	1	3934	9062.0253	1034.7723
2_MACS_peak_29272_lociStitched	chr9	18362425	18366358	2	2552	1861.4889	364.1958
1_MACS_peak_12487_lociStitched	chr17	64408921	64412853	1	3933	4911.068	721.9152
1_MACS_peak_13201_lociStitched	chr18	46392884	46396815	1	3932	11243.053100000001	763.4002
1_MACS_peak_3994_lociStitched	chr10	93555799	93559729	1	3931	6629.91	839.841
1_MACS_peak_9572_lociStitched	chr15	58795143	58799073	1	3931	3272.904	532.122
1_MACS_peak_17445_lociStitched	chr20	23811818	23815748	1	3931	2531.313	551.379
1_MACS_peak_11670_lociStitched	chr17	19013277	19017205	1	3929	7220.0568	835.8783999999999
1_MACS_peak_18293_lociStitched	chr21	38737457	38741385	1	3929	14246.070399999999	880.6576
1_MACS_peak_22899_lociStitched	chr5	36239656	36243584	1	3929	7524.8696	872.4087999999999
1_MACS_peak_9412_lociStitched	chr15	45128665	45132591	1	3927	2635.5238	478.57939999999996
2_MACS_peak_26183_lociStitched	chr7	1543332	1547258	2	2066	1301.8616	506.84659999999997
1_MACS_peak_6368_lociStitched	chr12	25401559	25405484	1	3926	7390.775	769.6925
1_MACS_peak_8644_lociStitched	chr14	65672136	65676061	1	3926	2788.7125	370.9125
1_MACS_peak_15830_lociStitched	chr2	106213049	106216974	1	3926	5771.32	794.42
1_MACS_peak_29715_lociStitched	chr9	92111186	92115111	1	3926	5768.965	447.0575
1_MACS_peak_28510_lociStitched	chr8	74901830	74905753	1	3924	9499.5445	987.4191
1_MACS_peak_23060_lociStitched	chr5	56133522	56137444	1	3923	2963.8554000000004	784.7922
2_MACS_peak_20564_lociStitched	chr3	143566201	143570121	2	3299	2631.496	696.192
1_MACS_peak_23990_lociStitched	chr5	153005420	153009340	1	3921	2714.992	752.2479999999999
1_MACS_peak_29576_lociStitched	chr9	72194537	72198457	1	3921	3161.088	645.232
1_MACS_peak_21286_lociStitched	chr4	6278974	6282893	1	3920	5265.1765	741.0829
1_MACS_peak_28087_lociStitched	chr8	27629187	27633106	1	3920	3933.8922000000002	895.0996
1_MACS_peak_11893_lociStitched	chr17	34205134	34209052	1	3919	7278.468599999999	838.452
1_MACS_peak_2056_lociStitched	chr1	167903797	167907714	1	3918	15183.8588	1436.7556
2_MACS_peak_4457_lociStitched	chr10	135072006	135075922	2	3443	2925.6436	522.7860000000001
1_MACS_peak_4935_lociStitched	chr11	44616936	44620852	1	3917	8583.872000000001	563.5124
1_MACS_peak_22160_lociStitched	chr4	121638799	121642715	1	3917	2823.0443999999998	783.5916
1_MACS_peak_12574_lociStitched	chr17	72635111	72639026	1	3916	2525.958	661.2434999999999
1_MACS_peak_24810_lociStitched	chr6	31742613	31746528	1	3916	9609.759	938.034
1_MACS_peak_134_lociStitched	chr1	10228166	10232080	1	3915	5525.3938	1018.8141999999999
1_MACS_peak_5138_lociStitched	chr11	63604579	63608493	1	3915	3427.0984000000003	1039.9497999999999
2_MACS_peak_11124_lociStitched	chr16	71657198	71661112	2	2855	2144.4806000000003	576.9236
1_MACS_peak_14574_lociStitched	chr19	54692297	54696211	1	3915	10890.705	787.4968
1_MACS_peak_8187_lociStitched	chr13	111176148	111180061	1	3914	6462.3195	591.6456000000001
1_MACS_peak_12475_lociStitched	chr17	63116346	63120259	1	3914	6482.667100000001	682.4272
1_MACS_peak_24655_lociStitched	chr6	26170024	26173937	1	3914	5295.0716	857.3383
1_MACS_peak_25739_lociStitched	chr6	129554338	129558251	1	3914	3196.1384	772.4262
1_MACS_peak_26586_lociStitched	chr7	39695098	39699010	1	3913	3826.7183999999997	554.7216000000001
1_MACS_peak_27070_lociStitched	chr7	95128357	95132269	1	3913	5015.184	636.4824000000001
1_MACS_peak_1645_lociStitched	chr1	150205787	150209698	1	3912	11977.8286	1330.9133
1_MACS_peak_16115_lociStitched	chr2	132248441	132252352	1	3912	9175.206	735.6591
1_MACS_peak_837_lociStitched	chr1	49411931	49415840	1	3910	6321.2438999999995	588.3045
2_MACS_peak_26832_lociStitched	chr7	71333101	71337010	2	3381	1809.4760999999999	553.9053
1_MACS_peak_28502_lociStitched	chr8	74204644	74208553	1	3910	9041.517	729.4194
1_MACS_peak_15385_lociStitched	chr2	64552232	64556139	1	3908	4650.5021	1049.4202
1_MACS_peak_22479_lociStitched	chr4	171148666	171152573	1	3908	3775.3341	640.748
2_MACS_peak_9915_lociStitched	chr15	78798950	78802856	2	3334	2149.0812	703.4706
1_MACS_peak_14867_lociStitched	chr2	20548971	20552877	1	3907	6870.2634	817.9164000000001
1_MACS_peak_23951_lociStitched	chr5	149399175	149403081	1	3907	3079.4904	905.8014
1_MACS_peak_5278_lociStitched	chr11	67054042	67057946	1	3905	11788.9088	778.0672000000001
1_MACS_peak_6466_lociStitched	chr12	31476095	31479999	1	3905	8954.9952	708.9664
1_MACS_peak_23377_lociStitched	chr5	90586796	90590700	1	3905	4782.0096	657.8240000000001
1_MACS_peak_13121_lociStitched	chr18	34970981	34974884	1	3904	3540.8016000000002	522.2214
1_MACS_peak_20281_lociStitched	chr3	121511372	121515275	1	3904	2889.7812	700.9788000000001
2_MACS_peak_3822_lociStitched	chr10	79381671	79385573	2	3229	1899.8838	789.7648
1_MACS_peak_3014_lociStitched	chr1	247552523	247556423	1	3901	3224.52	1171.17
1_MACS_peak_13877_lociStitched	chr19	13212804	13216704	1	3901	5419.44	673.53
1_MACS_peak_16325_lociStitched	chr2	161521139	161525039	1	3901	4793.1	719.1600000000001
1_MACS_peak_17289_lociStitched	chr20	7999043	8002943	1	3901	8177.52	819.78
1_MACS_peak_20920_lociStitched	chr3	179321415	179325315	1	3901	7791.42	1275.3
1_MACS_peak_24142_lociStitched	chr5	169756993	169760892	1	3900	3204.5881	905.7377
1_MACS_peak_31119_lociStitched	chrX	103172493	103176391	1	3899	4189.9601999999995	381.2244
1_MACS_peak_3634_lociStitched	chr10	65025889	65029785	1	3897	4135.2144	639.3335999999999
1_MACS_peak_21587_lociStitched	chr4	45120229	45124125	1	3897	5808.1568	569.2056
1_MACS_peak_19541_lociStitched	chr3	42053418	42057313	1	3896	10511.4365	931.2945
1_MACS_peak_12518_lociStitched	chr17	66431614	66435508	1	3895	5926.278600000001	1107.0642
1_MACS_peak_24100_lociStitched	chr5	162615199	162619092	1	3894	6008.4562000000005	709.6939
1_MACS_peak_28527_lociStitched	chr8	80603719	80607612	1	3894	4047.1628000000005	501.80769999999995
2_MACS_peak_19471_lociStitched	chr3	34148034	34151926	2	3789	2471.8092	648.018
1_MACS_peak_23667_lociStitched	chr5	131353390	131357282	1	3893	4426.3715999999995	796.6924
1_MACS_peak_8776_lociStitched	chr14	77464082	77467973	1	3892	3675.8277	395.7147
1_MACS_peak_12425_lociStitched	chr17	60529352	60533243	1	3892	7918.9632	990.2595
1_MACS_peak_21344_lociStitched	chr4	10982997	10986888	1	3892	5299.931100000001	741.2355
2_MACS_peak_1385_lociStitched	chr1	112047886	112051776	2	3826	4327.236	501.81
1_MACS_peak_7146_lociStitched	chr12	93320448	93324338	1	3891	5059.723	682.6949999999999
1_MACS_peak_10817_lociStitched	chr16	33444310	33448195	1	3886	2848.482	859.7505
1_MACS_peak_23345_lociStitched	chr5	88027766	88031651	1	3886	2999.6085	728.8259999999999
1_MACS_peak_24990_lociStitched	chr6	41038934	41042819	1	3886	8896.65	782.439
1_MACS_peak_5060_lociStitched	chr11	59521357	59525241	1	3885	4758.6768	889.436
1_MACS_peak_22168_lociStitched	chr4	122019273	122023157	1	3885	4127.5268	717.3748
2_MACS_peak_6141_lociStitched	chr12	6872920	6876803	2	2781	1940.7234	707.0943000000001
2_MACS_peak_16496_lociStitched	chr2	179342496	179346379	2	3819	4989.2667	805.7225
1_MACS_peak_26933_lociStitched	chr7	76052267	76056150	1	3884	3867.8563	644.5780000000001
1_MACS_peak_6146_lociStitched	chr12	6959292	6963174	1	3883	6939.8514000000005	1189.4448
1_MACS_peak_22784_lociStitched	chr5	14142145	14146027	1	3883	5127.3456	567.9366
2_MACS_peak_2161_lociStitched	chr1	179578544	179582425	2	2163	1464.3013	548.7734
1_MACS_peak_22167_lociStitched	chr4	121990917	121994798	1	3882	5168.7158	647.3508
2_MACS_peak_5693_lociStitched	chr11	109652100	109655980	2	3788	3569.212	811.696
1_MACS_peak_28252_lociStitched	chr8	41478332	41482212	1	3881	5869.276	657.6600000000001
1_MACS_peak_1445_lociStitched	chr1	117279987	117283866	1	3880	3426.3206999999998	472.8501
2_MACS_peak_7083_lociStitched	chr12	89337409	89341288	2	3852	2480.2326	721.494
1_MACS_peak_24376_lociStitched	chr6	5173030	5176909	1	3880	7827.821999999999	721.1061000000001
2_MACS_peak_13664_lociStitched	chr19	5987115	5990992	2	2679	2482.8307999999997	832.0042000000001
1_MACS_peak_27259_lociStitched	chr7	105923500	105927377	1	3878	10414.785100000001	959.5575
1_MACS_peak_1906_lociStitched	chr1	160230145	160234021	1	3877	13069.484400000001	1455.438
1_MACS_peak_4148_lociStitched	chr10	104261180	104265056	1	3877	2848.0848	993.0311999999999
1_MACS_peak_22726_lociStitched	chr5	5752001	5755877	1	3877	2763.5879999999997	515.8956
1_MACS_peak_3622_lociStitched	chr10	64395755	64399630	1	3876	5902.0125	827.7
1_MACS_peak_8114_lociStitched	chr13	98083913	98087788	1	3876	6678.5625	965.2624999999999
1_MACS_peak_6501_lociStitched	chr12	32685292	32689166	1	3875	4452.7756	887.1460000000001
1_MACS_peak_28474_lociStitched	chr8	71313396	71317270	1	3875	6285.5650000000005	691.509
1_MACS_peak_16795_lociStitched	chr2	208488494	208492367	1	3874	8196.8172	771.5015999999999
2_MACS_peak_19151_lociStitched	chr3	1166782	1170655	2	3708	2492.6627999999996	639.4322999999999
1_MACS_peak_23620_lociStitched	chr5	125948658	125952530	1	3873	4608.4544	810.0224
1_MACS_peak_12340_lociStitched	chr17	55332763	55336634	1	3872	4330.1006	570.9725
2_MACS_peak_7762_lociStitched	chr13	31037796	31041666	2	3531	4412.187	388.548
1_MACS_peak_29902_lociStitched	chr9	102844681	102848551	1	3871	6002.37	960.534
2_MACS_peak_30952_lociStitched	chrX	68835776	68839646	2	2248	1287.162	248.067
1_MACS_peak_377_lociStitched	chr1	25886881	25890750	1	3870	4154.9191	675.9143
1_MACS_peak_21025_lociStitched	chr3	185540495	185544364	1	3870	4133.6396	604.7247
1_MACS_peak_4712_lociStitched	chr11	14925903	14929770	1	3868	5681.0097000000005	900.2376
2_MACS_peak_15559_lociStitched	chr2	74646129	74649996	2	3750	3823.6896	636.5082
1_MACS_peak_15874_lociStitched	chr2	109809270	109813137	1	3868	6920.3832	985.3116000000001
1_MACS_peak_12088_lociStitched	chr17	41320856	41324722	1	3867	11111.6572	1082.0934
1_MACS_peak_13695_lociStitched	chr19	6848466	6852332	1	3867	6569.8804	1159.8
1_MACS_peak_19817_lociStitched	chr3	53877278	53881144	1	3867	3661.8752	563.2762
2_MACS_peak_15481_lociStitched	chr2	70294960	70298825	2	3507	2987.645	939.5815
1_MACS_peak_16814_lociStitched	chr2	211034206	211038070	1	3865	8475.684	670.7904
1_MACS_peak_13077_lociStitched	chr18	29077213	29081075	1	3863	3758.4984	614.4442
1_MACS_peak_10371_lociStitched	chr16	4320735	4324596	1	3862	7923.5442	652.8951
1_MACS_peak_27809_lociStitched	chr7	158619835	158623696	1	3862	10497.6729	824.3235
2_MACS_peak_13771_lociStitched	chr19	10360001	10363861	2	3499	4624.28	750.77
1_MACS_peak_16597_lociStitched	chr2	192014598	192018458	1	3861	5910.818	700.2040000000001
1_MACS_peak_20125_lociStitched	chr3	107241004	107244863	1	3860	3416.7585999999997	706.5829
1_MACS_peak_26294_lociStitched	chr7	8215009	8218867	1	3859	5852.971799999999	855.3186000000001
1_MACS_peak_3204_lociStitched	chr10	14643320	14647176	1	3857	4491.468800000001	837.5232
1_MACS_peak_15851_lociStitched	chr2	107455596	107459452	1	3857	2480.9503999999997	476.6016
1_MACS_peak_21301_lociStitched	chr4	7753052	7756908	1	3857	2429.6656	346.65439999999995
2_MACS_peak_25332_lociStitched	chr6	83774765	83778621	2	3275	3184.6704	726.4704
1_MACS_peak_10669_lociStitched	chr16	27383436	27387291	1	3856	5274.411	751.725
1_MACS_peak_20648_lociStitched	chr3	153200595	153204450	1	3856	6825.663	868.9169999999999
1_MACS_peak_26779_lociStitched	chr7	64496247	64500102	1	3856	3397.4114999999997	606.006
1_MACS_peak_14519_lociStitched	chr19	50142753	50146607	1	3855	8609.065200000001	1059.0792
1_MACS_peak_10634_lociStitched	chr16	23566314	23570166	1	3853	7302.6215999999995	954.1404
1_MACS_peak_11735_lociStitched	chr17	25798177	25802029	1	3853	4448.6748	678.3372
1_MACS_peak_18414_lociStitched	chr21	46292332	46296184	1	3853	4984.488	1087.8048
1_MACS_peak_22262_lociStitched	chr4	140096694	140100546	1	3853	9615.7476	573.948
1_MACS_peak_25166_lociStitched	chr6	53657808	53661658	1	3851	6211.59	726.495
1_MACS_peak_1802_lociStitched	chr1	155530978	155534827	1	3850	13413.3801	1418.3564999999999
1_MACS_peak_6441_lociStitched	chr12	29316169	29320018	1	3850	4909.0146	774.0339
1_MACS_peak_11720_lociStitched	chr17	21072798	21076646	1	3849	6553.144	820.7783999999999
1_MACS_peak_18396_lociStitched	chr21	45431274	45435122	1	3849	6427.6992	954.6887999999999
1_MACS_peak_7811_lociStitched	chr13	37572323	37576170	1	3848	5883.6018	453.94599999999997
1_MACS_peak_15373_lociStitched	chr2	64368423	64372269	1	3847	5134.7946	778.4304
1_MACS_peak_25479_lociStitched	chr6	99538954	99542800	1	3847	4950.955800000001	699.2027999999999
1_MACS_peak_6801_lociStitched	chr12	56751277	56755122	1	3846	4872.7685	1092.749
1_MACS_peak_894_lociStitched	chr1	53790673	53794516	1	3844	6266.3958	780.8976
1_MACS_peak_17925_lociStitched	chr20	52619629	52623472	1	3844	5615.3916	622.566
1_MACS_peak_21924_lociStitched	chr4	89018257	89022100	1	3844	5932.0548	798.1911
1_MACS_peak_27805_lociStitched	chr7	157901653	157905496	1	3844	8100.2754	1057.9778999999999
1_MACS_peak_29026_lociStitched	chr8	138349104	138352947	1	3844	3445.2495	665.9919
1_MACS_peak_5846_lociStitched	chr11	119542731	119546573	1	3843	7949.4822	914.0118
1_MACS_peak_3140_lociStitched	chr10	8172390	8176230	1	3841	4314.624	648.96
2_MACS_peak_3414_lociStitched	chr10	35378384	35382224	2	3262	4904.447999999999	698.112
2_MACS_peak_7439_lociStitched	chr12	115435358	115439196	2	2844	1714.4346	255.9946
2_MACS_peak_13878_lociStitched	chr19	13226223	13230060	2	3791	4237.9665	676.4631
1_MACS_peak_2647_lociStitched	chr1	213253844	213257680	1	3837	5093.8244	993.524
1_MACS_peak_24933_lociStitched	chr6	36482397	36486232	1	3836	3105.9665	677.6445
1_MACS_peak_13606_lociStitched	chr19	2817005	2820838	1	3834	3276.8317	638.5778
2_MACS_peak_9179_lociStitched	chr15	31344461	31348292	2	3755	4556.9745	648.5883
1_MACS_peak_18779_lociStitched	chr22	36254865	36258694	1	3830	6010.7642000000005	754.6958999999999
1_MACS_peak_26050_lociStitched	chr6	157339850	157343679	1	3830	4288.4800000000005	471.3499
1_MACS_peak_27309_lociStitched	chr7	110663997	110667826	1	3830	2761.0919	839.6997
1_MACS_peak_10352_lociStitched	chr16	3396698	3400524	1	3827	6910.5212	698.245
1_MACS_peak_19703_lociStitched	chr3	48933545	48937370	1	3826	4862.722500000001	815.8725
1_MACS_peak_30459_lociStitched	chrX	1653149	1656974	1	3826	4441.2075	231.4125
1_MACS_peak_11200_lociStitched	chr16	81464299	81468121	1	3823	4701.4421999999995	393.666
1_MACS_peak_5156_lociStitched	chr11	64035940	64039761	1	3822	7553.7349	991.5495000000001
1_MACS_peak_12885_lociStitched	chr18	5293879	5297700	1	3822	5365.8303000000005	522.3307
1_MACS_peak_27741_lociStitched	chr7	150754268	150758089	1	3822	4953.5444	1245.2639000000001
2_MACS_peak_10012_lociStitched	chr15	85174010	85177830	2	3232	2290.472	786.1560000000001
1_MACS_peak_12284_lociStitched	chr17	49196408	49200227	1	3820	7692.993600000001	950.1672
1_MACS_peak_24932_lociStitched	chr6	36408628	36412447	1	3820	4053.8685000000005	667.5612
1_MACS_peak_23098_lociStitched	chr5	60614091	60617909	1	3819	6622.7028	852.5594
1_MACS_peak_17524_lociStitched	chr20	31289305	31293122	1	3818	5236.542299999999	681.3344999999999
1_MACS_peak_26602_lociStitched	chr7	41667534	41671350	1	3817	2654.4096	586.1375999999999
1_MACS_peak_28807_lociStitched	chr8	119599468	119603284	1	3817	4135.017599999999	628.8768
1_MACS_peak_2929_lociStitched	chr1	236028752	236032567	1	3816	8763.055	1067.8184999999999
1_MACS_peak_8855_lociStitched	chr14	91094646	91098461	1	3816	3237.409	305.5815
1_MACS_peak_27584_lociStitched	chr7	137684211	137688026	1	3816	9538.6445	1289.0884999999998
1_MACS_peak_8120_lociStitched	chr13	99139146	99142960	1	3815	5058.8896	834.1218
1_MACS_peak_20351_lociStitched	chr3	126073926	126077740	1	3815	5693.539199999999	665.543
1_MACS_peak_23814_lociStitched	chr5	139644037	139647851	1	3815	3474.554	720.0832
1_MACS_peak_5363_lociStitched	chr11	71789949	71793762	1	3814	4416.2166	784.7154
1_MACS_peak_16237_lociStitched	chr2	151213497	151217310	1	3814	3557.1477	757.2618
1_MACS_peak_3401_lociStitched	chr10	34825902	34829714	1	3813	5268.946400000001	989.9763999999999
1_MACS_peak_4667_lociStitched	chr11	12153257	12157069	1	3813	4417.7268	651.4707999999999
1_MACS_peak_19399_lociStitched	chr3	27063115	27066927	1	3813	2094.3128	619.45
1_MACS_peak_18747_lociStitched	chr22	34236240	34240051	1	3812	6773.6714	665.0195
1_MACS_peak_27535_lociStitched	chr7	132193905	132197716	1	3812	3431.4244	870.0513
2_MACS_peak_30072_lociStitched	chr9	119843923	119847734	2	3148	1852.9082	490.4757
1_MACS_peak_9202_lociStitched	chr15	31725296	31729106	1	3811	6433.947	653.796
1_MACS_peak_11874_lociStitched	chr17	33568667	33572477	1	3811	5461.254	794.7660000000001
1_MACS_peak_11256_lociStitched	chr16	85602750	85606559	1	3810	5051.1149000000005	373.66290000000004
1_MACS_peak_5326_lociStitched	chr11	68136460	68140268	1	3809	8749.641599999999	859.0848
1_MACS_peak_23302_lociStitched	chr5	81044756	81048564	1	3809	5682.2976	634.4128
1_MACS_peak_30732_lociStitched	chrX	40942602	40946410	1	3809	9341.4048	492.3744
1_MACS_peak_16593_lociStitched	chr2	191744462	191748269	1	3808	7915.514400000001	799.0893
1_MACS_peak_2706_lociStitched	chr1	221965542	221969347	1	3806	8132.046	1108.3965
2_MACS_peak_30555_lociStitched	chrX	13272107	13275912	2	3094	2043.6655	419.31100000000004
1_MACS_peak_24968_lociStitched	chr6	37528451	37532255	1	3805	3189.2736	670.2648
1_MACS_peak_26830_lociStitched	chr7	71168569	71172373	1	3805	3888.4488	481.96680000000003
1_MACS_peak_8066_lociStitched	chr13	83793291	83797094	1	3804	6478.7908	789.1225
1_MACS_peak_16299_lociStitched	chr2	158753262	158757064	1	3803	4594.3368	764.9624
1_MACS_peak_23464_lociStitched	chr5	107715838	107719640	1	3803	12057.6628	905.6364
1_MACS_peak_27917_lociStitched	chr8	11823336	11827138	1	3803	5373.3666	693.1046
1_MACS_peak_5130_lociStitched	chr11	62647349	62651149	1	3801	13485.060000000001	949.62
1_MACS_peak_27671_lociStitched	chr7	143316792	143320592	1	3801	9116.58	848.92
1_MACS_peak_16766_lociStitched	chr2	204972823	204976622	1	3800	6179.4534	768.9176
1_MACS_peak_20106_lociStitched	chr3	101775664	101779463	1	3800	4248.0418	657.6069
1_MACS_peak_9230_lociStitched	chr15	34070807	34074605	1	3799	3177.027	595.5264
2_MACS_peak_20099_lociStitched	chr3	101526030	101529828	2	3665	1941.1578	547.2918
1_MACS_peak_29160_lociStitched	chr9	2156941	2160739	1	3799	5291.3736	753.903
1_MACS_peak_30177_lociStitched	chr9	128507711	128511508	1	3798	4366.549999999999	571.8282
1_MACS_peak_7420_lociStitched	chr12	112449763	112453558	1	3796	6435.9405	478.92900000000003
1_MACS_peak_7956_lociStitched	chr13	52897474	52901268	1	3795	3483.6508	509.5342
1_MACS_peak_27521_lociStitched	chr7	130643921	130647715	1	3795	8259.917399999998	968.9876
1_MACS_peak_5611_lociStitched	chr11	98938508	98942299	1	3792	4621.9872000000005	642.9536
1_MACS_peak_15390_lociStitched	chr2	64749716	64753507	1	3792	8626.4205	978.8362
1_MACS_peak_18010_lociStitched	chr20	60876614	60880405	1	3792	5773.3139	639.5417
1_MACS_peak_23647_lociStitched	chr5	129658309	129662099	1	3791	9129.351999999999	848.96
1_MACS_peak_13304_lociStitched	chr18	54875118	54878907	1	3790	5171.6061	733.1715
