#01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_ROSE/01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam
#Using cutoff of 15118.2684 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
2_MACS_peak_27792_lociStitched	chr7	156714062	156721574	2	4824	8426.9616	1385.964	3606	0
1_MACS_peak_15959_lociStitched	chr2	112687313	112692135	1	4823	3988.7584	994.7786	3607	0
1_MACS_peak_3337_lociStitched	chr10	27528450	27533272	1	4823	10701.9468	991.4032	3608	0
1_MACS_peak_6407_lociStitched	chr12	27315735	27320556	1	4822	6097.6008	1244.3001	3609	0
1_MACS_peak_13694_lociStitched	chr19	6799180	6804000	1	4821	12748.418	1719.294	3610	0
1_MACS_peak_2217_lociStitched	chr1	183620736	183625555	1	4820	3894.7158	1334.863	3611	0
1_MACS_peak_11545_lociStitched	chr17	8149256	8154074	1	4819	16834.5738	1194.864	3612	0
2_MACS_peak_22943_lociStitched	chr5	40833873	40842229	2	4818	7690.0268	1418.0132	3613	0
2_MACS_peak_13558_lociStitched	chr19	1874871	1885777	2	4818	7383.362	1918.3654	3614	0
1_MACS_peak_30899_lociStitched	chrX	56788077	56792892	1	4816	6456.4335	571.5405	3615	0
2_MACS_peak_25783_lociStitched	chr6	132672518	132677405	2	4816	6231.4137	1083.9366	3616	0
2_MACS_peak_28959_lociStitched	chr8	131639620	131647791	2	4814	4556.9667	1191.3318	3617	0
1_MACS_peak_31223_lociStitched	chrX	123093077	123097889	1	4813	10709.106	490.824	3618	0
1_MACS_peak_27780_lociStitched	chr7	155087984	155092796	1	4813	15858.9084	1663.9896	3619	0
2_MACS_peak_14125_lociStitched	chr19	32214788	32221692	2	4813	3848.2896	710.4216	3620	0
2_MACS_peak_24662_lociStitched	chr6	26233162	26241781	2	4813	6830.5575	1336.8069	3621	0
2_MACS_peak_17628_lociStitched	chr20	35574709	35581112	2	4812	5142.8896	1139.734	3622	0
2_MACS_peak_6289_lociStitched	chr12	14104150	14111800	2	4812	3552.66	924.12	3623	0
2_MACS_peak_22227_lociStitched	chr4	129473290	129481607	2	4812	8144.0064	1241.7281	3624	0
1_MACS_peak_14691_lociStitched	chr2	2873286	2878094	1	4809	2640.0728	633.2136	3625	0
2_MACS_peak_9709_lociStitched	chr15	67425689	67430923	2	4809	7165.346	1128.9738	3626	0
2_MACS_peak_29036_lociStitched	chr8	141600225	141607840	2	4809	5353.345	1126.2585	3627	0
2_MACS_peak_7154_lociStitched	chr12	93636823	93644216	2	4808	4481.6366	1530.351	3628	0
2_MACS_peak_20579_lociStitched	chr3	148229529	148237667	2	4808	4576.8112	843.9106	3629	0
1_MACS_peak_657_lociStitched	chr1	40308789	40313595	1	4807	6070.4586	1114.0308	3630	0
2_MACS_peak_944_lociStitched	chr1	59319718	59325019	2	4807	4849.8849	1048.5378	3631	0
1_MACS_peak_11768_lociStitched	chr17	27275565	27280370	1	4806	9902.144	1086.4105	3632	0
1_MACS_peak_9645_lociStitched	chr15	64260850	64265655	1	4806	10213.0275	927.365	3633	0
2_MACS_peak_19400_lociStitched	chr3	27086678	27092900	2	4806	4328.0232	974.3652	3634	0
1_MACS_peak_16676_lociStitched	chr2	198868176	198872980	1	4805	10516.9168	1208.6864	3635	0
1_MACS_peak_25328_lociStitched	chr6	83276241	83281044	1	4804	4736.2383	989.8983	3636	0
2_MACS_peak_28680_lociStitched	chr8	102119905	102124931	2	4803	6924.3202	688.0594	3637	0
2_MACS_peak_17166_lociStitched	chr20	382007	390238	2	4803	6193.8275	1197.6105	3638	0
1_MACS_peak_13017_lociStitched	chr18	20770975	20775775	1	4801	8258.4	775.2	3639	0
2_MACS_peak_30909_lociStitched	chrX	58232650	58238244	2	4801	3240.0448	520.242	3640	0
2_MACS_peak_13702_lociStitched	chr19	7191330	7199173	2	4799	7668.1011	2010.9452	3641	0
2_MACS_peak_8285_lociStitched	chr14	21846834	21853785	2	4798	6367.116	586.6644	3642	0
2_MACS_peak_4170_lociStitched	chr10	105210416	105219906	2	4795	6190.327	1384.591	3643	0
1_MACS_peak_30515_lociStitched	chrX	10049902	10054695	1	4794	4904.6769	452.4592	3644	0
1_MACS_peak_86_lociStitched	chr1	6660087	6664879	1	4793	11101.6264	960.796	3645	0
2_MACS_peak_20075_lociStitched	chr3	100210652	100216572	2	4793	3849.776	1044.288	3646	0
1_MACS_peak_23336_lociStitched	chr5	87144007	87148798	1	4792	4966.3506	843.6951	3647	0
3_MACS_peak_3939_lociStitched	chr10	89866938	89874738	3	4792	5528.64	1421.16	3648	0
3_MACS_peak_3289_lociStitched	chr10	22656081	22669093	3	4792	3894.4916	1679.8492	3649	0
3_MACS_peak_25569_lociStitched	chr6	109118871	109127850	3	4791	4217.4363	1465.3728	3650	0
1_MACS_peak_29836_lociStitched	chr9	98223260	98228049	1	4790	10903.5952	1041.6075	3651	0
1_MACS_peak_23004_lociStitched	chr5	53939353	53944141	1	4789	9437.6268	1079.694	3652	0
1_MACS_peak_29984_lociStitched	chr9	112809749	112814536	1	4788	6149.3802	956.4426	3653	0
2_MACS_peak_16085_lociStitched	chr2	129074434	129080646	2	4787	4970.8424	816.878	3654	0
2_MACS_peak_7487_lociStitched	chr12	120631690	120640248	2	4787	5798.045	953.3612	3655	0
2_MACS_peak_30911_lociStitched	chrX	58271638	58278775	2	4786	3021.0921	680.8698	3656	0
1_MACS_peak_29035_lociStitched	chr8	141518490	141523274	1	4785	9659.3744	827.632	3657	0
1_MACS_peak_28191_lociStitched	chr8	37000237	37005021	1	4785	7895.5136	932.4016	3658	0
1_MACS_peak_12550_lociStitched	chr17	70415564	70420347	1	4784	11958.9349	948.9472	3659	0
2_MACS_peak_12949_lociStitched	chr18	10949129	10954354	2	4783	6841.0925	940.5	3660	0
2_MACS_peak_29144_lociStitched	chr9	700056	708791	2	4783	5095.999	1228.141	3661	0
2_MACS_peak_11252_lociStitched	chr16	85052722	85063579	2	4783	4760.7945	855.5316	3662	0
1_MACS_peak_18793_lociStitched	chr22	36725411	36730192	1	4782	14035.1036	1158.9144	3663	0
1_MACS_peak_6072_lociStitched	chr12	2443229	2448009	1	4781	8607.346	1004.756	3664	0
1_MACS_peak_13605_lociStitched	chr19	2782065	2786844	1	4780	7800.7617	1500.1281	3665	0
1_MACS_peak_849_lociStitched	chr1	51699075	51703852	1	4778	9975.8091	1188.0399	3666	0
2_MACS_peak_18729_lociStitched	chr22	32144948	32151256	2	4778	6548.9656	1192.8428	3667	0
3_MACS_peak_23029_lociStitched	chr5	55320431	55334408	3	4777	6272.8776	1960.9731	3668	0
1_MACS_peak_14216_lociStitched	chr19	38536688	38541463	1	4776	15411.3125	1217.625	3669	0
2_MACS_peak_18164_lociStitched	chr21	30389801	30398082	2	4776	7533.2257	1368.0212	3670	0
1_MACS_peak_31327_lociStitched	chrX	140821274	140826048	1	4775	4353.888	514.1598	3671	0
1_MACS_peak_25207_lociStitched	chr6	63099516	63104288	1	4773	5446.2836	754.9304	3672	0
1_MACS_peak_21683_lociStitched	chr4	65170129	65174901	1	4773	6554.8192	791.1976	3673	0
1_MACS_peak_4683_lociStitched	chr11	12725757	12730529	1	4773	12948.3448	1276.51	3674	0
2_MACS_peak_1787_lociStitched	chr1	155188241	155198524	2	4773	8602.7578	2597.4858	3675	0
2_MACS_peak_29123_lociStitched	chr8	146094788	146105835	2	4773	10699.0195	1750.9495	3676	0
1_MACS_peak_2048_lociStitched	chr1	167531348	167536119	1	4772	8828.7355	1456.5863	3677	0
2_MACS_peak_13874_lociStitched	chr19	13094794	13099624	2	4772	4114.677	1009.953	3678	0
2_MACS_peak_4734_lociStitched	chr11	17182150	17192106	2	4771	3940.5848	1334.104	3679	0
2_MACS_peak_24577_lociStitched	chr6	18259857	18266141	2	4770	6160.2052	976.5336	3680	0
2_MACS_peak_12690_lociStitched	chr17	75653654	75664380	2	4770	8728.8188	1740.8298	3681	0
2_MACS_peak_22331_lociStitched	chr4	146980061	146985476	2	4769	2980.416	904.8465	3682	0
2_MACS_peak_11039_lociStitched	chr16	67875421	67881845	2	4769	7932.9976	1342.616	3683	0
2_MACS_peak_10084_lociStitched	chr15	90319172	90326294	2	4768	9685.2078	1427.961	3684	0
1_MACS_peak_20370_lociStitched	chr3	127453055	127457821	1	4767	6330.6778	974.1704	3685	0
2_MACS_peak_9168_lociStitched	chr15	30828643	30833895	2	4767	3368.1076	723.7256	3686	0
1_MACS_peak_19724_lociStitched	chr3	49479854	49484619	1	4766	7031.7105	897.726	3687	0
2_MACS_peak_14398_lociStitched	chr19	45921788	45928933	2	4766	6794.1805	1331.828	3688	0
2_MACS_peak_19763_lociStitched	chr3	51421398	51430100	2	4764	7823.098	1595.9468	3689	0
1_MACS_peak_19929_lociStitched	chr3	69289349	69294111	1	4763	7418.2436	804.778	3690	0
2_MACS_peak_13673_lociStitched	chr19	6458351	6465258	2	4763	7173.6102	1579.6309	3691	0
1_MACS_peak_23519_lociStitched	chr5	112449582	112454342	1	4761	3566.192	809.676	3692	0
1_MACS_peak_12710_lociStitched	chr17	76271163	76275922	1	4760	5569.4577	905.1618	3693	0
1_MACS_peak_7857_lociStitched	chr13	42950860	42955619	1	4760	5007.8957	446.8701	3694	0
1_MACS_peak_2169_lociStitched	chr1	179970370	179975129	1	4760	5573.2649	1387.2485	3695	0
2_MACS_peak_11775_lociStitched	chr17	27502800	27508281	2	4759	4542.1047	827.631	3696	0
2_MACS_peak_29863_lociStitched	chr9	100389362	100397143	2	4759	8983.9426	1891.5611	3697	0
1_MACS_peak_15449_lociStitched	chr2	68612375	68617132	1	4758	8175.8559	851.0273	3698	0
2_MACS_peak_13007_lociStitched	chr18	20317830	20323061	2	4758	5653.6648	823.8825	3699	0
2_MACS_peak_4412_lociStitched	chr10	129815994	129826645	2	4758	5591.775	1359.0676	3700	0
3_MACS_peak_25181_lociStitched	chr6	56673277	56680809	3	4757	3876.7204	1164.4472	3701	0
1_MACS_peak_5445_lociStitched	chr11	76478387	76483142	1	4756	7710.708	872.067	3702	0
1_MACS_peak_2679_lociStitched	chr1	218645217	218649971	1	4755	7405.3058	1402.43	3703	0
2_MACS_peak_25258_lociStitched	chr6	74288711	74296847	2	4755	4179.4632	1361.1528	3704	0
1_MACS_peak_9071_lociStitched	chr15	20529298	20534048	1	4751	6835.25	1176.575	3705	0
2_MACS_peak_27443_lociStitched	chr7	124881076	124887152	2	4751	3406.2056	1244.3648	3706	0
3_MACS_peak_937_lociStitched	chr1	59189833	59198310	3	4751	3320.4409	978.2458	3707	0
1_MACS_peak_9793_lociStitched	chr15	73029509	73034258	1	4750	4602.7308	820.6272	3708	0
1_MACS_peak_2763_lociStitched	chr1	226083345	226088094	1	4750	7079.3343	1426.1247	3709	0
1_MACS_peak_17907_lociStitched	chr20	52366908	52371654	1	4747	7230.0564	1025.6106	3710	0
2_MACS_peak_1531_lociStitched	chr1	144977715	144985519	2	4746	5068.698	2395.828	3711	0
2_MACS_peak_8157_lociStitched	chr13	103424757	103433534	2	4745	6485.3253	1575.4715	3712	0
2_MACS_peak_15415_lociStitched	chr2	65291447	65300823	2	4745	5218.6816	1392.336	3713	0
1_MACS_peak_5839_lociStitched	chr11	119107338	119112081	1	4744	4271.0715	889.3125	3714	0
2_MACS_peak_22184_lociStitched	chr4	123498867	123506620	2	4744	5389.1103	1492.4525	3715	0
2_MACS_peak_20249_lociStitched	chr3	119181241	119188787	2	4743	12032.8516	1511.4638	3716	0
1_MACS_peak_4474_lociStitched	chr11	267105	271846	1	4742	26970.6008	1154.4335	3717	0
2_MACS_peak_7377_lociStitched	chr12	110329104	110339208	2	4742	4665.0168	946.7448	3718	0
1_MACS_peak_11132_lociStitched	chr16	71914462	71919202	1	4741	5320.176	994.926	3719	0
2_MACS_peak_31021_lociStitched	chrX	77149882	77156473	2	4741	5570.7132	877.2621	3720	0
2_MACS_peak_14056_lociStitched	chr19	19773249	19780660	2	4740	10418.3838	1263.5755	3721	0
1_MACS_peak_24480_lociStitched	chr6	11874622	11879360	1	4739	5554.3574	1019.1438	3722	0
2_MACS_peak_12035_lociStitched	chr17	40085709	40095164	2	4739	5329.7835	1789.8315	3723	0
2_MACS_peak_35_lociStitched	chr1	1606257	1611108	2	4738	8614.8909	1059.4584	3724	0
2_MACS_peak_25845_lociStitched	chr6	137037566	137042344	2	4736	3572.9884	902.5642	3725	0
2_MACS_peak_19963_lociStitched	chr3	72125503	72132722	2	4736	3703.347	1005.6067	3726	0
2_MACS_peak_2596_lociStitched	chr1	211525811	211534766	2	4736	7833.834	2002.338	3727	0
1_MACS_peak_20809_lociStitched	chr3	170072092	170076826	1	4735	10952.5824	916.029	3728	0
2_MACS_peak_19306_lociStitched	chr3	15368427	15374872	2	4735	4336.8405	1097.5835	3729	0
2_MACS_peak_13169_lociStitched	chr18	43634643	43643246	2	4735	4615.5095	1272.3837	3730	0
2_MACS_peak_21887_lociStitched	chr4	84214041	84220283	2	4733	4818.824	1112.9486	3731	0
1_MACS_peak_2073_lociStitched	chr1	169861634	169866365	1	4732	14156.0982	1422.6117	3732	0
1_MACS_peak_16266_lociStitched	chr2	153321767	153326497	1	4731	4835.006	770.99	3733	0
1_MACS_peak_7011_lociStitched	chr12	76422585	76427315	1	4731	11378.961	987.151	3734	0
1_MACS_peak_26675_lociStitched	chr7	46042509	46047238	1	4730	10715.4411	921.6821	3735	0
1_MACS_peak_5185_lociStitched	chr11	64899236	64903964	1	4729	15032.2032	1343.2248	3736	0
2_MACS_peak_16628_lociStitched	chr2	196909359	196917475	2	4729	10744.7724	1408.9376	3737	0
2_MACS_peak_10549_lociStitched	chr16	17502140	17512183	2	4729	6026.8043	1412.0458	3738	0
3_MACS_peak_16069_lociStitched	chr2	128164682	128174498	3	4728	4684.1952	1287.8592	3739	0
3_MACS_peak_30653_lociStitched	chrX	24711128	24722366	3	4728	3786.0822	1096.8288	3740	0
2_MACS_peak_25459_lociStitched	chr6	97242282	97251848	2	4727	6851.1692	1508.5582	3741	0
1_MACS_peak_7133_lociStitched	chr12	92824481	92829206	1	4726	5590.1475	890.19	3742	0
2_MACS_peak_2638_lociStitched	chr1	212964219	212969018	2	4726	9629.6734	1415.705	3743	0
1_MACS_peak_6709_lociStitched	chr12	52442783	52447507	1	4725	15967.5924	888.112	3744	0
3_MACS_peak_11897_lociStitched	chr17	34324687	34336969	3	4725	4376.0766	1638.4188	3745	0
1_MACS_peak_2461_lociStitched	chr1	204511890	204516613	1	4724	6570.1653	1249.7058	3746	0
2_MACS_peak_7783_lociStitched	chr13	32999890	33004998	2	4723	5711.7656	526.6348	3747	0
3_MACS_peak_8929_lociStitched	chr14	95785093	95796870	3	4723	4782.6397	958.6478	3748	0
2_MACS_peak_26074_lociStitched	chr6	158704311	158712899	2	4722	5505.7668	742.0032	3749	0
2_MACS_peak_31382_lociStitched	chrX	153266836	153275458	2	4722	4511.0304	761.3226	3750	0
2_MACS_peak_29545_lociStitched	chr9	70849448	70858121	2	4722	6766.6746	1850.8182	3751	0
2_MACS_peak_30371_lociStitched	chr9	139000612	139011701	2	4720	6334.0368	1359.5114	3752	0
2_MACS_peak_30809_lociStitched	chrX	48325753	48335515	2	4716	5078.1924	964.4856	3753	0
1_MACS_peak_23332_lociStitched	chr5	86431466	86436180	1	4715	4307.1818	803.737	3754	0
1_MACS_peak_14405_lociStitched	chr19	46008587	46013300	1	4714	5509.0257	775.7598	3755	0
2_MACS_peak_11606_lociStitched	chr17	16847963	16852686	2	4714	3659.8527	855.8076	3756	0
2_MACS_peak_3753_lociStitched	chr10	75005891	75013443	2	4713	7286.1696	1415.2448	3757	0
2_MACS_peak_5737_lociStitched	chr11	113051161	113060972	2	4713	5681.5501	1341.1637	3758	0
2_MACS_peak_6237_lociStitched	chr12	11881043	11886127	2	4712	4215.1444	767.684	3759	0
3_MACS_peak_26163_lociStitched	chr7	851999	857576	3	4712	5335.5159	806.4342	3760	0
2_MACS_peak_30821_lociStitched	chrX	48748130	48756950	2	4712	7022.484	894.348	3761	0
1_MACS_peak_11914_lociStitched	chr17	34795690	34800400	1	4711	3348.81	1530.279	3762	0
1_MACS_peak_5380_lociStitched	chr11	72523304	72528012	1	4709	15969.536	1012.6908	3763	0
2_MACS_peak_2586_lociStitched	chr1	210516177	210522373	2	4709	4141.4064	1291.2464	3764	0
1_MACS_peak_27977_lociStitched	chr8	19370100	19374807	1	4708	7099.0974	930.5739	3765	0
2_MACS_peak_23796_lociStitched	chr5	138939644	138945995	2	4708	7431.9402	1114.6005	3766	0
1_MACS_peak_4656_lociStitched	chr11	11271196	11275902	1	4707	6403.4542	862.1392	3767	0
2_MACS_peak_13403_lociStitched	chr18	63253998	63260502	2	4707	4143.6984	905.3568	3768	0
2_MACS_peak_13218_lociStitched	chr18	47012386	47019334	2	4707	7345.4256	1490.346	3769	0
2_MACS_peak_30559_lociStitched	chrX	13679326	13688440	2	4707	6539.295	810.2346	3770	0
1_MACS_peak_19893_lociStitched	chr3	64207754	64212459	1	4706	6914.9385	1052.038	3771	0
1_MACS_peak_15413_lociStitched	chr2	65256220	65260925	1	4706	11823.665	1167.781	3772	0
2_MACS_peak_20833_lociStitched	chr3	171899512	171908440	2	4705	5863.9104	2030.2272	3773	0
2_MACS_peak_25801_lociStitched	chr6	134494582	134500294	2	4704	6976.6368	1141.8288	3774	0
2_MACS_peak_15957_lociStitched	chr2	112655210	112665358	2	4704	5661.5692	1720.086	3775	0
1_MACS_peak_25513_lociStitched	chr6	106203598	106208300	1	4703	7212.3978	1017.5128	3776	0
1_MACS_peak_28273_lociStitched	chr8	42945388	42950089	1	4702	7735.0254	935.9691	3777	0
1_MACS_peak_25341_lociStitched	chr6	84568967	84573668	1	4702	4212.5661	877.6767	3778	0
1_MACS_peak_3731_lociStitched	chr10	73666604	73671305	1	4702	8066.916	754.5105	3779	0
1_MACS_peak_792_lociStitched	chr1	45983854	45988554	1	4701	3841.78	888.3	3780	0
2_MACS_peak_11852_lociStitched	chr17	32290643	32297004	2	4701	7096.9677	1101.0891	3781	0
1_MACS_peak_3381_lociStitched	chr10	31670167	31674865	1	4699	6769.3482	962.6202	3782	0
1_MACS_peak_28232_lociStitched	chr8	38756216	38760913	1	4698	9533.5009	1070.916	3783	0
3_MACS_peak_31403_lociStitched	chrX	153706859	153720150	3	4697	5384.1841	967.5848	3784	0
2_MACS_peak_22069_lociStitched	chr4	108909906	108916555	2	4696	6226.7885	1100.4095	3785	0
2_MACS_peak_15871_lociStitched	chr2	109744245	109752288	2	4696	6369.2517	1119.5856	3786	0
1_MACS_peak_6411_lociStitched	chr12	27372450	27377144	1	4695	7993.4126	849.614	3787	0
1_MACS_peak_504_lociStitched	chr1	31971067	31975759	1	4693	3302.2296	781.218	3788	0
2_MACS_peak_7104_lociStitched	chr12	90249790	90258876	2	4693	5543.3686	1298.3894	3789	0
2_MACS_peak_11983_lociStitched	chr17	37998849	38006060	2	4692	3621.3642	1215.0535	3790	0
1_MACS_peak_25043_lociStitched	chr6	43634475	43639165	1	4691	4023.082	913.143	3791	0
2_MACS_peak_7090_lociStitched	chr12	89632440	89639684	2	4691	4815.8112	1241.6216	3792	0
2_MACS_peak_12331_lociStitched	chr17	55011081	55016928	2	4690	4094.6541	1056.5529	3793	0
2_MACS_peak_1874_lociStitched	chr1	157811575	157820141	2	4690	5390.5838	2388.2008	3794	0
1_MACS_peak_18379_lociStitched	chr21	44829393	44834081	1	4689	8189.4672	1164.4992	3795	0
3_MACS_peak_26471_lociStitched	chr7	29450454	29461884	3	4689	3947.922	1336.167	3796	0
1_MACS_peak_18081_lociStitched	chr21	11167360	11172047	1	4688	16289.6685	2620.9704	3797	0
1_MACS_peak_5968_lociStitched	chr11	128562264	128566951	1	4688	10573.872	973.9586	3798	0
2_MACS_peak_11687_lociStitched	chr17	19410117	19418796	2	4688	4204.9755	1302.7179	3799	0
2_MACS_peak_9998_lociStitched	chr15	84651865	84662302	2	4686	4297.9566	1431.9564	3800	0
1_MACS_peak_17229_lociStitched	chr20	4062131	4066815	1	4685	6074.6796	863.2612	3801	0
1_MACS_peak_28969_lociStitched	chr8	133286626	133291309	1	4684	7434.2625	993.2643	3802	0
1_MACS_peak_14019_lociStitched	chr19	18389539	18394222	1	4684	11377.3485	821.3982	3803	0
2_MACS_peak_4424_lociStitched	chr10	130705593	130712387	2	4684	4545.8654	1081.6048	3804	0
2_MACS_peak_31295_lociStitched	chrX	135151857	135160587	2	4684	4885.308	768.24	3805	0
2_MACS_peak_13172_lociStitched	chr18	43676259	43685216	2	4684	10562.9901	1367.7339	3806	0
1_MACS_peak_12021_lociStitched	chr17	39819996	39824678	1	4683	13479.0098	1045.9588	3807	0
2_MACS_peak_9422_lociStitched	chr15	45745940	45751235	2	4683	6000.8235	1002.3435	3808	0
2_MACS_peak_27229_lociStitched	chr7	104826671	104834847	2	4679	4875.3488	1296.7136	3809	0
1_MACS_peak_16459_lociStitched	chr2	175471304	175475981	1	4678	6037.0716	911.0796	3810	0
2_MACS_peak_13279_lociStitched	chr18	51789766	51797422	2	4678	10401.4416	1424.016	3811	0
2_MACS_peak_10047_lociStitched	chr15	88721532	88727399	2	4677	5485.645	854.8219	3812	0
2_MACS_peak_13971_lociStitched	chr19	16993834	17001002	2	4676	5144.4736	790.6304	3813	0
2_MACS_peak_21087_lociStitched	chr3	192609818	192618052	2	4676	6009.1732	1732.4336	3814	0
1_MACS_peak_30199_lociStitched	chr9	129808018	129812692	1	4675	5004.9192	770.7426	3815	0
1_MACS_peak_23939_lociStitched	chr5	148940144	148944817	1	4674	6304.3443	890.6738	3816	0
3_MACS_peak_12173_lociStitched	chr17	45696197	45702849	3	4674	3300.7224	1027.0688	3817	0
2_MACS_peak_11297_lociStitched	chr16	88869308	88878783	2	4674	4039.1925	787.3725	3818	0
2_MACS_peak_11330_lociStitched	chr16	89938585	89948403	2	4673	5032.7068	742.2408	3819	0
1_MACS_peak_15044_lociStitched	chr2	34152689	34157360	1	4672	3433.6521	1024.3503	3820	0
1_MACS_peak_24513_lociStitched	chr6	13523792	13528462	1	4671	7187.597	864.884	3821	0
1_MACS_peak_5817_lociStitched	chr11	118689174	118693844	1	4671	14440.107	1241.753	3822	0
2_MACS_peak_29896_lociStitched	chr9	102274963	102279696	2	4670	4523.8014	576.0061	3823	0
3_MACS_peak_9226_lociStitched	chr15	33480204	33494656	3	4670	4391.9628	2157.6836	3824	0
1_MACS_peak_6220_lociStitched	chr12	10280594	10285261	1	4668	5753.9443	916.1321	3825	0
2_MACS_peak_19268_lociStitched	chr3	13110299	13115438	2	4668	5747.9715	699.9318	3826	0
2_MACS_peak_20154_lociStitched	chr3	110451194	110456377	2	4668	4919.1853	1080.1372	3827	0
2_MACS_peak_11638_lociStitched	chr17	17868330	17876946	2	4667	3402.4584	1639.6248	3828	0
1_MACS_peak_1354_lociStitched	chr1	110357081	110361746	1	4666	5307.837	435.2445	3829	0
2_MACS_peak_11277_lociStitched	chr16	87983997	87991245	2	4664	6936.336	727.6992	3830	0
2_MACS_peak_30394_lociStitched	chr9	139736551	139744526	2	4664	5092.0375	1008.04	3831	0
2_MACS_peak_4272_lociStitched	chr10	115713172	115722419	2	4664	5111.7416	1370.4054	3832	0
2_MACS_peak_1374_lociStitched	chr1	111413773	111418535	2	4663	3620.5486	608.1074	3833	0
3_MACS_peak_11168_lociStitched	chr16	78769122	78778421	3	4663	3349.4998	988.4837	3834	0
2_MACS_peak_24395_lociStitched	chr6	6542633	6548337	2	4661	6045.6696	1173.8832	3835	0
1_MACS_peak_23435_lociStitched	chr5	99278448	99283106	1	4659	7172.8542	870.1144	3836	0
1_MACS_peak_9427_lociStitched	chr15	45926500	45931158	1	4659	8032.721	842.6322	3837	0
1_MACS_peak_14296_lociStitched	chr19	41767723	41772380	1	4658	17123.789	1303.0286	3838	0
2_MACS_peak_20403_lociStitched	chr3	128951736	128958764	2	4658	5949.202	1236.928	3839	0
2_MACS_peak_722_lociStitched	chr1	42920861	42929848	2	4658	9219.7633	1471.1719	3840	0
2_MACS_peak_23597_lociStitched	chr5	124236430	124243093	2	4657	5341.0608	1198.0074	3841	0
2_MACS_peak_1212_lociStitched	chr1	90094166	90100550	2	4656	7042.1904	1161.888	3842	0
1_MACS_peak_28230_lociStitched	chr8	38661565	38666218	1	4654	6274.5705	928.7388	3843	0
1_MACS_peak_7318_lociStitched	chr12	106640137	106644788	1	4652	7648.5695	757.1828	3844	0
1_MACS_peak_10594_lociStitched	chr16	21528152	21532801	1	4650	14295.675	1852.6265	3845	0
3_MACS_peak_24536_lociStitched	chr6	15296755	15306643	3	4650	3374.7744	1238.9664	3846	0
1_MACS_peak_29599_lociStitched	chr9	74976630	74981278	1	4649	9310.8736	852.908	3847	0
2_MACS_peak_6990_lociStitched	chr12	73838477	73847626	2	4647	5852.6153	1182.9657	3848	0
2_MACS_peak_29632_lociStitched	chr9	79257040	79267193	2	4647	5148.5863	1491.4757	3849	0
1_MACS_peak_20958_lociStitched	chr3	182760927	182765572	1	4646	3431.2615	1219.3125	3850	0
2_MACS_peak_6923_lociStitched	chr12	67088270	67093002	2	4646	3645.0596	762.7984	3851	0
2_MACS_peak_10563_lociStitched	chr16	18797835	18802515	2	4645	5168.592	826.02	3852	0
2_MACS_peak_10592_lociStitched	chr16	21511945	21519513	2	4645	5840.9824	1870.0528	3853	0
2_MACS_peak_13221_lociStitched	chr18	47310363	47315908	2	4643	2966.575	883.3185	3854	0
2_MACS_peak_900_lociStitched	chr1	54199615	54205614	2	4643	8757.9401	1041.4264	3855	0
2_MACS_peak_14011_lociStitched	chr19	18220350	18231178	2	4643	4559.6708	1513.7544	3856	0
2_MACS_peak_17558_lociStitched	chr20	32502191	32507647	2	4642	3519.6656	1165.4016	3857	0
1_MACS_peak_28065_lociStitched	chr8	26158717	26163357	1	4641	3900.848	910.832	3858	0
2_MACS_peak_12039_lociStitched	chr17	40143021	40149743	2	4641	5048.8942	1272.4746	3859	0
2_MACS_peak_26583_lociStitched	chr7	39628238	39633019	2	4640	3162.1534	793.646	3860	0
2_MACS_peak_14262_lociStitched	chr19	40332364	40337930	2	4639	4586.384	1352.538	3861	0
2_MACS_peak_28330_lociStitched	chr8	54566110	54572211	2	4638	6029.0082	1052.4225	3862	0
2_MACS_peak_16394_lociStitched	chr2	169951199	169958538	2	4637	3665.0966	1288.7284	3863	0
1_MACS_peak_353_lociStitched	chr1	24881896	24886531	1	4636	6913.1025	949.7115	3864	0
2_MACS_peak_4134_lociStitched	chr10	103873507	103881431	2	4636	5614.9464	1133.9244	3865	0
1_MACS_peak_3971_lociStitched	chr10	91646183	91650817	1	4635	11518.2704	1112.16	3866	0
1_MACS_peak_2863_lociStitched	chr1	231746272	231750906	1	4635	10153.094	1766.4808	3867	0
2_MACS_peak_28992_lociStitched	chr8	134402374	134407228	2	4635	4208.9034	1024.6794	3868	0
1_MACS_peak_23726_lociStitched	chr5	133770194	133774827	1	4634	12652.2597	1066.0533	3869	0
2_MACS_peak_18749_lociStitched	chr22	34314754	34319434	2	4634	4683.276	810.576	3870	0
