REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_5499_lociStitched	chr11	82666305	82690827	4	17950	26844.2334	4244.7582	189			C11orf82	189	1
3_MACS_peak_24477_lociStitched	chr6	11826595	11849243	3	17876	50471.068	4357.4752	190		C6orf105	C6orf105	190	1
4_MACS_peak_3130_lociStitched	chr10	7511317	7536192	4	17873	22511.875	3803.3875	191			SFMBT2	191	1
4_MACS_peak_19317_lociStitched	chr3	15834755	15859274	4	17844	27095.9469	3851.9349	192	ANKRD28	ANKRD28	ANKRD28	192	1
4_MACS_peak_12668_lociStitched	chr17	75128852	75147184	4	17796	42156.2672	3763.5596	193	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	193	1
5_MACS_peak_1762_lociStitched	chr1	154829970	154861066	5	17765	36516.0328	7870.3976	194	KCNN3	PMVK	KCNN3	194	1
1_MACS_peak_23040_lociStitched	chr5	55436357	55454073	1	17717	33786.1836	3769.9648	195	ANKRD55		ANKRD55	195	1
5_MACS_peak_11901_lociStitched	chr17	34442117	34474215	5	17712	21534.5482	8178.5704	196		CCL4,CCL3,TBC1D3B,CCL3L3,CCL3L1	CCL4	196	1
3_MACS_peak_3854_lociStitched	chr10	81001043	81020509	3	17683	34715.6644	3692.7002	197	ZMIZ1		PPIF	197	1
6_MACS_peak_12618_lociStitched	chr17	73850201	73875823	6	17666	41312.9128	4645.2686	198	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	198	1
3_MACS_peak_18665_lociStitched	chr22	29206996	29225702	3	17640	34982.0906	3638.317	199		CCDC117,XBP1	XBP1	199	1
2_MACS_peak_18600_lociStitched	chr22	24177393	24200961	2	17588	54614.1264	4539.1968	200	SLC2A11,DERL3	SMARCB1,MIF	DERL3	200	1
7_MACS_peak_18257_lociStitched	chr21	36577581	36609009	7	17538	20230.2036	7470.4356	201			RUNX1	201	1
3_MACS_peak_12554_lociStitched	chr17	70582453	70603720	3	17492	31515.5673	3777.0192	202	LOC100499467,FLJ26484		LOC100499467	202	1
6_MACS_peak_6813_lociStitched	chr12	57093445	57120051	6	17434	22561.888	4706.6014	203	NACA	HSD17B6,PTGES3,PRIM1	NACA	203	1
1_MACS_peak_1030_lociStitched	chr1	66735421	66752819	1	17399	33682.528	3364.7732	204	PDE4B	PDE4B	PDE4B	204	1
2_MACS_peak_24642_lociStitched	chr6	25402465	25420978	2	17390	57231.0882	4472.7408	205	LRRC16A		LRRC16A	205	1
3_MACS_peak_1812_lociStitched	chr1	155938522	155960347	3	17338	32861.9025	5447.52	206	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	206	1
3_MACS_peak_14869_lociStitched	chr2	20610453	20631358	3	17337	23877.691	3650.013	207		RHOB	RHOB	207	1
4_MACS_peak_30312_lociStitched	chr9	134126921	134153269	4	17262	29833.8404	4658.3264	208	FAM78A	PPAPDC3	FAM78A	208	1
5_MACS_peak_25123_lociStitched	chr6	52148161	52173890	5	17251	27025.7416	4173.2438	209	MCM3	IL17F	MCM3	209	1
3_MACS_peak_20674_lociStitched	chr3	156381298	156406306	3	17242	24062.6976	6171.9744	210	TIPARP,LOC100287227		LOC100287227	210	1
4_MACS_peak_29755_lociStitched	chr9	93907362	93928698	4	17225	35087.052	3684.7272	211			LOC100129316	211	1
4_MACS_peak_8810_lociStitched	chr14	81930674	81955978	4	17223	21455.2616	2682.224	212	SEL1L		SEL1L	212	1
6_MACS_peak_23670_lociStitched	chr5	131418329	131444867	6	17209	41760.1968	4912.1838	213		IL3,CSF2	CSF2	213	1
4_MACS_peak_696_lociStitched	chr1	42126603	42150671	4	17207	16313.2904	4125.2552	214	HIVEP3		EDN2	214	1
4_MACS_peak_7139_lociStitched	chr12	92929296	92951352	4	17191	26224.584	4477.368	215			CLLU1OS	215	1
2_MACS_peak_18319_lociStitched	chr21	41324295	41344998	2	17174	33178.6278	6347.5398	216			PCP4	216	1
5_MACS_peak_12238_lociStitched	chr17	47815795	47842718	5	17163	27302.6143	4641.5252	217	FAM117A	MYST2,SLC35B1	FAM117A	217	1
4_MACS_peak_22605_lociStitched	chr4	186252516	186285040	4	17146	23732.7628	5311.1692	218	SNX25,LRP2BP	ANKRD37	LRP2BP	218	1
3_MACS_peak_6948_lociStitched	chr12	68751879	68771157	3	17138	33572.637	3861.3834	219		MDM1	MDM1	219	1
3_MACS_peak_15421_lociStitched	chr2	65601214	65625169	3	17082	24649.695	3823.218	220	SPRED2	SPRED2	SPRED2	220	1
3_MACS_peak_24413_lociStitched	chr6	7134894	7157795	3	17030	30652.9885	3961.873	221	RREB1		RREB1	221	1
3_MACS_peak_342_lociStitched	chr1	24511782	24533970	3	16968	35558.4888	4546.3212	222	LOC284632,IL28RA	IL22RA1	LOC284632	222	1
3_MACS_peak_17701_lociStitched	chr20	40706562	40727654	3	16937	39488.4424	3566.6572	223	PTPRT		CHD6	223	1
3_MACS_peak_24284_lociStitched	chr5	180227328	180249627	3	16914	32594.4483	4256.8791	224	MGAT1	LOC729678,ZFP62	MGAT1	224	1
5_MACS_peak_5451_lociStitched	chr11	77146723	77171554	5	16913	22089.6576	4360.3236	225	PAK1		PAK1	225	1
2_MACS_peak_10055_lociStitched	chr15	89163730	89185162	2	16859	29295.4008	4648.6008	226	AEN,ISG20	MIR1179,MIR7-2	ISG20	226	1
1_MACS_peak_5193_lociStitched	chr11	65183309	65200157	1	16849	82371.5568	5155.488	227	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	227	1
4_MACS_peak_5506_lociStitched	chr11	82763373	82790291	4	16829	33846.6932	5275.928	228	RAB30	SNORA70E	RAB30	228	1
3_MACS_peak_17784_lociStitched	chr20	45172180	45191942	3	16797	30834.6486	3784.423	229	C20orf123,SLC13A3	ZNF334	C20orf123	229	1
5_MACS_peak_23484_lociStitched	chr5	109251459	109282823	5	16753	24702.2864	5949.7508	230		LOC100289673	LOC100289673	230	1
3_MACS_peak_25765_lociStitched	chr6	130832786	130851759	3	16751	24175.3966	3521.3888	231			TMEM200A	231	1
4_MACS_peak_15706_lociStitched	chr2	89043232	89066310	4	16600	39774.933	4345.5874	232	RPIA,ANKRD36BP2		ANKRD36BP2	232	1
6_MACS_peak_25681_lociStitched	chr6	119762251	119788870	6	16514	19525.0365	4413.4302	233			MAN1A1	233	1
3_MACS_peak_24471_lociStitched	chr6	11713175	11736559	3	16492	26905.6304	4008.0176	234	C6orf105		C6orf105	234	1
3_MACS_peak_11994_lociStitched	chr17	38251100	38270609	3	16467	24881.7786	4016.9031	235	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	235	1
3_MACS_peak_12210_lociStitched	chr17	46579021	46596281	3	16465	21041.666	3092.992	236		HOXB1,HOXB2	HOXB1	236	1
3_MACS_peak_19922_lociStitched	chr3	69128440	69146189	3	16433	19868.2306	3065.2523	237	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	237	1
4_MACS_peak_5166_lociStitched	chr11	64611199	64634686	4	16414	31207.1769	4110.225	238	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	238	1
2_MACS_peak_15215_lociStitched	chr2	46788207	46804622	2	16402	20167.469	3056.473	239	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	239	1
7_MACS_peak_13855_lociStitched	chr19	12880473	12918555	7	16374	27339.0678	5784.6558	240	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,TNPO2,C19orf43,RTBDN	JUNB	240	1
3_MACS_peak_17607_lociStitched	chr20	34672921	34691335	3	16320	23759.5842	3557.5848	241		EPB41L1,LOC647979	EPB41L1	241	1
3_MACS_peak_5104_lociStitched	chr11	62308087	62325931	3	16314	35406.0648	3641.9604	242	AHNAK	EEF1G,TUT1,MTA2	AHNAK	242	1
3_MACS_peak_9191_lociStitched	chr15	31546263	31565367	3	16282	46418.8992	3824.6208	243			KLF13	243	1
1_MACS_peak_23347_lociStitched	chr5	88170878	88187120	1	16243	35111.9556	3474.1638	244	MEF2C		MEF2C	244	1
3_MACS_peak_6191_lociStitched	chr12	9573363	9602040	3	16236	24759.7218	4906.6347	245	DDX12		DDX12	245	1
2_MACS_peak_673_lociStitched	chr1	40838930	40859505	2	16231	38857.945	3886.6175	246	SMAP2	SMAP2	SMAP2	246	1
5_MACS_peak_4390_lociStitched	chr10	126406444	126433934	5	16231	21343.236	3735.891	247	FAM53B	METTL10	FAM53B	247	1
7_MACS_peak_709_lociStitched	chr1	42333073	42368899	7	16215	18826.563	5219.8482	248	HIVEP3		HIVEP3	248	1
4_MACS_peak_25564_lociStitched	chr6	109066918	109090702	4	16212	19138.9848	4162.2	249	NCRNA00222		NCRNA00222	249	1
3_MACS_peak_27045_lociStitched	chr7	92346593	92369914	3	16211	21630.2275	4106.8281	250	CDK6		CDK6	250	1
4_MACS_peak_15381_lociStitched	chr2	64485988	64512396	4	16178	21332.3824	5160.1232	251			LOC150992	251	1
3_MACS_peak_5391_lociStitched	chr11	72976713	73002505	3	16175	25425.7536	4503.2832	252	P2RY6	P2RY2,ARHGEF17	P2RY6	252	1
4_MACS_peak_24656_lociStitched	chr6	26183508	26207532	4	16165	35466.6312	4636.632	253	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	253	1
5_MACS_peak_10740_lociStitched	chr16	30193787	30223891	5	16061	22454.5736	6376.0272	254	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	254	1
4_MACS_peak_9632_lociStitched	chr15	63758398	63780867	4	16018	25212.4649	3804.0017	255		USP3	USP3	255	1
5_MACS_peak_24814_lociStitched	chr6	31782625	31805437	5	15978	20033.4984	4354.8108	256	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	256	1
2_MACS_peak_5355_lociStitched	chr11	71411951	71427930	2	15975	37833.4783	3807.7957	257			FAM86C	257	1
4_MACS_peak_7358_lociStitched	chr12	109161652	109181278	4	15917	27815.9298	3648.4734	258	SSH1	CORO1C,SSH1	CORO1C	258	1
4_MACS_peak_14619_lociStitched	chr19	56328877	56352042	4	15899	36197.629	4095.572	259	NLRP4,NLRP11		NLRP4	259	1
5_MACS_peak_11111_lociStitched	chr16	70826572	70850565	5	15874	28033.4212	4383.5211	260	VAC14,HYDIN	LOC100130894	VAC14	260	1
6_MACS_peak_11025_lociStitched	chr16	67554732	67587466	6	15844	27283.789	5731.7234	261	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	261	1
5_MACS_peak_30131_lociStitched	chr9	126082613	126107163	5	15816	42913.4	4492.65	262		CRB2	CRB2	262	1
4_MACS_peak_16754_lociStitched	chr2	204716466	204740753	4	15799	15941.9868	3798.4868	263	CTLA4		CTLA4	263	1
1_MACS_peak_6266_lociStitched	chr12	12865951	12881735	1	15785	59107.9232	3912.8536	264	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	264	1
1_MACS_peak_11816_lociStitched	chr17	29635271	29651049	1	15779	26423.4166	3373.3364	265	NF1,EVI2B,EVI2A	OMG	EVI2B	265	1
5_MACS_peak_29513_lociStitched	chr9	67288931	67311053	5	15774	16011.9036	4581.4662	266	AQP7P1		AQP7P1	266	1
4_MACS_peak_15457_lociStitched	chr2	68941121	68965786	4	15762	22134.371	4308.9755	267	ARHGAP25	ARHGAP25	ARHGAP25	267	1
4_MACS_peak_23975_lociStitched	chr5	150590255	150619085	4	15760	21856.023	5174.985	268	CCDC69	GM2A	CCDC69	268	1
2_MACS_peak_29763_lociStitched	chr9	94180295	94196133	2	15749	36343.4586	3392.4996	269	NFIL3		NFIL3	269	1
2_MACS_peak_26646_lociStitched	chr7	44661682	44680674	2	15744	38483.4896	4263.704	270	OGDH	DDX56,TMED4	OGDH	270	1
2_MACS_peak_13572_lociStitched	chr19	2081376	2098481	2	15736	75888.043	6024.381	271	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	271	1
2_MACS_peak_6092_lociStitched	chr12	4247999	4264670	2	15714	18393.1143	3147.4848	272			CCND2	272	1
4_MACS_peak_24235_lociStitched	chr5	176717067	176740742	4	15699	30242.445	4358.5675	273	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	273	1
2_MACS_peak_4156_lociStitched	chr10	104529823	104546621	2	15680	41360.0356	3598.1316	274	C10orf26		C10orf26	274	1
4_MACS_peak_4725_lociStitched	chr11	16966786	16990217	4	15620	24452.5916	4020.7596	275	PLEKHA7		PLEKHA7	275	1
3_MACS_peak_10091_lociStitched	chr15	90573903	90592529	3	15616	25189.8024	3291.2142	276	ZNF710		ZNF710	276	1
1_MACS_peak_12666_lociStitched	chr17	75078350	75093891	1	15542	29781.2183	3484.2922	277	C17orf86,SCARNA16	SEC14L1	SCARNA16	277	1
1_MACS_peak_14800_lociStitched	chr2	11883140	11898655	1	15516	52263.829	3585.5165	278	LPIN1		LPIN1	278	1
5_MACS_peak_6125_lociStitched	chr12	6551504	6580945	5	15483	36553.9456	5523.1316	279	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	279	1
2_MACS_peak_18822_lociStitched	chr22	37610621	37628755	2	15480	32458.0466	4034.815	280	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	280	1
4_MACS_peak_8913_lociStitched	chr14	94423928	94447571	4	15476	22344.9993	2749.6809	281		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	281	1
2_MACS_peak_24311_lociStitched	chr6	381083	402110	2	15470	27162.6786	4098.1623	282	IRF4		IRF4	282	1
2_MACS_peak_9955_lociStitched	chr15	81576073	81596259	2	15407	32531.7576	4479.2734	283	IL16	STARD5	IL16	283	1
3_MACS_peak_10919_lociStitched	chr16	56937749	56955189	3	15400	41784.496	3493.232	284	SLC12A3	MIR138-2,HERPUD1,CETP	HERPUD1	284	1
4_MACS_peak_9407_lociStitched	chr15	45001765	45029470	4	15400	29990.6625	4654.44	285	B2M,TRIM69	SPG11,PATL2	B2M	285	1
2_MACS_peak_18017_lociStitched	chr20	61272699	61291262	2	15367	37313.4863	3033.1942	286	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	286	1
1_MACS_peak_6383_lociStitched	chr12	26265331	26280696	1	15366	37857.8235	3595.41	287	BHLHE41		BHLHE41	287	1
2_MACS_peak_24431_lociStitched	chr6	7958192	7978948	2	15344	27896.064	3887.5988	288	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	288	1
4_MACS_peak_4886_lociStitched	chr11	35126933	35149570	4	15342	16414.0887	4076.9237	289		CD44	CD44	289	1
5_MACS_peak_16087_lociStitched	chr2	129123998	129147438	5	15340	22589.128	3501.936	290		HS6ST1	HS6ST1	290	1
5_MACS_peak_25618_lociStitched	chr6	113946389	113969247	5	15327	20457.91	3668.709	291			MARCKS	291	1
4_MACS_peak_1720_lociStitched	chr1	153747548	153779145	4	15288	26778.4575	6768.0774	292	SLC27A3,GATAD2B	INTS3	SLC27A3	292	1
4_MACS_peak_27577_lociStitched	chr7	137424329	137441338	4	15272	22144.0171	3481.7423	293	DGKI		DGKI	293	1
2_MACS_peak_2139_lociStitched	chr1	177777832	177795825	2	15223	24873.5232	4075.4145	294			SEC16B	294	1
1_MACS_peak_2789_lociStitched	chr1	226837572	226852791	1	15220	40379.0508	4625.0541	295	ITPKB		ITPKB	295	1
1_MACS_peak_16702_lociStitched	chr2	201979890	201995090	1	15201	55425.28	4028	296	CFLAR	NDUFB3,FAM126B	CFLAR	296	1
7_MACS_peak_19130_lociStitched	chr22	50962632	50983620	7	15181	25655.7312	3221.658	297	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	297	1
4_MACS_peak_1864_lociStitched	chr1	157474793	157496386	4	15143	21424.5746	5976.9424	298	FCRL5		FCRL5	298	1
4_MACS_peak_25748_lociStitched	chr6	129992980	130019724	4	15109	29193.7504	4535.7824	299	ARHGAP18		ARHGAP18	299	1
5_MACS_peak_23883_lociStitched	chr5	142952477	142975289	5	15099	20291.274	3852.9468	300			NR3C1	300	1
2_MACS_peak_14449_lociStitched	chr19	47728189	47748963	2	15069	35791.5246	3791.255	301	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	301	1
1_MACS_peak_6311_lociStitched	chr12	15101039	15116068	1	15030	23062.0005	3318.4032	302	ARHGDIB	PDE6H,ERP27	ARHGDIB	302	1
5_MACS_peak_30099_lociStitched	chr9	123687793	123707870	5	15029	20087.0385	3302.6665	303	TRAF1	PHF19,TRAF1	TRAF1	303	1
6_MACS_peak_26571_lociStitched	chr7	38383679	38408595	6	15028	15759.37	5503.9444	304			TARP	304	1
6_MACS_peak_29889_lociStitched	chr9	101996412	102029792	6	15018	26587.17	5614.516	305		SEC61B,ALG2	SEC61B	305	1
2_MACS_peak_1103_lociStitched	chr1	75595551	75611075	2	14987	18965.6708	2382.934	306	LHX8		LHX8	306	1
6_MACS_peak_19029_lociStitched	chr22	45629444	45660749	6	14974	24853.0395	4914.885	307	C22orf9	UPK3A,FAM118A,MIR1249,C22orf9	C22orf9	307	1
3_MACS_peak_12249_lociStitched	chr17	48225056	48250019	3	14954	21203.5722	4173.8136	308	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	308	1
4_MACS_peak_12467_lociStitched	chr17	62960914	62986598	4	14942	33656.3136	4381.6904	309	AMZ2P1	LRRC37A3	AMZ2P1	309	1
3_MACS_peak_18884_lociStitched	chr22	39361750	39386526	3	14925	29022.6064	4244.1288	310	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	310	1
1_MACS_peak_26969_lociStitched	chr7	78113660	78128582	1	14923	39579.1128	3209.7222	311	MAGI2		RPL13AP17	311	1
3_MACS_peak_19602_lociStitched	chr3	45592851	45617946	3	14918	26021.0055	4687.746	312		LIMD1	LIMD1	312	1
1_MACS_peak_5718_lociStitched	chr11	111279565	111294465	1	14901	20208.87	3263.1	313		POU2AF1	POU2AF1	313	1
4_MACS_peak_11216_lociStitched	chr16	81841222	81857783	4	14892	24104.5355	2089.9982	314	PLCG2		PLCG2	314	1
3_MACS_peak_13892_lociStitched	chr19	13943848	13962447	3	14867	40184.9994	2864.246	315	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	315	1
4_MACS_peak_6239_lociStitched	chr12	11901713	11920259	4	14864	21789.6954	3232.5678	316	ETV6		ETV6	316	1
5_MACS_peak_11521_lociStitched	chr17	7736804	7762314	5	14844	30816.08	4163.232	317	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	317	1
4_MACS_peak_16846_lociStitched	chr2	216764419	216784693	4	14790	14429.0058	3365.484	318			LOC646324	318	1
5_MACS_peak_13052_lociStitched	chr18	23745892	23772093	5	14778	19878.6987	3859.4073	319	PSMA8	TAF4B	PSMA8	319	1
5_MACS_peak_13567_lociStitched	chr19	2031339	2063008	5	14774	35782.8031	6564.9837	320	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	320	1
3_MACS_peak_22737_lociStitched	chr5	6475667	6498171	3	14767	41189.0712	4111.4808	321	UBE2QL1		UBE2QL1	321	1
7_MACS_peak_11010_lociStitched	chr16	67184180	67218626	7	14750	22779.1398	5821.374	322	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	322	1
2_MACS_peak_18350_lociStitched	chr21	43638506	43658122	2	14740	37843.1872	4778.4576	323	ABCG1		ABCG1	323	1
4_MACS_peak_3482_lociStitched	chr10	45913544	45932758	4	14710	33722.4914	3277.9084	324	ALOX5		ALOX5	324	1
3_MACS_peak_15862_lociStitched	chr2	109220989	109239028	3	14703	20050.3485	3275.8824	325	LIMS1	LIMS1	LIMS1	325	1
7_MACS_peak_16601_lociStitched	chr2	192475609	192503825	7	14703	14254.7232	4449.6632	326		OBFC2A	OBFC2A	326	1
2_MACS_peak_4018_lociStitched	chr10	94868662	94886689	2	14691	20210.0697	2943.8091	327		CYP26C1,CYP26A1	CYP26A1	327	1
3_MACS_peak_6001_lociStitched	chr11	130634134	130650925	3	14665	17865.624	2877.9774	328			SNX19	328	1
3_MACS_peak_11632_lociStitched	chr17	17724973	17745828	3	14661	22375.3295	3186.644	329	SREBF1	SMCR5,MIR33B	SREBF1	329	1
4_MACS_peak_6620_lociStitched	chr12	48276260	48299276	4	14659	20044.6344	3802.2432	330	VDR		VDR	330	1
2_MACS_peak_22863_lociStitched	chr5	32529526	32544244	2	14651	28604.433	3223.242	331		SUB1	SUB1	331	1
4_MACS_peak_29079_lociStitched	chr8	145009184	145027943	4	14604	24630.567	2841.9885	332	PLEC,MIR661	GRINA,PARP10	PLEC	332	1
2_MACS_peak_21048_lociStitched	chr3	186703134	186720379	2	14596	42695.171	5171.7755	333	ST6GAL1	ST6GAL1	ST6GAL1	333	1
3_MACS_peak_6584_lociStitched	chr12	46776138	46799300	3	14571	25026.541	4210.8516	334		SLC38A2	SLC38A2	334	1
3_MACS_peak_15135_lociStitched	chr2	42343270	42361102	3	14547	22908.7704	3099.2016	335		EML4	EML4	335	1
1_MACS_peak_25578_lociStitched	chr6	109214069	109228608	1	14540	23263.8539	3013.9347	336	ARMC2		ARMC2	336	1
2_MACS_peak_17959_lociStitched	chr20	55957920	55975839	2	14511	29199.0105	3155.5359	337	RBM38	RAE1,MTRNR2L3	RBM38	337	1
2_MACS_peak_13955_lociStitched	chr19	16544442	16562319	2	14492	28860.6288	3187.4691	338	EPS15L1	C19orf44,CALR3	EPS15L1	338	1
2_MACS_peak_2602_lociStitched	chr1	211686849	211704237	2	14409	22807.8396	4508.7084	339		RD3,SLC30A1	RD3	339	1
3_MACS_peak_2471_lociStitched	chr1	205196183	205218383	3	14400	20566.08	5476.74	340	TMCC2	DSTYK	TMCC2	340	1
4_MACS_peak_24483_lociStitched	chr6	12043590	12062490	4	14383	22048.74	2948.4	341	HIVEP1		HIVEP1	341	1
5_MACS_peak_9402_lociStitched	chr15	44954428	44976813	5	14374	18554.9265	3953.191	342	SPG11,PATL2	B2M	PATL2	342	1
2_MACS_peak_21880_lociStitched	chr4	84129712	84144331	2	14372	28714.6398	2998.3569	343			COQ2	343	1
2_MACS_peak_21521_lociStitched	chr4	38306766	38322619	2	14367	26314.3947	3294.2534	344			KLF3	344	1
2_MACS_peak_30824_lociStitched	chrX	48790248	48805389	2	14354	28116.837	2010.7248	345	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	345	1
3_MACS_peak_17749_lociStitched	chr20	43588029	43609552	3	14310	24871.9788	4636.0542	346	STK4,TOMM34	PABPC1L	STK4	346	1
3_MACS_peak_11679_lociStitched	chr17	19204051	19221705	3	14275	29443.3412	2962.3412	347	EPN2	MIR1180,B9D1	MIR1180	347	1
3_MACS_peak_3737_lociStitched	chr10	74006421	74024895	3	14268	29129.8032	3511.9074	348		ANAPC16,DDIT4,ASCC1	DDIT4	348	1
3_MACS_peak_28090_lociStitched	chr8	27933960	27951543	3	14265	23610.4524	3571.1073	349	ELP3,C8orf80		C8orf80	349	1
1_MACS_peak_24672_lociStitched	chr6	26353630	26367875	1	14246	30115.3545	2898.8575	350	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	350	1
3_MACS_peak_28170_lociStitched	chr8	33409756	33428164	3	14239	35950.824	3044.6832	351	RNF122	C8orf41,DUSP26	RNF122	351	1
3_MACS_peak_9843_lociStitched	chr15	75352821	75371145	3	14236	21999.7944	3036.2868	352		PPCDC	PPCDC	352	1
4_MACS_peak_14248_lociStitched	chr19	39920239	39940152	4	14226	21131.6756	3456.8968	353	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	353	1
3_MACS_peak_23025_lociStitched	chr5	55272566	55292086	3	14214	21052.32	3640.48	354	IL6ST		IL6ST	354	1
2_MACS_peak_14165_lociStitched	chr19	35693647	35708373	2	14194	47099.6384	3432.6306	355		FXYD5,LSR,FAM187B	FAM187B	355	1
3_MACS_peak_16708_lociStitched	chr2	202082828	202102168	3	14185	17369.254	3962.766	356	CASP10,CASP8	CASP8	CASP8	356	1
3_MACS_peak_18100_lociStitched	chr21	19151690	19168433	3	14159	20685.9765	3372.0402	357	C21orf91		C21orf91	357	1
1_MACS_peak_18664_lociStitched	chr22	29185686	29199838	1	14153	42985.2848	2970.5048	358	XBP1	HSCB,CCDC117,CHEK2	XBP1	358	1
3_MACS_peak_21784_lociStitched	chr4	77117476	77137268	3	14138	31344.5904	4411.6368	359	SCARB2	FAM47E,NUP54	SCARB2	359	1
2_MACS_peak_2304_lociStitched	chr1	192564418	192579480	2	14132	14876.7374	3861.8968	360		RGS1,RGS13	RGS1	360	1
1_MACS_peak_24200_lociStitched	chr5	173696261	173710389	1	14129	28648.7584	2988.072	361			HMP19	361	1
2_MACS_peak_26713_lociStitched	chr7	50343301	50358055	2	14129	19400.0346	2509.6554	362	IKZF1		IKZF1	362	1
2_MACS_peak_25949_lociStitched	chr6	143162884	143180037	2	14108	20364.0416	1886.83	363	HIVEP2		HIVEP2	363	1
2_MACS_peak_18619_lociStitched	chr22	24819524	24833923	2	14082	39392.7842	2658.0554	364	ADORA2A,C22orf45		ADORA2A	364	1
2_MACS_peak_18369_lociStitched	chr21	44579914	44598451	2	14082	43252.3821	4832.5959	365	CRYAA		CRYAA	365	1
6_MACS_peak_18547_lociStitched	chr22	22549092	22574420	6	14058	23869.1072	4267.768	366		VPREB1	VPREB1	366	1
3_MACS_peak_20887_lociStitched	chr3	177062408	177080782	3	14032	40782.9304	4532.8658	367			TBL1XR1	367	1
4_MACS_peak_3873_lociStitched	chr10	81946228	81966377	4	13998	23169.3351	3669.1329	368	ANXA11		ANXA11	368	1
3_MACS_peak_15394_lociStitched	chr2	64862678	64883980	3	13994	29364.807	3883.3546	369	SERTAD2	LOC339807	SERTAD2	369	1
3_MACS_peak_249_lociStitched	chr1	17220643	17241612	3	13953	44506.7025	6577.9753	370		CROCC	CROCC	370	1
3_MACS_peak_30235_lociStitched	chr9	130828573	130845608	3	13944	20166.033	3463.2155	371	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	371	1
3_MACS_peak_27569_lociStitched	chr7	136031524	136046771	3	13932	20722.1977	3706.5457	372			LUZP6	372	1
3_MACS_peak_17098_lociStitched	chr2	238599641	238613762	3	13929	23384.376	1465.7598	373	LRRFIP1		LRRFIP1	373	1
6_MACS_peak_15485_lociStitched	chr2	70334770	70360854	6	13927	28541.1128	4186.482	374	LOC100133985	PCBP1,LOC400960	LOC100133985	374	1
3_MACS_peak_10872_lociStitched	chr16	50713830	50732975	3	13907	23104.186	3511.193	375	NOD2,SNX20	CYLD	NOD2	375	1
3_MACS_peak_4225_lociStitched	chr10	111966675	111986615	3	13905	27259.974	3603.158	376	MXI1		MXI1	376	1
