REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_21848_lociStitched	chr4	82409655	82442072	5	22217	29019.6984	5459.0228	161		RASGEF1B	RASGEF1B	RASGEF1B	0.31699999999999995	161	1
4_MACS_peak_6614_lociStitched	chr12	48195998	48221057	4	19953	38109.7272	4909.0581	162	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.6816	162	1
2_MACS_peak_17896_lociStitched	chr20	52194749	52216007	2	20744	33287.9022	3711.6468	163	ZNF217		ZNF217	ZNF217	0.5014	163	1
4_MACS_peak_18919_lociStitched	chr22	39822861	39846378	4	18295	42173.0361	4202.4879	164	TAB1	MGAT3	MGAT3	MGAT3	0.2023	164	1
6_MACS_peak_9078_lociStitched	chr15	20968709	20998061	6	22371	25550.916	4303.0032	165		BCL8	BCL8	NONE	NONE	165	1
7_MACS_peak_10144_lociStitched	chr15	93346128	93389192	7	20079	39033.2096	7234.752	166		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.5532	166	1
3_MACS_peak_9191_lociStitched	chr15	31546263	31565367	3	16282	46418.8992	3824.6208	167			KLF13	KLF13	0.8160000000000001	167	1
4_MACS_peak_12668_lociStitched	chr17	75128852	75147184	4	17796	42156.2672	3763.5596	168	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.7886999999999997	168	1
5_MACS_peak_30219_lociStitched	chr9	130531907	130566852	5	18926	40564.156	6000.0565	169	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	CDK9	0.6154000000000001	169	1
2_MACS_peak_29988_lociStitched	chr9	112903974	112925334	2	21174	30059.928	4726.968	170	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.2724	170	1
6_MACS_peak_13779_lociStitched	chr19	10513252	10543104	6	20405	32559.5764	5030.062	171	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.2669	171	1
3_MACS_peak_24639_lociStitched	chr6	25365917	25390389	3	19960	33578.0312	4544.4504	172	LRRC16A		LRRC16A	LRRC16A	0.25339999999999996	172	1
4_MACS_peak_15875_lociStitched	chr2	109822821	109844398	4	20267	31884.3329	4237.7228	173	SH3RF3		MIR4265	MIR4265	NONE	173	1
6_MACS_peak_12618_lociStitched	chr17	73850201	73875823	6	17666	41312.9128	4645.2686	174	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	WBP2	0.3968	174	1
3_MACS_peak_9120_lociStitched	chr15	23658566	23682786	3	20085	31926.804	3853.402	175			MKRN3	MKRN3	NONE	175	1
4_MACS_peak_10626_lociStitched	chr16	23333957	23365775	4	18503	39091.5948	5599.968	176	SCNN1B		SCNN1B	SCNN1B	0.5539000000000001	176	1
6_MACS_peak_23670_lociStitched	chr5	131418329	131444867	6	17209	41760.1968	4912.1838	177		IL3,CSF2	CSF2	CSF2	0.27090000000000003	177	1
2_MACS_peak_14165_lociStitched	chr19	35693647	35708373	2	14194	47099.6384	3432.6306	178		FXYD5,LSR,FAM187B	FAM187B	LSR	0.4143	178	1
3_MACS_peak_4761_lociStitched	chr11	19449719	19469080	3	18291	37362.8578	4205.2092	179	NAV2		FLJ13439	FLJ13439	NONE	179	1
5_MACS_peak_10610_lociStitched	chr16	22194983	22219675	5	19078	34862.6348	5118.6516	180	EEF2K		EEF2K	EEF2K	0.0538	180	1
2_MACS_peak_10996_lociStitched	chr16	66548856	66561693	2	12591	48864.0405	3196.413	181	TK2	CKLF,CMTM1	TK2	TK2	1.1014	181	1
7_MACS_peak_12648_lociStitched	chr17	74476183	74512695	7	19010	35150.1024	6002.5728	182	RHBDF2	AANAT,PRCD,SNORD1C,SNORD1B,SNORD1A,UBE2O,CYGB	RHBDF2	RHBDF2	0.6862	182	1
2_MACS_peak_15949_lociStitched	chr2	112455314	112468933	2	13513	46801.6935	3058.8274	183			ANAPC1	ANAPC1	NONE	183	1
3_MACS_peak_17701_lociStitched	chr20	40706562	40727654	3	16937	39488.4424	3566.6572	184	PTPRT		CHD6	CHD6	NONE	184	1
3_MACS_peak_22856_lociStitched	chr5	32275302	32296875	3	20708	25220.9943	4282.2405	185	MTMR12		MTMR12	MTMR12	0.25670000000000004	185	1
5_MACS_peak_30131_lociStitched	chr9	126082613	126107163	5	15816	42913.4	4492.65	186		CRB2	CRB2	CRB2	0.011300000000000004	186	1
4_MACS_peak_5312_lociStitched	chr11	67760259	67789596	4	19100	33018.7935	5063.5662	187	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	ALDH3B1	ALDH3B1	0.746	187	1
5_MACS_peak_31232_lociStitched	chrX	128892849	128921384	5	19669	27793.09	2876.328	188	XPNPEP2,SASH3		SASH3	SASH3	0.48240000000000005	188	1
3_MACS_peak_21714_lociStitched	chr4	71526781	71555437	3	19376	30911.2272	5006.2032	189	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	0.4158	189	1
4_MACS_peak_15706_lociStitched	chr2	89043232	89066310	4	16600	39774.933	4345.5874	190	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.01050000000000001	190	1
2_MACS_peak_4156_lociStitched	chr10	104529823	104546621	2	15680	41360.0356	3598.1316	191	C10orf26		C10orf26	C10orf26	0.6513	191	1
3_MACS_peak_19625_lociStitched	chr3	46126932	46153746	3	19144	31873.8018	5306.4906	192			XCR1	XCR1	NONE	192	1
3_MACS_peak_10919_lociStitched	chr16	56937749	56955189	3	15400	41784.496	3493.232	193	SLC12A3	MIR138-2,HERPUD1,CETP	HERPUD1	HERPUD1	1.6953	193	1
4_MACS_peak_19425_lociStitched	chr3	30680213	30703978	4	20003	26295.9725	4410.784	194	TGFBR2		TGFBR2	TGFBR2	0.2819	194	1
4_MACS_peak_22865_lociStitched	chr5	32570893	32592435	4	18099	33816.6316	3797.8546	195	SUB1		SUB1	SUB1	0.77	195	1
5_MACS_peak_26058_lociStitched	chr6	157976656	158007501	5	19255	28065.8655	2797.6415	196	ZDHHC14	MIR3692	MIR3692	MIR3692	0.012900000000000002	196	1
3_MACS_peak_18665_lociStitched	chr22	29206996	29225702	3	17640	34982.0906	3638.317	197		CCDC117,XBP1	XBP1	XBP1	2.5041	197	1
3_MACS_peak_3854_lociStitched	chr10	81001043	81020509	3	17683	34715.6644	3692.7002	198	ZMIZ1		PPIF	PPIF	NONE	198	1
1_MACS_peak_18664_lociStitched	chr22	29185686	29199838	1	14153	42985.2848	2970.5048	199	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.5041	199	1
2_MACS_peak_673_lociStitched	chr1	40838930	40859505	2	16231	38857.945	3886.6175	200	SMAP2	SMAP2	SMAP2	SMAP2	0.5787	200	1
4_MACS_peak_9320_lociStitched	chr15	40833572	40862599	4	18654	32521.8508	5747.346	201	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.7135	201	1
2_MACS_peak_21801_lociStitched	chr4	77601972	77625382	2	19301	28054.544	4459.605	202	SHROOM3		ANKRD56	ANKRD56	NONE	202	1
4_MACS_peak_12576_lociStitched	chr17	72733060	72757048	4	19981	24438.9744	4624.8864	203	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.4473	203	1
1_MACS_peak_23040_lociStitched	chr5	55436357	55454073	1	17717	33786.1836	3769.9648	204	ANKRD55		ANKRD55	ANKRD55	0.2884	204	1
4_MACS_peak_29755_lociStitched	chr9	93907362	93928698	4	17225	35087.052	3684.7272	205			LOC100129316	LOC100129316	0.050100000000000006	205	1
2_MACS_peak_20056_lociStitched	chr3	98472560	98496574	2	18252	32118.725	4538.646	206	ST3GAL6		ST3GAL6	ST3GAL6	0.5676	206	1
1_MACS_peak_1030_lociStitched	chr1	66735421	66752819	1	17399	33682.528	3364.7732	207	PDE4B	PDE4B	PDE4B	PDE4B	0.10089999999999999	207	1
3_MACS_peak_13892_lociStitched	chr19	13943848	13962447	3	14867	40184.9994	2864.246	208	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.1338	208	1
5_MACS_peak_1762_lociStitched	chr1	154829970	154861066	5	17765	36516.0328	7870.3976	209	KCNN3	PMVK	KCNN3	PMVK	1.3387	209	1
2_MACS_peak_5355_lociStitched	chr11	71411951	71427930	2	15975	37833.4783	3807.7957	210			FAM86C	FAM86C	NONE	210	1
3_MACS_peak_342_lociStitched	chr1	24511782	24533970	3	16968	35558.4888	4546.3212	211	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.475	211	1
2_MACS_peak_21048_lociStitched	chr3	186703134	186720379	2	14596	42695.171	5171.7755	212	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.4848	212	1
3_MACS_peak_22737_lociStitched	chr5	6475667	6498171	3	14767	41189.0712	4111.4808	213	UBE2QL1		UBE2QL1	UBE2QL1	0.7728999999999999	213	1
7_MACS_peak_317_lociStitched	chr1	23918135	23962441	7	19456	27132.9944	7053.5152	214	MDS2	ID3	MDS2	ID3	0.41159999999999997	214	1
1_MACS_peak_2789_lociStitched	chr1	226837572	226852791	1	15220	40379.0508	4625.0541	215	ITPKB		ITPKB	ITPKB	0.5029	215	1
2_MACS_peak_18369_lociStitched	chr21	44579914	44598451	2	14082	43252.3821	4832.5959	216	CRYAA		CRYAA	CRYAA	1.9022999999999999	216	1
1_MACS_peak_26969_lociStitched	chr7	78113660	78128582	1	14923	39579.1128	3209.7222	217	MAGI2		RPL13AP17	RPL13AP17	NONE	217	1
2_MACS_peak_26646_lociStitched	chr7	44661682	44680674	2	15744	38483.4896	4263.704	218	OGDH	DDX56,TMED4	OGDH	OGDH	0.35130000000000006	218	1
3_MACS_peak_6948_lociStitched	chr12	68751879	68771157	3	17138	33572.637	3861.3834	219		MDM1	MDM1	NONE	NONE	219	1
2_MACS_peak_24808_lociStitched	chr6	31693555	31709577	2	13301	43177.6878	3734.7282	220	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.4688	220	1
3_MACS_peak_249_lociStitched	chr1	17220643	17241612	3	13953	44506.7025	6577.9753	221		CROCC	CROCC	NONE	NONE	221	1
3_MACS_peak_5104_lociStitched	chr11	62308087	62325931	3	16314	35406.0648	3641.9604	222	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.7912999999999999	222	1
3_MACS_peak_12554_lociStitched	chr17	70582453	70603720	3	17492	31515.5673	3777.0192	223	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.1563	223	1
4_MACS_peak_12139_lociStitched	chr17	43504744	43531739	4	18657	26941.01	4340.796	224	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.5392	224	1
2_MACS_peak_18017_lociStitched	chr20	61272699	61291262	2	15367	37313.4863	3033.1942	225	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8626	225	1
1_MACS_peak_6383_lociStitched	chr12	26265331	26280696	1	15366	37857.8235	3595.41	226	BHLHE41		BHLHE41	BHLHE41	1.9118000000000002	226	1
1_MACS_peak_23347_lociStitched	chr5	88170878	88187120	1	16243	35111.9556	3474.1638	227	MEF2C		MEF2C	MEF2C	0.344	227	1
2_MACS_peak_29763_lociStitched	chr9	94180295	94196133	2	15749	36343.4586	3392.4996	228	NFIL3		NFIL3	NFIL3	1.0997	228	1
4_MACS_peak_8777_lociStitched	chr14	77487583	77510887	4	18457	25214.928	2237.184	229	C14orf4		C14orf4	C14orf4	1.0393000000000001	229	1
5_MACS_peak_15376_lociStitched	chr2	64430345	64456526	5	18628	26633.9313	4550.2578	230	LOC150992		LOC150992	LOC150992	0.31110000000000004	230	1
3_MACS_peak_1812_lociStitched	chr1	155938522	155960347	3	17338	32861.9025	5447.52	231	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	1.5371000000000001	231	1
4_MACS_peak_14619_lociStitched	chr19	56328877	56352042	4	15899	36197.629	4095.572	232	NLRP4,NLRP11		NLRP4	NLRP4	0.1975	232	1
2_MACS_peak_18619_lociStitched	chr22	24819524	24833923	2	14082	39392.7842	2658.0554	233	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4729	233	1
3_MACS_peak_24284_lociStitched	chr5	180227328	180249627	3	16914	32594.4483	4256.8791	234	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.6024	234	1
4_MACS_peak_24656_lociStitched	chr6	26183508	26207532	4	16165	35466.6312	4636.632	235	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	1.4606000000000001	235	1
4_MACS_peak_5506_lociStitched	chr11	82763373	82790291	4	16829	33846.6932	5275.928	236	RAB30	SNORA70E	RAB30	RAB30	0.4762	236	1
3_MACS_peak_20887_lociStitched	chr3	177062408	177080782	3	14032	40782.9304	4532.8658	237			TBL1XR1	TBL1XR1	0.2302	237	1
2_MACS_peak_18319_lociStitched	chr21	41324295	41344998	2	17174	33178.6278	6347.5398	238			PCP4	PCP4	0.1375	238	1
1_MACS_peak_22693_lociStitched	chr5	1311093	1320612	1	9520	46662.138	2837.6139	239	CLPTM1L	TERT	TERT	TERT	0.03570000000000001	239	1
3_MACS_peak_24413_lociStitched	chr6	7134894	7157795	3	17030	30652.9885	3961.873	240	RREB1		RREB1	RREB1	0.259	240	1
4_MACS_peak_23970_lociStitched	chr5	150512741	150538278	4	18423	25074.7803	4688.5932	241	ANXA6		ANXA6	ANXA6	0.304	241	1
4_MACS_peak_19317_lociStitched	chr3	15834755	15859274	4	17844	27095.9469	3851.9349	242	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.077	242	1
4_MACS_peak_5499_lociStitched	chr11	82666305	82690827	4	17950	26844.2334	4244.7582	243			C11orf82	C11orf82	NONE	243	1
3_MACS_peak_17784_lociStitched	chr20	45172180	45191942	3	16797	30834.6486	3784.423	244	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.1813	244	1
4_MACS_peak_30312_lociStitched	chr9	134126921	134153269	4	17262	29833.8404	4658.3264	245	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7786	245	1
2_MACS_peak_6090_lociStitched	chr12	4216300	4232443	2	10402	45500.6598	3577.2888	246			CCND2	CCND2	0.7877	246	1
1_MACS_peak_13376_lociStitched	chr18	60821355	60831875	1	10521	44510.12	2840.4	247	BCL2		BCL2	BCL2	0.4132	247	1
5_MACS_peak_6125_lociStitched	chr12	6551504	6580945	5	15483	36553.9456	5523.1316	248	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.1815	248	1
2_MACS_peak_18350_lociStitched	chr21	43638506	43658122	2	14740	37843.1872	4778.4576	249	ABCG1		ABCG1	ABCG1	0.36479999999999996	249	1
2_MACS_peak_1539_lociStitched	chr1	145152535	145174913	2	18355	27289.971	7883.7694	250		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.07589999999999997	250	1
2_MACS_peak_14449_lociStitched	chr19	47728189	47748963	2	15069	35791.5246	3791.255	251	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.9663000000000002	251	1
3_MACS_peak_17263_lociStitched	chr20	5570609	5592581	3	18266	23547.3924	4187.8632	252	GPCPD1		GPCPD1	GPCPD1	0.22210000000000002	252	1
4_MACS_peak_5166_lociStitched	chr11	64611199	64634686	4	16414	31207.1769	4110.225	253	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.0761	253	1
2_MACS_peak_10055_lociStitched	chr15	89163730	89185162	2	16859	29295.4008	4648.6008	254	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.7494000000000001	254	1
5_MACS_peak_25123_lociStitched	chr6	52148161	52173890	5	17251	27025.7416	4173.2438	255	MCM3	IL17F	MCM3	MCM3	0.092	255	1
3_MACS_peak_28170_lociStitched	chr8	33409756	33428164	3	14239	35950.824	3044.6832	256	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.1388	256	1
5_MACS_peak_12238_lociStitched	chr17	47815795	47842718	5	17163	27302.6143	4641.5252	257	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.42169999999999996	257	1
2_MACS_peak_5758_lociStitched	chr11	115088270	115102664	2	13795	36693.1848	3103.3464	258	CADM1		CADM1	CADM1	0.23909999999999998	258	1
4_MACS_peak_3130_lociStitched	chr10	7511317	7536192	4	17873	22511.875	3803.3875	259			SFMBT2	SFMBT2	NONE	259	1
2_MACS_peak_18822_lociStitched	chr22	37610621	37628755	2	15480	32458.0466	4034.815	260	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	SSTR3	0.3199	260	1
4_MACS_peak_7139_lociStitched	chr12	92929296	92951352	4	17191	26224.584	4477.368	261			CLLU1OS	CLLU1OS	NONE	261	1
5_MACS_peak_1475_lociStitched	chr1	120610561	120637085	5	17953	25468.3448	8158.7824	262	NOTCH2		NOTCH2	NONE	NONE	262	1
4_MACS_peak_3482_lociStitched	chr10	45913544	45932758	4	14710	33722.4914	3277.9084	263	ALOX5		ALOX5	ALOX5	0.398	263	1
2_MACS_peak_9955_lociStitched	chr15	81576073	81596259	2	15407	32531.7576	4479.2734	264	IL16	STARD5	IL16	STARD5	0.3429	264	1
3_MACS_peak_14869_lociStitched	chr2	20610453	20631358	3	17337	23877.691	3650.013	265		RHOB	RHOB	RHOB	0.6587	265	1
1_MACS_peak_16711_lociStitched	chr2	202115861	202129086	1	13226	36585.64	2637.065	266	CASP8		CASP8	CASP8	0.6537000000000001	266	1
4_MACS_peak_12467_lociStitched	chr17	62960914	62986598	4	14942	33656.3136	4381.6904	267	AMZ2P1	LRRC37A3	AMZ2P1	AMZ2P1	0.6153	267	1
4_MACS_peak_6506_lociStitched	chr12	33037675	33060677	4	18039	19784.0202	4119.6582	268	PKP2		PKP2	PKP2	0.0698	268	1
3_MACS_peak_15421_lociStitched	chr2	65601214	65625169	3	17082	24649.695	3823.218	269	SPRED2	SPRED2	SPRED2	SPRED2	0.3109	269	1
5_MACS_peak_13567_lociStitched	chr19	2031339	2063008	5	14774	35782.8031	6564.9837	270	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.9775000000000003	270	1
3_MACS_peak_24471_lociStitched	chr6	11713175	11736559	3	16492	26905.6304	4008.0176	271	C6orf105		C6orf105	C6orf105	0.36210000000000003	271	1
4_MACS_peak_24235_lociStitched	chr5	176717067	176740742	4	15699	30242.445	4358.5675	272	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.3437	272	1
1_MACS_peak_12666_lociStitched	chr17	75078350	75093891	1	15542	29781.2183	3484.2922	273	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.7886999999999997	273	1
6_MACS_peak_6813_lociStitched	chr12	57093445	57120051	6	17434	22561.888	4706.6014	274	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	0.6379	274	1
4_MACS_peak_8810_lociStitched	chr14	81930674	81955978	4	17223	21455.2616	2682.224	275	SEL1L		SEL1L	SEL1L	0.3468	275	1
3_MACS_peak_19629_lociStitched	chr3	46245401	46264316	3	13454	36159.8055	4083.7485	276	CCR1	CCR3	CCR1	CCR1	1.4812	276	1
3_MACS_peak_25765_lociStitched	chr6	130832786	130851759	3	16751	24175.3966	3521.3888	277			TMEM200A	TMEM200A	NONE	277	1
4_MACS_peak_7358_lociStitched	chr12	109161652	109181278	4	15917	27815.9298	3648.4734	278	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.3226	278	1
3_MACS_peak_20674_lociStitched	chr3	156381298	156406306	3	17242	24062.6976	6171.9744	279	TIPARP,LOC100287227		LOC100287227	LOC100287227	0.708	279	1
3_MACS_peak_13577_lociStitched	chr19	2254549	2272189	3	13326	36749.412	4591.692	280	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.8239000000000001	280	1
4_MACS_peak_22605_lociStitched	chr4	186252516	186285040	4	17146	23732.7628	5311.1692	281	SNX25,LRP2BP	ANKRD37	LRP2BP	ANKRD37	0.5414	281	1
1_MACS_peak_15154_lociStitched	chr2	43444126	43457062	1	12937	35953.0248	3039.96	282	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.3001	282	1
7_MACS_peak_13855_lociStitched	chr19	12880473	12918555	7	16374	27339.0678	5784.6558	283	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,TNPO2,C19orf43,RTBDN	JUNB	JUNB	1.2214	283	1
5_MACS_peak_11111_lociStitched	chr16	70826572	70850565	5	15874	28033.4212	4383.5211	284	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.23810000000000003	284	1
1_MACS_peak_4242_lociStitched	chr10	112214433	112226656	1	12224	36797.3415	2623.0558	285		DUSP5	DUSP5	DUSP5	1.1109	285	1
3_MACS_peak_11468_lociStitched	chr17	6059347	6074990	3	13902	33002.0371	2926.8053	286			WSCD1	WSCD1	NONE	286	1
4_MACS_peak_9407_lociStitched	chr15	45001765	45029470	4	15400	29990.6625	4654.44	287	B2M,TRIM69	SPG11,PATL2	B2M	B2M	0.7019	287	1
3_MACS_peak_11994_lociStitched	chr17	38251100	38270609	3	16467	24881.7786	4016.9031	288	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.9521999999999999	288	1
3_MACS_peak_14911_lociStitched	chr2	25623270	25646117	3	13720	34441.8525	4324.9371	290	DTNB		DNMT3A	DNMT3A	NONE	290	1
5_MACS_peak_23484_lociStitched	chr5	109251459	109282823	5	16753	24702.2864	5949.7508	291		LOC100289673	LOC100289673	LOC100289673	0.0077999999999999875	291	1
5_MACS_peak_11521_lociStitched	chr17	7736804	7762314	5	14844	30816.08	4163.232	292	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	1.0311	292	1
4_MACS_peak_13531_lociStitched	chr19	1258434	1277506	4	12237	38569.3056	4964.4416	293	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4769999999999999	293	1
5_MACS_peak_5451_lociStitched	chr11	77146723	77171554	5	16913	22089.6576	4360.3236	294	PAK1		PAK1	PAK1	0.1091	294	1
1_MACS_peak_11816_lociStitched	chr17	29635271	29651049	1	15779	26423.4166	3373.3364	295	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.7361	295	1
3_MACS_peak_5391_lociStitched	chr11	72976713	73002505	3	16175	25425.7536	4503.2832	296	P2RY6	P2RY2,ARHGEF17	P2RY6	P2RY6	0.49459999999999993	296	1
3_MACS_peak_17607_lociStitched	chr20	34672921	34691335	3	16320	23759.5842	3557.5848	298		EPB41L1,LOC647979	EPB41L1	LOC647979	0.3218	298	1
4_MACS_peak_9632_lociStitched	chr15	63758398	63780867	4	16018	25212.4649	3804.0017	299		USP3	USP3	USP3	0.1011	299	1
1_MACS_peak_23788_lociStitched	chr5	138719469	138730670	1	11202	37791.0539	2593.0315	300	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.8564	300	1
2_MACS_peak_21052_lociStitched	chr3	186779516	186792382	2	10759	40029.9858	4050.2168	301	ST6GAL1		ST6GAL1	ST6GAL1	0.4848	301	1
2_MACS_peak_24431_lociStitched	chr6	7958192	7978948	2	15344	27896.064	3887.5988	302	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	2.9808	302	1
4_MACS_peak_25748_lociStitched	chr6	129992980	130019724	4	15109	29193.7504	4535.7824	303	ARHGAP18		ARHGAP18	ARHGAP18	0.2877	303	1
3_MACS_peak_10480_lociStitched	chr16	12052338	12072044	3	13873	32313.8988	3688.9632	304	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	2.0448999999999997	304	1
1_MACS_peak_26446_lociStitched	chr7	26002099	26012327	1	10229	39389.0508	2741.104	305		MIR148A	MIR148A	MIR148A	1.8144	305	1
3_MACS_peak_6191_lociStitched	chr12	9573363	9602040	3	16236	24759.7218	4906.6347	306	DDX12		DDX12	DDX12	0.49100000000000005	306	1
2_MACS_peak_18586_lociStitched	chr22	23470675	23489187	2	12529	35931.792	3859.752	307	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.36219999999999997	307	1
6_MACS_peak_11025_lociStitched	chr16	67554732	67587466	6	15844	27283.789	5731.7234	308	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.6638000000000001	308	1
2_MACS_peak_24311_lociStitched	chr6	381083	402110	2	15470	27162.6786	4098.1623	309	IRF4		IRF4	IRF4	0.7348	309	1
1_MACS_peak_24672_lociStitched	chr6	26353630	26367875	1	14246	30115.3545	2898.8575	310	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.8325	310	1
3_MACS_peak_18884_lociStitched	chr22	39361750	39386526	3	14925	29022.6064	4244.1288	311	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.8936000000000001	311	1
3_MACS_peak_12210_lociStitched	chr17	46579021	46596281	3	16465	21041.666	3092.992	312		HOXB1,HOXB2	HOXB1	HOXB1	0.030100000000000002	312	1
2_MACS_peak_17959_lociStitched	chr20	55957920	55975839	2	14511	29199.0105	3155.5359	313	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8961000000000001	313	1
3_MACS_peak_10091_lociStitched	chr15	90573903	90592529	3	15616	25189.8024	3291.2142	314	ZNF710		ZNF710	ZNF710	0.5474000000000001	314	1
2_MACS_peak_22863_lociStitched	chr5	32529526	32544244	2	14651	28604.433	3223.242	315		SUB1	SUB1	SUB1	0.77	315	1
3_MACS_peak_21784_lociStitched	chr4	77117476	77137268	3	14138	31344.5904	4411.6368	316	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.3893	316	1
3_MACS_peak_11679_lociStitched	chr17	19204051	19221705	3	14275	29443.3412	2962.3412	317	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.04999999999999999	317	1
2_MACS_peak_13955_lociStitched	chr19	16544442	16562319	2	14492	28860.6288	3187.4691	319	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.4047	319	1
2_MACS_peak_30824_lociStitched	chrX	48790248	48805389	2	14354	28116.837	2010.7248	320	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.0243	320	1
2_MACS_peak_15215_lociStitched	chr2	46788207	46804622	2	16402	20167.469	3056.473	321	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.4445	321	1
2_MACS_peak_21880_lociStitched	chr4	84129712	84144331	2	14372	28714.6398	2998.3569	322			COQ2	COQ2	NONE	322	1
