#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuperStretch
1_MACS_peak_14791_lociStitched	chr2	10259956	10264729	1	4774	25479.7059	343	1
1_MACS_peak_23514_lociStitched	chr5	176934213	176938745	1	4533	28098.4	344	1
2_MACS_peak_5494_lociStitched	chr12	4224156	4229521	2	5217	18597.236	347	1
4_MACS_peak_24135_lociStitched	chr6	31461433	31467083	4	5284	17293.52	349	1
1_MACS_peak_25655_lociStitched	chr7	29601889	29607215	1	5327	16376.3848	350	1
4_MACS_peak_27835_lociStitched	chr8	120943091	120948662	4	5266	17413.8318	351	1
1_MACS_peak_11263_lociStitched	chr17	32695929	32700850	1	4922	22736.9884	353	1
5_MACS_peak_12517_lociStitched	chr18	9079832	9085470	5	5177	18573.2634	354	1
3_MACS_peak_1621_lociStitched	chr1	143912031	143917655	3	5242	17314.6088	355	1
1_MACS_peak_15964_lociStitched	chr2	120186079	120190831	1	4753	24790.7088	356	1
1_MACS_peak_25869_lociStitched	chr7	47533483	47538692	1	5210	17755.9183	357	1
2_MACS_peak_23592_lociStitched	chr5	180668801	180674486	2	5193	18035.6625	358	1
4_MACS_peak_2442_lociStitched	chr1	203271863	203277152	4	5116	19019.244	359	1
3_MACS_peak_16788_lociStitched	chr2	219756882	219762625	3	5219	16844.7933	363	1
1_MACS_peak_5188_lociStitched	chr11	111306852	111311816	1	4965	21224.5748	364	1
1_MACS_peak_16462_lociStitched	chr2	186500947	186506081	1	5135	18395.6354	365	1
2_MACS_peak_23960_lociStitched	chr6	26249089	26253849	2	4633	25211.816	370	1
2_MACS_peak_19360_lociStitched	chr3	49054964	49060342	2	5117	17968.4358	372	1
2_MACS_peak_28754_lociStitched	chr9	94182533	94187935	2	5094	18340.3302	374	1
3_MACS_peak_15162_lociStitched	chr2	42328534	42333892	3	5071	18582.0798	375	1
1_MACS_peak_23825_lociStitched	chr6	13523663	13528338	1	4676	24371.71	376	1
3_MACS_peak_8912_lociStitched	chr15	52754491	52759521	3	5022	19331.296	377	1
3_MACS_peak_1729_lociStitched	chr1	149820842	149825754	3	4800	22673.3008	380	1
1_MACS_peak_8308_lociStitched	chr14	94440986	94445776	1	4791	22298.887	382	1
3_MACS_peak_15075_lociStitched	chr2	33699551	33704881	3	5045	18077.761	384	1
1_MACS_peak_15184_lociStitched	chr2	43451238	43455888	1	4651	23964.24	385	1
1_MACS_peak_24346_lociStitched	chr6	37068783	37073613	1	4831	21327.831	386	1
4_MACS_peak_30267_lociStitched	chrX	153234500	153239437	4	4843	20837.1022	387	1
1_MACS_peak_20509_lociStitched	chr3	186780676	186785677	1	5002	17973.0939	391	1
3_MACS_peak_18557_lociStitched	chr22	36779445	36784817	3	5054	16608.6124	394	1
5_MACS_peak_23873_lociStitched	chr6	17702328	17707646	5	4937	18743.8228	395	1
1_MACS_peak_28069_lociStitched	chr8	144607914	144612591	1	4678	22566.0573	396	1
3_MACS_peak_19812_lociStitched	chr3	119117992	119123462	3	5054	16273.25	397	1
3_MACS_peak_23449_lociStitched	chr5	173697437	173702480	3	4974	17753.3772	400	1
1_MACS_peak_28312_lociStitched	chr9	21992759	21997116	1	4358	25993.4263	401	1
1_MACS_peak_4955_lociStitched	chr11	73690262	73695112	1	4851	19319.49	405	1
1_MACS_peak_4933_lociStitched	chr11	72850824	72855552	1	4729	21032.9808	406	1
2_MACS_peak_14047_lociStitched	chr19	39339032	39344255	2	4788	19816.062	413	1
2_MACS_peak_4531_lociStitched	chr11	62199404	62204019	2	4363	25358.9635	414	1
3_MACS_peak_13601_lociStitched	chr19	16434523	16439553	3	4850	18746.307	415	1
2_MACS_peak_26687_lociStitched	chr7	139042802	139046813	2	3915	29699.4495	416	1
4_MACS_peak_24156_lociStitched	chr6	31759349	31764493	4	4839	18600.704	419	1
2_MACS_peak_24350_lociStitched	chr6	37136474	37140678	2	3952	28950.0052	420	1
2_MACS_peak_13876_lociStitched	chr19	29120139	29124857	2	4676	20799.303	421	1
3_MACS_peak_20242_lociStitched	chr3	156850695	156856279	3	4934	16482.2928	422	1
2_MACS_peak_27917_lociStitched	chr8	128746393	128751344	2	4824	18347.4158	424	1
2_MACS_peak_21078_lociStitched	chr4	56812380	56817280	2	4808	18529.35	425	1
2_MACS_peak_24100_lociStitched	chr6	30582012	30586674	2	4587	21604.6404	429	1
3_MACS_peak_25109_lociStitched	chr6	135190786	135195731	3	4712	19468.465	432	1
2_MACS_peak_19978_lociStitched	chr3	129032042	129036999	2	4748	18726.5546	433	1
3_MACS_peak_13377_lociStitched	chr19	10762052	10766778	3	4594	20998.5632	435	1
2_MACS_peak_15198_lociStitched	chr2	43649811	43654741	2	4841	16838.415	437	1
2_MACS_peak_10150_lociStitched	chr16	31885037	31890134	2	4849	16675.8549	438	1
2_MACS_peak_19953_lociStitched	chr3	128821358	128826050	2	4659	18749.7012	446	1
1_MACS_peak_571_lociStitched	chr1	28199023	28203719	1	4697	17968.3048	447	1
1_MACS_peak_119_lociStitched	chr1	6660152	6664690	1	4539	20286.6752	448	1
3_MACS_peak_9150_lociStitched	chr15	69109110	69113980	3	4801	15874.252	449	1
2_MACS_peak_28479_lociStitched	chr9	37527964	37532774	2	4632	18833.555	450	1
5_MACS_peak_24755_lociStitched	chr6	90059902	90064878	5	4762	16596.9504	451	1
1_MACS_peak_8247_lociStitched	chr14	91781356	91786109	1	4754	16625.5187	453	1
1_MACS_peak_20059_lociStitched	chr3	136469036	136473564	1	4529	20059.04	458	1
2_MACS_peak_29166_lociStitched	chr9	130538421	130543111	2	4690	16821.623	461	1
3_MACS_peak_6131_lociStitched	chr12	56519390	56524353	3	4698	16503.9602	462	1
4_MACS_peak_22836_lociStitched	chr5	126111157	126115937	4	4695	16514.9	463	1
1_MACS_peak_8310_lociStitched	chr14	94474454	94479139	1	4686	16352.9925	466	1
2_MACS_peak_11618_lociStitched	chr17	43516601	43521261	2	4553	18536.548	467	1
1_MACS_peak_24188_lociStitched	chr6	32156700	32161305	1	4606	17557.4835	468	1
1_MACS_peak_15731_lociStitched	chr2	97201387	97205663	1	4277	22252.7316	470	1
1_MACS_peak_23495_lociStitched	chr5	176735909	176740491	1	4583	17661.7772	473	1
2_MACS_peak_28867_lociStitched	chr9	100744650	100748780	2	4003	25172.763	474	1
3_MACS_peak_6518_lociStitched	chr12	104320593	104325652	3	4673	16002.1229	475	1
1_MACS_peak_12156_lociStitched	chr17	73871190	73875609	1	4420	19807.7256	477	1
2_MACS_peak_6749_lociStitched	chr12	120553223	120557875	2	4583	17011.4336	480	1
2_MACS_peak_12216_lociStitched	chr17	75229311	75233943	2	4462	18859.6512	481	1
1_MACS_peak_24034_lociStitched	chr6	27831729	27836156	1	4428	19345.5473	482	1
2_MACS_peak_28612_lociStitched	chr9	77700134	77704583	2	4364	20127.7209	484	1
3_MACS_peak_8930_lociStitched	chr15	52969089	52973770	3	4467	18601.8259	485	1
1_MACS_peak_6702_lociStitched	chr12	116796345	116800555	1	4211	21906.314	493	1
3_MACS_peak_10108_lociStitched	chr16	30668053	30672876	3	4526	17225.8268	497	1
2_MACS_peak_19957_lociStitched	chr3	128837207	128841664	2	4378	19499.375	498	1
3_MACS_peak_12959_lociStitched	chr19	659074	663893	3	4517	17058.2962	502	1
2_MACS_peak_6214_lociStitched	chr12	58289673	58294223	2	4529	16820.44	503	1
1_MACS_peak_4660_lociStitched	chr11	64899258	64903693	1	4436	18307.68	504	1
3_MACS_peak_6853_lociStitched	chr12	122982704	122987382	3	4174	21898.6536	507	1
3_MACS_peak_18748_lociStitched	chr22	41839909	41844641	3	4551	16085.0144	511	1
1_MACS_peak_10061_lociStitched	chr16	30074842	30078911	1	4070	21601.9141	524	1
1_MACS_peak_26612_lociStitched	chr7	129588734	129592883	1	4150	20485.6875	529	1
2_MACS_peak_6777_lociStitched	chr12	121121861	121126203	2	4333	17550.364	534	1
1_MACS_peak_23559_lociStitched	chr5	179245083	179248941	1	3859	23556.1764	536	1
5_MACS_peak_12146_lociStitched	chr17	73778751	73783347	5	4395	16336.9416	537	1
3_MACS_peak_4582_lociStitched	chr11	62606058	62610504	3	4315	17576.8164	539	1
1_MACS_peak_5400_lociStitched	chr11	128562293	128566437	1	4145	20022.9792	543	1
2_MACS_peak_385_lociStitched	chr1	22106449	22110839	2	4354	16454.159	547	1
2_MACS_peak_29118_lociStitched	chr9	127630411	127634618	2	4204	18318.9608	555	1
2_MACS_peak_8581_lociStitched	chr15	31372481	31376775	2	4257	17450.816	557	1
4_MACS_peak_2779_lociStitched	chr1	233748773	233753145	4	4314	16483.7516	559	1
2_MACS_peak_28763_lociStitched	chr9	94570610	94574790	2	4010	20845.66	561	1
2_MACS_peak_8812_lociStitched	chr15	45001977	45006547	2	4182	18495.704	563	1
1_MACS_peak_6755_lociStitched	chr12	120636214	120640127	1	3914	21841.1921	565	1
2_MACS_peak_15405_lociStitched	chr2	64749289	64753653	2	4146	18852.48	566	1
3_MACS_peak_10047_lociStitched	chr16	29815792	29820393	3	4078	19767.2763	568	1
3_MACS_peak_20770_lociStitched	chr4	8229541	8233919	3	4265	16970.8792	570	1
2_MACS_peak_15110_lociStitched	chr2	37548656	37553264	2	4269	16796.16	573	1
1_MACS_peak_26817_lociStitched	chr7	150101361	150105225	1	3865	22233.8424	575	1
5_MACS_peak_21806_lociStitched	chr4	185392260	185396859	5	4256	16957.8927	577	1
3_MACS_peak_23934_lociStitched	chr6	26030845	26034969	3	4027	20070.6832	580	1
1_MACS_peak_25877_lociStitched	chr7	47708361	47712409	1	4049	19418.256	586	1
1_MACS_peak_13780_lociStitched	chr19	19771431	19775312	1	3882	21350.1572	590	1
2_MACS_peak_24619_lociStitched	chr6	74229611	74234006	2	4225	16188.1035	601	1
2_MACS_peak_12371_lociStitched	chr17	79478728	79482978	2	4171	16934.125	606	1
1_MACS_peak_17221_lociStitched	chr20	25289123	25293161	1	4039	18785.1798	610	1
1_MACS_peak_15647_lociStitched	chr2	86262009	86266095	1	4087	18028.6578	611	1
3_MACS_peak_23243_lociStitched	chr5	154133079	154137817	3	4225	15827.7628	612	1
2_MACS_peak_20127_lociStitched	chr3	143689388	143693843	2	3968	19296.387	621	1
2_MACS_peak_5403_lociStitched	chr11	128593808	128598057	2	4186	15895.509	623	1
2_MACS_peak_2232_lociStitched	chr1	179049561	179053704	2	4063	17738.6688	629	1
2_MACS_peak_2125_lociStitched	chr1	167188125	167192331	2	4090	17282.8746	630	1
2_MACS_peak_20148_lociStitched	chr3	150124932	150129068	2	4083	17249.188	633	1
2_MACS_peak_10042_lociStitched	chr16	29621311	29625643	2	4098	16900.4316	636	1
1_MACS_peak_8334_lociStitched	chr14	95968092	95971962	1	3871	19760.994	644	1
2_MACS_peak_28182_lociStitched	chr9	2014193	2018346	2	4062	16890.251	647	1
1_MACS_peak_22113_lociStitched	chr5	32171731	32175642	1	3912	18895.6054	650	1
1_MACS_peak_23954_lociStitched	chr6	26203898	26207821	1	3924	18423.1926	659	1
1_MACS_peak_22214_lociStitched	chr5	43064329	43068096	1	3768	20360.2583	661	1
2_MACS_peak_24347_lociStitched	chr6	37121482	37125549	2	3960	17742.6942	665	1
1_MACS_peak_28751_lociStitched	chr9	93952987	93957003	1	4017	16842.7024	668	1
2_MACS_peak_8340_lociStitched	chr14	95998551	96002746	2	3949	17358.91	682	1
2_MACS_peak_2947_lociStitched	chr10	3824264	3828462	2	3929	17294.0808	688	1
2_MACS_peak_23603_lociStitched	chr6	304409	308423	2	3999	15995.79	693	1
2_MACS_peak_22206_lociStitched	chr5	42991307	42995264	2	3901	17392.9935	695	1
2_MACS_peak_28650_lociStitched	chr9	86319861	86323754	2	3866	16806.4703	724	1
1_MACS_peak_6130_lociStitched	chr12	56509422	56513300	1	3879	16454.354	730	1
3_MACS_peak_16355_lociStitched	chr2	174827114	174831248	3	3811	16078.3662	760	1
