REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_8949_lociStitched	chr15	54872845	54879258	2	6367	20724.2508	201	1	UNC13C		UNC13C	201	1
2_MACS_peak_18657_lociStitched	chr22	39146402	39153074	2	6367	18602.2032	202	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	202	1
2_MACS_peak_5135_lociStitched	chr11	102186226	102192604	2	6358	21038.4708	203	1	BIRC3	BIRC2	BIRC3	203	1
2_MACS_peak_4964_lociStitched	chr11	74659385	74665743	2	6354	19793.7256	204	1	SPCS2,XRRA1	NEU3	SPCS2	204	1
3_MACS_peak_1204_lociStitched	chr1	75596950	75603363	3	6347	18770.2097	205	1	LHX8		LHX8	205	1
2_MACS_peak_28213_lociStitched	chr9	5625093	5631760	2	6338	31554.2443	206	1	KIAA1432	KIAA1432	KIAA1432	206	1
2_MACS_peak_26710_lociStitched	chr7	139908655	139914992	2	6318	22669.3501	207	1		LOC100134229,JHDM1D	LOC100134229	207	1
4_MACS_peak_27614_lociStitched	chr8	95986709	95993166	4	6317	18047.315	208	1		C8orf38,TP53INP1	TP53INP1	208	1
2_MACS_peak_6790_lociStitched	chr12	121566065	121572432	2	6293	23711.3447	209	1	P2RX7		P2RX7	209	1
3_MACS_peak_5468_lociStitched	chr12	1637950	1644669	3	6293	14345.7369	210	1		LOC100292680	LOC100292680	210	1
2_MACS_peak_26632_lociStitched	chr7	130789464	130795893	2	6292	35437.2909	211	1	MKLN1,FLJ43663		FLJ43663	211	1
3_MACS_peak_8160_lociStitched	chr14	81421271	81427742	3	6284	20630.8422	212	1	TSHR	C14orf145	TSHR	212	1
3_MACS_peak_17625_lociStitched	chr20	49130880	49137364	3	6275	15797.6176	213	1	PTPN1		PTPN1	213	1
2_MACS_peak_15426_lociStitched	chr2	65140435	65146721	2	6271	15702.428	214	1	LOC400958		LOC400958	214	1
5_MACS_peak_17994_lociStitched	chr21	36255942	36262531	5	6249	16270.2177	215	1	RUNX1		RUNX1	215	1
1_MACS_peak_572_lociStitched	chr1	28213380	28219623	1	6244	17149.521	216	1	RPA2	C1orf38,SMPDL3B	C1orf38	216	1
1_MACS_peak_1659_lociStitched	chr1	145434368	145440583	1	6216	21012.915	217	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	217	1
3_MACS_peak_17684_lociStitched	chr20	55126034	55132335	3	6158	19442.3656	218	1		C20orf106,C20orf107,GCNT7	C20orf107	218	1
2_MACS_peak_24255_lociStitched	chr6	34621961	34628120	2	6157	28757.6028	219	1	C6orf106		C6orf106	219	1
1_MACS_peak_8262_lociStitched	chr14	91879261	91885416	1	6156	56093.5925	220	1	CCDC88C		CCDC88C	220	1
5_MACS_peak_11264_lociStitched	chr17	32701991	32708221	5	6151	17177.979	221	1		CCL13,CCL1	CCL1	221	1
2_MACS_peak_13078_lociStitched	chr19	2254978	2261337	2	6144	21612.9692	222	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	222	1
7_MACS_peak_12026_lociStitched	chr17	66452502	66459260	7	6099	12713.1496	223	1	WIPI1	PRKAR1A,MIR635	WIPI1	223	1
7_MACS_peak_2128_lociStitched	chr1	167296685	167303903	7	6089	13284.0072	224	1	POU2F1		POU2F1	224	1
3_MACS_peak_15494_lociStitched	chr2	70310799	70316961	3	6086	37657.8306	225	1	PCBP1,LOC400960	LOC100133985	LOC400960	225	1
3_MACS_peak_22211_lociStitched	chr5	43037395	43043699	3	6075	25422.7712	226	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	226	1
3_MACS_peak_25636_lociStitched	chr7	26191253	26197704	3	6073	15261.7758	227	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	227	1
1_MACS_peak_17708_lociStitched	chr20	56252755	56258821	1	6067	30595.0842	228	1	PMEPA1		PMEPA1	228	1
1_MACS_peak_8589_lociStitched	chr15	31554801	31560855	1	6055	24323.7612	229	1			KLF13	229	1
4_MACS_peak_23006_lociStitched	chr5	139013091	139019222	4	6055	21058.1457	230	1		CXXC5	CXXC5	230	1
6_MACS_peak_16708_lociStitched	chr2	207395875	207402326	6	6052	14635.3837	231	1	ADAM23		ADAM23	231	1
4_MACS_peak_4468_lociStitched	chr11	58341194	58347597	4	6045	25117.0481	232	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	232	1
3_MACS_peak_4267_lociStitched	chr11	19451408	19458247	3	6036	15513.5876	233	1	NAV2		NAV2	233	1
5_MACS_peak_16528_lociStitched	chr2	192539351	192546207	5	6035	19023.3432	234	1	OBFC2A		OBFC2A	234	1
2_MACS_peak_26397_lociStitched	chr7	104651095	104657413	2	6014	45857.9394	235	1	MLL5,LOC100216545		LOC100216545	235	1
2_MACS_peak_5401_lociStitched	chr11	128586399	128592528	2	6001	18523.6767	236	1	FLI1		FLI1	236	1
1_MACS_peak_313_lociStitched	chr1	16766355	16772351	1	5997	22486.1992	237	1	NECAP2	SPATA21,CROCCP3	NECAP2	237	1
3_MACS_peak_26692_lociStitched	chr7	139473224	139479300	3	5979	31367.9576	238	1	TBXAS1,HIPK2	TBXAS1	HIPK2	238	1
2_MACS_peak_11616_lociStitched	chr17	43504602	43510826	2	5977	28987.0352	239	1	SH3D20	ARHGAP27,MIR4315-1	SH3D20	239	1
2_MACS_peak_9256_lociStitched	chr15	75334939	75341037	2	5960	17075.0098	240	1	PPCDC	SCAMP5	PPCDC	240	1
2_MACS_peak_4889_lociStitched	chr11	70822913	70829029	2	5960	28808.1948	241	1	SHANK2		MIR3664	241	1
3_MACS_peak_20235_lociStitched	chr3	156820507	156826839	3	5956	22051.8232	242	1	LOC339894	LOC100498859	LOC100498859	242	1
1_MACS_peak_15234_lociStitched	chr2	47208404	47214353	1	5950	29526.6717	243	1	TTC7A	MCFD2	MCFD2	243	1
1_MACS_peak_5218_lociStitched	chr11	115090561	115096501	1	5941	24175.206	244	1	CADM1		CADM1	244	1
2_MACS_peak_18304_lociStitched	chr22	22758409	22764788	2	5936	18712.7965	245	1			ZNF280B	245	1
4_MACS_peak_1725_lociStitched	chr1	149810722	149816867	4	5934	24934.5665	246	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	246	1
3_MACS_peak_18991_lociStitched	chr3	13371370	13377422	3	5933	17515.6984	247	1	NUP210		NUP210	247	1
6_MACS_peak_20034_lociStitched	chr3	133190911	133197875	6	5927	14997.6704	248	1	BFSP2		BFSP2	248	1
2_MACS_peak_23952_lociStitched	chr6	26194954	26200907	2	5916	32936.7584	249	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	249	1
4_MACS_peak_4807_lociStitched	chr11	67350215	67356881	4	5907	13873.2792	250	1	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	250	1
2_MACS_peak_17389_lociStitched	chr20	34684691	34690644	2	5892	16215.972	251	1		EPB41L1,LOC647979	EPB41L1	251	1
3_MACS_peak_13028_lociStitched	chr19	1647822	1653915	3	5891	17176.167	252	1	TCF3	UQCR11	TCF3	252	1
1_MACS_peak_23072_lociStitched	chr5	142431934	142437821	1	5888	17732.8214	253	1	ARHGAP26		ARHGAP26	253	1
3_MACS_peak_13613_lociStitched	chr19	16554991	16561110	3	5874	17409.7788	254	1	EPS15L1	C19orf44,CALR3	EPS15L1	254	1
1_MACS_peak_8676_lociStitched	chr15	38961801	38967642	1	5842	21225.6099	255	1		C15orf53	C15orf53	255	1
2_MACS_peak_4729_lociStitched	chr11	65768901	65774768	2	5834	15387.9676	256	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	256	1
3_MACS_peak_5386_lociStitched	chr11	128337396	128343718	3	5834	14196.051	257	1	ETS1		ETS1	257	1
2_MACS_peak_26363_lociStitched	chr7	102251286	102257327	2	5811	15892.0587	258	1	RASA4	POLR2J3,UPK3BL	RASA4	258	1
4_MACS_peak_17157_lociStitched	chr20	17946580	17952728	4	5807	25147.7792	259	1	C20orf72,SNX5	SNORD17	C20orf72	259	1
5_MACS_peak_18295_lociStitched	chr22	22729727	22736100	5	5805	11984.4265	260	1			LOC96610	260	1
1_MACS_peak_11575_lociStitched	chr17	42294478	42300280	1	5803	24447.8874	261	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	261	1
2_MACS_peak_2226_lociStitched	chr1	178546313	178552407	2	5802	22447.249	262	1		C1orf220	C1orf220	262	1
1_MACS_peak_9975_lociStitched	chr16	23344451	23350244	1	5794	27100.8126	263	1	SCNN1B		SCNN1B	263	1
6_MACS_peak_22117_lociStitched	chr5	32206267	32212781	6	5794	21715.0704	264	1		GOLPH3	GOLPH3	264	1
2_MACS_peak_7543_lociStitched	chr14	21147704	21153515	2	5787	21259.5435	265	1	RNASE4,ANG	RNASE4,OR6S1	ANG	265	1
6_MACS_peak_17330_lociStitched	chr20	32999335	33005510	6	5782	11930.1	266	1	ITCH	MIR644	ITCH	266	1
2_MACS_peak_4714_lociStitched	chr11	65623901	65629747	2	5781	33755.9732	267	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	267	1
7_MACS_peak_21371_lociStitched	chr4	105407601	105413978	7	5780	12597.1258	268	1	CXXC4		CXXC4	268	1
5_MACS_peak_15933_lociStitched	chr2	114643271	114649278	5	5764	19293.8833	269	1	ACTR3		ACTR3	269	1
1_MACS_peak_17310_lociStitched	chr20	32468127	32473878	1	5752	36391.1778	270	1			CHMP4B	270	1
3_MACS_peak_28715_lociStitched	chr9	93562053	93567954	3	5748	21494.3925	271	1	SYK	SYK	SYK	271	1
2_MACS_peak_29024_lociStitched	chr9	117262784	117268549	2	5729	19521.443	272	1	DFNB31		DFNB31	272	1
6_MACS_peak_30036_lociStitched	chrX	119435151	119441016	6	5721	12212.6895	273	1	FAM70A		FAM70A	273	1
6_MACS_peak_18321_lociStitched	chr22	23205108	23211505	6	5692	12472.8706	274	1		MIR650,IGLL5	IGLL5	274	1
2_MACS_peak_18663_lociStitched	chr22	39377636	39383483	2	5686	16585.0155	275	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	275	1
3_MACS_peak_30260_lociStitched	chrX	153189361	153195288	3	5685	24538.3727	276	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	276	1
5_MACS_peak_29685_lociStitched	chrX	48793604	48800004	5	5684	13336.32	277	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	277	1
2_MACS_peak_13840_lociStitched	chr19	23944889	23950578	2	5683	15010.9954	278	1	RPSAP58	ZNF681	RPSAP58	278	1
1_MACS_peak_8259_lociStitched	chr14	91861658	91867336	1	5679	19206.9706	279	1	CCDC88C		CCDC88C	279	1
2_MACS_peak_18633_lociStitched	chr22	38709019	38714844	2	5677	17574.6075	280	1	CSNK1E	TMEM184B	CSNK1E	280	1
3_MACS_peak_2503_lociStitched	chr1	206133687	206139898	3	5633	17267.8222	281	1	FAM72A		FAM72A	281	1
2_MACS_peak_11405_lociStitched	chr17	37909381	37915196	2	5615	28620.267	282	1		GRB7,C17orf37	GRB7	282	1
6_MACS_peak_13863_lociStitched	chr19	28954979	28961097	6	5609	10860.6736	283	1			LOC148145	283	1
2_MACS_peak_17859_lociStitched	chr21	16131562	16137232	2	5606	15578.892	284	1			SAMSN1	284	1
2_MACS_peak_9044_lociStitched	chr15	63792768	63798392	2	5603	23913.248	285	1	USP3		USP3	285	1
1_MACS_peak_5265_lociStitched	chr11	118658697	118664291	1	5595	31429.3296	286	1	DDX6		DDX6	286	1
3_MACS_peak_4868_lociStitched	chr11	68605934	68612001	3	5575	13152.6493	287	1	CPT1A		CPT1A	287	1
2_MACS_peak_28807_lociStitched	chr9	96027914	96033519	2	5571	21284.427	288	1	WNK2		C9orf129	288	1
4_MACS_peak_4300_lociStitched	chr11	22685929	22692096	4	5570	12593.014	289	1	GAS2	GAS2,FANCF	GAS2	289	1
2_MACS_peak_24861_lociStitched	chr6	106610942	106616568	2	5560	12578.6108	290	1			PRDM1	290	1
2_MACS_peak_16369_lociStitched	chr2	175457908	175463480	2	5557	14502.2444	291	1	WIPF1		WIPF1	291	1
3_MACS_peak_7509_lociStitched	chr14	19649183	19655014	3	5557	21195.685	292	1			POTEG	292	1
2_MACS_peak_21778_lociStitched	chr4	185201355	185207193	2	5545	25163.5314	293	1			ENPP6	293	1
3_MACS_peak_24318_lociStitched	chr6	36559670	36565268	3	5514	20538.5022	294	1	SRSF3	STK38,MIR3925	SRSF3	294	1
2_MACS_peak_11225_lociStitched	chr17	29643823	29649376	2	5511	13556.5389	295	1	NF1,EVI2A	OMG,EVI2B	EVI2A	295	1
3_MACS_peak_18368_lociStitched	chr22	24185297	24191014	3	5506	13695.6452	296	1		SLC2A11,MIF,DERL3	DERL3	296	1
5_MACS_peak_24885_lociStitched	chr6	108878334	108884095	5	5486	15723.4973	297	1	FOXO3		FOXO3	297	1
3_MACS_peak_19856_lociStitched	chr3	121792813	121798343	3	5473	17175.074	298	1	CD86		CD86	298	1
4_MACS_peak_20184_lociStitched	chr3	152804685	152810398	4	5469	17446.9307	299	1			RAP2B	299	1
4_MACS_peak_24731_lociStitched	chr6	89321881	89327972	4	5467	9738.8999	300	1	RNGTT		RNGTT	300	1
3_MACS_peak_18437_lociStitched	chr22	29214035	29220139	3	5462	13420.8648	301	1		CCDC117,XBP1	XBP1	301	1
2_MACS_peak_23493_lociStitched	chr5	176726678	176732197	2	5450	16871.583	302	1	NSD1,PRELID1,RAB24	MXD3,LMAN2	RAB24	302	1
4_MACS_peak_29011_lociStitched	chr9	117145580	117151056	4	5447	13628.1212	303	1	AKNA		AKNA	303	1
2_MACS_peak_4683_lociStitched	chr11	65263717	65269264	2	5444	23314.5957	304	1	MALAT1	SCYL1	MALAT1	304	1
3_MACS_peak_5772_lociStitched	chr12	26274220	26280089	3	5435	15348.6088	305	1	BHLHE41		BHLHE41	305	1
7_MACS_peak_11769_lociStitched	chr17	54908368	54914466	7	5430	13755.8684	306	1	DGKE	C17orf67,MTVR2	DGKE	306	1
2_MACS_peak_16776_lociStitched	chr2	219260255	219265677	2	5423	20224.06	307	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	307	1
3_MACS_peak_16889_lociStitched	chr2	232570350	232576046	3	5415	42349.1904	308	1	PTMA	MIR1244-1	PTMA	308	1
3_MACS_peak_2378_lociStitched	chr1	198901317	198906930	3	5411	10491.8196	309	1			MIR181A1	309	1
7_MACS_peak_28045_lociStitched	chr8	142424730	142430807	7	5410	11227.8652	310	1		PTP4A3,GPR20	PTP4A3	310	1
4_MACS_peak_26782_lociStitched	chr7	148720699	148726584	4	5408	19614.1165	311	1	PDIA4		PDIA4	311	1
3_MACS_peak_7522_lociStitched	chr14	19920739	19926142	3	5392	21124.1091	312	1			POTEM	312	1
3_MACS_peak_11260_lociStitched	chr17	32688712	32694200	3	5380	13357.792	313	1	CCL1	CCL8,CCL13	CCL1	313	1
2_MACS_peak_8133_lociStitched	chr14	77490960	77496381	2	5379	18521.3886	314	1	C14orf4		C14orf4	314	1
2_MACS_peak_26702_lociStitched	chr7	139613538	139618937	2	5375	25894.6838	315	1	TBXAS1		TBXAS1	315	1
3_MACS_peak_17481_lociStitched	chr20	42306956	42312359	3	5369	29285.8809	316	1	MYBL2	GTSF1L	MYBL2	316	1
5_MACS_peak_15432_lociStitched	chr2	65214213	65220342	5	5369	15628.3371	317	1	SLC1A4		SLC1A4	317	1
2_MACS_peak_9963_lociStitched	chr16	22216675	22222514	2	5366	19012.3679	318	1	EEF2K		EEF2K	318	1
1_MACS_peak_10074_lociStitched	chr16	30193939	30199303	1	5365	45843.9624	319	1	CORO1A		CORO1A	319	1
5_MACS_peak_8592_lociStitched	chr15	31616430	31622238	5	5363	13685.9712	320	1	KLF13		KLF13	320	1
2_MACS_peak_25937_lociStitched	chr7	55635966	55641515	2	5355	14090.5757	321	1	VOPP1		VOPP1	321	1
3_MACS_peak_11811_lociStitched	chr17	55680401	55685938	3	5349	13775.5023	322	1	MSI2		MRPS23	322	1
2_MACS_peak_6753_lociStitched	chr12	120629036	120634413	2	5348	16717.6307	323	1	GCN1L1	RPLP0	GCN1L1	323	1
1_MACS_peak_26589_lociStitched	chr7	128577120	128582455	1	5336	19909.6865	324	1	IRF5	KCP	IRF5	324	1
1_MACS_peak_25655_lociStitched	chr7	29601889	29607215	1	5327	16376.3848	325	1	PRR15		PRR15	325	1
2_MACS_peak_26344_lociStitched	chr7	102071639	102077008	2	5324	33017.7393	326	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	326	1
3_MACS_peak_5270_lociStitched	chr11	118738738	118744428	3	5322	19408.021	327	1		CXCR5,BCL9L	CXCR5	327	1
3_MACS_peak_13244_lociStitched	chr19	6735704	6741370	3	5321	13538.907	328	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	328	1
2_MACS_peak_27266_lociStitched	chr8	52809595	52814962	2	5316	22420.6425	329	1	PCMTD1		PCMTD1	329	1
5_MACS_peak_25009_lociStitched	chr6	119667614	119673552	5	5310	14419.2454	330	1	MAN1A1		MAN1A1	330	1
4_MACS_peak_970_lociStitched	chr1	51432930	51438541	4	5301	23240.762	331	1	CDKN2C	FAF1	CDKN2C	331	1
2_MACS_peak_13582_lociStitched	chr19	16186158	16191519	2	5298	33289.6656	332	1	TPM4	FLJ25328,RAB8A	TPM4	332	1
3_MACS_peak_15681_lociStitched	chr2	88923221	88928753	3	5296	20670.318	333	1	EIF2AK3		EIF2AK3	333	1
2_MACS_peak_9080_lociStitched	chr15	65183720	65189032	2	5290	23183.6928	334	1		PLEKHO2,ANKDD1A	ANKDD1A	334	1
1_MACS_peak_6706_lociStitched	chr12	116994758	117000045	1	5288	23727.5273	335	1	MAP1LC3B2	NCRNA00173	MAP1LC3B2	335	1
1_MACS_peak_18184_lociStitched	chr22	16188503	16193788	1	5286	27221.978	336	1			POTEH	336	1
4_MACS_peak_24135_lociStitched	chr6	31461433	31467083	4	5284	17293.52	337	1	MICB	HCP5,HCG26,MCCD1,NFKBIL1,SNORD117,SNORD84,BAT1,ATP6V1G2	MICB	337	1
2_MACS_peak_5422_lociStitched	chr11	130047674	130052986	2	5276	21400.4544	338	1	ST14		ST14	338	1
5_MACS_peak_26812_lociStitched	chr7	150075200	150081007	5	5272	15430.9411	339	1	ZNF775	C7orf29,REPIN1,LOC728743,LOC285972,RARRES2	ZNF775	339	1
3_MACS_peak_10526_lociStitched	chr16	81748118	81753512	3	5271	12204.4644	340	1			PLCG2	340	1
4_MACS_peak_27835_lociStitched	chr8	120943091	120948662	4	5266	17413.8318	341	1	DEPDC6		DEPDC6	341	1
1_MACS_peak_27938_lociStitched	chr8	129323456	129328719	1	5264	26137.6369	342	1			MIR1208	342	1
1_MACS_peak_28747_lociStitched	chr9	93795501	93800759	1	5259	38908.6742	343	1		LOC100129316	LOC100129316	343	1
3_MACS_peak_7451_lociStitched	chr13	110694967	110700389	3	5253	12733.0248	344	1			IRS2	344	1
3_MACS_peak_742_lociStitched	chr1	37940083	37945748	3	5252	12690.1665	345	1	ZC3H12A	MEAF6	ZC3H12A	345	1
2_MACS_peak_11276_lociStitched	chr17	32760520	32765770	2	5249	13927.2	346	1			CCL1	346	1
3_MACS_peak_6552_lociStitched	chr12	106531188	106536715	3	5247	12364.4517	347	1	NUAK1		NUAK1	347	1
4_MACS_peak_12115_lociStitched	chr17	73289873	73295375	4	5242	12542.9094	348	1		MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	348	1
3_MACS_peak_1621_lociStitched	chr1	143912031	143917655	3	5242	17314.6088	349	1	SRGAP2P2,FAM72D		SRGAP2P2	349	1
5_MACS_peak_15105_lociStitched	chr2	37541925	37547945	5	5239	9264.78	350	1	PRKD3	QPCT	PRKD3	350	1
5_MACS_peak_18095_lociStitched	chr21	44770472	44776317	5	5236	25003.741	351	1			SIK1	351	1
1_MACS_peak_19228_lociStitched	chr3	44036391	44041623	1	5233	15258.0816	352	1			MIR138-1	352	1
1_MACS_peak_9942_lociStitched	chr16	21527220	21532444	1	5225	29775.2328	353	1	SLC7A5P2	LOC100271836	SLC7A5P2	353	1
3_MACS_peak_20190_lociStitched	chr3	152877315	152882919	3	5224	26041.788	354	1	RAP2B		RAP2B	354	1
3_MACS_peak_24031_lociStitched	chr6	27802642	27808279	3	5222	29911.0494	355	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	355	1
2_MACS_peak_16786_lociStitched	chr2	219747339	219752640	2	5219	10688.4063	356	1	WNT10A	WNT6	WNT10A	356	1
3_MACS_peak_16788_lociStitched	chr2	219756882	219762625	3	5219	16844.7933	357	1	WNT10A	WNT6	WNT10A	357	1
2_MACS_peak_5494_lociStitched	chr12	4224156	4229521	2	5217	18597.236	358	1			CCND2	358	1
2_MACS_peak_6598_lociStitched	chr12	109082935	109088159	2	5216	15572.2216	359	1	CORO1C		CORO1C	359	1
5_MACS_peak_23196_lociStitched	chr5	150600355	150605989	5	5214	11368.8486	360	1	CCDC69	GM2A	CCDC69	360	1
1_MACS_peak_17704_lociStitched	chr20	56192056	56197266	1	5211	22251.389	361	1	ZBP1		ZBP1	361	1
1_MACS_peak_25869_lociStitched	chr7	47533483	47538692	1	5210	17755.9183	362	1	TNS3		TNS3	362	1
2_MACS_peak_1328_lociStitched	chr1	92947952	92953158	2	5202	12868.1908	363	1	GFI1		GFI1	363	1
1_MACS_peak_19284_lociStitched	chr3	46245474	46250671	1	5198	19890.4781	364	1	CCR1	CCR3	CCR1	364	1
2_MACS_peak_23592_lociStitched	chr5	180668801	180674486	2	5193	18035.6625	365	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	365	1
3_MACS_peak_1734_lociStitched	chr1	149855919	149861209	3	5188	21949.268	366	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	366	1
1_MACS_peak_17240_lociStitched	chr20	30153306	30158492	1	5187	12098.4194	367	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	367	1
4_MACS_peak_24442_lociStitched	chr6	43669825	43675787	4	5184	12655.5374	368	1		MRPS18A	MRPS18A	368	1
2_MACS_peak_20053_lociStitched	chr3	135912120	135917396	2	5181	29533.4652	369	1	MSL2		MSL2	369	1
5_MACS_peak_12517_lociStitched	chr18	9079832	9085470	5	5177	18573.2634	370	1		NDUFV2	NDUFV2	370	1
2_MACS_peak_16884_lociStitched	chr2	232534641	232540243	2	5171	30105.148	371	1		PTMA,MIR1244-1	PTMA	371	1
3_MACS_peak_22696_lociStitched	chr5	100235273	100240683	3	5170	13691.087	372	1	ST8SIA4		ST8SIA4	372	1
3_MACS_peak_18317_lociStitched	chr22	23195861	23201250	3	5163	12054.6541	373	1		MIR650,IGLL5	IGLL5	373	1
3_MACS_peak_23945_lociStitched	chr6	26155563	26160916	3	5149	22690.8317	374	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	374	1
2_MACS_peak_26241_lociStitched	chr7	98475521	98480672	2	5140	20951.6925	375	1	TRRAP,MIR3609	TMEM130	MIR3609	375	1
1_MACS_peak_16462_lociStitched	chr2	186500947	186506081	1	5135	18395.6354	376	1			FSIP2	376	1
2_MACS_peak_28669_lociStitched	chr9	88964934	88970079	2	5130	14116.851	377	1	ZCCHC6		ZCCHC6	377	1
1_MACS_peak_3619_lociStitched	chr10	90143943	90149071	1	5129	13570.7392	378	1	RNLS		RNLS	378	1
3_MACS_peak_26145_lociStitched	chr7	90337745	90342951	3	5121	14362.3128	379	1	CDK14		CDK14	379	1
3_MACS_peak_27807_lociStitched	chr8	119574696	119579939	3	5118	13568.884	380	1	SAMD12		SAMD12	380	1
2_MACS_peak_19360_lociStitched	chr3	49054964	49060342	2	5117	17968.4358	381	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	381	1
4_MACS_peak_2442_lociStitched	chr1	203271863	203277152	4	5116	19019.244	382	1	BTG2,LOC730227	FMOD	LOC730227	382	1
2_MACS_peak_10989_lociStitched	chr17	16890196	16895341	2	5100	24301.893	383	1		TNFRSF13B	TNFRSF13B	383	1
3_MACS_peak_2794_lociStitched	chr1	233795314	233800714	3	5099	12106.8	384	1	KCNK1		KCNK1	384	1
2_MACS_peak_28754_lociStitched	chr9	94182533	94187935	2	5094	18340.3302	385	1	NFIL3		NFIL3	385	1
5_MACS_peak_586_lociStitched	chr1	28570844	28576766	5	5093	10701.6462	386	1		ATPIF1,SESN2,DNAJC8	ATPIF1	386	1
3_MACS_peak_3009_lociStitched	chr10	7450020	7455261	3	5086	12041.7216	387	1	SFMBT2		SFMBT2	387	1
4_MACS_peak_14344_lociStitched	chr19	48832264	48837761	4	5072	13374.201	388	1	EMP3,TMEM143	SYNGR4,CCDC114	EMP3	388	1
3_MACS_peak_15162_lociStitched	chr2	42328534	42333892	3	5071	18582.0798	389	1			PKDCC	389	1
3_MACS_peak_5221_lociStitched	chr11	115134580	115140163	3	5067	12736.4979	390	1	CADM1		CADM1	390	1
2_MACS_peak_23962_lociStitched	chr6	26270307	26275448	2	5061	24731.8087	391	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	391	1
3_MACS_peak_21786_lociStitched	chr4	185263883	185269797	3	5060	13470.9092	392	1			ENPP6	392	1
3_MACS_peak_18557_lociStitched	chr22	36779445	36784817	3	5054	16608.6124	393	1	MYH9		MYH9	393	1
3_MACS_peak_19812_lociStitched	chr3	119117992	119123462	3	5054	16273.25	394	1	ARHGAP31		TMEM39A	394	1
3_MACS_peak_20123_lociStitched	chr3	143564271	143569637	3	5048	11371.0906	395	1	SLC9A9		SLC9A9	395	1
3_MACS_peak_15075_lociStitched	chr2	33699551	33704881	3	5045	18077.761	396	1	RASGRP3	RASGRP3	RASGRP3	396	1
5_MACS_peak_23842_lociStitched	chr6	15244712	15250198	5	5028	15579.6914	397	1	JARID2		JARID2	397	1
3_MACS_peak_8912_lociStitched	chr15	52754491	52759521	3	5022	19331.296	398	1	MYO5A		MYO5A	398	1
4_MACS_peak_11409_lociStitched	chr17	37930213	37935667	4	5015	11889.1746	399	1	IKZF3	GRB7,C17orf37	GRB7	399	1
1_MACS_peak_797_lociStitched	chr1	40239395	40244401	1	5007	14587.9846	400	1	BMP8B	PPIE,OXCT2	OXCT2	400	1
1_MACS_peak_20509_lociStitched	chr3	186780676	186785677	1	5002	17973.0939	401	1	ST6GAL1		ST6GAL1	401	1
