#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuper
2_MACS_peak_22469_lociStitched	chr5	74631981	74633863	2	1787	5425.6178	4383	0
3_MACS_peak_5690_lociStitched	chr12	12848653	12851520	3	2755	5424.0773	4384	0
1_MACS_peak_17155_lociStitched	chr20	17828519	17830672	1	2154	5424.0529	4385	0
1_MACS_peak_24025_lociStitched	chr6	27777770	27779312	1	1543	5423.6766	4386	0
3_MACS_peak_19353_lociStitched	chr3	48934083	48937075	3	2670	5423.5984	4387	0
2_MACS_peak_19086_lociStitched	chr3	20081070	20083299	2	1896	5422.0425	4388	0
2_MACS_peak_11840_lociStitched	chr17	56594279	56596518	2	2079	5421.2907	4389	0
1_MACS_peak_7178_lociStitched	chr13	44452984	44454684	1	1701	5420.96	4390	0
1_MACS_peak_18472_lociStitched	chr22	31364490	31366107	1	1618	5420.5074	4391	0
1_MACS_peak_6125_lociStitched	chr12	56400529	56402186	1	1658	5418.0586	4392	0
1_MACS_peak_28915_lociStitched	chr9	107525681	107527236	1	1556	5417.931	4393	0
2_MACS_peak_14391_lociStitched	chr19	49495629	49497824	2	2142	5417.0405	4394	0
2_MACS_peak_12065_lociStitched	chr17	71187888	71189833	2	1905	5416.2415	4395	0
1_MACS_peak_7638_lociStitched	chr14	24629777	24631592	1	1816	5415.96	4396	0
1_MACS_peak_28264_lociStitched	chr9	15510354	15511799	1	1446	5415.571	4397	0
1_MACS_peak_21086_lociStitched	chr4	57333033	57334790	1	1758	5414.5469	4398	0
2_MACS_peak_18118_lociStitched	chr21	45198344	45201040	2	2346	5412.22	4399	0
3_MACS_peak_23804_lociStitched	chr6	11975154	11977434	3	2208	5411.808	4400	0
2_MACS_peak_13417_lociStitched	chr19	11485177	11486905	2	1605	5409.504	4401	0
1_MACS_peak_26981_lociStitched	chr8	17779659	17781662	1	2004	5409.5021	4402	0
1_MACS_peak_20022_lociStitched	chr3	132135832	132137452	1	1621	5408.532	4403	0
1_MACS_peak_5303_lociStitched	chr11	119204399	119206134	1	1736	5407.4745	4404	0
2_MACS_peak_15018_lociStitched	chr2	27631642	27633244	2	1535	5404.9878	4405	0
1_MACS_peak_19342_lociStitched	chr3	48506883	48509019	1	2137	5404.2936	4406	0
1_MACS_peak_6120_lociStitched	chr12	56359859	56361351	1	1493	5404.024	4407	0
2_MACS_peak_10145_lociStitched	chr16	31487189	31489304	2	2041	5403.825	4408	0
1_MACS_peak_29257_lociStitched	chr9	132388371	132389635	1	1265	5403.7264	4409	0
2_MACS_peak_26995_lociStitched	chr8	19526719	19529089	2	2340	5403.126	4410	0
2_MACS_peak_26659_lociStitched	chr7	134895542	134896963	2	1361	5402.4999	4411	0
1_MACS_peak_20519_lociStitched	chr3	187461356	187463575	1	2220	5401.7117	4412	0
3_MACS_peak_18255_lociStitched	chr22	21271068	21273211	3	1851	5401.6458	4413	0
1_MACS_peak_3551_lociStitched	chr10	79595087	79597067	1	1981	5401.638	4414	0
3_MACS_peak_12732_lociStitched	chr18	43676589	43678849	3	2129	5401.626	4415	0
2_MACS_peak_25738_lociStitched	chr7	34757834	34760340	2	2481	5400.9312	4416	0
1_MACS_peak_18353_lociStitched	chr22	23494292	23495932	1	1641	5400.684	4417	0
1_MACS_peak_14922_lociStitched	chr2	24345761	24347182	1	1422	5400.0842	4418	0
2_MACS_peak_2388_lociStitched	chr1	200638036	200639861	2	1779	5399.81	4419	0
4_MACS_peak_30294_lociStitched	chrX	153616754	153619447	4	2536	5398.9264	4420	0
2_MACS_peak_9784_lociStitched	chr16	6759421	6761817	2	2200	5398.9068	4421	0
1_MACS_peak_10058_lociStitched	chr16	29984515	29986312	1	1798	5398.3677	4422	0
4_MACS_peak_20955_lociStitched	chr4	37978421	37982232	4	2999	5397.9004	4423	0
1_MACS_peak_6743_lociStitched	chr12	120314316	120315715	1	1400	5397.0622	4424	0
2_MACS_peak_1721_lociStitched	chr1	149783044	149785264	2	1757	5397.042	4425	0
2_MACS_peak_14243_lociStitched	chr19	45639640	45641900	2	2239	5396.428	4426	0
1_MACS_peak_11887_lociStitched	chr17	58602532	58604163	1	1632	5396.0004	4427	0
2_MACS_peak_1407_lociStitched	chr1	107993325	107995825	2	2349	5395.75	4428	0
1_MACS_peak_12013_lociStitched	chr17	66031683	66032646	1	964	5393.8593	4429	0
3_MACS_peak_9865_lociStitched	chr16	14395021	14397865	3	2502	5393.646	4430	0
2_MACS_peak_29265_lociStitched	chr9	132596700	132598493	2	1696	5390.4752	4431	0
2_MACS_peak_24766_lociStitched	chr6	90120693	90122720	2	1964	5389.3876	4432	0
1_MACS_peak_921_lociStitched	chr1	45791980	45793722	1	1743	5389.2254	4433	0
1_MACS_peak_636_lociStitched	chr1	31537449	31539247	1	1799	5388.2464	4434	0
2_MACS_peak_29317_lociStitched	chr9	135229400	135231170	2	1552	5388.234	4435	0
1_MACS_peak_17326_lociStitched	chr20	32950945	32952407	1	1463	5387.3238	4436	0
1_MACS_peak_1456_lociStitched	chr1	110949563	110950991	1	1429	5387.13	4437	0
1_MACS_peak_22557_lociStitched	chr5	84942565	84944680	1	2116	5386.482	4438	0
2_MACS_peak_9471_lociStitched	chr15	91498020	91500266	2	1936	5385.2342	4439	0
1_MACS_peak_27556_lociStitched	chr8	91013087	91014640	1	1554	5384.7169	4440	0
2_MACS_peak_1654_lociStitched	chr1	145395597	145397958	2	2361	5383.5522	4441	0
2_MACS_peak_19357_lociStitched	chr3	49026946	49028940	2	1928	5382.2048	4442	0
2_MACS_peak_20456_lociStitched	chr3	183966186	183968170	2	1857	5382.1952	4443	0
2_MACS_peak_12841_lociStitched	chr18	54304729	54306674	2	1891	5381.815	4444	0
3_MACS_peak_18966_lociStitched	chr3	12597645	12599510	3	1810	5380.7115	4445	0
1_MACS_peak_21573_lociStitched	chr4	141676664	141678244	1	1581	5380.69	4446	0
1_MACS_peak_465_lociStitched	chr1	25565447	25567487	1	2041	5379.276	4447	0
2_MACS_peak_14035_lociStitched	chr19	38864580	38866310	2	1603	5377.359	4448	0
2_MACS_peak_13067_lociStitched	chr19	2094943	2097390	2	2281	5377.0378	4449	0
3_MACS_peak_25429_lociStitched	chr7	2443268	2446518	3	2672	5376.475	4450	0
2_MACS_peak_9000_lociStitched	chr15	59224903	59226850	2	1886	5375.0829	4451	0
1_MACS_peak_29364_lociStitched	chr9	138421274	138423568	1	2295	5374.3832	4452	0
1_MACS_peak_8726_lociStitched	chr15	41035158	41037401	1	2244	5374.228	4453	0
1_MACS_peak_29085_lociStitched	chr9	125693137	125695169	1	2033	5374.0304	4454	0
1_MACS_peak_19365_lociStitched	chr3	49157026	49158935	1	1910	5373.6441	4455	0
1_MACS_peak_21141_lociStitched	chr4	73933817	73936300	1	2484	5371.9705	4456	0
1_MACS_peak_13345_lociStitched	chr19	10340759	10342665	1	1907	5371.4892	4457	0
2_MACS_peak_14555_lociStitched	chr19	55469335	55471973	2	2503	5370.1766	4458	0
2_MACS_peak_18046_lociStitched	chr21	40719998	40722199	2	2111	5367.5787	4459	0
1_MACS_peak_24811_lociStitched	chr6	99968712	99969879	1	1168	5366.5662	4460	0
4_MACS_peak_24760_lociStitched	chr6	90065941	90069554	4	2828	5366.0276	4461	0
3_MACS_peak_17008_lociStitched	chr2	242575648	242577453	3	1609	5365.904	4462	0
1_MACS_peak_23607_lociStitched	chr6	336271	338657	1	2387	5365.3982	4463	0
1_MACS_peak_23203_lociStitched	chr5	150617165	150618978	1	1814	5362.3101	4464	0
2_MACS_peak_28975_lociStitched	chr9	115512264	115514069	2	1621	5361.211	4465	0
1_MACS_peak_406_lociStitched	chr1	23694265	23696208	1	1944	5360.5427	4466	0
1_MACS_peak_1002_lociStitched	chr1	52498259	52499684	1	1426	5360.1375	4467	0
2_MACS_peak_3820_lociStitched	chr10	104555064	104557294	2	2213	5360.028	4468	0
4_MACS_peak_3685_lociStitched	chr10	97542848	97546455	4	2955	5359.6413	4469	0
1_MACS_peak_5038_lociStitched	chr11	82903780	82906077	1	2298	5359.5901	4470	0
2_MACS_peak_8351_lociStitched	chr14	97068805	97071855	2	2953	5358.545	4471	0
2_MACS_peak_23662_lociStitched	chr6	4135050	4137033	2	1668	5356.8762	4472	0
2_MACS_peak_18742_lociStitched	chr22	41681213	41682951	2	1496	5356.6898	4473	0
1_MACS_peak_25763_lociStitched	chr7	36428901	36430670	1	1770	5354.9399	4474	0
1_MACS_peak_16472_lociStitched	chr2	187350016	187351797	1	1782	5354.3984	4475	0
3_MACS_peak_287_lociStitched	chr1	15943060	15945389	3	2082	5353.9052	4476	0
1_MACS_peak_20673_lociStitched	chr4	2010050	2011562	1	1513	5353.5384	4477	0
1_MACS_peak_14143_lociStitched	chr19	41869160	41870775	1	1616	5350.3335	4478	0
1_MACS_peak_1617_lociStitched	chr1	143463051	143465655	1	2605	5349.6576	4479	0
2_MACS_peak_24267_lociStitched	chr6	34902206	34904382	2	2039	5349.4784	4480	0
3_MACS_peak_5475_lociStitched	chr12	1701578	1704671	3	2843	5348.7249	4481	0
2_MACS_peak_20074_lociStitched	chr3	140949589	140951315	2	1642	5348.7014	4482	0
2_MACS_peak_17013_lociStitched	chr2	242640396	242642661	2	1924	5348.571	4483	0
1_MACS_peak_1151_lociStitched	chr1	67518451	67520243	1	1793	5347.8656	4484	0
1_MACS_peak_4558_lociStitched	chr11	62419931	62421418	1	1488	5346.9546	4485	0
2_MACS_peak_17020_lociStitched	chr2	243026807	243029036	2	2224	5346.4794	4486	0
1_MACS_peak_8224_lociStitched	chr14	90797460	90798924	1	1465	5346.0888	4487	0
1_MACS_peak_24142_lociStitched	chr6	31548401	31551023	1	2623	5343.636	4488	0
2_MACS_peak_4278_lociStitched	chr11	19532552	19535335	2	2583	5341.4119	4489	0
3_MACS_peak_24482_lociStitched	chr6	45389232	45392425	3	2936	5340.6118	4490	0
1_MACS_peak_10056_lociStitched	chr16	29936769	29938273	1	1505	5340.5536	4491	0
2_MACS_peak_20395_lociStitched	chr3	178865229	178867457	2	2106	5340.2932	4492	0
2_MACS_peak_7094_lociStitched	chr13	32888950	32891022	2	1970	5339.3368	4493	0
2_MACS_peak_17058_lociStitched	chr20	2632163	2634316	2	2106	5338.1482	4494	0
1_MACS_peak_4484_lociStitched	chr11	59316875	59318983	1	2109	5337.6668	4495	0
1_MACS_peak_20631_lociStitched	chr4	53075	54363	1	1289	5337.0856	4496	0
2_MACS_peak_12297_lociStitched	chr17	76767023	76769443	2	2401	5335.858	4497	0
1_MACS_peak_27297_lociStitched	chr8	56903130	56905421	1	2292	5334.3644	4498	0
1_MACS_peak_25882_lociStitched	chr7	48018176	48019789	1	1614	5333.5458	4499	0
4_MACS_peak_11208_lociStitched	chr17	29149276	29152373	4	2120	5332.7243	4500	0
2_MACS_peak_19432_lociStitched	chr3	51975034	51977436	2	2125	5330.038	4501	0
3_MACS_peak_16019_lociStitched	chr2	128784350	128786836	3	2299	5329.984	4502	0
1_MACS_peak_12450_lociStitched	chr18	158002	159555	1	1554	5329.7407	4503	0
2_MACS_peak_7616_lociStitched	chr14	24422226	24424644	2	2327	5328.7884	4504	0
3_MACS_peak_27948_lociStitched	chr8	130983407	130986564	3	2757	5328.3846	4505	0
2_MACS_peak_10875_lociStitched	chr17	7154304	7156236	2	1912	5328.0696	4506	0
1_MACS_peak_18566_lociStitched	chr22	36850706	36852243	1	1538	5327.5494	4507	0
1_MACS_peak_3427_lociStitched	chr10	70660191	70661755	1	1565	5327.4532	4508	0
2_MACS_peak_14325_lociStitched	chr19	48111198	48113512	2	1974	5327.0594	4509	0
2_MACS_peak_4786_lociStitched	chr11	67158533	67160324	2	1791	5325.5385	4510	0
2_MACS_peak_11928_lociStitched	chr17	61903756	61905637	2	1865	5325.2991	4511	0
3_MACS_peak_4897_lociStitched	chr11	71413853	71416482	3	2627	5325.0395	4512	0
2_MACS_peak_1247_lociStitched	chr1	84766712	84769278	2	2339	5323.4236	4513	0
4_MACS_peak_27479_lociStitched	chr8	81397430	81399891	4	2253	5323.143	4514	0
1_MACS_peak_6394_lociStitched	chr12	92756667	92758718	1	2052	5322.345	4515	0
2_MACS_peak_8198_lociStitched	chr14	89028725	89030625	2	1675	5321.9	4516	0
1_MACS_peak_6565_lociStitched	chr12	106695501	106697369	1	1869	5321.3716	4517	0
2_MACS_peak_6201_lociStitched	chr12	58144825	58147110	2	2116	5321.0795	4518	0
1_MACS_peak_12264_lociStitched	chr17	76253564	76255579	1	2016	5319.6	4519	0
1_MACS_peak_3086_lociStitched	chr10	14994862	14996621	1	1760	5319.216	4520	0
3_MACS_peak_25400_lociStitched	chr6	170861704	170864165	3	2250	5317.7288	4521	0
3_MACS_peak_27083_lociStitched	chr8	27901411	27904021	3	2430	5317.353	4522	0
1_MACS_peak_13381_lociStitched	chr19	10828677	10830316	1	1640	5315.1131	4523	0
2_MACS_peak_12084_lociStitched	chr17	72743993	72746172	2	2088	5314.7989	4524	0
3_MACS_peak_12484_lociStitched	chr18	5294591	5297199	3	1965	5313.0176	4525	0
2_MACS_peak_9315_lociStitched	chr15	78729762	78731504	2	1569	5312.9258	4526	0
1_MACS_peak_12133_lociStitched	chr17	73641214	73643064	1	1851	5312.645	4527	0
1_MACS_peak_5100_lociStitched	chr11	95656558	95657909	1	1352	5311.9969	4528	0
1_MACS_peak_1316_lociStitched	chr1	91965900	91967328	1	1429	5311.5888	4529	0
3_MACS_peak_21922_lociStitched	chr5	1763468	1766271	3	2720	5310.2835	4530	0
2_MACS_peak_20742_lociStitched	chr4	6641680	6643618	2	1920	5309.7324	4531	0
1_MACS_peak_50_lociStitched	chr1	1668991	1671206	1	2216	5306.4755	4532	0
1_MACS_peak_12516_lociStitched	chr18	9072848	9074732	1	1885	5306.4744	4533	0
1_MACS_peak_15676_lociStitched	chr2	88354533	88355778	1	1246	5306.3145	4534	0
2_MACS_peak_12182_lociStitched	chr17	74488164	74490608	2	2343	5306.1684	4535	0
1_MACS_peak_8485_lociStitched	chr14	105863999	105865653	1	1655	5305.205	4536	0
1_MACS_peak_22772_lociStitched	chr5	112311454	112313258	1	1805	5304.662	4537	0
1_MACS_peak_14653_lociStitched	chr19	58513331	58514640	1	1310	5304.4607	4538	0
2_MACS_peak_14979_lociStitched	chr2	27008171	27010012	2	1770	5304.2892	4539	0
1_MACS_peak_2266_lociStitched	chr1	182807855	182809902	1	2048	5303.9817	4540	0
2_MACS_peak_1006_lociStitched	chr1	52830663	52832672	2	1873	5303.5591	4541	0
2_MACS_peak_5405_lociStitched	chr11	128599149	128602064	2	2629	5302.0935	4542	0
1_MACS_peak_20357_lociStitched	chr3	170586636	170588516	1	1881	5301.976	4543	0
1_MACS_peak_2364_lociStitched	chr1	197871212	197872605	1	1394	5300.5043	4544	0
1_MACS_peak_4877_lociStitched	chr11	69055539	69057335	1	1797	5299.4572	4545	0
2_MACS_peak_17037_lociStitched	chr20	387684	389757	2	1982	5297.5515	4546	0
2_MACS_peak_419_lociStitched	chr1	24069347	24071293	2	1843	5297.2066	4547	0
3_MACS_peak_27789_lociStitched	chr8	117885563	117887569	3	1915	5296.843	4548	0
1_MACS_peak_15963_lociStitched	chr2	120165337	120166889	1	1553	5295.424	4549	0
2_MACS_peak_14321_lociStitched	chr19	48017183	48019428	2	1800	5294.8325	4550	0
1_MACS_peak_5620_lociStitched	chr12	9457167	9459227	1	2061	5294.406	4551	0
2_MACS_peak_4168_lociStitched	chr11	6632681	6634511	2	1799	5294.373	4552	0
1_MACS_peak_1349_lociStitched	chr1	93793942	93796032	1	2091	5293.97	4553	0
1_MACS_peak_14235_lociStitched	chr19	45519078	45520887	1	1810	5293.3149	4554	0
2_MACS_peak_1935_lociStitched	chr1	155903103	155905028	2	1919	5292.0175	4555	0
1_MACS_peak_10119_lociStitched	chr16	30816368	30817888	1	1521	5291.576	4556	0
3_MACS_peak_3740_lociStitched	chr10	101379389	101381909	3	2049	5290.236	4557	0
2_MACS_peak_2880_lociStitched	chr1	243417526	243419802	2	2173	5287.8308	4558	0
1_MACS_peak_16487_lociStitched	chr2	190305235	190306912	1	1678	5287.4133	4559	0
1_MACS_peak_4396_lociStitched	chr11	45825341	45827607	1	2267	5286.578	4560	0
1_MACS_peak_16867_lociStitched	chr2	231280038	231281734	1	1697	5285.2448	4561	0
2_MACS_peak_12299_lociStitched	chr17	76770058	76772779	2	2648	5284.4541	4562	0
1_MACS_peak_26368_lociStitched	chr7	102389358	102390413	1	1056	5283.018	4563	0
2_MACS_peak_865_lociStitched	chr1	43231982	43233840	2	1763	5281.7366	4564	0
2_MACS_peak_7713_lociStitched	chr14	35181414	35183907	2	2250	5281.4205	4565	0
1_MACS_peak_20563_lociStitched	chr3	195384254	195385651	1	1398	5281.0791	4566	0
2_MACS_peak_14992_lociStitched	chr2	27308345	27310602	2	2049	5277.7688	4567	0
2_MACS_peak_6217_lociStitched	chr12	58334280	58335877	2	1542	5277.6059	4568	0
1_MACS_peak_23840_lociStitched	chr6	14655064	14657292	1	2229	5277.018	4569	0
1_MACS_peak_27684_lociStitched	chr8	101877064	101879366	1	2303	5273.4216	4570	0
1_MACS_peak_14981_lociStitched	chr2	27255355	27256980	1	1626	5270.85	4571	0
1_MACS_peak_5967_lociStitched	chr12	48499000	48500688	1	1689	5270.2736	4572	0
2_MACS_peak_4758_lociStitched	chr11	66511594	66513631	2	1959	5269.9227	4573	0
1_MACS_peak_12311_lociStitched	chr17	77004952	77006466	1	1515	5269.0228	4574	0
1_MACS_peak_9087_lociStitched	chr15	65281185	65282887	1	1703	5268.8814	4575	0
2_MACS_peak_342_lociStitched	chr1	17764277	17766262	2	1950	5268.19	4576	0
1_MACS_peak_9319_lociStitched	chr15	78832079	78833808	1	1730	5267.9172	4577	0
1_MACS_peak_15932_lociStitched	chr2	114513533	114515155	1	1623	5264.3632	4578	0
3_MACS_peak_8978_lociStitched	chr15	58588664	58591859	3	2715	5263.443	4579	0
2_MACS_peak_26470_lociStitched	chr7	111925410	111927515	2	2106	5262.921	4580	0
2_MACS_peak_30238_lociStitched	chrX	151937162	151938919	2	1748	5262.0393	4581	0
1_MACS_peak_26265_lociStitched	chr7	99612948	99614228	1	1281	5260.8	4582	0
3_MACS_peak_6600_lociStitched	chr12	109123879	109126304	3	2401	5260.5525	4583	0
1_MACS_peak_22706_lociStitched	chr5	102594338	102595904	1	1567	5258.7846	4584	0
2_MACS_peak_20570_lociStitched	chr3	195716370	195717786	2	1416	5258.7408	4585	0
2_MACS_peak_24250_lociStitched	chr6	34359349	34361089	2	1728	5258.628	4586	0
2_MACS_peak_29916_lociStitched	chrX	102940583	102942986	2	2174	5258.4849	4587	0
1_MACS_peak_17493_lociStitched	chr20	43149820	43150794	1	975	5257.0676	4588	0
1_MACS_peak_4968_lociStitched	chr11	75110412	75111968	1	1557	5255.39	4589	0
1_MACS_peak_4432_lociStitched	chr11	47421280	47422960	1	1681	5252.184	4590	0
2_MACS_peak_5582_lociStitched	chr12	7045860	7047918	2	1966	5252.016	4591	0
1_MACS_peak_14160_lociStitched	chr19	42443803	42445440	1	1638	5251.496	4592	0
1_MACS_peak_11065_lociStitched	chr17	19139940	19141782	1	1843	5250.621	4593	0
1_MACS_peak_28348_lociStitched	chr9	30348701	30350422	1	1722	5249.05	4594	0
1_MACS_peak_11021_lociStitched	chr17	18160908	18162604	1	1697	5246.4064	4595	0
1_MACS_peak_10132_lociStitched	chr16	31007537	31008656	1	1120	5244.0816	4596	0
2_MACS_peak_7098_lociStitched	chr13	33044701	33047154	2	2295	5243.0422	4597	0
1_MACS_peak_14474_lociStitched	chr19	51627360	51629516	1	2157	5242.5296	4598	0
2_MACS_peak_25900_lociStitched	chr7	50517100	50518629	2	1476	5241.2591	4599	0
1_MACS_peak_9911_lociStitched	chr16	17502176	17504120	1	1945	5241.2184	4600	0
2_MACS_peak_4602_lociStitched	chr11	63705033	63707212	2	1914	5240.9308	4601	0
1_MACS_peak_952_lociStitched	chr1	46804854	46806963	1	2110	5240.6541	4602	0
1_MACS_peak_17136_lociStitched	chr20	11898568	11901018	1	2451	5240.55	4603	0
1_MACS_peak_11867_lociStitched	chr17	57783534	57785674	1	2141	5240.432	4604	0
4_MACS_peak_471_lociStitched	chr1	25756262	25758373	4	2002	5239.9242	4605	0
2_MACS_peak_17673_lociStitched	chr20	52550497	52552762	2	2206	5239.851	4606	0
2_MACS_peak_20669_lociStitched	chr4	1856841	1858924	2	2056	5239.7865	4607	0
2_MACS_peak_669_lociStitched	chr1	32756943	32758655	2	1598	5238.2064	4608	0
3_MACS_peak_20835_lociStitched	chr4	13628319	13630120	3	1734	5238.0284	4609	0
2_MACS_peak_23746_lociStitched	chr6	10403709	10405433	2	1517	5237.8568	4610	0
2_MACS_peak_25118_lociStitched	chr6	135375283	135376877	2	1527	5237.5652	4611	0
1_MACS_peak_7580_lociStitched	chr14	23066674	23068099	1	1426	5237.0175	4612	0
3_MACS_peak_9165_lociStitched	chr15	70326945	70329828	3	2465	5236.9695	4613	0
3_MACS_peak_5255_lociStitched	chr11	118306553	118309124	3	1881	5235.5844	4614	0
3_MACS_peak_22892_lociStitched	chr5	131825369	131827259	3	1793	5235.489	4615	0
1_MACS_peak_16297_lociStitched	chr2	170440676	170442002	1	1327	5233.3242	4616	0
3_MACS_peak_30019_lociStitched	chrX	118818663	118821257	3	2439	5232.8762	4617	0
1_MACS_peak_6311_lociStitched	chr12	70636166	70637983	1	1818	5232.5966	4618	0
2_MACS_peak_26477_lociStitched	chr7	112578982	112580960	2	1961	5232.2056	4619	0
3_MACS_peak_14301_lociStitched	chr19	47363035	47365027	3	1834	5231.988	4620	0
1_MACS_peak_16895_lociStitched	chr2	232645391	232647153	1	1763	5231.5542	4621	0
1_MACS_peak_24154_lociStitched	chr6	31744117	31746162	1	2046	5230.4965	4622	0
1_MACS_peak_24801_lociStitched	chr6	97371561	97373232	1	1672	5230.3971	4623	0
2_MACS_peak_19647_lociStitched	chr3	88107102	88109287	2	2079	5230.016	4624	0
1_MACS_peak_19554_lociStitched	chr3	58291823	58293601	1	1779	5228.209	4625	0
3_MACS_peak_27048_lociStitched	chr8	25314712	25317307	3	2200	5228.1465	4626	0
2_MACS_peak_19877_lociStitched	chr3	122920083	122921744	2	1632	5227.9975	4627	0
1_MACS_peak_15912_lociStitched	chr2	113298950	113300568	1	1619	5225.0074	4628	0
1_MACS_peak_451_lociStitched	chr1	25030992	25033038	1	2047	5223.6426	4629	0
2_MACS_peak_3887_lociStitched	chr10	112618930	112621340	2	2324	5221.988	4630	0
2_MACS_peak_3046_lociStitched	chr10	13141334	13143290	2	1859	5221.7376	4631	0
2_MACS_peak_5869_lociStitched	chr12	32634386	32637207	2	2649	5221.671	4632	0
1_MACS_peak_18727_lociStitched	chr22	41047466	41048851	1	1386	5220.065	4633	0
3_MACS_peak_20211_lociStitched	chr3	156271380	156273579	3	1855	5218.0071	4634	0
3_MACS_peak_1144_lociStitched	chr1	67389790	67392099	3	2291	5217.6473	4635	0
3_MACS_peak_5747_lociStitched	chr12	22695784	22697995	3	2180	5217.2967	4636	0
2_MACS_peak_29451_lociStitched	chr9	140512327	140514434	2	1808	5216.932	4637	0
2_MACS_peak_12017_lociStitched	chr17	66243193	66244799	2	1568	5216.9304	4638	0
2_MACS_peak_11634_lociStitched	chr17	44438278	44439928	2	1535	5216.64	4639	0
1_MACS_peak_19343_lociStitched	chr3	48513348	48515104	1	1757	5214.0908	4640	0
2_MACS_peak_20660_lociStitched	chr4	1282965	1284991	2	1946	5212.4928	4641	0
1_MACS_peak_9986_lociStitched	chr16	23529265	23531274	1	2010	5211.7478	4642	0
1_MACS_peak_13435_lociStitched	chr19	11877277	11878672	1	1396	5210.883	4643	0
2_MACS_peak_22523_lociStitched	chr5	79551000	79552708	2	1627	5209.0584	4644	0
2_MACS_peak_20582_lociStitched	chr3	196158093	196160080	2	1975	5207.3309	4645	0
2_MACS_peak_24640_lociStitched	chr6	79786754	79789077	2	2262	5206.3076	4646	0
3_MACS_peak_4332_lociStitched	chr11	30363725	30365973	3	2178	5205.244	4647	0
2_MACS_peak_25450_lociStitched	chr7	4783852	4786444	2	2536	5204.9952	4648	0
3_MACS_peak_7577_lociStitched	chr14	23056632	23059086	3	2223	5204.934	4649	0
1_MACS_peak_23497_lociStitched	chr5	176784255	176786064	1	1810	5204.6739	4650	0
2_MACS_peak_1989_lociStitched	chr1	156710149	156712251	2	1958	5204.3418	4651	0
3_MACS_peak_6274_lociStitched	chr12	68757208	68760446	3	2602	5204.1136	4652	0
2_MACS_peak_11645_lociStitched	chr17	45265490	45267367	2	1730	5203.4194	4653	0
2_MACS_peak_26244_lociStitched	chr7	98741140	98742574	2	1358	5200.401	4654	0
1_MACS_peak_17077_lociStitched	chr20	3776133	3778500	1	2368	5198.1687	4655	0
2_MACS_peak_27560_lociStitched	chr8	91657249	91658923	2	1562	5197.2678	4656	0
3_MACS_peak_25997_lociStitched	chr7	66459037	66462302	3	2790	5197.227	4657	0
2_MACS_peak_1306_lociStitched	chr1	90285878	90288047	2	2050	5197.1409	4658	0
1_MACS_peak_2483_lociStitched	chr1	205179860	205181549	1	1690	5196.7152	4659	0
2_MACS_peak_4345_lociStitched	chr11	33181683	33183912	2	2144	5196.0219	4660	0
1_MACS_peak_25883_lociStitched	chr7	48030687	48032260	1	1574	5194.9898	4661	0
1_MACS_peak_25743_lociStitched	chr7	34778923	34780543	1	1621	5194.206	4662	0
2_MACS_peak_8772_lociStitched	chr15	42749113	42751148	2	2002	5194.134	4663	0
2_MACS_peak_968_lociStitched	chr1	51424616	51426691	2	1968	5190.6125	4664	0
2_MACS_peak_22316_lociStitched	chr5	55470095	55472640	2	2407	5190.0185	4665	0
2_MACS_peak_5485_lociStitched	chr12	2985297	2987282	2	1927	5188.393	4666	0
1_MACS_peak_26208_lociStitched	chr7	94536470	94538081	1	1612	5188.0644	4667	0
2_MACS_peak_3027_lociStitched	chr10	7648053	7650740	2	2487	5188.0596	4668	0
2_MACS_peak_10123_lociStitched	chr16	30904414	30906293	2	1818	5185.8521	4669	0
1_MACS_peak_4071_lociStitched	chr11	505946	507324	1	1379	5185.414	4670	0
2_MACS_peak_4654_lociStitched	chr11	64863120	64865072	2	1860	5185.0976	4671	0
1_MACS_peak_5205_lociStitched	chr11	112096581	112097821	1	1241	5184.316	4672	0
3_MACS_peak_10305_lociStitched	chr16	66549694	66551867	3	1963	5182.605	4673	0
1_MACS_peak_29348_lociStitched	chr9	136324804	136326467	1	1664	5181.2428	4674	0
1_MACS_peak_10562_lociStitched	chr16	84149562	84151464	1	1903	5181.2382	4675	0
1_MACS_peak_29606_lociStitched	chrX	41191939	41194301	1	2363	5179.6298	4676	0
2_MACS_peak_21535_lociStitched	chr4	133265066	133266929	2	1844	5178.7674	4677	0
2_MACS_peak_22383_lociStitched	chr5	64919328	64921526	2	2171	5176.9494	4678	0
2_MACS_peak_24924_lociStitched	chr6	109414775	109417235	2	2176	5176.578	4679	0
2_MACS_peak_1746_lociStitched	chr1	150131421	150133602	2	2041	5176.3854	4680	0
1_MACS_peak_15654_lociStitched	chr2	86425767	86427371	1	1605	5175.4664	4681	0
1_MACS_peak_6846_lociStitched	chr12	122709543	122710676	1	1134	5175.4307	4682	0
3_MACS_peak_28854_lociStitched	chr9	99999818	100002157	3	2244	5174.5697	4683	0
2_MACS_peak_22305_lociStitched	chr5	55389380	55392097	2	2628	5174.2548	4684	0
