REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_17684_lociStitched	chr20	55126034	55132335	3	6158	19442.3656	323	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf106	0.1357	323	1
6_MACS_peak_2977_lociStitched	chr10	5930398	5938807	6	7448	19434.0399	324	1	FBXO18,ANKRD16		FBXO18	FBXO18	0.6381	324	1
1_MACS_peak_25877_lociStitched	chr7	47708361	47712409	1	4049	19418.256	325	1		C7orf65	C7orf65	C7orf65	0.2144	325	1
3_MACS_peak_5270_lociStitched	chr11	118738738	118744428	3	5322	19408.021	326	1		CXCR5,BCL9L	CXCR5	CXCR5	0.4046	326	1
1_MACS_peak_26810_lociStitched	chr7	150064020	150067569	1	3550	19394.2203	327	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	LOC728743	1.9482	327	1
1_MACS_peak_24034_lociStitched	chr6	27831729	27836156	1	4428	19345.5473	328	1	HIST1H2AL,HIST1H1B	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BO,HIST1H2AJ,HIST1H4K,HIST1H2AK,HIST1H3I,HIST1H4L,HIST1H3J,HIST1H2AM,OR2B2	HIST1H2AL	HIST1H2BO	3.5064	328	1
3_MACS_peak_8912_lociStitched	chr15	52754491	52759521	3	5022	19331.296	329	1	MYO5A		MYO5A	MYO5A	0.4299	329	1
1_MACS_peak_23932_lociStitched	chr6	26020587	26022991	1	2405	19330.0832	330	1	HIST1H3A,HIST1H4A	HIST1H3C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB,HIST1H1C	HIST1H4A	HIST1H3B	3.0611	330	1
1_MACS_peak_26686_lociStitched	chr7	139024484	139027429	1	2946	19324.7955	331	1	C7orf55	LUC7L2	C7orf55	C7orf55	1.4688	331	1
1_MACS_peak_4955_lociStitched	chr11	73690262	73695112	1	4851	19319.49	332	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	1.3339	332	1
2_MACS_peak_20127_lociStitched	chr3	143689388	143693843	2	3968	19296.387	333	1	C3orf58		C3orf58	C3orf58	0.7303	333	1
5_MACS_peak_15933_lociStitched	chr2	114643271	114649278	5	5764	19293.8833	334	1	ACTR3		ACTR3	ACTR3	0.3218	334	1
1_MACS_peak_8318_lociStitched	chr14	95622469	95625196	1	2728	19243.6209	335	1	FLJ45244,DICER1	DICER1,MIR3173	DICER1	DICER1	0.3804	335	1
1_MACS_peak_11606_lociStitched	chr17	43338594	43340705	1	2112	19232.2655	336	1	LOC100133991,C17orf46,MAP3K14	FMNL1	LOC100133991	LOC100133991	1.9502	336	1
1_MACS_peak_8259_lociStitched	chr14	91861658	91867336	1	5679	19206.9706	337	1	CCDC88C		CCDC88C	CCDC88C	2.4255	337	1
2_MACS_peak_14307_lociStitched	chr19	47614024	47617221	2	3158	19199.9032	338	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4205	338	1
1_MACS_peak_17472_lociStitched	chr20	41822732	41829140	1	6409	19122.7536	339	1		PTPRT	PTPRT	PTPRT	0.0777	339	1
1_MACS_peak_11546_lociStitched	chr17	41320761	41324433	1	3673	19097.3376	340	1	NBR1	NBR2,TMEM106A,BRCA1	NBR1	NBR1	0.5975	340	1
1_MACS_peak_6135_lociStitched	chr12	56550534	56554264	1	3731	19047.618	341	1	MYL6B,MYL6	RPL41,ZC3H10,ESYT1,SMARCC2	MYL6	MYL6	1.7719	341	1
6_MACS_peak_12827_lociStitched	chr18	52983757	52992171	6	7795	19046.7718	342	1	TCF4		TCF4	TCF4	0.2129	342	1
5_MACS_peak_16528_lociStitched	chr2	192539351	192546207	5	6035	19023.3432	343	1	OBFC2A		OBFC2A	OBFC2A	1.0645	343	1
4_MACS_peak_2442_lociStitched	chr1	203271863	203277152	4	5116	19019.244	344	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	2.3144	344	1
2_MACS_peak_9963_lociStitched	chr16	22216675	22222514	2	5366	19012.3679	345	1	EEF2K		EEF2K	EEF2K	0.3837	345	1
1_MACS_peak_22113_lociStitched	chr5	32171731	32175642	1	3912	18895.6054	346	1	GOLPH3		GOLPH3	GOLPH3	0.4888	346	1
5_MACS_peak_15769_lociStitched	chr2	99098126	99106095	5	7352	18870.592	347	1	INPP4A		INPP4A	INPP4A	0.534	347	1
2_MACS_peak_12216_lociStitched	chr17	75229311	75233943	2	4462	18859.6512	348	1		SEC14L1,SEPT9	SEPT9	SEC14L1	1.0866	348	1
2_MACS_peak_15405_lociStitched	chr2	64749289	64753653	2	4146	18852.48	349	1	AFTPH		AFTPH	AFTPH	0.4131	349	1
2_MACS_peak_28479_lociStitched	chr9	37527964	37532774	2	4632	18833.555	350	1	FBXO10	POLR1E	POLR1E	POLR1E	0.3349	350	1
1_MACS_peak_17221_lociStitched	chr20	25289123	25293161	1	4039	18785.1798	351	1	ABHD12		PYGB	PYGB	1.1034	351	1
3_MACS_peak_1204_lociStitched	chr1	75596950	75603363	3	6347	18770.2097	352	1	LHX8		LHX8	LHX8	0.6075	352	1
2_MACS_peak_19953_lociStitched	chr3	128821358	128826050	2	4659	18749.7012	353	1	RAB43	GP9	RAB43	RAB43	1.1361	353	1
3_MACS_peak_13601_lociStitched	chr19	16434523	16439553	3	4850	18746.307	354	1	KLF2		KLF2	KLF2	1.9924	354	1
5_MACS_peak_23873_lociStitched	chr6	17702328	17707646	5	4937	18743.8228	355	1	NUP153		NUP153	NUP153	0.3004	355	1
2_MACS_peak_19978_lociStitched	chr3	129032042	129036999	2	4748	18726.5546	356	1	C3orf47,H1FX	C3orf37	C3orf47	C3orf47	1.496	356	1
2_MACS_peak_18304_lociStitched	chr22	22758409	22764788	2	5936	18712.7965	357	1			ZNF280B	ZNF280B	NONE	357	1
2_MACS_peak_18657_lociStitched	chr22	39146402	39153074	2	6367	18602.2032	358	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.7444	358	1
3_MACS_peak_8930_lociStitched	chr15	52969089	52973770	3	4467	18601.8259	359	1	KIAA1370		KIAA1370	KIAA1370	0.3255	359	1
4_MACS_peak_24156_lociStitched	chr6	31759349	31764493	4	4839	18600.704	360	1	VARS	C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	HSPA1B	2.1347	360	1
2_MACS_peak_5494_lociStitched	chr12	4224156	4229521	2	5217	18597.236	361	1			CCND2	CCND2	0.7984	361	1
3_MACS_peak_15162_lociStitched	chr2	42328534	42333892	3	5071	18582.0798	362	1			PKDCC	PKDCC	NONE	362	1
5_MACS_peak_12517_lociStitched	chr18	9079832	9085470	5	5177	18573.2634	363	1		NDUFV2	NDUFV2	NDUFV2	1.8399	363	1
2_MACS_peak_11618_lociStitched	chr17	43516601	43521261	2	4553	18536.548	364	1	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	2.8258	364	1
2_MACS_peak_21078_lociStitched	chr4	56812380	56817280	2	4808	18529.35	365	1	CEP135		CEP135	CEP135	0.2827	365	1
2_MACS_peak_5401_lociStitched	chr11	128586399	128592528	2	6001	18523.6767	366	1	FLI1		FLI1	FLI1	0.7796	366	1
2_MACS_peak_8133_lociStitched	chr14	77490960	77496381	2	5379	18521.3886	367	1	C14orf4		C14orf4	C14orf4	2.0538	367	1
2_MACS_peak_8812_lociStitched	chr15	45001977	45006547	2	4182	18495.704	368	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.7092	368	1
2_MACS_peak_1883_lociStitched	chr1	154922618	154929535	2	6655	18450.4058	369	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	PBXIP1	2.4316	369	1
1_MACS_peak_23954_lociStitched	chr6	26203898	26207821	1	3924	18423.1926	370	1	HIST1H4E	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H4E	HIST1H2BF	4.1305	370	1
1_MACS_peak_16462_lociStitched	chr2	186500947	186506081	1	5135	18395.6354	371	1			FSIP2	FSIP2	NONE	371	1
1_MACS_peak_27686_lociStitched	chr8	101962539	101966278	1	3740	18392.5149	372	1	YWHAZ		YWHAZ	YWHAZ	0.5352	372	1
2_MACS_peak_27917_lociStitched	chr8	128746393	128751344	2	4824	18347.4158	373	1	MYC		MYC	MYC	1.3916	373	1
2_MACS_peak_28754_lociStitched	chr9	94182533	94187935	2	5094	18340.3302	374	1	NFIL3		NFIL3	NFIL3	0.8949	374	1
2_MACS_peak_8260_lociStitched	chr14	91871895	91878415	2	6458	18340.108	375	1	CCDC88C		CCDC88C	CCDC88C	2.4255	375	1
2_MACS_peak_29118_lociStitched	chr9	127630411	127634618	2	4204	18318.9608	376	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	1.2517	376	1
1_MACS_peak_28191_lociStitched	chr9	3524702	3528033	1	3332	18318.5014	377	1	RFX3		RFX3	RFX3	0.1142	377	1
1_MACS_peak_4660_lociStitched	chr11	64899258	64903693	1	4436	18307.68	378	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	ZNHIT2	1.6269	378	1
5_MACS_peak_22289_lociStitched	chr5	55314492	55321962	5	6728	18137.907	379	1		IL6ST	IL6ST	IL6ST	0.701	379	1
3_MACS_peak_15075_lociStitched	chr2	33699551	33704881	3	5045	18077.761	380	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3684	380	1
2_MACS_peak_26431_lociStitched	chr7	106807748	106810918	2	2971	18055.369	381	1	HBP1		HBP1	HBP1	0.5224	381	1
4_MACS_peak_453_lociStitched	chr1	25070168	25076877	4	6392	18053.919	382	1	CLIC4		CLIC4	CLIC4	0.2854	382	1
4_MACS_peak_27614_lociStitched	chr8	95986709	95993166	4	6317	18047.315	383	1		C8orf38,TP53INP1	TP53INP1	TP53INP1	1.5717	383	1
2_MACS_peak_23592_lociStitched	chr5	180668801	180674486	2	5193	18035.6625	384	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.2285	384	1
1_MACS_peak_15647_lociStitched	chr2	86262009	86266095	1	4087	18028.6578	385	1	POLR1A	LOC90784	LOC90784	LOC90784	0.3547	385	1
1_MACS_peak_20509_lociStitched	chr3	186780676	186785677	1	5002	17973.0939	386	1	ST6GAL1		ST6GAL1	ST6GAL1	0.6033	386	1
2_MACS_peak_19360_lociStitched	chr3	49054964	49060342	2	5117	17968.4358	387	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	MIR425	1.9491	387	1
1_MACS_peak_571_lociStitched	chr1	28199023	28203719	1	4697	17968.3048	388	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	C1orf38	1.7906	388	1
1_MACS_peak_18646_lociStitched	chr22	38900196	38903527	1	3332	17920.78	389	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.6779	389	1
1_MACS_peak_26776_lociStitched	chr7	148579729	148582715	1	2987	17853.294	390	1	EZH2		EZH2	EZH2	0.317	390	1
1_MACS_peak_25869_lociStitched	chr7	47533483	47538692	1	5210	17755.9183	391	1	TNS3		TNS3	TNS3	0.3988	391	1
3_MACS_peak_23449_lociStitched	chr5	173697437	173702480	3	4974	17753.3772	392	1			HMP19	HMP19	NONE	392	1
2_MACS_peak_24347_lociStitched	chr6	37121482	37125549	2	3960	17742.6942	393	1		PIM1	PIM1	PIM1	2.2009	393	1
2_MACS_peak_2232_lociStitched	chr1	179049561	179053704	2	4063	17738.6688	394	1	TOR3A		TOR3A	TOR3A	1.0771	394	1
1_MACS_peak_23072_lociStitched	chr5	142431934	142437821	1	5888	17732.8214	395	1	ARHGAP26		ARHGAP26	ARHGAP26	0.3436	395	1
1_MACS_peak_15361_lociStitched	chr2	61763145	61766784	1	3640	17724.4773	396	1	XPO1		XPO1	XPO1	0.3693	396	1
1_MACS_peak_26809_lociStitched	chr7	150017538	150021260	1	3723	17714.859	397	1	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	REPIN1	1.9047	397	1
1_MACS_peak_23495_lociStitched	chr5	176735909	176740491	1	4583	17661.7772	398	1	MXD3	PRELID1,RGS14,RAB24,LMAN2	MXD3	PRELID1	2.2088	398	1
1_MACS_peak_8876_lociStitched	chr15	50645925	50648545	1	2621	17661.682	399	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	1.3207	399	1
2_MACS_peak_16879_lociStitched	chr2	232476907	232480177	2	3255	17623.665	400	1		C2orf57	C2orf57	C2orf57	0.1119	400	1
2_MACS_peak_8345_lociStitched	chr14	96827563	96831342	2	3759	17611.2737	401	1	ATG2B	C14orf129,AK7	ATG2B	C14orf129	0.3746	401	1
5_MACS_peak_14150_lociStitched	chr19	42051928	42059795	5	6963	17601.6258	402	1		CEACAM21	CEACAM21	CEACAM21	0.0655	402	1
3_MACS_peak_4582_lociStitched	chr11	62606058	62610504	3	4315	17576.8164	403	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD27	1.7985	403	1
2_MACS_peak_18633_lociStitched	chr22	38709019	38714844	2	5677	17574.6075	404	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.8292	404	1
1_MACS_peak_24188_lociStitched	chr6	32156700	32161305	1	4606	17557.4835	405	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	PBX2	1.4281	405	1
1_MACS_peak_4777_lociStitched	chr11	67043463	67046808	1	3346	17550.8805	406	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.6734	406	1
2_MACS_peak_6777_lociStitched	chr12	121121861	121126203	2	4333	17550.364	407	1	MLEC	CABP1,UNC119B,ACADS	MLEC	MLEC	0.9408	407	1
1_MACS_peak_21971_lociStitched	chr5	10352642	10356301	1	3660	17532.0985	408	1	MARCH6	CMBL	MARCH6	MARCH6	0.318	408	1
3_MACS_peak_18991_lociStitched	chr3	13371370	13377422	3	5933	17515.6984	409	1	NUP210		NUP210	NUP210	0.6161	409	1
2_MACS_peak_13629_lociStitched	chr19	16737733	16741397	2	3604	17515.0192	410	1	MED26	TMEM38A,C19orf42	MED26	MED26	1.2924	410	1
2_MACS_peak_8231_lociStitched	chr14	91293889	91296576	2	2623	17480.0098	411	1		TTC7B	TTC7B	TTC7B	0.196	411	1
2_MACS_peak_8581_lociStitched	chr15	31372481	31376775	2	4257	17450.816	412	1	TRPM1	MIR211	MIR211	MIR211	0.1791	412	1
4_MACS_peak_20184_lociStitched	chr3	152804685	152810398	4	5469	17446.9307	413	1			RAP2B	RAP2B	1.8092	413	1
4_MACS_peak_27835_lociStitched	chr8	120943091	120948662	4	5266	17413.8318	414	1	DEPDC6		DEPDC6	DEPDC6	0.7014	414	1
3_MACS_peak_13613_lociStitched	chr19	16554991	16561110	3	5874	17409.7788	415	1	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.9013	415	1
2_MACS_peak_22206_lociStitched	chr5	42991307	42995264	2	3901	17392.9935	416	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	2.3601	416	1
3_MACS_peak_16198_lociStitched	chr2	153921995	153929402	3	6943	17365.7115	417	1			ARL6IP6	ARL6IP6	NONE	417	1
2_MACS_peak_8340_lociStitched	chr14	95998551	96002746	2	3949	17358.91	418	1	GLRX5,SNHG10,SCARNA13		SNHG10	SNHG10	1.6845	418	1
1_MACS_peak_28656_lociStitched	chr9	86593849	86596801	1	2953	17325.8784	419	1	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	0.8857	419	1
3_MACS_peak_1621_lociStitched	chr1	143912031	143917655	3	5242	17314.6088	420	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.23	420	1
2_MACS_peak_2947_lociStitched	chr10	3824264	3828462	2	3929	17294.0808	421	1	KLF6		KLF6	KLF6	1.0079	421	1
4_MACS_peak_24135_lociStitched	chr6	31461433	31467083	4	5284	17293.52	422	1	MICB	HCP5,HCG26,MCCD1,NFKBIL1,SNORD117,SNORD84,BAT1,ATP6V1G2	MICB	SNORD84	1.8294	422	1
2_MACS_peak_17378_lociStitched	chr20	34328931	34332386	2	3367	17290.202	423	1	RBM39	ROMO1,PHF20,NFS1	RBM39	ROMO1	0.6929	423	1
2_MACS_peak_2125_lociStitched	chr1	167188125	167192331	2	4090	17282.8746	424	1	POU2F1		POU2F1	POU2F1	0.2535	424	1
1_MACS_peak_4837_lociStitched	chr11	67775040	67778492	1	3453	17281.4024	425	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	UNC93B1	1.5925	425	1
3_MACS_peak_2503_lociStitched	chr1	206133687	206139898	3	5633	17267.8222	426	1	FAM72A		FAM72A	FAM72A	0.7122	426	1
2_MACS_peak_20148_lociStitched	chr3	150124932	150129068	2	4083	17249.188	427	1	TSC22D2		TSC22D2	TSC22D2	0.3729	427	1
3_MACS_peak_10108_lociStitched	chr16	30668053	30672876	3	4526	17225.8268	428	1		PRR14,FBRS,SRCAP,SNORA30,ZNF689	FBRS	PRR14	1.742	428	1
1_MACS_peak_24098_lociStitched	chr6	30522938	30526148	1	3211	17218.761	429	1	PRR3,GNL1	ABCF1,MIR877	PRR3	PRR3	1.1018	429	1
5_MACS_peak_11264_lociStitched	chr17	32701991	32708221	5	6151	17177.979	430	1		CCL13,CCL1	CCL1	CCL1	1.3282	430	1
3_MACS_peak_13028_lociStitched	chr19	1647822	1653915	3	5891	17176.167	431	1	TCF3	UQCR11	TCF3	UQCR11	0.6772	431	1
3_MACS_peak_19856_lociStitched	chr3	121792813	121798343	3	5473	17175.074	432	1	CD86		CD86	CD86	0.3756	432	1
1_MACS_peak_572_lociStitched	chr1	28213380	28219623	1	6244	17149.521	433	1	RPA2	C1orf38,SMPDL3B	C1orf38	C1orf38	1.7906	433	1
2_MACS_peak_9256_lociStitched	chr15	75334939	75341037	2	5960	17075.0098	434	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.8842	434	1
3_MACS_peak_12959_lociStitched	chr19	659074	663893	3	4517	17058.2962	435	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.7716	435	1
2_MACS_peak_13367_lociStitched	chr19	10612078	10614693	2	2608	17055.553	436	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	0.8362	436	1
2_MACS_peak_6749_lociStitched	chr12	120553223	120557875	2	4583	17011.4336	437	1	RAB35		RAB35	RAB35	0.8962	437	1
2_MACS_peak_29060_lociStitched	chr9	123637648	123641147	2	3407	16981.6967	438	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.8907	438	1
3_MACS_peak_20770_lociStitched	chr4	8229541	8233919	3	4265	16970.8792	439	1	SH3TC1	HTRA3	SH3TC1	SH3TC1	0.5698	439	1
4_MACS_peak_23133_lociStitched	chr5	148208327	148215639	4	6877	16958.7216	440	1		ADRB2	ADRB2	ADRB2	1.5	440	1
5_MACS_peak_21806_lociStitched	chr4	185392260	185396859	5	4256	16957.8927	441	1	IRF2		IRF2	IRF2	0.7776	441	1
1_MACS_peak_24178_lociStitched	chr6	31938043	31941227	1	3185	16948.1136	442	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	DOM3Z	1.5204	442	1
2_MACS_peak_12371_lociStitched	chr17	79478728	79482978	2	4171	16934.125	443	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.4499	443	1
2_MACS_peak_10042_lociStitched	chr16	29621311	29625643	2	4098	16900.4316	444	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	1.7193	444	1
2_MACS_peak_28182_lociStitched	chr9	2014193	2018346	2	4062	16890.251	445	1	SMARCA2		SMARCA2	SMARCA2	0.2377	445	1
2_MACS_peak_23493_lociStitched	chr5	176726678	176732197	2	5450	16871.583	446	1	NSD1,PRELID1,RAB24	MXD3,LMAN2	RAB24	MXD3	2.1387	446	1
3_MACS_peak_16788_lociStitched	chr2	219756882	219762625	3	5219	16844.7933	447	1	WNT10A	WNT6	WNT10A	WNT10A	1.7939	447	1
2_MACS_peak_23488_lociStitched	chr5	176559344	176562478	2	3078	16843.9964	448	1	NSD1	FGFR4	NSD1	NSD1	0.323	448	1
1_MACS_peak_28751_lociStitched	chr9	93952987	93957003	1	4017	16842.7024	449	1			LOC100129316	LOC100129316	0.2113	449	1
2_MACS_peak_15198_lociStitched	chr2	43649811	43654741	2	4841	16838.415	450	1	THADA		THADA	THADA	0.4029	450	1
1_MACS_peak_7804_lociStitched	chr14	50358347	50361100	1	2754	16837.6233	451	1	ARF6	SDCCAG1	ARF6	ARF6	1.4054	451	1
5_MACS_peak_1939_lociStitched	chr1	155946406	155953719	5	6805	16835.2573	452	1	ARHGEF2	RXFP4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.665	452	1
1_MACS_peak_26453_lociStitched	chr7	108209033	108211752	1	2720	16829.5224	453	1	DNAJB9,THAP5	PNPLA8	DNAJB9	DNAJB9	1.2527	453	1
1_MACS_peak_26695_lociStitched	chr7	139496939	139500233	1	3295	16826.7402	454	1	TBXAS1	TBXAS1,HIPK2	TBXAS1	TBXAS1	0.7087	454	1
2_MACS_peak_29166_lociStitched	chr9	130538421	130543111	2	4690	16821.623	455	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	0.9426	455	1
2_MACS_peak_6214_lociStitched	chr12	58289673	58294223	2	4529	16820.44	456	1		XRCC6BP1,CTDSP2	XRCC6BP1	CTDSP2	0.7445	456	1
1_MACS_peak_10031_lociStitched	chr16	28934140	28937641	1	3502	16816.0032	457	1	RABEP2	ATP2A1,CD19,NFATC2IP,SPNS1	RABEP2	RABEP2	0.69	457	1
2_MACS_peak_28650_lociStitched	chr9	86319861	86323754	2	3866	16806.4703	458	1	UBQLN1		UBQLN1	UBQLN1	0.4949	458	1
2_MACS_peak_15110_lociStitched	chr2	37548656	37553264	2	4269	16796.16	459	1		QPCT,PRKD3	PRKD3	QPCT	1.3681	459	1
1_MACS_peak_12511_lociStitched	chr18	9016077	9018962	1	2886	16737.3275	460	1			NDUFV2	NDUFV2	1.8399	460	1
2_MACS_peak_6753_lociStitched	chr12	120629036	120634413	2	5348	16717.6307	461	1	GCN1L1	RPLP0	GCN1L1	RPLP0	2.7732	461	1
2_MACS_peak_10150_lociStitched	chr16	31885037	31890134	2	4849	16675.8549	462	1	ZNF267		ZNF267	ZNF267	0.4088	462	1
2_MACS_peak_23955_lociStitched	chr6	26215092	26218921	2	3759	16640.4511	463	1	HIST1H2AE,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BG	HIST1H2BF	4.1305	463	1
2_MACS_peak_24147_lociStitched	chr6	31631524	31634810	2	3235	16638.661	464	1	CSNK2B,GPANK1	AIF1,BAT2,SNORA38,APOM,LY6G5B,LY6G6F,LY6G6D,BAT3,C6orf47,LY6G5C,BAT5,LY6G6E	GPANK1	GPANK1	1.7266	464	1
1_MACS_peak_8247_lociStitched	chr14	91781356	91786109	1	4754	16625.5187	465	1	CCDC88C		GPR68	GPR68	NONE	465	1
1_MACS_peak_26775_lociStitched	chr7	148394494	148397603	1	3110	16609.5216	466	1	CUL1		CUL1	CUL1	0.2694	466	1
3_MACS_peak_18557_lociStitched	chr22	36779445	36784817	3	5054	16608.6124	467	1	MYH9		MYH9	MYH9	0.4723	467	1
5_MACS_peak_24755_lociStitched	chr6	90059902	90064878	5	4762	16596.9504	468	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.8092	468	1
2_MACS_peak_18663_lociStitched	chr22	39377636	39383483	2	5686	16585.0155	469	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.9634	469	1
1_MACS_peak_9940_lociStitched	chr16	21512216	21515069	1	2854	16580.4948	470	1	LOC100271836	SLC7A5P2	LOC100271836	SLC7A5P2	2.6495	470	1
4_MACS_peak_22836_lociStitched	chr5	126111157	126115937	4	4695	16514.9	471	1	LMNB1		LMNB1	LMNB1	0.3404	471	1
3_MACS_peak_6131_lociStitched	chr12	56519390	56524353	3	4698	16503.9602	472	1	ESYT1	ERBB3,PA2G4,RPL41,ZC3H10,MYL6B,MYL6	ESYT1	MYL6B	2.189	472	1
4_MACS_peak_2779_lociStitched	chr1	233748773	233753145	4	4314	16483.7516	473	1	KCNK1		KCNK1	KCNK1	1.1069	473	1
3_MACS_peak_20242_lociStitched	chr3	156850695	156856279	3	4934	16482.2928	474	1		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	2.3907	474	1
1_MACS_peak_6130_lociStitched	chr12	56509422	56513300	1	3879	16454.354	475	1	RPL41,ZC3H10	ERBB3,PA2G4,ESYT1,MYL6B,MYL6	ZC3H10	MYL6B	2.189	475	1
2_MACS_peak_385_lociStitched	chr1	22106449	22110839	2	4354	16454.159	476	1	USP48	LDLRAD2	USP48	USP48	0.2595	476	1
1_MACS_peak_5325_lociStitched	chr11	122932009	122935773	1	3765	16450.1856	477	1	HSPA8	LOC341056	HSPA8	HSPA8	1.3706	477	1
3_MACS_peak_14135_lociStitched	chr19	41768296	41772112	3	3392	16430.1696	478	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	CCDC97	0.7029	478	1
2_MACS_peak_16873_lociStitched	chr2	232327849	232330443	2	2516	16423.1328	479	1	NCL	SNORA75,SNORD20,SNORD82,C2orf52	NCL	SNORD82	1.6946	479	1
1_MACS_peak_24296_lociStitched	chr6	35694706	35697519	1	2814	16414.9802	480	1	FKBP5,LOC285847	C6orf81,C6orf126,FKBP5	FKBP5	FKBP5	0.4902	480	1
1_MACS_peak_26868_lociStitched	chr7	155436103	155438712	1	2610	16395.4778	481	1	RBM33		RBM33	RBM33	0.4879	481	1
1_MACS_peak_25655_lociStitched	chr7	29601889	29607215	1	5327	16376.3848	482	1	PRR15		PRR15	PRR15	1.5081	482	1
2_MACS_peak_24246_lociStitched	chr6	34203192	34206893	2	3569	16362.121	483	1	HMGA1	C6orf1	HMGA1	HMGA1	1.3752	483	1
1_MACS_peak_25130_lociStitched	chr6	136609193	136612517	1	3325	16357.0716	484	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	0.4728	484	1
1_MACS_peak_8310_lociStitched	chr14	94474454	94479139	1	4686	16352.9925	485	1	C14orf48	C14orf48,OTUB2	C14orf48	C14orf48	1.9458	485	1
5_MACS_peak_12146_lociStitched	chr17	73778751	73783347	5	4395	16336.9416	486	1	UNK	GALK1,H3F3B	UNK	H3F3B	0.8504	486	1
1_MACS_peak_26279_lociStitched	chr7	99816898	99820553	1	3656	16293.6245	487	1	PVRIG,GATS	STAG3,GPC2	PVRIG	PVRIG	1.7373	487	1
