#EJM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/EJM.H3K27ac_ROSE/EJM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by EJM.jin.bam
#Using cutoff of 15797.6176 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EJM.jin.bam	enhancerRank	isStretch
2_MACS_peak_4683_lociStitched	chr11	65263717	65269264	2	5444	23314.5957	304	1
3_MACS_peak_5772_lociStitched	chr12	26274220	26280089	3	5435	15348.6088	305	1
7_MACS_peak_11769_lociStitched	chr17	54908368	54914466	7	5430	13755.8684	306	1
2_MACS_peak_16776_lociStitched	chr2	219260255	219265677	2	5423	20224.06	307	1
3_MACS_peak_16889_lociStitched	chr2	232570350	232576046	3	5415	42349.1904	308	1
3_MACS_peak_2378_lociStitched	chr1	198901317	198906930	3	5411	10491.8196	309	1
7_MACS_peak_28045_lociStitched	chr8	142424730	142430807	7	5410	11227.8652	310	1
4_MACS_peak_26782_lociStitched	chr7	148720699	148726584	4	5408	19614.1165	311	1
3_MACS_peak_7522_lociStitched	chr14	19920739	19926142	3	5392	21124.1091	312	1
3_MACS_peak_11260_lociStitched	chr17	32688712	32694200	3	5380	13357.792	313	1
2_MACS_peak_8133_lociStitched	chr14	77490960	77496381	2	5379	18521.3886	314	1
2_MACS_peak_26702_lociStitched	chr7	139613538	139618937	2	5375	25894.6838	315	1
3_MACS_peak_17481_lociStitched	chr20	42306956	42312359	3	5369	29285.8809	316	1
5_MACS_peak_15432_lociStitched	chr2	65214213	65220342	5	5369	15628.3371	317	1
2_MACS_peak_9963_lociStitched	chr16	22216675	22222514	2	5366	19012.3679	318	1
1_MACS_peak_10074_lociStitched	chr16	30193939	30199303	1	5365	45843.9624	319	1
5_MACS_peak_8592_lociStitched	chr15	31616430	31622238	5	5363	13685.9712	320	1
2_MACS_peak_25937_lociStitched	chr7	55635966	55641515	2	5355	14090.5757	321	1
3_MACS_peak_11811_lociStitched	chr17	55680401	55685938	3	5349	13775.5023	322	1
2_MACS_peak_6753_lociStitched	chr12	120629036	120634413	2	5348	16717.6307	323	1
1_MACS_peak_26589_lociStitched	chr7	128577120	128582455	1	5336	19909.6865	324	1
1_MACS_peak_25655_lociStitched	chr7	29601889	29607215	1	5327	16376.3848	325	1
2_MACS_peak_26344_lociStitched	chr7	102071639	102077008	2	5324	33017.7393	326	1
3_MACS_peak_5270_lociStitched	chr11	118738738	118744428	3	5322	19408.021	327	1
3_MACS_peak_13244_lociStitched	chr19	6735704	6741370	3	5321	13538.907	328	1
2_MACS_peak_27266_lociStitched	chr8	52809595	52814962	2	5316	22420.6425	329	1
5_MACS_peak_25009_lociStitched	chr6	119667614	119673552	5	5310	14419.2454	330	1
4_MACS_peak_970_lociStitched	chr1	51432930	51438541	4	5301	23240.762	331	1
2_MACS_peak_13582_lociStitched	chr19	16186158	16191519	2	5298	33289.6656	332	1
3_MACS_peak_15681_lociStitched	chr2	88923221	88928753	3	5296	20670.318	333	1
2_MACS_peak_9080_lociStitched	chr15	65183720	65189032	2	5290	23183.6928	334	1
1_MACS_peak_6706_lociStitched	chr12	116994758	117000045	1	5288	23727.5273	335	1
1_MACS_peak_18184_lociStitched	chr22	16188503	16193788	1	5286	27221.978	336	1
4_MACS_peak_24135_lociStitched	chr6	31461433	31467083	4	5284	17293.52	337	1
2_MACS_peak_5422_lociStitched	chr11	130047674	130052986	2	5276	21400.4544	338	1
5_MACS_peak_26812_lociStitched	chr7	150075200	150081007	5	5272	15430.9411	339	1
3_MACS_peak_10526_lociStitched	chr16	81748118	81753512	3	5271	12204.4644	340	1
4_MACS_peak_27835_lociStitched	chr8	120943091	120948662	4	5266	17413.8318	341	1
1_MACS_peak_27938_lociStitched	chr8	129323456	129328719	1	5264	26137.6369	342	1
1_MACS_peak_28747_lociStitched	chr9	93795501	93800759	1	5259	38908.6742	343	1
3_MACS_peak_7451_lociStitched	chr13	110694967	110700389	3	5253	12733.0248	344	1
3_MACS_peak_742_lociStitched	chr1	37940083	37945748	3	5252	12690.1665	345	1
2_MACS_peak_11276_lociStitched	chr17	32760520	32765770	2	5249	13927.2	346	1
3_MACS_peak_6552_lociStitched	chr12	106531188	106536715	3	5247	12364.4517	347	1
4_MACS_peak_12115_lociStitched	chr17	73289873	73295375	4	5242	12542.9094	348	1
3_MACS_peak_1621_lociStitched	chr1	143912031	143917655	3	5242	17314.6088	349	1
5_MACS_peak_15105_lociStitched	chr2	37541925	37547945	5	5239	9264.78	350	1
5_MACS_peak_18095_lociStitched	chr21	44770472	44776317	5	5236	25003.741	351	1
1_MACS_peak_19228_lociStitched	chr3	44036391	44041623	1	5233	15258.0816	352	1
1_MACS_peak_9942_lociStitched	chr16	21527220	21532444	1	5225	29775.2328	353	1
3_MACS_peak_20190_lociStitched	chr3	152877315	152882919	3	5224	26041.788	354	1
3_MACS_peak_24031_lociStitched	chr6	27802642	27808279	3	5222	29911.0494	355	1
2_MACS_peak_16786_lociStitched	chr2	219747339	219752640	2	5219	10688.4063	356	1
3_MACS_peak_16788_lociStitched	chr2	219756882	219762625	3	5219	16844.7933	357	1
2_MACS_peak_5494_lociStitched	chr12	4224156	4229521	2	5217	18597.236	358	1
2_MACS_peak_6598_lociStitched	chr12	109082935	109088159	2	5216	15572.2216	359	1
5_MACS_peak_23196_lociStitched	chr5	150600355	150605989	5	5214	11368.8486	360	1
1_MACS_peak_17704_lociStitched	chr20	56192056	56197266	1	5211	22251.389	361	1
1_MACS_peak_25869_lociStitched	chr7	47533483	47538692	1	5210	17755.9183	362	1
2_MACS_peak_1328_lociStitched	chr1	92947952	92953158	2	5202	12868.1908	363	1
1_MACS_peak_19284_lociStitched	chr3	46245474	46250671	1	5198	19890.4781	364	1
2_MACS_peak_23592_lociStitched	chr5	180668801	180674486	2	5193	18035.6625	365	1
3_MACS_peak_1734_lociStitched	chr1	149855919	149861209	3	5188	21949.268	366	1
1_MACS_peak_17240_lociStitched	chr20	30153306	30158492	1	5187	12098.4194	367	1
4_MACS_peak_24442_lociStitched	chr6	43669825	43675787	4	5184	12655.5374	368	1
2_MACS_peak_20053_lociStitched	chr3	135912120	135917396	2	5181	29533.4652	369	1
5_MACS_peak_12517_lociStitched	chr18	9079832	9085470	5	5177	18573.2634	370	1
2_MACS_peak_16884_lociStitched	chr2	232534641	232540243	2	5171	30105.148	371	1
3_MACS_peak_22696_lociStitched	chr5	100235273	100240683	3	5170	13691.087	372	1
3_MACS_peak_18317_lociStitched	chr22	23195861	23201250	3	5163	12054.6541	373	1
3_MACS_peak_23945_lociStitched	chr6	26155563	26160916	3	5149	22690.8317	374	1
2_MACS_peak_26241_lociStitched	chr7	98475521	98480672	2	5140	20951.6925	375	1
1_MACS_peak_16462_lociStitched	chr2	186500947	186506081	1	5135	18395.6354	376	1
2_MACS_peak_28669_lociStitched	chr9	88964934	88970079	2	5130	14116.851	377	1
1_MACS_peak_3619_lociStitched	chr10	90143943	90149071	1	5129	13570.7392	378	1
3_MACS_peak_26145_lociStitched	chr7	90337745	90342951	3	5121	14362.3128	379	1
3_MACS_peak_27807_lociStitched	chr8	119574696	119579939	3	5118	13568.884	380	1
2_MACS_peak_19360_lociStitched	chr3	49054964	49060342	2	5117	17968.4358	381	1
4_MACS_peak_2442_lociStitched	chr1	203271863	203277152	4	5116	19019.244	382	1
2_MACS_peak_10989_lociStitched	chr17	16890196	16895341	2	5100	24301.893	383	1
3_MACS_peak_2794_lociStitched	chr1	233795314	233800714	3	5099	12106.8	384	1
2_MACS_peak_28754_lociStitched	chr9	94182533	94187935	2	5094	18340.3302	385	1
5_MACS_peak_586_lociStitched	chr1	28570844	28576766	5	5093	10701.6462	386	1
3_MACS_peak_3009_lociStitched	chr10	7450020	7455261	3	5086	12041.7216	387	1
4_MACS_peak_14344_lociStitched	chr19	48832264	48837761	4	5072	13374.201	388	1
3_MACS_peak_15162_lociStitched	chr2	42328534	42333892	3	5071	18582.0798	389	1
3_MACS_peak_5221_lociStitched	chr11	115134580	115140163	3	5067	12736.4979	390	1
2_MACS_peak_23962_lociStitched	chr6	26270307	26275448	2	5061	24731.8087	391	1
3_MACS_peak_21786_lociStitched	chr4	185263883	185269797	3	5060	13470.9092	392	1
3_MACS_peak_18557_lociStitched	chr22	36779445	36784817	3	5054	16608.6124	393	1
3_MACS_peak_19812_lociStitched	chr3	119117992	119123462	3	5054	16273.25	394	1
3_MACS_peak_20123_lociStitched	chr3	143564271	143569637	3	5048	11371.0906	395	1
3_MACS_peak_15075_lociStitched	chr2	33699551	33704881	3	5045	18077.761	396	1
5_MACS_peak_23842_lociStitched	chr6	15244712	15250198	5	5028	15579.6914	397	1
3_MACS_peak_8912_lociStitched	chr15	52754491	52759521	3	5022	19331.296	398	1
4_MACS_peak_11409_lociStitched	chr17	37930213	37935667	4	5015	11889.1746	399	1
1_MACS_peak_797_lociStitched	chr1	40239395	40244401	1	5007	14587.9846	400	1
1_MACS_peak_20509_lociStitched	chr3	186780676	186785677	1	5002	17973.0939	401	1
3_MACS_peak_8490_lociStitched	chr14	105952448	105958103	3	4989	13802.724	402	1
3_MACS_peak_27828_lociStitched	chr8	120928203	120933239	3	4985	12748.1304	403	1
1_MACS_peak_19511_lociStitched	chr3	55691635	55696609	1	4975	11393.4444	404	1
3_MACS_peak_23449_lociStitched	chr5	173697437	173702480	3	4974	17753.3772	405	1
1_MACS_peak_5188_lociStitched	chr11	111306852	111311816	1	4965	21224.5748	406	1
4_MACS_peak_11523_lociStitched	chr17	40827548	40832777	4	4955	12173.112	407	1
5_MACS_peak_23873_lociStitched	chr6	17702328	17707646	5	4937	18743.8228	408	1
3_MACS_peak_20242_lociStitched	chr3	156850695	156856279	3	4934	16482.2928	409	1
3_MACS_peak_20386_lociStitched	chr3	176912627	176917705	3	4925	13819.777	410	1
2_MACS_peak_20729_lociStitched	chr4	5034356	5039290	2	4924	15467.5966	411	1
1_MACS_peak_11263_lociStitched	chr17	32695929	32700850	1	4922	22736.9884	412	1
4_MACS_peak_9406_lociStitched	chr15	89179020	89184105	4	4918	11546.001	413	1
3_MACS_peak_17131_lociStitched	chr20	10650571	10655682	3	4917	10569.548	414	1
5_MACS_peak_14363_lociStitched	chr19	49136894	49142336	5	4915	10499.7948	415	1
1_MACS_peak_10862_lociStitched	chr17	6915184	6920097	1	4914	14653.0225	416	1
2_MACS_peak_18764_lociStitched	chr22	42146760	42151671	2	4912	14739.8754	417	1
5_MACS_peak_29676_lociStitched	chrX	48773852	48779396	5	4912	10066.2408	418	1
3_MACS_peak_8860_lociStitched	chr15	49314232	49319418	3	4897	13777.6462	419	1
4_MACS_peak_17952_lociStitched	chr21	34637082	34642435	4	4880	13474.5716	420	1
2_MACS_peak_21097_lociStitched	chr4	57840896	57846127	2	4877	13935.9071	421	1
6_MACS_peak_21592_lociStitched	chr4	144276455	144281839	6	4861	9882.332	422	1
1_MACS_peak_4955_lociStitched	chr11	73690262	73695112	1	4851	19319.49	423	1
3_MACS_peak_13601_lociStitched	chr19	16434523	16439553	3	4850	18746.307	424	1
2_MACS_peak_10150_lociStitched	chr16	31885037	31890134	2	4849	16675.8549	425	1
4_MACS_peak_30267_lociStitched	chrX	153234500	153239437	4	4843	20837.1022	426	1
2_MACS_peak_15198_lociStitched	chr2	43649811	43654741	2	4841	16838.415	427	1
4_MACS_peak_24156_lociStitched	chr6	31759349	31764493	4	4839	18600.704	428	1
2_MACS_peak_9758_lociStitched	chr16	4663507	4668397	2	4836	29452.47	429	1
1_MACS_peak_24346_lociStitched	chr6	37068783	37073613	1	4831	21327.831	430	1
2_MACS_peak_23194_lociStitched	chr5	150590438	150595679	2	4831	10773.9237	431	1
5_MACS_peak_546_lociStitched	chr1	27760861	27766502	5	4830	10325.2864	432	1
2_MACS_peak_12203_lociStitched	chr17	75083928	75088780	2	4829	14950.4676	433	1
2_MACS_peak_23943_lociStitched	chr6	26122294	26127252	2	4828	28103.4314	434	1
2_MACS_peak_27917_lociStitched	chr8	128746393	128751344	2	4824	18347.4158	435	1
2_MACS_peak_21078_lociStitched	chr4	56812380	56817280	2	4808	18529.35	436	1
1_MACS_peak_19761_lociStitched	chr3	111398556	111403360	1	4805	10810.9216	437	1
3_MACS_peak_9150_lociStitched	chr15	69109110	69113980	3	4801	15874.252	438	1
3_MACS_peak_1729_lociStitched	chr1	149820842	149825754	3	4800	22673.3008	439	1
1_MACS_peak_8308_lociStitched	chr14	94440986	94445776	1	4791	22298.887	440	1
3_MACS_peak_11120_lociStitched	chr17	21187813	21192679	3	4791	12302.7078	441	1
2_MACS_peak_14047_lociStitched	chr19	39339032	39344255	2	4788	19816.062	442	1
4_MACS_peak_4405_lociStitched	chr11	46139258	46144325	4	4784	11006.5374	443	1
2_MACS_peak_14294_lociStitched	chr19	47216856	47221641	2	4780	13187.46	444	1
2_MACS_peak_23397_lociStitched	chr5	172260772	172265576	2	4780	12614.3432	445	1
1_MACS_peak_14791_lociStitched	chr2	10259956	10264729	1	4774	25479.7059	446	1
5_MACS_peak_24909_lociStitched	chr6	108991629	108996842	5	4772	9319.2801	447	1
3_MACS_peak_16517_lociStitched	chr2	191876209	191880983	3	4768	13344.2848	448	1
4_MACS_peak_17699_lociStitched	chr20	56047426	56052615	4	4764	10038.6394	449	1
5_MACS_peak_24755_lociStitched	chr6	90059902	90064878	5	4762	16596.9504	450	1
5_MACS_peak_11955_lociStitched	chr17	62204583	62209865	5	4762	12696.3434	451	1
2_MACS_peak_22672_lociStitched	chr5	96268037	96272987	2	4756	15759.315	452	1
1_MACS_peak_8247_lociStitched	chr14	91781356	91786109	1	4754	16625.5187	453	1
1_MACS_peak_15964_lociStitched	chr2	120186079	120190831	1	4753	24790.7088	454	1
5_MACS_peak_2210_lociStitched	chr1	175157428	175162837	5	4752	9712.4004	455	1
2_MACS_peak_13343_lociStitched	chr19	10329554	10334429	2	4749	12762.75	456	1
2_MACS_peak_19978_lociStitched	chr3	129032042	129036999	2	4748	18726.5546	457	1
2_MACS_peak_18434_lociStitched	chr22	29194200	29198948	2	4733	13645.752	458	1
4_MACS_peak_25624_lociStitched	chr7	25986954	25991895	4	4730	15794.8947	459	1
1_MACS_peak_4933_lociStitched	chr11	72850824	72855552	1	4729	21032.9808	460	1
1_MACS_peak_14298_lociStitched	chr19	47287145	47291870	1	4726	15295.2975	461	1
4_MACS_peak_20161_lociStitched	chr3	150479464	150484351	4	4714	13023.855	462	1
3_MACS_peak_5127_lociStitched	chr11	98936896	98941954	3	4714	10005.7356	463	1
3_MACS_peak_25109_lociStitched	chr6	135190786	135195731	3	4712	19468.465	464	1
3_MACS_peak_19531_lociStitched	chr3	56948426	56953250	3	4711	12320.0136	465	1
1_MACS_peak_14080_lociStitched	chr19	40168464	40173167	1	4704	13158.5237	466	1
3_MACS_peak_6131_lociStitched	chr12	56519390	56524353	3	4698	16503.9602	467	1
1_MACS_peak_571_lociStitched	chr1	28199023	28203719	1	4697	17968.3048	468	1
4_MACS_peak_22836_lociStitched	chr5	126111157	126115937	4	4695	16514.9	469	1
2_MACS_peak_29166_lociStitched	chr9	130538421	130543111	2	4690	16821.623	470	1
1_MACS_peak_8310_lociStitched	chr14	94474454	94479139	1	4686	16352.9925	471	1
2_MACS_peak_26677_lociStitched	chr7	137668942	137673751	2	4683	14344.7661	472	1
3_MACS_peak_29373_lociStitched	chr9	138476739	138482098	3	4683	9862.1677	473	1
3_MACS_peak_5181_lociStitched	chr11	111284992	111289839	3	4681	14568.1432	474	1
1_MACS_peak_28069_lociStitched	chr8	144607914	144612591	1	4678	22566.0573	475	1
1_MACS_peak_23825_lociStitched	chr6	13523663	13528338	1	4676	24371.71	476	1
2_MACS_peak_13876_lociStitched	chr19	29120139	29124857	2	4676	20799.303	477	1
4_MACS_peak_11832_lociStitched	chr17	56418677	56423590	4	4675	12636.7273	478	1
3_MACS_peak_6518_lociStitched	chr12	104320593	104325652	3	4673	16002.1229	479	1
4_MACS_peak_24452_lociStitched	chr6	43737428	43742231	4	4668	13550.7039	480	1
1_MACS_peak_20501_lociStitched	chr3	186703409	186708070	1	4662	10307.3354	481	1
2_MACS_peak_19953_lociStitched	chr3	128821358	128826050	2	4659	18749.7012	482	1
4_MACS_peak_5026_lociStitched	chr11	82771727	82776639	4	4659	14534.1168	483	1
5_MACS_peak_11712_lociStitched	chr17	48225089	48229929	5	4657	9033.376	484	1
3_MACS_peak_16335_lociStitched	chr2	173419211	173424179	3	4654	12382.2432	485	1
1_MACS_peak_24336_lociStitched	chr6	37015731	37020382	1	4652	15208.3049	486	1
1_MACS_peak_24259_lociStitched	chr6	34638905	34643555	1	4651	15377.55	487	1
1_MACS_peak_15184_lociStitched	chr2	43451238	43455888	1	4651	23964.24	488	1
1_MACS_peak_23759_lociStitched	chr6	10585310	10589959	1	4650	11675.4986	489	1
4_MACS_peak_2785_lociStitched	chr1	233760918	233765988	4	4645	11713.221	490	1
4_MACS_peak_9775_lociStitched	chr16	5143659	5148870	4	4645	10772.7003	491	1
4_MACS_peak_8335_lociStitched	chr14	95972671	95977605	4	4642	9935.1024	492	1
4_MACS_peak_22620_lociStitched	chr5	90675508	90680251	4	4634	14330.9745	493	1
2_MACS_peak_23960_lociStitched	chr6	26249089	26253849	2	4633	25211.816	494	1
2_MACS_peak_28479_lociStitched	chr9	37527964	37532774	2	4632	18833.555	495	1
3_MACS_peak_21223_lociStitched	chr4	78738467	78743257	3	4622	10949.461	496	1
4_MACS_peak_21250_lociStitched	chr4	84030460	84035879	4	4620	11193.4864	497	1
5_MACS_peak_14451_lociStitched	chr19	50423572	50428483	5	4619	9004.3185	498	1
3_MACS_peak_22394_lociStitched	chr5	66488249	66493448	3	4618	10156.7664	499	1
2_MACS_peak_28066_lociStitched	chr8	144595008	144599869	2	4612	15221.7354	500	1
4_MACS_peak_23075_lociStitched	chr5	142497126	142502070	4	4610	13173.7824	501	1
2_MACS_peak_3469_lociStitched	chr10	73485321	73490341	2	4607	10831.152	502	1
1_MACS_peak_24188_lociStitched	chr6	32156700	32161305	1	4606	17557.4835	503	1
3_MACS_peak_5633_lociStitched	chr12	9799722	9804497	3	4600	9644.0675	504	1
1_MACS_peak_24179_lociStitched	chr6	31948537	31953135	1	4599	15395.9432	505	1
4_MACS_peak_3694_lociStitched	chr10	98029174	98034231	4	4599	10790.1209	506	1
8_MACS_peak_30185_lociStitched	chrX	139901046	139907315	8	4595	7932.7926	507	1
3_MACS_peak_13377_lociStitched	chr19	10762052	10766778	3	4594	20998.5632	508	1
4_MACS_peak_25536_lociStitched	chr7	11367586	11373000	4	4590	12071.0544	509	1
2_MACS_peak_24100_lociStitched	chr6	30582012	30586674	2	4587	21604.6404	510	1
4_MACS_peak_15230_lociStitched	chr2	47167755	47172833	4	4587	13180.9646	511	1
1_MACS_peak_23495_lociStitched	chr5	176735909	176740491	1	4583	17661.7772	512	1
2_MACS_peak_6749_lociStitched	chr12	120553223	120557875	2	4583	17011.4336	513	1
4_MACS_peak_14743_lociStitched	chr2	6482618	6487526	4	4581	9764.466	514	1
2_MACS_peak_11290_lociStitched	chr17	33406641	33411266	2	4578	10514.0125	515	1
2_MACS_peak_26871_lociStitched	chr7	155542404	155547406	2	4577	13023.7074	516	1
3_MACS_peak_26699_lociStitched	chr7	139597003	139601711	3	4567	13625.8936	517	1
5_MACS_peak_15125_lociStitched	chr2	37878510	37883850	5	4561	10889.328	518	1
2_MACS_peak_2394_lociStitched	chr1	200988031	200992689	2	4560	9540.5156	519	1
2_MACS_peak_11618_lociStitched	chr17	43516601	43521261	2	4553	18536.548	520	1
3_MACS_peak_18748_lociStitched	chr22	41839909	41844641	3	4551	16085.0144	521	1
6_MACS_peak_28499_lociStitched	chr9	38667754	38673357	6	4549	10111.7341	522	1
1_MACS_peak_11923_lociStitched	chr17	61775356	61779900	1	4545	9244.3136	523	1
4_MACS_peak_4878_lociStitched	chr11	69061019	69066280	4	4543	10485.6991	524	1
1_MACS_peak_119_lociStitched	chr1	6660152	6664690	1	4539	20286.6752	525	1
1_MACS_peak_26250_lociStitched	chr7	98975496	98980029	1	4534	36277.1457	526	1
1_MACS_peak_23514_lociStitched	chr5	176934213	176938745	1	4533	28098.4	527	1
1_MACS_peak_20059_lociStitched	chr3	136469036	136473564	1	4529	20059.04	528	1
2_MACS_peak_6214_lociStitched	chr12	58289673	58294223	2	4529	16820.44	529	1
4_MACS_peak_16443_lociStitched	chr2	183728399	183733419	4	4529	11535.96	530	1
3_MACS_peak_10108_lociStitched	chr16	30668053	30672876	3	4526	17225.8268	531	1
2_MACS_peak_22872_lociStitched	chr5	130714254	130718911	2	4525	10232.8261	532	1
3_MACS_peak_22285_lociStitched	chr5	55287628	55292382	3	4518	13863.6148	533	1
2_MACS_peak_1599_lociStitched	chr1	120835465	120840427	2	4518	14924.7036	534	1
3_MACS_peak_2122_lociStitched	chr1	167175415	167180015	3	4517	12525.8	535	1
3_MACS_peak_12959_lociStitched	chr19	659074	663893	3	4517	17058.2962	536	1
2_MACS_peak_8237_lociStitched	chr14	91579312	91583983	2	4512	31291.029	537	1
5_MACS_peak_17248_lociStitched	chr20	30277905	30282849	5	4509	8436.4416	538	1
4_MACS_peak_4693_lociStitched	chr11	65340062	65344639	4	4504	10023.63	539	1
3_MACS_peak_21193_lociStitched	chr4	77117788	77122372	3	4503	11211.5472	540	1
3_MACS_peak_5167_lociStitched	chr11	108091721	108096735	3	4497	15004.8964	541	1
2_MACS_peak_7960_lociStitched	chr14	64969178	64973774	2	4493	12809.9712	542	1
2_MACS_peak_27660_lociStitched	chr8	101318653	101323168	2	4491	14765.4045	543	1
2_MACS_peak_14388_lociStitched	chr19	49465329	49469849	2	4489	14807.068	544	1
3_MACS_peak_27926_lociStitched	chr8	129203005	129207931	3	4483	10067.7588	545	1
5_MACS_peak_8654_lociStitched	chr15	37389313	37394328	5	4476	9336.927	546	1
3_MACS_peak_8930_lociStitched	chr15	52969089	52973770	3	4467	18601.8259	547	1
3_MACS_peak_24321_lociStitched	chr6	36575310	36580270	3	4467	9434.912	548	1
2_MACS_peak_12216_lociStitched	chr17	75229311	75233943	2	4462	18859.6512	549	1
2_MACS_peak_25170_lociStitched	chr6	138269496	138274342	2	4458	11466.6052	550	1
2_MACS_peak_2487_lociStitched	chr1	205252916	205257394	2	4453	10108.6372	551	1
2_MACS_peak_23011_lociStitched	chr5	139046929	139051697	2	4453	15465.9616	552	1
1_MACS_peak_4660_lociStitched	chr11	64899258	64903693	1	4436	18307.68	553	1
3_MACS_peak_19272_lociStitched	chr3	46133256	46138105	3	4436	11054.7502	554	1
1_MACS_peak_28839_lociStitched	chr9	99179080	99183514	1	4435	14281.0272	555	1
5_MACS_peak_129_lociStitched	chr1	6977839	6983652	5	4435	9555.4094	556	1
1_MACS_peak_24034_lociStitched	chr6	27831729	27836156	1	4428	19345.5473	557	1
4_MACS_peak_18467_lociStitched	chr22	31001225	31006022	4	4427	10790.8515	558	1
3_MACS_peak_7663_lociStitched	chr14	25477383	25481928	3	4426	11428.4025	559	1
3_MACS_peak_23971_lociStitched	chr6	26358242	26362881	3	4426	12233.9708	560	1
2_MACS_peak_13685_lociStitched	chr19	17957666	17962149	2	4425	15058.8453	561	1
4_MACS_peak_8445_lociStitched	chr14	103783114	103787569	4	4421	13873.761	562	1
1_MACS_peak_12156_lociStitched	chr17	73871190	73875609	1	4420	19807.7256	563	1
3_MACS_peak_12052_lociStitched	chr17	70581565	70586058	3	4413	12304.0805	564	1
5_MACS_peak_5651_lociStitched	chr12	11801395	11806184	5	4412	10368.185	565	1
3_MACS_peak_15181_lociStitched	chr2	43445080	43449536	3	4409	13658.0856	566	1
4_MACS_peak_3277_lociStitched	chr10	43901195	43906099	4	4406	12964.7048	567	1
1_MACS_peak_24181_lociStitched	chr6	31981360	31985760	1	4401	14879.04	568	1
5_MACS_peak_9269_lociStitched	chr15	75743622	75748670	5	4401	10559.4064	569	1
4_MACS_peak_4114_lociStitched	chr11	2480208	2485242	4	4400	8426.916	570	1
2_MACS_peak_13874_lociStitched	chr19	29092100	29096496	2	4396	10396.1004	571	1
2_MACS_peak_26358_lociStitched	chr7	102153389	102158252	2	4396	13086.8193	572	1
4_MACS_peak_28319_lociStitched	chr9	22101631	22106190	4	4395	8294.1887	573	1
5_MACS_peak_12146_lociStitched	chr17	73778751	73783347	5	4395	16336.9416	574	1
2_MACS_peak_8925_lociStitched	chr15	52857147	52861826	2	4391	14557.3048	575	1
2_MACS_peak_27645_lociStitched	chr8	99953367	99957870	2	4384	11316.9396	576	1
2_MACS_peak_458_lociStitched	chr1	25252955	25257603	2	4383	13382.0568	577	1
2_MACS_peak_19957_lociStitched	chr3	128837207	128841664	2	4378	19499.375	578	1
2_MACS_peak_4697_lociStitched	chr11	65353497	65357973	2	4378	15278.3784	579	1
2_MACS_peak_20340_lociStitched	chr3	169760805	169765228	2	4377	11271.1309	580	1
2_MACS_peak_21880_lociStitched	chr5	188420	192921	2	4376	14423.9046	581	1
4_MACS_peak_29005_lociStitched	chr9	116340560	116345674	4	4376	8745.4514	582	1
2_MACS_peak_28612_lociStitched	chr9	77700134	77704583	2	4364	20127.7209	583	1
2_MACS_peak_4531_lociStitched	chr11	62199404	62204019	2	4363	25358.9635	584	1
5_MACS_peak_5925_lociStitched	chr12	46120547	46125338	5	4363	10690.1583	585	1
4_MACS_peak_10652_lociStitched	chr16	88847014	88852070	4	4362	9185.2352	586	1
1_MACS_peak_28312_lociStitched	chr9	21992759	21997116	1	4358	25993.4263	587	1
1_MACS_peak_7994_lociStitched	chr14	69258812	69263169	1	4358	14104.9161	588	1
3_MACS_peak_8741_lociStitched	chr15	41221410	41226151	3	4358	9792.5355	589	1
2_MACS_peak_1993_lociStitched	chr1	156718253	156722614	2	4357	13702.6981	590	1
3_MACS_peak_20168_lociStitched	chr3	150809108	150813696	3	4355	8748.8572	591	1
2_MACS_peak_385_lociStitched	chr1	22106449	22110839	2	4354	16454.159	592	1
2_MACS_peak_12924_lociStitched	chr18	72919622	72924279	2	4344	12832.8292	593	1
1_MACS_peak_24278_lociStitched	chr6	35268264	35272599	1	4336	11583.5535	594	1
3_MACS_peak_20439_lociStitched	chr3	183269800	183274197	3	4336	10547.5236	595	1
5_MACS_peak_1785_lociStitched	chr1	150976818	150981689	5	4334	8811.639	596	1
6_MACS_peak_16266_lociStitched	chr2	165614009	165619575	6	4334	9439.936	597	1
2_MACS_peak_6777_lociStitched	chr12	121121861	121126203	2	4333	17550.364	598	1
3_MACS_peak_17692_lociStitched	chr20	55964343	55968838	3	4326	14073.3955	599	1
2_MACS_peak_12255_lociStitched	chr17	76167513	76171919	2	4325	9698.4872	600	1
2_MACS_peak_4834_lociStitched	chr11	67760416	67764778	2	4324	13558.4046	601	1
2_MACS_peak_15191_lociStitched	chr2	43627635	43632044	2	4323	14386.1261	602	1
3_MACS_peak_27059_lociStitched	chr8	26432249	26437014	3	4322	9890.234	603	1
2_MACS_peak_21980_lociStitched	chr5	10759756	10764301	2	4320	13660.452	604	1
3_MACS_peak_4582_lociStitched	chr11	62606058	62610504	3	4315	17576.8164	605	1
4_MACS_peak_2779_lociStitched	chr1	233748773	233753145	4	4314	16483.7516	606	1
4_MACS_peak_3808_lociStitched	chr10	104470410	104475277	4	4313	8451.0588	607	1
4_MACS_peak_16090_lociStitched	chr2	136872685	136877293	4	4311	15188.4288	608	1
5_MACS_peak_27892_lociStitched	chr8	126295498	126299929	5	4305	8507.52	609	1
2_MACS_peak_27706_lociStitched	chr8	103545590	103549931	2	4304	11486.7201	610	1
5_MACS_peak_21153_lociStitched	chr4	74471140	74476167	5	4302	8877.1793	611	1
