GENE	H3k27me3_23_DMSO_compare_TSS_SIGNAL	H3k27me3_23_DMSO_compare_DISTAL_SIGNAL
DCTN1	0.0	0.0
DCTN2	0.0	16147.6468
DCTN3	0.0	171498.62160000007
DCTN4	0.0	0.0
DCUN1D2	0.0	39430.882
DCXR	0.0	56506.67820000001
DDA1	0.0	44282.7602
DDB1	0.0	1342.4062
DDB2	0.0	1671.8558000000003
DDIT3	0.0	5899.335400000001
DDN	982.5915	46061.4834
DDOST	0.0	159717.9307
DDR1	1945.4616	30757.87609999999
DDRGK1	0.0	9676.7328
DDT	1011.0065999999999	1746.0202
DDTL	0.0	1746.0202
DDX11L2	0.0	3720.4572
DDX11L9	0.0	3511.2457999999997
DDX17	0.0	29770.845699999998
DDX23	0.0	1427.8636
DDX31	0.0	79920.8837
DDX39	0.0	66654.8947
DDX41	0.0	37040.599299999994
DDX42	0.0	0.0
DDX49	0.0	28290.837199999998
DDX51	0.0	982.4579
DDX52	0.0	726.2179
DEAF1	0.0	47914.5072
DECR2	0.0	6550.697399999999
DEDD2	0.0	28108.0318
DEF6	0.0	0.0
DEF8	0.0	14501.2519
DEFA1	0.0	587.6152
DEFA1B	0.0	587.6152
DEFA3	0.0	587.6152
DEFA5	0.0	587.6152
DEFB1	0.0	1525.607
DEFB103A	0.0	452.2351
DEFB104A	0.0	19768.607600000003
DEFB105B	0.0	33504.9861
DEFB106A	0.0	33504.9861
DEFB107B	0.0	33504.9861
DEFB109P1	0.0	4319.2038
DEFB109P1B	0.0	21084.2472
DEFB130	0.0	6837.5132
DEFB131	0.0	62241.347599999994
DEFB134	0.0	6475.3226
DEFB135	0.0	6475.3226
DEFB136	0.0	6475.3226
DEFB4A	0.0	909.0404
DEGS2	0.0	704.104
DENND1A	0.0	8349.910100000001
DENND1C	0.0	6967.9473
DENND2A	0.0	3964.6913000000004
DENND3	0.0	546974.1763999998
DENND5A	2113.2509999999997	426.19179999999994
DES	643.929	262128.45870000002
DET1	0.0	1593.8435
DFFB	0.0	82247.35570000001
DGAT1	0.0	19436.1876
DGAT2	0.0	3586.5280000000002
DGCR10	2809.55	68569.7021
DGCR11	0.0	70043.005
DGCR14	0.0	18528.9185
DGCR2	0.0	36674.94249999999
DGCR5	2783.8287	76945.0331
DGCR6	0.0	69164.69459999999
DGCR6L	0.0	524842.2559999998
DGCR8	0.0	244559.34569999998
DGCR9	0.0	75220.9363
DGKQ	0.0	848.6966
DGKZ	6488.410000000001	77596.94449999998
DHCR7	0.0	49464.13959999999
DHDDS	0.0	12819.39
DHDH	0.0	26308.257
DHDPSL	0.0	693.0
DHH	3010.3920000000003	16752.6684
DHPS	0.0	12632.939600000002
DHRS11	0.0	19917.391700000004
DHRS13	0.0	2357.4285
DHRS3	629.5032	505.302
DHRS7C	0.0	945.8553
DHX34	0.0	165544.11389999997
DHX40P1	1051.6011	13217.156900000002
DHX58	0.0	14607.267699999999
DHX8	0.0	16193.1612
DHX9	0.0	1733.3002999999999
DIDO1	0.0	481804.96520000015
DIO3	0.0	433.20849999999996
DIO3OS	0.0	433.20849999999996
DIP2C	0.0	1809.1358999999998
DIRAS1	2901.0804	18443.0402
DIS3L	0.0	426.9023
DISP2	634.7496	30602.3717
DKFZP434K028	9571.8	357121.2909999998
DKFZP434L187	0.0	14064.1704
DKFZP686I15217	0.0	9.7206
DKFZp434J0226	0.0	14875.511
DKFZp686K1684	44.088	6134.6828
DKFZp686O24166	767.169	1176.128
DKFZp761E198	0.0	11034.826200000001
DKKL1	1288.8562000000002	132066.6931
DLG3	815.49	0.0
DLG4	557.3075	160957.56099999996
DLGAP2	0.0	150.3204
DLGAP3	811.3968	4261.6287
DLGAP4	10835.2	73604.0935
DLK1	0.0	2587.0029
DLK2	1628.167	934.8224000000001
DLL1	1571.0395999999998	2669.1901
DLL3	13925.599999999999	70194.69510000001
DLL4	1192.3067999999998	7719.691099999999
DLX1	1900.5323999999998	52411.9544
DLX2	3738.3708	52411.9544
DLX3	8906.800000000001	395250.4182
DLX4	20169.136399999996	461385.82320000004
DLX5	1215.8412	104.58739999999999
DLX6	0.0	104.58739999999999
DLX6-AS1	0.0	104.58739999999999
DMBX1	0.0	76916.7037
DMKN	49072.794499999996	173127.40860000002
DMPK	0.0	66095.30769999999
DMRTB1	0.0	5785.401699999999
DMRTC2	1225.9225	279888.13610000006
DMWD	0.0	66095.30769999999
DNAH17	1454.3588	252590.72750000004
DNAH2	8904.599999999999	220488.9202999999
DNAI1	0.0	76697.2007
DNAI2	6648.6	320079.1036000004
DNAJA3	0.0	6095.845600000001
DNAJA4	583.8524	10417.8037
DNAJB1	0.0	6192.5814
DNAJB2	0.0	28945.580499999996
DNAJB5	0.0	0.0
DNAJB6	0.0	106632.60650000001
DNAJB8	6775.2	162926.47559999998
DNAJC11	0.0	20355.7908
DNAJC22	3934.7395	19685.027000000002
DNAJC3	0.0	3.8335
DNAJC30	0.0	72097.32310000002
DNAJC4	0.0	13791.8029
DNAJC5	0.0	214866.66330000007
DNAJC5G	0.0	22877.8395
DNAJC7	0.0	14607.267699999999
DNAL4	0.0	103416.4393
DNALI1	0.0	10423.6891
DNASE1L2	0.0	158729.17019999996
DNASE2	0.0	64389.55680000002
DNHD1	0.0	796.3336999999999
DNLZ	0.0	327099.46069999994
DNM1	4667.469	89902.1295
DNM1P35	0.0	35786.110400000005
DNM1P41	0.0	714.373
DNMT1	0.0	6986.3134
DNMT3A	0.0	262.1458
DNMT3L	1091.9664	221540.42509999996
DNPEP	0.0	216446.93240000002
DOC2A	5348.437000000001	68171.7421
DOC2B	0.0	123369.36479999995
DOC2GP	0.0	45937.5274
DOCK3	819.392	285.6834
DOCK6	3646.4276000000004	161378.72740000003
DOHH	0.0	256911.2450999998
DOK1	3625.7032	16458.235899999996
DOK3	0.0	37040.599299999994
DOK4	0.0	3096.1706
DOK7	7819.200000000001	199010.64130000002
DOLPP1	0.0	12092.9111
DOM3Z	0.0	276063.1288
DPAGT1	0.0	9394.5062
DPCR1	2049.9336	30457.36809999999
DPEP1	0.0	10333.986
DPF1	5137.1543	15611.458499999999
DPF2	0.0	1879.873
DPH1	1218.516	414391.6375999999
DPH3P1	0.0	191176.5656
DPM1	0.0	246.8466
DPM2	0.0	1013.9754
DPM3	882.6881	116786.78369999997
DPP3	0.0	94974.65040000001
DPP7	368.896	186282.32909999994
DPP8	0.0	3103.1192
DPP9	0.0	191114.14050000004
DPRXP4	0.0	557.3025
DPT	0.0	1124.585
DPYSL4	0.0	6288.543699999999
DPYSL5	4853.2	16215.6771
DQX1	0.0	16458.235899999996
DRAP1	0.0	1058.4994000000002
DRD4	0.0	57698.90379999999
DRG2	0.0	355.34999999999997
DSCAML1	1076.8573000000001	52727.03769999999
DSTNP2	0.0	20953.8245
DTX1	0.0	353.8704
DTX2	0.0	144.0285
DTX3	0.0	12387.6485
DUOX1	0.0	13977.9578
DUOX2	8489.274	13977.9578
DUOXA1	0.0	13977.9578
DUOXA2	8031.309200000001	13977.9578
DUS1L	0.0	34623.5184
DUS3L	0.0	225934.62089999992
DUS4L	0.0	558.2194
DUSP10	0.0	5460.889300000001
DUSP15	19156.326800000003	117510.27780000003
DUSP18	0.0	421.1307
DUSP19	0.0	11072.6728
DUSP2	0.0	24727.569600000003
DUSP22	0.0	6252.0
DUSP3	927.5868	103869.75730000003
DUSP5P	2584.5592	74889.23949999998
DUSP7	0.0	8774.0388
DUSP8	4669.5527999999995	279669.14840000006
DUSP9	2529.4838	118713.10690000003
DUX2	657.118	1101.5844000000002
DUX4	505.3776	1101.5844000000002
DUX4L2	579.2985	1101.5844000000002
DUX4L4	615.699	1101.5844000000002
DUX4L6	657.118	1101.5844000000002
DUX4L7	320.8814	2114.8104
DVL1	0.0	110847.73230000002
DVL2	0.0	160957.56099999996
DVL3	0.0	15143.9466
DYNLL1	0.0	312.0135
DYRK2	0.0	198.96030000000002
DYRK3	0.0	1984.5100000000002
DYSF	2094.0562	1494.626
DYSFIP1	0.0	44735.85660000001
DZIP1	132.9465	3.8335
E2F2	0.0	9191.925799999999
E2F4	0.0	3314.9652
E4F1	0.0	152194.33579999997
EBF1	0.0	3556.196
EBF4	990.03	7727.932900000001
EBI3	4219.2	310389.25859999994
ECE1	0.0	1112.5752
ECE2	6943.2	29689.923
ECEL1	0.0	21387.8595
ECEL1P2	0.0	6580.141999999999
ECH1	0.0	10524.7213
ECHDC3	0.0	27730.072
ECHS1	0.0	35077.1971
ECM1	0.0	1957.971
ECSIT	0.0	20842.608799999998
EDF1	0.0	75887.5215
EDN2	0.0	11342.9394
EDN3	0.0	15793.932399999998
EEF1A1P9	0.0	909.7642000000001
EEF1A2	5313.1404	647645.0650999994
EEF1D	0.0	30123.2502
EEF1G	0.0	48.9448
EEF2	0.0	218111.22849999997
EFCAB3	0.0	8617.9436
EFCAB4A	73.9116	50441.33660000001
EFCAB6	0.0	202046.0465
EFEMP2	0.0	10636.653800000002
EFHD1	0.0	8162.5241000000005
EFHD2	379.2236	150.10379999999998
EFNA1	15458.0	118044.87039999996
EFNA2	11459.4578	582888.4398000003
EFNA3	5398.198	89535.48449999998
EFNA4	0.0	84868.27049999997
EFNB3	3513.2	200451.54159999997
EFR3B	0.0	1859.4156
EFS	0.0	2348.8967000000002
EFTUD1	0.0	13717.738800000001
EFTUD2	0.0	80675.69099999999
EGFL7	8657.901	609838.4509000002
EGFL8	0.0	134815.74950000006
EGLN2	0.0	23705.663600000003
EGR1	1783.6616	6313.961300000001
EGR2	1463.3129000000001	2860.9218
EGR3	3297.8498	80224.64519999998
EGR4	4514.0124	3701.7676
EHD1	0.0	1314.3899999999999
EHD2	3073.6	62763.023600000015
EHD4	0.0	57669.551100000004
EHMT1	0.0	2929.1100000000006
EHMT2	0.0	43959.2819
EID2	0.0	69280.74760000002
EID2B	0.0	69280.74760000002
EIF1	0.0	81291.87449999999
EIF1AD	0.0	870.207
EIF1B	0.0	2122.5957
EIF2B5	0.0	15143.9466
EIF3C	0.0	21802.123
EIF3CL	0.0	21802.123
EIF3D	0.0	122637.974
EIF3G	0.0	23618.046000000002
EIF3K	0.0	12794.377799999998
EIF3L	0.0	23957.60620000001
EIF4A1	0.0	38653.690899999994
EIF4A2	0.0	1939.0315999999998
EIF4A3	0.0	206472.09479999993
EIF4B	0.0	9658.035
EIF4E1B	8102.8661999999995	109667.10889999999
EIF4E2	0.0	21296.7021
EIF4EBP2	0.0	482.6367
EIF4G1	0.0	51963.60050000001
EIF4G3	96.2409	2133.528
EIF4H	0.0	2730.1779
EIF5A	0.0	95548.79669999999
EIF6	0.0	10342.6488
ELANE	6214.6924	170387.7609
ELAVL1	0.0	96532.67910000001
ELAVL3	593.8968	66239.95310000001
ELF3	0.0	470.0947
ELFN1	0.0	49306.10749999999
ELFN2	29526.0	1130994.5041
ELK4	0.0	49656.2682
ELL	0.0	45947.2133
ELL3	0.0	1252.7513
ELMO2	0.0	95768.44080000001
ELMO3	0.0	3314.9652
ELN	1392.3747	69700.40710000001
ELOF1	0.0	20081.195600000003
ELOVL1	0.0	6132.3341
ELOVL3	1144.1646	4242.5121
ELSPBP1	0.0	21833.767599999992
EMD	0.0	143.9634
EME1	0.0	17686.646999999997
EMID2	1227.097	151808.34609999994
EMILIN3	480.615	992.7182
EML1	0.0	11557.1685
EML2	0.0	42212.770199999984
EML3	0.0	48.9448
EMP3	0.0	107626.61890000002
EMR1	0.0	9815.764299999999
EMR2	0.0	1160.4536
EMR3	0.0	1730.3011999999999
EMR4P	518.8063999999999	65486.76869999999
EMX1	2139.4534000000003	14733.731
EN1	587.2637000000001	1805.7875000000001
EN2	0.0	185596.82380000004
ENAH	790.2509	0.0
ENG	185.193	1013.9754
ENGASE	414.9688	716424.2628000001
ENHO	436.9701	162159.11520000006
ENO1	0.0	307.021
ENO2	0.0	20953.8245
ENPP7	0.0	538341.2343
ENSA	0.0	1957.971
ENTPD2	6413.5704000000005	281325.3185
ENTPD3	0.0	2122.5957
ENTPD8	547.5848000000001	114529.09849999998
EP400NL	0.0	103.7619
EPB41	0.0	19461.183
EPB41L1	0.0	1318.5720000000001
EPB41L4B	337.4352	0.0
EPB49	2024.6508000000003	107387.21910000003
EPHA1	539.9531999999999	2050.4231
EPHA10	2922.2987999999996	5512.0704000000005
EPHA2	2915.8092	291455.9188
EPHA4	31.318900000000003	405.0921
EPHA8	3339.9210000000003	258628.63240000006
EPHB1	655.595	832.884
EPHB2	1986.2133	363684.38169999974
EPHB3	15604.0	222247.51769999994
EPHB4	6155.120400000001	215852.81279999999
EPHB6	1588.86	29065.220200000007
EPHX3	0.0	81865.1444
EPM2AIP1	0.0	145.504
EPN1	0.0	40529.007900000004
EPN2	1493.6234	137948.5872
EPN3	7060.0	270821.32050000003
EPO	19547.0	370805.46839999995
EPOR	1957.5269999999998	129998.41330000001
EPPK1	13143.2	160683.58859999996
EPR1	0.0	73720.6967
EPS8L1	582.7009	111194.31270000004
EPS8L2	1882.3326	47914.5072
EPX	0.0	35245.0158
EPYC	0.0	1631.5538999999999
ERBB2	0.0	45968.01459999999
ERBB3	631.6965	997.0277
ERCC1	0.0	53178.99340000001
ERCC2	0.0	52906.50260000001
ERCC6	0.0	787.5522
ERCC6L	0.0	361.2466
ERF	0.0	26772.6502
ERG	0.0	345.136
ERGIC3	0.0	1415.9614
ERI3	0.0	5126.8413
ERICH1	309.442	9068.4445
ERLIN2	0.0	5915.2849
ERRFI1	0.0	730.3068999999999
ESAM	0.0	16520.8344
ESPL1	0.0	984.741
ESPN	9170.400000000001	292977.4856
ESPNP	0.0	237623.89190000005
ESRRA	0.0	57370.75459999999
ESRRG	0.0	115.6974
ESYT1	0.0	997.0277
ETF1	0.0	6313.961300000001
ETHE1	0.0	5985.5784
ETNK2	3090.5413	12887.4467
ETS1	0.0	605.8950000000001
ETS2	0.0	13077.3587
ETV2	0.0	66652.3376
ETV3	0.0	1487.472
ETV3L	0.0	1487.472
ETV4	4188.5108	71447.5844
EVI2A	0.0	0.0
EVI2B	0.0	0.0
EVI5L	0.0	179677.69439999998
EVL	0.0	704.104
EVPL	0.0	25577.5121
EVPLL	0.0	19562.3757
EVX1	0.0	36026.727
EVX2	0.0	59.020799999999994
EWSR1	0.0	18907.9089
EXD3	1755.7917	127131.73709999997
EXOC3	0.0	91505.38470000001
EXOC3L	0.0	3314.9652
EXOC3L2	2735.7043999999996	108760.92380000005
EXOC6B	0.0	14733.731
EXOC7	0.0	35875.5097
EXOSC1	0.0	693.0
EXOSC10	0.0	7585.3279999999995
EXOSC2	0.0	50080.404899999994
EXOSC4	0.0	74995.7416
EXTL1	0.0	30254.178499999995
EZH1	0.0	21745.4736
F10	6487.4039999999995	182562.82940000002
F12	0.0	59964.26500000001
F2R	358.4835	293.9904
F2RL2	0.0	293.9904
F2RL3	0.0	12158.983300000004
F7	28.2348	218566.08220000003
FAAH	0.0	63202.0276
FABP3	0.0	391.3782
FADD	0.0	396893.8472000001
FADS1	0.0	304254.74390000006
FADS2	3165.8453999999997	309887.1959000001
FADS3	0.0	96107.89709999999
FADS6	3867.7999999999997	193594.56030000016
FAF2	0.0	0.0
FAHD1	0.0	56593.9032
FAHD2A	0.0	353.48920000000004
FAIM2	1850.6970999999999	50945.66119999999
FAM100A	0.0	16860.4142
FAM101B	0.0	28082.097100000006
FAM102A	0.0	0.0
FAM104A	0.0	4236.2705000000005
FAM106A	0.0	16412.0558
FAM106C	0.0	33581.5098
FAM108A1	0.0	95631.2011
FAM109B	0.0	2836.2145
FAM110A	0.0	224.6272
FAM113A	0.0	43099.2859
FAM116B	0.0	634.9579
FAM117A	0.0	19100.428099999997
FAM118A	0.0	6648.471399999999
FAM119B	0.0	3297.4452
FAM120B	0.0	2669.1901
FAM125A	0.0	72018.4628
FAM129C	576.9842	153079.28280000002
FAM131A	0.0	47696.399900000004
FAM131B	1070.1290999999999	2050.4231
FAM131C	1010.6339	457016.37389999983
FAM132A	4852.0	234568.2630000001
FAM133B	0.0	109.8875
FAM138A	1017.5219	6263.6304
FAM138B	867.0930000000001	3720.4572
FAM138C	2859.8415999999997	4586.428800000001
FAM138D	2867.4	65027.10579999999
FAM138E	2651.421	3511.2457999999997
FAM150B	0.0	1345.076
FAM151A	0.0	617.5256
FAM153C	0.0	5045.983
FAM154B	0.0	13717.738800000001
FAM157A	0.0	12633.619400000001
FAM157B	0.0	28814.558599999997
FAM160A1	1066.9875	665.5400000000001
FAM160B2	0.0	116555.10120000002
FAM163B	19615.4	827063.8879999996
FAM166A	0.0	131757.6742
FAM167A	804.32	658.1736000000001
FAM171A2	176.29319999999998	72776.0723
FAM173A	0.0	236594.3849
FAM178A	0.0	64983.92439999999
FAM178B	0.0	16725.9729
FAM182B	0.0	6461.7459
FAM185A	0.0	2212.98
FAM186B	0.0	19763.0066
FAM187B	0.0	33005.157699999996
FAM189B	0.0	33877.988900000004
FAM18A	0.0	1813.8838
FAM192A	0.0	805.2315000000001
FAM193B	0.0	37040.599299999994
FAM195A	0.0	113838.87829999997
FAM195B	0.0	44735.85660000001
FAM19A3	0.0	491.96220000000005
FAM19A5	0.0	373.5875
FAM27A	0.0	1728.9983
FAM27B	0.0	675.9592
FAM27C	0.0	11879.2246
FAM32A	0.0	3616.8155
FAM35B	0.0	5956.1375
FAM38A	0.0	13168.233600000001
FAM3B	0.0	1527.0582000000002
FAM40A	0.0	869.0304
FAM41C	0.0	100810.2296
FAM43A	1359.0768	2774.485
FAM43B	12746.4	90710.67559999999
FAM46B	1002.4965	8677.169
FAM50B	0.0	2164.2588
FAM53A	958.272	132707.8941
FAM54B	0.0	0.0
FAM57A	0.0	78092.23449999999
FAM57B	16275.200000000003	68171.7421
FAM58A	0.0	175669.50029999996
FAM59B	893.5056	4038.6368
FAM63A	0.0	40.0416
FAM64A	0.0	52832.359200000006
FAM65A	0.0	2406.5296
FAM65B	791.1771	1569.6884
FAM65C	0.0	5819.0083
FAM66A	0.0	4319.2038
FAM66B	0.0	21084.2472
FAM66C	0.0	1608.4152000000001
FAM66D	0.0	4716.482
FAM66E	0.0	53134.584
FAM69B	8575.458	498768.5203999999
FAM70B	0.0	5393.512900000001
FAM71A	0.0	1381.4766
FAM71E1	0.0	214072.41000000003
FAM71E2	4412.1728	88042.65410000001
FAM71F1	0.0	1680.5012
FAM73B	0.0	5449.737499999999
FAM76A	0.0	567.2716
FAM78A	0.0	13065.749200000002
FAM78B	564.39	367.18760000000003
FAM7A3	0.0	14064.1704
FAM81A	0.0	0.0
FAM83C	6668.4	10342.6488
FAM83E	0.0	218320.48729999995
FAM83F	0.0	5571.185600000001
FAM83G	0.0	59066.8948
FAM83H	0.0	136417.85730000003
FAM86A	0.0	54219.5287
FAM86B1	0.0	3943.3720000000003
FAM86B2	0.0	4319.2038
FAM90A1	0.0	1608.4152000000001
FAM90A10	923.885	36096.684
FAM90A14	2311.142	21084.2472
FAM90A19	695.319	36096.684
FAM90A20	1194.9185	21084.2472
FAM90A25P	0.0	4319.2038
FAM90A5	1905.3815	21084.2472
FAM90A7	3307.2286	34688.72670000001
FAM90A8	1386.147	36096.684
FAM90A9	1714.6584	36096.684
FAM92A3	0.0	202.00119999999998
FAM92B	0.0	32424.5524
FAM96B	0.0	23881.177499999994
FAM98C	0.0	61249.0039
FAM99A	15288.595000000001	346963.22889999975
FAM99B	4251.7629	374929.0809999999
FANCE	0.0	7787.3538
FARSA	0.0	138308.0212
FAS	0.0	622.9784999999999
FAS-AS1	0.0	622.9784999999999
FASLG	0.0	6624.776000000001
FASTK	0.0	109116.677
FASTKD5	0.0	15953.6495
FBF1	0.0	20640.3819
FBLIM1	4676.2784	7915.546399999999
FBLN1	1507.0635	284168.6279
FBLN2	8750.0245	212823.70219999994
FBN3	3818.0	215345.42320000008
FBP1	725.3399999999999	0.0
FBP2	0.0	0.0
FBRSL1	0.0	426.8875
FBXL12	0.0	13887.434100000002
FBXL15	0.0	91767.78629999999
FBXL16	4625.7698	174042.29610000004
FBXL18	0.0	123439.04109999999
FBXL19	0.0	47264.21429999999
FBXL6	0.0	19436.1876
FBXL8	0.0	3314.9652
FBXO10	0.0	0.0
FBXO17	1116.2740000000001	18182.2439
FBXO18	0.0	95.9296
FBXO2	0.0	143006.4363
FBXO24	1574.9361000000001	136349.4625
FBXO25	0.0	2485.1994
FBXO27	1544.11	36482.5615
FBXO3	0.0	330.3213
FBXO39	0.0	8680.235299999998
FBXO41	0.0	3701.7676
FBXO42	0.0	20094.905
FBXO44	0.0	143006.4363
FBXO46	0.0	28958.5138
FBXO6	0.0	145228.8897
FBXW12	0.0	11684.839800000002
FBXW4	0.0	9708.0251
FBXW5	0.0	192394.2058
FBXW8	0.0	1238.8269
FBXW9	0.0	12632.939600000002
FCAR	0.0	15191.915299999999
FCER1G	0.0	0.0
FCER2	5507.1	280346.78650000005
FCGR1A	0.0	875.3708000000001
FCGR1C	0.0	6519.5275
FCGR2A	0.0	50224.208699999996
FCGR2C	0.0	4052.7701999999995
FCGR3A	0.0	39181.785899999995
FCGRT	6122.035499999999	162255.4219
FCHO1	0.0	99789.69400000002
FCN1	751.6558	222067.4274000001
FCN2	6486.8202	371607.43929999985
FCN3	0.0	10897.0844
FCRL3	0.0	9442.6933
FCRL4	1772.134	13266.4377
FCRL5	0.0	11873.9058
FDFT1	0.0	10528.9182
FDPSL2A	0.0	144.0285
FDX1L	0.0	6986.3134
FDXR	0.0	160101.42960000006
FEM1A	0.0	170420.95790000007
FEM1C	0.0	548.208
FEN1	0.0	358154.8139999997
FER1L4	0.0	1415.9614
FERMT3	0.0	13791.8029
FES	0.0	900.9889
FEV	8976.800000000001	120100.56199999998
FEZ1	0.0	404.5605
FFAR1	4031.2000000000003	103871.81269999997
FFAR2	1824.6080000000002	146831.284
FFAR3	1421.0201	103871.81269999997
FGD5	4867.3856	17793.690800000004
FGF11	10211.2	97363.1032
FGF17	9642.599999999999	56275.352399999996
FGF19	8327.199999999999	93721.49680000002
FGF21	1971.0142999999998	189647.9151
FGF22	515.4804	575177.2439
FGF3	1068.0921	209434.2565999999
FGF4	1724.0326	176399.39109999995
FGF8	3264.8431	10437.386700000001
FGFR3	1998.8075999999996	174746.9881
FGFR4	3245.7	17750.709799999997
FGFRL1	0.0	1063.727
FGR	1446.053	567.2716
FHAD1	0.0	414.0836
FHL3	574.9497	3590.6936
FHOD1	0.0	3314.9652
FIBCD1	13011.516799999998	556629.3295000001
FIBP	0.0	9690.5834
FIGNL2	913.4251999999999	75689.9311
FIS1	0.0	197883.51929999993
FIZ1	0.0	97957.28890000003
FKBP10	0.0	18637.063299999994
FKBP11	0.0	33738.0907
FKBP1A	0.0	164.03099999999998
FKBP1B	674.2404	0.0
FKBP2	0.0	13791.8029
FKBP5	0.0	529.7499
FKBP6	0.0	131.37959999999998
FKBP8	0.0	42806.680799999995
FKBPL	0.0	302411.43759999995
FKRP	0.0	12449.6921
FKSG29	0.0	19607.9864
FLAD1	0.0	22146.399699999998
FLG2	0.0	2094.2318
FLI1	0.0	605.8950000000001
FLJ12825	0.0	286088.84829999995
FLJ14107	0.0	73531.0386
FLJ16341	1326.6465	152.8052
FLJ16779	7406.1683	657665.8503999998
FLJ22184	917.2747999999999	135630.48930000002
FLJ23867	0.0	14323.133000000002
FLJ25328	1765.2959999999998	43613.312099999996
FLJ25758	97.812	65020.25729999999
FLJ26850	0.0	88263.60350000001
FLJ30679	0.0	8898.989500000001
FLJ32063	0.0	2212.9656999999997
FLJ33065	0.0	2122.5957
FLJ34208	0.0	9547.8628
FLJ35220	1115.019	264097.5930999999
FLJ35390	0.0	3392.6056
FLJ35776	0.0	4780.962800000001
FLJ36777	1167.5313	139046.30690000003
FLJ37201	0.0	2845.8035
FLJ37453	0.0	7915.546399999999
FLJ39582	0.0	65481.63650000002
FLJ39609	5693.8	171508.35799999998
FLJ39639	0.0	57987.93650000001
FLJ40194	0.0	33601.938
FLJ40434	0.0	5785.401699999999
FLJ41350	5673.638999999999	78083.69049999998
FLJ42351	0.0	23828.8313
FLJ42627	0.0	13663.4014
FLJ42875	4297.6116	609414.2288999993
FLJ43681	0.0	151431.70679999996
FLJ43826	0.0	5021.2339999999995
FLJ43860	4256.0	193018.0710000001
FLJ45079	5517.599999999999	250793.73829999997
FLJ45445	0.0	43361.53860000001
FLJ45983	0.0	2216.4336000000003
FLJ46111	0.0	0.0
FLJ90757	3328.0156999999995	322419.7513000001
FLNA	0.0	143.9634
FLNB	0.0	1989.6439999999998
FLNC	4666.2	64785.7241
FLOT1	0.0	300.508
FLOT2	0.0	923.9965
FLRT1	0.0	12942.845299999999
FLT3LG	0.0	181705.4487
FLT4	0.0	45972.1968
FLYWCH1	0.0	324222.262
FLYWCH2	0.0	271380.5111
FMNL1	0.0	1680.0546
FMOD	0.0	1598.7366000000002
FNBP1	77.9792	3206.4759000000004
FNDC1	0.0	6238.9238000000005
FNDC5	3077.5287	6213.2353
FOLR1	0.0	10017.313800000002
FOLR2	0.0	10017.313800000002
FOSB	0.0	17181.942999999996
FOSL1	643.6157000000001	2014.9416
FOXA3	11065.9629	112382.27919999998
FOXC1	0.0	5305.8166
FOXC2	0.0	8898.989500000001
FOXD4	0.0	4586.428800000001
FOXD4L1	0.0	3720.4572
FOXD4L2	0.0	965.375
FOXE1	0.0	1387.0710000000001
FOXF1	0.0	8898.989500000001
FOXF2	0.0	13579.5278
FOXH1	1024.8	32747.845499999996
FOXJ1	3708.8639999999996	15842.709900000002
FOXJ2	0.0	1373.6415
FOXL1	0.0	8898.989500000001
FOXL2	0.0	3869.54
FOXN1	10263.199999999999	149112.10750000004
FOXN4	0.0	4596.2274
FOXO3B	0.0	508.0625
FOXP4	0.0	48479.418300000005
FOXQ1	0.0	13579.5278
FOXRED2	0.0	110810.13709999999
FOXS1	3344.835	110986.4076
FPGS	0.0	11564.193
FRAS1	555.6959999999999	0.0
FRG2	0.0	1101.5844000000002
FRG2B	262.6646	2114.8104
FRMD8	0.0	1158.396
FRMPD1	959.2620000000001	0.0
FRS3	1115.6905000000002	5084.993399999999
FSCN1	15508.800000000001	74744.25230000001
FSCN2	10008.999999999998	819582.5247000002
FSD1	1995.0899999999997	176707.0215
FSTL3	4082.0935	557254.7282
FTCD	1834.6599	199783.9294
FTH1	0.0	95644.53709999999
FTL	0.0	117343.41320000001
FTSJ3	0.0	4354.768
FUBP3	0.0	146142.04050000003
FUCA1	0.0	1674.2309
FURIN	0.0	900.9889
FUS	0.0	14603.1513
FUT1	2492.4632	189908.3291
FUT2	14002.4	228562.5225
FUT3	3637.6	167698.97890000002
FUT5	2835.36	143128.7596
FUT6	1765.7640000000001	187746.1147
FUT7	7506.400000000001	253252.33490000002
FUZ	0.0	16925.8233
FXC1	0.0	796.3336999999999
FXR2	0.0	90919.05279999999
FXYD1	3546.2658	73051.9435
FXYD2	5218.0	52727.03769999999
FXYD3	2021.6	84225.09710000001
FXYD5	0.0	58911.87909999999
FXYD6	6847.2753999999995	52604.24939999999
FXYD7	3055.1132	66078.48509999999
FYTTD1	0.0	10462.5494
FZD2	0.0	7333.436500000001
FZD9	0.0	131.37959999999998
FZR1	0.0	254511.2972999998
G6PC3	0.0	3851.1672000000003
GAA	1465.698	306608.33180000004
GABARAP	0.0	159038.24879999994
GABPB2	0.0	7789.6986
GABRD	5342.8787999999995	646263.8464999996
GAD1	832.866	7076.3893
GADD45B	0.0	16800.661799999998
GADD45G	1542.7830999999999	797.886
GADD45GIP1	0.0	98906.9773
GAL	3038.0645	34464.337400000004
GAL3ST1	0.0	43484.65170000001
GAL3ST2	0.0	40200.5719
GAL3ST3	0.0	870.207
GAL3ST4	9526.400000000001	31928.562699999995
GALE	0.0	1674.2309
GALK1	0.0	2548.1285
GALNS	0.0	13168.233600000001
GALNT11	0.0	656.2489
