GENE_ID	locusLine	bin_1_MOLP-2.jin.bam
NR_036592	chr9(.):37074892-37095398	0.3396
NR_024496	chr9(.):66489268-66508030	0.6746
NR_033912	chr9(.):93820575-93842414	0.1091
NM_006401	chr9(.):100740488-100783224	0.4228
NM_197978	chr9(.):100684072-100705526	0.2223
NM_018437	chr9(.):100684072-100712134	0.1757
NM_016520	chr9(.):132584563-132602572	0.374
NM_006676	chr9(.):132592695-132649107	0.2455
NM_001008563	chr9(.):132592756-132649107	0.2457
NM_032728	chr9(.):134160080-134189649	0.1291
NM_033387	chr9(.):134128464-134156906	1.1182
NM_178536	chr9(.):139841767-139854949	0.4153
NM_153200	chr9(.):139752232-139765738	0.359
NM_000606	chr9(.):139834697-139846426	0.7186
NM_021138	chr9(.):139775964-139826067	0.7159
NM_018998	chr9(.):139829886-139844173	0.3815
NM_206920	chr9(.):139741818-139760251	0.5661
NM_014172	chr9(.):139738255-139750490	0.7355
NM_001098637	chr10(.):134205701-134236358	0.7666
NM_015892	chr10(.):125762181-125856930	0.6504
NM_014863	chr10(.):125774168-125856930	0.7302
NM_001184794	chr10(.):34596187-35109253	0.1636
NM_001184787	chr10(.):34393487-35109253	0.1468
NM_001083591	chr10(.):11201992-11383672	0.2381
NM_001025077	chr10(.):11042258-11383672	0.1637
NM_006561	chr10(.):11054892-11383672	0.1677
NM_172242	chr10(.):22629398-22711539	0.451
NM_000698	chr10(.):45864628-45946563	0.3443
NM_005180	chr10(.):22605005-22625414	1.6026
NM_012071	chr10(.):22600298-22614237	2.042
NM_001098207	chr10(.):43876064-43897794	0.4406
NM_004966	chr10(.):43876064-43909656	0.7262
NM_173160	chr10(.):43862091-43876783	0.1428
NM_001098204	chr10(.):43876064-43909696	0.7253
NM_001098208	chr10(.):43876064-43897279	0.4512
NM_001098205	chr10(.):43876064-43909332	0.7321
NM_001098206	chr10(.):43876064-43908299	0.7543
NR_026693	chr10(.):43927573-43983007	0.3084
NM_019058	chr10(.):74028676-74040797	1.2538
NM_017626	chr10(.):74087587-74119907	0.5464
NM_024326	chr10(.):104174570-104187893	0.3396
NM_002779	chr10(.):104157375-104183901	0.3036
NM_024040	chr10(.):104178001-104197423	0.4029
NM_002502	chr10(.):104150431-104167281	0.9088
NM_001077494	chr10(.):104149338-104167281	0.8631
NM_001077493	chr10(.):104149228-104167281	0.8585
NR_030169	chr10(.):104191268-104201341	0.3751
NM_030912	chr10(.):104399251-104423076	1.0341
NM_005871	chr10(.):112047797-112069707	0.1884
NM_145341	chr10(.):112626595-112664764	0.4374
NR_026932	chr10(.):112623647-112635662	1.653
NM_173541	chr10(.):134253713-134266825	0.6785
NR_024469	chr11(.):67080309-67164158	0.349
NM_002335	chr11(.):68075107-68221743	0.1688
NM_001098517	chr11(.):115039344-115380241	0.168
NM_032873	chr11(.):122521397-122690187	0.6494
NM_001012662	chr11(.):62618483-62661355	0.6701
NM_001013251	chr11(.):62643343-62661355	0.8232
NM_001012661	chr11(.):62618517-62661353	0.6706
NM_024060	chr11(.):62196015-62319332	0.4719
NR_037193	chr11(.):62644170-62661355	0.8507
NM_003273	chr11(.):64874340-64888707	0.9856
NM_005438	chr11(.):65654691-65672997	0.818
NM_001077241	chr11(.):65137662-65155142	0.7571
NM_012308	chr11(.):66881739-67030550	0.2586
NM_030930	chr11(.):67753574-67776593	0.7229
NM_014824	chr11(.):72542789-72858143	0.1196
NM_153614	chr11(.):73656363-73686332	0.2644
NM_004397	chr11(.):118613472-118666972	0.4127
NM_032531	chr11(.):126288395-126875766	0.1451
NM_001161707	chr11(.):126295836-126875766	0.1451
NM_002017	chr11(.):128558812-128688162	0.4731
NM_001167681	chr11(.):128557388-128688162	0.4724
NM_016526	chr11(.):197923-212422	1.0535
NM_012239	chr11(.):210029-241362	0.3543
NM_002817	chr11(.):231807-257984	0.3714
NM_001097610	chr11(.):188079-199500	0.4194
NM_021932	chr11(.):203529-220110	0.9427
NM_053280	chr11(.):191760-205258	0.2011
NM_138329	chr11(.):273569-290304	0.7492
NM_006435	chr11(.):303106-314410	0.6701
NM_025092	chr11(.):284137-300688	0.7846
NM_003641	chr11(.):308990-320272	0.825
NM_001025295	chr11(.):293202-304526	0.3293
NM_021034	chr11(.):314672-325914	0.5153
NM_002939	chr11(.):489511-511821	0.9812
NM_203389	chr11(.):489511-512273	0.9621
NM_001130442	chr11(.):527241-540550	0.8037
NM_198075	chr11(.):532521-559916	0.5392
NM_022830	chr11(.):62337516-62364109	0.4818
NM_004739	chr11(.):62355674-62374303	0.8519
NM_001404	chr11(.):62322072-62346460	0.95
NM_001620	chr11(.):62278373-62319332	0.9355
NR_002565	chr11(.):62618036-62628103	1.1736
NM_003164	chr11(.):62569368-62604560	0.4058
NM_018093	chr11(.):62595382-62612628	1.4546
NR_003098	chr11(.):62614459-62628360	0.8816
NR_002561	chr11(.):62616134-62626204	1.1402
NR_002560	chr11(.):62615797-62625865	1.1339
NR_002559	chr11(.):62616375-62626440	1.145
NR_000008	chr11(.):62615381-62625507	1.1204
NR_002564	chr11(.):62617763-62627838	1.1793
NR_002563	chr11(.):62617483-62627555	1.1762
NR_002562	chr11(.):62617092-62627167	1.1651
NM_001081491	chr11(.):62554597-62577964	0.5592
NM_001080501	chr11(.):62552786-62564486	0.8578
NM_000738	chr11(.):62671150-62694012	0.1303
NM_017525	chr11(.):64586661-64617041	0.2504
NR_029829	chr11(.):64653826-64663911	0.3038
NM_006795	chr11(.):64615207-64651191	1.2875
NR_029578	chr11(.):64653608-64663718	0.3026
NM_080668	chr11(.):64839926-64856615	0.7552
NM_006782	chr11(.):64846693-64860874	0.9624
NM_013265	chr11(.):64858682-64884180	0.5721
NR_037567	chr11(.):64884654-64899841	0.9287
NM_172230	chr11(.):64889750-64907003	1.3813
NM_001997	chr11(.):64883098-64894672	1.3665
NM_004927	chr11(.):64884715-64899841	0.9032
NM_014205	chr11(.):64878874-64890170	1.6054
NM_001008778	chr11(.):64932706-64945688	0.1312
NM_001198868	chr11(.):64943685-64984477	0.2019
NM_001198869	chr11(.):64944149-64984477	0.2042
NM_001198870	chr11(.):64944303-64984477	0.205
NR_028272	chr11(.):65185268-65199003	3.3636
NR_030343	chr11(.):65206928-65217028	0.2605
NM_031904	chr11(.):65149040-65185995	0.6672
NM_198897	chr11(.):65646210-65661010	0.8359
NM_001335	chr11(.):65642283-65656212	0.3182
NM_025128	chr11(.):65622871-65638914	1.3238
NM_005507	chr11(.):65617284-65630804	1.5474
NM_152760	chr11(.):65596409-65626172	0.35
NM_016938	chr11(.):65628911-65645340	0.3286
NM_006848	chr11(.):65652874-65664106	1.2634
NM_005146	chr11(.):65724159-65752607	0.3633
NM_001143985	chr11(.):65764549-65776617	2.5415
NM_001323	chr11(.):65774461-65785976	0.8242
NM_053054	chr11(.):65779222-65798988	1.1228
NM_032325	chr11(.):65759016-65774578	1.6926
NM_006842	chr11(.):65814815-65841382	1.0642
NM_033036	chr11(.):65803235-65821651	1.2466
NM_207354	chr11(.):67051761-67074955	0.6611
NM_017857	chr11(.):67065918-67085078	0.2633
NR_030767	chr11(.):67051815-67074955	0.6627
NM_001619	chr11(.):67028904-67059029	1.4269
NM_145200	chr11(.):67217817-67234245	0.8421
NM_001078651	chr11(.):67226818-67241731	1.157
NM_005851	chr11(.):67268967-67281102	1.0422
NM_016366	chr11(.):67281417-67295899	0.1581
NM_004910	chr11(.):67254238-67277843	0.5852
NM_003977	chr11(.):67245504-67263579	0.4918
NM_001161473	chr11(.):67771047-67801743	0.9089
NM_006053	chr11(.):67805446-67823366	0.3859
NM_006019	chr11(.):67801482-67823366	0.3413
NM_002496	chr11(.):67793083-67809114	0.7966
NM_000694	chr11(.):67772789-67801743	0.8305
NM_022338	chr11(.):68023802-68044469	1.2201
NM_138768	chr11(.):69056621-69069754	1.6628
NM_003355	chr11(.):73680715-73698889	1.0258
NM_003356	chr11(.):73706325-73725282	0.1449
NM_006235	chr11(.):111217980-111255157	1.0931
NM_015645	chr11(.):119204651-119222383	0.2577
NM_032015	chr11(.):119200236-119213022	0.3045
NM_171997	chr11(.):119220924-119239892	0.1614
NM_006500	chr11(.):119174233-119192840	1.1423
NR_027288	chr11(.):122883273-122895319	0.1155
NM_006597	chr11(.):122923199-122937844	1.2985
NM_152989	chr12(.):23680230-24720380	0.1386
NM_021238	chr12(.):31428519-31484121	0.4396
NM_001135812	chr12(.):31428519-31484159	0.4393
NM_002392	chr12(.):69196970-69244212	0.4059
NM_015232	chr12(.):181541-285494	0.3732
NM_001170738	chr12(.):171048-292625	0.3357
NM_020375	chr12(.):4425358-4474190	0.2515
NM_007273	chr12(.):7069516-7084891	1.8158
NR_015382	chr12(.):6543166-6565683	1.2327
NM_001144831	chr12(.):7069514-7084916	1.8136
NR_036693	chr12(.):9817307-9857151	0.5241
NM_001197317	chr12(.):9817330-9857151	0.5244
NM_001004419	chr12(.):9817308-9857151	0.5241
NM_006143	chr12(.):12808994-12854121	0.3466
NM_001077484	chr12(.):46571840-46668208	0.1794
NM_006400	chr12(.):57919093-57945978	0.2262
NM_006817	chr12(.):112446151-112466024	0.768
NR_033859	chr12(.):241576-263332	0.3234
NM_001759	chr12(.):4377901-4419522	0.7959
NM_014231	chr12(.):6566403-6584843	0.5647
NM_001242	chr12(.):6549050-6565884	1.5538
NM_014865	chr12(.):6598297-6646132	0.4569
NM_016497	chr12(.):6596315-6607471	0.7868
NM_018009	chr12(.):6556176-6576488	0.9461
NM_001975	chr12(.):7018613-7037859	0.73
NM_002831	chr12(.):7055433-7075479	3.1762
NR_029779	chr12(.):7067861-7077929	2.8716
NM_080548	chr12(.):7050739-7075479	3.0778
NM_001007026	chr12(.):7028625-7056484	1.2626
NM_006992	chr12(.):7008896-7028406	0.5359
NM_001940	chr12(.):7032479-7056484	1.3783
NR_003010	chr12(.):7071499-7081769	1.7095
NM_138425	chr12(.):7048202-7060165	1.8699
NR_029682	chr12(.):7068259-7078354	2.5479
NM_006331	chr12(.):7074943-7090165	0.9797
NR_036052	chr12(.):9387065-9397147	0.0473
NM_002258	chr12(.):9742869-9765497	0.0563
NR_002814	chr12(.):9795642-9816008	0.941
NR_026672	chr12(.):9902163-9918497	0.1217
NM_172004	chr12(.):9870090-9890860	1.6487
NR_036052	chr12(.):12259885-12269967	0.0668
NM_004064	chr12(.):12865301-12880305	4.1833
NR_030344	chr12(.):12912582-12922677	0.0841
NM_001130415	chr12(.):12873850-12949399	0.5794
NR_029451	chr12(.):24714897-24742102	0.4558
NM_030762	chr12(.):26267958-26283003	3.029
NR_026806	chr12(.):31472249-31483879	1.6996
NM_001098532	chr12(.):48123452-48157181	0.4353
NM_017842	chr12(.):48161966-48181536	0.2538
NM_006105	chr12(.):48123452-48157244	0.4348
NM_001098531	chr12(.):48123452-48157889	0.4308
NM_001098416	chr12(.):48171506-48218763	0.9287
NM_031479	chr12(.):57844095-57856791	1.5674
NM_001080157	chr12(.):57861037-57878424	0.1725
NM_001195056	chr12(.):57905370-57919300	1.252
NM_052897	chr12(.):57911658-57928931	1.0444
NM_001167609	chr12(.):57848933-57871047	0.721
NM_001160045	chr12(.):57848917-57871047	0.7215
NM_001080156	chr12(.):57861037-57876728	0.1747
NM_032496	chr12(.):57861037-57878633	0.1761
NM_005538	chr12(.):57823542-57849609	0.5401
NM_004990	chr12(.):57876850-57915433	0.452
NM_004984	chr12(.):57938846-57983554	0.1769
NM_181724	chr12(.):108978621-108996894	0.2524
NM_003006	chr12(.):109010679-109032670	1.3072
NM_001193453	chr12(.):112364086-112456023	0.2598
NM_021009	chr12(.):125391191-125404587	1.235
NM_001079673	chr13(.):49545047-49788915	0.1156
NR_002612	chr13(.):50551687-50704677	0.2297
NM_032436	chr13(.):115074964-115097803	0.3298
NM_007368	chr13(.):114742193-114903095	0.3376
NM_152719	chr13(.):46271445-46293693	1.0318
NR_002605	chr13(.):50651413-50684433	0.3383
NR_002183	chr13(.):50741153-50752751	0.0583
NM_023011	chr13(.):115042077-115076283	0.6192
NM_003903	chr13(.):114995361-115043150	0.3663
NM_022060	chr14(.):23062146-23086265	0.3074
NM_001080414	chr14(.):91732666-91889133	0.8435
NM_024515	chr14(.):100837832-101001640	0.2007
NM_001161476	chr14(.):100837754-101001640	0.2007
NM_178586	chr14(.):102271139-102399328	0.31
NM_001161725	chr14(.):102223134-102399328	0.2749
NM_178587	chr14(.):102271139-102383962	0.3426
NM_003300	chr14(.):103238815-103382837	0.6727
NM_194431	chr14(.):21151931-21173758	0.3075
NM_002937	chr14(.):21147371-21173758	0.6116
NM_001145	chr14(.):21147335-21167345	0.7777
NM_001001968	chr14(.):21103854-21114850	0.0556
NM_001344	chr14(.):23028806-23063143	0.5467
NM_213645	chr14(.):100795124-100847680	0.4097
NM_004184	chr14(.):100795124-100846927	0.4114
NM_030943	chr14(.):103383992-103402179	0.3321
NM_006291	chr14(.):103587663-103608776	0.2183
NM_001077594	chr14(.):103561480-103581894	1.5737
NM_025268	chr14(.):105987952-106001539	0.3661
NM_015492	chr15(.):75489220-75509510	0.9175
NR_031680	chr15(.):69111302-69494862	0.1196
NM_006537	chr15(.):63791809-63888663	0.3205
NM_022048	chr15(.):64452715-64653442	0.1831
NM_025201	chr15(.):65129081-65165201	0.2656
NM_145160	chr15(.):67830020-68104452	0.1713
NM_006305	chr15(.):69065874-69118261	0.5313
NM_001145044	chr15(.):92391937-92720665	0.2058
NM_013272	chr15(.):92391937-92714137	0.2089
NM_015995	chr15(.):31614082-31675102	0.879
NM_207444	chr15(.):38983798-38997239	0.1039
NM_000942	chr15(.):64443013-64460354	1.3099
NM_024798	chr15(.):64438915-64454680	0.6364
NM_182703	chr15(.):65199100-65256041	0.1989
NM_001031807	chr15(.):68112940-68131174	0.5195
NM_017882	chr15(.):68494329-68527080	0.8313
NM_033429	chr15(.):68478042-68503448	1.2038
NR_026808	chr15(.):69091159-69104440	0.1182
NR_036197	chr15(.):69089188-69099264	0.135
NM_003992	chr15(.):74895712-74927542	1.046
NM_001130028	chr15(.):74902334-74927542	1.2703
NM_001127190	chr15(.):75069424-75100539	1.378
NM_000761	chr15(.):75036183-75053941	0.1098
NM_021819	chr15(.):75100193-75123099	0.5814
NM_001030005	chr15(.):75113950-75129136	0.3674
NM_021823	chr15(.):75310926-75348067	1.3244
NM_138967	chr15(.):75282875-75318836	0.4238
NM_015477	chr15(.):75656719-75748926	0.3201
NM_001145358	chr15(.):75656719-75749087	0.3201
NM_001145357	chr15(.):75656719-75753124	0.3157
NM_015154	chr15(.):81263094-81287205	0.7654
NM_022566	chr15(.):81288294-81301345	1.1687
NM_022767	chr15(.):89159526-89180512	1.2898
NR_029606	chr15(.):89150055-89160165	0.4087
NM_002201	chr15(.):89177038-89203879	0.793
NR_031590	chr15(.):89146337-89156428	0.1106
NR_033769	chr15(.):93333713-93345338	0.1265
NM_015914	chr16(.):11767942-11841648	0.7507
NR_027155	chr16(.):21453003-21518552	0.2956
NM_148415	chr16(.):28829413-28853558	0.7265
NM_145714	chr16(.):28829413-28853553	0.7266
NM_000078	chr16(.):56990834-57022756	0.0959
NM_001130007	chr16(.):11956984-12015519	0.2263
NM_001130006	chr16(.):11956984-12014825	0.229
NM_001192	chr16(.):12053963-12066925	1.316
NM_032167	chr16(.):12065601-12152141	0.1579
NR_029854	chr16(.):14398141-14408228	1.9959
NR_030177	chr16(.):14392823-14402906	2.4853
NR_002594	chr16(.):21524229-21536765	1.5108
NM_003321	chr16(.):28848731-28862729	0.3725
NM_001145795	chr16(.):28870077-28890534	0.4944
NM_015503	chr16(.):28870313-28890534	0.4954
NM_001145812	chr16(.):28870295-28890534	0.4951
NM_002383	chr16(.):29812854-29827504	1.4881
NM_145239	chr16(.):29818408-29832202	1.4618
NM_007317	chr16(.):29797057-29821706	0.9417
NM_024516	chr16(.):29822527-29838816	1.0833
NM_152338	chr16(.):29784560-29796840	0.2478
NM_005115	chr16(.):29826714-29864360	0.4374
NM_002720	chr16(.):30082383-30101695	0.3464
NR_027081	chr16(.):30120432-30130826	0.2367
NM_001127617	chr16(.):30070972-30086735	0.893
NM_184041	chr16(.):30072043-30086735	0.9527
NM_184043	chr16(.):30070599-30086735	0.8773
NM_000034	chr16(.):30059490-30086735	0.6435
NM_001109659	chr16(.):30029654-30041023	0.1254
NM_004608	chr16(.):30092114-30108205	0.8176
NM_024307	chr16(.):30111130-30129878	0.1716
NM_031478	chr16(.):30030747-30047186	0.1231
NM_001145524	chr16(.):30098636-30112537	0.9175
NM_031477	chr16(.):30098634-30112521	0.9184
NM_001193333	chr16(.):30189730-30205396	1.7389
NM_001010989	chr16(.):56960747-56982793	1.022
NM_003342	chr17(.):4167511-4274969	0.3418
NM_001033551	chr17(.):17741821-17880784	0.6723
NM_020889	chr17(.):27234161-27283508	0.3448
NM_001033561	chr17(.):27227270-27283508	0.4051
NM_005801	chr17(.):39840126-39852898	0.9384
NM_003204	chr17(.):46120685-46143907	1.8267
NM_006445	chr17(.):1548922-1593176	0.2136
NM_015085	chr17(.):2694731-2946035	0.1581
NM_002558	chr17(.):3794884-3824960	1.2549
NM_005022	chr17(.):4843946-4856825	3.0351
NM_001197216	chr17(.):7071750-7087883	0.2306
NM_153357	chr17(.):6939948-6952242	0.3424
NM_004278	chr17(.):16115508-16234573	0.2309
NM_001190440	chr17(.):15928407-16102953	0.0851
NM_006311	chr17(.):15928407-16123874	0.1547
NM_017758	chr17(.):18081866-18118267	0.6561
NM_183232	chr17(.):37916198-38025441	0.3778
NM_000342	chr17(.):42320757-42350502	0.1746
NM_001433	chr17(.):62115389-62212502	1.124
NM_181671	chr17(.):65368923-65694647	0.2589
NM_017983	chr17(.):66412421-66458653	0.5284
NM_014960	chr17(.):66250322-66422000	0.3468
NM_001080419	chr17(.):73775680-73826886	0.4723
NM_052916	chr17(.):74133533-74241390	0.2141
NM_001113492	chr17(.):75278972-75501678	0.3319
NM_006640	chr17(.):75310596-75501678	0.369
NM_001113491	chr17(.):75272491-75501678	0.3249
NM_019020	chr17(.):77908818-78014647	0.4688
NM_178520	chr17(.):79280071-79309474	0.6926
NM_001164407	chr17(.):1601083-1618662	0.1494
NM_000934	chr17(.):1641129-1663559	0.2037
NR_028505	chr17(.):1609797-1624566	0.981
NM_001163811	chr17(.):1622833-1646893	0.383
NM_001163809	chr17(.):1623124-1646893	0.386
NM_001165920	chr17(.):1641319-1663559	0.2045
NM_002615	chr17(.):1660258-1685868	0.197
NR_029494	chr17(.):1612196-1622281	1.3031
NM_152348	chr17(.):1614816-1646893	0.6912
NM_080705	chr17(.):3463739-3504125	0.1318
NM_145068	chr17(.):3411485-3466289	0.4982
NM_080704	chr17(.):3463739-3517705	0.1268
NM_080706	chr17(.):3463739-3501171	0.1381
NM_018727	chr17(.):3463739-3505336	0.1329
NM_172206	chr17(.):3758616-3799037	0.347
NM_172207	chr17(.):3763450-3801337	0.3759
NM_174957	chr17(.):3822168-3872736	0.3411
NM_182538	chr17(.):4332218-4396499	0.1904
NM_000080	chr17(.):4796063-4811369	0.1818
NM_001145536	chr17(.):4797947-4811227	0.1941
NM_001165417	chr17(.):4835425-4848462	1.2171
NM_000173	chr17(.):4830591-4843325	0.4264
NM_015528	chr17(.):4838629-4853517	2.8073
NM_006612	chr17(.):4896242-4936694	0.5656
NM_015099	chr17(.):4866286-4895960	0.8104
NM_001171168	chr17(.):4866286-4895665	0.8185
NM_053013	chr17(.):4849383-4865426	1.8547
NM_001167985	chr17(.):4886424-4905905	0.9569
NM_004890	chr17(.):4857520-4876132	0.6252
NM_001004333	chr17(.):6910797-6922851	2.6618
NM_001142799	chr17(.):6913072-6925839	3.1958
NM_201566	chr17(.):6934393-6948440	0.6627
NR_029712	chr17(.):6915933-6926020	3.6202
NM_181844	chr17(.):6921368-6937961	1.018
NM_000697	chr17(.):6894383-6919055	1.055
NR_030178	chr17(.):6916229-6926341	3.5089
NM_080913	chr17(.):6999640-7023128	0.2403
NM_080914	chr17(.):6999640-7022629	0.2394
NM_012452	chr17(.):16837397-16880402	0.4761
NM_001130091	chr17(.):17871126-17916142	0.3241
NM_004140	chr17(.):18123935-18153188	0.2415
NM_001102664	chr17(.):19135689-19245028	0.4993
NR_031591	chr17(.):19242818-19252887	0.2289
NM_015276	chr17(.):20897905-20951352	0.4684
NM_152914	chr17(.):21137183-21161578	0.2837
NM_145109	chr17(.):21182967-21223551	0.6877
NM_002756	chr17(.):21186347-21223551	0.724
NR_000010	chr17(.):27044599-27054671	1.4928
NR_000009	chr17(.):27045698-27055772	2.0235
NM_031934	chr17(.):27036298-27049908	0.9599
NM_001142625	chr17(.):27036298-27050286	0.9397
NM_000984	chr17(.):27041999-27056374	1.5985
NM_138463	chr17(.):27046365-27058230	1.8909
NR_000014	chr17(.):27045446-27055509	1.8732
NR_000013	chr17(.):27042567-27052634	1.0362
NM_004295	chr17(.):27066022-27082976	0.5629
NM_152465	chr17(.):27025533-27043872	0.3225
NR_024579	chr17(.):27036298-27050251	0.942
NM_001160407	chr17(.):27046365-27058949	1.7879
NM_178170	chr17(.):27050831-27074784	1.1254
NM_144683	chr17(.):27219798-27235089	1.147
NM_001199417	chr17(.):36579719-36673628	0.5893
NM_020876	chr17(.):36608643-36673628	0.2
NM_001130677	chr17(.):36822958-36836187	0.7113
NM_005937	chr17(.):36856872-36891056	1.0328
NM_007144	chr17(.):36885149-36909558	0.5534
NM_002795	chr17(.):36904001-36925478	0.3598
NM_001136498	chr17(.):36881509-36896858	0.4118
NM_005310	chr17(.):37889186-37908538	0.3468
NM_001030002	chr17(.):37889589-37908538	0.3509
NM_032339	chr17(.):37880408-37891788	0.4054
NM_018530	chr17(.):38055847-38078793	0.318
NM_198844	chr17(.):38019454-38039149	0.8847
NM_021724	chr17(.):38244036-38261973	1.3376
NM_001190919	chr17(.):38213445-38255120	0.6261
NM_001190918	chr17(.):38214067-38255120	0.6343
NM_014815	chr17(.):38170349-38215889	0.1632
NM_007359	chr17(.):38291506-38333431	0.2977
NM_001012241	chr17(.):38273789-38298045	0.6945
NM_001145301	chr17(.):38469472-38518895	0.5585
NM_152219	chr17(.):38511904-38525945	0.2152
NM_000964	chr17(.):38460422-38518895	0.5333
NM_001024809	chr17(.):38493270-38518895	0.2037
NM_001254	chr17(.):38439145-38464413	0.2561
NM_000422	chr17(.):39770691-39785882	0.2119
NR_033415	chr17(.):39777578-39801451	0.137
NM_000805	chr17(.):39863612-39877221	0.1476
NM_024927	chr17(.):40814932-40834048	0.9827
NM_016437	chr17(.):40806265-40824024	0.3261
NM_003632	chr17(.):40829631-40857011	0.5991
NM_016602	chr17(.):40826419-40838845	1.3237
NM_178542	chr17(.):42248351-42269082	0.4138
NM_001076674	chr17(.):42259353-42274099	0.5704
NM_177441	chr17(.):42259573-42274099	0.5763
NM_001076684	chr17(.):42277400-42301924	1.0803
NM_001098833	chr17(.):42264172-42280529	0.8442
NM_080863	chr17(.):42243073-42261451	0.1648
NM_001076683	chr17(.):42277400-42303250	1.0309
NM_014233	chr17(.):42277400-42300664	1.1299
NM_001135707	chr17(.):43208013-43225326	0.7662
NM_133373	chr17(.):43184007-43214891	0.283
NM_001135704	chr17(.):43204966-43226543	0.7852
NM_006460	chr17(.):43219683-43234468	0.9461
NM_144608	chr17(.):43233263-43252406	0.7826
NM_152343	chr17(.):43326759-43344479	0.2488
NM_005892	chr17(.):43294291-43329683	1.7118
NR_024434	chr17(.):43320302-43350997	0.3267
NR_024435	chr17(.):43334557-43350997	0.198
NR_029687	chr17(.):46109526-46119613	0.493
NM_016429	chr17(.):46098532-46120152	0.6278
NM_152244	chr17(.):46179919-46205105	0.2809
NM_013323	chr17(.):46179946-46205105	0.281
NM_006807	chr17(.):46142413-46183560	0.1708
NM_001127228	chr17(.):46142413-46183883	0.1703
NM_032595	chr17(.):48206100-48232877	0.7912
NM_174920	chr17(.):48185034-48212167	0.1979
NM_000023	chr17(.):48238365-48258293	0.4279
NM_000088	chr17(.):48256456-48284000	0.1457
NR_024193	chr17(.):48243788-48254837	0.3045
NM_175575	chr17(.):48907604-48924709	0.4259
NM_005749	chr17(.):48934586-48946413	1.0141
NM_000250	chr17(.):56342216-56363296	0.1019
NM_004758	chr17(.):56373593-56411152	0.6074
NM_003168	chr17(.):56417538-56434563	0.8541
NR_029683	chr17(.):56403592-56413679	2.5459
NM_001003786	chr17(.):61775191-61824330	0.5077
NM_030576	chr17(.):61768248-61782519	1.4585
NR_004380	chr17(.):62218437-62228517	0.9781
NR_002995	chr17(.):62218698-62228831	0.9691
NM_016627	chr17(.):66239144-66258305	0.6764
NM_001174166	chr17(.):66258166-66292405	0.6825
NR_030365	chr17(.):66415591-66425689	0.1149
NM_002734	chr17(.):66503542-66533910	0.3153
NM_212471	chr17(.):66503109-66533910	0.3117
NM_000154	chr17(.):73749017-73766280	0.6418
NM_005324	chr17(.):73767514-73780860	0.8565
NM_173547	chr17(.):73880040-73898054	0.4279
NM_033452	chr17(.):73865244-73879656	1.3687
NM_012478	chr17(.):73836779-73856501	1.1485
NM_199242	chr17(.):73818307-73845798	0.447
NM_032478	chr17(.):73889723-73906181	0.6348
NM_032134	chr17(.):74265129-74308761	0.2759
NM_182565	chr17(.):74256285-74272379	1.9174
NM_001143998	chr17(.):75132004-75218181	0.5046
NM_001144001	chr17(.):75176294-75218181	0.3238
NM_001113495	chr17(.):75466324-75501678	0.1079
NM_001113493	chr17(.):75364271-75501678	0.4296
NM_001113496	chr17(.):75441612-75501678	0.4789
NM_001113494	chr17(.):75367164-75501678	0.4371
NR_036200	chr17(.):75388065-75398136	0.1183
NM_005189	chr17(.):77746976-77766449	0.2389
NM_003655	chr17(.):77801954-77818213	0.5858
NM_020649	chr17(.):77763175-77775915	0.9886
NM_017950	chr17(.):78005434-78079412	0.2082
NM_138570	chr17(.):79219670-79274096	0.3153
NM_178519	chr17(.):79271623-79288048	0.2106
NM_012418	chr17(.):79490416-79509156	0.1515
NM_025161	chr17(.):79501910-79524429	0.3559
NM_001614	chr17(.):79471998-79484827	2.0578
NM_181482	chr18(.):13213785-13657753	0.2357
NM_000633	chr18(.):60785578-60991613	0.5772
NM_015295	chr18(.):2650885-2810015	0.2008
NR_033754	chr18(.):2647721-2658231	1.6053
NM_001100619	chr18(.):20710726-20845434	0.5672
NR_023359	chr18(.):20709527-20845434	0.5645
NM_138375	chr18(.):20730788-20845434	0.5576
NR_024021	chr18(.):56697970-56725446	0.068
NM_002068	chr19(.):3131190-3168766	0.1407
NM_001039846	chr19(.):2091867-2104583	0.7583
NM_001164605	chr19(.):35640844-35665788	0.2643
NM_014164	chr19(.):35640624-35665788	0.263
NR_028406	chr19(.):35640671-35665788	0.2635
NM_001079881	chr19(.):47172572-47225384	0.4981
NM_001079882	chr19(.):47172572-47222577	0.4701
NM_194460	chr19(.):642525-668233	0.6553
NM_032551	chr19(.):912341-926015	1.5653
NM_052847	chr19(.):2506217-2707746	0.4254
NM_015898	chr19(.):4040215-4071816	0.8717
NM_001172673	chr19(.):3219701-3302073	0.1041
NM_021938	chr19(.):3219700-3302073	0.1041
NR_033342	chr19(.):3220482-3302073	0.1041
NM_152784	chr19(.):5715687-5783742	0.2965
NM_000064	chr19(.):6672845-6725662	0.1106
NM_005428	chr19(.):6767721-6862371	0.2449
NM_014975	chr19(.):12944258-12990766	0.1735
NM_052876	chr19(.):13224108-13256959	0.3086
NM_021235	chr19(.):16467407-16587762	0.7353
NM_006387	chr19(.):16623699-16658263	0.2194
NM_000923	chr19(.):18313770-18364010	0.2715
NM_015073	chr19(.):38392867-38704008	0.2825
NM_133444	chr19(.):42719491-42737353	0.7616
NM_182573	chr19(.):44295078-44329808	0.0973
NM_001031749	chr19(.):44295078-44311613	0.1058
NM_015168	chr19(.):47562446-47622009	0.3817
