GENE_ID	locusLine	bin_1_JJN3_jia.bam
1_MACS_peak_6499_lociStitched	chr14(.):62004167-62005107	0.5528
1_MACS_peak_6500_lociStitched	chr14(.):62018916-62020474	0.8181
1_MACS_peak_6501_lociStitched	chr14(.):62034772-62035818	0.5678
1_MACS_peak_6502_lociStitched	chr14(.):62127491-62130033	0.7268
1_MACS_peak_6503_lociStitched	chr14(.):62161289-62164033	3.157
1_MACS_peak_6504_lociStitched	chr14(.):62217258-62218490	1.0442
1_MACS_peak_6505_lociStitched	chr14(.):62228336-62230109	1.1899
1_MACS_peak_6506_lociStitched	chr14(.):63140283-63140931	0.449
3_MACS_peak_6507_lociStitched	chr14(.):63468741-63474128	0.6714
3_MACS_peak_6510_lociStitched	chr14(.):63937517-63946439	0.5264
1_MACS_peak_6513_lociStitched	chr14(.):64008774-64011231	2.5205
1_MACS_peak_6514_lociStitched	chr14(.):64107254-64110525	1.8041
1_MACS_peak_6515_lociStitched	chr14(.):64193201-64195344	1.0221
1_MACS_peak_6516_lociStitched	chr14(.):64204457-64205086	0.3498
1_MACS_peak_6517_lociStitched	chr14(.):64212188-64213677	0.8459
1_MACS_peak_6518_lociStitched	chr14(.):64225711-64227388	0.9321
1_MACS_peak_6519_lociStitched	chr14(.):64319191-64321413	1.6016
1_MACS_peak_6520_lociStitched	chr14(.):64330654-64332372	0.8114
1_MACS_peak_6521_lociStitched	chr14(.):64336877-64337731	0.5551
1_MACS_peak_6522_lociStitched	chr14(.):64399858-64400503	0.3888
2_MACS_peak_6523_lociStitched	chr14(.):64661350-64664127	0.3066
2_MACS_peak_6525_lociStitched	chr14(.):64698646-64703921	1.0536
1_MACS_peak_6527_lociStitched	chr14(.):64758862-64761898	0.9967
1_MACS_peak_6528_lociStitched	chr14(.):64803623-64806369	2.1291
1_MACS_peak_6529_lociStitched	chr14(.):64853550-64856567	1.5887
1_MACS_peak_6530_lociStitched	chr14(.):64911680-64912892	0.4128
1_MACS_peak_6531_lociStitched	chr14(.):64931366-64932631	0.4838
1_MACS_peak_6532_lociStitched	chr14(.):64968040-64973998	5.7396
1_MACS_peak_6533_lociStitched	chr14(.):64989103-64990492	0.4952
2_MACS_peak_6534_lociStitched	chr14(.):65005977-65008011	1.1855
1_MACS_peak_6536_lociStitched	chr14(.):65380858-65382235	2.1021
1_MACS_peak_6537_lociStitched	chr14(.):65453356-65454625	1.9293
1_MACS_peak_6538_lociStitched	chr14(.):65568145-65570322	1.3891
1_MACS_peak_6539_lociStitched	chr14(.):65635481-65637051	0.7539
2_MACS_peak_6540_lociStitched	chr14(.):65643901-65647965	0.7126
1_MACS_peak_6542_lociStitched	chr14(.):65661439-65662809	1.061
2_MACS_peak_6543_lociStitched	chr14(.):65671796-65677746	1.0535
1_MACS_peak_6545_lociStitched	chr14(.):65688845-65689392	0.3973
1_MACS_peak_6546_lociStitched	chr14(.):65877951-65881118	2.8778
2_MACS_peak_6547_lociStitched	chr14(.):66186566-66191826	0.7552
1_MACS_peak_6549_lociStitched	chr14(.):66198266-66199145	0.5017
1_MACS_peak_6550_lociStitched	chr14(.):66480189-66480840	0.9991
1_MACS_peak_6551_lociStitched	chr14(.):66973763-66976534	2.9888
1_MACS_peak_6552_lociStitched	chr14(.):67652999-67653528	0.3252
1_MACS_peak_6553_lociStitched	chr14(.):67707420-67709207	1.5316
1_MACS_peak_6554_lociStitched	chr14(.):67825585-67827810	2.2802
1_MACS_peak_6555_lociStitched	chr14(.):67954959-67955500	0.4462
1_MACS_peak_6556_lociStitched	chr14(.):68066078-68067455	0.9693
1_MACS_peak_6557_lociStitched	chr14(.):68085935-68087114	0.4412
1_MACS_peak_6558_lociStitched	chr14(.):68140573-68142393	4.687
1_MACS_peak_6559_lociStitched	chr14(.):68161536-68162870	0.9518
2_MACS_peak_6560_lociStitched	chr14(.):68282610-68288040	0.9849
1_MACS_peak_6562_lociStitched	chr14(.):68408135-68408910	0.4838
1_MACS_peak_6563_lociStitched	chr14(.):68577637-68578988	0.4618
1_MACS_peak_6564_lociStitched	chr14(.):68609722-68611248	0.6104
1_MACS_peak_6565_lociStitched	chr14(.):68648325-68650139	0.4436
1_MACS_peak_6566_lociStitched	chr14(.):68674849-68678685	0.7909
1_MACS_peak_6567_lociStitched	chr14(.):68697902-68701044	2.0443
1_MACS_peak_6568_lociStitched	chr14(.):68713494-68719059	1.0746
3_MACS_peak_6569_lociStitched	chr14(.):68727657-68736516	0.516
4_MACS_peak_6572_lociStitched	chr14(.):68741465-68763444	0.8373
7_MACS_peak_6576_lociStitched	chr14(.):68772281-68811198	0.7943
1_MACS_peak_6583_lociStitched	chr14(.):68826174-68826693	0.3177
1_MACS_peak_6584_lociStitched	chr14(.):68846034-68847958	0.6611
1_MACS_peak_6585_lociStitched	chr14(.):68858947-68860141	0.6918
2_MACS_peak_6586_lociStitched	chr14(.):68866031-68875344	1.9223
1_MACS_peak_6588_lociStitched	chr14(.):68884191-68888307	1.5209
1_MACS_peak_6589_lociStitched	chr14(.):68972222-68975107	1.7883
1_MACS_peak_6590_lociStitched	chr14(.):69020170-69022559	0.7679
1_MACS_peak_6591_lociStitched	chr14(.):69088024-69091586	1.413
2_MACS_peak_6592_lociStitched	chr14(.):69151118-69153384	0.6148
2_MACS_peak_6594_lociStitched	chr14(.):69252476-69264250	4.8111
2_MACS_peak_6596_lociStitched	chr14(.):69279675-69292113	4.3469
2_MACS_peak_6598_lociStitched	chr14(.):69364310-69365671	0.3144
1_MACS_peak_6600_lociStitched	chr14(.):69417978-69420486	3.5542
1_MACS_peak_6601_lociStitched	chr14(.):69443605-69447183	3.6006
1_MACS_peak_6602_lociStitched	chr14(.):69617775-69620758	2.2733
1_MACS_peak_6603_lociStitched	chr14(.):69657943-69659111	1.3006
1_MACS_peak_6604_lociStitched	chr14(.):69821210-69821830	0.383
1_MACS_peak_6605_lociStitched	chr14(.):69863822-69866245	2.4315
1_MACS_peak_6606_lociStitched	chr14(.):69908305-69909345	0.3864
2_MACS_peak_6607_lociStitched	chr14(.):70077163-70083471	1.1593
1_MACS_peak_6609_lociStitched	chr14(.):70232986-70235173	3.6685
1_MACS_peak_6610_lociStitched	chr14(.):70485082-70486368	0.4475
1_MACS_peak_6611_lociStitched	chr14(.):70825908-70826912	0.5159
1_MACS_peak_6612_lociStitched	chr14(.):70941965-70942323	0.3062
1_MACS_peak_6613_lociStitched	chr14(.):71066919-71067980	0.774
1_MACS_peak_6614_lociStitched	chr14(.):71288317-71289219	0.5484
1_MACS_peak_6615_lociStitched	chr14(.):71338369-71339700	0.5904
1_MACS_peak_6616_lociStitched	chr14(.):71351996-71355862	1.2546
1_MACS_peak_6617_lociStitched	chr14(.):71373433-71376157	4.5077
1_MACS_peak_6618_lociStitched	chr14(.):71584185-71586027	0.8063
1_MACS_peak_6619_lociStitched	chr14(.):71755675-71758805	0.9398
1_MACS_peak_6620_lociStitched	chr14(.):71786307-71789179	4.435
1_MACS_peak_6621_lociStitched	chr14(.):71964674-71965518	0.6129
1_MACS_peak_6622_lociStitched	chr14(.):72021478-72023559	1.0439
1_MACS_peak_6623_lociStitched	chr14(.):72032400-72034057	0.7055
1_MACS_peak_6624_lociStitched	chr14(.):72322852-72323335	0.3434
1_MACS_peak_6625_lociStitched	chr14(.):72887453-72888433	1.1923
1_MACS_peak_6626_lociStitched	chr14(.):72906249-72907012	0.3575
2_MACS_peak_6627_lociStitched	chr14(.):72916141-72920937	3.6135
1_MACS_peak_6629_lociStitched	chr14(.):72941339-72948592	4.0702
2_MACS_peak_6630_lociStitched	chr14(.):72980274-72986684	0.7217
1_MACS_peak_6632_lociStitched	chr14(.):73101156-73103540	1.2457
1_MACS_peak_6633_lociStitched	chr14(.):73330252-73330799	0.3736
1_MACS_peak_6634_lociStitched	chr14(.):73354407-73362200	1.762
1_MACS_peak_6635_lociStitched	chr14(.):73392264-73394802	1.6228
1_MACS_peak_6636_lociStitched	chr14(.):73409888-73412359	1.5907
1_MACS_peak_6637_lociStitched	chr14(.):73493001-73494034	1.753
1_MACS_peak_6638_lociStitched	chr14(.):73524307-73526294	2.7611
1_MACS_peak_6639_lociStitched	chr14(.):73602671-73604477	2.9956
3_MACS_peak_6640_lociStitched	chr14(.):73688922-73701040	0.3822
1_MACS_peak_6643_lociStitched	chr14(.):73712430-73713222	0.4667
1_MACS_peak_6644_lociStitched	chr14(.):73923831-73926132	1.5868
1_MACS_peak_6645_lociStitched	chr14(.):73957054-73959092	2.715
1_MACS_peak_6646_lociStitched	chr14(.):74035553-74036782	0.6681
1_MACS_peak_6647_lociStitched	chr14(.):74100139-74101243	0.8914
1_MACS_peak_6648_lociStitched	chr14(.):74110980-74112131	1.0174
1_MACS_peak_6649_lociStitched	chr14(.):74178874-74181341	2.1765
2_MACS_peak_6650_lociStitched	chr14(.):74207330-74214827	0.7882
3_MACS_peak_6652_lociStitched	chr14(.):74219458-74229807	2.1078
2_MACS_peak_6655_lociStitched	chr14(.):74235493-74239862	2.2313
1_MACS_peak_6657_lociStitched	chr14(.):74251868-74255513	4.8708
1_MACS_peak_6658_lociStitched	chr14(.):74317934-74319621	1.5509
1_MACS_peak_6659_lociStitched	chr14(.):74352456-74354331	1.8051
1_MACS_peak_6660_lociStitched	chr14(.):74416321-74417616	1.2416
1_MACS_peak_6661_lociStitched	chr14(.):74484637-74486545	1.8143
1_MACS_peak_6662_lociStitched	chr14(.):74550516-74552508	1.2247
1_MACS_peak_6663_lociStitched	chr14(.):74768978-74769948	1.2543
1_MACS_peak_6664_lociStitched	chr14(.):74959473-74961179	1.8918
1_MACS_peak_6665_lociStitched	chr14(.):75179228-75180289	1.1529
1_MACS_peak_6666_lociStitched	chr14(.):75229461-75231268	1.8546
1_MACS_peak_6667_lociStitched	chr14(.):75347580-75349801	2.6337
1_MACS_peak_6668_lociStitched	chr14(.):75359423-75361455	0.7234
1_MACS_peak_6669_lociStitched	chr14(.):75468810-75470459	1.4666
1_MACS_peak_6670_lociStitched	chr14(.):75508293-75509405	0.3902
1_MACS_peak_6671_lociStitched	chr14(.):75517360-75518392	1.9477
2_MACS_peak_6672_lociStitched	chr14(.):75529984-75536948	0.9764
1_MACS_peak_6674_lociStitched	chr14(.):75592858-75594418	2.3858
1_MACS_peak_6675_lociStitched	chr14(.):75642383-75644118	2.6037
1_MACS_peak_6676_lociStitched	chr14(.):75716222-75717266	0.7611
1_MACS_peak_6677_lociStitched	chr14(.):75724778-75726628	2.081
1_MACS_peak_6678_lociStitched	chr14(.):75743393-75746232	1.7807
2_MACS_peak_6679_lociStitched	chr14(.):75760594-75763029	0.3803
1_MACS_peak_6681_lociStitched	chr14(.):75893493-75895496	1.1795
1_MACS_peak_6682_lociStitched	chr14(.):75981123-75982197	0.5924
1_MACS_peak_6683_lociStitched	chr14(.):75987488-75989893	2.7494
1_MACS_peak_6684_lociStitched	chr14(.):76126618-76128327	1.2699
1_MACS_peak_6685_lociStitched	chr14(.):76278435-76279030	0.388
1_MACS_peak_6686_lociStitched	chr14(.):76297211-76298308	0.5316
1_MACS_peak_6687_lociStitched	chr14(.):76342476-76343594	0.4807
2_MACS_peak_6688_lociStitched	chr14(.):76447787-76452825	0.5397
1_MACS_peak_6690_lociStitched	chr14(.):76617767-76619281	2.5279
1_MACS_peak_6691_lociStitched	chr14(.):77278019-77279720	1.7639
1_MACS_peak_6692_lociStitched	chr14(.):77379703-77380199	0.4121
1_MACS_peak_6693_lociStitched	chr14(.):77413094-77414365	0.4816
2_MACS_peak_6694_lociStitched	chr14(.):77422316-77428357	0.2755
1_MACS_peak_6696_lociStitched	chr14(.):77466163-77467566	1.0018
3_MACS_peak_6697_lociStitched	chr14(.):77487685-77510926	3.7471
1_MACS_peak_6700_lociStitched	chr14(.):77563190-77565587	3.0276
1_MACS_peak_6701_lociStitched	chr14(.):77586636-77588588	0.6863
1_MACS_peak_6702_lociStitched	chr14(.):77786508-77788953	3.2399
1_MACS_peak_6703_lociStitched	chr14(.):77842481-77843892	2.167
1_MACS_peak_6704_lociStitched	chr14(.):77923162-77925730	2.9294
1_MACS_peak_6705_lociStitched	chr14(.):78046882-78047546	0.4815
1_MACS_peak_6706_lociStitched	chr14(.):78082180-78083311	0.8339
1_MACS_peak_6707_lociStitched	chr14(.):78173600-78175238	1.096
1_MACS_peak_6708_lociStitched	chr14(.):78226557-78228421	1.5443
1_MACS_peak_6709_lociStitched	chr14(.):78234882-78235466	0.3704
1_MACS_peak_6710_lociStitched	chr14(.):78265981-78267294	2.632
1_MACS_peak_6711_lociStitched	chr14(.):79187590-79188526	0.3838
2_MACS_peak_6712_lociStitched	chr14(.):79744842-79746356	0.4809
1_MACS_peak_6714_lociStitched	chr14(.):80125245-80127712	1.1961
2_MACS_peak_6715_lociStitched	chr14(.):80190879-80198194	0.4138
1_MACS_peak_6717_lociStitched	chr14(.):81396098-81398516	0.8476
1_MACS_peak_6718_lociStitched	chr14(.):81407363-81409244	1.4115
1_MACS_peak_6719_lociStitched	chr14(.):81421081-81427461	2.1471
1_MACS_peak_6720_lociStitched	chr14(.):81444545-81445149	0.392
1_MACS_peak_6721_lociStitched	chr14(.):81467868-81468432	0.3614
1_MACS_peak_6722_lociStitched	chr14(.):81635842-81637333	2.604
1_MACS_peak_6723_lociStitched	chr14(.):81684861-81688857	5.286
1_MACS_peak_6724_lociStitched	chr14(.):81712503-81714124	0.485
2_MACS_peak_6725_lociStitched	chr14(.):81826852-81831760	0.669
1_MACS_peak_6727_lociStitched	chr14(.):81856218-81858446	0.6795
2_MACS_peak_6728_lociStitched	chr14(.):81863908-81873681	2.0415
1_MACS_peak_6730_lociStitched	chr14(.):81901255-81903609	2.2344
1_MACS_peak_6731_lociStitched	chr14(.):81919238-81919803	0.3796
4_MACS_peak_6732_lociStitched	chr14(.):81930803-81953369	0.8324
2_MACS_peak_6736_lociStitched	chr14(.):81994421-82000433	1.0555
1_MACS_peak_6738_lociStitched	chr14(.):83108809-83109363	0.4143
1_MACS_peak_6739_lociStitched	chr14(.):83159164-83159550	1.4045
1_MACS_peak_6740_lociStitched	chr14(.):84104811-84106395	2.52
1_MACS_peak_6741_lociStitched	chr14(.):86167604-86170462	0.6363
1_MACS_peak_6742_lociStitched	chr14(.):86319476-86320009	0.3156
1_MACS_peak_6743_lociStitched	chr14(.):86400118-86402102	0.7504
1_MACS_peak_6744_lociStitched	chr14(.):86516136-86517617	0.4787
3_MACS_peak_6745_lociStitched	chr14(.):86546267-86554523	0.2927
1_MACS_peak_6748_lociStitched	chr14(.):86632371-86633119	0.3943
2_MACS_peak_6749_lociStitched	chr14(.):86813132-86814114	0.3702
1_MACS_peak_6751_lociStitched	chr14(.):88458779-88460217	1.3054
1_MACS_peak_6752_lociStitched	chr14(.):88851491-88852805	0.8404
1_MACS_peak_6753_lociStitched	chr14(.):89028777-89030186	1.6349
1_MACS_peak_6754_lociStitched	chr14(.):89148471-89149456	0.5028
2_MACS_peak_6755_lociStitched	chr14(.):89255104-89260135	1.6647
2_MACS_peak_6757_lociStitched	chr14(.):89290470-89296634	0.677
2_MACS_peak_6759_lociStitched	chr14(.):89478269-89479666	0.3754
1_MACS_peak_6761_lociStitched	chr14(.):89742907-89743565	0.439
1_MACS_peak_6762_lociStitched	chr14(.):89769821-89771299	1.411
1_MACS_peak_6763_lociStitched	chr14(.):89881890-89885049	2.9516
1_MACS_peak_6764_lociStitched	chr14(.):89893667-89898161	2.0546
1_MACS_peak_6765_lociStitched	chr14(.):90083885-90086571	1.6643
1_MACS_peak_6766_lociStitched	chr14(.):90107462-90108680	0.4646
1_MACS_peak_6767_lociStitched	chr14(.):90168003-90168705	0.5352
1_MACS_peak_6768_lociStitched	chr14(.):90239132-90240991	0.9169
1_MACS_peak_6769_lociStitched	chr14(.):90420486-90423617	1.6
1_MACS_peak_6770_lociStitched	chr14(.):90500117-90503490	2.3802
1_MACS_peak_6771_lociStitched	chr14(.):90524612-90529142	0.9003
1_MACS_peak_6772_lociStitched	chr14(.):90722444-90723585	2.0767
1_MACS_peak_6773_lociStitched	chr14(.):90797622-90798602	1.2384
1_MACS_peak_6774_lociStitched	chr14(.):90848563-90850924	3.6188
1_MACS_peak_6775_lociStitched	chr14(.):90862545-90865519	2.1027
1_MACS_peak_6776_lociStitched	chr14(.):90991721-90992423	1.4429
1_MACS_peak_6777_lociStitched	chr14(.):91224736-91225640	0.7957
1_MACS_peak_6778_lociStitched	chr14(.):91281933-91283285	1.1601
1_MACS_peak_6779_lociStitched	chr14(.):91293850-91296656	1.8696
1_MACS_peak_6780_lociStitched	chr14(.):91451953-91452495	0.33
1_MACS_peak_6781_lociStitched	chr14(.):91488906-91489426	0.3629
1_MACS_peak_6782_lociStitched	chr14(.):91525796-91528133	1.6038
1_MACS_peak_6783_lociStitched	chr14(.):91579493-91583110	3.5573
1_MACS_peak_6784_lociStitched	chr14(.):91695742-91697175	0.644
4_MACS_peak_6785_lociStitched	chr14(.):91708939-91720425	0.5677
1_MACS_peak_6789_lociStitched	chr14(.):91783665-91784427	0.41
1_MACS_peak_6790_lociStitched	chr14(.):91789862-91791582	2.6041
1_MACS_peak_6791_lociStitched	chr14(.):91816838-91818342	0.616
3_MACS_peak_6792_lociStitched	chr14(.):91832952-91840629	0.3876
1_MACS_peak_6795_lociStitched	chr14(.):91863170-91864779	0.6386
1_MACS_peak_6796_lociStitched	chr14(.):91880974-91885475	3.74
2_MACS_peak_6797_lociStitched	chr14(.):91961234-91962921	0.5237
1_MACS_peak_6799_lociStitched	chr14(.):91974764-91977861	6.3985
1_MACS_peak_6800_lociStitched	chr14(.):92505455-92507492	2.222
1_MACS_peak_6801_lociStitched	chr14(.):92571897-92573786	1.2897
1_MACS_peak_6802_lociStitched	chr14(.):92586904-92589663	5.3001
1_MACS_peak_6803_lociStitched	chr14(.):92594768-92595327	0.4082
1_MACS_peak_6804_lociStitched	chr14(.):93017156-93019153	0.6923
1_MACS_peak_6805_lociStitched	chr14(.):93034352-93036758	1.166
1_MACS_peak_6806_lociStitched	chr14(.):93043634-93044270	0.3111
1_MACS_peak_6807_lociStitched	chr14(.):93195354-93196614	0.7997
1_MACS_peak_6808_lociStitched	chr14(.):93214159-93215433	0.8729
2_MACS_peak_6809_lociStitched	chr14(.):93221974-93226830	0.228
1_MACS_peak_6811_lociStitched	chr14(.):93234220-93235777	0.9973
1_MACS_peak_6812_lociStitched	chr14(.):93240900-93242859	0.9636
1_MACS_peak_6813_lociStitched	chr14(.):93259665-93261567	1.8384
2_MACS_peak_6814_lociStitched	chr14(.):93468832-93473584	0.1916
1_MACS_peak_6816_lociStitched	chr14(.):93550952-93554270	1.1001
1_MACS_peak_6817_lociStitched	chr14(.):93569583-93570652	0.5308
1_MACS_peak_6818_lociStitched	chr14(.):93578913-93583225	2.2993
1_MACS_peak_6819_lociStitched	chr14(.):93650091-93652208	2.48
1_MACS_peak_6820_lociStitched	chr14(.):93672244-93674660	1.4359
1_MACS_peak_6821_lociStitched	chr14(.):93750729-93751492	0.4339
1_MACS_peak_6822_lociStitched	chr14(.):93797687-93800478	2.8061
1_MACS_peak_6823_lociStitched	chr14(.):93835565-93836615	0.487
1_MACS_peak_6824_lociStitched	chr14(.):93841757-93842677	0.4067
1_MACS_peak_6825_lociStitched	chr14(.):94405760-94406877	0.5135
2_MACS_peak_6826_lociStitched	chr14(.):94424698-94430530	1.1486
3_MACS_peak_6828_lociStitched	chr14(.):94436528-94445692	1.1729
2_MACS_peak_6831_lociStitched	chr14(.):94462974-94467184	2.1897
2_MACS_peak_6833_lociStitched	chr14(.):94474564-94481453	0.925
2_MACS_peak_6835_lociStitched	chr14(.):94487037-94493644	0.9983
1_MACS_peak_6837_lociStitched	chr14(.):94545909-94549136	1.8845
1_MACS_peak_6838_lociStitched	chr14(.):94595404-94596410	0.5497
2_MACS_peak_6839_lociStitched	chr14(.):94812125-94813373	0.3445
1_MACS_peak_6841_lociStitched	chr14(.):95622427-95624812	3.5751
1_MACS_peak_6842_lociStitched	chr14(.):95731364-95732790	0.5734
1_MACS_peak_6843_lociStitched	chr14(.):95763494-95764872	0.4666
2_MACS_peak_6844_lociStitched	chr14(.):95779859-95787134	0.7395
4_MACS_peak_6846_lociStitched	chr14(.):95969291-95987222	2.0335
1_MACS_peak_6850_lociStitched	chr14(.):95999539-96002786	1.9335
3_MACS_peak_6851_lociStitched	chr14(.):96128480-96135663	0.4862
1_MACS_peak_6854_lociStitched	chr14(.):96827769-96830897	1.7828
1_MACS_peak_6855_lociStitched	chr14(.):96857364-96858261	0.5525
1_MACS_peak_6856_lociStitched	chr14(.):96967394-96969832	3.7791
1_MACS_peak_6857_lociStitched	chr14(.):97165057-97165479	0.294
1_MACS_peak_6858_lociStitched	chr14(.):97263492-97264708	1.9895
2_MACS_peak_6859_lociStitched	chr14(.):97541526-97544345	0.3803
1_MACS_peak_6861_lociStitched	chr14(.):97875251-97875760	0.3255
1_MACS_peak_6862_lociStitched	chr14(.):97882021-97883624	0.6316
1_MACS_peak_6863_lociStitched	chr14(.):97907198-97910709	2.6443
1_MACS_peak_6864_lociStitched	chr14(.):97924695-97925956	0.8704
1_MACS_peak_6865_lociStitched	chr14(.):97951114-97952186	0.5274
3_MACS_peak_6866_lociStitched	chr14(.):98168554-98174197	0.335
1_MACS_peak_6869_lociStitched	chr14(.):98604984-98605810	0.752
3_MACS_peak_6870_lociStitched	chr14(.):98633164-98644630	0.3964
1_MACS_peak_6873_lociStitched	chr14(.):98663426-98666666	1.7759
1_MACS_peak_6874_lociStitched	chr14(.):98676236-98677232	0.743
1_MACS_peak_6875_lociStitched	chr14(.):98692733-98695162	1.3142
1_MACS_peak_6876_lociStitched	chr14(.):98763452-98764891	0.4251
1_MACS_peak_6877_lociStitched	chr14(.):99711522-99713124	0.5291
3_MACS_peak_6878_lociStitched	chr14(.):99734311-99738720	0.5097
1_MACS_peak_6881_lociStitched	chr14(.):99946040-99948487	1.5311
1_MACS_peak_6882_lociStitched	chr14(.):100035072-100035990	0.4078
1_MACS_peak_6883_lociStitched	chr14(.):100060787-100062071	0.8471
3_MACS_peak_6884_lociStitched	chr14(.):100067903-100072454	0.8367
1_MACS_peak_6887_lociStitched	chr14(.):100149439-100150312	1.1148
1_MACS_peak_6888_lociStitched	chr14(.):100437551-100439103	1.3565
1_MACS_peak_6889_lociStitched	chr14(.):100530529-100533933	2.5713
1_MACS_peak_6890_lociStitched	chr14(.):100538831-100539352	0.3753
1_MACS_peak_6891_lociStitched	chr14(.):100658680-100660092	1.2362
1_MACS_peak_6892_lociStitched	chr14(.):100679917-100681496	2.6839
1_MACS_peak_6893_lociStitched	chr14(.):100703806-100707455	4.8406
1_MACS_peak_6894_lociStitched	chr14(.):100751323-100752405	1.9393
1_MACS_peak_6895_lociStitched	chr14(.):100806767-100808570	0.897
1_MACS_peak_6896_lociStitched	chr14(.):100840743-100843620	1.7006
1_MACS_peak_6897_lociStitched	chr14(.):102143924-102144401	0.324
1_MACS_peak_6898_lociStitched	chr14(.):102171853-102173307	1.6197
1_MACS_peak_6899_lociStitched	chr14(.):102227107-102229064	1.4107
1_MACS_peak_6900_lociStitched	chr14(.):102240260-102242411	0.6296
1_MACS_peak_6901_lociStitched	chr14(.):102258104-102259542	0.7081
1_MACS_peak_6902_lociStitched	chr14(.):102275451-102279059	1.6352
1_MACS_peak_6903_lociStitched	chr14(.):102288547-102292655	1.7267
1_MACS_peak_6904_lociStitched	chr14(.):102341103-102344706	1.4894
1_MACS_peak_6905_lociStitched	chr14(.):102413566-102415811	3.1444
2_MACS_peak_6906_lociStitched	chr14(.):102426628-102432368	1.443
1_MACS_peak_6908_lociStitched	chr14(.):102514200-102516330	0.6035
1_MACS_peak_6909_lociStitched	chr14(.):102551804-102554780	6.666
1_MACS_peak_6910_lociStitched	chr14(.):102605318-102607404	1.9399
2_MACS_peak_6911_lociStitched	chr14(.):102782751-102787002	1.8652
1_MACS_peak_6913_lociStitched	chr14(.):102828298-102830342	2.2092
1_MACS_peak_6914_lociStitched	chr14(.):102975479-102977227	0.7434
1_MACS_peak_6915_lociStitched	chr14(.):102982710-102984005	0.8716
1_MACS_peak_6916_lociStitched	chr14(.):102990199-102991995	1.0321
1_MACS_peak_6917_lociStitched	chr14(.):103057529-103060435	4.1265
1_MACS_peak_6918_lociStitched	chr14(.):103234694-103235252	0.3549
3_MACS_peak_6919_lociStitched	chr14(.):103240894-103251534	1.8475
1_MACS_peak_6922_lociStitched	chr14(.):103272734-103274796	0.778
1_MACS_peak_6923_lociStitched	chr14(.):103284529-103286934	1.2218
1_MACS_peak_6924_lociStitched	chr14(.):103522878-103524683	0.9549
1_MACS_peak_6925_lociStitched	chr14(.):103557446-103558525	0.6054
4_MACS_peak_6926_lociStitched	chr14(.):103571380-103581683	3.6478
1_MACS_peak_6930_lociStitched	chr14(.):103589178-103590433	0.8259
1_MACS_peak_6931_lociStitched	chr14(.):103606848-103607850	0.4756
1_MACS_peak_6932_lociStitched	chr14(.):103655134-103655651	0.4068
1_MACS_peak_6933_lociStitched	chr14(.):103782909-103788246	3.4282
1_MACS_peak_6934_lociStitched	chr14(.):103795984-103803135	4.5837
2_MACS_peak_6935_lociStitched	chr14(.):103848079-103853846	2.268
1_MACS_peak_6937_lociStitched	chr14(.):103893535-103894017	0.3152
2_MACS_peak_6938_lociStitched	chr14(.):103987097-103989189	0.4652
1_MACS_peak_6940_lociStitched	chr14(.):103994511-103996271	1.9199
1_MACS_peak_6941_lociStitched	chr14(.):104027870-104030166	3.4082
1_MACS_peak_6942_lociStitched	chr14(.):104073595-104074365	0.4106
1_MACS_peak_6943_lociStitched	chr14(.):104094279-104096716	3.0399
1_MACS_peak_6944_lociStitched	chr14(.):104155309-104157008	0.8353
2_MACS_peak_6945_lociStitched	chr14(.):104180852-104183236	1.914
1_MACS_peak_6947_lociStitched	chr14(.):104313076-104314671	0.8372
1_MACS_peak_6948_lociStitched	chr14(.):104387127-104388062	1.3307
1_MACS_peak_6949_lociStitched	chr14(.):104488594-104489086	0.3835
1_MACS_peak_6950_lociStitched	chr14(.):104741356-104742880	0.5902
1_MACS_peak_6951_lociStitched	chr14(.):105143346-105144941	1.7213
1_MACS_peak_6952_lociStitched	chr14(.):105153522-105157352	1.5732
2_MACS_peak_6953_lociStitched	chr14(.):105188457-105190918	0.2984
1_MACS_peak_6955_lociStitched	chr14(.):105218307-105220459	1.4433
3_MACS_peak_6956_lociStitched	chr14(.):105260320-105268246	1.2192
1_MACS_peak_6959_lociStitched	chr14(.):105281363-105283493	3.4805
1_MACS_peak_6960_lociStitched	chr14(.):105331476-105332411	0.5036
1_MACS_peak_6961_lociStitched	chr14(.):105391863-105393838	1.1417
1_MACS_peak_6962_lociStitched	chr14(.):105399276-105400520	1.1139
1_MACS_peak_6963_lociStitched	chr14(.):105451574-105452756	0.8052
1_MACS_peak_6964_lociStitched	chr14(.):105469730-105471310	0.5337
1_MACS_peak_6965_lociStitched	chr14(.):105485241-105488689	2.5554
4_MACS_peak_6966_lociStitched	chr14(.):105530913-105537505	0.5262
1_MACS_peak_6970_lociStitched	chr14(.):105559553-105560341	0.3894
1_MACS_peak_6971_lociStitched	chr14(.):105632888-105635770	1.5348
1_MACS_peak_6972_lociStitched	chr14(.):105646905-105648099	2.0539
1_MACS_peak_6973_lociStitched	chr14(.):105714080-105715833	2.1205
1_MACS_peak_6974_lociStitched	chr14(.):105766200-105768099	2.2854
1_MACS_peak_6975_lociStitched	chr14(.):105779798-105782095	1.9791
1_MACS_peak_6976_lociStitched	chr14(.):105863727-105865780	4.2647
2_MACS_peak_6977_lociStitched	chr14(.):105881125-105887751	0.9756
1_MACS_peak_6979_lociStitched	chr14(.):105947296-105948854	1.496
