GENE_ID	locusLine	bin_1_JJN3_jia.bam
NM_138464	chr5(.):436642-448258	1.2387
NM_007277	chr5(.):438333-472409	0.5433
NR_029397	chr5(.):398811-409662	1.6383
NM_001193376	chr5(.):1248286-1300162	0.1214
NM_030782	chr5(.):1312999-1350002	2.7257
NM_032479	chr5(.):1793498-1804956	2.5766
NM_004553	chr5(.):1796495-1821167	1.2125
NM_033267	chr5(.):2741278-2756769	0.2344
NM_001145161	chr5(.):6443735-6501834	1.5784
NM_001171805	chr5(.):6709717-6762161	1.4361
NM_001171806	chr5(.):6741100-6762161	0.1139
NM_001089584	chr5(.):7826510-7856264	0.0791
NM_024010	chr5(.):7864216-7906235	0.6914
NM_022130	chr5(.):32119823-32179425	0.8684
NM_006713	chr5(.):32580604-32609185	1.7578
NM_001190469	chr5(.):37807778-37840929	0.8026
NM_199231	chr5(.):37807778-37840593	0.7713
NM_000514	chr5(.):37807778-37844782	0.7566
NM_000958	chr5(.):40675031-40698837	3.6188
NR_034127	chr5(.):43060288-43072073	3.9894
NM_001014279	chr5(.):43034181-43045447	4.5081
NR_034085	chr5(.):43011149-43023913	2.8712
NR_015447	chr5(.):43037235-43050370	3.866
NM_001102575	chr5(.):53808592-53847416	1.0336
NM_001145427	chr5(.):53808588-53847416	1.0335
NM_052870	chr5(.):53808592-53821834	2.2011
NM_001190787	chr5(.):54510424-54528143	0.6086
NM_021147	chr5(.):54521980-54534508	1.3768
NM_002184	chr5(.):55225924-55295821	0.8059
NM_005582	chr5(.):66473103-66497617	0.4021
NR_028375	chr5(.):76002762-76013686	0.7975
NM_152405	chr5(.):78526924-78628038	0.2284
NR_036243	chr5(.):86405695-86415771	0.3033
NM_020801	chr5(.):90659540-90684149	0.9365
NM_031952	chr5(.):94989019-95023714	0.0506
NM_014899	chr5(.):95061849-95137071	0.3815
NM_005668	chr5(.):100137638-100243987	0.3508
NM_175052	chr5(.):100216014-100243970	1.0506
NM_014819	chr5(.):108665409-108750675	0.2257
NR_036052	chr5(.):118305280-118315362	0.0607
NM_014350	chr5(.):118686595-118735294	0.2911
NM_002198	chr5(.):131812300-131831465	0.9013
NM_001013717	chr5(.):131741672-131803059	0.7491
NM_000879	chr5(.):131872135-131884214	0.042
NM_015288	chr5(.):133856797-133923918	0.5932
NM_016480	chr5(.):138672518-138710409	0.1341
NM_194296	chr5(.):138727455-138744776	0.4281
NM_152686	chr5(.):138740891-138780214	0.0963
NM_152685	chr5(.):138697884-138724039	0.2047
NM_001033112	chr5(.):138673133-138710409	0.1357
NM_001161546	chr5(.):138722634-138735885	1.2773
NM_016459	chr5(.):138718256-138730605	1.4309
NM_005859	chr5(.):139488707-139501321	1.4525
NM_001007189	chr5(.):139500520-139513391	0.0668
NM_183401	chr5(.):141343732-141373754	0.2748
NM_005471	chr5(.):141375233-141397620	0.6414
NM_183400	chr5(.):141343621-141373754	0.2741
NM_016580	chr5(.):141319529-141343627	0.0653
NM_183399	chr5(.):141341436-141373754	0.2589
NM_000024	chr5(.):148201155-148213197	0.9669
NM_001135643	chr5(.):150083308-150143657	0.1429
NM_032947	chr5(.):150152507-150181298	0.6056
NM_001135644	chr5(.):150083308-150143082	0.1437
NM_006058	chr5(.):150404505-150465997	0.4431
NM_005754	chr5(.):151146475-151189915	0.563
NM_001195556	chr5(.):157207750-157291183	0.1876
NM_001171183	chr5(.):171616175-171635458	0.0551
NM_004417	chr5(.):172190092-172203203	1.8603
NM_030627	chr5(.):173310330-173392313	0.4465
NM_017675	chr5(.):175971342-176027769	0.1358
NM_014901	chr5(.):175948699-175969421	1.3366
NM_001171976	chr5(.):175964511-176027769	0.3361
NM_001031677	chr5(.):176723198-176735744	1.8841
NM_006480	chr5(.):176779843-176804599	0.655
NM_006816	chr5(.):176753562-176783885	0.4178
NM_031300	chr5(.):176729205-176744292	2.2781
NM_001142935	chr5(.):176727500-176744292	2.2804
NM_013237	chr5(.):176725834-176738950	2.2978
NM_002082	chr5(.):176848686-176874850	1.5246
NM_030567	chr5(.):176868795-176888287	1.0688
NM_000505	chr5(.):176824138-176841577	0.7947
NM_080881	chr5(.):176878613-176904871	0.3976
NM_004395	chr5(.):176878613-176905694	0.3907
NM_001004105	chr5(.):176848686-176873354	1.2892
NM_001174102	chr5(.):176870325-176888283	1.1479
NM_001029886	chr5(.):176822107-176832637	1.1359
NM_153373	chr5(.):177630539-177664803	1.5324
NR_003281	chr5(.):177606510-177619433	0.0492
NM_004499	chr5(.):177626507-177643184	0.9789
NR_027183	chr5(.):180251958-180267726	1.422
NM_152283	chr5(.):180269610-180293286	0.3913
NM_206880	chr5(.):180576942-180587890	0.2833
NM_006098	chr5(.):180658927-180675906	1.3362
NM_033342	chr5(.):180625119-180637177	0.6433
NR_002591	chr5(.):180665313-180675376	2.1722
NR_002592	chr5(.):180663817-180673889	1.8394
NM_032765	chr5(.):180678385-180693119	1.4337
NM_203297	chr5(.):180615923-180632930	0.9229
NM_203296	chr5(.):180615923-180636340	0.903
NM_033549	chr5(.):180645305-180667808	1.1132
NR_027116	chr6(.):956240-1106567	0.2648
NM_022758	chr6(.):34550065-34669625	0.3733
NM_181356	chr6(.):44791469-45350670	0.1319
NM_003599	chr6(.):44792449-45350575	0.1321
NM_012288	chr6(.):52357199-52446862	1.0109
NM_001160134	chr6(.):73326570-73913573	0.126
NM_001040214	chr6(.):124120068-125151786	0.0462
NM_020732	chr6(.):157094063-157536913	0.1712
NM_001195286	chr6(.):386738-416443	1.5709
NM_000904	chr6(.):2995066-3024994	0.759
NR_026590	chr6(.):4701392-4960778	0.2614
NM_001143970	chr6(.):4831331-4960778	0.3093
NM_004824	chr6(.):4771679-4960778	0.3394
NR_037616	chr6(.):7876482-8069647	0.441
NM_002114	chr6(.):12007723-12170232	0.64
NM_001080480	chr6(.):20095934-20217670	0.19
NM_014641	chr6(.):30662583-30690458	1.2901
NM_172166	chr6(.):31702724-31735455	2.3005
NM_152735	chr6(.):33417355-33430320	0.3266
NM_020750	chr6(.):43485067-43548812	0.2038
NM_004348	chr6(.):45384913-45523819	0.4995
NM_001024630	chr6(.):45291053-45523819	0.4179
NM_021073	chr6(.):55615237-55745375	0.2031
NM_001704	chr6(.):69340631-70104403	0.1048
NM_001858	chr6(.):70571447-70927157	0.1107
NM_016021	chr6(.):90031343-90067619	0.8596
NM_018013	chr6(.):107806316-107987513	0.0898
NM_020381	chr6(.):107468760-107785779	0.0552
NM_001455	chr6(.):108877068-109010971	0.6226
NM_201559	chr6(.):108876025-109010971	0.6185
NM_152729	chr6(.):116416998-116571853	0.0796
NM_017696	chr6(.):119129611-119257903	0.2079
NM_001010923	chr6(.):128024338-128227226	0.1266
NM_001164687	chr6(.):128024338-128244776	0.1276
NM_001143676	chr6(.):134485383-134644196	0.266
NM_001130173	chr6(.):135497452-135545311	0.5645
NM_005375	chr6(.):135497452-135545310	0.5644
NM_020245	chr6(.):158728691-158937856	0.0461
NM_021135	chr6(.):166817853-167045726	0.1019
NM_001006932	chr6(.):166817853-167280771	0.0744
NM_020185	chr6(.):287100-356355	1.4054
NM_001195291	chr6(.):2943392-2977399	0.1102
NR_026855	chr6(.):2983200-2996405	2.0134
NM_003804	chr6(.):3072057-3120421	0.155
NR_033884	chr6(.):3015389-3030005	1.5321
NM_001012983	chr6(.):3040617-3051034	0.0643
NM_001143971	chr6(.):4885225-4960778	0.3249
NM_001145549	chr6(.):7876482-7915310	1.5553
NM_030810	chr6(.):7876482-7916047	1.5319
NR_033910	chr6(.):10407550-10421402	2.0668
NM_001032280	chr6(.):10391915-10417607	1.6679
NM_001042425	chr6(.):10391915-10424797	1.3208
NR_027793	chr6(.):10423017-10440055	0.344
NM_003220	chr6(.):10391915-10420470	1.5092
NM_032744	chr6(.):11708887-11784280	0.3166
NM_003107	chr6(.):21588971-21603849	0.5028
NM_005319	chr6(.):26050967-26061699	2.2137
NM_003537	chr6(.):26026816-26037288	1.8498
NM_003544	chr6(.):26022123-26032480	1.6111
NM_021062	chr6(.):26038454-26048885	0.0575
NM_003531	chr6(.):26040638-26051097	0.0568
NM_005325	chr6(.):26012259-26023040	0.8805
NM_003538	chr6(.):26016906-26027278	1.4311
NM_003513	chr6(.):26028319-26038796	1.2866
NM_003529	chr6(.):26015717-26026186	0.9897
NM_021065	chr6(.):26194011-26204471	2.9652
NM_003530	chr6(.):26192011-26204464	2.5141
NM_138720	chr6(.):26153348-26176576	1.4917
NM_003523	chr6(.):26179023-26189458	0.6627
NM_003539	chr6(.):26183937-26194304	0.7824
NM_003545	chr6(.):26199872-26210249	2.0306
NM_005321	chr6(.):26151558-26162343	1.8845
NM_003522	chr6(.):26194786-26205216	3.3345
NM_003518	chr6(.):26211427-26221872	1.3415
NM_021052	chr6(.):26212147-26222711	1.3351
NM_003532	chr6(.):26220382-26230844	0.3939
NM_003524	chr6(.):26246878-26257303	1.7013
NM_003534	chr6(.):26266145-26276612	1.1643
NM_003547	chr6(.):26241838-26252205	1.5176
NM_003540	chr6(.):26235653-26246021	0.152
NM_021018	chr6(.):26245369-26255835	1.6921
NM_005320	chr6(.):26229439-26240216	1.095
NM_003525	chr6(.):26268203-26278640	1.1752
NM_001145008	chr6(.):26397464-26420444	0.2154
NM_001197240	chr6(.):26378328-26400100	0.5802
NM_001197247	chr6(.):26360397-26383540	0.4917
NM_001197238	chr6(.):26378323-26400100	0.5801
NM_007047	chr6(.):26360397-26383548	0.4957
NM_001197237	chr6(.):26378438-26400100	0.5829
NM_001197248	chr6(.):26360469-26383540	0.4913
NM_001197246	chr6(.):26363405-26383540	0.4491
NR_026790	chr6(.):26516933-26532612	1.3794
NM_001732	chr6(.):26496494-26515652	0.0626
NM_006353	chr6(.):26533571-26552164	0.8578
NM_021064	chr6(.):27095816-27106314	2.7005
NM_080593	chr6(.):27101071-27119637	1.8119
NM_080596	chr6(.):27109907-27120346	1.6572
NR_036096	chr6(.):27110404-27120467	1.7086
NM_021058	chr6(.):27095094-27105575	2.8401
NM_003495	chr6(.):27102087-27112457	1.0506
NM_021066	chr6(.):27777079-27787518	1.5063
NM_003536	chr6(.):27772841-27783314	2.3775
NM_003509	chr6(.):27770976-27781445	1.8995
NM_003519	chr6(.):27770256-27780709	1.8811
NM_003521	chr6(.):27777821-27788267	1.3849
NM_003535	chr6(.):27853092-27863570	2.4405
NM_003527	chr6(.):27856202-27866669	2.5268
NM_003520	chr6(.):27801439-27811888	2.4268
NM_003511	chr6(.):27828106-27838576	2.4059
NM_003533	chr6(.):27834622-27845099	0.7732
NM_003510	chr6(.):27800657-27811117	2.4289
NM_003541	chr6(.):27793951-27804305	1.041
NM_005322	chr6(.):27829569-27840359	2.3325
NM_033057	chr6(.):27873962-27885174	0.0559
NM_021968	chr6(.):27786902-27797258	0.9674
NM_003514	chr6(.):27855476-27865963	2.5209
NM_003546	chr6(.):27835925-27846289	0.0683
NM_003587	chr6(.):30615895-30645830	0.1695
NM_001161376	chr6(.):30609815-30625987	0.8008
NM_133471	chr6(.):30639165-30660672	2.0311
NM_001134870	chr6(.):30639165-30660093	2.0849
NM_007243	chr6(.):30650825-30663769	2.746
NM_005803	chr6(.):30690510-30715453	0.3005
NM_003897	chr6(.):30705975-30717327	0.5023
NM_178014	chr6(.):30683156-30698195	2.316
NM_006674	chr6(.):31425956-31438586	0.4606
NR_002812	chr6(.):31434005-31445185	0.1269
NM_080598	chr6(.):31492995-31515225	0.758
NM_138282	chr6(.):31507239-31519627	1.5271
NM_001144961	chr6(.):31510352-31531606	0.3661
NM_001144963	chr6(.):31509627-31531606	0.6912
NR_003065	chr6(.):31503877-31513955	1.4804
NM_005931	chr6(.):31460854-31483901	0.7535
NR_003140	chr6(.):31499150-31509226	0.2244
NM_001011700	chr6(.):31491738-31503008	0.0749
NM_021246	chr6(.):31678132-31690581	0.1176
NM_138275	chr6(.):31686160-31697851	0.4062
NR_033488	chr6(.):31649725-31675850	0.7403
NM_013974	chr6(.):31689816-31703039	0.885
NM_025262	chr6(.):31639460-31653150	0.3547
NM_001288	chr6(.):31693357-31709341	5.0971
NM_001003693	chr6(.):31669683-31683372	1.2779
NM_021160	chr6(.):31649725-31676137	0.7332
NR_024541	chr6(.):31674752-31686842	0.1298
NM_025261	chr6(.):31681424-31694510	0.1033
NM_001039651	chr6(.):31725772-31737624	0.1378
NM_025258	chr6(.):31728370-31750108	0.5564
NR_002742	chr6(.):31799852-31809916	3.2927
NM_000434	chr6(.):31821828-31835709	1.2556
NM_021177	chr6(.):31760173-31779743	2.9613
NR_002745	chr6(.):31798039-31808103	3.5961
NM_001178045	chr6(.):31825969-31850448	0.7818
NM_001040438	chr6(.):31797692-31812541	2.4999
NM_005345	chr6(.):31778290-31790719	2.3555
NM_005527	chr6(.):31772395-31787835	1.2415
NM_001178044	chr6(.):31825969-31851823	0.7486
NM_006295	chr6(.):31740296-31768712	2.2735
NM_005346	chr6(.):31790511-31803031	3.7962
NM_022107	chr6(.):32153542-32168300	1.7126
NM_138717	chr6(.):32116300-32136452	0.1036
NM_001136	chr6(.):32143745-32157023	0.9268
NM_004557	chr6(.):32157619-32196844	0.5404
NM_032741	chr6(.):32130982-32150888	0.7563
NM_002586	chr6(.):32147509-32162963	1.2227
NM_006913	chr6(.):32141161-32153570	1.1824
NR_003129	chr6(.):32141231-32153567	1.1888
NM_030651	chr6(.):32111139-32124720	0.1296
NM_005155	chr6(.):32116621-32136452	0.1042
NM_006411	chr6(.):32130982-32148916	0.8266
NR_037169	chr6(.):32115578-32127142	0.1401
NM_030652	chr6(.):32127404-32141062	0.0604
NM_002124	chr6(.):32541546-32562562	0.76
NM_002122	chr6(.):32600182-32616429	0.2521
NM_002123	chr6(.):32622656-32639466	1.1383
NR_001298	chr6(.):32515489-32532779	0.067
NM_020056	chr6(.):32704162-32719664	0.0526
NM_006120	chr6(.):32911390-32925899	0.3499
NM_002119	chr6(.):32966959-32982389	0.0844
NM_002118	chr6(.):32897405-32913847	0.3629
NM_005104	chr6(.):32931436-32954282	4.5352
NM_001113182	chr6(.):32933664-32954282	5.0158
NM_001199455	chr6(.):32934371-32954282	5.1884
NM_001199456	chr6(.):32935860-32954282	5.4022
NM_080679	chr6(.):33125468-33165245	0.0735
NM_001164267	chr6(.):33241879-33262304	0.3325
NM_022551	chr6(.):33234851-33249281	0.7431
NM_172209	chr6(.):33262471-33287164	1.7743
NM_004761	chr6(.):33254430-33272176	1.074
NM_172208	chr6(.):33266409-33287164	1.9756
NM_006979	chr6(.):33163602-33177214	2.3926
NM_002931	chr6(.):33171285-33185499	1.2849
NM_003782	chr6(.):33239916-33251602	0.2621
NR_024517	chr6(.):33281334-33295793	2.2002
NM_014234	chr6(.):33167418-33179607	2.642
NM_014260	chr6(.):33252377-33263711	0.5254
NM_021976	chr6(.):33156364-33173432	1.1253
NM_005453	chr6(.):33277181-33290512	2.3965
NM_001145338	chr6(.):33277181-33290719	2.5008
NM_022553	chr6(.):33213048-33244662	0.5693
NR_029633	chr6(.):33170611-33180721	1.7836
NM_001185181	chr6(.):33252411-33263709	0.5267
NM_006772	chr6(.):33382846-33426466	0.7047
NM_015921	chr6(.):33379318-33391065	1.1451
NR_001444	chr6(.):33327513-33339139	0.053
NM_002263	chr6(.):33354312-33382699	0.6881
NM_002636	chr6(.):33373772-33389230	1.6023
NM_019096	chr6(.):43583217-43601936	1.5944
NM_001003690	chr6(.):43592278-43613688	1.7301
NM_014628	chr6(.):43598576-43613688	0.6113
NM_006502	chr6(.):43538877-43593260	0.2182
NM_001193341	chr6(.):43607766-43643748	0.2019
NM_018426	chr6(.):44090375-44128256	0.4297
NM_032111	chr6(.):44076372-44100191	0.65
NM_001078177	chr6(.):44186362-44206888	1.0004
NM_178148	chr6(.):44216837-44230283	1.0429
NM_001078174	chr6(.):44182241-44206888	0.9038
NM_020745	chr6(.):44261462-44286063	0.1837
NM_182539	chr6(.):44242896-44270458	0.0513
NM_001137560	chr6(.):44233479-44252182	0.0947
NM_001078175	chr6(.):44186295-44206888	1.0055
NM_004556	chr6(.):44220902-44238525	2.8223
NM_007355	chr6(.):44209848-44226614	1.8895
NR_030313	chr6(.):45160410-45170507	1.1989
NM_002388	chr6(.):52123811-52154582	0.775
NM_052872	chr6(.):52096483-52114298	0.1671
NM_014051	chr6(.):52530883-52556385	0.3066
NR_024403	chr6(.):52524198-52538951	1.4218
NM_002043	chr6(.):89962238-90029967	0.1149
NM_182907	chr6(.):106541814-106562811	1.8339
NM_001198	chr6(.):106529194-106562814	1.7537
NM_001624	chr6(.):106954729-107023334	0.2809
NR_027338	chr6(.):116354893-116366107	0.0454
NM_002031	chr6(.):116257692-116386921	0.1437
NM_014034	chr6(.):119210240-119235335	0.7834
NM_153255	chr6(.):119226761-119261327	0.1271
NM_005627	chr6(.):134485383-134501034	1.4664
NM_001143677	chr6(.):134485383-134504010	1.243
NM_001143678	chr6(.):134485383-134502070	1.3813
NM_006290	chr6(.):138183580-138209449	1.7525
NM_006079	chr6(.):139688396-139700785	1.6573
NM_001168389	chr6(.):139688396-139700350	1.7169
NM_001168388	chr6(.):139688396-139700499	1.696
NM_152133	chr6(.):159451026-159471184	0.558
NM_031924	chr6(.):159393265-159426198	0.2171
NM_138810	chr6(.):159454943-159471184	0.6075
NM_001259	chr7(.):92229234-92468231	0.4647
NM_001145306	chr7(.):92229234-92470941	0.4607
NM_004289	chr7(.):26186846-26231756	2.2352
NM_030796	chr7(.):55533305-55645200	0.9252
NM_031468	chr7(.):71239475-71882360	0.2004
NM_012301	chr7(.):77641373-79087890	0.0878
NM_001193584	chr7(.):107783070-108101841	0.2148
NR_033766	chr7(.):113721364-114338827	0.0977
NM_001145354	chr7(.):130789854-131186398	0.2027
NM_007353	chr7(.):2762740-2888959	0.3255
NM_001080495	chr7(.):5341422-5468177	1.5444
NM_000535	chr7(.):6007869-6053737	0.4164
NM_138426	chr7(.):8003422-8133709	0.5991
NM_182762	chr7(.):20169278-20262013	0.7003
NM_002214	chr7(.):20365724-20460382	0.553
NM_006547	chr7(.):23344827-23514995	0.5508
NM_175061	chr7(.):27865192-28225437	0.3104
NM_182899	chr7(.):28333939-28870511	0.1381
NM_001011666	chr7(.):28720720-28870511	0.2745
NM_004904	chr7(.):28470233-28870511	0.1558
NM_182898	chr7(.):28447143-28870511	0.152
NR_036554	chr7(.):29720687-29787019	0.6935
NR_003502	chr7(.):32762561-32774595	2.0628
NR_036680	chr7(.):32615552-32763780	0.0785
NM_014800	chr7(.):36888960-37493511	0.1589
NM_002541	chr7(.):44641120-44753669	0.4907
NM_001003941	chr7(.):44641120-44721195	0.6539
NM_022748	chr7(.):47309751-47584199	0.3574
NM_006060	chr7(.):50339377-50477798	0.2354
NM_001010932	chr7(.):81326443-81404452	0.8687
NM_001010934	chr7(.):81375215-81404452	2.086
NM_001010931	chr7(.):81367006-81404452	1.6579
NM_012449	chr7(.):89778688-89799141	0.5471
NM_012395	chr7(.):90333711-90844904	0.1746
NM_001099401	chr7(.):94209535-94290521	0.2604
NM_017621	chr7(.):102091666-102110321	0.4153
NM_006989	chr7(.):102215092-102262205	0.513
NM_182931	chr7(.):104649636-104759532	0.5558
NM_001037132	chr7(.):107783070-107885614	0.3082
NM_024913	chr7(.):120623750-120942498	0.0958
NM_001105533	chr7(.):120624444-120906972	0.09
NM_001098627	chr7(.):128575771-128595088	2.0877
NM_001098630	chr7(.):128572993-128595088	2.1209
NM_032643	chr7(.):128573270-128595088	2.0658
NR_015431	chr7(.):130623918-130798562	0.3552
NR_024153	chr7(.):130623918-130796789	0.3579
NM_178563	chr7(.):134666258-134825530	0.1492
NM_018238	chr7(.):141246077-141359209	0.2191
NM_002607	chr7(.):531896-564481	0.4114
NR_033963	chr7(.):555027-569869	0.8076
NM_003751	chr7(.):2389473-2425377	1.2671
NM_018641	chr7(.):2438258-2479216	0.5404
NM_006303	chr7(.):6043881-6068465	1.0987
NM_014413	chr7(.):6056877-6103860	0.2435
NM_152898	chr7(.):19179404-19190044	0.1103
NM_000474	chr7(.):19150090-19162295	1.7179
NM_207342	chr7(.):22454062-22544901	0.5182
NM_001164460	chr7(.):22473037-22544901	0.6252
NM_032581	chr7(.):22975877-23058770	0.3211
NR_026676	chr7(.):23525006-23536031	0.0855
NR_029597	chr7(.):25984538-25994606	7.2065
NM_031243	chr7(.):26224555-26245413	3.6398
NM_016587	chr7(.):26236323-26257976	3.4521
NM_007276	chr7(.):26236098-26257976	3.4209
NR_034097	chr7(.):28215075-28285996	0.5941
NR_036482	chr7(.):29719769-29732859	3.134
NR_024278	chr7(.):29680537-29729754	1.2635
NR_027347	chr7(.):29719387-29730437	3.7231
NM_147128	chr7(.):30318922-30412308	0.8189
NR_030319	chr7(.):30324409-30334506	4.1029
NR_037513	chr7(.):30324409-30334506	4.1029
NR_036501	chr7(.):32792897-32807536	0.1353
NR_030320	chr7(.):32767592-32777689	2.2731
NM_182547	chr7(.):44613761-44626827	1.2218
NM_174929	chr7(.):44790786-44814479	0.54
NM_031449	chr7(.):44783529-44814479	1.8537
NM_021130	chr7(.):44831240-44847716	1.8049
NM_152559	chr7(.):73243920-73261855	0.4723
NM_001305	chr7(.):73240192-73252015	0.1573
NM_182504	chr7(.):73270488-73285223	0.0717
NM_001163636	chr7(.):74067029-74180022	0.5521
NM_021145	chr7(.):86776869-86830648	0.4843
NR_024550	chr7(.):86776676-86830648	0.4832
NM_152999	chr7(.):89835999-89871992	0.3127
NM_001040665	chr7(.):89836173-89871992	0.3138
NM_001040666	chr7(.):89838133-89871992	0.3281
NM_001184962	chr7(.):94280636-94304006	0.5369
NM_001172437	chr7(.):94280681-94304006	0.5379
NM_020979	chr7(.):101923404-101967178	1.3221
NR_036245	chr7(.):101931368-101941453	1.8512
NM_032831	chr7(.):102068995-102102268	0.4484
NM_024653	chr7(.):102031803-102072129	1.4127
NM_006234	chr7(.):102108547-102124381	0.498
NM_001031618	chr7(.):102186678-102207757	0.1087
NM_001097615	chr7(.):102173365-102218068	0.3208
NM_152892	chr7(.):102100389-102118612	0.4465
NM_001114403	chr7(.):102272471-102288238	0.1626
NM_001031618	chr7(.):102285771-102306847	0.113
NR_024586	chr7(.):104645988-104659588	3.9498
NM_001166346	chr7(.):114557208-114568720	0.9722
NM_199072	chr7(.):114557208-114664970	0.2168
NM_019071	chr7(.):120585816-120620711	0.3712
NM_199349	chr7(.):128525000-128555773	0.0767
NM_033015	chr7(.):150768707-150782951	1.364
NM_004769	chr7(.):150740604-150754843	0.1216
NM_031434	chr7(.):150773171-150785413	3.0503
NM_004935	chr7(.):150745898-150760052	1.5651
NM_031946	chr7(.):150778825-150846523	0.4999
NM_001136044	chr7(.):150773171-150785620	3.011
NM_003040	chr7(.):150751656-150778614	1.1766
NM_001042535	chr7(.):150778825-150825725	0.6899
NM_005614	chr7(.):151158097-151222010	0.8069
NM_005515	chr7(.):156792546-156808347	1.4615
NM_001165255	chr7(.):156792546-156807129	1.5375
NM_080838	chr8(.):134198311-134245053	0.726
NM_003882	chr8(.):134198311-134246571	0.859
NM_178565	chr8(.):108906543-109100913	0.0984
NM_006197	chr8(.):17775365-17892457	0.2013
NM_003844	chr8(.):23043969-23087680	0.3145
NM_004103	chr8(.):27163998-27321903	0.2393
NM_173176	chr8(.):27178053-27321903	0.2283
NM_173175	chr8(.):27178080-27321903	0.2284
NM_001002814	chr8(.):37711464-37762015	0.4179
NM_006540	chr8(.):71019266-71321020	0.289
NM_005941	chr8(.):89044459-89344717	0.1479
NM_002998	chr8(.):97500881-97629037	0.5802
NM_001040627	chr8(.):102693769-103141562	0.1555
NM_001040630	chr8(.):102693769-103142135	0.1555
NM_052900	chr8(.):113230158-114454242	0.0791
NM_198124	chr8(.):113230158-114394382	0.0544
NM_001101676	chr8(.):119196694-119639184	0.1833
NM_207506	chr8(.):119385226-119639184	0.2653
NM_018482	chr8(.):131059352-131419217	0.279
NM_001024678	chr8(.):145742760-145757416	2.6034
NM_001001795	chr8(.):145746602-145759458	2.2942
NM_001715	chr8(.):11346520-11427108	0.175
NM_024767	chr8(.):13157115-13377429	0.1232
NM_182643	chr8(.):12935871-13377429	0.1126
NM_001001925	chr8(.):17496302-17663426	0.1054
NM_001001931	chr8(.):17496302-17584730	0.1568
NM_001166393	chr8(.):17496302-17585084	0.1562
NM_015310	chr8(.):18379812-18876196	0.1266
NM_206909	chr8(.):18379812-18671405	0.1387
NM_001386	chr8(.):26430420-26520693	0.4414
NM_001197293	chr8(.):26366708-26520693	0.3663
NM_001010906	chr8(.):27874480-27946388	0.2428
NM_023034	chr8(.):38127560-38244790	0.3551
NR_001448	chr8(.):39167181-39265375	0.2911
NM_032410	chr8(.):42747032-42890682	0.2687
NM_001160224	chr8(.):42699779-42756866	0.6836
NM_001160225	chr8(.):42703437-42756866	0.7237
NM_006756	chr8(.):54874115-54940008	0.4923
NM_170587	chr8(.):54759367-54876863	0.293
NM_002604	chr8(.):66629051-66758755	0.396
NM_001144755	chr8(.):67469409-67530480	0.3442
NM_001128206	chr8(.):70400027-70578147	0.1608
NM_015170	chr8(.):70373858-70578147	0.2203
NM_001146009	chr8(.):70579567-70750404	0.4257
NM_001146008	chr8(.):70579567-70750625	0.4254
NM_030958	chr8(.):70579567-70752299	0.4219
NM_172060	chr8(.):72104667-72273979	0.1668
NM_000503	chr8(.):72104667-72279467	0.2204
NM_005079	chr8(.):80942104-81088836	0.2989
NM_004349	chr8(.):92962194-93080191	0.0889
NM_001198629	chr8(.):92962194-93112490	0.1327
NM_001198625	chr8(.):92962194-93112882	0.1342
NM_001198628	chr8(.):92962194-93116916	0.1909
NM_001198633	chr8(.):92962194-93120454	0.1882
NM_001135733	chr8(.):95933199-95966615	0.9401
NM_016134	chr8(.):97652498-98160722	0.1374
NM_183419	chr8(.):101264287-101327327	0.9587
NM_018002	chr8(.):107277405-107769921	0.1695
NM_181354	chr8(.):107665035-107769921	0.2902
NM_001198532	chr8(.):107455151-107769921	0.1787
NM_173685	chr8(.):126099082-126384367	0.3054
NM_003235	chr8(.):133874204-134152143	0.2507
NM_001045556	chr8(.):134043972-134120310	0.5546
NM_003033	chr8(.):134462090-134589183	1.1058
NM_015117	chr8(.):144514824-144628620	2.1421
NM_001134374	chr8(.):145081581-145107015	0.1175
NR_029668	chr8(.):9755897-9765982	1.612
NR_024281	chr8(.):9752573-9765839	1.2955
NM_053279	chr8(.):11273972-11329276	0.437
NM_020749	chr8(.):17496302-17560246	0.2013
NM_004467	chr8(.):17716899-17758047	0.034
NM_147203	chr8(.):17716899-17757913	0.0339
NM_152272	chr8(.):23096149-23124512	0.166
NR_033928	chr8(.):23077733-23093439	0.5414
NM_018091	chr8(.):27945583-28053669	0.0805
NM_057158	chr8(.):29188616-29211322	1.2848
NM_001394	chr8(.):29188619-29213185	1.1923
NM_018310	chr8(.):37696397-37712431	0.516
NM_152413	chr8(.):37786799-37802647	0.057
NM_144652	chr8(.):38239019-38271061	1.023
NM_017778	chr8(.):38168934-38244790	0.4979
NR_003129	chr8(.):38452692-38463775	0.0894
NM_018105	chr8(.):42686816-42703474	0.9402
NM_003702	chr8(.):54788441-54876863	0.3576
NR_015374	chr8(.):65481865-65494820	7.5791
NM_152414	chr8(.):65487813-65501186	7.5166
NM_002603	chr8(.):66624904-66706321	0.0991
NM_001040708	chr8(.):80671244-80685098	0.9457
NM_057749	chr8(.):95887452-95912482	0.9771
NM_053001	chr8(.):99951630-99969326	1.0472
NM_015435	chr8(.):101264287-101320487	0.4536
NM_001032282	chr8(.):103656004-103671168	2.793
NM_005655	chr8(.):103656004-103672983	2.5074
NM_148174	chr8(.):103833535-103881397	0.6706
NM_006265	chr8(.):117853172-117892105	0.9089
NR_033886	chr8(.):117881662-117894107	2.7447
NR_037404	chr8(.):117881966-117892039	3.2024
