GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
NM_002406	chr5(.):180212540-180235048	0.1478
NM_001114619	chr5(.):180212540-180235902	0.1466
NM_001114618	chr5(.):180212540-180241817	0.15
NM_001114617	chr5(.):180212540-180242137	0.15
NM_052909	chr5(.):135372-195087	0.0937
NM_145265	chr5(.):199874-223297	0.1247
NM_001080478	chr5(.):186625-200468	0.1222
NM_004168	chr5(.):213355-261814	0.1232
NM_001193376	chr5(.):1248286-1300162	0.0862
NM_030782	chr5(.):1312999-1350002	0.1752
NM_001145161	chr5(.):6443735-6501834	0.139
NM_006713	chr5(.):32580604-32609185	0.1771
NM_001190469	chr5(.):37807778-37840929	0.1127
NM_199231	chr5(.):37807778-37840593	0.1123
NM_000514	chr5(.):37807778-37844782	0.1136
NM_002184	chr5(.):55225924-55295821	0.1388
NR_036243	chr5(.):86405695-86415771	0.1578
NR_024384	chr5(.):87955262-87974146	0.1496
NR_024383	chr5(.):87955262-87979262	0.1434
NR_030741	chr5(.):87957670-87967757	0.1396
NM_020801	chr5(.):90659540-90684149	0.1335
NM_005668	chr5(.):100137638-100243987	0.1206
NM_175052	chr5(.):100216014-100243970	0.1432
NR_033175	chr5(.):109213882-109226200	0.0911
NM_005669	chr5(.):112207080-112263031	0.1268
NR_036052	chr5(.):118305280-118315362	0.0926
NM_014350	chr5(.):118686595-118735294	0.1244
NM_000588	chr5(.):131391346-131403896	0.117
NM_000758	chr5(.):131404484-131416859	0.1172
NR_037500	chr5(.):131696181-131706291	0.1077
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.175
NM_000879	chr5(.):131872135-131884214	0.116
NM_016480	chr5(.):138672518-138710409	0.106
NM_194296	chr5(.):138727455-138744776	0.1583
NM_152686	chr5(.):138740891-138780214	0.1341
NM_152685	chr5(.):138697884-138724039	0.1144
NM_001033112	chr5(.):138673133-138710409	0.1065
NM_001161546	chr5(.):138722634-138735885	0.19
NM_016459	chr5(.):138718256-138730605	0.2028
NM_016463	chr5(.):139023300-139067680	0.1148
NM_000024	chr5(.):148201155-148213197	0.1909
NM_006058	chr5(.):150404505-150465997	0.1193
NM_001155	chr5(.):150475266-150542443	0.1454
NM_001193544	chr5(.):150475266-150526216	0.1411
NR_028472	chr5(.):156346099-156357013	0.1253
NM_004219	chr5(.):159843864-159860746	0.1253
NM_006425	chr5(.):159823647-159851168	0.132
NR_036095	chr5(.):159896408-159906490	0.1279
NR_029701	chr5(.):159907358-159917457	0.1033
NM_001171183	chr5(.):171616175-171635458	0.0921
NM_030627	chr5(.):173310330-173392313	0.1416
NM_001031677	chr5(.):176723198-176735744	0.1672
NM_006480	chr5(.):176779843-176804599	0.1223
NM_006816	chr5(.):176753562-176783885	0.1178
NM_031300	chr5(.):176729205-176744292	0.1609
NM_001142935	chr5(.):176727500-176744292	0.1712
NM_013237	chr5(.):176725834-176738950	0.1657
NR_027183	chr5(.):180251958-180267726	0.155
NM_152283	chr5(.):180269610-180293286	0.122
NM_022758	chr6(.):34550065-34669625	0.1133
NM_181356	chr6(.):44791469-45350670	0.0993
NM_003599	chr6(.):44792449-45350575	0.0993
NM_012288	chr6(.):52357199-52446862	0.1603
NM_033515	chr6(.):129893239-130036370	0.119
NM_001195286	chr6(.):386738-416443	0.1436
NM_001168344	chr6(.):7102829-7257213	0.1156
NM_001003699	chr6(.):7103085-7257213	0.1157
NM_001718	chr6(.):7722010-7886961	0.1231
NR_037616	chr6(.):7876482-8069647	0.1396
NM_001173977	chr6(.):25274655-25625758	0.1281
NM_014641	chr6(.):30662583-30690458	0.1359
NM_001090	chr6(.):30534169-30564309	0.1261
NM_172166	chr6(.):31702724-31735455	0.1373
NM_004348	chr6(.):45384913-45523819	0.122
NM_001024630	chr6(.):45291053-45523819	0.1104
NM_001172420	chr6(.):52280804-52365583	0.118
NM_018100	chr6(.):52279993-52365583	0.119
NM_001123226	chr6(.):74166453-74216179	0.1111
NM_016021	chr6(.):90031343-90067619	0.1575
NM_001170794	chr6(.):90631246-91011627	0.1153
NM_021813	chr6(.):90631246-91011562	0.1153
NM_001455	chr6(.):108877068-109010971	0.1462
NM_201559	chr6(.):108876025-109010971	0.1457
NM_032131	chr6(.):109164618-109300352	0.1319
NM_173674	chr6(.):117798819-117896020	0.1328
NM_153235	chr6(.):139556198-139618208	0.1134
NM_006734	chr6(.):143067603-143271338	0.0654
NM_024630	chr6(.):157797556-158099977	0.0579
NM_020185	chr6(.):287100-356355	0.2781
NR_027712	chr6(.):7981334-7995577	0.1233
NM_001145549	chr6(.):7876482-7915310	0.2088
NM_030810	chr6(.):7876482-7916047	0.209
NM_032744	chr6(.):11708887-11784280	0.1251
NM_001143964	chr6(.):13300183-13333787	0.1198
NM_005319	chr6(.):26050967-26061699	0.1473
NM_003537	chr6(.):26026816-26037288	0.1772
NM_003544	chr6(.):26022123-26032480	0.1798
NM_021062	chr6(.):26038454-26048885	0.1668
NM_003531	chr6(.):26040638-26051097	0.1662
NM_005325	chr6(.):26012259-26023040	0.1247
NM_003538	chr6(.):26016906-26027278	0.152
NM_003513	chr6(.):26028319-26038796	0.1502
NM_003529	chr6(.):26015717-26026186	0.1288
NM_003526	chr6(.):26118694-26129132	0.1707
NM_139006	chr6(.):26082508-26100469	0.1056
NM_021065	chr6(.):26194011-26204471	0.1903
NM_003530	chr6(.):26192011-26204464	0.1697
NM_138720	chr6(.):26153348-26176576	0.1386
NM_003523	chr6(.):26179023-26189458	0.1516
NM_003539	chr6(.):26183937-26194304	0.1387
NM_003545	chr6(.):26199872-26210249	0.1508
NM_005321	chr6(.):26151558-26162343	0.1683
NM_003512	chr6(.):26119372-26129918	0.1684
NM_003542	chr6(.):26099175-26109565	0.1098
NM_005323	chr6(.):26102639-26113364	0.1002
NM_003522	chr6(.):26194786-26205216	0.1961
NM_003518	chr6(.):26211427-26221872	0.161
NM_021052	chr6(.):26212147-26222711	0.164
NM_003543	chr6(.):26280353-26290727	0.1601
NM_003532	chr6(.):26220382-26230844	0.128
NM_003524	chr6(.):26246878-26257303	0.1712
NM_003534	chr6(.):26266145-26276612	0.1684
NM_003547	chr6(.):26241838-26252205	0.1475
NM_003540	chr6(.):26235653-26246021	0.1001
NM_021018	chr6(.):26245369-26255835	0.1816
NM_005320	chr6(.):26229439-26240216	0.1233
NM_003525	chr6(.):26268203-26278640	0.1647
NM_001145008	chr6(.):26397464-26420444	0.1285
NM_001197240	chr6(.):26378328-26400100	0.1616
NM_001197247	chr6(.):26360397-26383540	0.1585
NM_001197238	chr6(.):26378323-26400100	0.1616
NM_007047	chr6(.):26360397-26383548	0.1586
NM_001197237	chr6(.):26378438-26400100	0.1621
NM_001197248	chr6(.):26360469-26383540	0.1585
NM_001197246	chr6(.):26363405-26383540	0.139
NM_021064	chr6(.):27095816-27106314	0.1699
NM_080593	chr6(.):27101071-27119637	0.134
NM_080596	chr6(.):27109907-27120346	0.1345
NR_036096	chr6(.):27110404-27120467	0.1382
NM_021058	chr6(.):27095094-27105575	0.1759
NM_003495	chr6(.):27102087-27112457	0.1048
NM_021066	chr6(.):27777079-27787518	0.1376
NM_003536	chr6(.):27772841-27783314	0.152
NM_003509	chr6(.):27770976-27781445	0.135
NM_003519	chr6(.):27770256-27780709	0.1321
NM_003521	chr6(.):27777821-27788267	0.1307
NM_003535	chr6(.):27853092-27863570	0.1549
NM_003527	chr6(.):27856202-27866669	0.1742
NM_003520	chr6(.):27801439-27811888	0.1776
NM_003511	chr6(.):27828106-27838576	0.1435
NM_003533	chr6(.):27834622-27845099	0.1178
NM_003510	chr6(.):27800657-27811117	0.1774
NM_003541	chr6(.):27793951-27804305	0.1287
NM_005322	chr6(.):27829569-27840359	0.1463
NM_033057	chr6(.):27873962-27885174	0.095
NM_021968	chr6(.):27786902-27797258	0.104
NM_003514	chr6(.):27855476-27865963	0.1738
NM_003546	chr6(.):27835925-27846289	0.1089
NM_003587	chr6(.):30615895-30645830	0.1286
NM_001031722	chr6(.):30589662-30619598	0.1111
NR_033823	chr6(.):30589612-30619598	0.1111
NM_001161376	chr6(.):30609815-30625987	0.1224
NM_002714	chr6(.):30563181-30590020	0.1524
NM_014046	chr6(.):30580485-30599174	0.1521
NM_133471	chr6(.):30639165-30660672	0.1585
NM_001134870	chr6(.):30639165-30660093	0.1599
NM_007243	chr6(.):30650825-30663769	0.1441
NR_030615	chr6(.):30547108-30557194	0.1084
NM_005803	chr6(.):30690510-30715453	0.1352
NM_003897	chr6(.):30705975-30717327	0.1294
NM_178014	chr6(.):30683156-30698195	0.171
NM_007109	chr6(.):31121302-31136992	0.1207
NM_001173531	chr6(.):31127113-31139615	0.1116
NR_026791	chr6(.):31160536-31176745	0.1652
NM_019052	chr6(.):31105215-31131015	0.1083
NM_001105563	chr6(.):31105215-31130566	0.1087
NR_026816	chr6(.):31136511-31150676	0.1008
NM_002701	chr6(.):31127113-31143451	0.1086
NM_014069	chr6(.):31100310-31112127	0.0945
NM_021246	chr6(.):31678132-31690581	0.0989
NM_138275	chr6(.):31686160-31697851	0.1342
NR_033488	chr6(.):31649725-31675850	0.111
NM_013974	chr6(.):31689816-31703039	0.1461
NM_025262	chr6(.):31639460-31653150	0.1307
NM_001288	chr6(.):31693357-31709341	0.1909
NM_001003693	chr6(.):31669683-31683372	0.1141
NM_021160	chr6(.):31649725-31676137	0.1102
NR_024541	chr6(.):31674752-31686842	0.0931
NM_025261	chr6(.):31681424-31694510	0.097
NM_001039651	chr6(.):31725772-31737624	0.1145
NM_025258	chr6(.):31728370-31750108	0.12
NR_002742	chr6(.):31799852-31809916	0.1546
NM_000434	chr6(.):31821828-31835709	0.13
NM_021177	chr6(.):31760173-31779743	0.1408
NR_002745	chr6(.):31798039-31808103	0.1652
NM_001178045	chr6(.):31825969-31850448	0.1228
NM_001040438	chr6(.):31797692-31812541	0.1517
NM_005345	chr6(.):31778290-31790719	0.1575
NM_005527	chr6(.):31772395-31787835	0.1309
NM_001178044	chr6(.):31825969-31851823	0.121
NM_006295	chr6(.):31740296-31768712	0.1366
NM_005346	chr6(.):31790511-31803031	0.1759
NM_006120	chr6(.):32911390-32925899	0.1518
NM_002119	chr6(.):32966959-32982389	0.1206
NM_002118	chr6(.):32897405-32913847	0.1377
NM_005104	chr6(.):32931436-32954282	0.1778
NM_001113182	chr6(.):32933664-32954282	0.1812
NM_001199455	chr6(.):32934371-32954282	0.1824
NM_001199456	chr6(.):32935860-32954282	0.1802
NM_001164267	chr6(.):33241879-33262304	0.1238
NM_022551	chr6(.):33234851-33249281	0.1403
NM_172209	chr6(.):33262471-33287164	0.1331
NM_004761	chr6(.):33254430-33272176	0.1386
NM_172208	chr6(.):33266409-33287164	0.1401
NM_003782	chr6(.):33239916-33251602	0.1193
NR_024517	chr6(.):33281334-33295793	0.1444
NM_014260	chr6(.):33252377-33263711	0.146
NM_005453	chr6(.):33277181-33290512	0.1526
NM_001145338	chr6(.):33277181-33290719	0.1526
NM_022553	chr6(.):33213048-33244662	0.1429
NM_001185181	chr6(.):33252411-33263709	0.1462
NR_001444	chr6(.):33327513-33339139	0.0935
NM_000322	chr6(.):42659332-42695358	0.1053
NM_003192	chr6(.):42707233-42718884	0.1347
NR_037141	chr6(.):42690313-42700932	0.1222
NM_015349	chr6(.):42783793-42841296	0.1081
NM_001078177	chr6(.):44186362-44206888	0.1247
NM_178148	chr6(.):44216837-44230283	0.1461
NM_001078174	chr6(.):44182241-44206888	0.1226
NM_020745	chr6(.):44261462-44286063	0.1163
NM_182539	chr6(.):44242896-44270458	0.0857
NM_001137560	chr6(.):44233479-44252182	0.1122
NM_001078175	chr6(.):44186295-44206888	0.1246
NM_004556	chr6(.):44220902-44238525	0.1635
NM_007355	chr6(.):44209848-44226614	0.1513
NM_001402	chr6(.):74220472-74235755	0.2054
NM_002043	chr6(.):89962238-90029967	0.1212
NM_021244	chr6(.):90069334-90126995	0.1417
NM_182907	chr6(.):106541814-106562811	0.1895
NM_001198	chr6(.):106529194-106562814	0.1886
NM_001142403	chr6(.):109682716-109708762	0.1452
NM_020399	chr6(.):117876432-117928705	0.1358
NM_001017373	chr6(.):130460460-130549099	0.0953
NM_152552	chr6(.):130499132-130541494	0.1
NM_001145207	chr6(.):135351994-135381036	0.1281
NM_006620	chr6(.):135276516-135381036	0.1227
NR_037435	chr6(.):135295475-135305570	0.1077
NM_006290	chr6(.):138183580-138209449	0.1642
NM_006079	chr6(.):139688396-139700785	0.1631
NM_001168389	chr6(.):139688396-139700350	0.1619
NM_001168388	chr6(.):139688396-139700499	0.1613
NR_037463	chr6(.):157945163-157955232	0.0495
NM_145695	chr7(.):14210605-14886075	0.0902
NM_004080	chr7(.):14179673-14886075	0.0902
NM_004289	chr7(.):26186846-26231756	0.1345
NM_001029835	chr7(.):45062232-45121069	0.1291
NM_001167935	chr7(.):45034786-45121069	0.1295
NR_030770	chr7(.):45034344-45121069	0.13
NM_030796	chr7(.):55533305-55645200	0.1458
NM_012301	chr7(.):77641373-79087890	0.0989
NR_033766	chr7(.):113721364-114338827	0.1463
NM_001145354	chr7(.):130789854-131186398	0.1606
NM_001164458	chr7(.):149939300-150025758	0.1624
NM_138426	chr7(.):8003422-8133709	0.1252
NM_182762	chr7(.):20169278-20262013	0.1356
NM_002214	chr7(.):20365724-20460382	0.1172
NM_002541	chr7(.):44641120-44753669	0.1236
NM_001003941	chr7(.):44641120-44721195	0.1319
NM_022748	chr7(.):47309751-47584199	0.1134
NM_006060	chr7(.):50339377-50477798	0.0848
NM_012395	chr7(.):90333711-90844904	0.1168
NM_017984	chr7(.):99993494-100031302	0.1246
NM_017621	chr7(.):102091666-102110321	0.1266
NM_182931	chr7(.):104649636-104759532	0.1278
NM_022444	chr7(.):122748587-122845025	0.1548
NM_001098627	chr7(.):128575771-128595088	0.2244
NM_001098630	chr7(.):128572993-128595088	0.2245
NM_032643	chr7(.):128573270-128595088	0.2235
NM_003344	chr7(.):129467994-129597789	0.1699
NR_015431	chr7(.):130623918-130798562	0.1786
NR_024153	chr7(.):130623918-130796789	0.1787
NM_014149	chr7(.):134863589-134901316	0.1556
NM_016019	chr7(.):139039633-139113200	0.1616
NM_001166254	chr7(.):139473046-139725125	0.1607
NR_029394	chr7(.):139523951-139725125	0.1567
NM_173680	chr7(.):150071405-150100719	0.227
NM_013321	chr7(.):2286404-2359099	0.0953
NM_003751	chr7(.):2389473-2425377	0.1064
NM_018641	chr7(.):2438258-2479216	0.1118
NR_029597	chr7(.):25984538-25994606	0.1557
NM_031243	chr7(.):26224555-26245413	0.1638
NM_016587	chr7(.):26236323-26257976	0.1406
NM_007276	chr7(.):26236098-26257976	0.1396
NM_019082	chr7(.):44600402-44619137	0.1261
NM_182547	chr7(.):44613761-44626827	0.1448
NR_003697	chr7(.):45017626-45031259	0.14
NR_002952	chr7(.):45019976-45030109	0.1496
NM_033054	chr7(.):44997259-45023704	0.1091
NM_001123065	chr7(.):47689841-47706246	0.0884
NM_013439	chr7(.):99966067-100002722	0.1166
NM_173564	chr7(.):100076549-100097422	0.0895
NM_030935	chr7(.):100059141-100081902	0.0932
NM_145030	chr7(.):100027911-100039094	0.1363
NM_019606	chr7(.):100022253-100036749	0.1583
NM_001194992	chr7(.):100021412-100036749	0.1549
NM_001004323	chr7(.):100049237-100066894	0.0861
NM_020979	chr7(.):101923404-101967178	0.1234
NR_036245	chr7(.):101931368-101941453	0.1385
NM_032831	chr7(.):102068995-102102268	0.1446
NM_024653	chr7(.):102031803-102072129	0.1474
NM_001146210	chr7(.):101981191-102001889	0.1495
NM_006234	chr7(.):102108547-102124381	0.172
NM_152892	chr7(.):102100389-102118612	0.1403
NR_027374	chr7(.):104530074-104572092	0.1218
NR_024586	chr7(.):104645988-104659588	0.1869
NM_002649	chr7(.):106500923-106552592	0.2157
NM_001166346	chr7(.):114557208-114568720	0.2377
NM_199072	chr7(.):114557208-114664970	0.1889
NM_001024613	chr7(.):121936447-121949565	0.1408
NR_036484	chr7(.):121938711-121955131	0.1589
NM_199349	chr7(.):128525000-128555773	0.1336
NR_002144	chr7(.):128761324-128773050	0.1794
NM_178562	chr7(.):128779711-128814534	0.1738
NM_018295	chr7(.):134827765-134855967	0.2237
NR_024185	chr7(.):134845531-134860532	0.2079
NM_197964	chr7(.):139020896-139035541	0.2065
NM_002769	chr7(.):142452318-142465927	0.1849
NM_004445	chr7(.):142547791-142573847	0.1567
NM_002770	chr7(.):142474907-142486378	0.183
NR_001296	chr7(.):142473756-142487399	0.1688
NM_013400	chr7(.):150060878-150076133	0.2659
NM_014374	chr7(.):150063257-150076133	0.2735
NM_001142928	chr7(.):150015295-150040245	0.1745
NM_002889	chr7(.):150030406-150043763	0.1334
NM_138434	chr7(.):150021937-150034811	0.1443
NR_027237	chr7(.):150097839-150114558	0.2596
NM_175571	chr7(.):150142961-150181483	0.1503
NR_034033	chr7(.):150125741-150150228	0.2026
NM_080838	chr8(.):134198311-134245053	0.1234
NM_003882	chr8(.):134198311-134246571	0.1241
NM_004103	chr8(.):27163998-27321903	0.1415
NM_173176	chr8(.):27178053-27321903	0.1436
NM_173175	chr8(.):27178080-27321903	0.1436
NM_021623	chr8(.):38753752-38836430	0.1315
NM_001386	chr8(.):26430420-26520693	0.1054
NM_001197293	chr8(.):26366708-26520693	0.1091
NM_006228	chr8(.):28169648-28205868	0.1274
NM_001010906	chr8(.):27874480-27946388	0.1309
NR_027638	chr8(.):38849504-38967779	0.1062
NM_005079	chr8(.):80942104-81088836	0.1411
NM_024094	chr8(.):120841180-120873170	0.1215
NM_022783	chr8(.):120880899-121068157	0.1344
NM_173685	chr8(.):126099082-126384367	0.1265
NM_003033	chr8(.):134462090-134589183	0.1175
NM_003970	chr8(.):1988157-2098380	0.1265
NM_171982	chr8(.):27137403-27173834	0.1104
NM_018091	chr8(.):27945583-28053669	0.1097
NM_018660	chr8(.):28198101-28248977	0.119
NR_026765	chr8(.):29573775-29610625	0.1274
NM_001024381	chr8(.):38841326-38859041	0.1297
NM_153692	chr8(.):38826667-38851181	0.1019
NM_024410	chr8(.):103558847-103578245	0.066
NM_148174	chr8(.):103833535-103881397	0.0665
NM_003184	chr8(.):120738013-120850074	0.1055
NM_201378	chr8(.):144984320-145052697	0.1035
NM_032789	chr8(.):145046319-145065635	0.1291
NM_000445	chr8(.):144984320-145055913	0.1056
NM_201381	chr8(.):144984320-145023905	0.1029
NM_201382	chr8(.):144984320-145023110	0.1027
NM_201383	chr8(.):144984320-145021692	0.1029
NM_201379	chr8(.):144984320-145033088	0.1019
NM_001009184	chr8(.):145059225-145072583	0.1162
NM_201384	chr8(.):144984320-145018758	0.1054
NR_030383	chr8(.):145014358-145024447	0.1188
NM_201380	chr8(.):144984320-145030044	0.1034
NM_002839	chr9(.):8309245-10617723	0.0891
NM_147133	chr9(.):33285417-33370168	0.1217
NM_002504	chr9(.):33285417-33376155	0.1222
NM_147134	chr9(.):33285417-33353721	0.1263
NM_001206	chr9(.):72994512-73034573	0.1067
NM_053016	chr9(.):112537576-112718756	0.1138
NM_001037293	chr9(.):112398067-112718756	0.1071
NM_007203	chr9(.):112537576-112939791	0.1228
NM_001004065	chr9(.):112805877-112939791	0.1394
NM_005047	chr9(.):123573331-123610206	0.1195
NM_015033	chr9(.):132644465-132810473	0.1099
NM_198679	chr9(.):134447156-134590229	0.1172
NM_005312	chr9(.):134447156-134617925	0.1192
NM_001172415	chr9(.):33247469-33269759	0.1401
NM_001195536	chr9(.):33259876-33287067	0.1177
NM_014471	chr9(.):33235195-33253565	0.118
NR_033912	chr9(.):93820575-93842414	0.1064
NM_005384	chr9(.):94166326-94191144	0.1497
NM_001701	chr9(.):104117698-104152287	0.1059
NM_001127610	chr9(.):104117698-104150801	0.1027
NM_197977	chr9(.):104156162-104177942	0.1342
NM_000035	chr9(.):104177841-104203062	0.1415
NM_019051	chr9(.):104147248-104165919	0.1453
NM_001012993	chr9(.):112956845-112975413	0.0817
NM_001136562	chr9(.):112882780-112939791	0.1501
NM_000608	chr9(.):117087068-117100536	0.1104
NM_030767	chr9(.):117091432-117161685	0.1339
NM_000607	chr9(.):117080302-117093759	0.1086
NM_005658	chr9(.):123659670-123694173	0.1239
NM_015651	chr9(.):123612930-123644606	0.1463
NM_001190945	chr9(.):123659670-123696451	0.1279
NM_001190947	chr9(.):123659670-123681850	0.1231
NM_001009936	chr9(.):123626852-123644606	0.1643
NR_024408	chr9(.):123600319-123621651	0.1324
NM_173689	chr9(.):126113447-126146032	0.0953
NM_005489	chr9(.):130495595-130538621	0.1163
NM_001142532	chr9(.):130495595-130529697	0.1061
NM_001142533	chr9(.):130495595-130522583	0.1006
NM_001142531	chr9(.):130495595-130529719	0.1063
NM_001142534	chr9(.):130495595-130522561	0.1005
NM_170600	chr9(.):130495595-130546048	0.1259
NM_001085347	chr9(.):130488802-130502604	0.1079
NM_001018078	chr9(.):130560507-130581556	0.1332
NM_001261	chr9(.):130543304-130558052	0.1116
NM_004957	chr9(.):130560153-130581556	0.1328
NR_036055	chr9(.):130543196-130553286	0.1158
NM_001035254	chr9(.):130697860-130747812	0.1241
NM_003863	chr9(.):130692373-130705763	0.1319
NM_203305	chr9(.):130697860-130717993	0.1272
NM_001135219	chr9(.):130678807-130698076	0.1359
NM_173492	chr9(.):130678807-130694770	0.148
NR_024425	chr9(.):130885807-130897913	0.1572
NR_027812	chr9(.):130877971-130895712	0.1344
NM_001006641	chr9(.):130825478-130876524	0.121
NM_197956	chr9(.):130818511-130834599	0.1275
NM_001006643	chr9(.):130855835-130876524	0.1017
NM_001006642	chr9(.):130849127-130876524	0.0954
NM_052901	chr9(.):130855816-130876524	0.1017
NM_025072	chr9(.):130877971-130895474	0.1318
NR_033374	chr9(.):130868449-130886013	0.1064
NM_016520	chr9(.):132584563-132602572	0.1152
NM_006676	chr9(.):132592695-132649107	0.1079
NM_001008563	chr9(.):132592756-132649107	0.108
NM_032728	chr9(.):134160080-134189649	0.1001
NM_033387	chr9(.):134128464-134156906	0.1385
NM_178536	chr9(.):139841767-139854949	0.1004
NM_153200	chr9(.):139752232-139765738	0.1251
NM_000606	chr9(.):139834697-139846426	0.1023
NM_021138	chr9(.):139775964-139826067	0.1226
NM_018998	chr9(.):139829886-139844173	0.0897
NM_206920	chr9(.):139741818-139760251	0.1009
NM_014172	chr9(.):139738255-139750490	0.0915
NM_015691	chrX(.):9978794-10117518	0.0672
NM_001001671	chrX(.):19373175-19538379	0.0483
NM_001123384	chrX(.):39905498-40041582	0.0566
NM_144495	chrX(.):48750194-48765420	0.0665
NM_001167990	chrX(.):48750212-48765420	0.0665
NM_001032384	chrX(.):48750538-48765420	0.0667
NM_001167992	chrX(.):48750774-48765420	0.0667
NM_001104544	chrX(.):119387504-119450391	0.0685
NM_005334	chrX(.):153208007-153241819	0.075
NM_001830	chrX(.):10119984-10210699	0.0545
NM_017745	chrX(.):39905498-39961719	0.0605
NM_001167947	chrX(.):48745729-48760426	0.0825
NM_001042498	chrX(.):48755888-48774235	0.0843
NM_001136158	chrX(.):48774302-48819893	0.0902
NM_001136159	chrX(.):48774302-48820648	0.0905
NM_006875	chrX(.):48765458-48781413	0.1015
NM_004979	chrX(.):48813638-48833251	0.0776
NM_005660	chrX(.):48755458-48773917	0.0855
NM_001032289	chrX(.):48755889-48773933	0.0845
NM_003399	chrX(.):128867945-128908525	0.0697
NM_018990	chrX(.):128908891-128934176	0.0915
NM_006359	chrX(.):135062585-135134428	0.0624
NM_001177651	chrX(.):135062582-135134428	0.0624
NM_000054	chrX(.):153165528-153177620	0.042
NM_000425	chrX(.):153121970-153146399	0.0519
NM_003491	chrX(.):153190376-153205468	0.0679
NM_001666	chrX(.):153167829-153196714	0.0606
NM_002910	chrX(.):153195721-153215232	0.0499
NR_027419	chrX(.):153162984-153177620	0.047
NM_001025243	chrX(.):153270956-153290342	0.0698
NM_003492	chrX(.):153232990-153253646	0.087
NR_031757	chrX(.):153280370-153290440	0.0612
NR_036175	chrX(.):153241548-153251627	0.0765
NR_036174	chrX(.):153241547-153251628	0.0765
NM_015892	chr10(.):125762181-125856930	0.138
NM_014863	chr10(.):125774168-125856930	0.1436
NM_018363	chr10(.):90028620-90348082	0.1119
NM_001031709	chr10(.):90038858-90348082	0.1112
NM_001083591	chr10(.):11201992-11383672	0.1493
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1351
NM_024948	chr10(.):15815174-15907519	0.129
NM_001002265	chr10(.):45947816-46095354	0.1124
NM_000698	chr10(.):45864628-45946563	0.1192
NM_001002266	chr10(.):45947816-46035819	0.1134
NM_032199	chr10(.):63656012-63861707	0.1301
NM_001198798	chr10(.):73851273-73980751	0.1123
NM_001198799	chr10(.):73851273-73981183	0.1121
NM_020338	chr10(.):80823791-81081285	0.1017
NM_145868	chr10(.):81909879-81970328	0.1398
NM_000314	chr10(.):89618194-89733532	0.122
NM_032810	chr10(.):89507874-89582917	0.1094
NM_007373	chr10(.):112674300-112778425	0.1137
NR_027653	chr10(.):3813187-3832473	0.1393
NM_025209	chr10(.):32552858-32641113	0.1124
NM_001098207	chr10(.):43876064-43897794	0.1406
NM_004966	chr10(.):43876064-43909656	0.1451
NM_173160	chr10(.):43862091-43876783	0.0841
NM_001098204	chr10(.):43876064-43909696	0.145
NM_001098208	chr10(.):43876064-43897279	0.1421
NM_001098205	chr10(.):43876064-43909332	0.1458
NM_001098206	chr10(.):43876064-43908299	0.1479
NR_026693	chr10(.):43927573-43983007	0.1005
NM_173473	chr10(.):73970805-74000618	0.1155
NM_019058	chr10(.):74028676-74040797	0.1366
NR_028492	chr10(.):89573069-89610369	0.1112
NM_001126049	chr10(.):89613917-89628194	0.1608
NM_020992	chr10(.):96992329-97055781	0.1345
NM_001114094	chr10(.):97946454-98036333	0.121
NM_001017520	chr10(.):98059084-98103321	0.1151
NM_030912	chr10(.):104399251-104423076	0.1402
NM_001083913	chr10(.):104498726-104581021	0.1322
NM_017787	chr10(.):104530887-104581021	0.1278
NR_024552	chr10(.):105201542-105217162	0.1202
NM_001129742	chr10(.):105227560-105243997	0.1632
NM_001001412	chr10(.):105208143-105223648	0.1309
NM_004210	chr10(.):105248734-105357309	0.1237
NM_005871	chr10(.):112047797-112069707	0.1266
NM_004419	chr10(.):112252624-112276302	0.171
NM_145341	chr10(.):112626595-112664764	0.1284
NM_001195307	chr10(.):112653487-112684124	0.1181
NM_001195306	chr10(.):112653487-112683694	0.117
NR_026932	chr10(.):112623647-112635662	0.1916
NM_207127	chr10(.):135187740-135210198	0.123
NM_138384	chr10(.):135202620-135239174	0.1
NM_145202	chr10(.):135155843-135171187	0.0774
NM_001012508	chr10(.):135229169-135243121	0.068
NM_001098483	chr10(.):135163794-135176529	0.0733
NM_004092	chr10(.):135170986-135191908	0.0874
NR_037509	chr10(.):135180059-135190167	0.084
NR_024469	chr11(.):67080309-67164158	0.1198
NM_006157	chr11(.):20686116-21602229	0.0941
NM_001111018	chr11(.):19367270-20148147	0.1119
NM_001098517	chr11(.):115039344-115380241	0.1196
NM_030962	chr11(.):9795213-10320754	0.1064
NM_175058	chr11(.):16804206-17040963	0.1209
NM_001143830	chr11(.):22683159-22839547	0.1257
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1212
NM_004811	chr11(.):58289343-58348390	0.1406
NM_001143995	chr11(.):58289343-58350639	0.1417
NM_001012662	chr11(.):62618483-62661355	0.1395
NM_001013251	chr11(.):62643343-62661355	0.1338
NM_001012661	chr11(.):62618517-62661353	0.1394
NR_037193	chr11(.):62644170-62661355	0.1345
NM_001077241	chr11(.):65137662-65155142	0.1276
NR_002819	chr11(.):65260232-65278939	0.1915
