REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM11.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_18982_lociStitched	chr9	92039541	92044102	2	4313	11070.4592	172	1	SEMA4D		SEMA4D	SEMA4D	0.3203	172	1
1_MACS_peak_14257_lociStitched	chr4	78738602	78742913	1	4312	17481.9672	173	1	CNOT6L	MRPL1	CNOT6L	MRPL1	0.2554	173	1
4_MACS_peak_6049_lociStitched	chr15	40388202	40393259	4	4311	14044.8061	174	1	BMF		BMF	BMF	0.8365	174	1
2_MACS_peak_6140_lociStitched	chr15	45002212	45006926	2	4304	15450.135	175	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.1716	175	1
1_MACS_peak_17076_lociStitched	chr7	39988102	39992399	1	4298	17257.1817	176	1	CDK13		CDK13	CDK13	0.1712	176	1
2_MACS_peak_14631_lociStitched	chr4	160023452	160028076	2	4297	18496	177	1		MIR3688	MIR3688	MIR3688	0.1183	177	1
1_MACS_peak_2113_lociStitched	chr10	3824265	3828560	1	4296	14328.12	178	1	KLF6		KLF6	KLF6	0.8155	178	1
1_MACS_peak_19092_lociStitched	chr9	102581107	102585385	1	4279	21956.835	179	1	NR4A3	NR4A3	NR4A3	NR4A3	0.5498	179	1
2_MACS_peak_16114_lociStitched	chr6	31701963	31706531	2	4268	8584.1856	180	1	CLIC1	LY6G6F,LY6G6D,C6orf25,MSH5,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	0.8658	180	1
1_MACS_peak_17610_lociStitched	chr7	129588743	129593006	1	4264	14447.7333	181	1	UBE2H		UBE2H	UBE2H	0.1939	181	1
1_MACS_peak_2358_lociStitched	chr10	52381450	52385706	1	4257	14042.672	182	1	SGMS1		SGMS1	SGMS1	0.1138	182	1
2_MACS_peak_2375_lociStitched	chr10	60025406	60029690	2	4254	14099.5008	183	1	CISD1,IPMK		IPMK	IPMK	0.222	183	1
2_MACS_peak_15452_lociStitched	chr5	139014758	139019042	2	4251	20277.4572	184	1		CXXC5	CXXC5	CXXC5	0.8007	184	1
1_MACS_peak_692_lociStitched	chr1	59247283	59251527	1	4245	20830.8252	185	1	LOC100131060,JUN		JUN	JUN	1.6752	185	1
1_MACS_peak_10074_lociStitched	chr2	28612645	28616883	1	4239	11434.5478	186	1	FOSL2		FOSL2	FOSL2	0.4409	186	1
2_MACS_peak_18801_lociStitched	chr9	37528060	37532320	2	4233	18949.758	187	1	FBXO10	POLR1E	POLR1E	POLR1E	0.1698	187	1
1_MACS_peak_18559_lociStitched	chr9	2014507	2018738	1	4232	16544.4793	188	1	SMARCA2		SMARCA2	SMARCA2	0.2648	188	1
3_MACS_peak_13255_lociStitched	chr3	99821906	99826302	3	4231	17278.478	189	1	C3orf26,FILIP1L	C3orf26	FILIP1L	FILIP1L	0.1524	189	1
1_MACS_peak_4635_lociStitched	chr12	104321415	104325637	1	4223	14316.3798	190	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.2659	190	1
1_MACS_peak_14363_lociStitched	chr4	103746016	103750225	1	4210	18612.6189	191	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.558	191	1
2_MACS_peak_15252_lociStitched	chr5	109024008	109028441	2	4191	18041.8667	192	1	MAN2A1		MAN2A1	MAN2A1	0.2452	192	1
2_MACS_peak_18221_lociStitched	chr8	102215117	102219438	2	4165	12417.6898	193	1	ZNF706		ZNF706	ZNF706	0.7498	193	1
3_MACS_peak_14691_lociStitched	chr4	185186255	185190968	3	4165	7853.7432	194	1		ENPP6	ENPP6	ENPP6	0.0663	194	1
3_MACS_peak_10170_lociStitched	chr2	43445327	43449908	3	4161	7764.795	195	1	ZFP36L2	LOC100129726	ZFP36L2	ZFP36L2	1.7867	195	1
1_MACS_peak_11114_lociStitched	chr2	201980346	201984490	1	4145	10637.648	196	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.5185	196	1
2_MACS_peak_8830_lociStitched	chr18	60822443	60826631	2	4143	8827.0476	197	1	BCL2		BCL2	BCL2	0.3492	197	1
1_MACS_peak_18238_lociStitched	chr8	103665598	103669737	1	4140	8941.8956	198	1	KLF10		KLF10	KLF10	0.7609	198	1
2_MACS_peak_19647_lociStitched	chrX	41190607	41195236	2	4140	16822.7118	199	1	DDX3X		DDX3X	DDX3X	0.7073	199	1
1_MACS_peak_8914_lociStitched	chr19	1258796	1262930	1	4135	10590.4812	200	1	MIDN	ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	CIRBP	CIRBP	1.0826	200	1
1_MACS_peak_2074_lociStitched	chr1	245024632	245028760	1	4129	19782.6144	201	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.1395	201	1
1_MACS_peak_19077_lociStitched	chr9	100744320	100748446	1	4127	29694.4094	202	1	ANP32B	HEMGN	ANP32B	ANP32B	0.8697	202	1
1_MACS_peak_1529_lociStitched	chr1	178693915	178698035	1	4121	12151.528	203	1	RALGPS2		RALGPS2	RALGPS2	0.171	203	1
1_MACS_peak_16317_lociStitched	chr6	43737257	43741376	1	4120	21127.9986	204	1	VEGFA		VEGFA	VEGFA	0.9006	204	1
2_MACS_peak_19239_lociStitched	chr9	126027611	126031745	2	4117	11059.6902	205	1	STRBP		STRBP	STRBP	0.2713	205	1
3_MACS_peak_6356_lociStitched	chr15	70387733	70392134	3	4110	10874.4309	206	1	TLE3	MIR629	TLE3	TLE3	0.3526	206	1
2_MACS_peak_5985_lociStitched	chr15	31617110	31621429	2	4108	12075.924	207	1	KLF13		KLF13	KLF13	0.7056	207	1
2_MACS_peak_14894_lociStitched	chr5	43039412	43043697	2	4106	12881.9955	208	1	LOC153684,C5orf39	LOC648987,LOC100132356	LOC153684	LOC153684	1.1721	208	1
3_MACS_peak_1750_lociStitched	chr1	206287243	206291446	3	4092	7103.4903	209	1	C1orf186	CTSE	C1orf186	C1orf186	0.2296	209	1
2_MACS_peak_15598_lociStitched	chr5	154133669	154138250	2	4085	14430.6081	210	1	LARP1		LARP1	LARP1	0.2654	210	1
3_MACS_peak_19279_lociStitched	chr9	130538444	130542642	3	4082	16752.9586	211	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	1.3983	211	1
2_MACS_peak_14889_lociStitched	chr5	42991553	42995657	2	4072	15032.5416	212	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.3756	212	1
1_MACS_peak_12105_lociStitched	chr21	44772671	44776740	1	4070	20635.1197	213	1			SIK1	SIK1	1.6175	213	1
1_MACS_peak_15788_lociStitched	chr6	290292	294347	1	4056	15695.283	214	1	DUSP22		DUSP22	DUSP22	1.0148	214	1
3_MACS_peak_19357_lociStitched	chr9	132768563	132772951	3	4055	8224.4284	215	1	FNBP1	GPR107	FNBP1	FNBP1	0.3853	215	1
1_MACS_peak_15530_lociStitched	chr5	142781528	142785580	1	4053	11615.4632	216	1	NR3C1		NR3C1	NR3C1	0.2337	216	1
1_MACS_peak_14835_lociStitched	chr5	32274092	32278132	1	4041	9509.756	217	1	MTMR12		MTMR12	MTMR12	0.3019	217	1
2_MACS_peak_12072_lociStitched	chr21	43481279	43485310	2	4031	10965.1262	218	1	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	UMODL1	0.2211	218	1
4_MACS_peak_5980_lociStitched	chr15	31555217	31559498	4	4030	7563.6708	219	1			KLF13	KLF13	0.7056	219	1
2_MACS_peak_5896_lociStitched	chr14	106175104	106179209	2	4026	10834.3265	220	1			TMEM121	TMEM121	0.0584	220	1
1_MACS_peak_12598_lociStitched	chr22	44419549	44423569	1	4021	11595.288	221	1	PARVB		PARVB	PARVB	0.1192	221	1
1_MACS_peak_12087_lociStitched	chr21	44526420	44530439	1	4020	14542.3496	222	1	U2AF1	CBS	U2AF1	U2AF1	0.7044	222	1
2_MACS_peak_4422_lociStitched	chr12	58289730	58293807	2	4017	10579.815	223	1		XRCC6BP1,CTDSP2	XRCC6BP1	CTDSP2	0.4151	223	1
2_MACS_peak_18010_lociStitched	chr8	61821063	61825448	2	4012	8821.743	224	1			LOC100130298	LOC100130298	NONE	224	1
1_MACS_peak_3940_lociStitched	chr12	6641044	6645046	1	4003	10712.5536	225	1	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	0.9185	225	1
2_MACS_peak_19005_lociStitched	chr9	94183603	94188015	2	4003	17632.9992	226	1	NFIL3		NFIL3	NFIL3	0.8853	226	1
6_MACS_peak_17243_lociStitched	chr7	74071190	74076041	6	3990	7320.159	227	1	GTF2I		GTF2I	GTF2I	0.132	227	1
1_MACS_peak_18903_lociStitched	chr9	73025888	73029875	1	3988	30272.0949	228	1	KLF9		KLF9	KLF9	1.1853	228	1
1_MACS_peak_12642_lociStitched	chr22	50326871	50330844	1	3974	11932.5082	229	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	1.6055	229	1
1_MACS_peak_1154_lociStitched	chr1	150532635	150536602	1	3968	9764.3738	230	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	3.1115	230	1
1_MACS_peak_5489_lociStitched	chr14	50099447	50103413	1	3967	49726.8978	231	1	C14orf104	PPIL5,MGAT2,RPS29,RPL36AL	C14orf104	RPL36AL	4.8008	231	1
1_MACS_peak_15763_lociStitched	chr5	179245128	179249076	1	3949	36961.176	232	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.1503	232	1
1_MACS_peak_4255_lociStitched	chr12	49759860	49763798	1	3939	13482.9244	233	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	SPATS2	0.1519	233	1
1_MACS_peak_14556_lociStitched	chr4	146856434	146860368	1	3935	13368.1254	234	1	ZNF827		ZNF827	ZNF827	0.2564	234	1
1_MACS_peak_3285_lociStitched	chr11	62606468	62610397	1	3930	14130.2556	235	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.5336	235	1
1_MACS_peak_2211_lociStitched	chr10	22290612	22294538	1	3927	17207.2654	236	1	DNAJC1		DNAJC1	DNAJC1	0.1508	236	1
1_MACS_peak_18566_lociStitched	chr9	3524405	3528323	1	3919	37979.133	237	1	RFX3		RFX3	RFX3	0.2748	237	1
3_MACS_peak_7907_lociStitched	chr17	37909676	37914244	3	3918	10166.5408	238	1		GRB7,C17orf37	GRB7	C17orf37	0.1994	238	1
2_MACS_peak_14542_lociStitched	chr4	146098809	146102809	2	3907	12565.6	239	1	OTUD4	OTUD4	OTUD4	OTUD4	0.3371	239	1
1_MACS_peak_14681_lociStitched	chr4	177240225	177244124	1	3900	16879.5508	240	1	SPCS3	ASB5	SPCS3	SPCS3	0.8855	240	1
1_MACS_peak_2565_lociStitched	chr10	89621175	89625071	1	3897	11160.092	241	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	CFLP1	0.1968	241	1
2_MACS_peak_11129_lociStitched	chr2	202121763	202125940	2	3895	9114.214	242	1	CASP8		CASP8	CASP8	0.3591	242	1
2_MACS_peak_18936_lociStitched	chr9	82185054	82189015	2	3884	22133.6719	243	1	TLE4		TLE4	TLE4	0.2925	243	1
3_MACS_peak_12479_lociStitched	chr22	38709774	38713958	3	3883	8790.584	244	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.3693	244	1
1_MACS_peak_178_lociStitched	chr1	16160468	16164343	1	3876	10548.9125	245	1	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.1892	245	1
2_MACS_peak_13293_lociStitched	chr3	107939331	107943407	2	3873	11457.2284	246	1	IFT57		IFT57	IFT57	0.2635	246	1
2_MACS_peak_17650_lociStitched	chr7	137664874	137668750	2	3871	12393.1224	247	1	CREB3L2		CREB3L2	CREB3L2	0.3117	247	1
1_MACS_peak_19282_lociStitched	chr9	130545213	130549076	1	3864	13062.7345	248	1	CDK9,MIR2861	FPGS,TOR2A,SH2D3C	MIR2861	MIR2861	1.3983	248	1
1_MACS_peak_18309_lociStitched	chr8	121820984	121824838	1	3855	9281.2028	249	1	SNTB1		SNTB1	SNTB1	0.1064	249	1
3_MACS_peak_1523_lociStitched	chr1	178546856	178551300	3	3847	5977.18	250	1		C1orf220	C1orf220	C1orf220	0.2625	250	1
1_MACS_peak_8065_lociStitched	chr17	44268521	44272366	1	3846	20503.4625	251	1	LOC644246,KIAA1267		KIAA1267	KIAA1267	0.3963	251	1
2_MACS_peak_18160_lociStitched	chr8	95651470	95655369	2	3835	9810.2739	252	1	ESRP1,LOC100288748		ESRP1	ESRP1	0.2125	252	1
2_MACS_peak_17361_lociStitched	chr7	92461114	92464980	2	3828	9242.8328	253	1	CDK6		CDK6	CDK6	0.2321	253	1
1_MACS_peak_11564_lociStitched	chr20	30792324	30796147	1	3824	10427.2325	254	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	PLAGL2	0.5426	254	1
1_MACS_peak_4643_lociStitched	chr12	104679575	104683398	1	3824	10372.9459	255	1	TXNRD1	EID3	TXNRD1	EID3	0.1649	255	1
1_MACS_peak_3703_lociStitched	chr11	111247528	111251349	1	3822	9715.6567	256	1	POU2AF1		POU2AF1	POU2AF1	0.7344	256	1
1_MACS_peak_14093_lociStitched	chr4	40056138	40059958	1	3821	24983.564	257	1	N4BP2,LOC344967		N4BP2	N4BP2	0.3178	257	1
3_MACS_peak_13839_lociStitched	chr3	195632451	195636553	3	3821	8221.2284	258	1	TNK2	TNK2	TNK2	TNK2	0.2494	258	1
3_MACS_peak_7926_lociStitched	chr17	38253740	38257714	3	3817	14541.6608	259	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	1.1044	259	1
1_MACS_peak_14475_lociStitched	chr4	129730554	129734369	1	3816	17378.4695	260	1	PHF17		PHF17	PHF17	0.4171	260	1
1_MACS_peak_18212_lociStitched	chr8	101731643	101735457	1	3815	14051.5388	261	1	PABPC1		PABPC1	PABPC1	0.566	261	1
5_MACS_peak_15458_lociStitched	chr5	139038776	139043144	5	3811	7830.5136	262	1	CXXC5		CXXC5	CXXC5	0.8007	262	1
1_MACS_peak_234_lociStitched	chr1	21618881	21622690	1	3810	7937.5751	263	1	ECE1	ECE1	ECE1	ECE1	0.2061	263	1
1_MACS_peak_20147_lociStitched	chrX	153235527	153239322	1	3796	21219.363	264	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	TMEM187	TMEM187	1.4623	264	1
1_MACS_peak_13283_lociStitched	chr3	105085080	105088867	1	3788	11475.3674	265	1	ALCAM		ALCAM	ALCAM	0.1143	265	1
1_MACS_peak_4017_lociStitched	chr12	12875723	12879507	1	3785	11389.0832	266	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	CDKN1B	2.1901	266	1
1_MACS_peak_17034_lociStitched	chr7	30065335	30069116	1	3782	13765.1086	267	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	PLEKHA8	0.2121	267	1
3_MACS_peak_6204_lociStitched	chr15	52969288	52973323	3	3781	9875.6625	268	1	KIAA1370		KIAA1370	KIAA1370	0.1982	268	1
1_MACS_peak_4534_lociStitched	chr12	89745085	89748863	1	3779	7632.3156	269	1	DUSP6		DUSP6	DUSP6	0.8487	269	1
1_MACS_peak_12890_lociStitched	chr3	39191920	39195696	1	3777	21681.0368	270	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	CSRNP1	1.2599	270	1
2_MACS_peak_6569_lociStitched	chr15	90642519	90646328	2	3777	10197.0739	271	1	IDH2		IDH2	IDH2	0.5761	271	1
2_MACS_peak_174_lociStitched	chr1	15850168	15853986	2	3777	8588.591	272	1	DNAJC16,CASP9	CELA2B	CASP9	CASP9	0.2651	272	1
1_MACS_peak_2431_lociStitched	chr10	70846867	70850642	1	3776	11078.87	273	1	SRGN	VPS26A	SRGN	SRGN	0.5092	273	1
4_MACS_peak_17355_lociStitched	chr7	92395353	92399222	4	3776	6339.3565	274	1	CDK6		CDK6	CDK6	0.2321	274	1
1_MACS_peak_15677_lociStitched	chr5	172196341	172200113	1	3773	27377.176	275	1	DUSP1		DUSP1	DUSP1	2.912	275	1
1_MACS_peak_14037_lociStitched	chr4	25862167	25865936	1	3770	11958.6601	276	1	SEL1L3	C4orf52	SEL1L3	C4orf52	0.2517	276	1
4_MACS_peak_2476_lociStitched	chr10	74091155	74095889	4	3770	7503.39	277	1	DNAJB12		DNAJB12	DNAJB12	0.4702	277	1
5_MACS_peak_10564_lociStitched	chr2	89051793	89056025	5	3764	10850.0016	278	1		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.2054	278	1
1_MACS_peak_13714_lociStitched	chr3	176913306	176917068	1	3763	12418.362	279	1	TBL1XR1		TBL1XR1	TBL1XR1	0.156	279	1
1_MACS_peak_10217_lociStitched	chr2	48131250	48135010	1	3761	15135.504	280	1	FBXO11	FBXO11	FBXO11	FBXO11	0.214	280	1
1_MACS_peak_112_lociStitched	chr1	6660545	6664298	1	3754	11162.1726	281	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.5788	281	1
2_MACS_peak_12700_lociStitched	chr3	5018505	5022262	2	3754	10219.4157	282	1	BHLHE40		BHLHE40	BHLHE40	1.223	282	1
2_MACS_peak_15424_lociStitched	chr5	137087449	137091213	2	3752	21053.934	283	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	1.7341	283	1
2_MACS_peak_18185_lociStitched	chr8	98655016	98658821	2	3752	14012.6735	284	1	MTDH		MTDH	MTDH	0.2447	284	1
3_MACS_peak_14380_lociStitched	chr4	108639123	108642943	3	3747	8227.898	285	1	PAPSS1		PAPSS1	PAPSS1	0.1681	285	1
1_MACS_peak_14421_lociStitched	chr4	119754586	119758327	1	3742	25066.1964	286	1	SEC24D		SEC24D	SEC24D	0.3411	286	1
3_MACS_peak_11766_lociStitched	chr20	47537529	47541417	3	3740	10541.9232	287	1	ARFGEF2		ARFGEF2	ARFGEF2	0.1452	287	1
2_MACS_peak_8275_lociStitched	chr17	62205194	62209033	2	3737	8945.2539	288	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.478	288	1
1_MACS_peak_14689_lociStitched	chr4	184424266	184427996	1	3731	13811.817	289	1	ING2,LOC389247		ING2	ING2	0.9638	289	1
2_MACS_peak_12305_lociStitched	chr22	24821906	24825918	2	3730	9469.5236	290	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.8161	290	1
2_MACS_peak_9031_lociStitched	chr19	4064037	4068129	2	3730	10033.1748	291	1	ZBTB7A		ZBTB7A	ZBTB7A	0.6007	291	1
2_MACS_peak_2214_lociStitched	chr10	22540365	22544112	2	3727	9221.367	292	1			COMMD3	COMMD3	1.6957	292	1
1_MACS_peak_8486_lociStitched	chr17	77810138	77813862	1	3725	9804.1748	293	1	CBX4	CBX8	CBX4	CBX4	0.7741	293	1
1_MACS_peak_19028_lociStitched	chr9	96212627	96216349	1	3723	13614.7038	294	1	FAM120A,FAM120AOS		FAM120A	FAM120A	0.2781	294	1
2_MACS_peak_7493_lociStitched	chr17	2302285	2306008	2	3722	13771.0047	295	1	MNT	LOC284009	MNT	MNT	1.0035	295	1
3_MACS_peak_9982_lociStitched	chr2	13798713	13802795	3	3722	5516.4148	296	1			MIR3125	MIR3125	NONE	296	1
3_MACS_peak_18369_lociStitched	chr8	128746962	128751034	3	3719	7885.428	297	1	MYC		MYC	MYC	0.6265	297	1
5_MACS_peak_7975_lociStitched	chr17	40827740	40832338	5	3715	6971.4876	298	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	0.4941	298	1
1_MACS_peak_7567_lociStitched	chr17	6915517	6919230	1	3714	9609.6153	299	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	1.1483	299	1
1_MACS_peak_12551_lociStitched	chr22	42014607	42018317	1	3711	11032.427	300	1	XRCC6,PPPDE2	PMM1	PPPDE2	PPPDE2	0.4135	300	1
1_MACS_peak_8888_lociStitched	chr19	659546	663251	1	3706	8656.7325	301	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.4198	301	1
1_MACS_peak_18904_lociStitched	chr9	73032887	73036590	1	3704	31385.1468	302	1		KLF9	KLF9	KLF9	1.1853	302	1
5_MACS_peak_10203_lociStitched	chr2	47209552	47214189	5	3695	6898.4649	303	1	TTC7A	MCFD2	MCFD2	MCFD2	0.2701	303	1
1_MACS_peak_5423_lociStitched	chr14	32669885	32673577	1	3693	15863.0472	304	1			ARHGAP5	ARHGAP5	0.2739	304	1
1_MACS_peak_9718_lociStitched	chr19	47613961	47617652	1	3692	14305.9469	305	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.3458	305	1
2_MACS_peak_18216_lociStitched	chr8	101962278	101966174	2	3679	15966.9768	306	1	YWHAZ		YWHAZ	YWHAZ	0.4662	306	1
1_MACS_peak_5496_lociStitched	chr14	50358281	50361958	1	3678	28672.1429	307	1	ARF6	SDCCAG1	ARF6	ARF6	2.2849	307	1
1_MACS_peak_19242_lociStitched	chr9	126099945	126103619	1	3675	13760.2322	308	1		CRB2	CRB2	CRB2	0.0813	308	1
1_MACS_peak_14892_lociStitched	chr5	43017337	43021011	1	3675	8877.8536	309	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.3756	309	1
1_MACS_peak_14001_lociStitched	chr4	17577123	17580797	1	3675	17300.866	310	1	LAP3	MED28	LAP3	LAP3	0.5493	310	1
1_MACS_peak_1959_lociStitched	chr1	228269426	228273099	1	3674	41675.6945	311	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	1.9202	311	1
1_MACS_peak_12707_lociStitched	chr3	5227605	5231275	1	3671	12598.009	312	1	EDEM1		EDEM1	EDEM1	0.7645	312	1
1_MACS_peak_13597_lociStitched	chr3	150125235	150128904	1	3670	10599.741	313	1	TSC22D2		TSC22D2	TSC22D2	0.2391	313	1
3_MACS_peak_13403_lociStitched	chr3	122398287	122402296	3	3668	8754.8542	314	1	PARP14		PARP14	PARP14	0.239	314	1
1_MACS_peak_14912_lociStitched	chr5	49961190	49964856	1	3667	19830.8604	315	1	PARP8		PARP8	PARP8	0.1999	315	1
1_MACS_peak_478_lociStitched	chr1	36850563	36854227	1	3665	19411.872	316	1	STK40	LSM10	STK40	LSM10	0.6483	316	1
2_MACS_peak_9601_lociStitched	chr19	42055865	42059595	2	3664	6057.893	317	1		CEACAM21	CEACAM21	CEACAM21	0.0613	317	1
3_MACS_peak_12544_lociStitched	chr22	41840584	41844467	3	3647	10425.855	318	1	TOB2	ACO2,PHF5A	TOB2	TOB2	0.5222	318	1
1_MACS_peak_7699_lociStitched	chr17	18964568	18968212	1	3645	12259.8736	319	1		GRAP	GRAP	GRAP	0.0537	319	1
1_MACS_peak_15293_lociStitched	chr5	114877118	114880757	1	3640	12461.7555	320	1	FEM1C		FEM1C	FEM1C	0.4591	320	1
1_MACS_peak_12043_lociStitched	chr21	38737714	38741343	1	3630	22800.6441	321	1	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.2309	321	1
3_MACS_peak_4827_lociStitched	chr12	123371236	123375398	3	3630	10292.2098	322	1	VPS37B		VPS37B	VPS37B	0.877	322	1
2_MACS_peak_6196_lociStitched	chr15	52310812	52314464	2	3629	12911.2808	323	1	MAPK6	LEO1	MAPK6	MAPK6	0.2914	323	1
3_MACS_peak_9922_lociStitched	chr19	59083775	59087641	3	3628	10501.989	324	1	LOC100131691,MGC2752,MZF1	TRIM28,CHMP2A,UBE2M	MZF1	MZF1	0.8935	324	1
1_MACS_peak_14888_lociStitched	chr5	42949283	42952904	1	3622	18698.1198	325	1			LOC648987	LOC648987	0.787	325	1
1_MACS_peak_2475_lociStitched	chr10	74078571	74082191	1	3621	14020.622	326	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.7455	326	1
2_MACS_peak_7938_lociStitched	chr17	38477559	38481229	2	3620	13020.793	327	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.5674	327	1
1_MACS_peak_3488_lociStitched	chr11	68605821	68609433	1	3613	9566.0208	328	1	CPT1A		CPT1A	CPT1A	0.2463	328	1
2_MACS_peak_9578_lociStitched	chr19	41220184	41223801	2	3611	8342.6105	329	1	ITPKC,ADCK4	SNRPA,NUMBL,C19orf54	ADCK4	ADCK4	0.4487	329	1
1_MACS_peak_1174_lociStitched	chr1	151029796	151033402	1	3607	8358.3474	330	1	MLLT11,CDC42SE1	PRUNE,BNIPL,C1orf56,GABPB2,FAM63A	CDC42SE1	FAM63A	0.8563	330	1
3_MACS_peak_9467_lociStitched	chr19	35701701	35705777	3	3602	7376.7448	331	1		LSR,FAM187B	FAM187B	LSR	0.4665	331	1
5_MACS_peak_4222_lociStitched	chr12	48203684	48208325	5	3601	6196.1991	332	1	HDAC7	SLC48A1	HDAC7	HDAC7	0.4889	332	1
1_MACS_peak_9678_lociStitched	chr19	45970266	45973864	1	3599	24352.7032	333	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	FOSB	1.9002	333	1
2_MACS_peak_7765_lociStitched	chr17	27275702	27279524	2	3598	10283.4732	334	1	PHF12	DHRS13	PHF12	DHRS13	0.751	334	1
4_MACS_peak_1872_lociStitched	chr1	223899726	223903768	4	3595	9817.2096	335	1	CAPN2	CAPN8	CAPN2	CAPN2	0.3981	335	1
1_MACS_peak_15410_lociStitched	chr5	133859759	133863351	1	3593	12629.472	336	1	PHF15		PHF15	PHF15	0.309	336	1
1_MACS_peak_10876_lociStitched	chr2	157188319	157191909	1	3591	15254.987	337	1	NR4A2		NR4A2	NR4A2	0.9103	337	1
1_MACS_peak_16624_lociStitched	chr6	119668723	119672308	1	3586	9219.5445	338	1	MAN1A1		MAN1A1	MAN1A1	0.1104	338	1
2_MACS_peak_19286_lociStitched	chr9	130665703	130669485	2	3585	9668.683	339	1		ENG,AK1,ST6GALNAC6,ST6GALNAC4,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	ST6GALNAC4	1.719	339	1
1_MACS_peak_7703_lociStitched	chr17	19090686	19094267	1	3582	11642.5472	340	1		EPN2	EPN2	EPN2	0.1103	340	1
1_MACS_peak_11836_lociStitched	chr20	57224843	57228422	1	3580	8233.8474	341	1	STX16	NPEPL1	STX16	STX16	0.2768	341	1
1_MACS_peak_8058_lociStitched	chr17	43660272	43663843	1	3572	27751.3123	342	1		MGC57346,LOC644172	LOC644172	MGC57346	0.1329	342	1
3_MACS_peak_5990_lociStitched	chr15	31644202	31647850	3	3571	8223.6864	343	1	KLF13		KLF13	KLF13	0.7056	343	1
3_MACS_peak_3339_lociStitched	chr11	64899756	64903541	3	3571	16816.3765	344	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	ZNHIT2	1.2726	344	1
1_MACS_peak_5690_lociStitched	chr14	90082678	90086238	1	3561	7460.692	345	1	FOXN3	PRO1768	FOXN3	FOXN3	0.0971	345	1
1_MACS_peak_7542_lociStitched	chr17	4850614	4854170	1	3557	11484.4576	346	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.2114	346	1
