REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
3_MACS_peak_4424_lociStitched	chr1	155074339	155079360	3	4906	4999.9118	747.1247999999999
4_MACS_peak_23547_lociStitched	chr21	46651282	46656303	4	4233	4138.3082	471.4719
3_MACS_peak_32510_lociStitched	chr9	124410839	124415860	3	4437	5278.075199999999	406.1989
4_MACS_peak_8514_lociStitched	chr12	3435286	3440304	4	4117	4497.6334	384.8806
4_MACS_peak_26815_lociStitched	chr4	3893176	3898193	4	4084	4773.1738000000005	583.4771
4_MACS_peak_18747_lociStitched	chr19	41530078	41535093	4	4040	3958.841	393.6775
6_MACS_peak_21182_lociStitched	chr2	241813875	241818889	6	2840	3352.3604	218.10899999999998
1_MACS_peak_26542_lociStitched	chr3	195727095	195732108	1	5014	8500.5441	1042.704
3_MACS_peak_19022_lociStitched	chr19	44141189	44146200	3	3955	4240.3081999999995	459.50870000000003
6_MACS_peak_21538_lociStitched	chr20	31889230	31894236	6	4117	4287.639	462.05379999999997
4_MACS_peak_9808_lociStitched	chr14	105410278	105415281	4	4535	4571.7414	194.1164
4_MACS_peak_17844_lociStitched	chr19	18514878	18519881	4	2826	3387.0310000000004	574.3444
4_MACS_peak_17271_lociStitched	chr19	14691261	14696259	4	2361	2911.335	363.8544
3_MACS_peak_31498_lociStitched	chr8	86732585	86737582	3	3598	3318.5077	1526.5835
6_MACS_peak_29398_lociStitched	chr7	5162241	5167237	6	3455	3499.698	484.1124
4_MACS_peak_2562_lociStitched	chr1	18937776	18942771	4	4634	5184.81	422.07750000000004
5_MACS_peak_12415_lociStitched	chr17	112258	117253	5	2608	3281.715	359.14050000000003
4_MACS_peak_30619_lociStitched	chr7	157286974	157291967	4	3675	4080.2796000000003	531.7545
2_MACS_peak_26423_lociStitched	chr3	184002484	184007476	2	4781	4919.616	805.2096
3_MACS_peak_18975_lociStitched	chr19	42678750	42683740	3	4382	5529.419000000001	599.798
3_MACS_peak_4552_lociStitched	chr1	160049789	160054777	3	4462	6119.7772	885.37
1_MACS_peak_23382_lociStitched	chr21	45683020	45688007	1	4988	4874.7925000000005	664.7671
3_MACS_peak_24618_lociStitched	chr22	37551696	37556679	3	4615	4726.8738	499.2966
1_MACS_peak_15806_lociStitched	chr19	1467513	1472494	1	4982	9550.0713	761.5949
5_MACS_peak_1454_lociStitched	chr1	8306351	8311331	5	4205	4132.902	444.216
2_MACS_peak_17573_lociStitched	chr19	17010882	17015862	2	4778	4942.152	432.264
1_MACS_peak_22240_lociStitched	chr20	57140848	57145828	1	4981	6022.812	357.066
6_MACS_peak_5828_lociStitched	chr10	133946688	133951667	6	3423	3473.3504	317.6602
3_MACS_peak_11141_lociStitched	chr16	29158150	29163129	3	4177	4044.4417000000003	355.9985
3_MACS_peak_16489_lociStitched	chr19	6984657	6989636	3	3927	3814.9098	594.9905
4_MACS_peak_12586_lociStitched	chr17	1655950	1660926	4	4042	4192.28	414.50079999999997
2_MACS_peak_16424_lociStitched	chr19	6499377	6504350	2	4812	6613.5927	754.9014
3_MACS_peak_14255_lociStitched	chr17	64969331	64974301	3	3709	4183.249	607.3340000000001
2_MACS_peak_21439_lociStitched	chr20	30660947	30665917	2	4703	4943.162	622.741
2_MACS_peak_10510_lociStitched	chr15	101864937	101869903	2	4929	6075.4044	444.457
5_MACS_peak_25666_lociStitched	chr22	49677933	49682899	5	4287	4799.142400000001	349.6064
4_MACS_peak_19259_lociStitched	chr19	46786824	46791788	4	3631	4044.1708	561.4284
3_MACS_peak_6181_lociStitched	chr11	344186	349149	3	4377	4970.9408	439.7218
4_MACS_peak_23892_lociStitched	chr22	21501729	21506692	4	4529	3645.3235000000004	684.894
3_MACS_peak_9773_lociStitched	chr14	105191030	105195990	3	4421	4852.3679999999995	151.77599999999998
3_MACS_peak_11433_lociStitched	chr16	66392936	66397896	3	4669	4656.9439999999995	544.1120000000001
2_MACS_peak_16709_lociStitched	chr19	8624703	8629659	2	4617	4463.8692	505.51199999999994
4_MACS_peak_4200_lociStitched	chr1	38598393	38603345	4	4020	4234.9504	525.4072
3_MACS_peak_31441_lociStitched	chr8	25904486	25909437	3	4255	4137.0556	341.1239
2_MACS_peak_4734_lociStitched	chr1	204942026	204946972	2	4238	5527.6496	945.6752
2_MACS_peak_22336_lociStitched	chr20	57795630	57800576	2	4671	5655.2564	572.7468
2_MACS_peak_4384_lociStitched	chr1	150521796	150526741	2	4579	6266.304	743.2334999999999
4_MACS_peak_5900_lociStitched	chr10	134608465	134613410	4	3810	4046.4935	270.986
2_MACS_peak_30304_lociStitched	chr7	154705000	154709940	2	3966	4371.9	716.794
2_MACS_peak_7337_lociStitched	chr11	69622111	69627050	2	4543	5020.4935	410.9248
3_MACS_peak_13040_lociStitched	chr17	9080529	9085468	3	3699	4196.6683	326.9618
6_MACS_peak_7408_lociStitched	chr11	69864318	69869254	6	3659	3897.9592	379.0848
5_MACS_peak_7418_lociStitched	chr11	69880103	69885039	5	2905	3229.1312	415.1176
4_MACS_peak_4226_lociStitched	chr1	43771254	43776185	4	3847	3769.2563999999998	477.8139
3_MACS_peak_15722_lociStitched	chr19	452655	457584	3	4032	4448.9154	464.80469999999997
2_MACS_peak_25829_lociStitched	chr22	51079316	51084238	2	4395	8623.344	1006.0568
4_MACS_peak_12766_lociStitched	chr17	6371134	6376053	4	3571	4065.0616	427.953
3_MACS_peak_3920_lociStitched	chr1	32261366	32266284	3	4125	5207.6702	464.25919999999996
3_MACS_peak_20176_lociStitched	chr19	55355117	55360034	3	3349	3840.6687	492.19169999999997
3_MACS_peak_15892_lociStitched	chr19	2941532	2946447	3	4745	4677.114	490.02549999999997
3_MACS_peak_19155_lociStitched	chr19	46176838	46181751	3	4485	4516.5209	503.0912
4_MACS_peak_27136_lociStitched	chr4	7622118	7627030	4	3658	4017.0335999999998	370.3648
1_MACS_peak_8977_lociStitched	chr12	57570720	57575628	1	4909	6924.2064	459.3888
3_MACS_peak_7988_lociStitched	chr11	117351456	117356363	3	3390	4190.5779999999995	395.9949
4_MACS_peak_14514_lociStitched	chr17	72126136	72131043	4	2900	3662.5847999999996	394.03209999999996
4_MACS_peak_8734_lociStitched	chr12	52680453	52685359	4	4042	3535.2636	376.78079999999994
5_MACS_peak_9668_lociStitched	chr14	104849178	104854084	5	2743	3638.7802	137.368
4_MACS_peak_28111_lociStitched	chr5	176059507	176064413	4	4293	4748.5174	488.14700000000005
5_MACS_peak_20854_lociStitched	chr2	133028305	133033210	5	2778	12245.3325	3722.4045
3_MACS_peak_28056_lociStitched	chr5	153854568	153859472	3	3851	3920.2576	318.76
6_MACS_peak_3887_lociStitched	chr1	32119628	32124531	6	3008	3209.5038	352.03540000000004
4_MACS_peak_4783_lociStitched	chr1	205510228	205515129	4	3891	4153.1074	779.7491
3_MACS_peak_11429_lociStitched	chr16	58496918	58501816	3	3394	5033.1848	298.778
4_MACS_peak_19664_lociStitched	chr19	49252060	49256958	4	3927	3935.0532	446.6976
6_MACS_peak_21139_lociStitched	chr2	241666004	241670902	6	3138	3433.0081999999998	210.1242
5_MACS_peak_12214_lociStitched	chr16	88329845	88334740	5	3787	3618.384	220.275
2_MACS_peak_23675_lociStitched	chr22	18701867	18706761	2	4214	4370.8314	530.999
2_MACS_peak_436_lociStitched	chr1	3171797	3176689	2	4811	4843.5692	271.50600000000003
2_MACS_peak_8148_lociStitched	chr11	119186211	119191102	2	4859	7329.1635	588.3873
6_MACS_peak_380_lociStitched	chr1	2952078	2956968	6	4252	4319.3369999999995	244.011
2_MACS_peak_28882_lociStitched	chr6	53496354	53501242	2	4114	4607.9176	562.12
3_MACS_peak_3869_lociStitched	chr1	31659272	31664159	3	4329	4752.1188	462.3102
5_MACS_peak_7624_lociStitched	chr11	70573717	70578604	5	2475	2969.3412000000003	407.0871
5_MACS_peak_30170_lociStitched	chr7	151395128	151400015	5	4226	4193.046	475.9938
1_MACS_peak_1809_lociStitched	chr1	11587570	11592455	1	4886	5803.38	459.67850000000004
3_MACS_peak_6578_lociStitched	chr11	17759008	17763892	3	4439	4291.5708	352.6248
4_MACS_peak_34198_lociStitched	chr9	141034812	141039695	4	4112	4470.3865	420.9146
2_MACS_peak_23914_lociStitched	chr22	21694212	21699091	2	4159	4665.299800000001	449.84380000000004
4_MACS_peak_11075_lociStitched	chr16	27811206	27816083	4	2970	3717.2494	353.5825
3_MACS_peak_8894_lociStitched	chr12	53336291	53341166	3	4855	4703.8875	476.28749999999997
3_MACS_peak_20200_lociStitched	chr19	55407481	55412354	3	3984	4683.4403	397.1495
4_MACS_peak_12758_lociStitched	chr17	6355338	6360209	4	4025	4461.3489	296.1568
3_MACS_peak_1223_lociStitched	chr1	7350887	7355755	3	3672	4736.564	308.6312
5_MACS_peak_22691_lociStitched	chr20	60347026	60351894	5	3110	3493.7636	371.91519999999997
3_MACS_peak_8078_lociStitched	chr11	117615986	117620853	3	3778	4575.4667	465.77189999999996
2_MACS_peak_23383_lociStitched	chr21	45690180	45695046	2	4663	5809.0307999999995	601.9242
4_MACS_peak_8309_lociStitched	chr11	134229112	134233974	4	4103	3894.9482000000003	509.5376
2_MACS_peak_4348_lociStitched	chr1	145558224	145563083	2	3944	4353.1781	858.0994000000001
4_MACS_peak_20729_lociStitched	chr2	97589893	97594750	4	4632	4579.6653	447.3297
2_MACS_peak_23359_lociStitched	chr21	45411632	45416488	2	4845	5482.424	502.1104
4_MACS_peak_31745_lociStitched	chr8	142866415	142871271	4	3592	4210.6376	378.768
5_MACS_peak_30969_lociStitched	chr8	328276	333131	5	3774	4065.577	510.746
3_MACS_peak_21067_lociStitched	chr2	233384849	233389702	3	4618	4539.9815	169.3697
5_MACS_peak_27339_lociStitched	chr4	8098708	8103559	5	2631	3317.5989	359.4591
4_MACS_peak_31676_lociStitched	chr8	142636582	142641424	4	4498	4451.2506	385.90739999999994
3_MACS_peak_4768_lociStitched	chr1	205449086	205453927	3	3162	3823.4217999999996	542.6761
3_MACS_peak_5659_lociStitched	chr10	124129282	124134122	3	3955	4024.944	572.088
3_MACS_peak_27956_lociStitched	chr5	72457254	72462094	3	3771	4075.7639999999997	627.264
1_MACS_peak_6843_lociStitched	chr11	63772697	63777535	1	4839	5565.635200000001	377.8478
5_MACS_peak_12127_lociStitched	chr16	87911924	87916762	5	4246	4569.0072	162.073
1_MACS_peak_14831_lociStitched	chr17	74952052	74956889	1	4838	5805.8511	473.0586
3_MACS_peak_30093_lociStitched	chr7	140088233	140093065	3	3732	4158.9024	1009.8879999999999
4_MACS_peak_12941_lociStitched	chr17	7807854	7812683	4	3433	3951.0878000000002	497.387
1_MACS_peak_12886_lociStitched	chr17	7282827	7287651	1	4825	6783.9912	567.7848
5_MACS_peak_1459_lociStitched	chr1	8315020	8319843	5	2827	3358.7372	223.3049
1_MACS_peak_12801_lociStitched	chr17	6944374	6949193	1	4820	7621.7303999999995	423.5901
1_MACS_peak_21632_lociStitched	chr20	37325880	37330698	1	4819	5564.79	442.77419999999995
6_MACS_peak_3420_lociStitched	chr1	29828635	29833452	6	3468	3844.4477	400.29269999999997
5_MACS_peak_3644_lociStitched	chr1	30676522	30681339	5	2598	3859.3804	389.6953
4_MACS_peak_19673_lociStitched	chr19	49278135	49282949	4	4007	3788.1366000000003	353.829
3_MACS_peak_6895_lociStitched	chr11	64242088	64246901	3	4494	4524.701300000001	510.178
2_MACS_peak_30079_lociStitched	chr7	138809037	138813849	2	4789	4842.7968	972.5052000000001
4_MACS_peak_12296_lociStitched	chr16	88899411	88904221	4	3859	3707.0670000000005	226.07
3_MACS_peak_14979_lociStitched	chr17	76430341	76435151	3	4050	4608.460999999999	425.204
4_MACS_peak_31877_lociStitched	chr8	143234483	143239293	4	3021	3384.316	293.40999999999997
3_MACS_peak_33817_lociStitched	chr9	138412462	138417269	3	4780	4783.4457	355.23729999999995
2_MACS_peak_24805_lociStitched	chr22	42678098	42682904	2	4276	5465.8638	381.5964
3_MACS_peak_34022_lociStitched	chr9	139906788	139911591	3	3760	4788.591	291.0618
3_MACS_peak_8257_lociStitched	chr11	122847637	122852439	3	4190	4526.8454	390.4026
1_MACS_peak_9991_lociStitched	chr15	40728030	40732832	1	4803	7608.2888	695.3296
4_MACS_peak_30747_lociStitched	chr7	157622812	157627612	4	2654	3862.56	536.16
5_MACS_peak_32586_lociStitched	chr9	129323670	129328470	5	4150	4193.76	617.28
5_MACS_peak_32744_lociStitched	chr9	132280745	132285545	5	3373	3592.3199999999997	438.24
5_MACS_peak_5150_lociStitched	chr10	71583081	71587879	5	2681	3498.7016	391.03700000000003
4_MACS_peak_9673_lociStitched	chr14	104855645	104860439	4	3856	4021.6866	151.9698
2_MACS_peak_4220_lociStitched	chr1	41846319	41851111	2	4596	5386.6872	403.9656
4_MACS_peak_25597_lociStitched	chr22	49253752	49258544	4	3424	4032.4680000000003	327.7728
2_MACS_peak_14352_lociStitched	chr17	71528816	71533604	2	4373	4873.2264000000005	419.42879999999997
4_MACS_peak_13858_lociStitched	chr17	43819266	43824049	4	3787	4758.6067	425.68699999999995
5_MACS_peak_14292_lociStitched	chr17	71417325	71422106	5	2445	3338.5723000000003	329.889
2_MACS_peak_2896_lociStitched	chr1	20913409	20918189	2	3802	4530.9619999999995	421.596
2_MACS_peak_23823_lociStitched	chr22	20500207	20504981	2	4363	4573.0145999999995	480.26439999999997
3_MACS_peak_25212_lociStitched	chr22	45130137	45134911	3	4578	5575.0772	308.8778
3_MACS_peak_7202_lociStitched	chr11	68743928	68748698	3	3571	3800.736	415.467
3_MACS_peak_28528_lociStitched	chr6	31553738	31558508	3	4090	4299.678	510.867
5_MACS_peak_34243_lociStitched	chrX	152740459	152745229	5	4120	3879.918	209.88
4_MACS_peak_16351_lociStitched	chr19	6083811	6088580	4	3925	3698.8363999999997	778.7777
5_MACS_peak_31168_lociStitched	chr8	6660794	6665563	5	2852	3343.069	402.0267
1_MACS_peak_33281_lociStitched	chr9	136258833	136263600	1	4768	5209.8543	410.9154
6_MACS_peak_780_lociStitched	chr1	4832584	4837348	6	3185	3575.3819999999996	353.96520000000004
2_MACS_peak_8279_lociStitched	chr11	130295685	130300449	2	4601	5558.635200000001	504.0312
5_MACS_peak_12153_lociStitched	chr16	88164454	88169218	5	3709	4313.802	344.4372
5_MACS_peak_1030_lociStitched	chr1	6271962	6276724	5	3379	3671.0258000000003	361.4358
4_MACS_peak_31361_lociStitched	chr8	21627781	21632538	4	2718	3643.3863	317.7676
2_MACS_peak_7674_lociStitched	chr11	70712565	70717320	2	4647	4232.901	389.4345
2_MACS_peak_14152_lociStitched	chr17	56305232	56309984	2	4315	5299.9056	481.8528
3_MACS_peak_23977_lociStitched	chr22	23776254	23781005	3	4297	4435.5336	505.03130000000004
3_MACS_peak_30099_lociStitched	chr7	140338121	140342871	3	4047	4825.525000000001	659.775
5_MACS_peak_31464_lociStitched	chr8	42556571	42561315	5	2480	3076.0096	404.6632
3_MACS_peak_26617_lociStitched	chr4	1418425	1423168	3	3877	5000.0706	484.7346
4_MACS_peak_15036_lociStitched	chr17	76948853	76953594	4	4273	4072.519	416.7339
4_MACS_peak_27211_lociStitched	chr4	7798130	7802871	4	4061	4555.1528	462.7216
3_MACS_peak_31310_lociStitched	chr8	9759353	9764092	3	3680	3867.4979000000003	351.6338
2_MACS_peak_3241_lociStitched	chr1	26357018	26361755	2	4215	4897.5843	462.3312
1_MACS_peak_28423_lociStitched	chr6	1390595	1395332	1	4738	5672.0838	231.6393
5_MACS_peak_2980_lociStitched	chr1	21981675	21986411	5	4159	4107.0592	507.6992
4_MACS_peak_12917_lociStitched	chr17	7656013	7660747	4	4373	4304.6262	396.7092
3_MACS_peak_17015_lociStitched	chr19	13272160	13276894	3	4531	4680.5058	408.0708
4_MACS_peak_22491_lociStitched	chr20	58236423	58241156	4	3503	4115.8168000000005	299.1256
3_MACS_peak_28814_lociStitched	chr6	41469802	41474534	3	4500	5747.9604	356.7928
2_MACS_peak_5181_lociStitched	chr10	71637228	71641959	2	4547	5143.5432	639.1581
3_MACS_peak_20318_lociStitched	chr19	56225417	56230147	3	4007	3790.149	352.385
3_MACS_peak_26129_lociStitched	chr3	46937709	46942438	3	3249	4014.4481	462.02329999999995
4_MACS_peak_3775_lociStitched	chr1	30984147	30988871	4	3398	3439.072	374.6132
4_MACS_peak_20398_lociStitched	chr2	598038	602759	4	3544	4137.012299999999	444.2461
4_MACS_peak_7804_lociStitched	chr11	71076822	71081542	4	3061	3287.0080000000003	360.608
4_MACS_peak_16237_lociStitched	chr19	5409216	5413934	4	3798	3854.6059999999998	614.2836000000001
5_MACS_peak_33266_lociStitched	chr9	136170561	136175278	5	3221	3620.7691999999997	428.3036
2_MACS_peak_8607_lociStitched	chr12	49930019	49934735	2	4482	5848.7832	729.5652
3_MACS_peak_12879_lociStitched	chr17	7268919	7273634	3	3977	3764.456	500.733
6_MACS_peak_22503_lociStitched	chr20	58314803	58319516	6	3676	3597.9042	402.01890000000003
1_MACS_peak_19663_lociStitched	chr19	49246250	49250960	1	4711	4587.54	509.151
5_MACS_peak_10347_lociStitched	chr15	78041644	78046351	5	3029	3362.2101000000002	464.5809
5_MACS_peak_1591_lociStitched	chr1	9440400	9445105	5	3862	4212.3865	351.934
5_MACS_peak_30109_lociStitched	chr7	143055850	143060555	5	4181	4372.3565	457.7965
6_MACS_peak_32611_lociStitched	chr9	129537192	129541897	6	3400	3434.65	369.34250000000003
4_MACS_peak_31057_lociStitched	chr8	1674559	1679261	4	2834	3160.6844	292.9346
1_MACS_peak_32422_lociStitched	chr9	66454637	66459331	1	4695	12540.021	3627.9926
3_MACS_peak_7163_lociStitched	chr11	67343218	67347909	3	3036	3074.4814	504.28249999999997
3_MACS_peak_31957_lociStitched	chr8	143605379	143610068	3	3201	3909.2193	415.4454
3_MACS_peak_11255_lociStitched	chr16	31154301	31158988	3	3870	4283.4493	541.3485000000001
4_MACS_peak_4371_lociStitched	chr1	149144699	149149385	4	3969	4254.4194	452.66760000000005
1_MACS_peak_33642_lociStitched	chr9	137933781	137938466	1	4686	5143.193	397.288
3_MACS_peak_21280_lociStitched	chr20	652584	657268	3	4081	4562.6844	500.25120000000004
4_MACS_peak_4686_lociStitched	chr1	202624791	202629473	4	2712	3460.9343999999996	693.8724
3_MACS_peak_10573_lociStitched	chr16	763955	768634	3	4264	4312.6343	406.60510000000005
3_MACS_peak_18877_lociStitched	chr19	42242094	42246773	3	3160	3884.0379	486.616
2_MACS_peak_23172_lociStitched	chr21	43023231	43027909	2	4473	4772.4956	485.1086
3_MACS_peak_13473_lociStitched	chr17	36574306	36578980	3	4301	5005.3866	409.9098
5_MACS_peak_25048_lociStitched	chr22	44651452	44656126	5	2888	3372.7584	424.3992
4_MACS_peak_27427_lociStitched	chr4	8306678	8311350	4	4233	4156.6784	314.8928
3_MACS_peak_23802_lociStitched	chr22	20363887	20368556	3	4526	3527.4294999999997	663.9318
3_MACS_peak_7781_lociStitched	chr11	71008938	71013606	3	4654	4623.654	443.9268
2_MACS_peak_4801_lociStitched	chr1	205910407	205915074	2	4528	4442.5172999999995	588.042
3_MACS_peak_20307_lociStitched	chr19	56073226	56077893	3	4446	4739.805200000001	362.6259
3_MACS_peak_30834_lociStitched	chr7	158146505	158151171	3	3260	3679.141	598.1812
4_MACS_peak_28025_lociStitched	chr5	139225026	139229691	4	3838	4061.349	312.555
2_MACS_peak_33077_lociStitched	chr9	135288706	135293371	2	4031	4639.809	448.3065
4_MACS_peak_12324_lociStitched	chr16	89118047	89122710	4	3894	3597.0382	168.8006
5_MACS_peak_14444_lociStitched	chr17	71873988	71878649	5	3157	3598.7581	412.03240000000005
2_MACS_peak_28433_lociStitched	chr6	3227438	3232097	2	4302	5829.340800000001	582.375
2_MACS_peak_28425_lociStitched	chr6	2543747	2548405	2	4448	4569.0322	590.6344
3_MACS_peak_33139_lociStitched	chr9	135582921	135587579	3	3707	4428.8264	474.65020000000004
3_MACS_peak_7207_lociStitched	chr11	68785094	68789751	3	3359	4082.3262000000004	504.3531
4_MACS_peak_2923_lociStitched	chr1	21814971	21819623	4	4189	4469.6416	414.4932
5_MACS_peak_11858_lociStitched	chr16	85541204	85545855	5	3542	3917.0721999999996	247.8983
4_MACS_peak_18013_lociStitched	chr19	30561360	30566009	4	2481	3122.2684	226.4063
3_MACS_peak_6988_lociStitched	chr11	65552270	65556914	3	4399	6262.8984	416.5668
1_MACS_peak_1999_lociStitched	chr1	16937589	16942232	1	4644	9515.3642	3239.8853999999997
2_MACS_peak_26574_lociStitched	chr4	46757	51400	2	3667	3509.6437	1662.6582999999998
2_MACS_peak_10484_lociStitched	chr15	89919865	89924505	2	4508	5089.616	322.48
3_MACS_peak_16528_lociStitched	chr19	7665984	7670624	3	4548	4852.976000000001	494.15999999999997
3_MACS_peak_763_lociStitched	chr1	4771130	4775765	3	3596	3741.3720000000003	274.392
2_MACS_peak_27882_lociStitched	chr5	1836313	1840948	2	4370	4256.3205	265.58549999999997
4_MACS_peak_8620_lociStitched	chr12	50294108	50298742	4	2623	3213.2156	424.93780000000004
4_MACS_peak_12582_lociStitched	chr17	1649790	1654417	4	4079	4355.3951	341.9353
2_MACS_peak_33116_lociStitched	chr9	135405062	135409686	2	4480	4898.2032	339.40160000000003
4_MACS_peak_17304_lociStitched	chr19	14884695	14889317	4	2593	2733.4508	346.65
5_MACS_peak_584_lociStitched	chr1	4131199	4135813	5	3530	3484.4928	382.0392
3_MACS_peak_20093_lociStitched	chr19	54994049	54998663	3	3516	3634.9091999999996	452.63340000000005
3_MACS_peak_30949_lociStitched	chr7	158946939	158951553	3	3701	3750.2592	470.1666
3_MACS_peak_28446_lociStitched	chr6	10886244	10890853	3	3677	3685.8172999999997	730.5265
3_MACS_peak_30160_lociStitched	chr7	151132377	151136986	3	3787	4168.8405	567.3679
1_MACS_peak_21379_lociStitched	chr20	21496252	21500853	1	4602	5635.7649	429.73339999999996
3_MACS_peak_29498_lociStitched	chr7	27237594	27242187	3	3875	3912.7767	327.4809
3_MACS_peak_15373_lociStitched	chr17	78991109	78995701	3	4368	4405.5648	355.4208
3_MACS_peak_17177_lociStitched	chr19	14330602	14335194	3	3737	3695.6416	447.2608
4_MACS_peak_2976_lociStitched	chr1	21975118	21979708	4	4058	4347.648	385.101
4_MACS_peak_11772_lociStitched	chr16	85352772	85357360	4	2867	3219.3995999999997	154.1568
2_MACS_peak_17539_lociStitched	chr19	16145582	16150166	2	4403	5203.2984	341.0496
4_MACS_peak_26624_lociStitched	chr4	1542338	1546922	4	4016	4117.8072	297.04319999999996
2_MACS_peak_1083_lociStitched	chr1	6783271	6787852	2	4474	4939.2342	556.1333999999999
3_MACS_peak_30488_lociStitched	chr7	155743737	155748313	3	4309	4474.8704	479.5648
3_MACS_peak_19710_lociStitched	chr19	49673770	49678345	3	4175	4060.7699999999995	338.0925
4_MACS_peak_13626_lociStitched	chr17	41474730	41479304	4	3537	3658.7426	472.0368
4_MACS_peak_32289_lociStitched	chr8	145778811	145783385	4	2756	3189.9076	413.4896
3_MACS_peak_17871_lociStitched	chr19	18883197	18887767	3	3427	4035.31	318.072
3_MACS_peak_9861_lociStitched	chr14	105635499	105640068	3	2906	3281.9127000000003	140.7252
4_MACS_peak_10925_lociStitched	chr16	4039544	4044106	4	2846	3474.8754000000004	325.2706
6_MACS_peak_27839_lociStitched	chr5	1436988	1441547	6	3718	3999.6106999999997	454.9882
1_MACS_peak_11034_lociStitched	chr16	5111584	5116141	1	4558	5378.171399999999	419.24399999999997
3_MACS_peak_11280_lociStitched	chr16	31355515	31360071	3	4230	4766.4872000000005	513.0056000000001
4_MACS_peak_2747_lociStitched	chr1	20576183	20580735	4	3548	3773.1528	513.4656
3_MACS_peak_2542_lociStitched	chr1	18895551	18900102	3	4373	4195.5669	360.4392
2_MACS_peak_3416_lociStitched	chr1	29813710	29818261	2	4045	4577.8509	429.6144
3_MACS_peak_26677_lociStitched	chr4	2061932	2066483	3	4134	5132.6178	296.7252
2_MACS_peak_10747_lociStitched	chr16	2029476	2034024	2	4293	5181.0815999999995	681.7452000000001
6_MACS_peak_19471_lociStitched	chr19	48332168	48336716	6	3498	3275.4696	252.8688
4_MACS_peak_9711_lociStitched	chr14	105016619	105021164	4	3174	3328.7580000000003	144.531
2_MACS_peak_31117_lociStitched	chr8	1860109	1864652	2	4241	4509.8361	505.18159999999995
3_MACS_peak_628_lociStitched	chr1	4224205	4228747	3	4249	3852.5244	386.97839999999997
2_MACS_peak_4196_lociStitched	chr1	38226935	38231477	2	3784	4646.465999999999	378.8028
3_MACS_peak_18524_lociStitched	chr19	39066276	39070817	3	3768	3634.1623	312.4208
2_MACS_peak_17874_lociStitched	chr19	18890816	18895355	2	4337	5037.8361	408.51
5_MACS_peak_30729_lociStitched	chr7	157575127	157579666	5	3796	3761.0154	468.87870000000004
4_MACS_peak_25627_lociStitched	chr22	49332399	49336935	4	3121	3436.02	339.2928
3_MACS_peak_14630_lociStitched	chr17	72445462	72449992	3	3565	3962.844	412.22999999999996
5_MACS_peak_9803_lociStitched	chr14	105402808	105407336	5	2721	3390.5664	214.6272
5_MACS_peak_22879_lociStitched	chr20	61735608	61740135	5	3174	3927.6252	296.5185
5_MACS_peak_16380_lociStitched	chr19	6155487	6160010	5	3485	3446.526	545.9261
3_MACS_peak_23221_lociStitched	chr21	43381118	43385640	3	4324	4423.8726	539.4746
3_MACS_peak_29426_lociStitched	chr7	5583338	5587860	3	3476	3650.1584000000003	321.06199999999995
4_MACS_peak_8725_lociStitched	chr12	52642800	52647321	4	3338	4066.1874	475.1571
5_MACS_peak_23003_lociStitched	chr20	62440930	62445449	5	3736	3656.3229	357.4529
3_MACS_peak_11487_lociStitched	chr16	75282789	75287304	3	3935	4034.604	193.6935
4_MACS_peak_15839_lociStitched	chr19	2358192	2362706	4	4119	3802.1422000000002	495.63719999999995
3_MACS_peak_28296_lociStitched	chr5	179075577	179080089	3	3801	3962.8896	254.928
5_MACS_peak_3347_lociStitched	chr1	29661913	29666422	5	3181	3708.6525	390.02849999999995
6_MACS_peak_9481_lociStitched	chr14	101941646	101946154	6	2757	3075.8084	154.62439999999998
2_MACS_peak_4356_lociStitched	chr1	147486096	147490603	2	3681	3927.8505	567.4313000000001
4_MACS_peak_22361_lociStitched	chr20	57877277	57881783	4	3255	3157.8048	301.00079999999997
4_MACS_peak_11816_lociStitched	chr16	85424854	85429358	4	2908	3501.8599999999997	212.5888
4_MACS_peak_17956_lociStitched	chr19	30128625	30133129	4	2211	3101.004	286.4544
2_MACS_peak_20510_lociStitched	chr2	26749993	26754497	2	4165	4217.996	386.8936
4_MACS_peak_11626_lociStitched	chr16	84971509	84976012	4	3693	4079.2677000000003	226.5009
2_MACS_peak_29935_lociStitched	chr7	101055508	101060008	2	4308	4343.4	370.8
3_MACS_peak_4158_lociStitched	chr1	37764741	37769239	3	3928	3773.3722	369.28580000000005
5_MACS_peak_27042_lociStitched	chr4	7341953	7346448	5	3606	3427.4375	274.6445
2_MACS_peak_4171_lociStitched	chr1	37795745	37800239	2	3854	4413.5574	557.256
6_MACS_peak_17977_lociStitched	chr19	30242657	30247151	6	3090	3527.79	387.8322
5_MACS_peak_3872_lociStitched	chr1	31670784	31675274	5	3049	3213.942	314.74899999999997
3_MACS_peak_8765_lociStitched	chr12	52786680	52791167	3	4262	4119.5147	482.3525
2_MACS_peak_24189_lociStitched	chr22	26728048	26732530	2	3873	4407.598800000001	427.5828
5_MACS_peak_28909_lociStitched	chr6	137814309	137818791	5	3270	3739.7808	339.73560000000003
