#29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_ROSE/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam
#Using cutoff of 19861.1742 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
4_MACS_peak_27543_lociStitched	chr4	8772956	8778200	4	4788	4495.1568	484.0212	2857	0
5_MACS_peak_1184_lociStitched	chr1	7230567	7236658	5	4522	5050.6572	382.5148	2858	0
3_MACS_peak_9816_lociStitched	chr14	105431709	105437253	3	4477	4957.4448	189.6048	2859	0
7_MACS_peak_30538_lociStitched	chr7	155936233	155942481	7	4688	4889.06	631.048	2860	0
2_MACS_peak_7337_lociStitched	chr11	69622111	69627050	2	4543	5020.4935	410.9248	2861	0
4_MACS_peak_34131_lociStitched	chr9	140847238	140852789	4	4547	5083.6058	484.0472	2862	0
1_MACS_peak_10302_lociStitched	chr15	77962729	77967103	1	4375	5347.215	398.9088	2863	0
4_MACS_peak_10560_lociStitched	chr16	407605	413805	4	4643	5003.4	670.84	2864	0
3_MACS_peak_18975_lociStitched	chr19	42678750	42683740	3	4382	5529.419	599.798	2865	0
1_MACS_peak_34002_lociStitched	chr9	139671896	139676146	1	4251	5619.35	442.425	2866	0
3_MACS_peak_21067_lociStitched	chr2	233384849	233389702	3	4618	4539.9815	169.3697	2867	0
2_MACS_peak_17539_lociStitched	chr19	16145582	16150166	2	4403	5203.2984	341.0496	2868	0
2_MACS_peak_5603_lociStitched	chr10	103986275	103991677	2	4551	5338.2564	830.2874	2869	0
4_MACS_peak_13557_lociStitched	chr17	38639379	38644430	4	4588	4860.5773	450.5492	2870	0
3_MACS_peak_2960_lociStitched	chr1	21935300	21940436	3	4679	4646.5392	470.4576	2871	0
2_MACS_peak_30079_lociStitched	chr7	138809037	138813849	2	4789	4842.7968	972.5052	2872	0
4_MACS_peak_13614_lociStitched	chr17	41404319	41409914	4	4527	5085.855	533.763	2873	0
2_MACS_peak_5181_lociStitched	chr10	71637228	71641959	2	4547	5143.5432	639.1581	2874	0
2_MACS_peak_24805_lociStitched	chr22	42678098	42682904	2	4276	5465.8638	381.5964	2875	0
1_MACS_peak_19663_lociStitched	chr19	49246250	49250960	1	4711	4587.54	509.151	2876	0
6_MACS_peak_23969_lociStitched	chr22	23756843	23763712	6	4661	4821.3511	614.0886	2877	0
4_MACS_peak_9018_lociStitched	chr12	106976605	106981684	4	4269	5596.0422	504.8526	2878	0
1_MACS_peak_9133_lociStitched	chr13	100073325	100077239	1	3915	6276.099	571.0526	2879	0
3_MACS_peak_7781_lociStitched	chr11	71008938	71013606	3	4654	4623.654	443.9268	2880	0
5_MACS_peak_3342_lociStitched	chr1	29653988	29659346	5	4438	5108.3172	413.6376	2881	0
5_MACS_peak_7507_lociStitched	chr11	70254995	70261122	5	4546	4943.2636	514.668	2882	0
3_MACS_peak_11433_lociStitched	chr16	66392936	66397896	3	4669	4656.944	544.112	2883	0
3_MACS_peak_9773_lociStitched	chr14	105191030	105195990	3	4421	4852.368	151.776	2884	0
6_MACS_peak_11352_lociStitched	chr16	49870444	49876629	6	4664	4456.911	351.308	2885	0
2_MACS_peak_33116_lociStitched	chr9	135405062	135409686	2	4480	4898.2032	339.4016	2886	0
3_MACS_peak_24618_lociStitched	chr22	37551696	37556679	3	4615	4726.8738	499.2966	2887	0
3_MACS_peak_9880_lociStitched	chr14	105941254	105946572	3	4348	4992.0066	151.0312	2888	0
4_MACS_peak_12422_lociStitched	chr17	130732	136855	4	4582	4725.1191	442.0806	2889	0
3_MACS_peak_16528_lociStitched	chr19	7665984	7670624	3	4548	4852.976	494.16	2890	0
5_MACS_peak_34090_lociStitched	chr9	140335730	140341167	5	4613	4807.9391	620.9054	2891	0
4_MACS_peak_20729_lociStitched	chr2	97589893	97594750	4	4632	4579.6653	447.3297	2892	0
4_MACS_peak_9808_lociStitched	chr14	105410278	105415281	4	4535	4571.7414	194.1164	2893	0
5_MACS_peak_21166_lociStitched	chr2	241733039	241739113	5	4343	5000.1168	193.7606	2894	0
4_MACS_peak_23517_lociStitched	chr21	46512734	46518629	4	4693	4800.888	849.4695	2895	0
5_MACS_peak_18770_lociStitched	chr19	41639323	41645273	5	4580	4704.665	461.72	2896	0
3_MACS_peak_15013_lociStitched	chr17	76543387	76548661	3	4437	4941.738	364.9608	2897	0
2_MACS_peak_14152_lociStitched	chr17	56305232	56309984	2	4315	5299.9056	481.8528	2898	0
3_MACS_peak_15751_lociStitched	chr19	585675	589720	3	3846	6248.716	578.435	2899	0
2_MACS_peak_11013_lociStitched	chr16	5028627	5032940	2	4243	5306.2839	353.2347	2900	0
5_MACS_peak_28104_lociStitched	chr5	176043367	176048802	5	4604	4490.9405	372.841	2901	0
5_MACS_peak_25675_lociStitched	chr22	49693222	49698398	5	4540	4604.052	331.264	2902	0
1_MACS_peak_22300_lociStitched	chr20	57426874	57431094	1	4221	5328.172	359.122	2903	0
1_MACS_peak_34027_lociStitched	chr9	139918323	139922413	1	4091	5659.742	442.129	2904	0
3_MACS_peak_17015_lociStitched	chr19	13272160	13276894	3	4531	4680.5058	408.0708	2905	0
5_MACS_peak_26784_lociStitched	chr4	3784011	3791066	5	4164	5677.864	601.086	2906	0
3_MACS_peak_27749_lociStitched	chr5	518580	524126	3	4397	5000.8282	412.0678	2907	0
4_MACS_peak_12409_lociStitched	chr17	96382	101868	4	4458	4735.5152	290.758	2908	0
7_MACS_peak_32912_lociStitched	chr9	133371966	133378355	7	4416	5045.3933	519.4257	2909	0
1_MACS_peak_28424_lociStitched	chr6	1604970	1609086	1	4117	5443.8216	299.6448	2910	0
2_MACS_peak_1083_lociStitched	chr1	6783271	6787852	2	4474	4939.2342	556.1334	2911	0
3_MACS_peak_31366_lociStitched	chr8	21642222	21647908	3	4462	4779.083	377.5504	2912	0
5_MACS_peak_34317_lociStitched	chrX	152935613	152940817	5	4559	4390.0944	229.4964	2913	0
1_MACS_peak_16592_lociStitched	chr19	7980025	7984041	1	4017	5926.8128	636.536	2914	0
5_MACS_peak_17213_lociStitched	chr19	14405151	14411320	5	4510	4773.5722	530.534	2915	0
2_MACS_peak_16709_lociStitched	chr19	8624703	8629659	2	4617	4463.8692	505.512	2916	0
4_MACS_peak_2985_lociStitched	chr1	21987946	21993145	4	4574	4581.3588	519.9	2917	0
3_MACS_peak_842_lociStitched	chr1	5489170	5494213	3	4499	4646.6202	396.8841	2918	0
2_MACS_peak_17874_lociStitched	chr19	18890816	18895355	2	4337	5037.8361	408.51	2919	0
3_MACS_peak_20307_lociStitched	chr19	56073226	56077893	3	4446	4739.8052	362.6259	2920	0
4_MACS_peak_16554_lociStitched	chr19	7813438	7818733	4	4387	5163.684	650.226	2921	0
3_MACS_peak_6181_lociStitched	chr11	344186	349149	3	4377	4970.9408	439.7218	2922	0
3_MACS_peak_7838_lociStitched	chr11	71288909	71294108	3	4672	4370.2794	597.3651	2923	0
2_MACS_peak_7674_lociStitched	chr11	70712565	70717320	2	4647	4232.901	389.4345	2924	0
3_MACS_peak_26100_lociStitched	chr3	40227376	40232852	3	4439	5061.4668	679.5716	2925	0
1_MACS_peak_11411_lociStitched	chr16	57013875	57018112	1	4238	5388.6166	564.3684	2926	0
4_MACS_peak_5100_lociStitched	chr10	71399291	71404809	4	4608	4626.2912	685.3356	2927	0
2_MACS_peak_23172_lociStitched	chr21	43023231	43027909	2	4473	4772.4956	485.1086	2928	0
2_MACS_peak_4787_lociStitched	chr1	205536326	205540669	2	4289	5215.943	509.8682	2929	0
3_MACS_peak_27863_lociStitched	chr5	1732159	1737567	3	4519	4657.3696	489.9648	2930	0
2_MACS_peak_21544_lociStitched	chr20	31904043	31908461	2	4313	5027.2422	377.2972	2931	0
2_MACS_peak_16509_lociStitched	chr19	7426719	7431803	2	4350	5203.474	646.1764	2932	0
3_MACS_peak_4261_lociStitched	chr1	46996860	47002090	3	4402	5119.647	685.653	2933	0
7_MACS_peak_33681_lociStitched	chr9	138035114	138041764	7	4251	5302.71	543.97	2934	0
3_MACS_peak_30401_lociStitched	chr7	155306911	155312049	3	4482	4783.478	561.0696	2935	0
3_MACS_peak_15731_lociStitched	chr19	474737	479908	3	4247	5505.0466	763.7567	2936	0
2_MACS_peak_2225_lociStitched	chr1	18067520	18071935	2	4415	4724.933	363.796	2937	0
3_MACS_peak_23334_lociStitched	chr21	44798065	44804058	3	4392	5171.3597	756.3166	2938	0
2_MACS_peak_14352_lociStitched	chr17	71528816	71533604	2	4373	4873.2264	419.4288	2939	0
2_MACS_peak_34068_lociStitched	chr9	140219666	140223174	2	2542	8172.2368	1130.6284	2940	0
2_MACS_peak_8903_lociStitched	chr12	53451982	53456199	2	4150	5340.8305	427.1821	2941	0
3_MACS_peak_23278_lociStitched	chr21	43985577	43990630	3	4509	4663.919	564.9254	2942	0
3_MACS_peak_13473_lociStitched	chr17	36574306	36578980	3	4301	5005.3866	409.9098	2943	0
5_MACS_peak_14754_lociStitched	chr17	74003878	74009889	5	4242	5132.7929	414.1579	2944	0
4_MACS_peak_26446_lociStitched	chr3	184308452	184314145	4	4494	4792.3674	683.16	2945	0
3_MACS_peak_625_lociStitched	chr1	4216334	4221618	3	4359	4715.4416	280.052	2946	0
5_MACS_peak_24589_lociStitched	chr22	37428485	37433576	5	4613	4230.1119	451.0626	2947	0
1_MACS_peak_22850_lociStitched	chr20	61584735	61588927	1	4193	5106.2752	312.304	2948	0
1_MACS_peak_95_lociStitched	chr1	1286753	1290451	1	3699	6035.5058	369.4302	2949	0
4_MACS_peak_31676_lociStitched	chr8	142636582	142641424	4	4498	4451.2506	385.9074	2950	0
1_MACS_peak_33318_lociStitched	chr9	136455684	136460035	1	4352	4924.8969	504.716	2951	0
4_MACS_peak_20373_lociStitched	chr19	59047973	59053518	4	4589	4341.1805	529.5475	2952	0
6_MACS_peak_9833_lociStitched	chr14	105558524	105564949	6	4206	4998.0075	278.2025	2953	0
4_MACS_peak_17648_lociStitched	chr19	17555722	17560856	4	4369	4825.4466	486.1898	2954	0
3_MACS_peak_30866_lociStitched	chr7	158235558	158240849	3	4387	4830.683	534.9201	2955	0
4_MACS_peak_25222_lociStitched	chr22	45149618	45155197	4	4349	4794.0347	412.2881	2956	0
3_MACS_peak_23908_lociStitched	chr22	21634701	21640510	3	4639	4392.1849	786.5386	2957	0
3_MACS_peak_6895_lociStitched	chr11	64242088	64246901	3	4494	4524.7013	510.178	2958	0
4_MACS_peak_18922_lociStitched	chr19	42348182	42353722	4	4464	4646.398	554	2959	0
2_MACS_peak_10747_lociStitched	chr16	2029476	2034024	2	4293	5181.0816	681.7452	2960	0
3_MACS_peak_26677_lociStitched	chr4	2061932	2066483	3	4134	5132.6178	296.7252	2961	0
3_MACS_peak_31923_lociStitched	chr8	143495651	143501063	3	4359	4767.4308	428.6304	2962	0
2_MACS_peak_27433_lociStitched	chr4	8316624	8321827	2	4433	4638.4745	484.3993	2963	0
3_MACS_peak_19155_lociStitched	chr19	46176838	46181751	3	4485	4516.5209	503.0912	2964	0
3_MACS_peak_21647_lociStitched	chr20	43318168	43323339	3	4453	4514.8001	420.4023	2965	0
7_MACS_peak_11130_lociStitched	chr16	29138859	29144441	7	4292	4922.2076	440.978	2966	0
7_MACS_peak_936_lociStitched	chr1	5749749	5755131	7	4543	4312.0584	473.616	2967	0
2_MACS_peak_4734_lociStitched	chr1	204942026	204946972	2	4238	5527.6496	945.6752	2968	0
3_MACS_peak_22332_lociStitched	chr20	57780247	57785371	3	4591	4230.8868	536.9952	2969	0
7_MACS_peak_1716_lociStitched	chr1	11103219	11108731	7	4422	4515.9816	369.8552	2970	0
6_MACS_peak_26534_lociStitched	chr3	195560072	195565281	6	4351	4965.2188	646.4369	2971	0
2_MACS_peak_4801_lociStitched	chr1	205910407	205915074	2	4528	4442.5173	588.042	2972	0
2_MACS_peak_23403_lociStitched	chr21	45841161	45845548	2	4326	4841.9319	476.4282	2973	0
5_MACS_peak_25666_lociStitched	chr22	49677933	49682899	5	4287	4799.1424	349.6064	2974	0
1_MACS_peak_10322_lociStitched	chr15	78001206	78005466	1	4261	4937.34	452.838	2975	0
5_MACS_peak_14015_lociStitched	chr17	47282077	47288731	5	4141	5327.1924	594.8676	2976	0
3_MACS_peak_28811_lociStitched	chr6	41435545	41440693	3	4234	4993.56	468.468	2977	0
3_MACS_peak_3920_lociStitched	chr1	32261366	32266284	3	4125	5207.6702	464.2592	2978	0
3_MACS_peak_3869_lociStitched	chr1	31659272	31664159	3	4329	4752.1188	462.3102	2979	0
7_MACS_peak_1797_lociStitched	chr1	11545863	11551971	7	4271	4795.3908	373.8096	2980	0
4_MACS_peak_28763_lociStitched	chr6	34519046	34524534	4	4397	4680.7152	564.1664	2981	0
2_MACS_peak_28425_lociStitched	chr6	2543747	2548405	2	4448	4569.0322	590.6344	2982	0
3_MACS_peak_8961_lociStitched	chr12	54810470	54815612	3	4353	4633.9704	423.7008	2983	0
6_MACS_peak_32708_lociStitched	chr9	132188154	132194788	6	4139	5222.2848	532.0468	2984	0
2_MACS_peak_3098_lociStitched	chr1	22969897	22974248	2	4338	4611.6249	388.5443	2985	0
1_MACS_peak_28005_lociStitched	chr5	139125922	139129676	1	3755	5925.689	544.7054	2986	0
2_MACS_peak_21447_lociStitched	chr20	31173294	31177481	2	4150	5010.1642	369.2934	2987	0
5_MACS_peak_28121_lociStitched	chr5	176104077	176109950	5	4307	4726.5904	436.3639	2988	0
2_MACS_peak_20464_lociStitched	chr2	11971256	11975646	2	4251	5128.837	711.619	2989	0
2_MACS_peak_29431_lociStitched	chr7	5599027	5603416	2	4313	4858.623	585.4926	2990	0
3_MACS_peak_3968_lociStitched	chr1	37018700	37023900	3	4498	4465.76	680.68	2991	0
3_MACS_peak_6578_lociStitched	chr11	17759008	17763892	3	4439	4291.5708	352.6248	2992	0
5_MACS_peak_12127_lociStitched	chr16	87911924	87916762	5	4246	4569.0072	162.073	2993	0
4_MACS_peak_27319_lociStitched	chr4	8059446	8064688	4	4309	4614.5326	366.94	2994	0
5_MACS_peak_23939_lociStitched	chr22	21898740	21903828	5	4670	3596.7072	377.0208	2995	0
3_MACS_peak_31938_lociStitched	chr8	143551771	143557051	3	4360	4565.616	462	2996	0
2_MACS_peak_23823_lociStitched	chr22	20500207	20504981	2	4363	4573.0146	480.2644	2997	0
4_MACS_peak_28111_lociStitched	chr5	176059507	176064413	4	4293	4748.5174	488.147	2998	0
2_MACS_peak_3241_lociStitched	chr1	26357018	26361755	2	4215	4897.5843	462.3312	2999	0
5_MACS_peak_3366_lociStitched	chr1	29693712	29699371	5	4357	4719.606	633.2421	3000	0
3_MACS_peak_15373_lociStitched	chr17	78991109	78995701	3	4368	4405.5648	355.4208	3001	0
4_MACS_peak_16974_lociStitched	chr19	12971120	12976485	4	4408	4570.4435	640.0445	3002	0
1_MACS_peak_4751_lociStitched	chr1	204998637	205002417	1	3781	5795.496	551.124	3003	0
3_MACS_peak_25030_lociStitched	chr22	44597248	44602370	3	4448	4336.2852	542.4198	3004	0
2_MACS_peak_27882_lociStitched	chr5	1836313	1840948	2	4370	4256.3205	265.5855	3005	0
6_MACS_peak_27626_lociStitched	chr4	47790630	47796084	6	4600	4153.7664	841.0068	3006	0
4_MACS_peak_15656_lociStitched	chr19	192954	198181	4	4782	3071.9079	452.6582	3007	0
2_MACS_peak_10251_lociStitched	chr15	75979148	75983433	2	4069	5161.711	511.629	3008	0
3_MACS_peak_13567_lociStitched	chr17	39726548	39731863	3	4119	4995.037	462.9365	3009	0
1_MACS_peak_13835_lociStitched	chr17	43095417	43099391	1	3975	5312.4432	486.815	3010	0
2_MACS_peak_4670_lociStitched	chr1	202168982	202173405	2	4329	4614.9582	573.6631	3011	0
4_MACS_peak_3458_lociStitched	chr1	30094743	30100556	4	4189	4819.5583	448.1823	3012	0
2_MACS_peak_7610_lociStitched	chr11	70506462	70510822	2	4272	4473.36	303.892	3013	0
4_MACS_peak_12917_lociStitched	chr17	7656013	7660747	4	4373	4304.6262	396.7092	3014	0
7_MACS_peak_6538_lociStitched	chr11	3248003	3254436	7	4400	4398.8854	563.5308	3015	0
6_MACS_peak_31077_lociStitched	chr8	1781565	1787252	6	4286	4601.3517	477.708	3016	0
6_MACS_peak_11480_lociStitched	chr16	75257292	75262665	6	4420	3990.5271	218.1438	3017	0
3_MACS_peak_11280_lociStitched	chr16	31355515	31360071	3	4230	4766.4872	513.0056	3018	0
5_MACS_peak_27310_lociStitched	chr4	8040018	8045232	5	4407	4186.842	383.229	3019	0
2_MACS_peak_14239_lociStitched	chr17	61955137	61959502	2	4299	4548.33	463.9995	3020	0
4_MACS_peak_6208_lociStitched	chr11	440962	446521	4	4163	4921.9386	520.8783	3021	0
6_MACS_peak_3526_lociStitched	chr1	30325097	30332138	6	4162	4935.741	538.6365	3022	0
5_MACS_peak_8155_lociStitched	chr11	119232834	119238909	5	4118	4937.1525	444.0825	3023	0
7_MACS_peak_1231_lociStitched	chr1	7373288	7379795	7	4276	4681.1358	564.1569	3024	0
2_MACS_peak_8842_lociStitched	chr12	53122920	53127221	2	4292	4611.5322	550.9581	3025	0
5_MACS_peak_18376_lociStitched	chr19	36439077	36444732	5	4325	4413.7275	436.566	3026	0
3_MACS_peak_2542_lociStitched	chr1	18895551	18900102	3	4373	4195.5669	360.4392	3027	0
3_MACS_peak_30488_lociStitched	chr7	155743737	155748313	3	4309	4474.8704	479.5648	3028	0
3_MACS_peak_29940_lociStitched	chr7	101065701	101071079	3	4202	4917.6432	678.7036	3029	0
2_MACS_peak_29935_lociStitched	chr7	101055508	101060008	2	4308	4343.4	370.8	3030	0
4_MACS_peak_9378_lociStitched	chr14	101036861	101041926	4	4310	4136.5855	182.34	3031	0
1_MACS_peak_28791_lociStitched	chr6	37661429	37665056	1	3628	5678.0685	353.6325	3032	0
1_MACS_peak_24821_lociStitched	chr22	42740278	42744477	1	4200	4508.4663	298.5489	3033	0
5_MACS_peak_15512_lociStitched	chr17	81054341	81059872	5	4315	4389.4016	469.0288	3034	0
6_MACS_peak_380_lociStitched	chr1	2952078	2956968	6	4252	4319.337	244.011	3035	0
3_MACS_peak_23221_lociStitched	chr21	43381118	43385640	3	4324	4423.8726	539.4746	3036	0
2_MACS_peak_15717_lociStitched	chr19	434596	439757	2	4163	4708.8964	433.0079	3037	0
3_MACS_peak_15756_lociStitched	chr19	607029	612291	3	4310	4718.9616	801.4026	3038	0
5_MACS_peak_27719_lociStitched	chr5	169862	175425	5	4345	4353.6038	535.7169	3039	0
5_MACS_peak_30146_lociStitched	chr7	150999153	151004555	5	4383	4492.8434	779.5086	3040	0
3_MACS_peak_23977_lociStitched	chr22	23776254	23781005	3	4297	4435.5336	505.0313	3041	0
2_MACS_peak_26431_lociStitched	chr3	184103591	184107800	2	4196	4750.2774	587.5764	3042	0
6_MACS_peak_22088_lociStitched	chr20	56505343	56510728	6	4166	4660.7175	429.723	3043	0
7_MACS_peak_9693_lociStitched	chr14	104938672	104945454	7	3920	4978.6662	234.6572	3044	0
7_MACS_peak_27223_lociStitched	chr4	7854327	7859698	7	4230	4532.0498	479.6303	3045	0
5_MACS_peak_14060_lociStitched	chr17	47638998	47645260	5	4084	4973.9066	587.3756	3046	0
2_MACS_peak_23914_lociStitched	chr22	21694212	21699091	2	4159	4665.2998	449.8438	3047	0
2_MACS_peak_23165_lociStitched	chr21	42877053	42881213	2	4001	4993.248	433.472	3048	0
3_MACS_peak_8257_lociStitched	chr11	122847637	122852439	3	4190	4526.8454	390.4026	3049	0
4_MACS_peak_3721_lociStitched	chr1	30830340	30835383	4	4297	4309.7478	443.784	3050	0
5_MACS_peak_20825_lociStitched	chr2	128335746	128342135	5	4245	4568.7739	572.4544	3051	0
2_MACS_peak_31117_lociStitched	chr8	1860109	1864652	2	4241	4509.8361	505.1816	3052	0
2_MACS_peak_456_lociStitched	chr1	3254703	3259116	2	4280	4274.4318	370.692	3053	0
1_MACS_peak_7919_lociStitched	chr11	75377794	75381585	1	3792	5167.133	219.878	3054	0
1_MACS_peak_28540_lociStitched	chr6	31948486	31952520	1	4035	4915.429	444.5468	3055	0
5_MACS_peak_14633_lociStitched	chr17	72494636	72500940	5	4158	4758.2592	562.3168	3056	0
4_MACS_peak_2799_lociStitched	chr1	20662003	20667220	4	4166	4674.9537	498.2235	3057	0
2_MACS_peak_16677_lociStitched	chr19	8415006	8419190	2	4059	4996.1144	580.3208	3058	0
3_MACS_peak_31495_lociStitched	chr8	86726427	86731526	3	4510	4502.417	1297.1856	3059	0
5_MACS_peak_6610_lociStitched	chr11	35935873	35941740	5	4368	4394.9697	755.6696	3060	0
1_MACS_peak_19388_lociStitched	chr19	47894678	47898929	1	4252	4461.8496	515.2212	3061	0
5_MACS_peak_14307_lociStitched	chr17	71441233	71446867	5	4108	4711.7142	422.55	3062	0
3_MACS_peak_10573_lociStitched	chr16	763955	768634	3	4264	4312.6343	406.6051	3063	0
2_MACS_peak_25169_lociStitched	chr22	45033880	45038174	2	4205	4309.029	258.9282	3064	0
6_MACS_peak_16813_lociStitched	chr19	10097532	10103288	6	4234	4496.0116	520.918	3065	0
3_MACS_peak_29108_lociStitched	chr7	1306623	1312027	3	4040	4804.6964	382.0628	3066	0
4_MACS_peak_3586_lociStitched	chr1	30529832	30535124	4	4117	4682.3616	436.0608	3067	0
4_MACS_peak_2509_lociStitched	chr1	18797116	18803616	4	3936	5051.15	419.9	3068	0
2_MACS_peak_14272_lociStitched	chr17	71159226	71163280	2	4003	5189.12	700.5312	3069	0
4_MACS_peak_21244_lociStitched	chr2	242497795	242502974	4	4032	4647.1167	224.7686	3070	0
3_MACS_peak_24181_lociStitched	chr22	26706555	26711644	3	4180	4426.9211	349.1054	3071	0
4_MACS_peak_8633_lociStitched	chr12	50449834	50455746	4	3965	5337.3536	781.5664	3072	0
4_MACS_peak_2923_lociStitched	chr1	21814971	21819623	4	4189	4469.6416	414.4932	3073	0
2_MACS_peak_30545_lociStitched	chr7	155949724	155954091	2	4330	4274.8563	586.9248	3074	0
4_MACS_peak_16588_lociStitched	chr19	7962237	7968355	4	4094	5227.2192	954.408	3075	0
5_MACS_peak_13779_lociStitched	chr17	42452736	42458545	5	3964	5075.9042	535.0089	3076	0
6_MACS_peak_2398_lociStitched	chr1	18505570	18511331	6	4091	4742.4552	479.8913	3077	0
5_MACS_peak_1837_lociStitched	chr1	11665339	11670477	5	4146	4442.8286	313.9318	3078	0
1_MACS_peak_4649_lociStitched	chr1	201437053	201441329	1	4277	4698.8964	911.6432	3079	0
1_MACS_peak_3419_lociStitched	chr1	29823319	29827499	1	4181	4327.554	297.616	3080	0
5_MACS_peak_20170_lociStitched	chr19	55286204	55290674	5	4354	4085.133	513.603	3081	0
5_MACS_peak_26591_lociStitched	chr4	1046585	1052081	5	4326	4022.5224	382.5216	3082	0
1_MACS_peak_28047_lociStitched	chr5	149568759	149572679	1	3921	4923.128	328.104	3083	0
1_MACS_peak_2035_lociStitched	chr1	17304711	17308662	1	3952	4967.5923	438.9561	3084	0
8_MACS_peak_14222_lociStitched	chr17	61601411	61607995	8	4238	4481.0704	630.7472	3085	0
4_MACS_peak_23892_lociStitched	chr22	21501729	21506692	4	4529	3645.3235	684.894	3086	0
3_MACS_peak_31441_lociStitched	chr8	25904486	25909437	3	4255	4137.0556	341.1239	3087	0
4_MACS_peak_27427_lociStitched	chr4	8306678	8311350	4	4233	4156.6784	314.8928	3088	0
2_MACS_peak_32577_lociStitched	chr9	129293358	129297761	2	4251	4236.5666	444.2627	3089	0
4_MACS_peak_24020_lociStitched	chr22	24578839	24584839	4	4054	4754.4	495	3090	0
4_MACS_peak_26815_lociStitched	chr4	3893176	3898193	4	4084	4773.1738	583.4771	3091	0
4_MACS_peak_8514_lociStitched	chr12	3435286	3440304	4	4117	4497.6334	384.8806	3092	0
3_MACS_peak_3599_lociStitched	chr1	30560883	30566077	3	4211	4269.9874	404.6126	3093	0
1_MACS_peak_28840_lociStitched	chr6	41748436	41752588	1	4153	4538.9664	529.38	3094	0
4_MACS_peak_10031_lociStitched	chr15	53086872	53091190	4	4147	4400.042	377.825	3095	0
3_MACS_peak_5012_lociStitched	chr10	6094911	6100189	3	4179	4501.6062	558.9402	3096	0
2_MACS_peak_23675_lociStitched	chr22	18701867	18706761	2	4214	4370.8314	530.999	3097	0
3_MACS_peak_6435_lociStitched	chr11	2139733	2143858	3	4045	4645.575	401.775	3098	0
4_MACS_peak_3470_lociStitched	chr1	30117727	30123346	4	4151	4537.9044	546.1668	3099	0
5_MACS_peak_30109_lociStitched	chr7	143055850	143060555	5	4181	4372.3565	457.7965	3100	0
5_MACS_peak_21521_lociStitched	chr20	31861524	31866578	5	4030	4563.762	295.1536	3101	0
4_MACS_peak_18381_lociStitched	chr19	36448573	36453742	4	4178	4355.3994	437.2974	3102	0
3_MACS_peak_23802_lociStitched	chr22	20363887	20368556	3	4526	3527.4295	663.9318	3103	0
5_MACS_peak_19945_lociStitched	chr19	51186178	51191244	5	4301	3904.3662	323.2108	3104	0
4_MACS_peak_15036_lociStitched	chr17	76948853	76953594	4	4273	4072.519	416.7339	3105	0
2_MACS_peak_28882_lociStitched	chr6	53496354	53501242	2	4114	4607.9176	562.12	3106	0
4_MACS_peak_34198_lociStitched	chr9	141034812	141039695	4	4112	4470.3865	420.9146	3107	0
4_MACS_peak_30809_lociStitched	chr7	158028410	158033492	4	4057	4649.0136	472.1178	3108	0
6_MACS_peak_8680_lociStitched	chr12	52527197	52533061	6	4025	4748.6672	503.7176	3109	0
3_MACS_peak_14979_lociStitched	chr17	76430341	76435151	3	4050	4608.461	425.204	3110	0
2_MACS_peak_8532_lociStitched	chr12	3660125	3664263	2	4109	4323.7962	280.1426	3111	0
2_MACS_peak_19411_lociStitched	chr19	48032181	48036608	2	4065	4631.9701	486.5273	3112	0
3_MACS_peak_8765_lociStitched	chr12	52786680	52791167	3	4262	4119.5147	482.3525	3113	0
3_MACS_peak_14846_lociStitched	chr17	75046955	75051435	3	4200	4219.264	416.64	3114	0
2_MACS_peak_19415_lociStitched	chr19	48046294	48050293	2	3823	4939.1649	293.1267	3115	0
3_MACS_peak_31418_lociStitched	chr8	22600463	22605672	3	4210	4342.2224	567.2601	3116	0
2_MACS_peak_31423_lociStitched	chr8	22631905	22636080	2	4096	4448.045	393.7025	3117	0
3_MACS_peak_30099_lociStitched	chr7	140338121	140342871	3	4047	4825.525	659.775	3118	0
5_MACS_peak_30170_lociStitched	chr7	151395128	151400015	5	4226	4193.046	475.9938	3119	0
2_MACS_peak_33077_lociStitched	chr9	135288706	135293371	2	4031	4639.809	448.3065	3120	0
3_MACS_peak_26617_lociStitched	chr4	1418425	1423168	3	3877	5000.0706	484.7346	3121	0
3_MACS_peak_20200_lociStitched	chr19	55407481	55412354	3	3984	4683.4403	397.1495	3122	0
2_MACS_peak_3416_lociStitched	chr1	29813710	29818261	2	4045	4577.8509	429.6144	3123	0
3_MACS_peak_21280_lociStitched	chr20	652584	657268	3	4081	4562.6844	500.2512	3124	0
1_MACS_peak_7928_lociStitched	chr11	75914781	75918853	1	4073	4734.1072	653.9632	3125	0
