#29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_ROSE/29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam
#Using cutoff of 19861.1742 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X29_0F2F_0229Kronos_MM1S.KB.24hr.1_H3K27me3_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isStretch
7_MACS_peak_26265_lociStitched	chr3	50529583	50563415	7	32634	40016.4896	3271.5544	261	1
15_MACS_peak_8404_lociStitched	chr12	1920540	1956190	15	32503	39721.23	2930.43	262	1
5_MACS_peak_10838_lociStitched	chr16	3075691	3108842	5	32287	48917.6156	3209.0168	263	1
15_MACS_peak_2192_lociStitched	chr1	17980976	18015546	15	32068	37021.013	2610.035	264	1
19_MACS_peak_32922_lociStitched	chr9	133387877	133424021	19	32061	38417.4576	3104.7696	265	1
12_MACS_peak_33461_lociStitched	chr9	137363843	137398282	12	32027	40486.4884	2958.3101	266	1
2_MACS_peak_26444_lociStitched	chr3	184274174	184306195	2	31995	55601.2644	4588.6093	267	1
7_MACS_peak_24952_lociStitched	chr22	43804702	43839085	7	31980	41118.6297	2705.9421	268	1
5_MACS_peak_22825_lociStitched	chr20	61374552	61408145	5	31977	51269.6366	2989.777	269	1
11_MACS_peak_16188_lociStitched	chr19	5256722	5292423	11	31969	43480.2479	4273.4097	270	1
8_MACS_peak_14696_lociStitched	chr17	72872995	72906988	8	31659	40801.7979	2957.391	271	1
3_MACS_peak_28169_lociStitched	chr5	176266501	176297944	3	31339	52047.5979	2936.7762	272	1
19_MACS_peak_19200_lociStitched	chr19	46458078	46494331	19	31278	36648.1577	3436.7844	273	1
6_MACS_peak_2674_lociStitched	chr1	19354290	19386518	6	31265	40594.3888	3177.6808	274	1
6_MACS_peak_3069_lociStitched	chr1	22871564	22903306	6	31250	40274.2496	2939.3092	275	1
8_MACS_peak_26208_lociStitched	chr3	50216166	50248960	8	31248	44957.2946	3148.224	276	1
14_MACS_peak_25079_lociStitched	chr22	44775470	44809824	14	31209	37682.9026	2476.9234	277	1
6_MACS_peak_19338_lociStitched	chr19	47114681	47146854	6	31012	47046.5779	4114.9267	278	1
10_MACS_peak_16894_lociStitched	chr19	11357014	11390170	10	30740	39843.5652	3352.0716	279	1
14_MACS_peak_26990_lociStitched	chr4	7196765	7231046	14	30709	33763.3569	2560.7907	280	1
14_MACS_peak_6246_lociStitched	chr11	1070808	1105991	14	30655	44633.1538	2990.555	281	1
14_MACS_peak_31126_lociStitched	chr8	1882079	1916683	14	30597	39580.0552	2868.6716	282	1
12_MACS_peak_3181_lociStitched	chr1	23217312	23250089	12	30438	35933.4251	3126.9258	283	1
11_MACS_peak_21772_lociStitched	chr20	44930441	44962493	11	30372	38298.9348	3266.0988	284	1
3_MACS_peak_15341_lociStitched	chr17	78431247	78461974	3	30335	47811.212	2445.8692	285	1
8_MACS_peak_20221_lociStitched	chr19	55631092	55663258	8	30294	38078.1108	3110.4522	286	1
4_MACS_peak_19756_lociStitched	chr19	49915810	49946163	4	30196	42202.8112	2658.9228	287	1
11_MACS_peak_16651_lociStitched	chr19	8265774	8297556	11	30191	35986.7586	3769.3452	288	1
3_MACS_peak_23244_lociStitched	chr21	43715663	43746338	3	29977	49954.2375	4552.17	289	1
9_MACS_peak_15332_lociStitched	chr17	78396091	78427719	9	29942	37877.6928	2432.1932	290	1
14_MACS_peak_25759_lociStitched	chr22	50493562	50526976	14	29844	39525.4206	2636.3646	291	1
5_MACS_peak_16031_lociStitched	chr19	3437397	3467745	5	29749	45109.2672	3250.2708	292	1
6_MACS_peak_13485_lociStitched	chr17	36716128	36747597	6	29730	50378.7221	2926.617	293	1
9_MACS_peak_30449_lociStitched	chr7	155588006	155620669	9	29629	42239.7916	4115.538	294	1
5_MACS_peak_4630_lociStitched	chr1	201316359	201346501	5	29627	45026.1196	3782.821	295	1
9_MACS_peak_18330_lociStitched	chr19	36282427	36314475	9	29585	34108.6864	2887.5248	296	1
6_MACS_peak_15222_lociStitched	chr17	77735827	77766145	6	29575	45146.5338	2634.6342	297	1
20_MACS_peak_2727_lociStitched	chr1	20534295	20569666	20	29461	32898.5671	3576.0081	298	1
5_MACS_peak_16523_lociStitched	chr19	7633856	7664225	5	29447	42149.1351	3735.387	299	1
13_MACS_peak_26853_lociStitched	chr4	6326055	6359515	13	29381	35912.618	3105.088	300	1
6_MACS_peak_34028_lociStitched	chr9	139923581	139954167	6	29327	48916.1898	2979.0764	301	1
8_MACS_peak_25925_lociStitched	chr3	12902092	12933730	8	29326	36279.2946	3840.8532	302	1
9_MACS_peak_22921_lociStitched	chr20	61985927	62018015	9	29316	42660.996	2284.6656	303	1
13_MACS_peak_30349_lociStitched	chr7	155161066	155194401	13	29171	37041.852	3763.5215	304	1
14_MACS_peak_19431_lociStitched	chr19	48210657	48243149	14	29051	35416.28	2820.3056	305	1
12_MACS_peak_33409_lociStitched	chr9	137095053	137127646	12	28931	37459.1349	2561.8098	306	1
6_MACS_peak_33480_lociStitched	chr9	137423054	137452356	6	28915	36486.8504	2306.0674	307	1
14_MACS_peak_1748_lociStitched	chr1	11429189	11460320	14	28818	33982.5996	2751.9804	308	1
11_MACS_peak_2165_lociStitched	chr1	17883690	17915122	11	28779	33688.8176	2567.9944	309	1
5_MACS_peak_2012_lociStitched	chr1	17080304	17109541	5	28747	43048.5588	6130.9989	310	1
10_MACS_peak_27415_lociStitched	chr4	8262325	8294241	10	28726	36559.778	2301.1436	311	1
11_MACS_peak_1842_lociStitched	chr1	11672528	11702408	11	28691	31397.904	2829.636	312	1
15_MACS_peak_15517_lociStitched	chr17	81061230	81093886	15	28683	35944.4592	2739.8384	313	1
11_MACS_peak_29289_lociStitched	chr7	2654783	2686545	11	28652	40483.8452	2550.4886	314	1
1_MACS_peak_33950_lociStitched	chr9	139138348	139166985	1	28638	52643.3971	2448.4635	315	1
6_MACS_peak_15386_lociStitched	chr17	79271817	79301311	6	28608	45146.4658	2568.9274	316	1
17_MACS_peak_8700_lociStitched	chr12	52573129	52607082	17	28388	34774.6626	3330.7893	317	1
7_MACS_peak_33989_lociStitched	chr9	139627689	139657042	7	28244	48778.8154	2550.7757	318	1
15_MACS_peak_32120_lociStitched	chr8	144207017	144240345	15	28232	34257.8512	2602.9168	319	1
7_MACS_peak_10163_lociStitched	chr15	74462408	74491869	7	27960	34192.4366	2312.6885	320	1
6_MACS_peak_20965_lociStitched	chr2	219844685	219873946	6	27957	45895.8785	3283.0842	321	1
6_MACS_peak_33879_lociStitched	chr9	138594616	138624481	6	27902	34353.7095	2335.443	322	1
8_MACS_peak_24718_lociStitched	chr22	39222049	39252201	8	27883	40792.6408	2876.5008	323	1
11_MACS_peak_16543_lociStitched	chr19	7778701	7810731	11	27871	33231.125	4388.11	324	1
16_MACS_peak_1127_lociStitched	chr1	7100621	7132288	16	27717	31590.9992	2770.8625	325	1
12_MACS_peak_6298_lociStitched	chr11	1374314	1404377	12	27699	35191.7478	2579.4054	326	1
11_MACS_peak_1724_lociStitched	chr1	11366263	11395620	11	27685	32674.341	2888.7288	327	1
6_MACS_peak_25753_lociStitched	chr22	50461768	50492429	6	27682	36728.8119	2324.1038	328	1
7_MACS_peak_210_lociStitched	chr1	2129050	2158860	7	27595	36040.29	2331.142	329	1
13_MACS_peak_29085_lociStitched	chr7	1237754	1268878	13	27593	32985.2152	2427.672	330	1
11_MACS_peak_24807_lociStitched	chr22	42685058	42715508	11	27473	35629.545	2813.58	331	1
17_MACS_peak_19597_lociStitched	chr19	49043148	49077382	17	27402	35329.488	3392.5894	332	1
15_MACS_peak_12375_lociStitched	chr17	1	30270	15	27271	27478.1982	2618.2685	333	1
17_MACS_peak_33689_lociStitched	chr9	138053025	138086825	17	27160	31768.62	2514.72	334	1
8_MACS_peak_390_lociStitched	chr1	2974453	3004399	8	27120	35093.7174	1817.7222	335	1
6_MACS_peak_12608_lociStitched	chr17	1904511	1933229	6	27118	42660.589	2716.7228	336	1
15_MACS_peak_3053_lociStitched	chr1	22708682	22739209	15	27095	30008.041	3135.1229	337	1
8_MACS_peak_460_lociStitched	chr1	3264079	3292400	8	26988	35945.0132	1971.1416	338	1
27_MACS_peak_5688_lociStitched	chr10	126686203	126721852	27	26971	32330.0781	2837.6604	339	1
2_MACS_peak_28541_lociStitched	chr6	31958520	31985355	2	26809	57832.1085	3024.3045	340	1
12_MACS_peak_29765_lociStitched	chr7	100340898	100368998	12	26778	32241.94	2416.6	341	1
1_MACS_peak_4467_lociStitched	chr1	156388717	156415475	1	26759	54741.5164	4655.892	342	1
13_MACS_peak_3298_lociStitched	chr1	29558842	29588847	13	26636	35309.884	2970.495	343	1
4_MACS_peak_16534_lociStitched	chr19	7717564	7744557	4	26632	39423.2765	3765.5235	344	1
5_MACS_peak_16988_lociStitched	chr19	13101886	13130168	5	26511	40728.9082	2652.8516	345	1
13_MACS_peak_26195_lociStitched	chr3	50185692	50214903	13	26465	34579.9818	2859.7569	346	1
8_MACS_peak_23710_lociStitched	chr22	18935262	18963552	8	26449	33184.17	2613.996	347	1
15_MACS_peak_11018_lociStitched	chr16	5044374	5073878	15	26432	29040.7872	2357.3696	348	1
16_MACS_peak_19888_lociStitched	chr19	50930172	50962270	16	26380	32788.107	2866.3514	349	1
26_MACS_peak_33616_lociStitched	chr9	137898468	137932276	26	26377	28814.5584	2660.6896	350	1
10_MACS_peak_25453_lociStitched	chr22	46020175	46048865	10	26305	31289.314	2533.327	351	1
8_MACS_peak_33544_lociStitched	chr9	137607338	137635166	8	26301	32119.0776	2162.2356	352	1
8_MACS_peak_24610_lociStitched	chr22	37519090	37547672	8	26261	34004.0054	2398.0298	353	1
13_MACS_peak_17876_lociStitched	chr19	18897666	18927030	13	26243	32133.0252	2551.7316	354	1
6_MACS_peak_14773_lociStitched	chr17	74515390	74542353	6	26217	35070.7741	2337.6921	355	1
7_MACS_peak_29101_lociStitched	chr7	1277064	1304636	7	26205	30249.2412	1665.3488	356	1
7_MACS_peak_3153_lociStitched	chr1	23118847	23145723	7	26170	31095.532	2211.8948	357	1
14_MACS_peak_2628_lociStitched	chr1	19122602	19151380	14	26037	29883.0752	2791.466	358	1
13_MACS_peak_2963_lociStitched	chr1	21942906	21972821	13	25939	32595.384	2725.2565	359	1
19_MACS_peak_28679_lociStitched	chr6	33906554	33936291	19	25883	27931.9641	2604.9612	360	1
1_MACS_peak_7206_lociStitched	chr11	68758176	68784003	1	25828	40184.2293	2430.3207	361	1
5_MACS_peak_12706_lociStitched	chr17	4478799	4505118	5	25769	39554.8251	2316.072	362	1
9_MACS_peak_5624_lociStitched	chr10	114729309	114756648	9	25752	28968.4044	2914.3374	363	1
6_MACS_peak_16513_lociStitched	chr19	7542892	7569560	6	25716	32137.6068	3272.1636	364	1
19_MACS_peak_2780_lociStitched	chr1	20630365	20660575	19	25693	27962.376	2501.388	365	1
1_MACS_peak_30121_lociStitched	chr7	149470082	149495771	1	25690	54786.9303	3976.6572	366	1
12_MACS_peak_2576_lociStitched	chr1	18979144	19006692	12	25675	28242.2096	2545.4352	367	1
8_MACS_peak_32878_lociStitched	chr9	133287829	133315390	8	25631	35716.2999	2221.4166	368	1
4_MACS_peak_4504_lociStitched	chr1	156860296	156887345	4	25576	47606.24	3992.4324	369	1
3_MACS_peak_28830_lociStitched	chr6	41602480	41628624	3	25558	38575.472	2271.9136	370	1
17_MACS_peak_23174_lociStitched	chr21	43030741	43063111	17	25557	31353.582	4289.025	371	1
7_MACS_peak_22703_lociStitched	chr20	60370915	60397930	7	25438	35303.202	2047.737	372	1
11_MACS_peak_3814_lociStitched	chr1	31154748	31182413	11	25380	30024.8245	2644.774	373	1
5_MACS_peak_17816_lociStitched	chr19	18344403	18371180	5	25369	31471.0081	2640.2122	374	1
2_MACS_peak_16284_lociStitched	chr19	5541018	5566487	2	25338	37620.2599	3285.501	375	1
10_MACS_peak_6099_lociStitched	chr10	135044864	135071888	10	25282	32971.9824	2178.1344	376	1
8_MACS_peak_22944_lociStitched	chr20	62124395	62152008	8	25191	33720.9956	2267.0273	377	1
5_MACS_peak_8945_lociStitched	chr12	54586065	54612960	5	25097	34218.5085	2988.0345	378	1
5_MACS_peak_4625_lociStitched	chr1	201270839	201297001	5	25086	31381.319	3882.4408	379	1
13_MACS_peak_23992_lociStitched	chr22	23852172	23881001	13	25049	30749.0114	2937.6751	380	1
13_MACS_peak_5300_lociStitched	chr10	73280015	73307267	13	24960	27246.5496	2365.4736	381	1
14_MACS_peak_19056_lociStitched	chr19	45318380	45346078	14	24891	27639.8342	2246.3078	382	1
5_MACS_peak_28729_lociStitched	chr6	34012886	34038212	5	24848	33759.558	2484.4806	383	1
2_MACS_peak_23793_lociStitched	chr22	20256426	20281477	2	24840	37336.0104	2352.2889	384	1
9_MACS_peak_16158_lociStitched	chr19	5170894	5197054	9	24792	29785.776	3364.176	385	1
9_MACS_peak_482_lociStitched	chr1	3365958	3393175	9	24788	35169.8074	1848.0343	386	1
16_MACS_peak_25366_lociStitched	chr22	45465018	45493555	16	24751	30517.4678	2345.7414	387	1
6_MACS_peak_14208_lociStitched	chr17	61552446	61579738	6	24744	32878.6724	2641.8656	388	1
8_MACS_peak_16047_lociStitched	chr19	3581284	3608042	8	24740	37067.8574	3184.202	389	1
10_MACS_peak_2097_lociStitched	chr1	17590946	17618695	10	24714	27502.0339	2208.8204	390	1
9_MACS_peak_10199_lociStitched	chr15	74586982	74613628	9	24682	33986.973	2504.724	391	1
8_MACS_peak_28624_lociStitched	chr6	33759729	33786098	8	24618	29340.7863	2750.2867	392	1
12_MACS_peak_15145_lociStitched	chr17	77519506	77546479	12	24592	29022.948	1853.0451	393	1
7_MACS_peak_26527_lociStitched	chr3	195528145	195553623	7	24458	35957.1014	3276.4708	394	1
6_MACS_peak_15807_lociStitched	chr19	1480625	1506663	6	24408	46001.3346	3684.377	395	1
12_MACS_peak_13675_lociStitched	chr17	41718408	41745466	12	24379	29171.2298	2310.7532	396	1
12_MACS_peak_23618_lociStitched	chr21	47398153	47425264	12	24354	42781.158	2263.7685	397	1
11_MACS_peak_15950_lociStitched	chr19	3073495	3102786	11	24260	30591.5204	3511.9909	398	1
16_MACS_peak_31219_lociStitched	chr8	7415940	7444495	16	24172	28312.2825	2938.3095	399	1
3_MACS_peak_10489_lociStitched	chr15	91193204	91217662	3	24159	35970.3806	3651.5794	400	1
5_MACS_peak_24699_lociStitched	chr22	38834592	38859763	5	24123	29870.4257	2230.1506	401	1
10_MACS_peak_29964_lociStitched	chr7	101137439	101163751	10	24116	26656.6872	2436.4912	402	1
7_MACS_peak_62_lociStitched	chr1	1052560	1079423	7	24110	39845.8879	2339.7673	403	1
6_MACS_peak_10576_lociStitched	chr16	792070	817332	6	24106	35715.4156	2137.1652	404	1
11_MACS_peak_1625_lociStitched	chr1	9677763	9704365	11	23971	29639.9484	2545.8114	405	1
7_MACS_peak_6089_lociStitched	chr10	135007745	135033298	7	23918	28177.2931	1735.0487	406	1
3_MACS_peak_21025_lociStitched	chr2	220374300	220398502	3	23899	38009.241	2541.21	407	1
5_MACS_peak_25437_lociStitched	chr22	45966476	45991494	5	23877	34479.8076	2339.183	408	1
6_MACS_peak_14001_lociStitched	chr17	47069765	47094706	6	23833	34470.9561	2309.5366	409	1
5_MACS_peak_16538_lociStitched	chr19	7751722	7777287	5	23800	31332.464	3609.778	410	1
6_MACS_peak_8456_lociStitched	chr12	3235264	3261580	6	23794	32989.7376	2678.9688	411	1
15_MACS_peak_7320_lociStitched	chr11	69585878	69613229	15	23746	24952.3173	1854.3978	412	1
9_MACS_peak_26752_lociStitched	chr4	3668367	3693833	9	23723	29978.5752	1958.3354	413	1
5_MACS_peak_12486_lociStitched	chr17	699732	723689	5	23679	34478.9144	2113.0074	414	1
10_MACS_peak_31664_lociStitched	chr8	142602760	142628623	10	23678	28206.1878	2017.314	415	1
12_MACS_peak_119_lociStitched	chr1	1511743	1537797	12	23656	28146.1362	2230.2224	416	1
2_MACS_peak_23405_lociStitched	chr21	45851257	45875177	2	23636	34672.04	2640.768	417	1
7_MACS_peak_9271_lociStitched	chr13	114048826	114074591	7	23592	32708.6675	2164.26	418	1
2_MACS_peak_33560_lociStitched	chr9	137656186	137679913	2	23548	32916.4671	1919.5143	419	1
2_MACS_peak_14819_lociStitched	chr17	74907666	74931785	2	23493	37852.3586	1746.2156	420	1
5_MACS_peak_518_lociStitched	chr1	3666029	3690285	5	23420	32452.1024	2374.6624	421	1
5_MACS_peak_33753_lociStitched	chr9	138228112	138252752	5	23405	26985.728	1828.288	422	1
12_MACS_peak_22738_lociStitched	chr20	60469229	60494203	12	23366	31247.4688	2225.1834	423	1
13_MACS_peak_34301_lociStitched	chrX	152888124	152914909	13	23148	25815.383	1221.396	424	1
5_MACS_peak_23476_lociStitched	chr21	46138116	46162457	5	23105	37399.9465	3132.6867	425	1
5_MACS_peak_18274_lociStitched	chr19	35818986	35843638	5	23027	28359.6608	2263.0536	426	1
4_MACS_peak_31571_lociStitched	chr8	142333510	142356712	4	23009	30380.6988	2197.2294	427	1
11_MACS_peak_23196_lociStitched	chr21	43098246	43123343	11	22977	28914.2537	3679.2202	428	1
15_MACS_peak_19001_lociStitched	chr19	43856990	43884248	15	22914	24510.3936	2316.93	429	1
10_MACS_peak_4045_lociStitched	chr1	37300947	37327340	10	22885	28084.7913	2198.5369	430	1
6_MACS_peak_15961_lociStitched	chr19	3104005	3128142	6	22870	27038.2674	2799.892	431	1
19_MACS_peak_25347_lociStitched	chr22	45435096	45463310	19	22863	25553.4198	2307.9052	432	1
5_MACS_peak_29510_lociStitched	chr7	44256989	44281910	5	22830	34069.4991	2055.9825	433	1
8_MACS_peak_26227_lociStitched	chr3	50416064	50440262	8	22777	27113.859	2114.9052	434	1
9_MACS_peak_9213_lociStitched	chr13	113729750	113754530	9	22731	29230.488	1905.582	435	1
13_MACS_peak_32011_lociStitched	chr8	143830529	143855371	13	22727	26051.8054	1632.1194	436	1
9_MACS_peak_27172_lociStitched	chr4	7700503	7725399	9	22666	26133.3312	1854.752	437	1
6_MACS_peak_1968_lociStitched	chr1	16492726	16517807	6	22606	27380.9277	2319.9925	438	1
2_MACS_peak_6510_lociStitched	chr11	2426164	2449408	2	22594	41732.2776	1852.5468	439	1
6_MACS_peak_17803_lociStitched	chr19	18145554	18169521	6	22556	28568.664	2772.9819	440	1
6_MACS_peak_29879_lociStitched	chr7	100927671	100951403	6	22548	28117.6736	2266.406	441	1
4_MACS_peak_8340_lociStitched	chr12	145717	169210	4	22508	29175.9567	5093.2824	442	1
4_MACS_peak_10713_lociStitched	chr16	1567575	1590684	4	22460	37478.1762	2283.1692	443	1
18_MACS_peak_28606_lociStitched	chr6	33710077	33738014	18	22450	26126.6824	2762.9693	444	1
5_MACS_peak_32185_lociStitched	chr8	144466444	144490271	5	22388	31234.8143	1858.506	445	1
7_MACS_peak_1035_lociStitched	chr1	6298796	6322632	7	22321	33727.94	2145.24	446	1
5_MACS_peak_23578_lociStitched	chr21	46986868	47009773	5	22291	33963.534	2881.449	447	1
6_MACS_peak_13877_lociStitched	chr17	43865904	43889086	6	22247	26529.4808	1954.2426	448	1
5_MACS_peak_15124_lociStitched	chr17	77456906	77479500	5	22243	25675.8216	1904.6742	449	1
8_MACS_peak_12822_lociStitched	chr17	6994566	7019905	8	22229	29889.8844	2465.4847	450	1
5_MACS_peak_2571_lociStitched	chr1	18954339	18977772	5	22169	29994.24	1427.0697	451	1
15_MACS_peak_18198_lociStitched	chr19	35520687	35547838	15	22155	27770.0428	2305.1199	452	1
6_MACS_peak_17810_lociStitched	chr19	18318942	18342771	6	22141	32102.4288	1975.4241	453	1
10_MACS_peak_31865_lociStitched	chr8	143198783	143222135	10	22121	25143.0984	1749.0648	454	1
16_MACS_peak_6005_lociStitched	chr10	134842828	134867315	16	22107	23465.8921	1780.2049	455	1
5_MACS_peak_23471_lociStitched	chr21	46113795	46136161	5	22079	38892.2374	2417.7646	456	1
11_MACS_peak_13701_lociStitched	chr17	41773491	41798334	11	22023	28261.3968	2655.7167	457	1
12_MACS_peak_27508_lociStitched	chr4	8687885	8711657	12	22008	25875.822	1687.812	458	1
6_MACS_peak_29724_lociStitched	chr7	100185404	100209293	6	21957	27754.2402	2551.3452	459	1
9_MACS_peak_6958_lociStitched	chr11	64449779	64473326	9	21863	26488.0203	2465.3709	460	1
4_MACS_peak_10000_lociStitched	chr15	42151541	42174333	4	21819	30823.9008	2258.6872	461	1
19_MACS_peak_11744_lociStitched	chr16	85312131	85339491	19	21817	23543.28	1129.968	462	1
4_MACS_peak_12567_lociStitched	chr17	1192985	1215114	4	21797	29637.3697	2832.512	463	1
2_MACS_peak_12979_lociStitched	chr17	7959197	7981214	2	21795	32640.2025	2657.4519	464	1
9_MACS_peak_16065_lociStitched	chr19	3773448	3797133	9	21759	26456.145	2477.451	465	1
7_MACS_peak_2904_lociStitched	chr1	21005861	21029038	7	21692	31374.7049	2656.0842	466	1
16_MACS_peak_22268_lociStitched	chr20	57321924	57347921	16	21691	25058.5083	2266.9384	467	1
9_MACS_peak_12426_lociStitched	chr17	138544	162331	9	21666	30666.2004	2074.2264	468	1
6_MACS_peak_19078_lociStitched	chr19	45367989	45390902	6	21633	27756.8082	2220.2697	469	1
6_MACS_peak_8119_lociStitched	chr11	118019503	118043350	6	21630	31675.9701	2286.9273	470	1
7_MACS_peak_33311_lociStitched	chr9	136429810	136452685	7	21629	28765.3125	1457.1375	471	1
3_MACS_peak_31555_lociStitched	chr8	141989378	142011339	3	21614	30343.5137	2940.5779	472	1
8_MACS_peak_18862_lociStitched	chr19	42203518	42226408	8	21600	24808.182	2325.624	473	1
17_MACS_peak_5724_lociStitched	chr10	126754043	126779335	17	21484	24788.6892	2240.8712	474	1
7_MACS_peak_16005_lociStitched	chr19	3287380	3309747	7	21474	26764.3522	2460.37	475	1
8_MACS_peak_1368_lociStitched	chr1	7728665	7751414	8	21440	25822.3899	1867.6929	476	1
9_MACS_peak_33534_lociStitched	chr9	137579616	137602478	9	21432	28271.1492	1938.6976	477	1
8_MACS_peak_20327_lociStitched	chr19	56262599	56286256	8	21367	29450.5993	3316.7114	478	1
5_MACS_peak_2863_lociStitched	chr1	20798339	20820614	5	21344	28781.5275	1904.5125	479	1
9_MACS_peak_23018_lociStitched	chr20	62668364	62692138	9	21325	30837.2554	2030.2996	480	1
12_MACS_peak_22833_lociStitched	chr20	61445471	61471820	12	21324	31481.7852	2150.0784	481	1
6_MACS_peak_10193_lociStitched	chr15	74558597	74580835	6	21313	24321.7006	1825.7398	482	1
9_MACS_peak_18932_lociStitched	chr19	42423368	42446057	9	21304	32295.5226	2350.5804	483	1
1_MACS_peak_8928_lociStitched	chr12	54413137	54434438	1	21302	32673.6039	2102.4087	484	1
12_MACS_peak_34271_lociStitched	chrX	152790031	152813726	12	21301	23242.4255	1158.6855	485	1
3_MACS_peak_1939_lociStitched	chr1	16338507	16360071	3	21295	34129.3428	2035.6416	486	1
7_MACS_peak_1353_lociStitched	chr1	7681861	7706073	7	21274	27805.0608	1956.3296	487	1
8_MACS_peak_33320_lociStitched	chr9	136465945	136488772	8	21239	24625.7676	1791.9195	488	1
13_MACS_peak_33758_lociStitched	chr9	138255597	138279633	13	21228	23778.8148	1648.8696	489	1
10_MACS_peak_24989_lociStitched	chr22	44272475	44296742	10	21223	26516.5509	2203.4436	490	1
4_MACS_peak_4483_lociStitched	chr1	156657873	156679423	4	21206	44938.215	3154.92	491	1
4_MACS_peak_10385_lociStitched	chr15	78180274	78202028	4	21200	27514.4592	2060.1038	492	1
12_MACS_peak_3603_lociStitched	chr1	30571467	30595703	12	21200	24107.5492	2215.1704	493	1
6_MACS_peak_17857_lociStitched	chr19	18707010	18729152	6	21148	37588.2592	1886.4984	494	1
6_MACS_peak_33802_lociStitched	chr9	138343776	138366648	6	21148	25218.6672	2147.6808	495	1
4_MACS_peak_22875_lociStitched	chr20	61712166	61733930	4	21105	29932.0292	1869.5276	496	1
8_MACS_peak_328_lociStitched	chr1	2787646	2810848	8	21094	27030.33	1183.302	497	1
4_MACS_peak_23339_lociStitched	chr21	44863838	44886287	4	21091	31031.2527	2592.8595	498	1
4_MACS_peak_23031_lociStitched	chr20	62726904	62748946	4	20996	36951.2088	2107.2152	499	1
4_MACS_peak_16904_lociStitched	chr19	11391383	11413178	4	20984	26864.517	2312.4495	500	1
5_MACS_peak_7442_lociStitched	chr11	69942286	69964306	5	20983	26697.048	1673.52	501	1
11_MACS_peak_3331_lociStitched	chr1	29629442	29652774	11	20895	24402.9388	1880.5592	502	1
8_MACS_peak_29178_lociStitched	chr7	1456630	1478808	8	20894	25422.6414	1592.3804	503	1
5_MACS_peak_346_lociStitched	chr1	2833019	2854633	5	20893	25489.3902	1366.0048	504	1
12_MACS_peak_14878_lociStitched	chr17	75781917	75805787	12	20879	24963.246	2155.461	505	1
4_MACS_peak_4539_lociStitched	chr1	158117534	158139442	4	20828	26421.048	4431.9884	506	1
10_MACS_peak_26867_lociStitched	chr4	6365713	6388431	10	20799	25296.493	2108.2304	507	1
1_MACS_peak_12909_lociStitched	chr17	7607254	7628034	1	20781	32998.64	2161.12	508	1
15_MACS_peak_24896_lociStitched	chr22	43602129	43625850	15	20732	25820.3085	1854.9822	509	1
4_MACS_peak_15713_lociStitched	chr19	405209	426366	4	20725	28058.4134	1963.3696	510	1
8_MACS_peak_3032_lociStitched	chr1	22635822	22659517	8	20707	27680.499	2170.462	511	1
5_MACS_peak_10568_lociStitched	chr16	740937	762729	5	20706	32219.472	1660.5504	512	1
7_MACS_peak_964_lociStitched	chr1	5797063	5819771	7	20670	26602.422	1764.4116	513	1
7_MACS_peak_7901_lociStitched	chr11	75141862	75164146	7	20664	27502.9128	2393.3016	514	1
9_MACS_peak_16965_lociStitched	chr19	12935911	12958609	9	20644	29827.4418	2612.5398	515	1
5_MACS_peak_7061_lociStitched	chr11	66313727	66337177	5	20590	26334.35	2225.405	516	1
11_MACS_peak_29829_lociStitched	chr7	100697923	100721188	11	20573	24425.9235	2189.2365	517	1
2_MACS_peak_51_lociStitched	chr1	955478	976135	2	20531	31340.8004	1954.1522	518	1
6_MACS_peak_34045_lociStitched	chr9	140047553	140070405	6	20447	35141.8056	1953.846	519	1
4_MACS_peak_15322_lociStitched	chr17	78148197	78169693	4	20442	26990.3776	2001.2776	520	1
13_MACS_peak_25195_lociStitched	chr22	45092631	45116194	13	20431	21611.9836	1811.9947	521	1
8_MACS_peak_16641_lociStitched	chr19	8231602	8254912	8	20391	24389.253	2494.17	522	1
7_MACS_peak_6627_lociStitched	chr11	44322080	44343252	7	20390	25023.1868	1812.3232	523	1
6_MACS_peak_8739_lociStitched	chr12	52695390	52717158	6	20348	24482.4696	1996.1256	524	1
7_MACS_peak_33584_lociStitched	chr9	137817442	137840518	7	20324	26165.8764	2242.9872	525	1
9_MACS_peak_34070_lociStitched	chr9	140224776	140247832	9	20282	25580.632	2070.4288	526	1
3_MACS_peak_6279_lociStitched	chr11	1212744	1233381	3	20234	32905.6965	1560.1572	527	1
5_MACS_peak_22885_lociStitched	chr20	61744453	61765629	5	20222	26561.0568	1626.3168	528	1
