REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_19623_lociStitched	chr22	23188532	23211073	2	18756	52540.8169	2472.7477	165		MIR650,IGLL5	IGLL5	IGLL5	7.6418	165	1
2_MACS_peak_21160_lociStitched	chr3	98479481	98496559	2	17043	53338.0096	3273.8526	166	ST3GAL6		ST3GAL6	ST3GAL6	1.0442	166	1
3_MACS_peak_7632_lociStitched	chr12	92929583	92951340	3	19217	53709.3302	3818.3535	167			CLLU1OS	CLLU1OS	0.23190000000000002	167	1
1_MACS_peak_18908_lociStitched	chr20	52267649	52279897	1	12249	52365.0992	2483.8944	168			ZNF217	ZNF217	0.8031	168	1
3_MACS_peak_2658_lociStitched	chr1	205242169	205258981	3	12140	54238.8744	4382.8884	169	TMCC2	NUAK2	NUAK2	NUAK2	0.4718	169	1
1_MACS_peak_7850_lociStitched	chr12	108953270	108971535	1	18266	53474.4405	3642.041	170	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.8156999999999996	170	1
1_MACS_peak_7668_lociStitched	chr12	94597109	94604158	1	7050	51472.5029	1856.7066	171	PLXNC1		PLXNC1	PLXNC1	0.7213	171	1
3_MACS_peak_314_lociStitched	chr1	23849906	23867233	3	12156	53018.8873	3444.6076	172	E2F2	ASAP3,ID3	E2F2	E2F2	1.3452000000000002	172	1
2_MACS_peak_10618_lociStitched	chr15	81575921	81596705	2	15823	53764.0512	4208.76	173	IL16	STARD5	IL16	IL16	0.545	173	1
4_MACS_peak_16595_lociStitched	chr2	97190564	97212909	4	15352	53029.154	3550.6205	174	ARID5A	NEURL3	ARID5A	ARID5A	1.1242	174	1
2_MACS_peak_24461_lociStitched	chr5	55436804	55454046	2	17202	52500.1658	3132.8714	175	ANKRD55		ANKRD55	ANKRD55	0.41859999999999997	175	1
2_MACS_peak_13649_lociStitched	chr18	9101579	9126458	2	22597	54039.6759	4829.0139	176	NDUFV2	ANKRD12	NDUFV2	NDUFV2	1.5936	176	1
1_MACS_peak_7771_lociStitched	chr12	102870286	102879676	1	9391	51157.659	1997.253	177	IGF1		IGF1	IGF1	0.5096	177	1
1_MACS_peak_22058_lociStitched	chr3	176911395	176920897	1	9503	51448.579	2360.2968	178	TBL1XR1		TBL1XR1	TBL1XR1	0.3345	178	1
1_MACS_peak_26432_lociStitched	chr6	32934514	32942608	1	8095	50889.4062	1906.137	179	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.1361	179	1
1_MACS_peak_5362_lociStitched	chr11	58340033	58347914	1	7882	50731.5732	1786.6227	180	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.8145	180	1
4_MACS_peak_5544_lociStitched	chr11	65254255	65278981	4	18304	53212.8246	4445.7348	181	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	2.3837	181	1
2_MACS_peak_3015_lociStitched	chr1	226839011	226852690	2	12718	52576.6044	3827.3842	182	ITPKB		ITPKB	ITPKB	0.629	182	1
2_MACS_peak_3380_lociStitched	chr10	6961560	6973065	2	8780	50669.1705	1990.365	183			LOC439949	LOC439949	NONE	183	1
1_MACS_peak_1648_lociStitched	chr1	145448490	145458106	1	9617	51915.8224	3273.2864	184	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.5336	184	1
2_MACS_peak_30029_lociStitched	chr8	29621939	29635493	2	10381	51018.6114	2476.3158	185		C8orf75	C8orf75	C8orf75	0.41019999999999995	185	1
1_MACS_peak_27217_lociStitched	chr6	109212860	109228779	1	15920	51267.1395	2841.5415	186	ARMC2		ARMC2	ARMC2	0.6443	186	1
5_MACS_peak_28514_lociStitched	chr7	55614390	55643569	5	28286	53412.1595	5045.0491	187	VOPP1		VOPP1	VOPP1	1.5334	187	1
5_MACS_peak_17588_lociStitched	chr2	197023744	197053637	5	23914	53069.0429	4764.9442	188	STK17B		STK17B	STK17B	0.4793	188	1
3_MACS_peak_31807_lociStitched	chr9	93670873	93690432	3	14067	51238.7123	3137.2636	189			SYK	SYK	NONE	189	1
5_MACS_peak_16182_lociStitched	chr2	64430280	64456616	5	18721	52219.0208	4587.7312	190	LOC150992		LOC150992	LOC150992	0.46399999999999997	190	1
1_MACS_peak_17158_lociStitched	chr2	158293633	158302958	1	9326	49411.31	1879.92	191	CYTIP		CYTIP	CYTIP	1.2142000000000002	191	1
1_MACS_peak_19722_lociStitched	chr22	29185744	29199907	1	14164	50322.5553	2843.9304	192	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.9603	192	1
3_MACS_peak_1953_lociStitched	chr1	156450438	156476244	3	20307	53710.0278	6557.3046	193	MEF2D		MEF2D	MEF2D	0.9686	193	1
1_MACS_peak_16480_lociStitched	chr2	86261562	86267328	1	5767	48453.4278	1316.9544	194	POLR1A	LOC90784	LOC90784	LOC90784	0.035799999999999985	194	1
1_MACS_peak_8607_lociStitched	chr13	78688821	78696752	1	7932	48374.3414	1523.5451	195			EDNRB	EDNRB	NONE	195	1
1_MACS_peak_29500_lociStitched	chr7	142502582	142509337	1	6756	48746.1065	1977.1885	196		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	EPHB6	0.028700000000000003	196	1
3_MACS_peak_7619_lociStitched	chr12	92754027	92770356	3	10926	49246.6311	2694.285	197		CLLU1	CLLU1	CLLU1	0.3285	197	1
3_MACS_peak_25554_lociStitched	chr5	156339062	156362391	3	16543	49723.4306	3284.7232	198	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.899	198	1
1_MACS_peak_8817_lociStitched	chr13	114556472	114568210	1	11739	48922.8102	2522.4962	199	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.8808	199	1
2_MACS_peak_19240_lociStitched	chr21	34600544	34613404	2	10465	49689.754	3321.738	200	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.2632999999999999	200	1
2_MACS_peak_28511_lociStitched	chr7	55569065	55586212	2	17118	48978.6908	2656.0703	201	VOPP1		VOPP1	VOPP1	1.5334	201	1
3_MACS_peak_2038_lociStitched	chr1	160694354	160715917	3	14153	51628.2909	5317.4358	202	SLAMF7	CD48	SLAMF7	CD48	1.6795	202	1
1_MACS_peak_12497_lociStitched	chr17	29634756	29649447	1	14692	49132.5804	2855.9304	203	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.7758	203	1
4_MACS_peak_14705_lociStitched	chr19	16244065	16273199	4	21025	51412.7698	5232.4664	204	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	1.3411	204	1
1_MACS_peak_22973_lociStitched	chr4	69434586	69444248	1	9663	47916.7566	1910.1774	205		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.3673	205	1
1_MACS_peak_15933_lociStitched	chr2	43444063	43456864	1	12802	48031.9122	2210.7327	206	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	3.2129	206	1
1_MACS_peak_12659_lociStitched	chr17	37909267	37915465	1	6199	46861.2186	1450.332	207		GRB7,C17orf37	GRB7	GRB7	0.1914	207	1
1_MACS_peak_23327_lociStitched	chr4	105407077	105417803	1	10727	47428.2268	2081.9166	208	CXXC4		CXXC4	CXXC4	1.549	208	1
1_MACS_peak_1457_lociStitched	chr1	111172556	111181692	1	9137	46490.3632	1158.4448	209		KCNA2,KCNA3	KCNA2	KCNA3	0.9754999999999999	209	1
1_MACS_peak_12823_lociStitched	chr17	43298004	43307923	1	9920	47111.2824	2062.1601	210	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.3671	210	1
1_MACS_peak_7628_lociStitched	chr12	92853878	92866922	1	13045	47341.8936	2312.7012	211		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.3285	211	1
3_MACS_peak_30012_lociStitched	chr8	29403796	29419380	3	12313	47461.072	2457.5968	212			C8orf75	C8orf75	0.41019999999999995	212	1
6_MACS_peak_21827_lociStitched	chr3	156795270	156824457	6	17116	52028.7462	7171.2459	213	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.9978	213	1
1_MACS_peak_15556_lociStitched	chr2	11883392	11898181	1	14790	47481.5634	2733.0072	214	LPIN1		LPIN1	LPIN1	0.4644	214	1
1_MACS_peak_25720_lociStitched	chr5	173168742	173174715	1	5974	45663.585	1261.4976	215			BOD1	BOD1	NONE	215	1
2_MACS_peak_14928_lociStitched	chr19	35694250	35708285	2	11966	46927.426	2576.826	216		FXYD5,LSR,FAM187B	FAM187B	LSR	0.4667	216	1
2_MACS_peak_19116_lociStitched	chr21	19151637	19169203	2	15423	47152.4138	2810.56	217	C21orf91		C21orf91	C21orf91	0.897	217	1
4_MACS_peak_2639_lociStitched	chr1	204474593	204494764	4	15800	49370.5396	5266.6481	218	MDM4	PIK3C2B	MDM4	MDM4	0.7044	218	1
2_MACS_peak_25217_lociStitched	chr5	131790170	131804390	2	13132	46856.322	2767.212	219	C5orf56	IRF1	IRF1	IRF1	0.5687	219	1
4_MACS_peak_9906_lociStitched	chr15	38360684	38380813	4	12593	47337.3693	3250.8335	220			TMCO5A	TMCO5A	NONE	220	1
5_MACS_peak_13776_lociStitched	chr18	23745806	23772035	5	15831	47707.9281	3755.9928	221	PSMA8	TAF4B	PSMA8	PSMA8	0.6257	221	1
3_MACS_peak_26195_lociStitched	chr6	25365766	25390737	3	20394	48129.1054	4357.4395	222	LRRC16A		LRRC16A	LRRC16A	0.4458	222	1
3_MACS_peak_29575_lociStitched	chr7	150100543	150118956	3	10322	48153.6776	4564.5827	223	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.5194	223	1
3_MACS_peak_3141_lociStitched	chr1	234734113	234750105	3	11546	47397.0896	3865.2664	224	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.8116000000000003	224	1
4_MACS_peak_25089_lociStitched	chr5	118657685	118682227	4	17576	47604.1174	4231.0408	225	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.41280000000000006	225	1
3_MACS_peak_10487_lociStitched	chr15	75062932	75083850	3	19470	47442.024	4095.7444	226	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	1.2309	226	1
2_MACS_peak_19362_lociStitched	chr21	41295859	41310457	2	10960	47398.2462	4061.1636	227	PCP4		PCP4	PCP4	0.2962	227	1
2_MACS_peak_18975_lociStitched	chr20	56047323	56058308	2	10162	45138.4635	2105.8245	228		CTCFL	CTCFL	CTCFL	0.06730000000000001	228	1
3_MACS_peak_30837_lociStitched	chr8	126285231	126308459	3	20476	47059.928	4111.356	229	NSMCE2		TRIB1	TRIB1	NONE	229	1
1_MACS_peak_13206_lociStitched	chr17	65642071	65649064	1	6994	44184.5712	1432.1664	230	PITPNC1		NOL11	NOL11	NONE	230	1
2_MACS_peak_22320_lociStitched	chr3	193814888	193823383	2	8325	45129.6875	2379.4495	231		HES1	HES1	HES1	0.8939000000000001	231	1
2_MACS_peak_23160_lociStitched	chr4	84132168	84145312	2	11843	45089.1776	2351.4616	232			COQ2	COQ2	NONE	232	1
1_MACS_peak_12160_lociStitched	chr17	6062837	6071623	1	8787	44042.4608	1499.7702	233			WSCD1	WSCD1	NONE	233	1
3_MACS_peak_6390_lociStitched	chr11	130696673	130720180	3	15256	46405.1687	3876.3043	234			SNX19	SNX19	NONE	234	1
2_MACS_peak_30887_lociStitched	chr8	129664390	129679026	2	10201	44907.6388	2406.1584	235			MIR1208	MIR1208	NONE	235	1
4_MACS_peak_23043_lociStitched	chr4	76022950	76044093	4	12035	45567.3936	3294.0794	236			PARM1	PARM1	NONE	236	1
1_MACS_peak_31815_lociStitched	chr9	93794852	93799898	1	5047	43075.6836	1055.1186	237		LOC100129316	LOC100129316	NONE	NONE	237	1
1_MACS_peak_9683_lociStitched	chr14	106323782	106329594	1	5813	42592.0796	642.226	238			KIAA0125	KIAA0125	NONE	238	1
3_MACS_peak_3901_lociStitched	chr10	63797841	63815025	3	14062	45376.0704	3426.4896	239	ARID5B		ARID5B	ARID5B	0.3407	239	1
2_MACS_peak_25206_lociStitched	chr5	131434893	131444055	2	8036	43819.0974	2077.0254	240		IL3,CSF2	CSF2	IL3	0.07059999999999998	240	1
4_MACS_peak_5864_lociStitched	chr11	82764532	82790507	4	14970	46271.865	4537.8325	241	RAB30	SNORA70E	RAB30	RAB30	0.6262000000000001	241	1
2_MACS_peak_24823_lociStitched	chr5	88563933	88571023	2	7072	43107.909	1378.296	242			MEF2C	MEF2C	0.4508	242	1
3_MACS_peak_25724_lociStitched	chr5	173309390	173344078	3	28119	46939.8016	5914.304	243	CPEB4		CPEB4	CPEB4	0.5504	243	1
2_MACS_peak_18363_lociStitched	chr20	17826291	17840398	2	11870	43285.9188	2322.0122	244			SNORD17	SNORD17	0.23240000000000002	244	1
3_MACS_peak_3410_lociStitched	chr10	11282742	11304890	3	20073	45086.6836	4250.2012	245	CELF2		CELF2	CELF2	0.46599999999999997	245	1
1_MACS_peak_18798_lociStitched	chr20	45978460	45987369	1	8910	42405.0582	1830.7995	246	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2479	246	1
3_MACS_peak_26665_lociStitched	chr6	45382768	45402703	3	13657	43111.431	2890.575	247	RUNX2	SUPT3H	RUNX2	RUNX2	0.2037	247	1
4_MACS_peak_9749_lociStitched	chr15	23659455	23682867	4	18094	43686.792	3617.154	248			MKRN3	MKRN3	NONE	248	1
2_MACS_peak_2720_lociStitched	chr1	207093442	207105329	2	7226	43284.1331	3217.8109	249	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	1.3160999999999998	249	1
3_MACS_peak_11598_lociStitched	chr16	56963114	56985912	3	16576	44460.6596	4411.413	250	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.757	250	1
2_MACS_peak_24268_lociStitched	chr5	32530033	32544300	2	13833	42860.9214	2980.3763	251		SUB1	SUB1	SUB1	1.3169	251	1
2_MACS_peak_13651_lociStitched	chr18	9133184	9157584	2	23201	44120.08	4326.12	252	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.2306	252	1
2_MACS_peak_5124_lociStitched	chr11	26098512	26113299	2	10473	42191.7471	2454.642	253			ANO3	ANO3	NONE	253	1
4_MACS_peak_25818_lociStitched	chr5	180228412	180249549	4	15036	43404.8295	3673.6106	254	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.8774	254	1
1_MACS_peak_10336_lociStitched	chr15	65183286	65189896	1	6611	41466.513	1755.616	255		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.1141	255	1
1_MACS_peak_3642_lociStitched	chr10	30989303	30997059	1	7757	41101.3708	1472.0888	256			LYZL2	LYZL2	NONE	256	1
5_MACS_peak_9944_lociStitched	chr15	40330032	40358721	5	16989	43965.8925	4587.3711	257	SRP14	BMF	SRP14	BMF	2.5877	257	1
1_MACS_peak_23944_lociStitched	chr4	185183906	185191566	1	7661	40774.946	1682.902	258		ENPP6	ENPP6	NONE	NONE	258	1
1_MACS_peak_29034_lociStitched	chr7	104651500	104658153	1	6654	40537.3943	1588.7364	259	MLL5,LOC100216545		MLL5	MLL5	0.3228	259	1
1_MACS_peak_1874_lociStitched	chr1	154830011	154835600	1	5590	39996.5607	1439.7264	260	KCNN3		KCNN3	KCNN3	0.4568	260	1
2_MACS_peak_5706_lociStitched	chr11	71413836	71427203	2	12612	41360.1714	2923.3629	261			FAM86C	FAM86C	NONE	261	1
1_MACS_peak_28081_lociStitched	chr7	20254442	20262866	1	8425	40035.06	1634.256	262	MACC1		MACC1	MACC1	0.4811	262	1
2_MACS_peak_2276_lociStitched	chr1	178544375	178552640	2	7951	40497.6735	2205.102	263		C1orf220	C1orf220	C1orf220	0.3259	263	1
2_MACS_peak_24796_lociStitched	chr5	86408037	86420404	2	11934	40552.6297	2423.932	264	MIR4280		MIR4280	MIR4280	0.9788000000000001	264	1
2_MACS_peak_7583_lociStitched	chr12	89738018	89749574	2	10815	40234.5252	2142.4824	265	DUSP6		DUSP6	DUSP6	2.6473	265	1
3_MACS_peak_26392_lociStitched	chr6	31694529	31709281	3	11645	40864.5152	2867.7888	266	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.376	266	1
5_MACS_peak_24812_lociStitched	chr5	87954465	87976803	5	11978	41242.6494	3319.4268	267	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3707	267	1
1_MACS_peak_31810_lociStitched	chr9	93702127	93708751	1	6625	39253.824	1355.2704	268			SYK	SYK	NONE	268	1
3_MACS_peak_18293_lociStitched	chr20	9479527	9498874	3	12399	40953.7296	3058.7607	269	C20orf103		C20orf103	C20orf103	1.3705	269	1
1_MACS_peak_30977_lociStitched	chr8	137188534	137201548	1	13015	40066.2018	2627.5266	270			KHDRBS3	KHDRBS3	NONE	270	1
1_MACS_peak_30742_lociStitched	chr8	118450209	118458008	1	7800	39306.96	1889.6977	271			MED30	MED30	NONE	271	1
3_MACS_peak_15914_lociStitched	chr2	42343250	42361215	3	14242	40502.0925	3127.7065	272		EML4	EML4	NONE	NONE	272	1
1_MACS_peak_2037_lociStitched	chr1	160675751	160685584	1	9834	40156.9887	2921.3843	273	CD48	SLAMF7	CD48	CD48	1.6795	273	1
1_MACS_peak_28433_lociStitched	chr7	47513281	47522843	1	9563	39456.6368	2228.9022	274	TNS3		TNS3	TNS3	0.15910000000000002	274	1
1_MACS_peak_2700_lociStitched	chr1	206727429	206738641	1	11213	40585.1976	3414.054	275	RASSF5	LGTN	RASSF5	RASSF5	0.4326	275	1
2_MACS_peak_2318_lociStitched	chr1	181095248	181111882	2	13393	40961.225	3847.4442	276		IER5	IER5	IER5	0.6532	276	1
3_MACS_peak_20482_lociStitched	chr3	30680524	30703784	3	20195	41072.508	4040.262	277	TGFBR2		TGFBR2	TGFBR2	0.4589	277	1
4_MACS_peak_26216_lociStitched	chr6	26183568	26207333	4	14160	41120.5795	4116.098	278	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.8676000000000001	278	1
2_MACS_peak_16013_lociStitched	chr2	47526835	47539723	2	10400	39100.9032	2250.2448	279			EPCAM	EPCAM	NONE	279	1
1_MACS_peak_2498_lociStitched	chr1	197739975	197749011	1	9037	39231.6012	2603.2716	280	DENND1B		DENND1B	DENND1B	0.10360000000000003	280	1
3_MACS_peak_10508_lociStitched	chr15	75352736	75371004	3	12396	39869.91	3339.3904	281		PPCDC	PPCDC	PPCDC	1.2648000000000001	281	1
3_MACS_peak_13262_lociStitched	chr17	70581961	70602524	3	15339	39914.8393	3411.4017	282	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.26439999999999997	282	1
2_MACS_peak_17867_lociStitched	chr2	219741214	219763498	2	18394	40380.8364	3884.1012	283	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.5625	283	1
2_MACS_peak_4552_lociStitched	chr10	112168436	112186483	2	16468	39226.9592	2853.2307	284			DUSP5	DUSP5	1.1204	284	1
3_MACS_peak_15728_lociStitched	chr2	27374570	27393373	3	16078	39446.8137	3119.4177	285	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	0.8916999999999999	285	1
2_MACS_peak_7409_lociStitched	chr12	68376418	68387457	2	8395	38215.9141	1898.708	286			IFNG	IFNG	NONE	286	1
2_MACS_peak_27154_lociStitched	chr6	106585251	106596816	2	10425	38956.7025	2669.202	287		PRDM1	PRDM1	PRDM1	3.1529	287	1
1_MACS_peak_10507_lociStitched	chr15	75334572	75341645	1	7074	37822.1602	1633.1557	288	PPCDC	SCAMP5	PPCDC	PPCDC	1.2648000000000001	288	1
1_MACS_peak_25319_lociStitched	chr5	139046729	139052386	1	5658	37206.6547	1084.4469	289	CXXC5		CXXC5	CXXC5	0.8815999999999999	289	1
1_MACS_peak_15573_lociStitched	chr2	13661483	13666755	1	5273	37030.528	1058.0904	290			MIR3125	MIR3125	NONE	290	1
4_MACS_peak_20231_lociStitched	chr3	5222454	5248050	4	20780	40439.1204	4474.1808	291	ARL8B,EDEM1		EDEM1	EDEM1	0.8441000000000001	291	1
1_MACS_peak_3484_lociStitched	chr10	15824745	15833491	1	8747	37385.6516	1630.2544	292	FAM188A		ITGA8	ITGA8	NONE	292	1
1_MACS_peak_1647_lociStitched	chr1	145433900	145441023	1	7124	38004.7665	2254.4295	293	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.5336	293	1
2_MACS_peak_13430_lociStitched	chr17	76711164	76733967	2	18989	39902.9697	4243.6383	294	CYTH1		CYTH1	CYTH1	0.6048	294	1
2_MACS_peak_22851_lociStitched	chr4	48191150	48206607	2	12967	38265.3492	2663.2411	295	TEC		TXK	TXK	NONE	295	1
1_MACS_peak_15805_lociStitched	chr2	33699461	33705515	1	6055	36824.0604	1354.2798	296	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5279	296	1
7_MACS_peak_16307_lociStitched	chr2	70331555	70361035	7	14083	39854.012	4566.452	297	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	4.2479	297	1
1_MACS_peak_1047_lociStitched	chr1	66736670	66750908	1	14239	38080.9548	2982.861	298	PDE4B	PDE4B	PDE4B	PDE4B	0.09359999999999999	298	1
2_MACS_peak_16006_lociStitched	chr2	47204761	47215106	2	8053	36996.8235	2031.758	299	TTC7A	MCFD2	MCFD2	MCFD2	0.3191	299	1
1_MACS_peak_14873_lociStitched	chr19	29120541	29126800	1	6260	35936.6744	1269.9511	300			LOC148145	LOC148145	NONE	300	1
1_MACS_peak_23650_lociStitched	chr4	144273065	144282975	1	9911	36634.297	1994.883	301	GAB1		GAB1	GAB1	0.3453	301	1
2_MACS_peak_19637_lociStitched	chr22	23477631	23488670	2	9965	36615.2591	2021.2409	302	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3908	302	1
3_MACS_peak_31824_lociStitched	chr9	94180941	94196120	3	14474	37234.087	2692.7546	303	NFIL3		NFIL3	NFIL3	1.004	303	1
3_MACS_peak_18458_lociStitched	chr20	25261528	25282752	3	13704	37687.4568	3240.9048	304	PYGB,ABHD12		PYGB	PYGB	0.6003999999999999	304	1
2_MACS_peak_18911_lociStitched	chr20	52345009	52358779	2	10133	36826.488	2464.83	305			SUMO1P1	SUMO1P1	1.3688	305	1
2_MACS_peak_9357_lociStitched	chr14	72980329	72990417	2	9582	35584.4112	1251.9208	306	RGS6		DPF3	DPF3	NONE	306	1
2_MACS_peak_19705_lociStitched	chr22	27003138	27015223	2	11997	36155.903	1998.859	307	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.3678	307	1
1_MACS_peak_11291_lociStitched	chr16	23412636	23419506	1	6871	35296.686	1371.252	308	COG7		COG7	COG7	0.5345	308	1
3_MACS_peak_18925_lociStitched	chr20	52545601	52567188	3	15737	37697.3781	3816.5816	309	BCAS1		SUMO1P1	SUMO1P1	1.3688	309	1
3_MACS_peak_20994_lociStitched	chr3	69128270	69146084	3	16922	37373.772	3571.707	310	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.1294	310	1
5_MACS_peak_13282_lociStitched	chr17	72733058	72757044	5	20036	38025.0058	4377.445	311	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.5983	311	1
2_MACS_peak_2999_lociStitched	chr1	226308487	226317134	2	8218	35685.3043	2115.0562	312			ACBD3	ACBD3	NONE	312	1
3_MACS_peak_22754_lociStitched	chr4	38122050	38136710	3	13379	35911.136	2364.658	313	TBC1D1		PTTG2	PTTG2	NONE	313	1
1_MACS_peak_27202_lociStitched	chr6	108986350	108997679	1	11330	35319.2904	1846.627	314	FOXO3		NCRNA00222	NCRNA00222	NONE	314	1
1_MACS_peak_246_lociStitched	chr1	16991936	16994757	1	2822	34849.2235	1473.1262	315		MST1P2,CROCCP2	MST1P2	MST1P2	0.7585000000000001	315	1
2_MACS_peak_8415_lociStitched	chr13	46269180	46281342	2	12009	34537.6476	1320.7932	316	SPERT		SPERT	SPERT	1.4869999999999999	316	1
1_MACS_peak_12633_lociStitched	chr17	36856131	36863598	1	7468	34657.3338	1479.9594	317	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.9713999999999999	317	1
2_MACS_peak_23948_lociStitched	chr4	185263595	185277271	2	8766	35517.9396	2394.6676	318			IRF2	IRF2	1.9156000000000002	318	1
2_MACS_peak_18741_lociStitched	chr20	43269992	43282314	2	11898	35459.0194	2349.8054	319	ADA	LOC79015	ADA	ADA	0.7676000000000001	319	1
2_MACS_peak_27629_lociStitched	chr6	143162743	143180127	2	14836	34768	1727.9696	320	HIVEP2		HIVEP2	HIVEP2	0.2323	320	1
1_MACS_peak_30946_lociStitched	chr8	134244149	134249203	1	5055	34066.9924	1044.6618	321		WISP1	WISP1	WISP1	0.6674	321	1
2_MACS_peak_6799_lociStitched	chr12	26265811	26280508	2	14418	35618.1795	2667.5055	322	BHLHE41		BHLHE41	BHLHE41	1.8229	322	1
1_MACS_peak_4781_lociStitched	chr11	267168	271226	1	4059	33864.8216	1062.7902	323		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	PSMD13	0.0796	323	1
1_MACS_peak_248_lociStitched	chr1	17065520	17068535	1	3016	34500.3435	1716.138	324		ESPNP,MST1P9	ESPNP	NONE	NONE	324	1
6_MACS_peak_9706_lociStitched	chr15	20969174	20997878	6	19909	36749.7312	4012.8192	325		BCL8	BCL8	NONE	NONE	325	1
1_MACS_peak_27556_lociStitched	chr6	138186702	138196104	1	9403	34735.689	2055.2772	326	TNFAIP3		TNFAIP3	TNFAIP3	1.2955	326	1
4_MACS_peak_29960_lociStitched	chr8	27231482	27253363	4	16217	36539.0819	3877.3132	327	PTK2B		PTK2B	PTK2B	0.46940000000000004	327	1
1_MACS_peak_17836_lociStitched	chr2	217079890	217089182	1	9293	34640.576	2087.9124	328			XRCC5	XRCC5	NONE	328	1
4_MACS_peak_2601_lociStitched	chr1	203236214	203248574	4	11355	36068.952	3585.636	329		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	5.3687	329	1
5_MACS_peak_12897_lociStitched	chr17	46527727	46562482	5	23657	38025.4455	5637.261	330		SKAP1,HOXB1	SKAP1	SKAP1	0.011899999999999994	330	1
2_MACS_peak_25034_lociStitched	chr5	112256308	112267736	2	9521	34513.7028	2159.892	331	REEP5	DCP2	REEP5	REEP5	0.2145	331	1
2_MACS_peak_17979_lociStitched	chr2	231725695	231739708	2	11716	33688.6533	1341.0441	332	ITM2C		ITM2C	ITM2C	1.3281	332	1
1_MACS_peak_24818_lociStitched	chr5	88110771	88130368	1	19598	35889.9458	3599.9689	333	MEF2C		MEF2C	MEF2C	0.4508	333	1
1_MACS_peak_16223_lociStitched	chr2	65255022	65261252	1	6231	33432.672	1160.649	334		SLC1A4,CEP68	CEP68	SLC1A4	0.368	334	1
