REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_26030_lociStitched	chr6	11826998	11838118	1	11121	69854.728	2122.808	192		C6orf105	C6orf105	192	1
3_MACS_peak_32051_lociStitched	chr9	112665337	112683343	3	13507	57655.212	3131.2434	193	PALM2,PALM2-AKAP2		PALM2	193	1
4_MACS_peak_6639_lociStitched	chr12	11901548	11920242	4	15929	35004.515	3262.103	194	ETV6		ETV6	194	1
5_MACS_peak_15995_lociStitched	chr2	46785448	46804562	5	16476	25987.3944	3377.4438	195	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	195	1
3_MACS_peak_18925_lociStitched	chr20	52545601	52567188	3	15737	37697.3781	3816.5816	196	BCAS1		SUMO1P1	196	1
4_MACS_peak_5864_lociStitched	chr11	82764532	82790507	4	14970	46271.865	4537.8325	197	RAB30	SNORA70E	RAB30	197	1
6_MACS_peak_9420_lociStitched	chr14	77487926	77510121	6	15994	31474.7295	1930.965	198	C14orf4		C14orf4	198	1
1_MACS_peak_23952_lociStitched	chr4	185301394	185308203	1	6810	82663.3027	1870.4323	199			IRF2	199	1
3_MACS_peak_29152_lociStitched	chr7	114556693	114574678	3	13579	56854.182	4474.668	200	MDFIC		MDFIC	200	1
1_MACS_peak_19392_lociStitched	chr21	43479838	43487172	1	7335	81986.0526	2544.898	201	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	201	1
3_MACS_peak_7416_lociStitched	chr12	68751476	68770910	3	13415	57081.5448	3639.9882	202		MDM1	MDM1	202	1
3_MACS_peak_13262_lociStitched	chr17	70581961	70602524	3	15339	39914.8393	3411.4017	203	LOC100499467,FLJ26484		LOC100499467	203	1
4_MACS_peak_25818_lociStitched	chr5	180228412	180249549	4	15036	43404.8295	3673.6106	204	MGAT1	LOC729678,ZFP62	MGAT1	204	1
1_MACS_peak_16798_lociStitched	chr2	112455454	112466752	1	11299	67764.2742	2533.0116	205			ANAPC1	205	1
1_MACS_peak_19722_lociStitched	chr22	29185744	29199907	1	14164	50322.5553	2843.9304	206	XBP1	HSCB,CCDC117,CHEK2	XBP1	206	1
3_MACS_peak_31807_lociStitched	chr9	93670873	93690432	3	14067	51238.7123	3137.2636	208			SYK	208	1
2_MACS_peak_21946_lociStitched	chr3	169656099	169668474	2	11967	65224.9125	3519.45	209	SAMD7,LOC100128164	SEC62	LOC100128164	209	1
4_MACS_peak_4160_lociStitched	chr10	81001241	81020718	4	15650	34378.8527	3170.8556	210	ZMIZ1		PPIF	210	1
3_MACS_peak_2038_lociStitched	chr1	160694354	160715917	3	14153	51628.2909	5317.4358	211	SLAMF7	CD48	SLAMF7	211	1
1_MACS_peak_17674_lociStitched	chr2	202116007	202128666	1	12660	58447.8689	2441.9211	212	CASP8		CASP8	212	1
3_MACS_peak_18532_lociStitched	chr20	32398515	32418745	3	15369	36088.297	3882.137	213	CHMP4B		CHMP4B	213	1
1_MACS_peak_15913_lociStitched	chr2	42322950	42335485	1	12536	59083.7225	2617.308	214		PKDCC	PKDCC	214	1
3_MACS_peak_2248_lociStitched	chr1	174922506	174942364	3	15451	34870.648	4799.6786	215	RABGAP1L	CACYBP	CACYBP	215	1
3_MACS_peak_1124_lociStitched	chr1	75595748	75611541	3	15357	33414.8294	2060.9865	216	LHX8		LHX8	216	1
5_MACS_peak_23861_lociStitched	chr4	173896650	173920789	5	15866	25659.757	3560.5025	217	GALNTL6		GALNT7	217	1
2_MACS_peak_6146_lociStitched	chr11	115089614	115102717	2	11505	63427.6921	2249.7851	218	CADM1		CADM1	218	1
2_MACS_peak_32929_lociStitched	chrX	48790358	48805051	2	12912	54303.8587	1620.6379	219	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	219	1
3_MACS_peak_18787_lociStitched	chr20	45172111	45191875	3	15184	33446.6172	3126.6648	220	C20orf123,SLC13A3	ZNF334	C20orf123	220	1
2_MACS_peak_26232_lociStitched	chr6	26354994	26368111	2	13017	53311.4231	2772.9338	221	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	221	1
3_MACS_peak_3901_lociStitched	chr10	63797841	63815025	3	14062	45376.0704	3426.4896	222	ARID5B		ARID5B	222	1
4_MACS_peak_17670_lociStitched	chr2	202081016	202102132	4	15580	25934.6712	3760.7596	223	CASP10,CASP8	CASP8	CASP8	223	1
2_MACS_peak_27629_lociStitched	chr6	143162743	143180127	2	14836	34768	1727.9696	224	HIVEP2		HIVEP2	224	1
2_MACS_peak_8056_lociStitched	chr12	123371154	123387399	2	15384	27033.3045	1876.2975	225	VPS37B		VPS37B	225	1
3_MACS_peak_20711_lociStitched	chr3	46577553	46592057	3	12773	53638.6928	2645.5296	226	LRRC2	RTP3,TDGF1	LRRC2	226	1
1_MACS_peak_19919_lociStitched	chr22	38781965	38797129	1	15165	29258.938	2509.642	227	LOC400927	KCNJ4	LOC400927	227	1
3_MACS_peak_15914_lociStitched	chr2	42343250	42361215	3	14242	40502.0925	3127.7065	228		EML4	EML4	228	1
3_MACS_peak_31824_lociStitched	chr9	94180941	94196120	3	14474	37234.087	2692.7546	229	NFIL3		NFIL3	229	1
2_MACS_peak_6099_lociStitched	chr11	111279276	111294673	2	14683	33785.6371	2645.2046	230		POU2AF1	POU2AF1	230	1
4_MACS_peak_26216_lociStitched	chr6	26183568	26207333	4	14160	41120.5795	4116.098	231	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	231	1
2_MACS_peak_24268_lociStitched	chr5	32530033	32544300	2	13833	42860.9214	2980.3763	232		SUB1	SUB1	232	1
4_MACS_peak_15630_lociStitched	chr2	20610680	20631342	4	14818	31563.2712	3132.3592	233		RHOB	RHOB	233	1
2_MACS_peak_3015_lociStitched	chr1	226839011	226852690	2	12718	52576.6044	3827.3842	234	ITPKB		ITPKB	234	1
2_MACS_peak_6705_lociStitched	chr12	15101035	15116201	2	15028	27835.6764	3069.5984	235	ARHGDIB	PDE6H,ERP27	ARHGDIB	235	1
1_MACS_peak_1047_lociStitched	chr1	66736670	66750908	1	14239	38080.9548	2982.861	236	PDE4B	PDE4B	PDE4B	236	1
2_MACS_peak_6799_lociStitched	chr12	26265811	26280508	2	14418	35618.1795	2667.5055	237	BHLHE41		BHLHE41	237	1
3_MACS_peak_26665_lociStitched	chr6	45382768	45402703	3	13657	43111.431	2890.575	239	RUNX2	SUPT3H	RUNX2	239	1
2_MACS_peak_10223_lociStitched	chr15	56656142	56667522	2	11258	58977.988	2215.686	240	TEX9		TEX9	240	1
1_MACS_peak_7628_lociStitched	chr12	92853878	92866922	1	13045	47341.8936	2312.7012	241		CLLU1,CLLU1OS	CLLU1OS	241	1
7_MACS_peak_16307_lociStitched	chr2	70331555	70361035	7	14083	39854.012	4566.452	242	LOC100133985	PCBP1,LOC400960	LOC100133985	242	1
2_MACS_peak_25217_lociStitched	chr5	131790170	131804390	2	13132	46856.322	2767.212	243	C5orf56	IRF1	IRF1	243	1
3_MACS_peak_30471_lociStitched	chr8	81046271	81061711	3	14878	27163.592	2668.032	244	TPD52		TPD52	244	1
1_MACS_peak_18908_lociStitched	chr20	52267649	52279897	1	12249	52365.0992	2483.8944	245			ZNF217	245	1
1_MACS_peak_15933_lociStitched	chr2	43444063	43456864	1	12802	48031.9122	2210.7327	246	LOC100129726,ZFP36L2		ZFP36L2	246	1
2_MACS_peak_22021_lociStitched	chr3	174863902	174877876	2	9132	68492.1636	3188.8668	247	NAALADL2		NAALADL2	247	1
2_MACS_peak_10234_lociStitched	chr15	58581879	58595860	2	12124	52623.0859	2448.0731	248			LIPC	248	1
3_MACS_peak_2658_lociStitched	chr1	205242169	205258981	3	12140	54238.8744	4382.8884	249	TMCC2	NUAK2	NUAK2	249	1
4_MACS_peak_11551_lociStitched	chr16	50713987	50733037	4	14338	32569.785	2811.78	250	NOD2,SNX20	CYLD	NOD2	250	1
1_MACS_peak_13151_lociStitched	chr17	62196759	62211357	1	14599	28718.6454	2723.9868	251	ERN1	SNORD104,SNORA76	ERN1	251	1
3_MACS_peak_6476_lociStitched	chr12	4216063	4230514	3	10175	63402.3174	2787.5979	252			CCND2	252	1
4_MACS_peak_11735_lociStitched	chr16	68278124	68299971	4	14438	32027.702	3781.7157	253	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	253	1
3_MACS_peak_314_lociStitched	chr1	23849906	23867233	3	12156	53018.8873	3444.6076	254	E2F2	ASAP3,ID3	E2F2	254	1
4_MACS_peak_9574_lociStitched	chr14	95961245	95986170	4	14939	21884.15	2178.445	255		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	255	1
5_MACS_peak_20973_lociStitched	chr3	66530294	66552537	5	14935	22465.43	3463.2351	256	LRIG1		LRIG1	256	1
1_MACS_peak_11597_lociStitched	chr16	56943106	56953770	1	10665	59357.9568	2115.7376	257	SLC12A3	HERPUD1,CETP	HERPUD1	257	1
3_MACS_peak_30016_lociStitched	chr8	29463160	29478160	3	14074	33039	2241	258			C8orf75	258	1
4_MACS_peak_13374_lociStitched	chr17	75078855	75093684	4	14152	32567.4498	2770.0572	259	C17orf86,SCARNA16	SEC14L1	SCARNA16	259	1
5_MACS_peak_32391_lociStitched	chr9	134127113	134152507	5	13977	35244.3326	3844.6516	260	FAM78A	PPAPDC3	FAM78A	260	1
3_MACS_peak_18458_lociStitched	chr20	25261528	25282752	3	13704	37687.4568	3240.9048	261	PYGB,ABHD12		PYGB	261	1
3_MACS_peak_27214_lociStitched	chr6	109185904	109207392	3	14008	34041.2896	3429.4848	262	ARMC2		ARMC2	262	1
2_MACS_peak_2318_lociStitched	chr1	181095248	181111882	2	13393	40961.225	3847.4442	263		IER5	IER5	263	1
4_MACS_peak_9906_lociStitched	chr15	38360684	38380813	4	12593	47337.3693	3250.8335	264			TMCO5A	264	1
3_MACS_peak_25220_lociStitched	chr5	131822968	131842637	3	13861	35803.4807	3776.448	265	IRF1	RAD50,IL5	IRF1	265	1
3_MACS_peak_30012_lociStitched	chr8	29403796	29419380	3	12313	47461.072	2457.5968	266			C8orf75	266	1
3_MACS_peak_29420_lociStitched	chr7	136031535	136047403	3	13667	35039.7176	3632.1852	267			LUZP6	267	1
4_MACS_peak_26259_lociStitched	chr6	27094260	27116234	4	13557	35272.6648	3509.2478	268	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	268	1
1_MACS_peak_30977_lociStitched	chr8	137188534	137201548	1	13015	40066.2018	2627.5266	269			KHDRBS3	269	1
3_MACS_peak_21528_lociStitched	chr3	129026516	129048605	3	14122	27690.7704	3783.8457	270	C3orf47,H1FX	C3orf37	H1FX	270	1
4_MACS_peak_6675_lociStitched	chr12	13241733	13256081	4	13950	29099.1788	2622.8144	271	GSG1	KIAA1467	GSG1	271	1
3_MACS_peak_22754_lociStitched	chr4	38122050	38136710	3	13379	35911.136	2364.658	272	TBC1D1		PTTG2	272	1
3_MACS_peak_20358_lociStitched	chr3	15834943	15852663	3	14041	27997.6	3198.46	273	ANKRD28	ANKRD28	ANKRD28	273	1
1_MACS_peak_27156_lociStitched	chr6	106608792	106619033	1	10242	57847.3126	2009.2842	274			PRDM1	274	1
4_MACS_peak_7019_lociStitched	chr12	46776205	46798971	4	13900	29472.8636	3278.304	275		SLC38A2	SLC38A2	275	1
5_MACS_peak_32178_lociStitched	chr9	123688790	123707820	5	13819	29644.934	2900.172	276	TRAF1	PHF19,TRAF1	TRAF1	276	1
1_MACS_peak_8817_lociStitched	chr13	114556472	114568210	1	11739	48922.8102	2522.4962	277	GAS6	FLJ44054,GAS6	GAS6	277	1
5_MACS_peak_7711_lociStitched	chr12	96878400	96902132	5	13895	28829.6336	3652.3548	278			CDK17	278	1
4_MACS_peak_13435_lociStitched	chr17	76763217	76779734	4	13915	27310.8595	2608.0343	279	CYTH1		CYTH1	279	1
3_MACS_peak_28389_lociStitched	chr7	44661750	44680408	3	13748	30229.6916	3457.3274	280	OGDH	DDX56,TMED4	OGDH	280	1
2_MACS_peak_14928_lociStitched	chr19	35694250	35708285	2	11966	46927.426	2576.826	281		FXYD5,LSR,FAM187B	FAM187B	281	1
2_MACS_peak_22851_lociStitched	chr4	48191150	48206607	2	12967	38265.3492	2663.2411	282	TEC		TXK	282	1
3_MACS_peak_12903_lociStitched	chr17	46580918	46596308	3	13883	26823.231	2677.86	283		HOXB1,HOXB2	HOXB1	283	1
6_MACS_peak_29974_lociStitched	chr8	27930169	27951460	6	13912	27071.5065	3581.1462	284	ELP3,C8orf80		C8orf80	284	1
2_MACS_peak_5706_lociStitched	chr11	71413836	71427203	2	12612	41360.1714	2923.3629	286			FAM86C	286	1
1_MACS_peak_12660_lociStitched	chr17	37924919	37938336	1	13418	32883.7253	2844.404	287	IKZF3	GRB7,C17orf37	GRB7	287	1
2_MACS_peak_2034_lociStitched	chr1	160632955	160646554	2	9751	59793.4431	3565.6578	288		SLAMF1,CD48	SLAMF1	288	1
4_MACS_peak_23043_lociStitched	chr4	76022950	76044093	4	12035	45567.3936	3294.0794	289			PARM1	289	1
5_MACS_peak_4179_lociStitched	chr10	81946407	81966358	5	13871	25447.5005	3670.984	290	ANXA11		ANXA11	290	1
6_MACS_peak_11381_lociStitched	chr16	29815515	29837607	6	13548	29042.1432	3218.8044	291	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	291	1
1_MACS_peak_16479_lociStitched	chr2	86219199	86229233	1	10035	55818.1386	1735.882	292		LOC90784	LOC90784	292	1
4_MACS_peak_25770_lociStitched	chr5	176717300	176740800	4	13532	29896.7	4110.15	293	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	293	1
2_MACS_peak_23160_lociStitched	chr4	84132168	84145312	2	11843	45089.1776	2351.4616	294			COQ2	294	1
3_MACS_peak_18293_lociStitched	chr20	9479527	9498874	3	12399	40953.7296	3058.7607	297	C20orf103		C20orf103	297	1
2_MACS_peak_19617_lociStitched	chr22	23087688	23101908	2	13152	31830.048	2296.53	298			MIR650	298	1
3_MACS_peak_32312_lociStitched	chr9	130828906	130845764	3	13573	26190.5888	2724.2528	300	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	300	1
3_MACS_peak_3141_lociStitched	chr1	234734113	234750105	3	11546	47397.0896	3865.2664	301	IRF2BP2	NCRNA00184	IRF2BP2	301	1
3_MACS_peak_10508_lociStitched	chr15	75352736	75371004	3	12396	39869.91	3339.3904	302		PPCDC	PPCDC	302	1
2_MACS_peak_28471_lociStitched	chr7	50343623	50357785	2	13157	30890.1544	2598.727	303	IKZF1		IKZF1	303	1
2_MACS_peak_18363_lociStitched	chr20	17826291	17840398	2	11870	43285.9188	2322.0122	304			SNORD17	304	1
1_MACS_peak_2810_lociStitched	chr1	211742735	211756469	1	13735	22486.6782	3425.2596	305	SLC30A1		SLC30A1	305	1
2_MACS_peak_27497_lociStitched	chr6	135190194	135204467	2	9284	58632.0567	2747.5525	307			ALDH8A1	307	1
2_MACS_peak_18552_lociStitched	chr20	32989181	33005973	2	13036	31647.8824	3195.5176	308	ITCH	MIR644	ITCH	308	1
3_MACS_peak_7619_lociStitched	chr12	92754027	92770356	3	10926	49246.6311	2694.285	309		CLLU1	CLLU1	309	1
1_MACS_peak_28176_lociStitched	chr7	26001980	26012278	1	10299	52445.6544	2233.6362	310		MIR148A	MIR148A	310	1
2_MACS_peak_22257_lociStitched	chr3	186779628	186792606	2	9645	57426.3522	3798.6606	311	ST6GAL1		ST6GAL1	311	1
5_MACS_peak_24812_lociStitched	chr5	87954465	87976803	5	11978	41242.6494	3319.4268	312	LOC645323,MIR9-2		MIR9-2	312	1
2_MACS_peak_24796_lociStitched	chr5	86408037	86420404	2	11934	40552.6297	2423.932	313	MIR4280		MIR4280	313	1
1_MACS_peak_413_lociStitched	chr1	27018264	27031231	1	12968	29717.7706	2500.0376	314	ARID1A		ARID1A	314	1
5_MACS_peak_33386_lociStitched	chrX	128902084	128921416	5	13310	23612.1048	2120.7204	316	XPNPEP2,SASH3		SASH3	316	1
2_MACS_peak_30029_lociStitched	chr8	29621939	29635493	2	10381	51018.6114	2476.3158	317		C8orf75	C8orf75	317	1
1_MACS_peak_23327_lociStitched	chr4	105407077	105417803	1	10727	47428.2268	2081.9166	318	CXXC4		CXXC4	318	1
3_MACS_peak_32147_lociStitched	chr9	117655087	117673858	3	13263	22615.3008	3091.5837	319	TNFSF8		TNFSF8	319	1
2_MACS_peak_19362_lociStitched	chr21	41295859	41310457	2	10960	47398.2462	4061.1636	320	PCP4		PCP4	320	1
3_MACS_peak_26392_lociStitched	chr6	31694529	31709281	3	11645	40864.5152	2867.7888	321	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	321	1
2_MACS_peak_19240_lociStitched	chr21	34600544	34613404	2	10465	49689.754	3321.738	322	IFNAR2	IL10RB	IFNAR2	322	1
3_MACS_peak_17160_lociStitched	chr2	158323526	158337964	3	9447	54250.785	2276.8726	323		CYTIP	CYTIP	323	1
2_MACS_peak_19705_lociStitched	chr22	27003138	27015223	2	11997	36155.903	1998.859	324	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	324	1
3_MACS_peak_19945_lociStitched	chr22	39459013	39474390	3	12577	29992.8385	2460.32	325	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	325	1
4_MACS_peak_31044_lociStitched	chr8	145009228	145027905	4	12980	23473.2536	2441.0839	326	PLEC,MIR661	GRINA,PARP10	PLEC	326	1
2_MACS_peak_8415_lociStitched	chr13	46269180	46281342	2	12009	34537.6476	1320.7932	327	SPERT		SPERT	327	1
1_MACS_peak_2362_lociStitched	chr1	183808608	183816104	1	7497	61315.7808	2219.5656	328	RGL1		APOBEC4	328	1
2_MACS_peak_16305_lociStitched	chr2	70310135	70323548	2	8956	55571.4003	2751.0063	330	PCBP1,LOC400960	LOC100133985	PCBP1	330	1
2_MACS_peak_18741_lociStitched	chr20	43269992	43282314	2	11898	35459.0194	2349.8054	331	ADA	LOC79015	ADA	331	1
4_MACS_peak_4046_lociStitched	chr10	74006465	74024662	4	12440	29298.9897	2951.5534	332		ANAPC16,DDIT4,ASCC1	DDIT4	332	1
3_MACS_peak_18746_lociStitched	chr20	43587666	43609255	3	12677	26366.6457	3916.2446	333	STK4,TOMM34	PABPC1L	STK4	333	1
1_MACS_peak_1648_lociStitched	chr1	145448490	145458106	1	9617	51915.8224	3273.2864	334	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	334	1
4_MACS_peak_18751_lociStitched	chr20	43672522	43693816	4	12717	24945.921	3264.3702	335	STK4	KCNS1,WFDC5	KCNS1	335	1
3_MACS_peak_27313_lociStitched	chr6	117858862	117877603	3	12530	27309.3852	2871.1212	336	DCBLD1	GOPC	GOPC	336	1
1_MACS_peak_22058_lociStitched	chr3	176911395	176920897	1	9503	51448.579	2360.2968	337	TBL1XR1		TBL1XR1	337	1
1_MACS_peak_7771_lociStitched	chr12	102870286	102879676	1	9391	51157.659	1997.253	339	IGF1		IGF1	339	1
1_MACS_peak_2700_lociStitched	chr1	206727429	206738641	1	11213	40585.1976	3414.054	340	RASSF5	LGTN	RASSF5	340	1
3_MACS_peak_29575_lociStitched	chr7	150100543	150118956	3	10322	48153.6776	4564.5827	341	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	341	1
5_MACS_peak_5856_lociStitched	chr11	82666425	82690313	5	12543	26052.2528	3585.5888	343			C11orf82	343	1
2_MACS_peak_17979_lociStitched	chr2	231725695	231739708	2	11716	33688.6533	1341.0441	344	ITM2C		ITM2C	344	1
3_MACS_peak_17596_lociStitched	chr2	197088411	197107626	3	12655	23015.727	3135.888	345	HECW2		STK17B	345	1
4_MACS_peak_25550_lociStitched	chr5	156305432	156322140	4	12665	21219.16	2365.8528	346		PPP1R2P3,LOC100286948	PPP1R2P3	346	1
4_MACS_peak_32592_lociStitched	chrX	10074035	10091226	4	11764	32769.4842	1877.2572	347	WWC3	CLCN4	CLCN4	347	1
1_MACS_peak_12823_lociStitched	chr17	43298004	43307923	1	9920	47111.2824	2062.1601	348	FMNL1	LOC100133991,C17orf46	FMNL1	348	1
3_MACS_peak_11911_lociStitched	chr16	81841508	81857675	3	12177	27136.3095	1589.2161	349	PLCG2		PLCG2	349	1
3_MACS_peak_10304_lociStitched	chr15	63765110	63780671	3	12603	21486.6288	2642.2578	350		USP3	USP3	350	1
3_MACS_peak_32808_lociStitched	chrX	39953099	39969525	3	12572	19949.377	1070.9752	351	BCOR		BCOR	351	1
2_MACS_peak_18975_lociStitched	chr20	56047323	56058308	2	10162	45138.4635	2105.8245	352		CTCFL	CTCFL	352	1
3_MACS_peak_26025_lociStitched	chr6	11722233	11736148	3	11542	34400.663	2302.9325	353	C6orf105		C6orf105	353	1
1_MACS_peak_22973_lociStitched	chr4	69434586	69444248	1	9663	47916.7566	1910.1774	354		UGT2B15,UGT2B17	UGT2B17	354	1
4_MACS_peak_27499_lociStitched	chr6	135322806	135344122	4	12161	28265.016	3269.8744	355	HBS1L	MIR3662,HBS1L	MIR3662	355	1
3_MACS_peak_19438_lociStitched	chr21	45195093	45210572	3	11710	33725.6452	3622.086	356	RRP1,CSTB	LOC284837	CSTB	356	1
2_MACS_peak_20681_lociStitched	chr3	46129407	46141498	2	11781	31638.5197	2310.5901	357			XCR1	357	1
2_MACS_peak_30887_lociStitched	chr8	129664390	129679026	2	10201	44907.6388	2406.1584	358			MIR1208	358	1
2_MACS_peak_7583_lociStitched	chr12	89738018	89749574	2	10815	40234.5252	2142.4824	359	DUSP6		DUSP6	359	1
1_MACS_peak_17158_lociStitched	chr2	158293633	158302958	1	9326	49411.31	1879.92	361	CYTIP		CYTIP	361	1
1_MACS_peak_27202_lociStitched	chr6	108986350	108997679	1	11330	35319.2904	1846.627	362	FOXO3		NCRNA00222	362	1
4_MACS_peak_2601_lociStitched	chr1	203236214	203248574	4	11355	36068.952	3585.636	363		BTG2,CHIT1,LOC730227	LOC730227	363	1
2_MACS_peak_5124_lociStitched	chr11	26098512	26113299	2	10473	42191.7471	2454.642	364			ANO3	364	1
3_MACS_peak_10093_lociStitched	chr15	46994128	47008692	3	12314	23094.1348	2416.1676	365			SEMA6D	365	1
2_MACS_peak_24994_lociStitched	chr5	109023833	109037426	2	12077	25587.4632	2679.1803	366	MAN2A1		MAN2A1	366	1
3_MACS_peak_22774_lociStitched	chr4	38982438	38999637	3	11329	34459.9164	2839.5549	367	TMEM156	KLHL5	TMEM156	367	1
1_MACS_peak_7128_lociStitched	chr12	51311787	51323338	1	11552	31483.4056	2411.8488	368	METTL7A	HIGD1C	METTL7A	368	1
2_MACS_peak_3380_lociStitched	chr10	6961560	6973065	2	8780	50669.1705	1990.365	370			LOC439949	370	1
1_MACS_peak_25448_lociStitched	chr5	148204498	148215990	1	11493	31875.3604	2608.684	371	ADRB2		ADRB2	371	1
2_MACS_peak_17135_lociStitched	chr2	153913761	153929165	2	11658	29466.3116	2515.4732	372			ARL6IP6	372	1
1_MACS_peak_25391_lociStitched	chr5	142774385	142786081	1	11697	28024.7856	1678.376	373	NR3C1		NR3C1	373	1
3_MACS_peak_1638_lociStitched	chr1	145182635	145199051	3	12262	25269.1488	7431.5232	374		NOTCH2NL	NOTCH2NL	374	1
3_MACS_peak_1475_lociStitched	chr1	112134438	112148606	3	11508	29426.936	1377.1296	375	LOC100129269	RAP1A,ADORA3	LOC100129269	375	1
3_MACS_peak_29116_lociStitched	chr7	110713435	110734277	3	11931	26565.2132	4283.031	376	LRRN3,IMMP2L		LRRN3	376	1
3_MACS_peak_32175_lociStitched	chr9	123652726	123667921	3	11057	34412.1165	2420.5635	377	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	377	1
3_MACS_peak_18969_lociStitched	chr20	55957926	55975712	3	12032	22625.5706	2822.6382	378	RBM38	RAE1,MTRNR2L3	RBM38	378	1
1_MACS_peak_1457_lociStitched	chr1	111172556	111181692	1	9137	46490.3632	1158.4448	379		KCNA2,KCNA3	KCNA2	379	1
3_MACS_peak_24517_lociStitched	chr5	58852760	58866378	3	11357	30343.6276	1962.3538	380	PDE4D		PDE4D	380	1
2_MACS_peak_16013_lociStitched	chr2	47526835	47539723	2	10400	39100.9032	2250.2448	381			EPCAM	381	1
3_MACS_peak_25958_lociStitched	chr6	7134933	7148153	3	11689	26514.032	2472.14	382	RREB1		RREB1	382	1
2_MACS_peak_12931_lociStitched	chr17	47815903	47827976	2	10940	34694.1801	2602.9388	383	FAM117A	MYST2,SLC35B1	FAM117A	383	1
2_MACS_peak_27154_lociStitched	chr6	106585251	106596816	2	10425	38956.7025	2669.202	385		PRDM1	PRDM1	385	1
2_MACS_peak_250_lociStitched	chr1	17221189	17233522	2	7516	56481.4401	4225.2858	387		CROCC	CROCC	387	1
3_MACS_peak_627_lociStitched	chr1	37930719	37946594	3	11742	24641.175	2754.3125	388	ZC3H12A	MEAF6	ZC3H12A	388	1
1_MACS_peak_25851_lociStitched	chr6	388937	400877	1	11941	20857.986	2165.916	389	IRF4		IRF4	389	1
3_MACS_peak_14530_lociStitched	chr19	10329219	10348020	3	11328	30102.2811	2904.7545	390	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	390	1
4_MACS_peak_26183_lociStitched	chr6	25162780	25180389	4	11853	23097.7253	2944.2248	391		CMAH	CMAH	391	1
3_MACS_peak_14343_lociStitched	chr19	2254610	2271808	3	11381	29726.743	3764.6422	393	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	393	1
1_MACS_peak_26432_lociStitched	chr6	32934514	32942608	1	8095	50889.4062	1906.137	394	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	394	1
4_MACS_peak_30066_lociStitched	chr8	33410043	33428326	4	11320	29108.3643	2936.2498	395	RNF122	C8orf41,DUSP26	RNF122	395	1
1_MACS_peak_22794_lociStitched	chr4	40301465	40312652	1	11188	29296.5156	2344.7952	397		CHRNA9	CHRNA9	397	1
1_MACS_peak_5362_lociStitched	chr11	58340033	58347914	1	7882	50731.5732	1786.6227	399	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	399	1
4_MACS_peak_16725_lociStitched	chr2	109829226	109843319	4	11308	26665.3653	2486.0052	400	SH3RF3		MIR4265	400	1
4_MACS_peak_14656_lociStitched	chr19	13943831	13961992	4	11094	29177.4626	2544.3561	401	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	401	1
4_MACS_peak_15235_lociStitched	chr19	48823383	48837975	4	11534	23567.5392	2665.9584	402	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	402	1
3_MACS_peak_1505_lociStitched	chr1	115236437	115251609	3	11238	26153.4936	1312.378	403	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	403	1
