REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_22759_lociStitched	chr4	38306895	38322765	2	14628	62645.238	3156.543	191			KLF3	191	1
1_MACS_peak_13151_lociStitched	chr17	62196759	62211357	1	14599	28718.6454	2723.9868	192	ERN1	SNORD104,SNORA76	ERN1	192	1
3_MACS_peak_16779_lociStitched	chr2	112186276	112201540	3	14512	11156.4576	2106.432	193	LOC541471		LOC541471	193	1
3_MACS_peak_31824_lociStitched	chr9	94180941	94196120	3	14474	37234.087	2692.7546	194	NFIL3		NFIL3	194	1
2_MACS_peak_22254_lociStitched	chr3	186702993	186720403	2	14466	68861.773	4869.577	195	ST6GAL1	ST6GAL1	ST6GAL1	195	1
4_MACS_peak_11735_lociStitched	chr16	68278124	68299971	4	14438	32027.702	3781.7157	196	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	196	1
2_MACS_peak_6799_lociStitched	chr12	26265811	26280508	2	14418	35618.1795	2667.5055	197	BHLHE41		BHLHE41	197	1
4_MACS_peak_16544_lociStitched	chr2	89046949	89066769	4	14402	58100.348	3111.74	198	RPIA,ANKRD36BP2		ANKRD36BP2	198	1
4_MACS_peak_20685_lociStitched	chr3	46245535	46263851	4	14388	61080.1968	3641.2208	199	CCR1	CCR3	CCR1	199	1
4_MACS_peak_11551_lociStitched	chr16	50713987	50733037	4	14338	32569.785	2811.78	200	NOD2,SNX20	CYLD	NOD2	200	1
3_MACS_peak_15914_lociStitched	chr2	42343250	42361215	3	14242	40502.0925	3127.7065	201		EML4	EML4	201	1
1_MACS_peak_1047_lociStitched	chr1	66736670	66750908	1	14239	38080.9548	2982.861	202	PDE4B	PDE4B	PDE4B	202	1
1_MACS_peak_19722_lociStitched	chr22	29185744	29199907	1	14164	50322.5553	2843.9304	203	XBP1	HSCB,CCDC117,CHEK2	XBP1	203	1
5_MACS_peak_24259_lociStitched	chr5	32275876	32295871	5	14164	16403.898	3461.1345	204	MTMR12		MTMR12	204	1
4_MACS_peak_26216_lociStitched	chr6	26183568	26207333	4	14160	41120.5795	4116.098	205	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	205	1
3_MACS_peak_2038_lociStitched	chr1	160694354	160715917	3	14153	51628.2909	5317.4358	206	SLAMF7	CD48	SLAMF7	206	1
4_MACS_peak_13374_lociStitched	chr17	75078855	75093684	4	14152	32567.4498	2770.0572	207	C17orf86,SCARNA16	SEC14L1	SCARNA16	207	1
2_MACS_peak_9822_lociStitched	chr15	31546177	31562824	2	14133	98625.1515	3023.0952	208			KLF13	208	1
3_MACS_peak_21528_lociStitched	chr3	129026516	129048605	3	14122	27690.7704	3783.8457	209	C3orf47,H1FX	C3orf37	H1FX	209	1
7_MACS_peak_16307_lociStitched	chr2	70331555	70361035	7	14083	39854.012	4566.452	210	LOC100133985	PCBP1,LOC400960	LOC100133985	210	1
3_MACS_peak_30016_lociStitched	chr8	29463160	29478160	3	14074	33039	2241	211			C8orf75	211	1
8_MACS_peak_5489_lociStitched	chr11	63992709	64020110	8	14074	19509.512	4143.0312	212	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	212	1
3_MACS_peak_31807_lociStitched	chr9	93670873	93690432	3	14067	51238.7123	3137.2636	213			SYK	213	1
2_MACS_peak_7852_lociStitched	chr12	109020210	109036346	2	14065	98542.552	3522.4888	214	SELPLG	TMEM119	SELPLG	214	1
3_MACS_peak_3901_lociStitched	chr10	63797841	63815025	3	14062	45376.0704	3426.4896	215	ARID5B		ARID5B	215	1
3_MACS_peak_20358_lociStitched	chr3	15834943	15852663	3	14041	27997.6	3198.46	216	ANKRD28	ANKRD28	ANKRD28	216	1
3_MACS_peak_27214_lociStitched	chr6	109185904	109207392	3	14008	34041.2896	3429.4848	217	ARMC2		ARMC2	217	1
5_MACS_peak_32391_lociStitched	chr9	134127113	134152507	5	13977	35244.3326	3844.6516	218	FAM78A	PPAPDC3	FAM78A	218	1
5_MACS_peak_20701_lociStitched	chr3	46421090	46439163	5	13952	19291.1202	2622.3923	219		CCR2,CCR5,CCRL2	CCR5	219	1
4_MACS_peak_6675_lociStitched	chr12	13241733	13256081	4	13950	29099.1788	2622.8144	220	GSG1	KIAA1467	GSG1	220	1
4_MACS_peak_13435_lociStitched	chr17	76763217	76779734	4	13915	27310.8595	2608.0343	221	CYTH1		CYTH1	221	1
6_MACS_peak_29974_lociStitched	chr8	27930169	27951460	6	13912	27071.5065	3581.1462	222	ELP3,C8orf80		C8orf80	222	1
4_MACS_peak_7019_lociStitched	chr12	46776205	46798971	4	13900	29472.8636	3278.304	223		SLC38A2	SLC38A2	223	1
3_MACS_peak_2061_lociStitched	chr1	161144393	161163801	3	13898	64116.2688	5434.24	224	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	224	1
5_MACS_peak_7711_lociStitched	chr12	96878400	96902132	5	13895	28829.6336	3652.3548	225			CDK17	225	1
3_MACS_peak_12903_lociStitched	chr17	46580918	46596308	3	13883	26823.231	2677.86	226		HOXB1,HOXB2	HOXB1	226	1
6_MACS_peak_5801_lociStitched	chr11	77146705	77171586	6	13873	18695.5834	3821.7216	227	PAK1		PAK1	227	1
5_MACS_peak_4179_lociStitched	chr10	81946407	81966358	5	13871	25447.5005	3670.984	228	ANXA11		ANXA11	228	1
3_MACS_peak_25220_lociStitched	chr5	131822968	131842637	3	13861	35803.4807	3776.448	229	IRF1	RAD50,IL5	IRF1	229	1
2_MACS_peak_24268_lociStitched	chr5	32530033	32544300	2	13833	42860.9214	2980.3763	230		SUB1	SUB1	230	1
5_MACS_peak_32178_lociStitched	chr9	123688790	123707820	5	13819	29644.934	2900.172	231	TRAF1	PHF19,TRAF1	TRAF1	231	1
3_MACS_peak_28389_lociStitched	chr7	44661750	44680408	3	13748	30229.6916	3457.3274	232	OGDH	DDX56,TMED4	OGDH	232	1
1_MACS_peak_2810_lociStitched	chr1	211742735	211756469	1	13735	22486.6782	3425.2596	233	SLC30A1		SLC30A1	233	1
2_MACS_peak_24832_lociStitched	chr5	88634416	88652656	2	13734	69155.136	2832.672	234			MEF2C	234	1
3_MACS_peak_18458_lociStitched	chr20	25261528	25282752	3	13704	37687.4568	3240.9048	235	PYGB,ABHD12		PYGB	235	1
3_MACS_peak_29420_lociStitched	chr7	136031535	136047403	3	13667	35039.7176	3632.1852	236			LUZP6	236	1
3_MACS_peak_26665_lociStitched	chr6	45382768	45402703	3	13657	43111.431	2890.575	237	RUNX2	SUPT3H	RUNX2	237	1
3_MACS_peak_29152_lociStitched	chr7	114556693	114574678	3	13579	56854.182	4474.668	238	MDFIC		MDFIC	238	1
3_MACS_peak_32312_lociStitched	chr9	130828906	130845764	3	13573	26190.5888	2724.2528	239	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	239	1
4_MACS_peak_26259_lociStitched	chr6	27094260	27116234	4	13557	35272.6648	3509.2478	240	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	240	1
6_MACS_peak_11381_lociStitched	chr16	29815515	29837607	6	13548	29042.1432	3218.8044	241	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	241	1
4_MACS_peak_25770_lociStitched	chr5	176717300	176740800	4	13532	29896.7	4110.15	242	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	242	1
3_MACS_peak_32051_lociStitched	chr9	112665337	112683343	3	13507	57655.212	3131.2434	243	PALM2,PALM2-AKAP2		PALM2	243	1
2_MACS_peak_25736_lociStitched	chr5	173695949	173710293	2	13439	59815.9144	2379.6696	244			HMP19	244	1
1_MACS_peak_12660_lociStitched	chr17	37924919	37938336	1	13418	32883.7253	2844.404	245	IKZF3	GRB7,C17orf37	GRB7	245	1
3_MACS_peak_7416_lociStitched	chr12	68751476	68770910	3	13415	57081.5448	3639.9882	246		MDM1	MDM1	246	1
2_MACS_peak_2318_lociStitched	chr1	181095248	181111882	2	13393	40961.225	3847.4442	247		IER5	IER5	247	1
3_MACS_peak_22754_lociStitched	chr4	38122050	38136710	3	13379	35911.136	2364.658	248	TBC1D1		PTTG2	248	1
5_MACS_peak_33386_lociStitched	chrX	128902084	128921416	5	13310	23612.1048	2120.7204	249	XPNPEP2,SASH3		SASH3	249	1
3_MACS_peak_32147_lociStitched	chr9	117655087	117673858	3	13263	22615.3008	3091.5837	250	TNFSF8		TNFSF8	250	1
1_MACS_peak_18539_lociStitched	chr20	32460551	32473781	1	13231	71076.852	2463.426	251			CHMP4B	251	1
4_MACS_peak_21283_lociStitched	chr3	111838069	111856509	4	13197	18508.228	3147.708	252	GCET2	C3orf52,MIR567	GCET2	252	1
2_MACS_peak_19656_lociStitched	chr22	24178835	24192282	2	13162	84967.5589	2774.1161	253	DERL3	SMARCB1,SLC2A11,MIF	DERL3	253	1
2_MACS_peak_28471_lociStitched	chr7	50343623	50357785	2	13157	30890.1544	2598.727	254	IKZF1		IKZF1	254	1
2_MACS_peak_19617_lociStitched	chr22	23087688	23101908	2	13152	31830.048	2296.53	255			MIR650	255	1
2_MACS_peak_25217_lociStitched	chr5	131790170	131804390	2	13132	46856.322	2767.212	256	C5orf56	IRF1	IRF1	256	1
3_MACS_peak_668_lociStitched	chr1	40030210	40047851	3	13105	16593.1246	3200.0774	257	PABPC4,SNORA55	PPIEL	PABPC4	257	1
1_MACS_peak_7628_lociStitched	chr12	92853878	92866922	1	13045	47341.8936	2312.7012	258		CLLU1,CLLU1OS	CLLU1OS	258	1
2_MACS_peak_18552_lociStitched	chr20	32989181	33005973	2	13036	31647.8824	3195.5176	259	ITCH	MIR644	ITCH	259	1
2_MACS_peak_26232_lociStitched	chr6	26354994	26368111	2	13017	53311.4231	2772.9338	260	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	260	1
1_MACS_peak_30977_lociStitched	chr8	137188534	137201548	1	13015	40066.2018	2627.5266	261			KHDRBS3	261	1
1_MACS_peak_26198_lociStitched	chr6	25402716	25415707	1	12992	107805.8135	2811.2524	262	LRRC16A		LRRC16A	262	1
5_MACS_peak_6922_lociStitched	chr12	33037636	33060643	5	12988	17878.7397	3837.5676	263	PKP2		PKP2	263	1
4_MACS_peak_31044_lociStitched	chr8	145009228	145027905	4	12980	23473.2536	2441.0839	264	PLEC,MIR661	GRINA,PARP10	PLEC	264	1
1_MACS_peak_413_lociStitched	chr1	27018264	27031231	1	12968	29717.7706	2500.0376	265	ARID1A		ARID1A	265	1
2_MACS_peak_22851_lociStitched	chr4	48191150	48206607	2	12967	38265.3492	2663.2411	266	TEC		TXK	266	1
2_MACS_peak_32929_lociStitched	chrX	48790358	48805051	2	12912	54303.8587	1620.6379	267	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	267	1
1_MACS_peak_15933_lociStitched	chr2	43444063	43456864	1	12802	48031.9122	2210.7327	268	LOC100129726,ZFP36L2		ZFP36L2	268	1
3_MACS_peak_20711_lociStitched	chr3	46577553	46592057	3	12773	53638.6928	2645.5296	269	LRRC2	RTP3,TDGF1	LRRC2	269	1
4_MACS_peak_13891_lociStitched	chr18	42288769	42307248	4	12763	16638.4916	2862.3971	270	SETBP1		SETBP1	270	1
2_MACS_peak_3015_lociStitched	chr1	226839011	226852690	2	12718	52576.6044	3827.3842	271	ITPKB		ITPKB	271	1
4_MACS_peak_18751_lociStitched	chr20	43672522	43693816	4	12717	24945.921	3264.3702	272	STK4	KCNS1,WFDC5	KCNS1	272	1
3_MACS_peak_18746_lociStitched	chr20	43587666	43609255	3	12677	26366.6457	3916.2446	273	STK4,TOMM34	PABPC1L	STK4	273	1
4_MACS_peak_25550_lociStitched	chr5	156305432	156322140	4	12665	21219.16	2365.8528	274		PPP1R2P3,LOC100286948	PPP1R2P3	274	1
1_MACS_peak_17674_lociStitched	chr2	202116007	202128666	1	12660	58447.8689	2441.9211	275	CASP8		CASP8	275	1
3_MACS_peak_17596_lociStitched	chr2	197088411	197107626	3	12655	23015.727	3135.888	276	HECW2		STK17B	276	1
2_MACS_peak_5706_lociStitched	chr11	71413836	71427203	2	12612	41360.1714	2923.3629	277			FAM86C	277	1
3_MACS_peak_10304_lociStitched	chr15	63765110	63780671	3	12603	21486.6288	2642.2578	278		USP3	USP3	278	1
4_MACS_peak_9906_lociStitched	chr15	38360684	38380813	4	12593	47337.3693	3250.8335	279			TMCO5A	279	1
3_MACS_peak_19945_lociStitched	chr22	39459013	39474390	3	12577	29992.8385	2460.32	280	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	280	1
3_MACS_peak_32808_lociStitched	chrX	39953099	39969525	3	12572	19949.377	1070.9752	281	BCOR		BCOR	281	1
5_MACS_peak_5856_lociStitched	chr11	82666425	82690313	5	12543	26052.2528	3585.5888	282			C11orf82	282	1
1_MACS_peak_15913_lociStitched	chr2	42322950	42335485	1	12536	59083.7225	2617.308	283		PKDCC	PKDCC	283	1
3_MACS_peak_27313_lociStitched	chr6	117858862	117877603	3	12530	27309.3852	2871.1212	284	DCBLD1	GOPC	GOPC	284	1
4_MACS_peak_4046_lociStitched	chr10	74006465	74024662	4	12440	29298.9897	2951.5534	285		ANAPC16,DDIT4,ASCC1	DDIT4	285	1
1_MACS_peak_13770_lociStitched	chr18	22928865	22941285	1	12421	17851.266	1733.832	286	ZNF521		ZNF521	286	1
3_MACS_peak_18293_lociStitched	chr20	9479527	9498874	3	12399	40953.7296	3058.7607	287	C20orf103		C20orf103	287	1
3_MACS_peak_10508_lociStitched	chr15	75352736	75371004	3	12396	39869.91	3339.3904	288		PPCDC	PPCDC	288	1
1_MACS_peak_17439_lociStitched	chr2	182168306	182180656	1	12351	98561.645	2563.86	289			ITGA4	289	1
4_MACS_peak_18587_lociStitched	chr20	34673538	34690327	4	12318	14582.9254	2812.1575	290		EPB41L1,LOC647979	EPB41L1	290	1
3_MACS_peak_10093_lociStitched	chr15	46994128	47008692	3	12314	23094.1348	2416.1676	291			SEMA6D	291	1
3_MACS_peak_30012_lociStitched	chr8	29403796	29419380	3	12313	47461.072	2457.5968	292			C8orf75	292	1
1_MACS_peak_22086_lociStitched	chr3	178229278	178241579	1	12302	78828.4983	3130.6045	293		KCNMB2	KCNMB2	293	1
3_MACS_peak_1638_lociStitched	chr1	145182635	145199051	3	12262	25269.1488	7431.5232	294		NOTCH2NL	NOTCH2NL	294	1
1_MACS_peak_18908_lociStitched	chr20	52267649	52279897	1	12249	52365.0992	2483.8944	295			ZNF217	295	1
3_MACS_peak_11911_lociStitched	chr16	81841508	81857675	3	12177	27136.3095	1589.2161	296	PLCG2		PLCG2	296	1
4_MACS_peak_15721_lociStitched	chr2	27293459	27310798	4	12171	16607.2942	2632.0602	297	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	297	1
4_MACS_peak_27499_lociStitched	chr6	135322806	135344122	4	12161	28265.016	3269.8744	298	HBS1L	MIR3662,HBS1L	MIR3662	298	1
3_MACS_peak_22141_lociStitched	chr3	182097857	182113528	3	12159	19146.8278	3214.1221	299			ATP11B	299	1
3_MACS_peak_314_lociStitched	chr1	23849906	23867233	3	12156	53018.8873	3444.6076	300	E2F2	ASAP3,ID3	E2F2	300	1
3_MACS_peak_2658_lociStitched	chr1	205242169	205258981	3	12140	54238.8744	4382.8884	301	TMCC2	NUAK2	NUAK2	301	1
2_MACS_peak_10234_lociStitched	chr15	58581879	58595860	2	12124	52623.0859	2448.0731	302			LIPC	302	1
2_MACS_peak_24994_lociStitched	chr5	109023833	109037426	2	12077	25587.4632	2679.1803	303	MAN2A1		MAN2A1	303	1
4_MACS_peak_23043_lociStitched	chr4	76022950	76044093	4	12035	45567.3936	3294.0794	304			PARM1	304	1
3_MACS_peak_18969_lociStitched	chr20	55957926	55975712	3	12032	22625.5706	2822.6382	305	RBM38	RAE1,MTRNR2L3	RBM38	305	1
2_MACS_peak_8415_lociStitched	chr13	46269180	46281342	2	12009	34537.6476	1320.7932	306	SPERT		SPERT	306	1
2_MACS_peak_19705_lociStitched	chr22	27003138	27015223	2	11997	36155.903	1998.859	307	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	307	1
5_MACS_peak_24812_lociStitched	chr5	87954465	87976803	5	11978	41242.6494	3319.4268	308	LOC645323,MIR9-2		MIR9-2	308	1
2_MACS_peak_21946_lociStitched	chr3	169656099	169668474	2	11967	65224.9125	3519.45	309	SAMD7,LOC100128164	SEC62	LOC100128164	309	1
2_MACS_peak_14928_lociStitched	chr19	35694250	35708285	2	11966	46927.426	2576.826	310		FXYD5,LSR,FAM187B	FAM187B	310	1
4_MACS_peak_26138_lociStitched	chr6	20197449	20214241	4	11945	18674.3832	2585.968	311	MBOAT1		MBOAT1	311	1
1_MACS_peak_25851_lociStitched	chr6	388937	400877	1	11941	20857.986	2165.916	312	IRF4		IRF4	312	1
4_MACS_peak_20400_lociStitched	chr3	20080056	20098731	4	11940	17722.575	2872.215	313	KAT2B	C3orf48	KAT2B	313	1
2_MACS_peak_24796_lociStitched	chr5	86408037	86420404	2	11934	40552.6297	2423.932	314	MIR4280		MIR4280	314	1
3_MACS_peak_29116_lociStitched	chr7	110713435	110734277	3	11931	26565.2132	4283.031	315	LRRN3,IMMP2L		LRRN3	315	1
2_MACS_peak_18741_lociStitched	chr20	43269992	43282314	2	11898	35459.0194	2349.8054	316	ADA	LOC79015	ADA	316	1
2_MACS_peak_11285_lociStitched	chr16	23342850	23354836	2	11884	78748.02	2780.752	317	SCNN1B		SCNN1B	317	1
2_MACS_peak_18363_lociStitched	chr20	17826291	17840398	2	11870	43285.9188	2322.0122	318			SNORD17	318	1
2_MACS_peak_24125_lociStitched	chr5	6475337	6487852	2	11866	71394.3205	2538.042	319	UBE2QL1		UBE2QL1	319	1
4_MACS_peak_26183_lociStitched	chr6	25162780	25180389	4	11853	23097.7253	2944.2248	320		CMAH	CMAH	320	1
5_MACS_peak_2715_lociStitched	chr1	206986556	207007704	5	11849	15913.87	4764.6444	321	IL19	IL20,IL10	IL19	321	1
2_MACS_peak_23160_lociStitched	chr4	84132168	84145312	2	11843	45089.1776	2351.4616	322			COQ2	322	1
4_MACS_peak_18082_lociStitched	chr2	238599862	238613243	4	11834	13858.7017	1206.9662	323	LRRFIP1		LRRFIP1	323	1
2_MACS_peak_25110_lociStitched	chr5	121647063	121661624	2	11831	15657.4433	2117.1694	324	SNCAIP		SNCAIP	324	1
3_MACS_peak_25929_lociStitched	chr6	5866261	5880147	3	11794	18380.8982	2353.677	325			NRN1	325	1
2_MACS_peak_20681_lociStitched	chr3	46129407	46141498	2	11781	31638.5197	2310.5901	326			XCR1	326	1
4_MACS_peak_32592_lociStitched	chrX	10074035	10091226	4	11764	32769.4842	1877.2572	327	WWC3	CLCN4	CLCN4	327	1
3_MACS_peak_627_lociStitched	chr1	37930719	37946594	3	11742	24641.175	2754.3125	328	ZC3H12A	MEAF6	ZC3H12A	328	1
1_MACS_peak_8817_lociStitched	chr13	114556472	114568210	1	11739	48922.8102	2522.4962	329	GAS6	FLJ44054,GAS6	GAS6	329	1
2_MACS_peak_17979_lociStitched	chr2	231725695	231739708	2	11716	33688.6533	1341.0441	330	ITM2C		ITM2C	330	1
3_MACS_peak_19438_lociStitched	chr21	45195093	45210572	3	11710	33725.6452	3622.086	331	RRP1,CSTB	LOC284837	CSTB	331	1
1_MACS_peak_25391_lociStitched	chr5	142774385	142786081	1	11697	28024.7856	1678.376	332	NR3C1		NR3C1	332	1
3_MACS_peak_25958_lociStitched	chr6	7134933	7148153	3	11689	26514.032	2472.14	333	RREB1		RREB1	333	1
2_MACS_peak_17135_lociStitched	chr2	153913761	153929165	2	11658	29466.3116	2515.4732	334			ARL6IP6	334	1
1_MACS_peak_4555_lociStitched	chr10	112214528	112226179	1	11652	72015.9961	2500.3046	335		DUSP5	DUSP5	335	1
3_MACS_peak_26392_lociStitched	chr6	31694529	31709281	3	11645	40864.5152	2867.7888	336	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	336	1
3_MACS_peak_4547_lociStitched	chr10	112112403	112129054	3	11629	97619.8177	3178.6759	337		SMNDC1	SMNDC1	337	1
4_MACS_peak_17666_lociStitched	chr2	202039970	202060271	4	11604	18212.0271	3398.3874	338	CASP10	CASP8	CASP10	338	1
3_MACS_peak_11862_lociStitched	chr16	78792940	78805286	3	11602	13995.4256	1346.9486	339	WWOX		WWOX	339	1
3_MACS_peak_27337_lociStitched	chr6	119774076	119789551	3	11585	17715.78	2494.57	340			MAN1A1	340	1
1_MACS_peak_7128_lociStitched	chr12	51311787	51323338	1	11552	31483.4056	2411.8488	341	METTL7A	HIGD1C	METTL7A	341	1
3_MACS_peak_3141_lociStitched	chr1	234734113	234750105	3	11546	47397.0896	3865.2664	342	IRF2BP2	NCRNA00184	IRF2BP2	342	1
3_MACS_peak_26025_lociStitched	chr6	11722233	11736148	3	11542	34400.663	2302.9325	343	C6orf105		C6orf105	343	1
4_MACS_peak_15235_lociStitched	chr19	48823383	48837975	4	11534	23567.5392	2665.9584	344	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	344	1
3_MACS_peak_1475_lociStitched	chr1	112134438	112148606	3	11508	29426.936	1377.1296	345	LOC100129269	RAP1A,ADORA3	LOC100129269	345	1
2_MACS_peak_6146_lociStitched	chr11	115089614	115102717	2	11505	63427.6921	2249.7851	346	CADM1		CADM1	346	1
2_MACS_peak_11677_lociStitched	chr16	66548914	66560907	2	11499	80837.6172	2584.4915	347	TK2	CKLF,CMTM1	TK2	347	1
1_MACS_peak_25448_lociStitched	chr5	148204498	148215990	1	11493	31875.3604	2608.684	348	ADRB2		ADRB2	348	1
2_MACS_peak_1921_lociStitched	chr1	155902971	155919028	2	11470	23191.1251	3734.8582	349	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	349	1
2_MACS_peak_1237_lociStitched	chr1	87791532	87803272	2	11469	17005.39	1668.254	350	LMO4		LMO4	350	1
3_MACS_peak_14343_lociStitched	chr19	2254610	2271808	3	11381	29726.743	3764.6422	351	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	351	1
3_MACS_peak_24517_lociStitched	chr5	58852760	58866378	3	11357	30343.6276	1962.3538	352	PDE4D		PDE4D	352	1
4_MACS_peak_2601_lociStitched	chr1	203236214	203248574	4	11355	36068.952	3585.636	353		BTG2,CHIT1,LOC730227	LOC730227	353	1
1_MACS_peak_2760_lociStitched	chr1	209274318	209285662	1	11345	77190.248	3212.6208	354			LOC642587	354	1
1_MACS_peak_27202_lociStitched	chr6	108986350	108997679	1	11330	35319.2904	1846.627	355	FOXO3		NCRNA00222	355	1
3_MACS_peak_22774_lociStitched	chr4	38982438	38999637	3	11329	34459.9164	2839.5549	356	TMEM156	KLHL5	TMEM156	356	1
3_MACS_peak_14530_lociStitched	chr19	10329219	10348020	3	11328	30102.2811	2904.7545	357	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	357	1
5_MACS_peak_21988_lociStitched	chr3	171850763	171872099	5	11326	13014.96	4320.54	358	FNDC3B		FNDC3B	358	1
4_MACS_peak_30066_lociStitched	chr8	33410043	33428326	4	11320	29108.3643	2936.2498	359	RNF122	C8orf41,DUSP26	RNF122	359	1
4_MACS_peak_16725_lociStitched	chr2	109829226	109843319	4	11308	26665.3653	2486.0052	360	SH3RF3		MIR4265	360	1
2_MACS_peak_5219_lociStitched	chr11	35183311	35197086	2	11307	22133.67	2611.74	361	CD44		CD44	361	1
1_MACS_peak_16798_lociStitched	chr2	112455454	112466752	1	11299	67764.2742	2533.0116	362			ANAPC1	362	1
2_MACS_peak_10223_lociStitched	chr15	56656142	56667522	2	11258	58977.988	2215.686	363	TEX9		TEX9	363	1
5_MACS_peak_17508_lociStitched	chr2	188846306	188860323	5	11258	10071.2145	1911.9188	364			GULP1	364	1
2_MACS_peak_27435_lociStitched	chr6	130833348	130848445	2	11251	23134.6428	2269.0791	365			TMEM200A	365	1
3_MACS_peak_24474_lociStitched	chr5	55953602	55969220	3	11250	21505.986	2411.4192	366			MAP3K1	366	1
3_MACS_peak_1505_lociStitched	chr1	115236437	115251609	3	11238	26153.4936	1312.378	367	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	367	1
1_MACS_peak_2700_lociStitched	chr1	206727429	206738641	1	11213	40585.1976	3414.054	368	RASSF5	LGTN	RASSF5	368	1
4_MACS_peak_22127_lociStitched	chr3	181416967	181433243	4	11209	20454.0492	2845.0448	369	SOX2OT,SOX2		SOX2	369	1
3_MACS_peak_10191_lociStitched	chr15	52959351	52977415	3	11205	22021.8224	3020.3008	370	KIAA1370		KIAA1370	370	1
4_MACS_peak_17552_lociStitched	chr2	192481680	192503783	4	11199	15182.5507	3571.8448	371		OBFC2A	OBFC2A	371	1
1_MACS_peak_22794_lociStitched	chr4	40301465	40312652	1	11188	29296.5156	2344.7952	372		CHRNA9	CHRNA9	372	1
6_MACS_peak_16518_lociStitched	chr2	87806599	87821153	6	11188	9781.7434	1973.5224	373	NCRNA00152		NCRNA00152	373	1
4_MACS_peak_21758_lociStitched	chr3	151985413	152001802	4	11171	19184.9634	2981.1591	374	MBNL1,LOC401093	MBNL1	LOC401093	374	1
3_MACS_peak_30474_lociStitched	chr8	81068026	81084656	3	11126	16550.176	2561.02	375	TPD52		TPD52	375	1
4_MACS_peak_6543_lociStitched	chr12	7022681	7038362	4	11122	18448.6965	2570.1159	376	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	376	1
1_MACS_peak_26030_lociStitched	chr6	11826998	11838118	1	11121	69854.728	2122.808	377		C6orf105	C6orf105	377	1
4_MACS_peak_14656_lociStitched	chr19	13943831	13961992	4	11094	29177.4626	2544.3561	378	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	378	1
3_MACS_peak_773_lociStitched	chr1	44289650	44305851	3	11084	23906.1956	2441.4907	379	ST3GAL3		ARTN	379	1
3_MACS_peak_21200_lociStitched	chr3	101495456	101513628	3	11073	25030.1128	3005.6488	380	FAM55C	NFKBIZ	FAM55C	380	1
2_MACS_peak_702_lociStitched	chr1	40846419	40858422	2	11065	22320.7788	2274.5685	381	SMAP2	SMAP2	SMAP2	381	1
3_MACS_peak_32175_lociStitched	chr9	123652726	123667921	3	11057	34412.1165	2420.5635	382	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	382	1
4_MACS_peak_14622_lociStitched	chr19	12885537	12905527	4	11038	16091.95	2966.516	383	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	383	1
