REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_1749_lociStitched	chr1	150120961	150123959	1	2999	4964.388199999999	521.0524
1_MACS_peak_28268_lociStitched	chr7	34793544	34796542	1	2999	2824.116	553.131
1_MACS_peak_33152_lociStitched	chrX	78177602	78180600	1	2999	8123.680600000001	269.22040000000004
1_MACS_peak_14731_lociStitched	chr19	16737742	16740739	1	2998	4862.6325	416.2833
1_MACS_peak_19659_lociStitched	chr22	24235345	24238342	1	2998	5657.4369	536.1633
1_MACS_peak_23003_lociStitched	chr4	73432582	73435579	1	2998	4604.2911	544.2552000000001
1_MACS_peak_27060_lociStitched	chr6	91062655	91065652	1	2998	3182.5143000000003	391.1085
1_MACS_peak_31160_lociStitched	chr9	4983670	4986667	1	2998	7285.1076	780.4188
1_MACS_peak_2414_lociStitched	chr1	186786827	186789823	1	2997	5266.968	759.7855999999999
1_MACS_peak_9459_lociStitched	chr14	86167361	86170357	1	2997	2625.9939999999997	308.58799999999997
1_MACS_peak_17998_lociStitched	chr2	232476534	232479530	1	2997	4836.4428	309.4868
1_MACS_peak_13111_lociStitched	chr17	59394515	59397510	1	2996	4558.6895	612.777
1_MACS_peak_26863_lociStitched	chr6	74179905	74182900	1	2996	6505.4394999999995	413.6095
1_MACS_peak_3188_lociStitched	chr1	239791972	239794966	1	2995	6155.9634	407.4834
1_MACS_peak_15444_lociStitched	chr2	191138	194132	1	2995	2203.8833999999997	345.807
2_MACS_peak_25904_lociStitched	chr6	4134264	4137258	2	2829	3334.4177999999997	629.3388
1_MACS_peak_3421_lociStitched	chr10	12083443	12086436	1	2994	12525.4057	577.3497
1_MACS_peak_16503_lociStitched	chr2	87301956	87304949	1	2994	6340.3712	558.4938
1_MACS_peak_27334_lociStitched	chr6	119467302	119470295	1	2994	5613.6708	604.8853
1_MACS_peak_29005_lociStitched	chr7	102232422	102235415	1	2994	2846.343	786.8597000000001
1_MACS_peak_1249_lociStitched	chr1	89148392	89151384	1	2993	3905.1584	602.2896000000001
1_MACS_peak_22964_lociStitched	chr4	68799396	68802388	1	2993	3194.8576000000003	521.2064
1_MACS_peak_29712_lociStitched	chr8	6564864	6567856	1	2993	5020.576	514.0256
1_MACS_peak_754_lociStitched	chr1	43422415	43425406	1	2992	3290.6982000000003	437.2842
1_MACS_peak_8599_lociStitched	chr13	78501472	78504463	1	2992	3280.8278999999998	422.9274
1_MACS_peak_14900_lociStitched	chr19	33862873	33865864	1	2992	2861.1906	428.01210000000003
1_MACS_peak_16693_lociStitched	chr2	106530146	106533137	1	2992	4737.1458	751.3391999999999
1_MACS_peak_22108_lociStitched	chr3	179369840	179372831	1	2992	7464.3396	663.1047
1_MACS_peak_24000_lociStitched	chr4	186333047	186336038	1	2992	4359.0834	636.1857
1_MACS_peak_2543_lociStitched	chr1	200834581	200837571	1	2991	7243.275	712.517
1_MACS_peak_4050_lociStitched	chr10	74032176	74035166	1	2991	5275.556	669.461
1_MACS_peak_32028_lociStitched	chr9	110044450	110047440	1	2991	8550.503	651.5210000000001
1_MACS_peak_24954_lociStitched	chr5	102453840	102456829	1	2990	7256.6942	508.72779999999995
1_MACS_peak_4138_lociStitched	chr10	79560296	79563284	1	2989	3575.142	467.02439999999996
1_MACS_peak_4898_lociStitched	chr11	6766094	6769082	1	2989	6486.0516	751.1832
2_MACS_peak_27517_lociStitched	chr6	135856978	135859966	2	2381	1324.2816	432.9612
1_MACS_peak_1139_lociStitched	chr1	78443265	78446252	1	2988	7891.3553	842.9314
1_MACS_peak_30226_lociStitched	chr8	53625848	53628835	1	2988	4138.7872	421.167
1_MACS_peak_31542_lociStitched	chr9	66761313	66764300	1	2988	2919.1951	399.6606
1_MACS_peak_13009_lociStitched	chr17	53948438	53951424	1	2987	3700.5498000000002	542.5562
1_MACS_peak_23764_lociStitched	chr4	156828000	156830986	1	2987	6512.466	587.6448
1_MACS_peak_14192_lociStitched	chr18	69826870	69829855	1	2986	6695.6535	494.913
1_MACS_peak_22817_lociStitched	chr4	42489787	42492772	1	2986	2522.325	486.8535
1_MACS_peak_26578_lociStitched	chr6	41166752	41169737	1	2986	4654.808999999999	736.101
1_MACS_peak_478_lociStitched	chr1	28878247	28881231	1	2985	6761.744	714.0712000000001
1_MACS_peak_13495_lociStitched	chr17	79817280	79820264	1	2985	3844.884	584.5656
2_MACS_peak_24808_lociStitched	chr5	87436492	87439476	2	2744	1383.084	526.0792
1_MACS_peak_566_lociStitched	chr1	33456960	33459943	1	2984	3625.2399	571.2445
1_MACS_peak_10043_lociStitched	chr15	44579390	44582373	1	2984	5832.0633	623.1487
1_MACS_peak_11496_lociStitched	chr16	34794208	34797191	1	2984	1941.3364000000001	311.7235
2_MACS_peak_19838_lociStitched	chr22	36308520	36311503	2	2470	1694.9406000000001	452.5211
1_MACS_peak_20568_lociStitched	chr3	39147899	39150882	1	2984	3381.5288	566.4717
1_MACS_peak_6066_lociStitched	chr11	108814151	108817133	1	2983	5876.031	488.4516
1_MACS_peak_11808_lociStitched	chr16	71841553	71844533	1	2981	8165.498	545.042
1_MACS_peak_15974_lociStitched	chr2	45876633	45879613	1	2981	3254.1600000000003	333.462
1_MACS_peak_16057_lociStitched	chr2	54196162	54199142	1	2981	3114.1	491.402
2_MACS_peak_20148_lociStitched	chr22	50328040	50331020	2	2751	3829.002	231.24800000000002
1_MACS_peak_4778_lociStitched	chr11	189617	192596	1	2980	2307.8313000000003	1507.0761
1_MACS_peak_10939_lociStitched	chr16	1358166	1361145	1	2980	9716.3064	432.84870000000006
1_MACS_peak_19892_lociStitched	chr22	38033879	38036858	1	2980	2979.2979	422.42220000000003
1_MACS_peak_8870_lociStitched	chr14	21248220	21251198	1	2979	3815.4136	281.421
1_MACS_peak_10083_lociStitched	chr15	46588617	46591595	1	2979	3391.0486	468.4394
1_MACS_peak_13136_lociStitched	chr17	61817969	61820947	1	2979	7645.4194	635.2074
1_MACS_peak_26511_lociStitched	chr6	35886858	35889836	1	2979	3870.2088000000003	609.5966
1_MACS_peak_24437_lociStitched	chr5	54715636	54718613	1	2978	2192.5605	449.82470000000006
1_MACS_peak_189_lociStitched	chr1	14292475	14295451	1	2977	3580.7232000000004	499.37280000000004
1_MACS_peak_897_lociStitched	chr1	52520029	52523005	1	2977	5893.0752	597.8783999999999
1_MACS_peak_20883_lociStitched	chr3	54686198	54689174	1	2977	3583.4015999999997	395.2128
1_MACS_peak_10228_lociStitched	chr15	57209647	57212622	1	2976	6083.28	478.38
1_MACS_peak_20741_lociStitched	chr3	48128381	48131356	1	2976	2601.935	595.2975
1_MACS_peak_22534_lociStitched	chr4	9970952	9973927	1	2976	5516.84	527.765
1_MACS_peak_23495_lociStitched	chr4	122020076	122023051	1	2976	3790.4475	452.795
1_MACS_peak_5091_lociStitched	chr11	21449062	21452036	1	2975	1623.2091999999998	335.7646
1_MACS_peak_28233_lociStitched	chr7	30633200	30636174	1	2975	4922.5648	579.9300000000001
1_MACS_peak_9925_lociStitched	chr15	38714993	38717966	1	2974	3870.5487000000003	448.3284
2_MACS_peak_12305_lociStitched	chr17	17317013	17319986	2	2646	2245.5069	536.0319
1_MACS_peak_8321_lociStitched	chr13	36764887	36767859	1	2973	3291.1928	240.1376
1_MACS_peak_8740_lociStitched	chr13	103450574	103453546	1	2973	3129.2187999999996	362.28679999999997
1_MACS_peak_24802_lociStitched	chr5	86562431	86565403	1	2973	7483.495999999999	532.2852
1_MACS_peak_35_lociStitched	chr1	1622708	1625679	1	2972	9692.8875	517.5482
1_MACS_peak_1851_lociStitched	chr1	154191940	154194911	1	2972	8785.247	787.6121
1_MACS_peak_4949_lociStitched	chr11	10314313	10317284	1	2972	6647.612499999999	494.3744
1_MACS_peak_28736_lociStitched	chr7	77324807	77327778	1	2972	5385.8288	574.5914
1_MACS_peak_29827_lociStitched	chr8	17185162	17188133	1	2972	5685.6026999999995	649.4606
1_MACS_peak_32292_lociStitched	chr9	130496352	130499323	1	2972	5820.189	556.1712
1_MACS_peak_5029_lociStitched	chr11	16901268	16904238	1	2971	2600.2349999999997	477.27900000000005
1_MACS_peak_6784_lociStitched	chr12	25402311	25405281	1	2971	4244.724	539.055
1_MACS_peak_10754_lociStitched	chr15	90588792	90591761	1	2970	7050.7812	478.8997
1_MACS_peak_23013_lociStitched	chr4	74122928	74125897	1	2970	5538.3726	581.0333
1_MACS_peak_25692_lociStitched	chr5	171432107	171435076	1	2970	6500.0317	595.8783
1_MACS_peak_33090_lociStitched	chrX	70916135	70919104	1	2970	3903.3442999999997	312.0419
1_MACS_peak_23317_lociStitched	chr4	103995605	103998573	1	2969	5755.8424	725.9728
1_MACS_peak_6369_lociStitched	chr11	129304207	129307174	1	2968	3530.73	398.7648
1_MACS_peak_21154_lociStitched	chr3	98360337	98363304	1	2968	5109.7674	540.8841
1_MACS_peak_1269_lociStitched	chr1	90097591	90100557	1	2967	5934.0762	603.8776
1_MACS_peak_1483_lociStitched	chr1	113160472	113163438	1	2967	8729.8278	376.682
2_MACS_peak_12815_lociStitched	chr17	43127490	43130455	2	2949	7576.4645	555.048
1_MACS_peak_6634_lociStitched	chr12	11698159	11701123	1	2965	5411.9676	673.4208
1_MACS_peak_9819_lociStitched	chr15	31506798	31509762	1	2965	13952.7336	552.1931999999999
1_MACS_peak_19259_lociStitched	chr21	34805479	34808443	1	2965	4307.2848	847.4076
2_MACS_peak_32091_lociStitched	chr9	115094568	115097532	2	2925	4722.2447999999995	405.7716
1_MACS_peak_7338_lociStitched	chr12	62652322	62655285	1	2964	7535.7979	661.9341999999999
1_MACS_peak_14219_lociStitched	chr18	72580771	72583734	1	2964	3232.0404	482.0801
1_MACS_peak_18465_lociStitched	chr20	25369765	25372727	1	2963	3991.8873999999996	397.2042
1_MACS_peak_18728_lociStitched	chr20	42837997	42840959	1	2963	4512.0146	635.0528
1_MACS_peak_23780_lociStitched	chr4	159591631	159594593	1	2963	5043.397400000001	800.9247999999999
1_MACS_peak_164_lociStitched	chr1	11984532	11987493	1	2962	2190.8439	480.5703
1_MACS_peak_3221_lociStitched	chr1	243750829	243753790	1	2962	5615.832600000001	764.2341
1_MACS_peak_3334_lociStitched	chr10	4848193	4851154	1	2962	2251.2482999999997	454.80959999999993
1_MACS_peak_10150_lociStitched	chr15	51198685	51201646	1	2962	4808.9601	567.9198
1_MACS_peak_9345_lociStitched	chr14	71352479	71355439	1	2961	4241.976000000001	292.448
1_MACS_peak_9974_lociStitched	chr15	40985723	40988683	1	2961	6973.168	810.448
1_MACS_peak_7267_lociStitched	chr12	57106354	57109313	1	2960	3486.2938	702.4666
1_MACS_peak_7627_lociStitched	chr12	92838157	92841116	1	2960	6300.8946	586.1779
1_MACS_peak_20337_lociStitched	chr3	14987988	14990947	1	2960	6438.784000000001	339.10139999999996
1_MACS_peak_3967_lociStitched	chr10	69643415	69646373	1	2959	3731.5170000000003	569.1192
1_MACS_peak_22365_lociStitched	chr3	196253643	196256601	1	2959	8571.9882	920.5296
1_MACS_peak_7919_lociStitched	chr12	112430709	112433665	1	2957	3030.4911999999995	401.4248
1_MACS_peak_11813_lociStitched	chr16	71927606	71930562	1	2957	5476.8768	570.2124
1_MACS_peak_23550_lociStitched	chr4	129207429	129210385	1	2957	2891.2635999999998	509.3188
1_MACS_peak_1914_lociStitched	chr1	155656853	155659807	1	2955	12612.398399999998	788.4226000000001
1_MACS_peak_17223_lociStitched	chr2	163863955	163866909	1	2955	2838.794	302.78499999999997
1_MACS_peak_19771_lociStitched	chr22	31741507	31744461	1	2955	5194.904399999999	447.82640000000004
1_MACS_peak_19559_lociStitched	chr22	20861184	20864137	1	2954	3744.1087	696.3174
1_MACS_peak_19990_lociStitched	chr22	40597782	40600735	1	2954	2404.9232	558.7076000000001
1_MACS_peak_1135_lociStitched	chr1	78147188	78150140	1	2953	5008.9536	607.5216
1_MACS_peak_7828_lociStitched	chr12	106694915	106697866	1	2952	7417.9287	568.3625999999999
1_MACS_peak_18498_lociStitched	chr20	30944860	30947811	1	2952	6968.1963	431.4362
1_MACS_peak_5958_lociStitched	chr11	95432050	95435000	1	2951	4876.35	508.58
1_MACS_peak_4610_lociStitched	chr10	118607139	118610088	1	2950	3888.8463	632.2656000000001
1_MACS_peak_11478_lociStitched	chr16	33122607	33125556	1	2950	2942.8071	565.0284
1_MACS_peak_29245_lociStitched	chr7	121911934	121914883	1	2950	3430.2768	835.7466
1_MACS_peak_24821_lociStitched	chr5	88366303	88369251	1	2949	6260.0779999999995	437.77799999999996
1_MACS_peak_25714_lociStitched	chr5	172482265	172485213	1	2949	3202.7072000000003	531.5244
1_MACS_peak_16426_lociStitched	chr2	80962712	80965659	1	2948	5696.551	355.4082
1_MACS_peak_19488_lociStitched	chr22	17022671	17025618	1	2948	3083.4461	559.93
1_MACS_peak_19611_lociStitched	chr22	23008839	23011786	1	2948	5440.7514	547.5526
1_MACS_peak_971_lociStitched	chr1	59280191	59283137	1	2947	7737.3744	484.0278
1_MACS_peak_5556_lociStitched	chr11	65353952	65356898	1	2947	10652.736	698.4966000000001
1_MACS_peak_12010_lociStitched	chr16	89786656	89789602	1	2947	3545.8056	194.7306
1_MACS_peak_13384_lociStitched	chr17	75183369	75186315	1	2947	3521.0592	430.99980000000005
1_MACS_peak_22171_lociStitched	chr3	183201766	183204712	1	2947	5564.994	757.1220000000001
1_MACS_peak_27975_lociStitched	chr7	7811978	7814924	1	2947	5130.7536	489.9198
1_MACS_peak_10877_lociStitched	chr15	101140816	101143761	1	2946	2743.2675	571.6245
1_MACS_peak_19091_lociStitched	chr21	15824907	15827852	1	2946	2417.5505	351.3385
1_MACS_peak_22548_lociStitched	chr4	10983575	10986520	1	2946	5005.911	465.31
1_MACS_peak_4621_lociStitched	chr10	120513106	120516050	1	2945	2472.96	640.9088
1_MACS_peak_13072_lociStitched	chr17	57231105	57234049	1	2945	6561.5872	703.9104
1_MACS_peak_20725_lociStitched	chr3	47204118	47207062	1	2945	3801.8816	458.9696
1_MACS_peak_29351_lociStitched	chr7	129250414	129253358	1	2945	6813.2991999999995	706.8544
1_MACS_peak_5505_lociStitched	chr11	64544755	64547698	1	2944	6112.3167	511.7877
1_MACS_peak_7079_lociStitched	chr12	49157854	49160797	1	2944	2195.7723	629.5077
1_MACS_peak_15100_lociStitched	chr19	43000634	43003576	1	2943	5473.8852	546.9178
1_MACS_peak_22383_lociStitched	chr3	197280849	197283791	1	2943	7970.7606	792.869
1_MACS_peak_24045_lociStitched	chr4	190968395	190971337	1	2943	2344.1856	719.319
2_MACS_peak_32507_lociStitched	chr9	140444194	140447136	2	2733	1768.4361999999999	284.4914
1_MACS_peak_14676_lociStitched	chr19	14246192	14249133	1	2942	4760.8908	574.0832
1_MACS_peak_17194_lociStitched	chr2	161521847	161524788	1	2942	5794.6523	574.9655
1_MACS_peak_107_lociStitched	chr1	8937094	8940034	1	2941	5897.934	370.146
1_MACS_peak_15033_lociStitched	chr19	40669151	40672091	1	2941	3396.8759999999997	403.95599999999996
1_MACS_peak_15152_lociStitched	chr19	45594633	45597573	1	2941	7563.15	520.968
1_MACS_peak_26240_lociStitched	chr6	26473061	26476001	1	2941	5066.2080000000005	634.158
1_MACS_peak_3527_lociStitched	chr10	21814178	21817117	1	2940	6378.5117	399.9979
1_MACS_peak_22144_lociStitched	chr3	182129661	182132600	1	2940	2392.0521	510.7982
1_MACS_peak_26448_lociStitched	chr6	33310925	33313864	1	2940	6010.842799999999	622.1863
1_MACS_peak_10855_lociStitched	chr15	99416242	99419180	1	2939	6296.133999999999	554.9882
1_MACS_peak_15658_lociStitched	chr2	24148315	24151253	1	2939	8261.0684	633.139
1_MACS_peak_19378_lociStitched	chr21	42848620	42851558	1	2939	5823.4098	795.3166
1_MACS_peak_16957_lociStitched	chr2	130938344	130941281	1	2938	5859.3150000000005	435.8508
1_MACS_peak_32495_lociStitched	chr9	140134168	140137105	1	2938	3475.6458000000002	474.6192
1_MACS_peak_979_lociStitched	chr1	59432629	59435565	1	2937	6258.377600000001	556.9592
1_MACS_peak_5312_lociStitched	chr11	47235441	47238377	1	2937	12022.0392	642.984
1_MACS_peak_15077_lociStitched	chr19	42386319	42389255	1	2937	4044.6335999999997	470.34720000000004
2_MACS_peak_33547_lociStitched	chrX	152599624	152602560	2	2804	2516.4456	282.7368
1_MACS_peak_406_lociStitched	chr1	26797823	26800757	1	2935	8037.9864	470.61359999999996
1_MACS_peak_1246_lociStitched	chr1	88336610	88339544	1	2935	5008.9248	494.6724
1_MACS_peak_12312_lociStitched	chr17	17584297	17587231	1	2935	3482.3646000000003	278.4366
1_MACS_peak_15922_lociStitched	chr2	43036317	43039251	1	2935	10684.161	595.0152
1_MACS_peak_29267_lociStitched	chr7	123633985	123636919	1	2935	4706.136	547.4843999999999
1_MACS_peak_21924_lociStitched	chr3	167740983	167743916	1	2934	4086.5489	921.5486
1_MACS_peak_30190_lociStitched	chr8	49861151	49864084	1	2934	4472.5317	563.7226
1_MACS_peak_8959_lociStitched	chr14	24834887	24837819	1	2933	3692.8540000000003	182.3704
1_MACS_peak_26768_lociStitched	chr6	56457521	56460453	1	2933	2946.3668	575.2584
1_MACS_peak_17258_lociStitched	chr2	167230416	167233347	1	2932	3985.8669000000004	582.9759
2_MACS_peak_23963_lociStitched	chr4	185434805	185437736	2	2158	1376.1045	299.5482
1_MACS_peak_24594_lociStitched	chr5	66124162	66127093	1	2932	2167.7676	566.8553999999999
1_MACS_peak_11757_lociStitched	chr16	69219754	69222684	1	2931	4450.963	673.9
1_MACS_peak_31960_lociStitched	chr9	102612770	102615700	1	2931	3293.0269999999996	601.529
1_MACS_peak_14551_lociStitched	chr19	10704379	10707308	1	2930	1819.2019	490.3146
1_MACS_peak_20220_lociStitched	chr3	4533944	4536873	1	2930	2164.2381	586.9716
1_MACS_peak_29439_lociStitched	chr7	138792742	138795671	1	2930	6801.138	827.1496
1_MACS_peak_10652_lociStitched	chr15	83618472	83621400	1	2929	2275.6416	618.6863999999999
1_MACS_peak_24872_lociStitched	chr5	91839479	91842406	1	2928	2409.7991	536.2264
1_MACS_peak_26562_lociStitched	chr6	37785743	37788670	1	2928	7412.3348	459.2463
1_MACS_peak_26926_lociStitched	chr6	80889704	80892631	1	2928	5051.7092999999995	519.5425
1_MACS_peak_532_lociStitched	chr1	32420001	32422927	1	2927	3039.2362	496.2496
1_MACS_peak_5863_lociStitched	chr11	82743997	82746923	1	2927	3940.4442	524.3392
1_MACS_peak_28011_lociStitched	chr7	10978736	10981662	1	2927	11848.5444	584.3222
1_MACS_peak_10972_lociStitched	chr16	2477828	2480753	1	2926	6697.665	608.4
1_MACS_peak_13503_lociStitched	chr17	79979405	79982330	1	2926	3941.7299999999996	489.3525
1_MACS_peak_27031_lociStitched	chr6	90006754	90009679	1	2926	7684.56	680.355
1_MACS_peak_5862_lociStitched	chr11	82716991	82719915	1	2925	4404.7136	549.712
1_MACS_peak_11970_lociStitched	chr16	88101650	88104574	1	2925	7316.7252	338.5992
1_MACS_peak_7507_lociStitched	chr12	79015271	79018194	1	2924	5526.8084	500.4176
1_MACS_peak_14003_lociStitched	chr18	49287698	49290621	1	2924	4638.2164	480.2489
2_MACS_peak_21484_lociStitched	chr3	126700344	126703267	2	2611	4364.9159	307.2073
1_MACS_peak_4885_lociStitched	chr11	6116257	6119179	1	2923	5001.003	582.0623999999999
1_MACS_peak_9496_lociStitched	chr14	91094927	91097849	1	2923	1995.4337999999998	284.31059999999997
1_MACS_peak_16242_lociStitched	chr2	65831913	65834835	1	2923	4939.0566	395.3466
1_MACS_peak_16361_lociStitched	chr2	73459634	73462556	1	2923	4411.0512	700.4034
1_MACS_peak_30065_lociStitched	chr8	33369756	33372678	1	2923	5230.0878	561.3162
1_MACS_peak_4268_lociStitched	chr10	91109956	91112877	1	2922	2878.6455	609.0285
1_MACS_peak_10789_lociStitched	chr15	91497658	91500579	1	2922	8217.0651	534.543
1_MACS_peak_12333_lociStitched	chr17	18227837	18230758	1	2922	4283.0623	667.1564
2_MACS_peak_30238_lociStitched	chr8	54754827	54757748	2	2771	3092.4627	570.4713
1_MACS_peak_12658_lociStitched	chr17	37893522	37896442	1	2921	4177.352	389.52799999999996
1_MACS_peak_13228_lociStitched	chr17	66506988	66509908	1	2921	6947.264	750.44
1_MACS_peak_23616_lociStitched	chr4	140373427	140376347	1	2921	6127.62	675.98
1_MACS_peak_17809_lociStitched	chr2	214014739	214017658	1	2920	3576.6507	534.7608
1_MACS_peak_18821_lociStitched	chr20	46987237	46990156	1	2920	7829.3418	390.2703
1_MACS_peak_21102_lociStitched	chr3	88106722	88109641	1	2920	5331.5535	530.3823
1_MACS_peak_26346_lociStitched	chr6	30522971	30525890	1	2920	5369.5005	596.6436
1_MACS_peak_7364_lociStitched	chr12	65173685	65176603	1	2919	3741.1678	423.6936
1_MACS_peak_17616_lociStitched	chr2	198157213	198160131	1	2919	4391.8818	436.241
1_MACS_peak_16705_lociStitched	chr2	109149539	109152456	1	2918	2788.652	459.71919999999994
1_MACS_peak_5175_lociStitched	chr11	33643185	33646101	1	2917	7286.500800000001	576.4932
1_MACS_peak_8453_lociStitched	chr13	50017072	50019988	1	2917	4693.5936	444.69
1_MACS_peak_16133_lociStitched	chr2	61696744	61699660	1	2917	3513.4884	445.27320000000003
1_MACS_peak_20595_lociStitched	chr3	41011956	41014872	1	2917	4410.7416	439.4412
1_MACS_peak_22120_lociStitched	chr3	180395474	180398390	1	2917	2806.3584	854.0964
1_MACS_peak_18845_lociStitched	chr20	48531231	48534146	1	2916	6877.3595000000005	670.45
1_MACS_peak_23998_lociStitched	chr4	186282194	186285109	1	2916	6256.755999999999	510.70799999999997
1_MACS_peak_27539_lociStitched	chr6	137735586	137738501	1	2916	4036.9835000000003	583.583
1_MACS_peak_29171_lociStitched	chr7	115849782	115852697	1	2916	9894.3845	746.5314999999999
1_MACS_peak_29369_lociStitched	chr7	130596734	130599649	1	2916	4914.9815	964.865
1_MACS_peak_10111_lociStitched	chr15	48622655	48625569	1	2915	8756.57	469.7368
1_MACS_peak_13753_lociStitched	chr18	21755830	21758744	1	2915	8493.4358	618.0594
1_MACS_peak_22893_lociStitched	chr4	56411283	56414197	1	2915	5011.2058	549.8718
1_MACS_peak_23739_lociStitched	chr4	153855884	153858798	1	2915	2366.168	403.2976
1_MACS_peak_31144_lociStitched	chr9	3757664	3760578	1	2915	3286.7005999999997	446.4248
1_MACS_peak_12776_lociStitched	chr17	41437034	41439947	1	2914	8844.1593	750.9713999999999
1_MACS_peak_18621_lociStitched	chr20	35722737	35725650	1	2914	11246.5104	669.99
1_MACS_peak_4628_lociStitched	chr10	120878552	120881464	1	2913	8138.4576	563.1808
1_MACS_peak_20121_lociStitched	chr22	48090206	48093118	1	2913	4099.5136	624.0416
1_MACS_peak_25610_lociStitched	chr5	159252001	159254913	1	2913	7125.955199999999	534.6432000000001
1_MACS_peak_11581_lociStitched	chr16	55785815	55788726	1	2912	10738.679	558.3298
1_MACS_peak_13121_lociStitched	chr17	60529808	60532719	1	2912	5346.0515000000005	765.5930000000001
1_MACS_peak_13496_lociStitched	chr17	79827831	79830742	1	2912	6061.8664	387.163
1_MACS_peak_18961_lociStitched	chr20	55203170	55206081	1	2912	2983.1928	382.50539999999995
1_MACS_peak_25811_lociStitched	chr5	179231918	179234829	1	2912	4106.8388	312.05920000000003
1_MACS_peak_1217_lociStitched	chr1	86712048	86714958	1	2911	5085.5160000000005	536.313
1_MACS_peak_5098_lociStitched	chr11	22655125	22658035	1	2911	3386.076	496.446
1_MACS_peak_17269_lociStitched	chr2	169311743	169314653	1	2911	3492.8729999999996	512.742
1_MACS_peak_27238_lociStitched	chr6	111135247	111138157	1	2911	6292.875	692.871
1_MACS_peak_28396_lociStitched	chr7	44834932	44837842	1	2911	9222.954	580.836
1_MACS_peak_31361_lociStitched	chr9	33219752	33222662	1	2911	10258.332	678.321
1_MACS_peak_1075_lociStitched	chr1	67894550	67897459	1	2910	7596.5626	660.3430000000001
1_MACS_peak_21569_lociStitched	chr3	132377546	132380455	1	2910	4154.3429	479.4032
1_MACS_peak_29190_lociStitched	chr7	116609375	116612284	1	2910	4002.4930999999997	691.1784
1_MACS_peak_1841_lociStitched	chr1	153916977	153919885	1	2909	8009.2136	1005.8771999999999
1_MACS_peak_26885_lociStitched	chr6	76457280	76460188	1	2909	6206.544400000001	500.46680000000003
1_MACS_peak_4970_lociStitched	chr11	11862420	11865327	1	2908	9024.7815	486.9225
1_MACS_peak_7060_lociStitched	chr12	48296320	48299227	1	2908	3741.5996999999998	551.4579
1_MACS_peak_20336_lociStitched	chr3	14781491	14784398	1	2908	8078.553	461.6316
1_MACS_peak_28209_lociStitched	chr7	29678084	29680991	1	2908	4333.1741999999995	713.9592
2_MACS_peak_572_lociStitched	chr1	33720598	33723504	2	2667	2119.0552	369.64320000000004
1_MACS_peak_1215_lociStitched	chr1	86518201	86521107	1	2907	3322.7203999999997	408.5836
1_MACS_peak_4340_lociStitched	chr10	97003954	97006860	1	2907	3564.209	667.5082
1_MACS_peak_10233_lociStitched	chr15	58560549	58563455	1	2907	4885.8578	575.9692
1_MACS_peak_29008_lociStitched	chr7	102311108	102314014	1	2907	3781.5777999999996	1098.468
1_MACS_peak_32703_lociStitched	chrX	20532492	20535398	1	2907	2725.2468	357.1474
1_MACS_peak_13941_lociStitched	chr18	46359474	46362379	1	2906	4979.751	604.5305000000001
1_MACS_peak_29606_lociStitched	chr7	151328139	151331044	1	2906	5936.077	748.328
1_MACS_peak_32577_lociStitched	chrX	9319131	9322036	1	2906	5161.603999999999	263.4835
1_MACS_peak_16577_lociStitched	chr2	96810107	96813011	1	2905	2694.3312	313.632
1_MACS_peak_29036_lociStitched	chr7	104766478	104769382	1	2905	4109.4504	343.8336
1_MACS_peak_160_lociStitched	chr1	11842968	11845871	1	2904	4108.9062	387.8408
1_MACS_peak_6336_lociStitched	chr11	127121132	127124035	1	2904	4043.879	476.09200000000004
1_MACS_peak_10256_lociStitched	chr15	59456611	59459514	1	2904	3288.8087	401.7752
1_MACS_peak_17020_lociStitched	chr2	136287234	136290137	1	2904	5131.3428	598.5986
1_MACS_peak_23962_lociStitched	chr4	185426189	185429092	1	2904	4573.095899999999	609.9203
1_MACS_peak_30704_lociStitched	chr8	107680039	107682942	1	2904	1594.9082	223.531
1_MACS_peak_3509_lociStitched	chr10	18946851	18949753	1	2903	4659.161	710.4096
1_MACS_peak_15618_lociStitched	chr2	20099597	20102499	1	2903	8278.8256	645.1146
1_MACS_peak_8758_lociStitched	chr13	109566572	109569473	1	2902	10070.8215	624.5853
1_MACS_peak_13486_lociStitched	chr17	79518354	79521254	1	2901	2648.86	644.9599999999999
1_MACS_peak_23612_lociStitched	chr4	140162770	140165670	1	2901	5153.3	560.86
1_MACS_peak_24911_lociStitched	chr5	95996437	95999337	1	2901	5376.89	548.6800000000001
1_MACS_peak_2338_lociStitched	chr1	182583537	182586436	1	2900	5420.840099999999	725.6197000000001
1_MACS_peak_2915_lociStitched	chr1	220700269	220703168	1	2900	3453.5787	526.4584
1_MACS_peak_3579_lociStitched	chr10	25188838	25191737	1	2900	2706.5063999999998	527.0382
2_MACS_peak_21939_lociStitched	chr3	169378547	169381446	2	2849	3825.5204000000003	797.5149
1_MACS_peak_16724_lociStitched	chr2	109809463	109812361	1	2899	4694.180399999999	578.7306
1_MACS_peak_21914_lociStitched	chr3	166216855	166219753	1	2899	5438.6766	525.1176
1_MACS_peak_26016_lociStitched	chr6	11092704	11095602	1	2899	8786.736	605.682
