#08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_ROSE/08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam
#Using cutoff of 16723.5007 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X08_0EWU_0229Kronos_MM1S.KB.6hr.2_H3K18Ac_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
1_MACS_peak_2422_lociStitched	chr1	187152543	187157421	1	4879	16208.1306	1003.8924	2504	0
2_MACS_peak_26388_lociStitched	chr6	31627382	31634650	2	4879	9448.4	1393.2756	2505	0
1_MACS_peak_14285_lociStitched	chr19	1036892	1041769	1	4878	11099.5643	1681.5896	2506	0
1_MACS_peak_2509_lociStitched	chr1	198636605	198641482	1	4878	7476.441	1070.5015	2507	0
2_MACS_peak_3139_lociStitched	chr1	234652187	234660029	2	4878	8949.2904	1835.8122	2508	0
2_MACS_peak_10334_lociStitched	chr15	65169147	65177093	2	4878	5443.01	1021.061	2509	0
2_MACS_peak_3588_lociStitched	chr10	26719004	26728486	2	4873	6700.9294	1123.617	2510	0
2_MACS_peak_18334_lociStitched	chr20	13372241	13377952	2	4871	4591.644	1069.0992	2511	0
1_MACS_peak_19416_lociStitched	chr21	44526532	44531400	1	4869	9834.8204	1295.8616	2512	0
1_MACS_peak_6441_lociStitched	chr12	1530257	1535125	1	4869	16792.6528	1071.9336	2513	0
2_MACS_peak_23542_lociStitched	chr4	128668761	128676462	2	4869	4940.1915	1063.5081	2514	0
1_MACS_peak_21776_lociStitched	chr3	152877300	152882165	1	4866	15671.138	879.1055	2515	0
1_MACS_peak_23314_lociStitched	chr4	103746088	103750952	1	4865	16179.1232	1051.5968	2516	0
1_MACS_peak_13441_lociStitched	chr17	76884350	76889214	1	4865	23347.2	1287.0144	2517	0
2_MACS_peak_16294_lociStitched	chr2	69869339	69876579	2	4865	13168.836	1209.08	2518	0
2_MACS_peak_15514_lociStitched	chr2	9687535	9697202	2	4865	6453.6892	1592.1549	2519	0
2_MACS_peak_2296_lociStitched	chr1	179846159	179853705	2	4864	20845.825	2118.1622	2520	0
1_MACS_peak_22327_lociStitched	chr3	194022291	194027153	1	4863	21335.4284	1195.5658	2521	0
1_MACS_peak_31292_lociStitched	chr9	22101333	22106192	1	4860	5695.7198	549.5529	2522	0
1_MACS_peak_27635_lociStitched	chr6	143264912	143269771	1	4860	6640.3094	403.297	2523	0
1_MACS_peak_16155_lociStitched	chr2	62530613	62535471	1	4859	5649.3682	1012.893	2524	0
2_MACS_peak_14488_lociStitched	chr19	7980946	7986510	2	4859	5166.174	1323.1192	2525	0
1_MACS_peak_16015_lociStitched	chr2	47546031	47550887	1	4857	13734.2248	1118.3368	2526	0
2_MACS_peak_23261_lociStitched	chr4	99849050	99854665	2	4857	8084.477	973.0795	2527	0
2_MACS_peak_30897_lociStitched	chr8	131053133	131059329	2	4856	11815.1524	1052.0808	2528	0
2_MACS_peak_11893_lociStitched	chr16	81458293	81468135	2	4856	6376.6318	851.333	2529	0
2_MACS_peak_3045_lociStitched	chr1	228289371	228298099	2	4855	7492.1152	1815.424	2530	0
1_MACS_peak_24931_lociStitched	chr5	99278371	99283224	1	4854	17644.5374	1038.542	2531	0
2_MACS_peak_28936_lociStitched	chr7	99814835	99820222	2	4853	8207.0945	1038.0749	2532	0
1_MACS_peak_11402_lociStitched	chr16	30193723	30198573	1	4851	15614.575	991.825	2533	0
2_MACS_peak_25223_lociStitched	chr5	131855688	131862917	2	4850	7621.5347	1181.2186	2534	0
1_MACS_peak_30741_lociStitched	chr8	118397175	118402022	1	4848	10498.1173	798.7856	2535	0
2_MACS_peak_28413_lociStitched	chr7	45484654	45491767	2	4848	4941.4011	959.5437	2536	0
1_MACS_peak_1800_lociStitched	chr1	151808587	151813433	1	4847	7952.7706	1297.2742	2537	0
2_MACS_peak_2583_lociStitched	chr1	202530147	202536438	2	4844	5708.4534	1221.0831	2538	0
3_MACS_peak_27830_lociStitched	chr6	167363017	167372451	3	4844	6243.4212	778.305	2539	0
3_MACS_peak_442_lociStitched	chr1	27757314	27766118	3	4843	3539.208	1418.3244	2540	0
1_MACS_peak_815_lociStitched	chr1	45983796	45988637	1	4842	7243.5883	804.5742	2541	0
1_MACS_peak_19395_lociStitched	chr21	43536058	43540897	1	4840	8570.3529	1337.4996	2542	0
2_MACS_peak_29387_lociStitched	chr7	133729247	133737339	2	4840	5506.606	1616.7816	2543	0
1_MACS_peak_6368_lociStitched	chr11	129285031	129289867	1	4837	14136.5952	796.9728	2544	0
3_MACS_peak_33552_lociStitched	chrX	152988561	152997401	3	4834	3844.516	694.824	2545	0
1_MACS_peak_22137_lociStitched	chr3	181670874	181675705	1	4832	19630.2854	1291.8094	2546	0
1_MACS_peak_30170_lociStitched	chr8	42945128	42949957	1	4830	11135.1911	1017.4703	2547	0
2_MACS_peak_25829_lociStitched	chr5	180644103	180651474	2	4830	8726.5269	1484.5194	2548	0
2_MACS_peak_26152_lociStitched	chr6	21587232	21595870	2	4830	6279.826	1357.8936	2549	0
3_MACS_peak_9626_lociStitched	chr14	102780050	102786969	3	4826	4595.5998	679.4458	2550	0
4_MACS_peak_32513_lociStitched	chr9	140500020	140514546	4	4825	5303.4426	1769.2668	2551	0
2_MACS_peak_25188_lociStitched	chr5	130499006	130507598	2	4824	9336.0672	1600.6896	2552	0
1_MACS_peak_4090_lociStitched	chr10	75715549	75720371	1	4823	3862.422	725.711	2553	0
2_MACS_peak_21178_lociStitched	chr3	100210597	100216941	2	4823	4624.776	1075.308	2554	0
1_MACS_peak_1530_lociStitched	chr1	117109879	117114699	1	4821	7035.272	534.538	2555	0
1_MACS_peak_19441_lociStitched	chr21	45283011	45287830	1	4820	8265.5488	936.8136	2556	0
2_MACS_peak_52_lociStitched	chr1	2343004	2347990	2	4820	5076.7452	794.2698	2557	0
1_MACS_peak_22074_lociStitched	chr3	177254215	177259033	1	4819	15508.6602	1336.0314	2558	0
3_MACS_peak_365_lociStitched	chr1	25558193	25567310	3	4819	7858.854	1539.8613	2559	0
1_MACS_peak_18703_lociStitched	chr20	42377828	42382645	1	4818	26395.7149	1205.2134	2560	0
3_MACS_peak_13405_lociStitched	chr17	75859530	75873054	3	4816	4423.7004	1795.9872	2561	0
2_MACS_peak_18559_lociStitched	chr20	33291110	33298798	2	4815	5377.756	1376.152	2562	0
1_MACS_peak_18989_lociStitched	chr20	57463621	57468433	1	4813	4620.9636	354.6444	2563	0
2_MACS_peak_11307_lociStitched	chr16	25024775	25031379	2	4812	3970.9852	1024.2804	2564	0
2_MACS_peak_1069_lociStitched	chr1	67476861	67483818	2	4811	3424.2354	797.9679	2565	0
2_MACS_peak_3358_lociStitched	chr10	6012783	6020730	2	4809	6425.9442	1040.2623	2566	0
2_MACS_peak_26629_lociStitched	chr6	43595885	43604400	2	4809	11347.089	1588.0475	2567	0
3_MACS_peak_26038_lociStitched	chr6	12109965	12120604	3	4809	6071.6773	1493.7156	2568	0
1_MACS_peak_23999_lociStitched	chr4	186316002	186320809	1	4808	7926.2623	821.5163	2569	0
3_MACS_peak_26295_lociStitched	chr6	28179828	28193880	3	4808	5783.8032	1857.6744	2570	0
2_MACS_peak_752_lociStitched	chr1	43396501	43402553	2	4806	5317.2872	972.5564	2571	0
2_MACS_peak_12988_lociStitched	chr17	51190280	51198027	2	4806	7255.0655	980.7702	2572	0
1_MACS_peak_26549_lociStitched	chr6	37136298	37141102	1	4805	14037.7684	895.946	2573	0
2_MACS_peak_1478_lociStitched	chr1	112157910	112163871	2	4805	7844.676	604.4454	2574	0
1_MACS_peak_32400_lociStitched	chr9	134374677	134379480	1	4804	7237.6407	1005.2679	2575	0
2_MACS_peak_21387_lociStitched	chr3	121263681	121269103	2	4804	11523.9188	1277.4232	2576	0
2_MACS_peak_16945_lociStitched	chr2	129138143	129147220	2	4804	6673.4104	1180.01	2577	0
2_MACS_peak_6539_lociStitched	chr12	6975869	6983509	2	4803	7798.148	1547.1	2578	0
2_MACS_peak_23610_lociStitched	chr4	140148264	140155180	2	4802	8250.788	1097.5692	2579	0
1_MACS_peak_31820_lociStitched	chr9	93923323	93928123	1	4801	18142.08	1058.4	2580	0
2_MACS_peak_25727_lociStitched	chr5	173351858	173357072	2	4801	4671.2226	1027.158	2581	0
2_MACS_peak_3884_lociStitched	chr10	62331375	62337259	2	4801	5660.408	978.5092	2582	0
2_MACS_peak_3532_lociStitched	chr10	22174797	22179656	2	4800	4380.8744	724.4769	2583	0
2_MACS_peak_378_lociStitched	chr1	25942045	25948051	2	4800	5543.538	935.7348	2584	0
1_MACS_peak_17716_lociStitched	chr2	204594421	204599219	1	4799	8420.0102	990.3072	2585	0
2_MACS_peak_9148_lociStitched	chr14	53613811	53620917	2	4799	4617.4788	620.3538	2586	0
1_MACS_peak_17748_lociStitched	chr2	207138604	207143401	1	4798	14418.3429	787.1877	2587	0
1_MACS_peak_16753_lociStitched	chr2	111127049	111131846	1	4798	9145.0008	895.5999	2588	0
1_MACS_peak_27084_lociStitched	chr6	96023541	96028337	1	4797	14649.382	772.156	2589	0
2_MACS_peak_11039_lociStitched	chr16	4563331	4568292	2	4797	8732.3522	780.3653	2590	0
2_MACS_peak_18324_lociStitched	chr20	12090251	12095613	2	4797	6227.963	906.178	2591	0
2_MACS_peak_8899_lociStitched	chr14	23066328	23071866	2	4797	5928.9828	623.5788	2592	0
2_MACS_peak_23697_lociStitched	chr4	148651670	148657758	2	4797	9959.3592	1012.4344	2593	0
2_MACS_peak_30259_lociStitched	chr8	56900616	56905723	2	4796	5207.0972	999.9506	2594	0
2_MACS_peak_5316_lociStitched	chr11	47414397	47423020	2	4796	5684.2816	1157.2066	2595	0
3_MACS_peak_6198_lociStitched	chr11	118709030	118723649	3	4796	4711.7037	1926.7842	2596	0
2_MACS_peak_13966_lociStitched	chr18	47714399	47721624	2	4795	6968.5125	1124.9325	2597	0
1_MACS_peak_3712_lociStitched	chr10	43632836	43637628	1	4793	7205.7304	831.8912	2598	0
2_MACS_peak_22149_lociStitched	chr3	182399297	182408547	2	4793	20485.975	1760.275	2599	0
2_MACS_peak_21145_lociStitched	chr3	98164035	98169018	2	4792	4191.2013	801.2664	2600	0
2_MACS_peak_27891_lociStitched	chr7	2748455	2756109	2	4790	13128.9062	1117.484	2601	0
2_MACS_peak_14203_lociStitched	chr18	71349732	71357485	2	4789	5366.6266	973.0015	2602	0
2_MACS_peak_22523_lociStitched	chr4	9153335	9158285	2	4788	5379.165	966.24	2603	0
2_MACS_peak_13358_lociStitched	chr17	74476137	74482323	2	4788	19576.2156	1214.3118	2604	0
1_MACS_peak_25250_lociStitched	chr5	133859355	133864141	1	4787	11749.63	859.5656	2605	0
2_MACS_peak_12122_lociStitched	chr17	4606538	4614988	2	4787	5862.61	1400.165	2606	0
2_MACS_peak_21390_lociStitched	chr3	121372958	121381690	2	4787	14067.252	1520.2412	2607	0
1_MACS_peak_7059_lociStitched	chr12	48284198	48288983	1	4786	6390.3675	834.504	2608	0
1_MACS_peak_4465_lociStitched	chr10	104470926	104475711	1	4786	8002.9125	1004.85	2609	0
3_MACS_peak_5387_lociStitched	chr11	59324715	59334413	3	4785	6264.908	1736.9118	2610	0
1_MACS_peak_2482_lociStitched	chr1	194797214	194801996	1	4783	16090.4736	1261.4916	2611	0
1_MACS_peak_5371_lociStitched	chr11	58776322	58781103	1	4782	7850.8801	812.77	2612	0
2_MACS_peak_12330_lociStitched	chr17	18160375	18165438	2	4782	8829.872	848.0525	2613	0
2_MACS_peak_15438_lociStitched	chr19	59065512	59071888	2	4782	14154.0824	1265.636	2614	0
2_MACS_peak_30243_lociStitched	chr8	54930550	54935966	2	4781	4631.2216	1025.7904	2615	0
2_MACS_peak_20432_lociStitched	chr3	23985966	23992787	2	4780	4949.3176	823.2947	2616	0
2_MACS_peak_10134_lociStitched	chr15	49758237	49765539	2	4780	6299.4354	1198.9884	2617	0
2_MACS_peak_33561_lociStitched	chrX	153245307	153252459	2	4778	6705	707.3328	2618	0
1_MACS_peak_3738_lociStitched	chr10	45390547	45395323	1	4777	16774.7448	942.3048	2619	0
2_MACS_peak_23228_lociStitched	chr4	90173893	90178747	2	4776	3289.0704	815.472	2620	0
2_MACS_peak_28589_lociStitched	chr7	70158267	70166579	2	4776	5699.5384	1040.6624	2621	0
1_MACS_peak_7241_lociStitched	chr12	56519336	56524110	1	4775	7520.9596	1093.246	2622	0
1_MACS_peak_23075_lociStitched	chr4	77526366	77531139	1	4774	12025.5735	972.7374	2623	0
1_MACS_peak_10412_lociStitched	chr15	69958045	69962818	1	4774	11184.5709	906.3927	2624	0
2_MACS_peak_26529_lociStitched	chr6	36629615	36636448	2	4774	5473.233	1151.3605	2625	0
1_MACS_peak_25643_lociStitched	chr5	162929430	162934200	1	4771	8519.697	956.862	2626	0
2_MACS_peak_3151_lociStitched	chr1	235146621	235152468	2	4771	6715.2795	1509.1107	2627	0
2_MACS_peak_32296_lociStitched	chr9	130557816	130566475	2	4770	5505.3922	1458.1756	2628	0
1_MACS_peak_937_lociStitched	chr1	54871556	54876324	1	4769	9726.2432	559.2864	2629	0
1_MACS_peak_22364_lociStitched	chr3	196226880	196231647	1	4768	7781.6508	1434.867	2630	0
1_MACS_peak_18020_lociStitched	chr2	233924165	233928932	1	4768	5785.2312	488.1408	2631	0
3_MACS_peak_17921_lociStitched	chr2	225976893	225982610	3	4768	3370.1715	803.8102	2632	0
2_MACS_peak_19914_lociStitched	chr22	38667275	38673265	2	4768	8033.189	1077.601	2633	0
3_MACS_peak_23979_lociStitched	chr4	186040490	186049897	3	4766	4978.1844	1168.3494	2634	0
3_MACS_peak_157_lociStitched	chr1	11790036	11801690	3	4766	5835.1578	1678.176	2635	0
2_MACS_peak_16651_lociStitched	chr2	101922172	101928339	2	4765	6658.5099	1048.39	2636	0
1_MACS_peak_7290_lociStitched	chr12	57913050	57917813	1	4764	10523.3722	854.4822	2637	0
3_MACS_peak_18809_lociStitched	chr20	46412394	46421625	3	4764	4617.3462	1078.1808	2638	0
3_MACS_peak_11443_lociStitched	chr16	30904302	30914477	3	4764	4619.45	1445.8675	2639	0
2_MACS_peak_7398_lociStitched	chr12	67842585	67847386	2	4762	4839.8881	1051.419	2640	0
1_MACS_peak_32844_lociStitched	chrX	42800644	42805404	1	4761	18433.576	686.868	2641	0
1_MACS_peak_15918_lociStitched	chr2	42395529	42400289	1	4761	7221.396	842.044	2642	0
1_MACS_peak_14273_lociStitched	chr19	659626	664386	1	4761	13622.644	1270.92	2643	0
1_MACS_peak_2624_lociStitched	chr1	203731896	203736656	1	4761	32304.692	1441.328	2644	0
2_MACS_peak_21983_lociStitched	chr3	171771879	171780987	2	4761	6322.7736	1951.8444	2645	0
1_MACS_peak_27058_lociStitched	chr6	90992554	90997313	1	4760	23570.3752	1046.0282	2646	0
1_MACS_peak_24860_lociStitched	chr5	90606470	90611229	1	4760	7432.1303	855.1923	2647	0
3_MACS_peak_10494_lociStitched	chr15	75175565	75186473	3	4760	4768.9776	1615.4748	2648	0
2_MACS_peak_3675_lociStitched	chr10	35064962	35072262	2	4759	10371.11	1150.48	2649	0
2_MACS_peak_2316_lociStitched	chr1	181067906	181075448	2	4759	9367.9182	1540.0764	2650	0
1_MACS_peak_25456_lociStitched	chr5	148940113	148944870	1	4758	6652.6645	940.4589	2651	0
1_MACS_peak_18391_lociStitched	chr20	19758343	19763098	1	4756	15494.643	1040.394	2652	0
1_MACS_peak_13256_lociStitched	chr17	70415747	70420502	1	4756	22748.871	959.0835	2653	0
2_MACS_peak_25460_lociStitched	chr5	149103540	149112545	2	4755	6033.35	1167.048	2654	0
1_MACS_peak_4742_lociStitched	chr10	130853853	130858605	1	4753	22538.736	885.7728	2655	0
2_MACS_peak_31332_lociStitched	chr9	30074797	30079600	2	4753	4666.5948	750.2286	2656	0
2_MACS_peak_3722_lociStitched	chr10	43946582	43952031	2	4753	9150.5057	1060.3754	2657	0
2_MACS_peak_32115_lociStitched	chr9	116278862	116287002	2	4752	6493.278	1436.71	2658	0
1_MACS_peak_6190_lociStitched	chr11	118305121	118309871	1	4751	5576.5	895.375	2659	0
2_MACS_peak_16789_lociStitched	chr2	112302990	112309372	2	4748	5288.7634	929.8574	2660	0
3_MACS_peak_31091_lociStitched	chr8	146269420	146278702	3	4747	4988.1468	1309.6902	2661	0
1_MACS_peak_21954_lociStitched	chr3	169771844	169776589	1	4746	8232.575	1508.4355	2662	0
2_MACS_peak_5603_lociStitched	chr11	66566980	66576661	2	4745	9277.3023	1400.8407	2663	0
2_MACS_peak_9461_lociStitched	chr14	86549449	86555114	2	4744	4446.4585	435.6385	2664	0
1_MACS_peak_32551_lociStitched	chrX	5561827	5566569	1	4743	5757.2622	413.0282	2665	0
1_MACS_peak_26526_lociStitched	chr6	36559094	36563836	1	4743	14202.7642	840.7566	2666	0
1_MACS_peak_1406_lociStitched	chr1	108475748	108480490	1	4743	6781.5342	564.7722	2667	0
2_MACS_peak_6883_lociStitched	chr12	31739152	31744773	2	4743	5739.6031	782.4432	2668	0
2_MACS_peak_14012_lociStitched	chr18	49805087	49811035	2	4742	3755.5672	880.8988	2669	0
2_MACS_peak_4523_lociStitched	chr10	108690298	108696996	2	4740	4203.6648	1007.3792	2670	0
3_MACS_peak_20514_lociStitched	chr3	33082832	33090618	3	4740	3960.7382	1002.0582	2671	0
2_MACS_peak_1712_lociStitched	chr1	148759815	148768348	2	4740	9088.4983	1877.26	2672	0
1_MACS_peak_2761_lociStitched	chr1	209304585	209309320	1	4736	14101.777	1095.2055	2673	0
2_MACS_peak_11321_lociStitched	chr16	27209903	27216271	2	4734	11441.3856	1178.7168	2674	0
2_MACS_peak_16489_lociStitched	chr2	86470208	86478458	2	4734	6604.125	1341.45	2675	0
2_MACS_peak_3921_lociStitched	chr10	64491658	64496669	2	4733	5426.4119	951.5889	2676	0
2_MACS_peak_31469_lociStitched	chr9	37527904	37532829	2	4731	9858.3725	1131.2725	2677	0
2_MACS_peak_27071_lociStitched	chr6	93391932	93399646	2	4730	4788.0798	1084.5884	2678	0
2_MACS_peak_24704_lociStitched	chr5	76032276	76038257	2	4729	7146.6969	997.0327	2679	0
3_MACS_peak_24926_lociStitched	chr5	98362463	98374647	3	4727	4243.6872	1842.2208	2680	0
2_MACS_peak_27921_lociStitched	chr7	5568303	5573371	2	4725	10548.5352	589.4084	2681	0
1_MACS_peak_12667_lociStitched	chr17	38081505	38086228	1	4724	6677.3774	1079.2055	2682	0
2_MACS_peak_7880_lociStitched	chr12	110432057	110438337	2	4724	5721.708	655.004	2683	0
1_MACS_peak_25812_lociStitched	chr5	179244966	179249687	1	4722	17845.38	958.8351	2684	0
1_MACS_peak_5459_lociStitched	chr11	62492396	62497117	1	4722	11244.4778	926.7323	2685	0
2_MACS_peak_9955_lociStitched	chr15	40616066	40622352	2	4722	5474.4774	1047.8762	2686	0
2_MACS_peak_26425_lociStitched	chr6	32805192	32813898	2	4722	10034.5356	1579.2684	2687	0
2_MACS_peak_24155_lociStitched	chr5	10488959	10494937	2	4721	4448.8276	815.3992	2688	0
2_MACS_peak_10745_lociStitched	chr15	90319112	90326329	2	4721	11502.4546	1166.2672	2689	0
2_MACS_peak_23725_lociStitched	chr4	153451616	153458960	2	4721	5830.4016	1208.088	2690	0
2_MACS_peak_30546_lociStitched	chr8	94164821	94172186	2	4721	4359.3435	516.2865	2691	0
1_MACS_peak_16783_lociStitched	chr2	112220044	112224763	1	4720	10214.2755	1015.0569	2692	0
2_MACS_peak_6569_lociStitched	chr12	8392195	8397166	2	4719	5328.4149	965.3682	2693	0
2_MACS_peak_13063_lociStitched	chr17	56590908	56597449	2	4719	8013.3791	1238.8654	2694	0
2_MACS_peak_22440_lociStitched	chr4	2839460	2848085	2	4719	5808.9375	1185.9375	2695	0
1_MACS_peak_29849_lociStitched	chr8	19201974	19206691	1	4718	5529.7391	839.1543	2696	0
2_MACS_peak_25678_lociStitched	chr5	169723128	169731254	2	4718	13067.4206	1336.727	2697	0
2_MACS_peak_30002_lociStitched	chr8	29083259	29088773	2	4717	4908.0114	971.5668	2698	0
2_MACS_peak_24619_lociStitched	chr5	68664322	68672186	2	4717	11832.9608	1352.608	2699	0
1_MACS_peak_27021_lociStitched	chr6	89323434	89328149	1	4716	12106.7055	745.4415	2700	0
2_MACS_peak_8322_lociStitched	chr13	36790477	36797925	2	4716	5200.1936	598.8192	2701	0
2_MACS_peak_21912_lociStitched	chr3	166188774	166197497	2	4716	6523.0594	1586.7137	2702	0
1_MACS_peak_12409_lociStitched	chr17	25542674	25547386	1	4713	14606.2576	782.192	2703	0
1_MACS_peak_19959_lociStitched	chr22	39648287	39652998	1	4712	12587.3209	578.0397	2704	0
2_MACS_peak_21344_lociStitched	chr3	117318119	117323127	2	4712	5570.8992	747.1936	2705	0
2_MACS_peak_1918_lociStitched	chr1	155826258	155831101	2	4711	5099.679	1465.0075	2706	0
2_MACS_peak_30102_lociStitched	chr8	37755967	37762492	2	4707	7112.25	992.4525	2707	0
1_MACS_peak_24365_lociStitched	chr5	42991176	42995881	1	4706	15535.4395	1031.8065	2708	0
2_MACS_peak_16208_lociStitched	chr2	64952680	64958786	2	4705	8947.1218	1097.8588	2709	0
1_MACS_peak_21565_lociStitched	chr3	132266367	132271070	1	4704	8178.517	797.6288	2710	0
2_MACS_peak_14640_lociStitched	chr19	13210074	13216683	2	4704	6033.3561	1010.5161	2711	0
1_MACS_peak_20961_lociStitched	chr3	64207705	64212407	1	4703	6998.4568	902.3138	2712	0
1_MACS_peak_11289_lociStitched	chr16	23374536	23379236	1	4701	16379.97	928.72	2713	0
2_MACS_peak_7625_lociStitched	chr12	92824957	92831534	2	4697	7842.4148	1096.3859	2714	0
3_MACS_peak_25439_lociStitched	chr5	147406551	147416328	3	4695	3679.0851	1186.9278	2715	0
2_MACS_peak_10265_lociStitched	chr15	59977586	59982781	2	4694	6696.355	1050.429	2716	0
2_MACS_peak_17543_lociStitched	chr2	191877869	191886749	2	4693	15470.736	1485.624	2717	0
2_MACS_peak_13991_lociStitched	chr18	48720740	48725442	2	4686	9504.1526	683.6708	2718	0
2_MACS_peak_5486_lociStitched	chr11	63948422	63955231	2	4685	6290.8351	1274.6448	2719	0
2_MACS_peak_31589_lociStitched	chr9	70488995	70497785	2	4684	7714.983	1567.257	2720	0
2_MACS_peak_29901_lociStitched	chr8	22830681	22839537	2	4684	11660.6952	1176.0768	2721	0
2_MACS_peak_27791_lociStitched	chr6	160487410	160492447	2	4682	3233.2503	421.5969	2722	0
2_MACS_peak_3931_lociStitched	chr10	65021924	65029761	2	4682	5748.4395	1286.0517	2723	0
3_MACS_peak_12730_lociStitched	chr17	40263619	40273797	3	4680	5507.3158	1441.2048	2724	0
2_MACS_peak_13610_lociStitched	chr18	5974225	5981302	2	4679	5809.5093	1013.4264	2725	0
1_MACS_peak_22010_lociStitched	chr3	173111852	173116529	1	4678	13915.0104	1351.653	2726	0
2_MACS_peak_31592_lociStitched	chr9	70849436	70858111	2	4678	6732.6675	1671.6725	2727	0
3_MACS_peak_28914_lociStitched	chr7	99094837	99103473	3	4676	6300.8256	1479.3468	2728	0
2_MACS_peak_20695_lociStitched	chr3	46355189	46364587	2	4676	5418.8868	1469.8472	2729	0
1_MACS_peak_14373_lociStitched	chr19	2816152	2820826	1	4675	4137.8922	902.5494	2730	0
2_MACS_peak_20928_lociStitched	chr3	59370956	59375703	2	4675	5996.8851	697.809	2731	0
1_MACS_peak_86_lociStitched	chr1	6660011	6664684	1	4674	9651.6142	985.0684	2732	0
2_MACS_peak_18286_lociStitched	chr20	9421903	9429407	2	4674	4751.5328	1051.3104	2733	0
2_MACS_peak_14579_lociStitched	chr19	11484553	11493176	2	4674	6206.8354	1705.6294	2734	0
1_MACS_peak_25261_lociStitched	chr5	134366185	134370857	1	4673	4727.1296	680.2432	2735	0
2_MACS_peak_3915_lociStitched	chr10	64395974	64401145	2	4673	9198.1748	800.4708	2736	0
1_MACS_peak_3648_lociStitched	chr10	31606631	31611302	1	4672	10396.7118	778.6557	2737	0
2_MACS_peak_25108_lociStitched	chr5	121632446	121637660	2	4670	5284.9104	784.1856	2738	0
2_MACS_peak_14266_lociStitched	chr19	505967	512424	2	4670	16109.5693	1543.223	2739	0
2_MACS_peak_17581_lociStitched	chr2	196909126	196917275	2	4670	19859.9279	1325.8423	2740	0
1_MACS_peak_28790_lociStitched	chr7	86945119	86949787	1	4669	6421.7676	825.7692	2741	0
1_MACS_peak_3602_lociStitched	chr10	27528466	27533133	1	4668	10358.4065	1083.2107	2742	0
2_MACS_peak_8769_lociStitched	chr13	110438714	110444235	2	4668	6485.5187	886.6726	2743	0
1_MACS_peak_28178_lociStitched	chr7	26048929	26053595	1	4667	19627.9956	867.876	2744	0
1_MACS_peak_22789_lociStitched	chr4	40055695	40060360	1	4666	15539.115	882.1515	2745	0
2_MACS_peak_16225_lociStitched	chr2	65279324	65284463	2	4665	5279.8086	931.7007	2746	0
2_MACS_peak_9531_lociStitched	chr14	93043060	93049163	2	4663	5755.129	510.8211	2747	0
1_MACS_peak_24021_lociStitched	chr4	187644151	187648812	1	4662	6241.079	577.4979	2748	0
1_MACS_peak_14458_lociStitched	chr19	6799322	6803983	1	4662	26681.4284	1469.1472	2749	0
2_MACS_peak_14235_lociStitched	chr18	74773227	74778296	2	4662	6401.1332	688.8771	2750	0
2_MACS_peak_31388_lociStitched	chr9	34375779	34381692	2	4662	3627.0342	1092.7224	2751	0
2_MACS_peak_5515_lociStitched	chr11	64683462	64692866	2	4661	6045.8316	1554.4812	2752	0
2_MACS_peak_299_lociStitched	chr1	22344888	22353566	2	4660	11441.943	1504.7652	2753	0
3_MACS_peak_7271_lociStitched	chr12	57372917	57386296	3	4658	4108.6909	1906.5075	2754	0
2_MACS_peak_17190_lociStitched	chr2	161277637	161286766	2	4657	4881.2763	1292.6664	2755	0
1_MACS_peak_21209_lociStitched	chr3	101775637	101780292	1	4656	5178.6875	731.766	2756	0
1_MACS_peak_15751_lociStitched	chr2	28612453	28617108	1	4656	9996.147	543.704	2757	0
2_MACS_peak_33066_lociStitched	chrX	69652826	69659642	2	4656	7091.3664	806.3328	2758	0
2_MACS_peak_25633_lociStitched	chr5	162598721	162603881	2	4655	3872.064	799.8	2759	0
2_MACS_peak_736_lociStitched	chr1	42356039	42364699	2	4654	7983.654	1286.876	2760	0
1_MACS_peak_24177_lociStitched	chr5	14211404	14216056	1	4653	13561.9756	757.3456	2761	0
2_MACS_peak_3458_lociStitched	chr10	14686639	14691994	2	4653	8376.291	1014.237	2762	0
1_MACS_peak_18749_lociStitched	chr20	43618255	43622905	1	4651	4663.02	696.57	2763	0
1_MACS_peak_6196_lociStitched	chr11	118659339	118663989	1	4651	15894.63	876.99	2764	0
2_MACS_peak_2558_lociStitched	chr1	201705050	201710298	2	4651	6006.336	1179.2256	2765	0
2_MACS_peak_22681_lociStitched	chr4	25234620	25242686	2	4651	6994.0286	1350.2484	2766	0
2_MACS_peak_18273_lociStitched	chr20	8374427	8382825	2	4650	5520.0054	1258.8602	2767	0
1_MACS_peak_6197_lociStitched	chr11	118689162	118693808	1	4647	19481.1426	998.89	2768	0
