#14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_ROSE/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam
#Using cutoff of 21564.0092 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuperStretch
1_MACS_peak_2392_lociStitched	chr1	241694044	241697860	1	3817	7333.9704	1259.28	3334	0
1_MACS_peak_23419_lociStitched	chr8	121820854	121824780	1	3927	3952.6968	785.5926	3335	0
2_MACS_peak_8447_lociStitched	chr16	11349035	11353391	2	3859	5971.2048	834.6096	3336	0
2_MACS_peak_18116_lociStitched	chr4	122059770	122066593	2	3887	5404.4983	1013.2155	3337	0
1_MACS_peak_18234_lociStitched	chr4	146099018	146102724	1	3707	8425.591	543.6702	3338	0
1_MACS_peak_15062_lociStitched	chr21	43450340	43453839	1	3500	11485.4675	1057.0479	3339	0
1_MACS_peak_14520_lociStitched	chr20	37433041	37436856	1	3816	6629.707	627.5675	3340	0
2_MACS_peak_7668_lociStitched	chr15	52331710	52339331	2	3919	4516.9667	1223.9326	3341	0
2_MACS_peak_11303_lociStitched	chr19	10442717	10451049	2	3845	6748.92	1402.2756	3342	0
2_MACS_peak_18289_lociStitched	chr4	153699552	153708064	2	3889	5670.6944	1458.1056	3343	0
1_MACS_peak_15122_lociStitched	chr21	46292215	46296120	1	3906	4685.6095	1006.3185	3344	0
1_MACS_peak_16628_lociStitched	chr3	120066655	120070175	1	3521	10780.704	624.8	3345	0
2_MACS_peak_24798_lociStitched	chrX	15799686	15809826	2	3849	5945.082	727.038	3346	0
1_MACS_peak_14685_lociStitched	chr20	49573489	49576254	1	2766	16301.887	429.681	3347	0
1_MACS_peak_5090_lociStitched	chr12	25204074	25207946	1	3873	5353.4272	749.232	3348	0
2_MACS_peak_2800_lociStitched	chr10	45490607	45497878	2	3738	8193.6899	889.9704	3349	0
1_MACS_peak_8804_lociStitched	chr16	49496231	49499705	1	3475	11169.2574	551.3238	3350	0
2_MACS_peak_14234_lociStitched	chr20	9391774	9401818	2	3894	5519.178	1546.776	3351	0
2_MACS_peak_11528_lociStitched	chr19	18262476	18272614	2	3857	6350.4432	1378.768	3352	0
2_MACS_peak_23249_lociStitched	chr8	95083631	95093712	2	3819	6420.5889	603.8519	3353	0
2_MACS_peak_8882_lociStitched	chr16	57634864	57644761	2	3828	7344.5637	1764.6351	3354	0
2_MACS_peak_11508_lociStitched	chr19	17444807	17449566	2	3794	7247.957	982.2576	3355	0
2_MACS_peak_9369_lociStitched	chr17	6553507	6561239	2	3883	5556.2152	1362.3784	3356	0
1_MACS_peak_297_lociStitched	chr1	24967914	24971246	1	3333	12739.5688	821.0048	3357	0
2_MACS_peak_21324_lociStitched	chr7	2280770	2289628	2	3817	7052.7396	1296.8112	3358	0
1_MACS_peak_875_lociStitched	chr1	67894095	67897336	1	3242	13405.7483	752.5602	3359	0
2_MACS_peak_13047_lociStitched	chr2	106341285	106346606	2	3865	5515.2165	915.7441	3360	0
1_MACS_peak_4441_lociStitched	chr11	85954739	85957365	1	2627	17020.419	493.9506	3361	0
2_MACS_peak_19852_lociStitched	chr6	3063377	3070149	2	3734	8263.8716	1039.502	3362	0
1_MACS_peak_6539_lociStitched	chr13	103496834	103500075	1	3242	13254.3936	615.1418	3363	0
1_MACS_peak_21178_lociStitched	chr6	151710185	151713924	1	3740	7442.4795	324.5452	3364	0
1_MACS_peak_6077_lociStitched	chr12	125050182	125054064	1	3883	4338.9114	290.3736	3365	0
2_MACS_peak_5508_lociStitched	chr12	65059048	65064273	2	3854	5774.67	942.0675	3366	0
1_MACS_peak_14571_lociStitched	chr20	42837681	42841136	1	3456	11488.2205	808.47	3367	0
2_MACS_peak_20202_lociStitched	chr6	30875515	30883631	2	3861	5745.3164	1174.3852	3368	0
1_MACS_peak_22574_lociStitched	chr7	151854437	151857727	1	3291	13116.901	919.226	3369	0
1_MACS_peak_5574_lociStitched	chr12	72055709	72059309	1	3601	9815.04	773.28	3370	0
1_MACS_peak_6427_lociStitched	chr13	74707300	74711127	1	3828	5771.116	414.0814	3371	0
1_MACS_peak_11977_lociStitched	chr19	50093206	50097051	1	3846	5394.1505	480.2405	3372	0
2_MACS_peak_24334_lociStitched	chr9	115140645	115147846	2	3773	7659.7037	1216.2489	3373	0
2_MACS_peak_6220_lociStitched	chr13	31037568	31041576	2	3729	7550.2704	378.756	3374	0
1_MACS_peak_16723_lociStitched	chr3	127770060	127773642	1	3583	9893.8422	683.0874	3375	0
2_MACS_peak_6578_lociStitched	chr13	111805052	111815371	2	3712	8608.1098	1184.6212	3376	0
1_MACS_peak_17295_lociStitched	chr3	194391975	194394180	1	2206	19143.1485	850.248	3377	0
2_MACS_peak_5938_lociStitched	chr12	116796129	116800138	2	3824	5712.825	403.7063	3378	0
1_MACS_peak_346_lociStitched	chr1	26945971	26948649	1	2679	16730.2694	553.5426	3379	0
1_MACS_peak_544_lociStitched	chr1	38493112	38496917	1	3806	6320.4855	634.2935	3380	0
1_MACS_peak_15078_lociStitched	chr21	44297884	44300858	1	2975	15508.8152	1050.1194	3381	0
1_MACS_peak_25158_lociStitched	chrX	73510040	73513699	1	3660	8603.7726	461.3999	3382	0
2_MACS_peak_8699_lociStitched	chr16	30125874	30135507	2	3847	6115.0284	1410.2712	3383	0
1_MACS_peak_17930_lociStitched	chr4	89203290	89206981	1	3692	8467.5231	802.0543	3384	0
2_MACS_peak_18318_lociStitched	chr4	159123085	159132447	2	3856	5625.6258	1162.7604	3385	0
2_MACS_peak_1245_lociStitched	chr1	143949927	143954834	2	3862	5762.2901	1497.1257	3386	0
1_MACS_peak_9505_lociStitched	chr17	18085305	18088717	1	3413	11944.3884	962.184	3387	0
1_MACS_peak_8474_lociStitched	chr16	12006984	12010752	1	3769	7077.8112	727.224	3388	0
1_MACS_peak_18692_lociStitched	chr5	36239563	36243255	1	3693	8175.1956	555.2768	3389	0
3_MACS_peak_24787_lociStitched	chrX	13768722	13778255	3	3920	2666.3801	710.2085	3390	0
2_MACS_peak_15652_lociStitched	chr22	43659120	43667712	2	3835	6392.448	1471.8096	3391	0
2_MACS_peak_14117_lociStitched	chr20	270258	279610	2	3795	7211.3272	1408.4112	3392	0
1_MACS_peak_1728_lociStitched	chr1	173835330	173838816	1	3487	11333.6832	1135.7388	3393	0
2_MACS_peak_7592_lociStitched	chr15	44954509	44959853	2	3708	8371.376	1018.5664	3394	0
2_MACS_peak_10125_lociStitched	chr17	55706099	55715701	2	3902	4200.875	1421.096	3395	0
2_MACS_peak_3825_lociStitched	chr11	28128556	28132804	2	3860	5110.344	880.1856	3396	0
2_MACS_peak_25413_lociStitched	chrX	135208562	135214465	2	3849	5030.5366	521.8252	3397	0
1_MACS_peak_20712_lociStitched	chr6	89788604	89792389	1	3786	6605.2035	674.1085	3398	0
1_MACS_peak_7120_lociStitched	chr14	89894992	89898444	1	3453	10789.9164	301.7048	3399	0
2_MACS_peak_6713_lociStitched	chr14	24681511	24685626	2	3765	6682.76	412.7345	3400	0
1_MACS_peak_11598_lociStitched	chr19	23981655	23985541	1	3887	3634.5758	538.9882	3401	0
2_MACS_peak_6171_lociStitched	chr13	23453887	23459367	2	3808	5766.604	430.18	3402	0
1_MACS_peak_10538_lociStitched	chr17	80358173	80361992	1	3820	5654.4114	601.1106	3403	0
2_MACS_peak_24629_lociStitched	chr9	139001216	139011814	2	3776	7357.1316	1385.1586	3404	0
1_MACS_peak_9320_lociStitched	chr17	4045080	4048183	1	3104	14004.4596	572.1932	3405	0
2_MACS_peak_7421_lociStitched	chr15	32758457	32763038	2	3907	2506.2651	574.9155	3406	0
1_MACS_peak_17355_lociStitched	chr3	197806151	197809114	1	2964	15007.2987	620.1559	3407	0
1_MACS_peak_18155_lociStitched	chr4	128981121	128984166	1	3046	14341.6455	503.034	3408	0
2_MACS_peak_22526_lociStitched	chr7	148679968	148685693	2	3499	11550.76	1632.77	3409	0
2_MACS_peak_11819_lociStitched	chr19	44030446	44038474	2	3874	4858.5456	1470.7296	3410	0
2_MACS_peak_18601_lociStitched	chr5	14142238	14146070	2	3817	5652.5832	632.28	3411	0
1_MACS_peak_7604_lociStitched	chr15	45490295	45494015	1	3721	7899.048	987.66	3412	0
2_MACS_peak_3628_lociStitched	chr11	3967259	3971259	2	3892	3302	701.2	3413	0
2_MACS_peak_13500_lociStitched	chr2	172175243	172181820	2	3876	4192.1798	928.6724	3414	0
2_MACS_peak_14342_lociStitched	chr20	24994897	24998869	2	3878	3783.33	673.6512	3415	0
2_MACS_peak_21253_lociStitched	chr6	160487322	160492235	2	3892	3108.9464	613.1424	3416	0
2_MACS_peak_9386_lociStitched	chr17	7231690	7240841	2	3813	6832.1366	1805.4923	3417	0
2_MACS_peak_14946_lociStitched	chr21	34443089	34452491	2	3804	7317.5766	2085.3636	3418	0
2_MACS_peak_15504_lociStitched	chr22	38594843	38600033	2	3865	4403.196	848.565	3419	0
3_MACS_peak_18458_lociStitched	chr4	186176481	186185566	3	3907	2748.2125	1241.9195	3420	0
2_MACS_peak_5778_lociStitched	chr12	102324641	102331072	2	3822	5839.9911	1062.4012	3421	0
2_MACS_peak_15690_lociStitched	chr22	46757510	46764143	2	3843	5099.4504	888.1587	3422	0
1_MACS_peak_1573_lociStitched	chr1	160173406	160176893	1	3488	11080.6399	1112.353	3423	0
2_MACS_peak_9094_lociStitched	chr16	79039740	79043992	2	3821	5088.3684	335.908	3424	0
2_MACS_peak_20662_lociStitched	chr6	84139515	84144922	2	3796	6098.5553	774.2824	3425	0
2_MACS_peak_20760_lociStitched	chr6	97369043	97373591	2	3815	5704.5564	851.8404	3426	0
1_MACS_peak_18745_lociStitched	chr5	43601432	43604770	1	3339	12137.6356	734.6938	3427	0
3_MACS_peak_17727_lociStitched	chr4	57683679	57695820	3	3903	2845.8504	1504.2699	3428	0
2_MACS_peak_18751_lociStitched	chr5	49735783	49742114	2	3525	10560.108	1084.5003	3429	0
1_MACS_peak_19332_lociStitched	chr5	133510687	133513632	1	2946	14801.2755	412.889	3430	0
2_MACS_peak_18701_lociStitched	chr5	37369911	37380163	2	3814	6339.8368	1551.1276	3431	0
1_MACS_peak_1525_lociStitched	chr1	156250573	156253924	1	3352	12487.8366	1236.519	3432	0
2_MACS_peak_23139_lociStitched	chr8	71964865	71972409	2	3810	5913.7416	1050.1248	3433	0
1_MACS_peak_22248_lociStitched	chr7	112089254	112092815	1	3562	10050.2103	1050.8511	3434	0
1_MACS_peak_12267_lociStitched	chr2	20875147	20878958	1	3812	5641.8044	835.3712	3435	0
1_MACS_peak_22744_lociStitched	chr8	19370726	19374515	1	3790	5877.1179	579.3381	3436	0
1_MACS_peak_19878_lociStitched	chr6	5259890	5262683	1	2794	15774.0261	489.0543	3437	0
2_MACS_peak_22374_lociStitched	chr7	128594224	128604411	2	3797	7049.404	1959.9788	3438	0
1_MACS_peak_9901_lociStitched	chr17	41320841	41324414	1	3574	9870.7698	1071.1854	3439	0
2_MACS_peak_10914_lociStitched	chr18	55247796	55254669	2	3804	6246.1824	1328.5509	3440	0
2_MACS_peak_4964_lociStitched	chr12	9891791	9895727	2	3872	3570.3456	786.4128	3441	0
2_MACS_peak_11050_lociStitched	chr19	632161	640518	2	3859	5073.5347	1785.0552	3442	0
2_MACS_peak_11027_lociStitched	chr18	75198968	75208909	2	3863	4395.9102	1292.33	3443	0
2_MACS_peak_10869_lociStitched	chr18	48689785	48696859	2	3866	3911.2146	966.3084	3444	0
2_MACS_peak_25313_lociStitched	chrX	118888628	118893030	2	3857	3544.4904	280.4074	3445	0
1_MACS_peak_9921_lociStitched	chr17	42275191	42278901	1	3711	7426.307	700.819	3446	0
1_MACS_peak_17349_lociStitched	chr3	197475602	197479134	1	3533	10300.0184	1048.2976	3447	0
2_MACS_peak_17876_lociStitched	chr4	82551612	82557808	2	3857	4344.6352	1136.3464	3448	0
2_MACS_peak_21053_lociStitched	chr6	137037659	137042193	2	3858	3936.8722	772.5936	3449	0
2_MACS_peak_8388_lociStitched	chr16	4578754	4589438	2	3788	6493.7352	1322.6792	3450	0
1_MACS_peak_20406_lociStitched	chr6	42895624	42899022	1	3399	11636.1112	957.2166	3451	0
1_MACS_peak_18567_lociStitched	chr5	6631916	6634542	1	2627	16492.8556	380.2448	3452	0
3_MACS_peak_9623_lociStitched	chr17	27915060	27919280	3	3866	3380.22	692.502	3453	0
2_MACS_peak_18606_lociStitched	chr5	14594188	14603975	2	3852	4697.76	1452.3908	3454	0
1_MACS_peak_13267_lociStitched	chr2	130937976	130941388	1	3413	11155.8752	642.8208	3455	0
2_MACS_peak_2014_lociStitched	chr1	206096915	206101632	2	3857	4185.8658	1152.3631	3456	0
1_MACS_peak_19442_lociStitched	chr5	141347266	141350657	1	3392	11459.8845	746.02	3457	0
2_MACS_peak_15487_lociStitched	chr22	38032133	38036607	2	3865	3206.0684	587.8836	3458	0
2_MACS_peak_6005_lociStitched	chr12	121566198	121571833	2	3741	6789.6115	757.344	3459	0
1_MACS_peak_13786_lociStitched	chr2	204662743	204666359	1	3617	8761.2064	702.9504	3460	0
2_MACS_peak_12072_lociStitched	chr19	56647036	56653249	2	3732	7207.08	1017.6894	3461	0
1_MACS_peak_12680_lociStitched	chr2	64975828	64979660	1	3833	4712.5936	940.3728	3462	0
2_MACS_peak_3616_lociStitched	chr11	3440514	3445168	2	3848	4068.5268	813.0538	3463	0
1_MACS_peak_22501_lociStitched	chr7	142505180	142508404	1	3225	13515.6528	1317.6488	3464	0
2_MACS_peak_3017_lociStitched	chr10	75254230	75262219	2	3675	8215.0887	1060.1403	3465	0
2_MACS_peak_1022_lociStitched	chr1	93438111	93441934	2	3797	5181.6942	438.1158	3466	0
1_MACS_peak_1942_lociStitched	chr1	202127436	202130723	1	3288	12669.4128	1028.831	3467	0
1_MACS_peak_19236_lociStitched	chr5	123984469	123988231	1	3763	6163.2846	673.7742	3468	0
2_MACS_peak_2332_lociStitched	chr1	233454687	233465230	2	3816	5839.7677	1677.3913	3469	0
1_MACS_peak_22388_lociStitched	chr7	129250205	129253427	1	3223	13155.426	978.8436	3470	0
2_MACS_peak_1734_lociStitched	chr1	174186952	174195671	2	3878	3178.9474	1648.7629	3471	0
2_MACS_peak_6716_lociStitched	chr14	24710719	24717005	2	3724	6746.7638	504.1372	3472	0
2_MACS_peak_19246_lociStitched	chr5	125296332	125304608	2	3815	5599.5416	1422.6444	3473	0
2_MACS_peak_3074_lociStitched	chr10	79788376	79795002	2	3784	5973.339	990.587	3474	0
1_MACS_peak_4300_lociStitched	chr11	71933504	71937144	1	3641	8082.256	458.276	3475	0
2_MACS_peak_2858_lociStitched	chr10	54195553	54201351	2	3738	6779.6014	810.5604	3476	0
2_MACS_peak_9685_lociStitched	chr17	31313435	31322302	2	3828	5163.2541	1408.9663	3477	0
2_MACS_peak_8649_lociStitched	chr16	28502422	28506330	2	3379	11539.1516	789.8068	3478	0
1_MACS_peak_22146_lociStitched	chr7	102211153	102214881	1	3729	7999.1696	1878.912	3479	0
2_MACS_peak_11405_lociStitched	chr19	13226277	13230127	2	3700	7227.99	587.51	3480	0
1_MACS_peak_4774_lociStitched	chr11	128626586	128630231	1	3646	8357.6205	850.743	3481	0
1_MACS_peak_11823_lociStitched	chr19	44098591	44101925	1	3335	11934.3864	778.1556	3482	0
2_MACS_peak_10889_lociStitched	chr18	51789791	51797125	2	3415	11464.5088	1109.6342	3483	0
1_MACS_peak_14154_lociStitched	chr20	2631812	2635303	1	3492	10132.6275	619.6525	3484	0
1_MACS_peak_11608_lociStitched	chr19	28925773	28929053	1	3281	12293.44	665.84	3485	0
1_MACS_peak_17315_lociStitched	chr3	195806972	195810210	1	3239	12784.2716	800.4336	3486	0
2_MACS_peak_7494_lociStitched	chr15	40225223	40232789	2	3765	6435.6396	1159.8678	3487	0
1_MACS_peak_18485_lociStitched	chr4	187110415	187113885	1	3471	10463.785	742.58	3488	0
1_MACS_peak_15803_lociStitched	chr3	9772336	9774850	1	2515	17015.5062	468.1068	3489	0
2_MACS_peak_19181_lociStitched	chr5	112580776	112589795	2	3841	4549.1836	1488.135	3490	0
1_MACS_peak_17193_lociStitched	chr3	184078537	184082110	1	3574	9435.5784	987.9345	3491	0
2_MACS_peak_16732_lociStitched	chr3	128393106	128400648	2	3446	11158.389	1199.178	3492	0
1_MACS_peak_6289_lociStitched	chr13	41633019	41636695	1	3677	7413.7568	524.9328	3493	0
1_MACS_peak_14858_lociStitched	chr21	16133193	16136799	1	3607	8651.5152	692.7126	3494	0
1_MACS_peak_1194_lociStitched	chr1	117908594	117912345	1	3752	5922.4539	468.4999	3495	0
2_MACS_peak_8551_lociStitched	chr16	19390768	19395236	2	3821	4264.706	616.584	3496	0
1_MACS_peak_24435_lociStitched	chr9	126978329	126981989	1	3661	7886.568	761.646	3497	0
2_MACS_peak_450_lociStitched	chr1	32798093	32802127	2	3865	2186.428	600.6626	3498	0
2_MACS_peak_7424_lociStitched	chr15	32870356	32874928	2	3842	3558.3876	719.1756	3499	0
1_MACS_peak_2588_lociStitched	chr10	14643343	14647168	1	3826	4025.43	591.7275	3500	0
1_MACS_peak_11054_lociStitched	chr19	796165	799812	1	3648	8402.688	1088.9942	3501	0
3_MACS_peak_2861_lociStitched	chr10	54236511	54247400	3	3869	2528.4258	1377.4585	3502	0
2_MACS_peak_22932_lociStitched	chr8	38028537	38035687	2	3697	7641.205	1154.01	3503	0
2_MACS_peak_4172_lociStitched	chr11	65723547	65730384	2	3725	7055.1003	1136.3094	3504	0
2_MACS_peak_6303_lociStitched	chr13	42844971	42849782	2	3813	4301.034	541.7186	3505	0
1_MACS_peak_23314_lociStitched	chr8	102215738	102219452	1	3715	6469.4166	380.3136	3506	0
1_MACS_peak_15609_lociStitched	chr22	41863762	41866471	1	2710	16315.2234	841.9572	3507	0
1_MACS_peak_20708_lociStitched	chr6	89324098	89327724	1	3627	8061.3232	505.4644	3508	0
2_MACS_peak_10971_lociStitched	chr18	63254330	63260369	2	3834	3648.1599	711.3942	3509	0
2_MACS_peak_18842_lociStitched	chr5	60625956	60630182	2	3827	3695.2144	508.8104	3510	0
1_MACS_peak_5352_lociStitched	chr12	52462671	52464923	1	2253	18242.5512	635.5144	3511	0
1_MACS_peak_24715_lociStitched	chrX	3731887	3735484	1	3598	8265.906	340.9956	3512	0
2_MACS_peak_23442_lociStitched	chr8	124755208	124760810	2	3787	5140.3952	779.7984	3513	0
2_MACS_peak_4820_lociStitched	chr11	134452808	134458651	2	3841	3310.6438	843.1449	3514	0
2_MACS_peak_25482_lociStitched	chrX	152988380	152993049	2	3793	4572.8186	383.7918	3515	0
2_MACS_peak_12866_lociStitched	chr2	85821782	85830781	2	3801	5349.9055	1397.5447	3516	0
2_MACS_peak_9683_lociStitched	chr17	31296709	31304390	2	3845	3327.4092	1082.2529	3517	0
1_MACS_peak_20317_lociStitched	chr6	35435124	35438812	1	3689	7482.5832	1026.0016	3518	0
2_MACS_peak_5482_lociStitched	chr12	58329099	58336356	2	3730	6614.0298	949.2156	3519	0
1_MACS_peak_18196_lociStitched	chr4	140373394	140376725	1	3332	11809.3943	844.7416	3520	0
1_MACS_peak_25129_lociStitched	chrX	70751400	70754996	1	3597	8398.458	502.0016	3521	0
1_MACS_peak_24133_lociStitched	chr9	93924232	93927813	1	3582	9146.9483	1039.9224	3522	0
1_MACS_peak_18138_lociStitched	chr4	124317543	124321328	1	3786	4939.425	658.9685	3523	0
1_MACS_peak_5001_lociStitched	chr12	12508968	12512266	1	3299	11764.9554	520.4244	3524	0
1_MACS_peak_1029_lociStitched	chr1	93715718	93719529	1	3812	3764.8869	307.5477	3525	0
1_MACS_peak_24546_lociStitched	chr9	132030944	132034545	1	3602	8709.7387	924.0166	3526	0
1_MACS_peak_13590_lociStitched	chr2	182320526	182324214	1	3689	7159.5144	781.856	3527	0
2_MACS_peak_24887_lociStitched	chrX	38465626	38472409	2	3809	3866.9883	358.1424	3528	0
2_MACS_peak_11403_lociStitched	chr19	13212954	13216824	2	3807	4097.169	556.119	3529	0
1_MACS_peak_12497_lociStitched	chr2	44587828	44590489	1	2662	16483.5645	844.8675	3530	0
1_MACS_peak_18258_lociStitched	chr4	148651675	148654950	1	3276	11972.745	571.815	3531	0
2_MACS_peak_24989_lociStitched	chrX	48533859	48543177	2	3801	4460.5266	808.8024	3532	0
1_MACS_peak_20006_lociStitched	chr6	16128302	16132112	1	3811	3954.018	648.462	3533	0
1_MACS_peak_23507_lociStitched	chr8	130983179	130986851	1	3673	7258.8096	679.32	3534	0
2_MACS_peak_5900_lociStitched	chr12	111840531	111844925	2	3835	2581.475	327.353	3535	0
2_MACS_peak_14260_lociStitched	chr20	13372093	13377485	2	3784	4774.616	629.7856	3536	0
1_MACS_peak_13359_lociStitched	chr2	149876759	149880525	1	3767	5258.4658	661.6862	3537	0
1_MACS_peak_2047_lociStitched	chr1	207978053	207981769	1	3717	6775.0112	1053.1144	3538	0
1_MACS_peak_4152_lociStitched	chr11	65353795	65356946	1	3152	13392.3802	963.2607	3539	0
1_MACS_peak_12880_lociStitched	chr2	86114243	86117851	1	3609	8313.5536	733.5064	3540	0
1_MACS_peak_4473_lociStitched	chr11	94962604	94966433	1	3830	3220.9548	823.235	3541	0
1_MACS_peak_3405_lociStitched	chr10	112677584	112681163	1	3580	8710.5702	722.958	3542	0
1_MACS_peak_13167_lociStitched	chr2	113298638	113301454	1	2817	15390.2848	664.8576	3543	0
1_MACS_peak_12477_lociStitched	chr2	42586418	42589547	1	3130	13332.0432	747.5181	3544	0
1_MACS_peak_13697_lociStitched	chr2	198378798	198382017	1	3220	12444.0102	593.2617	3545	0
1_MACS_peak_19410_lociStitched	chr5	139779633	139782860	1	3228	12653.3897	878.7121	3546	0
1_MACS_peak_11408_lociStitched	chr19	13260236	13264059	1	3824	3199.851	597.9172	3547	0
1_MACS_peak_12052_lociStitched	chr19	55849314	55852848	1	3535	9398.673	841.092	3548	0
2_MACS_peak_23628_lociStitched	chr8	145633313	145639377	2	3725	6430.2656	965.9952	3549	0
2_MACS_peak_71_lociStitched	chr1	6258182	6266647	2	3744	6081.256	1054.739	3550	0
1_MACS_peak_19330_lociStitched	chr5	133338587	133341862	1	3276	11952.1125	625.525	3551	0
1_MACS_peak_8323_lociStitched	chr16	2316551	2319777	1	3227	12304.6092	551.0008	3552	0
2_MACS_peak_23310_lociStitched	chr8	102120186	102124414	2	3479	9621.6596	399.9688	3553	0
1_MACS_peak_22321_lociStitched	chr7	123387099	123390338	1	3240	12376.8668	742.0549	3554	0
2_MACS_peak_11144_lociStitched	chr19	2697874	2703132	2	3768	5248.0098	858.1056	3555	0
1_MACS_peak_13225_lociStitched	chr2	122405477	122408844	1	3368	11103.3559	671.7165	3556	0
1_MACS_peak_17400_lociStitched	chr4	2844431	2848089	1	3659	7221.2578	555.6502	3557	0
2_MACS_peak_16395_lociStitched	chr3	71492440	71500228	2	3777	5464.8396	1355.112	3558	0
1_MACS_peak_15595_lociStitched	chr22	41346069	41349081	1	3013	14031.402	629.8092	3559	0
2_MACS_peak_4670_lociStitched	chr11	119107272	119111314	2	3785	4468.8352	683.5022	3560	0
1_MACS_peak_11717_lociStitched	chr19	39107433	39111040	1	3608	8230.4526	789.2116	3561	0
1_MACS_peak_13603_lociStitched	chr2	185461752	185465555	1	3804	3698.7978	572.7318	3562	0
1_MACS_peak_17334_lociStitched	chr3	196728844	196732020	1	3177	12906.6288	785.1072	3563	0
1_MACS_peak_15410_lociStitched	chr22	33963240	33966505	1	3266	12012.9145	660.5095	3564	0
1_MACS_peak_18397_lociStitched	chr4	178361647	178364723	1	3077	13590.3832	688.7164	3565	0
1_MACS_peak_18220_lociStitched	chr4	144104867	144108394	1	3528	9222.3996	682.4745	3566	0
1_MACS_peak_18981_lociStitched	chr5	78530781	78534456	1	3676	6867.84	593.5125	3567	0
1_MACS_peak_1270_lociStitched	chr1	145194167	145197566	1	3400	12223.8237	2198.4732	3568	0
2_MACS_peak_17398_lociStitched	chr4	2813015	2820922	2	3780	5084.9917	1229.5385	3569	0
2_MACS_peak_23305_lociStitched	chr8	101731709	101735548	2	3755	4878.6012	329.3862	3570	0
2_MACS_peak_18038_lociStitched	chr4	108910018	108915938	2	3759	5519.808	1094.016	3571	0
2_MACS_peak_7384_lociStitched	chr15	30717276	30721705	2	3828	2374.8298	608.9875	3572	0
2_MACS_peak_18524_lociStitched	chr5	1004456	1011524	2	3817	3337.5096	948.5256	3573	0
2_MACS_peak_4931_lociStitched	chr12	8178437	8186353	2	3556	9279.9268	1163.652	3574	0
1_MACS_peak_20982_lociStitched	chr6	129809988	129813367	1	3380	10925.9965	721.0786	3575	0
1_MACS_peak_3243_lociStitched	chr10	99078092	99080824	1	2733	15541.2552	439.3056	3576	0
2_MACS_peak_18830_lociStitched	chr5	58886301	58895087	2	3781	4581.899	875.9642	3577	0
1_MACS_peak_8081_lociStitched	chr15	85289995	85293469	1	3475	9673.353	569.736	3578	0
1_MACS_peak_22164_lociStitched	chr7	104535186	104538797	1	3612	8035.5583	802.7253	3579	0
2_MACS_peak_25218_lociStitched	chrX	96652484	96657159	2	3822	2278.1275	458.15	3580	0
1_MACS_peak_19267_lociStitched	chr5	127417310	127420869	1	3560	8594.2732	605.3859	3581	0
1_MACS_peak_4543_lociStitched	chr11	108091723	108095301	1	3579	8643.7324	931.7112	3582	0
1_MACS_peak_20887_lociStitched	chr6	114290719	114293352	1	2634	16078.6778	469.2006	3583	0
1_MACS_peak_13126_lociStitched	chr2	111856579	111860013	1	3435	10315.3926	792.9106	3584	0
2_MACS_peak_15736_lociStitched	chr22	50744520	50754127	2	3758	5358.7846	1148.0365	3585	0
2_MACS_peak_20388_lociStitched	chr6	41903090	41910579	2	3782	4452.9594	993.0414	3586	0
1_MACS_peak_8778_lociStitched	chr16	46721836	46725305	1	3470	9942.5009	838.1104	3587	0
1_MACS_peak_18379_lociStitched	chr4	175203655	175206131	1	2477	17115.8452	740.8192	3588	0
1_MACS_peak_5548_lociStitched	chr12	68874233	68877841	1	3609	8052.6952	845.7152	3589	0
1_MACS_peak_18808_lociStitched	chr5	55964154	55967344	1	3191	12475.133	617.584	3590	0
1_MACS_peak_12585_lociStitched	chr2	55236333	55240118	1	3786	3757.3695	585.5395	3591	0
1_MACS_peak_24919_lociStitched	chrX	40942989	40946455	1	3467	9469.8052	382.2998	3592	0
2_MACS_peak_12716_lociStitched	chr2	68588929	68593893	2	3792	3858.5172	939.1888	3593	0
2_MACS_peak_23977_lociStitched	chr9	69261373	69269409	2	3743	5960.3012	1480.2312	3594	0
1_MACS_peak_23032_lociStitched	chr8	56684369	56687796	1	3428	10260.7807	727.5521	3595	0
1_MACS_peak_1862_lociStitched	chr1	192484572	192487553	1	2982	14320.4259	893.7038	3596	0
1_MACS_peak_12480_lociStitched	chr2	43036200	43039323	1	3124	12856.7664	487.8126	3597	0
1_MACS_peak_8693_lociStitched	chr16	30005924	30008593	1	2670	15964.8904	619.4749	3598	0
2_MACS_peak_24972_lociStitched	chrX	47794966	47801977	2	3773	4073.391	534.9393	3599	0
